#{"t_start": 1538941660.195787, "env_id": "LunarLanderContinuous-v2"}
r,l,t
0,87,35.17222
-100,87,35.310463
-100,100,35.462922
-100,113,35.799324
-100,83,35.923284
-100,106,36.093458
-100,110,36.253168
-100,143,36.608783
-100,104,36.773697
-100,101,36.930504
-100,91,37.0696
-100,82,37.284077
-100,140,37.441932
-100,109,37.560497
-100,101,37.683951
-100,201,38.002487
-100,97,38.125266
-100,103,38.266855
-100,81,38.383265
-100,96,38.553259
-100,93,38.696426
-100,137,38.925452
-100,78,39.047631
-100,90,39.335788
-100,124,39.53634
-100,68,39.635888
-100,108,39.802933
-100,90,39.943098
-100,114,40.144322
-100,116,40.328511
-100,97,40.482764
-100,98,40.630453
-100,151,41.000868
0,194,41.356062
-100,89,41.491782
-100,127,41.791641
-100,111,41.964937
-100,166,42.256341
-100,149,42.64164
-100,96,42.783943
-100,116,42.970617
-100,88,43.319492
-100,75,43.430662
-100,122,43.622656
-100,114,43.803856
-100,90,43.941779
-100,98,44.111346
-100,90,44.250206
-100,70,44.355759
-100,87,44.492814
-100,145,44.730356
-100,75,44.853542
-100,127,45.056404
-100,78,45.173353
-100,115,45.350322
-100,74,45.460013
-100,96,45.651958
-100,93,45.789378
-100,86,45.919734
-100,124,46.11436
-100,85,46.239141
-100,68,46.362536
-100,115,46.550061
-100,162,46.827918
-100,94,46.976055
-100,89,47.200771
-100,158,47.463569
-100,143,47.691673
-100,106,48.026547
-100,129,48.239547
-100,86,48.369721
-100,92,48.511849
-100,98,48.795787
-100,118,48.983176
-100,92,49.121265
0,126,49.326676
-100,137,49.64786
-100,75,49.737145
-100,127,49.872334
-100,112,50.006374
-100,123,50.236437
-100,162,50.504364
-100,136,50.724337
-100,106,51.008793
-100,106,51.17602
-100,180,51.50293
0,79,51.788664
-100,109,51.958632
-100,129,52.162329
-100,136,52.384274
-100,84,52.583061
-100,79,52.701694
-100,76,52.819321
-100,150,53.064916
-100,92,53.371508
-100,94,53.510409
-100,121,53.701729
-100,74,53.772061
-100,88,53.86109
-100,123,54.034311
-100,126,54.193457
-100,125,54.375092
-100,106,54.731112
-100,100,54.883496
-100,79,54.999697
-100,133,55.220009
-100,179,55.648045
-100,123,55.83973
-100,85,55.966204
-100,115,56.319731
-100,66,56.420345
-100,116,56.609111
-100,87,56.744575
-100,90,57.070285
-100,125,57.268393
-100,149,57.506682
-100,118,57.645523
-100,114,57.789734
-100,149,57.955569
-100,83,58.04275
-100,149,58.247074
-100,133,58.439119
-100,85,58.567902
-100,194,58.929362
-100,85,59.06128
-100,137,59.296169
-100,94,59.44251
-100,119,59.632236
-100,127,59.829072
-100,90,59.989861
-100,127,60.20151
-100,117,60.381723
-100,90,60.521266
-100,106,60.803526
-100,137,61.022833
-100,89,61.156552
-100,79,61.275815
-100,104,61.568005
-100,84,61.695128
-100,123,61.825399
-100,103,61.933247
-100,114,62.198154
-100,88,62.321907
-100,146,62.565471
-100,79,62.681315
-100,136,63.015613
-100,113,63.196256
-100,104,63.354599
-100,96,63.503003
-100,105,63.737018
-100,183,64.05936
-100,82,64.187262
-100,91,64.327173
-100,96,64.521088
-100,103,64.678054
-100,151,64.925865
-100,98,65.069173
-100,82,65.265183
-100,182,65.579966
-100,81,65.703114
-100,99,66.125009
-100,73,66.230474
-100,167,66.521577
-100,138,66.742166
-100,138,66.995076
-100,105,67.157489
-100,101,67.307549
-100,114,67.485688
-100,85,67.670491
-100,90,67.804311
-100,90,67.941864
-100,121,68.139883
-100,105,68.307272
-100,99,68.473879
-100,123,68.669533
-100,115,68.850847
-100,92,69.260968
-100,120,69.452116
-100,101,69.608912
-100,164,69.812705
-100,91,69.93114
-100,74,70.019424
-100,68,70.102442
-100,122,70.271003
-100,82,70.394249
-100,112,70.658195
-100,86,70.791264
-100,98,70.944441
-100,155,71.195107
-100,91,71.405581
-100,139,71.636751
-100,90,71.769252
-100,99,71.918882
-100,92,72.180441
-100,93,72.327787
-100,107,72.495781
-100,129,72.704889
-100,124,73.026659
-100,95,73.171152
-100,138,73.397384
-100,84,73.523331
-100,87,73.750771
-100,106,73.914691
-100,90,74.054215
-100,144,74.2888
-100,109,74.571995
-100,105,74.734867
-100,81,74.857798
-100,82,74.983913
-100,92,75.126045
-100,198,75.411286
-100,217,75.755998
-100,119,76.054839
-100,192,76.398478
-100,81,76.522652
-100,77,76.639868
-100,124,76.881485
-100,157,77.145288
-100,101,77.302911
-100,92,77.44519
-100,71,77.589313
-100,118,77.780138
-100,106,77.948421
-100,87,78.084951
-100,108,78.255675
