MaxIW,ReturnStepMaxmin,EpLenMean,ESSRenyi,Bound,MeanIW,ReturnStepMax,InitialReturnMax,RewardCompression,EpThisIter,MinIW,EpRewMean,TimestepsSoFar,Iteration,InitialBound,MeanEntropy,InitialReturnMean,TimeElapsed,Weights,EpisodesSoFar,InitialReturnStd,ESSClassic,StdIW,ReturnMeanIW,InitialReturnMin,EmpiricalD2
1.0,,109.74,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,526466,47,-51.00504,2.837890386581421,-99.0,1428.9430742263794,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],4700,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,115.19,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,537985,48,-101.005035,2.837890386581421,-100.0,1455.0241584777832,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],4800,,1.0,,-100.0,-100.0,1.0
1.0,100.0,109.2,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,548905,49,-101.005035,2.837890386581421,-100.0,1477.8044066429138,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],4900,,1.0,,-100.0,-100.0,1.0
1.0,,114.86,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-98.0,560391,50,-51.00504,2.837890386581421,-98.0,1501.5671000480652,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5000,14.0,1.0,,-50.0,-100.0,1.0
1.0,100.0,115.89,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,571980,51,-51.00504,2.837890386581421,-99.0,1532.299245595932,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,113.78,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,583358,52,-51.00504,2.837890386581421,-99.0,1560.899221420288,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5200,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,112.67,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,594625,53,-101.005035,2.837890386581421,-100.0,1585.8192112445831,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5300,,1.0,,-100.0,-100.0,1.0
1.0,100.0,111.78,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,605803,54,-101.005035,2.837890386581421,-100.0,1611.4151282310486,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,116.78,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,617481,55,-101.005035,2.837890386581421,-100.0,1643.0672760009766,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5500,,1.0,,-100.0,-100.0,1.0
1.0,,114.64,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,628945,56,-51.00504,2.837890386581421,-99.0,1670.8433585166931,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,114.72,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,640417,57,-51.00504,2.837890386581421,-99.0,1697.0806317329407,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5700,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,110.81,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,651498,58,-101.005035,2.837890386581421,-100.0,1730.178998708725,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5800,,1.0,,-100.0,-100.0,1.0
1.0,,108.26,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,662324,59,-51.00504,2.837890386581421,-99.0,1757.3752889633179,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],5900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,109.93,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,673317,60,-51.00504,2.837890386581421,-99.0,1787.6435465812683,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6000,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,106.63,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,683980,61,-101.005035,2.837890386581421,-100.0,1812.2793958187103,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6100,,1.0,,-100.0,-100.0,1.0
1.0,100.0,110.58,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,695038,62,-101.005035,2.837890386581421,-100.0,1839.9309463500977,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6200,,1.0,,-100.0,-100.0,1.0
1.0,,112.83,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,706321,63,-51.00504,2.837890386581421,-99.0,1877.6218616962433,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6300,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,111.57,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,717478,64,-101.005035,2.837890386581421,-100.0,1900.6514332294464,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6400,,1.0,,-100.0,-100.0,1.0
1.0,,111.42,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-98.0,728620,65,-51.00504,2.837890386581421,-98.0,1923.5631849765778,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6500,14.0,1.0,,-50.0,-100.0,1.0
1.0,,110.14,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,739634,66,-51.00504,2.837890386581421,-99.0,1950.8787891864777,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,110.04,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,750638,67,-101.005035,2.837890386581421,-100.0,1975.7636346817017,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6700,,1.0,,-100.0,-100.0,1.0
1.0,100.0,117.73,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,762411,68,-101.005035,2.837890386581421,-100.0,2001.1045036315918,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6800,,1.0,,-100.0,-100.0,1.0
1.0,100.0,101.99,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,772610,69,-101.005035,2.837890386581421,-100.0,2028.4567596912384,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],6900,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.02,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,783812,70,-101.005035,2.837890386581421,-100.0,2054.776067018509,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7000,,1.0,,-100.0,-100.0,1.0
1.0,100.0,113.09,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,795121,71,-101.005035,2.837890386581421,-100.0,2087.8152787685394,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7100,,1.0,,-100.0,-100.0,1.0
1.0,100.0,110.17,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,806138,72,-101.005035,2.837890386581421,-100.0,2114.2271161079407,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7200,,1.0,,-100.0,-100.0,1.0
1.0,100.0,118.06,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,817944,73,-101.005035,2.837890386581421,-100.0,2140.6197946071625,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7300,,1.0,,-100.0,-100.0,1.0
1.0,100.0,114.58,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,829402,74,-101.005035,2.837890386581421,-100.0,2173.7790989875793,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7400,,1.0,,-100.0,-100.0,1.0
1.0,100.0,112.58,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,840660,75,-101.005035,2.837890386581421,-100.0,2193.713267803192,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7500,,1.0,,-100.0,-100.0,1.0
1.0,100.0,116.71,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,852331,76,-101.005035,2.837890386581421,-100.0,2221.2744615077972,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7600,,1.0,,-100.0,-100.0,1.0
1.0,100.0,109.42,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,863273,77,-101.005035,2.837890386581421,-100.0,2249.2860136032104,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7700,,1.0,,-100.0,-100.0,1.0
1.0,,114.0,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-98.0,874673,78,-51.00504,2.837890386581421,-98.0,2272.5583198070526,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7800,14.0,1.0,,-50.0,-100.0,1.0
1.0,,112.23,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,885896,79,-51.00504,2.837890386581421,-99.0,2303.0873143672943,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],7900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,112.22,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,897118,80,-51.00504,2.837890386581421,-99.0,2326.40815281868,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8000,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,110.32,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,908150,81,-51.00504,2.837890386581421,-99.0,2360.1231141090393,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,115.07,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,919657,82,-101.005035,2.837890386581421,-100.0,2392.003186225891,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8200,,1.0,,-100.0,-100.0,1.0
1.0,100.0,105.04,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,930161,83,-101.005035,2.837890386581421,-100.0,2418.243604183197,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8300,,1.0,,-100.0,-100.0,1.0
1.0,100.0,114.75,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,941636,84,-101.005035,2.837890386581421,-100.0,2442.97620344162,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8400,,1.0,,-100.0,-100.0,1.0
1.0,,113.26,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-98.0,952962,85,-51.00504,2.837890386581421,-98.0,2469.2327885627747,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8500,14.0,1.0,,-50.0,-100.0,1.0
1.0,100.0,111.18,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,964080,86,-101.005035,2.837890386581421,-100.0,2496.2497141361237,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8600,,1.0,,-100.0,-100.0,1.0
1.0,100.0,117.73,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,975853,87,-101.005035,2.837890386581421,-100.0,2521.5111031532288,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8700,,1.0,,-100.0,-100.0,1.0
1.0,100.0,113.48,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,987201,88,-101.005035,2.837890386581421,-100.0,2550.639184474945,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8800,,1.0,,-100.0,-100.0,1.0
1.0,,109.76,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,998177,89,-51.00504,2.837890386581421,-99.0,2578.9915833473206,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],8900,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,119.46,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-97.0,1010123,90,-51.00504,2.837890386581421,-97.0,2606.095148563385,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9000,17.0587215423584,1.0,,-50.0,-100.0,1.0
1.0,,116.87,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1021810,91,-51.00504,2.837890386581421,-99.0,2635.47540974617,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9100,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,108.84,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1032694,92,-101.005035,2.837890386581421,-100.0,2659.0231103897095,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9200,,1.0,,-100.0,-100.0,1.0
1.0,,108.6,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1043554,93,-51.00504,2.837890386581421,-99.0,2688.491328716278,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9300,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,114.1,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1054964,94,-51.00504,2.837890386581421,-99.0,2717.8984682559967,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9400,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,100.0,109.65,100.0,-101.00503540039062,1.0,100.0,-100.0,0.99,100,1.0,-100.0,1065929,95,-101.005035,2.837890386581421,-100.0,2742.9992694854736,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9500,,1.0,,-100.0,-100.0,1.0
1.0,,110.38,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1076967,96,-51.00504,2.837890386581421,-99.0,2767.8954401016235,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9600,9.949873924255371,1.0,,-50.0,-100.0,1.0
1.0,,110.24,100.0,-51.00503921508789,1.0,100.0,,0.98,100,1.0,-99.0,1087991,97,-51.00504,2.837890386581421,-99.0,2791.9058167934418,[ 0.196 -0.062 -0.126 ... -0.31   0.     0.   ],9700,9.949873924255371,1.0,,-50.0,-100.0,1.0
