VarNormIw,AvgDiscRet,VarVanillaIw,EpsThisIter,IterType,renyi2,VarJ,MinVanillaIw,Bound,MaxVanillaIw,VanillaAvgRet,ESSClassic,MaxNormIw,VarDiscRet,SamplesThisIter,VarRet,ESSRenyi,AvgVanillaIw,J,AvgRet,delta,BatchSize,MinNormIw,AvgNormIw,AvgEpLen
2.16344e-09,-61.5212357947,134.502,548,1,nan,247.373,,-54.7839,495.554,-61.5212357947,2.98565748174,0.00198746,105.647985184,50000,105.647985184,nan,2.52778,-9678.44,-61.5212357947,0.8,100,,1.01379e-05,91.2408759124
1.10183e-10,-67.0507261939,1.06948,507,1,nan,309.945,3.97475e-18,-64.2744,21.5334,-67.0507261939,4.22157502451,0.000218565,1630.15056215,50000,1630.15056215,nan,1.07957,-10481.5,-67.0507261939,0.8,100,4.0344e-23,1.09577e-05,98.6193293886
1.89325e-10,-63.4202661401,2.54299,531,1,nan,422.754,7.84717e-17,-63.664,22.019,-63.4202661401,3.68438628122,0.000189989,353.588731531,50000,353.588731531,nan,1.21255,-10153.5,-63.4202661401,0.8,100,6.77088e-22,1.04624e-05,94.1619585687
2.98493e-07,-57.7680686859,6.46847e+26,588,1,nan,386.507,,-14.3997,2.40563e+15,-57.7680686859,8.45045809972,0.0516767,108.866428263,50000,108.866428263,nan,4.39829e+11,-5597.28,-57.7680686859,0.8,100,,9.44822e-06,85.0340136054
2.27827e-10,-89.7536285596,1.47812,387,1,nan,609.729,,-71.7418,17.6644,-89.7536285596,5.27091793655,0.000219304,7180.25900478,50000,7180.25900478,nan,1.1563,-12284.7,-89.7536285596,0.8,100,,1.43554e-05,129.198966408
3.86895e-09,-70.1192300397,96.4219,488,1,nan,736.337,,-58.6745,400.112,-70.1192300397,2.62527791065,0.00253449,3224.416232,50000,3224.416232,nan,1.79721,-8780.84,-70.1192300397,0.8,100,,1.13843e-05,102.459016393
1.45865e-10,-73.8387742094,1.32999,471,1,nan,407.775,4.12266e-17,-64.5409,13.2966,-73.8387742094,4.99505982398,0.000139249,4402.27351059,50000,4402.27351059,nan,1.1263,-10673.1,-73.8387742094,0.8,100,4.31747e-22,1.17952e-05,106.157112527
8.10921e-11,-59.84442548,1.25951,570,1,nan,160.143,0.000219568,-62.0455,11.5828,-59.84442548,6.22717532876,9.294e-05,191.408248136,50000,191.408248136,nan,1.21469,-10168.2,-59.84442548,0.8,100,1.7618e-09,9.74659e-06,87.7192982456
3.07653e-09,-67.3682546678,68.2287,516,1,nan,718.186,,-60.6787,283.341,-67.3682546678,1.77471367639,0.00190264,2403.0471029,50000,2403.0471029,nan,1.60336,-8938.79,-67.3682546678,0.8,100,,1.07666e-05,96.8992248062
9.84079e-11,-62.2181200658,1.20035,545,1,nan,295.13,0.000130442,-62.6105,31.0169,-62.2181200658,5.77756878703,0.00028084,206.852594423,50000,206.852594423,nan,1.12582,-10381.5,-62.2181200658,0.8,100,1.18108e-09,1.01937e-05,91.7431192661
4.76873e-11,-57.9819735815,0.732998,592,1,nan,142.443,0.00146334,-61.0521,7.79404,-57.9819735815,6.03189708234,6.28656e-05,194.78234771,50000,194.78234771,nan,1.16347,-9917.65,-57.9819735815,0.8,100,1.18031e-08,9.38439e-06,84.4594594595
9.42037e-07,-57.8245293798,8.92275e+30,588,1,nan,273.422,,-32.5141,3.07321e+17,-57.8245293798,9.9999900029,0.0998567,75.8215467571,50000,75.8215467571,nan,2.90781e+13,-7108.07,-57.8245293798,0.8,100,,9.44822e-06,85.0340136054
6.94505e-07,-59.8219937626,inf,568,1,nan,186.126,,-45.2032,7.72853e+23,-59.8219937626,9.56717425309,0.0824267,72.7690368004,50000,72.7690368004,nan,9.17082e+19,-8505.62,-59.8219937626,0.8,100,,9.78091e-06,88.0281690141
1.10396e-10,-63.2261416235,1.4067,537,1,nan,217.921,1.20573e-28,-61.3839,13.2163,-63.2261416235,5.86206075705,0.000117081,1402.57180206,50000,1402.57180206,nan,1.16782,-10031.1,-63.2261416235,0.8,100,1.06813e-33,1.03455e-05,93.1098696462
2.84734e-10,-65.5568496116,3.97563,527,1,nan,538.211,3.86676e-12,-60.4521,26.9418,-65.5568496116,2.83490227463,0.000228004,1994.59739931,50000,1994.59739931,nan,1.24566,-9658.8,-65.5568496116,0.8,100,3.27238e-17,1.05419e-05,94.8766603416
9.27729e-06,-59.7232038921,inf,572,1,nan,195.971,,-47.8013,3.58391e+20,-59.7232038921,0.999500093164,0.977094,55.9218913824,50000,55.9218913824,nan,3.56248e+15,-6887.23,-59.7232038921,0.8,100,,9.71251e-06,87.4125874126
7.65198e-11,-67.9466638773,0.726931,508,1,nan,276.062,2.80444e-19,-64.5959,12.0379,-67.9466638773,9.42740732945,0.000123507,2327.14106744,50000,2327.14106744,nan,1.06592,-10588.4,-67.9466638773,0.8,100,2.8773e-24,1.09361e-05,98.4251968504
4.76768e-07,-57.7326748612,1.83779e+29,588,1,nan,301.575,,-27.6415,3.40811e+16,-57.7326748612,5.97042678058,0.0548934,83.401412274,50000,83.401412274,nan,5.86603e+12,-6698.11,-57.7326748612,0.8,100,,9.44822e-06,85.0340136054
1.41309e-09,-58.2251513678,35.3698,587,1,nan,506.841,,-57.5946,405.175,-58.2251513678,7.95936311196,0.00256101,356.065060197,50000,356.065060197,nan,1.49734,-9052.87,-58.2251513678,0.8,100,,9.46432e-06,85.1788756388
5.60175e-11,-57.6504603612,0.833596,594,1,inf,217.758,,-60.7964,26.7942,-57.6504603612,15.9976457531,0.000219647,237.61464995,50000,237.61464995,,1.14092,-9749.56,-57.6504603612,0.8,100,,9.35279e-06,84.1750841751
4.95727e-10,-58.1186905941,26.8813,588,1,nan,95.3303,,-53.8787,81.0892,-58.1186905941,5.45162974989,0.000348225,43.9960778703,50000,43.9960778703,nan,2.20016,-9716.42,-58.1186905941,0.8,100,,9.44822e-06,85.0340136054
8.85993e-10,-60.9833918917,23.3538,558,1,nan,340.538,,-55.6273,202.157,-60.9833918917,3.3982769819,0.00124516,518.808645181,50000,518.808645181,nan,1.61643,-9333.21,-60.9833918917,0.8,100,,9.95619e-06,89.605734767
7.93064e-11,-66.7689639749,0.766746,513,1,nan,309.192,1.25783e-10,-64.0452,11.7034,-66.7689639749,5.41685383556,0.000119025,2010.50724548,50000,2010.50724548,nan,1.06483,-10582.0,-66.7689639749,0.8,100,1.27924e-15,1.08295e-05,97.4658869396
8.32079e-11,-65.3932421001,0.892244,528,1,nan,256.215,1.3502e-13,-63.7866,11.8104,-65.3932421001,4.81425105571,0.000114052,1866.04446377,50000,1866.04446377,nan,1.08957,-10375.4,-65.3932421001,0.8,100,1.30389e-18,1.05219e-05,94.696969697
7.32182e-10,-58.0566566551,27.7462,588,1,nan,276.743,,-53.2707,342.804,-58.0566566551,7.83864773962,0.00176098,98.3525943023,50000,98.3525943023,nan,1.83926,-9368.46,-58.0566566551,0.8,100,,9.44822e-06,85.0340136054
6.00073e-11,-58.5382306808,0.868099,584,1,inf,167.012,4.33225e-06,-60.6892,16.2823,-58.5382306808,5.43418883782,0.000135373,153.41584048,50000,153.41584048,,1.14419,-9993.49,-58.5382306808,0.8,100,3.60189e-11,9.51294e-06,85.6164383562
7.97429e-11,-63.3619826045,0.949172,534,1,nan,244.036,1.13995e-15,-61.6276,8.10737,-63.3619826045,4.62459688918,7.43111e-05,1437.74611116,50000,1437.74611116,nan,1.13504,-10191.2,-63.3619826045,0.8,100,1.04486e-20,1.04037e-05,93.6329588015
3.0763e-09,-60.7374930696,90.5319,561,1,nan,809.095,,-54.3533,1341.49,-60.7374930696,3.52048180322,0.00781991,152.672799602,50000,152.672799602,nan,1.69884,-9591.08,-60.7374930696,0.8,100,,9.90295e-06,89.1265597148
7.41039e-11,-64.6955620355,0.853754,537,1,nan,291.764,6.49461e-12,-63.4046,11.0106,-64.6955620355,4.73320503405,0.000102581,2150.41282927,50000,2150.41282927,nan,1.11045,-10238.7,-64.6955620355,0.8,100,6.05072e-17,1.03455e-05,93.1098696462
1.04799e-10,-59.5168164097,1.58215,573,1,nan,275.259,1.70409e-08,-60.6868,17.2503,-59.5168164097,4.73927648591,0.000140395,261.888605966,50000,261.888605966,nan,1.19129,-9839.52,-59.5168164097,0.8,100,1.38691e-13,9.69556e-06,87.260034904
7.88417e-07,-59.9872935496,1.97888e+13,567,1,nan,167.824,,-47.4958,4.48147e+08,-59.9872935496,9.99885938598,0.0894518,81.6080297814,50000,81.6080297814,nan,49088.1,-8842.71,-59.9872935496,0.8,100,,9.79816e-06,88.1834215168
1.12683e-10,-58.449518798,1.75688,585,1,inf,318.161,9.71439e-10,-59.7338,16.7802,-58.449518798,4.10889602985,0.000134386,278.771384552,50000,278.771384552,,1.18581,-9577.44,-58.449518798,0.8,100,7.77988e-15,9.49668e-06,85.4700854701
9.27362e-07,-57.0452662967,1.44257e+31,599,1,nan,302.85,,-22.8043,3.94399e+17,-57.0452662967,10.000000367,0.0999983,89.3468460196,50000,89.3468460196,nan,3.658e+13,-6308.9,-57.0452662967,0.8,100,,9.27472e-06,83.4724540902
7.69145e-11,-61.4079594993,1.0078,555,1,nan,204.229,8.22411e-10,-61.4327,8.04348,-61.4079594993,5.31870950754,7.02685e-05,415.458217134,50000,415.458217134,nan,1.14582,-10137.2,-61.4079594993,0.8,100,7.18465e-15,1.001e-05,90.0900900901
