AvgNormIw,VarDiscRet,VarRet,ESSClassic,Delta,IterType,MinVanillaIw,Bound,ESSRenyi,VarVanillaIw,MaxNormIw,VarNormIw,AvgDiscRet,BatchSize,J,VarJ,AvgVanillaIw,EpsThisIter,MinNormIw,eRenyi2,AvgRet,MaxVanillaIw,VanillaAvgRet,AvgEpLen
0.01,80473.8825621,80473.8825621,2.60426969314,0.1,1,0.0991043,130.876,61.0312189746,219.418,0.617647,0.00377762,600.374502946,100,907.752,999.483,2.41006,100,0.000411212,1.63851,600.374502946,148.856,600.374502946,64.83
0.01,95581.7775028,95581.7775028,70.4740702468,0.1,1,0.149407,259.164,78.3528122352,0.421781,0.0368292,4.23193e-05,667.651901394,100,778.688,409.906,0.99833,100,0.00149657,1.27628,667.651901394,3.67677,667.651901394,72.18
0.01,76121.4266328,76121.4266328,67.871738317,0.1,1,0.227964,265.624,79.0399434662,0.521242,0.0505976,4.78149e-05,698.494793203,100,793.612,497.534,1.04409,100,0.00218337,1.26518,698.494793203,5.28285,698.494793203,75.47
0.01,107583.955329,107583.955329,19.6072421689,0.1,1,0.230601,50.3295,76.8134507929,7.07012,0.202803,0.000414157,709.966489696,100,853.563,696.067,1.30656,100,0.00176494,1.30186,709.966489696,26.4975,709.966489696,76.77
0.01,118930.908684,118930.908684,62.0610923382,0.1,1,0.0913914,270.595,72.6470823589,0.556513,0.0432395,6.1749e-05,747.919439335,100,901.997,636.788,0.949342,100,0.000962681,1.37652,747.919439335,4.1049,747.919439335,80.9
0.01,98601.801004,98601.801004,9.27444747667,0.1,1,0.0342671,405.111,50.6964668731,17.0368,0.312985,0.000988113,765.465058728,100,1073.53,1331.13,1.31308,100,0.000260968,1.97252,765.465058728,41.0974,765.465058728,82.81
0.01,82788.8004007,82788.8004007,79.7443420066,0.1,1,0.188408,336.912,81.937811872,0.261664,0.0287102,2.56573e-05,787.963888795,100,878.928,366.51,1.00987,100,0.00186566,1.22044,787.963888795,2.89936,787.963888795,85.22
0.01,117990.389277,117990.389277,80.6492117089,0.1,1,0.139444,294.157,86.266828808,0.215465,0.0200146,2.42361e-05,793.398882431,100,873.997,415.079,0.94288,100,0.00147892,1.15919,793.398882431,1.88714,793.398882431,85.95
0.01,119295.466252,119295.466252,33.2064535217,0.1,1,0.12251,374.059,65.5201676657,2.55676,0.138582,0.000203178,986.354112871,100,1182.85,1277.06,1.12178,100,0.00109211,1.52625,986.354112871,15.5459,986.354112871,106.66
0.01,88213.2467221,88213.2467221,5.10763097375,0.1,1,0.0234218,529.462,49.9470021408,39.0645,0.436095,0.00187662,933.660665881,100,1230.45,1386.53,1.44279,100,0.000162337,2.00212,933.660665881,62.9193,933.660665881,101.21
0.01,107058.043329,107058.043329,71.3582965938,0.1,1,0.119068,425.358,80.1167549259,0.36894,0.0352618,4.05433e-05,954.370777173,100,1083.16,438.088,0.953934,100,0.00124817,1.24818,954.370777173,3.36375,954.370777173,103.41
0.01,101234.399991,101234.399991,72.6806676099,0.1,1,0.156172,472.15,83.9359043528,0.412204,0.0474931,3.79678e-05,1015.59410275,100,1099.38,491.856,1.04195,100,0.00149884,1.19139,1015.59410275,4.94855,1015.59410275,109.95
0.01,111852.587162,111852.587162,58.2234764365,0.1,1,0.0737163,520.205,74.636298977,0.736995,0.057235,7.24768e-05,1102.59468622,100,1264.01,581.094,1.0084,100,0.000731023,1.33983,1102.59468622,5.77157,1102.59468622,119.52
0.01,130952.644417,130952.644417,76.0775922048,0.1,1,0.140821,521.582,81.5621222933,0.288859,0.0314034,3.17623e-05,1058.64655989,100,1182.34,475.972,0.953645,100,0.00147666,1.22606,1058.64655989,2.99477,1058.64655989,114.7
0.01,91595.0553502,91595.0553502,91.5473574456,0.1,1,0.364215,586.221,93.6764701941,0.0904667,0.0193413,9.32635e-06,1177.04645523,100,1214.06,324.46,0.984892,100,0.00369802,1.0675,1177.04645523,1.9049,1177.04645523,127.63
0.01,89124.8980097,89124.8980097,85.9977173474,0.1,1,0.12027,573.032,89.2070200453,0.165038,0.0229908,1.64466e-05,1142.43451001,100,1208.92,339.168,1.00174,100,0.00120062,1.12099,1142.43451001,2.30308,1142.43451001,123.82
0.01,160820.755138,160820.755138,75.7819067914,0.1,1,0.241872,365.023,83.550765712,0.319969,0.0375204,3.22804e-05,1229.0254867,100,1363.63,774.053,0.995599,100,0.00242941,1.19688,1229.0254867,3.73553,1229.0254867,133.25
0.01,117780.856448,117780.856448,91.4611589681,0.1,1,0.18667,617.79,91.7177284254,0.089696,0.0169809,9.43033e-06,1245.65308822,100,1303.01,343.429,0.975266,100,0.00191404,1.0903,1245.65308822,1.65609,1245.65308822,135.07
0.01,138086.096575,138086.096575,84.641325422,0.1,1,0.14504,520.846,87.7062576096,0.175952,0.0302829,1.83289e-05,1247.36259167,100,1339.87,473.13,0.97978,100,0.00148033,1.14017,1247.36259167,2.96706,1247.36259167,135.27
0.01,166729.135233,166729.135233,90.3640168896,0.1,1,0.321585,504.557,91.4863147462,0.101891,0.0191284,1.07712e-05,1305.51206543,100,1373.18,458.628,0.972603,100,0.00330643,1.09306,1305.51206543,1.86043,1305.51206543,141.52
0.01,114564.771786,114564.771786,87.7398056252,0.1,1,0.191732,554.224,90.7991947297,0.136062,0.0249747,1.41145e-05,1290.57083644,100,1359.75,431.128,0.981828,100,0.00195281,1.10133,1290.57083644,2.45209,1290.57083644,140.46
0.01,123436.32272,123436.32272,91.1109845757,0.1,1,0.331634,601.9,92.261536118,0.0927227,0.0286089,9.85484e-06,1293.54182121,100,1343.81,465.494,0.969992,100,0.00341893,1.08388,1293.54182121,2.77504,1293.54182121,140.33
0.01,131359.445904,131359.445904,92.5394582595,0.1,1,0.24474,532.023,93.7391941785,0.0872825,0.0187907,8.14346e-06,1317.97075015,100,1372.74,397.444,1.03528,100,0.00236399,1.06679,1317.97075015,1.94537,1317.97075015,143.02
0.01,110671.009811,110671.009811,84.4824420091,0.1,1,0.321852,623.302,90.6565857971,0.18737,0.0343566,1.85533e-05,1322.60252779,100,1386.32,454.95,1.00494,100,0.00320271,1.10306,1322.60252779,3.45262,1322.60252779,143.78
0.01,126954.932238,126954.932238,92.516444021,0.1,1,0.485409,453.543,94.4803081177,0.0839439,0.0247912,8.17062e-06,1350.13289143,100,1401.28,412.585,1.0136,100,0.00478896,1.05842,1350.13289143,2.51284,1350.13289143,146.72
0.01,156817.879657,156817.879657,93.284775092,0.1,1,0.467406,400.526,94.3379196218,0.0698434,0.0219323,7.27136e-06,1384.01992641,100,1437.79,561.436,0.980065,100,0.00476914,1.06002,1384.01992641,2.14951,1384.01992641,150.31
0.01,152301.726345,152301.726345,87.4944117057,0.1,1,0.414888,518.077,90.8925504283,0.145771,0.0339322,1.44374e-05,1402.34265785,100,1468.97,624.886,1.00483,100,0.00412894,1.1002,1402.34265785,3.4096,1402.34265785,152.28
0.01,157163.987278,157163.987278,88.6225559968,0.1,1,0.273147,550.876,93.3938129859,0.12702,0.0241548,1.29678e-05,1414.33647779,100,1473.19,429.201,0.989701,100,0.0027599,1.07073,1414.33647779,2.3906,1414.33647779,153.78
0.01,162536.157574,162536.157574,11.8924276476,0.1,1,0.11819,690.029,52.2982504922,13.6154,0.274594,0.000748355,1386.89051063,100,1805.69,2459.49,1.34885,100,0.000876229,1.91211,1386.89051063,37.0385,1386.89051063,150.99
0.01,142575.717011,142575.717011,93.3683159173,0.1,1,0.463564,523.487,93.7445786192,0.0692581,0.0177949,7.17446e-06,1387.78376212,100,1441.95,450.174,0.982518,100,0.00471812,1.06673,1387.78376212,1.74838,1387.78376212,150.77
0.01,200615.165958,200615.165958,93.6086702255,0.1,1,0.299137,366.141,94.4391656812,0.0722068,0.0156365,6.8967e-06,1418.26777108,100,1472.85,537.385,1.02322,100,0.00292349,1.05888,1418.26777108,1.59995,1418.26777108,154.17
0.01,156710.419135,156710.419135,87.7650761358,0.1,1,0.213249,776.84,91.2007445129,0.12959,0.0212275,1.40814e-05,1463.41652528,100,1525.82,416.443,0.95932,100,0.00222292,1.09648,1463.41652528,2.03639,1463.41652528,158.79
0.01,195494.449284,195494.449284,87.8708978864,0.1,1,0.400323,449.035,91.5032796661,0.129893,0.0274301,1.39427e-05,1468.30526239,100,1543.65,714.836,0.965204,100,0.00414755,1.09286,1468.30526239,2.64757,1468.30526239,159.53
0.01,230482.354683,230482.354683,87.2116381642,0.1,1,0.260657,592.804,90.1440610029,0.134027,0.0267925,1.48117e-05,1555.64644997,100,1647.49,680.366,0.951249,100,0.00274016,1.10934,1555.64644997,2.54864,1555.64644997,168.99
0.01,222533.177215,222533.177215,85.4599886108,0.1,1,0.439313,746.623,92.1485927871,0.18488,0.0311519,1.71857e-05,1610.89711952,100,1674.46,578.448,1.0372,100,0.00423557,1.0852,1610.89711952,3.23107,1610.89711952,175.03
0.01,237649.46502,237649.46502,3.39648743721,0.1,1,0.186453,828.673,51.8939870561,99.0476,0.53974,0.00287295,1454.88228864,100,1942.0,2039.3,1.85677,100,0.00100418,1.92701,1454.88228864,100.217,1454.88228864,158.44
0.01,266780.316538,266780.316538,70.9148371212,0.1,1,0.127017,688.777,80.9905621166,0.41153,0.0563572,4.14285e-05,1533.18771989,100,1693.59,919.113,0.996669,100,0.00127441,1.23471,1533.18771989,5.61694,1533.18771989,166.84
0.01,269792.963849,269792.963849,84.0962838849,0.1,1,0.267291,648.431,87.2735050996,0.188833,0.0238661,1.91024e-05,1578.47430627,100,1705.64,615.404,0.994249,100,0.00268837,1.14582,1578.47430627,2.37289,1578.47430627,171.93
0.01,229719.918845,229719.918845,54.7353785695,0.1,1,0.29422,654.077,85.7929045165,0.923278,0.0930754,8.35325e-05,1604.74116669,100,1718.86,694.522,1.05133,100,0.00279856,1.1656,1604.74116669,9.78528,1604.74116669,174.67
0.01,314774.12787,314774.12787,4.39607327958,0.1,1,0.0369221,922.058,43.4029907398,51.3695,0.469662,0.00219672,1616.3857131,100,2340.83,3476.77,1.5292,100,0.000241447,2.30399,1616.3857131,71.8208,1616.3857131,175.91
0.01,244786.86259,244786.86259,89.3549665483,0.1,1,0.401985,687.182,92.1891816122,0.126421,0.028097,1.20335e-05,1666.11047295,100,1739.49,627.087,1.02497,100,0.0039219,1.08473,1666.11047295,2.87987,1666.11047295,181.13
0.01,316032.35303,316032.35303,85.1906510626,0.1,1,0.164848,801.816,89.372991837,0.169312,0.0199799,1.75593e-05,1783.30568598,100,1903.77,646.999,0.98195,100,0.00167878,1.11891,1783.30568598,1.96193,1783.30568598,193.79
0.01,480111.838746,480111.838746,79.4279127425,0.1,1,0.10362,667.714,85.456871297,0.276831,0.0332358,2.61619e-05,1824.56667431,100,1996.6,991.335,1.02866,100,0.00100733,1.17018,1824.56667431,3.41884,1824.56667431,198.21
0.01,353765.568886,353765.568886,81.2766515441,0.1,1,0.237966,745.906,86.8941288148,0.228664,0.028642,2.32692e-05,1798.16385529,100,1941.27,824.318,0.991307,100,0.00240053,1.15083,1798.16385529,2.8393,1798.16385529,195.77
0.01,380690.598174,380690.598174,22.4754476959,0.1,1,0.335833,717.416,72.6051116076,4.61048,0.185027,0.000348414,1843.50808092,100,2124.81,1584.84,1.15034,100,0.00291943,1.37731,1843.50808092,21.2843,1843.50808092,200.34
0.01,342696.671818,342696.671818,76.2805717858,0.1,1,0.265978,668.042,85.3805469414,0.386967,0.0337633,3.14091e-05,1805.20222395,100,1971.93,954.164,1.10996,100,0.00239627,1.17123,1805.20222395,3.7476,1805.20222395,196.53
0.01,395160.957196,395160.957196,76.0203731298,0.1,1,0.205248,723.908,85.8613899653,0.346141,0.0413938,3.18624e-05,1927.71711597,100,2099.08,936.025,1.04229,100,0.00196921,1.16467,1927.71711597,4.31442,1927.71711597,209.54
0.01,438279.378303,438279.378303,93.3881275602,0.1,1,0.358013,806.001,94.2810249812,0.0689725,0.0167111,7.15147e-06,2033.08551307,100,2107.37,756.347,0.982065,100,0.00364551,1.06066,2033.08551307,1.64114,2033.08551307,221.09
0.01,441811.338024,441811.338024,79.5361890842,0.1,1,0.175226,949.365,83.6177506382,0.252984,0.0344473,2.59888e-05,2014.75881668,100,2191.66,884.226,0.986628,100,0.00177601,1.19592,2014.75881668,3.39867,2014.75881668,219.42
0.01,396692.521645,396692.521645,65.5622887577,0.1,1,0.172781,974.996,81.3652542393,0.520712,0.05599,5.30573e-05,2012.45193048,100,2223.96,895.04,0.990664,100,0.00174409,1.22903,2012.45193048,5.54673,2012.45193048,219.07
0.01,535698.694137,535698.694137,47.811580019,0.1,1,0.0703223,871.941,66.5183777004,1.19961,0.0680033,0.000110257,2111.50283105,100,2589.18,1547.55,1.04308,100,0.000674181,1.50334,2111.50283105,7.09328,2111.50283105,229.24
0.01,619539.538219,619539.538219,77.4306288031,0.1,1,0.287792,981.341,86.1983861889,0.299764,0.0408822,2.94423e-05,2311.57075689,100,2486.18,1154.65,1.00903,100,0.00285217,1.16011,2311.57075689,4.12513,2311.57075689,251.25
0.01,451481.459365,451481.459365,64.4478925223,0.1,1,0.0890538,1054.76,82.8028040359,0.549525,0.0589943,5.57213e-05,2156.57580891,100,2372.76,835.88,0.993077,100,0.000896746,1.20769,2156.57580891,5.85858,2156.57580891,234.77
0.01,548051.739394,548051.739394,86.1575129676,0.1,1,0.24194,922.39,88.7930973345,0.148738,0.0255157,1.62288e-05,2251.84299507,100,2398.86,924.075,0.957345,100,0.00252719,1.12621,2251.84299507,2.44273,2251.84299507,244.92
0.01,763181.095963,763181.095963,76.7951297332,0.1,1,0.176179,1119.74,82.215099216,0.310823,0.0323477,3.05218e-05,2384.99500608,100,2633.93,1006.13,1.00914,100,0.00174584,1.21632,2384.99500608,3.26434,2384.99500608,259.64
0.01,848599.648802,848599.648802,2.63210112905,0.1,1,0.0361674,1731.41,41.1398341069,162.647,0.614444,0.00373661,2506.06004117,100,3913.25,4517.36,2.08633,100,0.000173354,2.43073,2506.06004117,128.194,2506.06004117,273.06
0.01,782295.115239,782295.115239,10.5268582887,0.1,1,0.0355637,1539.55,46.9382509058,18.7042,0.27595,0.000858536,2620.90490673,100,3582.2,3347.4,1.47601,100,0.000240944,2.13046,2620.90490673,40.7306,2620.90490673,285.22
0.01,921377.240317,921377.240317,80.3623799264,0.1,1,0.206959,1415.47,83.6650035945,0.244721,0.0276729,2.46832e-05,2709.554747,100,2947.48,1107.5,0.995716,100,0.00207849,1.19524,2709.554747,2.75543,2709.554747,295.32
0.01,685401.273341,685401.273341,70.2947523607,0.1,1,0.221243,1683.43,82.2372478517,0.447391,0.0519829,4.2685e-05,2949.52306819,100,3227.84,1119.57,1.02378,100,0.00216104,1.21599,2949.52306819,5.32189,2949.52306819,321.36
0.01,974184.810704,974184.810704,56.2319105619,0.1,1,0.0292021,2055.85,73.1606356979,0.936746,0.0675697,7.86212e-05,3244.78398596,100,3692.86,1207.69,1.09154,100,0.00026753,1.36686,3244.78398596,7.37552,3244.78398596,353.24
0.01,979784.428987,979784.428987,61.045273627,0.1,1,0.0362837,2175.5,74.1117679597,0.731397,0.0432979,6.44574e-05,3338.9195295,100,3802.67,1043.14,1.06522,100,0.000340621,1.34931,3338.9195295,4.61218,3338.9195295,363.23
0.01,732448.84357,732448.84357,60.7682445598,0.1,1,0.128517,2281.13,77.5353530685,0.713447,0.0510446,6.52118e-05,3512.76361403,100,3872.36,987.45,1.04597,100,0.00122869,1.28973,3512.76361403,5.33909,3512.76361403,382.28
0.01,793413.258513,793413.258513,80.2488430899,0.1,1,0.120351,2555.77,85.0556289199,0.261782,0.0299799,2.4861e-05,3817.16210065,100,4074.32,765.414,1.02615,100,0.00117284,1.1757,3817.16210065,3.07639,3817.16210065,415.18
0.01,619854.748266,619854.748266,65.1314622613,0.1,1,0.180528,2608.87,83.8880849252,0.70219,0.0586315,5.40764e-05,3894.954904,100,4139.45,726.456,1.13952,100,0.00158424,1.19206,3894.954904,6.6812,3894.954904,423.2
0.01,513840.051755,513840.051755,85.9579285926,0.1,1,0.356163,2772.73,90.1557933527,0.18743,0.0256311,1.6501e-05,4078.64037524,100,4248.71,567.824,1.06577,100,0.00334183,1.10919,4078.64037524,2.73169,4078.64037524,442.57
0.01,544715.212084,544715.212084,91.220604057,0.1,1,0.436765,2789.3,91.6861809932,0.102752,0.019217,9.72156e-06,4123.29169684,100,4251.68,600.156,1.02808,100,0.00424834,1.09068,4123.29169684,1.97566,4123.29169684,447.32
0.01,530832.928597,530832.928597,84.5812073173,0.1,1,0.18725,2790.82,88.8533934177,0.169057,0.0216783,1.84137e-05,4097.89807436,100,4276.78,568.929,0.958177,100,0.00195423,1.12545,4097.89807436,2.07716,4097.89807436,444.42
0.01,377288.85242,377288.85242,92.8703026349,0.1,1,0.248548,2995.19,93.7431748338,0.0783581,0.0150596,7.7546e-06,4331.50188913,100,4442.63,390.326,1.00522,100,0.00247257,1.06674,4331.50188913,1.51383,4331.50188913,469.26
0.01,225467.774104,225467.774104,96.2861633651,0.1,1,0.32871,3052.25,96.535681262,0.0364091,0.0145308,3.89606e-06,4418.20171653,100,4478.77,337.044,0.966701,100,0.00340033,1.03589,4418.20171653,1.4047,4418.20171653,478.53
0.01,245895.819963,245895.819963,95.2246416964,0.1,1,0.386424,3053.38,95.9483956745,0.0508305,0.0159015,5.06551e-06,4415.74471235,100,4484.13,337.012,1.00173,100,0.00385757,1.04223,4415.74471235,1.5929,4415.74471235,478.27
0.01,188777.834605,188777.834605,95.1188415966,0.1,1,0.510397,3097.3,96.524117889,0.0536308,0.0156904,5.18345e-06,4470.67761387,100,4523.18,304.065,1.01718,100,0.00501777,1.03601,4470.67761387,1.59599,4470.67761387,483.44
0.01,211748.297797,211748.297797,97.2861353121,0.1,1,0.400258,3055.55,97.6437414118,0.0279754,0.0128484,2.81774e-06,4437.21318569,100,4473.79,387.494,0.99641,100,0.004017,1.02413,4437.21318569,1.28023,4437.21318569,480.24
0.01,108351.500706,108351.500706,97.4215687311,0.1,1,0.382562,3144.32,97.70499586,0.0273954,0.0127961,2.67343e-06,4524.45638594,100,4562.21,216.721,1.01229,100,0.00377918,1.02349,4524.45638594,1.29533,4524.45638594,489.34
0.01,108498.137758,108498.137758,98.4920407203,0.1,1,0.645999,3154.37,98.8081686807,0.0156278,0.0129933,1.5465e-06,4546.04815307,100,4564.31,268.692,1.00525,100,0.00642626,1.01206,4546.04815307,1.30615,4546.04815307,490.73
0.01,244947.317953,244947.317953,94.8520269458,0.1,1,0.324467,3101.47,96.1851721605,0.0512103,0.0141137,5.4822e-06,4463.9036747,100,4531.04,306.293,0.966499,100,0.00335714,1.03966,4463.9036747,1.36408,4463.9036747,481.86
0.01,225816.741343,225816.741343,93.6547920309,0.1,1,0.235435,3077.3,95.3214188681,0.0634599,0.014449,6.84356e-06,4436.65153067,100,4512.76,325.369,0.962961,100,0.00244491,1.04908,4436.65153067,1.39138,4436.65153067,479.82
0.01,22276.2705875,22276.2705875,99.7508307194,0.1,1,0.796897,3216.63,99.7897999567,0.00251769,0.0111215,2.5232e-07,4615.7368348,100,4618.95,120.422,0.998907,100,0.00797769,1.00211,4615.7368348,1.11094,4615.7368348,498.49
0.01,85030.5432204,85030.5432204,98.5960077172,0.1,1,0.60879,3172.54,98.836039031,0.0142884,0.0128331,1.43836e-06,4564.53528822,100,4582.49,230.328,0.996686,100,0.00610814,1.01178,4564.53528822,1.27906,4564.53528822,492.96
0.01,48422.2881904,48422.2881904,99.2870853862,0.1,1,0.668134,3191.89,99.3535264096,0.00731133,0.0116955,7.25319e-07,4588.53428122,100,4598.44,173.921,1.004,100,0.00665472,1.00651,4588.53428122,1.17423,4588.53428122,495.28
0.01,91769.8644615,91769.8644615,97.544547051,0.1,1,0.335714,3192.66,98.5741972655,0.0250288,0.0134903,2.54266e-06,4577.48109312,100,4604.25,188.09,0.992147,100,0.00338371,1.01446,4577.48109312,1.33843,4577.48109312,493.14
0.01,46651.2276127,46651.2276127,98.6690737586,0.1,1,0.286437,3216.7,99.1377484646,0.0137474,0.0114875,1.36253e-06,4606.7800038,100,4623.95,117.233,1.00447,100,0.00285163,1.0087,4606.7800038,1.15388,4606.7800038,496.47
0.01,37255.0255417,37255.0255417,99.1633546688,0.1,1,0.61903,3208.06,99.3650596982,0.00838483,0.0111517,8.52185e-07,4604.00168375,100,4614.05,135.864,0.991929,100,0.00624067,1.00639,4604.00168375,1.10617,4604.00168375,496.73
0.01,29234.0425514,29234.0425514,99.8359345292,0.1,1,0.854541,3225.14,99.8268864492,0.00167002,0.0110354,1.65989e-07,4625.01022819,100,4627.53,145.71,1.00305,100,0.00851945,1.00173,4625.01022819,1.1069,4625.01022819,498.22
0.01,19964.5189363,19964.5189363,99.5473990005,0.1,1,0.668939,3229.09,99.6898761977,0.00457052,0.0109338,4.59193e-07,4627.62395573,100,4632.66,96.5466,0.997666,100,0.00670504,1.00311,4627.62395573,1.09083,4627.62395573,498.56
0.01,7967.20798047,7967.20798047,99.8569649388,0.1,1,0.867793,3229.87,99.8891748726,0.00144033,0.0108764,1.44672e-07,4631.10717152,100,4632.69,78.6757,0.997787,100,0.00869718,1.00111,4631.10717152,1.08523,4631.10717152,499.17
0.01,13463.7641366,13463.7641366,99.8825828199,0.1,1,0.894583,3221.73,99.8956934954,0.00118842,0.0107372,1.18736e-07,4622.43466205,100,4623.94,104.3,1.00044,100,0.00894186,1.00104,4622.43466205,1.07419,4622.43466205,498.87
0.01,76097.8925614,76097.8925614,99.1059586185,0.1,1,0.6747,3204.79,99.3817759497,0.00913293,0.0114656,9.11229e-07,4600.70712314,100,4610.84,193.663,1.00113,100,0.00673937,1.00622,4600.70712314,1.14786,4600.70712314,496.4
0.01,662.238147349,662.238147349,99.9860199181,0.1,1,0.964114,3239.32,99.9902019565,0.00014086,0.0102697,1.41028e-08,4640.2481288,100,4640.39,25.3813,0.999406,100,0.00964688,1.0001,4640.2481288,1.02636,4640.2481288,500.0
0.01,29825.3030525,29825.3030525,99.6151892703,0.1,1,0.787808,3216.19,99.6465109737,0.00385639,0.011245,3.90199e-07,4615.13731319,100,4620.42,138.82,0.994139,100,0.00792453,1.00355,4615.13731319,1.11791,4615.13731319,497.54
0.01,42805.9044399,42805.9044399,99.2794645462,0.1,1,0.643608,3209.89,99.4532365367,0.00734087,0.0116235,7.33083e-07,4607.49378617,100,4615.66,166.078,1.00068,100,0.00643167,1.0055,4607.49378617,1.16315,4607.49378617,496.39
0.01,31424.785747,31424.785747,99.4125815179,0.1,1,0.60151,3219.91,99.5832834246,0.00595477,0.0111437,5.9685e-07,4617.33362823,100,4624.6,109.702,0.998849,100,0.00602203,1.00418,4617.33362823,1.11309,4617.33362823,498.18
0.01,28676.8851648,28676.8851648,99.8201106081,0.1,1,0.897093,3219.8,99.8225505502,0.00183815,0.0110307,1.82035e-07,4619.65695203,100,4622.28,152.556,1.00488,100,0.00892738,1.00178,4619.65695203,1.10845,4619.65695203,497.57
0.01,809.394374683,809.394374683,99.9732026027,0.1,1,0.949247,3239.2,99.9818119711,0.00027134,0.0103177,2.7043e-08,4640.62402269,100,4640.88,28.1189,1.00168,100,0.00947654,1.00018,4640.62402269,1.0335,4640.62402269,500.0
0.01,45942.1006868,45942.1006868,99.0671253364,0.1,1,0.571809,3213.41,99.3675550068,0.00947793,0.0114392,9.51173e-07,4608.5525481,100,4619.24,141.358,0.998222,100,0.00572828,1.00636,4608.5525481,1.14188,4608.5525481,496.72
0.01,21639.0266868,21639.0266868,99.7090464954,0.1,1,0.793767,3226.75,99.7674046596,0.00290835,0.0109247,2.94759e-07,4626.80625212,100,4630.2,118.4,0.993321,100,0.00799104,1.00233,4626.80625212,1.08518,4626.80625212,498.49
0.01,36759.7240537,36759.7240537,99.052812067,0.1,1,0.642791,3211.9,99.4492985231,0.00959838,0.0113475,9.6592e-07,4609.17991315,100,4617.58,145.934,0.996847,100,0.00644825,1.00554,4609.17991315,1.13117,4609.17991315,497.04
0.01,13400.126699,13400.126699,99.9199205861,0.1,1,0.930351,3229.57,99.9250973449,0.000815738,0.0107949,8.09403e-08,4630.89590415,100,4631.99,107.246,1.00391,100,0.00926732,1.00075,4630.89590415,1.0837,4630.89590415,498.88
0.01,23349.4967057,23349.4967057,99.6439531249,0.1,1,0.778196,3220.51,99.7576402773,0.00352773,0.0109596,3.60937e-07,4620.02016054,100,4623.63,125.831,0.988625,100,0.0078715,1.00243,4620.02016054,1.0835,4620.02016054,497.94
