VarJ,VarNormIw,Delta,VarVanillaIw,AvgDiscRet,AvgNormIw,eRenyi2,VarDiscRet,ESSRenyi,J,MaxNormIw,BatchSize,IterType,MinVanillaIw,EpsThisIter,AvgEpLen,MaxVanillaIw,Bound,MinNormIw,ESSClassic,VarRet,AvgRet,VanillaAvgRet,AvgVanillaIw
63.4518,2.50984e-06,0.1,0.0253091,-86.6843490234,0.01,1.03009,5977.73072353,97.0786400347,-82.8929,0.0120164,100,1,0.479886,100,120.54,1.20667,-209.904,0.00477885,97.5754998686,5977.73072353,-86.6843490234,-86.6843490234,1.00419
66.8059,1.35706e-06,0.1,0.0132076,-82.3844282234,0.01,1.0098,4936.78060174,99.0292227183,-81.1633,0.0115153,100,1,0.545788,100,115.21,1.13602,-206.917,0.00553237,98.6743471343,4936.78060174,-82.3844282234,-82.3844282234,0.986537
66.5249,2.10046e-06,0.1,0.0214055,-86.348434779,0.01,1.0218,5946.9722206,97.8663120339,-83.7816,0.0156593,100,1,0.668078,100,120.17,1.58081,-210.279,0.00661791,97.9629026857,5946.9722206,-86.348434779,-86.348434779,1.0095
67.3044,2.2365e-06,0.1,0.0229076,-85.2260851511,0.01,1.0244,5989.76655113,97.618572717,-82.2892,0.0128351,100,1,0.548971,100,117.86,1.29898,-208.949,0.00542431,97.8338184832,5989.76655113,-85.2260851511,-85.2260851511,1.01206
78.8066,3.72978e-06,0.1,0.035698,-93.0705334815,0.01,1.03447,8132.90059026,96.6678290242,-88.6902,0.01237,100,1,0.436937,100,127.18,1.21018,-215.971,0.0044662,96.4390294881,8132.90059026,-93.0705334815,-93.0705334815,0.978318
88.365,2.88561e-06,0.1,0.0277391,-96.0594007304,0.01,1.02427,9137.3412108,97.6304907206,-93.2266,0.0119844,100,1,0.440607,100,131.07,1.17502,-219.879,0.00449391,97.2226263146,9137.3412108,-96.0594007304,-96.0594007304,0.980454
92.3749,4.62923e-07,0.1,0.00448163,-94.1441661404,0.01,1.00757,9277.85045748,99.2482619207,-93.1243,0.012592,100,1,0.924809,100,127.84,1.23896,-218.74,0.00939915,99.5438087036,9277.85045748,-94.1441661404,-94.1441661404,0.983929
56.0958,5.90422e-07,0.1,0.00595791,-77.6214196183,0.01,1.00851,3735.85579244,99.1562635786,-76.6421,0.0108049,100,1,0.742337,100,109.86,1.08539,-202.315,0.00738984,99.4188437497,3735.85579244,-77.6214196183,-77.6214196183,1.00454
80.0824,1.43442e-06,0.1,0.0139665,-88.3301931342,0.01,1.01326,7173.84231959,98.6910849397,-86.4874,0.0123467,100,1,0.572321,100,122.02,1.21831,-212.456,0.00580008,98.5998099738,7173.84231959,-88.3301931342,-88.3301931342,0.986746
25.7096,3.93012e-06,0.1,0.0380266,-71.830835235,0.01,1.03322,2603.48270822,96.7844575519,-67.1977,0.0124115,100,1,0.416262,100,102.59,1.22085,-194.402,0.00423181,96.2548868824,2603.48270822,-71.830835235,-71.830835235,0.98365
74.2856,8.09531e-07,0.1,0.00811428,-82.9960528064,0.01,1.00682,6036.0017832,99.3225762987,-82.161,0.013059,100,1,0.759356,100,115.8,1.30743,-207.728,0.00758468,99.2049355438,6036.0017832,-82.9960528064,-82.9960528064,1.00117
68.8113,2.11254e-07,0.1,0.00213202,-79.4587493126,0.01,1.00281,4937.31668511,99.7199058031,-79.1056,0.0122241,100,1,0.909429,100,111.2,1.22803,-204.423,0.00905264,99.791289866,4937.31668511,-79.4587493126,-79.4587493126,1.0046
67.9732,2.17296e-06,0.1,0.0217449,-82.3200605212,0.01,1.01887,6061.89108793,98.1483964524,-79.8883,0.015331,100,1,0.472605,100,114.78,1.53364,-206.206,0.00472439,97.8941170325,6061.89108793,-82.3200605212,-82.3200605212,1.00035
78.1945,1.03477e-06,0.1,0.0104334,-85.5335051122,0.01,1.01308,7221.45016252,98.7092593471,-83.7899,0.0132673,100,1,0.721507,100,117.82,1.33221,-209.738,0.00718537,98.9859657349,7221.45016252,-85.5335051122,-85.5335051122,1.00413
91.5776,1.1792e-06,0.1,0.0120848,-92.9319646925,0.01,1.0111,9342.53032119,98.9022271196,-91.4334,0.0149299,100,1,0.871945,100,126.8,1.51142,-217.268,0.00861316,98.8460357851,9342.53032119,-92.9319646925,-92.9319646925,1.01234
62.238,1.07904e-05,0.1,0.0997054,-90.7601967102,0.01,1.0825,8215.78406295,92.3786527834,-81.7088,0.0142804,100,1,0.114352,100,124.57,1.37272,-211.894,0.00118961,90.3485346112,8215.78406295,-90.7601967102,-90.7601967102,0.96126
79.4622,1.26063e-06,0.1,0.0126981,-87.1823455873,0.01,1.00849,7155.04307796,99.1577169562,-86.111,0.0150115,100,1,0.756937,100,119.87,1.5066,-211.785,0.00754197,98.7673284599,7155.04307796,-87.1823455873,-87.1823455873,1.00363
70.2193,1.51226e-06,0.1,0.0152127,-83.1197084783,0.01,1.01516,6055.79221154,98.5066080837,-81.2739,0.0150793,100,1,0.677367,100,115.19,1.51241,-207.362,0.00675357,98.5249497989,6055.79221154,-83.1197084783,-83.1197084783,1.00298
66.6176,7.06632e-07,0.1,0.00709726,-77.6294763818,0.01,1.00708,4946.11743998,99.2966876041,-76.7417,0.0118964,100,1,0.754739,100,108.84,1.19224,-202.326,0.00753092,99.3053081146,4946.11743998,-77.6294763818,-77.6294763818,1.00219
74.9874,3.65866e-07,0.1,0.00372409,-84.2548771192,0.01,1.00393,5993.3511,99.6082336363,-83.7641,0.0121905,100,1,0.818423,100,117.01,1.2299,-209.152,0.00811201,99.6391081047,5993.3511,-84.2548771192,-84.2548771192,1.0089
82.8513,2.46433e-07,0.1,0.00243857,-86.3883664452,0.01,1.00307,7155.64234011,99.6935370873,-85.9962,0.0117751,100,1,0.878576,100,118.72,1.17134,-211.329,0.00883204,99.7566100033,7155.64234011,-86.3883664452,-86.3883664452,0.99476
86.409,7.941e-07,0.1,0.00785886,-89.7476402237,0.01,1.00939,8284.39980411,99.0695600251,-88.4866,0.0148133,100,1,0.913201,100,123.14,1.47365,-214.215,0.0091796,99.2199806453,8284.39980411,-89.7476402237,-89.7476402237,0.994815
85.3831,1.48952e-06,0.1,0.0153929,-89.7037180658,0.01,1.0138,8298.01882122,98.6385271706,-87.9731,0.0146177,100,1,0.81259,100,122.72,1.48599,-213.976,0.00799344,98.5468223558,8298.01882122,-89.7037180658,-89.7037180658,1.01657
59.6731,2.1861e-07,0.1,0.00216683,-76.666533155,0.01,1.00155,3745.09998357,99.8451251068,-76.4743,0.0129509,100,1,0.963963,100,108.25,1.28937,-201.714,0.00968241,99.7840397034,3745.09998357,-76.666533155,-76.666533155,0.995581
61.6167,1.65979e-06,0.1,0.0167213,-79.8021276359,0.01,1.01438,4940.79802526,98.5824916881,-77.9757,0.0133828,100,1,0.763285,100,111.09,1.34325,-204.014,0.00760463,98.3833642839,4940.79802526,-79.8021276359,-79.8021276359,1.00371
70.3483,1.94161e-06,0.1,0.0197574,-82.7752192231,0.01,1.01915,6036.47588713,98.1208780784,-80.6677,0.0116088,100,1,0.304957,100,114.99,1.17104,-207.001,0.00302312,98.1140538451,6036.47588713,-82.7752192231,-82.7752192231,1.00875
84.1172,1.51348e-06,0.1,0.0149052,-90.2976734152,0.01,1.01488,8247.50667732,98.5336604082,-88.2972,0.0171968,100,1,0.886945,100,123.74,1.70659,-214.366,0.00893749,98.5238068684,8247.50667732,-90.2976734152,-90.2976734152,0.992387
60.3221,2.17015e-07,0.1,0.00216422,-75.2041137125,0.01,1.00226,3793.50091383,99.7748923763,-74.9124,0.0113205,100,1,0.893417,100,105.9,1.13051,-200.195,0.0089464,99.7856161351,3793.50091383,-75.2041137125,-75.2041137125,0.998633
79.7102,1.79833e-06,0.1,0.01856,-86.6750787619,0.01,1.0073,7144.42836423,99.2755117088,-85.7462,0.0172814,100,1,0.895002,100,119.19,1.75563,-211.336,0.00880986,98.2508333184,7144.42836423,-86.6750787619,-86.6750787619,1.01591
33.8306,3.03589e-07,0.1,0.00302318,-67.096204925,0.01,1.00316,1347.23043792,99.6851375812,-66.6971,0.0112671,100,1,0.878761,100,96.53,1.12435,-192.005,0.00880606,99.7003668263,1347.23043792,-67.096204925,-67.096204925,0.997904
57.7635,2.89713e-06,0.1,0.0279968,-78.8938015987,0.01,1.02541,4923.98559411,97.5219161365,-75.9604,0.0127128,100,1,0.515674,100,109.97,1.24972,-202.681,0.00524572,97.211797173,4923.98559411,-78.8938015987,-78.8938015987,0.983038
82.1036,3.33224e-07,0.1,0.00335065,-89.1329373156,0.01,1.00319,7097.1268572,99.6816905208,-88.727,0.0124704,100,1,0.945218,100,122.2,1.25048,-214.068,0.00942618,99.671205474,7097.1268572,-89.1329373156,-89.1329373156,1.00276
74.8276,2.15028e-06,0.1,0.0216274,-86.8947156486,0.01,1.02337,7155.04910342,97.7166845552,-83.9018,0.0146778,100,1,0.647624,100,119.67,1.47202,-210.491,0.00645754,97.915622303,7155.04910342,-86.8947156486,-86.8947156486,1.00289
77.9325,4.19935e-06,0.1,0.0409071,-88.9736426035,0.01,1.04005,8274.03464327,96.1491767623,-84.1057,0.012737,100,1,0.274233,100,121.73,1.25711,-211.73,0.0027785,96.0085807419,8274.03464327,-88.9736426035,-88.9736426035,0.98698
79.0122,6.15142e-06,0.1,0.0580306,-93.3225140247,0.01,1.04951,9327.94794636,95.2828524537,-87.3021,0.013094,100,1,0.324959,100,126.96,1.27178,-215.503,0.00334571,94.2596672552,9327.94794636,-93.3225140247,-93.3225140247,0.971272
48.7753,2.27498e-06,0.1,0.0223548,-77.6648334163,0.01,1.02013,3732.93639395,98.0270047862,-74.925,0.013754,100,1,0.483621,100,108.67,1.3634,-201.32,0.00487875,97.7973914597,3732.93639395,-77.6648334163,-77.6648334163,0.99128
48.101,2.73997e-07,0.1,0.00277744,-71.9343139419,0.01,1.00231,2576.66194023,99.76945744,-71.6298,0.0121367,100,1,0.954402,100,102.34,1.22194,-196.917,0.00947943,99.7295010351,2576.66194023,-71.9343139419,-71.9343139419,1.00681
59.6798,6.79228e-08,0.1,0.000675786,-77.5809423533,0.01,1.00069,3713.57101845,99.9313111377,-77.489,0.0112885,100,1,0.973834,100,109.55,1.12599,-202.675,0.0097631,99.9327742206,3713.57101845,-77.5809423533,-77.5809423533,0.997463
50.7788,1.55804e-07,0.1,0.0015298,-74.4885594785,0.01,1.00224,2777.30000689,99.7760197844,-74.1916,0.0117362,100,1,0.953657,100,105.52,1.16293,-199.474,0.00962419,99.8459996711,2777.30000689,-74.4885594785,-74.4885594785,0.990896
59.6996,2.03394e-07,0.1,0.0020101,-75.1786883916,0.01,1.0025,3814.81333131,99.7509024258,-74.855,0.0117349,100,1,0.946666,100,106.02,1.16659,-200.153,0.00952265,99.7990699646,3814.81333131,-75.1786883916,-75.1786883916,0.994121
78.2787,1.4083e-06,0.1,0.0143559,-85.5783159316,0.01,1.01487,7183.06781528,98.5349219783,-83.6336,0.0135895,100,1,0.776753,100,118.23,1.37205,-209.693,0.00769334,98.6249822925,7183.06781528,-85.5783159316,-85.5783159316,1.00964
73.5906,8.6193e-07,0.1,0.00855975,-81.1587437874,0.01,1.00856,6106.97082296,99.1517161885,-80.0723,0.0132055,100,1,0.708264,100,112.44,1.31597,-205.748,0.00710724,99.1538961013,6106.97082296,-81.1587437874,-81.1587437874,0.996539
49.7648,5.33616e-08,0.1,0.000528358,-71.5315126356,0.01,1.0009,2577.51193365,99.9104468048,-71.4273,0.0108131,100,1,0.964605,100,101.56,1.07597,-196.626,0.00969393,99.9471973328,2577.51193365,-71.5315126356,-71.5315126356,0.995061
57.203,8.74247e-07,0.1,0.00853437,-75.07081269,0.01,1.00746,3768.10239239,99.2597355466,-74.1388,0.0117002,100,1,0.725198,100,106.21,1.15601,-199.747,0.00733986,99.1419152879,3768.10239239,-75.07081269,-75.07081269,0.988026
52.7122,1.61212e-06,0.1,0.0155985,-73.4048218542,0.01,1.0145,3799.89974862,98.5711045908,-71.6451,0.0113894,100,1,0.552371,100,103.25,1.12032,-197.683,0.0056155,98.4290561745,3799.89974862,-73.4048218542,-73.4048218542,0.983654
52.9473,1.41538e-06,0.1,0.0138865,-74.9244546209,0.01,1.0133,3767.7562809,98.6876946729,-73.2142,0.0120308,100,1,0.495755,100,105.26,1.19166,-199.184,0.00500504,98.6181320787,3767.7562809,-74.9244546209,-74.9244546209,0.990511
60.137,2.66602e-07,0.1,0.00264585,-78.4428080754,0.01,1.00231,3726.67817874,99.7695761004,-78.1546,0.0108116,100,1,0.787542,100,110.95,1.07706,-203.438,0.00790537,99.7367688765,3726.67817874,-78.4428080754,-78.4428080754,0.996211
45.4492,6.28658e-07,0.1,0.00638624,-69.1468182029,0.01,1.00815,2595.03988433,99.1917780375,-68.1144,0.0114739,100,1,0.799846,100,98.19,1.15645,-193.765,0.0079358,99.3814671356,2595.03988433,-69.1468182029,-69.1468182029,1.0079
53.2004,2.35019e-06,0.1,0.0228119,-77.6542060892,0.01,1.01839,3759.0401713,98.1942487485,-75.3108,0.0126223,100,1,0.40752,100,109.19,1.24356,-201.597,0.00413637,97.7262027857,3759.0401713,-77.6542060892,-77.6542060892,0.98521
49.2142,7.75977e-08,0.1,0.000775725,-73.3517536786,0.01,1.00087,2539.16316307,99.9127910785,-73.2396,0.0114583,100,1,0.923763,100,104.77,1.14565,-198.421,0.00923913,99.9232533245,2539.16316307,-73.3517536786,-73.3517536786,0.999838
56.2536,1.90183e-06,0.1,0.0185926,-75.7491616663,0.01,1.01146,3761.36176409,98.8669895758,-74.163,0.012373,100,1,0.464025,100,107.26,1.22337,-200.02,0.00469308,98.1519798447,3761.36176409,-75.7491616663,-75.7491616663,0.988743
47.9396,6.1894e-07,0.1,0.00617723,-69.7355260204,0.01,1.00439,2576.52210009,99.5630722785,-69.1776,0.0150546,100,1,0.938191,100,99.23,1.50398,-194.592,0.00939115,99.3909806635,2576.52210009,-69.7355260204,-69.7355260204,0.999017
41.9437,1.25241e-06,0.1,0.012965,-69.9474361423,0.01,1.0104,2572.11327803,98.9707224575,-68.6427,0.0158868,100,1,0.705809,100,100.12,1.6164,-194.434,0.00693703,98.7753175192,2572.11327803,-69.9474361423,-69.9474361423,1.01745
59.0774,3.65658e-07,0.1,0.00376009,-73.7487784836,0.01,1.0027,3805.35520249,99.7307654721,-73.4071,0.0120136,100,1,0.925624,100,103.98,1.21824,-198.718,0.00912794,99.6392981787,3805.35520249,-73.7487784836,-73.7487784836,1.01406
88.2098,1.34018e-06,0.1,0.0129968,-88.9521475463,0.01,1.0092,8307.88270261,99.0882603569,-87.6635,0.0114077,100,1,0.636923,100,121.22,1.1234,-213.378,0.00646771,98.6905930813,8307.88270261,-88.9521475463,-88.9521475463,0.984774
62.1183,1.42475e-06,0.1,0.0142573,-78.7165840164,0.01,1.01276,4927.05714322,98.7402699976,-77.1473,0.0120461,100,1,0.642483,100,109.97,1.20502,-203.084,0.00642264,98.6091159507,4927.05714322,-78.7165840164,-78.7165840164,1.00034
55.4784,4.95474e-07,0.1,0.0050245,-74.1801352809,0.01,1.00905,3793.29221044,99.1028463658,-73.0489,0.0125774,100,1,0.801035,100,104.83,1.26657,-198.757,0.00795454,99.5118988995,3793.29221044,-74.1801352809,-74.1801352809,1.00702
48.9304,2.41123e-07,0.1,0.00239981,-69.9202753958,0.01,1.00186,2597.92700671,99.8139748951,-69.6755,0.0123616,100,1,0.95839,100,99.43,1.23323,-194.934,0.00960667,99.7618542085,2597.92700671,-69.9202753958,-69.9202753958,0.99763
66.0362,6.25616e-07,0.1,0.00638074,-80.1853570963,0.01,1.00605,4925.34044572,99.3988040541,-79.3848,0.012868,100,1,0.74453,100,111.53,1.29955,-204.906,0.00737226,99.3844636421,4925.34044572,-80.1853570963,-80.1853570963,1.00991
50.1198,4.96173e-06,0.1,0.0474457,-79.2775607854,0.01,1.0371,4914.09644384,96.4224773148,-74.4144,0.0126228,100,1,0.117717,100,110.91,1.23435,-201.855,0.00120381,95.3178991248,4914.09644384,-79.2775607854,-79.2775607854,0.977872
71.5324,3.35749e-06,0.1,0.0354773,-85.7309643087,0.01,1.0289,7221.97958973,97.1909022098,-81.9699,0.0181116,100,1,0.75938,100,117.98,1.86176,-208.907,0.0073874,96.7830075061,7221.97958973,-85.7309643087,-85.7309643087,1.02794
40.1015,1.70853e-06,0.1,0.0166445,-71.2268754493,0.01,1.01237,2581.69015545,98.7784878684,-69.4869,0.0112319,100,1,0.51695,100,101.36,1.10861,-195.401,0.00523751,98.3366864961,2581.69015545,-71.2268754493,-71.2268754493,0.987015
35.9257,1.8838e-07,0.1,0.00190657,-68.227355115,0.01,1.00209,1386.90966572,99.7912244809,-67.9587,0.01128,100,1,0.921458,100,97.61,1.1348,-193.232,0.0091594,99.8138565558,1386.90966572,-68.227355115,-68.227355115,1.00602
59.3864,1.85195e-06,0.1,0.0189031,-78.4094056351,0.01,1.02169,4972.4211782,97.8766575141,-75.7111,0.0117304,100,1,0.571742,100,108.88,1.18513,-202.203,0.00565911,98.1995548647,4972.4211782,-78.4094056351,-78.4094056351,1.0103
83.5859,2.63929e-06,0.1,0.0273505,-89.3011900674,0.01,1.01819,8313.84948972,98.2132409905,-86.8658,0.0166076,100,1,0.876026,100,121.78,1.69062,-213.141,0.00860553,97.453634859,8313.84948972,-89.3011900674,-89.3011900674,1.01798
70.2683,1.53517e-06,0.1,0.0160759,-82.4835844024,0.01,1.01652,6094.24846373,98.3748798695,-80.3591,0.0121323,100,1,0.682052,100,114.1,1.24152,-206.531,0.00666513,98.5029388811,6094.24846373,-82.4835844024,-82.4835844024,1.02331
63.3788,5.85517e-07,0.1,0.00600346,-77.6763838194,0.01,1.01257,4962.14802985,98.7585206603,-76.1744,0.011587,100,1,0.798241,100,108.81,1.17328,-202.093,0.00788321,99.4236891509,4962.14802985,-77.6763838194,-77.6763838194,1.01258
65.5237,5.9561e-07,0.1,0.00609312,-79.5938732661,0.01,1.00791,4947.0271129,99.2156053842,-78.6158,0.0118316,100,1,0.75861,100,110.64,1.1967,-204.253,0.00750031,99.4138229067,4947.0271129,-79.5938732661,-79.5938732661,1.01144
74.4478,3.55337e-06,0.1,0.0355939,-82.8126135962,0.01,1.01093,6072.56999217,98.9192545793,-81.6138,0.0271278,100,1,0.908565,100,114.49,2.71508,-207.435,0.00907796,96.6017420711,6072.56999217,-82.8126135962,-82.8126135962,1.00085
90.098,2.21634e-06,0.1,0.0214906,-90.7760129924,0.01,1.02025,9448.34432007,98.0151157612,-88.2451,0.0153232,100,1,0.728412,100,122.61,1.50889,-214.649,0.00739726,97.8529136085,9448.34432007,-90.7760129924,-90.7760129924,0.984705
68.2736,1.96984e-07,0.1,0.00200772,-79.8142023744,0.01,1.00236,4924.52785804,99.7647112551,-79.5182,0.0117099,100,1,0.906409,100,111.4,1.18219,-204.805,0.00897817,99.80534998,4924.52785804,-79.8142023744,-79.8142023744,1.00957
44.9634,8.05367e-07,0.1,0.00803459,-71.3759516509,0.01,1.00795,2553.80860836,99.2112402872,-70.3532,0.0115722,100,1,0.619812,100,101.72,1.15585,-195.991,0.00620547,99.2089963183,2553.80860836,-71.3759516509,-71.3759516509,0.998815
59.3384,5.16886e-07,0.1,0.00510676,-74.4194904546,0.01,1.00364,3778.17160526,99.6371607795,-73.9536,0.0108587,100,1,0.707469,100,105.05,1.07933,-199.323,0.00711758,99.4908847975,3778.17160526,-74.4194904546,-74.4194904546,0.993974
66.6776,7.58719e-07,0.1,0.00759041,-78.0594232562,0.01,1.00729,5000.13695371,99.2766983541,-77.0851,0.0138723,100,1,0.920067,100,108.92,1.38753,-202.68,0.00919872,99.2544491879,5000.13695371,-78.0594232562,-78.0594232562,1.00021
81.9454,4.83406e-07,0.1,0.00471092,-84.2765039493,0.01,1.00653,7245.9880882,99.3511494727,-83.4187,0.0127443,100,1,0.819362,100,115.76,1.25809,-208.969,0.00830002,99.5236988638,7245.9880882,-84.2765039493,-84.2765039493,0.987181
83.2673,4.46767e-06,0.1,0.0411103,-93.8715413576,0.01,1.04519,9322.51942031,95.6766045798,-88.2622,0.0128473,100,1,0.358875,100,127.61,1.23239,-216.201,0.00374118,95.764357788,9322.51942031,-93.8715413576,-93.8715413576,0.959256
59.156,2.51944e-07,0.1,0.00251178,-74.1909800103,0.01,1.00272,3786.24669458,99.7292241087,-73.8579,0.0112514,100,1,0.889672,100,104.26,1.12344,-199.165,0.00891026,99.7511470587,3786.24669458,-74.1909800103,-74.1909800103,0.99848
48.3404,3.16237e-07,0.1,0.00316058,-72.2441162573,0.01,1.00285,2589.93074764,99.7157332843,-71.8871,0.0121825,100,1,0.863229,100,102.75,1.2179,-197.208,0.00863473,99.6879302923,2589.93074764,-72.2441162573,-72.2441162573,0.999717
58.6748,4.66609e-07,0.1,0.00471621,-73.0296297546,0.01,1.00453,3797.41220266,99.5494491593,-72.4477,0.0130023,100,1,0.921055,100,103.41,1.3072,-197.865,0.00916148,99.5401772301,3797.41220266,-73.0296297546,-73.0296297546,1.00536
58.3831,6.61977e-07,0.1,0.00666427,-74.5116103338,0.01,1.0045,3774.17798377,99.5516583798,-73.9226,0.014742,100,1,0.939123,100,104.69,1.47915,-199.345,0.00935983,99.3488870532,3774.17798377,-74.5116103338,-74.5116103338,1.00336
89.0699,4.08914e-06,0.1,0.0404153,-96.9184980629,0.01,1.03933,10348.9011056,96.2160405106,-91.9428,0.0161729,100,1,0.439684,100,131.3,1.60785,-219.529,0.00442266,96.1092718336,10348.9011056,-96.9184980629,-96.9184980629,0.994162
59.8556,2.24706e-07,0.1,0.00222387,-72.9141824053,0.01,1.00236,3825.66981782,99.7648180393,-72.6283,0.0110944,100,1,0.871303,100,102.99,1.1037,-197.919,0.00875836,99.7780204791,3825.66981782,-72.9141824053,-72.9141824053,0.994825
66.8159,6.23648e-07,0.1,0.00606738,-78.345067858,0.01,1.00683,4971.77823553,99.3220823826,-77.4697,0.012119,100,1,0.805998,100,109.28,1.19536,-203.039,0.00817152,99.3863760591,4971.77823553,-78.345067858,-78.345067858,0.98635
47.8492,3.76793e-07,0.1,0.00374696,-70.3627381569,0.01,1.00417,2578.83152083,99.5843001083,-69.812,0.0126595,100,1,0.9085,100,99.63,1.26242,-195.177,0.00911039,99.6283419537,2578.83152083,-70.3627381569,-70.3627381569,0.997212
43.1809,1.42886e-06,0.1,0.0140373,-71.0858778618,0.01,1.0091,2592.31234734,99.0983155807,-69.7401,0.0119627,100,1,0.506796,100,101.4,1.1857,-195.451,0.00511312,98.6051397492,2592.31234734,-71.0858778618,-71.0858778618,0.991168
58.2731,3.38824e-06,0.1,0.0317734,-77.7648992996,0.01,1.02361,4969.26108384,97.6933782246,-74.8062,0.0125044,100,1,0.374709,100,108.35,1.2109,-201.417,0.00386946,96.7544960765,4969.26108384,-77.7648992996,-77.7648992996,0.968378
78.9754,1.47309e-06,0.1,0.0140429,-85.54551506,0.01,1.0127,7209.06699269,98.7461280739,-84.0997,0.0131592,100,1,0.701244,100,117.54,1.28483,-210.035,0.00718216,98.5626290407,7209.06699269,-85.54551506,-85.54551506,0.976369
75.5934,4.31844e-07,0.1,0.00428899,-80.528775114,0.01,1.00578,6114.05884379,99.4252173999,-79.7972,0.0112634,100,1,0.838659,100,112.04,1.12249,-205.3,0.00841534,99.5742614734,6114.05884379,-80.528775114,-80.528775114,0.996584
52.4881,1.22684e-06,0.1,0.0119901,-74.0822669294,0.01,1.01231,3796.93635143,98.7842806834,-72.6303,0.0113543,100,1,0.536082,100,104.44,1.12248,-198.54,0.00542267,98.7999764272,3796.93635143,-74.0822669294,-74.0822669294,0.988594
47.4731,3.6951e-07,0.1,0.00367201,-70.3778459927,0.01,1.00381,2586.45905343,99.6200627485,-69.8928,0.0114686,100,1,0.875235,100,99.76,1.14327,-195.236,0.00877981,99.6355142782,2586.45905343,-70.3778459927,-70.3778459927,0.996872
81.0311,9.71897e-07,0.1,0.00956021,-84.2045434587,0.01,1.0092,7285.94873052,99.0883891071,-82.7065,0.0119675,100,1,0.496619,100,115.47,1.18694,-208.423,0.00500726,99.0469796151,7285.94873052,-84.2045434587,-84.2045434587,0.991799
84.9851,1.79197e-06,0.1,0.0178583,-86.3568695401,0.01,1.01697,8393.10458151,98.3312677215,-84.149,0.0114137,100,1,0.523887,100,118.04,1.13942,-210.349,0.00524787,98.2568670231,8393.10458151,-86.3568695401,-86.3568695401,0.998285
63.7712,1.28476e-06,0.1,0.0127641,-77.8006457415,0.01,1.01304,4965.59927742,98.7129995763,-76.1564,0.0124482,100,1,0.703708,100,108.92,1.24077,-202.111,0.00706008,98.7440834123,4965.59927742,-77.8006457415,-77.8006457415,0.996742
