VarJ,VarNormIw,Delta,VarVanillaIw,AvgDiscRet,AvgNormIw,eRenyi2,VarDiscRet,ESSRenyi,J,MaxNormIw,BatchSize,IterType,MinVanillaIw,EpsThisIter,AvgEpLen,MaxVanillaIw,Bound,MinNormIw,ESSClassic,VarRet,AvgRet,VanillaAvgRet,AvgVanillaIw
63.9716,1.46481e-06,0.1,0.0153446,-78.697670095,0.01,1.00967,4948.45744954,99.0421425178,-77.4105,0.0154576,100,1,0.831969,100,110.22,1.58209,-203.157,0.00812868,98.570544,4948.45744954,-78.697670095,-78.697670095,1.0235
74.984,7.42622e-07,0.1,0.00732959,-81.7608728379,0.01,1.00563,6077.45565942,99.4402092692,-81.06,0.0150116,100,1,0.855684,100,113.89,1.49137,-206.554,0.00861306,99.2701833385,6077.45565942,-81.7608728379,-81.7608728379,0.993473
47.6274,4.82479e-07,0.1,0.00474443,-69.7767195933,0.01,1.00384,2599.98516518,99.617791341,-69.2858,0.0126392,100,1,0.745579,100,99.12,1.25335,-194.667,0.00751866,99.5246208081,2599.98516518,-69.7767195933,-69.7767195933,0.991637
68.4257,3.65127e-07,0.1,0.00367929,-76.7922263914,0.01,1.0044,4997.88014558,99.5617724272,-76.2338,0.0118787,100,1,0.800768,100,107.37,1.19242,-201.652,0.00797713,99.6398556752,4997.88014558,-76.7922263914,-76.7922263914,1.00383
74.1728,8.3891e-07,0.1,0.00831239,-81.0509224093,0.01,1.00751,6082.29989879,99.2549672694,-80.0382,0.0110713,100,1,0.650876,100,112.64,1.10206,-205.65,0.00653872,99.1763398145,6082.29989879,-81.0509224093,-81.0509224093,0.995417
89.6645,9.95555e-07,0.1,0.0101594,-87.3131135681,0.01,1.00547,8362.71897435,99.4562315223,-86.6908,0.0157745,100,1,0.933491,100,119.38,1.59352,-212.169,0.00924079,99.0239927715,8362.71897435,-87.3131135681,-87.3131135681,1.01019
49.8386,8.78333e-08,0.1,0.000880037,-70.6056177486,0.01,1.00121,2591.43826941,99.8787444671,-70.4485,0.0113146,100,1,0.965712,100,100.32,1.13255,-195.664,0.00964777,99.9131352909,2591.43826941,-70.6056177486,-70.6056177486,1.00097
57.7992,4.0584e-07,0.1,0.00407892,-72.3567094932,0.01,1.00536,3810.03066201,99.4669276872,-71.6604,0.0121699,100,1,0.823966,100,102.2,1.22006,-197.137,0.0082189,99.5998670689,3810.03066201,-72.3567094932,-72.3567094932,1.00253
59.345,3.11416e-07,0.1,0.00313745,-73.7066744158,0.01,1.00299,3802.61003874,99.7023290597,-73.3297,0.0117229,100,1,0.877331,100,103.72,1.17667,-198.647,0.00874068,99.6926332705,3802.61003874,-73.7066744158,-73.7066744158,1.00373
73.9664,6.95614e-07,0.1,0.00695884,-79.7708517659,0.01,1.00674,6136.38918644,99.3308442427,-78.8789,0.0144803,100,1,0.904034,100,110.78,1.44831,-204.442,0.00903858,99.3160624348,6136.38918644,-79.7708517659,-79.7708517659,1.00019
65.2725,9.76065e-07,0.1,0.00986054,-76.9994643171,0.01,1.00897,4998.46037169,99.1109138278,-75.8545,0.0123017,100,1,0.707004,100,107.68,1.23644,-201.557,0.00703413,99.0429240237,4998.46037169,-76.9994643171,-76.9994643171,1.0051
80.7928,9.03984e-07,0.1,0.0088859,-84.8378198738,0.01,1.01055,7253.28448904,98.9563037191,-83.479,0.0117672,100,1,0.598236,100,116.99,1.16666,-209.28,0.00603395,99.1129789646,7253.28448904,-84.8378198738,-84.8378198738,0.991449
56.3719,6.01716e-07,0.1,0.00609633,-73.3518849495,0.01,1.00778,3786.94743667,99.22790482,-72.4003,0.0108973,100,1,0.693681,100,103.48,1.09687,-198.028,0.00689162,99.40781501,3786.94743667,-73.3518849495,-73.3518849495,1.00656
64.9524,4.38695e-06,0.1,0.041143,-80.1779256301,0.01,1.02829,6141.28578769,97.2485681279,-75.9038,0.0132945,100,1,0.338497,100,111.12,1.28747,-202.804,0.00349533,95.8377127447,6141.28578769,-80.1779256301,-80.1779256301,0.968427
57.7794,4.58406e-07,0.1,0.00451565,-73.0082416512,0.01,1.00497,3808.3467091,99.5056630371,-72.3877,0.0113932,100,1,0.842079,100,102.89,1.13079,-197.84,0.00848433,99.5482092979,3808.3467091,-73.0082416512,-73.0082416512,0.99251
45.1454,6.54001e-07,0.1,0.00656632,-70.0865144816,0.01,1.0057,2584.68336933,99.4329838496,-69.3092,0.0114299,100,1,0.734782,100,99.72,1.14528,-194.805,0.00733308,99.3567069381,2584.68336933,-70.0865144816,-70.0865144816,1.00201
58.4987,4.66694e-07,0.1,0.00468108,-73.8395448309,0.01,1.00416,3799.71719217,99.5856833044,-73.2928,0.0121354,100,1,0.939581,100,104.54,1.21538,-198.695,0.00938162,99.5400754646,3799.71719217,-73.8395448309,-73.8395448309,1.00151
34.6545,1.93055e-07,0.1,0.00196272,-64.5500315565,0.01,1.00253,1357.4744888,99.7477236147,-64.2346,0.0119262,100,1,0.883245,100,93.25,1.20251,-189.51,0.00875977,99.8092352668,1357.4744888,-64.5500315565,-64.5500315565,1.0083
54.8306,8.98406e-07,0.1,0.00901097,-73.1271895938,0.01,1.00914,3781.56375972,99.0939139743,-71.952,0.0128142,100,1,0.759279,100,103.67,1.28334,-197.663,0.00758144,99.118395088,3781.56375972,-73.1271895938,-73.1271895938,1.0015
87.9495,3.76329e-06,0.1,0.0381774,-95.3742706284,0.01,1.0447,10436.0175394,95.7209623527,-89.6872,0.0152929,100,1,0.497114,100,129.07,1.54031,-217.597,0.00493556,96.4081432147,10436.0175394,-95.3742706284,-95.3742706284,1.00721
47.2393,3.99291e-07,0.1,0.00396782,-70.0777561603,0.01,1.0036,2567.43996111,99.6413503964,-69.6037,0.0132231,100,1,0.907434,100,100.13,1.31814,-194.971,0.00910298,99.6062852118,2567.43996111,-70.0777561603,-70.0777561603,0.996853
65.0055,2.98888e-06,0.1,0.0296887,-80.2757546031,0.01,1.02782,6108.55524584,97.29347049,-77.1339,0.0136489,100,1,0.422917,100,111.12,1.36032,-204.006,0.00424339,97.1260373588,6108.55524584,-80.2757546031,-80.2757546031,0.996648
88.9791,4.52661e-06,0.1,0.0480227,-95.4454630414,0.01,1.03218,10420.5999983,96.8821298572,-91.0724,0.0179978,100,1,0.806758,100,129.42,1.85378,-218.223,0.0078326,95.7108824406,10420.5999983,-95.4454630414,-95.4454630414,1.03
59.5726,1.4494e-07,0.1,0.00144566,-76.1304356734,0.01,1.00173,3775.55214453,99.8269102086,-75.9043,0.011134,100,1,0.958192,100,107.62,1.11196,-201.155,0.00959432,99.8567383436,3775.55214453,-76.1304356734,-76.1304356734,0.998708
27.3081,1.3213e-06,0.1,0.0125001,-66.4239953959,0.01,1.00745,1363.65124866,99.2603110594,-65.4497,0.0111101,100,1,0.570418,100,96.16,1.08062,-191.05,0.00586459,98.7088114498,1363.65124866,-66.4239953959,-66.4239953959,0.972648
35.6689,7.75674e-08,0.1,0.000776073,-67.8387811227,0.01,1.00068,1350.51927204,99.9320254163,-67.7523,0.0111299,100,1,0.972228,100,98.16,1.11327,-192.928,0.00971978,99.9232625933,1350.51927204,-67.8387811227,-67.8387811227,1.00026
46.406,5.33517e-07,0.1,0.00535074,-69.1885277936,0.01,1.00561,2585.40118424,99.4418949587,-68.4697,0.0115571,100,1,0.829051,100,98.87,1.15739,-193.95,0.00827844,99.4745741648,2585.40118424,-69.1885277936,-69.1885277936,1.00146
79.7215,1.57738e-06,0.1,0.0159537,-84.2240212046,0.01,1.01369,7267.50763406,98.6493149908,-82.591,0.0110475,100,1,0.364895,100,116.25,1.11104,-208.587,0.00362831,98.4623757969,7267.50763406,-84.2240212046,-84.2240212046,1.00569
32.6176,3.18621e-07,0.1,0.00320838,-64.8892899637,0.01,1.00374,1370.3368775,99.6276821841,-64.4221,0.011058,100,1,0.817473,100,93.33,1.10964,-189.788,0.00814645,99.6855309754,1370.3368775,-64.8892899637,-64.8892899637,1.00347
49.7424,9.01557e-08,0.1,0.000899378,-69.5951149456,0.01,1.00115,2579.29900631,99.8849643897,-69.4464,0.0112729,100,1,0.971157,100,99.15,1.12593,-194.66,0.00972333,99.9108137279,2579.29900631,-69.5951149456,-69.5951149456,0.998791
58.7326,4.1377e-07,0.1,0.0041975,-71.5679516226,0.01,1.00326,3805.03079102,99.6755077314,-71.1467,0.0131297,100,1,0.901697,100,100.6,1.32243,-196.486,0.00895251,99.5920021603,3805.03079102,-71.5679516226,-71.5679516226,1.0072
74.3005,1.44828e-06,0.1,0.0144584,-78.592753434,0.01,1.00898,6185.12627651,99.1099536256,-77.4726,0.0190153,100,1,0.906837,100,109.03,1.89993,-203.175,0.009076,98.5865062839,6185.12627651,-78.592753434,-78.592753434,0.999159
55.2984,7.26853e-07,0.1,0.00716969,-73.3434164524,0.01,1.0079,3791.70165351,99.2157814043,-72.1954,0.0113424,100,1,0.625012,100,103.17,1.1265,-197.828,0.00629305,99.2855567473,3791.70165351,-73.3434164524,-73.3434164524,0.993178
54.8475,8.18626e-07,0.1,0.00835659,-74.7362900949,0.01,1.0091,3771.41418434,99.0985848406,-73.5991,0.0113504,100,1,0.749189,100,105.6,1.14679,-199.309,0.00741515,99.1961041185,3771.41418434,-74.7362900949,-74.7362900949,1.01035
50.91,2.06097e-06,0.1,0.0199994,-71.9279240383,0.01,1.01629,3840.65666429,98.3971159583,-69.5387,0.0116163,100,1,0.465057,100,100.99,1.1443,-195.696,0.00472099,98.0004387597,3840.65666429,-71.9279240383,-71.9279240383,0.985083
66.6266,5.41615e-07,0.1,0.00546915,-77.7528907365,0.01,1.00532,4938.23391825,99.4705604252,-77.0699,0.0124317,100,1,0.897346,100,108.51,1.24924,-202.543,0.00892988,99.4666626668,4938.23391825,-77.7528907365,-77.7528907365,1.00488
56.5785,5.59263e-07,0.1,0.00552566,-72.1717202891,0.01,1.00708,3807.87236612,99.2965465583,-71.2715,0.0115766,100,1,0.791035,100,101.84,1.15071,-196.835,0.00795813,99.4493656155,3807.87236612,-72.1717202891,-72.1717202891,0.993995
93.0519,8.56327e-07,0.1,0.00888975,-90.837640596,0.01,1.01144,9451.49594129,98.8684810963,-89.5757,0.0109938,100,1,0.64831,100,123.43,1.12014,-215.433,0.00636294,99.1593855555,9451.49594129,-90.837640596,-90.837640596,1.01888
32.3286,4.14389e-07,0.1,0.00414706,-66.3080348003,0.01,1.00346,1346.44495696,99.6547974225,-65.8741,0.0113094,100,1,0.668894,100,95.44,1.13138,-191.215,0.00668637,99.5914287861,1346.44495696,-66.3080348003,-66.3080348003,1.00038
93.9316,7.63136e-07,0.1,0.00753353,-91.7505382761,0.01,1.00739,9410.11606901,99.2663484725,-90.6247,0.0109359,100,1,0.601981,100,125.26,1.08656,-216.229,0.00605877,99.2501457241,9410.11606901,-91.7505382761,-91.7505382761,0.993569
73.0998,1.40233e-06,0.1,0.0143141,-81.4274385728,0.01,1.01141,6108.20112448,98.8716856872,-79.9813,0.0130371,100,1,0.413721,100,112.76,1.31716,-205.836,0.00409496,98.6307185648,6108.20112448,-81.4274385728,-81.4274385728,1.01032
33.7839,2.3461e-07,0.1,0.00236689,-66.6843211837,0.01,1.0029,1372.33875176,99.7105536827,-66.334,0.0109951,100,1,0.827493,100,95.97,1.10437,-191.658,0.0082385,99.7682906529,1372.33875176,-66.6843211837,-66.6843211837,1.00442
68.405,2.73938e-07,0.1,0.00272087,-78.529211126,0.01,1.00299,4940.50802569,99.7019143092,-78.1621,0.0120626,100,1,0.926495,100,110.27,1.20218,-203.49,0.00929641,99.7295596568,4940.50802569,-78.529211126,-78.529211126,0.996615
26.2138,1.23574e-06,0.1,0.0122383,-66.3800160751,0.01,1.00896,1358.81603589,99.1123424558,-65.189,0.0117976,100,1,0.634558,100,95.63,1.17407,-190.888,0.00637638,98.7913880135,1358.81603589,-66.3800160751,-66.3800160751,0.995169
60.4207,8.99005e-08,0.1,0.00089437,-73.5636519703,0.01,1.00108,3783.24119406,99.8925173448,-73.4301,0.0112524,100,1,0.96461,100,104.3,1.12233,-198.638,0.00967106,99.9110998533,3783.24119406,-73.5636519703,-73.5636519703,0.997419
87.2787,9.14017e-07,0.1,0.00927349,-87.096911207,0.01,1.00817,8370.8889124,99.1895261182,-85.9989,0.0164201,100,1,0.935806,100,119.43,1.65395,-211.651,0.00929055,99.1032067145,8370.8889124,-87.096911207,-87.096911207,1.00727
102.25,1.61897e-06,0.1,0.0157194,-98.0127331133,0.01,1.01658,11548.468819,98.3694464223,-96.0145,0.0142494,100,1,0.74808,100,131.94,1.40409,-222.19,0.00759188,98.4225134446,11548.468819,-98.0127331133,-98.0127331133,0.985368
69.0179,1.43226e-07,0.1,0.00142522,-76.5240125656,0.01,1.0015,4972.89672447,99.8498195204,-76.3297,0.0118285,100,1,0.955114,100,106.97,1.17994,-201.564,0.00957471,99.858398508,4972.89672447,-76.5240125656,-76.5240125656,0.997539
77.6387,1.52446e-06,0.1,0.0153712,-83.5540285037,0.01,1.01638,7265.45835646,98.3879872142,-81.1795,0.0124502,100,1,0.474191,100,115.04,1.25017,-207.342,0.00472235,98.5132556783,7265.45835646,-83.5540285037,-83.5540285037,1.00414
88.5019,7.18428e-07,0.1,0.00731074,-87.3940883307,0.01,1.00699,8386.24339246,99.3059622468,-86.4694,0.0135685,100,1,0.859217,100,119.6,1.36874,-212.046,0.00851754,99.2937745698,8386.24339246,-87.3940883307,-87.3940883307,1.00876
35.1971,1.38425e-07,0.1,0.00138202,-65.4225266357,0.01,1.00144,1357.90500414,99.8557149028,-65.2405,0.0107952,100,1,0.876314,100,94.39,1.07865,-190.467,0.0087702,99.8631589024,1357.90500414,-65.4225266357,-65.4225266357,0.999194
60.4799,1.56387e-07,0.1,0.00156487,-72.0529059957,0.01,1.00188,3837.42595867,99.8123597011,-71.811,0.0120155,100,1,0.957732,100,101.65,1.20194,-197.07,0.00957426,99.8454093962,3837.42595867,-72.0529059957,-72.0529059957,1.00032
48.4094,2.44523e-07,0.1,0.00240915,-70.7641019788,0.01,1.00281,2581.26933824,99.7193960733,-70.397,0.0120722,100,1,0.900256,100,100.3,1.19828,-195.706,0.00906972,99.7585154785,2581.26933824,-70.7641019788,-70.7641019788,0.992595
64.0277,1.17303e-06,0.1,0.0119602,-76.8113274322,0.01,1.01075,4971.05786122,98.936124542,-75.4185,0.0147947,100,1,0.801452,100,107.79,1.4939,-201.232,0.0079371,98.8520416805,4971.05786122,-76.8113274322,-76.8113274322,1.00975
10.8153,2.06495e-07,0.1,0.00208192,-62.7841840512,0.01,1.00245,118.043823209,99.755184652,-62.7126,0.0117797,100,1,0.891922,100,91.22,1.18279,-93.0202,0.00888279,99.795954304,118.043823209,-62.7841840512,-62.7841840512,1.0041
76.5305,2.70065e-06,0.1,0.0272771,-84.3606739153,0.01,1.01833,7249.12336175,98.2002606309,-81.9524,0.0202557,100,1,0.860159,100,116.32,2.03569,-208.237,0.00855882,97.3960093578,7249.12336175,-84.3606739153,-84.3606739153,1.005
82.0357,6.00694e-07,0.1,0.00592399,-84.0830182515,0.01,1.0069,7253.5111909,99.3145684078,-83.2516,0.0112381,100,1,0.778588,100,116.19,1.11603,-208.825,0.0078402,99.4088100539,7253.5111909,-84.0830182515,-84.0830182515,0.993072
50.8091,3.7251e-06,0.1,0.0364423,-78.956725105,0.01,1.03113,4927.34803463,96.9808628128,-74.4093,0.0122947,100,1,0.341491,100,110.35,1.21605,-201.485,0.0034526,96.4433042016,4927.34803463,-78.956725105,-78.956725105,0.989085
58.3241,3.7708e-07,0.1,0.00373221,-72.407861739,0.01,1.00389,3804.60668804,99.612065961,-71.8976,0.0128182,100,1,0.940153,100,102.56,1.27525,-197.283,0.00945002,99.6280790548,3804.60668804,-72.407861739,-72.407861739,0.994869
35.926,7.79872e-08,0.1,0.000779663,-65.0823545453,0.01,1.00112,1375.81982224,99.8883898404,-64.9397,0.0108985,100,1,0.968977,100,93.46,1.0897,-190.148,0.00969107,99.9228972682,1375.81982224,-65.0823545453,-65.0823545453,0.999866
65.2044,1.59695e-06,0.1,0.016424,-77.0052123921,0.01,1.00857,4978.90542687,99.1504973713,-75.8879,0.01895,100,1,0.909247,100,107.36,1.92178,-201.564,0.00896576,98.4436261097,4978.90542687,-77.0052123921,-77.0052123921,1.01413
11.1852,3.65736e-07,0.1,0.00360344,-64.7940819596,0.01,1.00328,126.301370037,99.6730561479,-64.7074,0.0106347,100,1,0.715509,100,94.12,1.0556,-91.7686,0.00720842,99.6392289991,126.301370037,-64.7940819596,-64.7940819596,0.992601
83.1297,2.99127e-07,0.1,0.00300985,-84.1949854997,0.01,1.00391,7237.89671103,99.610682032,-83.7125,0.0112004,100,1,0.906873,100,116.3,1.12351,-209.099,0.00904071,99.7047396561,7237.89671103,-84.1949854997,-84.1949854997,1.0031
58.0394,4.62072e-07,0.1,0.00465016,-73.1547023214,0.01,1.00537,3785.20788292,99.4659133986,-72.5007,0.0112806,100,1,0.781723,100,103.8,1.13165,-197.977,0.00779245,99.5446403696,3785.20788292,-73.1547023214,-73.1547023214,1.00318
73.6907,7.26172e-07,0.1,0.00737147,-79.9329151399,0.01,1.00802,6146.4355102,99.2048458788,-78.9244,0.0152183,100,1,0.829169,100,110.21,1.53329,-204.567,0.00822973,99.2862316509,6146.4355102,-79.9329151399,-79.9329151399,1.00753
58.3453,4.22185e-07,0.1,0.00426461,-72.9261073919,0.01,1.0042,3801.2027184,99.5813328686,-72.3908,0.0122747,100,1,0.897604,100,103.31,1.23367,-197.789,0.00893093,99.5837732669,3801.2027184,-72.9261073919,-72.9261073919,1.00505
70.1413,1.98887e-06,0.1,0.0210469,-81.1373132917,0.01,1.01592,6105.6202415,98.432619905,-78.9897,0.0144951,100,1,0.520736,100,113.29,1.49112,-205.124,0.00506205,98.0690526101,6105.6202415,-81.1373132917,-81.1373132917,1.02871
47.5312,8.44532e-07,0.1,0.00861622,-68.0768117931,0.01,1.00476,2587.77817841,99.5260398104,-67.4693,0.0162308,100,1,0.850536,100,97.14,1.63942,-192.907,0.00842058,99.1708188331,2587.77817841,-68.0768117931,-68.0768117931,1.01007
57.9026,3.89559e-07,0.1,0.00390325,-73.6766885376,0.01,1.00434,3783.41353537,99.567456573,-73.1295,0.0114955,100,1,0.851091,100,103.87,1.15068,-198.543,0.00850255,99.6158006506,3783.41353537,-73.6766885376,-73.6766885376,1.00098
70.1347,1.50932e-06,0.1,0.0154494,-82.4557738578,0.01,1.01592,6080.70594362,98.4325159536,-80.4271,0.0130441,100,1,0.63313,100,114.19,1.31972,-206.56,0.00625789,98.5277553513,6080.70594362,-82.4557738578,-82.4557738578,1.01173
83.0952,3.60937e-06,0.1,0.0355805,-87.3519200411,0.01,1.02809,8393.1471936,97.2680872715,-83.5065,0.0121401,100,1,0.293687,100,119.2,1.20534,-210.395,0.00295798,96.5499971895,8393.1471936,-87.3519200411,-87.3519200411,0.992865
82.6446,4.56858e-07,0.1,0.00450699,-82.6706326711,0.01,1.00602,7298.72699958,99.4014777374,-81.8919,0.0128478,100,1,0.894078,100,113.74,1.27609,-207.41,0.00900166,99.5497364158,7298.72699958,-82.6706326711,-82.6706326711,0.993237
56.8798,9.01334e-07,0.1,0.00893566,-72.5341538893,0.01,1.00806,3789.52709483,99.2007867372,-71.5417,0.0116389,100,1,0.600462,100,102.84,1.15887,-197.184,0.00603066,99.1155832085,3789.52709483,-72.5341538893,-72.5341538893,0.995682
50.0092,1.73334e-06,0.1,0.0177526,-72.7074975021,0.01,1.01805,3803.356024,98.2269954074,-70.3712,0.0124626,100,1,0.629817,100,103.15,1.26124,-196.636,0.00622337,98.3129093559,3803.356024,-72.7074975021,-72.7074975021,1.01202
39.9876,1.7836e-06,0.1,0.0177803,-68.8893156774,0.01,1.01554,2613.88163159,98.4693169051,-66.9044,0.0113636,100,1,0.507724,100,98.19,1.13458,-193.016,0.00508519,98.2648750835,2613.88163159,-68.8893156774,-68.8893156774,0.998436
96.5026,1.08592e-06,0.1,0.0109641,-94.697107556,0.01,1.01457,10519.3676131,98.5637732948,-92.8219,0.0138952,100,1,0.811307,100,127.97,1.39621,-218.873,0.00807417,98.936367332,10519.3676131,-94.697107556,-94.697107556,1.00482
50.6988,1.71732e-07,0.1,0.00171826,-69.8851391615,0.01,1.00084,2619.92434478,99.9163969528,-69.7758,0.013032,100,1,0.939926,100,99.57,1.30355,-194.971,0.00939671,99.8302795894,2619.92434478,-69.8851391615,-69.8851391615,1.00027
74.245,1.00423e-06,0.1,0.0103203,-80.926150488,0.01,1.00691,6131.19043614,99.3134749194,-80.0185,0.0156218,100,1,0.926684,100,112.54,1.58366,-205.593,0.00914116,99.015621512,6131.19043614,-80.926150488,-80.926150488,1.01375
64.8666,7.47832e-07,0.1,0.00760888,-78.8028528568,0.01,1.00903,4938.84844699,99.1047196797,-77.695,0.0116259,100,1,0.756839,100,110.43,1.17269,-203.396,0.00750317,99.2650876163,4938.84844699,-78.8028528568,-78.8028528568,1.00869
46.528,5.31636e-07,0.1,0.00532619,-69.4087714897,0.01,1.00515,2603.84120415,99.4877959571,-68.7566,0.0115955,100,1,0.784387,100,98.49,1.16062,-194.221,0.00783663,99.4764464786,2603.84120415,-69.4087714897,-69.4087714897,1.00092
32.0292,6.4641e-07,0.1,0.00619805,-66.207865302,0.01,1.00474,1358.43661077,99.5280000095,-65.6275,0.0121345,100,1,0.729648,100,95.36,1.18822,-191.027,0.00745144,99.3641288399,1358.43661077,-66.207865302,-66.207865302,0.979205
55.7638,6.61114e-07,0.1,0.00670285,-71.7506569441,0.01,1.00884,3801.75061496,99.1239720828,-70.6456,0.0114539,100,1,0.752571,100,101.34,1.15331,-196.34,0.00747405,99.3497277536,3801.75061496,-71.7506569441,-71.7506569441,1.00691
55.7035,5.19239e-06,0.1,0.0486575,-81.2077229388,0.01,1.04583,6100.62330361,95.617724609,-75.2819,0.0132295,100,1,0.322145,100,112.88,1.28066,-203.261,0.00332783,95.1108767647,6100.62330361,-81.2077229388,-81.2077229388,0.968034
47.3922,3.4397e-07,0.1,0.00346179,-70.5973866034,0.01,1.00415,2593.17086696,99.5867000371,-70.0838,0.0116759,100,1,0.817329,100,100.4,1.17133,-195.479,0.00814717,99.6606217401,2593.17086696,-70.5973866034,-70.5973866034,1.00321
9.76705,6.69918e-07,0.1,0.0066153,-63.2890929785,0.01,1.0067,97.4691729353,99.3344670473,-63.0987,0.012684,100,1,0.74551,100,92.36,1.26043,-90.4095,0.00750221,99.341167873,97.4691729353,-63.2890929785,-63.2890929785,0.99372
46.1093,2.22508e-06,0.1,0.0221882,-75.2211843841,0.01,1.02048,3760.82063451,97.993486966,-72.1198,0.012151,100,1,0.403862,100,106.54,1.21339,-198.535,0.00404432,97.8446707202,3760.82063451,-75.2211843841,-75.2211843841,0.998591
47.1962,4.59996e-07,0.1,0.00459958,-70.4997737195,0.01,1.00412,2565.33044714,99.5896203035,-69.9713,0.012198,100,1,0.839751,100,100.93,1.21975,-195.37,0.00839786,99.5467054269,2565.33044714,-70.4997737195,-70.4997737195,0.999958
64.5602,1.28343e-06,0.1,0.0126625,-75.1891037115,0.01,1.01157,5004.85247923,98.8565035924,-73.8026,0.0118511,100,1,0.686472,100,104.92,1.17715,-199.665,0.00691113,98.7453686431,5004.85247923,-75.1891037115,-75.1891037115,0.993285
46.1447,6.90766e-07,0.1,0.0071412,-70.0334636177,0.01,1.00555,2587.91668671,99.4476479514,-69.3088,0.0129906,100,1,0.734696,100,99.89,1.32083,-194.797,0.00722582,99.3207906826,2587.91668671,-70.0334636177,-70.0334636177,1.01676
82.1077,1.77456e-06,0.1,0.0180171,-88.4848358554,0.01,1.02093,8307.59785997,97.9498576981,-85.7178,0.0130379,100,1,0.60329,100,121.55,1.31373,-212.163,0.00598727,98.2734869081,8307.59785997,-88.4848358554,-88.4848358554,1.00762
68.9091,9.69454e-08,0.1,0.000956342,-77.7694497503,0.01,1.00194,4961.70681815,99.8058875733,-77.526,0.0110811,100,1,0.961952,100,109.15,1.10059,-202.79,0.00968524,99.9041038641,4961.70681815,-77.7694497503,-77.7694497503,0.993215
75.4469,4.07959e-07,0.1,0.0040624,-82.1579579107,0.01,1.00442,6068.33559544,99.5596809194,-81.5978,0.0124716,100,1,0.934752,100,114.28,1.24453,-207.015,0.00936728,99.5977405247,6068.33559544,-82.1579579107,-82.1579579107,0.997891
65.3168,7.96309e-07,0.1,0.00807524,-78.6374143028,0.01,1.00879,4922.2655719,99.1283529319,-77.5362,0.0116723,100,1,0.774145,100,110.71,1.17542,-203.227,0.0076875,99.2178048662,4922.2655719,-78.6374143028,-78.6374143028,1.00702
67.3594,6.05939e-07,0.1,0.00595551,-76.5664557977,0.01,1.00654,4996.83080172,99.350231676,-75.7543,0.0127256,100,1,0.887683,100,107.07,1.26161,-201.305,0.00895391,99.4036818149,4996.83080172,-76.5664557977,-76.5664557977,0.991391
46.5674,4.317e-07,0.1,0.00432201,-69.7348961595,0.01,1.00561,2600.70866666,99.4422014538,-69.011,0.0116852,100,1,0.814873,100,99.61,1.1692,-194.501,0.00814401,99.5744370777,2600.70866666,-69.7348961595,-69.7348961595,1.00058
47.9925,3.11721e-07,0.1,0.0031411,-70.0755034956,0.01,1.00425,2598.19806523,99.5771246566,-69.542,0.0111998,100,1,0.849996,100,99.71,1.12426,-194.949,0.00846757,99.6923589767,2598.19806523,-70.0755034956,-70.0755034956,1.00383
56.2628,1.19763e-06,0.1,0.012034,-72.6975721434,0.01,1.00824,3824.70457593,99.1823019007,-71.66,0.0132337,100,1,0.806805,100,102.56,1.32655,-197.316,0.00804871,98.828212591,3824.70457593,-72.6975721434,-72.6975721434,1.0024
45.0312,6.25422e-07,0.1,0.00634896,-69.2729913056,0.01,1.00672,2590.74730358,99.3326320873,-68.4585,0.010844,100,1,0.719637,100,98.42,1.09258,-194.021,0.00714247,99.3846215361,2590.74730358,-69.2729913056,-69.2729913056,1.00755
35.1515,2.17362e-07,0.1,0.0021827,-64.4577682522,0.01,1.00229,1363.3853717,99.7718069686,-64.1678,0.0116818,100,1,0.948655,100,92.52,1.17062,-189.419,0.00946679,99.7852915482,1363.3853717,-64.4577682522,-64.4577682522,1.00209
58.2067,5.97328e-07,0.1,0.00599588,-73.7882356326,0.01,1.00528,3783.45275468,99.474464735,-73.1103,0.0117025,100,1,0.640436,100,104.03,1.17246,-198.583,0.00639228,99.4121071883,3783.45275468,-73.7882356326,-73.7882356326,1.00189
40.9016,1.20233e-06,0.1,0.0119135,-69.3376584001,0.01,1.0116,2593.99310345,98.8537077058,-67.8909,0.0115139,100,1,0.704075,100,98.98,1.14612,-193.747,0.00707312,98.8236978829,2593.99310345,-69.3376584001,-69.3376584001,0.995423
70.5515,1.70927e-06,0.1,0.0173263,-78.8094879751,0.01,1.01591,6192.25605121,98.4343986626,-76.787,0.013304,100,1,0.570886,100,108.73,1.33945,-202.932,0.00567025,98.3359771678,6192.25605121,-78.8094879751,-78.8094879751,1.00681
41.3434,1.42949e-06,0.1,0.0141944,-71.7455260122,0.01,1.01279,2599.16802258,98.7371087849,-70.1128,0.0113428,100,1,0.483457,100,101.85,1.13029,-196.052,0.00485165,98.604561291,2599.16802258,-71.7455260122,-71.7455260122,0.99648
58.6845,2.96186e-07,0.1,0.0030136,-73.0165204519,0.01,1.00453,3814.96824633,99.5489411706,-72.4195,0.0112347,100,1,0.80806,100,102.51,1.13324,-197.845,0.00801094,99.7076131211,3814.96824633,-73.0165204519,-73.0165204519,1.0087
47.3182,3.89103e-07,0.1,0.00388962,-68.3001865309,0.01,1.00456,2602.78754626,99.5456925282,-67.7171,0.0116789,100,1,0.853204,100,97.26,1.16768,-193.134,0.00853358,99.6162237192,2602.78754626,-68.3001865309,-68.3001865309,0.99982
