AvgEpLen,MinNormIw,IterType,EpsThisIter,AvgDiscRet,VarNormIw,MaxNormIw,AvgNormIw,ESSClassic,VarRet,VarDiscRet,AvgRet,Delta,Bound,eRenyi2,AvgVanillaIw,VanillaAvgRet,MinVanillaIw,ESSRenyi,MaxVanillaIw,J,BatchSize,VarJ,VarVanillaIw
17.27,0.00253999,1,100,-106.935911877,4.57645e-06,0.0143973,0.01,95.6656986129,6.8696650949,6.8696650949,-106.935911877,0.9,-110.75,1.03499,0.993046,-106.935911877,0.252233,96.6191395922,1.42972,-106.771,100,2.26648,0.0451302
16.28,0.00729349,1,100,-106.756910534,1.14919e-06,0.0129247,0.01,98.8751187182,6.4658321512,6.4658321512,-106.756910534,0.9,-110.541,1.01225,0.999132,-106.756910534,0.728716,98.7902486913,1.29135,-106.71,100,2.54504,0.011472
15.63,0.00177144,1,100,-107.136198843,5.43646e-06,0.0135056,0.01,94.892819843,4.54266723105,4.54266723105,-107.136198843,0.9,-110.854,1.04414,0.989805,-107.136198843,0.175339,95.7729929003,1.33679,-106.969,100,2.03786,0.0532617
17.12,0.00649577,1,100,-106.599392512,3.16624e-06,0.0165378,0.01,96.960714234,4.51297921312,4.51297921312,-106.599392512,0.9,-110.289,1.03465,0.982374,-106.599392512,0.638128,96.6514230107,1.62463,-106.469,100,2.14008,0.0305561
16.82,0.00367445,1,100,-106.950100778,3.94455e-06,0.0157306,0.01,96.2416487779,7.23770963088,7.23770963088,-106.950100778,0.9,-110.689,1.03464,1.02375,-106.950100778,0.376171,96.6519241303,1.61042,-106.809,100,2.64582,0.0413411
18.16,0.00548041,1,100,-106.650087159,3.25292e-06,0.0145418,0.01,96.8801093286,7.16559600547,7.16559600547,-106.650087159,0.9,-110.385,1.03136,1.02304,-106.650087159,0.560667,96.9595311142,1.48768,-106.529,100,2.56194,0.0340454
16.79,0.0026039,1,100,-106.550217329,5.39311e-06,0.019633,0.01,94.9314490838,3.91829303343,3.91829303343,-106.550217329,0.9,-110.248,1.04346,0.955299,-106.550217329,0.248751,95.83479042,1.87554,-106.392,100,1.86977,0.0492174
15.99,0.00244862,1,100,-107.235771397,6.581e-06,0.0156913,0.01,93.8833016762,5.71516176575,5.71516176575,-107.235771397,0.9,-110.963,1.05087,0.969886,-107.235771397,0.237488,95.1590815659,1.52188,-107.019,100,2.08679,0.0619061
17.16,0.00644516,1,100,-106.897773089,2.05209e-06,0.0146607,0.01,98.0088971208,4.82402234633,4.82402234633,-106.897773089,0.9,-110.677,1.02207,1.02683,-106.897773089,0.661808,97.8408230723,1.5054,-106.816,100,2.07273,0.0216367
17.92,0.0015586,1,100,-106.750100378,5.13945e-06,0.0165907,0.01,95.1582724012,5.14815087578,5.14815087578,-106.750100378,0.9,-110.421,1.03522,0.96684,-106.750100378,0.150692,96.5981780564,1.60405,-106.622,100,2.36531,0.0480426
17.31,0.00399916,1,100,-106.601378902,4.40123e-06,0.0139496,0.01,95.8247023329,3.98990033794,3.98990033794,-106.601378902,0.9,-110.257,1.03431,1.00441,-106.601378902,0.401681,96.6823796802,1.40112,-106.484,100,1.88121,0.0444017
16.59,0.00716088,1,100,-106.44361073,4.15578e-06,0.0187035,0.01,96.0483327539,7.95501843424,7.95501843424,-106.44361073,0.9,-110.17,1.04724,0.988171,-106.44361073,0.707618,95.4894521286,1.84822,-106.296,100,3.9074,0.0405805
16.0,0.00567194,1,100,-106.912565011,3.14805e-06,0.0149449,0.01,96.9776339913,5.32074911825,5.32074911825,-106.912565011,0.9,-110.677,1.03564,1.00883,-106.912565011,0.572204,96.5584828847,1.5077,-106.783,100,2.20969,0.0320391
16.04,0.00508875,1,100,-106.910825928,3.58472e-06,0.016284,0.01,96.5727406813,4.20665714403,4.20665714403,-106.910825928,0.9,-110.625,1.03207,1.00812,-106.910825928,0.513008,96.892391403,1.64162,-106.785,100,1.94712,0.0364319
15.46,0.00724955,1,100,-106.658920059,1.96107e-06,0.0135818,0.01,98.0955224681,4.25984125657,4.25984125657,-106.658920059,0.9,-110.408,1.01838,1.01508,-106.658920059,0.735885,98.1949728942,1.37866,-106.588,100,2.09981,0.0202065
17.97,0.00327002,1,100,-106.574036397,2.83286e-06,0.0135998,0.01,97.2719639094,4.42402805115,4.42402805115,-106.574036397,0.9,-110.292,1.02307,1.00107,-106.574036397,0.327351,97.7448650087,1.36143,-106.491,100,2.00269,0.0283891
18.14,0.00031487,1,100,-106.650472101,5.13723e-05,0.0591202,0.01,66.2872568301,6.97490196126,6.97490196126,-106.650472101,0.9,-110.059,1.38802,1.00919,-106.650472101,0.0317765,72.045137456,5.96638,-105.67,100,10.2938,0.523213
16.88,0.00300513,1,100,-106.446174669,4.17854e-05,0.0496302,0.01,70.7376071107,4.83724947215,4.83724947215,-106.446174669,0.9,-109.984,1.19045,1.08796,-106.446174669,0.326945,84.0020952938,5.39956,-105.906,100,4.7851,0.494592
17.1,1.25217e-21,1,100,-106.358551109,0.000838598,0.191059,0.01,10.7502408806,6.96852117418,6.96852117418,-106.358551109,0.9,-109.028,1.0,0.0578916,-106.358551109,7.24902e-21,99.999761582,1.10607,-105.216,100,4.00651,0.028105
18.42,0.00245056,1,100,-106.404042552,0.000120928,0.0853341,0.01,45.5126471326,8.42086962511,8.42086962511,-106.404042552,0.9,-109.788,1.34436,1.09702,-106.404042552,0.268831,74.3846398517,9.36131,-105.445,100,8.41741,1.45531
22.69,0.00284517,1,100,-106.278595151,3.79843e-05,0.056504,0.01,72.6720814585,8.30150320646,8.30150320646,-106.278595151,0.9,-109.751,1.23138,1.03559,-106.278595151,0.294644,81.209865722,5.85151,-105.534,100,6.18134,0.407363
26.18,9.13277e-07,1,100,-104.637403091,0.00261864,0.472931,0.01,3.714089896,317.860399157,317.860399157,-104.637403091,0.9,-44.5476,15.4077,2.68089,-104.637403091,0.00024484,6.49025069121,126.788,-27.1278,100,465.54,188.206
26.18,1.04372e-06,,100,-103.367115167,0.00298144,0.540479,0.01,3.27694615917,317.860399157,1010.70370713,-104.637403091,0.9,-336.206,413.592,75.5682,-104.637403091,0.0078872,0.483568370957,4084.31,-101.872,200,31.4895,170257.0
19.77,1.09367e-06,1,100,-105.775698859,0.000721589,0.347826,0.005,6.72965060036,13.850413583,13.850413583,-105.775698859,0.9,-59.6254,13.6238,1.58178,-105.775698859,0.00034599,14.6802225464,110.037,-48.0427,200,571.248,72.217
52.19,0.01,2,100,-103.327884747,3.50449e-18,0.01,0.01,100.0,701.042546895,701.042546895,-103.327884747,0.9,-112.559,1.0,1.0,-103.327884747,1.0,200.0,1.0,-103.328,200,26.3445,
19.77,1.10234e-06,,100,-106.924397573,0.000680695,0.350582,0.005,7.11955218375,13.850413583,1321.38148895,-105.775698859,0.9,-236.844,167.457,41.2209,-105.775698859,0.00908788,1.79150222831,2890.26,-100.759,300,61.0735,46264.4
21.83,8.92239e-15,1,100,-105.577734179,0.00131853,0.617062,0.00333333,2.51525453429,19.880625739,19.880625739,-105.577734179,0.9,-21.3446,60.6773,2.57304,-105.577734179,6.88729e-12,4.94418497541,476.317,-1.38615,300,738.895,785.643
71.14,0.01,2,100,-104.686461318,3.50449e-18,0.01,0.01,100.0,663.139075176,663.139075176,-104.686461318,0.9,-115.411,1.0,1.0,-104.686461318,1.0,300.0,1.0,-104.686,300,25.6224,
75.73,0.005,2,100,-102.910219915,2.1793e-19,0.005,0.005,200.000000102,2153.02056205,2153.02056205,-102.910219915,0.9,-115.091,1.0,1.0,-102.910219915,1.0,300.0,1.0,-103.798,300,37.3469,
21.83,1.12799e-14,,100,-96.7988950419,0.00215846,0.780105,0.00333333,1.54151413966,19.880625739,1191.5393393,-105.577734179,0.9,-168.447,45.1091,6.20408e+08,-105.577734179,0.00209944,8.8673910762,1.45195e+11,-106.518,400,13.8907,7.47723e+19
26.98,1.10283e-19,1,100,-105.181073301,0.00140356,0.740918,0.0025,1.77771404323,88.2635307507,88.2635307507,-105.181073301,0.9,-16.5992,272.146,4.04612,-105.181073301,1.78488e-16,1.46979964964,1199.14,20.0063,400,715.698,3676.46
82.52,0.01,2,100,-99.4452422598,3.50449e-18,0.01,0.01,100.0,511.107055271,511.107055271,-99.4452422598,0.9,-103.332,1.0,1.0,-99.4452422598,1.0,400.0,1.0,-99.4452,400,22.4944,
84.27,0.005,2,100,-96.4929104054,2.1793e-19,0.005,0.005,200.000000102,838.269671042,838.269671042,-96.4929104054,0.9,-100.897,1.0,1.0,-96.4929104054,1.0,400.0,1.0,-97.9691,400,25.8867,
89.4,0.00333333,2,100,-105.090806239,5.43914e-20,0.00333333,0.00333333,299.999969474,875.284834338,875.284834338,-105.090806239,0.9,-106.301,1.0,1.0,-105.090806239,1.0,400.0,1.0,-100.343,400,27.3288,
26.98,1.43278e-19,,100,-96.9285245085,0.00231728,0.962587,0.0025,1.0786373272,88.2635307507,709.819577898,-105.181073301,0.9,-120.055,8.09651,1.45509e+13,-105.181073301,0.000833931,61.754974493,5.60261e+15,-105.373,500,2.57277,7.85019e+28
30.06,5.64986e-08,1,100,-104.842208782,0.000132939,0.230954,0.002,14.6334692583,57.1734265001,57.1734265001,-104.842208782,0.9,-75.9096,33.3595,1.39734,-104.842208782,3.94739e-05,14.9882526917,161.361,-64.4465,500,673.437,64.8928
87.1,0.01,2,100,-114.856972854,3.50449e-18,0.01,0.01,100.0,5958.16231765,5958.16231765,-114.856972854,0.9,-131.522,1.0,1.0,-114.856972854,1.0,500.0,1.0,-114.857,500,76.8022,
96.29,0.005,2,100,-100.548115752,2.1793e-19,0.005,0.005,200.000000102,982.758779684,982.758779684,-100.548115752,0.9,-119.487,1.0,1.0,-100.548115752,1.0,500.0,1.0,-107.703,500,59.0503,
96.31,0.00333333,2,100,-112.125077407,5.43914e-20,0.00333333,0.00333333,299.999969474,4272.23023299,4272.23023299,-112.125077407,0.9,-118.798,1.0,1.0,-112.125077407,1.0,500.0,1.0,-109.177,500,61.1458,
106.21,0.0025,2,100,-109.463709236,5.4346e-20,0.0025,0.0025,400.0,5315.71735919,5315.71735919,-109.463709236,0.9,-117.581,1.0,1.0,-109.463709236,1.0,500.0,1.0,-109.248,500,64.1854,
85.54,1.00743e-13,1,100,-104.705729297,2.49339e-05,0.0696657,0.002,69.2424667304,2850.15931251,2850.15931251,-104.705729297,0.9,-102.004,5.99889,1.04626,-104.705729297,5.27019e-11,83.3487605463,36.4443,-83.7503,500,148.306,6.82355
136.88,0.01,2,100,-90.9312168661,3.50449e-18,0.01,0.01,100.0,1942.14392251,1942.14392251,-90.9312168661,0.9,-96.5734,1.0,1.0,-90.9312168661,1.0,500.0,1.0,-90.9312,500,43.8489,
146.31,0.005,2,100,-88.6510095868,2.1793e-19,0.005,0.005,200.000000102,2067.58446376,2067.58446376,-88.6510095868,0.9,-93.7807,1.0,1.0,-88.6510095868,1.0,500.0,1.0,-89.7911,500,44.5659,
178.39,0.00333333,2,100,-86.7686415186,5.43914e-20,0.00333333,0.00333333,299.999969474,2252.78475347,2252.78475347,-86.7686415186,0.9,-92.0411,1.0,1.0,-86.7686415186,1.0,500.0,1.0,-88.7836,500,45.492,
140.33,0.0025,2,100,-93.0503250852,5.4346e-20,0.0025,0.0025,400.0,1099.33368691,1099.33368691,-93.0503250852,0.9,-92.6714,1.0,1.0,-93.0503250852,1.0,500.0,1.0,-89.8503,500,42.7509,
169.05,1.8425e-13,1,100,-96.9299452447,3.37426e-05,0.0660751,0.002,53.0854939233,1131.29341738,1131.29341738,-96.9299452447,0.9,-76.4327,10.7922,1.09,-96.9299452447,1.00416e-10,46.3296866979,36.011,-66.7447,500,200.094,10.0224
317.73,0.01,2,100,-84.5256477534,3.50449e-18,0.01,0.01,100.0,2319.39226991,2319.39226991,-84.5256477534,0.9,-92.1405,1.0,1.0,-84.5256477534,1.0,500.0,1.0,-84.5256,500,47.9187,
342.33,0.005,2,100,-80.7755000795,2.1793e-19,0.005,0.005,200.000000102,2632.58018509,2632.58018509,-80.7755000795,0.9,-89.3309,1.0,1.0,-80.7755000795,1.0,500.0,1.0,-82.6506,500,49.5454,
287.06,0.00333333,2,100,-82.9625548655,5.43914e-20,0.00333333,0.00333333,299.999969474,1610.30838476,1610.30838476,-82.9625548655,0.9,-88.209,1.0,1.0,-82.9625548655,1.0,500.0,1.0,-82.7546,500,46.5609,
307.43,0.0025,2,100,-83.7937898559,5.4346e-20,0.0025,0.0025,400.0,3641.73582585,3641.73582585,-83.7937898559,0.9,-91.1375,1.0,1.0,-83.7937898559,1.0,500.0,1.0,-83.0144,500,50.274,
320.15,,1,100,-81.5543075041,4.47893e-05,0.065106,0.002,41.0679960781,3066.63875875,3066.63875875,-81.5543075041,0.9,-58.6165,9.59036,0.99808,-81.5543075041,,52.1356983176,32.4905,-36.1165,500,113.642,11.1544
500.0,0.01,2,100,-40.5201030881,3.50449e-18,0.01,0.01,100.0,1004.78745461,1004.78745461,-40.5201030881,0.9,-44.3094,1.0,1.0,-40.5201030881,1.0,500.0,1.0,-40.5201,500,31.5395,
493.7,0.005,2,100,-36.4667855013,2.1793e-19,0.005,0.005,200.000000102,1076.29929117,1076.29929117,-36.4667855013,0.9,-42.0043,1.0,1.0,-36.4667855013,1.0,500.0,1.0,-38.4934,500,32.1597,
475.61,0.00333333,2,100,-49.2870196479,5.43914e-20,0.00333333,0.00333333,299.999969474,1290.23937736,1290.23937736,-49.2870196479,0.9,-44.9579,1.0,1.0,-49.2870196479,1.0,500.0,1.0,-42.0913,500,33.7811,
496.02,0.0025,2,100,-42.135047897,5.4346e-20,0.0025,0.0025,400.0,1629.51679534,1629.51679534,-42.135047897,0.9,-44.5848,1.0,1.0,-42.135047897,1.0,500.0,1.0,-42.1022,500,35.4849,
487.61,,1,100,-42.2590033435,0.000324256,0.334219,0.002,6.10487483841,1359.80648256,1359.80648256,-42.2590033435,0.9,-6.2165,60.5209,1.36893,-42.2590033435,,8.26160922119,228.761,11.0575,500,88.9181,151.912
500.0,0.01,2,100,-6.1626626281,3.50449e-18,0.01,0.01,100.0,769.394273695,769.394273695,-6.1626626281,0.9,-9.61647,1.0,1.0,-6.1626626281,1.0,500.0,1.0,-6.16266,500,27.5989,
500.0,0.005,2,100,-8.71286077361,2.1793e-19,0.005,0.005,200.000000102,877.063738947,877.063738947,-8.71286077361,0.9,-9.87997,1.0,1.0,-8.71286077361,1.0,500.0,1.0,-7.43776,500,28.5766,
500.0,0.00333333,2,100,-6.89383564553,5.43914e-20,0.00333333,0.00333333,299.999969474,850.888159465,850.888159465,-6.89383564553,0.9,-9.84567,1.0,1.0,-6.89383564553,1.0,500.0,1.0,-7.25645,500,28.7276,
500.0,0.0025,2,100,-3.96688318731,5.4346e-20,0.0025,0.0025,400.0,710.725441287,710.725441287,-3.96688318731,0.9,-8.67639,1.0,1.0,-3.96688318731,1.0,500.0,1.0,-6.43406,500,28.2292,
500.0,,1,100,-8.45875172539,0.000600025,0.506995,0.002,3.31771209418,951.211695863,951.211695863,-8.45875172539,0.9,22.1246,93.6981,1.18823,-8.45875172539,,5.33628852893,301.213,41.5383,500,121.971,211.792
500.0,0.01,2,100,8.96994192128,3.50449e-18,0.01,0.01,100.0,935.697822511,935.697822511,8.96994192128,0.9,6.05236,1.0,1.0,8.96994192128,1.0,500.0,1.0,8.96994,500,30.4358,
500.0,0.005,2,100,16.9154698991,2.1793e-19,0.005,0.005,200.000000102,933.642468322,933.642468322,16.9154698991,0.9,10.7203,1.0,1.0,16.9154698991,1.0,500.0,1.0,12.9427,500,30.6775,
500.0,0.00333333,2,100,10.9018962163,5.43914e-20,0.00333333,0.00333333,299.999969474,907.367122778,907.367122778,10.9018962163,0.9,10.4479,1.0,1.0,10.9018962163,1.0,500.0,1.0,12.2624,500,30.4592,
500.0,0.0025,2,100,9.17566824276,5.4346e-20,0.0025,0.0025,400.0,1020.44849336,1020.44849336,9.17566824276,0.9,9.9193,1.0,1.0,9.17566824276,1.0,500.0,1.0,11.4907,500,30.8248,
500.0,2.36273e-41,1,100,12.3542013364,0.000251157,0.331205,0.002,7.85379069712,1021.19958219,1021.19958219,12.3542013364,0.9,32.1205,28.4704,1.67334,12.3542013364,1.97676e-38,17.56212791,277.109,39.6489,500,190.252,175.813
500.0,0.01,2,100,19.702684425,3.50449e-18,0.01,0.01,100.0,1019.89548288,1019.89548288,19.702684425,0.9,16.3187,1.0,1.0,19.702684425,1.0,500.0,1.0,19.7027,500,31.7757,
500.0,0.005,2,100,10.0914749726,2.1793e-19,0.005,0.005,200.000000102,1417.34753437,1417.34753437,10.0914749726,0.9,12.5043,1.0,1.0,10.0914749726,1.0,500.0,1.0,14.8971,500,35.0646,
500.0,0.00333333,2,100,8.87213449215,5.43914e-20,0.00333333,0.00333333,299.999969474,1646.18459956,1646.18459956,8.87213449215,0.9,10.935,1.0,1.0,8.87213449215,1.0,500.0,1.0,12.8888,500,37.0269,
500.0,0.0025,2,100,18.3084559085,5.4346e-20,0.0025,0.0025,400.0,1061.93600143,1061.93600143,18.3084559085,0.9,12.5517,1.0,1.0,18.3084559085,1.0,500.0,1.0,14.2437,500,36.0081,
500.0,3.46081e-10,1,100,15.5309325492,2.06508e-05,0.0731751,0.002,81.2694427579,1324.24632866,1324.24632866,15.5309325492,0.9,19.4772,1.0,0.941207,15.5309325492,1.62867e-07,499.999046328,34.4365,20.9906,500,89.9299,4.57349
500.0,0.01,2,100,14.5638131135,3.50449e-18,0.01,0.01,100.0,1206.93129983,1206.93129983,14.5638131135,0.9,11.6363,1.0,1.0,14.5638131135,1.0,500.0,1.0,14.5638,500,34.5668,
500.0,0.005,2,100,14.7717585921,2.1793e-19,0.005,0.005,200.000000102,1548.97312874,1548.97312874,14.7717585921,0.9,12.5977,1.0,1.0,14.7717585921,1.0,500.0,1.0,14.6678,500,36.9349,
500.0,0.00333333,2,100,13.1262657818,5.43914e-20,0.00333333,0.00333333,299.999969474,1492.39111876,1492.39111876,13.1262657818,0.9,12.4458,1.0,1.0,13.1262657818,1.0,500.0,1.0,14.1539,500,37.4496,
500.0,0.0025,2,100,13.2546844883,5.4346e-20,0.0025,0.0025,400.0,1438.17027867,1438.17027867,13.2546844883,0.9,12.3328,1.0,1.0,13.2546844883,1.0,500.0,1.0,13.9291,500,37.5227,
500.0,2.16606e-36,1,100,22.1902317526,0.000128363,0.214725,0.002,15.1393680071,1051.70516755,1051.70516755,22.1902317526,0.9,25.3954,13.0335,1.1733,22.1902317526,1.27072e-33,38.3625524918,125.968,30.55,500,95.901,44.1769
500.0,0.01,2,100,23.3745541883,3.50449e-18,0.01,0.01,100.0,1325.53219401,1325.53219401,23.3745541883,0.9,19.563,1.0,1.0,23.3745541883,1.0,500.0,1.0,23.3746,500,36.2254,
500.0,0.005,2,100,16.9020089046,2.1793e-19,0.005,0.005,200.000000102,1431.76745424,1431.76745424,16.9020089046,0.9,17.4431,1.0,1.0,16.9020089046,1.0,500.0,1.0,20.1383,500,37.0855,
500.0,0.00333333,2,100,22.3752928936,5.43914e-20,0.00333333,0.00333333,299.999969474,1366.85370289,1366.85370289,22.3752928936,0.9,18.6833,1.0,1.0,22.3752928936,1.0,500.0,1.0,20.884,500,37.0009,
500.0,0.0025,2,100,19.5647673564,5.4346e-20,0.0025,0.0025,400.0,1344.02226748,1344.02226748,19.5647673564,0.9,18.6484,1.0,1.0,19.5647673564,1.0,500.0,1.0,20.5542,500,36.8751,
500.0,1.05735e-05,1,100,18.0354970056,0.000578046,0.536052,0.002,3.44299193511,1551.52196584,1551.52196584,18.0354970056,0.9,38.6354,23.9621,2.19595,18.0354970056,0.0116094,20.8663004281,588.571,46.9795,500,288.445,696.86
500.0,0.01,2,100,14.3129705925,3.50449e-18,0.01,0.01,100.0,1761.79913709,1761.79913709,14.3129705925,0.9,11.1583,1.0,1.0,14.3129705925,1.0,500.0,1.0,14.313,500,41.7634,
500.0,0.005,2,100,16.4992411822,2.1793e-19,0.005,0.005,200.000000102,1471.69725962,1471.69725962,16.4992411822,0.9,13.0463,1.0,1.0,16.4992411822,1.0,500.0,1.0,15.4061,500,40.0222,
500.0,0.00333333,2,100,20.8996982691,5.43914e-20,0.00333333,0.00333333,299.999969474,1491.87560581,1491.87560581,20.8996982691,0.9,15.3106,1.0,1.0,20.8996982691,1.0,500.0,1.0,17.2373,500,39.5838,
500.0,0.0025,2,100,10.1226131615,5.4346e-20,0.0025,0.0025,400.0,1512.45603316,1512.45603316,10.1226131615,0.9,13.79,1.0,1.0,10.1226131615,1.0,500.0,1.0,15.4586,500,39.4839,
500.0,,1,100,17.069897558,0.000580444,0.482003,0.002,3.42886753307,2012.30765383,2012.30765383,17.069897558,0.9,35.4588,147.038,1.66399,17.069897558,,3.40047458039,401.024,53.5562,500,164.024,401.791
500.0,0.01,2,100,18.2069072917,3.50449e-18,0.01,0.01,100.0,1418.76360132,1418.76360132,18.2069072917,0.9,15.2327,1.0,1.0,18.2069072917,1.0,500.0,1.0,18.2069,500,37.4777,
500.0,0.005,2,100,14.2908255549,2.1793e-19,0.005,0.005,200.000000102,1858.31722542,1858.31722542,14.2908255549,0.9,13.928,1.0,1.0,14.2908255549,1.0,500.0,1.0,16.2489,500,40.3236,
500.0,0.00333333,2,100,19.7830773389,5.43914e-20,0.00333333,0.00333333,299.999969474,1163.89426646,1163.89426646,19.7830773389,0.9,15.532,1.0,1.0,19.7830773389,1.0,500.0,1.0,17.4269,500,38.3517,
500.0,0.0025,2,100,18.5682779866,5.4346e-20,0.0025,0.0025,400.0,1185.05567675,1185.05567675,18.5682779866,0.9,16.0712,1.0,1.0,18.5682779866,1.0,500.0,1.0,17.7123,500,37.3723,
500.0,5.98752e-13,1,100,21.674321124,8.45277e-05,0.129245,0.002,22.6350409334,730.42512217,730.42512217,21.674321124,0.9,30.48,17.0729,1.20543,21.674321124,3.60878e-10,29.2861282796,77.8979,36.5449,500,137.178,30.7061
500.0,0.01,2,100,20.3843105425,3.50449e-18,0.01,0.01,100.0,1077.98051303,1077.98051303,20.3843105425,0.9,17.3946,1.0,1.0,20.3843105425,1.0,500.0,1.0,20.3843,500,32.668,
500.0,0.005,2,100,11.7195141984,2.1793e-19,0.005,0.005,200.000000102,1638.8572619,1638.8572619,11.7195141984,0.9,13.9378,1.0,1.0,11.7195141984,1.0,500.0,1.0,16.0519,500,36.927,
500.0,0.00333333,2,100,23.2571376488,5.43914e-20,0.00333333,0.00333333,299.999969474,850.297124684,850.297124684,23.2571376488,0.9,16.5564,1.0,1.0,23.2571376488,1.0,500.0,1.0,18.4537,500,34.6584,
500.0,0.0025,2,100,18.1953729435,5.4346e-20,0.0025,0.0025,400.0,1537.51700601,1537.51700601,18.1953729435,0.9,16.746,1.0,1.0,18.1953729435,1.0,500.0,1.0,18.3891,500,35.7974,
500.0,3.83806e-06,1,100,23.6622674682,0.000716363,0.596385,0.002,2.78191773071,978.317332612,978.317332612,23.6622674682,0.9,31.5262,22.6094,2.47636,23.6622674682,0.00475221,22.1147163793,738.432,38.514,500,168.519,1098.25
500.0,0.01,2,100,11.218414469,3.50449e-18,0.01,0.01,100.0,1470.88936901,1470.88936901,11.218414469,0.9,8.06931,1.0,1.0,11.218414469,1.0,500.0,1.0,11.2184,500,38.1599,
500.0,0.005,2,100,19.4499487878,2.1793e-19,0.005,0.005,200.000000102,1193.51206737,1193.51206737,19.4499487878,0.9,13.1074,1.0,1.0,19.4499487878,1.0,500.0,1.0,15.3342,500,36.5488,
500.0,0.00333333,2,100,20.2119460615,5.43914e-20,0.00333333,0.00333333,299.999969474,1091.18312319,1091.18312319,20.2119460615,0.9,15.142,1.0,1.0,20.2119460615,1.0,500.0,1.0,16.9601,500,35.439,
500.0,0.0025,2,100,22.0472477587,5.4346e-20,0.0025,0.0025,400.0,952.898082016,952.898082016,22.0472477587,0.9,16.6573,1.0,1.0,22.0472477587,1.0,500.0,1.0,18.2319,500,34.3895,
