AvgNormIw,ESSRenyi,BatchSize,ESSClassic,Bound,Delta,IterType,J,AvgDiscRet,AvgVanillaIw,VarDiscRet,MinNormIw,VarRet,EpsThisIter,AvgEpLen,VanillaAvgRet,VarNormIw,eRenyi2,MinVanillaIw,AvgRet,MaxNormIw,VarVanillaIw,MaxVanillaIw,VarJ
0.01,200.0,200,100.0,-111.208,0.5,2,-69.4945,-69.4944874379,1.0,2609.69932614,0.01,2609.69932614,100,99.04,-69.4944874379,3.50449e-18,1.0,1.0,-69.4944874379,0.01,,1.0,50.8291
0.005,179.199994531,200,175.319312999,-99.2011,0.5,1,-68.0398,-73.2939445625,0.975545,3775.04878608,0.000338857,3775.04878608,100,103.44,-73.2939445625,3.53708e-06,1.11607,0.066114,-73.2939445625,0.0130834,0.134648,2.55269,41.6646
0.01,200.0,200,100.0,-123.291,0.5,2,-81.5763,-81.5763422292,1.0,6091.75708419,0.01,6091.75708419,100,112.78,-81.5763422292,3.50449e-18,1.0,1.0,-81.5763422292,0.01,,1.0,77.6585
0.005,190.311967176,200,191.046837917,-104.027,0.5,1,-73.7889,-69.1074466759,0.986577,1367.3272604,0.00330255,1367.3272604,100,98.88,-69.1074466759,1.17748e-06,1.05091,0.651645,-69.1074466759,0.0087993,0.0458431,1.73624,53.3648
0.01,200.0,200,100.0,-121.921,0.5,2,-80.2067,-80.2066971494,1.0,6144.65841238,0.01,6144.65841238,100,111.43,-80.2066971494,3.50449e-18,1.0,1.0,-80.2066971494,0.01,,1.0,77.9949
0.005,188.400233439,200,188.869295731,-99.6839,0.5,1,-69.2931,-62.2634217925,0.988114,118.723079159,0.000767485,118.723079159,100,90.47,-62.2634217925,1.48074e-06,1.06157,0.151673,-62.2634217925,0.00666963,0.0578297,1.31807,48.6461
0.01,200.0,200,100.0,-129.251,0.5,2,-87.537,-87.5370116358,1.0,8368.56621716,0.01,8368.56621716,100,120.01,-87.5370116358,3.50449e-18,1.0,1.0,-87.5370116358,0.01,,1.0,91.0213
0.005,185.468753886,200,186.329178738,-114.091,0.5,1,-83.4611,-84.5003898984,0.993755,7265.35618725,0.00204229,7265.35618725,100,116.27,-84.5003898984,1.84344e-06,1.07835,0.405907,-84.5003898984,0.012735,0.0728194,2.53109,81.7166
0.01,200.0,200,100.0,-126.767,0.5,2,-85.0536,-85.0535652258,1.0,7213.52266068,0.01,7213.52266068,100,116.9,-85.0535652258,3.50449e-18,1.0,1.0,-85.0535652258,0.01,,1.0,84.5067
0.005,146.618279849,200,145.921901639,-113.304,0.5,1,-78.8544,-94.4725953999,1.01313,10508.2620983,2.72772e-05,10508.2620983,100,127.6,-94.4725953999,9.31146e-06,1.36409,0.00552707,-94.4725953999,0.0101445,0.382303,2.05554,76.4752
0.01,200.0,200,100.0,-122.303,0.5,2,-80.5895,-80.5894812207,1.0,6099.72754171,0.01,6099.72754171,100,112.09,-80.5894812207,3.50449e-18,1.0,1.0,-80.5894812207,0.01,,1.0,77.7093
0.005,152.264299904,200,152.870075639,-117.14,0.5,1,-83.3345,-100.87255246,1.03142,11341.4173749,0.00016246,11341.4173749,100,136.02,-100.87255246,7.74624e-06,1.31351,0.0335131,-100.87255246,0.0124962,0.32963,2.57778,74.6609
0.01,200.0,200,100.0,-112.153,0.5,2,-70.439,-70.4390477474,1.0,2584.77707909,0.01,2584.77707909,100,99.92,-70.4390477474,3.50449e-18,1.0,1.0,-70.4390477474,0.01,,1.0,50.5859
0.005,190.104667833,200,191.38391567,-105.937,0.5,1,-75.683,-85.0431860013,0.984463,7243.64556419,0.000821272,7243.64556419,100,116.96,-85.0431860013,1.13116e-06,1.05205,0.161702,-85.0431860013,0.00734843,0.0438513,1.44685,64.7174
0.01,200.0,200,100.0,-109.177,0.5,2,-67.4632,-67.4631592837,1.0,1369.06460983,0.01,1369.06460983,100,96.76,-67.4631592837,3.50449e-18,1.0,1.0,-67.4631592837,0.01,,1.0,36.8154
0.005,180.357506826,200,181.634408877,-98.8172,0.5,1,-67.7561,-73.9978168958,0.988395,3777.79539229,0.000739457,3777.79539229,100,103.94,-73.9978168958,2.54053e-06,1.10891,0.146175,-73.9978168958,0.00734537,0.099276,1.45203,34.7554
0.01,200.0,200,100.0,-109.072,0.5,2,-67.361,-67.361050839,1.0,1369.98285334,0.01,1369.98285334,100,96.74,-67.361050839,3.50449e-18,1.0,1.0,-67.361050839,0.01,,1.0,36.8277
0.005,194.233682908,200,194.18795067,-99.1921,0.5,1,-69.2619,-73.1849659361,1.0192,3784.28202619,0.00413757,3784.28202619,100,103.15,-73.1849659361,7.52014e-07,1.02969,0.843403,-73.1849659361,0.0088772,0.0312468,1.80953,44.6856
0.01,200.0,200,100.0,-115.676,0.5,2,-73.9622,-73.9622325329,1.0,3789.92084912,0.01,3789.92084912,100,104.15,-73.9622325329,3.50449e-18,1.0,1.0,-73.9622325329,0.01,,1.0,61.2537
0.005,187.023999005,200,188.192162251,-106.845,0.5,1,-76.3423,-83.3074462803,1.00662,6052.028166,0.00369006,6052.028166,100,115.55,-83.3074462803,1.57647e-06,1.06938,0.742901,-83.3074462803,0.0114897,0.0638968,2.31316,60.1823
0.01,200.0,200,100.0,-122.48,0.5,2,-80.7661,-80.7661428984,1.0,6123.32280076,0.01,6123.32280076,100,111.75,-80.7661428984,3.50449e-18,1.0,1.0,-80.7661428984,0.01,,1.0,77.8594
0.005,184.592790378,200,182.046251566,-106.918,0.5,1,-76.215,-77.8372217311,1.02045,4944.71594662,0.00165732,4944.71594662,100,109.54,-77.8372217311,2.47793e-06,1.08347,0.338244,-77.8372217311,0.0178554,0.103213,3.64411,64.3055
0.01,200.0,200,100.0,-126.899,0.5,2,-85.1851,-85.1851070397,1.0,7212.36344484,0.01,7212.36344484,100,117.5,-85.1851070397,3.50449e-18,1.0,1.0,-85.1851070397,0.01,,1.0,84.4999
0.005,184.324925382,200,182.394016828,-104.023,0.5,1,-73.2984,-66.3165179703,0.978474,1344.18248915,0.00102575,1344.18248915,100,95.36,-66.3165179703,2.42531e-06,1.08504,0.200735,-66.3165179703,0.0103563,0.0928807,2.02668,56.8451
0.01,200.0,200,100.0,-115.752,0.5,2,-74.0384,-74.0384020665,1.0,3796.70809149,0.01,3796.70809149,100,104.71,-74.0384020665,3.50449e-18,1.0,1.0,-74.0384020665,0.01,,1.0,61.3086
0.005,195.424536489,200,195.252863931,-99.7876,0.5,1,-69.9484,-67.3901694334,0.997388,1383.34950928,0.00434866,1383.34950928,100,96.68,-67.3901694334,6.10875e-07,1.02341,0.867461,-67.3901694334,0.0109693,0.0243075,2.18813,46.175
0.01,200.0,200,100.0,-131.65,0.5,2,-89.936,-89.9359915322,1.0,8242.90036903,0.01,8242.90036903,100,123.21,-89.9359915322,3.50449e-18,1.0,1.0,-89.9359915322,0.01,,1.0,90.3353
0.005,171.843317212,200,135.063350877,-110.277,0.5,1,-78.4562,-76.0081262697,1.06598,5009.91488647,0.00285559,5009.91488647,100,106.29,-76.0081262697,1.20801e-05,1.16385,0.608802,-76.0081262697,0.0293508,0.549072,6.2575,65.851
0.01,200.0,200,100.0,-75.8942,0.5,2,-64.6993,-64.6993442582,1.0,158.785126829,0.01,158.785126829,100,93.71,-64.6993442582,3.50449e-18,1.0,1.0,-64.6993442582,0.01,,1.0,12.5378
0.005,187.059197894,200,185.932607904,-96.0203,0.5,1,-65.5226,-70.1001665539,0.977269,2558.52047882,0.000360789,2558.52047882,100,99.93,-70.1001665539,1.90097e-06,1.06918,0.0705176,-70.1001665539,0.00682992,0.0726212,1.33493,22.332
0.01,200.0,200,100.0,-122.61,0.5,2,-80.8955,-80.8955372559,1.0,6120.65732829,0.01,6120.65732829,100,111.98,-80.8955372559,3.50449e-18,1.0,1.0,-80.8955372559,0.01,,1.0,77.8425
0.005,174.815329785,200,178.607768837,-112.488,0.5,1,-80.9379,-88.3556266864,1.00034,8307.07899786,0.00037176,8307.07899786,100,121.46,-88.3556266864,3.00936e-06,1.14406,0.0743771,-88.3556266864,0.0110591,0.120455,2.21256,73.9021
0.01,200.0,200,100.0,-121.581,0.5,2,-79.8674,-79.8674338017,1.0,6154.21923464,0.01,6154.21923464,100,111.26,-79.8674338017,3.50449e-18,1.0,1.0,-79.8674338017,0.01,,1.0,78.0556
0.005,181.062686253,200,179.816929171,-104.218,0.5,1,-73.2172,-73.772898389,1.01986,3792.32565147,0.000428585,3792.32565147,100,103.78,-73.772898389,2.82016e-06,1.10459,0.0874194,-73.772898389,0.0160597,0.117332,3.27574,59.1374
0.01,200.0,200,100.0,-115.717,0.5,2,-74.0077,-74.0076983961,1.0,3773.19111858,0.01,3773.19111858,100,104.4,-74.0076983961,3.50449e-18,1.0,1.0,-74.0076983961,0.01,,1.0,61.1184
0.005,186.737583814,200,187.198006133,-106.703,0.5,1,-76.177,-83.3689575027,1.00541,7308.99834225,0.00390906,7308.99834225,100,114.79,-83.3689575027,1.71828e-06,1.07102,0.786039,-83.3689575027,0.0124253,0.0694762,2.49849,63.7202
0.01,200.0,200,100.0,-122.905,0.5,2,-81.1904,-81.1903564431,1.0,6110.01059995,0.01,6110.01059995,100,112.52,-81.1903564431,3.50449e-18,1.0,1.0,-81.1903564431,0.01,,1.0,77.7747
0.005,180.661898684,200,176.867916685,-106.938,0.5,1,-75.9028,-76.3373587017,0.989989,4993.77286762,0.000711381,4993.77286762,100,106.11,-76.3373587017,3.28611e-06,1.10704,0.140852,-76.3373587017,0.0102083,0.128826,2.02122,62.1134
0.01,200.0,200,100.0,-123.193,0.5,2,-81.4785,-81.4785284871,1.0,6093.41630233,0.01,6093.41630233,100,113.24,-81.4785284871,3.50449e-18,1.0,1.0,-81.4785284871,0.01,,1.0,77.6691
0.005,189.19859857,200,183.893794445,-107.028,0.5,1,-76.7017,-75.3562217771,1.01471,3785.37958618,0.00353817,3785.37958618,100,105.7,-75.3562217771,2.2006e-06,1.05709,0.71804,-75.3562217771,0.0171133,0.0906321,3.473,62.0522
0.01,200.0,200,100.0,-116.111,0.5,2,-74.397,-74.397044221,1.0,3761.09909929,0.01,3761.09909929,100,104.8,-74.397044221,3.50449e-18,1.0,1.0,-74.397044221,0.01,,1.0,61.0204
0.005,175.798264946,200,178.149989069,-105.534,0.5,1,-74.073,-81.232078774,1.0313,6084.50822175,0.000257468,6084.50822175,100,112.56,-81.232078774,3.08165e-06,1.13767,0.0531054,-81.232078774,0.00713804,0.131103,1.47229,57.6832
0.01,200.0,200,100.0,-119.822,0.5,2,-78.1074,-78.1073605208,1.0,4950.62722023,0.01,4950.62722023,100,109.2,-78.1073605208,3.50449e-18,1.0,1.0,-78.1073605208,0.01,,1.0,70.008
0.005,181.41569026,200,179.999016404,-104.589,0.5,1,-73.6186,-75.19594236,1.00594,3797.75386792,0.000975409,3797.75386792,100,105.82,-75.19594236,2.79188e-06,1.10244,0.196241,-75.19594236,0.00846118,0.113006,1.70229,54.8091
0.01,200.0,200,100.0,-137.216,0.5,2,-95.5027,-95.5027176845,1.0,10405.8902377,0.01,10405.8902377,100,129.28,-95.5027176845,3.50449e-18,1.0,1.0,-95.5027176845,0.01,,1.0,101.498
0.005,177.594014745,200,177.073064279,-111.998,0.5,1,-80.6965,-74.3956949063,0.995661,3789.53799328,0.000463398,3789.53799328,100,104.6,-74.3956949063,3.25319e-06,1.12616,0.0922774,-74.3956949063,0.00782301,0.129001,1.55781,77.2449
0.01,200.0,200,100.0,-110.948,0.5,2,-69.2349,-69.2349200422,1.0,1370.2351331,0.01,1370.2351331,100,99.42,-69.2349200422,3.50449e-18,1.0,1.0,-69.2349200422,0.01,,1.0,36.8311
0.005,185.787386974,200,186.955242469,-99.9084,0.5,1,-69.305,-73.6336356476,1.01835,2577.63689859,0.00124055,2577.63689859,100,104.88,-73.6336356476,1.75313e-06,1.0765,0.252664,-73.6336356476,0.00661828,0.0727228,1.34795,31.2256
0.01,200.0,200,100.0,-113.536,0.5,2,-71.8228,-71.8228381792,1.0,2570.1677598,0.01,2570.1677598,100,102.21,-71.8228381792,3.50449e-18,1.0,1.0,-71.8228381792,0.01,,1.0,50.4427
0.005,193.05952076,200,193.510245384,-100.015,0.5,1,-69.9931,-70.2938003218,1.00974,2579.61225757,0.00288816,2579.61225757,100,100.29,-70.2938003218,8.4264e-07,1.03595,0.583255,-70.2938003218,0.00782057,0.0343651,1.57934,46.1182
0.01,200.0,200,100.0,-118.484,0.5,2,-76.7701,-76.7701083581,1.0,4991.66793815,0.01,4991.66793815,100,107.22,-76.7701083581,3.50449e-18,1.0,1.0,-76.7701083581,0.01,,1.0,70.2976
0.005,192.322138702,200,194.295293377,-105.217,0.5,1,-75.1371,-76.4011430252,0.991891,4987.41139592,0.00396729,4987.41139592,100,106.78,-76.4011430252,7.37709e-07,1.03992,0.787023,-76.4011430252,0.00942459,0.0290318,1.86963,64.0616
0.01,200.0,200,100.0,-116.046,0.5,2,-74.3319,-74.3319273809,1.0,3806.86933317,0.01,3806.86933317,100,104.69,-74.3319273809,3.50449e-18,1.0,1.0,-74.3319273809,0.01,,1.0,61.3906
0.005,148.598285469,200,142.875284825,-107.745,0.5,1,-73.5247,-88.4800725433,0.975269,8359.61780227,1.84741e-06,8359.61780227,100,120.66,-88.4800725433,1.00458e-05,1.34591,0.000360345,-88.4800725433,0.0157018,0.382202,3.06269,58.1403
0.01,200.0,200,100.0,-122.588,0.5,2,-80.8742,-80.874204133,1.0,6103.49309904,0.01,6103.49309904,100,112.32,-80.874204133,3.50449e-18,1.0,1.0,-80.874204133,0.01,,1.0,77.7332
0.005,194.038625414,200,196.643452666,-108.556,0.5,1,-78.6099,-78.487740481,0.992976,4962.72047489,0.00392922,4962.72047489,100,109.61,-78.487740481,4.28877e-07,1.03072,0.780325,-78.487740481,0.00780141,0.0169149,1.54932,69.3356
0.01,200.0,200,100.0,-127.282,0.5,2,-85.5684,-85.5683971111,1.0,7185.59112245,0.01,7185.59112245,100,117.88,-85.5683971111,3.50449e-18,1.0,1.0,-85.5683971111,0.01,,1.0,84.343
0.005,183.526657185,200,183.274726453,-108.961,0.5,1,-78.1694,-76.6703079922,0.992169,4978.53812398,0.0011339,4978.53812398,100,107.3,-76.6703079922,2.29291e-06,1.08976,0.225003,-76.6703079922,0.00843307,0.0902857,1.67341,69.6946
0.01,200.0,200,100.0,-114.379,0.5,2,-72.6689,-72.6689019617,1.0,2586.18764331,0.01,2586.18764331,100,103.5,-72.6689019617,3.50449e-18,1.0,1.0,-72.6689019617,0.01,,1.0,50.5997
0.005,191.71588248,200,191.792970841,-107.855,0.5,1,-77.7279,-85.4236971435,0.995853,7208.97124439,0.00414951,7208.97124439,100,118.05,-85.4236971435,1.07516e-06,1.04321,0.82646,-85.4236971435,0.013618,0.0426504,2.71231,65.3787
0.01,200.0,200,100.0,-128.577,0.5,2,-86.8631,-86.8631443854,1.0,7171.55406233,0.01,7171.55406233,100,119.69,-86.8631443854,3.50449e-18,1.0,1.0,-86.8631443854,0.01,,1.0,84.2605
0.005,175.255188514,200,177.145268168,-112.92,0.5,1,-81.4095,-84.4764117245,0.983223,7245.60631414,0.0017625,7245.60631414,100,116.14,-84.4764117245,3.24162e-06,1.14119,0.346587,-84.4764117245,0.0121406,0.125351,2.38738,73.6297
0.01,200.0,200,100.0,-116.731,0.5,2,-75.0131,-75.0131222218,1.0,3761.45516981,0.01,3761.45516981,100,105.72,-75.0131222218,3.50449e-18,1.0,1.0,-75.0131222218,0.01,,1.0,61.0233
0.005,141.027316598,200,141.223329944,-105.853,0.5,1,-70.7234,-83.3449997236,0.98488,6044.20712678,2.47513e-07,6044.20712678,100,116.01,-83.3449997236,1.04572e-05,1.41816,4.87541e-05,-83.3449997236,0.0103436,0.405735,2.03744,34.1587
0.01,200.0,200,100.0,-123.18,0.5,2,-81.4671,-81.4671530177,1.0,6102.04565875,0.01,6102.04565875,100,113.28,-81.4671530177,3.50449e-18,1.0,1.0,-81.4671530177,0.01,,1.0,77.724
0.005,194.444861678,200,194.99731374,-108.242,0.5,1,-78.3277,-76.9115293582,0.990481,4962.51153869,0.00413115,4962.51153869,100,108.19,-76.9115293582,6.44595e-07,1.02857,0.818365,-76.9115293582,0.00965272,0.0252953,1.91217,69.9579
0.01,200.0,200,100.0,-125.768,0.5,2,-84.0542,-84.0541640811,1.0,7276.816315,0.01,7276.816315,100,115.17,-84.0541640811,3.50449e-18,1.0,1.0,-84.0541640811,0.01,,1.0,84.8767
0.005,195.008783244,200,195.807802848,-112.507,0.5,1,-82.6356,-82.6141904259,1.01373,6053.50963919,0.00271846,6053.50963919,100,114.39,-82.6141904259,5.37929e-07,1.02559,0.55116,-82.6141904259,0.00617948,0.0221122,1.25287,79.4381
0.01,200.0,200,100.0,-124.454,0.5,2,-82.7361,-82.7361043532,1.0,6063.60694116,0.01,6063.60694116,100,115.45,-82.7361043532,3.50449e-18,1.0,1.0,-82.7361043532,0.01,,1.0,77.4788
0.005,184.089766444,200,184.127354951,-102.891,0.5,1,-72.1435,-66.733837503,1.01394,1354.52633194,0.00090358,1354.52633194,100,95.93,-66.733837503,2.16594e-06,1.08643,0.183235,-66.733837503,0.0103647,0.0890703,2.10183,49.8984
0.01,200.0,200,100.0,-111.43,0.5,2,-69.7162,-69.716198381,1.0,2589.32529405,0.01,2589.32529405,100,99.96,-69.716198381,3.50449e-18,1.0,1.0,-69.716198381,0.01,,1.0,50.6303
0.005,191.468317235,200,191.528307897,-107.91,0.5,1,-77.7638,-88.2849829395,1.00279,8339.60278764,0.000647833,8339.60278764,100,120.25,-88.2849829395,1.11136e-06,1.04456,0.129929,-88.2849829395,0.00604333,0.044703,1.21204,70.5613
0.01,200.0,200,100.0,-132.714,0.5,2,-90.9998,-90.9998396756,1.0,8200.89994885,0.01,8200.89994885,100,124.64,-90.9998396756,3.50449e-18,1.0,1.0,-90.9998396756,0.01,,1.0,90.1049
0.005,186.885937997,200,189.986795272,-114.052,0.5,1,-83.5362,-80.2927835906,0.9921,6109.23576153,0.00283561,6109.23576153,100,111.95,-80.2927835906,1.32424e-06,1.07017,0.562642,-80.2927835906,0.0109639,0.0521361,2.17545,78.5646
0.01,200.0,200,100.0,-123.887,0.5,2,-82.1734,-82.1734324655,1.0,6149.89994516,0.01,6149.89994516,100,113.42,-82.1734324655,3.50449e-18,1.0,1.0,-82.1734324655,0.01,,1.0,78.0282
0.005,179.500891876,200,179.532423761,-108.888,0.5,1,-77.7534,-80.2929704027,0.987325,6179.34698924,0.000327444,6179.34698924,100,111.22,-80.2929704027,2.86445e-06,1.1142,0.0646588,-80.2929704027,0.00953951,0.111692,1.88372,70.5364
0.01,200.0,200,100.0,-125.384,0.5,2,-83.6703,-83.6702831858,1.0,7286.58466909,0.01,7286.58466909,100,114.69,-83.6702831858,3.50449e-18,1.0,1.0,-83.6702831858,0.01,,1.0,84.9336
0.005,195.948999023,200,196.195617512,-109.606,0.5,1,-79.8064,-77.1970945273,0.999993,4983.35716611,0.00247445,4983.35716611,100,107.87,-77.1970945273,4.87201e-07,1.02067,0.494887,-77.1970945273,0.00612521,0.0194878,1.22503,76.2392
0.01,200.0,200,100.0,-115.176,0.5,2,-73.4679,-73.4678922288,1.0,3798.5078225,0.01,3798.5078225,100,103.56,-73.4678922288,3.50449e-18,1.0,1.0,-73.4678922288,0.01,,1.0,61.3231
0.005,188.391750081,200,186.479446082,-100.454,0.5,1,-70.0627,-70.135268276,1.0,2586.36397928,0.00191802,2586.36397928,100,100.07,-70.135268276,1.82172e-06,1.06162,0.383604,-70.135268276,0.00855148,0.0728689,1.7103,48.6946
0.01,200.0,200,100.0,-119.132,0.5,2,-77.418,-77.4180088134,1.0,4983.3722273,0.01,4983.3722273,100,108.29,-77.4180088134,3.50449e-18,1.0,1.0,-77.4180088134,0.01,,1.0,70.2392
0.005,189.261048734,200,188.782189061,-107.167,0.5,1,-76.8453,-79.9650477406,0.993218,6138.22692899,0.00426876,6138.22692899,100,110.99,-79.9650477406,1.49302e-06,1.05674,0.847962,-79.9650477406,0.0122905,0.0589134,2.44142,68.0669
0.01,200.0,200,100.0,-112.363,0.5,2,-70.6498,-70.6497734281,1.0,2576.97577248,0.01,2576.97577248,100,100.84,-70.6497734281,3.50449e-18,1.0,1.0,-70.6497734281,0.01,,1.0,50.5095
0.005,190.210492972,200,191.801786203,-95.9919,0.5,1,-65.7466,-63.9421759684,1.01324,148.356115725,0.00071573,148.356115725,100,92.91,-63.9421759684,1.07396e-06,1.05147,0.145041,-63.9421759684,0.00728586,0.0441033,1.47646,24.879
0.01,200.0,200,100.0,-110.182,0.5,2,-68.4739,-68.4739465497,1.0,1413.79202238,0.01,1413.79202238,100,97.74,-68.4739465497,3.50449e-18,1.0,1.0,-68.4739465497,0.01,,1.0,37.4119
0.005,161.04672013,200,157.189488725,-103.995,0.5,1,-71.1245,-86.8924141641,1.01864,8405.68041367,3.81541e-05,8405.68041367,100,118.33,-86.8924141641,6.84296e-06,1.24188,0.00777307,-86.8924141641,0.0172783,0.284019,3.52008,44.5753
0.01,200.0,200,100.0,-113.214,0.5,2,-71.5005,-71.5004506165,1.0,2580.10534341,0.01,2580.10534341,100,102.03,-71.5004506165,3.50449e-18,1.0,1.0,-71.5004506165,0.01,,1.0,50.5401
0.005,177.992111031,200,179.195491013,-100.987,0.5,1,-69.7205,-75.7931365235,1.04599,4995.68788241,0.000755443,4995.68788241,100,105.51,-75.7931365235,2.91707e-06,1.12365,0.158037,-75.7931365235,0.00850944,0.127661,1.78015,42.575
0.01,200.0,200,100.0,-116.692,0.5,2,-74.9789,-74.9789000113,1.0,3780.17472797,0.01,3780.17472797,100,105.5,-74.9789000113,3.50449e-18,1.0,1.0,-74.9789000113,0.01,,1.0,61.1749
0.005,190.460197771,200,190.14990997,-101.776,0.5,1,-71.5506,-71.0012076728,0.972951,2590.01639783,0.00215437,2590.01639783,100,100.88,-71.0012076728,1.30155e-06,1.05009,0.41922,-71.0012076728,0.0090471,0.0492838,1.76048,48.9463
0.01,200.0,200,100.0,-115.894,0.5,2,-74.1799,-74.1799240188,1.0,3788.02228263,0.01,3788.02228263,100,103.91,-74.1799240188,3.50449e-18,1.0,1.0,-74.1799240188,0.01,,1.0,61.2384
0.005,185.847728676,200,186.804292867,-108.628,0.5,1,-78.0298,-85.1382470495,1.00347,7219.52577549,0.000865919,7219.52577549,100,117.26,-85.1382470495,1.77485e-06,1.07615,0.173784,-85.1382470495,0.00957911,0.0714871,1.92246,67.8342
0.01,200.0,200,100.0,-130.874,0.5,2,-89.1595,-89.1594949096,1.0,8303.59864833,0.01,8303.59864833,100,121.65,-89.1594949096,3.50449e-18,1.0,1.0,-89.1594949096,0.01,,1.0,90.6673
0.005,188.570824197,200,187.317861178,-105.178,0.5,1,-74.8013,-64.4448209739,1.02157,1376.16593737,0.00378251,1376.16593737,100,92.54,-64.4448209739,1.7011e-06,1.06061,0.772819,-64.4448209739,0.0167304,0.071011,3.41825,62.7351
0.01,200.0,200,100.0,-122.694,0.5,2,-80.9803,-80.9803441414,1.0,6135.60849918,0.01,6135.60849918,100,112.67,-80.9803441414,3.50449e-18,1.0,1.0,-80.9803441414,0.01,,1.0,77.9375
0.005,191.0409909,200,187.243221067,-104.6,0.5,1,-74.4194,-70.7783164601,1.03029,2573.9525816,0.00400105,2573.9525816,100,100.69,-70.7783164601,1.7118e-06,1.0469,0.824451,-70.7783164601,0.0129121,0.0726832,2.66065,59.6768
0.01,200.0,200,100.0,-130.949,0.5,2,-89.2346,-89.23457081,1.0,8299.24784106,0.01,8299.24784106,100,122.19,-89.23457081,3.50449e-18,1.0,1.0,-89.23457081,0.01,,1.0,90.6436
0.005,189.03274888,200,179.404652571,-106.361,0.5,1,-76.0208,-66.3494301189,1.02941,1402.16600931,0.00374137,1402.16600931,100,94.81,-66.3494301189,2.88438e-06,1.05802,0.770282,-66.3494301189,0.0214262,0.122262,4.41127,63.2556
0.01,200.0,200,100.0,-137.21,0.5,2,-95.4956,-95.4955874124,1.0,10468.7396986,0.01,10468.7396986,100,128.7,-95.4955874124,3.50449e-18,1.0,1.0,-95.4955874124,0.01,,1.0,101.804
0.005,191.620872186,200,189.231254579,-115.601,0.5,1,-85.467,-79.8371865271,0.987308,4947.03212134,0.000416311,4947.03212134,100,111.49,-79.8371865271,1.42985e-06,1.04373,0.0822054,-79.8371865271,0.00714854,0.0557516,1.41156,84.4508
0.01,200.0,200,100.0,-122.424,0.5,2,-80.7101,-80.7100771126,1.0,6150.32836774,0.01,6150.32836774,100,111.4,-80.7100771126,3.50449e-18,1.0,1.0,-80.7100771126,0.01,,1.0,78.0309
0.005,181.036290743,200,180.335965119,-102.537,0.5,1,-71.5343,-72.0415409909,1.00472,3794.8633436,0.000514615,3794.8633436,100,101.39,-72.0415409909,2.73972e-06,1.10475,0.103409,-72.0415409909,0.00888499,0.110625,1.78538,55.9901
0.01,200.0,200,100.0,-116.629,0.5,2,-74.9176,-74.917626092,1.0,3778.75642232,0.01,3778.75642232,100,105.78,-74.917626092,3.50449e-18,1.0,1.0,-74.917626092,0.01,,1.0,61.1635
0.005,168.475714584,200,171.429608648,-109.142,0.5,1,-77.0048,-89.6920533566,1.01663,8269.66436472,0.000386417,8269.66436472,100,122.44,-89.6920533566,4.18743e-06,1.18711,0.0785687,-89.6920533566,0.0139511,0.173115,2.83663,60.871
0.01,200.0,200,100.0,-111.894,0.5,2,-70.18,-70.1799749449,1.0,2595.16098081,0.01,2595.16098081,100,99.86,-70.1799749449,3.50449e-18,1.0,1.0,-70.1799749449,0.01,,1.0,50.6874
0.005,191.405035427,200,190.434881289,-98.8714,0.5,1,-68.72,-69.907299023,0.975854,2582.10817748,0.00264218,2582.10817748,100,99.27,-69.907299023,1.26201e-06,1.0449,0.515675,-69.907299023,0.00784561,0.0480718,1.53123,42.564
0.01,200.0,200,100.0,-122.439,0.5,2,-80.7254,-80.7254514372,1.0,6123.34277955,0.01,6123.34277955,100,111.6,-80.7254514372,3.50449e-18,1.0,1.0,-80.7254514372,0.01,,1.0,77.8595
0.005,175.647362177,200,174.180253268,-105.625,0.5,1,-74.1502,-75.3275688346,1.00522,3753.43730096,1.32667e-05,3753.43730096,100,105.85,-75.3275688346,3.72452e-06,1.13865,0.00266718,-75.3275688346,0.00885216,0.150539,1.77967,58.402
0.01,200.0,200,100.0,-115.094,0.5,2,-73.3796,-73.379575721,1.0,3773.83988953,0.01,3773.83988953,100,103.47,-73.379575721,3.50449e-18,1.0,1.0,-73.379575721,0.01,,1.0,61.1237
0.005,197.345648742,200,197.785911479,-108.193,0.5,1,-78.4986,-84.3795773035,0.993297,7247.46435796,0.00439922,7247.46435796,100,115.9,-84.3795773035,2.81261e-07,1.01345,0.873947,-84.3795773035,0.00728395,0.0111001,1.44703,72.3155
0.01,200.0,200,100.0,-127.66,0.5,2,-85.9454,-85.9454289897,1.0,7204.7457072,0.01,7204.7457072,100,118.61,-85.9454289897,3.50449e-18,1.0,1.0,-85.9454289897,0.01,,1.0,84.4553
0.005,164.764677391,200,166.254946738,-110.855,0.5,1,-78.3572,-80.8087624761,1.00754,6119.28895319,0.000115203,6119.28895319,100,112.49,-80.8087624761,5.09979e-06,1.21385,0.0232144,-80.8087624761,0.00894455,0.207079,1.8024,72.3831
0.01,200.0,200,100.0,-110.891,0.5,2,-69.1772,-69.1771962364,1.0,2581.79510941,0.01,2581.79510941,100,98.2,-69.1771962364,3.50449e-18,1.0,1.0,-69.1771962364,0.01,,1.0,50.5567
0.005,191.421785634,200,192.201627178,-98.1702,0.5,1,-68.0201,-70.0840061752,1.00918,2592.6530527,0.00141652,2592.6530527,100,99.62,-70.0840061752,1.01944e-06,1.04481,0.285904,-70.0840061752,0.00749073,0.0415293,1.51189,40.0503
