VarRet,BatchSize,J,AvgVanillaIw,MaxNormIw,EpsThisIter,IterType,MinNormIw,AvgDiscRet,AvgNormIw,VarVanillaIw,VanillaAvgRet,MinVanillaIw,MaxVanillaIw,AvgRet,Delta,Bound,VarJ,ESSClassic,eRenyi2,AvgEpLen,ESSRenyi,VarDiscRet,VarNormIw
3081.88866829,100,-521.785,1.00777,0.0225177,100,1,0.000343554,-533.137069161,0.01,0.265685,-533.137069161,0.0346222,2.26926,-533.137069161,0.6,-582.924,55.1233,79.4287733642,1.24802,500.0,80.1266421165,3081.88866829,2.61606e-05
2572.26575931,100,-510.58,1.0579,0.0275073,100,1,0.00149567,-523.429263631,0.01,0.309398,-523.429263631,0.158226,2.90998,-523.429263631,0.6,-570.726,48.8705,78.5117591549,1.22863,500.0,81.3915273564,2572.26575931,2.76459e-05
3558.52663124,100,-495.467,0.501781,0.462129,100,1,,-517.850131269,0.01,7.06603,-517.850131269,,23.1887,-517.850131269,0.6,-563.601,60.3167,3.47424603983,1.0,500.0,99.9996066109,3558.52663124,0.00280639
3814.75747497,100,-524.106,0.948422,0.046395,100,1,0.000324741,-551.849488405,0.01,0.631266,-551.849488405,0.0307992,4.40021,-551.849488405,0.6,-597.544,67.709,59.0048614786,1.56842,500.0,63.7585268379,3814.75747497,7.01793e-05
3445.87944892,100,-524.296,0.998585,0.0195854,100,1,0.000623347,-535.808247327,0.01,0.2204,-535.808247327,0.0622466,1.95577,-535.808247327,0.6,-587.216,59.0328,82.046963044,1.19106,500.0,83.9585278137,3445.87944892,2.21025e-05
2882.18664421,100,-511.875,1.06876,0.0709801,100,1,0.000342868,-529.890105172,0.01,0.920096,-529.890105172,0.0366443,7.58605,-529.890105172,0.6,-580.282,69.5951,55.6339912537,1.35456,500.0,73.824800607,2882.18664421,8.05518e-05
2729.21127405,100,-504.84,1.01489,0.0233672,100,1,1.56414e-05,-523.073548016,0.01,0.372023,-523.073548016,0.00158743,2.37151,-523.073548016,0.6,-564.97,57.8487,73.6606873529,1.3666,500.0,73.1743183737,2729.21127405,3.61188e-05
2607.7451415,100,-473.929,1.89751,0.371258,100,1,0.000711285,-515.265474672,0.01,49.5239,-515.265474672,0.134967,70.4466,-515.265474672,0.6,-551.343,261.804,6.84135098172,2.13641,500.0,46.8075000848,2607.7451415,0.00137545
3187.06910355,100,-494.822,1.10968,0.0291718,100,1,0.00118307,-506.558164494,0.01,0.331182,-506.558164494,0.131283,3.23713,-506.558164494,0.6,-555.645,56.4527,78.9726416658,1.21609,500.0,82.2305246247,3187.06910355,2.68951e-05
2589.95487641,100,-497.157,0.934527,0.0240131,100,1,0.000699977,-511.646413567,0.01,0.317712,-511.646413567,0.0654147,2.24409,-511.646413567,0.6,-565.169,49.539,73.5212822654,1.2702,500.0,78.7279063067,2589.95487641,3.63789e-05
2464.46478635,100,-503.241,1.04159,0.0187805,100,1,0.00288702,-509.647282331,0.01,0.147659,-509.647282331,0.300708,1.95615,-509.647282331,0.6,-563.528,44.5391,88.125757554,1.11166,500.0,89.9554555456,2464.46478635,1.36103e-05
2413.8888289,100,-494.002,1.01236,0.0226567,100,1,0.00112129,-501.650499267,0.01,0.20907,-501.650499267,0.113515,2.29368,-501.650499267,0.6,-549.75,57.6885,83.1977565229,1.16211,500.0,86.0503054164,2413.8888289,2.03995e-05
2210.64745411,100,-493.149,0.986901,0.0204396,100,1,0.00267613,-498.947349342,0.01,0.167597,-498.947349342,0.264108,2.01719,-498.947349342,0.6,-550.124,49.2517,85.4441683308,1.11881,500.0,89.3810575971,2210.64745411,1.72076e-05
2773.83190214,100,-485.239,1.0511,0.0310342,100,1,0.000658023,-497.34338447,0.01,0.327784,-497.34338447,0.0691651,3.26202,-497.34338447,0.6,-543.466,62.5393,77.2965932709,1.26949,500.0,78.7720193295,2773.83190214,2.96685e-05
2704.22326383,100,-474.094,1.01356,0.0303236,100,1,0.000276184,-489.704123204,0.01,0.401163,-489.704123204,0.0279929,3.07347,-489.704123204,0.6,-538.808,55.3512,72.1190018051,1.34507,500.0,74.3454542441,2704.22326383,3.90502e-05
2361.64555333,100,-483.671,0.985251,0.0160724,100,1,0.00311034,-488.861750857,0.01,0.0921423,-488.861750857,0.306447,1.58354,-488.861750857,0.6,-538.354,47.5116,91.4099974403,1.09131,500.0,91.6331096197,2361.64555333,9.49217e-06
2639.31789775,100,-481.629,0.982985,0.0163532,100,1,0.0022667,-487.294778788,0.01,0.101893,-487.294778788,0.222814,1.6075,-487.294778788,0.6,-540.953,53.8597,90.547166084,1.10244,500.0,90.7081688096,2639.31789775,1.05451e-05
2290.29800528,100,-486.604,0.964162,0.023794,100,1,0.0002406,-496.125627012,0.01,0.213326,-496.125627012,0.0231977,2.29413,-496.125627012,0.6,-540.554,48.5638,81.487336846,1.20173,500.0,83.2136884334,2290.29800528,2.2948e-05
1935.03105059,100,-478.202,1.04428,0.0239917,100,1,0.00171537,-484.818827825,0.01,0.174916,-484.818827825,0.179131,2.50539,-484.818827825,0.6,-531.266,48.1141,86.2965647316,1.16122,500.0,86.1160994534,1935.03105059,1.60399e-05
2230.78214542,100,-477.771,0.964107,0.0209842,100,1,0.000482617,-484.446593576,0.01,0.145812,-484.446593576,0.0465294,2.0231,-484.446593576,0.6,-536.354,46.7943,86.5574627496,1.12797,500.0,88.6547011223,2230.78214542,1.56871e-05
1846.58862699,100,-470.159,0.989044,0.0199674,100,1,0.00302755,-474.893290607,0.01,0.132172,-474.893290607,0.299438,1.97486,-474.893290607,0.6,-524.891,42.3374,88.2016989432,1.1002,500.0,90.8926784579,1846.58862699,1.35116e-05
1897.944313,100,-475.969,1.06633,0.021536,100,1,0.00328028,-480.233767561,0.01,0.112153,-480.233767561,0.349785,2.29644,-480.233767561,0.6,-528.893,43.4866,91.1038529583,1.0871,500.0,91.9878349752,1897.944313,9.86349e-06
2013.09803245,100,-468.041,1.0134,0.0182978,100,1,0.00498003,-470.463979212,0.01,0.0636413,-470.463979212,0.504677,1.85431,-470.463979212,0.6,-525.454,43.296,94.2196861008,1.0434,500.0,95.8406811005,2013.09803245,6.19691e-06
1704.4896983,100,-460.273,0.969336,0.0351429,100,1,0.000985937,-469.516973679,0.01,0.326714,-469.516973679,0.0955704,3.40653,-469.516973679,0.6,-515.242,42.9267,74.3918040836,1.24817,500.0,80.1170839495,1704.4896983,3.47711e-05
1904.75230046,100,-465.205,0.984699,0.0192424,100,1,0.00154817,-472.613604325,0.01,0.187132,-472.613604325,0.152448,1.89479,-472.613604325,0.6,-518.704,40.0344,83.9586780722,1.12845,500.0,88.6170519683,1904.75230046,1.92992e-05
1601.13412819,100,-457.715,0.957112,0.0411714,100,1,0.000148265,-470.596423361,0.01,0.426684,-470.596423361,0.0141906,3.94056,-470.596423361,0.6,-513.695,56.0537,68.4405611603,1.35591,500.0,73.7514636248,1601.13412819,4.6578e-05
2107.77061181,100,-457.68,0.957971,0.0211133,100,1,0.00151642,-465.995833678,0.01,0.167645,-465.995833678,0.145269,2.0226,-465.995833678,0.6,-509.507,43.3196,84.6847215482,1.16373,500.0,85.9307594559,2107.77061181,1.82678e-05
1585.40787785,100,-452.801,0.995923,0.025274,100,1,0.00158805,-463.538871733,0.01,0.310027,-463.538871733,0.158158,2.51709,-463.538871733,0.6,-504.969,40.9936,76.3682326237,1.27454,500.0,78.4595727256,1585.40787785,3.12571e-05
1769.18726254,100,-456.71,1.0424,0.0207613,100,1,0.00217889,-463.264370682,0.01,0.13674,-463.264370682,0.227127,2.16416,-463.264370682,0.6,-509.502,39.7114,88.9217629283,1.124,500.0,88.968267739,1769.18726254,1.25843e-05
1656.5269953,100,-442.545,0.969178,0.0243146,100,1,0.00117004,-452.580575681,0.01,0.274866,-452.580575681,0.113398,2.35651,-452.580575681,0.6,-491.971,41.1803,77.5374086331,1.26128,500.0,79.2844576487,1656.5269953,2.92626e-05
1711.53270439,100,-450.956,0.980847,0.0164289,100,1,0.00403386,-453.885821162,0.01,0.0701442,-453.885821162,0.39566,1.61143,-453.885821162,0.6,-497.822,42.6755,93.2678088653,1.06746,500.0,93.680121208,1711.53270439,7.29104e-06
1772.26354412,100,-451.99,1.02249,0.0269086,100,1,0.00456256,-455.543940467,0.01,0.102034,-455.543940467,0.466518,2.75138,-455.543940467,0.6,-504.025,42.4731,91.1894049976,1.07658,500.0,92.8869355158,1772.26354412,9.75946e-06
2062.06128807,100,-458.858,1.01549,0.0252398,100,1,0.00151619,-465.292375577,0.01,0.216462,-465.292375577,0.153967,2.56308,-465.292375577,0.6,-514.919,44.5318,82.7944327874,1.14494,500.0,87.3411927768,2062.06128807,2.0991e-05
1855.89716034,100,-445.132,1.02674,0.0627442,100,1,0.00050254,-463.656720608,0.01,1.24692,-463.656720608,0.0515976,6.44217,-463.656720608,0.6,-505.112,66.6377,46.0618567062,1.55226,500.0,64.4220075985,1855.89716034,0.000118282
2192.09109661,100,-442.38,1.00271,0.0343629,100,1,0.00060173,-453.011864136,0.01,0.312732,-453.011864136,0.060336,3.4456,-453.011864136,0.6,-499.136,46.1379,76.456439484,1.23489,500.0,80.9791238053,2192.09109661,3.11045e-05
1833.35459972,100,-444.324,1.01291,0.0433856,100,1,0.000762461,-452.949792471,0.01,0.345089,-452.949792471,0.0772304,4.39457,-452.949792471,0.6,-496.908,57.0477,75.0195690068,1.23964,500.0,80.668635667,1833.35459972,3.36349e-05
1599.94450801,100,-445.714,1.00317,0.0165911,100,1,0.00264826,-450.561188284,0.01,0.130234,-450.561188284,0.265665,1.66437,-450.561188284,0.6,-497.799,42.4027,88.6432179049,1.10775,500.0,90.272760447,1599.94450801,1.29412e-05
1465.51288495,100,-444.395,0.969307,0.0365829,100,1,0.00462216,-450.15072321,0.01,0.152767,-450.15072321,0.448029,3.54601,-450.15072321,0.6,-494.641,50.502,86.1349486274,1.15092,500.0,86.8867306193,1465.51288495,1.62595e-05
1439.33247507,100,-437.737,1.01864,0.0178859,100,1,0.00133482,-443.12594272,0.01,0.145376,-443.12594272,0.13597,1.82193,-443.12594272,0.6,-485.364,36.9657,87.8192041212,1.12343,500.0,89.012770518,1439.33247507,1.40104e-05
1196.52002688,100,-440.178,1.03204,0.027133,100,1,0.004744,-443.371909158,0.01,0.133929,-443.371909158,0.489598,2.80023,-443.371909158,0.6,-490.309,34.1428,88.9295058383,1.08031,500.0,92.5660340382,1196.52002688,1.25744e-05
1568.93057853,100,-437.706,0.954486,0.0327257,100,1,0.0010525,-448.106805238,0.01,0.276625,-448.106805238,0.100459,3.12362,-448.106805238,0.6,-488.58,46.1409,76.8876736501,1.26111,500.0,79.2950773974,1568.93057853,3.03635e-05
1843.25346585,100,-385.188,3.19254,0.709218,100,1,0.000391527,-444.21543415,0.01,508.812,-444.21543415,0.124997,226.421,-444.21543415,0.6,-450.873,151.64,1.98326304325,2.05311,500.0,48.7064859586,1843.25346585,0.00499212
1365.62765199,100,-438.071,1.02605,0.0690946,100,1,0.00260443,-444.433598448,0.01,0.658381,-444.433598448,0.267227,7.08943,-444.433598448,0.6,-485.816,54.1032,61.7617252439,1.23846,500.0,80.7451190909,1365.62765199,6.2538e-05
1956.70219557,100,-435.385,1.02001,0.0167983,100,1,0.0016055,-441.210725782,0.01,0.121033,-441.210725782,0.163762,1.71344,-441.210725782,0.6,-493.025,38.6337,89.6725622456,1.10157,500.0,90.7792380378,1956.70219557,1.16331e-05
1826.962368,100,-434.903,1.01084,0.0245122,100,1,0.000701355,-442.726305464,0.01,0.238707,-442.726305464,0.0708957,2.47779,-442.726305464,0.6,-483.065,40.1584,81.2163491975,1.18151,500.0,84.6374916509,1826.962368,2.33615e-05
1538.75513694,100,-430.41,1.03435,0.0285953,100,1,0.00333502,-436.308363404,0.01,0.162404,-436.308363404,0.344958,2.95775,-436.308363404,0.6,-479.844,37.9377,86.9354299412,1.12815,500.0,88.640574258,1538.75513694,1.51797e-05
1662.13743222,100,-438.429,0.993555,0.0214735,100,1,0.00513786,-441.252189273,0.01,0.0655855,-441.252189273,0.510475,2.13352,-441.252189273,0.6,-486.154,42.3643,93.8284223732,1.06228,500.0,94.1368696665,1662.13743222,6.64391e-06
1200.39628297,100,-430.456,1.04089,0.0470846,100,1,0.00413102,-434.769925355,0.01,0.256503,-434.769925355,0.429992,4.90097,-434.769925355,0.6,-476.899,34.3848,81.0123356521,1.10926,500.0,90.150280415,1200.39628297,2.36748e-05
1286.83455502,100,-437.787,0.987233,0.0200987,100,1,0.0037666,-440.920591969,0.01,0.0795936,-440.920591969,0.371851,1.98421,-440.920591969,0.6,-484.49,36.1202,92.5198573522,1.07197,500.0,93.285820471,1286.83455502,8.16656e-06
2273.25965806,100,-423.161,0.78449,0.0956197,100,1,0.000308428,-442.666712117,0.01,1.35662,-442.666712117,0.0241958,7.50128,-442.666712117,0.6,-473.055,55.4083,31.4236317563,1.0,500.0,99.9999523163,2273.25965806,0.000220436
1760.47392304,100,-428.622,1.02726,0.0171301,100,1,0.00305156,-432.974435557,0.01,0.106369,-432.974435557,0.313474,1.7597,-432.974435557,0.6,-479.101,43.395,90.9263937437,1.09472,500.0,91.3473299068,1760.47392304,1.00799e-05
1548.23039518,100,-426.018,1.00035,0.0217509,100,1,0.00229452,-432.658988126,0.01,0.134324,-432.658988126,0.229532,2.17586,-432.658988126,0.6,-474.034,37.3352,88.2700368993,1.17467,500.0,85.1305092715,1548.23039518,1.3423e-05
2248.02569065,100,-430.462,0.998666,0.0247143,100,1,0.00138961,-438.987502706,0.01,0.222609,-438.987502706,0.138776,2.46813,-438.987502706,0.6,-485.106,48.8612,81.9019339779,1.20808,500.0,82.7760041192,2248.02569065,2.23205e-05
1113.68630239,100,-426.409,1.01179,0.014228,100,1,0.0047271,-428.555242142,0.01,0.0569287,-428.555242142,0.478284,1.43958,-428.555242142,0.6,-469.949,33.6722,94.7819116539,1.04838,500.0,95.3849124241,1113.68630239,5.56096e-06
1592.57605741,100,-426.571,0.993523,0.0369269,100,1,0.00143963,-430.508447163,0.01,0.137703,-430.508447163,0.143031,3.66877,-430.508447163,0.6,-473.213,47.2073,87.865010082,1.10026,500.0,90.8873999951,1592.57605741,1.39504e-05
1414.77546547,100,-431.196,1.07689,0.0309729,100,1,0.00450968,-434.605036335,0.01,0.152411,-434.605036335,0.485642,3.33543,-434.605036335,0.6,-479.297,39.4466,88.4869661817,1.09367,500.0,91.435328146,1414.77546547,1.31425e-05
1506.59578853,100,-423.217,0.984905,0.0160358,100,1,0.00352857,-427.039585098,0.01,0.100868,-427.039585098,0.347531,1.57937,-427.039585098,0.6,-472.767,38.7958,90.6665011832,1.09614,500.0,91.2293889597,1506.59578853,1.03983e-05
1449.97215009,100,-427.952,0.989757,0.0172569,100,1,0.00317166,-430.949513318,0.01,0.0744009,-430.949513318,0.313917,1.70801,-430.949513318,0.6,-472.012,37.1307,93.006882691,1.06408,500.0,93.9782964856,1449.97215009,7.59489e-06
1397.10306099,100,-428.915,0.969895,0.0173853,100,1,0.00273336,-433.439027824,0.01,0.100098,-433.439027824,0.265107,1.68619,-433.439027824,0.6,-476.463,34.5175,90.4695875968,1.10183,500.0,90.7579644944,1397.10306099,1.06408e-05
2234.03971872,100,-424.861,1.02045,0.0264712,100,1,0.00308579,-432.389383139,0.01,0.211705,-432.389383139,0.314889,2.70125,-432.389383139,0.6,-477.723,45.4093,83.2450351224,1.17189,500.0,85.3325347297,2234.03971872,2.03306e-05
1294.16613482,100,-428.351,0.998277,0.0192294,100,1,0.00307335,-432.020803186,0.01,0.0747862,-432.020803186,0.306806,1.91963,-432.020803186,0.6,-473.136,34.5858,93.0844014409,1.07572,500.0,92.9606061993,1294.16613482,7.50446e-06
2089.96397068,100,-425.595,0.995429,0.0182811,100,1,0.00202343,-431.824885011,0.01,0.137269,-431.824885011,0.201418,1.81975,-431.824885011,0.6,-475.804,41.9122,87.9393393273,1.14218,500.0,87.5519958853,2089.96397068,1.38533e-05
1861.75545699,100,-429.474,1.0145,0.0196038,100,1,0.00363789,-431.804614274,0.01,0.0633051,-431.804614274,0.369062,1.9888,-431.804614274,0.6,-483.672,43.2124,94.2601452089,1.04622,500.0,95.5824793196,1861.75545699,6.15088e-06
1347.80008917,100,-420.015,0.981347,0.0274992,100,1,0.00172815,-425.184697263,0.01,0.142591,-425.184697263,0.169592,2.69863,-425.184697263,0.6,-466.213,40.1919,87.2157255987,1.12608,500.0,88.8039259754,1347.80008917,1.48063e-05
1429.10859288,100,-405.274,2.40101,0.583082,100,1,0.000867841,-434.930025642,0.01,194.259,-434.930025642,0.20837,139.999,-434.930025642,0.6,-464.719,110.094,2.91034934697,1.84694,500.0,54.143476526,1429.10859288,0.00336971
1860.84996142,100,-427.399,0.968908,0.0182534,100,1,0.00249153,-430.841544727,0.01,0.0885794,-430.841544727,0.241407,1.76858,-430.841544727,0.6,-475.632,44.8706,91.4568086212,1.09035,500.0,91.713436619,1860.84996142,9.43556e-06
1676.68805601,100,-427.743,0.965318,0.018336,100,1,0.0042797,-431.560833323,0.01,0.101099,-431.560833323,0.413127,1.77001,-431.560833323,0.6,-479.596,42.767,90.3008238483,1.0892,500.0,91.8102502414,1676.68805601,1.08494e-05
2364.22968491,100,-426.179,0.9998,0.0185712,100,1,0.00343725,-430.415754927,0.01,0.084165,-430.415754927,0.343656,1.85674,-430.415754927,0.6,-475.423,46.3114,92.305706335,1.08735,500.0,91.9663139135,2364.22968491,8.41986e-06
1555.03024301,100,-406.607,1.89976,0.443932,100,1,0.000798813,-427.278770963,0.01,69.7584,-427.278770963,0.151756,84.3365,-427.278770963,0.6,-468.106,105.644,4.96642366077,1.58308,500.0,63.1678330056,1555.03024301,0.00193285
2164.48263748,100,-432.205,1.00181,0.0257581,100,1,0.00596593,-436.230052918,0.01,0.0804163,-436.230052918,0.597675,2.58047,-436.230052918,0.6,-481.439,44.5395,92.6505940435,1.07906,500.0,92.6732152612,2164.48263748,8.01255e-06
1365.06649804,100,-417.46,0.965859,0.0272552,100,1,0.00114222,-424.533343145,0.01,0.214486,-424.533343145,0.110322,2.63247,-424.533343145,0.6,-464.604,40.5598,81.4585024944,1.17409,500.0,85.1726296047,1365.06649804,2.29918e-05
1516.54406186,100,-416.1,1.05181,0.0215128,100,1,0.0023428,-422.036049841,0.01,0.154209,-422.036049841,0.246418,2.26274,-422.036049841,0.6,-464.217,34.6324,87.8736685965,1.12038,500.0,89.2553991985,1516.54406186,1.39391e-05
1909.37242943,100,-419.265,0.957204,0.0290523,100,1,0.00104948,-426.201836906,0.01,0.250311,-426.201836906,0.100457,2.7809,-426.201836906,0.6,-467.083,45.3576,78.7115414896,1.18961,500.0,84.0610783529,1909.37242943,2.73194e-05
1720.07555105,100,-410.726,0.980987,0.0203902,100,1,0.000769874,-416.281939221,0.01,0.170438,-416.281939221,0.0755237,2.00025,-416.281939221,0.6,-458.628,42.528,85.0819700244,1.15296,500.0,86.7336498034,1720.07555105,1.77109e-05
1400.86806246,100,-425.714,0.972911,0.0153339,100,1,0.00428704,-427.803385568,0.01,0.0608806,-427.803385568,0.417091,1.49186,-427.803385568,0.6,-468.96,35.3393,94.0137112943,1.04552,500.0,95.6461794812,1400.86806246,6.4318e-06
2001.43903281,100,-420.143,1.00805,0.0243935,100,1,0.00134705,-425.761723422,0.01,0.140097,-425.761723422,0.135789,2.45898,-425.761723422,0.6,-469.586,42.5675,87.9901188156,1.11202,500.0,89.9266991864,2001.43903281,1.3787e-05
1665.65472112,100,-421.282,1.03059,0.0271936,100,1,0.00483377,-425.154371372,0.01,0.0972984,-425.154371372,0.498165,2.80255,-425.154371372,0.6,-468.389,42.158,91.6849662278,1.09292,500.0,91.4980498083,1665.65472112,9.16075e-06
1776.10294287,100,-420.859,1.00661,0.0215977,100,1,0.004934,-423.320787884,0.01,0.0563238,-423.320787884,0.49666,2.17404,-423.320787884,0.6,-471.806,40.7657,94.7839426111,1.0518,500.0,95.0752590579,1776.10294287,5.55868e-06
1792.81107895,100,-416.884,0.986558,0.0189984,100,1,0.00586626,-418.845060599,0.01,0.0396009,-418.845060599,0.57874,1.8743,-418.845060599,0.6,-466.884,42.0015,96.1279222598,1.04191,500.0,95.9779811257,1792.81107895,4.06874e-06
2154.20864334,100,-414.305,0.989645,0.0238425,100,1,0.00195156,-422.954025561,0.01,0.212554,-422.954025561,0.193135,2.35956,-422.954025561,0.6,-464.408,47.725,82.31432288,1.22782,500.0,81.4448836359,2154.20864334,2.17026e-05
1315.50587723,100,-413.688,1.01842,0.0233967,100,1,0.00144882,-420.671349735,0.01,0.249,-420.671349735,0.147551,2.38276,-420.671349735,0.6,-459.923,37.4694,80.7967140544,1.17459,500.0,85.1358314376,1315.50587723,2.40075e-05
1806.86848158,100,-420.842,0.984769,0.0198762,100,1,0.000240346,-427.645332226,0.01,0.149399,-427.645332226,0.0236685,1.95734,-427.645332226,0.6,-471.919,41.5497,86.7667185309,1.13666,500.0,87.9768357043,1806.86848158,1.54056e-05
1529.4041501,100,-422.265,1.00257,0.0157011,100,1,0.0054974,-423.922892772,0.01,0.0336251,-423.922892772,0.551152,1.57414,-423.922892772,0.6,-465.565,38.7239,96.7943373488,1.04119,500.0,96.0438811327,1529.4041501,3.3453e-06
1447.78432081,100,-416.614,0.972136,0.0205124,100,1,0.00241624,-419.800626919,0.01,0.0724135,-419.800626919,0.234891,1.99409,-419.800626919,0.6,-461.868,35.8708,92.9490940967,1.07078,500.0,93.3898411508,1447.78432081,7.66241e-06
2458.26627919,100,-416.686,1.05251,0.0329441,100,1,0.00244138,-427.155421587,0.01,0.316924,-427.155421587,0.256957,3.46739,-427.155421587,0.6,-467.26,53.1759,77.928322722,1.26055,500.0,79.3304796101,2458.26627919,2.86092e-05
1752.98550942,100,-411.229,0.943976,0.0283599,100,1,0.00250163,-419.629945982,0.01,0.184884,-419.629945982,0.236148,2.67711,-419.629945982,0.6,-459.293,41.7722,82.9596356315,1.22754,500.0,81.4634625269,1752.98550942,2.0748e-05
1141.260291,100,-411.792,0.961363,0.0349648,100,1,0.00262586,-417.401839643,0.01,0.208585,-417.401839643,0.252441,3.36139,-417.401839643,0.6,-456.513,34.7856,81.7373650198,1.15042,500.0,86.9246349233,1141.260291,2.25688e-05
1698.32893554,100,-416.841,0.995197,0.0172058,100,1,0.00438655,-420.000602892,0.01,0.070667,-420.000602892,0.436548,1.71231,-420.000602892,0.6,-464.513,39.2334,93.4023226642,1.07829,500.0,92.7395440371,1698.32893554,7.13508e-06
1992.98686273,100,-410.064,1.13961,0.0743739,100,1,0.00433826,-419.76755604,0.01,1.06951,-419.76755604,0.494393,8.47574,-419.76755604,0.6,-462.151,60.2612,55.0880644545,1.24591,500.0,80.2625316917,1992.98686273,8.2351e-05
2306.53575574,100,-419.548,0.967516,0.0248822,100,1,0.0030497,-425.318203838,0.01,0.162325,-425.318203838,0.295063,2.40739,-425.318203838,0.6,-469.285,43.6216,85.3479967796,1.13755,500.0,87.9081872451,2306.53575574,1.73408e-05
1688.61867601,100,-410.418,0.980128,0.0238865,100,1,0.000256963,-418.234286361,0.01,0.220852,-418.234286361,0.0251857,2.34118,-418.234286361,0.6,-459.657,39.6376,81.4598234364,1.19893,500.0,83.4078195626,1688.61867601,2.29898e-05
1429.03560979,100,-410.11,0.96502,0.0208595,100,1,0.00146506,-416.566171683,0.01,0.150843,-416.566171683,0.141382,2.01299,-416.566171683,0.6,-457.521,35.5317,86.1803398362,1.16441,500.0,85.8801659247,1429.03560979,1.61977e-05
