ESSRenyiArithmetic,ReturnMeanIW,EpLenMean,InitialReturnMax,Penalization,InitialReturnMin,MinTargetPdf,ESSRenyiHarmonic,WReturnMean,OptimizationReturnMin,OptimizationReturnMean,InitialBound,MaxIW,EmpiricalD2Harmonic,TimestepsSoFar,MeanD2-0,LearnableVariance,ReturnStepMax,InitialReturnStd,ReturnStepMaxmin,Epsilon,OptimizationReturnMax,MinBehavPdf,Bound,Iteration,StdWReturnMean,EpThisIter,EpRewMean,MeanIW,DivergenceHarmonic,StdIW,MinIW,EmpiricalD2Arithmetic,VarianceInitializer,EpisodesSoFar,InitialReturnMean,TimeElapsed,Inner Iteration,MeanEntropy
100.0,263659820.0,500.0,49.34954,True,11.836173,-880.30664,100.0,456.67624,,20.276373,-470.81958,71368990.0,1.0,550000,1.0,,0.2949685,6.7487025,0.073913366,1.0,37.513367,-880.30664,-17641656000000.0,11,,100,32.11254629253611,740526.9,1.5558105e+24,7098910.0,0.20520614,1.0,-0.6,1100,32.112545,691.2269747257233,1,1.6378663
100.0,114866120.0,500.0,49.769745,True,20.414755,-882.75214,100.0,340.00497,,17.37069,-348.66547,8114634.0,1.0,600000,1.0,,0.35228238,6.1858,0.12678495,1.0,29.35499,-882.75214,-2.9200729e+16,12,,100,37.78544487879428,168470.52,1.1368283e+31,847615.06,0.15305574,1.0,-0.6,1200,37.785446,753.6007559299469,1,1.6378663
100.0,289187360.0,500.0,44.850468,True,22.22905,-874.20154,100.0,198.34734,,13.201417,-203.49033,126192650.0,1.0,650000,1.0,,0.22246769,4.9061103,0.0033317208,1.0,22.621418,-874.20154,-2.2735964e+17,13,,100,35.43046656636738,3214168.2,1.9542612e+33,14761328.0,0.122504264,1.0,-0.6,1300,35.43047,818.7743942737579,1,1.6378663
100.0,31640.62,500.0,48.858498,True,30.19983,-874.52094,100.0,130.21501,,10.621468,-133.71396,22438.977,1.0,700000,1.0,,0.22829972,4.171266,0.028915003,1.0,18.658669,-874.52094,-131685.36,14,,100,40.82129542172564,351.65906,817525100.0,2249.154,0.0007334336,1.0,-0.6,1400,40.821293,889.2871346473694,1,1.6378663
100.0,8338.93,500.0,51.081604,True,28.019888,-876.7861,100.0,175.9635,,12.372717,-181.30864,1170.499,1.0,750000,1.0,,0.3296789,4.78324,0.089453325,1.0,23.061716,-876.7861,-100453.77,15,,100,40.392604976930485,45.007725,296980480.0,138.82744,0.021702621,1.0,-0.6,1500,40.39261,951.1088681221008,1,1.6378663
100.0,302737750000.0,500.0,50.743793,True,27.775827,-874.4548,100.0,181.18774,,12.469211,-186.48952,212462490000.0,1.0,800000,1.0,,0.30809957,5.070162,0.06833084,1.0,22.967966,-874.4548,-5.457681e+18,16,,100,40.24503779568182,3342002400.0,1.0596473e+36,23434447000.0,0.54051423,1.0,-0.6,1600,40.24504,1017.2141869068146,1,1.6378663
100.0,564569.56,500.0,52.163364,True,30.24348,-874.8879,100.0,165.20923,,12.044797,-170.03815,189098.72,1.0,850000,1.0,,0.30642942,4.4868813,0.058999524,1.0,21.919884,-874.8879,-1045780.6,17,,100,42.288277442796236,2415.9614,9930094000.0,18841.375,0.010266621,1.0,-0.6,1700,42.28828,1095.5965230464935,1,1.6378663
100.0,16008598000.0,500.0,51.624905,True,29.747818,-865.21893,100.0,176.6517,,12.454371,-181.4618,5839523300.0,1.0,900000,1.0,,0.24984862,4.6411595,0.0032113194,1.0,21.877087,-865.21893,-3.4905316e+18,18,,100,42.20218839599346,75736344.0,5.2657513e+35,582356100.0,0.61084014,1.0,-0.6,1800,42.202187,1172.354754447937,1,1.6378663
100.0,103175.17,500.0,53.091522,True,30.412745,-871.29266,100.0,176.52206,,12.268838,-181.69116,83850.61,1.0,950000,1.0,,0.2274735,5.09879,0.028274536,1.0,22.678778,-871.29266,-231996.69,19,,100,42.68158321865731,1087.8013,621059900.0,8355.394,0.014390156,1.0,-0.6,1900,42.681587,1236.811693906784,1,1.6378663
100.0,487545900000.0,500.0,56.159172,True,34.295444,-872.6086,100.0,143.42725,,10.993533,-148.23148,387973970000.0,1.0,1000000,1.0,,0.20789844,4.7507396,0.021025822,1.0,21.863728,-872.6086,-8.8068834e+17,20,,100,45.288975611185585,3897213700.0,3.3603335e+34,38601300000.0,6.4946036,1.0,-0.6,2000,45.288975,1315.6379895210266,1,1.6378663
100.0,87365.586,500.0,54.153095,True,31.273407,-893.78754,100.0,167.84348,,12.059018,-173.10452,69370.49,1.0,1050000,1.0,,0.24782331,4.735349,0.014813051,1.0,22.879688,-893.78754,-2569664.5,21,,100,43.33242571844945,1188.1926,222609110000.0,7116.977,0.010547359,1.0,-0.6,2100,43.33243,1398.6317710876465,1,1.6378663
100.0,94259.59,500.0,54.76674,True,33.082188,-884.2139,100.0,161.64937,,11.985011,-166.37514,18191.611,1.0,1100000,1.0,,0.29558802,4.2436857,0.11629352,1.0,21.684551,-884.2139,-1091873.4,22,,100,45.06719873627058,786.5276,44561355000.0,2497.0068,0.022886189,1.0,-0.6,2200,45.067196,1507.2473027706146,1,1.6378663
100.0,1731488500.0,500.0,58.944363,True,38.623528,-865.2599,100.0,105.38447,,9.319303,-109.53455,732957060.0,1.0,1150000,1.0,,0.25980812,4.305237,0.067466065,1.0,20.320835,-865.2599,-1.732075e+16,23,,100,47.94283016444283,12627409.0,1.7418158e+31,76465400.0,0.5764289,1.0,-0.6,2300,47.942825,1606.7518723011017,1,1.6378663
100.0,41425.227,500.0,58.24337,True,34.812096,-887.5987,100.0,190.05359,,12.925304,-195.57137,18716.453,1.0,1200000,1.0,,0.38992307,4.7948008,0.06681961,1.0,23.431274,-887.5987,-668242.5,24,,100,47.73739956306184,371.94968,12904273000.0,1915.5573,0.025974635,1.0,-0.6,2400,47.737404,1720.667760848999,1,1.6378663
100.0,70694.4,500.0,61.588123,True,36.532494,-882.8397,100.0,181.8351,,12.646329,-188.14444,133666.16,1.0,1250000,1.0,,0.29008093,4.680323,0.009562641,1.0,25.05563,-882.8397,-393155.84,25,,100,49.178824607592944,1837.0679,2611977500.0,13545.497,0.031247362,1.0,-0.6,2500,49.17882,1820.194897890091,1,1.6378663
100.0,35655.38,500.0,61.331116,True,34.786922,-883.05304,100.0,311.07626,,16.905575,-318.15753,2698.0068,1.0,1300000,1.0,,0.3061755,5.027704,0.08996579,1.0,26.544193,-883.05304,-698622.9,26,,100,51.69249794297941,152.41052,8764791000.0,385.31772,0.20739706,1.0,-0.6,2600,51.692493,1908.988841533661,1,1.6378663
100.0,275164.5,500.0,62.104828,True,36.682667,-890.4309,100.0,285.95905,,16.078106,-292.45428,68629.28,1.0,1350000,1.0,,0.26439676,5.2396197,0.023674622,1.0,25.422161,-890.4309,-1586819.1,27,,100,52.760772121393686,1702.8844,40777860000.0,8902.418,0.01557277,1.0,-0.6,2700,52.760765,1995.0976507663727,1,1.6378663
100.0,232977.2,500.0,66.45761,True,33.32552,-872.9451,100.0,427.50534,,20.093534,-438.5377,24659.44,1.0,1400000,1.0,,0.24939787,4.873928,0.055511594,1.0,33.13209,-872.9451,-2263020.0,28,,100,53.41905490754787,473.2122,33857133000.0,2623.6562,0.010972873,1.0,-0.6,2800,53.419056,2104.5794892311096,1,1.6378663
100.0,44115.855,500.0,64.49184,True,40.777172,-880.6987,100.0,226.3087,,14.373478,-231.96072,3205.136,1.0,1450000,1.0,,0.25743774,4.439807,0.041132435,1.0,23.714664,-880.6987,-1078581.6,29,,100,55.15064817017706,208.2459,33496506000.0,519.5191,0.0041238554,1.0,-0.6,2900,55.15065,2197.6409480571747,1,1.6378663
100.0,333312.5,500.0,66.854385,True,44.204815,-886.44995,100.0,170.0385,,12.168443,-175.19421,58859.598,1.0,1500000,1.0,,0.22405848,4.686953,0.015535712,1.0,22.64957,-886.44995,-16493818.0,30,,100,56.37325652809786,1364.2795,9824380000000.0,7436.1265,0.017963575,1.0,-0.6,3000,56.373253,2309.0196409225464,1,1.6378663
100.0,226115.12,500.0,66.366684,True,42.466713,-891.41986,100.0,231.69777,,14.548047,-237.43846,18604.834,1.0,1550000,1.0,,0.24006708,4.477959,0.004250258,1.0,23.899971,-891.41986,-12335876.0,31,,100,57.014759116360835,743.5231,4449558300000.0,2877.688,0.047206547,1.0,-0.6,3100,57.014755,2424.1465396881104,1,1.6378663
100.0,9102372.0,500.0,64.04293,True,43.874893,-865.12134,100.0,133.23412,,10.796683,-137.32198,4859686.0,1.0,1600000,1.0,,0.29255143,4.082368,0.063118234,1.0,20.168037,-865.12134,-251280850.0,32,,100,54.67157740469152,56757.19,3509552500000000.0,484678.72,0.14706655,1.0,-0.6,3200,54.671577,2527.5759778022766,1,1.6378663
100.0,344854.16,500.0,68.11653,True,44.49339,-867.39636,100.0,183.27013,,12.824672,-188.87859,64424.043,1.0,1650000,1.0,,0.39431822,4.3356605,0.07085493,1.0,23.623142,-867.39636,-54836176.0,33,,100,57.3180603289855,1500.4556,94392860000000.0,6787.1777,0.011626506,1.0,-0.6,3300,57.318058,2635.0721271038055,1,1.6378663
100.0,3155880200.0,500.0,69.0698,True,45.914925,-877.5135,100.0,168.93478,,12.083798,-174.3231,772363460.0,1.0,1700000,1.0,,0.26890105,4.7871284,0.07179789,1.0,23.154877,-877.5135,-1.7020358e+17,34,,100,57.998722896634874,20153620.0,9.977061e+32,103315810.0,1.5896294,1.0,-0.6,3400,57.998722,2750.6628847122192,1,1.6378663
100.0,34545.785,500.0,70.698944,True,48.466618,-880.40186,100.0,122.09873,,10.187921,-127.066246,10681.25,1.0,1750000,1.0,,0.37780473,4.2784348,0.20184764,1.0,22.232327,-880.40186,-3056192.8,35,,100,58.65453827525507,352.1368,369984140000.0,1171.683,0.025509581,1.0,-0.6,3500,58.654537,2863.4370188713074,1,1.6378663
100.0,114295.25,500.0,72.392044,True,49.268654,-887.16,100.0,158.98898,,11.60307,-164.36264,30128.668,1.0,1800000,1.0,,0.30080602,4.935358,0.08477691,1.0,23.12339,-887.16,-12035775.0,36,,100,60.87172382103964,900.1311,4921410000000.0,3472.6824,0.00249271,1.0,-0.6,3600,60.871723,2981.4035708904266,1,1.6378663
100.0,639144.7,500.0,74.870224,True,49.366447,-878.118,100.0,195.20012,,13.102455,-201.73706,147324.17,1.0,1850000,1.0,,0.3441012,4.8503385,0.1304739,1.0,25.503777,-878.118,-91933690.0,37,,100,62.46890245814051,3490.5425,195032450000000.0,16149.551,0.006031016,1.0,-0.6,3700,62.468903,3092.856196165085,1,1.6378663
100.0,237240.58,500.0,73.58421,True,48.78341,-889.16254,100.0,266.41092,,15.467922,-272.59244,67614.79,1.0,1900000,1.0,,0.2784064,5.210982,0.06796947,1.0,24.800804,-889.16254,-2090624.8,38,,100,64.25133051979384,1286.137,89888270000.0,8043.673,0.036269706,1.0,-0.6,3800,64.25133,3195.479373216629,1,1.6378663
100.0,1507722.5,500.0,74.46431,True,51.901245,-863.71606,100.0,182.15552,,12.816194,-187.27184,648123.1,1.0,1950000,1.0,,0.31049383,4.23092,0.053837657,1.0,22.563065,-863.71606,-404436770.0,39,,100,64.7174393286327,8158.2505,6201547300000000.0,64608.844,0.18577343,1.0,-0.6,3900,64.71744,3304.208266735077,1,1.6378663
100.0,378893.6,500.0,76.98721,True,48.59284,-877.93286,100.0,298.27338,,16.617434,-306.37598,67014.945,1.0,2000000,1.0,,0.23466301,4.704714,0.028131187,1.0,28.394375,-877.93286,-389657600.0,40,,100,65.21027014991019,1989.9489,2307954400000000.0,8139.6714,0.028825099,1.0,-0.6,4000,65.210266,3409.8569536209106,1,1.6378663
100.0,746348.0,500.0,77.05017,True,54.85274,-884.3087,100.0,192.79932,,12.995488,-197.75113,160172.84,1.0,2050000,1.0,,0.2517832,4.890467,0.03232318,1.0,22.19743,-884.3087,-3754307800.0,41,,100,67.84822737111091,5251.3667,5.7452846e+17,22073.387,0.038089287,1.0,-0.6,4100,67.84823,3524.8776977062225,1,1.6378663
100.0,3256029.2,500.0,77.050766,True,59.044228,-873.3098,100.0,103.95031,,9.143511,-107.20882,1030401.44,1.0,2100000,1.0,,0.24756466,4.510712,0.031060994,1.0,18.006538,-873.3098,-421974460.0,42,,100,68.18773836680157,27531.625,1.6510432e+16,137496.81,0.106811,1.0,-0.6,4200,68.18774,3636.9330055713654,1,1.6378663
100.0,546762.6,500.0,79.47245,True,59.14322,-877.30914,100.0,124.793045,,10.3318815,-128.94641,256236.84,1.0,2150000,1.0,,0.24626258,4.247973,0.025885358,1.0,20.329231,-877.30914,-40695484.0,43,,100,69.47510029836918,6270.8594,93431804000000.0,31160.11,0.0010536776,1.0,-0.6,4300,69.475105,3756.9433324337006,1,1.6378663
100.0,3773607.5,500.0,76.21464,True,59.992825,-888.62854,100.0,90.04097,,8.930484,-92.68554,1518750.2,1.0,2200000,1.0,,0.22604376,3.2073991,0.010833472,1.0,16.221813,-888.62854,-27240188000.0,44,,100,68.9233094947006,53367.01,1.0605654e+20,220470.03,0.0020014825,1.0,-0.6,4400,68.92331,3858.354418039322,1,1.6378663
100.0,17262800.0,500.0,77.17479,True,56.849792,-872.06995,100.0,134.23541,,10.860683,-138.38704,4311754.5,1.0,2250000,1.0,,0.25351846,4.0349703,0.00427188,1.0,20.324997,-872.06995,-56302023000.0,45,,100,67.71047495237701,113179.02,1.8377857e+20,575158.9,0.04600618,1.0,-0.6,4500,67.71047,3965.784952878952,1,1.6378663
100.0,393817.0,500.0,77.088715,True,56.88481,-878.5892,100.0,177.80785,,12.701709,-181.91014,87660.4,1.0,2300000,1.0,,0.23490733,4.0588717,0.016833454,1.0,20.203903,-878.5892,-19632656.0,46,,100,69.5865205310175,3327.7324,21991344000000.0,10768.078,0.040039234,1.0,-0.6,4600,69.58652,4075.753659725189,1,1.6378663
100.0,2560038.8,500.0,78.42755,True,55.092342,-872.1124,100.0,230.38617,,14.542161,-235.85852,372004.1,1.0,2350000,1.0,,0.22253878,4.3487587,0.008154184,1.0,23.335209,-872.1124,-412062250000.0,47,,100,69.63450401150973,13432.531,5.66903e+21,46588.2,0.010048401,1.0,-0.6,4700,69.6345,4178.87641787529,1,1.6378663
100.0,707999.0,500.0,79.93178,True,57.5651,-867.95734,100.0,181.74191,,12.945789,-186.76942,131256.95,1.0,2400000,1.0,,0.3153106,3.7614405,0.023717403,1.0,22.366676,-867.95734,-12743369.0,48,,100,70.51089093181601,3249.2627,5729916300000.0,13984.94,0.05365552,1.0,-0.6,4800,70.510895,4277.204884052277,1,1.6378663
100.0,82295.24,500.0,82.62236,True,58.98423,-870.4036,100.0,198.0254,,13.373985,-203.6408,12910.812,1.0,2450000,1.0,,0.3242357,4.3774295,0.014896661,1.0,23.63813,-870.4036,-3625676.8,49,,100,72.35821557174911,431.50323,398124300000.0,1508.48,0.0027852354,1.0,-0.6,4900,72.358215,4383.972096443176,1,1.6378663
100.0,299776.22,500.0,82.86688,True,62.60412,-897.4476,100.0,138.67009,,11.162357,-142.79628,272529.72,1.0,2500000,1.0,,0.26147035,3.7512531,0.040653765,1.0,20.262764,-897.4476,-3432766.2,50,,100,73.76647485475786,4443.7817,576445800000.0,27487.746,0.003978966,1.0,-0.6,5000,73.76648,4485.941411495209,1,1.6378663
100.0,5609050.0,500.0,83.45616,True,60.57837,-884.56866,100.0,170.0803,,12.30398,-175.34023,927713.75,1.0,2550000,1.0,,0.27926707,4.3234715,0.02769947,1.0,22.877792,-884.56866,-6130532000.0,51,,100,72.88234891032636,29899.586,1.3557513e+18,138085.06,0.033027973,1.0,-0.6,5100,72.88235,4575.620931625366,1,1.6378663
100.0,106697.91,500.0,81.0406,True,64.963455,-872.73724,100.0,83.12877,,8.323804,-85.72636,39405.67,1.0,2600000,1.0,,0.27016696,3.7206266,0.04855138,1.0,16.077148,-872.73724,-25951680.0,52,,100,73.28725840653983,1307.5817,98980940000000.0,4551.4146,0.25959495,1.0,-0.6,5200,73.28726,4653.809976100922,1,1.6378663
100.0,297685.16,500.0,86.685135,True,61.570007,-867.5386,100.0,206.41692,,13.585611,-212.75597,50560.84,1.0,2650000,1.0,,0.24743052,4.6741943,0.021624595,1.0,25.115128,-867.5386,-117408990.0,53,,100,75.15561871449823,2014.7875,341264650000000.0,6981.051,0.030204756,1.0,-0.6,5300,75.155624,4718.410503149033,1,1.6378663
100.0,64458676.0,500.0,83.99522,True,61.67644,-876.4533,100.0,182.12775,,12.635928,-187.1338,19556502.0,1.0,2700000,1.0,,0.25415224,4.7393184,0.022044271,1.0,22.318775,-876.4533,-8059316000000.0,54,,100,74.31236676829208,312849.97,2.5914522e+24,1997881.4,0.13678022,1.0,-0.6,5400,74.31237,4776.778737306595,1,1.6378663
100.0,448484.28,500.0,81.440475,True,58.83365,-878.30334,100.0,197.20288,,13.180433,-202.33899,152688.81,1.0,2750000,1.0,,0.3121709,4.8455186,0.052582532,1.0,22.606827,-878.30334,-68917490.0,55,,100,72.01408241499098,4162.2935,177690770000000.0,17118.809,0.36266264,1.0,-0.6,5500,72.014084,4842.638936042786,1,1.6378663
100.0,66891660.0,500.0,82.35065,True,58.35519,-891.0941,100.0,210.02542,,13.909284,-215.81184,40993772.0,1.0,2800000,1.0,,0.25652608,4.0690603,0.017244771,1.0,23.995457,-891.0941,-19788670000.0,56,,100,72.26447427613871,454969.28,1.1614789e+19,4080701.8,0.029357765,1.0,-0.6,5600,72.26447,4901.655169010162,1,1.6378663
100.0,186194.39,500.0,79.968475,True,57.614586,-865.894,100.0,201.0744,,13.280686,-206.09616,45416.598,1.0,2850000,1.0,,0.2546096,4.9696856,0.006723359,1.0,22.35389,-865.894,-11405902.0,57,,100,70.89527225668779,1618.5913,4990981600000.0,5779.749,0.008590657,1.0,-0.6,5700,70.89527,4974.830938339233,1,1.6378663
100.0,28467482.0,500.0,84.95209,True,58.457504,-885.4197,100.0,309.23788,,17.11702,-316.2923,2427252.5,1.0,2900000,1.0,,0.23381442,4.030579,0.010023966,1.0,26.494583,-885.4197,-673110900000.0,58,,100,75.57452220876299,105716.58,9.1021374e+21,372378.2,0.11560307,1.0,-0.6,5800,75.574524,5046.660222768784,1,1.6378663
100.0,78054180.0,500.0,85.27398,True,67.77965,-875.4993,100.0,92.943306,,8.763989,-96.01898,66531332.0,1.0,2950000,1.0,,0.24323536,4.016937,0.0390642,1.0,17.494331,-875.4993,-29495988000000.0,59,,100,76.54363742249295,779583.4,9.1953745e+25,6618334.0,0.0049901316,1.0,-0.6,5900,76.54364,5104.297060251236,1,1.6378663
100.0,67216.38,500.0,87.54025,True,68.91756,-876.3111,100.0,100.833916,,9.269588,-104.31913,32142.346,1.0,3000000,1.0,,0.2268922,3.861173,0.047858,1.0,18.622696,-876.3111,-2148589.2,60,,100,78.18714458102575,979.72076,356586360000.0,3566.3433,0.027900755,1.0,-0.6,6000,78.18715,5179.208703994751,1,1.6378663
100.0,119026.34,500.0,91.46877,True,68.67739,-887.8025,100.0,128.5858,,10.691556,-133.80595,47514.91,1.0,3050000,1.0,,0.25895396,3.7784154,0.0060217977,1.0,22.791382,-887.8025,-18438086.0,61,,100,79.36894696185371,1686.56,12312860000000.0,6762.0005,0.15886164,1.0,-0.6,6100,79.36894,5249.128462076187,1,1.6378663
100.0,5608939.5,500.0,89.046906,True,70.95459,-874.9946,100.0,89.10656,,8.589573,-92.396065,5692656.0,1.0,3100000,1.0,,0.22605084,3.9148173,0.01195395,1.0,18.092316,-874.9946,-13658705000.0,62,,100,79.5441629313898,126000.24,1.7223479e+19,677144.44,0.11076799,1.0,-0.6,6200,79.54416,5312.787220001221,1,1.6378663
100.0,2950669.5,500.0,88.88685,True,69.57611,-869.27167,100.0,133.21378,,10.833634,-136.96126,906887.3,1.0,3150000,1.0,,0.2427873,3.9807243,0.014504179,1.0,19.310738,-869.27167,-56299164.0,63,,100,80.4097438286873,17125.04,202620840000000.0,99335.61,0.05466705,1.0,-0.6,6300,80.409744,5382.610276222229,1,1.6378663
100.0,166647540.0,500.0,89.14526,True,65.58955,-871.38104,100.0,238.0794,,14.859162,-243.65553,42856344.0,1.0,3200000,1.0,,0.26080954,4.1574826,0.062427282,1.0,23.555717,-871.38104,-206413560000000.0,64,,100,80.44870973667719,1034187.2,1.3700158e+27,4905150.5,0.0053726155,1.0,-0.6,6400,80.44871,5460.521774768829,1,1.6378663
100.0,1617844.9,500.0,91.06176,True,74.38406,-888.2892,100.0,63.349907,,7.1540794,-66.14509,4031773.0,1.0,3250000,1.0,,0.2276749,3.4884179,0.0039614737,1.0,16.677696,-888.2892,-17184620000.0,65,,100,81.53814327621386,68806.99,3.778237e+19,413685.3,0.0030799655,1.0,-0.6,6500,81.53815,5525.797215461731,1,1.6378663
100.0,268771.7,500.0,90.59244,True,71.8404,-889.5802,100.0,104.75896,,9.549773,-108.292694,92226.875,1.0,3300000,1.0,,0.2524911,3.6824965,0.026873395,1.0,18.752037,-889.5802,-775489.9,66,,100,81.3901744929197,1492.7711,20557700000.0,9836.674,0.049255107,1.0,-0.6,6600,81.39017,5584.827771425247,1,1.6378663
100.0,225833660.0,500.0,91.01358,True,71.56874,-888.6368,100.0,125.1184,,10.43863,-128.91808,210894830.0,1.0,3350000,1.0,,0.24424735,4.0191264,0.03553067,1.0,19.44484,-888.6368,-1330389700000000.0,67,,100,82.00737247443833,3228784.2,1.225675e+29,21883402.0,0.09462931,1.0,-0.6,6700,82.00737,5642.424941062927,1,1.6378663
100.0,542845440.0,500.0,91.942474,True,69.98528,-883.6393,100.0,152.40314,,11.9036875,-157.24812,189298930.0,1.0,3400000,1.0,,0.2247798,3.2719114,0.017274335,1.0,21.957191,-883.6393,-4257935500000.0,68,,100,81.88896857297287,2271256.8,7.719968e+23,19098568.0,0.037462164,1.0,-0.6,6800,81.88897,5708.955187797546,1,1.6378663
100.0,26950.074,500.0,92.051025,True,72.599754,-879.1108,100.0,100.16331,,9.214869,-103.96551,5526.4976,1.0,3450000,1.0,,0.31238085,3.905062,0.037668824,1.0,19.451271,-879.1108,-143517.47,69,,100,81.81462238913659,269.83063,939717800.0,790.1935,0.046051133,1.0,-0.6,6900,81.81462,5782.947545051575,1,1.6378663
100.0,81300080.0,500.0,91.52023,True,70.74533,-896.0901,100.0,136.83432,,11.033508,-141.17157,34710364.0,1.0,3500000,1.0,,0.25820535,3.8853598,0.006010741,1.0,20.774902,-896.0901,-8191032700000.0,70,,100,81.77883850391537,534779.75,3.5657262e+24,3538323.0,0.15066445,1.0,-0.6,7000,81.77884,5848.825265407562,1,1.6378663
100.0,704708030.0,500.0,88.88425,True,73.27939,-872.81244,100.0,123.31249,,10.603882,-125.759605,353700100.0,1.0,3550000,1.0,,0.2668414,3.2969966,0.039802715,1.0,15.604858,-872.81244,-333182000000000.0,71,,100,83.88327049484712,4831110.5,1.8533482e+28,35447972.0,0.06479206,1.0,-0.6,7100,83.88327,5907.191420078278,1,1.6378663
100.0,40499308.0,500.0,91.71606,True,73.961494,-868.6201,100.0,102.81851,,9.431587,-105.98629,12525308.0,1.0,3600000,1.0,,0.2506575,3.7233965,0.026380464,1.0,17.754562,-868.6201,-2323441500000.0,72,,100,83.39308089000265,314332.38,5.3782837e+23,1526243.9,0.53239423,1.0,-0.6,7200,83.39309,5972.577756643295,1,1.6378663
