TimestepsSoFar,MinTargetPdf,OptimizationReturnMax,ReturnMeanIW,EmpiricalD2Arithmetic,MinBehavPdf,ReturnStepMax,InitialReturnMean,EpisodesSoFar,TimeElapsed,VarianceInitializer,DivergenceHarmonic,EpLenMean,EmpiricalD2Harmonic,LearnableVariance,StdWReturnMean,ReturnStepMaxmin,MeanD2-0,EpRewMean,StdIW,WReturnMean,Bound,MeanIW,ESSRenyiHarmonic,Penalization,InitialReturnMax,InitialBound,Epsilon,OptimizationReturnMin,OptimizationReturnMean,Inner Iteration,EpThisIter,MeanEntropy,ESSRenyiArithmetic,InitialReturnMin,MaxIW,Iteration,InitialReturnStd,MinIW
550000,-873.73816,29.04573,122468870.0,1.0,-873.73816,0.33863533,35.71537,1100,719.4787819385529,-0.6,6.4941375e+25,500.0,1.0,,,0.1453048,1.0,35.71536669666702,4980128.5,247.99734,-68329545000000.0,671507.5,100.0,True,49.663986,-256.47632,1.0,,15.097112,1,100,1.6378663,100.0,20.618256,49502284.0,11,4.4804664,0.041139115
600000,-884.0681,26.65621,187339540.0,1.0,-884.0681,0.2450336,37.50973,1200,785.5793368816376,-0.6,3.5604676e+28,500.0,1.0,,,0.04962708,1.0,37.50973262714717,4673630.5,237.31151,-1347512400000000.0,823488.9,100.0,True,49.67521,-244.45276,1.0,,14.490734,1,100,1.6378663,100.0,23.019,43728292.0,12,5.227825,0.06688959
650000,-865.21027,26.45942,2950130400.0,1.0,-865.21027,0.30745173,39.17684,1300,844.7640314102173,-0.6,2.9819372e+29,500.0,1.0,,,0.1355305,1.0,39.17684550626381,75070510.0,261.81595,-3842311800000000.0,7626811.0,100.0,True,50.413036,-268.85214,1.0,,15.223228,1,100,1.6378663,100.0,23.953617,754563800.0,13,5.4835434,0.094617754
700000,-889.7535,26.091038,7057161.0,1.0,-889.7535,0.31566086,43.269943,1400,902.5677599906921,-0.6,4.968963e+24,500.0,1.0,,,0.1234889,1.0,43.26994114863279,210078.88,222.64671,-15250996000000.0,46405.18,100.0,True,55.23529,-229.48834,1.0,,14.125688,1,100,1.6378663,100.0,29.144253,1969251.5,14,4.807457,1.0545357
750000,-894.37573,26.88915,2144362800000.0,1.0,-894.37573,0.25733235,41.26093,1500,970.1568236351013,-0.6,5.376472e+33,500.0,1.0,,,0.016931295,1.0,41.2609267392111,380680960000.0,211.94653,-5.3282794e+17,38542574000.0,100.0,True,54.413338,-219.21309,1.0,,13.736741,1,100,1.6378663,100.0,27.524187,3826227000000.0,15,4.821672,0.8031303
800000,-872.1973,25.91965,300733370000.0,1.0,-872.1973,0.24983388,46.40629,1600,1043.6744482517242,-0.6,7.542877e+35,500.0,1.0,,,0.05590552,1.0,46.40629052941722,4222396000.0,293.68362,-5.864205e+18,508293570.0,100.0,True,55.867516,-300.4356,1.0,,16.458424,1,100,1.6378663,100.0,29.947866,42102750000.0,16,4.7753434,0.0012365443
850000,-902.1966,21.050388,4797.9263,1.0,-902.1966,0.35114318,42.53844,1700,1111.363450050354,-0.6,405705470.0,500.0,1.0,,,0.09083727,1.0,42.53844193875184,101.02912,130.20549,-94501.15,50.416317,100.0,True,53.19615,-134.65894,1.0,,10.392679,1,100,1.6378663,100.0,32.145763,546.46313,17,4.7114463,0.03642055
900000,-889.2475,24.84694,57682.812,1.0,-889.2475,0.23018737,44.574097,1800,1173.973170042038,-0.6,3499698200.0,500.0,1.0,,,0.017971486,1.0,44.574097698747494,856.15405,194.15633,-424748.22,251.42055,100.0,True,56.355553,-200.36102,1.0,,13.065486,1,100,1.6378663,100.0,31.508614,5558.9746,18,4.842465,0.030046629
950000,-879.71826,19.962898,116034.38,1.0,-879.71826,0.24397175,47.828575,1900,1233.7161786556244,-0.6,8209140000000.0,500.0,1.0,,,0.0433217,1.0,47.82857564158183,2306.371,118.02315,-11591714.0,685.3853,100.0,True,57.787125,-122.028305,1.0,,10.00435,1,100,1.6378663,100.0,37.824226,15446.561,19,4.2351084,0.014106658
1000000,-877.91095,25.102001,1357700600.0,1.0,-877.91095,0.28791136,50.2624,2000,1320.8841466903687,-0.6,1.106358e+33,500.0,1.0,,,0.07524653,1.0,50.26239521144807,15164776.0,230.86778,-2.1064294e+17,4776145.5,100.0,True,60.990986,-237.20049,1.0,,14.37341,1,100,1.6378663,100.0,35.888985,105065320.0,20,4.9267497,0.27341816
1050000,-888.14984,27.787905,57221700.0,1.0,-888.14984,0.24960925,46.785885,2100,1417.0422914028168,-0.6,4.2568933e+25,500.0,1.0,,,0.062187865,1.0,46.78588558786062,869650.0,320.8456,-50633843000000.0,170243.56,100.0,True,57.72132,-328.60608,1.0,,16.85247,1,100,1.6378663,100.0,29.933416,8300985.0,21,6.0695877,1.2509171
1100000,-870.02734,22.997025,71368.59,1.0,-870.02734,0.25420576,47.44905,2200,1513.5483493804932,-0.6,20036123000.0,500.0,1.0,,,0.018690541,1.0,47.44905018629477,1224.3657,247.6635,-823740.5,302.76685,100.0,True,55.439053,-252.97868,1.0,,15.007023,1,100,1.6378663,100.0,32.442028,11662.522,22,4.738437,0.035820905
1150000,-889.13275,22.795399,255918910.0,1.0,-889.13275,0.23709877,49.681084,2300,1604.0694041252136,-0.6,1.3166145e+32,500.0,1.0,,,0.046912342,1.0,49.681087974880974,3189226.8,216.14113,-5.9924732e+16,832664.56,100.0,True,58.551804,-221.36353,1.0,,13.9246855,1,100,1.6378663,100.0,35.756405,28604294.0,23,4.716388,0.03256359
1200000,-886.13855,29.346367,18785.844,1.0,-886.13855,0.23419768,47.59154,2400,1706.4223527908325,-0.6,452656860.0,500.0,1.0,,,0.02342327,1.0,47.59154173471158,145.4501,274.2547,-202937.5,60.741085,100.0,True,61.303505,-282.91003,1.0,,15.634403,1,100,1.6378663,100.0,31.957138,854.26733,24,5.460779,0.043097638
1250000,-886.53394,24.437645,12140.306,1.0,-886.53394,0.27724072,47.426502,2500,1809.8856554031372,-0.6,875613950.0,500.0,1.0,,,0.085096136,1.0,47.42650196146886,362.8945,121.85149,-189746.23,124.328766,100.0,True,61.9571,-127.85346,1.0,,9.907046,1,100,1.6378663,100.0,37.519455,2570.6875,25,4.8684607,0.041986372
1300000,-870.2899,21.006649,46357.4,1.0,-870.2899,0.2838354,52.22644,2600,1918.8267438411713,-0.6,1526606300.0,500.0,1.0,,,0.08824435,1.0,52.22644524715842,2555.1147,118.81762,-219641.81,401.5917,100.0,True,63.50668,-123.252556,1.0,,9.726415,1,100,1.6378663,100.0,42.50003,24995.846,26,4.920821,0.016729591
1350000,-857.95715,26.378426,57211.71,1.0,-857.95715,0.2362277,55.47304,2700,2023.955293893814,-0.6,46563185000.0,500.0,1.0,,,0.040841803,1.0,55.47304340571017,659.9976,290.6433,-1566254.2,190.99442,100.0,True,65.62492,-297.6364,1.0,,16.226543,1,100,1.6378663,100.0,39.2465,6259.285,27,5.229008,0.033400983
1400000,-880.1243,25.398335,15113267.0,1.0,-880.1243,0.2706887,57.1068,2800,2128.950225830078,-0.6,1572081900000000.0,500.0,1.0,,,0.017122746,1.0,57.10679767798686,638647.3,250.80392,-272170880.0,68627.555,100.0,True,67.620316,-257.287,1.0,,14.884817,1,100,1.6378663,100.0,42.22198,6419987.5,28,5.4079733,0.12904328
1450000,-872.99133,23.1744,998885.5,1.0,-872.99133,0.2338834,59.12422,2900,2226.633981704712,-0.6,610034540000000.0,500.0,1.0,,,0.01284124,1.0,59.124225770344886,13062.471,243.94331,-134313150.0,2623.8413,100.0,True,67.54185,-249.34073,1.0,,14.75678,1,100,1.6378663,100.0,44.367447,126954.86,29,5.1167154,0.0897903
1500000,-863.6737,21.176323,85369.664,1.0,-863.6737,0.25162464,57.62894,3000,2316.901925086975,-0.6,844445200000.0,500.0,1.0,,,0.010643691,1.0,57.62894064946413,2175.1755,143.8821,-4226980.0,560.7295,100.0,True,67.86966,-148.38892,1.0,,10.935604,1,100,1.6378663,100.0,46.693336,19614.672,30,4.9289618,0.042966314
1550000,-888.69525,29.57928,353247.9,1.0,-888.69525,0.30156645,59.462914,3100,2418.7488808631897,-0.6,2347092500000000.0,500.0,1.0,,,0.04507366,1.0,59.462916143337225,4113.243,385.66418,-426366100.0,755.85046,100.0,True,70.1499,-394.45728,1.0,,18.892296,1,100,1.6378663,100.0,40.57062,41095.637,31,5.3614745,0.052752785
1600000,-894.056,29.110146,174979.81,1.0,-894.056,0.26145017,60.680145,3200,2523.7374000549316,-0.6,110495154000.0,500.0,1.0,,,0.049708605,1.0,60.68014290362153,1843.2021,320.38144,-3005998.5,570.0323,100.0,True,72.72566,-328.8978,1.0,,17.064625,1,100,1.6378663,100.0,43.615517,12443.518,32,5.401853,0.14212479
1650000,-886.11005,24.162903,68470.77,1.0,-886.11005,0.28259075,63.07914,3300,2623.749489068985,-0.6,16279695000.0,500.0,1.0,,,0.074364245,1.0,63.079139963691325,1572.3253,212.13853,-817163.75,378.7012,100.0,True,73.46948,-218.00615,1.0,,13.772561,1,100,1.6378663,100.0,49.30658,15075.853,33,4.7386827,0.019743582
1700000,-877.85144,19.439095,218371.61,1.0,-877.85144,0.21086693,65.5586,3400,2718.1930894851685,-0.6,8945230000000.0,500.0,1.0,,,0.0025060177,1.0,65.55860150136886,6720.941,114.289474,-11577114.0,1769.3341,100.0,True,75.31198,-118.08714,1.0,,9.685716,1,100,1.6378663,100.0,55.872887,44969.742,34,4.525086,0.04155805
1750000,-884.3966,26.159054,5136751.5,1.0,-884.3966,0.32110512,66.25079,3500,2809.9052147865295,-0.6,3.2450735e+19,500.0,1.0,,,0.061653435,1.0,66.25079688760238,57977.12,270.87405,-39182820000.0,12316.282,100.0,True,76.77458,-277.7512,1.0,,15.635267,1,100,1.6378663,100.0,50.61553,493066.03,35,5.1393056,0.2261189
1800000,-867.74414,25.616646,333471.12,1.0,-867.74414,0.36253473,65.72756,3600,2896.7347321510315,-0.6,13745096000000.0,500.0,1.0,,,0.13085482,1.0,65.72756138190674,3360.2693,244.4529,-24784706.0,968.82544,100.0,True,76.57638,-251.04779,1.0,,14.76783,1,100,1.6378663,100.0,50.959732,22332.402,36,5.134601,0.008985365
1850000,-891.99194,27.842178,341602.38,1.0,-891.99194,0.22162916,64.61433,3700,2997.692934989929,-0.6,2214807600.0,500.0,1.0,,,0.009340912,1.0,64.61432486121787,14918.309,278.80417,-708256.75,2006.6438,100.0,True,76.47034,-286.59476,1.0,,15.986166,1,100,1.6378663,100.0,48.62816,147774.45,37,4.8214808,0.03789913
1900000,-861.0436,25.31578,559359.94,1.0,-861.0436,0.30608732,64.28787,3800,3111.5740056037903,-0.6,312237650000000.0,500.0,1.0,,,0.08592023,1.0,64.287869353156,5115.896,302.74927,-114376504.0,1267.1914,100.0,True,73.04547,-309.1902,1.0,,16.558178,1,100,1.6378663,100.0,47.72969,38975.117,38,5.345653,0.029397212
1950000,-892.14355,23.627205,933080.06,1.0,-892.14355,0.27673173,61.44719,3900,3219.758241415024,-0.6,1.7299262e+17,500.0,1.0,,,0.008662194,1.0,61.44718898362995,23875.92,161.29077,-2334503400.0,4697.4146,100.0,True,73.33326,-166.90112,1.0,,11.741134,1,100,1.6378663,100.0,49.706055,218103.4,39,4.8411303,1.485138
2000000,-870.1562,27.202965,291054.12,1.0,-870.1562,0.33288118,63.49499,4000,3319.5838963985443,-0.6,35541920000000.0,500.0,1.0,,,0.08448769,1.0,63.494993418642295,5886.51,201.95667,-44629996.0,1019.0475,100.0,True,77.655594,-209.39366,1.0,,13.042363,1,100,1.6378663,100.0,50.45263,58294.707,40,5.6438828,0.0025977101
2050000,-869.92554,23.535133,604251.1,1.0,-869.92554,0.29320377,65.99498,4100,3422.4952895641327,-0.6,208410620000.0,500.0,1.0,,,0.03327495,1.0,65.99497728361912,11355.885,249.91104,-3145666.5,2539.254,100.0,True,74.479996,-255.47772,1.0,,15.050116,1,100,1.6378663,100.0,50.944862,103150.6,41,4.837879,0.27281803
2100000,-864.78235,26.737019,14643019.0,1.0,-864.78235,0.28615063,66.17584,4200,3530.9944591522217,-0.6,4238396100000000.0,500.0,1.0,,,0.05328563,1.0,66.17584190316667,291934.9,278.89874,-482388000.0,39192.062,100.0,True,76.998764,-286.08313,1.0,,15.914096,1,100,1.6378663,100.0,50.261745,2796138.8,42,5.0636234,0.13454463
2150000,-891.90045,23.449211,219766.25,1.0,-891.90045,0.24984938,64.266525,4300,3633.198823451996,-0.6,117230705000000.0,500.0,1.0,,,0.036351785,1.0,64.26652023820027,5821.0186,210.18562,-60055350.0,1515.7897,100.0,True,74.01663,-215.71175,1.0,,13.6991,1,100,1.6378663,100.0,50.56742,52025.906,43,4.745558,0.054854218
2200000,-885.7199,31.711887,1147339.6,1.0,-885.7199,0.2662068,65.29248,4400,3731.711362838745,-0.6,62364380000000.0,500.0,1.0,,,0.036089092,1.0,65.29248351693178,9535.471,511.70337,-80964240.0,2068.8953,100.0,True,74.86343,-521.81,1.0,,22.140945,1,100,1.6378663,100.0,43.15154,86946.375,44,4.6348624,0.03492284
2250000,-867.13025,21.65886,1571580.0,1.0,-867.13025,0.2563954,64.2558,4500,3830.587385416031,-0.6,7.967901e+19,500.0,1.0,,,0.046879172,1.0,64.25580039485749,35957.45,142.33472,-42086390000.0,8370.461,100.0,True,74.95587,-147.04918,1.0,,10.958789,1,100,1.6378663,100.0,53.297012,326653.5,45,4.715897,0.25883552
2300000,-864.355,24.825302,4796725.0,1.0,-864.355,0.2982467,65.92271,4600,3935.2862462997437,-0.6,1.4438526e+18,500.0,1.0,,,0.0590896,1.0,65.92271047709893,63617.113,293.0323,-7447538000.0,14503.742,100.0,True,74.44256,-299.22598,1.0,,16.305454,1,100,1.6378663,100.0,49.617256,515280.03,46,5.211952,0.09081546
2350000,-870.6246,27.796272,61424988.0,1.0,-870.6246,0.2805387,66.44011,4700,4062.3930253982544,-0.6,6.22453e+18,500.0,1.0,,,0.027167916,1.0,66.44011474028322,1805324.2,325.20242,-19434957000.0,197805.1,100.0,True,76.85705,-332.96725,1.0,,17.37934,1,100,1.6378663,100.0,49.060776,18135446.0,47,4.812587,0.05868499
2400000,-862.4683,28.741585,397890.12,1.0,-862.4683,0.30114454,67.160904,4800,4170.992615699768,-0.6,13344393000000.0,500.0,1.0,,,0.0718908,1.0,67.16090511815878,4782.4604,359.41406,-30726548.0,1440.6251,100.0,True,77.5981,-367.71603,1.0,,18.30439,1,100,1.6378663,100.0,48.856514,32017.035,48,4.9359226,0.19523625
2450000,-871.56354,21.07447,2946467.0,1.0,-871.56354,0.2732329,68.56332,4900,4262.5623416900635,-0.6,309957250000000.0,500.0,1.0,,,0.061198354,1.0,68.56331722175915,168974.11,148.3372,-81532730.0,33763.83,100.0,True,78.33698,-152.80064,1.0,,11.300806,1,100,1.6378663,100.0,57.262512,1102763.8,49,4.5419188,0.13446252
2500000,-884.4034,31.33807,30290976.0,1.0,-884.4034,0.22404872,70.558716,5000,4359.386228561401,-0.6,1.6071689e+22,500.0,1.0,,,0.005848065,1.0,70.55871289969957,317782.94,464.12708,-1251319300000.0,62223.605,100.0,True,80.89011,-473.99673,1.0,,21.006678,1,100,1.6378663,100.0,49.552036,2883841.5,50,4.7798157,0.15077484
2550000,-887.0834,20.695827,2434765.0,1.0,-887.0834,0.22583224,70.04392,5100,4451.753147125244,-0.6,1.3801516e+17,500.0,1.0,,,0.008982599,1.0,70.0439291952676,93606.48,117.32278,-1601666400.0,18863.623,100.0,True,80.83096,-121.627304,1.0,,9.908794,1,100,1.6378663,100.0,60.135136,668860.0,51,4.374767,0.006858272
2600000,-871.1786,18.63858,3894646.2,1.0,-871.1786,0.31236318,72.3319,5200,4537.757026195526,-0.6,2.324934e+18,500.0,1.0,,,0.07663463,1.0,72.33190114731306,97842.15,136.54196,-5327592400.0,17338.445,100.0,True,80.19629,-140.03325,1.0,,10.774192,1,100,1.6378663,100.0,61.55771,775417.8,52,4.5231338,0.28458768
2650000,-893.2924,24.08458,282234.2,1.0,-893.2924,0.30985448,71.82112,5300,4609.93820643425,-0.6,1471376100000.0,500.0,1.0,,,0.02460146,1.0,71.8211185006266,3474.5527,253.85405,-7353910.5,1071.9454,100.0,True,80.63594,-259.68362,1.0,,15.269756,1,100,1.6378663,100.0,56.55136,23049.75,53,4.54847,0.000121704325
2700000,-862.80585,21.861961,1803389.0,1.0,-862.80585,0.32279998,72.81546,5400,4683.093196153641,-0.6,1.6609536e+20,500.0,1.0,,,0.028682023,1.0,72.81546257337065,49808.043,136.84213,-61908746000.0,14872.415,100.0,True,83.91609,-141.64536,1.0,,10.761332,1,100,1.6378663,100.0,62.05413,298950.2,54,4.5864873,0.042559154
2750000,-911.7205,23.261356,22299716.0,1.0,-911.7205,0.2570503,74.2939,5500,4748.45109462738,-0.6,1.7626443e+20,500.0,1.0,,,0.087438434,1.0,74.2938907516704,900424.6,196.9288,-72221900000.0,116824.92,100.0,True,84.28308,-202.36662,1.0,,13.272165,1,100,1.6378663,100.0,61.021725,8836353.0,55,4.5583344,0.051292293
2800000,-872.8034,23.833,1343296.8,1.0,-872.8034,0.35350433,72.562996,5600,4821.99355840683,-0.6,4569312000000000.0,500.0,1.0,,,0.11454396,1.0,72.56299162921434,19257.525,256.8982,-387234800.0,5263.7417,100.0,True,81.025,-262.60654,1.0,,15.37099,1,100,1.6378663,100.0,57.192,139228.55,56,4.5421214,0.21988547
2850000,-869.16626,19.23301,1023300.6,1.0,-869.16626,0.25054955,70.427536,5700,4898.1406626701355,-0.6,2525512900000.0,500.0,1.0,,,0.009621367,1.0,70.42754100052194,84440.58,103.620895,-6931453.0,13683.407,100.0,True,80.39047,-107.33838,1.0,,9.270078,1,100,1.6378663,100.0,61.157463,711997.75,57,4.205538,0.032082226
2900000,-861.1795,21.143951,36326130.0,1.0,-861.1795,0.25289255,72.87546,5800,4971.729119062424,-0.6,5.426782e+17,500.0,1.0,,,0.017690793,1.0,72.87545627088913,1036007.44,141.74355,-3346310000.0,108781.86,100.0,True,82.91981,-146.23645,1.0,,11.0996,1,100,1.6378663,100.0,61.775856,10411768.0,58,4.306092,0.013882869
2950000,-867.43115,21.717945,1434501.2,1.0,-867.43115,0.29875237,70.33134,5900,5045.721015453339,-0.6,402585640000000.0,500.0,1.0,,,0.019345134,1.0,70.33134119909529,47620.336,107.616295,-96549500.0,8753.642,100.0,True,82.60415,-112.35642,1.0,,9.445138,1,100,1.6378663,100.0,60.886204,416523.12,59,4.290183,0.07569413
3000000,-876.4437,24.440166,507235.75,1.0,-876.4437,0.2548854,70.48344,6000,5116.293011426926,-0.6,76009295000000.0,500.0,1.0,,,0.023317248,1.0,70.48343879923256,23939.115,171.09448,-52846070.0,4111.525,100.0,True,82.61809,-177.0974,1.0,,12.30552,1,100,1.6378663,100.0,58.17792,214643.4,60,4.434943,0.16950001
3050000,-898.2705,22.440308,624832.0,1.0,-898.2705,0.22703567,71.851715,6100,5188.043243169785,-0.6,26846018000000.0,500.0,1.0,,,0.023838207,1.0,71.85170787259551,97692.23,142.15561,-26847686.0,12075.977,100.0,True,83.1962,-147.2163,1.0,,11.095818,1,100,1.6378663,100.0,60.75589,980339.56,61,4.363306,0.02474587
3100000,-878.5962,23.821217,56869.65,1.0,-878.5962,0.27934498,72.113045,6200,5252.051352739334,-0.6,46564545000.0,500.0,1.0,,,0.025512248,1.0,72.11304654147017,1145.0348,171.54848,-1287529.2,330.46707,100.0,True,83.47358,-177.25122,1.0,,12.460685,1,100,1.6378663,100.0,59.652363,9850.846,62,4.0348296,0.08783889
3150000,-879.23206,27.568588,1469898.5,1.0,-879.23206,0.28745764,71.64946,6300,5320.836332559586,-0.6,1.9883693e+18,500.0,1.0,,,0.0035472512,1.0,71.64945648196192,30385.93,221.50131,-10772567000.0,6849.2983,100.0,True,85.1234,-229.13936,1.0,,14.094647,1,100,1.6378663,100.0,57.55481,223548.31,63,4.7793555,0.11705146
3200000,-883.4213,19.863468,292889.66,1.0,-883.4213,0.28105766,73.16295,6400,5390.993373394012,-0.6,3.241858e+16,500.0,1.0,,,0.027664512,1.0,73.16295344247838,7363.0967,105.991104,-714278660.0,2858.316,100.0,True,83.66413,-109.956276,1.0,,9.362292,1,100,1.6378663,100.0,63.800663,43389.75,64,4.28236,0.052017417
3250000,-869.38855,20.780273,81985864.0,1.0,-869.38855,0.33691964,74.50172,6500,5460.905244350433,-0.6,1.8280516e+23,500.0,1.0,,,0.09459506,1.0,74.50170926472666,3351905.0,171.95073,-1855659700000.0,473808.84,100.0,True,82.94209,-176.29037,1.0,,12.3398905,1,100,1.6378663,100.0,62.16182,32176380.0,65,4.435973,0.0034338532
3300000,-879.6147,17.869823,5503091.5,1.0,-879.6147,0.23145902,73.43667,6600,5524.815579652786,-0.6,9.554967e+17,500.0,1.0,,,0.0015561581,1.0,73.43666555404225,171525.34,122.53123,-3142669000.0,33108.94,100.0,True,80.82585,-125.7404,1.0,,10.4806385,1,100,1.6378663,100.0,62.956028,1311164.0,66,3.5619473,0.024946043
3350000,-860.0974,17.63393,908597.0,1.0,-860.0974,0.24657191,72.27885,6700,5587.1406326293945,-0.6,2.6673325e+18,500.0,1.0,,,0.024516597,1.0,72.27885284479386,36470.05,97.360504,-5105009000.0,10683.401,100.0,True,80.754364,-100.48553,1.0,,9.158419,1,100,1.6378663,100.0,63.120434,292381.7,67,3.6720376,0.09419137
3400000,-881.0324,20.154003,131220344.0,1.0,-881.0324,0.2713641,76.229805,6800,5653.4158771038055,-0.6,5.9139292e+23,500.0,1.0,,,0.044263273,1.0,76.22980352356028,3493835.0,170.6203,-3139505500000.0,573014.5,100.0,True,84.116516,-174.7023,1.0,,12.267292,1,100,1.6378663,100.0,63.962513,26959958.0,68,4.487079,0.18994689
3450000,-887.2514,23.96188,5902984.5,1.0,-887.2514,0.27267906,76.90479,6900,5722.818145275116,-0.6,3.5466326e+20,500.0,1.0,,,0.021359503,1.0,76.90479287731158,90475.1,214.99083,-108681560000.0,30514.404,100.0,True,86.80405,-220.76102,1.0,,14.062627,1,100,1.6378663,100.0,62.842167,549652.2,69,4.151308,0.22253174
3500000,-889.70435,21.69094,161598900.0,1.0,-889.70435,0.25032887,75.82195,7000,5790.273324728012,-0.6,1.0436844e+24,500.0,1.0,,,0.028359443,1.0,75.82195269099998,4201329.0,199.1409,-4831014000000.0,701152.5,100.0,True,84.0406,-203.86923,1.0,,13.47229,1,100,1.6378663,100.0,62.349663,30278612.0,70,4.199799,0.26064277
3550000,-872.6798,17.683853,660107.06,1.0,-872.6798,0.21886526,76.15139,7100,5858.238700866699,-0.6,580635500000000.0,500.0,1.0,,,0.009886086,1.0,76.15139338070426,49930.13,112.80886,-76393590.0,7584.4683,100.0,True,83.97468,-115.95158,1.0,,9.860569,1,100,1.6378663,100.0,66.290825,494573.1,71,3.9469035,0.069012895
3600000,-875.00745,18.137733,838093630.0,1.0,-875.00745,0.24954545,75.8066,7200,5915.027211427689,-0.6,3.538527e+20,500.0,1.0,,,0.024416104,1.0,75.80660351792685,30273746.0,105.00963,-63033700000.0,3109918.8,100.0,True,84.50155,-108.31572,1.0,,9.442788,1,100,1.6378663,100.0,66.363815,304313630.0,72,3.9803753,0.016554883
3650000,-878.7103,25.829689,44293664.0,1.0,-878.7103,0.3057498,74.978546,7300,5979.549441576004,-0.6,1.04032835e+21,500.0,1.0,,,0.08408828,1.0,74.97855330862474,720695.8,252.54086,-216319120000.0,159647.4,100.0,True,85.50699,-259.2457,1.0,,15.301255,1,100,1.6378663,100.0,59.6773,5166167.0,73,4.2909803,0.042227954
