OptimizationReturnMin,TimestepsSoFar,MinIW,EpLenMean,MinTargetPdf,InitialBound,ReturnStepMax,OptimizationReturnMean,ESSRenyiArithmetic,Epsilon,InitialReturnMin,MeanD2-0,Bound,EpisodesSoFar,ReturnStepMaxmin,MeanIW,EmpiricalD2Harmonic,EpThisIter,DivergenceHarmonic,MinBehavPdf,TimeElapsed,Inner Iteration,StdWReturnMean,InitialReturnMax,LearnableVariance,InitialReturnStd,MaxIW,EpRewMean,ESSRenyiHarmonic,MeanEntropy,OptimizationReturnMax,Iteration,ReturnMeanIW,WReturnMean,Penalization,StdIW,VarianceInitializer,EmpiricalD2Arithmetic,InitialReturnMean
,550000,0.10587636,500.0,-874.7198,-204.81506,0.2945041,13.3631115,100.0,1.0,18.058083,1.0,-1235265100000000.0,1100,0.053327903,38171176.0,1.0,100,5.22626e+28,-874.7198,582.6124897003174,1,,41.244778,,4.564982,3383785000.0,31.421193390640827,100.0,1.6378663,23.186695,11,13044933000.0,199.41179,True,337998340.0,-0.6,1.0,31.421192
,600000,1.6588151,500.0,-886.41437,-300.1052,0.26067927,16.417112,100.0,1.0,19.74715,1.0,-587647600000000.0,1200,0.08135632,407869.38,1.0,100,9.4395785e+27,-886.41437,646.4334197044373,1,,44.278934,,4.953312,15149033.0,36.16426220338305,100.0,1.6378663,24.531784,12,94539570.0,294.05685,True,1725941.9,-0.6,1.0,36.164265
,650000,0.09725253,500.0,-870.7058,-196.16139,0.28401983,13.009844,100.0,1.0,24.314213,1.0,-1.562256e+17,1300,0.055305213,118239.48,1.0,100,6.36758e+32,-870.7058,711.3224577903748,1,,49.133614,,4.551308,3799076.5,37.32405554762562,100.0,1.6378663,24.8194,13,31598812.0,189.97041,True,477193.97,-0.6,1.0,37.32406
,700000,0.0036109684,500.0,-886.89014,-315.43436,0.23569416,16.88462,100.0,1.0,20.830477,1.0,-142665.25,1400,0.008880258,231.56906,1.0,100,162543300.0,-886.89014,772.6499300003052,1,,47.216393,,4.831852,13372.779,37.7150976573197,100.0,1.6378663,26.385916,14,53455.71,308.4372,True,1368.9368,-0.6,1.0,37.715096
,750000,0.014172246,500.0,-881.31683,-261.02405,0.21950445,15.011701,100.0,1.0,23.807829,1.0,-1.0701278e+17,1500,0.007993445,220108700.0,1.0,100,1.8700665e+32,-881.31683,828.4766399860382,1,,51.711563,,5.277082,21173176000.0,38.81952830257167,100.0,1.6378663,27.903734,15,14200192000.0,253.19873,True,2106223600.0,-0.6,1.0,38.81953
,800000,0.06006933,500.0,-886.63837,-209.77786,0.27983025,13.325893,100.0,1.0,28.864496,1.0,-2.242442e+16,1600,0.058995143,41025276.0,1.0,100,1.2492295e+31,-886.63837,891.2708356380463,1,,53.989655,,5.084678,1894659000.0,42.19039024425047,100.0,1.6378663,25.125158,16,3357382100.0,203.43341,True,210121760.0,-0.6,1.0,42.19039
,850000,0.103587985,500.0,-886.3191,-162.1494,0.33464804,11.632654,100.0,1.0,34.5783,1.0,-26799786000000.0,1700,0.022741586,2331935.8,1.0,100,3.2247743e+25,-886.3191,951.0586850643158,1,,56.247738,,4.7022915,163864560.0,46.21095427340742,100.0,1.6378663,21.669437,17,247038930.0,157.43018,True,16882712.0,-0.6,1.0,46.210957
,900000,0.35344088,500.0,-875.67755,-262.94568,0.28850865,14.91997,100.0,1.0,30.2211,1.0,-9.737958e+17,1800,0.04006061,1709047.0,1.0,100,1.9676557e+34,-875.67755,1016.9444525241852,1,,56.502922,,5.779117,63198550.0,45.141068267132034,100.0,1.6378663,26.281822,18,188450380.0,256.00363,True,7381809.0,-0.6,1.0,45.141064
,950000,0.03891171,500.0,-858.63116,-215.37675,0.2996868,13.618897,100.0,1.0,32.201775,1.0,-370299.2,1900,0.09698366,1072.955,1.0,100,2254846200.0,-858.63116,1095.7481226921082,1,,55.246544,,4.9563236,38662.37,45.82067194923198,100.0,1.6378663,23.04477,19,116853.08,210.0395,True,4640.571,-0.6,1.0,45.820675
,1000000,0.026792618,500.0,-884.80133,-256.08325,0.27215543,15.03387,100.0,1.0,34.35263,1.0,-1151360.1,2000,0.0064373016,591.9294,1.0,100,14932748000.0,-884.80133,1159.6457357406616,1,,61.418793,,4.764823,44821.77,49.38649920758049,100.0,1.6378663,27.066162,20,251643.72,248.72073,True,4461.454,-0.6,1.0,49.386497
,1050000,0.004528616,500.0,-878.9551,-266.47266,0.26159403,15.286687,100.0,1.0,34.203064,1.0,-589701.0,2100,0.0756678,302.09918,1.0,100,6186935300.0,-878.9551,1231.9804565906525,1,,59.963562,,5.11082,15548.718,49.48975197301873,100.0,1.6378663,25.760498,21,65100.465,259.8033,True,1593.8435,-0.6,1.0,49.48975
,1100000,0.072413236,500.0,-879.8837,-192.6839,0.2766717,12.766562,100.0,1.0,39.3154,1.0,-36056500.0,2200,0.06798449,389.11255,1.0,100,45310798000000.0,-879.8837,1303.4726543426514,1,,62.37353,,4.9351115,8594.157,52.081961758442084,100.0,1.6378663,23.058132,22,87242.83,187.34045,True,1360.5648,-0.6,1.0,52.081963
,1150000,0.56094915,500.0,-865.27094,-374.80515,0.24786413,18.28473,100.0,1.0,34.796303,1.0,-5.834999e+17,2300,0.025113016,11283964.0,1.0,100,4.1729154e+33,-865.27094,1385.506492137909,1,,64.77545,,5.607243,482095300.0,53.08103333634898,100.0,1.6378663,29.979149,23,5460216000.0,365.77255,True,56552076.0,-0.6,1.0,53.08103
,1200000,0.038997307,500.0,-867.85767,-159.36397,0.29174688,11.455459,100.0,1.0,42.74223,1.0,-210198.7,2400,0.021195233,249.97481,1.0,100,1147954200.0,-867.85767,1471.2113604545593,1,,65.99424,,4.764748,3642.5505,54.19768821818239,100.0,1.6378663,23.25201,24,26093.656,153.93033,True,677.01605,-0.6,1.0,54.19769
,1250000,0.015031131,500.0,-893.35565,-137.97437,0.19514936,10.765158,100.0,1.0,44.99505,1.0,-1453206.4,2500,0.0033285469,389.1708,1.0,100,136763335000.0,-893.35565,1576.5079057216644,1,,64.52084,,4.272479,14800.512,55.7602064452093,100.0,1.6378663,19.525795,25,36158.035,134.14268,True,1718.8282,-0.6,1.0,55.76021
,1300000,0.04388869,500.0,-884.68744,-184.17352,0.3063708,12.449655,100.0,1.0,42.966263,1.0,-58304516.0,2600,0.048389107,66611.7,1.0,100,42927640000000.0,-884.68744,1691.8828375339508,1,,66.29449,,4.8693204,6622163.0,55.415918243489685,100.0,1.6378663,23.328224,26,22468952.0,178.7042,True,658859.6,-0.6,1.0,55.415916
,1350000,0.116566665,500.0,-880.5936,-351.48242,0.24080592,17.84114,100.0,1.0,39.264984,1.0,-719864.5,2700,0.04186684,414.7468,1.0,100,5776763000.0,-880.5936,1787.1086111068726,1,,66.01737,,5.097396,27647.62,57.10612313016259,100.0,1.6378663,26.752388,27,173163.61,344.28967,True,2773.5881,-0.6,1.0,57.106125
,1400000,0.0011227299,500.0,-870.53796,-193.59137,0.2719084,12.758082,100.0,1.0,45.969395,1.0,-224632.2,2800,0.056902796,436.47757,1.0,100,1025381600.0,-870.53796,1884.7506997585297,1,,68.84738,,5.0559344,27684.768,58.72747750893043,100.0,1.6378663,22.877987,28,56186.17,188.33115,True,2772.285,-0.6,1.0,58.72748
,1450000,0.00994832,500.0,-865.06555,-168.7263,0.24497163,11.858965,100.0,1.0,49.699142,1.0,-109100.06,2900,0.029718146,244.64885,1.0,100,323563870.0,-865.06555,1998.7734375,1,,70.286766,,4.8817587,7107.433,61.55810668536581,100.0,1.6378663,20.587624,29,32474.295,164.4666,True,980.24225,-0.6,1.0,61.558105
,1500000,0.13780253,500.0,-867.93146,-87.77741,0.24169993,8.224733,100.0,1.0,54.34458,1.0,-5934921.5,3000,0.038067237,2177.2827,1.0,100,4463269500000.0,-867.93146,2118.7956805229187,1,,70.95947,,4.1661534,93279.85,62.56931458731858,100.0,1.6378663,16.614891,30,73486.97,85.00307,True,9839.609,-0.6,1.0,62.569317
,1550000,0.0718848,500.0,-881.3008,-267.5374,0.22833763,15.500033,100.0,1.0,48.289276,1.0,-444357220.0,3100,0.019839138,2636.8572,1.0,100,4306186600000000.0,-881.3008,2243.214702129364,1,,74.22472,,4.5305943,131305.02,63.789309457882325,100.0,1.6378663,25.93544,31,732167.3,260.7773,True,13584.031,-0.6,1.0,63.789307
,1600000,0.04319244,500.0,-861.5513,-200.9691,0.22118367,13.0793295,100.0,1.0,49.7504,1.0,-2955347.2,3200,0.001694873,1574.1696,1.0,100,183449750000.0,-861.5513,2349.792866706848,1,,75.20509,,4.8361597,114568.23,62.82972987400957,100.0,1.6378663,25.454693,32,166166.11,194.4573,True,11425.089,-0.6,1.0,62.82973
,1650000,0.18423773,500.0,-871.0355,-150.00024,0.22295493,10.974778,100.0,1.0,55.59987,1.0,-30670108.0,3300,0.004389733,1610.9957,1.0,100,52508756000000.0,-871.0355,2456.366831302643,1,,76.06301,,5.034499,37956.25,66.57464651650231,100.0,1.6378663,20.463142,33,174106.47,145.79193,True,5259.44,-0.6,1.0,66.574646
,1700000,0.08801062,500.0,-903.1326,-130.96509,0.24191223,10.575569,100.0,1.0,58.652596,1.0,-940445.1,3400,0.047603846,757.78345,1.0,100,64875917000.0,-903.1326,2556.4630370140076,1,,77.39653,,3.948617,44668.83,69.22816445701133,100.0,1.6378663,18.743935,34,41060.055,127.43423,True,4526.112,-0.6,1.0,69.228165
,1750000,0.2138761,500.0,-891.1259,-151.6258,0.2594205,11.428042,100.0,1.0,59.076843,1.0,-2715777.0,3500,0.012855917,1002.5773,1.0,100,368326600000.0,-891.1259,2658.6221013069153,1,,79.55162,,4.10032,28168.84,70.50488442230004,100.0,1.6378663,20.474777,35,158738.27,147.41273,True,3710.743,-0.6,1.0,70.50488
,1800000,0.48027402,500.0,-877.96155,-134.9018,0.2966833,10.623849,100.0,1.0,61.054817,1.0,-39431844000.0,3600,0.09456228,20308.209,1.0,100,8.100126e+19,-877.96155,2763.958461523056,1,,81.933304,,4.2017617,655442.9,71.67866755594133,100.0,1.6378663,20.878487,36,1888399.6,130.52098,True,88583.95,-0.6,1.0,71.67867
,1850000,0.07939458,500.0,-878.87775,-260.03824,0.29756743,15.249895,100.0,1.0,57.44805,1.0,-373292430000.0,3700,0.05786039,845284.56,1.0,100,3.1690823e+21,-878.87775,2870.963038444519,1,,83.12256,,4.5666566,71613340.0,72.69794661808514,100.0,1.6378663,25.674507,37,340029200.0,253.41365,True,7154063.0,-0.6,1.0,72.69795
,1900000,0.01055251,500.0,-880.187,-149.31483,0.23949319,11.256536,100.0,1.0,61.36331,1.0,-28582453000.0,3800,0.022700414,18599.94,1.0,100,4.9404923e+19,-880.187,2975.6446487903595,1,,81.47734,,4.305737,796913.1,72.61984747754745,100.0,1.6378663,20.114029,38,2227332.2,145.24896,True,91293.32,-0.6,1.0,72.61985
,1950000,0.2576691,500.0,-869.04034,-155.01384,0.24802443,11.363426,100.0,1.0,62.78166,1.0,-6914307600.0,3900,0.029155448,3352.955,1.0,100,2.296325e+18,-869.04034,3080.9648752212524,1,,84.08827,,4.6177983,87596.22,74.1450848388416,100.0,1.6378663,21.306614,39,330169.06,150.45154,True,11877.345,-0.6,1.0,74.14509
,2000000,0.0071620084,500.0,-878.2294,-126.23229,0.24729344,10.278875,100.0,1.0,63.29976,1.0,-448535700.0,4000,0.029866502,9201.207,1.0,100,8655059000000000.0,-878.2294,3197.53582406044,1,,85.171715,,3.9710722,357796.53,73.57863476962217,100.0,1.6378663,21.871956,40,1242139.4,121.424706,True,44931.29,-0.6,1.0,73.578636
,2050000,0.0005147139,500.0,-902.75775,-142.74107,0.35103408,10.908337,100.0,1.0,62.486404,1.0,-1915018000000.0,4100,0.14544149,174481.45,1.0,100,1.881795e+23,-902.75775,3306.4959676265717,1,,83.44444,,4.397166,8648534.0,73.39474085299045,100.0,1.6378663,20.958038,41,13561261.0,138.32686,True,923532.75,-0.6,1.0,73.394745
,2100000,0.01427817,500.0,-871.6688,-159.75267,0.31208146,11.613992,100.0,1.0,63.855232,1.0,-24796576000.0,4200,0.026581556,29482.777,1.0,100,2.1663612e+19,-871.6688,3414.286684036255,1,,86.876755,,4.4205904,1112498.8,75.46922526222949,100.0,1.6378663,23.021523,42,4328717.0,154.42644,True,133483.9,-0.6,1.0,75.46922
,2150000,0.26223847,500.0,-877.9521,-190.94151,0.32114762,12.653435,100.0,1.0,62.458748,1.0,-5164257000000.0,4300,0.0024951994,46562.51,1.0,100,7.858165e+23,-877.9521,3523.388254880905,1,,86.53462,,5.0006785,1325810.0,75.11218325727859,100.0,1.6378663,24.075874,43,9296941.0,185.11623,True,164771.1,-0.6,1.0,75.112175
,2200000,0.19352783,500.0,-869.73004,-138.5577,0.252086,10.720916,100.0,1.0,65.72746,1.0,-93028170000.0,4400,0.01739563,147221.12,1.0,100,5.1269622e+20,-869.73004,3629.876663208008,1,,85.94389,,4.4172764,5286742.5,76.44837842366721,100.0,1.6378663,20.21643,44,19936806.0,134.45036,True,709572.1,-0.6,1.0,76.44838
,2250000,0.040863838,500.0,-890.656,-240.12517,0.22462755,14.659765,100.0,1.0,62.302597,1.0,-24350350.0,4500,0.00020949543,1060.1246,1.0,100,13987305000000.0,-890.656,3746.2525107860565,1,,87.52755,,4.338419,40011.566,76.96236347778553,100.0,1.6378663,25.224953,45,433160.12,233.73062,True,4410.8047,-0.6,1.0,76.96237
,2300000,0.01842552,500.0,-885.48175,-130.83022,0.23745903,10.4296,100.0,1.0,65.71011,1.0,-56230790.0,4600,0.016768843,9729.257,1.0,100,220615460000000.0,-885.48175,3857.704944372177,1,,84.96075,,4.281292,460149.47,76.13971305871404,100.0,1.6378663,19.250633,46,909739.06,127.105995,True,59074.777,-0.6,1.0,76.13971
,2350000,0.21708511,500.0,-862.941,-113.43338,0.25400534,9.830227,100.0,1.0,68.41933,1.0,-793020000000.0,4700,0.029175058,72165340.0,1.0,100,7.5315926e+22,-862.941,3959.4703471660614,1,,85.25707,,3.7350907,7076560000.0,78.24955294348601,100.0,1.6378663,16.837746,47,11043545000.0,110.584236,True,704000830.0,-0.6,1.0,78.24956
,2400000,0.40197033,500.0,-901.5177,-211.00764,0.24970168,13.65622,100.0,1.0,62.858727,1.0,-2052496.6,4800,0.027837843,942.5083,1.0,100,157493920000.0,-901.5177,4060.9277999401093,1,,84.914215,,4.4302044,28217.02,76.51494774817174,100.0,1.6378663,22.055489,48,112291.5,206.11908,True,3291.2363,-0.6,1.0,76.51495
,2450000,0.03021582,500.0,-860.87,-164.92534,0.2631616,12.110782,100.0,1.0,64.061356,1.0,-1069799.0,4900,0.040885955,856.38306,1.0,100,58004136000.0,-860.87,4153.02646780014,1,,84.125824,,3.7694256,14429.447,76.17213797222928,100.0,1.6378663,20.064468,49,95331.88,160.87961,True,2384.739,-0.6,1.0,76.172134
,2500000,0.1538049,500.0,-865.8203,-124.04978,0.26513746,10.376971,100.0,1.0,68.54123,1.0,-81407380000000.0,5000,0.022223145,11677029.0,1.0,100,5.858462e+26,-865.8203,4244.625803947449,1,,86.834366,,3.6062868,1107711000.0,78.91820192449744,100.0,1.6378663,18.293137,50,2477276700.0,120.686844,True,110206456.0,-0.6,1.0,78.918205
,2550000,0.022719176,500.0,-889.8181,-117.40406,0.34126738,9.923344,100.0,1.0,66.826965,1.0,-6156803.0,5100,0.15357628,2789.5752,1.0,100,1934535700000.0,-889.8181,4342.528561830521,1,,87.61786,,3.8193326,94714.1,76.75030946712458,100.0,1.6378663,20.790894,51,114296.91,113.06006,True,11827.124,-0.6,1.0,76.75031
,2600000,0.12172912,500.0,-879.4496,-145.03204,0.23892064,11.230878,100.0,1.0,66.42549,1.0,-800797200.0,5200,0.013116062,30115.287,1.0,100,3.2097641e+16,-879.4496,4448.1305685043335,1,,87.4613,,3.8016436,753489.75,77.65636953551967,100.0,1.6378663,21.035812,52,4018787.2,140.58513,True,114394.76,-0.6,1.0,77.65637
,2650000,0.015241766,500.0,-890.87115,-75.728424,0.22513063,7.835648,100.0,1.0,70.648094,1.0,-1003399600.0,5300,0.00044740736,14996.313,1.0,100,1.738644e+17,-890.87115,4532.568569660187,1,,86.113304,,3.4536219,557354.6,78.48374212758733,100.0,1.6378663,15.46521,53,1095810.1,73.32489,True,59789.406,-0.6,1.0,78.48374
,2700000,0.11518049,500.0,-883.0216,-185.77,0.22621444,12.851419,100.0,1.0,66.21329,1.0,-3955831600000.0,5400,0.03543122,712783.5,1.0,100,6.6526986e+23,-883.0216,4623.22251033783,1,,88.18024,,3.9701004,55690890.0,79.06470696445254,100.0,1.6378663,21.96695,54,154373280.0,180.92067,True,5565034.5,-0.6,1.0,79.064705
,2750000,0.09085981,500.0,-871.48016,-120.213036,0.22994345,10.135522,100.0,1.0,69.37549,1.0,-1584446700000.0,5500,0.06680368,391804.44,1.0,100,2.4236952e+23,-871.48016,4681.642707824707,1,,87.270004,,3.7770715,14520745.0,79.51101007807111,100.0,1.6378663,17.894516,55,59540260.0,116.99506,True,1839385.1,-0.6,1.0,79.51101
,2800000,0.038024247,500.0,-884.84094,-167.83502,0.30139536,12.117709,100.0,1.0,66.628296,1.0,-89705860000000.0,5600,0.017639548,616945.25,1.0,100,5.176825e+26,-884.84094,4743.600122928619,1,,86.434586,,4.129633,21681454.0,78.74600499724474,100.0,1.6378663,19.80629,56,85999720.0,163.89273,True,2755293.8,-0.6,1.0,78.746
,2850000,0.18556942,500.0,-869.0116,-145.92696,0.26109847,11.221009,100.0,1.0,69.228516,1.0,-2440096600000.0,5700,0.027967587,1217894.4,1.0,100,3.548796e+23,-869.0116,4804.070196151733,1,,89.41529,,3.9900718,110174730.0,80.44952458671045,100.0,1.6378663,20.186775,57,281998700.0,141.83173,True,10971504.0,-0.6,1.0,80.449524
,2900000,0.20480575,500.0,-872.55457,-156.83835,0.25857973,11.675676,100.0,1.0,68.50879,1.0,-380913070000000.0,5800,0.033263043,4022133.5,1.0,100,8.5748813e+27,-872.55457,4873.417699575424,1,,88.73965,,4.0501633,297627300.0,80.1844652607876,100.0,1.6378663,20.230858,58,705521660.0,152.72523,True,29908764.0,-0.6,1.0,80.18446
,2950000,0.018217528,500.0,-883.0099,-171.37178,0.2653477,12.288817,100.0,1.0,68.054825,1.0,-819249400000.0,5900,0.0064391196,77410.2,1.0,100,3.7047171e+22,-883.0099,4929.483999490738,1,,88.63385,,4.0125866,2153841.8,80.34364239679043,100.0,1.6378663,20.579025,59,12453474.0,167.11588,True,302997.88,-0.6,1.0,80.34365
,3000000,0.8749882,500.0,-882.23474,-127.469986,0.35633302,10.488755,100.0,1.0,67.78057,1.0,-234109570.0,6000,0.13921177,11128.21,1.0,100,5547532000000000.0,-882.23474,4983.291343212128,1,,85.43121,,3.7848573,520972.28,78.269326078614,100.0,1.6378663,17.650642,60,896251.2,124.33911,True,55202.555,-0.6,1.0,78.26932
,3050000,0.01138355,500.0,-885.1485,-157.70596,0.22756651,11.836164,100.0,1.0,67.90143,1.0,-67239224.0,6100,0.019477427,13507.035,1.0,100,270210970000000.0,-885.1485,5045.373454809189,1,,87.75427,,3.6946318,1070140.8,79.7375937791661,100.0,1.6378663,19.852844,61,2124474.2,153.74513,True,107010.77,-0.6,1.0,79.737595
,3100000,0.018674603,500.0,-908.348,-139.49263,0.26845396,10.893551,100.0,1.0,69.85628,1.0,-9194600.0,6200,0.046697766,18085.969,1.0,100,8618747400000.0,-908.348,5113.494666337967,1,,87.33536,,4.213415,1728338.2,80.74982947576615,100.0,1.6378663,17.47908,62,180099.64,136.42233,True,171904.14,-0.6,1.0,80.74983
,3150000,0.028496234,500.0,-878.13965,-110.58065,0.22740155,9.631686,100.0,1.0,72.13992,1.0,-284680550000.0,6300,0.0046155006,23568.488,1.0,100,9.551824e+21,-878.13965,5179.015369415283,1,,89.16402,,3.859892,496690.62,81.77160838811034,100.0,1.6378663,17.024094,63,2779631.2,107.66814,True,77199.26,-0.6,1.0,81.77161
,3200000,0.047652356,500.0,-888.97437,-284.35727,0.2740254,16.071142,100.0,1.0,65.281815,1.0,-11316882.0,6400,0.04656665,969.44525,1.0,100,3434879600000.0,-888.97437,5242.441016674042,1,,89.656944,,4.4838414,37135.88,81.35295653076773,100.0,1.6378663,24.37513,64,249826.55,278.3864,True,3932.076,-0.6,1.0,81.35295
,3250000,0.26435977,500.0,-858.4224,-87.28249,0.24616946,8.650906,100.0,1.0,75.65257,1.0,-1727958100000000.0,6500,0.084904805,51859188.0,1.0,100,4.2584367e+29,-858.4224,5308.226474523544,1,,91.8842,,3.1299636,2651428000.0,84.30347758824315,100.0,1.6378663,16.231628,65,6231762400.0,84.634834,True,315170370.0,-0.6,1.0,84.30349
,3300000,0.03034149,500.0,-892.605,-117.49913,0.2406256,10.013977,100.0,1.0,72.63893,1.0,-1229115.5,6600,0.005567476,554.41425,1.0,100,121797210000.0,-892.605,5384.522028207779,1,,90.870125,,3.7254844,12541.113,82.65290828178449,100.0,1.6378663,18.231194,66,63296.062,114.15896,True,1698.1472,-0.6,1.0,82.65291
,3350000,0.14910923,500.0,-877.1799,-230.0732,0.24005488,14.486555,100.0,1.0,68.42685,1.0,-26633416.0,6700,0.015624583,4072.5032,1.0,100,17255834000000.0,-877.1799,5446.944438934326,1,,93.30575,,3.740695,246781.8,82.91340466459393,100.0,1.6378663,24.878899,67,792215.8,223.85307,True,25084.668,-0.6,1.0,82.91341
,3400000,0.012432377,500.0,-874.39154,-100.97013,0.24699841,9.489167,100.0,1.0,74.66442,1.0,-2587445.0,6800,0.055352896,6249.9243,1.0,100,747307860000.0,-874.39154,5512.297232627869,1,,90.51175,,2.8986373,555114.0,84.15358857957077,100.0,1.6378663,15.847328,68,405497.25,98.44639,True,55210.906,-0.6,1.0,84.15359
,3450000,0.0296857,500.0,-870.2688,-74.444824,0.22559041,7.921478,100.0,1.0,74.602646,1.0,-591232300.0,6900,0.022633985,29201.033,1.0,100,5.1404363e+16,-870.2688,5587.777509689331,1,,90.69301,,3.0155077,1356257.0,82.52412327495036,100.0,1.6378663,16.090363,69,1283809.8,71.843094,True,160266.27,-0.6,1.0,82.524124
,3500000,0.36377108,500.0,-867.4148,-113.0756,0.3153895,9.823351,100.0,1.0,74.592316,1.0,-17837570000.0,7000,0.115015954,204045.22,1.0,100,3.2006148e+19,-867.4148,5652.505852937698,1,,92.28749,,3.664802,12085237.0,84.41566621577387,100.0,1.6378663,17.695175,70,33927876.0,109.929,True,1243044.2,-0.6,1.0,84.415665
,3550000,0.0063669127,500.0,-885.2143,-88.62277,0.24030349,8.561471,100.0,1.0,75.35778,1.0,-2244996000.0,7100,0.00769186,36008.863,1.0,100,4.577904e+17,-885.2143,5722.327391862869,1,,93.509186,,3.4659839,2041208.8,83.91925189963436,100.0,1.6378663,18.151405,71,4541118.0,85.31184,True,210081.02,-0.6,1.0,83.91925
,3600000,0.0050084395,500.0,-878.5695,-72.22199,0.28714755,7.7435236,100.0,1.0,74.62,1.0,-288683000.0,7200,0.060158044,21403.932,1.0,100,2.0152214e+16,-878.5695,5781.70174074173,1,,88.82276,,3.198866,1015789.6,82.36352631408266,100.0,1.6378663,14.202759,72,884055.6,70.1949,True,106427.445,-0.6,1.0,82.363525
