J,IterType,MaxVanillaIw,VarNormIw,BatchSize,EpsThisIter,eRenyi2,Delta,VarRet,VarVanillaIw,MaxNormIw,AvgRet,VarDiscRet,VarJ,AvgEpLen,AvgVanillaIw,Bound,AvgDiscRet,AvgNormIw,VanillaAvgRet,MinNormIw,ESSRenyi,ESSClassic,MinVanillaIw
-1181.82,,13.5768,9.85764e-05,200,100,2.19187,0.4,11443.9827463,2.77835,0.0808704,-1096.45019,82452.0119849,241.22,500.0,1.67883,-1537.44,-1177.94870801,0.01,-1096.45019,0.000189696,91.2462785681,50.6096881416,0.0318468
-1056.79,1,15.2674,4.08265e-05,200,100,1.56722,0.4,29511.2134886,2.15604,0.0664369,-1137.97524405,29511.2134886,530.982,500.0,1.14902,-1269.25,-1137.97524405,0.005,-1137.97524405,0.000771115,127.614494635,76.1935371436,0.177205
-1141.15,2,1.0,3.50449e-18,200,100,1.0,0.4,68341.1445908,,0.01,-1141.14643385,68341.1445908,260.111,500.0,1.0,-1381.31,-1141.14643385,0.01,-1141.14643385,0.01,200.0,100.0,1.0
-1071.0,1,2.98683,8.28344e-06,200,100,1.32926,0.4,55160.1848006,0.355931,0.0144089,-1091.7280347,55160.1848006,306.685,500.0,1.03645,-1266.81,-1091.7280347,0.005,-1091.7280347,7.29757e-05,150.459371829,150.411986894,0.0151271
-1063.53,2,1.0,3.50449e-18,200,100,1.0,0.4,80653.6023264,,0.01,-1063.52974249,80653.6023264,282.572,500.0,1.0,-1303.66,-1063.52974249,0.01,-1063.52974249,0.01,200.0,100.0,1.0
-920.571,1,6.29812,3.83947e-05,200,100,2.32168,0.4,33740.8057275,1.71019,0.0298417,-1086.17538307,33740.8057275,337.889,500.0,1.05525,-1179.3,-1086.17538307,0.005,-1086.17538307,1.22803e-08,86.1443454002,79.1105172724,2.59177e-06
-995.088,2,1.0,3.50449e-18,200,100,1.0,0.4,110447.708443,,0.01,-995.088146872,110447.708443,330.671,500.0,1.0,-1235.53,-995.088146872,0.01,-995.088146872,0.01,200.0,100.0,1.0
-798.071,1,4.0586,2.68642e-05,200,100,2.06373,0.4,64665.8548625,1.10136,0.0200447,-926.532697461,64665.8548625,219.591,500.0,1.01239,-1042.52,-926.532697461,0.005,-926.532697461,1.49121e-06,96.9119805395,96.6560176601,0.000301937
-807.964,2,1.0,3.50449e-18,200,100,1.0,0.4,65052.9919959,,0.01,-807.963681079,65052.9919959,253.776,500.0,1.0,-1048.11,-807.963681079,0.01,-807.963681079,0.01,200.0,100.0,1.0
-721.645,1,2.67008,9.86893e-06,200,100,1.37397,0.4,20105.7798512,0.414347,0.013031,-769.815218678,20105.7798512,148.8,500.0,1.02451,-920.686,-769.815218678,0.005,-769.815218678,7.48107e-05,145.563809782,143.597375864,0.0153289
-758.634,2,1.0,3.50449e-18,200,100,1.0,0.4,63243.9200088,,0.01,-758.634341487,63243.9200088,250.223,500.0,1.0,-998.751,-758.634341487,0.01,-758.634341487,0.01,200.0,100.0,1.0
-694.921,1,2.57583,6.81016e-06,200,100,1.22521,0.4,9574.65380581,0.237074,0.0138055,-711.055519408,9574.65380581,154.62,500.0,0.932897,-882.858,-711.055519408,0.005,-711.055519408,0.000279057,163.237043172,157.35093679,0.0520663
-713.121,2,1.0,3.50449e-18,200,100,1.0,0.4,43415.837139,,0.01,-713.120638089,43415.837139,207.32,500.0,1.0,-953.247,-713.120638089,0.01,-713.120638089,0.01,200.0,100.0,1.0
-678.476,1,2.52342,4.03964e-06,200,100,1.1459,0.4,10931.8358969,0.165476,0.0124679,-695.861247471,10931.8358969,132.284,500.0,1.01197,-860.236,-695.861247471,0.005,-695.861247471,0.00082087,174.535534122,172.298307556,0.166139
-684.991,2,1.0,3.50449e-18,200,100,1.0,0.4,22771.4117742,,0.01,-684.990937484,22771.4117742,150.146,500.0,1.0,-924.901,-684.990937484,0.01,-684.990937484,0.01,200.0,100.0,1.0
-661.607,1,1.92001,3.25095e-06,200,100,1.11561,0.4,24289.059776,0.127074,0.00971138,-682.414640731,24289.059776,85.7745,500.0,0.988536,-840.787,-682.414640731,0.005,-682.414640731,0.000586347,179.274559134,177.087150335,0.115925
-654.403,2,1.0,3.50449e-18,200,100,1.0,0.4,4444.36507816,,0.01,-654.403419106,4444.36507816,66.3319,500.0,1.0,-761.467,-654.403419106,0.01,-654.403419106,0.01,200.0,100.0,1.0
-652.443,1,1.74677,2.29668e-06,200,100,1.07119,0.4,21396.3066073,0.0927263,0.0086933,-678.233254281,21396.3066073,69.6493,500.0,1.00467,-828.105,-678.233254281,0.005,-678.233254281,0.000597889,186.708427445,183.249537511,0.120136
-686.899,2,1.0,3.50449e-18,200,100,1.0,0.4,44284.8853476,,0.01,-686.899016839,44284.8853476,209.385,500.0,1.0,-927.0,-686.899016839,0.01,-686.899016839,0.01,200.0,100.0,1.0
-657.685,1,1.67134,1.74174e-06,200,100,1.06819,0.4,6088.28877214,0.0704252,0.00831175,-650.893168147,6088.28877214,142.602,500.0,1.00541,-833.155,-650.893168147,0.005,-650.893168147,0.00242922,187.232612182,187.034494022,0.48847
-667.413,2,1.0,3.50449e-18,200,100,1.0,0.4,29852.0533103,,0.01,-667.41298509,29852.0533103,171.911,500.0,1.0,-907.516,-667.41298509,0.01,-667.41298509,0.01,200.0,100.0,1.0
-631.799,1,2.26288,3.20724e-06,200,100,1.10675,0.4,4068.85807211,0.141393,0.0107774,-633.183402729,4068.85807211,91.1629,500.0,1.04983,-810.41,-633.183402729,0.005,-633.183402729,0.00167509,180.708834391,177.360324732,0.351712
-637.781,2,1.0,3.50449e-18,200,100,1.0,0.4,21720.5800974,,0.01,-637.781100277,21720.5800974,146.64,500.0,1.0,-877.787,-637.781100277,0.01,-637.781100277,0.01,200.0,100.0,1.0
-634.087,1,2.04532,1.54291e-06,200,100,1.05895,0.4,5030.30028854,0.0655124,0.00992587,-649.878780445,5030.30028854,99.1793,500.0,1.0303,-808.727,-649.878780445,0.005,-649.878780445,0.00173881,188.866232938,188.428984534,0.358298
-626.172,2,1.0,3.50449e-18,200,100,1.0,0.4,3260.25829772,,0.01,-626.172318419,3260.25829772,56.8125,500.0,1.0,-718.146,-626.172318419,0.01,-626.172318419,0.01,200.0,100.0,1.0
-624.444,1,1.80997,1.59945e-06,200,100,1.06776,0.4,21551.2318743,0.0660261,0.0089084,-645.691790197,21551.2318743,76.678,500.0,1.01588,-799.797,-645.691790197,0.005,-645.691790197,0.00173383,187.30750904,188.030340431,0.352272
-629.914,2,1.0,3.50449e-18,200,100,1.0,0.4,6603.18428756,,0.01,-629.914174505,6603.18428756,80.8527,500.0,1.0,-746.044,-629.914174505,0.01,-629.914174505,0.01,200.0,100.0,1.0
-610.357,1,2.30154,3.95696e-06,200,100,1.13181,0.4,6651.91481755,0.160872,0.0114146,-619.085686844,6651.91481755,73.1611,500.0,1.00816,-716.017,-619.085686844,0.005,-619.085686844,0.00125684,176.708038095,172.788124805,0.253419
-609.058,2,1.0,3.50449e-18,200,100,1.0,0.4,3597.47113666,,0.01,-609.057622774,3597.47113666,59.6783,500.0,1.0,-717.88,-609.057622774,0.01,-609.057622774,0.01,200.0,100.0,1.0
-597.647,1,2.25151,3.5321e-06,200,100,1.15318,0.4,3454.4875282,0.144387,0.0111359,-610.017006094,3454.4875282,53.9085,500.0,1.01092,-680.28,-610.017006094,0.005,-610.017006094,0.000560911,173.432941849,175.349775999,0.113408
-617.015,2,1.0,3.50449e-18,200,100,1.0,0.4,25718.4996141,,0.01,-617.014793125,25718.4996141,159.566,500.0,1.0,-857.089,-617.014793125,0.01,-617.014793125,0.01,200.0,100.0,1.0
-596.861,1,2.05039,2.24485e-06,200,100,1.06745,0.4,4455.00030624,0.0863495,0.0104544,-605.774891769,4455.00030624,69.8256,500.0,0.980633,-772.251,-605.774891769,0.005,-605.774891769,0.00083607,187.362188325,183.596537211,0.163976
-608.476,2,1.0,3.50449e-18,200,100,1.0,0.4,8268.10740168,,0.01,-608.476077637,8268.10740168,90.4733,500.0,1.0,-748.818,-608.476077637,0.01,-608.476077637,0.01,200.0,100.0,1.0
-596.98,1,3.59743,3.58322e-06,200,100,1.1125,0.4,4081.98609552,0.139654,0.0182223,-604.753168601,4081.98609552,81.8682,500.0,0.987098,-701.65,-604.753168601,0.005,-604.753168601,0.00151079,179.774922594,175.037545001,0.29826
-584.203,2,1.0,3.50449e-18,200,100,1.0,0.4,1934.7727561,,0.01,-584.202574631,1934.7727561,43.7656,500.0,1.0,-667.508,-584.202574631,0.01,-584.202574631,0.01,200.0,100.0,1.0
-586.779,1,1.62203,1.39006e-06,200,100,1.05641,0.4,8508.520144,0.0557445,0.00809984,-600.572810866,8508.520144,59.6736,500.0,1.00128,-692.643,-600.572810866,0.005,-600.572810866,0.00216847,189.320356907,189.515174058,0.434248
-582.474,2,1.0,3.50449e-18,200,100,1.0,0.4,2797.1743471,,0.01,-582.474321665,2797.1743471,52.6232,500.0,1.0,-671.966,-582.474321665,0.01,-582.474321665,0.01,200.0,100.0,1.0
-575.012,1,3.11373,4.32208e-06,200,100,1.15447,0.4,2802.44560238,0.179722,0.0152696,-586.859435893,2802.44560238,55.0837,500.0,1.01959,-646.414,-586.859435893,0.005,-586.859435893,0.000743882,173.239315618,170.645701145,0.15169
-593.505,2,1.0,3.50449e-18,200,100,1.0,0.4,6997.57461457,,0.01,-593.504643113,6997.57461457,83.2322,500.0,1.0,-739.282,-593.504643113,0.01,-593.504643113,0.01,200.0,100.0,1.0
-579.388,1,1.7549,2.23785e-06,200,100,1.08149,0.4,4837.60299658,0.0856596,0.00896975,-581.36061613,4837.60299658,67.1218,500.0,0.978232,-686.586,-581.36061613,0.005,-581.36061613,0.00144064,184.930063783,183.64345201,0.281856
-580.303,2,1.0,3.50449e-18,200,100,1.0,0.4,3448.56316243,,0.01,-580.303264924,3448.56316243,58.4301,500.0,1.0,-690.566,-580.303264924,0.01,-580.303264924,0.01,200.0,100.0,1.0
-572.911,1,2.03829,2.36015e-06,200,100,1.0805,0.4,2888.45589237,0.0980266,0.0100015,-579.577380597,2888.45589237,51.4701,500.0,1.01899,-653.956,-579.577380597,0.005,-579.577380597,0.000980329,185.100000375,182.826399775,0.19979
-580.392,2,1.0,3.50449e-18,200,100,1.0,0.4,2664.02201351,,0.01,-580.391515696,2664.02201351,51.3554,500.0,1.0,-687.942,-580.391515696,0.01,-580.391515696,0.01,200.0,100.0,1.0
-571.83,1,1.60848,1.76006e-06,200,100,1.07174,0.4,2413.68694554,0.06941,0.00809969,-574.436573637,2413.68694554,47.3108,500.0,0.992926,-650.561,-574.436573637,0.005,-574.436573637,0.00127887,186.611941809,186.907059564,0.253964
-569.436,2,1.0,3.50449e-18,200,100,1.0,0.4,5360.2862157,,0.01,-569.435681273,5360.2862157,72.847,500.0,1.0,-702.172,-569.435681273,0.01,-569.435681273,0.01,200.0,100.0,1.0
-564.146,1,1.96493,2.29462e-06,200,100,1.06845,0.4,2105.9582485,0.0927385,0.00977402,-571.526903578,2105.9582485,57.4841,500.0,1.00518,-661.164,-571.526903578,0.005,-571.526903578,0.00162833,187.186925892,183.263327189,0.327353
-566.433,2,1.0,3.50449e-18,200,100,1.0,0.4,10021.9125876,,0.01,-566.432632658,10021.9125876,99.6077,500.0,1.0,-700.282,-566.432632658,0.01,-566.432632658,0.01,200.0,100.0,1.0
-563.314,1,1.7729,1.51278e-06,200,100,1.06834,0.4,4417.80968783,0.0617514,0.00877505,-574.482046366,4417.80968783,65.4922,500.0,1.0102,-661.14,-574.482046366,0.005,-574.482046366,0.00122211,187.206476143,188.642111353,0.246915
-561.021,2,1.0,3.50449e-18,200,100,1.0,0.4,2538.59593796,,0.01,-561.020592688,2538.59593796,50.1319,500.0,1.0,-645.587,-561.020592688,0.01,-561.020592688,0.01,200.0,100.0,1.0
-550.655,1,4.33138,7.01837e-06,200,100,1.22005,0.4,2641.08042114,0.312081,0.0205405,-565.520626272,2641.08042114,57.5705,500.0,1.05435,-619.977,-565.520626272,0.005,-565.520626272,0.000661205,163.927278469,156.331726514,0.139428
-561.638,2,1.0,3.50449e-18,200,100,1.0,0.4,7742.16321229,,0.01,-561.638368443,7742.16321229,87.5485,500.0,1.0,-699.653,-561.638368443,0.01,-561.638368443,0.01,200.0,100.0,1.0
-554.228,1,1.72205,3.02607e-06,200,100,1.0932,0.4,4449.78416925,0.106435,0.00918216,-565.74775266,4449.78416925,61.4906,500.0,0.937717,-656.266,-565.74775266,0.005,-565.74775266,0.000596131,182.949723987,178.501640642,0.1118
-561.596,2,1.0,3.50449e-18,200,100,1.0,0.4,14124.6185656,,0.01,-561.596473627,14124.6185656,118.251,500.0,1.0,-719.204,-561.596473627,0.01,-561.596473627,0.01,200.0,100.0,1.0
-554.857,1,1.5328,9.31629e-07,200,100,1.03857,0.4,6736.4097753,0.034991,0.00790915,-557.090842159,6736.4097753,84.0371,500.0,0.969007,-668.432,-557.090842159,0.005,-557.090842159,0.00247014,192.571763537,192.84937491,0.478716
-550.509,2,1.0,3.50449e-18,200,100,1.0,0.4,1712.74397119,,0.01,-550.509331883,1712.74397119,41.1779,500.0,1.0,-631.358,-550.509331883,0.01,-550.509331883,0.01,200.0,100.0,1.0
-546.135,1,1.79115,2.66453e-06,200,100,1.09135,0.4,2661.60983127,0.106612,0.00895445,-552.320459045,2661.60983127,47.5795,500.0,1.00014,-612.47,-552.320459045,0.005,-552.320459045,0.00107301,183.259533098,180.823933079,0.214633
-547.904,2,1.0,3.50449e-18,200,100,1.0,0.4,2021.17178646,,0.01,-547.903868763,2021.17178646,44.7321,500.0,1.0,-638.068,-547.903868763,0.01,-547.903868763,0.01,200.0,100.0,1.0
-542.463,1,2.23892,2.48635e-06,200,100,1.08479,0.4,2373.23854206,0.0960627,0.0113905,-548.689063026,2373.23854206,44.4887,500.0,0.982802,-610.972,-548.689063026,0.005,-548.689063026,0.00153925,184.368151326,181.990815254,0.302555
-544.982,2,1.0,3.50449e-18,200,100,1.0,0.4,1933.1172619,,0.01,-544.982361946,1933.1172619,43.7468,500.0,1.0,-624.855,-544.982361946,0.01,-544.982361946,0.01,200.0,100.0,1.0
-548.867,1,1.47831,1.77035e-06,200,100,1.05826,0.4,5148.69573407,0.0680371,0.00754088,-561.873028201,5148.69573407,57.8191,500.0,0.980197,-633.632,-561.873028201,0.005,-561.873028201,0.00130774,188.988862338,186.83556359,0.256369
-541.755,2,1.0,3.50449e-18,200,100,1.0,0.4,1976.81724469,,0.01,-541.754566939,1976.81724469,44.2385,500.0,1.0,-629.359,-541.754566939,0.01,-541.754566939,0.01,200.0,100.0,1.0
-545.934,1,1.33949,3.35838e-07,200,100,1.01508,0.4,13699.8225489,0.0131539,0.00676823,-553.443091363,13699.8225489,82.3575,500.0,0.989539,-653.391,-553.443091363,0.005,-553.443091363,0.00303276,197.029250076,197.36202547,0.600206
-539.444,2,1.0,3.50449e-18,200,100,1.0,0.4,2852.20329351,,0.01,-539.443768172,2852.20329351,53.1383,500.0,1.0,-639.007,-539.443768172,0.01,-539.443768172,0.01,200.0,100.0,1.0
-534.169,1,2.18258,2.28201e-06,200,100,1.07663,0.4,3669.28815849,0.089859,0.0109989,-540.624627071,3669.28815849,54.2681,500.0,0.992183,-610.7,-540.624627071,0.005,-540.624627071,0.00055081,185.765231734,183.347562389,0.109301
-537.902,2,1.0,3.50449e-18,200,100,1.0,0.4,1904.35587176,,0.01,-537.902436884,1904.35587176,43.4202,500.0,1.0,-619.065,-537.902436884,0.01,-537.902436884,0.01,200.0,100.0,1.0
-532.143,1,2.52456,3.93393e-06,200,100,1.13493,0.4,2254.21066784,0.157711,0.0126086,-542.985223238,2254.21066784,46.686,500.0,1.00112,-602.158,-542.985223238,0.005,-542.985223238,0.000746025,176.222560441,172.925004535,0.149372
-537.556,2,1.0,3.50449e-18,200,100,1.0,0.4,3105.23547733,,0.01,-537.556073302,3105.23547733,55.4453,500.0,1.0,-649.233,-537.556073302,0.01,-537.556073302,0.01,200.0,100.0,1.0
-538.72,1,2.0987,1.38023e-06,200,100,1.05241,0.4,8240.47788166,0.0557251,0.0104448,-550.495017888,8240.47788166,67.2503,500.0,1.00466,-648.329,-550.495017888,0.005,-550.495017888,0.00205531,190.039291876,189.585507597,0.412978
-553.309,2,1.0,3.50449e-18,200,100,1.0,0.4,27677.7498533,,0.01,-553.309003595,27677.7498533,165.532,500.0,1.0,-793.313,-553.309003595,0.01,-553.309003595,0.01,200.0,100.0,1.0
-548.317,1,1.37479,5.34566e-07,200,100,1.02226,0.4,6865.6367908,0.0214059,0.00687023,-550.92301011,6865.6367908,106.799,500.0,1.00054,-719.904,-550.92301011,0.005,-550.92301011,0.00191995,195.645089893,195.833426695,0.3842
-530.591,2,1.0,3.50449e-18,200,100,1.0,0.4,2389.27592082,,0.01,-530.590732529,2389.27592082,48.6352,500.0,1.0,-617.622,-530.590732529,0.01,-530.590732529,0.01,200.0,100.0,1.0
-532.302,1,1.52061,1.2527e-06,200,100,1.05723,0.4,5209.41398918,0.0510376,0.0075335,-545.534029927,5209.41398918,49.2314,500.0,1.00923,-629.936,-545.534029927,0.005,-545.534029927,0.00182241,189.173446601,190.502138152,0.367847
-524.917,2,1.0,3.50449e-18,200,100,1.0,0.4,2742.8533669,,0.01,-524.917391252,2742.8533669,52.1097,500.0,1.0,-606.327,-524.917391252,0.01,-524.917391252,0.01,200.0,100.0,1.0
-521.643,1,2.49498,3.75624e-06,200,100,1.14817,0.4,2253.55674416,0.162909,0.0119804,-534.946121094,2253.55674416,54.3397,500.0,1.04127,-585.171,-534.946121094,0.005,-534.946121094,0.000852145,174.19083083,173.988915425,0.177463
-517.392,2,1.0,3.50449e-18,200,100,1.0,0.4,1481.16437742,,0.01,-517.391585331,1481.16437742,38.293,500.0,1.0,-593.409,-517.391585331,0.01,-517.391585331,0.01,200.0,100.0,1.0
-518.761,1,1.8618,2.39993e-06,200,100,1.09033,0.4,2295.81897792,0.0990594,0.00916399,-530.142543658,2295.81897792,41.9279,500.0,1.01582,-583.57,-530.142543658,0.005,-530.142543658,0.00116982,183.431405606,182.562129592,0.237665
-525.445,2,1.0,3.50449e-18,200,100,1.0,0.4,2072.39976269,,0.01,-525.444902307,2072.39976269,45.2954,500.0,1.0,-607.007,-525.444902307,0.01,-525.444902307,0.01,200.0,100.0,1.0
-503.678,1,52.2136,0.000411214,200,100,1.0,0.4,2248.99326675,19.573,0.239325,-522.852066887,2248.99326675,247.299,500.0,1.09085,-561.351,-522.852066887,0.005,-522.852066887,2.9332e-07,199.99933243,11.5165673368,6.39937e-05
-510.519,2,1.0,3.50449e-18,200,100,1.0,0.4,2679.06042652,,0.01,-510.518895907,2679.06042652,51.5002,500.0,1.0,-607.655,-510.518895907,0.01,-510.518895907,0.01,200.0,100.0,1.0
-510.038,1,1.72916,1.33887e-06,200,100,1.05947,0.4,1887.90799846,0.0578228,0.00832061,-517.75988378,1887.90799846,44.1503,500.0,1.03908,-580.736,-517.75988378,0.005,-517.75988378,0.00207677,188.77425907,189.881770206,0.431587
-512.756,2,1.0,3.50449e-18,200,100,1.0,0.4,2400.19084123,,0.01,-512.755564355,2400.19084123,48.7462,500.0,1.0,-605.617,-512.755564355,0.01,-512.755564355,0.01,200.0,100.0,1.0
-509.332,1,1.74867,2.81081e-06,200,100,1.08431,0.4,2067.5742308,0.106516,0.00898287,-517.627546647,2067.5742308,44.9632,500.0,0.973334,-577.707,-517.627546647,0.005,-517.627546647,0.00111547,184.449067064,179.877157224,0.217145
-511.125,2,1.0,3.50449e-18,200,100,1.0,0.4,1890.62743534,,0.01,-511.124765141,1890.62743534,43.2634,500.0,1.0,-588.805,-511.124765141,0.01,-511.124765141,0.01,200.0,100.0,1.0
-506.71,1,1.86727,2.0239e-06,200,100,1.08562,0.4,1731.42694729,0.0795743,0.00941706,-511.443582676,1731.42694729,41.7746,500.0,0.991431,-563.941,-511.443582676,0.005,-511.443582676,0.00180128,184.226173286,185.090773702,0.357169
-513.242,2,1.0,3.50449e-18,200,100,1.0,0.4,1936.34401191,,0.01,-513.241508521,1936.34401191,43.7833,500.0,1.0,-597.812,-513.241508521,0.01,-513.241508521,0.01,200.0,100.0,1.0
-500.794,1,15.7626,0.000150934,200,100,1.00003,0.4,2136.32691658,2.9054,0.113611,-506.796530292,2136.32691658,57.8946,500.0,0.693711,-560.595,-506.796530292,0.005,-506.796530292,1.13562e-07,199.994707248,28.5421105872,1.57558e-05
-495.238,2,1.0,3.50449e-18,200,100,1.0,0.4,2571.83767519,,0.01,-495.238191712,2571.83767519,50.4591,500.0,1.0,-575.951,-495.238191712,0.01,-495.238191712,0.01,200.0,100.0,1.0
-478.931,1,2.34748,6.12539e-06,200,100,1.23232,0.4,2211.16741781,0.236006,0.0119593,-489.253048595,2211.16741781,47.9096,500.0,0.981441,-542.287,-489.253048595,0.005,-489.253048595,0.000177716,162.2959851,160.798764529,0.0348835
-480.041,2,1.0,3.50449e-18,200,100,1.0,0.4,1943.40463573,,0.01,-480.041316346,1943.40463573,43.8631,500.0,1.0,-554.964,-480.041316346,0.01,-480.041316346,0.01,200.0,100.0,1.0
-469.652,1,3.23039,3.77002e-06,200,100,1.11594,0.4,2010.26823472,0.155154,0.0159237,-472.183655355,2010.26823472,44.0089,500.0,1.01433,-527.961,-472.183655355,0.005,-472.183655355,0.000735717,179.220649645,173.905940421,0.149252
-483.913,2,1.0,3.50449e-18,200,100,1.0,0.4,2199.95177517,,0.01,-483.913338688,2199.95177517,46.6685,500.0,1.0,-563.7,-483.913338688,0.01,-483.913338688,0.01,200.0,100.0,1.0
-463.389,1,205.153,0.0019763,200,100,1.0,0.4,1842.63986562,251.626,0.574945,-476.047509825,1842.63986562,111.166,500.0,1.78411,-519.807,-476.047509825,0.005,-476.047509825,,199.999713898,2.51077201046,
-475.513,2,1.0,3.50449e-18,200,100,1.0,0.4,1425.1301408,,0.01,-475.513274439,1425.1301408,37.5617,500.0,1.0,-544.875,-475.513274439,0.01,-475.513274439,0.01,200.0,100.0,1.0
-470.627,1,1.67638,1.76046e-06,200,100,1.07173,0.4,2938.74002183,0.0710707,0.00834331,-476.275964017,2938.74002183,40.8384,500.0,1.00462,-536.653,-476.275964017,0.005,-476.275964017,0.000710117,186.614142049,186.90420053,0.14268
-476.452,2,1.0,3.50449e-18,200,100,1.0,0.4,1666.16859234,,0.01,-476.451794726,1666.16859234,40.6141,500.0,1.0,-551.507,-476.451794726,0.01,-476.451794726,0.01,200.0,100.0,1.0
-452.978,1,39.1777,0.00038792,200,100,1.0,0.4,1689.58333659,18.8973,0.177505,-477.083017857,1689.58333659,232.989,500.0,1.10357,-506.05,-477.083017857,0.005,-477.083017857,3.90284e-07,199.999904633,12.1660349143,8.61409e-05
-463.47,2,1.0,3.50449e-18,200,100,1.0,0.4,1899.20634696,,0.01,-463.469824575,1899.20634696,43.3614,500.0,1.0,-537.359,-463.469824575,0.01,-463.469824575,0.01,200.0,100.0,1.0
-455.91,1,1.88199,2.68994e-06,200,100,1.10901,0.4,1596.07835434,0.111203,0.00925617,-459.723259354,1596.07835434,41.0109,500.0,1.01662,-510.932,-459.723259354,0.005,-459.723259354,0.00103801,180.34131872,180.658754995,0.211051
-452.879,2,1.0,3.50449e-18,200,100,1.0,0.4,1298.73815427,,0.01,-452.879486367,1298.73815427,35.8574,500.0,1.0,-529.642,-452.879486367,0.01,-452.879486367,0.01,200.0,100.0,1.0
