J,IterType,EpsThisIter,MaxNormIw,Delta,MinVanillaIw,ESSRenyi,AvgNormIw,VarVanillaIw,VarDiscRet,AvgVanillaIw,AvgRet,VanillaAvgRet,VarRet,BatchSize,VarJ,Bound,AvgDiscRet,eRenyi2,MaxVanillaIw,ESSClassic,AvgEpLen,VarNormIw,MinNormIw
4178.27,2,100,0.0025,0.7,1.0,500.0,0.0025,,368850.651557,1.0,4259.00939178,4259.00939178,368850.651557,500,650.782,4025.58,4259.00939178,1.0,1.0,400.0,463.86,5.4346e-20,0.0025
4193.99,1,100,0.002,0.7,1.0,500.0,0.002,,382676.853208,1.0,4256.83210798,4256.83210798,382676.853208,500,644.648,4057.42,4256.83210798,1.0,1.0,500.000006643,462.5,5.43187e-20,0.002
4182.63,2,100,0.01,0.7,1.0,500.0,0.01,,375754.673909,1.0,4182.62884714,4182.62884714,375754.673909,500,609.916,3877.2,4182.62884714,1.0,1.0,100.0,455.88,3.50449e-18,0.01
4182.74,2,100,0.005,0.7,1.0,500.0,0.005,,394786.221915,1.0,4182.84947146,4182.84947146,394786.221915,500,617.59,3966.77,4182.84947146,1.0,1.0,200.000000102,454.35,2.1793e-19,0.005
4188.99,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,414547.387759,1.0,4201.4962612,4201.4962612,414547.387759,500,625.426,4012.65,4201.4962612,1.0,1.0,299.999969474,455.92,5.43914e-20,0.00333333
4196.21,2,100,0.0025,0.7,1.0,500.0,0.0025,,414725.640246,1.0,4217.88221224,4217.88221224,414725.640246,500,629.42,4043.5,4217.88221224,1.0,1.0,400.0,457.6,5.4346e-20,0.0025
4191.64,1,100,0.002,0.7,1.0,500.0,0.002,,428561.344283,1.0,4173.35191279,4173.35191279,428561.344283,500,633.935,4055.05,4173.35191279,1.0,1.0,500.000006643,454.06,5.43187e-20,0.002
4100.0,2,100,0.01,0.7,1.0,500.0,0.01,,486929.440769,1.0,4100.00473429,4100.00473429,486929.440769,500,694.305,3794.73,4100.00473429,1.0,1.0,100.0,446.36,3.50449e-18,0.01
4140.54,2,100,0.005,0.7,1.0,500.0,0.005,,399757.986606,1.0,4181.06722241,4181.06722241,399757.986606,500,663.742,3924.57,4181.06722241,1.0,1.0,200.000000102,454.62,2.1793e-19,0.005
4168.74,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,397738.35528,1.0,4225.14917737,4225.14917737,397738.35528,500,653.105,3992.41,4225.14917737,1.0,1.0,299.999969474,458.55,5.43914e-20,0.00333333
4182.48,2,100,0.0025,0.7,1.0,500.0,0.0025,,390463.472526,1.0,4223.70842521,4223.70842521,390463.472526,500,645.845,4029.71,4223.70842521,1.0,1.0,400.0,458.29,5.4346e-20,0.0025
4179.18,1,100,0.002,0.7,1.0,500.0,0.002,,419255.924876,1.0,4165.94958323,4165.94958323,419255.924876,500,645.561,4042.53,4165.94958323,1.0,1.0,500.000006643,453.83,5.43187e-20,0.002
4191.31,2,100,0.01,0.7,1.0,500.0,0.01,,444804.812978,1.0,4191.3081399,4191.3081399,444804.812978,500,663.594,3885.98,4191.3081399,1.0,1.0,100.0,455.82,3.50449e-18,0.01
4197.81,2,100,0.005,0.7,1.0,500.0,0.005,,422575.447098,1.0,4204.30700186,4204.30700186,422575.447098,500,655.283,3981.81,4204.30700186,1.0,1.0,200.000000102,456.17,2.1793e-19,0.005
4181.12,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,398683.658231,1.0,4147.7472855,4147.7472855,398683.658231,500,646.828,4004.76,4147.7472855,1.0,1.0,299.999969474,450.51,5.43914e-20,0.00333333
4197.51,2,100,0.0025,0.7,1.0,500.0,0.0025,,326582.15094,1.0,4246.6849117,4246.6849117,326582.15094,500,628.828,4044.78,4246.6849117,1.0,1.0,400.0,461.59,5.4346e-20,0.0025
4194.58,1,100,0.002,0.7,1.0,500.0,0.002,,421857.971529,1.0,4182.86211474,4182.86211474,421857.971529,500,632.378,4057.97,4182.86211474,1.0,1.0,500.000006643,454.81,5.43187e-20,0.002
4200.37,2,100,0.01,0.7,1.0,500.0,0.01,,443388.176001,1.0,4200.37422348,4200.37422348,443388.176001,500,662.536,3894.99,4200.37422348,1.0,1.0,100.0,455.99,3.50449e-18,0.01
4169.56,2,100,0.005,0.7,1.0,500.0,0.005,,447172.760569,1.0,4138.74528679,4138.74528679,447172.760569,500,664.663,3953.51,4138.74528679,1.0,1.0,200.000000102,450.61,2.1793e-19,0.005
4152.98,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,447142.509837,1.0,4119.8212211,4119.8212211,447142.509837,500,665.301,3976.58,4119.8212211,1.0,1.0,299.999969474,448.77,5.43914e-20,0.00333333
4154.04,2,100,0.0025,0.7,1.0,500.0,0.0025,,467577.964077,1.0,4157.21606882,4157.21606882,467577.964077,500,669.102,4001.27,4157.21606882,1.0,1.0,400.0,451.0,5.4346e-20,0.0025
4155.58,1,100,0.002,0.7,1.0,500.0,0.002,,455179.513618,1.0,4161.7633462,4161.7633462,455179.513618,500,669.547,4018.95,4161.7633462,1.0,1.0,500.000006643,452.34,5.43187e-20,0.002
4229.44,2,100,0.01,0.7,1.0,500.0,0.01,,336301.163918,1.0,4229.44066293,4229.44066293,336301.163918,500,577.008,3924.21,4229.44066293,1.0,1.0,100.0,459.77,3.50449e-18,0.01
4249.73,2,100,0.005,0.7,1.0,500.0,0.005,,368600.655631,1.0,4270.02696786,4270.02696786,368600.655631,500,591.048,4033.84,4270.02696786,1.0,1.0,200.000000102,463.37,2.1793e-19,0.005
4227.85,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,451971.931957,1.0,4184.07539105,4184.07539105,451971.931957,500,618.871,4051.53,4184.07539105,1.0,1.0,299.999969474,454.6,5.43914e-20,0.00333333
4196.13,2,100,0.0025,0.7,1.0,500.0,0.0025,,486943.943808,1.0,4100.98518004,4100.98518004,486943.943808,500,640.927,4043.44,4100.98518004,1.0,1.0,400.0,445.23,5.4346e-20,0.0025
4195.2,1,100,0.002,0.7,1.0,500.0,0.002,,462220.794398,1.0,4191.45188845,4191.45188845,462220.794398,500,648.192,4058.62,4191.45188845,1.0,1.0,500.000006643,455.6,5.43187e-20,0.002
4305.22,2,100,0.01,0.7,1.0,500.0,0.01,,304805.301179,1.0,4305.21725177,4305.21725177,304805.301179,500,549.324,3999.96,4305.21725177,1.0,1.0,100.0,467.27,3.50449e-18,0.01
4247.63,2,100,0.005,0.7,1.0,500.0,0.005,,417717.529776,1.0,4190.05289428,4190.05289428,417717.529776,500,600.803,4031.62,4190.05289428,1.0,1.0,200.000000102,456.45,2.1793e-19,0.005
4247.44,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,375047.978525,1.0,4247.05446068,4247.05446068,375047.978525,500,603.663,4071.07,4247.05446068,1.0,1.0,299.999969474,460.75,5.43914e-20,0.00333333
4214.81,2,100,0.0025,0.7,1.0,500.0,0.0025,,458155.84419,1.0,4116.89685218,4116.89685218,458155.84419,500,624.416,4062.06,4116.89685218,1.0,1.0,400.0,447.42,5.4346e-20,0.0025
4208.92,1,100,0.002,0.7,1.0,500.0,0.002,,501297.898342,1.0,4185.38882303,4185.38882303,501297.898342,500,641.336,4072.31,4185.38882303,1.0,1.0,500.000006643,454.1,5.43187e-20,0.002
4150.43,2,100,0.01,0.7,1.0,500.0,0.01,,453732.409788,1.0,4150.42844278,4150.42844278,453732.409788,500,670.22,3845.28,4150.42844278,1.0,1.0,100.0,452.16,3.50449e-18,0.01
4146.58,2,100,0.005,0.7,1.0,500.0,0.005,,423296.687951,1.0,4142.73842296,4142.73842296,423296.687951,500,658.896,3930.72,4142.73842296,1.0,1.0,200.000000102,451.27,2.1793e-19,0.005
4150.06,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,436634.74811,1.0,4157.01204627,4157.01204627,436634.74811,500,658.44,3973.74,4157.01204627,1.0,1.0,299.999969474,452.04,5.43914e-20,0.00333333
4166.79,2,100,0.0025,0.7,1.0,500.0,0.0025,,433311.464334,1.0,4216.96366667,4216.96366667,433311.464334,500,658.211,4014.09,4216.96366667,1.0,1.0,400.0,457.58,5.4346e-20,0.0025
4182.06,1,100,0.002,0.7,1.0,500.0,0.002,,330080.758427,1.0,4243.13568677,4243.13568677,330080.758427,500,642.559,4045.47,4243.13568677,1.0,1.0,500.000006643,461.45,5.43187e-20,0.002
4197.26,2,100,0.01,0.7,1.0,500.0,0.01,,412786.548613,1.0,4197.25583924,4197.25583924,412786.548613,500,639.264,3891.98,4197.25583924,1.0,1.0,100.0,456.86,3.50449e-18,0.01
4242.08,2,100,0.005,0.7,1.0,500.0,0.005,,370425.479785,1.0,4286.90437174,4286.90437174,370425.479785,500,624.259,4026.21,4286.90437174,1.0,1.0,200.000000102,465.39,2.1793e-19,0.005
4241.06,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,340723.071247,1.0,4239.01309406,4239.01309406,340723.071247,500,610.115,4064.8,4239.01309406,1.0,1.0,299.999969474,460.58,5.43914e-20,0.00333333
4223.39,2,100,0.0025,0.7,1.0,500.0,0.0025,,455710.624033,1.0,4170.39809796,4170.39809796,455710.624033,500,626.821,4070.65,4170.39809796,1.0,1.0,400.0,453.04,5.4346e-20,0.0025
4218.44,1,100,0.002,0.7,1.0,500.0,0.002,,411723.080851,1.0,4198.62540186,4198.62540186,411723.080851,500,629.24,4081.82,4198.62540186,1.0,1.0,500.000006643,455.99,5.43187e-20,0.002
4188.11,2,100,0.01,0.7,1.0,500.0,0.01,,419943.605372,1.0,4188.11242267,4188.11242267,419943.605372,500,644.782,3882.68,4188.11242267,1.0,1.0,100.0,455.81,3.50449e-18,0.01
4169.33,2,100,0.005,0.7,1.0,500.0,0.005,,465829.181961,1.0,4150.55390182,4150.55390182,465829.181961,500,662.427,3953.36,4150.55390182,1.0,1.0,200.000000102,451.36,2.1793e-19,0.005
4216.66,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,334305.164252,1.0,4311.3218608,4311.3218608,334305.164252,500,638.233,4040.32,4311.3218608,1.0,1.0,299.999969474,468.66,5.43914e-20,0.00333333
4218.38,2,100,0.0025,0.7,1.0,500.0,0.0025,,364205.458373,1.0,4223.53124116,4223.53124116,364205.458373,500,629.011,4065.66,4223.53124116,1.0,1.0,400.0,459.3,5.4346e-20,0.0025
4231.92,1,100,0.002,0.7,1.0,500.0,0.002,,283362.158776,1.0,4286.06777678,4286.06777678,283362.158776,500,611.034,4095.32,4286.06777678,1.0,1.0,500.000006643,466.53,5.43187e-20,0.002
4246.51,2,100,0.01,0.7,1.0,500.0,0.01,,361836.528662,1.0,4246.51035328,4246.51035328,361836.528662,500,598.513,3941.22,4246.51035328,1.0,1.0,100.0,460.96,3.50449e-18,0.01
4257.67,2,100,0.005,0.7,1.0,500.0,0.005,,316142.537352,1.0,4268.83134681,4268.83134681,316142.537352,500,579.417,4041.76,4268.83134681,1.0,1.0,200.000000102,464.67,2.1793e-19,0.005
4238.8,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,524050.519829,1.0,4201.05656545,4201.05656545,524050.519829,500,630.448,4062.47,4201.05656545,1.0,1.0,299.999969474,455.57,5.43914e-20,0.00333333
4229.47,2,100,0.0025,0.7,1.0,500.0,0.0025,,457737.886884,1.0,4201.47779736,4201.47779736,457737.886884,500,641.6,4076.76,4201.47779736,1.0,1.0,400.0,456.24,5.4346e-20,0.0025
4204.41,1,100,0.002,0.7,1.0,500.0,0.002,,424314.176185,1.0,4104.16016351,4104.16016351,424314.176185,500,644.862,4067.82,4104.16016351,1.0,1.0,500.000006643,447.17,5.43187e-20,0.002
4237.46,2,100,0.01,0.7,1.0,500.0,0.01,,371717.018136,1.0,4237.45656231,4237.45656231,371717.018136,500,606.63,3932.06,4237.45656231,1.0,1.0,100.0,459.87,3.50449e-18,0.01
4200.16,2,100,0.005,0.7,1.0,500.0,0.005,,575311.393548,1.0,4162.85611384,4162.85611384,575311.393548,500,685.69,3984.21,4162.85611384,1.0,1.0,200.000000102,451.42,2.1793e-19,0.005
4213.61,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,359476.172461,1.0,4240.52129776,4240.52129776,359476.172461,500,657.599,4037.29,4240.52129776,1.0,1.0,299.999969474,460.77,5.43914e-20,0.00333333
4223.45,2,100,0.0025,0.7,1.0,500.0,0.0025,,332506.217493,1.0,4252.95087942,4252.95087942,332506.217493,500,637.897,4070.75,4252.95087942,1.0,1.0,400.0,462.0,5.4346e-20,0.0025
4230.09,1,100,0.002,0.7,1.0,500.0,0.002,,416656.748684,1.0,4256.64003905,4256.64003905,416656.748684,500,638.909,4093.46,4256.64003905,1.0,1.0,500.000006643,462.32,5.43187e-20,0.002
4163.35,2,100,0.01,0.7,1.0,500.0,0.01,,404615.685781,1.0,4163.35418484,4163.35418484,404615.685781,500,632.906,3857.93,4163.35418484,1.0,1.0,100.0,451.72,3.50449e-18,0.01
4149.11,2,100,0.005,0.7,1.0,500.0,0.005,,479751.326545,1.0,4134.8664905,4134.8664905,479751.326545,500,661.789,3933.14,4134.8664905,1.0,1.0,200.000000102,449.94,2.1793e-19,0.005
4161.3,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,425595.504976,1.0,4185.67900859,4185.67900859,425595.504976,500,657.815,3984.96,4185.67900859,1.0,1.0,299.999969474,454.6,5.43914e-20,0.00333333
4185.24,2,100,0.0025,0.7,1.0,500.0,0.0025,,374795.574278,1.0,4257.04648753,4257.04648753,374795.574278,500,647.318,4032.52,4257.04648753,1.0,1.0,400.0,462.87,5.4346e-20,0.0025
4190.94,1,100,0.002,0.7,1.0,500.0,0.002,,335464.384827,1.0,4213.73620693,4213.73620693,335464.384827,500,633.852,4054.34,4213.73620693,1.0,1.0,500.000006643,458.47,5.43187e-20,0.002
4276.66,2,100,0.01,0.7,1.0,500.0,0.01,,356747.211866,1.0,4276.65792752,4276.65792752,356747.211866,500,594.289,3971.37,4276.65792752,1.0,1.0,100.0,464.08,3.50449e-18,0.01
4259.67,2,100,0.005,0.7,1.0,500.0,0.005,,311507.160112,1.0,4242.68198094,4242.68198094,311507.160112,500,575.391,4043.79,4242.68198094,1.0,1.0,200.000000102,461.61,2.1793e-19,0.005
4264.73,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,388589.41647,1.0,4274.84831083,4274.84831083,388589.41647,500,590.764,4088.46,4274.84831083,1.0,1.0,299.999969474,464.42,5.43914e-20,0.00333333
4269.53,2,100,0.0025,0.7,1.0,500.0,0.0025,,361296.764239,1.0,4283.91930968,4283.91930968,361296.764239,500,592.656,4116.87,4283.91930968,1.0,1.0,400.0,465.83,5.4346e-20,0.0025
4257.99,1,100,0.002,0.7,1.0,500.0,0.002,,388497.670074,1.0,4211.82878965,4211.82878965,388497.670074,500,598.706,4121.43,4211.82878965,1.0,1.0,500.000006643,457.36,5.43187e-20,0.002
4212.25,2,100,0.01,0.7,1.0,500.0,0.01,,411967.197657,1.0,4212.24771506,4212.24771506,411967.197657,500,638.629,3906.95,4212.24771506,1.0,1.0,100.0,458.15,3.50449e-18,0.01
4251.35,2,100,0.005,0.7,1.0,500.0,0.005,,373846.193855,1.0,4290.44474296,4290.44474296,373846.193855,500,624.905,4035.47,4290.44474296,1.0,1.0,200.000000102,466.01,2.1793e-19,0.005
4222.43,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,377085.397464,1.0,4164.58961512,4164.58961512,377085.397464,500,621.65,4046.12,4164.58961512,1.0,1.0,299.999969474,452.94,5.43914e-20,0.00333333
4231.04,2,100,0.0025,0.7,1.0,500.0,0.0025,,366916.896917,1.0,4256.8728116,4256.8728116,366916.896917,500,617.147,4078.35,4256.8728116,1.0,1.0,400.0,462.07,5.4346e-20,0.0025
4237.99,1,100,0.002,0.7,1.0,500.0,0.002,,395077.981416,1.0,4265.80209578,4265.80209578,395077.981416,500,618.963,4101.42,4265.80209578,1.0,1.0,500.000006643,463.68,5.43187e-20,0.002
4197.1,2,100,0.01,0.7,1.0,500.0,0.01,,424565.487832,1.0,4197.09587005,4197.09587005,424565.487832,500,648.321,3891.71,4197.09587005,1.0,1.0,100.0,456.43,3.50449e-18,0.01
4267.69,2,100,0.005,0.7,1.0,500.0,0.005,,263125.012269,1.0,4338.28806416,4338.28806416,263125.012269,500,587.699,4051.69,4338.28806416,1.0,1.0,200.000000102,471.11,2.1793e-19,0.005
4261.55,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,388574.067711,1.0,4249.27868815,4249.27868815,388574.067711,500,598.803,4085.18,4249.27868815,1.0,1.0,299.999969474,461.49,5.43914e-20,0.00333333
4248.73,2,100,0.0025,0.7,1.0,500.0,0.0025,,388888.20638,1.0,4210.27395287,4210.27395287,388888.20638,500,604.704,4095.99,4210.27395287,1.0,1.0,400.0,457.67,5.4346e-20,0.0025
4244.92,1,100,0.002,0.7,1.0,500.0,0.002,,410722.814942,1.0,4229.64674887,4229.64674887,410722.814942,500,611.486,4108.29,4229.64674887,1.0,1.0,500.000006643,459.74,5.43187e-20,0.002
4258.28,2,100,0.01,0.7,1.0,500.0,0.01,,406606.412561,1.0,4258.28477562,4258.28477562,406606.412561,500,634.461,3952.95,4258.28477562,1.0,1.0,100.0,462.6,3.50449e-18,0.01
4247.02,2,100,0.005,0.7,1.0,500.0,0.005,,350012.944475,1.0,4235.74814764,4235.74814764,350012.944475,500,612.089,4031.03,4235.74814764,1.0,1.0,200.000000102,459.18,2.1793e-19,0.005
4243.89,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,427741.486456,1.0,4237.63501354,4237.63501354,427741.486456,500,625.255,4067.54,4237.63501354,1.0,1.0,299.999969474,459.81,5.43914e-20,0.00333333
4236.0,2,100,0.0025,0.7,1.0,500.0,0.0025,,323955.104013,1.0,4212.3364518,4212.3364518,323955.104013,500,611.206,4083.27,4212.3364518,1.0,1.0,400.0,457.82,5.4346e-20,0.0025
4238.29,1,100,0.002,0.7,1.0,500.0,0.002,,336885.273106,1.0,4247.43170928,4247.43170928,336885.273106,500,604.634,4101.68,4247.43170928,1.0,1.0,500.000006643,461.65,5.43187e-20,0.002
4210.0,2,100,0.01,0.7,1.0,500.0,0.01,,376839.025495,1.0,4209.99928246,4209.99928246,376839.025495,500,610.795,3904.61,4209.99928246,1.0,1.0,100.0,457.5,3.50449e-18,0.01
4167.83,2,100,0.005,0.7,1.0,500.0,0.005,,481528.408205,1.0,4125.66758601,4125.66758601,481528.408205,500,653.2,3951.84,4125.66758601,1.0,1.0,200.000000102,448.57,2.1793e-19,0.005
4188.81,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,380058.168217,1.0,4230.77209047,4230.77209047,380058.168217,500,640.895,4012.45,4230.77209047,1.0,1.0,299.999969474,459.98,5.43914e-20,0.00333333
4195.0,2,100,0.0025,0.7,1.0,500.0,0.0025,,416715.025607,1.0,4213.57970056,4213.57970056,416715.025607,500,641.336,4042.27,4213.57970056,1.0,1.0,400.0,458.04,5.4346e-20,0.0025
4181.29,1,100,0.002,0.7,1.0,500.0,0.002,,450689.468794,1.0,4126.41225131,4126.41225131,450689.468794,500,647.332,4044.67,4126.41225131,1.0,1.0,500.000006643,448.9,5.43187e-20,0.002
4166.92,2,100,0.01,0.7,1.0,500.0,0.01,,449125.19682,1.0,4166.91612284,4166.91612284,449125.19682,500,666.809,3861.75,4166.91612284,1.0,1.0,100.0,453.09,3.50449e-18,0.01
4185.81,2,100,0.005,0.7,1.0,500.0,0.005,,403909.000839,1.0,4204.71421688,4204.71421688,403909.000839,500,650.084,3969.95,4204.71421688,1.0,1.0,200.000000102,456.82,2.1793e-19,0.005
4187.89,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,373709.833821,1.0,4192.05214052,4192.05214052,373709.833821,500,636.453,4011.64,4192.05214052,1.0,1.0,299.999969474,456.59,5.43914e-20,0.00333333
4209.85,2,100,0.0025,0.7,1.0,500.0,0.0025,,350384.290366,1.0,4275.73808654,4275.73808654,350384.290366,500,626.076,4057.14,4275.73808654,1.0,1.0,400.0,464.64,5.4346e-20,0.0025
4203.03,1,100,0.002,0.7,1.0,500.0,0.002,,426862.312118,1.0,4175.7486213,4175.7486213,426862.312118,500,631.096,4066.41,4175.7486213,1.0,1.0,500.000006643,453.51,5.43187e-20,0.002
4248.9,2,100,0.01,0.7,1.0,500.0,0.01,,340989.83803,1.0,4248.90224345,4248.90224345,340989.83803,500,581.016,3943.4,4248.90224345,1.0,1.0,100.0,461.85,3.50449e-18,0.01
4308.96,2,100,0.005,0.7,1.0,500.0,0.005,,256498.929163,1.0,4369.01368616,4369.01368616,256498.929163,500,547.141,4092.94,4369.01368616,1.0,1.0,200.000000102,473.59,2.1793e-19,0.005
4310.7,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,349179.462337,1.0,4314.19014522,4314.19014522,349179.462337,500,561.08,4134.32,4314.19014522,1.0,1.0,299.999969474,467.36,5.43914e-20,0.00333333
4304.22,2,100,0.0025,0.7,1.0,500.0,0.0025,,321201.514529,1.0,4284.78351126,4284.78351126,321201.514529,500,561.9,4151.47,4284.78351126,1.0,1.0,400.0,465.23,5.4346e-20,0.0025
4289.77,1,100,0.002,0.7,1.0,500.0,0.002,,333613.060341,1.0,4231.93618461,4231.93618461,333613.060341,500,565.223,4153.14,4231.93618461,1.0,1.0,500.000006643,460.38,5.43187e-20,0.002
4284.29,2,100,0.01,0.7,1.0,500.0,0.01,,342601.549141,1.0,4284.29508422,4284.29508422,342601.549141,500,582.388,3978.92,4284.29508422,1.0,1.0,100.0,465.39,3.50449e-18,0.01
4203.81,2,100,0.005,0.7,1.0,500.0,0.005,,441455.009406,1.0,4123.32203147,4123.32203147,441455.009406,500,628.161,3987.87,4123.32203147,1.0,1.0,200.000000102,449.17,2.1793e-19,0.005
4228.81,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,372103.981789,1.0,4278.79850861,4278.79850861,372103.981789,500,622.175,4052.49,4278.79850861,1.0,1.0,299.999969474,464.71,5.43914e-20,0.00333333
4223.87,2,100,0.0025,0.7,1.0,500.0,0.0025,,436108.623533,1.0,4209.06748336,4209.06748336,436108.623533,500,631.139,4071.18,4209.06748336,1.0,1.0,400.0,458.12,5.4346e-20,0.0025
4222.73,1,100,0.002,0.7,1.0,500.0,0.002,,430677.207612,1.0,4218.18868302,4218.18868302,430677.207612,500,635.569,4086.16,4218.18868302,1.0,1.0,500.000006643,457.97,5.43187e-20,0.002
4268.72,2,100,0.01,0.7,1.0,500.0,0.01,,360107.118104,1.0,4268.71892967,4268.71892967,360107.118104,500,597.081,3963.23,4268.71892967,1.0,1.0,100.0,463.16,3.50449e-18,0.01
4284.34,2,100,0.005,0.7,1.0,500.0,0.005,,321408.765167,1.0,4299.95426159,4299.95426159,321408.765167,500,581.029,4068.32,4299.95426159,1.0,1.0,200.000000102,466.55,2.1793e-19,0.005
4266.7,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,355750.181139,1.0,4231.42360644,4231.42360644,355750.181139,500,585.732,4090.32,4231.42360644,1.0,1.0,299.999969474,459.93,5.43914e-20,0.00333333
4242.28,2,100,0.0025,0.7,1.0,500.0,0.0025,,431894.140086,1.0,4169.01971143,4169.01971143,431894.140086,500,604.975,4089.54,4169.01971143,1.0,1.0,400.0,453.25,5.4346e-20,0.0025
4246.64,1,100,0.002,0.7,1.0,500.0,0.002,,333711.266339,1.0,4264.10889872,4264.10889872,333711.266339,500,599.122,4110.03,4264.10889872,1.0,1.0,500.000006643,462.71,5.43187e-20,0.002
4203.34,2,100,0.01,0.7,1.0,500.0,0.01,,424804.370344,1.0,4203.34152143,4203.34152143,424804.370344,500,648.503,3898.09,4203.34152143,1.0,1.0,100.0,456.64,3.50449e-18,0.01
4170.27,2,100,0.005,0.7,1.0,500.0,0.005,,412029.473544,1.0,4137.19118417,4137.19118417,412029.473544,500,644.458,3954.27,4137.19118417,1.0,1.0,200.000000102,450.82,2.1793e-19,0.005
4145.49,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,458704.260433,1.0,4095.93031502,4095.93031502,458704.260433,500,655.351,3969.12,4095.93031502,1.0,1.0,299.999969474,446.01,5.43914e-20,0.00333333
4187.89,2,100,0.0025,0.7,1.0,500.0,0.0025,,311442.44989,1.0,4315.09509396,4315.09509396,311442.44989,500,636.073,4035.15,4315.09509396,1.0,1.0,400.0,469.22,5.4346e-20,0.0025
4188.09,1,100,0.002,0.7,1.0,500.0,0.002,,411204.247593,1.0,4188.88454887,4188.88454887,411204.247593,500,636.467,4051.47,4188.88454887,1.0,1.0,500.000006643,455.39,5.43187e-20,0.002
4173.99,2,100,0.01,0.7,1.0,500.0,0.01,,410594.696718,1.0,4173.98525311,4173.98525311,410594.696718,500,637.565,3868.68,4173.98525311,1.0,1.0,100.0,454.52,3.50449e-18,0.01
4229.42,2,100,0.005,0.7,1.0,500.0,0.005,,330317.260767,1.0,4284.85353922,4284.85353922,330317.260767,500,608.132,4013.53,4284.85353922,1.0,1.0,200.000000102,465.83,2.1793e-19,0.005
4230.35,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,445875.416243,1.0,4232.20174246,4232.20174246,445875.416243,500,627.447,4054.07,4232.20174246,1.0,1.0,299.999969474,458.72,5.43914e-20,0.00333333
4222.63,2,100,0.0025,0.7,1.0,500.0,0.0025,,386842.663488,1.0,4199.46220091,4199.46220091,386842.663488,500,625.452,4069.97,4199.46220091,1.0,1.0,400.0,456.9,5.4346e-20,0.0025
4222.4,1,100,0.002,0.7,1.0,500.0,0.002,,384653.823878,1.0,4221.5224114,4221.5224114,384653.823878,500,623.79,4085.86,4221.5224114,1.0,1.0,500.000006643,458.43,5.43187e-20,0.002
4201.68,2,100,0.01,0.7,1.0,500.0,0.01,,415087.509587,1.0,4201.67596347,4201.67596347,415087.509587,500,641.043,3896.17,4201.67596347,1.0,1.0,100.0,456.4,3.50449e-18,0.01
4200.0,2,100,0.005,0.7,1.0,500.0,0.005,,418222.042279,1.0,4198.32636694,4198.32636694,418222.042279,500,642.255,3983.97,4198.32636694,1.0,1.0,200.000000102,456.29,2.1793e-19,0.005
4218.9,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,419452.098916,1.0,4256.68439559,4256.68439559,419452.098916,500,643.527,4042.51,4256.68439559,1.0,1.0,299.999969474,462.37,5.43914e-20,0.00333333
4241.38,2,100,0.0025,0.7,1.0,500.0,0.0025,,299799.702948,1.0,4308.83640313,4308.83640313,299799.702948,500,621.541,4088.63,4308.83640313,1.0,1.0,400.0,468.06,5.4346e-20,0.0025
4233.6,1,100,0.002,0.7,1.0,500.0,0.002,,505459.458021,1.0,4202.48320393,4202.48320393,505459.458021,500,639.823,4096.97,4202.48320393,1.0,1.0,500.000006643,457.0,5.43187e-20,0.002
4229.62,2,100,0.01,0.7,1.0,500.0,0.01,,417269.918901,1.0,4229.61951623,4229.61951623,417269.918901,500,642.726,3923.99,4229.61951623,1.0,1.0,100.0,459.49,3.50449e-18,0.01
4271.65,2,100,0.005,0.7,1.0,500.0,0.005,,319046.309078,1.0,4313.67353607,4313.67353607,319046.309078,500,605.18,4055.53,4313.67353607,1.0,1.0,200.000000102,468.65,2.1793e-19,0.005
4250.79,2,100,0.00333333,0.7,1.0,500.0,0.00333333,,382020.984244,1.0,4209.09034859,4209.09034859,382020.984244,500,609.178,4074.34,4209.09034859,1.0,1.0,299.999969474,457.87,5.43914e-20,0.00333333
4250.04,2,100,0.0025,0.7,1.0,500.0,0.0025,,376336.264643,1.0,4247.79467057,4247.79467057,376336.264643,500,609.482,4097.23,4247.79467057,1.0,1.0,400.0,461.61,5.4346e-20,0.0025
