MinVanillaIw,MinNormIw,VarRet,delta,VanillaAvgRet,Bound,AvgEpLen,AvgRet,AvgVanillaIw,VarVanillaIw,J,AvgDiscRet,MaxVanillaIw,ESSClassic,IterType,renyi2,BatchSize,VarNormIw,EpsThisIter,MaxNormIw,VarDiscRet,AvgNormIw,VarJ,ESSRenyi,SamplesThisIter
,,15370.3759347,0.2,-343.655580631,-282.228,427.35042735,-343.655580631,3.6269,145.571,-38708.9,-343.655580631,175.692,2.13383866231,1,nan,100,2.49509e-08,117,0.00230016,15370.3759347,4.74834e-05,2376.68,nan,50000
,,11100.6644367,0.2,-367.70495814,-322.512,454.545454545,-367.70495814,3.34433,263.764,-43356.9,-367.70495814,340.209,1.80110472079,1,nan,100,6.01545e-08,110,0.00513773,11100.6644367,5.05051e-05,2557.32,nan,50000
,,11283.577019,0.2,-363.520195767,-335.335,450.45045045,-363.520195767,2.20698,40.5728,-45395.0,-363.520195767,92.3855,1.39206736581,1,nan,100,2.08663e-08,111,0.00209512,11283.577019,5.00501e-05,2722.9,nan,50000
,,10980.3470607,0.2,-367.656431783,-330.652,454.545454545,-367.656431783,2.89102,137.017,-43771.7,-367.656431783,223.974,1.73180926288,1,nan,100,4.18158e-08,110,0.00391274,10980.3470607,5.05051e-05,2758.96,nan,50000
3.91388e-23,9.87628e-28,8492.59707592,0.2,-378.45577902,-374.467,462.962962963,-378.45577902,2.03853,36.3923,-50389.6,-378.45577902,68.8828,0.505709520089,1,nan,100,2.3173e-08,108,0.00173819,8492.59707592,5.14403e-05,2701.74,nan,50000
,,12968.4158454,0.2,-357.229271755,-308.997,442.477876106,-357.229271755,3.28847,179.685,-42406.5,-357.229271755,304.31,3.72547984669,1,nan,100,4.01626e-08,113,0.00454959,12968.4158454,4.91642e-05,2479.45,nan,50000
,,8052.73553833,0.2,-377.316060903,-388.966,467.289719626,-377.316060903,2.41181,77.7782,-50009.0,-377.316060903,106.248,0.526430903849,1,nan,100,3.60461e-08,107,0.00228728,8052.73553833,5.19211e-05,3327.09,nan,50000
,,12928.5423651,0.2,-353.413462115,-319.842,446.428571429,-353.413462115,2.50741,56.2225,-44160.2,-353.413462115,121.451,1.98316110063,1,nan,100,2.20029e-08,112,0.00240263,12928.5423651,4.96032e-05,2842.01,nan,50000
0.118858,6.25944e-06,3373.4039597,0.2,-390.780217738,-450.665,485.436893204,-390.780217738,1.0242,0.490039,-65735.3,-390.780217738,7.63811,0.594691193769,1,nan,100,1.35907e-09,103,0.000402245,3373.4039597,5.39374e-05,2469.91,nan,50000
1.64278e-30,2.83037e-35,11465.5003926,0.2,-358.078152162,-316.205,446.428571429,-358.078152162,2.87903,93.0618,-43944.8,-358.078152162,170.885,2.81294645336,1,nan,100,2.76248e-08,112,0.0029442,11465.5003926,4.96032e-05,2047.78,nan,50000
1.49266e-11,5.92011e-16,6670.98933431,0.2,-377.785055146,-398.97,471.698113208,-377.785055146,1.32146,6.79537,-54449.6,-377.785055146,62.314,1.62407896947,1,nan,100,1.06893e-08,106,0.00247147,6670.98933431,5.24109e-05,3084.31,nan,50000
,,8397.05398503,0.2,-379.754568639,-379.772,467.289719626,-379.754568639,1.60666,16.3961,-51287.0,-379.754568639,51.2879,0.586324905745,1,nan,100,1.7123e-08,107,0.00165742,8397.05398503,5.19211e-05,3184.96,nan,50000
3.98908e-21,1.41054e-25,8409.31345076,0.2,-369.210173667,-365.993,462.962962963,-369.210173667,1.45476,11.1202,-50282.3,-369.210173667,44.6366,0.935289297248,1,nan,100,1.39039e-08,108,0.00157835,8409.31345076,5.14403e-05,2604.82,nan,50000
2.85939e-22,4.00511e-27,13054.0192857,0.2,-349.092631081,-300.725,438.596491228,-349.092631081,3.47922,120.048,-42266.2,-349.092631081,119.844,1.28321775654,1,nan,100,2.35525e-08,114,0.00167864,13054.0192857,4.87329e-05,2185.76,nan,50000
0.000498655,1.91998e-08,7068.47374613,0.2,-382.6074357,-391.361,471.698113208,-382.6074357,1.36121,10.451,-52065.8,-382.6074357,62.6038,1.03241963801,1,nan,100,1.54936e-08,106,0.00241044,7068.47374613,5.24109e-05,3076.98,nan,50000
,,18267.1428116,0.2,-331.643291579,-252.258,413.223140496,-331.643291579,2.31811,32.4485,-38060.8,-331.643291579,48.6845,1.22500156827,1,nan,100,1.27295e-08,121,0.00096427,18267.1428116,4.59137e-05,2189.73,nan,50000
,,13498.6431243,0.2,-351.276835963,-299.89,438.596491228,-351.276835963,2.15258,37.2909,-43037.3,-351.276835963,75.0161,1.20335227413,1,nan,100,1.91131e-08,114,0.00169832,13498.6431243,4.87329e-05,2395.12,nan,50000
,,13067.0816309,0.2,-347.035926028,-302.705,438.596491228,-347.035926028,2.03083,32.0923,-44647.4,-347.035926028,68.7898,1.16283901413,1,nan,100,1.848e-08,114,0.00165072,13067.0816309,4.87329e-05,2298.88,nan,50000
7.39902e-29,1.98012e-33,14168.431295,0.2,-340.269208929,-289.972,427.35042735,-340.269208929,1.77429,16.8983,-44652.1,-340.269208929,43.4949,1.12325482324,1,nan,100,1.21026e-08,117,0.00116401,14168.431295,4.74834e-05,2098.15,nan,50000
9.17796e-37,1.78553e-41,12517.4962706,0.2,-352.923228821,-300.951,442.477876106,-352.923228821,2.5272,67.8642,-42398.9,-352.923228821,106.181,1.49272237315,1,nan,100,2.56837e-08,113,0.00206565,12517.4962706,4.91642e-05,1951.51,nan,50000
,,15323.1808532,0.2,-343.670459443,-273.068,431.034482759,-343.670459443,2.13474,32.7348,-41124.5,-343.670459443,64.6946,1.78638657635,1,nan,100,1.64762e-08,116,0.00145142,15323.1808532,4.78927e-05,2056.68,nan,50000
7.7178e-31,1.64133e-35,20342.2484665,0.2,-320.824303414,-229.922,403.225806452,-320.824303414,2.10671,26.1374,-35875.5,-320.824303414,48.5643,1.4851189768,1,nan,100,1.18213e-08,124,0.00103281,20342.2484665,4.48029e-05,2196.58,nan,50000
,,20023.7170276,0.2,-311.243190252,-228.879,396.825396825,-311.243190252,2.33493,30.3728,-34368.3,-311.243190252,37.3197,1.14753010705,1,nan,100,1.08305e-08,126,0.000704727,20023.7170276,4.40917e-05,2162.27,nan,50000
,,21290.8021463,0.2,-303.525318935,-225.009,384.615384615,-303.525318935,1.84341,13.0841,-35232.1,-303.525318935,28.1451,1.43144796203,1,nan,100,7.03181e-09,130,0.000652476,21290.8021463,4.2735e-05,2157.82,nan,50000
,,24382.1705858,0.2,-261.58121056,-193.088,335.570469799,-261.58121056,1.48139,5.07059,-29739.6,-261.58121056,14.2352,1.81600024888,1,nan,100,3.2122e-09,149,0.00035829,24382.1705858,3.72856e-05,1995.1,nan,50000
,,26495.1899233,0.2,-247.33261443,-175.622,316.455696203,-247.33261443,1.54005,4.92947,-26925.2,-247.33261443,20.7632,3.86983843875,1,nan,100,2.56964e-09,158,0.000474056,26495.1899233,3.51617e-05,1993.77,nan,50000
2.17355e-27,6.02481e-32,24111.962985,0.2,-213.012529411,-163.337,280.898876404,-213.012529411,1.12599,1.48444,-24548.1,-213.012529411,8.02854,2.24595593625,1,nan,100,1.14054e-09,178,0.000222541,24111.962985,3.1211e-05,1757.16,nan,50000
,,22023.3864723,0.2,-172.616837159,-140.759,227.272727273,-172.616837159,0.955584,0.657603,-20656.2,-172.616837159,6.10361,2.72293551468,1,nan,100,4.59235e-10,220,0.000161296,22023.3864723,2.52525e-05,1519.29,nan,50000
,,20682.7326095,0.2,-168.985992763,-139.948,229.357798165,-168.985992763,0.931781,0.580215,-20307.7,-168.985992763,6.04614,2.60355670158,1,nan,100,4.34013e-10,218,0.000165362,20682.7326095,2.54842e-05,1492.36,nan,50000
3.19249e-17,7.62166e-22,17783.041167,0.2,-138.366853268,-127.169,187.265917603,-138.366853268,0.871556,0.3629,-17801.7,-138.366853268,5.43299,2.50615781318,1,nan,100,2.06837e-10,267,0.000129706,17783.041167,2.08073e-05,1292.57,nan,50000
5.78318e-17,1.39793e-21,16791.9005525,0.2,-142.15162452,-131.496,194.552529183,-142.15162452,0.894287,0.384918,-18414.8,-142.15162452,5.31297,2.42704852076,1,nan,100,2.24907e-10,257,0.000128427,16791.9005525,2.16169e-05,1268.7,nan,50000
5.65267e-12,1.3701e-16,16934.144078,0.2,-141.102261238,-129.124,193.05019305,-141.102261238,0.884972,0.337638,-18399.8,-141.102261238,5.66555,2.25049704178,1,nan,100,1.98357e-10,259,0.000137322,16934.144078,2.145e-05,1268.17,nan,50000
1.87193e-17,3.96144e-22,14604.0985714,0.2,-117.759577848,-116.903,161.812297735,-117.759577848,0.84958,0.265696,-15933.0,-117.759577848,4.44089,2.97183777773,1,nan,100,1.18991e-10,309,9.39799e-05,14604.0985714,1.79791e-05,1134.2,nan,50000
6.23319e-05,1.12092e-09,10200.2836651,0.2,-99.7510363087,-111.535,138.888888889,-99.7510363087,0.858144,0.178123,-14518.9,-99.7510363087,3.89862,3.43035680408,1,nan,100,5.76036e-11,360,7.01093e-05,10200.2836651,1.54321e-05,938.287,nan,50000
0.00275199,4.24147e-08,6126.9246859,0.2,-85.4042239119,-106.85,121.951219512,-85.4042239119,0.879172,0.112471,-13380.8,-85.4042239119,3.08968,3.41163914746,1,35.0392,100,2.67166e-11,410,4.76193e-05,6126.9246859,1.35501e-05,734.71,6.06301627498e-14,50000
0.000128354,2.12404e-09,7817.47099782,0.2,-91.7457570039,-109.978,129.533678756,-91.7457570039,0.869738,0.143874,-13950.5,-91.7457570039,2.99294,3.03036239288,1,34.3994,100,3.93991e-11,386,4.95279e-05,7817.47099782,1.43926e-05,809.636,1.14952736845e-13,50000
0.00493727,6.59998e-08,3537.62603321,0.2,-76.1969904217,-101.944,109.89010989,-76.1969904217,0.913398,0.0935894,-12390.1,-76.1969904217,2.53179,3.20074480245,1,33.9914,100,1.6724e-11,455,3.38441e-05,3537.62603321,1.221e-05,557.272,1.72870868956e-13,50000
0.00708224,8.62302e-08,1942.75324899,0.2,-70.6682797951,-101.263,102.880658436,-70.6682797951,0.938864,0.0584987,-12033.6,-70.6682797951,2.21813,3.1901711702,1,33.4655,100,8.67208e-12,486,2.7007e-05,1942.75324899,1.14312e-05,435.487,2.92489153597e-13,50000
0.00102779,1.47744e-08,6002.42614745,0.2,-81.9578003873,-104.061,115.740740741,-81.9578003873,0.894619,0.113964,-12892.2,-81.9578003873,2.9746,3.29874167154,1,33.4733,100,2.35493e-11,432,4.27597e-05,6002.42614745,1.28601e-05,705.41,2.90216317862e-13,50000
0.0159073,2.03196e-07,2664.56383931,0.2,-73.6888544554,-102.793,106.837606838,-73.6888544554,0.929317,0.0712812,-12326.2,-73.6888544554,2.13111,3.20579497986,1,33.9487,100,1.16308e-11,468,2.72223e-05,2664.56383931,1.18708e-05,492.691,1.80411252255e-13,50000
0.00649606,8.2056e-08,3381.78585253,0.2,-73.5979798153,-101.163,105.93220339,-73.5979798153,0.931805,0.07906,-12171.7,-73.5979798153,3.40653,3.21899273518,1,33.6414,100,1.26147e-11,472,4.30301e-05,3381.78585253,1.17702e-05,536.296,2.45315072677e-13,50000
0.025433,2.86846e-07,1389.76341177,0.2,-66.9591166292,-98.7332,97.8473581213,-66.9591166292,0.963954,0.0385561,-11613.6,-66.9591166292,2.12088,3.43815211726,1,33.7293,100,4.90449e-12,511,2.39203e-05,1389.76341177,1.08719e-05,366.24,2.24663375236e-13,50000
0.0256693,2.82781e-07,1348.90838451,0.2,-65.7122675983,-97.2923,95.785440613,-65.7122675983,0.966098,0.0394033,-11403.8,-65.7122675983,2.15172,3.28009313843,1,33.8018,100,4.78195e-12,522,2.3704e-05,1348.90838451,1.06428e-05,363.355,2.08971194287e-13,50000
0.0176105,1.9629e-07,1625.55799363,0.2,-65.9798323176,-96.7469,95.785440613,-65.9798323176,0.954837,0.0468962,-11343.3,-65.9798323176,2.04724,3.29974850094,1,33.9983,100,5.8263e-12,522,2.2819e-05,1625.55799363,1.06428e-05,383.29,1.71682688681e-13,50000
0.0776122,7.93629e-07,353.830802387,0.2,-61.9006587796,-93.411,90.7441016334,-61.9006587796,0.986026,0.0204866,-10982.5,-61.9006587796,2.39822,3.33640734643,1,33.9061,100,2.14213e-12,551,2.45231e-05,353.830802387,1.00827e-05,202.86,1.88272642697e-13,50000
0.0224956,2.39812e-07,1382.91858117,0.2,-64.059211974,-95.3451,92.936802974,-64.059211974,0.968664,0.0364783,-11132.2,-64.059211974,2.25333,3.31940962033,1,34.0109,100,4.14551e-12,538,2.40213e-05,1382.91858117,1.03263e-05,359.764,1.6952918694e-13,50000
0.0108097,1.13282e-07,95.1474310734,0.2,-60.5200623596,-69.3464,88.6524822695,-60.5200623596,0.939941,0.120256,-10592.8,-60.5200623596,5.84014,3.60118306755,1,33.9038,100,1.32069e-11,564,6.12028e-05,95.1474310734,9.85028e-06,144.624,1.88705491217e-13,50000
0.0402377,4.2836e-07,1161.14696584,0.2,-64.310200411,-96.5072,93.6329588015,-64.310200411,0.977259,0.0309479,-11230.3,-64.310200411,2.029,3.2629625409,1,34.3389,100,3.50739e-12,534,2.16002e-05,1161.14696584,1.04037e-05,323.696,1.22125930329e-13,50000
0.0196109,2.22629e-07,2238.89422275,0.2,-67.8333562918,-98.1174,97.8473581213,-67.8333562918,0.957682,0.0509893,-11573.6,-67.8333562918,2.15989,3.21860806852,1,34.3064,100,6.57128e-12,511,2.45198e-05,2238.89422275,1.08719e-05,436.894,1.26154594504e-13,50000
0.0349362,3.64381e-07,995.0921973,0.2,-63.2929613981,-95.3597,92.0810313076,-63.2929613981,0.98095,0.0309502,-11073.7,-63.2929613981,1.88041,3.34205014576,1,33.8634,100,3.36687e-12,543,1.96125e-05,995.0921973,1.02312e-05,309.185,1.96485584506e-13,50000
0.03673,3.922e-07,1185.39421125,0.2,-64.5272958462,-96.2475,93.6329588015,-64.5272958462,0.974315,0.0367525,-11225.9,-64.5272958462,2.85531,3.30693527429,1,33.9411,100,4.19045e-12,534,3.04888e-05,1185.39421125,1.04037e-05,337.797,1.81786710583e-13,50000
0.0322294,3.29876e-07,774.247189606,0.2,-62.0980081042,-91.97,90.5797101449,-62.0980081042,0.98331,0.0282953,-10921.2,-62.0980081042,1.89017,3.29325000219,1,34.073,100,2.96421e-12,552,1.93463e-05,774.247189606,1.00644e-05,267.601,1.59325381163e-13,50000
0.0484648,4.87724e-07,518.724100812,0.2,-61.1542059465,-93.9876,89.4454382826,-61.1542059465,0.987572,0.0194807,-10828.2,-61.1542059465,1.75029,3.39188507707,1,34.0624,100,1.97287e-12,559,1.7614e-05,518.724100812,9.93838e-06,222.76,1.61015389752e-13,50000
0.0925092,9.21933e-07,319.055272829,0.2,-60.7122082952,-94.0521,88.9679715302,-60.7122082952,0.991921,0.0149909,-10806.7,-60.7122082952,2.32393,3.27173818174,1,33.9229,100,1.48887e-12,562,2.316e-05,319.055272829,9.88533e-06,191.965,1.85129037542e-13,50000
0.0378581,3.92737e-07,661.570268235,0.2,-62.4410179217,-94.9023,91.2408759124,-62.4410179217,0.977246,0.0310918,-10968.4,-62.4410179217,2.1469,3.27602439304,1,33.9585,100,3.34605e-12,548,2.22717e-05,661.570268235,1.01379e-05,270.353,1.78656634306e-13,50000
0.083766,8.51632e-07,559.554737329,0.2,-61.830579116,-94.8204,90.2527075812,-61.830579116,0.986355,0.0230676,-10931.4,-61.830579116,1.98431,3.36041045006,1,34.044,100,2.38435e-12,554,2.01741e-05,559.554737329,1.00281e-05,247.655,1.64010846698e-13,50000
0.0469436,4.96249e-07,895.261849924,0.2,-63.6666908363,-96.7514,92.7643784787,-63.6666908363,0.975025,0.026323,-11181.0,-63.6666908363,1.887,3.23353782001,1,34.1729,100,2.94158e-12,539,1.99478e-05,895.261849924,1.03072e-05,298.888,1.4417973103e-13,50000
0.0398193,4.11177e-07,632.799193625,0.2,-61.975481151,-92.4827,90.9090909091,-61.975481151,0.978205,0.0267186,-10923.8,-61.975481151,2.49086,3.29525090865,1,34.331,100,2.84894e-12,550,2.57208e-05,632.799193625,1.0101e-05,254.985,1.23092218822e-13,50000
0.0463295,4.80992e-07,890.121714335,0.2,-62.0741604663,-94.3389,90.9090909091,-62.0741604663,0.972937,0.0294126,-10892.8,-62.0741604663,1.99065,3.34337191699,1,34.3075,100,3.17025e-12,550,2.06669e-05,890.121714335,1.0101e-05,299.562,1.26018961025e-13,50000
0.0416025,4.47937e-07,1327.86937114,0.2,-64.5029820672,-96.2983,94.1619585687,-64.5029820672,0.971707,0.0348245,-11217.2,-64.5029820672,2.00453,3.21405076572,1,34.2352,100,4.0372e-12,531,2.1583e-05,1327.86937114,1.04624e-05,344.095,1.35464990927e-13,50000
0.0682682,6.89393e-07,398.130810547,0.2,-61.1303002022,-89.6682,89.605734767,-61.1303002022,0.985928,0.0243675,-10820.5,-61.1303002022,2.83125,3.35218773592,1,34.3519,100,2.48489e-12,558,2.85908e-05,398.130810547,9.95619e-06,200.408,1.20547121505e-13,50000
0.0566257,5.70918e-07,719.654338462,0.2,-61.5875336144,-94.2543,89.7666068223,-61.5875336144,0.989263,0.0212446,-10860.1,-61.5875336144,1.77082,3.27361326957,1,34.3156,100,2.15958e-12,557,1.7854e-05,719.654338462,9.97407e-06,245.164,1.2500918573e-13,50000
0.000147585,1.55766e-09,51.945190774,0.2,-59.2810602929,-63.6336,87.1080139373,-59.2810602929,0.917031,0.192526,-10377.0,-59.2810602929,5.58123,3.68390727377,1,34.6072,100,2.14463e-11,574,5.89063e-05,51.945190774,9.67867e-06,109.187,9.33867772864e-14,50000
0.0183257,1.8414e-07,79.0053303059,0.2,-59.4743023525,-66.3609,87.4125874126,-59.4743023525,0.966593,0.171587,-10394.2,-59.4743023525,10.8391,3.3855500255,1,34.2894,100,1.73244e-11,572,0.000108914,79.0053303059,9.71251e-06,201.066,1.28320275485e-13,50000
0.0899027,9.11404e-07,548.813911817,0.2,-61.6216394597,-95.0968,90.2527075812,-61.6216394597,0.98919,0.0185129,-10926.3,-61.6216394597,1.79273,3.27160370818,1,34.3991,100,1.90261e-12,554,1.81741e-05,548.813911817,1.00281e-05,240.694,1.14985193483e-13,50000
0.0670101,6.66497e-07,535.329274756,0.2,-60.6365655711,-93.5773,88.6524822695,-60.6365655711,0.990355,0.0202125,-10731.5,-60.6365655711,1.89862,3.40548954056,1,34.4691,100,1.99956e-12,564,1.88841e-05,535.329274756,9.85027e-06,227.405,1.07219691958e-13,50000
0.0615436,6.19107e-07,174.23682558,0.2,-60.1977048143,-79.3939,88.6524822695,-60.1977048143,0.979187,0.0365359,-10670.8,-60.1977048143,2.0988,3.47690584383,1,34.4463,100,3.6973e-12,564,2.11132e-05,174.23682558,9.85028e-06,152.088,1.09693275081e-13,50000
0.0649911,6.63565e-07,566.640306129,0.2,-61.9283622674,-94.8384,90.5797101449,-61.9283622674,0.985731,0.0223586,-10943.1,-61.9283622674,2.28661,3.22704190039,1,34.4396,100,2.3308e-12,552,2.33466e-05,566.640306129,1.00644e-05,233.518,1.10423787505e-13,50000
0.0662224,6.77397e-07,564.873860097,0.2,-62.0022300258,-95.0911,90.9090909091,-62.0022300258,0.987475,0.0233962,-10955.6,-62.0022300258,2.53449,3.24601277121,1,34.3329,100,2.44806e-12,550,2.59256e-05,564.873860097,1.0101e-05,240.372,1.22862827037e-13,50000
0.0496558,4.99475e-07,365.19315405,0.2,-60.751552658,-84.6231,89.2857142857,-60.751552658,0.98627,0.0307501,-10738.2,-60.751552658,2.54558,3.41836805956,1,34.2375,100,3.11125e-12,560,2.56053e-05,365.19315405,9.92063e-06,194.25,1.35163539618e-13,50000
0.0608479,6.36407e-07,1259.15352966,0.2,-63.5211943872,-95.7905,92.2509225092,-63.5211943872,0.98003,0.0346889,-11070.3,-63.5211943872,2.1351,3.24832010699,1,34.098,100,3.79462e-12,542,2.2331e-05,1259.15352966,1.02501e-05,342.005,1.55389009992e-13,50000
0.0612756,6.35545e-07,1108.89519497,0.2,-62.9139199091,-94.9921,91.9117647059,-62.9139199091,0.984622,0.030232,-11017.9,-62.9139199091,2.03374,3.27902451449,1,34.0605,100,3.25226e-12,544,2.10938e-05,1108.89519497,1.02124e-05,326.172,1.61323411387e-13,50000
0.041082,4.24448e-07,1295.20816856,0.2,-62.6352528502,-94.2834,91.0746812386,-62.6352528502,0.97945,0.0354271,-10913.8,-62.6352528502,2.40562,3.25295618357,1,34.0553,100,3.78166e-12,549,2.48542e-05,1295.20816856,1.01194e-05,349.765,1.62173058405e-13,50000
0.0633356,6.2463e-07,518.829406459,0.2,-60.0924685263,-87.8377,87.7192982456,-60.0924685263,0.988274,0.0277356,-10613.6,-60.0924685263,2.17233,3.3935435724,1,34.2358,100,2.69767e-12,570,2.14241e-05,518.829406459,9.74659e-06,229.101,1.35383367131e-13,50000
0.058533,6.07476e-07,1049.30623242,0.2,-62.8916365275,-95.1117,91.9117647059,-62.8916365275,0.984011,0.0294179,-11021.0,-62.8916365275,2.57063,3.2883038929,1,34.2299,100,3.16861e-12,544,2.6679e-05,1049.30623242,1.02124e-05,316.248,1.36194024563e-13,50000
0.0682453,6.73096e-07,533.988708867,0.2,-60.162727697,-92.7791,87.8734622144,-60.162727697,0.989945,0.0206293,-10645.8,-60.162727697,2.49109,3.32970147228,1,34.4344,100,2.00674e-12,569,2.45693e-05,533.988708867,9.76372e-06,232.807,1.109964657e-13,50000
0.0823968,8.24601e-07,508.010683533,0.2,-60.9947168474,-94.0995,89.2857142857,-60.9947168474,0.991302,0.0181519,-10813.8,-60.9947168474,1.71302,3.24183437557,1,34.5214,100,1.81798e-12,560,1.71434e-05,508.010683533,9.92063e-06,223.79,1.01752778275e-13,50000
0.129637,1.2747e-06,297.445998985,0.2,-60.1014362594,-93.8926,88.0281690141,-60.1014362594,0.994724,0.0147395,-10705.3,-60.1014362594,1.68692,3.31323404217,1,34.5644,100,1.42506e-12,568,1.65871e-05,297.445998985,9.78091e-06,184.858,9.74683566091e-14,50000
0.00356743,3.63239e-08,63.2056660646,0.2,-59.2875043889,-64.9674,86.9565217391,-59.2875043889,0.948905,0.17513,-10384.4,-59.2875043889,6.9593,3.52698987509,1,34.7312,100,1.81566e-11,575,7.08602e-05,63.2056660646,9.66184e-06,133.115,8.24934303468e-14,50000
0.117076,1.14356e-06,253.927115081,0.2,-59.6101996095,-90.4665,87.260034904,-59.6101996095,0.992622,0.0172833,-10612.8,-59.6101996095,2.26232,3.39937583718,1,33.8489,100,1.64894e-12,573,2.20975e-05,253.927115081,9.69556e-06,175.976,1.99352265246e-13,50000
0.0450723,4.49566e-07,713.515629589,0.2,-61.0435984141,-93.6437,88.809946714,-61.0435984141,0.989316,0.0208713,-10790.3,-61.0435984141,1.9141,3.33458048537,1,33.7397,100,2.07643e-12,563,1.90919e-05,713.515629589,9.86777e-06,264.637,2.22346867266e-13,50000
0.0759405,7.49385e-07,413.260403605,0.2,-60.0753099125,-89.7384,87.8734622144,-60.0753099125,0.989428,0.0229344,-10641.4,-60.0753099125,2.49535,3.35157698812,1,33.7413,100,2.23331e-12,569,2.46242e-05,413.260403605,9.76372e-06,205.038,2.21998537216e-13,50000
0.000429253,4.4005e-09,64.0679863666,0.2,-58.84113288,-63.6686,86.5051903114,-58.84113288,0.937587,0.207945,-10268.0,-58.84113288,10.2179,3.86785517501,1,33.9127,100,2.18537e-11,578,0.000104749,64.0679863666,9.61169e-06,159.664,1.87034242659e-13,50000
0.00875248,8.86995e-08,61.976101479,0.2,-59.3498803889,-67.2692,87.260034904,-59.3498803889,0.956715,0.117882,-10451.5,-59.3498803889,3.29872,3.45603302806,1,33.5757,100,1.21067e-11,573,3.343e-05,61.976101479,9.69556e-06,109.368,2.61981648716e-13,50000
0.00492305,4.85696e-08,74.5778077649,0.2,-58.6943663302,-63.8727,86.2068965517,-58.6943663302,0.970887,0.250119,-10213.8,-58.6943663302,9.86975,3.46283023886,1,33.8425,100,2.43449e-11,580,9.73726e-05,74.5778077649,9.57854e-06,250.006,2.00631660344e-13,50000
0.00224974,2.27349e-08,82.5446382742,0.2,-59.5652928881,-67.2785,87.4125874126,-59.5652928881,0.961106,0.139714,-10442.9,-59.5652928881,7.01142,3.61354185887,1,33.7657,100,1.42679e-11,572,7.08543e-05,82.5446382742,9.71251e-06,161.049,2.16635183506e-13,50000
0.00330503,3.41933e-08,76.6310533659,0.2,-59.5144348439,-66.6717,87.7192982456,-59.5144348439,0.942079,0.137708,-10432.3,-59.5144348439,3.6969,3.8443679662,1,33.7552,100,1.47398e-11,570,3.82475e-05,76.6310533659,9.74659e-06,119.078,2.18921419929e-13,50000
0.00395977,3.98728e-08,57.2304284256,0.2,-58.3909389029,-64.6105,85.6164383562,-58.3909389029,0.944729,0.139829,-10263.2,-58.3909389029,3.75704,3.61824264271,1,33.9278,100,1.41779e-11,584,3.78315e-05,57.2304284256,9.51294e-06,103.131,1.84225882818e-13,50000
