MaxVanillaIw,VarDiscRet,AvgVanillaIw,AvgNormIw,VarJ,ESSRenyi,Bound,AvgDiscRet,eRenyi2,AvgRet,MinNormIw,VanillaAvgRet,MaxNormIw,EpsThisIter,Delta,ESSClassic,AvgEpLen,VarNormIw,MinVanillaIw,VarVanillaIw,BatchSize,IterType,VarRet,J
1.09246,7.42104810966,1.00436,0.01,2.67054,99.7380342354,-124.403,-106.984715476,1.00263,-106.984715476,0.00840594,-106.984715476,0.0108772,100,0.3,99.7839743256,16.12,2.18672e-07,0.844258,0.00220583,100,1,7.42104810966,-106.938
1.07869,5.79721133922,0.993524,0.01,2.37449,99.8316385519,-124.966,-107.334136966,1.00169,-107.334136966,0.0087767,-107.334136966,0.0108572,100,0.3,99.8498312491,16.49,1.51918e-07,0.871986,0.00149956,100,1,5.79721133922,-107.304
1.18235,9.18362132583,0.984923,0.01,2.94104,99.1960006617,-125.153,-107.567491026,1.00811,-107.567491026,0.00547654,-107.567491026,0.0120045,100,0.3,98.8378857286,17.45,1.18764e-06,0.539397,0.011521,100,1,9.18362132583,-107.42
1.1121,11.9566642565,0.970454,0.01,3.2521,99.3402076164,-126.042,-107.2314522,1.00664,-107.2314522,0.0056706,-107.2314522,0.0114596,100,0.3,98.7413682047,17.56,1.28756e-06,0.550306,0.012126,100,1,11.9566642565,-107.096
1.17807,16.2953704396,0.997518,0.01,3.57437,99.3128047287,-127.92,-107.906419838,1.00692,-107.906419838,0.00738781,-107.906419838,0.01181,100,0.3,99.1448555303,18.41,8.71247e-07,0.736947,0.00866927,100,1,16.2953704396,-107.765
1.10817,8.72148238408,1.00179,0.01,3.01654,99.716432631,-124.518,-106.894877558,1.00284,-106.894877558,0.00846513,-106.894877558,0.0110619,100,0.3,99.7485841746,16.88,2.54571e-07,0.84803,0.00255484,100,1,8.72148238408,-106.844
1.1249,4.3861854912,1.00055,0.01,2.09155,99.9552569401,-123.892,-106.73948681,1.00045,-106.73948681,0.00925452,-106.73948681,0.0112428,100,0.3,99.9515060441,15.73,4.90025e-08,0.92596,0.000490562,100,1,4.3861854912,-106.732
1.11637,7.24445969576,0.992905,0.01,2.67884,99.6259073667,-124.503,-106.987466891,1.00375,-106.987466891,0.00835596,-106.987466891,0.0112435,100,0.3,99.6204191053,16.99,3.84898e-07,0.829667,0.00379456,100,1,7.24445969576,-106.923
1.14287,8.20038666575,0.993775,0.01,2.87426,99.5720539972,-124.875,-107.322935772,1.0043,-107.322935772,0.0078876,-107.322935772,0.0115003,100,0.3,99.5159637111,18.44,4.91291e-07,0.78385,0.00485194,100,1,8.20038666575,-107.25
1.25563,8.09978737509,1.00168,0.01,2.76975,99.4474357391,-124.861,-107.426632303,1.00556,-107.426632303,0.00780424,-107.426632303,0.0125352,100,0.3,99.4158694209,16.14,5.93477e-07,0.781736,0.00595474,100,1,8.09978737509,-107.328
1.1473,9.35170760606,0.99865,0.01,3.10893,99.6961674071,-125.054,-107.248164095,1.00305,-107.248164095,0.00805411,-107.248164095,0.0114885,100,0.3,99.6865026496,18.03,3.17651e-07,0.804324,0.00316794,100,1,9.35170760606,-107.195
1.07317,6.97628305305,0.997818,0.01,2.63636,99.776031652,-124.195,-106.79362901,1.00224,-106.79362901,0.00837258,-106.79362901,0.0107552,100,0.3,99.7846982601,18.11,2.1792e-07,0.835431,0.0021697,100,1,6.97628305305,-106.755
1.06963,7.49311757194,1.00459,0.01,2.76564,99.9208124207,-124.52,-106.623408368,1.00079,-106.623408368,0.00881333,-106.623408368,0.0106474,100,0.3,99.9251373762,17.58,7.56783e-08,0.885381,0.00076375,100,1,7.49311757194,-106.607
1.13598,8.7272966326,1.00177,0.01,2.95018,99.7509973188,-123.711,-106.304522566,1.0025,-106.304522566,0.00712793,-106.304522566,0.0113398,100,0.3,99.6726046008,19.43,3.31784e-07,0.714052,0.00332957,100,1,8.7272966326,-106.259
1.12112,9.05694991556,0.994894,0.01,2.85597,99.5515874942,-125.032,-107.252223001,1.0045,-107.252223001,0.00754936,-107.252223001,0.0112687,100,0.3,99.3659584834,16.89,6.44551e-07,0.751081,0.00637986,100,1,9.05694991556,-107.171
2.39709,21.1013505668,0.986088,0.01,9.35623,96.1539378534,-123.989,-106.607082944,1.04,-106.607082944,0.00576131,-106.607082944,0.0243091,100,0.3,94.3345885926,21.13,6.06634e-06,0.568116,0.0589873,100,1,21.1013505668,-106.049
1.47688,11.0958670354,0.99624,0.01,3.4225,99.3809282297,-125.853,-106.627802391,1.00623,-106.627802391,0.00669718,-106.627802391,0.0148246,100,0.3,99.2419942952,18.39,7.7153e-07,0.667199,0.00765738,100,1,11.0958670354,-106.514
1.22466,918.143728709,0.989813,0.01,11.1255,98.0870093126,-170.846,-109.684713514,1.0195,-109.684713514,0.00359933,-109.684713514,0.0123726,100,0.3,97.5224998324,20.81,2.56609e-06,0.356266,0.0251408,100,1,918.143728709,-107.783
1.06021,6.47975557259,1.00258,0.01,2.52182,99.9446102985,-124.945,-107.453845351,1.00055,-107.453845351,0.00929246,-107.453845351,0.0105749,100,0.3,99.9578399659,17.86,4.25958e-08,0.931642,0.000428157,100,1,6.47975557259,-107.444
1.14808,9.62883096112,1.00022,0.01,3.21457,99.7800430588,-124.389,-106.986834075,1.0022,-106.986834075,0.0087172,-106.986834075,0.0114782,100,0.3,99.6943025291,17.89,3.09767e-07,0.871916,0.00309906,100,1,9.62883096112,-106.949
16.0801,21.0425174806,0.585948,0.01,3.52168,99.9999284745,-123.459,-106.479045696,1.0,-106.479045696,,-106.479045696,0.274429,100,0.3,5.51403986228,18.5,0.00173086,,5.94266,100,1,21.0425174806,-105.458
1.10356,8.73025495642,0.996139,0.01,2.85441,99.4449128391,-125.356,-107.678108221,1.00558,-107.678108221,0.00637737,-107.678108221,0.0110784,100,0.3,99.3510833105,15.78,6.59776e-07,0.635274,0.00654691,100,1,8.73025495642,-107.579
1.15121,7.68244013238,1.00394,0.01,2.72573,99.8235958832,-125.362,-107.776171536,1.00177,-107.776171536,0.00838943,-107.776171536,0.0114669,100,0.3,99.8196739224,16.16,1.82502e-07,0.84225,0.00183943,100,1,7.68244013238,-107.745
1.21777,19.1052124709,1.00419,0.01,3.52984,98.7758941173,-128.781,-108.037649527,1.01239,-108.037649527,0.00613111,-108.037649527,0.0121269,100,0.3,98.7856166857,16.29,1.24172e-06,0.615679,0.0125214,100,1,19.1052124709,-107.764
1.03727,8.29113689163,0.99759,0.01,2.85784,99.9738165766,-125.697,-107.497353987,1.00026,-107.497353987,0.00947131,-107.497353987,0.0103978,100,0.3,99.9747172618,16.08,2.55639e-08,0.944848,0.000254409,100,1,8.29113689163,-107.492
1.09198,8.26526135564,0.991183,0.01,2.69995,99.3914080057,-125.247,-107.339739689,1.00612,-107.339739689,0.00655972,-107.339739689,0.0110169,100,0.3,99.1857408026,15.75,8.29284e-07,0.650189,0.00814725,100,1,8.26526135564,-107.23
1.10137,7.48781939524,1.00723,0.01,2.64204,99.7511277969,-125.395,-107.495877844,1.00249,-107.495877844,0.00868134,-107.495877844,0.0109346,100,0.3,99.8388101474,15.68,1.63098e-07,0.874412,0.00165465,100,1,7.48781939524,-107.451
1.29139,6.27923963892,0.99829,0.01,2.45905,99.6733048538,-124.871,-107.408503337,1.00328,-107.408503337,0.00857741,-107.408503337,0.012936,100,0.3,99.6976406682,15.1,3.06332e-07,0.856273,0.00305285,100,1,6.27923963892,-107.353
1.18241,5.8479109817,1.00432,0.01,2.37085,99.7968280043,-124.94,-107.456094938,1.00204,-107.456094938,0.00897202,-107.456094938,0.0117732,100,0.3,99.8038382715,15.78,1.9853e-07,0.90108,0.0020025,100,1,5.8479109817,-107.421
1.08473,6.44735519522,1.00202,0.01,2.51201,99.8728701463,-124.601,-107.174014015,1.00127,-107.174014015,0.00884451,-107.174014015,0.0108255,100,0.3,99.8725943239,15.43,1.28824e-07,0.886235,0.00129344,100,1,6.44735519522,-107.152
1.13152,6.80581546204,0.99887,0.01,2.55943,99.8161721178,-125.106,-107.551202923,1.00184,-107.551202923,0.00876944,-107.551202923,0.011328,100,0.3,99.7775704812,15.72,2.25186e-07,0.875953,0.00224677,100,1,6.80581546204,-107.519
1.09141,5.91994579489,0.995875,0.01,2.39009,99.754389862,-124.459,-106.925005999,1.00246,-106.925005999,0.00737633,-106.925005999,0.0109593,100,0.3,99.6841097968,15.64,3.20074e-07,0.73459,0.00317439,100,1,5.91994579489,-106.882
1.14548,7.18555517282,1.00028,0.01,2.64863,99.8409539857,-124.538,-107.091972246,1.00159,-107.091972246,0.008779,-107.091972246,0.0114516,100,0.3,99.8312401603,15.64,1.70747e-07,0.878149,0.00170844,100,1,7.18555517282,-107.064
1.0928,7.2172899714,0.996373,0.01,2.64162,99.7753433365,-125.098,-107.633228577,1.00225,-107.633228577,0.00877677,-107.633228577,0.0109678,100,0.3,99.7794790739,15.58,2.23248e-07,0.874494,0.00221631,100,1,7.2172899714,-107.593
1.17429,8.34678954029,1.00104,0.01,2.77931,99.528720343,-125.132,-107.413805685,1.00474,-107.413805685,0.00781481,-107.413805685,0.0117308,100,0.3,99.4416480793,16.05,5.67131e-07,0.782293,0.0056831,100,1,8.34678954029,-107.33
1.13334,4.89380824861,0.99717,0.01,2.14925,99.7596333374,-124.594,-107.313916457,1.00241,-107.313916457,0.0070117,-107.313916457,0.0113656,100,0.3,99.5990400639,15.39,4.06631e-07,0.699185,0.00404332,100,1,4.89380824861,-107.271
1.07767,5.8262225996,0.999697,0.01,2.36622,99.8379357849,-124.493,-107.052776607,1.00162,-107.052776607,0.00889446,-107.052776607,0.01078,100,0.3,99.8878853949,16.09,1.13366e-07,0.889177,0.00113297,100,1,5.8262225996,-107.025
1.17158,6.70616671546,0.997948,0.01,2.48972,99.6087185747,-125.223,-107.357139881,1.00393,-107.357139881,0.00754656,-107.357139881,0.0117399,100,0.3,99.4507188143,15.84,5.57913e-07,0.753108,0.00555626,100,1,6.70616671546,-107.287
1.06642,5.54860524533,0.997847,0.01,2.32967,99.8581517058,-124.05,-106.750065681,1.00142,-106.750065681,0.00814213,-106.750065681,0.0106873,100,0.3,99.7654866508,16.9,2.37403e-07,0.81246,0.00236382,100,1,5.54860524533,-106.726
1.06856,5.04926738753,0.996694,0.01,2.21817,99.8841675303,-123.845,-106.700135733,1.00116,-106.700135733,0.00879377,-106.700135733,0.010721,100,0.3,99.8769457503,16.27,1.24497e-07,0.87647,0.00123675,100,1,5.04926738753,-106.68
1.15729,5.9647835752,0.993074,0.01,2.42305,99.7839123545,-124.115,-106.813913688,1.00217,-106.813913688,0.00841658,-106.813913688,0.0116536,100,0.3,99.7253913836,15.93,2.78139e-07,0.835829,0.002743,100,1,5.9647835752,-106.777
1.07366,6.1675298902,1.00856,0.01,2.4073,99.6245703794,-124.8,-107.329966412,1.00377,-107.329966412,0.00802155,-107.329966412,0.0106455,100,0.3,99.7291574407,15.31,2.74345e-07,0.809018,0.00279059,100,1,6.1675298902,-107.266
1.06664,7.6357225169,0.995427,0.01,2.65779,99.7359708899,-125.382,-107.559540042,1.00265,-107.559540042,0.00821249,-107.559540042,0.0107154,100,0.3,99.7385431048,15.7,2.64782e-07,0.817493,0.00262366,100,1,7.6357225169,-107.512
1.11344,7.45504957943,0.990895,0.01,2.58895,99.1293017764,-124.922,-107.324105652,1.00878,-107.324105652,0.00384922,-107.324105652,0.0112367,100,0.3,98.5247598622,15.26,1.51245e-06,0.381417,0.0148503,100,1,7.45504957943,-107.157
1.09049,4.76719165317,1.00067,0.01,2.16361,99.8677455443,-124.149,-106.998106278,1.00132,-106.998106278,0.00872735,-106.998106278,0.0108976,100,0.3,99.821909671,15.33,1.80238e-07,0.873318,0.00180479,100,1,4.76719165317,-106.975
1.26014,6.65621487943,0.997447,0.01,2.56812,99.816659083,-124.788,-107.264504747,1.00184,-107.264504747,0.00792916,-107.264504747,0.0126336,100,0.3,99.7209826425,16.57,2.82608e-07,0.790892,0.00281167,100,1,6.65621487943,-107.234
1.10321,6.16605386735,0.994575,0.01,2.4341,99.8347870691,-124.753,-107.15369678,1.00165,-107.15369678,0.00862421,-107.15369678,0.0110923,100,0.3,99.8319675927,15.94,1.70006e-07,0.857742,0.00168167,100,1,6.16605386735,-107.125
1.04596,5.45071180582,0.999178,0.01,2.29065,99.8778406804,-124.455,-106.967649906,1.00122,-106.967649906,0.00886307,-106.967649906,0.0104682,100,0.3,99.8912957064,15.6,1.09899e-07,0.885579,0.00109719,100,1,5.45071180582,-106.946
1.06437,6.18717418366,1.00235,0.01,2.44829,99.7977896891,-124.331,-106.8932228,1.00203,-106.8932228,0.00833659,-106.8932228,0.0106188,100,0.3,99.8242343312,15.12,1.7791e-07,0.835616,0.00178746,100,1,6.18717418366,-106.858
1.08553,5.97819306533,0.98764,0.01,2.3978,99.723319942,-124.296,-107.030173937,1.00277,-107.030173937,0.00739929,-107.030173937,0.0109912,100,0.3,99.5792453173,16.2,4.26836e-07,0.730783,0.0041635,100,1,5.97819306533,-106.978
1.29581,4.66531818406,1.00136,0.01,2.13396,99.8644641728,-124.372,-107.142540894,1.00136,-107.142540894,0.00915525,-107.142540894,0.0129405,100,0.3,99.8009413493,15.27,2.01441e-07,0.916768,0.00201988,100,1,4.66531818406,-107.117
1.10255,5.3131563606,1.00426,0.01,2.22602,99.7676063742,-124.646,-107.166760801,1.00233,-107.166760801,0.00764405,-107.166760801,0.0109787,100,0.3,99.6997554638,15.3,3.04202e-07,0.767661,0.003068,100,1,5.3131563606,-107.127
1.659,5.9398844702,1.01687,0.01,2.40935,99.5119664313,-124.34,-106.890749863,1.0049,-106.890749863,0.00864603,-106.890749863,0.0163148,100,0.3,98.9689628598,15.75,1.05231e-06,0.879187,0.0108811,100,1,5.9398844702,-106.807
1.04539,4.02024993831,1.00024,0.01,1.94212,99.8810991459,-124.038,-106.669027568,1.00119,-106.669027568,0.00873841,-106.669027568,0.0104514,100,0.3,99.8723574515,15.4,1.29128e-07,0.874055,0.00129191,100,1,4.02024993831,-106.648
1.16841,6.49262486802,0.99712,0.01,2.47014,99.6308178494,-125.006,-107.164168411,1.00371,-107.164168411,0.00716597,-107.164168411,0.0117179,100,0.3,99.5672332224,15.7,4.39006e-07,0.714534,0.00436481,100,1,6.49262486802,-107.098
1.24426,6.78811470467,0.992929,0.01,2.77192,99.6951128928,-123.917,-106.417818853,1.00306,-106.417818853,0.00924192,-106.417818853,0.0125312,100,0.3,99.7463902464,15.63,2.5683e-07,0.917657,0.0025321,100,1,6.78811470467,-106.365
1.08851,4.73330313659,1.00017,0.01,2.13853,99.8150081716,-124.56,-107.15994188,1.00185,-107.15994188,0.00796824,-107.15994188,0.0108832,100,0.3,99.7990214617,15.03,2.03417e-07,0.796962,0.00203487,100,1,4.73330313659,-107.128
1.08932,7.07606126807,1.00489,0.01,2.56248,99.7936818808,-125.181,-107.416344312,1.00207,-107.416344312,0.00815368,-107.416344312,0.0108403,100,0.3,99.844929588,15.78,1.56911e-07,0.819352,0.00158449,100,1,7.07606126807,-107.379
1.06912,4.63983494232,0.995228,0.01,2.1041,99.8630732217,-124.422,-107.019242407,1.00137,-107.019242407,0.00893983,-107.019242407,0.0107425,100,0.3,99.8463173062,15.36,1.55508e-07,0.889717,0.00154027,100,1,4.63983494232,-106.995
1.07305,4.21106011117,1.00068,0.01,2.03196,99.9020701977,-123.869,-106.465856608,1.00098,-106.465856608,0.00818043,-106.465856608,0.0107232,100,0.3,99.8711231388,15.57,1.30367e-07,0.8186,0.00130544,100,1,4.21106011117,-106.448
1.05282,4.27976721799,0.999071,0.01,2.05324,99.9203601446,-124.29,-106.882565477,1.0008,-106.882565477,0.00890573,-106.882565477,0.0105379,100,0.3,99.9255324268,15.52,7.52855e-08,0.889747,0.000751457,100,1,4.27976721799,-106.868
1.06357,3.4848592209,1.00087,0.01,1.85313,99.9474920514,-123.89,-106.758666418,1.00053,-106.758666418,0.00921146,-106.758666418,0.0106264,100,0.3,99.9377626653,15.4,6.29148e-08,0.921949,0.000630246,100,1,3.4848592209,-106.749
1.11042,5.1177572228,1.00015,0.01,2.23371,99.9323706546,-124.438,-106.794154269,1.00068,-106.794154269,0.00966728,-106.794154269,0.0111025,100,0.3,99.9269350661,15.38,7.38522e-08,0.966878,0.00073875,100,1,5.1177572228,-106.782
1.0667,6.56352521225,0.990938,0.01,2.51294,99.8212320365,-124.835,-107.256944596,1.00179,-107.256944596,0.00821759,-107.256944596,0.0107646,100,0.3,99.7749221752,15.8,2.27899e-07,0.814312,0.00223788,100,1,6.56352521225,-107.228
1.07288,6.07788447849,0.991661,0.01,2.41042,99.8140936614,-124.452,-107.069683053,1.00186,-107.069683053,0.00647085,-107.069683053,0.010819,100,0.3,99.6389262303,16.02,3.66037e-07,0.641689,0.00359958,100,1,6.07788447849,-107.039
1.06567,4.36813499983,1.00172,0.01,1.98609,99.88237167,-124.182,-106.534070055,1.00118,-106.534070055,0.00735656,-106.534070055,0.0106383,100,0.3,99.8253749025,15.44,1.76693e-07,0.736925,0.00177303,100,1,4.36813499983,-106.51
1.07475,4.62179836334,1.00553,0.01,2.10485,99.6398591365,-124.37,-107.044685578,1.00361,-107.044685578,0.00842345,-107.044685578,0.0106883,100,0.3,99.7577913991,15.27,2.45221e-07,0.847005,0.00247942,100,1,4.62179836334,-107.013
1.09454,6.62542825614,0.995217,0.01,2.53848,99.7522783919,-124.444,-107.016649112,1.00248,-107.016649112,0.00838956,-107.016649112,0.010998,100,0.3,99.7343036112,16.18,2.69087e-07,0.834943,0.00266519,100,1,6.62542825614,-106.973
1.05302,4.21585127087,1.00065,0.01,2.03288,99.8856185375,-123.751,-106.549136006,1.00115,-106.549136006,0.00891475,-106.549136006,0.0105234,100,0.3,99.8969552919,15.09,1.04166e-07,0.892054,0.00104302,100,1,4.21585127087,-106.529
1.06275,5.24202595481,0.996311,0.01,2.22436,99.8341335869,-124.033,-106.573870027,1.00166,-106.573870027,0.00863455,-106.573870027,0.0106668,100,0.3,99.8212311461,15.49,1.80897e-07,0.860269,0.00179565,100,1,5.24202595481,-106.545
1.04304,5.28328013419,0.999243,0.01,2.28866,99.9446698372,-124.438,-106.922447258,1.00055,-106.922447258,0.00876995,-106.922447258,0.0104383,100,0.3,99.9412884609,15.02,5.93638e-08,0.876331,0.000592739,100,1,5.28328013419,-106.913
1.07659,4.62261826649,0.997722,0.01,2.11136,99.8345613197,-124.3,-106.797495586,1.00166,-106.797495586,0.00854137,-106.797495586,0.0107905,100,0.3,99.7853217209,15.89,2.17327e-07,0.852191,0.00216338,100,1,4.62261826649,-106.77
1.07152,7.02581287375,1.00149,0.01,2.59996,99.7526461134,-124.445,-107.048284794,1.00248,-107.048284794,0.00827818,-107.048284794,0.0106993,100,0.3,99.7725105293,16.07,2.3029e-07,0.829052,0.00230977,100,1,7.02581287375,-107.006
1.04045,4.81152397571,0.998461,0.01,2.17252,99.9464560302,-124.52,-106.894877067,1.00054,-106.894877067,0.00927249,-106.894877067,0.0104205,100,0.3,99.9503815495,15.38,5.01438e-08,0.925822,0.000499896,100,1,4.81152397571,-106.886
1.24041,5.28696492791,1.00437,0.01,2.25364,99.8216596588,-124.099,-106.652380447,1.00179,-106.652380447,0.00879381,-106.652380447,0.0123501,100,0.3,99.7325098555,15.62,2.7093e-07,0.883224,0.00273304,100,1,5.28696492791,-106.621
1.0577,4.88106283667,0.995152,0.01,2.17284,99.8909471876,-124.152,-106.673175416,1.00109,-106.673175416,0.0084787,-106.673175416,0.0106285,100,0.3,99.8699602488,15.39,1.31528e-07,0.84376,0.00130256,100,1,4.88106283667,-106.654
1.09576,5.61978725551,0.999595,0.01,2.34941,99.9121484748,-124.838,-107.314956765,1.00088,-107.314956765,0.00921682,-107.314956765,0.010962,100,0.3,99.9153027606,15.9,8.56502e-08,0.921309,0.00085581,100,1,5.61978725551,-107.299
1.08326,4.11453683394,1.00244,0.01,2.0127,99.85855587,-123.839,-106.774848927,1.00142,-106.774848927,0.00881426,-106.774848927,0.0108062,100,0.3,99.8431436407,15.13,1.58674e-07,0.88358,0.00159451,100,1,4.11453683394,-106.751
1.06678,3.41072894384,0.9922,0.01,1.82647,99.8478585091,-123.794,-106.812342327,1.00152,-106.812342327,0.00859652,-106.812342327,0.0107517,100,0.3,99.8003181531,16.0,2.02084e-07,0.852947,0.00198943,100,1,3.41072894384,-106.785
1.30423,4.8592184318,1.00481,0.01,2.17919,99.7250389545,-124.651,-107.043973401,1.00276,-107.043973401,0.00822553,-107.043973401,0.0129798,100,0.3,99.5515999759,15.4,4.5493e-07,0.826513,0.00459321,100,1,4.8592184318,-106.997
1.11814,5.17228349888,0.991911,0.01,2.20252,99.7624451111,-124.605,-106.970607362,1.00238,-106.970607362,0.00825939,-106.970607362,0.0112726,100,0.3,99.7279731537,15.64,2.75508e-07,0.819258,0.00271069,100,1,5.17228349888,-106.928
1.04117,3.12480061545,1.0002,0.01,1.75651,99.9200268912,-123.804,-106.7322196,1.0008,-106.7322196,0.00844234,-106.7322196,0.0104097,100,0.3,99.9081588291,15.45,9.28711e-08,0.844402,0.000929081,100,1,3.12480061545,-106.718
1.26419,5.9676611949,0.991202,0.01,2.33914,99.4454079776,-124.719,-107.293636142,1.00558,-107.293636142,0.00702651,-107.293636142,0.0127541,100,0.3,99.1955581811,15.21,8.19162e-07,0.69647,0.00804812,100,1,5.9676611949,-107.197
1.30675,5.80311004022,1.01262,0.01,2.28287,99.5083778843,-124.24,-106.811489921,1.00494,-106.811489921,0.00722472,-106.811489921,0.0129046,100,0.3,99.226272526,15.62,7.87629e-07,0.731592,0.0080764,100,1,5.80311004022,-106.725
