MinBehavPdf,Penalization,EmpiricalD2Harmonic,TimeElapsed,MeanIW,Epsilon,InitialBound,EpThisIter,Weights,EpRewMean,DivergenceHarmonic,OptimizationReturnMean,WReturnMean,MinIW,ReturnStepMaxmin,MaxIW,EpisodesSoFar,VarianceInitializer,TimestepsSoFar,Bound,Inner Iteration,ReturnMeanIW,MeanD2-0,ESSRenyiArithmetic,StdWReturnMean,InitialReturnStd,MeanEntropy,InitialReturnMean,EpLenMean,MinTargetPdf,StdIW,EmpiricalD2Arithmetic,OptimizationReturnMax,LearnableVariance,InitialReturnMax,ReturnStepMax,OptimizationReturnMin,Iteration,ESSRenyiHarmonic,InitialReturnMin
-31.127316,True,1.0,22.869970321655273,129.71259,2.0,-136214.84,100,[-0.014  0.064 -0.012 -0.025 -0.033 -0.127  0.248 -0.286  0.     0.  0.   ],355.1133034126083,400442000000.0,113.977875,132410.83,0.03577079,9.359958,9367.49,1100,-1.0,35082,-2442071600.0,1,34879896.0,1.0,100.0,,79.40643,0.4189424,355.1133,38.32,-31.127316,931.66473,1.0,374.08282,,615.21826,9.359958,,11,100.0,241.13544
-32.491024,True,1.0,25.46230673789978,166.0095,2.0,-154100.75,100,[-0.007  0.067 -0.021 -0.009 -0.018 -0.095  0.23  -0.329  0.     0.  0.   ],376.29524166213633,1.3437358e+31,128.38435,149474.36,0.13628699,9.359909,10638.431,1200,-1.0,39140,-1.6958922e+19,1,22853768.0,1.0,100.0,,88.748215,0.4189424,376.29523,40.58,-32.491024,1075.9877,1.0,430.55725,,678.46814,9.359909,,12,100.0,247.91089
-38.097393,True,1.0,28.51578712463379,2913168.0,2.0,-156915.11,100,[ 0.003  0.076 -0.025 -0.031 -0.042 -0.049  0.227 -0.351  0.     0.  0.   ],376.01510657440326,4.360814e+30,126.932594,151194.1,0.25566635,9.359939,286500640.0,1300,-1.0,43197,-1.1946938e+19,1,1046595960000.0,1.0,100.0,,99.028885,0.4189424,376.0151,40.57,-38.097393,28505260.0,1.0,505.39307,,754.4756,9.359939,,13,100.0,249.08252
-36.706978,True,1.0,31.19282293319702,3516.2866,2.0,-152128.38,100,[-0.011  0.085 -0.028  0.037  0.025 -0.078  0.277 -0.404  0.     0.  0.   ],374.5378957402159,2.7000549e+19,123.94525,147848.34,0.020991296,9.359992,228016.55,1400,-1.0,47236,-22240817000000.0,1,963444030.0,1.0,100.0,,87.00414,0.4189424,374.5379,40.39,-36.706978,22836.207,1.0,401.98413,,652.5768,9.359992,,14,100.0,250.59264
-40.211735,True,1.0,34.16355538368225,19803.53,2.0,-171972.5,100,[-0.027  0.099 -0.028 -0.044 -0.048 -0.051  0.23  -0.388  0.     0.  0.   ],388.189574622957,2.5348953e+28,137.96765,164581.4,0.02770201,9.359958,1899026.5,1500,-1.0,51423,-1.1767607e+18,1,7126803500.0,1.0,100.0,,117.85695,0.4189424,388.18954,41.87,-40.211735,189027.69,1.0,607.33484,,857.55676,9.359958,,15,100.0,250.22191
-33.854553,True,1.0,37.28739809989929,7.2604427,2.0,-142892.23,100,[-0.052  0.1   -0.028 -0.012 -0.018 -0.085  0.236 -0.378  0.     0.  0.   ],368.025817193919,29263618000.0,109.08482,139653.81,0.026650013,9.359984,136.69801,1600,-1.0,55391,-554941500.0,1,958782.4,1.0,100.0,,64.89078,0.4189424,368.0258,39.68,-33.854553,19.464111,1.0,308.70154,,567.6425,9.359984,,16,100.0,258.94098
-34.291607,True,1.0,40.05205225944519,376.88965,2.0,-151524.88,100,[-0.06   0.098 -0.025  0.022  0.016 -0.099  0.222 -0.344  0.     0.  0.   ],376.906931008182,1.584864e+19,108.45876,147981.22,0.15184525,9.3598385,18571.58,1700,-1.0,59455,-14107429000000.0,1,49471916.0,1.0,100.0,,76.95713,0.4189424,376.90692,40.64,-34.291607,1997.7117,1.0,325.34332,,593.7915,9.3598385,,17,100.0,268.44818
-34.975227,True,1.0,43.04573345184326,357.06567,2.0,-171885.92,100,[-0.052  0.105 -0.032  0.017  0.01  -0.046  0.201 -0.365  0.     0.  0.   ],398.3851820129011,1.1294021e+17,139.9735,167119.34,0.010319352,9.359973,22037.812,1800,-1.0,63751,-1601957100000.0,1,76175060.0,1.0,100.0,,91.6984,0.4189424,398.3852,42.96,-34.975227,2349.1147,1.0,430.25928,,688.67096,9.359973,,18,100.0,258.41168
-40.963524,True,1.0,46.08159112930298,20.443153,2.0,-133232.69,100,[-0.066  0.107 -0.029  0.031  0.027 -0.085  0.186 -0.327  0.     0.  0.   ],353.3357369685833,8540375000.0,96.224045,129665.414,0.11408031,9.359981,425.0521,1900,-1.0,67561,-332028400.0,1,2362828.0,1.0,100.0,,69.421005,0.4189424,353.33575,38.1,-40.963524,61.02577,1.0,338.6552,,595.7669,9.359981,,19,100.0,257.1117
-37.30787,True,1.0,49.694968461990356,1364.1758,2.0,-166553.78,100,[-0.062  0.109 -0.035  0.01   0.006 -0.071  0.193 -0.379  0.     0.  0.   ],391.8711776469536,8.177102e+16,105.57016,161097.9,0.080698565,9.359953,65790.5,2000,-1.0,71788,-1560506400000.0,1,368462980.0,1.0,100.0,,86.80381,0.4189424,391.8712,42.27,-37.30787,8669.796,1.0,450.4834,,736.7844,9.359953,,20,100.0,286.30103
-33.347725,True,1.0,52.45012927055359,73.74616,2.0,-140726.02,100,[-0.071  0.116 -0.031 -0.015 -0.022 -0.105  0.227 -0.374  0.     0.  0.   ],363.600280131242,55178750000.0,114.3486,136930.83,0.20284985,9.359812,3776.357,2100,-1.0,75711,-899695200.0,1,8201317.0,1.0,100.0,,68.74351,0.4189424,363.60028,39.23,-33.347725,422.68747,1.0,365.25272,,614.5044,9.359812,,21,100.0,249.25168
-36.862907,True,1.0,55.99941444396973,59.199852,2.0,-158143.94,100,[-0.085  0.118 -0.027  0.012  0.006 -0.141  0.257 -0.374  0.     0.  0.   ],379.4652662642062,10043527000.0,112.08252,152830.36,0.056797266,9.359956,1674.0424,2200,-1.0,79806,-538796200.0,1,6283708.0,1.0,100.0,,94.00256,0.4189424,379.46527,40.95,-36.862907,212.02106,1.0,459.73065,,727.1134,9.359956,,22,100.0,267.38275
-34.164158,True,1.0,59.019922494888306,9.323758,2.0,-151581.69,100,[-0.079  0.121 -0.029 -0.027 -0.035 -0.12   0.249 -0.387  0.     0.  0.   ],372.2119497329266,16623126000.0,113.39488,145842.1,0.17980346,9.359977,137.03764,2300,-1.0,83819,-741220300.0,1,1211835.9,1.0,100.0,,85.44219,0.4189424,372.212,40.13,-34.164158,23.033968,1.0,496.88214,,755.6992,9.359977,,23,100.0,258.81708
-42.48889,True,1.0,62.16708827018738,46.999847,2.0,-142918.27,100,[-0.09   0.124 -0.026  0.009  0.002 -0.146  0.269 -0.384  0.     0.  0.   ],366.02726530436416,7904421300000000.0,108.794044,139055.7,0.013340944,9.359921,831.6277,2400,-1.0,87767,-343413460000.0,1,6576622.5,1.0,100.0,,71.27228,0.4189424,366.02725,39.48,-42.48889,139.38081,1.0,362.70123,,619.93445,9.359921,,24,100.0,257.23322
-32.433666,True,1.0,66.6614875793457,17335.398,2.0,-128663.2,100,[-0.101  0.121 -0.021  0.03   0.023 -0.183  0.263 -0.346  0.     0.  0.   ],347.8951200621151,9832468000000000.0,117.938225,124980.53,0.029255694,9.3599615,1142714.9,2500,-1.0,91524,-366876800000.0,1,1708431600.0,1.0,100.0,,62.84521,0.4189424,347.8951,37.57,-32.433666,118465.86,1.0,375.3697,,605.3266,9.3599615,,25,100.0,229.9569
-35.90654,True,1.0,70.00967860221863,204.29352,2.0,-141734.02,100,[-0.105  0.115 -0.028 -0.048 -0.052 -0.205  0.248 -0.4    0.     0.  0.   ],360.6058964831739,1039896800000000.0,102.614716,136027.61,0.107223116,9.359913,5789.467,2600,-1.0,95416,-184057710000.0,1,40986230.0,1.0,100.0,,77.4015,0.4189424,360.60587,38.92,-35.90654,896.4896,1.0,495.5203,,753.5115,9.359913,,26,100.0,257.99118
-28.52057,True,1.0,73.44751238822937,122.6173,2.0,-124251.09,100,[-0.115  0.115 -0.023 -0.019 -0.024 -0.24   0.263 -0.373  0.     0.  0.   ],342.8387911588614,2551777900000.0,102.88292,121141.08,0.102538265,9.359585,4469.625,2700,-1.0,99119,-4981382000.0,1,13365413.0,1.0,100.0,,60.02205,0.4189424,342.83884,37.03,-28.52057,478.68814,1.0,316.3192,,556.2751,9.359585,,27,100.0,239.95587
-41.056282,True,1.0,77.74240446090698,9625.798,2.0,-163176.97,100,[-0.107  0.119 -0.031 -0.014 -0.017 -0.202  0.249 -0.419  0.     0.  0.   ],384.6554508942322,7.1784986e+33,135.77177,156557.14,0.39518777,9.359936,477138.25,2800,-1.0,103268,-5.6087116e+20,1,1090396900.0,1.0,100.0,,92.72176,0.4189424,384.65543,41.49,-41.056282,50838.47,1.0,562.69745,,811.5811,9.359936,,28,100.0,248.88367
-28.787758,True,1.0,81.69358944892883,56.64321,2.0,-140194.1,100,[-0.095  0.13  -0.038  0.052  0.046 -0.136  0.2   -0.403  0.     0.  0.   ],363.0978764319714,92133425000.0,113.07805,136847.17,0.061597843,9.359997,2812.3945,2900,-1.0,107186,-1027014140.0,1,11109856.0,1.0,100.0,,70.76096,0.4189424,363.0979,39.18,-28.787758,304.54376,1.0,327.05334,,577.0732,9.359997,,29,100.0,250.01984
-35.431393,True,1.0,86.35443210601807,594.2875,2.0,-156437.92,100,[-0.107  0.133 -0.033  0.028  0.021 -0.172  0.236 -0.407  0.     0.  0.   ],377.0033848388349,2.5577398e+17,117.370514,149894.53,0.05302111,9.359906,30699.588,3000,-1.0,111251,-3309343900000.0,1,90523040.0,1.0,100.0,,88.107765,0.4189424,377.0034,40.65,-35.431393,3558.2815,1.0,547.24854,,806.8814,9.359906,,30,100.0,259.63287
-45.099136,True,1.0,90.57550740242004,20.783897,2.0,-161225.16,100,[-0.09   0.138 -0.04   0.023  0.017 -0.119  0.22  -0.429  0.     0.  0.   ],381.8676050629928,5.220935e+22,113.52679,153825.05,0.0327572,9.3599415,631.50195,3100,-1.0,115369,-1690876500000000.0,1,3552068.8,1.0,100.0,,89.45489,0.4189424,381.86758,41.18,-45.099136,69.65635,1.0,589.739,,858.07983,9.3599415,,31,100.0,268.34082
-37.097916,True,1.0,94.8981761932373,75831.11,2.0,-168638.08,100,[-0.093  0.195 -0.034 -0.023 -0.028 -0.072  0.295 -0.411  0.     0.  0.   ],394.4825235858711,1.22010476e+30,117.23259,163337.3,0.2618686,9.359891,6167215.5,3200,-1.0,119622,-5.8551507e+18,1,27059343000.0,1.0,100.0,,87.868324,0.4189424,394.48254,42.53,-37.097916,619701.44,1.0,448.98737,,726.2373,9.359891,,32,100.0,277.24994
-43.116013,True,1.0,99.08711242675781,268.1757,2.0,-145863.83,100,[-0.118  0.219 -0.027  0.029  0.025 -0.069  0.304 -0.317  0.     0.  0.   ],362.99140128292294,1.8694225e+22,123.94822,140196.44,0.0625958,9.3598795,16236.713,3300,-1.0,123541,-774883300000000.0,1,71376120.0,1.0,100.0,,91.83506,0.4189424,362.9914,39.19,-43.116013,1722.7533,1.0,511.88785,,750.931,9.3598795,,33,100.0,239.04318
-37.876984,True,1.0,104.09994292259216,256.52753,2.0,-170847.95,100,[-0.108  0.226 -0.029  0.02   0.016 -0.036  0.325 -0.362  0.     0.  0.   ],397.74196532223664,192571100000000.0,120.253006,165928.58,0.03862879,9.35993,11106.149,3400,-1.0,127829,-68298998000.0,1,32961626.0,1.0,100.0,,87.91988,0.4189424,397.742,42.88,-37.876984,1551.1315,1.0,422.13293,,699.6219,9.35993,,34,100.0,277.48895
-35.0392,True,1.0,109.26532053947449,7399.659,2.0,-175242.16,100,[-0.099  0.234 -0.034 -0.011 -0.016  0.002  0.312 -0.374  0.     0.  0.   ],401.7370044666427,1.56927185e+29,135.41418,170027.98,0.016000006,9.359909,150450.67,3500,-1.0,132160,-2.0655427e+18,1,1086812200.0,1.0,100.0,,92.926704,0.4189424,401.737,43.31,-35.0392,25179.947,1.0,453.95715,,720.27997,9.359909,,35,100.0,266.3228
-31.60537,True,1.0,114.14704656600952,152.17026,2.0,-135436.83,100,[-0.104  0.247 -0.038  0.074  0.069  0.014  0.324 -0.4    0.     0.  0.   ],350.71007923837425,7.620012e+30,109.79301,129415.31,0.013100862,9.359881,6467.0977,3600,-1.0,135944,-1.6621977e+19,1,24415176.0,1.0,100.0,,80.1109,0.4189424,350.71008,37.84,-31.60537,754.1714,1.0,533.1191,,774.03613,9.359881,,36,100.0,240.91707
-37.504097,True,1.0,117.66191864013672,11.125143,2.0,-159104.3,100,[-0.091  0.251 -0.042  0.057  0.052  0.054  0.328 -0.439  0.     0.  0.   ],380.16931153387,8.408351e+16,131.79024,153537.28,0.16804178,9.359898,333.80417,3700,-1.0,140044,-1614275700000.0,1,2219665.5,1.0,100.0,,94.91355,0.4189424,380.1693,41.0,-37.504097,43.065514,1.0,495.87225,,744.25134,9.359898,,37,100.0,248.37907
-43.5483,True,1.0,123.4799153804779,272.67004,2.0,-186442.12,100,[-0.111  0.248 -0.043  0.027  0.021  0.021  0.338 -0.462  0.     0.  0.   ],415.37199159632496,3.1464227e+18,137.58148,180769.23,0.22093226,9.359988,24068.457,3800,-1.0,144522,-10062722000000.0,1,78716696.0,1.0,100.0,,90.74875,0.4189424,415.37198,44.78,-43.5483,2397.7173,1.0,473.50464,,751.29517,9.359988,,38,100.0,277.79053
-39.928307,True,1.0,127.79352235794067,267.22586,2.0,-183524.56,100,[-0.136  0.252 -0.042 -0.007 -0.013 -0.005  0.354 -0.459  0.     0.  0.   ],412.6198133213482,262386960000.0,154.72867,177942.34,0.009965679,9.359959,12531.07,3900,-1.0,148972,-2935700200.0,1,76286410.0,1.0,100.0,,87.676865,0.4189424,412.6198,44.5,-39.928307,1344.7683,1.0,487.37558,,745.2667,9.359959,,39,100.0,257.89114
-43.58895,True,1.0,131.87182569503784,7.607135,2.0,-176370.6,100,[-0.149  0.247 -0.054 -0.034 -0.033  0.002  0.243 -0.416  0.     0.  0.   ],401.8171331075892,1020378400000.0,134.76639,169914.28,0.05326519,9.359943,122.125114,4000,-1.0,153305,-6523266000.0,1,1521579.2,1.0,100.0,,91.96349,0.4189424,401.81714,43.33,-43.58895,17.746696,1.0,534.44336,,801.49414,9.359943,,40,100.0,267.05075
-45.385445,True,1.0,137.29481148719788,51944.906,2.0,-196251.89,100,[-0.154  0.248 -0.052 -0.005 -0.002 -0.028  0.273 -0.432  0.     0.  0.   ],425.7445452251863,4.9253617e+22,168.33488,190081.83,0.0617185,9.359974,5111007.0,4100,-1.0,157897,-1369336100000000.0,1,6495264000.0,1.0,100.0,,93.93311,0.4189424,425.74457,45.92,-45.385445,508475.7,1.0,526.1161,,783.52576,9.359974,,41,100.0,257.40967
-37.224648,True,1.0,143.67613911628723,549.98267,2.0,-192094.8,100,[-0.142  0.25  -0.058  0.017  0.021  0.014  0.249 -0.454  0.     0.  0.   ],420.92459916038723,1.8906951e+22,153.80621,186843.36,0.04958474,9.35991,44487.555,4200,-1.0,162433,-722083800000000.0,1,258558100.0,1.0,100.0,,98.31497,0.4189424,420.92462,45.36,-37.224648,4448.6836,1.0,455.7299,,722.84827,9.35991,,42,100.0,267.11838
-41.21887,True,1.0,148.5677101612091,11.597712,2.0,-178859.39,100,[-1.698e-01  2.427e-01 -6.505e-02  4.791e-05  7.141e-03 -1.051e-02  1.608e-01 -3.769e-01  0.000e+00  0.000e+00  0.000e+00],409.5007588145522,301103000.0,141.44392,174462.58,0.033543546,9.359911,253.58276,4300,-1.0,166846,-78627840.0,1,2333191.2,1.0,100.0,,82.290535,0.4189424,409.5008,44.13,-41.21887,29.8184,1.0,393.3628,,661.4196,9.359911,,43,100.0,268.05682
-35.96009,True,1.0,153.8092589378357,235.51074,2.0,-186212.83,100,[-0.193  0.253 -0.065 -0.035 -0.029 -0.029  0.176 -0.391  0.     0.  0.   ],413.13573433991655,3.5183166e+25,145.98123,180899.12,0.0023837744,9.359914,19140.72,4400,-1.0,171302,-3.1518394e+16,1,41059536.0,1.0,100.0,,101.08405,0.4189424,413.13574,44.56,-35.96009,1906.0157,1.0,459.9672,,727.1217,9.359914,,44,100.0,267.1545
-36.98613,True,1.0,159.46107649803162,2213.054,2.0,-205064.47,100,[-0.184  0.258 -0.069 -0.004  0.001  0.011  0.167 -0.407  0.     0.  0.   ],431.27422435353867,2.5496513e+23,165.11449,197886.22,0.059998225,9.35991,80821.58,4500,-1.0,175956,-3624579000000000.0,1,374745500.0,1.0,100.0,,109.03559,0.4189424,431.27423,46.54,-36.98613,9732.729,1.0,578.9583,,845.11804,9.35991,,45,100.0,266.15973
-46.43003,True,1.0,164.332106590271,2.884003,2.0,-143597.97,100,[-0.183  0.264 -0.076 -0.064 -0.063  0.007  0.2   -0.489  0.     0.  0.   ],360.83544431115354,3696034600.0,129.42773,136716.81,0.014052412,9.359814,37.19324,4600,-1.0,179849,-418732160.0,1,392963.44,1.0,100.0,,80.71308,0.4189424,360.83548,38.93,-46.43003,5.745421,1.0,596.0372,,827.4449,9.359814,,46,100.0,231.4077
-44.745747,True,1.0,170.7691764831543,9447.027,2.0,-164587.36,100,[-0.171  0.266 -0.077 -0.057 -0.056  0.033  0.195 -0.495  0.     0.  0.   ],385.15117206058113,1.6130532e+21,126.02779,158576.44,0.010779743,9.359882,333377.1,4700,-1.0,184004,-241416440000000.0,1,1082693800.0,1.0,100.0,,101.168236,0.4189424,385.15112,41.55,-44.745747,42458.754,1.0,514.23193,,773.35535,9.359882,,47,100.0,259.12338
-37.329697,True,1.0,176.99477362632751,2.0494585,2.0,-227534.86,100,[-0.171  0.258 -0.085  0.022  0.024  0.041  0.196 -0.55   0.     0.  0.   ],451.8127839097815,77390840000.0,204.07953,220125.17,0.18066874,9.359744,17.287294,4800,-1.0,188877,-2061887500.0,1,575073.56,1.0,100.0,,126.453094,0.4189424,451.81277,48.73,-37.329697,2.4529223,1.0,610.9012,,858.63446,9.359744,,48,100.0,247.73326
-51.616814,True,1.0,185.15398049354553,19668.926,2.0,-248718.78,100,[-0.179  0.254 -0.086  0.008  0.01   0.022  0.19  -0.56   0.     0.  0.   ],468.90826541752654,6.335218e+24,202.78027,238767.52,0.12957701,9.359936,1962636.9,4900,-1.0,193935,-2.5047133e+16,1,10008070000.0,1.0,100.0,,137.45015,0.4189424,468.9083,50.58,-51.616814,195275.69,1.0,728.92755,,995.05554,9.359936,,49,100.0,266.128
-39.18396,True,1.0,192.39107966423035,3332.844,2.0,-209591.83,100,[-0.177  0.265 -0.085  0.044  0.048  0.051  0.197 -0.55   0.     0.  0.   ],428.93913096290277,3.4743147e+31,160.87032,200306.02,0.0466653,9.359804,273625.6,5000,-1.0,198558,-5.4733513e+19,1,2640107300.0,1.0,100.0,,127.739006,0.4189424,428.93915,46.23,-39.18396,27669.596,1.0,693.141,,961.2098,9.359804,,50,100.0,268.06882
-41.080433,True,1.0,200.10007095336914,243.70174,2.0,-236854.69,100,[-0.162  0.266 -0.089  0.017  0.022  0.088  0.169 -0.54   0.     0.  0.   ],464.28317269027224,1.6575381e+18,176.25609,230240.58,0.102647066,9.359874,7713.9863,5100,-1.0,203561,-8515384000000.0,1,45749576.0,1.0,100.0,,121.168144,0.4189424,464.28317,50.03,-41.080433,1075.4259,1.0,523.20264,,811.22974,9.359874,,51,100.0,288.02707
-49.9067,True,1.0,206.60069966316223,1164.4098,2.0,-244354.08,100,[-0.145  0.264 -0.091 -0.018 -0.014  0.118  0.156 -0.545  0.     0.  0.   ],455.0819155930723,8.95707e+29,206.59406,231788.31,0.04831883,9.359442,42388.508,5200,-1.0,208469,-1.1892441e+19,1,569114940.0,1.0,100.0,,157.12662,0.4189424,455.0819,49.08,-49.9067,4731.9165,1.0,869.66925,,1118.1571,9.359442,,52,100.0,248.48787
-52.46045,True,1.0,214.13665413856506,1.7997586,2.0,-272734.72,100,[-0.207  0.255 -0.089 -0.011 -0.007  0.146  0.085 -0.47   0.     0.  0.   ],480.6613487917204,724764500.0,222.85654,261677.3,0.17601694,9.359986,17.999134,5300,-1.0,213650,-298188580.0,1,507305.84,1.0,100.0,,175.04846,0.4189424,480.66132,51.81,-52.46045,2.6607115,1.0,791.09827,,1048.9031,9.359986,,53,100.0,257.8048
-52.445663,True,1.0,220.94719910621643,60.90726,2.0,-247770.16,100,[-0.194  0.251 -0.09  -0.007 -0.004  0.17   0.074 -0.479  0.     0.  0.   ],454.1635317132986,5.0526843e+22,205.91428,233926.67,0.05604719,9.359909,4068.1501,5400,-1.0,218550,-3111753200000000.0,1,38079144.0,1.0,100.0,,166.31949,0.4189424,454.1635,49.0,-52.445663,410.8012,1.0,925.37976,,1173.629,9.359909,,54,100.0,248.24925
-46.124233,True,1.0,228.49855089187622,2.1698709,2.0,-266560.7,100,[-0.222  0.25  -0.091 -0.011 -0.007  0.125  0.098 -0.503  0.     0.  0.   ],481.0120843412589,7.1608555e+16,213.81468,255659.02,0.07401461,9.359979,43.925774,5500,-1.0,223737,-2917257400000.0,1,712342.56,1.0,100.0,,155.84087,0.4189424,481.0121,51.87,-46.124233,5.424971,1.0,774.2921,,1041.4895,9.359979,,55,100.0,267.1974
-67.37397,True,1.0,235.99044179916382,6.6112127,2.0,-304302.9,100,[-0.205  0.25  -0.092 -0.012 -0.009  0.15   0.088 -0.503  0.     0.  0.   ],494.3050123931305,8.181679e+19,255.36026,283939.97,0.28063017,9.359891,467.52167,5600,-1.0,229073,-184187580000000.0,1,10071514.0,1.0,100.0,,199.00381,0.4189424,494.305,53.36,-67.37397,46.380108,1.0,1184.4597,,1423.4045,9.359891,,56,100.0,238.94476
-58.396847,True,1.0,244.6772153377533,1.4788873,2.0,-323488.4,100,[-0.232  0.239 -0.1   -0.002  0.001  0.145  0.054 -0.539 -0.018  0.  0.   ],510.2739252106047,5773104000.0,290.0425,304683.28,0.26365983,9.359933,13.822068,5700,-1.0,234576,-1429388400.0,1,560616.44,1.0,100.0,,210.48473,0.4189424,510.27396,55.03,-58.396847,1.5464567,1.0,1147.6436,,1367.875,9.359933,,57,100.0,220.23138
-59.414543,True,1.0,251.7665195465088,534.6,2.0,-302126.75,100,[-0.223  0.239 -0.101  0.005  0.008  0.158  0.064 -0.562 -0.018  0.  0.   ],505.6950307766814,2589314300.0,266.23938,289640.4,0.06123073,9.359988,46037.75,5800,-1.0,240027,-919122600.0,1,283752580.0,1.0,100.0,,184.15465,0.4189424,505.69504,54.51,-59.414543,4593.637,1.0,875.1621,,1114.6178,9.359988,,58,100.0,239.45566
