Iteration,Penalization,TimestepsSoFar,InitialBound,StdWReturnMean,Epsilon,ESSRenyiHarmonic,MeanEntropy,InitialReturnStd,InitialReturnMin,LearnableVariance,MeanIW,ReturnStepMax,OptimizationReturnMax,EpisodesSoFar,Bound,Inner Iteration,OptimizationReturnMin,MaxIW,MeanD2-0,MinTargetPdf,EpThisIter,VarianceInitializer,ReturnStepMaxmin,EmpiricalD2Arithmetic,DivergenceHarmonic,ESSRenyiArithmetic,Weights,OptimizationReturnMean,TimeElapsed,InitialReturnMean,WReturnMean,ReturnMeanIW,InitialReturnMax,EpRewMean,MinIW,EmpiricalD2Harmonic,MinBehavPdf,StdIW,EpLenMean
256,True,2482229,-1725981.8,,2.0,100.0,0.4189424,333.60532,370.01648,,601.23346,9.359987,2093.7075,25600,-2189986400000000.0,1,,30929.63,1.0,-113.35559,100,-1.0,9.359987,1.0,1.2886934e+21,100.0,[-1.096e-01  3.222e-01 -4.425e-01  2.656e-04 -8.289e-03  3.859e-02 -5.258e-01 -1.219e+00  3.907e-02  0.000e+00  0.000e+00],876.452,3853.567501306534,1246.4685,1664976.2,750911600.0,2463.7239,1246.4685237816216,0.1535751,1.0,-113.35559,3544.9841,135.02
257,True,2495829,-1669098.0,,2.0,100.0,0.4189424,239.34073,733.4373,,32.741695,9.359944,1159.6892,25700,-897953500.0,1,,1256.7975,1.0,-91.36524,100,-1.0,9.359944,1.0,547933900.0,100.0,[-0.083  0.325 -0.446 -0.002 -0.011  0.035 -0.516 -1.231  0.04   0.  0.   ],521.8691,3875.814181804657,1255.3064,1633078.0,54801692.0,1893.1266,1255.3063496691984,0.056938495,1.0,-91.36524,148.56264,136.0
258,True,2509321,-1691329.5,,2.0,100.0,0.4189424,294.88306,443.385,,49469.273,9.359895,1773.1594,25800,-5.000711e+21,1,,4470433.5,1.0,-99.53516,100,-1.0,9.359895,1.0,1.02563537e+34,100.0,[-9.111e-02  3.252e-01 -4.456e-01 -1.186e-03 -1.017e-02  2.470e-02 -5.090e-01 -1.234e+00  3.866e-02  0.000e+00  0.000e+00],803.6094,3897.406812429428,1246.9943,1641951.0,85141740000.0,2216.5444,1246.9944166419014,0.12460158,1.0,-99.53516,444686.34,134.92
259,True,2522538,-1606862.8,,2.0,100.0,0.4189424,284.3598,266.17496,,102.43184,9.359707,2016.5345,25900,-16358220000.0,1,,3765.927,1.0,-88.44981,100,-1.0,9.359707,1.0,95678040000.0,100.0,[-0.08   0.326 -0.446  0.002 -0.007  0.05  -0.523 -1.229  0.04   0.  0.   ],947.75745,3919.357649087906,1213.9324,1554492.4,159160690.0,2282.7095,1213.932351476815,0.17364141,1.0,-88.44981,440.1483,132.17
260,True,2536290,-1776124.8,,2.0,100.0,0.4189424,312.0637,585.14624,,230.53992,9.359841,2124.2036,26000,-9463217000.0,1,,21388.889,1.0,-100.69995,100,-1.0,9.359841,1.0,15397138000.0,100.0,[-0.09   0.325 -0.446  0.001 -0.008  0.039 -0.526 -1.226  0.043  0.  0.   ],681.7261,3941.8960297107697,1266.8723,1702348.9,308760400.0,2709.3499,1266.8722359013773,0.038974106,1.0,-100.69995,2126.9739,137.52
261,True,2550256,-1777926.0,,2.0,100.0,0.4189424,300.81537,320.82,,54.852474,9.359892,1719.3616,26100,-34632856000.0,1,,921.7402,1.0,-101.80403,100,-1.0,9.359892,1.0,682206170000.0,100.0,[-0.078  0.326 -0.446  0.005 -0.003  0.047 -0.523 -1.224  0.042  0.  0.   ],961.9906,3963.625280380249,1282.8105,1736092.8,80486650.0,2040.1816,1282.8105472903878,0.01877489,1.0,-101.80403,165.34247,139.66
262,True,2563648,-1696080.4,,2.0,100.0,0.4189424,362.6468,257.3504,,12156.624,9.359956,2092.5735,26200,-33801728000000.0,1,,881443.1,1.0,-124.10075,100,-1.0,9.359956,1.0,3.7044385e+17,100.0,[-0.065  0.326 -0.447  0.007 -0.002  0.054 -0.524 -1.226  0.042  0.  0.   ],971.0909,3984.382680416107,1228.4413,1640580.6,22385180000.0,2349.9238,1228.4412332043744,0.09916385,1.0,-124.10075,90531.56,133.92
263,True,2576410,-1570385.6,,2.0,100.0,0.4189424,369.18973,368.55896,,887.7939,9.359934,2052.2002,26300,-5540598000000.0,1,,82999.01,1.0,-104.342636,100,-1.0,9.359934,1.0,8843328000000000.0,100.0,[-0.062  0.329 -0.449  0.005 -0.004  0.067 -0.546 -1.21   0.049  0.  0.   ],804.1253,4005.1107370853424,1172.6842,1511489.4,2081304700.0,2420.7593,1172.6842867505286,0.031260237,1.0,-104.342636,8260.821,127.62
264,True,2588682,-1497926.0,,2.0,100.0,0.4189424,408.259,285.2779,,44.517345,9.359956,2136.4219,26400,-157245870000000.0,1,,1379.9745,1.0,-109.512024,100,-1.0,9.359956,1.0,7.1172476e+18,100.0,[-0.05   0.33  -0.451 -0.005 -0.015  0.063 -0.531 -1.228  0.041  0.  0.   ],842.6887,4022.094395637512,1127.9666,1438984.0,75528690.0,2421.6997,1127.966572081591,0.020906268,1.0,-109.512024,200.05585,122.72
265,True,2600852,-1427188.5,,2.0,100.0,0.4189424,353.63028,385.75238,,46.019287,9.359971,1662.2075,26500,-1917385600.0,1,,3831.541,1.0,-94.67034,100,-1.0,9.359971,1.0,1707576300.0,100.0,[-0.036  0.33  -0.451 -0.003 -0.013  0.068 -0.531 -1.227  0.04   0.  0.   ],736.7365,4043.3322043418884,1122.4888,1385035.6,175517300.0,2047.9598,1122.4888793332418,0.009674591,1.0,-94.67034,381.3139,121.7
266,True,2613765,-1639117.6,,2.0,100.0,0.4189424,396.8004,321.36053,,2012179.0,9.359975,2362.8362,26600,-4.1096345e+19,1,,201157440.0,1.0,-114.16577,100,-1.0,9.359975,1.0,3.2209505e+29,100.0,[-0.041  0.33  -0.452 -0.006 -0.016  0.054 -0.53  -1.23   0.04   0.  0.   ],865.75977,4064.71209192276,1187.1204,1566705.1,5329848000000.0,2684.1968,1187.1202937792464,0.025459418,1.0,-114.16577,20014852.0,129.13
267,True,2627594,-1783177.5,,2.0,100.0,0.4189424,356.55386,367.2665,,161.72394,9.35996,1817.9894,26700,-14616033000.0,1,,5247.5747,1.0,-109.02321,100,-1.0,9.35996,1.0,89488335000.0,100.0,[-0.063  0.329 -0.453 -0.008 -0.017  0.055 -0.548 -1.216  0.039  0.  0.   ],900.8237,4086.448251247406,1268.0902,1735183.2,258820460.0,2185.2559,1268.0901755025006,0.16488777,1.0,-109.02321,746.77576,138.29
268,True,2641905,-1896715.8,,2.0,100.0,0.4189424,349.18323,414.11115,,58.455612,9.359952,1789.4739,26800,-978428540.0,1,,1303.2781,1.0,-99.68919,100,-1.0,9.359952,1.0,305288960.0,100.0,[-0.074  0.33  -0.454 -0.006 -0.016  0.046 -0.552 -1.212  0.039  0.  0.   ],899.656,4108.792950630188,1313.7672,1847913.0,125726056.0,2203.585,1313.7671703718183,0.035384133,1.0,-99.68919,197.02444,143.11
269,True,2655313,-1639556.0,,2.0,100.0,0.4189424,276.15054,339.73398,,338.41095,9.3599615,1755.5631,26900,-11672026000.0,1,,14748.771,1.0,-93.574326,100,-1.0,9.3599615,1.0,64678343000.0,100.0,[-0.079  0.331 -0.454 -0.004 -0.014  0.034 -0.544 -1.214  0.038  0.  0.   ],892.81323,4130.089768648148,1232.5472,1595431.9,450469860.0,2095.297,1232.5472556382606,0.05080429,1.0,-93.574326,1763.4806,134.08
270,True,2668411,-1551814.9,,2.0,100.0,0.4189424,277.2364,366.87247,,289.9086,9.359955,1327.7328,27000,-45889057000.0,1,,22582.898,1.0,-89.078476,100,-1.0,9.359955,1.0,2453855000000.0,100.0,[-0.07   0.33  -0.454 -0.006 -0.015  0.047 -0.548 -1.214  0.041  0.  0.   ],835.6637,4152.078805923462,1202.5361,1522953.1,678082100.0,1694.6052,1202.5361062906288,0.0007248612,1.0,-89.078476,2264.94,130.98
271,True,2681939,-1666144.6,,2.0,100.0,0.4189424,260.16965,528.62976,,81.110466,9.359984,1567.7325,27100,-1158766800000.0,1,,2874.973,1.0,-92.28735,100,-1.0,9.359984,1.0,688129260000000.0,100.0,[-0.081  0.33  -0.454 -0.004 -0.014  0.036 -0.546 -1.215  0.041  0.  0.   ],718.08093,4172.552362442017,1246.7106,1621975.8,122646070.0,2096.3623,1246.7106422004285,0.11199762,1.0,-92.28735,313.8038,135.28
272,True,2695497,-1716284.9,,2.0,100.0,0.4189424,313.6036,349.89514,,17025.336,9.359922,1940.61,27200,-857351100000000.0,1,,860367.9,1.0,-103.50847,100,-1.0,9.359922,1.0,2.6436072e+20,100.0,[-0.073  0.333 -0.457 -0.009 -0.019  0.021 -0.528 -1.232  0.035  0.  0.   ],901.188,4193.986691236496,1251.0833,1663556.1,30331898000.0,2290.5051,1251.0831413333708,0.12868345,1.0,-103.50847,112057.81,135.58
273,True,2708625,-1571853.5,,2.0,100.0,0.4189424,247.4806,340.9264,,215.49117,9.359612,1571.4005,27300,-1.9602815e+17,1,,10498.737,1.0,-89.98484,100,-1.0,9.359612,1.0,2.8446154e+25,100.0,[-0.092  0.339 -0.459  0.004 -0.006  0.018 -0.513 -1.237  0.037  0.  0.   ],873.0968,4214.755905866623,1214.0232,1535099.1,365457730.0,1912.3269,1214.0232079519851,0.03320281,1.0,-89.98484,1123.0356,131.28
274,True,2722243,-1736912.4,,2.0,100.0,0.4189424,321.23138,573.3576,,485.0354,9.35994,1804.77,27400,-16534445000.0,1,,30528.502,1.0,-121.80644,100,-1.0,9.35994,1.0,76989145000.0,100.0,[-0.071  0.338 -0.46  -0.008 -0.018  0.027 -0.507 -1.248  0.037  0.  0.   ],682.3823,4238.480032205582,1255.74,1680072.2,763144100.0,2378.1277,1255.7399425521478,0.03726206,1.0,-121.80644,3125.5247,136.18
275,True,2736541,-1851936.9,,2.0,100.0,0.4189424,283.76157,471.69208,,944648.5,9.359905,1525.1128,27500,-2.568731e+19,1,,59202188.0,1.0,-102.516525,100,-1.0,9.359905,1.0,4.10894e+29,100.0,[-0.078  0.339 -0.461 -0.003 -0.014  0.04  -0.529 -1.235  0.033  0.  0.   ],844.113,4262.043196678162,1315.805,1811863.5,1685755100000.0,1996.8048,1315.804993981592,0.10239052,1.0,-102.516525,6193757.0,142.98
276,True,2749407,-1508715.2,,2.0,100.0,0.4189424,245.47897,539.3315,,509.90768,9.359953,1417.7634,27600,-1185818600000.0,1,,26801.287,1.0,-77.89263,100,-1.0,9.359953,1.0,947826800000000.0,100.0,[-0.082  0.339 -0.462  0.004 -0.007  0.017 -0.515 -1.239  0.042  0.  0.   ],648.08594,4283.486320018768,1187.4175,1470220.0,675831230.0,1957.095,1187.4174691105882,0.13043198,1.0,-77.89263,2886.6487,128.66
277,True,2763362,-1759190.5,,2.0,100.0,0.4189424,269.23312,284.9843,,44.64715,9.359999,1637.1501,27700,-545343360.0,1,,1732.7651,1.0,-88.76277,100,-1.0,9.359999,1.0,158409920.0,100.0,[-0.076  0.343 -0.465  0.009 -0.002  0.03  -0.536 -1.224  0.038  0.  0.   ],999.37225,4305.733720541,1284.3567,1722058.1,77994580.0,1922.1345,1284.3565849500364,0.09562139,1.0,-88.76277,223.87552,139.55
278,True,2777157,-1726784.9,,2.0,100.0,0.4189424,244.0521,789.2455,,911.46423,9.359957,1347.1129,27800,-2.452768e+16,1,,60054.395,1.0,-102.47621,100,-1.0,9.359957,1.0,2.8592473e+23,100.0,[-0.086  0.345 -0.466  0.005 -0.006  0.023 -0.53  -1.229  0.038  0.  0.   ],484.07822,4328.333771705627,1273.3237,1680914.5,1251970400.0,2136.3584,1273.323671999495,0.018249383,1.0,-102.47621,6076.555,137.95
279,True,2791798,-2001891.4,,2.0,100.0,0.4189424,347.74866,284.59845,,2071.7625,9.359925,2257.4316,27900,-7.713672e+17,1,,116257.05,1.0,-123.708755,100,-1.0,9.359925,1.0,1.4107006e+26,100.0,[-5.707e-02  3.441e-01 -4.675e-01  1.140e-02  1.091e-03  2.303e-02 -5.234e-01 -1.233e+00  3.760e-02  0.000e+00  0.000e+00],1062.9984,4351.309886217117,1347.5969,1936946.2,3450243600.0,2542.03,1347.5967964012068,0.054842502,1.0,-123.708755,13322.869,146.41
280,True,2805712,-1822417.4,,2.0,100.0,0.4189424,347.7988,321.44553,,7246.217,9.359964,2277.2195,28000,-2.1163506e+18,1,,322087.66,1.0,-106.81576,100,-1.0,9.359964,1.0,9.7232006e+26,100.0,[-0.034  0.346 -0.471  0.005 -0.005  0.017 -0.524 -1.239  0.022  0.  0.   ],956.671,4371.57387304306,1278.1167,1754546.2,16109246000.0,2598.665,1278.1167023011265,0.0031429178,1.0,-106.81576,37611.707,139.14
281,True,2819028,-1686357.9,,2.0,100.0,0.4189424,373.94693,538.24695,,113.415146,9.359937,1656.4899,28100,-201208800000.0,1,,4335.8457,1.0,-105.11749,100,-1.0,9.359937,1.0,17239706000000.0,100.0,[-0.02   0.347 -0.471  0.014  0.003  0.027 -0.506 -1.252  0.016  0.  0.   ],685.72626,4392.287081241608,1223.9731,1637946.4,201327540.0,2194.7368,1223.9731081238738,0.10812037,1.0,-105.11749,554.33875,133.16
282,True,2833242,-1861578.9,,2.0,100.0,0.4189424,331.96448,459.44553,,8942.213,9.359946,1850.2649,28200,-2736318000000.0,1,,829094.9,1.0,-99.186646,100,-1.0,9.359946,1.0,2571044000000000.0,100.0,[-0.033  0.347 -0.471  0.015  0.005  0.018 -0.504 -1.255  0.015  0.  0.   ],843.5365,4412.802983999252,1302.982,1807962.4,17674924000.0,2309.7104,1302.9820091152242,0.042168073,1.0,-99.186646,82561.445,142.14
283,True,2846743,-1702483.6,,2.0,100.0,0.4189424,347.93915,348.68604,,611.38275,9.359716,1756.6182,28300,-7007345000000.0,1,,17068.85,1.0,-93.90436,100,-1.0,9.359716,1.0,2.4737115e+16,100.0,[-0.041  0.348 -0.472  0.017  0.006  0.027 -0.527 -1.24   0.023  0.  0.   ],891.0218,4429.32182264328,1239.7078,1657937.2,1078100600.0,2105.3042,1239.707832104116,0.04151178,1.0,-93.90436,2638.4114,135.01
284,True,2860318,-1749141.9,,2.0,100.0,0.4189424,366.08716,453.30518,,664199.2,9.359847,2090.2627,28400,-6.643448e+19,1,,61159348.0,1.0,-112.315384,100,-1.0,9.359847,1.0,1.04387624e+30,100.0,[-0.031  0.352 -0.475 -0.001 -0.012  0.034 -0.539 -1.234  0.024  0.  0.   ],791.72437,4451.034698486328,1245.0295,1684118.2,1215540000000.0,2543.5679,1245.0295398850278,0.058018994,1.0,-112.315384,6096992.0,135.75
285,True,2872325,-1386087.9,,2.0,100.0,0.4189424,331.0251,508.5953,,2.9347908,9.359875,1900.6708,28500,-51211250000000.0,1,,31.47243,1.0,-103.24777,100,-1.0,9.359875,1.0,7.7059616e+17,100.0,[-0.013  0.351 -0.476  0.015  0.006  0.04  -0.538 -1.239  0.021  0.  0.   ],595.113,4470.489543914795,1103.7084,1327749.5,4875312.0,2409.266,1103.7082801875956,0.12786432,1.0,-103.24777,4.4298096,120.07
286,True,2883827,-1289473.8,,2.0,100.0,0.4189424,353.64066,349.22583,,22.741255,9.359941,1639.2794,28600,-411803900.0,1,,919.7382,1.0,-95.03439,100,-1.0,9.359941,1.0,91919896.0,100.0,[-0.028  0.357 -0.478  0.028  0.019  0.053 -0.537 -1.239  0.036  0.  0.   ],711.27936,4491.830466270447,1060.5051,1249732.9,30790188.0,1988.5052,1060.5051461665387,0.04234474,1.0,-95.03439,109.39036,115.02
287,True,2896192,-1490497.9,,2.0,100.0,0.4189424,366.09048,479.92374,,42.11895,9.359997,2002.5748,28700,-3705930000.0,1,,3134.522,1.0,-101.98782,100,-1.0,9.359997,1.0,3422281700.0,100.0,[-0.034  0.356 -0.478  0.028  0.018  0.04  -0.531 -1.241  0.037  0.  0.   ],657.8535,4512.983268976212,1137.7772,1428559.1,82513530.0,2482.4985,1137.7771924903325,0.0712971,1.0,-101.98782,311.5261,123.65
288,True,2910079,-1858473.8,,2.0,100.0,0.4189424,389.0656,422.53003,,63.295467,9.359984,2411.9824,28800,-14492057000.0,1,,1520.9918,1.0,-118.82001,100,-1.0,9.359984,1.0,31689738000.0,100.0,[-0.052  0.359 -0.479  0.015  0.005  0.05  -0.543 -1.231  0.039  0.  0.   ],852.75507,4536.412128210068,1275.285,1777724.2,117367010.0,2834.5125,1275.2851366707928,0.022896668,1.0,-118.82001,218.31403,138.87
289,True,2923569,-1707874.4,,2.0,100.0,0.4189424,355.0692,443.31873,,138543.3,9.359921,1717.7164,28900,-1.5205761e+17,1,,13171754.0,1.0,-97.74751,100,-1.0,9.359921,1.0,1.0495496e+25,100.0,[-0.062  0.359 -0.479  0.019  0.01   0.041 -0.543 -1.235  0.043  0.  0.   ],795.5776,4559.975980758667,1238.8962,1660938.2,210841320000.0,2161.0352,1238.896303257219,0.08829174,1.0,-97.74751,1310348.0,134.9
290,True,2938037,-1906226.6,,2.0,100.0,0.4189424,294.44537,323.28485,,52.45995,9.359848,1753.169,29000,-29229020000.0,1,,2666.5742,1.0,-110.237785,100,-1.0,9.359848,1.0,452178440000.0,100.0,[-7.912e-02  3.573e-01 -4.799e-01  1.070e-02  9.349e-04  3.289e-02 -5.325e-01 -1.254e+00  3.644e-02  0.000e+00  0.000e+00],1009.4546,4584.22677898407,1332.7395,1862892.5,89532696.0,2076.4539,1332.7394430547147,0.042368658,1.0,-110.237785,270.50003,144.68
291,True,2952321,-1852712.2,,2.0,100.0,0.4189424,299.3864,536.1941,,1095.9287,9.359974,1763.5312,29100,-137753660000.0,1,,76920.41,1.0,-111.21086,100,-1.0,9.359974,1.0,6582476000000.0,100.0,[-0.075  0.359 -0.481 -0.007 -0.017  0.042 -0.541 -1.243  0.043  0.  0.   ],771.44727,4608.222665786743,1307.6414,1799558.2,1380483000.0,2299.7253,1307.6413943903826,0.10779667,1.0,-111.21086,7779.7354,142.84
292,True,2965739,-1764069.5,,2.0,100.0,0.4189424,412.80426,275.52667,,67.14818,9.359878,2332.941,29200,-1325446000.0,1,,5994.0156,1.0,-100.71977,100,-1.0,9.359878,1.0,321147500.0,100.0,[-0.062  0.359 -0.481 -0.007 -0.018  0.051 -0.543 -1.243  0.042  0.  0.   ],959.49493,4632.112951993942,1235.0215,1695685.4,99968050.0,2608.4675,1235.02152391579,0.03628133,1.0,-100.71977,596.3057,134.18
293,True,2977487,-1370646.2,,2.0,100.0,0.4189424,380.68634,331.72946,,947.8643,9.359963,2157.7515,29300,-3.3189154e+18,1,,47070.746,1.0,-96.270386,100,-1.0,9.359963,1.0,2.8391765e+27,100.0,[-0.052  0.361 -0.483 -0.014 -0.024  0.055 -0.541 -1.248  0.043  0.  0.   ],746.89764,4649.156695127487,1078.6271,1308358.8,1557348100.0,2489.481,1078.6271694762693,0.11852342,1.0,-96.270386,5510.1167,117.48
294,True,2989663,-1393224.9,,2.0,100.0,0.4189424,316.67407,312.05963,,38.81816,9.359974,1743.648,29400,-5133061000.0,1,,1814.136,1.0,-104.975174,100,-1.0,9.359974,1.0,14229238000.0,100.0,[-0.028  0.359 -0.484 -0.014 -0.025  0.051 -0.544 -1.243  0.025  0.  0.   ],806.1845,4668.277423143387,1118.2441,1350752.5,66703416.0,2055.7075,1118.2441391763473,0.13401088,1.0,-104.975174,188.24171,121.76
295,True,3000783,-1195315.0,,2.0,100.0,0.4189424,333.94937,403.4146,,15.849889,9.35996,1463.699,29500,-1876729600.0,1,,532.1168,1.0,-83.3579,100,-1.0,9.35996,1.0,2786011100.0,100.0,[-0.021  0.36  -0.485 -0.014 -0.025  0.064 -0.546 -1.244  0.026  0.  0.   ],620.67334,4686.845137834549,1024.0879,1160278.1,27395952.0,1867.1135,1024.0878870252784,0.03432637,1.0,-83.3579,60.670765,111.2
296,True,3012843,-1458584.8,,2.0,100.0,0.4189424,393.9584,302.36487,,6.440419,9.359995,2305.2422,29600,-4024085500.0,1,,148.5355,1.0,-121.10547,100,-1.0,9.359995,1.0,3448692700.0,100.0,[-0.028  0.359 -0.485 -0.014 -0.025  0.051 -0.544 -1.247  0.026  0.  0.   ],808.9599,4706.110451459885,1111.3248,1390245.9,10855940.0,2607.6072,1111.3247602632025,0.056065153,1.0,-121.10547,22.64277,120.6
297,True,3025764,-1615982.1,,2.0,100.0,0.4189424,377.02167,433.25098,,6045641.0,9.359907,2141.3328,29700,-1.2089577e+23,1,,400446300.0,1.0,-112.44972,100,-1.0,9.359907,1.0,3.2932856e+36,100.0,[-0.039  0.359 -0.485 -0.014 -0.026  0.049 -0.552 -1.24   0.027  0.  0.   ],753.0111,4726.6496794223785,1186.2621,1549363.0,11219062000000.0,2574.5837,1186.26207836496,0.0769777,1.0,-112.44972,43882036.0,129.21
298,True,3040190,-1903929.9,,2.0,100.0,0.4189424,312.04642,441.2555,,50.10558,9.359938,1795.5365,29800,-27268060000.0,1,,2693.2766,1.0,-108.92354,100,-1.0,9.359938,1.0,292455800000.0,100.0,[-0.056  0.357 -0.487 -0.008 -0.02   0.03  -0.567 -1.233  0.027  0.  0.   ],883.98865,4750.318134069443,1325.2443,1853645.1,74643610.0,2236.792,1325.2441995713039,0.039329562,1.0,-108.92354,282.9252,144.26
299,True,3053485,-1655880.5,,2.0,100.0,0.4189424,335.63913,478.4153,,568.87646,9.359907,1789.4717,29900,-44426605000.0,1,,44626.254,1.0,-102.52215,100,-1.0,9.359907,1.0,717129600000.0,100.0,[-0.073  0.361 -0.489 -0.006 -0.017  0.051 -0.58  -1.232  0.031  0.  0.   ],742.8688,4774.7831337451935,1221.284,1604188.2,651819700.0,2267.887,1221.284050066952,0.058194548,1.0,-102.52215,4455.528,132.95
300,True,3067231,-1763009.8,,2.0,100.0,0.4189424,313.77347,529.6222,,12984.975,9.359989,2021.9918,30000,-2.402242e+16,1,,1110683.9,1.0,-117.813934,100,-1.0,9.359989,1.0,1.3477435e+23,100.0,[-0.083  0.362 -0.49  -0.005 -0.016  0.04  -0.577 -1.232  0.031  0.  0.   ],734.9411,4795.071006059647,1264.5632,1697574.1,45250593000.0,2551.614,1264.5633409264094,0.018623808,1.0,-117.813934,110842.05,137.46
301,True,3080979,-1739608.6,,2.0,100.0,0.4189424,312.2588,377.9945,,407.55276,9.35979,1894.9557,30100,-24527077000.0,1,,26322.836,1.0,-103.84605,100,-1.0,9.35979,1.0,211787400000.0,100.0,[-0.082  0.363 -0.491 -0.003 -0.014  0.06  -0.598 -1.225  0.039  0.  0.   ],883.0287,4818.043420553207,1261.0233,1687685.0,631787460.0,2272.9502,1261.0232210077988,0.05545426,1.0,-103.84605,2674.3044,137.48
302,True,3093972,-1646169.8,,2.0,100.0,0.4189424,392.6903,358.55884,,73.569695,9.359899,2298.758,30200,-42256480000.0,1,,5959.088,1.0,-128.77913,100,-1.0,9.359899,1.0,352961920000.0,100.0,[-0.067  0.362 -0.491 -0.005 -0.016  0.064 -0.599 -1.226  0.04   0.  0.   ],833.49603,4841.584660053253,1192.0548,1575200.2,93331816.0,2657.317,1192.0548215514261,0.07229179,1.0,-128.77913,592.69006,129.93
303,True,3105617,-1297520.9,,2.0,100.0,0.4189424,331.13647,366.936,,62.83809,9.359963,1562.813,30300,-19768328000.0,1,,4365.054,1.0,-98.2758,100,-1.0,9.359963,1.0,276749600000.0,100.0,[-0.056  0.364 -0.492 -0.008 -0.019  0.073 -0.596 -1.228  0.037  0.  0.   ],705.65076,4861.000836849213,1072.5867,1260093.8,79151090.0,1929.749,1072.586769273035,0.122595906,1.0,-98.2758,436.85803,116.45
304,True,3117946,-1446871.8,,2.0,100.0,0.4189424,352.61624,321.55518,,111.45022,9.359948,1660.0812,30400,-1325527200.0,1,,7545.475,1.0,-96.12768,100,-1.0,9.359948,1.0,884743230.0,100.0,[-0.067  0.364 -0.492 -0.011 -0.022  0.063 -0.594 -1.229  0.036  0.  0.   ],811.17017,4881.962446451187,1132.7253,1407405.0,151605860.0,1981.6364,1132.7253504719376,0.057172682,1.0,-96.12768,762.9049,123.29
305,True,3131276,-1670248.2,,2.0,100.0,0.4189424,357.59012,357.77496,,44721.21,9.359967,1672.072,30500,-1.2787297e+16,1,,4193468.2,1.0,-100.54004,100,-1.0,9.359967,1.0,9.535212e+22,100.0,[-0.072  0.364 -0.493 -0.01  -0.021  0.049 -0.59  -1.233  0.037  0.  0.   ],867.3646,4906.315982103348,1225.1395,1628837.6,134557100000.0,2029.847,1225.1395232514903,0.009002038,1.0,-100.54004,417276.38,133.3
306,True,3144238,-1551745.0,,2.0,100.0,0.4189424,312.1202,267.2951,,121.77939,9.35997,1577.3545,30600,-11325036000000.0,1,,2881.165,1.0,-100.02211,100,-1.0,9.35997,1.0,1.0965869e+17,100.0,[-0.087  0.364 -0.495 -0.015 -0.025  0.047 -0.611 -1.217  0.04   0.  0.   ],924.39575,4928.242622375488,1191.6909,1517546.1,207614060.0,1844.6495,1191.6908508894726,0.15485755,1.0,-100.02211,374.28098,129.62
307,True,3157535,-1683024.1,,2.0,100.0,0.4189424,359.3741,451.8387,,2727.15,9.35991,2185.9097,30700,-1681157800000.0,1,,239715.25,1.0,-116.08022,100,-1.0,9.35991,1.0,574627600000000.0,100.0,[-0.099  0.367 -0.496 -0.01  -0.021  0.07  -0.626 -1.211  0.045  0.  0.   ],766.3346,4948.812618970871,1218.1735,1613096.1,4894178000.0,2637.7483,1218.1733548859377,0.024827564,1.0,-116.08022,23969.664,132.97
308,True,3170421,-1571573.9,,2.0,100.0,0.4189424,357.43835,275.39288,,7100.9126,9.359965,1947.2048,30800,-1.2959363e+17,1,,531178.7,1.0,-100.0587,100,-1.0,9.359965,1.0,6.813323e+24,100.0,[-0.078  0.365 -0.497  0.004 -0.006  0.063 -0.629 -1.205  0.052  0.  0.   ],905.354,4968.502372503281,1180.7468,1521925.4,9705414000.0,2222.5977,1180.7468946133054,0.019746596,1.0,-100.0587,54625.004,128.86
309,True,3182810,-1481524.4,,2.0,100.0,0.4189424,365.78384,378.15222,,168.10945,9.359842,1900.966,30900,-2287134300000.0,1,,11874.231,1.0,-112.80801,100,-1.0,9.359842,1.0,1918873000000000.0,100.0,[-0.06   0.366 -0.499  0.006 -0.005  0.057 -0.615 -1.221  0.039  0.  0.   ],760.0574,4989.433714866638,1138.2097,1429318.8,276303840.0,2279.1182,1138.2095983136378,0.014304776,1.0,-112.80801,1182.9952,123.89
310,True,3196887,-1886210.9,,2.0,100.0,0.4189424,394.3245,387.5415,,63208.215,9.359938,2123.8284,31000,-1.8195383e+19,1,,5187534.5,1.0,-120.52016,100,-1.0,9.359938,1.0,8.239766e+28,100.0,[-0.047  0.363 -0.498  0.008 -0.003  0.048 -0.598 -1.239  0.03   0.  0.   ],903.7103,5009.651545286179,1291.2518,1822823.1,111375245000.0,2511.3699,1291.2518042890533,0.1338188,1.0,-120.52016,516896.1,140.77
311,True,3212018,-2119788.0,,2.0,100.0,0.4189424,354.50247,329.74475,,9796.062,9.359946,2031.6505,31100,-948140400000000.0,1,,332984.38,1.0,-122.603386,100,-1.0,9.359946,1.0,2.8621359e+20,100.0,[-0.051  0.364 -0.5    0.002 -0.009  0.022 -0.588 -1.249  0.023  0.  0.   ],1062.4022,5033.534103155136,1392.1472,2063745.1,17003359000.0,2361.3953,1392.1469808595468,0.05856691,1.0,-122.603386,39052.445,151.31
312,True,3226567,-1984887.4,,2.0,100.0,0.4189424,309.74527,796.2288,,334424.53,9.359903,2107.6584,31200,-1.7647911e+22,1,,26050466.0,1.0,-118.05673,100,-1.0,9.359903,1.0,4.3361355e+34,100.0,[-0.049  0.365 -0.502  0.002 -0.008 -0.002 -0.572 -1.257  0.024  0.  0.   ],546.9741,5058.433511018753,1343.203,1900136.5,556441340000.0,2903.8872,1343.2030105304896,0.0038445597,1.0,-118.05673,2684744.2,145.49
