Iteration,MinTargetPdf,LearnableVariance,Bound,OptimizationReturnMean,Penalization,TimestepsSoFar,ESSRenyiHarmonic,MeanEntropy,InitialReturnMean,ReturnStepMaxmin,MinBehavPdf,VarianceInitializer,ReturnMeanIW,ReturnStepMax,EpRewMean,EpLenMean,DivergenceHarmonic,OptimizationReturnMax,InitialReturnMin,InitialReturnStd,TimeElapsed,InitialBound,EmpiricalD2Arithmetic,ESSRenyiArithmetic,EpThisIter,EpisodesSoFar,StdWReturnMean,MeanIW,EmpiricalD2Harmonic,Inner Iteration,StdIW,WReturnMean,MinIW,OptimizationReturnMin,MaxIW,Weights,InitialReturnMax,Epsilon,MeanD2-0
256,-94.49446,,-1.26158754e+17,694.8547,True,2225191,100.0,0.4189424,1073.039,9.359947,-94.49446,-1.0,222341200000.0,9.359947,1073.038973079481,116.28,9.872112e+24,1620.594,378.18427,292.804,3572.9271879196167,-1277299.4,1.0,100.0,100,25600,,163453.27,1.0,1,736691.1,1237146.8,0.010241742,,5193118.0,[-0.179  0.272 -0.424 -0.058 -0.007  0.085 -0.479 -1.258  0.05   0.  0.   ],1998.7782,2.0,1.0
257,-82.71309,,-2.5080694e+19,765.4534,True,2236950,100.0,0.4189424,1086.6589,9.359944,-82.71309,-1.0,4259090200.0,9.359944,1086.658992873131,117.59,5.477877e+29,1515.0177,321.20557,218.42242,3592.1177637577057,-1262423.2,1.0,100.0,100,25700,,3522.8054,1.0,1,12584.706,1228536.1,0.059905943,,96492.32,[-0.194  0.274 -0.425 -0.017  0.034  0.084 -0.474 -1.275  0.056  0.  0.   ],1836.2233,2.0,1.0
258,-83.0588,,-928667500.0,779.8043,True,2248680,100.0,0.4189424,1083.3162,9.359691,-83.0588,-1.0,19241706.0,9.359691,1083.3162681399156,117.3,610862000.0,1609.892,303.51196,302.55963,3611.7607045173645,-1301912.0,1.0,100.0,100,25800,,13.498897,1.0,1,58.329124,1265116.4,0.034243975,,557.30493,[-0.162  0.272 -0.425 -0.001  0.05   0.086 -0.443 -1.313  0.056  0.  0.   ],1913.4039,2.0,1.0
259,-90.54283,,-1.85326e+20,731.01373,True,2260865,100.0,0.4189424,1126.2832,9.35995,-90.54283,-1.0,180431210000.0,9.35995,1126.2831329704645,121.85,2.6415063e+31,1498.8793,395.26944,267.31094,3634.1086897850037,-1376027.6,1.0,100.0,100,25900,,148719.66,1.0,1,1473592.0,1339968.8,0.0794382,,14810756.0,[-0.172  0.272 -0.426 -0.006  0.046  0.078 -0.448 -1.309  0.055  0.  0.   ],1894.1487,2.0,1.0
260,-82.26347,,-1.7733882e+20,756.3225,True,2272751,100.0,0.4189424,1098.8364,9.359955,-82.26347,-1.0,66065834000.0,9.359955,1098.8365288575856,118.86,4.0260649e+31,1325.0808,342.51398,248.76582,3654.377958059311,-1297275.0,1.0,100.0,100,26000,,49727.94,1.0,1,488462.62,1269326.1,0.0021592039,,4909698.0,[-0.148  0.277 -0.428 -0.026  0.025  0.069 -0.412 -1.342  0.051  0.  0.   ],1667.5947,2.0,1.0
261,-84.59262,,-1.5594505e+20,712.8982,True,2284681,100.0,0.4189424,1101.4679,9.359982,-84.59262,-1.0,6438600000000.0,9.359982,1101.467924903123,119.3,2.6685316e+31,1344.5417,388.5698,273.1943,3673.3813297748566,-1318054.9,1.0,100.0,100,26100,,5371454.0,1.0,1,53329956.0,1287866.8,0.022563884,,535997380.0,[-0.127  0.278 -0.428 -0.013  0.039  0.079 -0.405 -1.347  0.053  0.  0.   ],1733.1116,2.0,1.0
262,-85.50752,,-252421850000000.0,691.7109,True,2296588,100.0,0.4189424,1100.4651,9.359859,-85.50752,-1.0,594875650.0,9.359859,1100.46511634756,119.07,6.330043e+19,1367.9703,408.75427,222.5689,3693.8630335330963,-1292286.9,1.0,100.0,100,26200,,435.71243,1.0,1,1487.0732,1260560.2,0.14583525,,9781.794,[-0.137  0.279 -0.43  -0.026  0.025  0.059 -0.405 -1.344  0.045  0.  0.   ],1776.7246,2.0,1.0
263,-108.100586,,-4278922000.0,777.0217,True,2308998,100.0,0.4189424,1145.9265,9.359789,-108.100586,-1.0,66270052.0,9.359789,1145.9265479819853,124.1,5052826000.0,2059.399,368.90482,316.5962,3714.4713649749756,-1472644.8,1.0,100.0,100,26300,,34.175472,1.0,1,217.46474,1413380.9,0.045853402,,2151.7607,[-0.134  0.281 -0.432 -0.032  0.02   0.079 -0.427 -1.344  0.045  0.  0.   ],2428.3037,2.0,1.0
264,-90.26374,,-124859960000000.0,744.52856,True,2320679,100.0,0.4189424,1077.9381,9.359992,-90.26374,-1.0,249633020.0,9.359992,1077.9381138872534,116.81,1.5692768e+19,1437.4948,333.40955,284.55807,3733.2122898101807,-1274442.9,1.0,100.0,100,26400,,150.54372,1.0,1,790.6143,1242923.8,0.029229032,,6907.285,[-0.12   0.284 -0.435 -0.04   0.011  0.067 -0.41  -1.358  0.046  0.  0.   ],1770.9043,2.0,1.0
265,-86.11725,,-5885956500000.0,701.7868,True,2332114,100.0,0.4189424,1054.2706,9.359762,-86.11725,-1.0,592976900.0,9.359762,1054.270618546475,114.35,2.0277917e+16,1675.3839,352.48376,305.75674,3752.5335636138916,-1246303.4,1.0,100.0,100,26500,,346.56238,1.0,1,2355.4053,1204973.6,0.029467272,,22877.006,[-0.094  0.288 -0.437 -0.047  0.005  0.061 -0.402 -1.359  0.036  0.  0.   ],2027.8677,2.0,1.0
266,-104.43888,,-1107304300.0,550.3557,True,2341593,100.0,0.4189424,873.7667,9.359875,-104.43888,-1.0,4914574.0,9.359875,873.7667139920071,94.79,602487800.0,1790.513,323.41095,323.027,3768.8424780368805,-912726.6,1.0,100.0,100,26600,,4.159958,1.0,1,11.815889,867814.75,0.13015662,,95.57012,[-0.097  0.293 -0.439 -0.082 -0.032  0.069 -0.399 -1.346  0.004  0.  0.   ],2113.9238,2.0,1.0
267,-80.533005,,-12131916000.0,578.55994,True,2351264,100.0,0.4189424,891.07556,9.359982,-80.533005,-1.0,35669876.0,9.359982,891.0755884384329,96.71,171385540000.0,1392.5479,312.51562,328.0712,3785.9595670700073,-930865.4,1.0,100.0,100,26700,,27.698933,1.0,1,98.43165,901646.4,0.1454397,,764.4702,[-0.107  0.293 -0.439 -0.076 -0.025  0.062 -0.402 -1.345  0.004  0.  0.   ],1705.0635,2.0,1.0
268,-84.22376,,-3.801247e+22,602.46576,True,2362035,100.0,0.4189424,992.636,9.359599,-84.22376,-1.0,838265300000.0,9.359599,992.636029826249,107.71,1.3517126e+36,1413.4734,390.17032,303.9222,3805.6892037391663,-1110390.2,1.0,100.0,100,26800,,734171.25,1.0,1,4957355.5,1077695.0,0.17417346,,41833250.0,[-0.117  0.293 -0.439 -0.072 -0.022  0.052 -0.401 -1.347  0.003  0.  0.   ],1803.6437,2.0,1.0
269,-68.72766,,-345948350.0,551.7406,True,2372038,100.0,0.4189424,922.90784,9.359846,-68.72766,-1.0,132187180.0,9.359846,922.9077911250057,100.03,92482210.0,1115.9961,371.16718,269.69247,3821.9699437618256,-946720.8,1.0,100.0,100,26900,,67.40763,1.0,1,637.3363,924492.8,0.16583523,,6408.3066,[-0.106  0.293 -0.44  -0.068 -0.018  0.077 -0.413 -1.345  0.01   0.  0.   ],1487.1633,2.0,1.0
270,-77.940445,,-9.781769e+20,648.17194,True,2383289,100.0,0.4189424,1033.6222,9.359998,-77.940445,-1.0,6041934000000.0,9.359998,1033.6221638791658,112.51,1.4149805e+33,1223.0825,385.4502,281.63544,3839.144618034363,-1173697.4,1.0,100.0,100,27000,,4438380.5,1.0,1,22432524.0,1147693.1,0.038407356,,192532430.0,[-0.119  0.293 -0.44  -0.065 -0.015  0.072 -0.414 -1.351  0.008  0.  0.   ],1608.5327,2.0,1.0
271,-80.712006,,-870523160000000.0,628.6233,True,2393298,100.0,0.4189424,922.7933,9.3598385,-80.712006,-1.0,1420515500.0,9.3598385,922.7933362065465,100.09,9.8668914e+20,1366.386,294.17,290.1185,3855.64449095726,-963429.7,1.0,100.0,100,27100,,910.7193,1.0,1,5182.4463,935716.25,0.15318073,,44244.523,[-0.101  0.293 -0.441 -0.056 -0.005  0.093 -0.418 -1.351  0.007  0.  0.   ],1660.556,2.0,1.0
272,-101.92599,,-484459700.0,828.5895,True,2405420,100.0,0.4189424,1115.4109,9.359949,-101.92599,-1.0,15726562.0,9.359949,1115.4109064327306,121.22,161235710.0,1629.6676,286.82144,331.63522,3876.255213022232,-1391037.8,1.0,100.0,100,27200,,11.069208,1.0,1,58.91846,1354123.4,0.04743255,,582.2042,[-0.108  0.29  -0.44  -0.041  0.01   0.078 -0.407 -1.362  0.011  0.  0.   ],1916.489,2.0,1.0
273,-91.475525,,-3.019662e+16,775.32306,True,2417148,100.0,0.4189424,1080.244,9.359735,-91.475525,-1.0,34225037000.0,9.359735,1080.2440771761305,117.28,5.2138893e+23,1734.9243,304.92108,358.32172,3894.1146488189697,-1337141.1,1.0,100.0,100,27300,,26019.686,1.0,1,188143.69,1295321.8,0.015846148,,1858499.2,[-0.099  0.291 -0.44  -0.036  0.015  0.084 -0.401 -1.367  0.01   0.  0.   ],2039.8455,2.0,1.0
274,-102.03596,,-5.3841556e+18,716.1877,True,2428414,100.0,0.4189424,1040.7899,9.359895,-102.03596,-1.0,17523070000.0,9.359895,1040.7899151347315,112.66,1.517203e+28,1760.8809,324.60233,313.21265,3913.2892849445343,-1225057.4,1.0,100.0,100,27400,,7824.831,1.0,1,69008.695,1181345.8,0.08484911,,690924.25,[-0.104  0.292 -0.441 -0.024  0.027  0.065 -0.386 -1.372  0.004  0.  0.   ],2085.4832,2.0,1.0
275,-94.30613,,-18210437000000.0,739.2896,True,2439950,100.0,0.4189424,1064.3589,9.35985,-94.30613,-1.0,35699344.0,9.35985,1064.3588083536042,115.36,2.7778713e+17,1529.0624,325.0692,326.38922,3932.401951789856,-1273940.9,1.0,100.0,100,27500,,21.459219,1.0,1,65.03293,1239389.5,0.05723029,,472.8667,[-0.079  0.296 -0.444 -0.013  0.039  0.064 -0.383 -1.364  0.006  0.  0.   ],1854.1316,2.0,1.0
276,-88.138466,,-20682934000.0,740.0759,True,2451807,100.0,0.4189424,1092.494,9.359893,-88.138466,-1.0,147840020.0,9.359893,1092.4940041518878,118.57,320650180000.0,1547.1255,352.41803,322.2594,3952.0047216415405,-1333658.8,1.0,100.0,100,27600,,88.81079,1.0,1,654.5457,1297394.2,0.037184246,,6486.122,[-0.059  0.298 -0.447 -0.027  0.025  0.063 -0.394 -1.356  0.002  0.  0.   ],1899.5436,2.0,1.0
277,-85.97633,,-10579274000.0,646.37787,True,2463396,100.0,0.4189424,1070.2136,9.359872,-85.97633,-1.0,61777200.0,9.359872,1070.2136183640903,115.89,127976180000.0,1286.5054,423.8357,274.82224,3970.506629705429,-1250284.5,1.0,100.0,100,27700,,39.094215,1.0,1,240.18167,1220884.4,0.050094165,,2400.8289,[-6.973e-02  2.995e-01 -4.475e-01 -2.514e-02  2.661e-02  5.242e-02 -3.932e-01 -1.357e+00  6.619e-04  0.000e+00  0.000e+00],1710.3411,2.0,1.0
278,-86.69215,,-497984100000.0,769.76697,True,2475439,100.0,0.4189424,1110.0311,9.3599,-86.69215,-1.0,1222405600.0,9.3599,1110.031071055715,120.43,134148140000000.0,1725.5283,340.2641,320.62836,3992.050885915756,-1377861.6,1.0,100.0,100,27800,,564.6319,1.0,1,3854.5532,1334971.5,0.013900039,,34470.55,[-0.071  0.296 -0.447 -0.027  0.024  0.059 -0.416 -1.337  0.002  0.  0.   ],2065.7925,2.0,1.0
279,-98.878105,,-334590570000.0,639.25116,True,2488315,100.0,0.4189424,1185.2117,9.359981,-98.878105,-1.0,286258100.0,9.359981,1185.2117039372563,128.76,57184720000000.0,1551.3358,545.9606,280.49457,4010.731491804123,-1527612.2,1.0,100.0,100,27900,,164.5392,1.0,1,887.18066,1483404.0,0.09253283,,6580.326,[-8.978e-02  2.982e-01 -4.484e-01 -2.913e-02  2.176e-02  6.826e-02 -4.374e-01 -1.328e+00 -6.820e-04  0.000e+00  0.000e+00],2097.2964,2.0,1.0
280,-145.17465,,-1.322671e+22,887.5397,True,2501376,100.0,0.4189424,1200.0591,9.359864,-145.17465,-1.0,6582482500000.0,9.359864,1200.0591164104394,130.61,3.1691074e+34,2406.426,312.51935,324.77194,4031.7002131938934,-1619918.0,1.0,100.0,100,28000,,3576652.5,1.0,1,30994488.0,1545618.6,0.023388915,,310685220.0,[-0.097  0.299 -0.449 -0.032  0.018  0.08  -0.456 -1.311  0.007  0.  0.   ],2718.9453,2.0,1.0
281,-96.96022,,-3993473500.0,815.2325,True,2514125,100.0,0.4189424,1175.1279,9.359962,-96.96022,-1.0,20568022.0,9.359962,1175.1277608357905,127.49,10447585000.0,1606.6726,359.8952,297.73236,4053.617043733597,-1508438.6,1.0,100.0,100,28100,,12.509636,1.0,1,41.67344,1469569.8,0.12877479,,344.04047,[-0.114  0.301 -0.449 -0.029  0.021  0.065 -0.439 -1.322  0.004  0.  0.   ],1966.5679,2.0,1.0
282,-88.56484,,-1159322100.0,704.9851,True,2526465,100.0,0.4189424,1140.1631,9.359904,-88.56484,-1.0,17188546.0,9.359904,1140.1631037950185,123.4,629061100.0,1693.4219,435.17804,293.62247,4072.011918783188,-1431723.9,1.0,100.0,100,28200,,12.592932,1.0,1,50.788498,1386186.1,0.07975033,,371.9283,[-0.128  0.303 -0.45  -0.027  0.023  0.06  -0.441 -1.318  0.005  0.  0.   ],2128.5999,2.0,1.0
283,-103.28165,,-53936870000.0,606.9449,True,2538894,100.0,0.4189424,1150.7512,9.359935,-103.28165,-1.0,54206148.0,9.359935,1150.7512677545194,124.29,1926948300000.0,1421.4346,543.80634,261.13187,4088.197494029999,-1431234.8,1.0,100.0,100,28300,,39.859825,1.0,1,153.34433,1392418.2,0.15481739,,1279.5631,[-0.134  0.303 -0.45  -0.026  0.025  0.048 -0.436 -1.322  0.004  0.  0.   ],1965.241,2.0,1.0
284,-93.21135,,-7976416000.0,673.307,True,2551401,100.0,0.4189424,1155.3562,9.359998,-93.21135,-1.0,22983664.0,9.359998,1155.3562482604634,125.07,51299900000.0,1387.156,482.04926,227.79878,4106.135443687439,-1421855.6,1.0,100.0,100,28400,,18.357056,1.0,1,113.239525,1386740.2,0.12908661,,1136.826,[-0.134  0.303 -0.45  -0.025  0.026  0.061 -0.455 -1.302  0.007  0.  0.   ],1869.2052,2.0,1.0
285,-97.74165,,-575167000.0,807.24384,True,2564180,100.0,0.4189424,1178.6462,9.359906,-97.74165,-1.0,77995710.0,9.359906,1178.6462560035297,127.79,184609740.0,1536.6846,371.4024,271.46375,4127.883171796799,-1499491.1,1.0,100.0,100,28500,,52.746483,1.0,1,316.5862,1462899.6,0.048879262,,2977.594,[-0.123  0.303 -0.451 -0.026  0.024  0.072 -0.457 -1.303  0.007  0.  0.   ],1908.0869,2.0,1.0
286,-100.19858,,-935041660.0,846.0045,True,2576796,100.0,0.4189424,1161.3912,9.359926,-100.19858,-1.0,53876116.0,9.359926,1161.3912217942539,126.16,424940380.0,1746.9309,315.38675,321.29526,4147.741518497467,-1494805.9,1.0,100.0,100,28600,,38.87246,1.0,1,220.17941,1452060.0,0.04989278,,1711.7157,[-0.115  0.303 -0.451 -0.031  0.02   0.081 -0.462 -1.299  0.004  0.  0.   ],2062.3176,2.0,1.0
287,-96.1767,,-1.8881923e+17,855.9469,True,2590004,100.0,0.4189424,1214.3242,9.359953,-96.1767,-1.0,222155960000.0,9.359953,1214.3242363371814,132.08,2.8430076e+25,1518.7216,358.37732,281.4098,4165.26651597023,-1589187.5,1.0,100.0,100,28700,,184674.6,1.0,1,1741425.6,1553774.8,0.045844305,,17502270.0,[-0.122  0.303 -0.451 -0.027  0.024  0.071 -0.455 -1.301  0.006  0.  0.   ],1877.0989,2.0,1.0
288,-87.27443,,-1.5166214e+18,778.4528,True,2603033,100.0,0.4189424,1196.0317,9.359867,-87.27443,-1.0,18860138000.0,9.359867,1196.0318070077271,130.29,1.0944669e+27,1718.1531,417.57892,308.56528,4186.8018000125885,-1571548.0,1.0,100.0,100,28800,,12343.164,1.0,1,54410.785,1525704.5,0.024157513,,472227.47,[-0.107  0.303 -0.452 -0.012  0.039  0.081 -0.467 -1.294  0.006  0.  0.   ],2135.732,2.0,1.0
289,-95.035706,,-12252326000.0,846.53674,True,2615441,100.0,0.4189424,1140.5178,9.359949,-95.035706,-1.0,568527100.0,9.359949,1140.5177468055958,124.08,45651485000.0,2038.6019,293.98105,393.72372,4207.489430904388,-1510482.8,1.0,100.0,100,28900,,267.77713,1.0,1,2350.0076,1455799.0,0.0304707,,23629.688,[-0.088  0.302 -0.452 -0.024  0.026  0.087 -0.479 -1.283  0.01   0.  0.   ],2332.583,2.0,1.0
290,-93.23767,,-53350273000.0,865.77783,True,2628857,100.0,0.4189424,1232.3806,9.3599615,-93.23767,-1.0,1603728300.0,9.3599615,1232.380616681726,134.16,1216936700000.0,1793.7888,366.60284,360.8509,4226.967028617859,-1695883.6,1.0,100.0,100,29000,,714.9752,1.0,1,5955.3755,1648975.4,0.015227238,,59329.387,[-0.099  0.303 -0.453 -0.025  0.025  0.076 -0.479 -1.286  0.009  0.  0.   ],2160.3916,2.0,1.0
291,-92.27005,,-40707960000.0,706.58057,True,2642314,100.0,0.4189424,1238.6079,9.359929,-92.27005,-1.0,544903700.0,9.359929,1238.6079035717476,134.57,871066240000.0,1537.2056,532.0273,293.15878,4246.064000606537,-1663124.8,1.0,100.0,100,29100,,409.14218,1.0,1,3173.377,1620091.6,0.139071,,31336.031,[-0.111  0.303 -0.453 -0.025  0.025  0.067 -0.48  -1.283  0.011  0.  0.   ],2069.233,2.0,1.0
292,-108.117294,,-1.2435122e+17,782.4048,True,2655149,100.0,0.4189424,1178.3668,9.359952,-108.117294,-1.0,5139538000.0,9.359952,1178.366917262274,128.35,8.7104154e+24,1651.5386,395.96225,313.88446,4265.842499732971,-1529206.0,1.0,100.0,100,29200,,3580.9834,1.0,1,34466.305,1487072.0,0.09135193,,346492.1,[-0.098  0.302 -0.453 -0.026  0.024  0.075 -0.483 -1.281  0.011  0.  0.   ],2047.5009,2.0,1.0
293,-91.29239,,-3554280200000.0,798.84216,True,2667775,100.0,0.4189424,1160.2656,9.359733,-91.29239,-1.0,453299800.0,9.359733,1160.2656603757105,126.26,7723901000000000.0,1644.4233,361.42352,337.0824,4284.4567193984985,-1500278.0,1.0,100.0,100,29300,,238.68744,1.0,1,825.37213,1459841.0,0.012536579,,5555.4556,[-0.085  0.305 -0.457 -0.038  0.011  0.08  -0.471 -1.297  0.004  0.  0.   ],2005.8468,2.0,1.0
294,-114.18133,,-19071427000.0,794.21857,True,2680124,100.0,0.4189424,1134.6841,9.359764,-114.18133,-1.0,115476260.0,9.359764,1134.6841123596287,123.49,126968226000.0,1960.2229,340.46555,396.40002,4303.500443935394,-1497839.6,1.0,100.0,100,29400,,57.68401,1.0,1,212.97893,1444641.0,0.019164775,,1775.2374,[-0.086  0.313 -0.455 -0.027  0.022  0.087 -0.427 -1.318  0.039  0.  0.   ],2300.6885,2.0,1.0
295,-89.64563,,-5926821400.0,780.15216,True,2692611,100.0,0.4189424,1150.4722,9.359954,-89.64563,-1.0,168911570.0,9.359954,1150.4720387483517,124.87,24275170000.0,1547.2478,370.3198,326.6607,4317.614720821381,-1467249.0,1.0,100.0,100,29500,,119.09786,1.0,1,1059.0146,1430293.0,0.083057664,,10650.896,[-0.076  0.314 -0.457 -0.037  0.011  0.065 -0.421 -1.326  0.041  0.  0.   ],1917.5676,2.0,1.0
296,-87.96604,,-1.2637791e+19,857.62646,True,2705477,100.0,0.4189424,1187.9214,9.359794,-87.96604,-1.0,293972440000.0,9.359794,1187.9214668430905,128.66,1.6212077e+29,1436.9011,330.29498,293.26794,4337.813928365707,-1528550.9,1.0,100.0,100,29600,,197743.48,1.0,1,1195630.1,1497163.6,0.07473354,,9748098.0,[-0.084  0.314 -0.458 -0.034  0.015  0.053 -0.418 -1.328  0.041  0.  0.   ],1767.196,2.0,1.0
297,-81.4086,,-1.2285271e+22,704.3371,True,2717804,100.0,0.4189424,1140.1948,9.359883,-81.4086,-1.0,31115356000000.0,9.359883,1140.19479829162,123.27,1.764316e+35,1270.0563,435.85767,249.79025,4357.201374053955,-1391687.4,1.0,100.0,100,29700,,21824814.0,1.0,1,216932270.0,1362439.2,0.058366183,,2180273200.0,[-0.089  0.313 -0.459 -0.023  0.025  0.026 -0.421 -1.326  0.046  0.  0.   ],1705.914,2.0,1.0
298,-115.5775,,-7.0531973e+22,815.72815,True,2731357,100.0,0.4189424,1247.4653,9.359932,-115.5775,-1.0,551060440000.0,9.359932,1247.4653253673237,135.53,1.5051605e+36,1959.9596,431.73718,318.63034,4379.8646359443665,-1715185.6,1.0,100.0,100,29800,,374265.1,1.0,1,2471924.8,1657695.0,0.119833656,,22510598.0,[-0.069  0.315 -0.46  -0.026  0.023  0.05  -0.423 -1.327  0.046  0.  0.   ],2391.6968,2.0,1.0
299,-94.87293,,-751645250.0,784.26843,True,2744298,100.0,0.4189424,1191.6761,9.359868,-94.87293,-1.0,15346492.0,9.359868,1191.6761557815628,129.41,342979620.0,1581.5188,407.40778,319.19055,4400.062922477722,-1561732.5,1.0,100.0,100,29900,,10.770702,1.0,1,35.084442,1521974.8,0.28477448,,288.43634,[-0.082  0.319 -0.463 -0.033  0.016  0.031 -0.435 -1.316  0.052  0.  0.   ],1988.9266,2.0,1.0
300,-117.94294,,-658795460.0,768.41455,True,2757169,100.0,0.4189424,1186.2052,9.359849,-117.94294,-1.0,23661838.0,9.359849,1186.2052147672339,128.71,98977680.0,2102.537,417.79074,327.5193,4422.017066955566,-1578192.4,1.0,100.0,100,30000,,17.1039,1.0,1,107.31797,1514351.6,0.07937217,,1051.8737,[-0.067  0.321 -0.464 -0.035  0.013  0.033 -0.431 -1.319  0.052  0.  0.   ],2520.328,2.0,1.0
301,-97.76802,,-1.6619044e+17,782.2212,True,2770101,100.0,0.4189424,1189.9438,9.359935,-97.76802,-1.0,29444870000000.0,9.359935,1189.9439978362802,129.32,1.4360969e+25,1680.9838,407.72275,306.91376,4443.280517816544,-1554009.5,1.0,100.0,100,30100,,17103392.0,1.0,1,140795150.0,1510162.8,0.044279847,,1379978600.0,[-0.057  0.322 -0.464 -0.028  0.02   0.04  -0.433 -1.32   0.051  0.  0.   ],2088.7065,2.0,1.0
302,-88.35861,,-2.4937205e+16,652.22925,True,2782366,100.0,0.4189424,1134.8857,9.359933,-88.35861,-1.0,1978812200.0,9.359933,1134.8858551539186,122.65,5.227607e+23,1369.8379,482.65668,267.08374,4457.778253555298,-1393789.9,1.0,100.0,100,30200,,1236.1967,1.0,1,9952.689,1359299.5,0.059745736,,99832.164,[-0.063  0.326 -0.465 -0.021  0.027  0.019 -0.414 -1.327  0.054  0.  0.   ],1852.4946,2.0,1.0
303,-94.06855,,-8199216600.0,927.02325,True,2795301,100.0,0.4189424,1193.0259,9.359947,-94.06855,-1.0,93674620.0,9.359947,1193.025916524287,129.35,51203002000.0,1621.8842,266.00266,328.5087,4475.308709859848,-1567049.6,1.0,100.0,100,30300,,49.956455,1.0,1,247.15416,1531228.8,0.051747456,,2159.4575,[-0.045  0.322 -0.466 -0.015  0.034  0.028 -0.43  -1.312  0.054  0.  0.   ],1887.8868,2.0,1.0
304,-96.525444,,-3365492000.0,579.73773,True,2807755,100.0,0.4189424,1145.7485,9.359706,-96.525444,-1.0,29241868.0,9.359706,1145.7485528669104,124.54,5952609300.0,1508.2399,566.01086,327.37784,4490.583745718002,-1463158.0,1.0,100.0,100,30400,,15.203452,1.0,1,54.626007,1419915.9,0.24240147,,320.51953,[-0.036  0.324 -0.467 -0.018  0.03   0.039 -0.431 -1.312  0.053  0.  0.   ],2074.2507,2.0,1.0
305,-103.12264,,-3052794400.0,691.89044,True,2819344,100.0,0.4189424,1068.8744,9.359939,-103.12264,-1.0,398224420.0,9.359939,1068.8743754060522,115.89,6271792000.0,1449.2566,376.98395,317.52008,4507.95800614357,-1276831.0,1.0,100.0,100,30500,,156.46242,1.0,1,1472.7842,1243311.4,0.16079557,,14807.966,[-0.025  0.326 -0.467 -0.013  0.036  0.044 -0.428 -1.313  0.054  0.  0.   ],1826.2406,2.0,1.0
306,-93.03641,,-1680546000.0,814.8569,True,2831638,100.0,0.4189424,1129.9265,9.3598,-93.03641,-1.0,28013232.0,9.3598,1129.9264641870518,122.94,1772683800.0,1661.1082,315.06964,352.9675,4527.412005662918,-1440569.4,1.0,100.0,100,30600,,13.50358,1.0,1,56.93157,1401319.8,0.042682394,,534.5379,[-0.036  0.327 -0.468 -0.014  0.034  0.035 -0.428 -1.316  0.052  0.  0.   ],1976.1779,2.0,1.0
307,-95.91959,,-171093510000000.0,797.4942,True,2844199,100.0,0.4189424,1158.4142,9.359978,-95.91959,-1.0,1267547800.0,9.359978,1158.4142318006604,125.61,1.6910025e+19,1673.7216,360.91995,342.79385,4549.53200340271,-1501037.4,1.0,100.0,100,30700,,835.6118,1.0,1,3946.202,1459431.0,0.07873346,,36528.914,[-0.047  0.328 -0.469 -0.011  0.037  0.028 -0.43  -1.317  0.044  0.  0.   ],2034.6415,2.0,1.0
308,-111.74191,,-2311997200.0,727.1424,True,2857077,100.0,0.4189424,1182.5286,9.359882,-111.74191,-1.0,18636034.0,9.359882,1182.5284612353428,128.78,1773112600.0,1872.4958,455.38605,382.14206,4570.457309246063,-1598869.5,1.0,100.0,100,30800,,9.443037,1.0,1,39.17076,1544406.0,0.043034222,,338.7609,[-0.046  0.331 -0.471 -0.015  0.033  0.051 -0.449 -1.308  0.044  0.  0.   ],2327.8818,2.0,1.0
309,-109.303314,,-1.5777804e+21,871.99725,True,2870363,100.0,0.4189424,1221.4493,9.359882,-109.303314,-1.0,16070451000000.0,9.359882,1221.4494739776214,132.86,1.033329e+33,1860.4468,349.45215,347.6811,4592.868110179901,-1661903.5,1.0,100.0,100,30900,,7821404.0,1.0,1,64701856.0,1612820.8,0.106767826,,636245600.0,[-0.057  0.331 -0.471 -0.02   0.028  0.049 -0.455 -1.302  0.045  0.  0.   ],2209.899,2.0,1.0
310,-89.94097,,-9273586000000000.0,748.305,True,2882563,100.0,0.4189424,1125.048,9.359935,-89.94097,-1.0,2244366600.0,9.359935,1125.0479329352065,122.0,3.7537906e+22,1805.5603,376.74298,380.4272,4612.640391588211,-1458322.2,1.0,100.0,100,31000,,1169.5579,1.0,1,4097.4517,1410457.6,0.15769272,,29170.533,[-0.043  0.335 -0.474 -0.006  0.041  0.061 -0.461 -1.302  0.03   0.  0.   ],2182.3032,2.0,1.0
311,-99.30499,,-3.2587038e+16,650.14124,True,2893818,100.0,0.4189424,1035.9634,9.359977,-99.30499,-1.0,4045024300.0,9.359977,1035.9633548881322,112.55,7.588074e+23,1543.4716,385.82214,350.8605,4631.739928007126,-1233732.5,1.0,100.0,100,31100,,1806.3102,1.0,1,11391.965,1196323.1,0.035483077,,96111.73,[-5.232e-02  3.324e-01 -4.742e-01 -4.763e-02  5.349e-04  6.998e-02 -4.771e-01 -1.293e+00  3.049e-02  0.000e+00  0.000e+00],1929.2937,2.0,1.0
312,-95.58158,,-93532790000.0,696.57764,True,2905118,100.0,0.4189424,1037.4302,9.359866,-95.58158,-1.0,228723220.0,9.359866,1037.4301785006721,113.0,4928145700000.0,1704.1234,340.85254,320.93607,4652.19225859642,-1221291.5,1.0,100.0,100,31200,,147.03412,1.0,1,1231.1605,1179261.4,0.14584193,,12365.63,[-0.025  0.33  -0.477 -0.015  0.034  0.047 -0.461 -1.295  0.018  0.  0.   ],2044.976,2.0,1.0
