EmpiricalD2Harmonic,TimeElapsed,ReturnStepMax,InitialReturnMin,InitialReturnMax,ReturnMeanIW,StdIW,OptimizationReturnMin,ESSRenyiArithmetic,Iteration,Penalization,MinTargetPdf,OptimizationReturnMax,InitialReturnMean,ESSRenyiHarmonic,EpThisIter,MeanEntropy,Weights,MaxIW,EpLenMean,StdWReturnMean,EpisodesSoFar,WReturnMean,EmpiricalD2Arithmetic,Inner Iteration,MeanIW,MinBehavPdf,ReturnStepMaxmin,TimestepsSoFar,OptimizationReturnMean,LearnableVariance,DivergenceHarmonic,VarianceInitializer,EpRewMean,MeanD2-0,InitialReturnStd,InitialBound,Epsilon,MinIW,Bound
1.0,306.8681676387787,9.359852,239.29343,680.15674,290766200.0,5124.3774,,100.0,20,True,-41.26689,440.8633,395.42172,100.0,100,0.4189424,[ 0.004  0.127 -0.058  0.002  0.005  0.051  0.125 -0.373  0.     0.  0.   ],47020.5,42.65,,2000,166693.9,1.0,1,792.87225,-41.26689,9.359852,76953,156.1283,,1.8075913e+28,-1.0,395.42172540258247,1.0,101.66404,-171343.36,2.0,0.113265954,-6.251015e+17
1.0,321.48759412765503,9.359959,221.6324,956.32227,1629569.2,31.64477,,100.0,21,True,-45.653496,734.6899,434.37726,100.0,100,0.4189424,[ 0.001  0.128 -0.064 -0.016 -0.015  0.089  0.084 -0.375  0.     0.  0.   ],319.29065,46.85,,2100,209433.89,1.0,1,5.1816096,-45.653496,9.359959,81638,212.74486,,1226613600.0,-1.0,434.37726302792674,1.0,144.0496,-218625.52,2.0,0.20007211,-323547230.0
1.0,336.3470947742462,9.359908,267.4157,1006.78503,773241200.0,20270.463,,100.0,22,True,-55.608276,739.3693,448.4962,100.0,100,0.4189424,[-0.008  0.126 -0.065 -0.007 -0.005  0.066  0.09  -0.387  0.     0.  0.   ],203766.78,48.33,,2200,217699.08,1.0,1,2093.9128,-55.608276,9.359908,86471,181.08043,,1.7125987e+25,-1.0,448.49614310761785,1.0,128.64798,-227886.33,2.0,0.07146401,-4.215836e+16
1.0,350.44114685058594,9.359904,220.58401,896.1404,998279.0,6.6763563,,100.0,23,True,-47.154663,675.5564,418.91855,100.0,100,0.4189424,[-0.008  0.128 -0.067  0.017  0.019  0.018  0.108 -0.398  0.     0.  0.   ],60.319485,45.2,,2300,194470.22,1.0,1,2.9269972,-47.154663,9.359904,90991,198.33455,,184655880000000.0,-1.0,418.9185667478676,1.0,137.75865,-202541.38,2.0,0.1485704,-109678120000.0
1.0,364.08115434646606,9.359929,248.4326,791.828,3726789.5,73.26414,,100.0,24,True,-36.0026,543.3954,398.36584,100.0,100,0.4189424,[-0.038  0.148 -0.064 -0.005 -0.004  0.016  0.106 -0.358  0.     0.  0.   ],582.9509,42.95,,2400,167064.38,1.0,1,21.020483,-36.0026,9.359929,95286,149.93326,,321333230000.0,-1.0,398.36586600728265,1.0,91.482315,-173365.89,2.0,0.1216567,-3575812900.0
1.0,378.0298156738281,9.359864,229.80754,837.63367,28607433000.0,385577.38,,100.0,25,True,-40.56665,607.8261,399.78052,100.0,100,0.4189424,[-0.047  0.156 -0.064  0.029  0.03  -0.009  0.135 -0.363  0.     0.  0.   ],3876016.8,43.09,,2500,172502.6,1.0,1,43368.094,-40.56665,9.359864,99595,169.97295,,3.1299512e+27,-1.0,399.7804981076364,1.0,112.5973,-179554.25,2.0,0.010956812,-3.9451133e+17
1.0,392.2035138607025,9.3597555,220.70865,883.87067,1990234.5,35.574425,,100.0,26,True,-42.233627,663.162,373.99423,100.0,100,0.4189424,[-0.046  0.154 -0.067 -0.049 -0.051 -0.026  0.149 -0.412  0.     0.  0.   ],256.54062,40.32,,2600,152042.61,1.0,1,9.671205,-42.233627,9.3597555,103627,153.28558,,251417390.0,-1.0,373.99422725090903,1.0,110.32191,-159894.25,2.0,0.11347159,-126486840.0
1.0,406.67977595329285,9.359997,257.73486,1002.5336,3041016400000.0,76063020.0,,100.0,27,True,-53.209557,744.79877,404.8301,100.0,100,0.4189424,[-0.068  0.153 -0.072 -0.017 -0.018 -0.042  0.147 -0.443  0.     0.  0.   ],764472600.0,43.65,,2700,175212.05,1.0,1,7655651.0,-53.209557,9.359997,107992,147.0952,,4.9954212e+35,-1.0,404.8300824076318,1.0,106.417404,-185313.44,2.0,0.037693024,-7.1394766e+21
1.0,418.6139397621155,9.359939,222.35472,638.795,180217.14,1.4751073,,100.0,28,True,-32.65709,416.44025,317.81998,100.0,100,0.4189424,[-0.053  0.142 -0.072 -0.088 -0.092 -0.074  0.102 -0.404  0.     0.  0.   ],11.336636,34.31,,2800,106554.34,1.0,1,1.5176117,-32.65709,9.359939,111423,95.46527,,9254544000.0,-1.0,317.81998912202124,1.0,74.463455,-110655.5,2.0,0.078452095,-394712830.0
1.0,431.353675365448,9.36,239.3291,651.6985,237837890.0,17427.484,,100.0,29,True,-36.21895,412.3694,336.71613,100.0,100,0.4189424,[-0.06   0.142 -0.069 -0.083 -0.087 -0.097  0.118 -0.396  0.     0.  0.   ],173026.36,36.34,,2900,120693.01,1.0,1,3000.6074,-36.21895,9.36,115057,97.38703,,1.0747922e+22,-1.0,336.7161298726406,1.0,85.52926,-124961.52,2.0,0.043111943,-442525480000000.0
1.0,445.9324223995209,9.359938,266.8116,755.2917,13084631.0,393.95013,,100.0,30,True,-34.275764,488.48007,405.99988,100.0,100,0.4189424,[-0.063  0.137 -0.074 -0.001 -0.006 -0.105  0.125 -0.445  0.     0.  0.   ],3836.938,43.77,,3000,173969.1,1.0,1,70.89441,-34.275764,9.359938,119434,139.18828,,12384454000.0,-1.0,405.99990244942245,1.0,95.567726,-179702.5,2.0,0.081131466,-651128060.0
1.0,458.4882514476776,9.359955,258.46582,674.70996,14543616000.0,525036.5,,100.0,31,True,-45.951157,416.24414,367.3443,100.0,100,0.4189424,[-0.059  0.14  -0.077 -0.038 -0.044 -0.079  0.103 -0.441  0.     0.  0.   ],5273932.0,39.63,,3100,141241.2,1.0,1,55181.48,-45.951157,9.359955,123397,108.87844,,6.480733e+27,-1.0,367.3442762275323,1.0,79.36874,-145816.48,2.0,0.07006828,-3.683229e+17
1.0,470.4074468612671,9.359837,220.20242,827.39264,205326320.0,4831.8086,,100.0,32,True,-36.21675,607.1902,372.364,100.0,100,0.4189424,[-0.042  0.151 -0.08  -0.062 -0.07  -0.034  0.109 -0.454  0.     0.  0.   ],48268.688,40.2,,3200,151994.95,1.0,1,550.2692,-36.21675,9.359837,127417,152.16159,,2.3023855e+16,-1.0,372.3640246608744,1.0,115.4988,-158875.23,2.0,0.071434304,-1044191400000.0
1.0,483.197802066803,9.359774,249.19434,894.0205,999417150.0,31192.47,,100.0,33,True,-43.106544,644.8262,408.2324,100.0,100,0.4189424,[-0.039  0.153 -0.077 -0.038 -0.045 -0.059  0.147 -0.478  0.     0.  0.   ],242639.03,44.01,,3300,177969.89,1.0,1,8059.4126,-43.106544,9.359774,131818,159.03809,,1.2691241e+21,-1.0,408.2324161402654,1.0,106.377594,-186002.9,2.0,0.017648414,-286174480000000.0
1.0,497.7026033401489,9.359985,286.53677,922.05536,6348222.5,104.94101,,100.0,34,True,-48.00695,635.51855,440.4984,100.0,100,0.4189424,[-0.028  0.144 -0.086  0.033  0.029 -0.055  0.135 -0.546  0.     0.  0.   ],686.5933,47.46,,3400,212060.39,1.0,1,35.52304,-48.00695,9.359985,136564,153.96165,,3.760391e+26,-1.0,440.4984208049511,1.0,134.24437,-220605.1,2.0,0.03481231,-1.6569633e+17
1.0,513.0363159179688,9.359963,284.91937,939.84265,107644620.0,1200.2753,,100.0,35,True,-41.088703,654.9233,456.96594,100.0,100,0.4189424,[-0.011  0.146 -0.091  0.018  0.015 -0.011  0.132 -0.581  0.     0.  0.   ],12065.732,49.29,,3500,225829.39,1.0,1,123.52327,-41.088703,9.359963,141493,172.0466,,4.1455975e+21,-1.0,456.9659723827904,1.0,130.42819,-234706.95,2.0,0.042718228,-571592300000000.0
1.0,527.3246443271637,9.359965,268.32953,844.7844,5776927.5,82.373535,,100.0,36,True,-43.29311,576.4549,449.87573,100.0,100,0.4189424,[-0.029  0.151 -0.09   0.009  0.007 -0.024  0.134 -0.563  0.     0.  0.   ],777.79846,48.5,,3600,213091.05,1.0,1,18.8067,-43.29311,9.359965,146343,181.54619,,674018750.0,-1.0,449.87573215350386,1.0,103.45473,-220263.62,2.0,0.09398876,-191990030.0
1.0,544.5016570091248,9.359854,296.13242,763.7384,46201424.0,1580.4972,,100.0,37,True,-44.75385,467.606,434.34998,100.0,100,0.4189424,[-0.036  0.16  -0.094  0.022  0.022 -0.045  0.167 -0.606  0.     0.  0.   ],15227.11,46.82,,3700,199664.03,1.0,1,221.25203,-44.75385,9.359854,151025,138.21758,,4.984581e+27,-1.0,434.3499901269465,1.0,104.90055,-205526.39,2.0,0.026747685,-4.1389102e+17
1.0,558.6137990951538,9.359957,257.61066,790.0636,7831403500.0,148301.44,,100.0,38,True,-40.294693,532.45294,420.76297,100.0,100,0.4189424,[-0.018  0.167 -0.094  0.054  0.054 -0.016  0.182 -0.627  0.     0.  0.   ],1491228.5,45.36,,3800,189811.2,1.0,1,16271.716,-40.294693,9.359957,155561,163.1523,,2.4562283e+21,-1.0,420.7629500318215,1.0,113.003296,-196084.67,2.0,0.019070333,-310922250000000.0
1.0,572.7354636192322,9.359877,296.16956,722.89465,27448396000.0,619570.75,,100.0,39,True,-40.497223,426.7251,446.3179,100.0,100,0.4189424,[ 0.004  0.153 -0.097 -0.028 -0.03  -0.029  0.187 -0.655  0.     0.  0.   ],6223605.0,48.1,,3900,209426.4,1.0,1,65320.96,-40.497223,9.359877,160371,150.14832,,1.9235944e+30,-1.0,446.31787824260306,1.0,101.12744,-214678.52,2.0,0.07464579,-7.284322e+18
1.0,590.0254166126251,9.359884,296.57202,1072.619,131891256.0,1790.4917,,100.0,40,True,-48.751144,776.047,479.5858,100.0,100,0.4189424,[ 0.02   0.156 -0.102 -0.017 -0.019  0.021  0.166 -0.676  0.     0.  0.   ],16938.021,51.69,,4000,250534.44,1.0,1,236.85028,-48.751144,9.359884,165540,183.01376,,1.6305219e+28,-1.0,479.5858025648503,1.0,143.28961,-262097.53,2.0,0.08112806,-1.476511e+18
1.0,606.6358366012573,9.359925,306.3753,863.9941,7052398.5,107.30087,,100.0,41,True,-38.384033,557.6188,458.82544,100.0,100,0.4189424,[-0.013  0.154 -0.103 -0.021 -0.023 -0.015  0.138 -0.648  0.     0.  0.   ],766.52893,49.44,,4100,223735.03,1.0,1,36.829796,-38.384033,9.359925,170484,152.4501,,554301530000000.0,-1.0,458.82541525617285,1.0,114.95334,-231237.52,2.0,0.033177234,-176642130000.0
1.0,623.8525581359863,9.35985,294.41992,945.05695,130148640.0,3122.306,,100.0,42,True,-46.6052,650.637,470.02515,100.0,100,0.4189424,[-0.008  0.155 -0.107  0.016  0.015  0.006  0.127 -0.67   0.     0.  0.   ],31035.293,50.65,,4200,236967.53,1.0,1,390.67285,-46.6052,9.35985,175549,175.60524,,3.8090197e+28,-1.0,470.02515571678276,1.0,126.664505,-245943.88,2.0,0.11922881,-1.7518825e+18
1.0,640.9530017375946,9.359882,257.26636,1262.1567,13724490000.0,151369.22,,100.0,43,True,-52.842598,1004.8904,468.85742,100.0,100,0.4189424,[-0.032  0.154 -0.112 -0.017 -0.018 -0.014  0.1   -0.672  0.     0.  0.   ],1473888.8,50.53,,4300,238548.7,1.0,1,19007.44,-52.842598,9.359882,180602,211.59103,,1.6347159e+33,-1.0,468.85738226816255,1.0,136.82645,-254559.39,2.0,0.020563234,-6.473365e+20
1.0,656.0947704315186,9.359944,268.25052,913.26984,42930250.0,953.8239,,100.0,44,True,-43.540802,645.0193,478.67908,100.0,100,0.4189424,[-0.088  0.162 -0.116 -0.005 -0.005 -0.029  0.023 -0.596  0.     0.  0.   ],7722.2007,51.59,,4400,246321.42,1.0,1,166.81035,-43.540802,9.359944,185761,210.42856,,263282280000000.0,-1.0,478.67909105826203,1.0,131.1021,-254704.08,2.0,0.15326023,-136059390000.0
1.0,670.0198357105255,9.359922,287.9018,829.0985,6812531000.0,118402.35,,100.0,45,True,-43.59353,541.1967,452.84937,100.0,100,0.4189424,[-0.099  0.159 -0.118  0.01   0.013 -0.063  0.038 -0.638  0.     0.  0.   ],1189963.6,48.81,,4500,218421.88,1.0,1,12697.634,-43.59353,9.359922,190642,164.9476,,7.59203e+21,-1.0,452.8493836551238,1.0,115.5393,-225330.56,2.0,0.06263975,-601975200000000.0
1.0,684.237313747406,9.35993,302.81598,807.179,1719087900.0,23641.57,,100.0,46,True,-35.664032,504.36304,449.45062,100.0,100,0.4189424,[-0.081  0.16  -0.121 -0.02  -0.021 -0.031  0.018 -0.646  0.     0.  0.   ],233789.17,48.43,,4600,213530.4,1.0,1,2920.935,-35.664032,9.35993,195485,146.63463,,2.6868005e+22,-1.0,449.45060129365066,1.0,107.352615,-220078.62,2.0,0.035358094,-1073347900000000.0
1.0,699.6520819664001,9.359883,295.91833,1032.838,48593636.0,1259.3865,,100.0,47,True,-63.550823,736.9197,515.80414,100.0,100,0.4189424,[-0.072  0.155 -0.124 -0.009 -0.009  0.002 -0.031 -0.639  0.     0.  0.   ],12661.046,55.6,,4700,289483.8,1.0,1,130.83713,-63.550823,9.359883,201045,219.88582,,4235263000.0,-1.0,515.8041534366879,1.0,153.06827,-300205.12,2.0,0.15421851,-746323100.0
1.0,714.5951936244965,9.3599615,287.35855,1104.5287,71132910000.0,1853988.0,,100.0,48,True,-41.85396,817.17017,483.13278,100.0,100,0.4189424,[-0.077  0.155 -0.124 -0.001 -0.001 -0.018 -0.015 -0.652  0.     0.  0.   ],18635050.0,52.12,,4800,250870.12,1.0,1,188510.28,-41.85396,9.3599615,206257,195.77419,,8.634071e+23,-1.0,483.13273878963696,1.0,132.10939,-263131.44,2.0,0.10318807,-1.1393232e+16
1.0,730.3605170249939,9.359986,295.55185,1272.295,404954400.0,5422.193,,100.0,49,True,-55.15969,976.74316,523.42236,100.0,100,0.4189424,[-0.074  0.165 -0.125  0.012  0.013  0.021 -0.043 -0.619  0.     0.  0.   ],54508.125,56.48,,4900,309769.12,1.0,1,566.8762,-55.15969,9.359986,211905,227.87048,,3.9507594e+22,-1.0,523.4223585363358,1.0,189.20396,-326038.06,2.0,0.16241567,-3233690300000000.0
1.0,750.7090330123901,9.359834,248.60588,1372.9829,219569500.0,1208.413,,100.0,50,True,-64.36099,1124.3771,592.00446,100.0,100,0.4189424,[-0.061  0.166 -0.126  0.013  0.013  0.046 -0.055 -0.615  0.     0.  0.   ],11542.05,63.96,,5000,417770.16,1.0,1,192.95451,-64.36099,9.359834,218301,343.39853,,1.0584073e+22,-1.0,592.0044077394645,1.0,259.42426,-436716.0,2.0,0.04737179,-1949122500000000.0
1.0,772.7981338500977,9.359985,239.01828,1340.01,145611500.0,2478.4695,,100.0,51,True,-63.25193,1100.9917,560.11743,100.0,100,0.4189424,[-0.05   0.169 -0.127  0.01   0.01   0.074 -0.061 -0.616  0.     0.  0.   ],24528.656,60.46,,5100,352878.7,1.0,1,346.42267,-63.25193,9.359985,224347,321.0992,,1551555600000000.0,-1.0,560.1175091839859,1.0,197.85626,-370925.47,2.0,0.03739506,-711002500000.0
1.0,797.2545750141144,9.359945,285.41766,1439.5605,722463.44,1.5693543,,100.0,52,True,-54.795162,1154.1428,583.7022,100.0,100,0.4189424,[-0.056  0.171 -0.129 -0.029 -0.031  0.097 -0.059 -0.628  0.     0.  0.   ],12.331458,62.97,,5200,402591.12,1.0,1,1.6562691,-54.795162,9.359945,230644,298.28458,,656477500000.0,-1.0,583.7022271527935,1.0,248.76265,-423418.94,2.0,0.26095617,-16876050000.0
1.0,817.4014685153961,9.359758,294.59033,1329.4475,2792764.0,26.669607,,100.0,53,True,-73.131775,1034.8572,605.31226,100.0,100,0.4189424,[-0.079  0.171 -0.131 -0.021 -0.023  0.081 -0.063 -0.634  0.     0.  0.   ],264.00443,65.3,,5300,424522.6,1.0,1,5.324323,-73.131775,9.359758,237174,310.72186,,1675726300.0,-1.0,605.3121831922182,1.0,241.08041,-442286.0,2.0,0.11844569,-729946600.0
1.0,839.2332396507263,9.359883,285.47318,1347.9094,1365484.1,2.5384402,,100.0,54,True,-69.70469,1062.4363,627.80804,100.0,100,0.4189424,[-0.085  0.172 -0.132 -0.006 -0.007  0.071 -0.054 -0.651  0.     0.  0.   ],16.369091,67.8,,5400,460467.94,1.0,1,1.9630694,-69.70469,9.359883,243954,342.33484,,3.6253512e+18,-1.0,627.8080478561078,1.0,257.53638,-478728.12,2.0,0.07605825,-34767939000000.0
1.0,859.8383572101593,9.359989,257.66504,1599.5938,1628528.6,8.610135,,100.0,55,True,-72.38014,1341.9287,625.345,100.0,100,0.4189424,[-0.063  0.171 -0.133  0.002  0.001  0.075 -0.044 -0.665 -0.006  0.  0.   ],87.322845,67.55,,5500,458415.6,1.0,1,2.1635542,-72.38014,9.359989,250709,367.67993,,7360389600.0,-1.0,625.3449407689475,1.0,259.53668,-484131.56,2.0,0.21323253,-2207865600.0
1.0,880.0797634124756,9.359778,286.54944,1415.5475,28081322000.0,180809.14,,100.0,56,True,-76.43118,1128.998,622.6155,100.0,100,0.4189424,[-7.121e-02  1.705e-01 -1.339e-01  9.413e-04 -2.154e-04  6.209e-02 -4.782e-02 -6.652e-01 -6.517e-03  0.000e+00  0.000e+00],1817220.9,67.22,,5600,458165.72,1.0,1,18192.873,-76.43118,9.359778,257431,336.066,,3.781586e+29,-1.0,622.6154671286272,1.0,265.5479,-478304.47,2.0,0.13024107,-1.238421e+19
1.0,898.7911219596863,9.359958,295.7251,1264.3347,10825710.0,130.1983,,100.0,57,True,-61.435696,968.6096,570.747,100.0,100,0.4189424,[-0.079  0.169 -0.136 -0.001 -0.002  0.032 -0.053 -0.664 -0.007  0.  0.   ],1306.4537,61.52,,5700,359776.94,1.0,1,19.708809,-61.435696,9.359958,263583,275.02194,,371918860000.0,-1.0,570.7470506895944,1.0,184.458,-375842.94,2.0,0.187893,-9808672000.0
