VarJ,eRenyi2,VanillaAvgRet,ESSClassic,VarVanillaIw,VarNormIw,AvgNormIw,Bound,MaxNormIw,VarRet,AvgDiscRet,AvgRet,AvgVanillaIw,MinVanillaIw,AvgEpLen,J,ESSRenyi,VarDiscRet,BatchSize,MinNormIw,MaxVanillaIw
4022.9219,7.30623,2856.862306234677,5.99253454002905,21.977692,0.0015845894,0.01,2629.5156,0.38396558,836675.6818079621,2856.862306234677,2856.862306234677,1.1776948,1.0927176e-17,286.69,3766.968,13.68694922914515,836675.6818079621,100,9.278445e-20,45.219425
3816.6843,7.733288,3091.6172649544997,2.10341500386616,202.27142,0.0047011864,0.010000002,3296.7378,0.68586123,1090664.0714140164,3091.6172649544997,3091.6172649544997,2.0742617,4.5906046e-11,310.13,4466.961,12.931110601385631,1090664.0714140164,100,2.2131271e-13,142.26556
1239.9269,1.8486491,2951.1928841228328,58.74869820074406,1.0352143,7.0925795e-05,0.01,2605.3135,0.0445766,829324.1881825791,2951.1928841228328,2951.1928841228328,1.2081283,0.0060463576,296.13,3177.4688,54.09355275186807,829324.1881825791,100,5.0047314e-05,5.385425
4106.931,7.613997,2917.200317663004,6.102506194285985,33.720905,0.0015542129,0.010000002,2611.9434,0.38107297,797192.1859104567,2917.200317663004,2917.200317663004,1.4729714,3.8301634e-14,292.73,3773.1052,13.133706281846694,797192.1859104567,100,2.600297e-16,56.130962
3297.216,2.6228228,2812.4054108247456,22.175692054968756,4.488532,0.00035448908,0.009999999,2595.5483,0.17849398,1108695.3152244997,2812.4054108247456,2812.4054108247456,1.1252545,0.019116893,282.21,3277.0566,38.12686143590225,1108695.3152244997,100,0.0001698895,20.085115
1987.6343,1.7001443,3084.224572535964,45.046449256691915,1.5674629,0.00012322536,0.010000002,2910.5168,0.10474007,1077671.386005388,3084.224572535964,3084.224572535964,1.1278429,0.2235085,309.38,3459.21,58.81853706996094,1077671.386005388,100,0.0019817345,11.813034
1328.02,1.5034531,3018.6150995056146,60.51748985567457,0.6627837,6.5900516e-05,0.009999998,2668.8337,0.053339455,1033655.8115159252,3018.6150995056146,3018.6150995056146,1.0028628,0.012915568,302.8,3184.812,66.51354647471642,1033655.8115159252,100,0.000128787,5.3492155
1172.6079,1.2632782,3094.2492463403746,82.22626371219613,0.22135763,2.1833976e-05,0.010000002,2705.4653,0.026996484,1021627.9101725237,3094.2492463403746,3094.2492463403746,1.0068873,0.27978265,310.36,3178.438,79.15912454164545,1021627.9101725237,100,0.002778689,2.7182417
2142.1206,2.406504,2968.5791124560515,31.95064113239606,1.7509007,0.00021513409,0.01,2663.0054,0.10509494,1044742.8691127795,2968.5791124560515,2968.5791124560515,0.90214455,0.0014440692,297.83,3315.805,41.55405663128025,1044742.8691127795,100,1.600707e-05,9.481083
1049.6241,1.0,2919.642475834647,100.0,,3.5044917e-18,0.009999998,2498.8318,0.01,1112839.1534663702,2919.642475834647,2919.642475834647,1.0,1.0,292.9,2919.6423,100.0,1112839.1534663702,100,0.01,1.0
993.2988,1.0,2907.798511298427,100.0,,3.5044917e-18,0.009999998,2486.988,0.01,996608.587461424,2907.798511298427,2907.798511298427,1.0,1.0,291.78,2907.7986,100.0,996608.587461424,100,0.01,1.0
1037.6659,1.0,3064.1245962050666,100.0,,3.5044917e-18,0.009999998,2643.3142,0.01,1087626.9285715644,3064.1245962050666,3064.1245962050666,1.0,1.0,307.33,3064.1248,100.0,1087626.9285715644,100,0.01,1.0
851.5206,1.0,2893.5935572473522,100.0,,3.5044917e-18,0.009999998,2472.7834,0.01,732411.4954225802,2893.5935572473522,2893.5935572473522,1.0,1.0,290.37,2893.5938,100.0,732411.4954225802,100,0.01,1.0
871.8343,1.0,2843.950171954566,100.0,,3.5044917e-18,0.009999998,2423.14,0.01,767772.8202877507,2843.950171954566,2843.950171954566,1.0,1.0,285.38,2843.9502,100.0,767772.8202877507,100,0.01,1.0
936.57806,1.0,2966.1862539108483,100.0,,3.5044917e-18,0.009999998,2545.3755,0.01,886038.9819103028,2966.1862539108483,2966.1862539108483,1.0,1.0,297.61,2966.186,100.0,886038.9819103028,100,0.01,1.0
1010.86633,1.0,2950.0650877929133,100.0,,3.5044917e-18,0.009999998,2529.2546,0.01,1032172.405065405,2950.0650877929133,2950.0650877929133,1.0,1.0,295.98,2950.065,100.0,1032172.405065405,100,0.01,1.0
1011.1098,1.0,3065.1266644429934,100.0,,3.5044917e-18,0.009999998,2644.3162,0.01,1032669.8633532687,3065.1266644429934,3065.1266644429934,1.0,1.0,307.46,3065.1267,100.0,1032669.8633532687,100,0.01,1.0
964.75903,1.0,2914.449438294186,100.0,,3.5044917e-18,0.009999998,2493.6387,0.01,940161.6347404979,2914.449438294186,2914.449438294186,1.0,1.0,292.43,2914.4492,100.0,940161.6347404979,100,0.01,1.0
1057.0637,1.0,3125.257609093296,100.0,,3.5044917e-18,0.009999998,2704.4473,0.01,1128670.201524304,3125.257609093296,3125.257609093296,1.0,1.0,313.45,3125.2578,100.0,1128670.201524304,100,0.01,1.0
1025.1108,1.0,3083.3095484918763,100.0,,3.5044917e-18,0.009999998,2662.499,0.01,1061466.9628907468,3083.3095484918763,3083.3095484918763,1.0,1.0,309.25,3083.3093,100.0,1061466.9628907468,100,0.01,1.0
928.9288,1.0,3123.8745684702812,100.0,,3.5044917e-18,0.009999998,2703.0642,0.01,871624.8414852073,3123.8745684702812,3123.8745684702812,1.0,1.0,313.35,3123.8748,100.0,871624.8414852073,100,0.01,1.0
1008.4513,1.0,2857.1592314519935,100.0,,3.5044917e-18,0.009999998,2436.3486,0.01,1027246.5492040032,2857.1592314519935,2857.1592314519935,1.0,1.0,286.69,2857.1592,100.0,1027246.5492040032,100,0.01,1.0
822.22437,1.0,2736.8026542686257,100.0,,3.5044917e-18,0.009999998,2315.9922,0.01,682881.7782343244,2736.8026542686257,2736.8026542686257,1.0,1.0,274.71,2736.8027,100.0,682881.7782343244,100,0.01,1.0
962.7732,1.0,2972.7853822748607,100.0,,3.5044917e-18,0.009999998,2551.9746,0.01,936295.2188194045,2972.7853822748607,2972.7853822748607,1.0,1.0,298.26,2972.7852,100.0,936295.2188194045,100,0.01,1.0
915.6551,1.0,2876.056661833158,100.0,,3.5044917e-18,0.009999998,2455.246,0.01,846893.1405703867,2876.056661833158,2876.056661833158,1.0,1.0,288.61,2876.0566,100.0,846893.1405703867,100,0.01,1.0
967.088,1.0,2987.1141881384856,100.0,,3.5044917e-18,0.009999998,2566.3037,0.01,944706.4177508852,2987.1141881384856,2987.1141881384856,1.0,1.0,299.7,2987.114,100.0,944706.4177508852,100,0.01,1.0
964.2943,1.0,2888.7821284727597,100.0,,3.5044917e-18,0.009999998,2467.9714,0.01,939256.0326715712,2888.7821284727597,2888.7821284727597,1.0,1.0,289.83,2888.782,100.0,939256.0326715712,100,0.01,1.0
914.1042,1.0,2832.546303666469,100.0,,3.5044917e-18,0.009999998,2411.7358,0.01,844026.8838152527,2832.546303666469,2832.546303666469,1.0,1.0,284.28,2832.5464,100.0,844026.8838152527,100,0.01,1.0
882.2199,1.0,2876.49552760617,100.0,,3.5044917e-18,0.009999998,2455.685,0.01,786173.6938457765,2876.49552760617,2876.49552760617,1.0,1.0,288.64,2876.4954,100.0,786173.6938457765,100,0.01,1.0
919.28,1.0,2922.3633352415195,100.0,,3.5044917e-18,0.009999998,2501.553,0.01,853612.0129312602,2922.3633352415195,2922.3633352415195,1.0,1.0,293.23,2922.3633,100.0,853612.0129312602,100,0.01,1.0
963.02673,1.0,3047.630587124411,100.0,,3.5044917e-18,0.009999998,2626.82,0.01,936788.2122626075,3047.630587124411,3047.630587124411,1.0,1.0,305.71,3047.6306,100.0,936788.2122626075,100,0.01,1.0
932.85986,1.0,2889.7452410980854,100.0,,3.5044917e-18,0.009999998,2468.935,0.01,879017.6658097783,2889.7452410980854,2889.7452410980854,1.0,1.0,289.96,2889.7454,100.0,879017.6658097783,100,0.01,1.0
889.7051,1.0,2871.9628881757985,100.0,,3.5044917e-18,0.009999998,2451.1526,0.01,799570.8018799981,2871.9628881757985,2871.9628881757985,1.0,1.0,288.18,2871.963,100.0,799570.8018799981,100,0.01,1.0
976.56976,1.0,2986.1985364193197,100.0,,3.5044917e-18,0.009999998,2565.3882,0.01,963321.6334922274,2986.1985364193197,2986.1985364193197,1.0,1.0,299.61,2986.1985,100.0,963321.6334922274,100,0.01,1.0
963.42944,1.0,2754.063625402436,100.0,,3.5044917e-18,0.009999998,2333.2532,0.01,937572.0963174766,2754.063625402436,2754.063625402436,1.0,1.0,276.4,2754.0637,100.0,937572.0963174766,100,0.01,1.0
982.4313,1.0,3031.8120971891067,100.0,,3.5044917e-18,0.009999998,2611.0017,0.01,974920.4300602444,3031.8120971891067,3031.8120971891067,1.0,1.0,304.12,3031.812,100.0,974920.4300602444,100,0.01,1.0
941.8994,1.0,2858.0706417207257,100.0,,3.5044917e-18,0.009999998,2437.2605,0.01,896136.0090407975,2858.0706417207257,2858.0706417207257,1.0,1.0,286.78,2858.0708,100.0,896136.0090407975,100,0.01,1.0
1004.6541,1.0,3000.40214236585,100.0,,3.5044917e-18,0.009999998,2579.5916,0.01,1019525.2504994983,3000.40214236585,3000.40214236585,1.0,1.0,300.97,3000.402,100.0,1019525.2504994983,100,0.01,1.0
1027.7483,1.0,2966.0570790858865,100.0,,3.5044917e-18,0.009999998,2545.2463,0.01,1066936.0226032098,2966.0570790858865,2966.0570790858865,1.0,1.0,297.59,2966.057,100.0,1066936.0226032098,100,0.01,1.0
964.6508,1.0,2979.5033343808627,100.0,,3.5044917e-18,0.009999998,2558.6926,0.01,939950.848505048,2979.5033343808627,2979.5033343808627,1.0,1.0,298.93,2979.5032,100.0,939950.848505048,100,0.01,1.0
792.58905,1.0,2908.810563654623,100.0,,3.5044917e-18,0.009999998,2488.0,0.01,634542.9297835781,2908.810563654623,2908.810563654623,1.0,1.0,291.9,2908.8105,100.0,634542.9297835781,100,0.01,1.0
942.07733,1.0,3131.5838925140743,100.0,,3.5044917e-18,0.009999998,2710.7734,0.01,896474.3606258319,3131.5838925140743,3131.5838925140743,1.0,1.0,314.13,3131.584,100.0,896474.3606258319,100,0.01,1.0
1016.0942,1.0,2876.555753399951,100.0,,3.5044917e-18,0.009999998,2455.745,0.01,1042876.2894974314,2876.555753399951,2876.555753399951,1.0,1.0,288.62,2876.5557,100.0,1042876.2894974314,100,0.01,1.0
958.42377,1.0,2933.498586926848,100.0,,3.5044917e-18,0.009999998,2512.688,0.01,927854.6725639487,2933.498586926848,2933.498586926848,1.0,1.0,294.33,2933.4985,100.0,927854.6725639487,100,0.01,1.0
929.42664,1.0,2834.0480003120188,100.0,,3.5044917e-18,0.009999998,2413.2375,0.01,872559.5330937637,2834.0480003120188,2834.0480003120188,1.0,1.0,284.4,2834.0479,100.0,872559.5330937637,100,0.01,1.0
998.61163,1.0,2971.088070445264,100.0,,3.5044917e-18,0.009999998,2550.2778,0.01,1007298.2564576793,2971.088070445264,2971.088070445264,1.0,1.0,298.09,2971.0881,100.0,1007298.2564576793,100,0.01,1.0
901.38995,1.0,2900.4895764822513,100.0,,3.5044917e-18,0.009999998,2479.679,0.01,820710.9200723829,2900.4895764822513,2900.4895764822513,1.0,1.0,291.04,2900.4895,100.0,820710.9200723829,100,0.01,1.0
957.45984,1.0,2923.6849324818018,100.0,,3.5044917e-18,0.009999998,2502.8743,0.01,925989.159732132,2923.6849324818018,2923.6849324818018,1.0,1.0,293.34,2923.6848,100.0,925989.159732132,100,0.01,1.0
876.5081,1.0,2990.0253768441653,100.0,,3.5044917e-18,0.009999998,2569.2146,0.01,776026.8300334525,2990.0253768441653,2990.0253768441653,1.0,1.0,300.03,2990.0251,100.0,776026.8300334525,100,0.01,1.0
1047.2964,1.0,2938.3519342132367,100.0,,3.5044917e-18,0.009999998,2517.5415,0.01,1107908.71506818,2938.3519342132367,2938.3519342132367,1.0,1.0,294.83,2938.352,100.0,1107908.71506818,100,0.01,1.0
962.54724,1.0,3068.508977604612,100.0,,3.5044917e-18,0.009999998,2647.6985,0.01,935855.9641369086,3068.508977604612,3068.508977604612,1.0,1.0,307.83,3068.509,100.0,935855.9641369086,100,0.01,1.0
971.0074,1.0,2795.2579587847936,100.0,,3.5044917e-18,0.009999998,2374.4475,0.01,952379.2028841324,2795.2579587847936,2795.2579587847936,1.0,1.0,280.55,2795.2578,100.0,952379.2028841324,100,0.01,1.0
841.8617,1.0,2683.590373558815,100.0,,3.5044917e-18,0.009999998,2262.7798,0.01,715890.0354908574,2683.590373558815,2683.590373558815,1.0,1.0,269.39,2683.59,100.0,715890.0354908574,100,0.01,1.0
1045.9592,1.0,3042.7259062735116,100.0,,3.5044917e-18,0.009999998,2621.9153,0.01,1105081.6230802606,3042.7259062735116,3042.7259062735116,1.0,1.0,305.21,3042.7258,100.0,1105081.6230802606,100,0.01,1.0
1006.95154,1.0,3011.6039244406297,100.0,,3.5044917e-18,0.009999998,2590.7932,0.01,1024193.4180508378,3011.6039244406297,3011.6039244406297,1.0,1.0,302.12,3011.6038,100.0,1024193.4180508378,100,0.01,1.0
943.4716,1.0,2904.3634758033313,100.0,,3.5044917e-18,0.009999998,2483.5527,0.01,899130.1038685329,2904.3634758033313,2904.3634758033313,1.0,1.0,291.42,2904.3633,100.0,899130.1038685329,100,0.01,1.0
1041.5131,1.0,3018.604974687476,100.0,,3.5044917e-18,0.009999998,2597.7944,0.01,1095706.5830613633,3018.604974687476,3018.604974687476,1.0,1.0,302.82,3018.605,100.0,1095706.5830613633,100,0.01,1.0
935.53394,1.0,2872.35066384926,100.0,,3.5044917e-18,0.009999998,2451.5398,0.01,884064.451374743,2872.35066384926,2872.35066384926,1.0,1.0,288.2,2872.3503,100.0,884064.451374743,100,0.01,1.0
894.858,1.0,2866.575392665868,100.0,,3.5044917e-18,0.009999998,2445.7646,0.01,808859.3845771231,2866.575392665868,2866.575392665868,1.0,1.0,287.66,2866.5752,100.0,808859.3845771231,100,0.01,1.0
929.2285,1.0,2804.5414278143326,100.0,,3.5044917e-18,0.009999998,2383.731,0.01,872187.3969099423,2804.5414278143326,2804.5414278143326,1.0,1.0,281.45,2804.5413,100.0,872187.3969099423,100,0.01,1.0
964.67645,1.0,3045.7322256763414,100.0,,3.5044917e-18,0.009999998,2624.9219,0.01,940000.8326338283,3045.7322256763414,3045.7322256763414,1.0,1.0,305.53,3045.7324,100.0,940000.8326338283,100,0.01,1.0
969.0128,1.0,2976.790051376129,100.0,,3.5044917e-18,0.009999998,2555.9797,0.01,948470.5257643786,2976.790051376129,2976.790051376129,1.0,1.0,298.67,2976.79,100.0,948470.5257643786,100,0.01,1.0
1003.59106,1.0,3111.7537407191458,100.0,,3.5044917e-18,0.009999998,2690.943,0.01,1017368.7646057016,3111.7537407191458,3111.7537407191458,1.0,1.0,312.12,3111.7537,100.0,1017368.7646057016,100,0.01,1.0
820.1886,1.0,2948.0991606223556,100.0,,3.5044917e-18,0.009999998,2527.2888,0.01,679504.3417660871,2948.0991606223556,2948.0991606223556,1.0,1.0,295.83,2948.099,100.0,679504.3417660871,100,0.01,1.0
951.82074,1.0,2917.5656739289907,100.0,,3.5044917e-18,0.009999998,2496.7551,0.01,915113.8497679804,2917.5656739289907,2917.5656739289907,1.0,1.0,292.75,2917.5657,100.0,915113.8497679804,100,0.01,1.0
962.32196,1.0,2920.2807075589617,100.0,,3.5044917e-18,0.009999998,2499.47,0.01,935417.6746732737,2920.2807075589617,2920.2807075589617,1.0,1.0,293.03,2920.2805,100.0,935417.6746732737,100,0.01,1.0
931.1216,1.0,2945.1109821721593,100.0,,3.5044917e-18,0.009999998,2524.3005,0.01,875744.82527155,2945.1109821721593,2945.1109821721593,1.0,1.0,295.47,2945.111,100.0,875744.82527155,100,0.01,1.0
865.39026,1.0,2909.9854116510996,100.0,,3.5044917e-18,0.009999998,2489.1746,0.01,756464.8790025141,2909.9854116510996,2909.9854116510996,1.0,1.0,292.01,2909.985,100.0,756464.8790025141,100,0.01,1.0
926.7193,1.0,2814.047195837993,100.0,,3.5044917e-18,0.009999998,2393.2366,0.01,867483.5832417633,2814.047195837993,2814.047195837993,1.0,1.0,282.41,2814.047,100.0,867483.5832417633,100,0.01,1.0
1016.5248,1.0,3106.350865220701,100.0,,3.5044917e-18,0.009999998,2685.5403,0.01,1043760.327621092,3106.350865220701,3106.350865220701,1.0,1.0,311.56,3106.3508,100.0,1043760.327621092,100,0.01,1.0
1020.12085,1.0,3129.2405744560306,100.0,,3.5044917e-18,0.009999998,2708.4302,0.01,1051158.0580257715,3129.2405744560306,3129.2405744560306,1.0,1.0,313.86,3129.2405,100.0,1051158.0580257715,100,0.01,1.0
1038.7794,1.0,3008.3097126666335,100.0,,3.5044917e-18,0.009999998,2587.4993,0.01,1089962.2410233745,3008.3097126666335,3008.3097126666335,1.0,1.0,301.81,3008.3098,100.0,1089962.2410233745,100,0.01,1.0
902.70294,1.0,2905.0183606304176,100.0,,3.5044917e-18,0.009999998,2484.208,0.01,823103.64511558,2905.0183606304176,2905.0183606304176,1.0,1.0,291.5,2905.018,100.0,823103.64511558,100,0.01,1.0
934.9018,1.0,3103.7532440485825,100.0,,3.5044917e-18,0.009999998,2682.9426,0.01,882870.162638437,3103.7532440485825,3103.7532440485825,1.0,1.0,311.35,3103.7532,100.0,882870.162638437,100,0.01,1.0
1011.9155,1.0,2971.4072246969313,100.0,,3.5044917e-18,0.009999998,2550.5967,0.01,1034316.119011096,2971.4072246969313,2971.4072246969313,1.0,1.0,298.11,2971.4072,100.0,1034316.119011096,100,0.01,1.0
1074.3171,1.0,3008.472779701883,100.0,,3.5044917e-18,0.009999998,2587.662,0.01,1165815.5850477195,3008.472779701883,3008.472779701883,1.0,1.0,301.77,3008.4727,100.0,1165815.5850477195,100,0.01,1.0
1018.0865,1.0,3068.2300980001482,100.0,,3.5044917e-18,0.009999998,2647.42,0.01,1046969.8546519707,3068.2300980001482,3068.2300980001482,1.0,1.0,307.78,3068.2302,100.0,1046969.8546519707,100,0.01,1.0
981.68274,1.0,2967.5041052393035,100.0,,3.5044917e-18,0.009999998,2546.6934,0.01,973435.3835784639,2967.5041052393035,2967.5041052393035,1.0,1.0,297.73,2967.504,100.0,973435.3835784639,100,0.01,1.0
972.7105,1.0,2938.75190652012,100.0,,3.5044917e-18,0.009999998,2517.9414,0.01,955722.9727256515,2938.75190652012,2938.75190652012,1.0,1.0,294.85,2938.752,100.0,955722.9727256515,100,0.01,1.0
1025.9609,1.0,2990.013367781958,100.0,,3.5044917e-18,0.009999998,2569.2026,0.01,1063228.202938545,2990.013367781958,2990.013367781958,1.0,1.0,299.98,2990.0132,100.0,1063228.202938545,100,0.01,1.0
913.4684,1.0,2931.3137253604255,100.0,,3.5044917e-18,0.009999998,2510.5032,0.01,842853.0143067534,2931.3137253604255,2931.3137253604255,1.0,1.0,294.12,2931.3137,100.0,842853.0143067534,100,0.01,1.0
973.32495,1.0,2986.272528796128,100.0,,3.5044917e-18,0.009999998,2565.462,0.01,956930.7448792328,2986.272528796128,2986.272528796128,1.0,1.0,299.61,2986.2725,100.0,956930.7448792328,100,0.01,1.0
872.3827,1.0,2899.199729553571,100.0,,3.5044917e-18,0.009999998,2478.3892,0.01,768738.9111823785,2899.199729553571,2899.199729553571,1.0,1.0,290.92,2899.1997,100.0,768738.9111823785,100,0.01,1.0
978.6835,1.0,3070.1278506541853,100.0,,3.5044917e-18,0.009999998,2649.3171,0.01,967496.3966351813,3070.1278506541853,3070.1278506541853,1.0,1.0,307.99,3070.1277,100.0,967496.3966351813,100,0.01,1.0
995.7856,1.0,3062.3192476082077,100.0,,3.5044917e-18,0.009999998,2641.5085,0.01,1001604.9114733961,3062.3192476082077,3062.3192476082077,1.0,1.0,307.21,3062.319,100.0,1001604.9114733961,100,0.01,1.0
939.7358,1.0,2924.170899875736,100.0,,3.5044917e-18,0.009999998,2503.3604,0.01,892023.5720159461,2924.170899875736,2924.170899875736,1.0,1.0,293.4,2924.171,100.0,892023.5720159461,100,0.01,1.0
1033.2902,1.0,3073.809412780747,100.0,,3.5044917e-18,0.009999998,2652.999,0.01,1078473.3359151075,3073.809412780747,3073.809412780747,1.0,1.0,308.36,3073.8093,100.0,1078473.3359151075,100,0.01,1.0
1005.9455,1.0,2930.56783191847,100.0,,3.5044917e-18,0.009999998,2509.7573,0.01,1022147.9230231608,2930.56783191847,2930.56783191847,1.0,1.0,294.01,2930.5679,100.0,1022147.9230231608,100,0.01,1.0
945.0845,1.0,3003.2237146890775,100.0,,3.5044917e-18,0.009999998,2582.413,0.01,902206.7841248598,3003.2237146890775,3003.2237146890775,1.0,1.0,301.29,3003.2236,100.0,902206.7841248598,100,0.01,1.0
961.6351,1.0,2965.299973338269,100.0,,3.5044917e-18,0.009999998,2544.4895,0.01,934082.9436627241,2965.299973338269,2965.299973338269,1.0,1.0,297.54,2965.2998,100.0,934082.9436627241,100,0.01,1.0
947.6507,1.0,2953.9858517720045,100.0,,3.5044917e-18,0.009999998,2533.1755,0.01,907112.8906507376,2953.9858517720045,2953.9858517720045,1.0,1.0,296.41,2953.986,100.0,907112.8906507376,100,0.01,1.0
981.81036,1.0,2954.666150808654,100.0,,3.5044917e-18,0.009999998,2533.8557,0.01,973688.4207654374,2954.666150808654,2954.666150808654,1.0,1.0,296.45,2954.6663,100.0,973688.4207654374,100,0.01,1.0
1068.4137,1.0,3129.425506013836,100.0,,3.5044917e-18,0.009999998,2708.6147,0.01,1153038.111868986,3129.425506013836,3129.425506013836,1.0,1.0,313.9,3129.4253,100.0,1153038.111868986,100,0.01,1.0
909.4829,1.0,2907.448529853494,100.0,,3.5044917e-18,0.009999998,2486.6382,0.01,835514.3128173808,2907.448529853494,2907.448529853494,1.0,1.0,291.77,2907.4482,100.0,835514.3128173808,100,0.01,1.0
910.7888,1.0,3060.1436232107476,100.0,,3.5044917e-18,0.009999998,2639.3335,0.01,837915.5007451735,3060.1436232107476,3060.1436232107476,1.0,1.0,307.0,3060.1436,100.0,837915.5007451735,100,0.01,1.0
1059.8853,1.0,3004.0518634212044,100.0,,3.5044917e-18,0.009999998,2583.2412,0.01,1134704.040579162,3004.0518634212044,3004.0518634212044,1.0,1.0,301.37,3004.0518,100.0,1134704.040579162,100,0.01,1.0
1033.5171,1.0,2967.084218056384,100.0,,3.5044917e-18,0.009999998,2546.2737,0.01,1078947.0615283104,2967.084218056384,2967.084218056384,1.0,1.0,297.65,2967.0842,100.0,1078947.0615283104,100,0.01,1.0
962.7259,1.0,2848.857219150756,100.0,,3.5044917e-18,0.009999998,2428.0466,0.01,936203.2804317118,2848.857219150756,2848.857219150756,1.0,1.0,285.88,2848.8572,100.0,936203.2804317118,100,0.01,1.0
825.42883,1.0,2937.7135859122423,100.0,,3.5044917e-18,0.009999998,2516.903,0.01,688214.9788771588,2937.7135859122423,2937.7135859122423,1.0,1.0,294.8,2937.7134,100.0,688214.9788771588,100,0.01,1.0
967.98486,1.0,3117.461322861719,100.0,,3.5044917e-18,0.009999998,2696.6506,0.01,946459.3723164971,3117.461322861719,3117.461322861719,1.0,1.0,312.71,3117.4612,100.0,946459.3723164971,100,0.01,1.0
