VarJ,EpsThisIter,MaxVanillaIw,AvgDiscRet,VarNormIw,eRenyi2,AvgVanillaIw,MaxNormIw,AvgNormIw,AvgRet,AvgEpLen,MinNormIw,BatchSize,VanillaAvgRet,VarVanillaIw,ESSClassic,MinVanillaIw,VarDiscRet,Bound,ESSRenyi,J,Delta,IterType,VarRet
90.6649,100,1.0,-88.3326764648,3.50449e-18,1.0,1.0,0.01,0.01,-88.3326764648,121.32,0.01,200,-88.3326764648,,100.0,1.0,8303.14823804,-130.047,200.0,-88.3327,0.5,2,8303.14823804
66.591,100,1.90418,-70.7407454146,2.34843e-06,1.093,1.01375,0.00939175,0.005,-70.7407454146,101.41,0.000462115,200,-70.7407454146,0.0965383,182.904354111,0.0936938,2582.03755694,-107.16,182.982348108,-76.323,0.5,1,2582.03755694
77.6722,100,1.0,-81.7331284806,3.50449e-18,1.0,1.0,0.01,0.01,-81.7331284806,114.06,0.01,200,-81.7331284806,,100.0,1.0,6093.90321905,-123.447,200.0,-81.7331,0.5,2,6093.90321905
56.494,100,2.24408,-71.0989432041,2.44928e-06,1.08557,1.00596,0.0111539,0.005,-71.0989432041,102.1,0.000657048,200,-71.0989432041,0.0991428,182.23549365,0.132193,2543.62115075,-104.895,184.235054416,-74.1628,0.5,1,2543.62115075
50.4658,100,1.0,-70.8916967684,3.50449e-18,1.0,1.0,0.01,0.01,-70.8916967684,101.36,0.01,200,-70.8916967684,,100.0,1.0,2572.52514449,-112.605,200.0,-70.8917,0.5,2,2572.52514449
41.058,100,3.8155,-74.2423030099,4.35072e-06,1.14753,1.01852,0.0187306,0.005,-74.2423030099,105.75,0.000357201,200,-74.2423030099,0.180536,170.479947676,0.0727635,3743.83878834,-101.069,174.287732595,-69.4712,0.5,1,3743.83878834
69.9998,100,1.0,-77.0386324081,3.50449e-18,1.0,1.0,0.01,0.01,-77.0386324081,108.71,0.01,200,-77.0386324081,,100.0,1.0,4949.47281072,-118.753,200.0,-77.0386,0.5,2,4949.47281072
69.7766,100,1.80523,-88.3769456972,3.63425e-06,1.13975,1.02571,0.00879988,0.005,-88.3769456972,122.29,0.000772193,200,-88.3769456972,0.152941,174.726954932,0.158409,8299.20357768,-110.078,175.476490407,-78.5881,0.5,1,8299.20357768
84.5021,100,1.0,-85.2432278574,3.50449e-18,1.0,1.0,0.01,0.01,-85.2432278574,118.59,0.01,200,-85.2432278574,,100.0,1.0,7212.73524784,-126.956,200.0,-85.2432,0.5,2,7212.73524784
87.135,100,1.64599,-94.2543257782,4.36866e-06,1.17089,0.980968,0.00838962,0.005,-94.2543257782,128.1,0.000506992,200,-94.2543257782,0.168158,170.376291285,0.0994686,10478.5987433,-117.414,170.810416115,-85.4966,0.5,1,10478.5987433
69.719,100,1.0,-79.1479296327,3.50449e-18,1.0,1.0,0.01,0.01,-79.1479296327,111.72,0.01,200,-79.1479296327,,100.0,1.0,4909.8362439,-120.862,200.0,-79.1479,0.5,2,4909.8362439
73.891,100,1.80861,-84.9197455868,1.16217e-06,1.04547,0.993496,0.00910224,0.005,-84.9197455868,117.37,0.00259778,200,-84.9197455868,0.0458841,191.158146041,0.516177,7191.54983956,-110.738,191.300865626,-80.5781,0.5,1,7191.54983956
60.9859,100,1.0,-74.2211691746,3.50449e-18,1.0,1.0,0.01,0.01,-74.2211691746,105.49,0.01,200,-74.2211691746,,100.0,1.0,3756.8511256,-115.935,200.0,-74.2212,0.5,2,3756.8511256
64.4165,100,1.58554,-83.9007357617,3.59429e-06,1.13743,1.00242,0.00790859,0.005,-83.9007357617,116.22,0.00043334,200,-83.9007357617,0.144467,174.970047251,0.0868774,7225.2899592,-106.191,175.835722479,-74.7331,0.5,1,7225.2899592
90.6032,100,1.0,-88.3628153996,3.50449e-18,1.0,1.0,0.01,0.01,-88.3628153996,122.45,0.01,200,-88.3628153996,,100.0,1.0,8291.8518488,-130.077,200.0,-88.3628,0.5,2,8291.8518488
77.8558,100,2.66399,-77.6348003456,1.23436e-06,1.04253,0.986509,0.0135021,0.005,-77.6348003456,108.61,0.00294569,200,-77.6348003456,0.0480512,190.634598873,0.581191,4975.23112307,-111.866,191.840903426,-81.7461,0.5,1,4975.23112307
84.4256,100,1.0,-84.8895741583,3.50449e-18,1.0,1.0,0.01,0.01,-84.8895741583,117.97,0.01,200,-84.8895741583,,100.0,1.0,7199.68437621,-126.602,200.0,-84.8896,0.5,2,7199.68437621
86.3398,100,35.3819,-86.0949298926,0.000117079,1.31763,1.14018,0.155159,0.005,-86.0949298926,119.61,0.00289433,200,-86.0949298926,6.08817,35.3374025486,0.660014,7174.3799959,-112.548,151.787783199,-78.6901,0.5,1,7174.3799959
69.9483,100,1.0,-77.8943327591,3.50449e-18,1.0,1.0,0.01,0.01,-77.8943327591,109.52,0.01,200,-77.8943327591,,100.0,1.0,4942.19274007,-119.609,200.0,-77.8943,0.5,2,4942.19274007
57.6206,100,1.39235,-74.8363755058,2.36969e-06,1.09101,0.988915,0.00703978,0.005,-74.8363755058,106.41,0.000428709,200,-74.8363755058,0.0926977,182.762999828,0.0847914,3770.33198096,-105.022,183.317041852,-74.2126,0.5,1,3770.33198096
69.8823,100,1.0,-78.3710731152,3.50449e-18,1.0,1.0,0.01,0.01,-78.3710731152,110.19,0.01,200,-78.3710731152,,100.0,1.0,4932.86427696,-120.085,200.0,-78.3711,0.5,2,4932.86427696
63.3275,100,1.2071,-75.237084273,2.9705e-07,1.01389,1.00285,0.00601835,0.005,-75.237084273,106.99,0.00304904,200,-75.237084273,0.0119498,197.663061535,0.611546,3770.72991358,-106.092,197.259889998,-76.3909,0.5,1,3770.72991358
77.4176,100,1.0,-82.0334558494,3.50449e-18,1.0,1.0,0.01,0.01,-82.0334558494,114.89,0.01,200,-82.0334558494,,100.0,1.0,6054.02731478,-123.748,200.0,-82.0335,0.5,2,6054.02731478
59.2891,100,1.47267,-75.4047966512,5.02677e-06,1.17674,0.988726,0.0074473,0.005,-75.4047966512,107.28,8.96931e-05,200,-75.4047966512,0.196563,166.657574015,0.0177364,3743.17328084,-107.37,169.960951121,-75.3727,0.5,1,3743.17328084
50.3348,100,1.0,-71.5174585459,3.50449e-18,1.0,1.0,0.01,0.01,-71.5174585459,102.8,0.01,200,-71.5174585459,,100.0,1.0,2559.18382238,-113.232,200.0,-71.5175,0.5,2,2559.18382238
61.4062,100,1.55633,-83.4856345835,1.98831e-06,1.07782,0.985258,0.00789807,0.005,-83.4856345835,115.81,0.0015477,200,-83.4856345835,0.0772048,185.333714573,0.304977,7245.01663711,-105.851,185.560222736,-75.2283,0.5,1,7245.01663711
77.7068,100,1.0,-80.7633843923,3.50449e-18,1.0,1.0,0.01,0.01,-80.7633843923,112.55,0.01,200,-80.7633843923,,100.0,1.0,6099.34255196,-122.476,200.0,-80.7634,0.5,2,6099.34255196
55.9241,100,2.12341,-74.7555912879,2.48616e-06,1.11423,1.04434,0.0101662,0.005,-74.7555912879,105.9,0.00118081,200,-74.7555912879,0.108461,181.992091539,0.246635,3764.5197082,-105.218,179.496628477,-74.0845,0.5,1,3764.5197082
77.435,100,1.0,-82.5227945246,3.50449e-18,1.0,1.0,0.01,0.01,-82.5227945246,115.56,0.01,200,-82.5227945246,,100.0,1.0,6056.75299416,-124.237,200.0,-82.5228,0.5,2,6056.75299416
65.9647,100,2.2742,-78.2336180462,1.37355e-06,1.05641,1.00511,0.0113132,0.005,-78.2336180462,110.3,0.00404169,200,-78.2336180462,0.0555049,189.633263343,0.812468,4919.60545059,-108.77,189.320314179,-78.4529,0.5,1,4919.60545059
50.2911,100,1.0,-71.4903677885,3.50449e-18,1.0,1.0,0.01,0.01,-71.4903677885,102.35,0.01,200,-71.4903677885,,100.0,1.0,2554.74076399,-113.202,200.0,-71.4904,0.5,2,2554.74076399
51.531,100,2.31427,-94.4272223543,1.6044e-05,1.68106,0.976195,0.0118535,0.005,-94.4272223543,127.98,1.36833e-10,200,-94.4272223543,0.61157,122.059059772,2.67151e-08,10493.9103442,-109.856,118.972750152,-71.6119,0.5,1,10493.9103442
106.466,100,1.0,-99.0375216931,3.50449e-18,1.0,1.0,0.01,0.01,-99.0375216931,133.88,0.01,200,-99.0375216931,,100.0,1.0,11449.5107657,-140.751,200.0,-99.0375,0.5,2,11449.5107657
70.0653,100,2.81137,-78.7353867471,8.41052e-06,1.30756,0.994116,0.0141401,0.005,-78.7353867471,109.88,0.000225821,200,-78.7353867471,0.332473,149.842121904,0.0448984,6173.10019719,-112.685,152.956167869,-78.9559,0.5,1,6173.10019719
36.5788,100,1.0,-67.3379919979,3.50449e-18,1.0,1.0,0.01,0.01,-67.3379919979,97.22,0.01,200,-67.3379919979,,100.0,1.0,1351.52432536,-109.051,200.0,-67.338,0.5,2,1351.52432536
52.646,100,1.65296,-81.4707747455,1.93266e-06,1.06647,0.972335,0.00849994,0.005,-81.4707747455,113.95,0.00139598,200,-81.4707747455,0.0730882,185.714877258,0.271472,6074.42671419,-102.883,187.534068847,-72.422,0.5,1,6074.42671419
69.7838,100,1.0,-78.3466100644,3.50449e-18,1.0,1.0,0.01,0.01,-78.3466100644,110.2,0.01,200,-78.3466100644,,100.0,1.0,4918.97373016,-120.059,200.0,-78.3466,0.5,2,4918.97373016
63.4285,100,1.49179,-80.698913088,1.53279e-06,1.06008,1.00898,0.00739255,0.005,-80.698913088,113.55,0.0011345,200,-80.698913088,0.0624176,188.500512627,0.228938,4905.81540409,-107.971,188.664509297,-77.6015,0.5,1,4905.81540409
61.2106,100,1.0,-74.4870040664,3.50449e-18,1.0,1.0,0.01,0.01,-74.4870040664,105.68,0.01,200,-74.4870040664,,100.0,1.0,3784.58148779,-116.199,200.0,-74.487,0.5,2,3784.58148779
30.3628,100,1.60651,-70.5980335481,4.11357e-06,1.15528,1.01278,0.00793121,0.005,-70.5980335481,101.03,0.000109583,200,-70.5980335481,0.168775,171.86262084,0.0221967,2586.08946376,-98.8399,173.118170281,-67.1361,0.5,1,2586.08946376
60.8975,100,1.0,-77.6476930529,3.50449e-18,1.0,1.0,0.01,0.01,-77.6476930529,111.33,0.01,200,-77.6476930529,,100.0,1.0,3745.96148789,-119.36,200.0,-77.6477,0.5,2,3745.96148789
47.1651,100,2.18391,-70.6235475264,1.1671e-06,1.05085,1.01288,0.0107807,0.005,-70.6235475264,100.82,0.00404136,200,-70.6235475264,0.0478947,191.122268215,0.818685,2585.90466177,-102.609,190.322308387,-72.373,0.5,1,2585.90466177
77.3882,100,1.0,-82.3640550601,3.50449e-18,1.0,1.0,0.01,0.01,-82.3640550601,115.62,0.01,200,-82.3640550601,,100.0,1.0,6049.43034706,-124.078,200.0,-82.3641,0.5,2,6049.43034706
60.1255,100,1.64677,-79.3212006602,3.30933e-06,1.13315,1.00865,0.00816329,0.005,-79.3212006602,112.01,0.000196986,200,-79.3212006602,0.134672,176.723592207,0.0397379,4892.4773238,-108.167,176.499848036,-76.7689,0.5,1,4892.4773238
84.4134,100,1.0,-84.4760000184,3.50449e-18,1.0,1.0,0.01,0.01,-84.4760000184,117.59,0.01,200,-84.4760000184,,100.0,1.0,7197.59189067,-126.19,200.0,-84.476,0.5,2,7197.59189067
74.6741,100,1.9006,-85.7971476996,2.58431e-06,1.10103,0.998088,0.00952118,0.005,-85.7971476996,119.29,0.000427042,200,-85.7971476996,0.102978,181.347396713,0.0852451,7178.04266143,-112.589,181.648645134,-81.6384,0.5,1,7178.04266143
76.9406,100,1.0,-84.7223930864,3.50449e-18,1.0,1.0,0.01,0.01,-84.7223930864,119.04,0.01,200,-84.7223930864,,100.0,1.0,5979.65111111,-126.437,200.0,-84.7224,0.5,2,5979.65111111
76.8744,100,1.84684,-86.4370201801,1.41305e-06,1.05405,0.992529,0.00930369,0.005,-86.4370201801,120.43,0.00186345,200,-86.4370201801,0.0556807,189.351041663,0.369905,7155.87469772,-114.302,189.743574084,-84.0182,0.5,1,7155.87469772
60.9326,100,1.0,-75.1715990482,3.50449e-18,1.0,1.0,0.01,0.01,-75.1715990482,106.84,0.01,200,-75.1715990482,,100.0,1.0,3750.2899023,-116.885,200.0,-75.1716,0.5,2,3750.2899023
67.2954,100,1.47797,-89.0625716203,3.04635e-06,1.12319,1.02565,0.00720506,0.005,-89.0625716203,122.6,0.000525222,200,-89.0625716203,0.128185,178.373242157,0.107739,8284.17612758,-108.886,178.064842066,-77.6255,0.5,1,8284.17612758
50.3408,100,1.0,-71.9671315221,3.50449e-18,1.0,1.0,0.01,0.01,-71.9671315221,103.05,0.01,200,-71.9671315221,,100.0,1.0,2559.79219574,-113.684,200.0,-71.9671,0.5,2,2559.79219574
64.1461,100,1.14171,-81.4050316629,3.60149e-07,1.01568,1.00173,0.00569868,0.005,-81.4050316629,113.71,0.00309412,200,-81.4050316629,0.0144559,197.173638181,0.619896,6071.23264453,-105.982,196.911982874,-76.2533,0.5,1,6071.23264453
90.9507,100,1.0,-87.1369810845,3.50449e-18,1.0,1.0,0.01,0.01,-87.1369810845,120.12,0.01,200,-87.1369810845,,100.0,1.0,8355.58803995,-128.851,200.0,-87.137,0.5,2,8355.58803995
88.0599,100,2.12424,-88.3409126511,7.61777e-07,1.03368,0.995414,0.0106701,0.005,-88.3409126511,121.97,0.00345484,200,-88.3409126511,0.0301922,194.114682587,0.6878,8311.937394,-116.845,193.484041434,-86.856,0.5,1,8311.937394
84.3863,100,1.0,-85.3995684108,3.50449e-18,1.0,1.0,0.01,0.01,-85.3995684108,118.72,0.01,200,-85.3995684108,,100.0,1.0,7192.98003225,-127.113,200.0,-85.3996,0.5,2,7192.98003225
54.5412,100,2.28224,-72.9036272125,5.56049e-06,1.20054,1.00106,0.0113991,0.005,-72.9036272125,104.07,9.53347e-05,200,-72.9036272125,0.222892,163.758906184,0.0190872,3779.19996538,-104.003,166.591443147,-71.6842,0.5,1,3779.19996538
61.0112,100,1.0,-73.9866139051,3.50449e-18,1.0,1.0,0.01,0.01,-73.9866139051,104.94,0.01,200,-73.9866139051,,100.0,1.0,3759.96560945,-115.7,200.0,-73.9866,0.5,2,3759.96560945
56.6155,100,2.28657,-76.2419370171,2.35197e-06,1.06892,1.01371,0.0112782,0.005,-76.2419370171,107.06,0.00158042,200,-76.2419370171,0.0966765,182.88079734,0.320419,4964.75213016,-103.284,187.105260047,-72.7883,0.5,1,4964.75213016
69.8049,100,1.0,-79.6220228134,3.50449e-18,1.0,1.0,0.01,0.01,-79.6220228134,112.04,0.01,200,-79.6220228134,,100.0,1.0,4921.94317625,-121.336,200.0,-79.622,0.5,2,4921.94317625
58.9026,100,2.61215,-72.8422541784,1.22736e-06,1.04935,1.00065,0.0130523,0.005,-72.8422541784,103.04,0.00408309,200,-72.8422541784,0.0491579,190.685256741,0.817145,3785.31533423,-104.826,190.593805037,-74.6105,0.5,1,3785.31533423
77.6173,100,1.0,-81.8469386122,3.50449e-18,1.0,1.0,0.01,0.01,-81.8469386122,114.2,0.01,200,-81.8469386122,,100.0,1.0,6085.30079584,-123.561,200.0,-81.8469,0.5,2,6085.30079584
61.1585,100,5.90664,-73.4437225692,4.76666e-06,1.07468,1.03682,0.0284843,0.005,-73.4437225692,104.33,0.00175367,200,-73.4437225692,0.204967,168.107752876,0.363649,3784.77313377,-105.719,186.101398388,-75.1413,0.5,1,3784.77313377
70.0517,100,1.0,-76.6942289114,3.50449e-18,1.0,1.0,0.01,0.01,-76.6942289114,107.98,0.01,200,-76.6942289114,,100.0,1.0,4956.81104444,-118.408,200.0,-76.6942,0.5,2,4956.81104444
54.9772,100,3.16389,-71.3727865276,1.84278e-06,1.0408,1.00573,0.0157294,0.005,-71.3727865276,102.39,0.00413977,200,-71.3727865276,0.0745578,186.333782719,0.832695,2556.95113982,-102.9,192.15933133,-72.8081,0.5,1,2556.95113982
60.9663,100,1.0,-75.1125374161,3.50449e-18,1.0,1.0,0.01,0.01,-75.1125374161,106.73,0.01,200,-75.1125374161,,100.0,1.0,3754.43617607,-116.827,200.0,-75.1125,0.5,2,3754.43617607
63.7507,100,1.31885,-80.2605436736,2.16878e-06,1.07476,0.986973,0.00668128,0.005,-80.2605436736,112.33,0.000372726,200,-80.2605436736,0.0845058,184.108272077,0.0735741,6101.50584493,-106.323,186.088001843,-75.744,0.5,1,6101.50584493
69.8625,100,1.0,-77.6374524496,3.50449e-18,1.0,1.0,0.01,0.01,-77.6374524496,109.5,0.01,200,-77.6374524496,,100.0,1.0,4930.06337908,-119.351,200.0,-77.6374,0.5,2,4930.06337908
48.8518,100,2.37071,-71.6425813425,2.1044e-06,1.08647,1.02481,0.0115665,0.005,-71.6425813425,102.67,0.0030144,200,-71.6425813425,0.0884052,184.543520321,0.617839,2557.44736798,-102.754,184.081626428,-72.0092,0.5,1,2557.44736798
84.2395,100,1.0,-85.8567667371,3.50449e-18,1.0,1.0,0.01,0.01,-85.8567667371,119.48,0.01,200,-85.8567667371,,100.0,1.0,7167.97681171,-127.571,200.0,-85.8568,0.5,2,7167.97681171
62.1943,100,1.86833,-72.9188413917,3.31949e-06,1.11195,0.978238,0.00954947,0.005,-72.9188413917,104.79,0.000490846,200,-72.9188413917,0.127063,176.660424677,0.0960329,2542.92481348,-108.247,179.864196079,-77.1434,0.5,1,2542.92481348
84.301,100,1.0,-85.6100380749,3.50449e-18,1.0,1.0,0.01,0.01,-85.6100380749,118.61,0.01,200,-85.6100380749,,100.0,1.0,7178.4376874,-127.324,200.0,-85.61,0.5,2,7178.4376874
85.4732,100,2.09257,-92.4126464926,9.49928e-07,1.05232,0.989614,0.0105727,0.005,-92.4126464926,126.22,0.00397402,200,-92.4126464926,0.037212,192.71407565,0.786549,9356.64204452,-117.692,190.055524,-87.4339,0.5,1,9356.64204452
84.4294,100,1.0,-84.9481984593,3.50449e-18,1.0,1.0,0.01,0.01,-84.9481984593,117.57,0.01,200,-84.9481984593,,100.0,1.0,7200.33524221,-126.663,200.0,-84.9482,0.5,2,7200.33524221
71.3757,100,4.10698,-84.9494306642,6.47193e-06,1.17566,1.02413,0.0200511,0.005,-84.9494306642,117.49,0.0023213,200,-84.9494306642,0.271521,159.035273494,0.475463,7184.44284644,-112.185,170.116811973,-80.2026,0.5,1,7184.44284644
77.5405,100,1.0,-81.5751518811,3.50449e-18,1.0,1.0,0.01,0.01,-81.5751518811,114.32,0.01,200,-81.5751518811,,100.0,1.0,6073.25441028,-123.289,200.0,-81.5751,0.5,2,6073.25441028
66.9695,100,1.4036,-75.8028482729,6.02516e-07,1.02655,1.00364,0.00699257,0.005,-75.8028482729,107.1,0.00299611,200,-75.8028482729,0.0242764,195.316291906,0.601402,3755.62664412,-107.707,194.82639632,-77.8212,0.5,1,3755.62664412
84.8354,100,1.0,-83.7606399105,3.50449e-18,1.0,1.0,0.01,0.01,-83.7606399105,115.95,0.01,200,-83.7606399105,,100.0,1.0,7269.7484231,-125.475,200.0,-83.7606,0.5,2,7269.7484231
75.7266,100,2.65094,-83.0491269642,2.04952e-06,1.09517,0.957808,0.0138386,0.005,-83.0491269642,114.94,0.00321925,200,-83.0491269642,0.075209,184.916224423,0.616684,7268.41554414,-111.326,182.620185491,-80.4575,0.5,1,7268.41554414
9.97363,100,1.0,-62.8047091688,3.50449e-18,1.0,1.0,0.01,0.01,-62.8047091688,92.01,0.01,200,-62.8047091688,,100.0,1.0,100.47816136,-72.0692,200.0,-62.8047,0.5,2,100.47816136
23.0178,100,1.17539,-67.9564522743,2.47276e-07,1.00951,0.983363,0.00597636,0.005,-67.9564522743,98.85,0.00317844,200,-67.9564522743,0.00956467,198.050924258,0.625111,1332.71811518,-94.6733,198.116494589,-65.0772,0.5,1,1332.71811518
70.0405,100,1.0,-76.6796827626,3.50449e-18,1.0,1.0,0.01,0.01,-76.6796827626,107.94,0.01,200,-76.6796827626,,100.0,1.0,4955.21684207,-118.394,200.0,-76.6797,0.5,2,4955.21684207
45.8207,100,2.35688,-78.5815298298,7.54123e-06,1.28227,0.970126,0.0121473,0.005,-78.5815298298,110.87,4.16248e-06,200,-78.5815298298,0.283896,153.829430897,0.000807626,4895.90701926,-103.802,155.973686461,-70.4008,0.5,1,4895.90701926
84.7636,100,1.0,-83.9121798223,3.50449e-18,1.0,1.0,0.01,0.01,-83.9121798223,116.36,0.01,200,-83.9121798223,,100.0,1.0,7257.44933182,-125.626,200.0,-83.9122,0.5,2,7257.44933182
52.145,100,1.69554,-68.8980381887,6.27982e-06,1.21247,0.960733,0.00882419,0.005,-68.8980381887,98.91,4.36056e-05,200,-68.8980381887,0.231853,160.008067358,0.00837866,2564.6216956,-103.898,164.952932928,-71.419,0.5,1,2564.6216956
77.4032,100,1.0,-82.4551547039,3.50449e-18,1.0,1.0,0.01,0.01,-82.4551547039,115.17,0.01,200,-82.4551547039,,100.0,1.0,6051.76912575,-124.169,200.0,-82.4552,0.5,2,6051.76912575
59.2251,100,2.12661,-78.7434720986,4.05124e-06,1.15237,1.02464,0.0103774,0.005,-78.7434720986,111.24,7.87148e-05,200,-78.7434720986,0.170132,172.229806252,0.0161308,4899.18492393,-107.486,173.55551574,-75.8221,0.5,1,4899.18492393
111.004,100,1.0,-102.662399217,3.50449e-18,1.0,1.0,0.01,0.01,-102.662399217,137.74,0.01,200,-102.662399217,,100.0,1.0,12446.2889691,-144.376,200.0,-102.662,0.5,2,12446.2889691
95.7297,100,1.75358,-86.0555782425,1.38343e-06,1.05207,0.996055,0.00880262,0.005,-86.0555782425,119.77,0.00130031,200,-86.0555782425,0.0549013,189.562590722,0.259036,7168.54260516,-122.627,190.101221337,-92.3729,0.5,1,7168.54260516
69.9024,100,1.0,-77.2260161458,3.50449e-18,1.0,1.0,0.01,0.01,-77.2260161458,108.95,0.01,200,-77.2260161458,,100.0,1.0,4935.70463852,-118.94,200.0,-77.226,0.5,2,4935.70463852
58.5193,100,1.4388,-69.643442257,2.97282e-07,1.01765,1.01042,0.00711981,0.005,-69.643442257,99.93,0.00314379,200,-69.643442257,0.0121404,197.661308092,0.635311,2565.33457643,-102.617,196.531866933,-72.8621,0.5,1,2565.33457643
9.91788,100,1.0,-62.9610641161,3.50449e-18,1.0,1.0,0.01,0.01,-62.9610641161,92.31,0.01,200,-62.9610641161,,100.0,1.0,99.3580351166,-71.8596,200.0,-62.9611,0.5,2,99.3580351166
53.904,100,1.61792,-81.5228339788,3.05984e-07,1.01239,0.993083,0.00814592,0.005,-81.5228339788,113.83,0.00367677,200,-81.5228339788,0.0120706,197.593745902,0.730267,6085.92725533,-101.574,197.552323256,-71.8958,0.5,1,6085.92725533
60.9041,100,1.0,-74.1777705763,3.50449e-18,1.0,1.0,0.01,0.01,-74.1777705763,105.27,0.01,200,-74.1777705763,,100.0,1.0,3746.77895204,-115.891,200.0,-74.1778,0.5,2,3746.77895204
52.2103,100,1.68444,-71.6345524144,7.92619e-07,1.02993,1.01131,0.00832802,0.005,-71.6345524144,102.73,0.0031863,200,-71.6345524144,0.032426,193.883755556,0.644468,2558.51901284,-101.955,194.187370981,-72.0198,0.5,1,2558.51901284
61.1259,100,1.0,-73.3811258261,3.50449e-18,1.0,1.0,0.01,0.01,-73.3811258261,104.02,0.01,200,-73.3811258261,,100.0,1.0,3774.11366291,-115.095,200.0,-73.3811,0.5,2,3774.11366291
51.3186,100,1.78708,-71.5257451607,1.07036e-06,1.03685,0.998298,0.00895064,0.005,-71.5257451607,102.66,0.00105182,200,-71.5257451607,0.0426687,191.828074892,0.210005,2580.61051425,-101.521,192.891382406,-71.486,0.5,1,2580.61051425
70.177,100,1.0,-76.7338288836,3.50449e-18,1.0,1.0,0.01,0.01,-76.7338288836,107.66,0.01,200,-76.7338288836,,100.0,1.0,4974.55692957,-118.447,200.0,-76.7338,0.5,2,4974.55692957
70.0473,100,1.69004,-81.2708519262,9.44426e-07,1.0418,1.00446,0.00841269,0.005,-81.2708519262,113.52,0.00401799,200,-81.2708519262,0.0381147,192.754776668,0.807182,6102.98488708,-108.062,191.975313233,-77.956,0.5,1,6102.98488708
70.0293,100,1.0,-77.1354191998,3.50449e-18,1.0,1.0,0.01,0.01,-77.1354191998,108.35,0.01,200,-77.1354191998,,100.0,1.0,4953.64498,-118.848,200.0,-77.1354,0.5,2,4953.64498
66.1692,100,1.65984,-84.0002803154,3.80921e-06,1.19984,1.05538,0.00786371,0.005,-84.0002803154,116.75,0.000124808,200,-84.0002803154,0.169711,173.670407763,0.0263439,7232.43591121,-108.129,166.689312886,-75.8192,0.5,1,7232.43591121
61.0356,100,1.0,-72.8157345888,3.50449e-18,1.0,1.0,0.01,0.01,-72.8157345888,104.12,0.01,200,-72.8157345888,,100.0,1.0,3762.97057468,-114.53,200.0,-72.8157,0.5,2,3762.97057468
71.0034,100,3.0,-88.0162327816,2.23817e-06,1.08055,0.980924,0.0152917,0.005,-88.0162327816,120.62,0.00330812,200,-88.0162327816,0.0861438,183.641385184,0.649003,8317.16712154,-109.449,185.091341958,-78.7855,0.5,1,8317.16712154
61.0193,100,1.0,-74.2549028663,3.50449e-18,1.0,1.0,0.01,0.01,-74.2549028663,105.14,0.01,200,-74.2549028663,,100.0,1.0,3760.96284748,-115.968,200.0,-74.2549,0.5,2,3760.96284748
56.2271,100,1.75615,-78.257986414,2.36887e-06,1.09205,0.994668,0.0088278,0.005,-78.257986414,110.16,0.000596426,200,-78.257986414,0.093747,182.768403729,0.118649,4918.85239003,-104.364,183.141425016,-73.5405,0.5,1,4918.85239003
95.9495,100,1.0,-93.0585887665,3.50449e-18,1.0,1.0,0.01,0.01,-93.0585887665,127.53,0.01,200,-93.0585887665,,100.0,1.0,9299.30125745,-134.772,200.0,-93.0586,0.5,2,9299.30125745
72.2939,100,2.44034,-82.9985103205,6.78476e-06,1.26557,1.06198,0.0114895,0.005,-82.9985103205,114.62,0.000281182,200,-82.9985103205,0.306077,157.476168177,0.0597222,7262.61925248,-113.224,158.031985028,-80.0387,0.5,1,7262.61925248
84.3383,100,1.0,-84.9625610875,3.50449e-18,1.0,1.0,0.01,0.01,-84.9625610875,118.26,0.01,200,-84.9625610875,,100.0,1.0,7184.79036722,-126.677,200.0,-84.9626,0.5,2,7184.79036722
47.9895,100,2.44097,-64.663958108,3.21624e-06,1.12155,1.04416,0.0116887,0.005,-64.663958108,94.43,0.000591851,200,-64.663958108,0.140262,177.303881277,0.123597,142.574532568,-102.493,178.324683647,-71.2554,0.5,1,142.574532568
50.2702,100,1.0,-70.6585407183,3.50449e-18,1.0,1.0,0.01,0.01,-70.6585407183,101.36,0.01,200,-70.6585407183,,100.0,1.0,2552.61819507,-112.372,200.0,-70.6585,0.5,2,2552.61819507
62.809,100,1.55482,-85.5868990503,1.32469e-06,1.06612,1.00409,0.00774243,0.005,-85.5868990503,119.17,0.00170153,200,-85.5868990503,0.0534217,189.983563237,0.341698,7151.2048247,-106.895,187.595382867,-76.4392,0.5,1,7151.2048247
77.2213,100,1.0,-83.6717959987,3.50449e-18,1.0,1.0,0.01,0.01,-83.6717959987,117.1,0.01,200,-83.6717959987,,100.0,1.0,6023.35581477,-125.386,200.0,-83.6718,0.5,2,6023.35581477
67.0659,100,4.21011,-80.8739971381,2.541e-06,1.06542,1.02034,0.0206308,0.005,-80.8739971381,113.01,0.00410543,200,-80.8739971381,0.105818,181.631252239,0.83779,6086.20238145,-110.338,187.719391487,-79.8923,0.5,1,6086.20238145
77.9814,100,1.0,-79.6843318601,3.50449e-18,1.0,1.0,0.01,0.01,-79.6843318601,111.64,0.01,200,-79.6843318601,,100.0,1.0,6142.51909399,-121.398,200.0,-79.6843,0.5,2,6142.51909399
68.3687,100,2.51854,-82.1211365029,5.00294e-06,1.19102,0.994456,0.0126629,0.005,-82.1211365029,114.78,0.000530552,200,-82.1211365029,0.197905,166.789421029,0.105522,6069.27683848,-109.445,167.923072465,-77.2546,0.5,1,6069.27683848
