AvgEpLen,MinNormIw,Delta,VarRet,Bound,eRenyi2,VarNormIw,MaxVanillaIw,AvgVanillaIw,AvgRet,MaxNormIw,J,IterType,VanillaAvgRet,AvgDiscRet,ESSRenyi,MinVanillaIw,EpsThisIter,VarJ,VarDiscRet,VarVanillaIw,ESSClassic,AvgNormIw,BatchSize
500.0,0.00136352,0.2,80227.16027,-1186.41,1.21521,2.47058e-05,2.20298,1.06847,-835.922710261,0.0206181,-754.121,1,-835.922710261,-835.922710261,82.2902740888,0.145688,100,208.027,80227.16027,0.282048,80.3479078208,0.01,100
500.0,0.00103271,0.2,71847.5957939,-1137.51,1.13421,1.96082e-05,2.1788,0.984164,-778.244531523,0.0221385,-719.994,1,-778.244531523,-778.244531523,88.1667150841,0.101636,100,248.498,71847.5957939,0.189921,83.7436291068,0.01,100
500.0,0.00345884,0.2,48592.9326004,-1127.83,1.08669,1.00376e-05,1.88503,0.975067,-751.053909945,0.0193323,-719.296,1,-751.053909945,-751.053909945,92.0228408095,0.33726,100,181.876,48592.9326004,0.0954332,90.960987587,0.01,100
500.0,0.00396952,0.2,31021.6022741,-1065.14,1.05905,7.19762e-06,1.62468,0.97297,-686.781326562,0.0166981,-662.002,1,-686.781326562,-686.781326562,94.4240281604,0.386223,100,125.263,31021.6022741,0.0681377,93.3483172895,0.01,100
500.0,0.00227651,0.2,43363.6497001,-1063.99,1.07251,1.13305e-05,3.15532,1.0341,-688.712149995,0.0305128,-657.843,1,-688.712149995,-688.712149995,93.2389333474,0.235413,100,144.231,43363.6497001,0.121163,89.9141474618,0.01,100
500.0,0.00412409,0.2,27353.1315594,-1034.4,1.0413,4.00751e-06,1.60039,0.995496,-651.037812064,0.0160763,-634.41,1,-651.037812064,-651.037812064,96.0335346594,0.410552,100,128.452,27353.1315594,0.0397149,96.1839551789,0.01,100
500.0,0.00555077,0.2,23917.906038,-1025.13,1.03021,3.432e-06,1.58836,1.01286,-639.378183795,0.015682,-627.041,1,-639.378183795,-639.378183795,97.0672944187,0.562214,100,125.434,23917.906038,0.0352082,96.7139679319,0.01,100
500.0,0.00550002,0.2,24542.1468638,-1025.7,1.03634,3.9459e-06,1.53849,1.02894,-641.875824763,0.0149522,-626.958,1,-641.875824763,-641.875824763,96.493040478,0.565921,100,108.903,24542.1468638,0.0417761,96.2404225464,0.01,100
500.0,0.00545363,0.2,4266.76422476,-759.766,1.06068,5.22208e-06,1.61388,0.990135,-609.995403284,0.0162996,-600.831,1,-609.995403284,-609.995403284,94.2795626995,0.539983,100,65.3495,4266.76422476,0.0511955,95.0842757981,0.01,100
500.0,0.00695713,0.2,23968.2319023,-1014.84,1.01288,1.27198e-06,1.33129,1.01854,-625.538934568,0.0130706,-620.409,1,-625.538934568,-625.538934568,98.7280214258,0.708611,100,139.867,23968.2319023,0.0131958,98.7563690967,0.01,100
500.0,0.00555623,0.2,22194.7072271,-1006.64,1.02431,2.68098e-06,1.39438,0.987842,-620.259666972,0.0141154,-610.004,1,-620.259666972,-620.259666972,97.6265821128,0.548867,100,97.9398,22194.7072271,0.0261618,97.4144405551,0.01,100
500.0,0.00382519,0.2,4415.01084866,-768.978,1.05119,5.92301e-06,1.61252,1.00997,-607.288906085,0.0159661,-598.338,1,-607.288906085,-607.288906085,95.1299340115,0.386331,100,62.1965,4415.01084866,0.0604167,94.4610152454,0.01,100
500.0,0.00263069,0.2,42391.799141,-1008.83,1.03964,4.74334e-06,1.339,1.00235,-626.278801338,0.0133586,-608.925,1,-626.278801338,-626.278801338,96.1869919389,0.263686,100,145.687,42391.799141,0.0476564,95.514728657,0.01,100
500.0,0.00400154,0.2,4062.04504677,-740.085,1.04999,4.81458e-06,1.47826,0.978199,-584.502584054,0.015112,-576.727,1,-584.502584054,-584.502584054,95.2393430324,0.39143,100,61.247,4062.04504677,0.0460695,95.4504287158,0.01,100
500.0,0.00460668,0.2,4256.16614716,-743.326,1.05948,5.46738e-06,1.57671,0.994105,-582.656838174,0.0158606,-572.682,1,-582.656838174,-582.656838174,94.3860037997,0.457952,100,59.9912,4256.16614716,0.0540311,94.8652095228,0.01,100
500.0,0.00302892,0.2,3960.03121337,-718.123,1.05841,5.34082e-06,1.42689,1.01767,-574.680832674,0.0140212,-566.343,1,-574.680832674,-574.680832674,94.4816063682,0.308243,100,57.8841,3960.03121337,0.055312,94.9781327069,0.01,100
500.0,0.00737054,0.2,2831.24571147,-710.464,1.03021,2.81421e-06,1.55202,1.00239,-568.866926243,0.0154832,-564.407,1,-568.866926243,-568.866926243,97.0674853625,0.738818,100,55.3247,2831.24571147,0.0282769,97.2894311181,0.01,100
500.0,0.00563063,0.2,3153.24796054,-699.802,1.04312,4.66954e-06,1.6182,1.04681,-559.791729168,0.0154583,-553.522,1,-559.791729168,-559.791729168,95.8659382084,0.589423,100,56.24,3153.24796054,0.0511698,95.5814082188,0.01,100
500.0,0.00459112,0.2,6217.02051024,-802.838,1.03077,3.57569e-06,1.6164,0.987312,-571.148850874,0.0163717,-563.9,1,-571.148850874,-571.148850874,97.0148245672,0.453287,100,61.1992,6217.02051024,0.0348553,96.5811119122,0.01,100
500.0,0.00468175,0.2,7444.50098974,-796.052,1.03336,3.2883e-06,1.54626,0.990496,-572.783646736,0.015611,-564.933,1,-572.783646736,-572.783646736,96.7718744189,0.463725,100,70.858,7444.50098974,0.0322609,96.8472538765,0.01,100
500.0,0.00554753,0.2,2673.5438649,-688.572,1.07572,1.55578e-05,4.00055,0.986402,-554.637196613,0.040557,-545.499,1,-554.637196613,-554.637196613,92.9612552096,0.547209,100,58.1539,2673.5438649,0.151376,86.6534226695,0.01,100
500.0,0.00328231,0.2,4235.32652522,-726.264,1.05983,8.46052e-06,1.59451,0.976868,-554.500128461,0.0163227,-543.597,1,-554.500128461,-554.500128461,94.3546745258,0.320638,100,61.5725,4235.32652522,0.0807363,92.2714184576,0.01,100
500.0,0.00220732,0.2,3398.50204814,-680.614,1.09621,1.29688e-05,2.13873,0.982684,-545.179387548,0.0217642,-531.819,1,-545.179387548,-545.179387548,91.2234959382,0.21691,100,62.2975,3398.50204814,0.125235,88.6217769994,0.01,100
500.0,0.00518199,0.2,2562.16511139,-669.912,1.04689,7.9769e-06,2.08193,0.998792,-536.793600598,0.0208445,-530.688,1,-536.793600598,-536.793600598,95.5208326335,0.517573,100,51.5728,2562.16511139,0.0795764,92.6808753411,0.01,100
500.0,0.00360564,0.2,2614.7149907,-665.136,1.0475,6.6167e-06,1.48206,1.00479,-524.194416271,0.0147499,-516.998,1,-524.194416271,-524.194416271,95.4651860696,0.362291,100,47.3153,2614.7149907,0.0668024,93.8521910315,0.01,100
500.0,0.0043119,0.2,2395.90210681,-651.793,1.04133,4.45636e-06,1.63575,1.00346,-527.243651541,0.016301,-522.088,1,-527.243651541,-527.243651541,96.0308412038,0.432682,100,52.0887,2395.90210681,0.0448727,95.7746069652,0.01,100
500.0,0.00604168,0.2,1853.78208641,-631.5,1.02938,3.97859e-06,1.69545,1.02429,-511.294542011,0.0165524,-507.671,1,-511.294542011,-511.294542011,97.1456894435,0.618845,100,45.479,1853.78208641,0.0417424,96.2104636609,0.01,100
500.0,0.00343149,0.2,2614.44257583,-650.686,1.04982,6.57714e-06,1.50175,1.00704,-523.750292888,0.0149125,-517.092,1,-523.750292888,-523.750292888,95.2547214836,0.345564,100,50.4166,2614.44257583,0.0667004,93.8867193945,0.01,100
500.0,0.00542499,0.2,2260.86746816,-624.183,1.02608,2.09627e-06,1.44237,1.01467,-497.695101949,0.0142152,-494.356,1,-497.695101949,-497.695101949,97.458399909,0.550456,100,47.5161,2260.86746816,0.0215821,97.9668769361,0.01,100
500.0,0.00311769,0.2,2473.46508803,-649.537,1.0628,6.72806e-06,1.55094,0.989905,-518.457639297,0.0156675,-510.215,1,-518.457639297,-518.457639297,94.0911601885,0.308622,100,49.166,2473.46508803,0.0659291,93.7552011515,0.01,100
500.0,0.00325062,0.2,2400.15158141,-631.491,1.09414,1.15821e-05,1.72971,0.98366,-508.796488233,0.0175844,-497.9,1,-508.796488233,-508.796488233,91.3958882022,0.31975,100,51.1888,2400.15158141,0.112067,89.7132307677,0.01,100
500.0,0.00309569,0.2,1842.73727834,-622.173,1.05895,9.66681e-06,2.45178,1.0199,-498.888168009,0.0240393,-491.662,1,-498.888168009,-498.888168009,94.4335098036,0.315731,100,43.3389,1842.73727834,0.100555,91.2657511496,0.01,100
500.0,0.00408498,0.2,2677.57622564,-615.954,1.05546,5.90522e-06,1.53303,0.970631,-497.384775365,0.0157942,-491.31,1,-497.384775365,-497.384775365,94.7455496086,0.396501,100,54.7992,2677.57622564,0.0556346,94.4767441212,0.01,100
500.0,0.00475162,0.2,1561.19148871,-618.52,1.05029,6.3701e-06,1.5995,0.9895,-499.778091589,0.0161647,-493.737,1,-499.778091589,-499.778091589,95.2115835542,0.470173,100,41.2476,1561.19148871,0.0623704,94.0677141712,0.01,100
500.0,0.00277254,0.2,2188.84149187,-623.244,1.08718,1.3012e-05,1.64965,0.93405,-498.142385739,0.0176613,-487.652,1,-498.142385739,-498.142385739,91.9814401311,0.258969,100,48.6543,2188.84149187,0.113523,88.588157406,0.01,100
500.0,0.00424194,0.2,2139.95081434,-610.459,1.02206,2.85348e-06,1.42213,0.982836,-491.440851553,0.0144697,-488.74,1,-491.440851553,-491.440851553,97.8419414316,0.416913,100,45.6762,2139.95081434,0.0275637,97.2526651145,0.01,100
500.0,0.00323467,0.2,2179.64588222,-608.974,1.04623,6.5379e-06,1.84915,0.979557,-489.612582337,0.0188774,-483.947,1,-489.612582337,-489.612582337,95.5813357811,0.316854,100,46.2818,2179.64588222,0.0627333,93.9209453629,0.01,100
500.0,0.0054144,0.2,1850.20330117,-601.903,1.04689,5.5642e-06,1.47676,0.983093,-486.580470821,0.0150216,-481.421,1,-486.580470821,-486.580470821,95.5205715879,0.532285,100,41.8742,1850.20330117,0.0537764,94.7790382155,0.01,100
500.0,0.00428702,0.2,1789.87495525,-591.537,1.04436,5.14969e-06,1.39862,0.987586,-472.315672575,0.014162,-466.925,1,-472.315672575,-472.315672575,95.7522219857,0.42338,100,39.4691,1789.87495525,0.0502263,95.1490908749,0.01,100
500.0,0.00332918,0.2,1643.45780534,-592.374,1.02703,3.18117e-06,1.80295,1.02147,-471.251900317,0.0176505,-467.779,1,-471.251900317,-471.251900317,97.3684112781,0.340067,100,39.4799,1643.45780534,0.0331926,96.9467845519,0.01,100
500.0,0.0045383,0.2,1350.2383525,-592.979,1.03692,4.94558e-06,1.38338,0.960233,-479.321106558,0.0144067,-475.277,1,-479.321106558,-479.321106558,96.439637221,0.435782,100,36.245,1350.2383525,0.0456006,95.332398367,0.01,100
500.0,0.00461584,0.2,1602.8365476,-583.953,1.04478,5.50651e-06,1.81394,1.03064,-469.309070702,0.0176002,-464.261,1,-469.309070702,-469.309070702,95.7139615075,0.475725,100,42.232,1602.8365476,0.0584906,94.8303943194,0.01,100
500.0,0.000531223,0.2,1737.00306396,-568.165,1.65084,0.00362195,129.754,2.14324,-479.766613581,0.605409,-424.025,1,-479.766613581,-479.766613581,60.575098218,0.113854,100,223.303,1737.00306396,166.374,2.71316349482,0.01,100
500.0,0.00601103,0.2,1542.59905659,-581.373,1.01795,1.91322e-06,1.43425,1.00837,-466.028707756,0.0142234,-464.008,1,-466.028707756,-466.028707756,98.2368075586,0.606135,100,38.9012,1542.59905659,0.0194538,98.1411152009,0.01,100
500.0,0.00260927,0.2,2122.10984672,-588.514,1.03722,5.07792e-06,1.40646,1.01489,-467.67923315,0.0138582,-462.934,1,-467.67923315,-467.67923315,96.4115283188,0.264812,100,44.8239,2122.10984672,0.0523029,95.2134730322,0.01,100
500.0,0.00558634,0.2,2034.49718154,-585.802,1.03654,4.13033e-06,1.43469,1.04446,-464.058989569,0.0137363,-459.398,1,-464.058989569,-464.058989569,96.4749961214,0.583468,100,44.4771,2034.49718154,0.0450573,96.071605844,0.01,100
500.0,0.00407698,0.2,1640.77570623,-579.712,1.03876,4.82514e-06,1.57867,0.981397,-465.727403735,0.0160859,-461.522,1,-465.727403735,-465.727403735,96.2690416818,0.400113,100,41.9411,1640.77570623,0.0464728,95.4408915699,0.01,100
500.0,0.00319999,0.2,1802.97868453,-568.468,1.04011,5.17907e-06,1.38455,0.979425,-455.005021054,0.0141363,-450.031,1,-455.005021054,-455.005021054,96.1439863877,0.313415,100,41.6776,1802.97868453,0.0496815,95.1227923643,0.01,100
500.0,0.00516362,0.2,2084.75672567,-567.35,1.04778,6.65141e-06,1.94673,0.978828,-453.841840434,0.0198884,-448.453,1,-453.841840434,-453.841840434,95.4396293097,0.50543,100,45.8276,2084.75672567,0.0637275,93.8219158058,0.01,100
500.0,0.00765492,0.2,1522.40912713,-573.608,1.0074,7.72365e-07,1.2117,1.00786,-452.910397707,0.0120224,-452.013,1,-452.910397707,-452.910397707,99.265866862,0.771512,100,38.7187,1522.40912713,0.00784562,99.2411607893,0.01,100
500.0,0.00590602,0.2,1936.84487434,-578.755,1.0372,4.04532e-06,1.67289,0.983172,-461.58571385,0.0170152,-457.255,1,-461.58571385,-461.58571385,96.4133345103,0.580664,100,44.7942,1936.84487434,0.0391032,96.1493346764,0.01,100
500.0,0.00318049,0.2,2295.26379884,-570.796,1.04464,4.73536e-06,1.38023,0.976702,-456.423947696,0.0141315,-450.93,1,-456.423947696,-456.423947696,95.7267407327,0.310639,100,46.8632,2295.26379884,0.0451728,95.5219341779,0.01,100
500.0,0.00553869,0.2,1855.19427345,-570.475,1.02804,3.1958e-06,1.56676,1.02723,-454.863826673,0.0152524,-451.647,1,-454.863826673,-454.863826673,97.272542478,0.568949,100,42.9307,1855.19427345,0.0337218,96.9331670053,0.01,100
500.0,1.03961e-06,0.2,1551.81547335,-550.125,1.0,0.000142981,5.81368,0.811313,-452.708249249,0.0716577,-440.649,1,-452.708249249,-452.708249249,100.0,8.4345e-05,100,40.6015,1551.81547335,0.941143,41.3990579895,0.01,100
500.0,0.00407227,0.2,2233.19242221,-576.281,1.04399,4.97237e-06,1.32072,0.97208,-461.983193724,0.0135865,-456.24,1,-461.983193724,-461.983193724,95.7867722666,0.395857,100,43.0673,2233.19242221,0.0469859,95.3083333296,0.01,100
500.0,0.00277684,0.2,2847.18679908,-574.587,1.05361,7.09305e-06,1.4243,1.009,-455.370691185,0.014116,-448.947,1,-455.370691185,-455.370691185,94.9115784186,0.280183,100,50.7312,2847.18679908,0.0722128,93.4386655899,0.01,100
500.0,0.00228066,0.2,2160.95491624,-564.236,1.06275,8.52745e-06,1.47945,0.995512,-450.437361943,0.0148612,-443.136,1,-450.437361943,-450.437361943,94.0956879749,0.227042,100,44.1227,2160.95491624,0.0845109,92.2150025857,0.01,100
500.0,0.00202642,0.2,1886.37394611,-558.969,1.03779,4.58836e-06,1.32299,1.00781,-450.725576352,0.0131274,-446.455,1,-450.725576352,-450.725576352,96.359067503,0.204223,100,41.0013,1886.37394611,0.0466027,95.6548810952,0.01,100
500.0,0.00252261,0.2,2193.4891259,-554.339,1.10884,2.88781e-05,4.68746,0.979079,-445.35491752,0.0478761,-433.981,1,-445.35491752,-445.35491752,90.1840856192,0.246984,100,53.4354,2193.4891259,0.276825,77.7669728045,0.01,100
500.0,0.00519419,0.2,2695.08682904,-571.235,1.04081,4.63516e-06,1.428,0.970451,-447.289031161,0.0147148,-442.515,1,-447.289031161,-447.289031161,96.0789833867,0.504071,100,52.1206,2695.08682904,0.0436528,95.6125267187,0.01,100
500.0,0.00378315,0.2,1209.58438301,-544.549,1.03506,4.64353e-06,1.39298,0.993263,-441.104361522,0.0140243,-437.414,1,-441.104361522,-441.104361522,96.6130081806,0.375766,100,35.2562,1209.58438301,0.0458118,95.6049676458,0.01,100
500.0,0.00719351,0.2,1531.76786737,-562.491,1.01298,1.60579e-06,1.45333,0.995729,-443.307697244,0.0145956,-441.727,1,-443.307697244,-443.307697244,98.7184478085,0.716279,100,37.7537,1531.76786737,0.015921,98.4351355711,0.01,100
500.0,0.00662544,0.2,1582.20066225,-552.634,1.01673,1.93077e-06,1.34399,0.989195,-440.589771426,0.0135867,-438.76,1,-440.589771426,-440.589771426,98.3540606801,0.655385,100,39.5449,1582.20066225,0.0188927,98.1244124747,0.01,100
500.0,0.00520718,0.2,1838.86918981,-550.026,1.02861,3.50485e-06,1.3636,1.01811,-442.094142984,0.0133934,-438.85,1,-442.094142984,-442.094142984,97.2187576417,0.53015,100,42.525,1838.86918981,0.0363297,96.6465408466,0.01,100
500.0,0.00710839,0.2,1266.83972121,-532.001,1.01219,1.39014e-06,1.2712,0.980403,-428.34153928,0.0129661,-427.087,1,-428.34153928,-428.34153928,98.796007979,0.696908,100,35.9619,1266.83972121,0.0133619,98.6424679133,0.01,100
500.0,0.0050213,0.2,2136.66821573,-547.238,1.05194,6.54887e-06,1.79601,1.00054,-435.912312494,0.0179503,-430.44,1,-435.912312494,-435.912312494,95.0625885339,0.502402,100,50.5034,2136.66821573,0.0655598,93.9113663495,0.01,100
500.0,0.00534786,0.2,2157.81104432,-546.58,1.0247,2.65148e-06,1.28204,1.01225,-436.992236662,0.0126653,-434.452,1,-436.992236662,-436.992236662,97.5894205286,0.541335,100,45.609,2157.81104432,0.0271682,97.4421983948,0.01,100
500.0,0.00499788,0.2,1993.90231253,-551.102,1.03669,5.13207e-06,1.37481,0.977988,-439.54349702,0.0140576,-435.525,1,-439.54349702,-439.54349702,96.4610624184,0.488786,100,44.7729,1993.90231253,0.0490862,95.1649063631,0.01,100
500.0,0.00794178,0.2,1381.24448818,-534.719,1.01638,1.71288e-06,1.48537,0.997364,-430.221569687,0.0148929,-428.611,1,-430.221569687,-430.221569687,98.3882641677,0.792085,100,37.8855,1381.24448818,0.0170386,98.3325410842,0.01,100
500.0,0.00693755,0.2,1985.99949956,-540.667,1.02472,2.37723e-06,1.39246,0.96986,-431.327703368,0.0143573,-428.669,1,-431.327703368,-431.327703368,97.5878311164,0.672845,100,44.8183,1985.99949956,0.022361,97.7006736257,0.01,100
500.0,0.00616662,0.2,2021.48883735,-537.121,1.02255,2.47354e-06,1.28263,1.00239,-430.23821054,0.0127957,-428.057,1,-430.23821054,-430.23821054,97.7942968886,0.618138,100,45.92,2021.48883735,0.0248539,97.6097438856,0.01,100
500.0,0.00575389,0.2,1302.6012532,-532.991,1.02259,2.48905e-06,1.26473,0.982405,-427.41281291,0.0128738,-425.06,1,-427.41281291,-427.41281291,97.7906829534,0.565265,100,36.1922,1302.6012532,0.0240223,97.5950933513,0.01,100
500.0,0.00429099,0.2,1642.86596102,-531.471,1.04263,9.71819e-06,3.05243,1.0224,-427.114804769,0.0298557,-422.868,1,-427.114804769,-427.114804769,95.9112613017,0.438709,100,41.3183,1642.86596102,0.101584,91.223380223,0.01,100
500.0,0.0039178,0.2,1978.67385118,-534.924,1.04693,4.54359e-06,1.45269,1.00886,-425.887625245,0.0143993,-420.688,1,-425.887625245,-425.887625245,95.5178089429,0.395252,100,40.3648,1978.67385118,0.0462446,95.6955095268,0.01,100
500.0,0.00457535,0.2,2027.1092607,-533.769,1.05195,6.07975e-06,1.89429,1.02267,-422.833289236,0.018523,-417.01,1,-422.833289236,-422.833289236,95.0619098512,0.467906,100,42.8714,2027.1092607,0.0635851,94.3227689257,0.01,100
500.0,0.00560727,0.2,1529.75533931,-519.945,1.02502,2.46459e-06,1.40473,1.0128,-415.905524083,0.0138697,-413.345,1,-415.905524083,-415.905524083,97.5590490101,0.567906,100,38.0508,1529.75533931,0.025281,97.6181804868,0.01,100
500.0,0.00342095,0.2,1566.66401249,-524.754,1.04941,7.02515e-06,1.66757,0.957758,-416.753589498,0.0174112,-411.611,1,-416.753589498,-416.753589498,95.2919336476,0.327644,100,38.8583,1566.66401249,0.0644418,93.4973709942,0.01,100
500.0,0.00553382,0.2,1270.66925861,-516.821,1.02213,2.71847e-06,1.77552,1.0196,-416.229516234,0.0174139,-414.004,1,-416.229516234,-416.229516234,97.8350833247,0.564229,100,35.466,1270.66925861,0.0282609,97.3792548252,0.01,100
500.0,0.00541278,0.2,1364.50438854,-524.469,1.01832,1.79142e-06,1.21423,1.00874,-418.402837439,0.0120372,-416.439,1,-418.402837439,-418.402837439,98.2007434526,0.546007,100,35.3301,1364.50438854,0.0182285,98.2573897137,0.01,100
500.0,0.00212494,0.2,1441.46405443,-511.85,1.30544,0.0019173,79.7062,1.79999,-415.842185427,0.442815,-392.664,1,-415.842185427,-415.842185427,76.60275865,0.382487,100,119.208,1441.46405443,62.1197,5.00468067747,0.01,100
500.0,0.00294708,0.2,1589.28854858,-514.92,1.05959,7.43883e-06,1.51798,0.934918,-416.851758859,0.0162365,-411.301,1,-416.851758859,-416.851758859,94.3759264776,0.275528,100,41.5602,1589.28854858,0.0650208,93.1407217922,0.01,100
500.0,0.00579031,0.2,1437.09714557,-522.481,1.02528,2.74596e-06,1.49088,0.997763,-416.507336552,0.0149422,-413.991,1,-416.507336552,-416.507336552,97.5345590079,0.577735,100,39.5645,1437.09714557,0.0273368,97.3534396223,0.01,100
