VarVanillaIw,MinNormIw,AvgNormIw,AvgRet,VanillaAvgRet,MaxVanillaIw,AvgEpLen,VarJ,Bound,BatchSize,VarDiscRet,VarNormIw,EpsThisIter,VarRet,ESSClassic,AvgDiscRet,IterType,Delta,MinVanillaIw,J,eRenyi2,AvgVanillaIw,ESSRenyi,MaxNormIw
,0.0025,0.0025,-537.207191937,-537.207191937,1.0,500.0,80.5401,-523.25,500,21874.6095628,5.4346e-20,100,21874.6095628,400.0,-537.207191937,2,1.0,1.0,-523.25,1.0,1.0,500.0,0.0025
,0.002,0.002,-533.374154649,-533.374154649,1.0,500.0,97.829,-525.274,500,22044.1437971,5.43187e-20,100,22044.1437971,500.000006643,-533.374154649,1,1.0,1.0,-525.274,1.0,1.0,500.0,0.002
,0.01,0.01,-510.905183499,-510.905183499,1.0,500.0,40.7065,-510.905,500,1673.75669721,3.50449e-18,100,1673.75669721,100.0,-510.905183499,2,1.0,1.0,-510.905,1.0,1.0,500.0,0.01
,0.005,0.005,-522.654638132,-522.654638132,1.0,500.0,38.2495,-516.78,500,1212.12745476,2.1793e-19,100,1212.12745476,200.000000102,-522.654638132,2,1.0,1.0,-516.78,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-519.876771177,-519.876771177,1.0,500.0,37.6434,-517.812,500,1331.94957446,5.43914e-20,100,1331.94957446,299.999969474,-519.876771177,2,1.0,1.0,-517.812,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-516.480339164,-516.480339164,1.0,500.0,37.5486,-517.479,500,1401.19227572,5.4346e-20,100,1401.19227572,400.0,-516.480339164,2,1.0,1.0,-517.479,1.0,1.0,500.0,0.0025
,0.002,0.002,-531.635713919,-531.635713919,1.0,500.0,74.3276,-520.311,500,22043.478642,5.43187e-20,100,22043.478642,500.000006643,-531.635713919,1,1.0,1.0,-520.311,1.0,1.0,500.0,0.002
,0.01,0.01,-516.993228313,-516.993228313,1.0,500.0,34.9394,-516.993,500,1233.09564494,3.50449e-18,100,1233.09564494,100.0,-516.993228313,2,1.0,1.0,-516.993,1.0,1.0,500.0,0.01
,0.005,0.005,-518.671731796,-518.671731796,1.0,500.0,33.3307,-517.832,500,1009.79022791,2.1793e-19,100,1009.79022791,200.000000102,-518.671731796,2,1.0,1.0,-517.832,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-516.637349879,-516.637349879,1.0,500.0,34.2893,-517.434,500,1317.61947529,5.43914e-20,100,1317.61947529,299.999969474,-516.637349879,2,1.0,1.0,-517.434,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-528.649769875,-528.649769875,1.0,500.0,80.1582,-520.238,500,22302.7897524,5.4346e-20,100,22302.7897524,400.0,-528.649769875,2,1.0,1.0,-520.238,1.0,1.0,500.0,0.0025
1.09051e-12,0.00199999,0.002,-533.441987345,-533.441987345,1.0,500.0,97.4483,-522.879,500,21858.6516954,4.45968e-18,100,21858.6516954,500.000006643,-533.441987345,1,1.0,0.999996,-522.879,1.00001,1.0,499.996185332,0.00200001
,0.01,0.01,-516.759179241,-516.759179241,1.0,500.0,35.6146,-516.759,500,1281.21464502,3.50449e-18,100,1281.21464502,100.0,-516.759179241,2,1.0,1.0,-516.759,1.0,1.0,500.0,0.01
,0.005,0.005,-547.798242439,-547.798242439,1.0,500.0,147.505,-532.279,500,42187.0260288,2.1793e-19,100,42187.0260288,200.000000102,-547.798242439,2,1.0,1.0,-532.279,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-514.56291648,-514.56291648,1.0,500.0,122.494,-526.373,500,1303.2103262,5.43914e-20,100,1303.2103262,299.999969474,-514.56291648,2,1.0,1.0,-526.373,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-541.655364373,-541.655364373,1.0,500.0,129.245,-530.194,500,21845.6060491,5.4346e-20,100,21845.6060491,400.0,-541.655364373,2,1.0,1.0,-530.194,1.0,1.0,500.0,0.0025
,0.002,0.002,-531.564515312,-531.564515312,1.0,500.0,133.258,-530.468,500,22191.6743831,5.43187e-20,100,22191.6743831,500.000006643,-531.564515312,1,1.0,1.0,-530.468,1.0,1.0,500.0,0.002
,0.01,0.01,-520.766381244,-520.766381244,1.0,500.0,37.9983,-520.766,500,1458.45264768,3.50449e-18,100,1458.45264768,100.0,-520.766381244,2,1.0,1.0,-520.766,1.0,1.0,500.0,0.01
,0.005,0.005,-518.886110147,-518.886110147,1.0,500.0,38.0801,-519.826,500,1469.24253146,2.1793e-19,100,1469.24253146,200.000000102,-518.886110147,2,1.0,1.0,-519.826,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-515.474619199,-515.474619199,1.0,500.0,37.1931,-518.376,500,1249.67164824,5.43914e-20,100,1249.67164824,299.999969474,-515.474619199,2,1.0,1.0,-518.376,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-519.72933793,-519.72933793,1.0,500.0,36.8593,-518.714,500,1296.04069836,5.4346e-20,100,1296.04069836,400.0,-519.72933793,2,1.0,1.0,-518.714,1.0,1.0,500.0,0.0025
,0.002,0.002,-514.089345505,-514.089345505,1.0,500.0,35.9717,-517.789,500,1028.55154933,5.43187e-20,100,1028.55154933,500.000006643,-514.089345505,1,1.0,1.0,-517.789,1.0,1.0,500.0,0.002
,0.01,0.01,-524.314527707,-524.314527707,1.0,500.0,31.5849,-524.315,500,1007.68094292,3.50449e-18,100,1007.68094292,100.0,-524.314527707,2,1.0,1.0,-524.315,1.0,1.0,500.0,0.01
,0.005,0.005,-520.961231868,-520.961231868,1.0,500.0,31.9,-522.638,500,1042.41728552,2.1793e-19,100,1042.41728552,200.000000102,-520.961231868,2,1.0,1.0,-522.638,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-523.913673926,-523.913673926,1.0,500.0,32.5097,-523.063,500,1145.78631538,5.43914e-20,100,1145.78631538,299.999969474,-523.913673926,2,1.0,1.0,-523.063,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-562.52862685,-562.52862685,1.0,500.0,128.572,-532.929,500,62408.5197095,5.4346e-20,100,62408.5197095,400.0,-562.52862685,2,1.0,1.0,-532.929,1.0,1.0,500.0,0.0025
3.04165e-11,0.00199996,0.002,-527.597321984,-527.597321984,1.00002,500.0,132.864,-531.863,500,22342.0547794,1.21747e-16,100,22342.0547794,499.999982379,-527.597321984,1,1.0,0.99998,-531.863,1.00001,1.0,499.996185332,0.00200005
,0.01,0.01,-523.094146808,-523.094146808,1.0,500.0,35.8088,-523.094,500,1295.22125899,3.50449e-18,100,1295.22125899,100.0,-523.094146808,2,1.0,1.0,-523.094,1.0,1.0,500.0,0.01
,0.005,0.005,-524.20228721,-524.20228721,1.0,500.0,35.1158,-523.648,500,1195.30930606,2.1793e-19,100,1195.30930606,200.000000102,-524.20228721,2,1.0,1.0,-523.648,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-519.062187202,-519.062187202,1.0,500.0,36.3962,-522.12,500,1508.88811098,5.43914e-20,100,1508.88811098,299.999969474,-519.062187202,2,1.0,1.0,-522.12,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-544.720110446,-544.720110446,1.0,500.0,107.701,-527.77,500,42465.7114436,5.4346e-20,100,42465.7114436,400.0,-544.720110446,2,1.0,1.0,-527.77,1.0,1.0,500.0,0.0025
1.22892e-10,0.00199994,0.002,-533.983671561,-533.983671561,1.00004,500.0,117.067,-529.012,500,22318.889865,4.91328e-16,100,22318.889865,499.999714724,-533.983671561,1,1.0,0.999969,-529.012,1.0,1.0,500.0,0.00200008
,0.01,0.01,-516.95993814,-516.95993814,1.0,500.0,38.8471,-516.96,500,1524.34345212,3.50449e-18,100,1524.34345212,100.0,-516.95993814,2,1.0,1.0,-516.96,1.0,1.0,500.0,0.01
,0.005,0.005,-546.79623649,-546.79623649,1.0,500.0,147.831,-531.878,500,42175.3966112,2.1793e-19,100,42175.3966112,200.000000102,-546.79623649,2,1.0,1.0,-531.878,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-518.055376353,-518.055376353,1.0,500.0,123.107,-527.271,500,1647.41061918,5.43914e-20,100,1647.41061918,299.999969474,-518.055376353,2,1.0,1.0,-527.271,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-513.889526562,-513.889526562,1.0,500.0,108.183,-523.925,500,1226.03723754,5.4346e-20,100,1226.03723754,400.0,-513.889526562,2,1.0,1.0,-523.925,1.0,1.0,500.0,0.0025
,0.002,0.002,-514.749877365,-514.749877365,1.0,500.0,97.983,-522.09,500,1133.04981861,5.43187e-20,100,1133.04981861,500.000006643,-514.749877365,1,1.0,1.0,-522.09,1.0,1.0,500.0,0.002
,0.01,0.01,-515.996619465,-515.996619465,1.0,500.0,37.8875,-515.997,500,1449.95899798,3.50449e-18,100,1449.95899798,100.0,-515.996619465,2,1.0,1.0,-515.997,1.0,1.0,500.0,0.01
,0.005,0.005,-548.069729064,-548.069729064,1.0,500.0,147.816,-532.033,500,42171.2961693,2.1793e-19,100,42171.2961693,200.000000102,-548.069729064,2,1.0,1.0,-532.033,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-514.457851113,-514.457851113,1.0,500.0,123.231,-526.175,500,1669.20950513,5.43914e-20,100,1669.20950513,299.999969474,-514.457851113,2,1.0,1.0,-526.175,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-517.606473576,-517.606473576,1.0,500.0,108.588,-524.033,500,1568.53825928,5.4346e-20,100,1568.53825928,400.0,-517.606473576,2,1.0,1.0,-524.033,1.0,1.0,500.0,0.0025
9.05052e-13,0.00199999,0.002,-523.748202634,-523.748202634,1.0,500.0,98.5758,-523.976,500,1434.53435844,3.69661e-18,100,1434.53435844,499.999884572,-523.748202634,1,1.0,0.999995,-523.976,1.00001,1.0,499.996185332,0.00200001
,0.01,0.01,-534.32555637,-534.32555637,1.0,500.0,146.925,-534.326,500,21804.8911427,3.50449e-18,100,21804.8911427,100.0,-534.32555637,2,1.0,1.0,-534.326,1.0,1.0,500.0,0.01
,0.005,0.005,-563.817615338,-563.817615338,1.0,500.0,204.603,-549.072,500,62326.309931,2.1793e-19,100,62326.309931,200.000000102,-563.817615338,2,1.0,1.0,-549.072,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-530.788863067,-530.788863067,1.0,500.0,187.799,-542.977,500,22078.1700124,5.43914e-20,100,22078.1700124,299.999969474,-530.788863067,2,1.0,1.0,-542.977,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-534.774433826,-534.774433826,1.0,500.0,178.879,-540.927,500,22358.3760766,5.4346e-20,100,22358.3760766,400.0,-534.774433826,2,1.0,1.0,-540.927,1.0,1.0,500.0,0.0025
,0.002,0.002,-522.033975746,-522.033975746,1.0,500.0,161.048,-537.148,500,1421.40150554,5.43187e-20,100,1421.40150554,500.000006643,-522.033975746,1,1.0,1.0,-537.148,1.0,1.0,500.0,0.002
,0.01,0.01,-521.816504962,-521.816504962,1.0,500.0,35.4997,-521.817,500,1272.95610557,3.50449e-18,100,1272.95610557,100.0,-521.816504962,2,1.0,1.0,-521.817,1.0,1.0,500.0,0.01
,0.005,0.005,-514.143273856,-514.143273856,1.0,500.0,35.5174,-517.98,500,1245.76027439,2.1793e-19,100,1245.76027439,200.000000102,-514.143273856,2,1.0,1.0,-517.98,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-538.058974046,-538.058974046,1.0,500.0,90.3857,-524.673,500,21936.323562,5.43914e-20,100,21936.323562,299.999969474,-538.058974046,2,1.0,1.0,-524.673,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-516.168240481,-516.168240481,1.0,500.0,80.2207,-522.547,500,1190.41016549,5.4346e-20,100,1190.41016549,400.0,-516.168240481,2,1.0,1.0,-522.547,1.0,1.0,500.0,0.0025
,0.002,0.002,-535.065885084,-535.065885084,1.0,500.0,97.7024,-525.051,500,22082.7396582,5.43187e-20,100,22082.7396582,500.000006643,-535.065885084,1,1.0,1.0,-525.051,1.0,1.0,500.0,0.002
,0.01,0.01,-518.054972278,-518.054972278,1.0,500.0,36.0786,-518.055,500,1314.81176129,3.50449e-18,100,1314.81176129,100.0,-518.054972278,2,1.0,1.0,-518.055,1.0,1.0,500.0,0.01
,0.005,0.005,-524.952949301,-524.952949301,1.0,500.0,108.661,-521.504,500,22513.9478247,2.1793e-19,100,22513.9478247,200.000000102,-524.952949301,2,1.0,1.0,-521.504,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-516.33652023,-516.33652023,1.0,500.0,91.0697,-519.781,500,1261.61545869,5.43914e-20,100,1261.61545869,299.999969474,-516.33652023,2,1.0,1.0,-519.781,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-519.017138553,-519.017138553,1.0,500.0,81.2211,-519.59,500,1521.16504648,5.4346e-20,100,1521.16504648,400.0,-519.017138553,2,1.0,1.0,-519.59,1.0,1.0,500.0,0.0025
,0.002,0.002,-515.994504916,-515.994504916,1.0,500.0,74.5497,-518.871,500,1404.49988697,5.43187e-20,100,1404.49988697,500.000006643,-515.994504916,1,1.0,1.0,-518.871,1.0,1.0,500.0,0.002
,0.01,0.01,-534.499475825,-534.499475825,1.0,500.0,147.229,-534.5,500,21895.4576402,3.50449e-18,100,21895.4576402,100.0,-534.499475825,2,1.0,1.0,-534.5,1.0,1.0,500.0,0.01
,0.005,0.005,-520.017310791,-520.017310791,1.0,500.0,107.339,-527.258,500,1274.77511274,2.1793e-19,100,1274.77511274,200.000000102,-520.017310791,2,1.0,1.0,-527.258,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-522.223493886,-522.223493886,1.0,500.0,90.1972,-525.58,500,1359.90185191,5.43914e-20,100,1359.90185191,299.999969474,-522.223493886,2,1.0,1.0,-525.58,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-540.444629998,-540.444629998,1.0,500.0,129.263,-529.296,500,42690.5030158,5.4346e-20,100,42690.5030158,400.0,-540.444629998,2,1.0,1.0,-529.296,1.0,1.0,500.0,0.0025
,0.002,0.002,-521.590439101,-521.590439101,1.0,500.0,116.968,-527.755,500,1539.41939952,5.43187e-20,100,1539.41939952,500.000006643,-521.590439101,1,1.0,1.0,-527.755,1.0,1.0,500.0,0.002
,0.01,0.01,-518.171848101,-518.171848101,1.0,500.0,37.8823,-518.172,500,1449.5670226,3.50449e-18,100,1449.5670226,100.0,-518.171848101,2,1.0,1.0,-518.172,1.0,1.0,500.0,0.01
,0.005,0.005,-521.764785152,-521.764785152,1.0,500.0,36.3613,-519.968,500,1214.91478812,2.1793e-19,100,1214.91478812,200.000000102,-521.764785152,2,1.0,1.0,-519.968,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-521.9092738,-521.9092738,1.0,500.0,35.269,-520.615,500,1095.86994961,5.43914e-20,100,1095.86994961,299.999969474,-521.9092738,2,1.0,1.0,-520.615,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-533.802078864,-533.802078864,1.0,500.0,80.151,-523.912,500,22055.1806197,5.4346e-20,100,22055.1806197,400.0,-533.802078864,2,1.0,1.0,-523.912,1.0,1.0,500.0,0.0025
,0.002,0.002,-529.258121781,-529.258121781,1.0,500.0,97.3268,-524.981,500,21861.527487,5.43187e-20,100,21861.527487,500.000006643,-529.258121781,1,1.0,1.0,-524.981,1.0,1.0,500.0,0.002
,0.01,0.01,-519.241593276,-519.241593276,1.0,500.0,36.2261,-519.242,500,1325.58404416,3.50449e-18,100,1325.58404416,100.0,-519.241593276,2,1.0,1.0,-519.242,1.0,1.0,500.0,0.01
,0.005,0.005,-505.529487291,-505.529487291,1.0,500.0,35.9378,-512.386,500,1188.59107718,2.1793e-19,100,1188.59107718,200.000000102,-505.529487291,2,1.0,1.0,-512.386,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-532.768447135,-532.768447135,1.0,500.0,90.9344,-519.18,500,22168.8869073,5.43914e-20,100,22168.8869073,299.999969474,-532.768447135,2,1.0,1.0,-519.18,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-517.156779116,-517.156779116,1.0,500.0,81.0223,-518.674,500,1462.7749775,5.4346e-20,100,1462.7749775,400.0,-517.156779116,2,1.0,1.0,-518.674,1.0,1.0,500.0,0.0025
3.20248e-12,0.00199998,0.002,-519.089270101,-519.089270101,1.00001,500.0,74.3321,-518.757,500,1381.61636923,1.29092e-17,100,1381.61636923,499.999884572,-519.089270101,1,1.0,0.999992,-518.757,1.0,1.0,500.0,0.00200002
,0.01,0.01,-521.023454436,-521.023454436,1.0,500.0,32.9666,-521.023,500,1097.77211692,3.50449e-18,100,1097.77211692,100.0,-521.023454436,2,1.0,1.0,-521.023,1.0,1.0,500.0,0.01
,0.005,0.005,-519.250084465,-519.250084465,1.0,500.0,35.8002,-520.137,500,1489.8437684,2.1793e-19,100,1489.8437684,200.000000102,-519.250084465,2,1.0,1.0,-520.137,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-513.526673277,-513.526673277,1.0,500.0,36.7007,-517.933,500,1463.00331604,5.43914e-20,100,1463.00331604,299.999969474,-513.526673277,2,1.0,1.0,-517.933,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-513.63360852,-513.63360852,1.0,500.0,37.5432,-516.858,500,1599.27985793,5.4346e-20,100,1599.27985793,400.0,-513.63360852,2,1.0,1.0,-516.858,1.0,1.0,500.0,0.0025
,0.002,0.002,-521.037120458,-521.037120458,1.0,500.0,37.7387,-517.694,500,1483.95912309,5.43187e-20,100,1483.95912309,500.000006643,-521.037120458,1,1.0,1.0,-517.694,1.0,1.0,500.0,0.002
,0.01,0.01,-516.562244658,-516.562244658,1.0,500.0,37.1575,-516.562,500,1394.62895313,3.50449e-18,100,1394.62895313,100.0,-516.562244658,2,1.0,1.0,-516.562,1.0,1.0,500.0,0.01
,0.005,0.005,-520.553741185,-520.553741185,1.0,500.0,35.4437,-518.558,500,1135.21449822,2.1793e-19,100,1135.21449822,200.000000102,-520.553741185,2,1.0,1.0,-518.558,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-524.303325449,-524.303325449,1.0,500.0,35.5425,-520.473,500,1267.97279494,5.43914e-20,100,1267.97279494,299.999969474,-524.303325449,2,1.0,1.0,-520.473,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-523.748427004,-523.748427004,1.0,500.0,35.0171,-521.292,500,1118.11294291,5.4346e-20,100,1118.11294291,400.0,-523.748427004,2,1.0,1.0,-521.292,1.0,1.0,500.0,0.0025
,0.002,0.002,-532.740630104,-532.740630104,1.0,500.0,73.4453,-523.582,500,22183.2189248,5.43187e-20,100,22183.2189248,500.000006643,-532.740630104,1,1.0,1.0,-523.582,1.0,1.0,500.0,0.002
,0.01,0.01,-516.788072656,-516.788072656,1.0,500.0,38.2263,-516.788,500,1476.00746797,3.50449e-18,100,1476.00746797,100.0,-516.788072656,2,1.0,1.0,-516.788,1.0,1.0,500.0,0.01
,0.005,0.005,-517.022532985,-517.022532985,1.0,500.0,37.2575,-516.905,500,1328.25200363,2.1793e-19,100,1328.25200363,200.000000102,-517.022532985,2,1.0,1.0,-516.905,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-533.542055158,-533.542055158,1.0,500.0,90.8239,-522.451,500,22006.2323516,5.43914e-20,100,22006.2323516,299.999969474,-533.542055158,2,1.0,1.0,-522.451,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-569.374959327,-569.374959327,1.0,500.0,164.729,-534.182,500,82973.6059458,5.4346e-20,100,82973.6059458,400.0,-569.374959327,2,1.0,1.0,-534.182,1.0,1.0,500.0,0.0025
3.83858e-12,0.00199998,0.002,-521.050909721,-521.050909721,1.00001,500.0,148.322,-531.556,500,1330.5557025,1.526e-17,100,1330.5557025,500.000067678,-521.050909721,1,1.0,0.999992,-531.556,1.0,1.0,500.0,0.00200001
,0.01,0.01,-519.890330338,-519.890330338,1.0,500.0,40.1655,-519.89,500,1629.56411101,3.50449e-18,100,1629.56411101,100.0,-519.890330338,2,1.0,1.0,-519.89,1.0,1.0,500.0,0.01
,0.005,0.005,-537.828527748,-537.828527748,1.0,500.0,108.582,-528.859,500,22026.0034587,2.1793e-19,100,22026.0034587,200.000000102,-537.828527748,2,1.0,1.0,-528.859,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-521.407180148,-521.407180148,1.0,500.0,91.0141,-526.375,500,1246.24624392,5.43914e-20,100,1246.24624392,299.999969474,-521.407180148,2,1.0,1.0,-526.375,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-549.027618698,-549.027618698,1.0,500.0,129.44,-532.038,500,42205.228581,5.4346e-20,100,42205.228581,400.0,-549.027618698,2,1.0,1.0,-532.038,1.0,1.0,500.0,0.0025
,0.002,0.002,-528.349934927,-528.349934927,1.0,500.0,133.718,-531.301,500,22598.3232166,5.43187e-20,100,22598.3232166,500.000006643,-528.349934927,1,1.0,1.0,-531.301,1.0,1.0,500.0,0.002
,0.01,0.01,-517.185445533,-517.185445533,1.0,500.0,37.1736,-517.185,500,1395.83233545,3.50449e-18,100,1395.83233545,100.0,-517.185445533,2,1.0,1.0,-517.185,1.0,1.0,500.0,0.01
,0.005,0.005,-520.746552028,-520.746552028,1.0,500.0,37.8774,-518.966,500,1496.13638083,2.1793e-19,100,1496.13638083,200.000000102,-520.746552028,2,1.0,1.0,-518.966,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-530.685119008,-530.685119008,1.0,500.0,90.874,-522.872,500,22033.6144938,5.43914e-20,100,22033.6144938,299.999969474,-530.685119008,2,1.0,1.0,-522.872,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-517.256801611,-517.256801611,1.0,500.0,81.1864,-521.468,500,1582.8520514,5.4346e-20,100,1582.8520514,400.0,-517.256801611,2,1.0,1.0,-521.468,1.0,1.0,500.0,0.0025
2.34227e-07,0.00199568,0.002,-545.306161437,-545.306161437,1.00181,500.0,117.273,-526.227,500,42473.8125052,9.36857e-13,100,42473.8125052,499.999754722,-545.306161437,1,1.0,0.997872,-526.227,1.0,1.00003,499.999940395,0.00200357
,0.01,0.01,-515.979904459,-515.979904459,1.0,500.0,32.9161,-515.98,500,1094.41619892,3.50449e-18,100,1094.41619892,100.0,-515.979904459,2,1.0,1.0,-515.98,1.0,1.0,500.0,0.01
,0.005,0.005,-521.75759505,-521.75759505,1.0,500.0,33.6587,-518.869,500,1177.42769348,2.1793e-19,100,1177.42769348,200.000000102,-521.75759505,2,1.0,1.0,-518.869,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-519.553425611,-519.553425611,1.0,500.0,35.7029,-519.097,500,1573.6987328,5.43914e-20,100,1573.6987328,299.999969474,-519.553425611,2,1.0,1.0,-519.097,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-518.732117133,-518.732117133,1.0,500.0,35.7125,-519.006,500,1290.2508272,5.4346e-20,100,1290.2508272,400.0,-518.732117133,2,1.0,1.0,-519.006,1.0,1.0,500.0,0.0025
,0.002,0.002,-517.752642201,-517.752642201,1.0,500.0,37.2769,-518.755,500,1863.67119389,5.43187e-20,100,1863.67119389,500.000006643,-517.752642201,1,1.0,1.0,-518.755,1.0,1.0,500.0,0.002
,0.01,0.01,-515.479419963,-515.479419963,1.0,500.0,38.79,-515.479,500,1519.86046691,3.50449e-18,100,1519.86046691,100.0,-515.479419963,2,1.0,1.0,-515.479,1.0,1.0,500.0,0.01
,0.005,0.005,-514.225013173,-514.225013173,1.0,500.0,36.9378,-514.852,500,1235.71250845,2.1793e-19,100,1235.71250845,200.000000102,-514.225013173,2,1.0,1.0,-514.852,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-516.604508423,-516.604508423,1.0,500.0,35.6859,-515.436,500,1100.60255695,5.43914e-20,100,1100.60255695,299.999969474,-516.604508423,2,1.0,1.0,-515.436,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-540.58131079,-540.58131079,1.0,500.0,80.2264,-521.723,500,21667.1355569,5.4346e-20,100,21667.1355569,400.0,-540.58131079,2,1.0,1.0,-521.723,1.0,1.0,500.0,0.0025
,0.002,0.002,-514.445246883,-514.445246883,1.0,500.0,73.9185,-520.267,500,1547.68982046,5.43187e-20,100,1547.68982046,500.000006643,-514.445246883,1,1.0,1.0,-520.267,1.0,1.0,500.0,0.002
,0.01,0.01,-515.231476295,-515.231476295,1.0,500.0,41.708,-515.231,500,1757.13289456,3.50449e-18,100,1757.13289456,100.0,-515.231476295,2,1.0,1.0,-515.231,1.0,1.0,500.0,0.01
,0.005,0.005,-526.512510917,-526.512510917,1.0,500.0,40.7341,-520.872,500,1530.64482875,2.1793e-19,100,1530.64482875,200.000000102,-526.512510917,2,1.0,1.0,-520.872,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-516.009978873,-516.009978873,1.0,500.0,39.2473,-519.251,500,1299.76798556,5.43914e-20,100,1299.76798556,299.999969474,-516.009978873,2,1.0,1.0,-519.251,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-524.350265115,-524.350265115,1.0,500.0,38.3382,-520.526,500,1251.2245474,5.4346e-20,100,1251.2245474,400.0,-524.350265115,2,1.0,1.0,-520.526,1.0,1.0,500.0,0.0025
,0.002,0.002,-534.082048538,-534.082048538,1.0,500.0,74.4273,-523.237,500,21889.7594537,5.43187e-20,100,21889.7594537,500.000006643,-534.082048538,1,1.0,1.0,-523.237,1.0,1.0,500.0,0.002
,0.01,0.01,-524.582873494,-524.582873494,1.0,500.0,36.835,-524.583,500,1370.52577055,3.50449e-18,100,1370.52577055,100.0,-524.582873494,2,1.0,1.0,-524.583,1.0,1.0,500.0,0.01
,0.005,0.005,-530.905089325,-530.905089325,1.0,500.0,107.587,-527.744,500,21993.0535374,2.1793e-19,100,21993.0535374,200.000000102,-530.905089325,2,1.0,1.0,-527.744,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-513.876116523,-513.876116523,1.0,500.0,90.3915,-523.121,500,1246.18943922,5.43914e-20,100,1246.18943922,299.999969474,-513.876116523,2,1.0,1.0,-523.121,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-547.709387102,-547.709387102,1.0,500.0,129.3,-529.268,500,42331.6702288,5.4346e-20,100,42331.6702288,400.0,-547.709387102,2,1.0,1.0,-529.268,1.0,1.0,500.0,0.0025
,0.002,0.002,-519.85533458,-519.85533458,1.0,500.0,117.018,-527.386,500,1536.99438603,5.43187e-20,100,1536.99438603,500.000006643,-519.85533458,1,1.0,1.0,-527.386,1.0,1.0,500.0,0.002
,0.01,0.01,-514.838175735,-514.838175735,1.0,500.0,36.4777,-514.838,500,1344.06303697,3.50449e-18,100,1344.06303697,100.0,-514.838175735,2,1.0,1.0,-514.838,1.0,1.0,500.0,0.01
,0.005,0.005,-529.536768117,-529.536768117,1.0,500.0,108.134,-522.187,500,22169.1077378,2.1793e-19,100,22169.1077378,200.000000102,-529.536768117,2,1.0,1.0,-522.187,1.0,1.0,500.0,0.005
,0.00333333,0.00333333,-511.681469458,-511.681469458,1.0,500.0,91.4552,-518.685,500,1648.99581087,5.43914e-20,100,1648.99581087,299.999969474,-511.681469458,2,1.0,1.0,-518.685,1.0,1.0,500.0,0.00333333
,0.0025,0.0025,-518.226106915,-518.226106915,1.0,500.0,82.0404,-518.571,500,1848.66548692,5.4346e-20,100,1848.66548692,400.0,-518.226106915,2,1.0,1.0,-518.571,1.0,1.0,500.0,0.0025
1.15256e-10,0.00199988,0.002,-513.818554296,-513.818554296,1.00007,500.0,74.8396,-517.62,500,1075.88581323,4.61042e-16,100,1075.88581323,500.000311069,-513.818554296,1,1.0,0.99994,-517.62,1.0,1.0,500.0,0.00200014
,0.01,0.01,-540.134108943,-540.134108943,1.0,500.0,146.185,-540.134,500,21585.7901092,3.50449e-18,100,21585.7901092,100.0,-540.134108943,2,1.0,1.0,-540.134,1.0,1.0,500.0,0.01
