MinVanillaIw,IterType,VarRet,VarJ,VarNormIw,AvgVanillaIw,AvgRet,J,VarDiscRet,ESSRenyi,AvgEpLen,renyi2,AvgNormIw,SamplesThisIter,VanillaAvgRet,Bound,MinNormIw,EpsThisIter,MaxVanillaIw,MaxNormIw,delta,AvgDiscRet,ESSClassic,VarVanillaIw,BatchSize
0.0370548,1,17.9992282373,46.1188,2.94053e-10,1.01366,89.975568206,16454.4,17.9992282373,nan,500.0,nan,5.52486e-05,50000,89.975568206,81.1694,2.01964e-06,100,1.99246,0.000108597,0.5,89.975568206,0.719521611209,0.0989847,100
0.05401,1,13.9534155309,49.582,3.23169e-10,0.990074,89.3571004054,16346.8,13.9534155309,nan,500.0,nan,5.52486e-05,50000,89.3571004054,80.4141,3.01389e-06,100,2.02161,0.000112811,0.5,89.3571004054,0.675515953645,0.103782,100
0.0444962,1,14.2908192676,41.6519,2.73648e-10,0.997008,89.1523456729,16288.9,14.2908192676,nan,500.0,nan,5.52486e-05,50000,89.1523456729,80.4085,2.46573e-06,100,1.92755,0.000106814,0.5,89.1523456729,0.76367273347,0.0891142,100
0.302003,1,9.33596636314,41.4433,1.90794e-10,0.989864,90.6987274733,16524.6,9.33596636314,nan,500.0,nan,5.52486e-05,50000,90.6987274733,81.179,1.68561e-05,100,2.20976,0.000123336,0.5,90.6987274733,0.686951966997,0.0612454,100
0.0302273,1,30.1244868237,59.2802,4.61413e-10,1.01579,89.4797953934,16471.4,30.1244868237,nan,500.0,nan,5.52486e-05,50000,89.4797953934,80.9093,1.64406e-06,100,2.649,0.000144078,0.5,89.4797953934,0.772742775623,0.155976,100
0.350506,1,7.67065690339,38.792,1.71302e-10,0.982224,90.1082359532,16404.0,7.67065690339,nan,500.0,nan,5.52486e-05,50000,90.1082359532,80.876,1.97154e-05,100,1.78769,0.000100555,0.5,90.1082359532,0.630886780917,0.0541427,100
0.0481464,1,12.2269167114,37.0142,2.1178e-10,0.982665,90.396422579,16488.3,12.2269167114,nan,500.0,nan,5.52486e-05,50000,90.396422579,81.3764,2.70695e-06,100,1.82447,0.000102577,0.5,90.396422579,0.665255751128,0.0669966,100
0.128633,1,12.1359196209,46.7499,2.70216e-10,0.98671,90.2590271026,16485.5,12.1359196209,nan,500.0,nan,5.52486e-05,50000,90.2590271026,81.1068,7.20254e-06,100,2.08672,0.000116841,0.5,90.2590271026,0.643103188338,0.0861883,100
0.156707,1,13.0324916516,46.1896,2.92433e-10,0.996485,89.5774118895,16371.4,13.0324916516,nan,500.0,nan,5.52486e-05,50000,89.5774118895,80.6386,8.68838e-06,100,1.95382,0.000108326,0.5,89.5774118895,0.655643559603,0.0951316,100
0.0603583,1,15.6375129476,50.1057,3.02164e-10,0.994143,90.3833070963,16532.8,15.6375129476,nan,500.0,nan,5.52486e-05,50000,90.3833070963,81.2314,3.35436e-06,100,2.25099,0.000125097,0.5,90.3833070963,0.704805858085,0.0978357,100
0.111673,1,14.0814696131,47.8988,2.88555e-10,0.979709,90.6171202434,16565.6,14.0814696131,nan,500.0,nan,5.52486e-05,50000,90.6171202434,81.4023,6.29754e-06,100,2.12881,0.00012005,0.5,90.6171202434,0.649757337696,0.090736,100
0.0630569,1,12.6029843042,42.3713,2.5282e-10,0.9927,90.0716486746,16446.2,12.6029843042,nan,500.0,nan,5.52486e-05,50000,90.0716486746,80.9967,3.50943e-06,100,1.95408,0.000108754,0.5,90.0716486746,0.643904750115,0.0816215,100
0.0769947,1,15.4715490988,48.0952,3.21302e-10,0.991651,89.2878883541,16337.2,15.4715490988,nan,500.0,nan,5.52486e-05,50000,89.2878883541,80.4926,4.28967e-06,100,2.00965,0.000111965,0.5,89.2878883541,0.65580376582,0.103511,100
0.0122967,1,32.9679832906,47.2029,3.69202e-10,0.969727,88.6773145431,16292.3,32.9679832906,nan,500.0,nan,5.52486e-05,50000,88.6773145431,80.3388,7.00586e-07,100,2.03084,0.000115704,0.5,88.6773145431,0.661031481904,0.113742,100
0.0475518,1,15.2480746331,44.6899,3.11977e-10,0.979852,89.345334061,16346.6,15.2480746331,nan,500.0,nan,5.52486e-05,50000,89.345334061,80.5836,2.68119e-06,100,2.16334,0.000121979,0.5,89.345334061,0.67187398606,0.0981298,100
0.223756,1,9.42914345791,42.624,1.95039e-10,0.993637,90.5684632338,16503.2,9.42914345791,nan,500.0,nan,5.52486e-05,50000,90.5684632338,81.0976,1.24414e-05,100,2.10303,0.000116933,0.5,90.5684632338,0.631810526934,0.0630862,100
0.0389147,1,16.4609415212,46.6149,3.31168e-10,1.00129,89.7035632656,16420.9,16.4609415212,nan,500.0,nan,5.52486e-05,50000,89.7035632656,80.9104,2.14721e-06,100,2.05647,0.000113471,0.5,89.7035632656,0.712755265274,0.108774,100
0.0583412,1,16.8137100855,47.9367,3.48809e-10,0.984147,90.0563921785,16496.0,16.8137100855,nan,500.0,nan,5.52486e-05,50000,90.0563921785,81.1947,3.2752e-06,100,2.06651,0.000116011,0.5,90.0563921785,0.684863166134,0.110679,100
0.13351,1,13.5734162287,48.0839,3.04713e-10,1.00534,90.5650409368,16558.7,13.5734162287,nan,500.0,nan,5.52486e-05,50000,90.5650409368,81.5404,7.33708e-06,100,1.99375,0.000109567,0.5,90.5650409368,0.676426100261,0.100895,100
0.0819255,1,14.2825889973,47.4289,2.99318e-10,0.992894,89.6999456102,16400.1,14.2825889973,nan,500.0,nan,5.52486e-05,50000,89.6999456102,80.6226,4.55866e-06,100,2.24081,0.000124688,0.5,89.6999456102,0.683061885867,0.0966709,100
0.173573,1,7.94183324611,33.3155,1.61863e-10,0.998142,90.6421190563,16498.2,7.94183324611,nan,500.0,nan,5.52486e-05,50000,90.6421190563,81.477,9.6075e-06,100,1.7851,9.8808e-05,0.5,90.6421190563,0.647120857016,0.0528312,100
0.058947,1,15.4777076063,43.4468,2.92588e-10,0.999347,89.7879312527,16415.1,15.4777076063,nan,500.0,nan,5.52486e-05,50000,89.7879312527,81.0092,3.25887e-06,100,1.97103,0.000108968,0.5,89.7879312527,0.762926637275,0.0957297,100
0.0533877,1,14.6674192243,41.5312,2.85053e-10,0.996173,90.3997649825,16524.7,14.6674192243,nan,500.0,nan,5.52486e-05,50000,90.3997649825,81.5347,2.96093e-06,100,1.97508,0.00010954,0.5,90.3997649825,0.72497035553,0.0926729,100
0.113281,1,10.4705588024,38.652,2.1739e-10,0.994733,90.4828709471,16500.1,10.4705588024,nan,500.0,nan,5.52486e-05,50000,90.4828709471,81.3641,6.29174e-06,100,1.85163,0.000102842,0.5,90.4828709471,0.670710639573,0.070471,100
0.171354,1,10.6293376192,40.9424,2.20084e-10,0.986597,90.2136517053,16452.1,10.6293376192,nan,500.0,nan,5.52486e-05,50000,90.2136517053,80.9738,9.59569e-06,100,2.06859,0.000115839,0.5,90.2136517053,0.653497148552,0.0701819,100
0.0481207,1,15.5176815544,48.0935,3.18591e-10,1.00378,90.6084620684,16578.7,15.5176815544,nan,500.0,nan,5.52486e-05,50000,90.6084620684,81.5816,2.64859e-06,100,2.15599,0.000118667,0.5,90.6084620684,0.709483474363,0.105164,100
0.137562,1,13.1997909848,45.726,2.84326e-10,0.980687,89.376109286,16334.8,13.1997909848,nan,500.0,nan,5.52486e-05,50000,89.376109286,80.3673,7.74978e-06,100,2.01972,0.000113784,0.5,89.376109286,0.657484462514,0.089585,100
0.0954108,1,13.0437034395,43.1096,2.64077e-10,1.00038,91.4966072873,16708.7,13.0437034395,nan,500.0,nan,5.52486e-05,50000,91.4966072873,82.3909,5.26933e-06,100,1.93944,0.000107111,0.5,91.4966072873,0.691033332527,0.0865794,100
0.0489957,1,15.0541657135,46.7432,3.05529e-10,0.990133,89.9585342253,16453.9,15.0541657135,nan,500.0,nan,5.52486e-05,50000,89.9585342253,80.9993,2.73392e-06,100,2.05491,0.000114662,0.5,89.9585342253,0.663639998805,0.0981288,100
0.294162,1,8.45827716877,38.5075,1.84314e-10,1.00611,90.6723344059,16514.1,8.45827716877,nan,500.0,nan,5.52486e-05,50000,90.6723344059,81.3971,1.61534e-05,100,1.86457,0.00010239,0.5,90.6723344059,0.636109134824,0.0611232,100
0.139775,1,10.7315602426,37.5132,2.24494e-10,1.01275,90.711731483,16543.2,10.7315602426,nan,500.0,nan,5.52486e-05,50000,90.711731483,81.7203,7.62516e-06,100,1.82617,9.96229e-05,0.5,90.711731483,0.725538248241,0.075434,100
0.105817,1,11.9340898521,40.9062,2.41407e-10,0.983588,89.9253124845,16413.6,11.9340898521,nan,500.0,nan,5.52486e-05,50000,89.9253124845,80.7837,5.94377e-06,100,1.99083,0.000111826,0.5,89.9253124845,0.648480442254,0.0765127,100
0.0360688,1,17.4513667661,42.9281,3.08806e-10,0.983116,89.002950787,16289.8,17.4513667661,nan,500.0,nan,5.52486e-05,50000,89.002950787,80.3847,2.02698e-06,100,1.8737,0.000105297,0.5,89.002950787,0.70010922047,0.0977804,100
0.0482126,1,16.061714085,46.6128,3.06602e-10,0.993484,89.8706768796,16442.4,16.061714085,nan,500.0,nan,5.52486e-05,50000,89.8706768796,81.0212,2.68115e-06,100,2.13993,0.000119004,0.5,89.8706768796,0.752641661264,0.0991411,100
0.140705,1,12.1811838945,42.5886,2.58818e-10,0.995672,90.1269312499,16458.5,12.1811838945,nan,500.0,nan,5.52486e-05,50000,90.1269312499,80.9568,7.80755e-06,100,2.13523,0.000118481,0.5,90.1269312499,0.661637941961,0.0840588,100
0.0242998,1,18.5274102115,43.3555,2.8444e-10,1.0143,90.195911642,16496.7,18.5274102115,nan,500.0,nan,5.52486e-05,50000,90.195911642,81.3477,1.32361e-06,100,2.10722,0.00011478,0.5,90.195911642,0.750591927958,0.0958693,100
0.155758,1,13.4875353126,47.7002,2.78039e-10,1.00102,90.2318433004,16487.7,13.4875353126,nan,500.0,nan,5.52486e-05,50000,90.2318433004,81.0914,8.59663e-06,100,2.08083,0.000114845,0.5,90.2318433004,0.635734206163,0.0912748,100
0.0307728,1,18.4114281516,48.1557,3.01073e-10,1.01869,90.5952146547,16574.5,18.4114281516,nan,500.0,nan,5.52486e-05,50000,90.5952146547,81.601,1.66895e-06,100,2.35898,0.000127939,0.5,90.5952146547,0.740983462956,0.102357,100
0.03234,1,11.8545896444,40.234,2.18307e-10,0.985537,89.9131030259,16402.8,11.8545896444,nan,500.0,nan,5.52486e-05,50000,89.9131030259,80.9252,1.81296e-06,100,1.89033,0.000105971,0.5,89.9131030259,0.648769473339,0.0694658,100
0.0571417,1,14.0989396127,45.9969,2.97075e-10,1.00216,89.7542774544,16409.1,14.0989396127,nan,500.0,nan,5.52486e-05,50000,89.7542774544,80.8698,3.15021e-06,100,1.94914,0.000107456,0.5,89.7542774544,0.653396210922,0.0977448,100
0.0683057,1,12.4725447711,40.5495,2.45124e-10,0.990951,90.2015236984,16465.4,12.4725447711,nan,500.0,nan,5.52486e-05,50000,90.2015236984,81.226,3.80826e-06,100,1.84907,0.000103092,0.5,90.2015236984,0.686169307104,0.0788583,100
0.025186,1,20.4440608323,48.1638,3.74201e-10,0.981834,89.6278849865,16437.4,20.4440608323,nan,500.0,nan,5.52486e-05,50000,89.6278849865,81.0387,1.41724e-06,100,2.19165,0.000123326,0.5,89.6278849865,0.762046005477,0.118178,100
0.0344618,1,17.6940952238,45.3784,3.14245e-10,0.988695,89.9837066313,16468.6,17.6940952238,nan,500.0,nan,5.52486e-05,50000,89.9837066313,81.2087,1.92573e-06,100,2.02447,0.000113128,0.5,89.9837066313,0.753495203356,0.100635,100
0.0196327,1,17.6464622691,52.9362,3.24687e-10,0.997823,89.7052835123,16422.1,17.6464622691,nan,500.0,nan,5.52486e-05,50000,89.7052835123,80.7642,1.08705e-06,100,2.19873,0.000121742,0.5,89.7052835123,0.691105370078,0.105908,100
0.161319,1,11.5686118413,43.1869,2.5522e-10,0.99943,90.121854307,16452.0,11.5686118413,nan,500.0,nan,5.52486e-05,50000,90.121854307,81.0553,8.91773e-06,100,1.89522,0.000104768,0.5,90.121854307,0.639960176407,0.0835174,100
0.0287007,1,15.99834171,45.4037,2.97592e-10,0.994131,89.0196738434,16283.6,15.99834171,nan,500.0,nan,5.52486e-05,50000,89.0196738434,80.2026,1.59503e-06,100,2.04957,0.000113904,0.5,89.0196738434,0.694916267837,0.0963532,100
0.0741593,1,18.0374940784,49.1688,3.68562e-10,0.99297,89.7191702641,16442.2,18.0374940784,nan,500.0,nan,5.52486e-05,50000,89.7191702641,80.8053,4.12621e-06,100,2.4001,0.000133541,0.5,89.7191702641,0.768235659379,0.119053,100
0.0227547,1,22.9078395384,51.7639,3.73887e-10,0.97081,89.205244709,16369.4,22.9078395384,nan,500.0,nan,5.52486e-05,50000,89.205244709,80.5237,1.29497e-06,100,2.29807,0.000130783,0.5,89.205244709,0.785798340125,0.115442,100
0.102507,1,11.6511483705,45.4646,2.51359e-10,0.984848,89.6711318413,16370.0,11.6511483705,nan,500.0,nan,5.52486e-05,50000,89.6711318413,80.507,5.75052e-06,100,2.02996,0.000113878,0.5,89.6711318413,0.649037046496,0.079871,100
0.0576871,1,13.5589990411,47.776,3.06476e-10,0.999648,90.4756593873,16543.0,13.5589990411,nan,500.0,nan,5.52486e-05,50000,90.4756593873,81.4266,3.18825e-06,100,2.06122,0.00011392,0.5,90.4756593873,0.683580623336,0.100334,100
0.0369532,1,16.0336907231,48.4669,3.17386e-10,0.991422,89.5932313378,16397.2,16.0336907231,nan,500.0,nan,5.52486e-05,50000,89.5932313378,80.7178,2.05928e-06,100,2.22444,0.000123961,0.5,89.5932313378,0.769415840287,0.102203,100
0.200457,1,10.3090614766,43.7838,2.29521e-10,1.00166,90.4481730362,16497.4,10.3090614766,nan,500.0,nan,5.52486e-05,50000,90.4481730362,81.2483,1.10566e-05,100,1.93054,0.000106483,0.5,90.4481730362,0.635147353872,0.0754435,100
0.0853744,1,12.9549923203,42.2952,2.75664e-10,0.998766,90.3191782795,16498.3,12.9549923203,nan,500.0,nan,5.52486e-05,50000,90.3191782795,81.3117,4.72265e-06,100,2.11695,0.000117103,0.5,90.3191782795,0.780039997586,0.0900874,100
0.0679295,1,14.517089971,44.5008,2.7089e-10,1.0115,89.9484808424,16434.7,14.517089971,nan,500.0,nan,5.52486e-05,50000,89.9484808424,80.9634,3.71034e-06,100,2.08203,0.000113722,0.5,89.9484808424,0.697008685773,0.0907991,100
0.0629579,1,14.2805044108,45.3754,2.98827e-10,0.995098,90.2764867218,16506.4,14.2805044108,nan,500.0,nan,5.52486e-05,50000,90.2764867218,81.3193,3.49547e-06,100,1.92736,0.000107009,0.5,90.2764867218,0.656858320251,0.0969413,100
0.0573781,1,17.1018862756,50.9665,3.71425e-10,0.985966,89.7701424534,16450.7,17.1018862756,nan,500.0,nan,5.52486e-05,50000,89.7701424534,80.9715,3.21518e-06,100,2.12577,0.000119118,0.5,89.7701424534,0.731330277175,0.118291,100
0.0154773,1,27.0148242283,51.1341,3.38667e-10,0.985854,90.0415150751,16516.7,27.0148242283,nan,500.0,nan,5.52486e-05,50000,90.0415150751,81.1674,8.6737e-07,100,2.36264,0.000132406,0.5,90.0415150751,0.706843513025,0.107834,100
0.0631821,1,13.2547571737,44.2313,2.85978e-10,0.996077,89.6931916823,16392.1,13.2547571737,nan,500.0,nan,5.52486e-05,50000,89.6931916823,80.7555,3.50447e-06,100,1.92237,0.000106626,0.5,89.6931916823,0.647437830176,0.0929558,100
0.158881,1,10.4791929081,40.7777,2.23479e-10,1.00627,90.0434888278,16421.5,10.4791929081,nan,500.0,nan,5.52486e-05,50000,90.0434888278,80.9017,8.72323e-06,100,2.00238,0.000109939,0.5,90.0434888278,0.663524932211,0.0741357,100
0.0389447,1,14.8026390346,45.3052,2.97761e-10,1.00785,90.5591103645,16559.3,14.8026390346,nan,500.0,nan,5.52486e-05,50000,90.5591103645,81.6035,2.13488e-06,100,2.00609,0.00010997,0.5,90.5591103645,0.685072368978,0.0990876,100
0.253009,1,10.6984808186,48.0571,2.37789e-10,0.991791,90.3747414619,16489.9,10.6984808186,nan,500.0,nan,5.52486e-05,50000,90.3747414619,81.0187,1.40941e-05,100,2.07859,0.00011579,0.5,90.3747414619,0.626179644823,0.0766283,100
0.0644656,1,18.2931428657,52.0938,3.51743e-10,1.00568,89.9056666228,16473.4,18.2931428657,nan,500.0,nan,5.52486e-05,50000,89.9056666228,80.9869,3.54152e-06,100,2.2866,0.000125618,0.5,89.9056666228,0.706709654001,0.116548,100
0.0822047,1,11.5960388269,41.2575,2.49221e-10,0.987749,90.098870756,16446.7,11.5960388269,nan,500.0,nan,5.52486e-05,50000,90.098870756,81.0818,4.59803e-06,100,1.92907,0.0001079,0.5,90.098870756,0.711880957547,0.079659,100
0.113332,1,12.9167887937,44.9336,2.74676e-10,1.00776,90.6723115828,16563.2,12.9167887937,nan,500.0,nan,5.52486e-05,50000,90.6723115828,81.6229,6.2132e-06,100,1.97885,0.000108487,0.5,90.6723115828,0.70940523716,0.0913887,100
0.0275648,1,15.4507374673,46.5159,2.77708e-10,0.989343,89.8550561905,16426.9,15.4507374673,nan,500.0,nan,5.52486e-05,50000,89.8550561905,80.743,1.53932e-06,100,2.3444,0.00013092,0.5,89.8550561905,0.648969763409,0.0890512,100
0.174543,1,9.59845199224,41.9827,2.11846e-10,0.985901,90.1041717304,16427.2,9.59845199224,nan,500.0,nan,5.52486e-05,50000,90.1041717304,80.8342,9.78118e-06,100,1.94108,0.000108776,0.5,90.1041717304,0.635918681363,0.0674597,100
0.031643,1,17.4403529798,47.7759,3.50801e-10,1.00013,89.4731018836,16389.5,17.4403529798,nan,500.0,nan,5.52486e-05,50000,89.4731018836,80.7257,1.74801e-06,100,2.05738,0.000113653,0.5,89.4731018836,0.6983142792,0.114955,100
0.145054,1,11.7169103832,43.6121,2.55358e-10,0.987859,90.0351362652,16436.3,11.7169103832,nan,500.0,nan,5.52486e-05,50000,90.0351362652,81.014,8.11253e-06,100,1.87693,0.000104972,0.5,90.0351362652,0.648536862158,0.0816388,100
0.0228321,1,15.8797686121,46.9744,3.33298e-10,0.979188,89.9865368134,16474.4,15.8797686121,nan,500.0,nan,5.52486e-05,50000,89.9865368134,81.1182,1.28825e-06,100,2.05329,0.000115853,0.5,89.9865368134,0.705812494917,0.104694,100
0.0849651,1,15.8741498284,44.7842,3.25008e-10,1.0003,90.1162300572,16492.7,15.8741498284,nan,500.0,nan,5.52486e-05,50000,90.1162300572,81.2563,4.69277e-06,100,2.06119,0.000113843,0.5,90.1162300572,0.705663379818,0.106541,100
0.135948,1,9.58724893014,38.6767,2.07061e-10,0.990712,90.7690388706,16544.1,9.58724893014,nan,500.0,nan,5.52486e-05,50000,90.7690388706,81.6208,7.58135e-06,100,1.7646,9.84058e-05,0.5,90.7690388706,0.636330592644,0.0665811,100
0.0669912,1,14.3432817986,45.3558,3.08997e-10,0.992127,89.6774508812,16399.1,14.3432817986,nan,500.0,nan,5.52486e-05,50000,89.6774508812,80.8088,3.73054e-06,100,2.03433,0.000113286,0.5,89.6774508812,0.688990888797,0.099643,100
0.195031,1,8.81979066745,39.6527,1.87109e-10,1.00128,91.0675055831,16587.9,8.81979066745,nan,500.0,nan,5.52486e-05,50000,91.0675055831,81.8128,1.07614e-05,100,1.79302,9.89347e-05,0.5,91.0675055831,0.621975637057,0.0614563,100
0.145866,1,9.8545729985,40.8764,2.05316e-10,0.985975,90.6872992235,16531.7,9.8545729985,nan,500.0,nan,5.52486e-05,50000,90.6872992235,81.354,8.17355e-06,100,2.04365,0.000114515,0.5,90.6872992235,0.657420228206,0.0653901,100
0.0393854,1,18.9079296867,48.234,3.16525e-10,1.02581,89.8392543158,16444.3,18.9079296867,nan,500.0,nan,5.52486e-05,50000,89.8392543158,80.939,2.12124e-06,100,2.41786,0.000130222,0.5,89.8392543158,0.70904861543,0.109119,100
0.0397747,1,16.4667293929,49.4103,3.20324e-10,0.989389,89.9553230365,16466.9,16.4667293929,nan,500.0,nan,5.52486e-05,50000,89.9553230365,80.9949,2.22106e-06,100,2.08192,0.000116257,0.5,89.9553230365,0.663370670283,0.102726,100
0.119465,1,10.7289401837,42.4959,2.10848e-10,0.975831,90.547276341,16511.9,10.7289401837,nan,500.0,nan,5.52486e-05,50000,90.547276341,81.1831,6.76374e-06,100,2.07344,0.000117392,0.5,90.547276341,0.651792997018,0.0657772,100
