Weights,EpisodesSoFar,ReturnStepMaxmin,EpRewMean,TimeElapsed,ESSRenyi,Bound,InitialReturnStd,EpLenMean,OptimizationReturnMean,LearnableVariance,TimestepsSoFar,J_sample_variance,StdIWNorm,InitialReturnMin,MeanEntropy,InitialBound,VarianceInit,MeanIWNorm,MeanIW,MaxIWNorm,InitialReturnMax,EmpiricalD2,Iteration,OptimizationReturnMin,EpThisIter,ReturnMeanIW,StdIW,ReturnStepMax,InitialReturnMean,OptimizationReturnMax,ESSClassic,MinIW,MaxIW,MinIWNorm
[-0.233  0.9  ],14200,0.865288,-106.483212248981,5779.24058675766,7.5632753,-85.44014,25.909683,148.94,72.924484,,4034657,20750.19,0.010217065,-179.4077,0.4189424,-112.46346,-1.0,0.006190806,0.6190806,0.06223193,-71.063446,13.221785,142,,100,-63.69487,1.0217065,0.865288,-106.4832,108.34425,26.855072,0.004208009,6.223193,4.208009e-05
[-0.247  0.941],14300,0.86303604,-100.06364989563822,5803.224457502365,48.57845,-102.13642,25.637651,140.3,74.80909,,4048687,38117.914,0.008928996,-174.87274,0.4189424,-105.892746,-1.0,0.010005428,1.0005428,0.044935707,-59.43718,2.058526,143,,100,-93.773094,0.8928996,0.86303604,-100.06365,115.43556,55.666733,0.0290124,4.493571,0.000290124
[-0.227  0.962],14400,0.86125326,-100.5482580281794,5824.747292280197,14.561775,-90.518486,28.29845,140.54,130.26811,,4062741,40892.746,0.008421274,-230.81638,0.4189424,-108.242134,-1.0,0.0072165043,0.7216503,0.050155416,-60.223885,6.867295,144,,100,-70.35627,0.8421274,0.86125326,-100.54825,170.5925,42.341225,0.0063297637,5.0155416,6.329764e-05
[-0.252  0.999],14500,0.8633951,-94.40793011575937,5850.114210128784,79.35255,-93.96793,20.703665,133.25,54.508785,,4076066,21639.098,0.0061411452,-148.91672,0.4189424,-99.37182,-1.0,0.009478965,0.9478965,0.052271392,-61.645256,1.260199,145,,100,-88.39554,0.6141145,0.8633951,-94.40793,87.27146,70.4356,0.177725,5.2271395,0.00177725
[-0.301  1.   ],14600,0.86298233,-93.57909762084483,5870.725445508957,5.3463044,-76.73279,19.253906,132.11,58.376163,,4089277,8661.171,0.007834173,-151.95526,0.4189424,-98.64427,-1.0,0.0056055887,0.5605589,0.052481335,-60.116356,18.70451,146,,100,-54.826553,0.7834174,0.86298233,-93.5791,91.838905,33.86172,0.004458834,5.2481337,4.4588338e-05
[-0.36   1.044],14700,0.8617958,-91.23826970919967,5888.933760404587,7.84559,-69.319756,21.025307,129.33,71.41932,,4102210,11133.21,0.00834477,-162.6576,0.4189424,-96.66019,-1.0,0.0053657456,0.53657454,0.0577237,-59.51728,12.746014,147,,100,-49.962658,0.83447707,0.8617958,-91.23827,103.14031,29.25152,0.0043354603,5.7723703,4.33546e-05
[-0.206  1.051],14800,0.8613309,-94.13761193200946,5911.300904035568,29.302958,-95.10906,21.609518,132.37,62.40504,,4115447,30578.63,0.011482168,-156.54265,0.4189424,-99.3557,-1.0,0.009641403,0.9641404,0.060554784,-60.3691,3.4126248,148,,100,-85.469536,1.1482168,0.8613309,-94.13762,96.17355,41.35141,0.02641138,6.0554786,0.0002641138
[-0.239  1.081],14900,0.8629723,-88.3167349293828,5931.917511701584,12.886651,-75.716385,22.98925,125.24,82.178825,,4127971,30355.451,0.0125015555,-170.49556,0.4189424,-93.99992,-1.0,0.007313437,0.7313437,0.07197221,-58.96949,7.7599683,149,,100,-59.884895,1.2501556,0.8629723,-88.31674,111.52607,25.496979,0.0036543487,7.1972213,3.6543486e-05
[-0.214  1.042],15000,0.8634165,-93.20131514564156,5954.203587770462,98.9826,-98.7675,21.405931,131.28,82.88811,,4141099,31445.389,0.0009837542,-176.08942,0.4189424,-99.07096,-1.0,0.009941342,0.9941342,0.012438542,-59.980583,1.0102786,150,,100,-92.86777,0.09837541,0.8634165,-93.20132,116.10883,99.030266,0.7633923,1.2438543,0.007633923
[-0.224  1.044],15100,0.8615916,-93.98041771903634,5977.321213960648,94.97835,-98.89899,21.798754,133.04,77.91688,,4154403,30102.258,0.0021210245,-171.8973,0.4189424,-99.71033,-1.0,0.009908059,0.99080586,0.015437775,-60.136482,1.0528716,151,,100,-93.019554,0.21210246,0.8615916,-93.98042,111.76081,95.61817,0.44131422,1.5437776,0.0044131423
[-0.245  1.042],15200,0.8617995,-93.78213128373027,5999.841015815735,15.258922,-92.77138,22.40422,132.8,89.01793,,4167683,41402.082,0.012259039,-182.80006,0.4189424,-99.875465,-1.0,0.008675952,0.8675953,0.08450764,-60.001205,6.553543,152,,100,-77.17251,1.225904,0.8617995,-93.782135,122.79886,33.3718,0.007855293,8.450764,7.8552934e-05
[-0.247  1.077],15300,0.8594373,-87.82838550612331,6021.358268976212,5.8698907,-62.34876,18.321716,124.47,46.411026,,4180130,6204.9014,0.007230309,-134.23941,0.4189424,-92.303024,-1.0,0.0050493805,0.5049382,0.04302047,-60.3518,17.036093,153,,100,-43.87974,0.72303087,0.8594373,-87.82839,73.88761,32.782658,0.0055470737,4.302047,5.5470737e-05
[-0.121  1.042],15400,0.86249685,-91.67514055803419,6043.138641357422,7.957098,-63.314995,20.441534,129.43,66.05606,,4193073,7544.4023,0.0061109103,-157.7312,0.4189424,-96.93284,-1.0,0.00477128,0.477128,0.033303257,-60.068268,12.567396,154,,100,-44.676147,0.611091,0.86249685,-91.67515,97.66293,37.873466,0.00262686,3.3303258,2.62686e-05
[-0.167  1.085],15500,0.86489195,-86.20787326931953,6065.523094892502,6.787359,-77.63028,16.72173,122.03,47.02223,,4205276,10283.594,0.010183444,-133.2301,0.4189424,-90.648865,-1.0,0.006838681,0.6838681,0.05422129,-50.701637,14.733271,155,,100,-60.583958,1.0183444,0.86489195,-86.20787,82.528465,31.080967,0.008706007,5.422129,8.706007e-05
[-0.13  1.04],15600,0.86183244,-91.85002458184958,6084.278682470322,8.366346,-86.9384,20.933395,129.99,72.79441,,4218275,24037.713,0.011381727,-164.64444,0.4189424,-97.33817,-1.0,0.0075511946,0.7551195,0.064707704,-50.15078,11.952648,156,,100,-67.96444,1.1381727,0.86183244,-91.85003,114.49366,30.563482,0.0050582793,6.470771,5.0582792e-05
[-0.046  1.072],15700,0.86904967,-92.76865190848709,6102.219836235046,12.672511,-73.72932,24.255013,130.76,124.01208,,4231351,30110.598,0.008749597,-216.78073,0.4189424,-99.994675,-1.0,0.00592878,0.592878,0.069737606,-59.97152,7.891096,157,,100,-53.430626,0.87495965,0.86904967,-92.76865,156.8092,31.46695,0.011678324,6.9737606,0.00011678324
[-0.191  1.081],15800,0.8693309,-93.46526671037078,6119.051258087158,8.42546,-75.29204,20.704472,131.85,59.93687,,4244536,12770.492,0.0095838355,-153.40213,0.4189424,-98.57867,-1.0,0.006118494,0.6118494,0.05040924,-60.77478,11.868788,158,,100,-57.675793,0.9583836,0.8693309,-93.46526,92.62735,28.955963,0.0064406306,5.040924,6.4406304e-05
[-0.347  1.093],15900,0.8630731,-91.10976922079921,6133.190180540085,60.920044,-85.26883,16.757969,129.0,42.656845,,4257436,15077.387,0.0054678377,-133.76662,0.4189424,-95.56866,-1.0,0.008831745,0.88317454,0.028101597,-61.049892,1.6414958,159,,100,-79.55606,0.54678375,0.8630731,-91.109764,72.71672,72.290924,0.12470183,2.8101597,0.0012470182
[-0.279  1.097],16000,0.8700262,-86.75578646957874,6145.759068727493,8.566887,-75.54442,19.424236,123.42,74.419685,,4269778,19207.799,0.010518966,-161.17548,0.4189424,-92.128296,-1.0,0.0068293107,0.6829311,0.0766354,-60.22339,11.672852,160,,100,-57.188915,1.0518967,0.8700262,-86.75579,100.95209,29.652262,0.001924815,7.66354,1.924815e-05
[-0.265  1.138],16100,0.8682267,-88.09227995410562,6158.349052906036,7.919841,-76.91385,18.945616,124.82,58.91876,,4282260,12032.272,0.010661434,-147.01105,0.4189424,-92.992645,-1.0,0.0064801145,0.6480114,0.08293751,-60.11239,12.626516,161,,100,-59.500973,1.0661435,0.8682267,-88.092285,86.89866,26.976994,0.0011895213,8.293751,1.1895213e-05
[-0.291  1.097],16200,0.8646474,-87.4590518219769,6170.756492853165,8.513899,-82.88296,17.129421,124.41,46.100273,,4294701,15541.155,0.012381816,-133.55933,0.4189424,-91.911026,-1.0,0.007854056,0.78540564,0.06815815,-59.33368,11.745501,162,,100,-67.62527,1.2381817,0.8646474,-87.459045,74.22565,28.691849,0.0016035124,6.8158154,1.6035125e-05
[-0.208  1.059],16300,0.861237,-88.14935836017132,6183.328462600708,86.99456,-91.0002,17.386206,124.67,54.394722,,4307168,20717.656,0.0032250995,-142.54408,0.4189424,-92.90082,-1.0,0.00986528,0.98652804,0.018706216,-60.39839,1.1494972,163,,100,-85.90593,0.32250997,0.861237,-88.14935,82.14569,90.34461,0.43974268,1.8706217,0.0043974267
[-0.248  1.06 ],16400,0.8620901,-88.3510121972859,6198.839903116226,15.197812,-83.458336,22.928026,124.61,84.35867,,4319629,39687.234,0.012854831,-172.70969,0.4189424,-94.108,-1.0,0.008388033,0.83880335,0.08157461,-60.27887,6.5798945,164,,100,-68.6909,1.2854831,0.8620901,-88.35101,112.43082,29.863058,0.0132460715,8.157461,0.00013246071
[-0.226  1.096],16500,0.85871696,-91.28235090047122,6212.857222080231,26.653,-96.71865,21.505548,128.62,119.65024,,4332491,56986.633,0.011148257,-210.93259,0.4189424,-98.31344,-1.0,0.009047143,0.9047143,0.077665806,-60.75547,3.7519228,165,,100,-83.09952,1.1148257,0.85871696,-91.28234,150.17712,39.707478,0.04174953,7.7665806,0.0004174953
[-0.21   1.065],16600,0.86835706,-90.19230362772942,6225.678048849106,7.389284,-74.02448,21.41704,127.36,88.847404,,4345227,16049.78,0.008831406,-179.0397,0.4189424,-96.160286,-1.0,0.005702513,0.5702513,0.051642723,-59.910583,13.533111,166,,100,-52.069813,0.8831407,0.86835706,-90.19231,119.12912,29.425344,0.009117146,5.1642723,9.117146e-05
[-0.215  1.108],16700,0.86355335,-85.97899671435356,6237.388336181641,6.3108172,-70.33176,16.11728,121.55,45.13433,,4357382,8754.587,0.009204606,-131.11333,0.4189424,-90.349434,-1.0,0.0061988235,0.61988235,0.04705208,-60.118675,15.845808,167,,100,-52.934414,0.9204606,0.86355335,-85.979004,70.99465,31.202074,0.0032556616,4.7052083,3.2556614e-05
[-0.043  1.094],16800,0.85825527,-89.4607418385148,6249.26399564743,18.65045,-89.05217,21.603548,125.98,87.585,,4369980,37125.402,0.013026255,-177.04575,0.4189424,-95.36227,-1.0,0.0084822085,0.848221,0.08159229,-51.0636,5.361801,168,,100,-75.386856,1.3026255,0.85825527,-89.46074,125.98215,29.775908,0.009956691,8.159229,9.956691e-05
[0.01  1.059],16900,0.86847055,-91.52444039300084,6261.403039455414,98.48854,-96.6924,21.661234,128.84,70.73135,,4382864,26274.484,0.0013868447,-162.2558,0.4189424,-96.93296,-1.0,0.00985882,0.985882,0.017714022,-59.71586,1.0153465,169,,100,-91.24253,0.13868448,0.86847055,-91.524445,102.53994,98.05958,0.74507666,1.7714022,0.0074507664
[0.01  1.056],17000,0.8643596,-91.28850512444973,6273.1221804618835,12.626146,-71.66509,21.980818,128.89,71.54748,,4395753,23254.338,0.012707349,-162.83598,0.4189424,-96.71637,-1.0,0.006557186,0.6557186,0.08460348,-61.528023,7.920073,170,,100,-56.389652,1.2707349,0.8643596,-91.288506,101.30796,21.028013,0.013978277,8.460348,0.00013978277
[0.045 1.092],17100,0.8586683,-89.1041496309638,6285.201543092728,19.459288,-75.0755,20.525791,126.22,56.914894,,4408375,16052.779,0.009476972,-146.01904,0.4189424,-93.97144,-1.0,0.007375657,0.73756576,0.059626862,-50.889084,5.138934,171,,100,-64.04171,0.9476973,0.8586683,-89.10416,95.12996,37.722115,0.026155742,5.9626865,0.0002615574
[-0.083  1.105],17200,0.8587428,-89.46148463532329,6298.9983077049255,6.283952,-68.778595,22.0166,127.2,74.97269,,4421095,11017.09,0.007014107,-164.43417,0.4189424,-94.94262,-1.0,0.005243407,0.5243407,0.042524688,-51.097946,15.913551,172,,100,-46.91335,0.70141065,0.8587428,-89.46149,113.33623,35.84947,0.008400927,4.252469,8.400927e-05
[0.064 1.079],17300,0.8621266,-89.64160236120225,6313.015089511871,16.19737,-82.095276,20.313028,126.34,73.2988,,4433729,26511.213,0.011333677,-162.9404,0.4189424,-95.07295,-1.0,0.00810087,0.81008697,0.061409604,-61.444733,6.1738415,173,,100,-68.59989,1.1333678,0.8621266,-89.6416,101.49567,33.81354,0.011717789,6.1409607,0.000117177886
[0.133 1.108],17400,0.86076844,-90.3231878566742,6327.80349445343,10.206983,-77.927124,21.588434,127.08,70.530785,,4446437,14932.111,0.010600429,-160.85397,0.4189424,-95.68498,-1.0,0.00649905,0.6499051,0.066774376,-50.883232,9.7972145,174,,100,-61.144424,1.060043,0.86076844,-90.3232,109.97074,27.31941,0.014779957,6.677438,0.00014779957
[0.192 1.068],17500,0.86339515,-91.5120680294931,6343.403957128525,12.104109,-70.17329,21.516134,129.08,75.50995,,4459345,15963.6045,0.009097032,-167.02202,0.4189424,-97.07947,-1.0,0.006058861,0.6058861,0.050082076,-51.541237,8.261658,175,,100,-54.17085,0.9097032,0.86339515,-91.51207,115.48078,30.728292,0.013918961,5.008208,0.00013918961
[0.045 1.072],17600,0.8638635,-89.87692630887031,6362.063155174255,69.57143,-89.01914,18.03872,127.04,41.86395,,4472049,16877.125,0.0053335237,-131.74088,0.4189424,-94.26828,-1.0,0.009506584,0.9506585,0.027393233,-61.211845,1.4373717,176,,100,-83.75432,0.5333524,0.8638635,-89.87692,70.52903,76.05952,0.19540319,2.7393234,0.0019540319
[0.097 1.061],17700,0.8622254,-88.98617581352592,6382.284855127335,6.583007,-78.98378,19.709377,125.63,48.740677,,4484612,12753.356,0.012224113,-137.72685,0.4189424,-93.577065,-1.0,0.0067731994,0.67731994,0.077891275,-61.275784,15.190627,177,,100,-61.09069,1.2224113,0.8622254,-88.986176,76.451065,23.489513,0.00076314213,7.789128,7.631421e-06
[0.076 1.017],17800,0.8669701,-97.48306446328759,6404.38661813736,85.63286,-99.903885,21.814451,136.9,69.357574,,4498302,28205.652,0.003797757,-166.84064,0.4189424,-103.04442,-1.0,0.009768184,0.9768184,0.021624204,-59.95244,1.167776,178,,100,-93.89408,0.3797757,0.8669701,-97.48306,106.8882,86.869156,0.27211863,2.1624205,0.0027211863
[0.036 1.018],17900,0.8601833,-91.40132778733968,6425.876156568527,5.9116,-77.88481,15.9873295,129.41,47.755104,,4511243,10596.881,0.010123952,-139.15643,0.4189424,-96.03989,-1.0,0.006493158,0.6493159,0.053376183,-61.55268,16.915894,179,,100,-58.80696,1.0123954,0.8601833,-91.40132,77.60375,29.145866,0.0029051646,5.3376184,2.9051645e-05
[0.003 1.063],18000,0.8587114,-90.82283996865154,6444.503792047501,11.657064,-83.52367,22.357635,128.35,111.336136,,4524078,33720.664,0.00995354,-202.15897,0.4189424,-97.56147,-1.0,0.0070762243,0.7076225,0.059774645,-60.33995,8.578489,180,,100,-63.786846,0.995354,0.8587114,-90.82285,141.81902,33.573135,0.009764177,5.9774647,9.7641765e-05
[0.016 1.023],18100,0.858706,-95.10704460263253,6467.041716337204,82.27042,-96.57903,22.037786,134.18,80.43449,,4537496,30768.299,0.0054665776,-175.54153,0.4189424,-100.95843,-1.0,0.009500594,0.95005953,0.033260353,-60.577156,1.2155038,181,,100,-90.12789,0.54665774,0.858706,-95.10704,114.96438,75.12712,0.12511736,3.3260355,0.0012511736
[0.021 1.035],18200,0.85858274,-96.00027399122715,6488.522875547409,14.904644,-88.35263,24.206661,134.85,69.81941,,4550981,29200.049,0.0112525355,-165.81969,0.4189424,-101.527596,-1.0,0.008314277,0.83142763,0.08079544,-60.54329,6.709318,182,,100,-74.03557,1.1252536,0.85858274,-96.000275,105.2764,35.314598,0.005287911,8.079544,5.2879106e-05
[-0.102  1.057],18300,0.86030364,-92.19262070417405,6508.614609479904,35.897095,-80.054405,23.94513,129.22,71.35822,,4563903,21678.416,0.007822314,-163.55084,0.4189424,-97.64432,-1.0,0.007966942,0.7966943,0.05964754,-60.01319,2.7857409,183,,100,-70.95523,0.7822315,0.86030364,-92.19263,103.53765,50.915913,0.027899822,5.964754,0.00027899822
[-0.203  1.07 ],18400,0.8642918,-89.94766925469041,6526.080974817276,78.879,-93.49405,21.482372,126.31,81.72289,,4576534,30109.865,0.0053900215,-171.67056,0.4189424,-95.67002,-1.0,0.009630731,0.96307313,0.028455729,-50.875927,1.2677646,184,,100,-87.050964,0.5390022,0.8642918,-89.94766,120.79463,76.148155,0.17402968,2.845573,0.0017402967
[-0.243  1.081],18500,0.8614615,-89.07282557159662,6548.437076807022,19.101171,-92.81831,22.785467,125.55,125.65328,,4589089,47846.816,0.010803436,-214.7261,0.4189424,-96.23036,-1.0,0.0082127135,0.8212713,0.06445002,-50.01441,5.235281,185,,100,-76.441345,1.0803436,0.8614615,-89.07283,164.7117,36.624454,0.008571679,6.445002,8.571678e-05
[-0.218  1.046],18600,0.8649198,-93.6359940892458,6572.336535692215,97.68088,-99.2526,24.378412,132.83,76.20115,,4602372,30074.637,0.0015324149,-169.83714,0.4189424,-99.29723,-1.0,0.010019912,1.0019912,0.014298337,-59.43358,1.0237418,186,,100,-93.52455,0.15324152,0.8649198,-93.635994,110.403564,97.71448,0.64830357,1.4298337,0.0064830356
[-0.218  1.05 ],18700,0.86218613,-95.39796490728855,6591.968626976013,92.27588,-100.14141,22.11126,133.97,84.77233,,4615769,33475.664,0.0031367734,-180.1703,0.4189424,-101.40364,-1.0,0.009915668,0.9915668,0.023253465,-60.49636,1.0837069,187,,100,-93.88943,0.31367734,0.86218613,-95.39796,119.67394,90.902954,0.46070737,2.3253465,0.0046070735
[-0.196  1.054],18800,0.86400497,-92.98706777617335,6615.882645606995,7.7477336,-75.53447,23.190952,130.61,76.48936,,4628830,15098.673,0.008999729,-169.47643,0.4189424,-98.636284,-1.0,0.005978242,0.5978242,0.04821657,-50.30419,12.907001,188,,100,-55.238922,0.89997286,0.86400497,-92.98707,119.17223,30.615955,0.0057611205,4.821657,5.7611203e-05
[-0.203  1.012],18900,0.86621237,-94.92621453747154,6638.76319694519,14.520796,-88.00857,22.365856,134.26,65.82978,,4642256,28223.31,0.011975631,-160.756,0.4189424,-100.28475,-1.0,0.008279389,0.8279389,0.0705375,-50.325207,6.886675,189,,100,-73.94645,1.1975632,0.86621237,-94.92622,110.430786,32.33959,0.012966001,7.05375,0.00012966001
[-0.143  1.042],19000,0.8629165,-95.68033807829022,6662.81241774559,7.6851206,-81.46038,22.245188,135.18,64.424675,,4655774,22203.922,0.011253356,-160.10501,0.4189424,-101.017166,-1.0,0.0070686615,0.70686615,0.07055192,-60.457573,13.012157,190,,100,-62.209156,1.1253357,0.8629165,-95.68034,99.64744,28.292664,0.0025059388,7.0551915,2.5059388e-05
[-0.128  1.083],19100,0.8628051,-88.77473704293371,6677.805460691452,5.0370007,-73.487076,20.028091,126.33,59.462,,4668407,11879.633,0.009969306,-148.23674,0.4189424,-93.715965,-1.0,0.005803341,0.58033425,0.06529508,-60.389133,19.853085,191,,100,-51.470562,0.9969306,0.8628051,-88.774734,87.84761,25.309864,0.002383247,6.5295076,2.383247e-05
[-0.221  1.048],19200,0.86659396,-90.41693619936704,6696.558133363724,11.702258,-78.1186,21.095016,127.69,75.01471,,4681176,20557.469,0.011732193,-165.43164,0.4189424,-95.93133,-1.0,0.0067744553,0.6774456,0.06961901,-59.210617,8.54536,192,,100,-61.998695,1.1732193,0.86659396,-90.41693,106.22102,25.004827,0.0024869046,6.961901,2.4869045e-05
[-0.237  1.009],19300,0.8615341,-98.01642704606056,6717.288133859634,7.875047,-74.91895,23.559023,138.07,77.62562,,4694983,13767.053,0.007398489,-175.64204,0.4189424,-103.87116,-1.0,0.005554538,0.5554539,0.037389714,-59.874367,12.698337,193,,100,-54.055767,0.7398489,0.8615341,-98.016426,115.76768,36.0471,0.0012373466,3.7389715,1.2373465e-05
[-0.393  1.018],19400,0.8604543,-95.85602379366756,6738.712338924408,9.240201,-92.175156,24.591007,134.75,90.51245,,4708458,27492.322,0.0118472185,-186.36847,0.4189424,-102.06829,-1.0,0.007094162,0.70941615,0.076187186,-59.42518,10.822275,194,,100,-71.73847,1.1847218,0.8604543,-95.856026,126.94329,26.392984,0.00019962163,7.6187186,1.9962163e-06
[-0.411  0.978],19500,0.85928124,-104.66681186243892,6761.634660959244,48.733402,-100.849,23.645699,146.01,107.03585,,4723059,40135.79,0.008187051,-211.70267,0.4189424,-111.723564,-1.0,0.008607207,0.86072075,0.048983116,-69.728226,2.0519807,195,,100,-90.74038,0.8187052,0.85928124,-104.66682,141.97444,52.500225,0.081542,4.8983116,0.00081542
[-0.362  0.995],19600,0.85886365,-95.97232621878385,6781.6091232299805,18.0725,-95.009766,21.229103,135.44,74.09397,,4736603,29701.078,0.01129769,-170.0663,0.4189424,-101.6412,-1.0,0.008626586,0.8626587,0.05793332,-60.609226,5.5332685,196,,100,-81.67493,1.129769,0.85886365,-95.97232,109.45708,36.830425,0.01692957,5.793332,0.0001692957
[-0.405  1.028],19700,0.85691065,-93.90318559721112,6800.139456987381,23.106085,-75.30649,19.211437,132.35,84.15953,,4749838,20084.232,0.007338452,-178.06271,0.4189424,-99.838615,-1.0,0.0069412882,0.6941288,0.035889465,-60.272995,4.327864,197,,100,-62.95872,0.73384523,0.85691065,-93.90318,117.78972,47.22083,0.05651766,3.5889466,0.0005651766
[-0.298  1.008],19800,0.8637093,-93.1436869814992,6821.383100271225,85.79292,-96.99902,19.170206,132.06,52.256397,,4763044,21819.17,0.0041372348,-145.40009,0.4189424,-97.99036,-1.0,0.009904193,0.9904193,0.022613449,-59.860794,1.1655973,198,,100,-91.76642,0.41372347,0.8637093,-93.143684,85.53929,85.143,0.31519052,2.261345,0.0031519053
[-0.298  1.018],19900,0.86142707,-96.62534116923808,6841.010601043701,6.279776,-70.40518,23.043074,135.34,71.299706,,4776578,11379.443,0.007542776,-167.92505,0.4189424,-102.22285,-1.0,0.0051733837,0.5173384,0.04016879,-60.296738,15.924134,199,,100,-48.068317,0.75427765,0.86142707,-96.62534,107.62831,31.99227,0.00850424,4.016879,8.50424e-05
[-0.413  1.055],20000,0.8595027,-89.24283878490328,6864.770090818405,6.3175282,-63.872246,19.3495,125.83,52.868385,,4789161,9231.219,0.009131158,-142.11122,0.4189424,-93.97987,-1.0,0.005339656,0.5339656,0.07292999,-59.33764,15.828976,200,,100,-45.025623,0.9131158,0.8595027,-89.24284,82.77358,25.48211,0.0066332063,7.2929993,6.633206e-05
[-0.57   1.079],20100,0.8585131,-90.58914240837098,6885.77232336998,6.675075,-78.142044,20.152327,127.88,53.545456,,4801949,14169.358,0.009819491,-144.1346,0.4189424,-95.39363,-1.0,0.006896407,0.68964076,0.05339178,-59.428078,14.981105,201,,100,-59.546066,0.98194903,0.8585131,-90.58915,84.70652,33.032017,0.0014414556,5.339178,1.4414555e-05
[-0.738  1.088],20200,0.86559373,-90.62805624857545,6904.893312931061,6.8038173,-74.0971,18.202948,127.91,52.514793,,4814740,15118.858,0.011046684,-143.14285,0.4189424,-95.39948,-1.0,0.0067467187,0.67467195,0.06497745,-59.599163,14.697632,202,,100,-55.804638,1.1046684,0.86559373,-90.62807,83.543686,27.167358,0.010276631,6.497745,0.00010276631
[-0.746  1.046],20300,0.8605174,-93.08077512994409,6927.082851886749,20.566944,-88.16063,21.220848,131.47,113.61388,,4827887,46161.145,0.012076704,-206.69464,0.4189424,-99.9706,-1.0,0.007857079,0.785708,0.10357741,-59.391735,4.862171,203,,100,-72.968346,1.2076703,0.8605174,-93.080765,147.3029,29.739653,0.010419677,10.357741,0.00010419677
[-0.636  1.026],20400,0.8660965,-95.9030953003466,6952.990103721619,90.775,-99.9903,22.005161,135.36,79.8244,,4841423,30988.26,0.003497373,-175.7275,0.4189424,-101.76067,-1.0,0.009789728,0.9789728,0.01992357,-60.195675,1.1016248,204,,100,-93.842285,0.34973732,0.8660965,-95.9031,115.531815,88.6818,0.35099775,1.992357,0.0035099774
[-0.625  1.033],20500,0.86296237,-95.08509589791298,6975.950624227524,8.170191,-82.94972,22.690784,133.99,78.44444,,4854822,14253.016,0.008904343,-173.52954,0.4189424,-100.869415,-1.0,0.0060307067,0.60307074,0.046981085,-49.25409,12.239616,205,,100,-62.713196,0.8904342,0.86296237,-95.0851,124.27545,31.446009,0.0025700645,4.6981087,2.5700645e-05
[-0.495  1.005],20600,0.8609762,-97.78900024786591,6994.774036645889,30.111835,-90.98502,20.183615,137.77,49.428543,,4868599,27380.963,0.015465633,-147.21754,0.4189424,-102.69624,-1.0,0.0087961145,0.8796114,0.14272283,-69.67587,3.3209534,206,,100,-82.042305,1.5465633,0.8609762,-97.788994,77.54167,24.441572,0.014231134,14.272284,0.00014231134
[-0.489  1.033],20700,0.8645097,-92.4143433226645,7016.198420286179,11.711196,-89.94265,22.86164,130.0,79.87194,,4881599,32845.387,0.011986704,-172.28629,0.4189424,-98.15722,-1.0,0.008237977,0.8237977,0.055553887,-59.10092,8.538837,207,,100,-73.161224,1.1986704,0.8645097,-92.414345,113.18536,32.08025,0.018024074,5.555389,0.00018024074
[-0.575  1.004],20800,0.8630718,-93.92665181472897,7038.425711154938,6.7610846,-84.09347,21.83234,132.03,63.61884,,4894802,16584.266,0.01156165,-157.54549,0.4189424,-99.17817,-1.0,0.006629226,0.66292244,0.07060561,-59.291588,14.790526,208,,100,-63.89695,1.1561651,0.8630718,-93.92666,98.2539,24.742151,0.0078102723,7.060561,7.810272e-05
[-0.606  0.964],20900,0.86108917,-102.58885366380214,7064.113364934921,7.322463,-93.75998,22.940313,143.63,79.71094,,4909165,28744.338,0.009916125,-182.29979,0.4189424,-108.66551,-1.0,0.0076092677,0.76092684,0.058121394,-59.885925,13.656607,209,,100,-71.30378,0.99161255,0.86108917,-102.588844,122.413864,37.061237,0.0012699624,5.8121395,1.2699624e-05
[-0.586  1.003],21000,0.8612432,-100.01993901386857,7084.805808067322,12.805412,-67.22307,23.381422,140.15,83.08551,,4923180,15127.338,0.007108256,-183.10545,0.4189424,-106.12344,-1.0,0.0054170876,0.5417088,0.034390815,-61.08695,7.809198,210,,100,-50.166836,0.7108256,0.8612432,-100.01994,122.01851,36.73977,0.012103797,3.4390817,0.00012103796
[-0.729  1.011],21100,0.8568702,-94.40886310920119,7107.242058992386,33.259247,-74.46806,21.742281,133.02,66.62431,,4936482,17105.27,0.008195958,-161.03317,0.4189424,-99.77664,-1.0,0.007064657,0.70646566,0.051148884,-59.206554,3.0066826,211,,100,-65.16046,0.8195958,0.8568702,-94.40886,101.826614,42.627308,0.042366214,5.1148887,0.00042366213
[-0.664  1.03 ],21200,0.86955553,-92.64176178872586,7129.971493959427,87.86677,-95.550674,17.03446,131.3,53.785633,,4949612,21885.88,0.0043601287,-146.4274,0.4189424,-97.522675,-1.0,0.009830444,0.9830444,0.032069214,-59.45459,1.1380867,212,,100,-90.34366,0.43601286,0.86955553,-92.641754,86.97281,83.56161,0.4095708,3.2069216,0.004095708
[-0.65   1.038],21300,0.85959935,-91.14612410590053,7153.554459810257,6.635146,-81.368256,17.8911,128.64,58.89895,,4962476,14339.892,0.009411088,-150.04507,0.4189424,-96.14763,-1.0,0.0069509107,0.69509107,0.047301263,-59.121155,15.071258,213,,100,-61.951565,0.94110894,0.85959935,-91.14611,90.92392,35.296494,0.0034271856,4.7301264,3.4271856e-05
