InitialBound,EpThisIter,InitialReturnMin,OptimizationReturnMean,OptimizationReturnMax,MinIW,Bound,MeanEntropy,Weights,MaxIW,LearnableVariance,MeanIWNorm,InitialReturnMean,StdIW,MinIWNorm,StdIWNorm,ESSRenyi,TimeElapsed,OptimizationReturnMin,Iteration,InitialReturnStd,InitialReturnMax,EpisodesSoFar,VarianceInit,EpLenMean,ReturnStepMax,MeanIW,EpRewMean,ESSClassic,TimestepsSoFar,EmpiricalD2,ReturnStepMaxmin,MaxIWNorm,ReturnMeanIW,J_sample_variance
-404.09262,100,-412.9991,22.673122,39.71985,0.0016801805,-316.68433,0.4189424,[-0.284  0.437],4.7111425,,0.0063395905,-390.32602,0.90250576,1.6801805e-05,0.009025058,4.3128204,1127.6350665092468,,18,7.6004524,-373.27927,1800,-1.0,500.0,0.85110027,0.63395905,-390.3259898661077,33.039886,898203,23.186684,0.85110027,0.047111426,-250.39444,69518.234
-410.45792,100,-416.16296,19.577152,32.141144,0.026085002,-365.89844,0.4189424,[-0.205  0.411],6.2703867,,0.008420405,-396.5858,1.0846231,0.00026085,0.010846231,22.505806,1191.8518917560577,,19,6.970878,-384.02182,1900,-1.0,500.0,0.85004175,0.84204054,-396.5858125375211,37.60568,948203,4.443298,0.85004175,0.06270386,-336.65726,124371.336
-411.84186,100,-415.94485,17.967829,29.277802,0.004146804,-324.36008,0.4189424,[-0.131  0.391],6.9779987,,0.006995156,-397.97702,0.97496194,4.146804e-05,0.00974962,10.653381,1257.6297857761383,,20,7.241256,-386.66705,2000,-1.0,500.0,0.851903,0.6995157,-397.9770260348916,33.983707,998203,9.386691,0.851903,0.069779985,-281.8814,85643.75
-416.97525,100,-416.36423,13.267767,28.440765,0.30897328,-396.01984,0.4189424,[-0.198  0.368],3.5272188,,0.0094619235,-403.09644,0.445827,0.0030897327,0.00445827,81.82768,1313.7435672283173,,21,6.8720584,-387.92346,2100,-1.0,500.0,0.8500246,0.9461924,-403.096461879611,81.832344,1048203,1.2220803,0.8500246,0.03527219,-380.67712,156924.12
-416.61267,100,-416.32135,13.586046,23.874817,0.0146621065,-303.37817,0.4189424,[-0.156  0.371],12.5930605,,0.005930884,-402.73535,1.4576601,0.00014662107,0.014576602,4.4519153,1380.1513133049011,,22,6.0894704,-392.44653,2200,-1.0,500.0,0.8500227,0.5930884,-402.7353022673726,14.203514,1098203,22.462242,0.8500227,0.1259306,-237.60722,62429.71
-410.57727,100,-416.24225,19.53974,36.06729,0.10005805,-367.60403,0.4189424,[-0.164  0.41 ],2.9507349,,0.008822306,-396.70255,0.5280597,0.0010005805,0.0052805976,70.2148,1453.2660400867462,,23,7.5685153,-380.17496,2300,-1.0,500.0,0.8499358,0.8822306,-396.7025109894574,73.62345,1148203,1.4242013,0.8499358,0.029507348,-351.04593,136339.64
-409.42117,100,-415.1936,19.612185,39.6745,0.001222238,-331.73312,0.4189424,[-0.216  0.409],4.3762546,,0.0060983873,-395.58145,0.91462576,1.2222379e-05,0.009146257,2.23926,1521.6486372947693,,24,7.040052,-375.5191,2400,-1.0,500.0,0.8512622,0.60983866,-395.5814215183258,30.77539,1198203,44.65761,0.8512622,0.043762546,-239.24687,65391.598
-404.79535,100,-415.8748,24.941938,60.30832,0.0018180602,-339.44357,0.4189424,[-0.114  0.434],5.410294,,0.007188591,-390.93286,1.0447887,1.81806e-05,0.010447887,6.5601587,1594.3650772571564,,25,8.883995,-355.56647,2500,-1.0,500.0,0.852654,0.7188592,-390.93284134879707,32.12989,1248203,15.243534,0.852654,0.05410294,-285.32028,90663.68
-410.3006,100,-415.7539,19.31176,35.55493,0.006188931,-293.08502,0.4189424,[-0.1    0.405],8.793347,,0.0056473063,-396.44214,1.0939037,6.188931e-05,0.0109390365,3.8179305,1662.308744430542,,26,6.8854094,-380.19897,2600,-1.0,500.0,0.84953123,0.5647306,-396.4421469211578,21.043285,1298203,26.1922,0.84953123,0.08793347,-222.15976,56608.426
-404.13898,100,-412.80746,22.428738,48.889923,0.004626438,-312.25,0.4189424,[-0.117  0.44 ],8.538185,,0.0064394963,-390.37872,1.3116468,4.626438e-05,0.013116468,4.5876727,1725.429634809494,,27,9.349214,-363.91754,2700,-1.0,500.0,0.8512976,0.64394975,-390.3787272983789,19.421732,1348203,21.797544,0.8512976,0.08538185,-248.00638,73744.48
-394.62683,100,-409.74496,28.776304,67.010376,0.008458391,-343.2932,0.4189424,[-0.044  0.463],9.430084,,0.007935808,-380.96866,1.2585956,8.458391e-05,0.012585956,15.537898,1795.7979049682617,,28,12.257574,-342.7346,2800,-1.0,499.94,0.8570037,0.7935808,-380.96866391792895,28.447058,1398197,6.435877,0.8570037,0.094300844,-308.64377,107286.17
-401.26068,100,-415.3027,27.885399,108.295074,0.31337324,-384.19174,0.4189424,[-0.018  0.442],3.0899389,,0.009570831,-387.4173,0.49867478,0.0031337324,0.0049867476,75.75052,1857.0370252132416,,29,12.086872,-307.00763,2900,-1.0,499.15,0.85626096,0.9570831,-387.41730944782495,78.648605,1448112,1.320123,0.85626096,0.030899389,-368.28613,160445.47
-398.23645,100,-403.94308,19.171406,76.233734,0.05365204,-372.31223,0.4189424,[-0.046  0.449],7.4247565,,0.009088307,-384.77167,0.93441236,0.0005365204,0.009344123,50.489,1919.128592967987,,30,10.617824,-327.70935,3000,-1.0,499.69,0.85320115,0.9088307,-384.771677351892,48.612404,1498081,1.9806296,0.85320115,0.07424756,-353.3626,136276.5
-403.79996,100,-409.25644,19.098347,35.134644,0.0040524183,-252.90067,0.4189424,[-0.062  0.436],6.944559,,0.0046512946,-390.1581,0.88001496,4.052418e-05,0.008800149,3.410678,1983.656929731369,,31,7.488364,-374.1218,3100,-1.0,500.0,0.8500938,0.46512946,-390.15809388920667,21.836052,1548081,29.319685,0.8500938,0.06944559,-179.03307,37335.453
-390.4457,100,-410.9399,34.192165,128.84726,0.0016363175,-310.29343,0.4189424,[-0.09   0.468],6.378312,,0.00654784,-376.74774,1.0154103,1.6363174e-05,0.010154104,5.1274743,2047.9974598884583,,32,17.274132,-282.09265,3200,-1.0,498.22,0.8629019,0.654784,-376.74774619236587,29.369911,1597903,19.502779,0.8629019,0.06378312,-249.8004,74150.164
-395.27884,100,-406.4763,24.746668,80.495056,0.00054504006,-315.4824,0.4189424,[0.015 0.459],5.393926,,0.006411987,-381.7296,0.93999606,5.4504003e-06,0.00939996,4.1474037,2112.972792863846,,33,13.425675,-325.98123,3300,-1.0,498.94,0.8569138,0.64119864,-381.7296184624731,31.754593,1647797,24.11147,0.8569138,0.05393926,-248.95113,68943.06
-405.58167,100,-415.7958,24.074017,48.571136,0.0041489895,-339.3873,0.4189424,[0.02 0.43],8.584339,,0.0065815323,-391.72177,1.3154445,4.1489893e-05,0.013154446,2.6541736,2172.3345811367035,,34,8.634852,-367.22467,3400,-1.0,500.0,0.8516562,0.65815324,-391.7217928501964,20.02097,1697797,37.67651,0.8516562,0.08584339,-254.31381,78436.7
-395.4607,100,-416.11212,34.521835,142.10303,0.008195367,-321.9848,0.4189424,[0.028 0.464],7.66827,,0.0069197677,-381.59027,1.1188234,8.1953665e-05,0.011188234,4.544475,2250.574672460556,,35,18.097525,-274.0091,3500,-1.0,497.73,0.85897493,0.6919768,-381.59028957754373,27.668581,1747570,22.004742,0.85897493,0.0766827,-256.91983,87837.58
-372.0137,100,-399.26553,40.560696,216.2276,0.0045069335,-318.59445,0.4189424,[-0.017  0.491],11.697899,,0.007934361,-358.70483,1.7318063,4.5069333e-05,0.01731806,6.120338,2309.853449344635,,36,35.59256,-183.03793,3600,-1.0,484.77,0.85693395,0.7934362,-358.70484184220436,17.348976,1796047,16.338966,0.85693395,0.11697899,-264.7981,134697.08
-336.96146,100,-394.08508,70.25981,245.63641,0.0062302984,-225.84454,0.4189424,[-0.067  0.514],5.132992,,0.006488329,-323.8253,1.1227986,6.2302985e-05,0.011227985,6.9239726,2370.6361207962036,,37,56.3039,-148.44867,3700,-1.0,446.03,0.85855114,0.64883286,-323.825267521888,25.033834,1840650,14.442575,0.85855114,0.05132992,-175.92264,103164.44
-304.05136,100,-414.9677,124.748634,275.41092,0.0012869718,-222.49817,0.4189424,[-0.074  0.539],6.3235464,,0.007330184,-290.2191,1.127273,1.2869718e-05,0.01127273,8.313068,2430.121696949005,,38,63.637016,-139.5568,3800,-1.0,401.28,0.86382806,0.7330185,-290.21908091694115,29.717817,1880778,12.029252,0.86382806,0.06323546,-174.52345,159647.5
-260.90234,100,-388.71304,140.76779,262.03485,0.5634783,-258.01746,0.4189424,[-0.093  0.563],1.9430212,,0.009682485,-247.94525,0.2196345,0.005634783,0.0021963452,96.60669,2485.616217136383,,39,61.33271,-126.67818,3900,-1.0,342.1,0.86284864,0.96824855,-247.94525269910693,95.1063,1914988,1.035125,0.86284864,0.01943021,-244.83475,146464.72
-258.0506,100,-389.8826,144.82808,241.5753,0.0036629024,-193.36104,0.4189424,[-0.087  0.56 ],8.434097,,0.006691636,-245.0545,1.0692245,3.6629022e-05,0.010692244,7.8451414,2534.230931997299,,40,56.158752,-148.3073,4000,-1.0,339.26,0.8639273,0.6691636,-245.0545269048214,28.144186,1948914,12.746743,0.8639273,0.084340975,-146.96165,112974.625
-223.8747,100,-389.6112,178.72357,275.1459,0.031996556,-182.14508,0.4189424,[-0.068  0.586],8.350288,,0.007242439,-210.88763,1.1071743,0.00031996556,0.0110717425,19.614693,2573.5746626853943,,41,56.223152,-114.4653,4100,-1.0,291.89,0.86134934,0.7242439,-210.88764552384615,29.966858,1978103,5.098219,0.86134934,0.08350288,-152.82133,134046.5
-232.74579,100,-386.78772,166.93488,291.0553,0.14671654,-216.96007,0.4189424,[0.023 0.582],3.9273074,,0.0099639585,-219.85283,0.63814855,0.0014671653,0.0063814847,72.00633,2618.0865099430084,,42,58.692734,-95.73242,4200,-1.0,304.18,0.8582848,0.9963959,-219.85285119831562,70.91269,2008521,1.3887668,0.8582848,0.039273072,-201.76628,175414.2
-220.04378,100,-364.21274,156.3094,248.38882,0.051424485,-193.98526,0.4189424,[0.048 0.589],6.7745094,,0.0082798395,-207.90334,0.8773428,0.00051424484,0.008773428,37.686028,2659.6488773822784,,43,58.58782,-115.82391,4300,-1.0,287.5,0.8676353,0.82798404,-207.90334028109908,47.10803,2037271,2.6535034,0.8676353,0.06774509,-174.20901,113427.875
-222.07254,100,-347.76346,137.28302,252.42368,0.010051592,-164.74246,0.4189424,[0.119 0.585],4.3848057,,0.00589771,-210.48042,0.8100572,0.00010051592,0.008100571,8.461371,2696.3374383449554,,44,48.64279,-95.33978,4400,-1.0,292.06,0.8622925,0.5897711,-210.480426042974,34.643642,2066477,11.818415,0.8622925,0.043848056,-124.89118,55053.203
-231.18503,100,-399.4703,181.60094,280.3949,0.006343929,-177.23495,0.4189424,[0.226 0.576],12.564785,,0.007520214,-217.86937,1.4458482,6.343929e-05,0.014458482,14.492422,2741.805218219757,,45,58.142094,-119.07541,4500,-1.0,300.94,0.85985345,0.75202143,-217.8693753693998,21.292673,2096571,6.900158,0.85985345,0.12564784,-142.25713,215188.36
-212.62442,100,-350.67065,149.73526,233.87827,0.003161924,-186.4902,0.4189424,[0.223 0.602],6.5491166,,0.008349025,-200.93541,1.153206,3.1619238e-05,0.01153206,13.151943,2782.733904361725,,46,50.220093,-116.79239,4600,-1.0,278.3,0.8622027,0.8349025,-200.93539361163974,34.389774,2124401,7.6034393,0.8622027,0.06549116,-154.2585,127455.85
-205.14604,100,-405.40176,213.7691,296.66284,0.04408827,-191.965,0.4189424,[0.126 0.614],4.452403,,0.009600951,-191.63263,0.9271087,0.0004408827,0.009271087,45.898796,2818.2200770378113,,47,57.852146,-108.73891,4700,-1.0,265.07,0.8650844,0.96009517,-191.6326558469236,51.747364,2150908,2.1787064,0.8650844,0.04452403,-172.01863,205473.58
-188.89278,100,-309.01007,130.41763,203.74931,0.10899086,-181.4431,0.4189424,[0.082 0.629],4.93138,,0.009946485,-178.59244,0.8218997,0.0010899086,0.008218997,59.516655,2848.240597486496,,48,47.502506,-105.26076,4800,-1.0,247.83,0.8640789,0.9946486,-178.5924300815165,59.424503,2175691,1.680202,0.8640789,0.0493138,-168.09154,115542.93
-182.28299,100,-385.16162,215.7173,289.5831,0.0058307317,-143.27745,0.4189424,[0.102 0.642],5.4733224,,0.0052908664,-169.44432,0.79914826,5.8307316e-05,0.0079914825,10.227883,2877.142396211624,,49,45.38422,-95.57852,4900,-1.0,234.78,0.86374855,0.5290867,-169.44430420041084,30.47482,2199169,9.777194,0.86374855,0.054733224,-103.13268,59396.324
-200.66989,100,-330.79382,141.15039,225.07741,0.011851816,-161.35555,0.4189424,[0.097 0.611],6.5592413,,0.0070756744,-189.64343,1.1615738,0.00011851816,0.011615737,9.725071,2909.8610076904297,,50,45.35852,-105.716415,5000,-1.0,262.17,0.86150324,0.70756745,-189.64343716949224,27.063639,2225386,10.2827015,0.86150324,0.06559241,-125.99738,95646.664
-191.6002,100,-397.38254,219.02838,300.2001,0.010897091,-157.22775,0.4189424,[0.161 0.634],3.8576665,,0.007163429,-178.35414,0.9102135,0.000108970904,0.009102135,11.976225,2946.0975575447083,,51,47.442543,-97.182434,5100,-1.0,247.26,0.8590973,0.7163429,-178.35414302617312,38.247875,2250112,8.349876,0.8590973,0.038576663,-118.95166,130558.82
-173.58702,100,-313.92337,150.80048,219.90524,0.096356936,-162.64246,0.4189424,[0.051 0.642],5.431639,,0.009189122,-163.12291,0.99041724,0.0009635693,0.009904172,34.84735,2982.5063123703003,,52,38.392494,-94.01813,5200,-1.0,226.5,0.8616764,0.9189123,-163.12290630877018,46.260216,2272762,2.8696587,0.8616764,0.05431639,-144.91618,112842.164
-175.01161,100,-299.72214,134.70126,204.60237,0.005331606,-142.96396,0.4189424,[-0.012  0.658],4.9944468,,0.007797441,-165.02087,0.9849433,5.331606e-05,0.009849433,12.762101,3015.4589784145355,,53,43.402275,-95.11977,5300,-1.0,229.49,0.863607,0.7797442,-165.02088381424545,38.527058,2295711,7.8357005,0.863607,0.049944468,-114.99757,81528.45
-164.62538,100,-274.84012,119.37607,180.9587,0.035155118,-153.84253,0.4189424,[-0.094  0.681],5.037642,,0.009594312,-155.46407,0.9244113,0.00035155116,0.009244112,51.39677,3049.8581833839417,,54,34.14357,-93.881424,5400,-1.0,216.0,0.86466146,0.9594313,-155.46405861392617,51.858326,2317311,1.9456475,0.86466146,0.05037642,-141.0637,89503.1
-150.24014,100,-270.85788,129.64633,187.80931,0.006806127,-126.85099,0.4189424,[-0.11   0.699],9.53203,,0.008471447,-141.21155,1.2417239,6.8061265e-05,0.012417238,17.097795,3080.7647666931152,,55,35.272385,-83.04857,5500,-1.0,196.22,0.8578851,0.8471448,-141.21154386967422,31.761187,2336933,5.848707,0.8578851,0.0953203,-105.01614,94103.13
-143.69812,100,-232.75967,96.8202,151.50128,0.020809583,-138.80324,0.4189424,[-0.153  0.728],7.115906,,0.009806751,-135.93947,1.1634814,0.00020809582,0.011634813,31.648022,3105.4402089118958,,56,31.07847,-81.258385,5600,-1.0,189.49,0.8656554,0.9806752,-135.93947599589825,41.535736,2355882,3.1597552,0.8656554,0.07115906,-125.01169,71328.7
-135.74937,100,-229.82965,101.74126,147.17215,0.004331811,-98.81029,0.4189424,[-0.189  0.752],4.1743937,,0.0051463167,-128.08838,0.7271641,4.331811e-05,0.0072716405,6.078868,3127.9307160377502,,57,30.944338,-82.65751,5700,-1.0,179.2,0.8588524,0.5146317,-128.0883799059689,33.372135,2373802,16.450432,0.8588524,0.041743934,-67.73798,19972.4
-152.44724,100,-261.52908,117.799484,170.2268,0.003745643,-131.6907,0.4189424,[-0.197  0.714],6.9727817,,0.0077476157,-143.72958,1.2152189,3.745643e-05,0.012152188,11.905689,3154.2832283973694,,58,33.32999,-91.30228,5800,-1.0,199.79,0.8630501,0.7747615,-143.7295927013457,28.89994,2393781,8.399345,0.8630501,0.069727816,-106.42558,68483.01
-142.06256,100,-265.68195,132.47545,194.1859,0.01391165,-119.10677,0.4189424,[-0.19   0.746],7.0638123,,0.007266175,-133.20648,1.1074739,0.0001391165,0.011074739,11.552273,3177.401995420456,,59,32.589306,-71.49605,5900,-1.0,185.69,0.8637874,0.7266175,-133.20650297537446,30.092997,2412350,8.656305,0.8637874,0.07063812,-93.05081,61388.83
-143.10625,100,-240.53183,105.44331,167.51004,0.03195151,-123.446686,0.4189424,[-0.07  0.73],14.870876,,0.009217342,-135.08852,1.6129725,0.0003195151,0.016129725,36.228477,3203.915608882904,,60,33.979916,-73.0218,6000,-1.0,187.72,0.86400175,0.92173433,-135.088521579504,24.616823,2431122,2.7602594,0.86400175,0.14870876,-110.12601,112787.41
-140.77072,100,-233.83897,100.86287,152.08185,0.0074749324,-111.05902,0.4189424,[-0.05   0.752],4.619301,,0.0065013077,-132.9761,0.9229297,7.4749325e-05,0.009229297,8.15828,3230.4759941101074,,61,31.140438,-81.757126,6100,-1.0,184.56,0.85746956,0.65013075,-132.97609573349357,33.1644,2449578,12.257484,0.85746956,0.046193007,-83.76947,34883.348
-124.709206,100,-215.50986,97.984314,144.14221,0.07917636,-115.93515,0.4189424,[-0.11   0.787],5.4532604,,0.009612263,-117.525536,0.94290143,0.0007917636,0.009429014,54.794315,3257.146772623062,,62,27.676773,-71.367645,6200,-1.0,164.69,0.86326873,0.9612264,-117.52554050937295,50.9623,2466047,1.8250068,0.86326873,0.054532602,-106.23054,55829.6
-125.67661,100,-204.95529,86.110504,144.50461,0.03877859,-99.99034,0.4189424,[-0.099  0.806],9.943958,,0.00651545,-118.84477,1.2170557,0.00038778587,0.012170555,15.820798,3285.1719648838043,,63,28.198984,-60.450676,6300,-1.0,165.36,0.8585751,0.65154505,-118.84478363797069,22.275436,2482583,6.3207936,0.8585751,0.09943958,-82.81427,24908.043
-136.847,100,-268.7728,140.88487,197.54292,0.14973341,-131.07397,0.4189424,[-0.063  0.772],3.7455454,,0.009606511,-127.88792,0.6540982,0.0014973341,0.0065409825,67.07577,3309.9613881111145,,64,36.836514,-71.22987,6400,-1.0,178.07,0.8624583,0.9606511,-127.88791941225529,68.32412,2500390,1.4908514,0.8624583,0.037455454,-120.13489,77889.586
-127.18998,100,-266.37982,148.06917,192.98495,0.39540017,-125.63842,0.4189424,[-0.018  0.781],3.3487453,,0.009591059,-118.31066,0.43199518,0.0039540017,0.0043199523,84.34726,3331.493240594864,,65,33.65762,-73.39487,6500,-1.0,165.25,0.85675615,0.95910597,-118.31066078275443,83.134285,2516915,1.185575,0.85675615,0.033487454,-115.970245,70179.9
-138.18086,100,-221.77684,90.988556,139.41032,0.32196346,-134.77977,0.4189424,[-0.043  0.774],2.5102844,,0.009785896,-130.78828,0.472039,0.0032196345,0.0047203903,80.11157,3357.0627648830414,,66,30.866955,-82.366516,6600,-1.0,181.03,0.85722744,0.9785898,-130.7882924452424,81.12423,2535018,1.2482591,0.85722744,0.025102844,-126.520386,50563.414
-136.54678,100,-275.44055,148.07513,202.32492,0.004223788,-110.41013,0.4189424,[-0.087  0.776],5.150753,,0.0075510396,-127.36542,1.0618246,4.223788e-05,0.010618245,15.773025,3378.58758020401,,67,39.90735,-73.11563,6700,-1.0,176.75,0.86415255,0.75510406,-127.3654276008904,33.586483,2552693,6.339938,0.86415255,0.05150753,-87.29219,79320.25
-128.21834,100,-245.45844,125.42204,172.55312,0.014919158,-114.98192,0.4189424,[-0.186  0.799],13.675043,,0.0074291523,-120.0364,1.4789597,0.00014919158,0.014789597,11.972931,3399.6806712150574,,68,31.251595,-72.90532,6800,-1.0,167.73,0.86107206,0.7429152,-120.03639813184738,20.148727,2569466,8.352174,0.86107206,0.13675043,-91.33598,69953.98
-144.26236,100,-239.43634,103.1552,157.5577,0.021353137,-130.90385,0.4189424,[-0.233  0.768],6.937482,,0.008801247,-136.28114,1.0753073,0.00021353137,0.010753071,33.939632,3425.1606097221375,,69,35.082676,-81.87865,6900,-1.0,188.48,0.8640589,0.8801247,-136.28114400595427,40.116913,2588314,2.9464078,0.8640589,0.069374815,-117.204025,61704.293
-130.76912,100,-191.09065,66.691216,110.18496,0.002397791,-108.512665,0.4189424,[-0.303  0.787],7.3410544,,0.007863902,-124.39944,1.3441478,2.397791e-05,0.013441478,10.590859,3447.9342534542084,,70,27.008951,-80.90569,7000,-1.0,173.67,0.86197364,0.78639024,-124.39943469852209,25.49992,2605681,9.442104,0.86197364,0.07341054,-88.93988,36452.39
-124.25412,100,-220.14851,103.23267,160.01027,0.34055352,-121.97785,0.4189424,[-0.296  0.821],2.1090891,,0.009691666,-116.91584,0.33734244,0.0034055351,0.0033734243,87.30626,3469.840690135956,,71,28.970238,-60.138245,7100,-1.0,163.41,0.8623386,0.9691666,-116.91584020540118,89.19365,2622022,1.1453933,0.8623386,0.021090891,-114.1242,47871.645
