Iteration,MeanEntropy,OptimizationReturnMean,ReturnMeanIW,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMean,EpLenMean,Bound,MeanIW,StdIW,MeanIWNorm,EpThisIter,LearnableVariance,InitialBound,StdIWNorm,EmpiricalD2,MaxIW,TimeElapsed,MinIW,ESSRenyi,InitialReturnMax,ReturnStepMax,OptimizationReturnMin,MaxIWNorm,J_sample_variance,ESSClassic,EpRewMean,VarianceInit,MinIWNorm,Weights,EpisodesSoFar,OptimizationReturnMax,InitialReturnMin,InitialReturnStd
211,0.4189424,42.07075,-59.624626,4088984,0.8644545,-79.24705,114.11,-76.578865,0.74291176,1.1003214,0.007429117,100,,-83.29098,0.011003214,17.577215,6.3534336,5592.839370965958,0.0028084205,5.689183,-52.45417,0.8644545,,0.063534334,10331.705,31.312265,-79.24704789191485,-1.0,2.8084203e-05,[0.787 1.309],21100,68.86363,-121.3178,14.987213
212,0.4189424,48.233498,-54.901344,4100120,0.8534151,-77.80874,111.36,-67.75057,0.7004849,1.2021767,0.0070048487,100,,-82.01014,0.012021767,9.353287,7.672908,5612.1430542469025,0.018880548,10.691429,-51.869846,0.8534151,,0.076729074,10841.305,25.346193,-77.80873405322433,-1.0,0.00018880547,[0.746 1.356],21200,74.17238,-126.04223,16.433641
213,0.4189424,39.134514,-48.04654,4111191,0.86239266,-77.13019,110.71,-65.27231,0.6396484,0.8887718,0.0063964836,100,,-81.00567,0.0088877175,19.756222,5.570469,5631.43893122673,0.0055922973,5.0616965,-51.0554,0.86239266,,0.055704687,7631.9224,34.12242,-77.13017983525991,-1.0,5.592297e-05,[0.645 1.394],21300,65.20929,-116.264694,13.398984
214,0.4189424,55.48316,-56.662106,4122813,0.8658008,-80.82477,116.22,-71.68828,0.6951213,1.0522027,0.0069512133,100,,-85.368355,0.0105220275,10.936965,5.207966,5650.3056445121765,0.0012097543,9.143305,-52.28647,0.8658008,,0.05207966,12519.381,30.383345,-80.8247632445395,-1.0,1.2097543e-05,[0.788 1.358],21400,84.021454,-136.30792,15.425361
215,0.4189424,53.412403,-79.74246,4134442,0.85691565,-80.90342,116.29,-84.4088,0.98461664,0.30223772,0.009846167,100,,-85.38062,0.0030223771,1.0862764,1.8751332,5665.792711734772,0.4645121,92.0576,-53.35913,0.85691565,,0.01875133,18216.688,91.38892,-80.9034245236218,-1.0,0.004645121,[0.817 1.315],21500,80.956696,-134.31583,17.800385
216,0.4189424,47.366196,-51.525566,4145640,0.8643842,-77.68772,111.98,-68.45074,0.6313709,0.96645665,0.0063137086,100,,-81.85619,0.009664566,16.485945,6.089908,5680.449197292328,0.007936728,6.065773,-51.26558,0.8643842,,0.06089908,7792.7676,29.912127,-77.68772483557463,-1.0,7.936728e-05,[0.839 1.32 ],21600,73.788345,-125.053925,14.081804
217,0.4189424,59.57079,-74.10994,4157765,0.8631461,-84.37007,121.25,-80.69507,0.89256537,0.95406646,0.008925654,100,,-89.16809,0.009540664,1.88366,7.4050236,5700.598764181137,0.122532375,53.08814,-52.94819,0.8631461,,0.07405023,20936.426,46.673237,-84.37006740435957,-1.0,0.0012253238,[0.907 1.273],21700,90.99267,-143.94086,17.236065
218,0.4189424,53.1151,-46.092407,4170160,0.865534,-86.57481,123.95,-62.604095,0.56257296,0.6949426,0.0056257304,100,,-91.23115,0.0069494257,12.574635,3.2722247,5723.041700839996,0.00149537,7.9525175,-52.532143,0.865534,,0.032722246,8276.753,39.58907,-86.57481041565538,-1.0,1.4953699e-05,[0.889 1.296],21800,87.15777,-139.68991,18.72011
219,0.4189424,47.16584,-79.26196,4181815,0.86225545,-81.235374,116.55,-84.24109,0.9651584,0.5723277,0.009651584,100,,-85.51541,0.005723277,1.353352,3.7439063,5742.3668830394745,0.28269222,73.89061,-51.10907,0.86225545,,0.037439063,16410.248,73.98447,-81.23537522003055,-1.0,0.002826922,[0.73  1.303],21900,77.292145,-128.40121,16.8432
220,0.4189424,76.444466,-61.669823,4193748,0.86590314,-83.24749,119.33,-75.15209,0.77544653,0.9686297,0.0077544656,100,,-88.57056,0.009686297,6.4150825,5.2143993,5762.110301971436,0.012160722,15.588264,-51.759808,0.86590314,,0.05214399,22487.473,39.05772,-83.24749375909568,-1.0,0.00012160722,[0.712 1.289],22000,107.932144,-159.69196,19.728426
221,0.4189424,48.36647,-53.28559,4205628,0.85791445,-83.20055,118.8,-69.26243,0.57598054,1.0012367,0.0057598054,100,,-87.586105,0.010012367,13.271803,7.8148575,5782.398656129837,0.0011889265,7.5347714,-52.501877,0.85791445,,0.07814857,6864.6484,24.864826,-83.20054732963443,-1.0,1.1889265e-05,[0.681 1.253],22100,79.06514,-131.56702,18.030825
222,0.4189424,64.18681,-75.867165,4217686,0.8701133,-84.36912,120.58,-87.66424,0.90770113,1.3268809,0.00907701,100,,-89.320984,0.013268809,5.6755915,8.033979,5802.948789358139,0.01258843,17.619308,-52.05346,0.8701133,,0.08033979,27465.793,31.878906,-84.36912160217761,-1.0,0.0001258843,[0.614 1.215],22200,96.50248,-148.55594,17.562475
223,0.4189424,45.443165,-81.251205,4229609,0.8622794,-84.00913,119.23,-85.99039,0.97616386,0.45703793,0.009761637,100,,-88.32421,0.0045703794,1.2062293,3.5498295,5818.10067987442,0.22906491,82.90298,-52.750374,0.8622794,,0.035498295,16987.242,82.02038,-84.00913754165173,-1.0,0.002290649,[0.61  1.251],22300,76.70193,-129.4523,16.781565
224,0.4189424,48.045242,-83.21128,4241619,0.8678132,-84.62915,120.1,-87.93712,0.98775625,0.3943724,0.0098775625,100,,-89.05162,0.003943724,1.141893,3.1484013,5839.115254402161,0.4010101,87.573875,-51.780777,0.8678132,,0.03148401,18070.361,86.25084,-84.62915361642837,-1.0,0.004010101,[0.563 1.253],22400,80.893616,-132.6744,18.23488
225,0.4189424,45.631546,-57.721043,4253492,0.8591948,-83.37114,118.73,-75.2433,0.6989205,0.9821564,0.0069892043,100,,-87.67123,0.009821564,16.604467,4.655955,5857.403403043747,0.00080597994,6.0224757,-52.26821,0.8591948,,0.046559546,10942.721,33.616604,-83.37114070430398,-1.0,8.059799e-06,[0.574 1.242],22500,76.734474,-129.00269,15.954024
226,0.4189424,99.66553,-47.830875,4265061,0.854775,-80.401634,115.69,-65.76727,0.597849,0.8845072,0.0059784893,100,,-86.40387,0.008845072,8.92984,7.245852,5877.007408380508,0.0022583827,11.198409,-51.154835,0.854775,,0.07245852,19321.05,31.359085,-80.40163799494505,-1.0,2.2583827e-05,[0.668 1.277],22600,128.91234,-180.06717,20.018635
227,0.4189424,65.16325,-42.162464,4276924,0.8601372,-82.975876,118.63,-61.446045,0.47232777,0.64342266,0.0047232774,100,,-87.91385,0.006434226,15.250294,4.614567,5896.716521024704,0.006116924,6.557251,-50.342323,0.8601372,,0.046145666,6027.2183,35.017796,-82.97587853848934,-1.0,6.116924e-05,[0.653 1.237],22700,97.79681,-148.13913,19.186861
228,0.4189424,68.81094,-62.048763,4288266,0.8645835,-79.150856,113.42,-77.02562,0.776361,1.0544472,0.0077636093,100,,-84.08291,0.010544471,9.221142,5.3749337,5914.448055028915,0.0027665403,10.844644,-51.63547,0.8645835,,0.053749338,18587.166,35.15328,-79.15085904821754,-1.0,2.7665403e-05,[0.656 1.283],22800,96.32634,-147.9618,16.569109
229,0.4189424,77.36038,-61.762047,4300068,0.86076367,-82.38606,118.02,-76.48168,0.80006033,1.0907296,0.008000603,100,,-87.71095,0.010907295,7.641423,4.908625,5935.80864739418,0.007291957,13.086567,-51.269928,0.86076367,,0.04908625,26255.285,34.982014,-82.38606713056565,-1.0,7.291957e-05,[0.502 1.296],22900,108.47652,-159.74644,21.521
230,0.4189424,45.44031,-57.754818,4311594,0.86016405,-80.80344,115.26,-74.51297,0.735463,1.2590551,0.007354629,100,,-85.01155,0.012590552,15.85897,7.7802153,5954.799649477005,0.0040342063,6.3055797,-51.190666,0.86016405,,0.07780215,13406.438,25.440918,-80.80342835351824,-1.0,4.0342064e-05,[0.578 1.327],23000,75.05308,-126.243744,16.332735
231,0.4189424,41.512596,-43.84566,4322994,0.8604377,-79.38758,114.0,-59.89782,0.5743267,0.87252283,0.0057432675,100,,-83.417595,0.008725229,15.865554,5.34456,5974.060237169266,0.005711004,6.3029633,-51.074238,0.8604377,,0.0534456,6352.166,30.229752,-79.38758623242379,-1.0,5.711004e-05,[0.56  1.374],23100,69.82594,-120.900185,15.13101
232,0.4189424,50.72159,-62.629734,4334162,0.85737765,-77.50546,111.68,-76.91938,0.8263694,1.274103,0.008263694,100,,-81.77969,0.012741029,11.177019,6.273457,5992.948490142822,0.004230617,8.946929,-51.968292,0.85737765,,0.06273457,16211.031,29.610575,-77.50546216219664,-1.0,4.230617e-05,[0.584 1.327],23200,76.25876,-128.22705,14.584738
233,0.4189424,61.204533,-40.45104,4345628,0.86444825,-79.99112,114.66,-56.93419,0.48287818,0.71608835,0.0048287814,100,,-84.69763,0.0071608834,12.265363,4.1125584,6010.423696756363,0.0033395807,8.153041,-51.485947,0.86444825,,0.041125584,6336.873,31.25814,-79.99111666128039,-1.0,3.3395805e-05,[0.527 1.37 ],23300,89.7097,-141.19565,15.770457
234,0.4189424,51.833057,-50.329296,4357120,0.8700266,-80.11983,114.92,-66.56586,0.642859,1.1329137,0.0064285886,100,,-84.51825,0.011329137,13.626762,8.726511,6029.272737503052,0.0021439397,7.3385005,-52.043716,0.8700266,,0.08726511,11906.822,24.356266,-80.1198255109787,-1.0,2.1439397e-05,[0.683 1.352],23400,79.909164,-131.95288,15.449888
235,0.4189424,55.704384,-62.40027,4368030,0.86955917,-76.07583,109.1,-74.0365,0.83379245,1.6992466,0.008337924,100,,-80.468506,0.016992465,7.017251,14.196735,6048.350208520889,0.025501998,14.250595,-51.715256,0.86955917,,0.14196736,25109.121,19.404911,-76.07582903802395,-1.0,0.00025502,[0.597 1.394],23500,80.06496,-131.78021,16.189917
236,0.4189424,55.2944,-47.787678,4379168,0.8605198,-77.49997,111.38,-62.47454,0.6519669,0.8825038,0.0065196687,100,,-81.92645,0.008825038,11.008833,4.280374,6067.432407855988,0.0039295126,9.083615,-51.740417,0.8605198,,0.04280374,10899.337,35.307762,-77.49996816202999,-1.0,3.9295126e-05,[0.612 1.433],23600,81.053955,-132.79437,17.108162
237,0.4189424,46.060604,-48.855927,4389882,0.8604781,-74.47604,107.14,-62.21748,0.6783156,1.0809569,0.0067831553,100,,-78.49392,0.010809571,11.05906,5.746665,6085.510366678238,0.0016086842,9.042359,-51.18508,0.8604781,,0.05746665,10071.954,28.252342,-74.4760385851562,-1.0,1.6086842e-05,[0.465 1.457],23700,69.35156,-120.536644,13.5759115
238,0.4189424,61.496414,-50.82995,4400750,0.86487985,-75.67357,108.68,-66.394905,0.68454033,0.9832472,0.0068454025,100,,-80.2459,0.009832471,11.588312,6.3998623,6102.402061700821,0.009998831,8.629384,-51.43284,0.86487985,,0.063998625,12778.062,32.64631,-75.67356844097375,-1.0,9.9988305e-05,[0.444 1.414],23800,85.737144,-137.16998,16.15088
239,0.4189424,38.202927,-58.257854,4411391,0.86821103,-73.81944,106.41,-69.22917,0.8202855,1.4412856,0.008202855,100,,-77.55351,0.014412856,8.632783,9.775098,6116.475083112717,0.012964066,11.58375,-50.1212,0.86821103,,0.09775098,12777.146,24.466408,-73.81944270640612,-1.0,0.00012964066,[0.286 1.432],23900,61.90117,-112.02237,15.142517
240,0.4189424,37.489254,-75.14281,4422172,0.8561753,-75.3636,107.81,-78.95615,1.001365,0.17285816,0.010013648,100,,-79.12537,0.0017285816,1.0276119,1.4843483,6135.348044872284,0.52818286,97.31301,-49.842186,0.8561753,,0.0148434825,13197.962,97.10639,-75.36360186174512,-1.0,0.0052818283,[0.203 1.471],24000,63.010674,-112.85286,15.913855
241,0.4189424,32.9832,-28.541239,4433018,0.86286104,-75.50436,108.46,-43.796455,0.40596324,0.6301045,0.004059633,100,,-79.12061,0.0063010445,17.795877,5.196677,6152.600649595261,0.004938424,5.619279,-50.45935,0.86286104,,0.05196677,3074.5205,29.333406,-75.50435621887445,-1.0,4.9384238e-05,[0.205 1.476],24100,58.028206,-108.48756,14.235185
242,0.4189424,44.711647,-53.388348,4443516,0.8631918,-73.24911,104.98,-65.21112,0.7509377,1.5261167,0.007509377,100,,-77.181114,0.015261168,9.040779,13.696291,6167.007645845413,0.012327742,11.060993,-50.433464,0.8631918,,0.1369629,14700.992,19.49254,-73.24910151824355,-1.0,0.00012327741,[0.206 1.524],24200,67.52728,-117.96075,14.659499
243,0.4189424,71.31326,-53.11252,4454549,0.8655001,-77.19684,110.33,-67.448166,0.6594083,0.9043186,0.0065940833,100,,-82.14718,0.009043186,8.386194,4.1192136,6186.126185655594,0.012362915,11.92436,-51.623444,0.8655001,,0.041192137,13030.182,34.713017,-77.1968392173946,-1.0,0.00012362914,[0.226 1.48 ],24300,96.88666,-148.5101,16.660465
244,0.4189424,56.56697,-36.041164,4465160,0.85568774,-74.24302,106.11,-52.43441,0.49889576,0.6640969,0.0049889577,100,,-78.603355,0.0066409684,14.13483,4.2374253,6205.378466367722,0.007899953,7.0747223,-50.094032,0.85568774,,0.042374253,6018.4575,36.076122,-74.24302607268095,-1.0,7.899953e-05,[0.097 1.508],24400,80.715965,-130.81,15.563753
245,0.4189424,34.817764,-48.13501,4475742,0.8590305,-73.735794,105.82,-62.82326,0.67407256,1.2940325,0.0067407256,100,,-77.354256,0.012940324,16.477627,9.398768,6224.496723175049,0.004054991,6.0688353,-51.194725,0.8590305,,0.09398768,8586.595,21.343191,-73.73579614832997,-1.0,4.054991e-05,[0.052 1.555],24500,57.358833,-108.55356,12.762993
246,0.4189424,44.792866,-38.339573,4486448,0.86295444,-74.50421,107.06,-55.695793,0.5171361,0.6057195,0.0051713604,100,,-78.48079,0.006057195,19.049915,3.2553215,6242.692677736282,0.0023250915,5.249367,-50.32673,0.86295444,,0.032553215,4844.5986,42.159676,-74.50421156227588,-1.0,2.3250914e-05,[0.086 1.601],24600,68.97035,-119.29708,15.777461
247,0.4189424,61.85386,-58.421124,4497221,0.85833824,-75.0398,107.73,-68.442,0.808603,1.2093499,0.008086029,100,,-79.60293,0.012093497,4.8226695,6.947442,6258.909120321274,0.014745542,20.735403,-50.5964,0.85833824,,0.06947442,19137.86,30.89441,-75.0397978195548,-1.0,0.00014745542,[0.067 1.554],24700,86.29726,-136.89366,15.43426
248,0.4189424,44.07021,-65.72165,4507868,0.864961,-74.01158,106.47,-73.4799,0.8772929,1.2129934,0.008772928,100,,-77.94763,0.012129934,3.885118,5.9101405,6276.8197910785675,0.027076518,25.739244,-50.592896,0.864961,,0.059101403,14153.836,34.34379,-74.01157925710082,-1.0,0.0002707652,[0.166 1.525],24800,67.48889,-118.08179,14.904801
249,0.4189424,30.012896,-67.03533,4518317,0.8632168,-72.45741,104.49,-71.20969,0.92524856,0.63685596,0.009252486,100,,-75.873085,0.00636856,1.4935701,3.206292,6295.991230249405,0.116985366,66.953674,-50.136307,0.8632168,,0.032062918,9668.812,67.85329,-72.45740958735347,-1.0,0.0011698536,[0.136 1.494],24900,52.334,-102.47031,11.27553
250,0.4189424,49.32603,-51.41396,4528784,0.8589107,-73.21724,104.67,-64.7719,0.65940195,1.1957504,0.0065940195,100,,-77.30202,0.011957503,10.694048,6.9379907,6314.031563997269,0.0018715636,9.350996,-50.15291,0.8589107,,0.0693799,8909.269,23.318884,-73.21724018156529,-1.0,1.8715637e-05,[0.071 1.503],25000,72.390366,-122.543274,15.358134
251,0.4189424,79.054016,-49.67802,4539981,0.8617293,-78.38496,111.97,-66.417366,0.58246124,0.9579833,0.0058246125,100,,-83.63292,0.009579834,10.174073,6.829844,6334.089010477066,0.009595001,9.828905,-50.02025,0.8617293,,0.06829844,14087.775,26.989887,-78.38495831161737,-1.0,9.595001e-05,[-0.011  1.468],25100,107.41873,-157.43898,17.648298
252,0.4189424,46.922344,-46.16405,4550951,0.8631722,-76.27595,109.7,-58.728462,0.6246494,1.0296469,0.006246494,100,,-80.38255,0.010296469,9.360897,6.2473364,6351.893680334091,0.0025489796,10.682736,-49.20203,0.8631722,,0.062473364,9021.84,26.90277,-76.2759447196126,-1.0,2.5489795e-05,[0.098 1.432],25200,73.99626,-123.19829,15.184662
253,0.4189424,56.068394,-73.36787,4561615,0.8598824,-74.39502,106.64,-77.84604,0.9824353,0.22335303,0.009824351,100,,-78.74379,0.0022335302,1.0603927,1.6560261,6369.681000709534,0.5265532,94.30468,-50.789738,0.8598824,,0.01656026,16967.455,95.08539,-74.39501853510737,-1.0,0.005265532,[-0.021  1.464],25300,79.673676,-130.46341,15.268264
254,0.4189424,39.5146,-45.930676,4572245,0.8689127,-74.12683,106.3,-57.411385,0.6358011,0.997711,0.00635801,100,,-77.91489,0.00997711,9.185576,5.644067,6389.728852033615,0.007007693,10.886633,-50.438774,0.8689127,,0.056440666,7067.8403,28.881304,-74.12683358013629,-1.0,7.007693e-05,[0.004 1.461],25400,63.20266,-113.64143,14.4824295
255,0.4189424,92.61823,-79.96198,4583738,0.86071146,-80.288414,114.93,-85.85208,1.006446,0.21163695,0.0100644585,100,,-86.05196,0.0021163693,1.0443937,1.6614689,6404.832636117935,0.6260606,95.74934,-50.664494,0.86071146,,0.016614689,31415.096,95.76542,-80.2884106464684,-1.0,0.006260606,[-0.039  1.422],25500,122.24216,-172.90665,18.302515
256,0.4189424,67.948235,-54.169796,4594585,0.86846995,-75.235115,108.47,-67.66092,0.6823516,1.0607578,0.0068235165,100,,-80.00789,0.010607576,7.990125,7.9650598,6423.637225866318,0.0035126926,12.515449,-50.031147,0.86846995,,0.079650596,13129.651,29.268332,-75.2351149097085,-1.0,3.5126926e-05,[-0.034  1.427],25600,93.15221,-143.18335,14.349004
257,0.4189424,41.9717,-37.807137,4605144,0.8587308,-74.00641,105.59,-53.753082,0.5246447,0.74304694,0.0052464455,100,,-77.87234,0.007430469,17.013403,4.406795,6442.434910535812,0.0044447957,5.877719,-49.775707,0.8587308,,0.04406795,4944.9243,33.26829,-74.00639954075217,-1.0,4.4447956e-05,[-0.175  1.417],25700,66.20239,-115.978096,14.978503
258,0.4189424,43.386368,-57.958557,4615992,0.85444605,-75.93664,108.48,-65.501045,0.7952916,1.4296231,0.007952915,100,,-79.91408,0.014296232,3.5960312,11.42556,6462.212408542633,0.04241813,27.808435,-49.754776,0.85444605,,0.1142556,16401.58,23.632853,-75.9366418914497,-1.0,0.0004241813,[-0.109  1.46 ],25800,69.56824,-119.32301,15.304693
259,0.4189424,55.309044,-67.61856,4627001,0.8568714,-76.85316,110.09,-76.434616,0.91290146,1.2845742,0.009129014,100,,-81.25856,0.012845742,4.004762,8.766442,6479.589425325394,0.019616554,24.970272,-50.031956,0.8568714,,0.08766442,21222.266,33.55677,-76.8531624853611,-1.0,0.00019616554,[-0.169  1.434],25900,82.13025,-132.1622,15.473012
260,0.4189424,48.5163,-44.25389,4637631,0.85660255,-74.16964,106.3,-60.369705,0.6071847,0.82721406,0.006071847,100,,-78.25917,0.008272141,15.529494,5.521359,6495.563407897949,0.0029324002,6.4393597,-50.148712,0.85660255,,0.05521359,7789.3105,35.013153,-74.16963822692632,-1.0,2.9324001e-05,[-0.153  1.466],26000,72.537224,-122.685936,16.251831
261,0.4189424,45.40506,-70.620155,4648425,0.864063,-75.163795,107.94,-77.019905,0.9595106,1.0862536,0.009595106,100,,-79.182755,0.010862537,2.5357049,7.378029,6514.4333527088165,0.07171074,39.436768,-49.902023,0.864063,,0.07378028,16615.256,43.828297,-75.16379769042135,-1.0,0.00071710744,[-0.024  1.429],26100,70.66683,-120.568855,15.62196
262,0.4189424,82.95417,-69.65162,4659239,0.8563005,-75.13066,108.14,-75.87809,0.9331153,0.5238831,0.009331153,100,,-80.40016,0.0052388306,1.396194,3.2355466,6533.526609182358,0.18769515,71.62328,-50.351425,0.8563005,,0.032355465,23995.758,76.03357,-75.13066147610544,-1.0,0.0018769514,[0.005 1.402],26200,107.73341,-158.08484,16.226957
263,0.4189424,52.32078,-57.85285,4669966,0.8617522,-74.7458,107.27,-67.361206,0.73048055,1.1790434,0.0073048063,100,,-78.98134,0.011790435,5.0395384,8.72248,6554.4881772994995,0.007437551,19.843088,-49.954544,0.8617522,,0.0872248,11134.503,27.73766,-74.74579452395439,-1.0,7.437551e-05,[-0.057  1.407],26300,77.11203,-127.066574,14.720111
264,0.4189424,63.350388,-54.143127,4680972,0.86636543,-76.93861,110.06,-68.14638,0.7341831,1.1881592,0.0073418305,100,,-81.61491,0.011881592,8.967123,8.11976,6574.616362571716,0.022678053,11.151849,-50.25171,0.86636543,,0.0811976,18416.762,27.631706,-76.93861176773906,-1.0,0.00022678052,[-0.027  1.441],26400,90.03729,-140.289,16.831509
265,0.4189424,41.151836,-43.634956,4691673,0.86429965,-74.89039,107.01,-57.383698,0.5840355,0.83937854,0.005840355,100,,-78.75845,0.008393785,12.633864,4.623101,6594.814333677292,0.0063013053,7.9152346,-49.749313,0.86429965,,0.046231013,5811.5713,32.620502,-74.89038615807891,-1.0,6.301305e-05,[0.022 1.399],26500,66.29291,-116.04222,14.983837
266,0.4189424,85.437744,-68.80872,4703495,0.8660038,-83.10676,118.22,-78.45174,0.82592684,1.089123,0.008259268,100,,-88.72489,0.01089123,2.946043,8.191871,6615.286290884018,0.043917097,33.943836,-51.17845,0.8660038,,0.0819187,27323.73,36.511215,-83.10675439819694,-1.0,0.00043917095,[0.067 1.354],26600,117.36604,-168.5445,22.01945
267,0.4189424,50.806007,-67.85354,4714521,0.8660351,-77.09583,110.26,-73.3375,0.86098826,0.76649594,0.008609882,100,,-81.35922,0.007664959,1.6545415,5.415374,6633.520867109299,0.12135264,60.439705,-49.722206,0.8660351,,0.054153737,13597.556,55.786537,-77.09582981139421,-1.0,0.0012135264,[-0.04   1.365],26700,78.179634,-127.90184,17.098173
268,0.4189424,59.278336,-38.608612,4725547,0.8646227,-76.69959,110.26,-54.274643,0.49463058,0.6904359,0.004946306,100,,-81.232185,0.006904358,11.946033,4.063922,6651.999905586243,0.0030064383,8.37098,-50.857822,0.8646227,,0.040639218,6137.6094,33.916363,-76.69958563446998,-1.0,3.0064382e-05,[-0.01   1.345],26800,85.1201,-135.97792,15.635016
269,0.4189424,63.900944,-72.1983,4736724,0.86369777,-78.44864,111.77,-79.7551,0.936546,1.0702302,0.00936546,100,,-83.19362,0.010702302,2.536328,7.717102,6669.442598581314,0.011093529,39.427074,-50.38703,0.86369777,,0.07717102,23854.336,43.367798,-78.44863728806376,-1.0,0.00011093529,[-0.094  1.386],26900,91.96255,-142.34958,17.080349
270,0.4189424,66.3165,-58.81648,4747511,0.8623942,-75.45834,107.87,-71.217514,0.7573777,1.1774386,0.0075737773,100,,-80.18417,0.011774385,6.885886,8.010362,6688.583595752716,0.0040778173,14.522459,-49.719566,0.8623942,,0.08010361,16821.441,29.266638,-75.45834150657058,-1.0,4.0778174e-05,[-0.121  1.36 ],27000,92.055275,-141.77484,16.518488
271,0.4189424,61.4643,-49.208485,4758757,0.85905945,-78.454025,112.46,-65.28399,0.6268306,0.9307542,0.0062683057,100,,-83.117966,0.009307542,11.880171,6.1436143,6708.129256725311,0.006988915,8.417387,-50.126396,0.85905945,,0.061436143,10992.12,31.203169,-78.45402866020798,-1.0,6.988915e-05,[-0.118  1.321],27100,89.79192,-139.91832,17.304642
272,0.4189424,68.34202,-47.12103,4770000,0.8512994,-78.7101,112.43,-63.19918,0.61071986,0.9000586,0.006107198,100,,-83.61183,0.009000585,10.759007,5.437401,6726.3516454696655,0.0036024107,9.294538,-50.247776,0.8512994,,0.054374006,12629.217,31.525965,-78.71009531676769,-1.0,3.6024107e-05,[0.045 1.312],27200,96.80434,-147.05211,17.567537
273,0.4189424,51.40447,-59.104786,4781105,0.86617154,-77.4247,111.05,-72.24369,0.81497324,1.4135998,0.008149732,100,,-81.718994,0.014135998,9.361218,12.098007,6744.81031870842,0.008750123,10.68237,-50.065453,0.86617154,,0.12098007,19196.797,24.946285,-77.42469368100166,-1.0,8.750123e-05,[0.125 1.347],27300,78.76371,-128.82916,16.823093
274,0.4189424,57.288223,-57.989037,4792179,0.8601716,-77.13167,110.74,-71.79811,0.75546354,1.1487485,0.0075546354,100,,-81.612335,0.011487485,9.498269,6.6500673,6763.0993475914,0.010628024,10.5282345,-50.385433,0.8601716,,0.06650067,14952.849,30.19153,-77.13167223080993,-1.0,0.00010628024,[0.153 1.387],27400,84.034454,-134.41989,16.484238
275,0.4189424,60.26168,-42.696518,4803447,0.8580728,-78.73135,112.68,-59.452602,0.56519705,0.8466859,0.0056519704,100,,-83.36446,0.008466858,13.079811,4.6471004,6779.5726318359375,0.004300382,7.6453705,-50.620926,0.8580728,,0.046471003,10015.953,30.825058,-78.73135877102614,-1.0,4.300382e-05,[0.057 1.424],27500,88.372116,-138.99304,15.810244
276,0.4189424,37.42727,-36.972153,4814380,0.86578065,-75.90701,109.33,-51.464348,0.523129,0.89906424,0.0052312897,100,,-79.68482,0.008990643,14.715948,6.5712686,6798.073276281357,0.013077095,6.7953486,-50.24987,0.86578065,,0.06571268,5595.5,25.292871,-75.90701477751136,-1.0,0.00013077095,[0.225 1.415],27600,63.08441,-113.33428,14.740882
277,0.4189424,60.55056,-75.30883,4825288,0.8598976,-76.49387,109.08,-80.07816,0.97250265,0.32235348,0.009725027,100,,-81.06202,0.0032235347,1.0900215,1.9717268,6817.405807495117,0.3374408,91.74131,-50.705116,0.8598976,,0.019717267,18468.232,90.10057,-76.49386971130967,-1.0,0.0033744078,[0.181 1.373],27700,86.33932,-137.04443,15.527311
278,0.4189424,46.6808,-65.84372,4836658,0.8657888,-79.1523,113.7,-73.37765,0.8138152,0.8343298,0.008138151,100,,-83.34673,0.008343297,3.2262304,5.950387,6835.075617551804,0.0468359,30.995926,-50.203407,0.8657888,,0.05950387,11754.914,48.755493,-79.1523001255095,-1.0,0.00046835898,[0.179 1.364],27800,75.62969,-125.8331,15.626977
279,0.4189424,54.24335,-58.680973,4847400,0.86734724,-75.04622,107.42,-70.332306,0.785633,1.4274005,0.00785633,100,,-79.35588,0.014274005,7.309151,9.455714,6849.458660364151,0.011406839,13.681479,-50.546017,0.86734724,,0.094557144,17399.771,23.250135,-75.04622639924288,-1.0,0.00011406839,[0.066 1.371],27900,78.74356,-129.28958,16.803888
280,0.4189424,41.647354,-33.470528,4858438,0.8633766,-77.22521,110.38,-47.986588,0.45407212,0.5556792,0.0045407214,100,,-81.18763,0.005556792,13.420747,3.4249694,6864.052611112595,0.0025794297,7.4511504,-49.896824,0.8633766,,0.034249693,3914.0334,40.038284,-77.225214522928,-1.0,2.5794296e-05,[0.014 1.411],28000,68.97574,-118.87257,16.552855
281,0.4189424,50.915295,-43.371517,4869273,0.86422473,-75.7964,108.35,-58.47917,0.59660983,0.92343384,0.0059660985,100,,-80.02013,0.009234338,12.793909,6.202322,6878.060014724731,0.00039255404,7.8162193,-50.5102,0.86422473,,0.06202322,9038.08,29.449091,-75.79640398740769,-1.0,3.92554e-06,[0.062 1.452],28100,76.2015,-126.7117,15.952661
282,0.4189424,34.639565,-52.709126,4879967,0.86222625,-73.982956,106.94,-64.248764,0.7378186,1.1220697,0.007378185,100,,-77.6037,0.011220697,10.157511,6.483857,6894.850921869278,0.005426535,9.844932,-50.181705,0.86222625,,0.06483857,8581.798,30.185827,-73.98295601516962,-1.0,5.4265347e-05,[-0.108  1.46 ],28200,58.440815,-108.62252,12.509037
