ESSRenyi,AvgEpLen,AvgVanillaIw,MaxNormIw,AvgRet,VarDiscRet,renyi2,VarVanillaIw,SamplesThisIter,VarRet,AvgDiscRet,EpsThisIter,Bound,IterType,ESSClassic,AvgNormIw,delta,MinNormIw,J,MinVanillaIw,MaxVanillaIw,VanillaAvgRet,VarJ,BatchSize,VarNormIw
nan,134.408602151,0.835452,8.44933e-05,-97.3276780549,9803.06257221,nan,0.230925,50000,9803.06257221,-97.3276780549,372,-99.275,1,3.53677027925,1.49343e-05,0.3,9.89748e-17,-14195.8,5.53684e-12,4.72672,-97.3276780549,917.934,100,7.37897e-11
3.48542855153e-12,123.762376238,0.852289,5.62416e-05,-87.8386060748,7387.01377092,30.9876,0.190822,50000,7387.01377092,-87.8386060748,404,-96.4065,1,3.46225946118,1.37514e-05,0.3,1.44934e-13,-13304.6,8.98277e-09,3.48577,-87.8386060748,756.084,100,4.96759e-11
9.54427837184e-12,128.53470437,0.845407,7.25586e-05,-91.1391904744,7760.66447472,29.9802,0.206114,50000,7760.66447472,-91.1391904744,389,-96.8145,1,3.61036568519,1.42816e-05,0.3,2.87545e-16,-13567.1,1.70213e-11,4.29514,-91.1391904744,791.972,100,5.88209e-11
6.83071410429e-12,124.069478908,0.857359,6.0045e-05,-87.5882967651,7015.63067638,30.3148,0.206865,50000,7015.63067638,-87.5882967651,403,-95.1637,1,3.46084490091,1.37855e-05,0.3,1.49367e-13,-13129.2,9.28957e-09,3.73437,-87.5882967651,735.043,100,5.34818e-11
1.70589367778e-11,117.647058824,0.848782,6.02568e-05,-83.479504037,6538.05149954,29.3995,0.167506,50000,6538.05149954,-83.479504037,425,-93.443,1,3.86592182389,1.30719e-05,0.3,1.9491e-11,-12818.3,1.26559e-06,3.91258,-83.479504037,724.84,100,3.97298e-11
5.16670832501e-11,109.89010989,0.88837,4.38979e-05,-76.3758361859,4354.84797212,28.2914,0.131001,50000,4354.84797212,-76.3758361859,455,-91.3065,1,3.55018506155,1.221e-05,0.3,2.07851e-09,-12162.0,0.000151227,3.1939,-76.3758361859,589.725,100,2.47467e-11
5.78498245809e-11,102.669404517,0.903485,3.48751e-05,-71.4570160717,3394.97174017,28.1783,0.107204,50000,3394.97174017,-71.4570160717,487,-89.3948,1,3.47666406393,1.14077e-05,0.3,3.26048e-11,-11688.8,2.58229e-06,2.76209,-71.4570160717,514.346,100,1.70909e-11
1.26714752856e-10,93.808630394,0.94755,3.12129e-05,-64.8676468647,1575.27897816,27.3943,0.0632413,50000,1575.27897816,-64.8676468647,533,-86.6992,1,3.46736180997,1.04232e-05,0.3,1.60984e-07,-11104.4,0.0146347,2.8375,-64.8676468647,368.208,100,7.65238e-12
8.70382120231e-11,99.0099009901,0.924365,2.90322e-05,-68.5810962099,2631.04168097,27.7698,0.0787101,50000,2631.04168097,-68.5810962099,505,-88.9253,1,3.42323271978,1.10011e-05,0.3,9.34531e-08,-11516.4,0.00785238,2.43943,-68.5810962099,454.91,100,1.11485e-11
1.10266742851e-10,94.3396226415,0.946715,3.28006e-05,-64.8303358878,1715.19920265,27.5333,0.0572133,50000,1715.19920265,-64.8303358878,530,-86.6393,1,3.51352048213,1.04822e-05,0.3,4.41891e-08,-11115.3,0.00399101,2.96244,-64.8303358878,382.37,100,7.01393e-12
1.10815556562e-10,91.2408759124,0.957717,3.06114e-05,-62.9671540568,1217.05837003,27.5283,0.0513324,50000,1217.05837003,-62.9671540568,548,-85.5746,1,3.50104099482,1.01379e-05,0.3,2.23103e-07,-10906.7,0.0210763,2.89183,-62.9671540568,327.456,100,5.7519e-12
1.27197352872e-10,90.2527075812,0.968681,2.58709e-05,-61.947565634,787.777896153,27.3905,0.037896,50000,787.777896153,-61.947565634,554,-86.2252,1,3.56895308902,1.00281e-05,0.3,3.33226e-07,-10857.6,0.0321886,2.49905,-61.947565634,274.464,100,4.06132e-12
1.34419460607e-10,88.4955752212,0.979741,3.03087e-05,-60.5672019387,563.371288513,27.3352,0.0340776,50000,563.371288513,-60.5672019387,565,-84.7674,1,3.46563793051,9.83284e-06,0.3,3.23105e-07,-10668.4,0.032194,3.01995,-60.5672019387,241.156,100,3.43245e-12
1.72072736187e-10,90.4159132007,0.968761,2.49246e-05,-61.885207227,628.807661187,27.0883,0.0391271,50000,628.807661187,-61.885207227,553,-85.9491,1,3.36027197201,1.00462e-05,0.3,4.38279e-07,-10866.2,0.0422634,2.40349,-61.885207227,255.411,100,4.20774e-12
2.26643981594e-10,89.7666068223,0.972228,2.79209e-05,-61.4366431989,746.435640772,26.8128,0.039453,50000,746.435640772,-61.4366431989,557,-85.3099,1,3.42870380765,9.97407e-06,0.3,2.19098e-07,-10775.7,0.0213567,2.7216,-61.4366431989,268.285,100,4.1523e-12
2.4578098697e-10,86.0585197935,0.984712,2.39627e-05,-58.7655773564,282.79819851,26.7318,0.0242513,50000,282.79819851,-58.7655773564,581,-83.9355,1,3.46800213111,9.56206e-06,0.3,8.03633e-07,-10440.3,0.0827591,2.46771,-58.7655773564,179.781,100,2.28676e-12
2.55521576457e-10,88.0281690141,0.984985,3.07691e-05,-60.1212958303,298.200930156,26.6929,0.0262985,50000,298.200930156,-60.1212958303,568,-84.8944,1,3.40554941076,9.78091e-06,0.3,5.42944e-07,-10667.0,0.0546771,3.0986,-60.1212958303,184.675,100,2.59317e-12
1.9748717186e-10,88.0281690141,0.977695,2.67636e-05,-60.3891985531,506.501083254,26.9505,0.0300827,50000,506.501083254,-60.3891985531,568,-84.6317,1,3.38439567314,9.78091e-06,0.3,4.20091e-07,-10659.4,0.0419921,2.67528,-60.3891985531,218.041,100,3.0107e-12
1.40883019428e-10,87.260034904,0.981869,2.5594e-05,-59.7087216442,288.028276906,27.2883,0.0245071,50000,288.028276906,-59.7087216442,573,-84.551,1,3.35225642094,9.69556e-06,0.3,6.78963e-07,-10600.4,0.0687585,2.5919,-59.7087216442,181.702,100,2.38963e-12
1.50763635558e-10,87.1080139373,0.986485,2.84697e-05,-59.6050015831,270.311040911,27.2205,0.0217959,50000,270.311040911,-59.6050015831,574,-84.4945,1,3.37035362957,9.67867e-06,0.3,7.7641e-07,-10600.9,0.0791345,2.90173,-59.6050015831,175.832,100,2.09809e-12
1.13614756902e-10,88.6524822695,0.980243,1.94816e-05,-60.4539870134,386.949368827,27.5034,0.0270542,50000,386.949368827,-60.4539870134,564,-85.19,1,3.33901988483,9.85028e-06,0.3,6.63955e-07,-10714.5,0.066073,1.9387,-60.4539870134,204.153,100,2.73189e-12
1.16295966561e-10,87.5656742557,0.981949,2.40873e-05,-59.7318204739,392.55688223,27.4801,0.0303273,50000,392.55688223,-59.7318204739,571,-84.3102,1,3.52581614504,9.72952e-06,0.3,7.13327e-07,-10560.6,0.0719924,2.43101,-59.7318204739,206.403,100,2.97741e-12
1.28591701777e-10,90.0900900901,0.979447,2.46261e-05,-61.5692480275,652.450433562,27.3795,0.0327857,50000,652.450433562,-61.5692480275,555,-85.8583,1,3.32591869414,1.001e-05,0.3,4.51918e-07,-10841.7,0.0442187,2.40959,-61.5692480275,248.147,100,3.42446e-12
1.72939732322e-10,88.809946714,0.979492,3.203e-05,-60.7069095832,500.520209062,27.0832,0.0274916,50000,500.520209062,-60.7069095832,563,-85.3332,1,3.35686531466,9.86777e-06,0.3,4.24221e-07,-10733.3,0.0421089,3.17935,-60.7069095832,219.48,100,2.7902e-12
1.63044522835e-10,91.407678245,0.96538,3.22131e-05,-62.8590132013,1259.28203524,27.1422,0.0504382,50000,1259.28203524,-62.8590132013,547,-85.6502,1,3.35163371036,1.01564e-05,0.3,2.3439e-07,-10895.0,0.0222791,3.06189,-62.8590132013,338.798,100,5.58269e-12
2.44570736881e-10,89.605734767,0.976245,2.35837e-05,-61.448365791,786.209629748,26.7367,0.0351359,50000,786.209629748,-61.448365791,558,-85.3796,1,3.41061318733,9.95619e-06,0.3,4.21024e-07,-10794.4,0.0412831,2.31247,-61.448365791,272.832,100,3.65444e-12
2.43163690557e-10,89.2857142857,0.978372,2.57192e-05,-61.164484026,540.46473721,26.7425,0.0353227,50000,540.46473721,-61.164484026,560,-85.469,1,3.46791321542,9.92063e-06,0.3,3.82598e-07,-10769.3,0.0377318,2.53643,-61.164484026,229.839,100,3.63183e-12
1.46819089637e-10,88.0281690141,0.934332,3.42579e-05,-60.2097981908,110.954685618,27.247,0.122852,50000,110.954685618,-60.2097981908,568,-67.7803,1,3.62542874238,9.78091e-06,0.3,7.6389e-08,-10544.7,0.00729714,3.27253,-60.2097981908,127.881,100,1.34629e-11
1.9601199625e-10,87.1080139373,0.985385,2.63121e-05,-59.476452173,285.617499811,26.958,0.0243809,50000,285.617499811,-59.476452173,574,-84.3305,1,3.40994462382,9.67867e-06,0.3,8.93194e-07,-10564.6,0.0909361,2.67884,-59.476452173,181.416,100,2.35217e-12
1.99771646062e-10,89.2857142857,0.977892,2.79679e-05,-61.4219278151,956.512571547,26.939,0.038479,50000,956.512571547,-61.4219278151,560,-85.4855,1,3.37299050712,9.92063e-06,0.3,4.55667e-07,-10749.3,0.0449158,2.75684,-61.4219278151,289.56,100,3.96024e-12
2.00879715798e-10,89.928057554,0.98065,2.61248e-05,-61.4091201318,640.23902786,26.9335,0.0371832,50000,640.23902786,-61.4091201318,556,-85.263,1,3.3855860097,9.99201e-06,0.3,4.53483e-07,-10803.0,0.0445064,2.56398,-61.4091201318,253.635,100,3.86033e-12
2.25668669512e-10,88.0281690141,0.985645,2.17857e-05,-60.3504782492,488.82838434,26.8171,0.0278618,50000,488.82838434,-60.3504782492,568,-84.798,1,3.33841929513,9.78091e-06,0.3,5.50805e-07,-10674.6,0.0555059,2.19539,-60.3504782492,212.205,100,2.74363e-12
2.72492000716e-10,85.910652921,0.992073,2.24222e-05,-58.8318993454,279.853737017,26.6286,0.0259533,50000,279.853737017,-58.8318993454,582,-83.549,1,3.49115007427,9.54563e-06,0.3,8.57779e-07,-10451.6,0.0891487,2.33033,-58.8318993454,181.638,100,2.40278e-12
2.95550986058e-10,87.7192982456,0.989716,1.83047e-05,-59.951236797,483.942160232,26.5473,0.0239606,50000,483.942160232,-59.951236797,570,-84.6894,1,3.4155470497,9.74659e-06,0.3,7.8675e-07,-10632.4,0.0798904,1.85875,-59.951236797,223.199,100,2.32371e-12
3.51252080833e-10,88.6524822695,0.980076,2.01062e-05,-61.0073965733,926.080132168,26.3747,0.0345969,50000,926.080132168,-61.0073965733,564,-84.7646,1,3.37811132417,9.85028e-06,0.3,4.7948e-07,-10701.9,0.0477069,2.00052,-61.0073965733,284.306,100,3.49473e-12
4.07154210155e-10,86.3557858377,0.989213,1.91399e-05,-59.1326736914,477.270009613,26.227,0.0250235,50000,477.270009613,-59.1326736914,579,-83.7179,1,3.50819805324,9.59509e-06,0.3,8.44145e-07,-10483.4,0.0870277,1.97325,-59.1326736914,220.757,100,2.35433e-12
4.0875088467e-10,86.8055555556,0.989871,1.96158e-05,-59.4287911719,475.556197661,26.2231,0.0261963,50000,475.556197661,-59.4287911719,576,-83.6843,1,3.36418262757,9.64506e-06,0.3,4.9984e-07,-10519.7,0.0512986,2.01316,-59.4287911719,205.521,100,2.4871e-12
3.1634658005e-10,86.2068965517,0.975453,5.60817e-05,-58.7481408559,138.74290932,26.4794,0.0986294,50000,138.74290932,-58.7481408559,580,-69.0101,1,3.53967821961,9.57854e-06,0.3,1.99519e-07,-10326.7,0.0203185,5.71121,-58.7481408559,177.085,100,9.51026e-12
5.67675997152e-11,85.4700854701,0.931087,0.000107921,-58.4230943598,53.0930152499,28.1972,0.396803,50000,53.0930152499,-58.4230943598,585,-60.3814,1,3.45016475225,9.49668e-06,0.3,3.08743e-09,-10109.6,0.000302702,10.5809,-58.4230943598,142.053,100,4.12798e-11
6.0576966613e-11,85.3242320819,0.970921,0.00012622,-58.2590751104,66.5750100848,28.1323,0.304481,50000,66.5750100848,-58.2590751104,586,-61.8491,1,3.69399005955,9.48047e-06,0.3,2.70289e-09,-10145.6,0.000276811,12.9265,-58.2590751104,253.022,100,2.90304e-11
4.08848161958e-11,85.1788756388,0.961948,0.000166645,-58.142492901,48.6073396734,28.5254,0.468497,50000,48.6073396734,-58.142492901,587,-59.7337,1,4.20027160935,9.46432e-06,0.3,7.76385e-11,-10076.5,7.89113e-06,16.9377,-58.142492901,206.312,100,4.53505e-11
3.43041867794e-11,85.0340136054,0.904926,0.000100694,-58.1145093482,61.1917083285,28.7009,0.289042,50000,61.1917083285,-58.1145093482,588,-60.6246,1,3.81614575479,9.44822e-06,0.3,7.69212e-10,-10072.5,7.36731e-05,9.64421,-58.1145093482,141.773,100,3.1509e-11
1.47879387274e-11,86.6551126516,0.9663,0.000110424,-59.1635092286,64.0602047751,29.5424,0.430012,50000,64.0602047751,-59.1635092286,577,-61.3367,1,3.9794246614,9.62835e-06,0.3,6.40491e-10,-10233.4,6.42797e-05,11.0821,-59.1635092286,190.47,100,4.26933e-11
8.22871842612e-12,84.7457627119,1.02504,0.000283707,-58.0776510312,64.1444164935,30.1286,0.828427,50000,64.1444164935,-58.0776510312,590,-59.3363,1,3.84141982614,9.4162e-06,0.3,1.11565e-08,-10021.8,0.00121448,30.884,-58.0776510312,430.188,100,6.99081e-11
3.54151131579e-12,84.8896434635,0.99718,0.000227689,-58.054298287,66.8061416209,30.9716,0.757149,50000,66.8061416209,-58.054298287,589,-59.3614,1,3.57342683342,9.43218e-06,0.3,1.08081e-10,-9920.68,1.14264e-05,24.0715,-58.054298287,320.457,100,6.7742e-11
5.93763545674e-13,84.7457627119,0.986798,0.00023512,-57.9060252373,63.4343887804,32.7575,0.688341,50000,63.4343887804,-57.9060252373,590,-58.9301,1,3.81091161379,9.4162e-06,0.3,2.75884e-09,-9917.67,0.000289121,24.6401,-57.9060252373,297.429,100,6.26755e-11
7.24077814507e-13,85.910652921,0.941783,0.00010835,-58.4655983777,54.5702121945,32.559,0.503294,50000,54.5702121945,-58.4655983777,582,-59.5881,1,3.52942789659,9.54563e-06,0.3,1.0629e-11,-10075.6,1.04867e-06,10.6899,-58.4655983777,148.697,100,5.17046e-11
1.40619049596e-11,87.5656742557,0.988926,1.8667e-05,-60.16877433,696.261499192,29.5927,0.0283802,50000,696.261499192,-60.16877433,571,-84.4371,1,3.40174275244,9.72952e-06,0.3,5.89729e-07,-10621.4,0.0599411,1.89735,-60.16877433,252.293,100,2.74708e-12
nan,85.3242320819,0.996581,0.00024891,-58.1958791304,57.2419996974,nan,0.883272,50000,57.2419996974,-58.1958791304,586,-59.0647,1,3.59412590666,9.48047e-06,0.3,3.97355e-09,-9946.93,0.000417697,26.1653,-58.1958791304,370.618,100,7.99335e-11
9.92779297258e-12,86.9565217391,0.989159,1.96156e-05,-59.7342209748,499.109990681,29.9409,0.0249948,50000,499.109990681,-59.7342209748,575,-84.2541,1,3.36571445663,9.66184e-06,0.3,6.13025e-07,-10575.9,0.0627603,2.00821,-59.7342209748,210.804,100,2.38471e-12
4.86884954317e-12,85.4700854701,0.98339,0.000103971,-58.3482001487,87.7576662828,30.6533,0.234081,50000,87.7576662828,-58.3482001487,585,-63.9214,1,3.59795097726,9.49668e-06,0.3,1.53506e-07,-10177.8,0.0158957,10.7663,-58.3482001487,275.418,100,2.18302e-11
1.56113058365e-12,84.1750841751,1.0209,0.000244039,-57.5696819285,56.6021656709,31.7908,1.00027,50000,56.6021656709,-57.5696819285,594,-58.2724,1,3.81886238963,9.35279e-06,0.3,4.55956e-09,-9877.23,0.000497695,26.6379,-57.5696819285,383.413,100,8.39533e-11
4.80073960869e-12,85.3242320819,0.949071,6.31232e-05,-58.1713754882,68.3831887028,30.6674,0.228323,50000,68.3831887028,-58.1713754882,586,-62.9687,1,3.51940794172,9.48047e-06,0.3,2.11387e-08,-10137.6,0.00211615,6.31913,-58.1713754882,138.218,100,2.27831e-11
9.33636753779e-13,86.2068965517,0.913447,7.82109e-05,-58.8612341666,51.5607691635,32.3049,0.314543,50000,51.5607691635,-58.8612341666,580,-61.0515,1,3.66827876874,9.57855e-06,0.3,3.75271e-09,-10222.8,0.000357873,7.4585,-58.8612341666,106.299,100,3.4587e-11
1.74763313927e-12,86.6551126516,0.972638,0.000159247,-59.0117347711,66.9816855702,31.6779,0.637865,50000,66.9816855702,-59.0117347711,577,-60.1499,1,3.65382441319,9.62834e-06,0.3,9.58343e-10,-10104.5,9.68101e-05,16.0868,-59.0117347711,205.313,100,6.25072e-11
7.02805295513e-12,85.910652921,0.990537,2.6004e-05,-58.8564832062,271.738062036,30.2863,0.0235313,50000,271.738062036,-58.8564832062,582,-83.5743,1,3.35384778413,9.54563e-06,0.3,1.01514e-06,-10463.5,0.10534,2.6984,-58.8564832062,178.492,100,2.18531e-12
7.05118756158e-12,87.8734622144,0.981173,2.27643e-05,-60.5342201632,929.484833938,30.283,0.0360764,50000,929.484833938,-60.5342201632,569,-84.2455,1,3.41761891322,9.76372e-06,0.3,4.99191e-07,-10612.2,0.0501645,2.28763,-60.5342201632,280.368,100,3.57242e-12
6.82232885545e-12,85.910652921,0.984098,4.05966e-05,-58.6252464278,179.020015425,30.316,0.0431181,50000,179.020015425,-58.6252464278,582,-76.751,1,3.50980181183,9.54563e-06,0.3,7.57461e-07,-10384.0,0.0780898,4.18527,-58.6252464278,177.999,100,4.05687e-12
2.27403256326e-12,84.3170320405,0.96845,0.000198631,-57.6386848669,54.0966191657,31.4146,0.54574,50000,54.0966191657,-57.6386848669,593,-59.1276,1,3.91093405473,9.36856e-06,0.3,9.41802e-10,-9943.54,9.73563e-05,20.533,-57.6386848669,213.493,100,5.10713e-11
1.6400061186e-12,85.1788756388,1.01247,0.000210763,-58.0819385435,62.8326324333,31.7415,0.750819,50000,62.8326324333,-58.0819385435,587,-59.5321,1,3.49173328332,9.46432e-06,0.3,2.09543e-09,-9969.2,0.000224165,22.547,-58.0819385435,400.396,100,6.56065e-11
1.00423996795e-12,85.1788756388,0.991158,2.27186e-05,-58.1499897662,252.566675991,32.232,0.0214162,50000,252.566675991,-58.1499897662,587,-82.3774,1,3.39135913852,9.46432e-06,0.3,1.06589e-06,-10349.2,0.111627,2.37923,-58.1499897662,169.452,100,1.9527e-12
2.43351230675e-13,85.910652921,0.962641,0.000197475,-58.5453530009,63.200820968,33.6494,0.48701,50000,63.200820968,-58.5453530009,582,-60.0604,1,3.85396928562,9.54563e-06,0.3,1.23939e-09,-10093.2,0.000124987,19.9146,-58.5453530009,287.363,100,4.7887e-11
6.70160879769e-13,85.6164383562,0.992638,1.76189e-05,-58.4784884064,257.475315196,32.6364,0.0180619,50000,257.475315196,-58.4784884064,584,-83.3872,1,3.4045836523,9.51294e-06,0.3,8.6531e-07,-10420.4,0.0902918,1.83847,-58.4784884064,166.833,100,1.65887e-12
5.61821040344e-13,86.2068965517,0.99124,1.76997e-05,-58.9817017896,261.633796506,32.8128,0.0178001,50000,261.633796506,-58.9817017896,580,-84.063,1,3.42000986762,9.57854e-06,0.3,1.04047e-06,-10511.3,0.107673,1.83166,-58.9817017896,167.796,100,1.66212e-12
1.18631138326e-13,85.3242320819,0.940524,8.9234e-05,-58.1884244596,63.0513756624,34.3679,0.471875,50000,63.0513756624,-58.1884244596,586,-60.0104,1,3.55995497989,9.48047e-06,0.3,1.18719e-09,-10003.0,0.000117777,8.85259,-58.1884244596,144.708,100,4.79455e-11
