Bound,AvgVanillaIw,IterType,eRenyi2,EpsThisIter,AvgEpLen,AvgNormIw,VarNormIw,ESSRenyi,BatchSize,VanillaAvgRet,VarJ,VarVanillaIw,J,MaxVanillaIw,AvgDiscRet,VarRet,MinNormIw,AvgRet,VarDiscRet,MinVanillaIw,MaxNormIw,ESSClassic
4274.163,0.9927162,1,1.2788286,100,452.005,0.005,7.882968e-06,156.39312158777105,200,4514.860371037802,675.3573,0.31074205,4610.657,2.7759228,4514.860371037802,583776.1355194459,0.00017464942,4514.860371037802,583776.1355194459,0.034675464,0.013981451,152.23688127694294
4035.3213,1.0,2,1.0,100,446.19,0.009999998,3.5044917e-18,200.0,200,4456.1315335508325,848.67706,,4456.132,1.0,4456.1315335508325,727528.0582149543,0.01,4456.1315335508325,727528.0582149543,1.0,0.01,100.0
4163.3726,1.8066581,,1.8128151,100,452.005,0.005,4.959852e-05,165.48847421860796,300,4514.860371037802,933.8296,6.4756103,4564.007,28.838837,4459.714187987903,583776.1355194459,0.0009969805,4514.860371037802,647289.2075386398,0.36024058,0.07981265,67.24902000949534
4318.802,1.0278476,1,1.4410859,100,450.56333333333333,0.0033333334,5.221549e-06,208.17634312360175,300,4500.203588853203,740.72925,0.4964773,4610.4575,4.4925966,4500.203588853203,574710.1938549619,2.4997978e-05,4500.203588853203,574710.1938549619,0.0077082342,0.014569593,204.3077644811916
4062.7598,1.0,2,1.0,100,448.85,0.009999998,3.5044917e-18,300.0,300,4483.570746669044,824.5454,,4483.5703,1.0,4483.570746669044,686742.6183828444,0.01,4483.570746669044,686742.6183828444,1.0,0.01,100.0
4264.054,1.0,2,1.0,100,456.62,0.0049999994,2.179301e-19,300.0,300,4561.612387979818,738.1476,,4561.6123,1.0,4561.612387979818,547599.8758850626,0.005,4561.612387979818,547599.8758850626,1.0,0.005,200.00000010221265
4411.502,0.9950851,1,1.5833993,100,459.1,0.0033333334,5.8365367e-06,189.4657909691206,300,4586.428466562962,696.67554,0.52013755,4717.22,3.797543,4586.428466562962,509140.4454798523,8.372424e-06,4586.428466562962,509140.4454798523,0.0024993825,0.012720998,196.91018592998492
4240.315,1.0,2,1.0,100,466.54,0.009999998,3.5044917e-18,300.0,300,4661.125098483623,743.6991,,4661.1255,1.0,4661.125098483623,558675.1448230993,0.01,4661.125098483623,558675.1448230993,1.0,0.01,100.0
4292.5444,1.0,2,1.0,100,459.46,0.0049999994,2.179301e-19,300.0,300,4590.102337340285,808.4481,,4590.1025,1.0,4590.102337340285,656872.780781678,0.005,4590.102337340285,656872.780781678,1.0,0.005,200.00000010221265
3928.8848,5.6212726,,6.40752,100,459.1,0.003333333,0.00025822842,62.426650467276644,400,4586.428466562962,3504.4463,734.3715,4543.879,400.09885,4583.169156405332,509140.4454798523,0.00015614979,4586.428466562962,735924.938507234,0.26332816,0.23725282,12.415631481175708
4386.618,1.0238551,1,1.6287026,100,453.645,0.0025,3.7967664e-06,245.59424786650337,400,4531.625796710699,824.83856,0.6368113,4655.1387,4.4723225,4531.625796710699,618784.8407689695,4.973616e-07,4531.625796710699,618784.8407689695,0.00020369048,0.010920302,249.07165052753822
4304.428,1.0,2,1.0,100,472.87,0.009999998,3.5044917e-18,400.0,400,4725.238821061757,634.1428,,4725.239,1.0,4725.238821061757,406199.0881839181,0.01,4725.238821061757,406199.0881839181,1.0,0.01,100.0
4363.162,1.0,2,1.0,100,466.485,0.0049999994,2.179301e-19,400.0,400,4660.720345549526,690.2324,,4660.72,1.0,4660.720345549526,478814.87668708223,0.005,4660.720345549526,478814.87668708223,1.0,0.005,200.00000010221265
4366.3022,1.0,2,1.0,100,461.35333333333335,0.0033333336,5.4391416e-20,400.0,400,4609.257165787153,783.502,,4609.2573,1.0,4609.257165787153,615928.5197797023,0.0033333334,4609.257165787153,615928.5197797023,1.0,0.0033333334,299.999969473632
4530.675,0.9552791,1,1.6819351,100,462.7475,0.0024999997,4.800025e-06,237.8213087247133,400,4623.32581832804,526.7844,0.7008483,4803.5483,3.2214375,4623.32581832804,589827.0645705024,8.285723e-09,4623.32581832804,589827.0645705024,3.166071e-06,0.008430619,226.48981610608774
4310.123,1.0,2,1.0,100,473.47,0.009999998,3.5044917e-18,400.0,400,4730.934154530909,531.22565,,4730.9336,1.0,4730.934154530909,285051.1565622074,0.01,4730.934154530909,285051.1565622074,1.0,0.01,100.0
4444.591,1.0,2,1.0,100,474.59,0.0049999994,2.179301e-19,400.0,400,4742.149249057754,525.6616,,4742.149,1.0,4742.149249057754,277708.655455388,0.005,4742.149249057754,277708.655455388,1.0,0.005,200.00000010221265
4518.9834,1.0,2,1.0,100,476.55333333333334,0.0033333336,5.4391416e-20,400.0,400,4761.938808256547,504.2124,,4761.9385,1.0,4761.938808256547,255080.3942824754,0.0033333334,4761.938808256547,255080.3942824754,1.0,0.0033333334,299.999969473632
4566.0083,1.0074445,1,1.1047907,100,477.095,0.0025,6.5192523e-07,362.05953263694727,400,4767.396069110935,474.22568,0.10586686,4787.163,1.7224212,4767.396069110935,251568.03994940393,0.00056829146,4767.396069110935,251568.03994940393,0.22900882,0.0042742337,362.30329413877615
4361.075,1.0,2,1.0,100,478.51,0.009999998,3.5044917e-18,400.0,400,4781.885656206917,523.9992,,4781.8857,1.0,4781.885656206917,277348.6325197743,0.01,4781.885656206917,277348.6325197743,1.0,0.01,100.0
4465.419,1.0,2,1.0,100,476.67,0.0049999994,2.179301e-19,400.0,400,4762.9771196900265,495.79245,,4762.977,1.0,4762.9771196900265,247045.4058061845,0.005,4762.9771196900265,247045.4058061845,1.0,0.005,200.00000010221265
4519.4136,1.0,2,1.0,100,476.59,0.0033333336,5.4391416e-20,400.0,400,4762.368310010123,541.46924,,4762.3687,1.0,4762.368310010123,294169.5224979786,0.0033333334,4762.368310010123,294169.5224979786,1.0,0.0033333334,299.999969473632
4530.9263,1.1409829,,1.1793585,100,477.095,0.0025,1.3273016e-06,423.9593028568379,500,4767.396069110935,583.6876,0.27646992,4759.423,4.366644,4765.413702199685,251568.03994940393,0.0012721007,4767.396069110935,302904.4915178451,0.5805781,0.009567725,330.07735940967405
4585.399,0.9965189,1,1.0708191,100,477.172,0.002,2.8897387e-07,466.9322592072167,500,4768.203284977082,476.74115,0.071741365,4780.141,1.6018609,4768.203284977082,261250.8834971298,0.00048203368,4768.203284977082,261250.8834971298,0.24017784,0.0032149132,466.37487381162464
4287.878,1.0,2,1.0,100,471.34,0.009999998,3.5044917e-18,500.0,500,4708.688478351377,540.5569,,4708.6885,1.0,4708.688478351377,295153.2202612728,0.01,4708.688478351377,295153.2202612728,1.0,0.01,100.0
4412.1377,1.0,2,1.0,100,471.39,0.0049999994,2.179301e-19,500.0,500,4709.69572696977,587.2161,,4709.696,1.0,4709.69572696977,346555.5031476981,0.005,4709.69572696977,346555.5031476981,1.0,0.005,200.00000010221265
4467.6367,1.0,2,1.0,100,471.48,0.0033333336,5.4391416e-20,500.0,500,4710.591822403491,578.40717,,4710.592,1.0,4710.591822403491,335673.7817011172,0.0033333334,4710.591822403491,335673.7817011172,1.0,0.0033333334,299.999969473632
4524.6006,1.0,2,1.0,100,473.895,0.0024999997,5.434597e-20,500.0,500,4735.00551458156,549.19696,,4735.006,1.0,4735.00551458156,302373.25917883345,0.0025,4735.00551458156,302373.25917883345,1.0,0.0025,400.0
4570.446,0.9998629,1,1.2394708,100,473.608,0.002,9.458538e-07,403.3979534375546,500,4732.047342891671,471.4998,0.23639861,4779.963,3.2701912,4732.047342891671,304867.11092370376,7.0704526e-05,4732.047342891671,304867.11092370376,0.035347417,0.006541279,404.5338665688137
4331.4395,1.0,2,1.0,100,475.57,0.009999998,3.5044917e-18,500.0,500,4752.249824348683,536.36804,,4752.25,1.0,4752.249824348683,290596.6326769658,0.01,4752.249824348683,290596.6326769658,1.0,0.01,100.0
4464.192,1.0,2,1.0,100,476.515,0.0049999994,2.179301e-19,500.0,500,4761.750435238584,543.501,,4761.75,1.0,4761.750435238584,296877.73271929094,0.005,4761.750435238584,296877.73271929094,1.0,0.005,200.00000010221265
4491.1123,1.0,2,1.0,100,473.78333333333336,0.0033333336,5.4391416e-20,500.0,500,4734.067171722197,562.7269,,4734.0674,1.0,4734.067171722197,317720.65509036754,0.0033333334,4734.067171722197,317720.65509036754,1.0,0.0033333334,299.999969473632
4523.5884,1.0,2,1.0,100,473.7875,0.0024999997,5.434597e-20,500.0,500,4733.99351464544,553.736,,4733.9937,1.0,4733.99351464544,307392.0596025789,0.0025,4733.99351464544,307392.0596025789,1.0,0.0025,400.0
4563.066,1.0039907,1,1.4022697,100,472.362,0.002,1.6412681e-06,356.5647838650572,500,4719.684280268896,561.39056,0.41359845,4785.9185,2.7849183,4719.684280268896,334442.17610274005,1.2096899e-07,4719.684280268896,334442.17610274005,6.072587e-05,0.0055476977,354.73663489066934
4427.1543,1.0,2,1.0,100,485.08,0.009999998,3.5044917e-18,500.0,500,4847.965041511137,391.62567,,4847.965,1.0,4847.965041511137,154919.89058089312,0.01,4847.965041511137,154919.89058089312,1.0,0.01,100.0
4568.191,1.0,2,1.0,100,486.84,0.0049999994,2.179301e-19,500.0,500,4865.749019200473,354.6881,,4865.749,1.0,4865.749019200473,126435.83686778454,0.005,4865.749019200473,126435.83686778454,1.0,0.005,200.00000010221265
4601.753,1.0,2,1.0,100,484.77,0.0033333336,5.4391416e-20,500.0,500,4844.708273513996,376.41162,,4844.708,1.0,4844.708273513996,142159.57263833671,0.0033333334,4844.708273513996,142159.57263833671,1.0,0.0033333334,299.999969473632
4621.168,1.0,2,1.0,100,483.465,0.0024999997,5.434597e-20,500.0,500,4831.573511966072,445.98007,,4831.573,1.0,4831.573511966072,199396.72075102435,0.0025,4831.573511966072,199396.72075102435,1.0,0.0025,400.0
4668.739,1.025978,1,1.2587366,100,482.898,0.0019999999,1.0223519e-06,397.2236891053057,500,4825.8888097793715,319.85352,0.26903978,4879.878,2.2873244,4825.8888097793715,205294.09177193552,8.1936184e-07,4825.8888097793715,205294.09177193552,0.00042032363,0.0044588177,398.38199778857825
4473.455,1.0,2,1.0,100,489.68,0.009999998,3.5044917e-18,500.0,500,4894.265468926078,288.12936,,4894.2656,1.0,4894.265468926078,83857.12086670622,0.01,4894.265468926078,83857.12086670622,1.0,0.01,100.0
4576.6914,1.0,2,1.0,100,487.685,0.0049999994,2.179301e-19,500.0,500,4874.249668332382,390.3938,,4874.2495,1.0,4874.249668332382,153173.1911534162,0.005,4874.249668332382,153173.1911534162,1.0,0.005,200.00000010221265
4592.75,1.0,2,1.0,100,483.8566666666667,0.0033333336,5.4391416e-20,500.0,500,4835.704892765379,507.75995,,4835.705,1.0,4835.704892765379,258682.43375160563,0.0033333334,4835.704892765379,258682.43375160563,1.0,0.0033333334,299.999969473632
4599.0107,1.0,2,1.0,100,481.2575,0.0024999997,5.434597e-20,500.0,500,4809.415673991128,542.66345,,4809.416,1.0,4809.415673991128,295221.66369616287,0.0025,4809.415673991128,295221.66369616287,1.0,0.0025,400.0
4651.8765,0.9987095,1,1.2006265,100,482.394,0.002,8.6811247e-07,416.4492480577784,500,4820.689302546656,359.5073,0.2164683,4858.0845,2.618404,4820.689302546656,252980.42293232254,9.96922e-06,4820.689302546656,252980.42293232254,0.004978177,0.0052435747,410.98342740530734
4414.66,1.0,2,1.0,100,483.91,0.009999998,3.5044917e-18,500.0,500,4835.4708097736975,364.92554,,4835.4707,1.0,4835.4708097736975,134515.81118634623,0.01,4835.4708097736975,134515.81118634623,1.0,0.01,100.0
4517.401,1.0,2,1.0,100,481.835,0.0049999994,2.179301e-19,500.0,500,4814.959581807645,452.18005,,4814.959,1.0,4814.959581807645,205494.27507257366,0.005,4814.959581807645,205494.27507257366,1.0,0.005,200.00000010221265
4550.4985,1.0,2,1.0,100,479.6933333333333,0.0033333336,5.4391416e-20,500.0,500,4793.453219729739,508.0133,,4793.4536,1.0,4793.453219729739,258940.63121926336,0.0033333334,4793.453219729739,258940.63121926336,1.0,0.0033333334,299.999969473632
4604.2793,1.0,2,1.0,100,481.7925,0.0024999997,5.434597e-20,500.0,500,4814.684570294295,476.16455,,4814.6846,1.0,4814.684570294295,227300.91195396884,0.0025,4814.684570294295,227300.91195396884,1.0,0.0025,400.0
4642.9976,0.99952614,1,1.1478097,100,481.842,0.002,5.953925e-07,435.61226297773925,500,4815.252564613728,415.22366,0.14870708,4844.619,1.724899,4815.252564613728,259679.09334050707,8.470436e-05,4815.252564613728,259679.09334050707,0.042332113,0.0034514337,435.3313978572405
4418.675,1.0,2,1.0,100,484.23,0.009999998,3.5044917e-18,500.0,500,4839.485718586762,417.15512,,4839.4854,1.0,4839.485718586762,175776.14585885944,0.01,4839.485718586762,175776.14585885944,1.0,0.01,100.0
4538.4756,1.0,2,1.0,100,483.905,0.0049999994,2.179301e-19,500.0,500,4836.033627691808,391.7043,,4836.0337,1.0,4836.033627691808,154203.28546949264,0.005,4836.033627691808,154203.28546949264,1.0,0.005,200.00000010221265
4602.1787,1.0,2,1.0,100,484.82,0.0033333336,5.4391416e-20,500.0,500,4845.133969338692,368.2913,,4845.134,1.0,4845.133969338692,136092.10900411732,0.0033333334,4845.133969338692,136092.10900411732,1.0,0.0033333334,299.999969473632
4638.1816,1.0,2,1.0,100,485.1725,0.0024999997,5.434597e-20,500.0,500,4848.58717255231,366.49496,,4848.587,1.0,4848.58717255231,134655.19063174527,0.0025,4848.58717255231,134655.19063174527,1.0,0.0025,400.0
4685.9185,1.021065,1,1.1091715,100,486.516,0.002,4.256046e-07,450.7869122206095,500,4862.152226573272,310.00348,0.11093106,4884.117,1.566242,4862.152226573272,118666.49106108012,0.00022655944,4862.152226573272,118666.49106108012,0.11566596,0.0030678594,452.0025567927557
4469.617,1.0,2,1.0,100,489.34,0.009999998,3.5044917e-18,500.0,500,4890.427913715969,308.81134,,4890.4277,1.0,4890.427913715969,96327.70937646952,0.01,4890.427913715969,96327.70937646952,1.0,0.01,100.0
4597.3433,1.0,2,1.0,100,489.765,0.0049999994,2.179301e-19,500.0,500,4894.901615988148,300.42752,,4894.9014,1.0,4894.901615988148,90710.25880570672,0.005,4894.901615988148,90710.25880570672,1.0,0.005,200.00000010221265
4651.0283,1.0,2,1.0,100,489.6566666666667,0.0033333336,5.4391416e-20,500.0,500,4893.983468067196,341.95218,,4893.9834,1.0,4893.983468067196,117322.39034236902,0.0033333334,4893.983468067196,117322.39034236902,1.0,0.0033333334,299.999969473632
4664.7925,1.0,2,1.0,100,487.7975,0.0024999997,5.434597e-20,500.0,500,4875.1980541629055,378.14474,,4875.1978,1.0,4875.1980541629055,143351.8540218666,0.0025,4875.1980541629055,143351.8540218666,1.0,0.0025,400.0
4692.913,0.99665225,1,1.0665472,100,487.712,0.002,2.4480266e-07,468.8025254933415,500,4874.338348647077,338.09583,0.060791582,4887.266,2.3433735,4874.338348647077,153991.4073128149,0.00044519125,4874.338348647077,153991.4073128149,0.22185043,0.00470249,471.21872283412245
4541.6157,1.0,2,1.0,100,496.42,0.009999998,3.5044917e-18,500.0,500,4962.426357364373,140.97661,,4962.4263,1.0,4962.426357364373,20075.15627833129,0.01,4962.426357364373,20075.15627833129,1.0,0.01,100.0
4595.0684,1.0,2,1.0,100,489.52,0.0049999994,2.179301e-19,500.0,500,4892.626722058575,337.32513,,4892.6265,1.0,4892.626722058575,114360.05383677213,0.005,4892.626722058575,114360.05383677213,1.0,0.005,200.00000010221265
4641.2227,1.0,2,1.0,100,488.68666666666667,0.0033333336,5.4391416e-20,500.0,500,4884.1775295139505,353.83792,,4884.1777,1.0,4884.1775295139505,125620.02014515328,0.0033333334,4884.1775295139505,125620.02014515328,1.0,0.0033333334,299.999969473632
4678.559,1.0,2,1.0,100,489.17,0.0024999997,5.434597e-20,500.0,500,4888.964606736946,329.8133,,4888.9644,1.0,4888.964606736946,109049.43477829141,0.0025,4888.964606736946,109049.43477829141,1.0,0.0025,400.0
4708.6235,0.99010926,1,1.0511113,100,489.6,0.002,2.0894494e-07,475.6869997723809,500,4893.289062235595,285.8374,0.05120803,4901.565,1.7487955,4893.289062235595,100351.03750913266,0.0006554742,4893.289062235595,100351.03750913266,0.32449552,0.0035325303,475.2256584149073
4409.325,1.0,2,1.0,100,483.34,0.009999998,3.5044917e-18,500.0,500,4830.135801685876,469.9725,,4830.1357,1.0,4830.135801685876,223105.1991865581,0.01,4830.135801685876,223105.1991865581,1.0,0.01,100.0
4530.8833,1.0,2,1.0,100,483.165,0.0049999994,2.179301e-19,500.0,500,4828.442037076286,493.08102,,4828.4414,1.0,4828.442037076286,244350.67309034837,0.005,4828.442037076286,244350.67309034837,1.0,0.005,200.00000010221265
4612.383,1.0,2,1.0,100,485.8333333333333,0.0033333336,5.4391416e-20,500.0,500,4855.337759680848,431.63092,,4855.338,1.0,4855.337759680848,186928.3750947431,0.0033333334,4855.337759680848,186928.3750947431,1.0,0.0033333334,299.999969473632
4653.5645,1.0,2,1.0,100,486.69,0.0024999997,5.434597e-20,500.0,500,4863.9695852518435,402.47025,,4863.9697,1.0,4863.9695852518435,162388.28116344623,0.0025,4863.9695852518435,162388.28116344623,1.0,0.0025,400.0
4691.492,1.0036254,1,1.1391928,100,486.494,0.002,5.926941e-07,438.9072608249142,500,4862.152871095917,336.78653,0.14924985,4892.3555,1.903842,4862.152871095917,204841.17385314102,0.00022107903,4862.152871095917,204841.17385314102,0.11094026,0.0037939292,435.58670266725295
4457.6196,1.0,2,1.0,100,488.11,0.009999998,3.5044917e-18,500.0,500,4878.430708691377,328.5696,,4878.43,1.0,4878.430708691377,109048.45556870876,0.01,4878.430708691377,109048.45556870876,1.0,0.01,100.0
4574.601,1.0,2,1.0,100,487.51,0.0049999994,2.179301e-19,500.0,500,4872.159443143563,320.89438,,4872.159,1.0,4872.159443143563,103490.65513344371,0.005,4872.159443143563,103490.65513344371,1.0,0.005,200.00000010221265
4613.9365,1.0,2,1.0,100,485.98,0.0033333336,5.4391416e-20,500.0,500,4856.891600788927,432.6504,,4856.8916,1.0,4856.891600788927,187812.37517339503,0.0033333334,4856.891600788927,187812.37517339503,1.0,0.0033333334,299.999969473632
4662.633,1.0,2,1.0,100,487.58,0.0024999997,5.434597e-20,500.0,500,4873.0380704087875,395.51794,,4873.038,1.0,4873.0380704087875,156826.53207588205,0.0025,4873.0380704087875,156826.53207588205,1.0,0.0025,400.0
4684.2163,1.0073005,1,1.0689799,100,487.084,0.0019999999,2.957009e-07,467.73565996186346,500,4867.93065537767,347.16516,0.07500855,4878.791,2.002808,4867.93065537767,150331.19735587976,0.00037650007,4867.93065537767,150331.19735587976,0.18962437,0.003976585,465.6459090446622
4479.3643,1.0,2,1.0,100,490.28,0.009999998,3.5044917e-18,500.0,500,4900.174811036077,315.0587,,4900.175,1.0,4900.174811036077,100264.61488436653,0.01,4900.174811036077,100264.61488436653,1.0,0.01,100.0
4613.1304,1.0,2,1.0,100,491.315,0.0049999994,2.179301e-19,500.0,500,4910.68870130284,282.24738,,4910.6885,1.0,4910.68870130284,80063.91063271755,0.005,4910.68870130284,80063.91063271755,1.0,0.005,200.00000010221265
4662.5605,1.0,2,1.0,100,490.80333333333334,0.0033333336,5.4391416e-20,500.0,500,4905.515262798123,294.66135,,4905.5156,1.0,4905.515262798123,87115.7089271686,0.0033333334,4905.515262798123,87115.7089271686,1.0,0.0033333334,299.999969473632
4693.537,1.0,2,1.0,100,490.6425,0.0024999997,5.434597e-20,500.0,500,4903.942953286318,294.12863,,4903.9424,1.0,4903.942953286318,86728.49247566977,0.0025,4903.942953286318,86728.49247566977,1.0,0.0025,400.0
4725.799,1.010743,1,1.0497018,100,491.084,0.002,1.7780332e-07,476.32574821955774,500,4908.412396234366,242.43443,0.045411028,4918.611,1.5674722,4908.412396234366,80055.19398655777,0.0007681576,4908.412396234366,80055.19398655777,0.38820496,0.0031016238,478.7611824763506
4398.9634,1.0,2,1.0,100,482.29,0.009999998,3.5044917e-18,500.0,500,4819.773962879643,565.62695,,4819.774,1.0,4819.773962879643,323165.52756555757,0.01,4819.773962879643,323165.52756555757,1.0,0.01,100.0
4572.6626,1.0,2,1.0,100,487.305,0.0049999994,2.179301e-19,500.0,500,4870.221046518059,436.80753,,4870.2207,1.0,4870.221046518059,191759.60256876814,0.005,4870.221046518059,191759.60256876814,1.0,0.005,200.00000010221265
4626.4536,1.0,2,1.0,100,487.22,0.0033333336,5.4391416e-20,500.0,500,4869.408271369186,423.2234,,4869.4087,1.0,4869.408271369186,179717.1204284195,0.0033333334,4869.408271369186,179717.1204284195,1.0,0.0033333334,299.999969473632
4651.382,1.0,2,1.0,100,486.4775,0.0024999997,5.434597e-20,500.0,500,4861.7871124482845,406.51788,,4861.787,1.0,4861.7871124482845,165670.96655144633,0.0025,4861.7871124482845,165670.96655144633,1.0,0.0025,400.0
4686.389,1.0320208,1,1.1133399,100,486.468,0.0019999999,4.843875e-07,449.0991471375163,500,4861.639692766855,298.88092,0.12897626,4884.96,2.8235173,4861.639692766855,156294.8109091581,0.000539294,4861.639692766855,156294.8109091581,0.2782813,0.005471823,446.0882256679807
4451.158,1.0,2,1.0,100,487.49,0.009999998,3.5044917e-18,500.0,500,4871.969246295975,387.89615,,4871.9688,1.0,4871.969246295975,151983.25187888983,0.01,4871.969246295975,151983.25187888983,1.0,0.01,100.0
4580.1226,1.0,2,1.0,100,488.035,0.0049999994,2.179301e-19,500.0,500,4877.681183101069,464.2497,,4877.6807,1.0,4877.681183101069,216610.86785561536,0.005,4877.681183101069,216610.86785561536,1.0,0.005,200.00000010221265
4646.081,1.0,2,1.0,100,489.16333333333336,0.0033333336,5.4391416e-20,500.0,500,4889.035845631799,406.65594,,4889.036,1.0,4889.035845631799,165922.14979223724,0.0033333334,4889.035845631799,165922.14979223724,1.0,0.0033333334,299.999969473632
4674.749,1.0,2,1.0,100,488.7925,0.0024999997,5.434597e-20,500.0,500,4885.153875292762,383.10614,,4885.1543,1.0,4885.153875292762,147138.1682366581,0.0025,4885.153875292762,147138.1682366581,1.0,0.0025,400.0
4694.7935,1.0054511,1,1.07615,100,487.902,0.002,3.2500364e-07,464.6192702217693,500,4876.210253229601,394.9849,0.082139134,4890.0195,1.7534244,4876.210253229601,180882.34333825036,0.00044811354,4876.210253229601,180882.34333825036,0.22527811,0.0034878363,462.4968070699469
