renyi2,AvgDiscRet,IterType,MinVanillaIw,AvgRet,Bound,VarJ,VarDiscRet,VarNormIw,J,VarRet,MaxVanillaIw,AvgEpLen,delta,BatchSize,SamplesThisIter,ESSClassic,EpsThisIter,VarVanillaIw,MinNormIw,AvgNormIw,ESSRenyi,AvgVanillaIw,VanillaAvgRet,MaxNormIw
8.06026,52.098493243,1,0.000266137,52.098493243,1206.97,2324.5,7453.69504323,1.41155e-08,11936.1,7453.69504323,145163.0,6.21272365805,0.6,100,50000,4.1218887368,8048,58184.3,1.31084e-10,6.90302e-07,0.031584564278,1.4015,52.098493243,0.0714992
7.83588,50.1834580309,1,0.0222239,50.1834580309,106.939,1506.93,4645.92600214,2.68754e-09,9753.33,4645.92600214,54307.6,6.02119460501,0.6,100,50000,4.34849021161,8304,7892.39,1.29686e-08,6.69021e-07,0.0395293994118,1.14648,50.1834580309,0.0316908
7.68023,52.2524939316,1,5.01265e-08,52.2524939316,1073.99,12292.0,4626.51875156,8.00442e-08,13710.7,4626.51875156,1.01381e+06,6.22820129547,0.6,100,50000,3.982135313,8028,2.8691e+06,8.37259e-15,6.92022e-07,0.0461866368619,4.14312,52.2524939316,0.169335
8.50536,49.1854664629,1,0.00124537,49.1854664629,311.409,2157.27,3257.94711332,9.54933e-08,10408.3,3257.94711332,8.70188e+06,5.92136428233,0.6,100,50000,3.58817483848,8444,2.2223e+08,2.58156e-11,6.57929e-07,0.0202380760626,31.7391,49.1854664629,0.180384
8.35907,48.7402693967,1,5.76006e-05,48.7402693967,523.619,8551.6,3414.21328872,3.41719e-08,12443.4,3414.21328872,384824.0,5.87682181476,0.6,100,50000,4.01804078002,8508,390796.0,1.70328e-11,6.5298e-07,0.023426281222,2.20821,48.7402693967,0.113795
7.58063,51.0660155344,1,0.0250694,51.0660155344,505.287,2833.8,3953.20310608,5.45934e-10,9966.8,3953.20310608,22160.0,6.10948191593,0.6,100,50000,4.7685210801,8184,1333.36,1.60413e-08,6.78831e-07,0.0510239990931,1.06088,51.0660155344,0.0141796
7.62042,48.6851626957,1,6.37094e-05,48.6851626957,479.142,5004.29,3345.86647856,1.7686e-09,10448.7,3345.86647856,41133.3,5.87130108032,0.6,100,50000,4.18905642378,8516,5882.8,3.49322e-11,6.52367e-07,0.0490335388927,1.18979,48.6851626957,0.0225536
8.3679,49.7749236802,1,0.00308523,49.7749236802,164.68,3933.02,3772.61654113,9.72933e-11,9650.8,3772.61654113,9318.06,5.98086124402,0.6,100,50000,7.29261854428,8360,233.109,1.9932e-09,6.6454e-07,0.0232203811453,1.02863,49.7749236802,0.00601987
8.03155,49.2698267102,1,0.0409387,49.2698267102,514.709,2739.74,3397.44144726,5.49125e-10,9666.68,3397.44144726,23255.7,5.92979127135,0.6,100,50000,4.76333182709,8432,1425.25,2.54111e-08,6.58866e-07,0.0325043868225,1.06147,49.2698267102,0.0144351
8.06106,49.4324471804,1,0.00170435,49.4324471804,44.8943,813.134,3217.5044739,1.25206e-14,9026.23,3217.5044739,10.2293,5.94671741199,0.6,100,50000,47.6890278154,8408,0.0286767,1.12618e-09,6.60747e-07,0.0315591215377,0.999969,49.4324471804,6.75916e-06
8.05939,47.6027741981,1,0.00507426,47.6027741981,41.2954,840.675,3493.21179452,7.57422e-15,8662.08,3493.21179452,10.2142,5.76302443522,0.6,100,50000,48.9864346184,8676,0.0184817,3.24841e-09,6.40336e-07,0.0316120753806,1.00025,47.6027741981,6.53889e-06
8.06116,52.4704086242,1,0.00653677,52.4704086242,453.39,5217.71,4788.90456442,2.4065e-09,10423.1,4788.90456442,48138.9,6.25,0.6,100,50000,4.35255932888,8000,6437.38,3.9967e-09,6.94445e-07,0.0315559000134,1.13579,52.4704086242,0.029433
8.08404,49.9518163314,1,0.00530775,49.9518163314,43.2099,2300.52,3634.05031608,3.2807e-14,9136.26,3634.05031608,143.781,5.9980806142,0.6,100,50000,49.9072162457,8336,0.073875,3.53708e-09,6.66453e-07,0.0308421124046,1.00008,49.9518163314,9.58156e-05
8.07989,50.9466374757,1,3.56951e-07,50.9466374757,240.737,5814.18,3944.58540117,5.15109e-11,9845.64,3944.58540117,6546.38,6.09756097561,0.6,100,50000,6.87225799559,8200,116.379,2.37476e-13,6.77507e-07,0.0309704128214,1.01836,50.9466374757,0.00435524
8.04277,52.1594907539,1,4.76863e-10,52.1594907539,217.403,2462.59,3827.47794525,1.02139e-09,10315.9,3827.47794525,25310.0,6.21890547264,0.6,100,50000,4.64225333454,8040,2680.33,2.94372e-16,6.90989e-07,0.0321418182397,1.11936,52.1594907539,0.0156241
8.04615,52.6264675849,1,0.03007,52.6264675849,46.7125,1137.65,4398.29406273,1.67592e-14,9632.53,4398.29406273,35.9676,6.2656641604,0.6,100,50000,46.5840893443,7980,0.0346498,2.09127e-08,6.96185e-07,0.0320331242525,1.00103,52.6264675849,2.50143e-05
8.04684,53.4537935735,1,0.0582918,53.4537935735,44.3127,1052.4,4761.6723222,9.52634e-15,9723.7,4761.6723222,47.9288,6.34840020315,0.6,100,50000,46.0445280659,7876,0.0191577,4.11054e-08,7.05378e-07,0.0320111063534,1.0003,53.4537935735,3.37978e-05
8.03909,53.7447408329,1,0.000325795,53.7447408329,366.335,2384.29,4726.41955155,1.72357e-07,10876.8,4726.41955155,2.67693e+07,6.37755102041,0.6,100,50000,4.000369984,7840,2.03117e+09,3.00114e-12,7.08617e-07,0.0322600792467,76.9254,53.7447408329,0.246592
8.00933,52.9432053675,1,0.00949292,52.9432053675,47.054,1132.79,5337.3246401,1.46003e-14,9698.01,5337.3246401,20.9918,6.29722921914,0.6,100,50000,45.6630737217,7940,0.0298052,6.64407e-09,6.99692e-07,0.0332348027454,0.999706,52.9432053675,1.46921e-05
7.96941,52.314488529,1,0.00526372,52.314488529,419.301,1044.64,4310.03877743,6.97715e-09,10040.8,4310.03877743,90628.2,6.23441396509,0.6,100,50000,4.17746030403,8020,22757.7,2.91453e-09,6.92713e-07,0.0345884335299,1.25106,52.314488529,0.0501808
7.97787,53.0005978455,1,0.171988,53.0005978455,31.547,4583.91,5806.1880362,2.32183e-14,9712.53,5806.1880362,118.797,6.30358043369,0.6,100,50000,48.9182286641,7932,0.0473682,1.20412e-07,7.00398e-07,0.0342970474312,1.0004,53.0005978455,8.31724e-05
7.97752,50.9173284871,1,0.138335,50.9173284871,39.82,1123.46,4922.49522436,9.81128e-15,9306.26,4922.49522436,14.5066,6.09458800585,0.6,100,50000,47.1817392013,8204,0.021408,9.36494e-08,6.77176e-07,0.0343090528658,1.00029,50.9173284871,9.82067e-06
7.98548,53.7787488034,1,0.102608,53.7787488034,42.4747,1041.03,5389.10174809,6.25355e-15,9795.72,5389.10174809,5.07705,6.38080653395,0.6,100,50000,44.359432939,7836,0.012445,7.27358e-08,7.08978e-07,0.0340368982912,1.00016,53.7787488034,3.59896e-06
7.96621,54.4020827906,1,0.00085583,54.4020827906,1057.84,3207.57,5876.80410752,9.23918e-08,12558.9,5876.80410752,1.06358e+06,6.44329896907,0.6,100,50000,4.01653369491,7760,3.24633e+06,1.4438e-10,7.15922e-07,0.0346992462317,4.24371,54.4020827906,0.179428
8.4398,51.4515164162,1,0.000999171,51.4515164162,487.578,1348.27,4793.95070733,1.66767e-07,10559.1,4793.95070733,3.0511e+07,6.14854894245,0.6,100,50000,4.00040956812,8132,2.5439e+09,8.08992e-12,6.83172e-07,0.021609267928,84.3773,51.4515164162,0.247036
8.10305,52.5012834475,1,0.000168852,52.5012834475,350.147,4669.19,3873.00983406,4.43702e-11,10035.8,3873.00983406,5841.91,6.25312656328,0.6,100,50000,7.09591366065,7996,94.8671,1.15477e-10,6.94792e-07,0.0302615540993,1.01594,52.5012834475,0.00399524
8.0946,50.1255015911,1,0.000444328,50.1255015911,388.301,3843.26,3881.35812168,8.21939e-10,10104.0,3881.35812168,22773.9,6.01539942252,0.6,100,50000,4.76139079639,8312,2271.12,2.67303e-10,6.68378e-07,0.0305183348434,1.11102,50.1255015911,0.0137005
8.07474,53.0058255764,1,0.00469036,53.0058255764,47.0025,1047.16,4262.65258436,2.39759e-14,9737.06,4262.65258436,21.7023,6.30358043369,0.6,100,50000,47.6403053854,7932,0.0489906,3.28123e-09,7.00398e-07,0.0311304369107,1.00118,53.0058255764,1.51823e-05
8.11462,52.8792876448,1,0.156956,52.8792876448,41.1136,980.688,4848.38078316,7.54651e-15,9623.65,4848.38078316,13.2389,6.29089079014,0.6,100,50000,44.8504962751,7948,0.0154526,1.09685e-07,6.98988e-07,0.0299133891994,1.00023,52.8792876448,9.25173e-06
8.35774,54.0069293543,1,9.4202e-06,54.0069293543,1092.43,5755.79,5987.47814714,1.87417e-08,15514.9,5987.47814714,227725.0,6.40368852459,0.6,100,50000,3.34961496018,7808,198160.0,2.89705e-12,7.11521e-07,0.0234573096436,2.31362,54.0069293543,0.0700337
8.13463,51.7902600337,1,0.0567407,51.7902600337,40.8349,1025.05,4316.42516318,1.20378e-14,9452.11,4316.42516318,48.2284,6.18199802176,0.6,100,50000,46.3022516836,8088,0.0255205,3.89694e-08,6.86889e-07,0.0293206597836,1.00013,51.7902600337,3.31232e-05
8.13293,51.9995813223,1,0.0543207,51.9995813223,43.503,1227.78,4093.00850882,1.07267e-13,9517.95,4093.00850882,265.977,6.20347394541,0.6,100,50000,54.866976066,8060,0.226165,3.74099e-08,6.89275e-07,0.0293707004747,1.00086,51.9995813223,0.000183174
8.10033,52.5954113179,1,0.047129,52.5954113179,41.4522,928.839,4423.3757405,6.4583e-15,9570.18,4423.3757405,4.17079,6.2625250501,0.6,100,50000,45.0525936599,7984,0.0133343,3.27991e-08,6.95836e-07,0.0303438020932,0.999846,52.5954113179,2.90264e-06
8.10353,52.0669839261,1,0.126893,52.0669839261,38.4318,938.455,4428.58104544,5.11808e-15,9470.51,4428.58104544,8.90203,6.20963735718,0.6,100,50000,45.7449467653,8052,0.0107538,8.75406e-08,6.8996e-07,0.0302468411029,1.00012,52.0669839261,6.14131e-06
8.10514,53.6478861045,1,0.0595175,53.6478861045,44.389,1033.79,4842.54065701,1.68203e-14,9835.63,4842.54065701,16.4613,6.36780438105,0.6,100,50000,44.9622523458,7852,0.0336193,4.20986e-08,7.07534e-07,0.0301983321172,1.00029,53.6478861045,1.16436e-05
8.10529,53.4864230265,1,0.0954768,53.4864230265,45.2142,969.448,4588.47001556,7.43805e-15,9734.55,4588.47001556,19.2255,6.35162601626,0.6,100,50000,45.7164380654,7872,0.0149292,6.73921e-08,7.05736e-07,0.030193724143,0.999842,53.4864230265,1.35703e-05
8.09986,52.8464801175,1,0.0363234,52.8464801175,281.297,3719.16,4357.75300862,1.31685e-10,10141.0,4357.75300862,10104.2,6.28772635815,0.6,100,50000,5.75949379515,7952,285.284,2.46783e-08,6.98636e-07,0.0303580425763,1.02831,52.8464801175,0.00686482
8.10539,53.5834551263,1,0.0209462,53.5834551263,40.4272,1030.01,5076.39863539,5.69895e-15,9751.35,5076.39863539,16.1624,6.36132315522,0.6,100,50000,44.7614575233,7860,0.01141,1.48034e-08,7.06814e-07,0.0301908443169,1.00011,53.5834551263,1.14225e-05
8.11853,51.3959462852,1,0.205619,51.3959462852,41.1142,932.558,4254.21692109,4.73128e-15,9348.24,4254.21692109,5.44403,6.14250614251,0.6,100,50000,45.844587282,8140,0.0101586,1.40325e-07,6.82501e-07,0.0297965974846,1.00007,51.3959462852,3.71529e-06
8.13825,52.3773824172,1,0.390148,52.3773824172,30.7772,1044.59,5435.30784184,1.67291e-15,9494.65,5435.30784184,3.60203,6.24063904144,0.6,100,50000,44.9729905588,8012,0.00348007,2.70503e-07,6.93405e-07,0.029214929371,1.0001,52.3773824172,2.49742e-06
8.14391,53.4216830951,1,0.121678,53.4216830951,44.0165,991.728,4844.2606608,1.02529e-14,9739.47,4844.2606608,18.0781,6.34517766497,0.6,100,50000,45.4284173078,7880,0.0206519,8.57346e-08,7.0502e-07,0.0290499564924,1.00059,53.4216830951,1.27379e-05
8.13244,50.616535448,1,0.0917789,50.616535448,40.5292,897.605,3968.66928451,7.74688e-15,9212.7,3968.66928451,11.7049,6.06501698205,0.6,100,50000,46.5660638598,8244,0.0170668,6.18344e-08,6.73891e-07,0.0293849611413,1.00024,50.616535448,7.88599e-06
8.14891,52.0104772326,1,0.0294138,52.0104772326,4764.78,1873.22,15702.8856278,1.33584e-07,14376.1,15702.8856278,2.66569e+06,6.20347394541,0.6,100,50000,4.00350154386,8060,1.95916e+07,2.4288e-09,6.89275e-07,0.0289050932736,8.3474,52.0104772326,0.220116
8.14771,51.1549877656,1,0.000932154,51.1549877656,496.6,3841.0,4268.79083788,1.10336e-07,11526.6,4268.79083788,1.72076e+06,6.11845325502,0.6,100,50000,4.00914356051,8172,8.05501e+06,1.09097e-10,6.79828e-07,0.0289397359673,5.80862,51.1549877656,0.201394
8.14257,49.2367306682,1,0.0793994,49.2367306682,37.5313,1098.98,3851.51070429,1.59101e-14,9006.22,3851.51070429,70.4335,5.92697961119,0.6,100,50000,53.4386447626,8436,0.0367307,5.22564e-08,6.58553e-07,0.0290889071626,1.00062,49.2367306682,4.63555e-05
8.13236,53.8424518829,1,0.00184059,53.8424518829,657.245,5587.82,4107.88041162,5.36195e-08,16563.6,4107.88041162,828949.0,6.38732754216,0.6,100,50000,4.01785326169,7828,2.00296e+06,3.0115e-10,7.09703e-07,0.0293873434824,4.33762,53.8424518829,0.135629
