EpLenMean,StdIW,MinBehavPdf,Penalization,MeanIW,DivergenceHarmonic,TimestepsSoFar,ESSRenyiArithmetic,MinTargetPdf,MinIW,OptimizationReturnMax,WReturnMean,TimeElapsed,InitialReturnMean,InitialReturnStd,MeanEntropy,MeanD2-0,Bound,InitialReturnMax,VarianceInitializer,ReturnMeanIW,Iteration,Epsilon,EmpiricalD2Arithmetic,EpisodesSoFar,ESSRenyiHarmonic,InitialReturnMin,StdWReturnMean,MaxIW,OptimizationReturnMin,EpThisIter,OptimizationReturnMean,InitialBound,EmpiricalD2Harmonic,EpRewMean,ReturnStepMax,Inner Iteration,Weights,LearnableVariance,ReturnStepMaxmin
398.86,1612.185,-232.89886,True,460.98285,5.193087e+19,11805154,50.0,-232.89886,0.09041724,3920.099,17291718.0,30136.784962415695,3981.5132,1199.6959,0.4189424,1.0,-1.4706937e+16,4999.51,-1.0,7260589000.0,555,1.0,1.0,27750,50.0,1079.4106,,10306.284,,50,2902.1028,-19332590.0,1.0,3981.513431197263,10.0,1,[ 0.225  0.202 -4.04  -2.583],,10.0
493.82,8619454.0,-247.10805,True,1974509.2,1.256125e+29,11829845,50.0,-247.10805,0.06934857,3100.1973,24561372.0,30188.114340782166,4936.91,433.9304,0.4189424,1.0,-7.233371e+20,4999.596,-1.0,49324070000000.0,556,1.0,1.0,27800,50.0,1899.3988,,49685416.0,,50,3037.511,-26602322.0,1.0,4936.909900580537,10.0,1,[ 0.203  0.26  -4.047 -2.59 ],,10.0
480.04,126.236984,-247.98679,True,53.207016,1452086900.0,11853847,50.0,-247.98679,0.831563,4999.576,23993398.0,30233.825139284134,4799.34,979.6612,0.4189424,1.0,-79099740000.0,4999.576,-1.0,1328848100.0,557,1.0,1.0,27850,50.0,,,715.90497,,50,4799.34,-26034332.0,1.0,4799.339898250933,10.0,1,[ 0.166  0.313 -4.033 -2.484],,10.0
500.0,33620428.0,-245.62987,True,4970811.0,2.6503027e+35,11878847,50.0,-245.62987,0.14609584,0.61328125,24994114.0,30284.424853801727,4999.411,0.13544554,0.4189424,1.0,-1.05069664e+24,4999.627,-1.0,124223200000000.0,558,1.0,1.0,27900,50.0,4999.0137,,240232830.0,,50,0.39776367,-27035094.0,1.0,4999.411404335521,10.0,1,[ 0.123  0.305 -4.028 -2.601],,10.0
449.18,3116796.2,-251.54071,True,504903.53,1.4216891e+27,11901306,50.0,-251.54071,0.13423292,3909.7612,21340324.0,30328.095829486847,4489.1655,1089.8252,0.4189424,1.0,-7.695509e+19,4999.658,-1.0,12529089000000.0,559,1.0,1.0,27950,50.0,1089.8969,,22281806.0,,50,3399.2686,-23381322.0,1.0,4489.165395798377,10.0,1,[ 0.01   0.259 -4.043 -2.622],,10.0
500.0,162.08,-245.96713,True,57.762665,143695550000000.0,11926306,50.0,-245.96713,0.067816585,0.30810547,24994928.0,30374.69154047966,4999.4927,0.07942987,0.4189424,1.0,-24466724000000.0,4999.621,-1.0,1443697200.0,560,1.0,1.0,28000,50.0,4999.313,,965.7691,,50,0.17985351,-27035902.0,1.0,4999.49287021088,10.0,1,[ 0.061  0.293 -4.044 -2.634],,10.0
379.92,51267.754,-240.28778,True,10114.926,8095336400000000.0,11945302,50.0,-240.28778,0.17522241,4999.6807,16958256.0,30414.014621257782,3794.4553,1600.114,0.4189424,1.0,-183750410000000.0,4999.6807,-1.0,115045020000.0,561,1.0,1.0,28050,50.0,,,362998.7,,50,3794.4553,-18999268.0,1.0,3794.4552377495897,10.0,1,[ 1.911e-04  2.847e-01 -4.049e+00 -2.621e+00],,10.0
495.18,2962.9385,-248.42677,True,650.3027,21375786000000.0,11970061,50.0,-248.42677,0.013243893,2420.015,24628590.0,30468.42845582962,4951.1436,338.78027,0.4189424,1.0,-9452572000000.0,4999.6963,-1.0,16251996000.0,562,1.0,1.0,28100,50.0,2579.6814,,20690.057,,50,2371.4617,-26669626.0,1.0,4951.143189224846,10.0,1,[ 0.017  0.397 -4.054 -2.569],,10.0
495.58,5.4066286,-247.58495,True,3.4804165,120200984.0,11994840,50.0,-247.58495,0.12691864,1490.0654,24598326.0,30520.81543445587,4954.7827,220.12752,0.4189424,1.0,-22463615000.0,4999.7,-1.0,86901620.0,563,1.0,1.0,28150,50.0,3509.6348,,37.451504,,50,1445.148,-26639364.0,1.0,4954.782713056423,10.0,1,[ 1.179e-03  5.158e-01 -4.042e+00 -2.536e+00],,10.0
442.24,59.056286,-248.91699,True,28.302319,129812060.0,12016952,50.0,-248.91699,0.21645005,3759.9783,20517600.0,30558.934142827988,4418.2227,998.45355,0.4189424,1.0,-23617747000.0,4999.6772,-1.0,363846370.0,564,1.0,1.0,28200,50.0,1239.699,,393.71075,,50,3178.5237,-22558618.0,1.0,4418.222571112446,10.0,1,[-0.03   0.516 -4.043 -2.535],,10.0
500.0,545212.8,-258.0856,True,78155.01,6.8041536e+24,12041952,50.0,-258.0856,0.14676167,0.28125,24995808.0,30608.68998146057,4999.581,0.0657731,0.4189424,1.0,-5.323912e+18,4999.708,-1.0,1953430800000.0,565,1.0,1.0,28250,50.0,4999.427,,3894632.8,,50,0.15407227,-27036858.0,1.0,4999.580795686569,10.0,1,[ 1.207e-03  5.171e-01 -4.042e+00 -2.536e+00],,10.0
500.0,90152500.0,-246.91103,True,18521608.0,2.113816e+35,12066952,50.0,-246.91103,0.02342034,0.40478516,24995356.0,30663.420520067215,4999.5356,0.085582316,0.4189424,1.0,-9.383625e+23,4999.67,-1.0,462960500000000.0,566,1.0,1.0,28300,50.0,4999.265,,580773060.0,,50,0.27046874,-27036372.0,1.0,4999.535571971068,10.0,1,[ 0.046  0.481 -4.053 -2.558],,10.0
500.0,210.77411,-240.01093,True,86.308044,4599712000.0,12091952,50.0,-240.01093,0.09040069,0.36914062,24995106.0,30718.953802347183,4999.5103,0.09473746,0.4189424,1.0,-140578930000.0,4999.6787,-1.0,2157337900.0,567,1.0,1.0,28350,50.0,4999.3096,,1094.9277,,50,0.20110351,-27036130.0,1.0,4999.510682558844,10.0,1,[ 0.143  0.554 -4.045 -2.531],,10.0
490.02,109938.27,-239.59023,True,17862.406,2.2638695e+16,12116453,50.0,-239.59023,0.020481892,4999.6187,24493936.0,30769.536796331406,4899.3936,699.91345,0.4189424,1.0,-307527900000000.0,4999.6187,-1.0,446317360000.0,568,1.0,1.0,28400,50.0,,,780069.75,,50,4899.3936,-26534908.0,1.0,4899.393571451896,10.0,1,[ 0.238  0.486 -4.048 -2.575],,10.0
500.0,9236.343,-235.85356,True,2193.0034,4731978600000000.0,12141453,50.0,-235.85356,0.10572782,0.5683594,24994922.0,30817.733399391174,4999.492,0.12902361,0.4189424,1.0,-140451780000000.0,4999.666,-1.0,54814065000.0,569,1.0,1.0,28450,50.0,4999.0977,,60603.957,,50,0.3946875,-27035934.0,1.0,4999.492394584031,10.0,1,[ 0.12   0.518 -4.065 -2.556],,10.0
500.0,45486.258,-235.52365,True,6849.138,446094060000000.0,12166453,50.0,-235.52365,0.05514964,0.6464844,24994632.0,30866.27233028412,4999.4634,0.12184532,0.4189424,1.0,-43278200000000.0,4999.658,-1.0,171162340000.0,570,1.0,1.0,28500,50.0,4999.0117,,325201.3,,50,0.45168945,-27035636.0,1.0,4999.463408694061,10.0,1,[ 0.127  0.424 -4.063 -2.637],,10.0
500.0,876.727,-240.58253,True,295.9907,1704369900000000.0,12191453,50.0,-240.58253,0.091029115,0.5214844,24995040.0,30912.557495355606,4999.504,0.09796762,0.4189424,1.0,-84267180000000.0,4999.6777,-1.0,7398159400.0,571,1.0,1.0,28550,50.0,4999.1562,,5332.815,,50,0.34777343,-27036062.0,1.0,4999.503986989511,10.0,1,[ 0.132  0.495 -4.059 -2.535],,10.0
490.02,99857.85,-242.299,True,17505.018,1.9407425e+19,12215954,50.0,-242.299,0.012854846,4999.631,24494386.0,30961.618490219116,4899.4385,699.9198,0.4189424,1.0,-8991565600000000.0,4999.631,-1.0,437522100000.0,572,1.0,1.0,28600,50.0,,,712497.7,,50,4899.4385,-26535368.0,1.0,4899.4384908908805,10.0,1,[ 0.131  0.38  -4.065 -2.583],,10.0
500.0,26030.498,-247.41344,True,3790.055,3592722300000.0,12240954,50.0,-247.41344,0.123404816,0.50683594,24994736.0,31012.360591173172,4999.4736,0.11168413,0.4189424,1.0,-3963258100000.0,4999.6523,-1.0,94729290000.0,573,1.0,1.0,28650,50.0,4999.1455,,185996.64,,50,0.32814452,-27035736.0,1.0,4999.473648090276,10.0,1,[ 0.145  0.503 -4.063 -2.566],,10.0
500.0,17921.922,-231.37996,True,6762.5376,9.092014e+24,12265954,50.0,-231.37996,0.27516764,0.9584961,24992738.0,31065.335508584976,4999.2734,0.22635773,0.4189424,1.0,-6.154084e+18,4999.649,-1.0,168998260000.0,574,1.0,1.0,28700,50.0,4998.6904,,87214.78,,50,0.5832324,-27033734.0,1.0,4999.2736713138365,10.0,1,[ 0.259  0.457 -4.065 -2.586],,10.0
480.08,1679.3306,-234.30649,True,668.798,7.8854265e+19,12289958,50.0,-234.30649,0.11844569,4989.621,23993566.0,31111.809195280075,4799.755,977.7087,0.4189424,1.0,-1.8123332e+16,4999.6006,-1.0,16714678000.0,575,1.0,1.0,28750,50.0,9.97962,,8156.426,,50,4789.776,-26034526.0,1.0,4799.755317462116,10.0,1,[ 0.29   0.556 -4.056 -2.518],,10.0
424.28,1039.6527,-248.24365,True,302.31287,70950740000.0,12311172,50.0,-248.24365,0.03238026,4699.9014,19858044.0,31142.88472175598,4238.3833,1376.2826,0.4189424,1.0,-549888800000.0,4999.661,-1.0,6245580000.0,576,1.0,1.0,28800,50.0,299.75952,,5293.4146,,50,3938.6238,-21899048.0,1.0,4238.383290963573,10.0,1,[ 0.444  0.465 -4.035 -2.345],,10.0
479.82,95049.91,-237.31903,True,22332.465,1.2883713e+18,12335163,50.0,-237.31903,0.08670433,4989.5156,23913060.0,31175.188378334045,4796.6064,951.644,0.4189424,1.0,-2317028600000000.0,4999.496,-1.0,554866900000.0,577,1.0,1.0,28850,50.0,9.980593,,536608.3,,50,4786.6265,-25953936.0,1.0,4796.606455375971,10.0,1,[ 0.453  0.525 -4.034 -2.328],,10.0
490.02,104787.016,-243.60664,True,35301.664,9.88045e+22,12359664,50.0,-243.60664,0.17986554,4999.574,24493294.0,31212.86559844017,4899.329,699.9042,0.4189424,1.0,-6.415187e+17,4999.574,-1.0,882323550000.0,578,1.0,1.0,28900,50.0,,,633553.9,,50,4899.329,-26534236.0,1.0,4899.329282201015,10.0,1,[ 0.36   0.59  -4.079 -2.301],,10.0
434.76,321.68735,-240.99484,True,82.89924,591936500000.0,12381402,50.0,-240.99484,0.035221457,4339.9585,20689688.0,31251.58039712906,4344.2227,1348.1151,0.4189424,1.0,-1571384600000.0,4999.5596,-1.0,1183024100.0,579,1.0,1.0,28950,50.0,659.6009,,2188.3157,,50,3684.6218,-22730610.0,1.0,4344.223110125329,10.0,1,[ 0.544  0.583 -4.012 -2.457],,10.0
497.14,1118.9545,-247.69287,True,388.0894,2.07979e+20,12406259,50.0,-247.69287,0.0510892,1440.249,24744106.0,31297.087067127228,4970.2593,201.5641,0.4189424,1.0,-2.9432565e+16,4999.5615,-1.0,9696375000.0,580,1.0,1.0,29000,50.0,3559.3125,,7318.7393,,50,1410.9468,-26785036.0,1.0,4970.259286621321,10.0,1,[ 0.426  0.591 -4.042 -2.428],,10.0
481.8,113.37875,-243.9486,True,45.132584,48725560000.0,12430349,50.0,-243.9486,0.20225295,4749.76,23999468.0,31334.724712133408,4816.618,894.23706,0.4189424,1.0,-451626900000.0,4999.548,-1.0,1127486000.0,581,1.0,1.0,29050,50.0,249.7881,,593.54224,,50,4566.8296,-26040386.0,1.0,4816.617912798653,10.0,1,[ 0.515  0.676 -4.023 -2.418],,10.0
365.22,1271961.5,-242.22969,True,279701.75,1.8927197e+31,12448610,50.0,-242.22969,0.3226967,4419.996,15182548.0,31358.022439956665,3644.7607,1377.777,0.4189424,1.0,-8.878856e+21,4999.5366,-1.0,3673930900000.0,582,1.0,1.0,29100,50.0,579.5405,,8566840.0,,50,3065.2197,-17223444.0,1.0,3644.7603962735407,10.0,1,[ 0.608  0.647 -4.009 -2.494],,10.0
500.0,271086530.0,-241.4501,True,38730972.0,1.3404008e+24,12473610,50.0,-241.4501,0.17733657,1.4897461,24991856.0,31396.708944559097,4999.1855,0.33023214,0.4189424,1.0,-2.3638626e+18,4999.613,-1.0,967647700000000.0,583,1.0,1.0,29150,50.0,4998.123,,1936336600.0,,50,1.0624902,-27032828.0,1.0,4999.1855384790215,10.0,1,[ 0.428  0.701 -4.082 -2.643],,10.0
490.02,1041873800.0,-254.88893,True,198664480.0,2.2813783e+33,12498111,50.0,-254.88893,0.31574133,4999.6406,24493744.0,31437.505828619003,4899.3745,699.91064,0.4189424,1.0,-9.7483395e+22,4999.6406,-1.0,4964317500000000.0,584,1.0,1.0,29200,50.0,,,6836477000.0,,50,4899.3745,-26534738.0,1.0,4899.374578819294,10.0,1,[ 0.386  0.794 -4.083 -2.571],,10.0
500.0,1149233.4,-226.52992,True,181841.31,4.4695376e+18,12523111,50.0,-226.52992,0.07363218,0.37939453,24995340.0,31478.46471786499,4999.534,0.08189578,0.4189424,1.0,-4319455000000000.0,4999.6895,-1.0,4545274000000.0,585,1.0,1.0,29250,50.0,4999.31,,8199270.0,,50,0.22405273,-27036376.0,1.0,4999.534137257854,10.0,1,[ 0.181  0.866 -4.105 -2.449],,10.0
490.02,3441.3638,-261.8968,True,589.9698,156914470000.0,12547612,50.0,-261.8968,0.047765918,4999.634,24494008.0,31517.576648950577,4899.401,699.91437,0.4189424,1.0,-823209400000.0,4999.634,-1.0,14742512000.0,586,1.0,1.0,29300,50.0,,,24608.32,,50,4899.401,-26534998.0,1.0,4899.400869864756,10.0,1,[ 0.418  0.798 -4.076 -2.475],,10.0
500.0,53801984.0,-240.4454,True,7854405.0,1.3619288e+23,12572612,50.0,-240.4454,0.033101637,0.3305664,24994962.0,31560.453632831573,4999.496,0.08190376,0.4189424,1.0,-7.533979e+17,4999.6523,-1.0,196322990000000.0,587,1.0,1.0,29350,50.0,4999.322,,384430240.0,,50,0.17450196,-27035970.0,1.0,4999.4962729643685,10.0,1,[ 0.361  0.897 -4.116 -2.443],,10.0
490.04,4502.885,-245.24223,True,903.19617,26460998000.0,12597114,50.0,-245.24223,0.0760391,4989.7007,24495572.0,31599.03686952591,4899.7563,698.53955,0.4189424,1.0,-354578330000.0,4999.6807,-1.0,22575360000.0,588,1.0,1.0,29400,50.0,9.980193,,31885.402,,50,4889.777,-26536596.0,1.0,4899.756699536504,10.0,1,[ 0.175  0.813 -4.189 -2.568],,10.0
480.06,74220390.0,-250.54874,True,11400493.0,1.1088174e+35,12621117,50.0,-250.54874,0.010743577,4999.7007,23995154.0,31635.10085940361,4799.715,978.71954,0.4189424,1.0,-6.796298e+23,4999.7007,-1.0,284952730000000.0,589,1.0,1.0,29450,50.0,,,530205700.0,,50,4799.715,-26036194.0,1.0,4799.714677025613,10.0,1,[ 0.17   0.742 -4.204 -2.67 ],,10.0
500.0,1648.563,-242.91302,True,298.3179,761681300.0,12646117,50.0,-242.91302,0.15918192,1.203125,24992462.0,31678.040568828583,4999.246,0.23761564,0.4189424,1.0,-63779426000.0,4999.581,-1.0,7453515000.0,590,1.0,1.0,29500,50.0,4998.378,,11547.775,,50,0.8683594,-27033406.0,1.0,4999.246298978441,10.0,1,[ 0.403  0.679 -4.181 -2.73 ],,10.0
481.26,2632.1545,-239.60129,True,906.544,1323378900000000.0,12670180,50.0,-239.60129,0.118880235,4989.69,24000950.0,31717.923701047897,4811.569,921.8224,0.4189424,1.0,-74269670000000.0,4999.6694,-1.0,22652932000.0,591,1.0,1.0,29550,50.0,9.979653,,14127.919,,50,4801.5894,-26041966.0,1.0,4811.5686639592095,10.0,1,[ 0.31   0.755 -4.189 -2.764],,10.0
500.0,725014.94,-243.59077,True,147226.31,1.5888698e+18,12695180,50.0,-243.59077,0.09590268,1.2319336,24992660.0,31760.02357196808,4999.266,0.23758009,0.4189424,1.0,-2576282200000000.0,4999.622,-1.0,3678517300000.0,592,1.0,1.0,29600,50.0,4998.39,,4215345.0,,50,0.875918,-27033638.0,1.0,4999.266051459535,10.0,1,[ 0.328  0.64  -4.179 -2.808],,10.0
490.02,433.9155,-243.54561,True,134.11913,1940622700.0,12719681,50.0,-243.54561,0.06412717,4999.664,24494754.0,31798.80021762848,4899.475,699.9251,0.4189424,1.0,-93261350000.0,4999.664,-1.0,3351643100.0,593,1.0,1.0,29650,50.0,,,2726.48,,50,4899.475,-26535762.0,1.0,4899.4752730785685,10.0,1,[ 0.247  0.716 -4.194 -2.752],,10.0
500.0,171.33128,-267.1439,True,69.17849,574639100000.0,12744681,50.0,-267.1439,0.034344707,0.51171875,24994526.0,31839.611682891846,4999.4526,0.12579702,0.4189424,1.0,-1548872800000.0,4999.6475,-1.0,1729008900.0,594,1.0,1.0,29700,50.0,4999.1357,,895.6744,,50,0.31683594,-27035522.0,1.0,4999.4525285764585,10.0,1,[ 0.205  0.598 -4.196 -2.759],,10.0
500.0,655030.56,-246.56929,True,94949.71,68360272000000.0,12769681,50.0,-246.56929,0.06321587,0.5517578,24994784.0,31884.706350564957,4999.478,0.1022398,0.4189424,1.0,-19248202000000.0,4999.689,-1.0,2373264000000.0,595,1.0,1.0,29750,50.0,4999.137,,4679794.0,,50,0.34103516,-27035814.0,1.0,4999.4782863144865,10.0,1,[ 0.098  0.539 -4.211 -2.779],,10.0
500.0,2980.3645,-251.05898,True,536.402,200409920000000.0,12794681,50.0,-251.05898,0.27681002,0.6665039,24993908.0,31930.69180893898,4999.391,0.17024937,0.4189424,1.0,-28906803000000.0,4999.681,-1.0,13407244000.0,596,1.0,1.0,29800,50.0,4999.0146,,21328.596,,50,0.37625977,-27034932.0,1.0,4999.39086242929,10.0,1,[ 0.198  0.527 -4.198 -2.707],,10.0
490.04,477037.53,-250.59714,True,74008.47,6.6648234e+26,12819183,50.0,-250.59714,0.07328024,4989.5537,24490846.0,31981.213183879852,4899.2837,698.472,0.4189424,1.0,-5.2687524e+19,4999.534,-1.0,1848937300000.0,597,1.0,1.0,29850,50.0,9.980234,,3411607.5,,50,4889.303,-26531748.0,1.0,4899.2838424459305,10.0,1,[ 0.283  0.457 -4.184 -2.766],,10.0
374.28,384.9593,-240.62616,True,82.65659,1429859800.0,12837897,50.0,-240.62616,0.10094163,4589.747,16076179.0,32016.500952243805,3736.1853,1455.0254,0.4189424,1.0,-78784560000.0,4999.4805,-1.0,1614145800.0,598,1.0,1.0,29900,50.0,409.73322,,2748.7866,,50,3326.452,-18117028.0,1.0,3736.1852098348336,10.0,1,[ 0.338  0.375 -4.184 -2.842],,10.0
458.86,2773.5935,-238.85631,True,609.87616,9325688000.0,12860840,50.0,-238.85631,0.17514221,4999.515,22635630.0,32068.71599173546,4586.326,1265.4017,0.4189424,1.0,-212091880000.0,4999.515,-1.0,15008231000.0,599,1.0,1.0,29950,50.0,,,14832.615,,50,4586.326,-24676510.0,1.0,4586.326275400943,10.0,1,[ 0.301  0.424 -4.193 -2.85 ],,10.0
490.02,49374.547,-253.57938,True,7445.834,2.0033293e+19,12885341,50.0,-253.57938,0.05544327,4999.5757,24492142.0,32127.043797969818,4899.214,699.88776,0.4189424,1.0,-9134939000000000.0,4999.5757,-1.0,186014810000.0,600,1.0,1.0,30000,50.0,,,352959.6,,50,4899.214,-26533078.0,1.0,4899.214209531499,10.0,1,[ 0.285  0.484 -4.194 -2.847],,10.0
500.0,2838.4475,-242.22397,True,567.16296,88884140000000.0,12910341,50.0,-242.22397,0.37310296,0.54785156,24993840.0,32181.189680099487,4999.3843,0.13055016,0.4189424,1.0,-19255647000000.0,4999.6074,-1.0,14175492000.0,601,1.0,1.0,30050,50.0,4999.0596,,20192.277,,50,0.32441407,-27034802.0,1.0,4999.383953341392,10.0,1,[ 0.164  0.478 -4.214 -2.869],,10.0
500.0,253913.5,-239.04388,True,37370.45,16792002000000.0,12935341,50.0,-239.04388,0.16916926,1.2265625,24990384.0,32232.649475097656,4999.038,0.31103265,0.4189424,1.0,-9297030000000.0,4999.5537,-1.0,933915100000.0,602,1.0,1.0,30100,50.0,4998.327,,1814547.0,,50,0.711416,-27031298.0,1.0,4999.038512425028,9.999999,1,[ 0.233  0.375 -4.201 -2.862],,9.999999
483.5,20.807814,-240.12038,True,9.891108,153938240.0,12959516,50.0,-240.12038,0.029733753,4989.6685,24028806.0,32281.646898269653,4833.4214,816.6056,0.4189424,1.0,-25569067000.0,4999.6494,-1.0,246561310.0,603,1.0,1.0,30150,50.0,9.980752,,143.89087,,50,4823.4404,-26069802.0,1.0,4833.421267937965,10.0,1,[ 0.278  0.399 -4.208 -2.748],,10.0
437.7,3599.2131,-255.6237,True,728.082,35837620000000.0,12981401,50.0,-255.6237,0.06745332,4989.447,20880436.0,32318.842059612274,4373.3384,1324.518,0.4189424,1.0,-12229754000000.0,4999.427,-1.0,12758613000.0,604,1.0,1.0,30200,50.0,9.979995,,24102.176,,50,4363.3584,-22921244.0,1.0,4373.338392656527,10.0,1,[ 0.34   0.406 -4.203 -2.749],,10.0
482.86,8526161.0,-245.4877,True,1234679.5,9.822309e+31,13005544,50.0,-245.4877,0.16714227,3080.6108,23763182.0,32364.534153461456,4826.8203,681.9014,0.4189424,1.0,-2.0227037e+22,4999.6035,-1.0,30827279000000.0,605,1.0,1.0,30250,50.0,1918.9927,,60916724.0,,50,2907.8274,-25804140.0,1.0,4826.820052080905,10.0,1,[ 0.354  0.465 -4.202 -2.736],,10.0
456.44,1521.2611,-237.65767,True,354.6664,5760943000000.0,13028366,50.0,-237.65767,0.034054562,4999.538,22251200.0,32412.498089313507,4561.585,1201.3096,0.4189424,1.0,-4905484400000.0,4999.538,-1.0,7009144000.0,606,1.0,1.0,30300,50.0,,,10449.751,,50,4561.585,-24292104.0,1.0,4561.58477577655,10.0,1,[ 0.303  0.357 -4.212 -2.703],,10.0
493.76,148.22076,-246.15288,True,46.74602,124542580.0,13053054,50.0,-246.15288,0.061572704,3130.4521,24561172.0,32460.866171360016,4936.512,438.19778,0.4189424,1.0,-23942690000.0,4999.581,-1.0,1166531000.0,607,1.0,1.0,30350,50.0,1869.1289,,753.19836,,50,3067.3835,-26602110.0,1.0,4936.512457000919,10.0,1,[ 0.281  0.415 -4.214 -2.695],,10.0
500.0,389.03534,-238.73857,True,64.412025,2713476000.0,13078054,50.0,-238.73857,0.08948939,1.8515625,24989486.0,32511.802374601364,4998.9487,0.38233644,0.4189424,1.0,-107919065000.0,4999.5234,-1.0,1608947100.0,608,1.0,1.0,30400,50.0,4997.672,,2784.925,,50,1.2766992,-27030378.0,1.0,4998.948511361403,10.0,1,[ 0.262  0.362 -4.22  -2.722],,10.0
500.0,145.95302,-245.30215,True,46.099518,599296500.0,13103054,50.0,-245.30215,0.08410342,1.4238281,24992382.0,32560.856982946396,4999.2383,0.30054104,0.4189424,1.0,-51115405000.0,4999.6416,-1.0,1151886200.0,609,1.0,1.0,30450,50.0,4998.218,,940.26416,,50,1.0204687,-27033372.0,1.0,4999.238254047441,10.0,1,[ 0.205  0.349 -4.227 -2.7  ],,10.0
498.0,25.257313,-244.52405,True,14.523294,25609737000000.0,13127954,50.0,-244.52405,0.11863742,1010.4055,24809176.0,32610.170887708664,4978.874,141.38338,0.4189424,1.0,-10328628000000.0,4999.5996,-1.0,362902820.0,610,1.0,1.0,30500,50.0,3989.194,,120.02736,,50,989.68,-26850130.0,1.0,4978.874096088878,10.0,1,[ 0.19   0.296 -4.232 -2.73 ],,10.0
441.02,114561.94,-240.93068,True,17837.496,2.4497e+20,13150005,50.0,-240.93068,0.18420401,4989.3413,20749816.0,32651.209137678146,4406.1826,1155.5826,0.4189424,1.0,-3.19401e+16,4999.3213,-1.0,247103620000.0,611,1.0,1.0,30550,50.0,9.9801035,,818704.56,,50,4396.2026,-22790538.0,1.0,4406.1826394974105,10.0,1,[ 0.244  0.264 -4.228 -2.731],,10.0
490.02,86.94205,-240.04897,True,29.922606,316401550000.0,13174506,50.0,-240.04897,0.08042612,4999.5933,24491538.0,32699.33309364319,4899.1543,699.8792,0.4189424,1.0,-1148750300000.0,4999.5933,-1.0,747291000.0,612,1.0,1.0,30600,50.0,,,521.773,,50,4899.1543,-26532488.0,1.0,4899.153844736415,10.0,1,[ 0.209  0.315 -4.234 -2.735],,10.0
488.52,14361.134,-248.61362,True,3514.9163,7.404295e+19,13198932,50.0,-248.61362,0.067059234,4999.5854,24347130.0,32747.678853988647,4883.552,705.727,0.4189424,1.0,-1.7561682e+16,4999.5854,-1.0,76727420000.0,613,1.0,1.0,30650,50.0,,,78890.64,,50,4883.552,-26388070.0,1.0,4883.551788861242,10.0,1,[ 0.206  0.263 -4.239 -2.768],,10.0
480.04,393.58755,-249.78043,True,100.38052,6995025300000.0,13222934,50.0,-249.78043,0.14349325,2990.0125,23500022.0,32790.05731320381,4798.6895,687.45807,0.4189424,1.0,-5400120000000.0,4999.497,-1.0,2507829200.0,614,1.0,1.0,30700,50.0,2009.4846,,2024.1699,,50,2789.2053,-25540890.0,1.0,4798.68984530524,10.0,1,[ 0.153  0.231 -4.241 -2.771],,10.0
416.5,8410.707,-229.38622,True,2760.9663,1.5655296e+25,13243759,50.0,-229.38622,0.18102749,4499.8174,19035420.0,32832.622156620026,4160.205,1314.5782,0.4189424,1.0,-8.075218e+18,4999.593,-1.0,46028878000.0,615,1.0,1.0,30750,50.0,499.77542,,50089.35,,50,3660.4297,-21076362.0,1.0,4160.204956988907,10.0,1,[ 0.151  0.169 -4.238 -2.76 ],,10.0
458.52,67196.54,-253.69772,True,16675.37,2.0093302e+31,13266685,50.0,-253.69772,0.35077602,3730.0574,22010234.0,32880.591422080994,4581.9033,1008.1631,0.4189424,1.0,-9.1481084e+21,4999.4893,-1.0,383546650000.0,616,1.0,1.0,30800,50.0,1269.4319,,461316.5,,50,3312.4717,-24051094.0,1.0,4581.903518040581,10.0,1,[ 0.189  0.219 -4.238 -2.767],,10.0
500.0,101.81075,-247.06174,True,30.361021,1774715400000000.0,13291685,50.0,-247.06174,0.53433114,1.4658203,24992036.0,32933.60081362724,4999.2036,0.28087962,0.4189424,1.0,-85980030000000.0,4999.626,-1.0,758756900.0,617,1.0,1.0,30850,50.0,4998.16,,733.21765,,50,1.0435938,-27033008.0,1.0,4999.203749658224,10.0,1,[ 0.128  0.23  -4.243 -2.763],,10.0
416.42,24967.43,-237.12285,True,4532.4414,6.499146e+23,13312506,50.0,-237.12285,0.014575786,4459.8525,19118450.0,32967.91391468048,4159.773,1347.1239,0.4189424,1.0,-1.6452883e+18,4999.5366,-1.0,63450223000.0,618,1.0,1.0,30900,50.0,539.6842,,178103.2,,50,3620.0884,-21159344.0,1.0,4159.772755333453,10.0,1,[ 0.155  0.175 -4.238 -2.772],,10.0
500.0,437.30148,-247.20572,True,130.01804,116004160000.0,13337506,50.0,-247.20572,0.01931155,0.99121094,24991884.0,33019.34559607506,4999.188,0.24790077,0.4189424,1.0,-698358560000.0,4999.552,-1.0,3248960800.0,619,1.0,1.0,30950,50.0,4998.5605,,2587.926,,50,0.62777346,-27032794.0,1.0,4999.188285672624,10.0,1,[ 0.131  0.232 -4.24  -2.768],,10.0
490.04,43811.887,-255.3369,True,11242.758,3.8849143e+34,13362008,50.0,-255.3369,0.6540771,4989.663,24493566.0,33067.21269249916,4899.556,698.51074,0.4189424,1.0,-4.0227514e+23,4999.6436,-1.0,281005620000.0,620,1.0,1.0,31000,50.0,9.980519,,296008.84,,50,4889.5757,-26534552.0,1.0,4899.555957679082,10.0,1,[ 0.153  0.29  -4.237 -2.763],,10.0
