EmpiricalD2Harmonic,VarianceInitializer,ReturnStepMaxmin,MinBehavPdf,InitialReturnMean,LearnableVariance,ReturnStepMax,OptimizationReturnMax,MeanEntropy,InitialReturnMin,MeanIW,ESSRenyiHarmonic,EmpiricalD2Arithmetic,EpRewMean,ReturnMeanIW,MeanD2-0,StdIW,EpisodesSoFar,Bound,DivergenceHarmonic,ESSRenyiArithmetic,Weights,Penalization,StdWReturnMean,Inner Iteration,OptimizationReturnMean,EpLenMean,WReturnMean,MinIW,MaxIW,EpThisIter,InitialReturnStd,InitialBound,TimeElapsed,MinTargetPdf,Epsilon,Iteration,OptimizationReturnMin,InitialReturnMax,TimestepsSoFar
1.0,-1.0,10.0,-246.17076,4999.4873,,10.0,0.54541016,0.4189424,4999.121,20778.043,50.0,1.0,4999.487027436521,519301230000.0,1.0,100981.18,24300,-1560881800000000.0,5.844914e+17,50.0,[ 0.126  0.369 -3.779 -2.103],True,,1,0.36592773,500.0,24994870.0,0.015290685,589492.8,50,0.10599925,-27035886.0,7418.178333520889,-246.17076,1e-07,486,,4999.6665,10296329
1.0,-1.0,10.0,-243.06778,4999.538,,10.0,0.35058594,0.4189424,4999.3213,11.793469,50.0,1.0,4999.5384867038465,294778050.0,1.0,14.199303,24350,-289275120000.0,20047577000.0,50.0,[ 0.1    0.49  -3.784 -2.087],True,,1,0.21714844,500.0,24995384.0,0.32232267,66.49612,50,0.07453578,-27036406.0,7433.311937570572,-243.06778,1e-07,487,,4999.672,10321329
1.0,-1.0,10.0,-245.23042,4980.982,,10.0,929.9614,0.4189424,4069.749,4.4646454,50.0,1.0,4980.981821945664,111570424.0,1.0,6.1853433,24400,-41249518000.0,406253440.0,50.0,[-0.006  0.505 -3.801 -2.15 ],True,,1,911.2328,498.16,24827126.0,0.15402097,27.126379,50,130.17615,-26868180.0,7446.939154148102,-245.23042,1e-07,488,,4999.7104,10346237
1.0,-1.0,10.0,-255.85732,4329.641,,10.0,3089.8884,0.4189424,1909.8303,49957.586,50.0,1.0,4329.6410769927825,511884800000.0,1.0,94375.945,24450,-4.3056336e+23,4.450236e+34,50.0,[-0.037  0.51  -3.801 -2.15 ],True,,1,2419.8108,433.46,19618600.0,0.08477341,411733.28,50,934.24194,-21659652.0,7459.072960138321,-255.85732,1e-07,489,,4999.7188,10367910
1.0,-1.0,10.0,-263.31958,4999.5576,,10.0,0.3540039,0.4189424,4999.335,21.119003,50.0,1.0,4999.557709141456,527881120.0,1.0,87.21552,24500,-22768597000.0,118745410.0,50.0,[ 0.023  0.527 -3.802 -2.158],True,,1,0.22276367,500.0,24995576.0,0.20694818,555.5093,50,0.06954665,-27036610.0,7475.132259607315,-263.31958,1e-07,490,,4999.689,10392910
1.0,-1.0,10.0,-236.03209,4999.5474,,10.0,0.33642578,0.4189424,4999.3677,8236845.0,50.0,1.0,4999.547269152649,205883050000000.0,1.0,55943224.0,24550,-9041915000000000.0,1.8742546e+19,50.0,[ 0.066  0.491 -3.805 -2.186],True,,1,0.17953125,500.0,24995472.0,0.041568194,399732030.0,50,0.08602756,-27036520.0,7490.6303515434265,-236.03209,1e-07,491,,4999.704,10417910
1.0,-1.0,10.0,-252.84032,4899.497,,10.0,4999.6597,0.4189424,,560.02997,50.0,1.0,4899.496544852151,13997478000.0,1.0,2943.5925,24600,-165028710000.0,5475995600.0,50.0,[ 0.151  0.556 -3.796 -2.123],True,,1,4899.497,490.02,24494966.0,0.09523479,20925.64,50,699.9281,-26535976.0,7502.409691572189,-252.84032,1e-07,492,,4999.6597,10442411
1.0,-1.0,10.0,-252.82045,4999.3813,,10.0,0.5932617,0.4189424,4999.063,2506.2798,50.0,1.0,4999.381637940076,62639490000.0,1.0,6168.842,24650,-3.1090703e+18,2.3205547e+24,50.0,[ 0.253  0.624 -3.783 -2.098],True,,1,0.3186621,500.0,24993816.0,0.08612678,26611.186,50,0.1278869,-27034826.0,7516.247473716736,-252.82045,1e-07,493,,4999.6562,10467411
1.0,-1.0,10.0,-240.93362,4999.3433,,10.0,0.8232422,0.4189424,4998.866,1796.5454,50.0,1.0,4999.343451235592,44899918000.0,1.0,4933.0737,24700,-2465213200000000.0,1.4588555e+18,50.0,[ 0.233  0.406 -3.723 -1.993],True,,1,0.47720703,500.0,24993434.0,0.18543357,23359.916,50,0.18053538,-27034472.0,7530.387464523315,-240.93362,1e-07,494,,4999.6895,10492411
1.0,-1.0,10.0,-252.58305,4883.808,,10.0,4999.5693,0.4189424,,12.607724,50.0,1.0,4883.808258511724,302644600.0,1.0,23.287262,24750,-22835687000.0,121899120.0,50.0,[ 0.271  0.313 -3.723 -2.067],True,,1,4883.808,488.54,24344306.0,0.014887784,126.12971,50,701.9417,-26385246.0,7543.5688145160675,-252.58305,1e-07,495,,4999.5693,10516838
1.0,-1.0,10.0,-249.3333,4999.159,,10.0,1.2939453,0.4189424,4998.339,9930502.0,50.0,1.0,4999.1589843212,248097650000000.0,1.0,69428290.0,24800,-4.6430703e+23,5.175466e+34,50.0,[ 0.216  0.286 -3.734 -2.073],True,,1,0.8201074,500.0,24991588.0,0.27339312,495928400.0,50,0.31087086,-27032580.0,7560.183340549469,-249.3333,1e-07,496,,4999.633,10541838
1.0,-1.0,10.0,-243.46967,4712.8965,,10.0,4989.628,0.4189424,9.980049,26.427143,50.0,1.0,4712.896448750186,588287300.0,1.0,70.38948,24850,-52251406000.0,640779700.0,50.0,[ 0.307  0.37  -3.73  -2.089],True,,1,4702.916,471.46,23257598.0,0.14423083,404.68652,50,1022.8412,-25298566.0,7576.702944517136,-243.46967,1e-07,497,,4999.608,10565411
1.0,-1.0,10.0,-248.997,4863.814,,10.0,3910.1843,0.4189424,1089.3547,14.104802,50.0,1.0,4863.813676820693,350135550.0,1.0,29.999628,24900,-28573327000.0,191242180.0,50.0,[ 0.334  0.426 -3.731 -2.083],True,,1,3774.4587,486.52,24106574.0,0.020219808,161.12555,50,670.73724,-26147488.0,7591.298414945602,-248.997,1e-07,498,,4999.539,10589737
1.0,-1.0,10.0,-232.97635,4620.8784,,10.0,4999.647,0.4189424,,555070.5,50.0,1.0,4620.878662683983,12762757000000.0,1.0,3442354.0,24950,-5.8995343e+19,8.355436e+26,50.0,[ 0.313  0.376 -3.735 -2.114],True,,1,4620.8784,462.3,22606686.0,0.0153617775,24474016.0,50,1119.8962,-24647684.0,7604.404808521271,-232.97635,1e-07,499,,4999.647,10612852
1.0,-1.0,10.0,-243.37633,4900.233,,10.0,4959.6807,0.4189424,39.922726,57.56646,50.0,1.0,4900.232981926611,1437957500.0,1.0,153.5814,25000,-26724760000000.0,171447000000000.0,50.0,[ 0.221  0.455 -3.744 -2.086],True,,1,4860.31,490.1,24494378.0,0.115236744,833.0279,50,694.33,-26535344.0,7618.710964202881,-243.37633,1e-07,500,,4999.6035,10637357
1.0,-1.0,10.0,-243.19145,4999.5312,,10.0,0.39160156,0.4189424,4999.283,376.64215,50.0,1.0,4999.531295036353,9414434000.0,1.0,1487.6476,25050,-27762207000000.0,184900290000000.0,50.0,[ 0.099  0.434 -3.758 -2.092],True,,1,0.2480957,500.0,24995312.0,0.09680835,8125.6187,50,0.079370834,-27036336.0,7633.891485214233,-243.19145,1e-07,501,,4999.675,10662357
1.0,-1.0,10.0,-254.52805,4999.3706,,10.0,0.88671875,0.4189424,4998.745,1639.4502,50.0,1.0,4999.370673137529,40973554000.0,1.0,4709.873,25100,-2539285300000000.0,1.5479187e+18,50.0,[ 0.205  0.417 -3.774 -2.153],True,,1,0.62555665,500.0,24993706.0,0.02328138,30175.598,50,0.1857909,-27034698.0,7648.643927812576,-254.52805,1e-07,502,,4999.632,10687357
1.0,-1.0,10.0,-261.35602,4999.463,,10.0,0.54248047,0.4189424,4999.104,358.40588,50.0,1.0,4999.462829578769,8958015000.0,1.0,1330.2404,25150,-33832015000000.0,274637470000000.0,50.0,[ 0.21   0.499 -3.764 -2.059],True,,1,0.35881835,500.0,24994626.0,0.053775184,7006.645,50,0.113259,-27035628.0,7663.12646484375,-261.35602,1e-07,503,,4999.6465,10712357
1.0,-1.0,10.0,-257.3965,4999.4497,,10.0,0.6855469,0.4189424,4999.033,81.08824,50.0,1.0,4999.449660623044,2026570000.0,1.0,301.81302,25200,-12000428000000.0,34558565000000.0,50.0,[ 0.158  0.41  -3.782 -2.127],True,,1,0.4164453,500.0,24994496.0,0.4622981,1927.0609,50,0.13679989,-27035558.0,7677.739810228348,-257.3965,1e-07,504,,4999.7188,10737357
1.0,-1.0,10.0,-245.9701,4899.5767,,10.0,4999.698,0.4189424,,6.4972053,50.0,1.0,4899.576965697211,161896660.0,1.0,8.814185,25250,-514882570000.0,63600325000.0,50.0,[ 0.048  0.382 -3.779 -2.075],True,,1,4899.5767,490.02,24495768.0,0.293505,41.50947,50,699.9396,-26536812.0,7693.775906801224,-245.9701,1e-07,505,,4999.698,10761858
1.0,-1.0,10.0,-244.447,4797.3945,,10.0,3039.93,0.4189424,1959.76,74.08952,50.0,1.0,4797.394186029296,1049041540.0,1.0,197.05638,25300,-617623450000.0,91262000000.0,50.0,[-0.007  0.395 -3.781 -2.049],True,,1,2837.634,479.9,23412486.0,0.18816987,911.4466,50,630.4728,-25453522.0,7708.230562448502,-244.447,1e-07,506,,4999.69,10785853
1.0,-1.0,10.0,-250.57153,4999.5625,,10.0,0.27539062,0.4189424,4999.4062,1873.7462,50.0,1.0,4999.562512586285,46834876000.0,1.0,8012.4927,25350,-3429877200000.0,2747493500000.0,50.0,[ 0.024  0.397 -3.781 -2.047],True,,1,0.15631837,500.0,24995626.0,0.037496477,50862.62,50,0.07069378,-27036656.0,7723.8838763237,-250.57153,1e-07,507,,4999.6816,10810853
1.0,-1.0,10.0,-252.28397,4899.765,,10.0,4989.6978,0.4189424,9.980852,3965.5498,50.0,1.0,4899.765272077325,99118670000.0,1.0,19708.674,25400,-2076746500000000.0,1.0352574e+18,50.0,[ 0.042  0.484 -3.774 -1.959],True,,1,4889.784,490.04,24495658.0,0.03831078,134525.53,50,698.54065,-26536686.0,7739.3234577178955,-252.28397,1e-07,508,,4999.6787,10835355
1.0,-1.0,10.0,-254.07217,4999.516,,10.0,0.49121094,0.4189424,4999.214,325.09595,50.0,1.0,4999.516244514488,8125780000.0,1.0,892.8181,25450,-1344634700000.0,428802640000.0,50.0,[ 0.118  0.503 -3.775 -1.862],True,,1,0.30237305,500.0,24995160.0,0.21035475,5778.6553,50,0.09329799,-27036212.0,7756.17209649086,-254.07217,1e-07,509,,4999.705,10860355
1.0,-1.0,10.0,-238.41899,4899.4805,,10.0,4999.661,0.4189424,,126880.51,50.0,1.0,4899.480453039392,3171190800000.0,1.0,794997.5,25500,-179060800000000.0,7426929400000000.0,50.0,[ 0.148  0.394 -3.789 -1.915],True,,1,4899.4805,490.02,24494804.0,0.031375404,5653184.0,50,699.9257,-26535818.0,7772.475021362305,-238.41899,1e-07,510,,4999.661,10884856
1.0,-1.0,10.0,-248.61162,4999.4673,,10.0,0.6347656,0.4189424,4999.044,12605.816,50.0,1.0,4999.46731071727,315036340000.0,1.0,48859.45,25550,-5.416837e+16,7.043837e+20,50.0,[ 0.144  0.286 -3.792 -1.977],True,,1,0.42342773,500.0,24994674.0,0.28166726,293588.75,50,0.14316195,-27035702.0,7785.250861644745,-248.61162,1e-07,511,,4999.6787,10909856
1.0,-1.0,10.0,-245.74518,4999.5093,,10.0,0.4560547,0.4189424,4999.25,612.2095,50.0,1.0,4999.509356432105,15302220000.0,1.0,1310.072,25600,-5304553600000.0,6715861400000.0,50.0,[ 0.099  0.395 -3.798 -1.936],True,,1,0.25938475,500.0,24995092.0,0.19526604,6029.792,50,0.08552784,-27036142.0,7800.812202215195,-245.74518,1e-07,512,,4999.706,10934856
1.0,-1.0,10.0,-235.34317,4999.5054,,10.0,0.36328125,0.4189424,4999.282,21.409012,50.0,1.0,4999.50548850634,535097760.0,1.0,32.942932,25650,-545457730000.0,71285970000.0,50.0,[ 0.134  0.48  -3.789 -1.852],True,,1,0.2233203,500.0,24995054.0,0.081029706,146.9619,50,0.097085446,-27036058.0,7815.469612598419,-235.34317,1e-07,513,,4999.6455,10959856
1.0,-1.0,10.0,-244.3805,4899.7764,,10.0,4989.701,0.4189424,9.980077,1.8932939,50.0,1.0,4899.776165549254,46813750.0,1.0,0.9670682,25700,-20381446000.0,99264660.0,50.0,[ 0.016  0.443 -3.793 -1.832],True,,1,4889.7964,490.04,24495768.0,0.2984183,4.2173586,50,698.5423,-26536800.0,7831.756636857986,-244.3805,1e-07,514,,4999.681,10984358
1.0,-1.0,10.0,-237.26787,4831.3975,,10.0,2749.8745,0.4189424,2249.81,908362.8,50.0,1.0,4831.397355149371,22701834000000.0,1.0,6136549.5,25750,-3.4991672e+24,2.939343e+36,50.0,[-0.014  0.443 -3.793 -1.84 ],True,,1,2581.5872,483.36,23611430.0,0.09100967,43848560.0,50,518.6797,-25652462.0,7846.220557689667,-237.26787,1e-07,515,,4999.6846,11008526
1.0,-1.0,10.0,-222.0729,2997.561,,10.0,3779.8208,0.4189424,1219.8688,690.7823,50.0,1.0,2997.561034740918,4398780400.0,1.0,1505.6487,25800,-1.1355044e+19,3.095258e+25,50.0,[-0.07   0.427 -3.795 -1.862],True,,1,1777.6921,300.64,10359394.0,0.067916,9222.999,50,1172.1866,-12400412.0,7853.273009777069,-222.0729,1e-07,516,,4999.6895,11023558
1.0,-1.0,10.0,-236.15681,4817.202,,10.0,2719.9768,0.4189424,2279.7302,1760.2311,50.0,1.0,4817.202148392589,43930386000.0,1.0,8946.3955,25850,-2.8748562e+22,1.9840163e+32,50.0,[-0.009  0.436 -3.796 -1.867],True,,1,2537.472,481.92,23516392.0,0.097076096,63580.273,50,557.63446,-25557444.0,7865.691263437271,-236.15681,1e-07,517,,4999.707,11047654
1.0,-1.0,10.0,-227.71323,3353.5166,,10.0,3519.887,0.4189424,1479.7908,1548.8867,50.0,1.0,3353.5166477397556,10504676000.0,1.0,3089.8547,25900,-2.4879025e+16,1.4858997e+20,50.0,[-0.062  0.446 -3.795 -1.836],True,,1,1873.7258,336.18,12429067.0,0.036923036,17685.805,50,1087.6552,-14470079.0,7874.453196525574,-227.71323,1e-07,518,,4999.6777,11064463
1.0,-1.0,10.0,-256.34854,4999.5596,,10.0,0.3154297,0.4189424,4999.373,5778722.5,50.0,1.0,4999.55944912466,144444550000000.0,1.0,36288410.0,25950,-1.7029319e+23,6.96168e+33,50.0,[-2.850e-03  4.653e-01 -3.793e+00 -1.830e+00],True,,1,0.18636718,500.0,24995592.0,0.18166392,258954200.0,50,0.07130304,-27036632.0,7886.619571447372,-256.34854,1e-07,519,,4999.6885,11089463
1.0,-1.0,10.0,-249.24556,4899.563,,10.0,4999.6953,0.4189424,,79.92805,50.0,1.0,4899.563021307565,1997338000.0,1.0,134.01607,26000,-1034961000000.0,256145800000.0,50.0,[ 0.059  0.462 -3.792 -1.828],True,,1,4899.563,490.02,24495630.0,0.08568112,836.59454,50,699.93756,-26536672.0,7899.151017189026,-249.24556,1e-07,520,,4999.6953,11113964
1.0,-1.0,10.0,-237.70882,4999.5093,,10.0,0.45361328,0.4189424,4999.2324,93.659294,50.0,1.0,4999.509031357369,2340958000.0,1.0,213.87842,26050,-26560273000000.0,169320230000000.0,50.0,[ 0.103  0.356 -3.793 -1.878],True,,1,0.2765918,500.0,24995090.0,0.021028481,1087.2361,50,0.09865657,-27036126.0,7912.582373380661,-237.70882,1e-07,521,,4999.686,11138964
1.0,-1.0,10.0,-244.58116,4899.496,,10.0,4999.6875,0.4189424,,467.18307,50.0,1.0,4899.4958823625575,11676407000.0,1.0,1596.0996,26100,-662395800000.0,101649970000.0,50.0,[ 0.156  0.466 -3.793 -1.855],True,,1,4899.496,490.02,24494960.0,0.16269347,9338.555,50,699.928,-26535996.0,7925.302832365036,-244.58116,1e-07,522,,4999.6875,11163465
1.0,-1.0,10.0,-245.1327,4899.7593,,10.0,4989.6885,0.4189424,9.979763,3599203.0,50.0,1.0,4899.759256594491,89960110000000.0,1.0,19075716.0,26150,-5.977415e+23,8.577352e+34,50.0,[ 0.1    0.57  -3.798 -1.815],True,,1,4889.7793,490.04,24495600.0,0.045758344,132547760.0,50,698.53986,-26536620.0,7937.098779439926,-245.1327,1e-07,523,,4999.6685,11187967
1.0,-1.0,10.0,-230.34464,4546.2275,,10.0,2779.9678,0.4189424,2219.7544,33.16645,50.0,1.0,4546.227388092241,345856860.0,1.0,118.32882,26200,-20115165000.0,93818984.0,50.0,[-0.033  0.523 -3.824 -2.02 ],True,,1,2326.473,455.02,21279104.0,0.10519357,838.9723,50,781.61566,-23320166.0,7949.365483045578,-230.34464,1e-07,524,,4999.722,11210718
1.0,-1.0,10.0,-251.69507,4999.585,,10.0,0.29541016,0.4189424,4999.404,42109.863,50.0,1.0,4999.584870370305,1052570100000.0,1.0,230773.83,26250,-1.31735215e+20,4.1660026e+27,50.0,[-2.847e-03  5.321e-01 -3.826e+00 -2.021e+00],True,,1,0.18105468,500.0,24995848.0,0.100281484,1631023.1,50,0.07236657,-27036894.0,7961.47699713707,-251.69507,1e-07,525,,4999.699,11235718
1.0,-1.0,10.0,-243.00877,4899.781,,10.0,4989.704,0.4189424,9.981209,252.54298,50.0,1.0,4899.780812471264,6311854000.0,1.0,920.2017,26300,-1.4932045e+16,5.3525246e+19,50.0,[ 0.053  0.552 -3.828 -2.001],True,,1,4889.7993,490.04,24495814.0,0.25711924,6298.951,50,698.5428,-26536848.0,7973.78174996376,-243.00877,1e-07,526,,4999.6855,11260220
1.0,-1.0,10.0,-228.68115,4082.2656,,10.0,4999.7305,0.4189424,,34.175297,50.0,1.0,4082.2653079172755,386345600.0,1.0,58.498035,26350,-228274060000.0,12466563000.0,50.0,[-0.032  0.472 -3.843 -2.043],True,,1,4082.2656,408.72,18341676.0,0.20754269,321.45505,50,1294.9073,-20382738.0,7984.920572280884,-228.68115,1e-07,527,,4999.7305,11280656
1.0,-1.0,10.0,-235.07076,4999.5874,,10.0,0.27539062,0.4189424,4999.411,2.283091,50.0,1.0,4999.587329629733,57067550.0,1.0,1.4950374,26400,-152418930000.0,5572790000.0,50.0,[-6.997e-04  4.758e-01 -3.843e+00 -2.045e+00],True,,1,0.17621094,500.0,24995874.0,0.09050282,7.5929613,50,0.061767712,-27036910.0,7998.389227390289,-235.07076,1e-07,528,,4999.6865,11305656
1.0,-1.0,10.0,-239.91415,4629.8345,,10.0,2570.0527,0.4189424,2429.6826,25.506077,50.0,1.0,4629.8346533227395,309708860.0,1.0,57.633724,26450,-20335954000.0,96272490.0,50.0,[-0.029  0.48  -3.843 -2.032],True,,1,2200.152,463.28,22027228.0,0.17740695,353.71255,50,769.3246,-24068298.0,8009.498850345612,-239.91415,1e-07,529,,4999.7354,11328820
1.0,-1.0,10.0,-246.12666,4999.583,,10.0,0.26416016,0.4189424,4999.4175,1445.1531,50.0,1.0,4999.583029062563,36120494000.0,1.0,9374.55,26500,-2.1211295e+19,1.0800808e+26,50.0,[ 2.317e-03  4.820e-01 -3.844e+00 -2.034e+00],True,,1,0.16552734,500.0,24995828.0,0.35331148,66984.27,50,0.056708608,-27036858.0,8022.237480640411,-246.12666,1e-07,530,,4999.6816,11353820
1.0,-1.0,10.0,-245.58566,3881.8914,,10.0,3539.9053,0.4189424,1459.7998,4569.0107,50.0,1.0,3881.8914504689283,44502710000.0,1.0,12477.767,26550,-4.8336864e+17,5.608808e+22,50.0,[-0.056  0.505 -3.844 -2.031],True,,1,2422.0916,388.92,16115812.0,0.15020534,57599.734,50,1023.0989,-18156852.0,8032.123334407806,-245.58566,1e-07,531,,4999.705,11373266
1.0,-1.0,10.0,-249.59537,4999.5757,,10.0,0.26220703,0.4189424,4999.437,863.5712,50.0,1.0,4999.575897648442,21585439000.0,1.0,4478.6343,26600,-3.7487055e+17,3.3734816e+22,50.0,[-3.208e-03  5.366e-01 -3.846e+00 -2.021e+00],True,,1,0.13885742,500.0,24995758.0,0.16910216,31662.38,50,0.06379252,-27036804.0,8045.135306835175,-249.59537,1e-07,532,,4999.699,11398266
1.0,-1.0,10.0,-268.7217,4899.744,,10.0,4989.693,0.4189424,9.979706,443.11188,50.0,1.0,4899.744435394478,11074849000.0,1.0,1877.6509,26650,-6369196000000.0,9704712000000.0,50.0,[ 0.055  0.55  -3.846 -2.002],True,,1,4889.765,490.04,24495452.0,0.012310807,12135.62,50,698.53784,-26536476.0,8056.0639860630035,-268.7217,1e-07,533,,4999.6724,11422768
1.0,-1.0,10.0,-238.04324,4999.533,,10.0,0.35498047,0.4189424,4999.3203,599.2833,50.0,1.0,4999.532917577745,14978521000.0,1.0,3179.5696,26700,-883120900000.0,180928100000.0,50.0,[ 0.12   0.537 -3.834 -1.896],True,,1,0.21262695,500.0,24995330.0,0.028923789,22673.705,50,0.08123829,-27036358.0,8068.487181901932,-238.04324,1e-07,534,,4999.6753,11447768
1.0,-1.0,10.0,-243.672,4999.5146,,10.0,0.38378906,0.4189424,4999.3047,1385.2998,50.0,1.0,4999.515001022253,34626150000.0,1.0,8146.42,26750,-1430747200000.0,467913540000.0,50.0,[ 0.085  0.642 -3.842 -1.839],True,,1,0.21029297,500.0,24995150.0,0.060258444,58204.05,50,0.09783134,-27036188.0,8079.513755321503,-243.672,1e-07,535,,4999.6885,11472768
1.0,-1.0,10.0,-253.18124,4999.452,,10.0,0.53564453,0.4189424,4999.1587,167762.88,50.0,1.0,4999.452150042391,4193205000000.0,1.0,441994.84,26800,-2.7787328e+19,1.853578e+26,50.0,[ 0.183  0.703 -3.835 -1.791],True,,1,0.2934961,500.0,24994522.0,0.04460433,2407261.2,50,0.112849645,-27035566.0,8091.981594324112,-253.18124,1e-07,536,,4999.6943,11497768
1.0,-1.0,10.0,-245.59378,4899.557,,10.0,4989.614,0.4189424,9.980356,4709.78,50.0,1.0,4899.557345596247,117701075000.0,1.0,27943.195,26850,-9140494000000.0,19544934000000.0,50.0,[ 0.34   0.683 -3.811 -1.983],True,,1,4889.5767,490.04,24493580.0,0.089292966,199575.72,50,698.511,-26534540.0,8103.60014796257,-245.59378,1e-07,537,,4999.594,11522270
1.0,-1.0,10.0,-250.53493,4650.272,,10.0,4999.5107,0.4189424,,14478.816,50.0,1.0,4650.271909560327,361422500000.0,1.0,51178.438,26900,-1.1629204e+24,3.246992e+35,50.0,[ 0.382  0.581 -3.796 -2.04 ],True,,1,4650.272,465.18,23062988.0,0.35756347,301736.56,50,1199.1492,-25103876.0,8114.98645067215,-250.53493,1e-07,538,,4999.5107,11545529
1.0,-1.0,10.0,-254.40952,4737.427,,10.0,3879.8708,0.4189424,1119.6584,27.758251,50.0,1.0,4737.426919795137,665057660.0,1.0,104.83297,26950,-135116750000.0,4340175400.0,50.0,[ 0.34   0.366 -3.796 -1.918],True,,1,3617.7686,473.96,23153922.0,0.10274422,690.33044,50,843.03564,-25194828.0,8125.332216501236,-254.40952,1e-07,539,,4999.5293,11569227
1.0,-1.0,10.0,-259.88925,4708.962,,10.0,4619.7812,0.4189424,379.80255,31556.654,50.0,1.0,4708.961451629993,755925400000.0,1.0,105938.79,27000,-1.9118741e+20,8.7755506e+27,50.0,[ 0.31   0.316 -3.799 -1.938],True,,1,4329.1587,471.18,22895892.0,0.027022539,649826.4,50,849.456,-24936840.0,8136.266185998917,-259.88925,1e-07,540,,4999.584,11592786
1.0,-1.0,10.0,-225.79085,3731.3137,,10.0,3959.871,0.4189424,1039.5992,32.67679,50.0,1.0,3731.313783310439,399292380.0,1.0,52.968216,27050,-92557110000.0,2039199500.0,50.0,[ 0.298  0.233 -3.801 -2.032],True,,1,2691.7144,373.96,15268234.0,0.028952051,273.3654,50,1159.9707,-17309078.0,8145.2867386341095,-225.79085,1e-07,541,,4999.47,11611484
1.0,-1.0,10.0,-254.21266,4880.3105,,10.0,2750.85,0.4189424,2248.767,15.293377,50.0,1.0,4880.310832096944,381592480.0,1.0,24.955658,27100,-3115009400000.0,2328930500000.0,50.0,[ 0.248  0.264 -3.808 -2.05 ],True,,1,2631.5437,488.22,24059240.0,0.09233009,108.333145,50,491.73782,-26100216.0,8157.966458797455,-254.21266,1e-07,542,,4999.617,11635895
1.0,-1.0,9.999999,-220.57951,3341.174,,9.999999,4999.368,0.4189424,,47.79196,50.0,1.0,3341.174223962097,433925700.0,1.0,108.62519,27150,-312225200000000.0,2.3408066e+16,50.0,[ 0.294  0.226 -3.804 -2.066],True,,1,3341.174,334.96,13258264.0,0.018897617,753.15234,50,1447.3488,-15299022.0,8165.2849843502045,-220.57951,1e-07,543,,4999.368,11652643
1.0,-1.0,10.0,-246.60487,4916.0137,,10.0,2190.131,0.4189424,2809.4563,24.176172,50.0,1.0,4916.013807659252,593368300.0,1.0,50.594765,27200,-181688780000000.0,7925160000000000.0,50.0,[ 0.254  0.272 -3.807 -2.057],True,,1,2106.5576,491.74,24333024.0,0.037840188,228.44019,50,407.2269,-26373974.0,8176.207439422607,-246.60487,1e-07,544,,4999.5874,11677230
1.0,-1.0,10.0,-243.50739,4965.07,,10.0,1300.6514,0.4189424,3698.9092,6.936477,50.0,1.0,4965.070299268074,173224210.0,1.0,11.417417,27250,-77478625000.0,1434774000.0,50.0,[ 0.21   0.233 -3.811 -2.078],True,,1,1266.161,496.64,24687796.0,0.011423919,76.44319,50,189.40549,-26728726.0,8189.765153169632,-243.50739,1e-07,545,,4999.5605,11702062
1.0,-1.0,10.0,-240.18759,4299.12,,10.0,3910.3188,0.4189424,1089.0972,453.66397,50.0,1.0,4299.120233153,7432247000.0,1.0,1450.2976,27300,-4.972824e+18,5.937728e+24,50.0,[ 0.22   0.179 -3.82  -2.049],True,,1,3210.0227,430.38,19905574.0,0.031602193,9652.503,50,1192.9534,-21946380.0,8202.93023777008,-240.18759,1e-07,546,,4999.416,11723581
1.0,-1.0,10.0,-241.62477,4864.11,,10.0,2500.7705,0.4189424,2498.793,70131.69,50.0,1.0,4864.109861015884,463831300000.0,1.0,480866.12,27350,-74089610000000.0,1301435800000000.0,50.0,[ 0.158  0.172 -3.824 -2.047],True,,1,2365.3167,486.56,23950688.0,0.03658319,3436004.8,50,539.5586,-25991618.0,8215.157315254211,-241.62477,1e-07,547,,4999.5635,11747909
1.0,-1.0,10.0,-237.14659,4999.4043,,10.0,0.76220703,0.4189424,4998.8975,64.90089,50.0,1.0,4999.404612147911,1622086700.0,1.0,187.08044,27400,-14049911000000.0,47377960000000.0,50.0,[ 0.115  0.216 -3.824 -2.032],True,,1,0.5071777,500.0,24994046.0,0.07127317,1212.5664,50,0.15339893,-27035058.0,8225.058069944382,-237.14659,1e-07,548,,4999.6597,11772909
1.0,-1.0,10.0,-252.9206,4999.2593,,10.0,0.82177734,0.4189424,4998.7583,1079.5431,50.0,1.0,4999.259456590022,26975345000.0,1.0,7161.086,27450,-58459960000.0,237987400.0,50.0,[ 0.177  0.22  -3.822 -2.027],True,,1,0.5011914,500.0,24992596.0,0.062283292,51189.63,50,0.21067287,-27033544.0,8237.585280656815,-252.9206,1e-07,549,,4999.58,11797909
1.0,-1.0,10.0,-242.33658,4899.7563,,10.0,4979.627,0.4189424,19.961945,8922773.0,50.0,1.0,4899.756661332372,222969490000000.0,1.0,62296184.0,27500,-1.7336874e+21,7.215984e+29,50.0,[ 0.178  0.281 -3.828 -2.013],True,,1,4879.795,490.06,24493582.0,0.09669615,444995260.0,50,697.1136,-26534534.0,8248.671765565872,-242.33658,1e-07,550,,4999.589,11822412
