LearnableVariance,TimestepsSoFar,DivergenceHarmonic,ReturnStepMaxmin,OptimizationReturnMax,Inner Iteration,Epsilon,VarianceInitializer,MinIW,EpisodesSoFar,InitialReturnMean,InitialReturnStd,StdWReturnMean,WReturnMean,OptimizationReturnMean,Penalization,MaxIW,EpThisIter,InitialReturnMin,EpLenMean,TimeElapsed,EmpiricalD2Arithmetic,Bound,Weights,ESSRenyiHarmonic,InitialReturnMax,MinBehavPdf,EpRewMean,MeanEntropy,EmpiricalD2Harmonic,OptimizationReturnMin,StdIW,InitialBound,Iteration,ReturnStepMax,MeanD2-0,ReturnMeanIW,MeanIW,ESSRenyiArithmetic,MinTargetPdf
,5160940,7.39431e+23,10.0,4659.715,1,1.0,-1.0,0.07018103,13050,4905.794,652.2985,,24492302.0,4566.0894,True,302711200.0,50,339.7039,490.7,12108.59880065918,1.0,-1.7550105e+18,[ 0.08   0.992 -3.457 -3.706],50.0,4999.419,-251.62602,4905.793449275306,0.4189424,1.0,,42379236.0,-26533098.0,261,10.0,1.0,151270440000000.0,6056583.0,50.0,-251.62602
,5185442,4.7213102e+16,10.0,4989.5786,1,1.0,-1.0,0.010223785,13100,4899.364,698.4835,,24491648.0,4889.3843,True,1213257.6,50,9.979937,490.04,12182.81215596199,1.0,-444782820000000.0,[ 0.028  1.058 -3.445 -3.615],50.0,4999.5586,-243.97765,4899.364190297403,0.4189424,1.0,,201195.08,-26532560.0,262,10.0,1.0,1328434100000.0,53156.926,50.0,-243.97765
,5210442,1.4921164e+16,10.0,1.0039062,1,1.0,-1.0,0.087900564,13150,4999.267,0.21520783,,24992668.0,0.692666,True,357283.7,50,4998.574,500.0,12257.53047990799,1.0,-249493380000000.0,[ 0.056  1.    -3.362 -3.388],50.0,4999.578,-239.47461,4999.2668954515575,0.4189424,1.0,,50016.477,-27033596.0,263,10.0,1.0,193277230000.0,7733.504,50.0,-239.47461
,5235442,1.4666988e+22,10.0,1.7836914,1,1.0,-1.0,0.47111407,13200,4999.0645,0.32188803,,24990646.0,1.2690234,True,51386336.0,50,4997.7954,500.0,12327.164753437042,1.0,-2.4719354e+17,[ 0.17   1.035 -3.36  -3.351],50.0,4999.579,-242.75497,4999.06438297663,0.4189424,1.0,,7193320.5,-27031580.0,264,10.0,1.0,25811327000000.0,1033362.5,50.0,-242.75497
,5260442,5.138578e+16,10.0,1.1147461,1,1.0,-1.0,0.032171443,13250,4999.2744,0.21770534,,24992742.0,0.77336913,True,141490.14,50,4998.501,500.0,12392.389574289322,1.0,-462749980000000.0,[ 0.122  1.106 -3.363 -3.26 ],50.0,4999.6157,-233.94943,4999.274377923069,0.4189424,1.0,,19947.924,-27033710.0,265,10.0,1.0,103669780000.0,4148.9434,50.0,-233.94943
,5283945,4.3173676e+21,10.0,4999.5635,1,1.0,-1.0,0.3497712,13300,4699.4155,1187.2865,,23494154.0,4699.4155,True,7918.7583,50,,470.06,12455.657877922058,1.0,-1.3409977e+17,[ 0.069  1.189 -3.376 -3.183],50.0,4999.5635,-255.31975,4699.415320414924,0.4189424,1.0,,1202.8671,-25535078.0,266,10.0,1.0,8318266400.0,332.88046,50.0,-255.31975
,5307875,2.9705302e+34,10.0,4999.6387,1,1.0,-1.0,0.49682176,13350,4784.8687,981.1688,,23857662.0,4784.8687,True,17284735000.0,50,,478.6,12509.298498153687,1.0,-3.5176172e+23,[-0.077  1.339 -3.449 -3.296],50.0,4999.6387,-244.2937,4784.868789177292,0.4189424,1.0,,2419392500.0,-25898648.0,267,10.0,1.0,8768633700000000.0,350837800.0,50.0,-244.2937
,5331014,2.9225682e+21,10.0,1990.0586,1,1.0,-1.0,0.11902908,13400,4622.504,528.99176,,21647372.0,1612.895,True,984537.0,50,3009.609,462.78,12566.30691576004,1.0,-1.1033709e+17,[-0.15   1.374 -3.439 -3.201],50.0,4999.6675,-254.29214,4622.503699612906,0.4189424,1.0,,158082.9,-23688380.0,268,10.0,1.0,670677600000.0,37865.414,50.0,-254.29214
,5355860,175315830000.0,10.0,1230.0498,1,1.0,-1.0,0.078285426,13450,4968.0796,176.99353,,24713140.0,1198.4926,True,4999.9414,50,3769.587,496.92,12627.14507985115,1.0,-860986930000.0,[-0.093  1.397 -3.436 -3.195],50.0,4999.6367,-245.26155,4968.079477733237,0.4189424,1.0,,1106.8989,-26754130.0,269,10.0,1.0,6428349400.0,311.89926,50.0,-245.26155
,5380860,2090023300000000.0,10.0,0.6821289,1,1.0,-1.0,0.08972456,13500,4999.4897,0.12425293,,24994900.0,0.54067385,True,56198.51,50,4998.949,500.0,12679.026798248291,1.0,-93345620000000.0,[-0.054  1.432 -3.47  -3.198],50.0,4999.6313,-237.26506,4999.48983904117,0.4189424,1.0,,7962.7803,-27035886.0,270,10.0,1.0,40405890000.0,1616.6715,50.0,-237.26506
,5405860,1.870488e+19,10.0,0.56640625,1,1.0,-1.0,0.21385653,13550,4999.4487,0.1262639,,24994488.0,0.34433594,True,75342.33,50,4999.1045,500.0,12737.514916658401,1.0,-8827121000000000.0,[-0.07   1.34  -3.479 -3.281],50.0,4999.671,-247.37091,4999.448862841589,0.4189424,1.0,,12796.913,-27035502.0,271,10.0,1.0,89135740000.0,3566.1846,50.0,-247.37091
,5430860,7.537049e+24,10.0,0.49902344,1,1.0,-1.0,0.488448,13600,4999.436,0.11851307,,24994360.0,0.2886035,True,3222.9873,50,4999.1475,500.0,12798.178311824799,1.0,-5.603168e+18,[-0.012  1.318 -3.475 -3.283],50.0,4999.6465,-237.32861,4999.436089453252,0.4189424,1.0,,573.3212,-27035356.0,272,10.0,1.0,6885554000.0,275.48712,50.0,-237.32861
,5455656,106401860000.0,10.0,1350.1094,1,1.0,-1.0,0.09464663,13650,4957.677,195.51218,,24616786.0,1308.1593,True,5290.669,50,3649.5176,495.92,12854.922457456589,1.0,-668766400000.0,[-0.082  1.268 -3.488 -3.373],50.0,4999.627,-240.65132,4957.676886122679,0.4189424,1.0,,742.4675,-26657760.0,273,10.0,1.0,3027123700.0,133.69902,50.0,-240.65132
,5480656,1.2682243e+33,10.0,0.8730469,1,1.0,-1.0,0.09908595,13700,4999.3745,0.15874189,,24993746.0,0.62166995,True,37753708.0,50,4998.753,500.0,12908.794370174408,1.0,-7.26821e+22,[-0.042  1.238 -3.496 -3.409],50.0,4999.626,-237.39983,4999.374567102705,0.4189424,1.0,,5285513.0,-27034720.0,274,10.0,1.0,18872525000000.0,755116.9,50.0,-237.39983
,5505656,1.0733116e+18,10.0,0.50683594,1,1.0,-1.0,0.062004518,13750,4999.3555,0.13479492,,24993556.0,0.2853711,True,17501.643,50,4999.0703,500.0,12966.790192365646,1.0,-2114401300000000.0,[ 0.014  1.229 -3.489 -3.433],50.0,4999.577,-252.60081,4999.355676097183,0.4189424,1.0,,2571.869,-27034490.0,275,10.0,1.0,17425031000.0,697.2234,50.0,-252.60081
,5530504,6.152268e+30,10.0,1419.9595,1,1.0,-1.0,0.09724362,13800,4968.5728,199.13383,,24726370.0,1388.9363,True,294980.78,50,3579.6367,496.96,13029.610756158829,1.0,-5.0622295e+21,[-0.056  1.17  -3.511 -3.515],50.0,4999.596,-238.99956,4968.572980589686,0.4189424,1.0,,41286.973,-26767316.0,276,10.0,1.0,142593020000.0,5985.9136,50.0,-238.99956
,5552525,7.180937e+24,10.0,2449.965,1,1.0,-1.0,0.12646241,13850,4398.8613,726.1341,,19877250.0,1849.2228,True,2446663.0,50,2549.6384,440.42,13076.74173617363,1.0,-5.469104e+18,[-0.114  1.145 -3.508 -3.515],50.0,4999.6035,-239.3355,4398.86131556657,0.4189424,1.0,,349122.34,-21918200.0,277,10.0,1.0,874788000000.0,68063.02,50.0,-239.3355
,5577399,1.3730033e+31,10.0,1270.3987,1,1.0,-1.0,0.16559376,13900,4973.902,177.8178,,24771316.0,1244.7241,True,4071090.2,50,3729.1775,497.48,13127.707926273346,1.0,-7.5623454e+21,[-0.052  1.151 -3.507 -3.523],50.0,4999.576,-278.22916,4973.901612434371,0.4189424,1.0,,740877.1,-26812244.0,278,10.0,1.0,3365005000000.0,170757.84,50.0,-278.22916
,5600903,1.486137e+20,10.0,4999.5425,1,1.0,-1.0,0.004693521,13950,4699.5776,1186.4877,,23493786.0,4699.5776,True,93687.81,50,,470.08,13182.181011199951,1.0,-2.4879758e+16,[ 0.006  1.141 -3.504 -3.542],50.0,4999.5425,-248.89496,4699.577861231352,0.4189424,1.0,,14185.676,-25534684.0,279,10.0,1.0,102033600000.0,4082.4456,50.0,-248.89496
,5625404,1.07156904e+21,10.0,4999.5137,1,1.0,-1.0,0.1681245,14000,4899.1377,699.8769,,24491376.0,4899.1377,True,28593.23,50,,490.02,13224.350005626678,1.0,-6.680671e+16,[ 0.081  1.069 -3.508 -3.612],50.0,4999.5137,-249.82181,4899.137670949071,0.4189424,1.0,,4286.9634,-26532252.0,280,10.0,1.0,20651196000.0,826.3973,50.0,-249.82181
,5648910,2539000300000000.0,10.0,4989.483,1,1.0,-1.0,0.061796717,14050,4699.281,1119.3235,,23336120.0,4689.301,True,62185.203,50,9.979765,470.12,13261.192924976349,1.0,-102887680000000.0,[ 0.202  1.091 -3.514 -3.633],50.0,4999.463,-248.25267,4699.280345205325,0.4189424,1.0,,9129.66,-25376952.0,281,10.0,1.0,54690263000.0,2200.0085,50.0,-248.25267
,5673910,6.7776724e+23,10.0,1.3955078,1,1.0,-1.0,0.02659385,14100,4998.9844,0.33829695,,24989844.0,0.79393554,True,766243.56,50,4998.1904,500.0,13293.918919086456,1.0,-1.6802073e+18,[ 0.232  1.129 -3.505 -3.518],50.0,4999.586,-234.11589,4998.984378917965,0.4189424,1.0,,108825.62,-27030784.0,282,10.0,1.0,571703700000.0,22877.303,50.0,-234.11589
,5698910,1.1325921e+20,10.0,1.8476562,1,1.0,-1.0,0.07579584,14150,4998.8633,0.42605245,,24988632.0,1.2410742,True,485985.03,50,4997.622,500.0,13334.653643608093,1.0,-2.1719257e+16,[ 0.218  1.039 -3.509 -3.603],50.0,4999.4697,-234.57147,4998.863201580643,0.4189424,1.0,,68035.1,-27029474.0,283,10.0,1.0,296670950000.0,11877.169,50.0,-234.57147
,5722972,5036775000.0,10.0,4979.535,1,1.0,-1.0,0.10642382,14200,4811.1772,922.5831,,23998588.0,4791.2144,True,613.2436,50,19.96304,481.24,13370.932482242584,1.0,-145479040000.0,[ 0.145  1.104 -3.528 -3.528],50.0,4999.498,-248.10863,4811.177576643016,0.4189424,1.0,,88.053055,-26039454.0,284,10.0,1.0,640736640.0,26.054348,50.0,-248.10863
,5747972,4.7186082e+19,10.0,0.80078125,1,1.0,-1.0,0.16618606,14250,4999.3066,0.17860138,,24993072.0,0.5498535,True,5505.12,50,4998.7573,500.0,13407.51311469078,1.0,-1.401925e+16,[ 0.034  1.155 -3.534 -3.551],50.0,4999.558,-244.20258,4999.307194491936,0.4189424,1.0,,875.14044,-27033986.0,285,10.0,1.0,6416554000.0,256.74084,50.0,-244.20258
,5772601,3.792727e+19,10.0,970.2783,1,1.0,-1.0,0.02727024,14300,4923.7324,213.29356,,24288634.0,894.4489,True,81514.21,50,4029.2837,492.58,13444.697031259537,1.0,-1.256897e+16,[-0.062  1.131 -3.531 -3.627],50.0,4999.562,-236.32124,4923.732592521121,0.4189424,1.0,,18845.98,-26329548.0,286,10.0,1.0,162328770000.0,7565.63,50.0,-236.32124
,5797103,8.836675e+28,10.0,4989.5767,1,1.0,-1.0,0.028827738,14350,4899.5156,698.50525,,24493164.0,4889.536,True,74648.86,50,9.979478,490.04,13484.70793056488,1.0,-6.066828e+20,[-0.016  1.162 -3.528 -3.599],50.0,4999.556,-246.64975,4899.515608952559,0.4189424,1.0,,10525.463,-26534080.0,287,10.0,1.0,49347863000.0,1974.6123,50.0,-246.64975
,5822103,2.6986866e+19,10.0,1.215332,1,1.0,-1.0,0.111310184,14400,4999.293,0.21810022,,24992930.0,0.8820117,True,7158.8066,50,4998.411,500.0,13520.121418237686,1.0,-1.0602451e+16,[ 0.065  1.132 -3.534 -3.509],50.0,4999.6265,-239.0189,4999.293172290278,0.4189424,1.0,,1394.7081,-27033902.0,288,10.0,1.0,13870711000.0,554.96735,50.0,-239.0189
,5847103,9179164000.0,10.0,1.2670898,1,1.0,-1.0,0.28417978,14450,4999.085,0.27621517,,24990848.0,0.7919238,True,12408.63,50,4998.293,500.0,13559.412998437881,1.0,-207276900000.0,[ 0.125  1.054 -3.539 -3.586],50.0,4999.56,-243.56917,4999.084890040674,0.4189424,1.0,,1941.7305,-27031764.0,289,10.0,1.0,11744147000.0,469.9037,50.0,-243.56917
,5871604,975421000000.0,10.0,4999.477,1,1.0,-1.0,0.034396105,14500,4899.02,699.8602,,24490208.0,4899.02,True,534.5542,50,,490.02,13594.085291147232,1.0,-2016234200000.0,[ 0.132  1.17  -3.594 -3.8  ],50.0,4999.477,-249.54066,4899.020614709677,0.4189424,1.0,,79.12241,-26531056.0,290,10.0,1.0,656511550.0,26.296247,50.0,-249.54066
,5895453,25310771000.0,10.0,4989.5293,1,1.0,-1.0,0.027492514,14550,4768.426,995.5521,,23729008.0,4758.4463,True,28.564734,50,9.979637,476.98,13631.635048866272,1.0,-324775400000.0,[ 0.026  1.111 -3.593 -3.768],50.0,4999.509,-247.04977,4768.425709668383,0.4189424,1.0,,4.899164,-25769874.0,291,10.0,1.0,90757630.0,3.8123107,50.0,-247.04977
,5920300,8.515315e+31,10.0,920.1699,1,1.0,-1.0,0.067814514,14600,4968.2246,154.57466,,24707144.0,888.7799,True,156830.55,50,4079.4443,496.94,13672.996630430222,1.0,-1.8833356e+22,[-0.036  1.115 -3.599 -3.776],50.0,4999.6143,-259.09454,4968.224291905022,0.4189424,1.0,,24077.225,-26748098.0,292,10.0,1.0,123021780000.0,4923.177,50.0,-259.09454
,5942064,5.1276143e+22,10.0,4999.594,1,1.0,-1.0,0.076362334,14650,4347.5723,1129.9705,,20178218.0,4347.5723,True,1494976.1,50,,435.28,13708.640894174576,1.0,-4.621495e+17,[-0.094  1.099 -3.604 -3.792],50.0,4999.594,-240.27477,4347.572396537376,0.4189424,1.0,,222792.62,-22219156.0,293,10.0,1.0,1040276100000.0,56277.875,50.0,-240.27477
,5967010,7901136600000.0,10.0,550.1338,1,1.0,-1.0,0.077408805,14700,4988.283,76.98455,,24888892.0,538.8909,True,474408.6,50,4449.392,498.92,13750.988717556,1.0,-5925514000000.0,[-0.039  1.124 -3.607 -3.775],50.0,4999.526,-241.32953,4988.283034234291,0.4189424,1.0,,66411.33,-26929768.0,294,10.0,1.0,188884320000.0,9530.027,50.0,-241.32953
,5991511,9.204721e+34,10.0,4999.466,1,1.0,-1.0,1.0853609,14750,4899.1606,699.8801,,24491608.0,4899.1606,True,53872.67,50,,490.02,13789.15286397934,1.0,-6.191657e+23,[ 0.007  1.087 -3.622 -3.787],50.0,4999.466,-242.77754,4899.160604564248,0.4189424,1.0,,10139.263,-26532440.0,295,10.0,1.0,94082420000.0,3764.9077,50.0,-242.77754
,6013950,1.8305854e+30,10.0,4989.4814,1,1.0,-1.0,0.017718568,14800,4483.659,939.7817,,20986384.0,4473.6787,True,17787388.0,50,9.979846,448.78,13826.365360498428,1.0,-2.7611868e+21,[-0.068  0.99  -3.625 -3.81 ],50.0,4999.4614,-239.32712,4483.658770714191,0.4189424,1.0,,2776807.2,-23027204.0,296,10.0,1.0,8633357700000.0,623784.44,50.0,-239.32712
,6038451,2.2020076e+21,10.0,4999.421,1,1.0,-1.0,0.13005935,14850,4899.1235,699.8749,,24491240.0,4899.1235,True,27777.014,50,,490.02,13866.813210248947,1.0,-9.5764224e+16,[-0.006  0.994 -3.624 -3.804],50.0,4999.421,-242.96889,4899.1237424804385,0.4189424,1.0,,4197.1763,-26532034.0,297,10.0,1.0,21076578000.0,843.35956,50.0,-242.96889
,6062953,6.49717e+32,9.999999,4989.5166,1,1.0,-1.0,0.01267681,14900,4899.286,698.47235,,24490862.0,4889.306,True,14144173.0,50,9.979273,490.04,13904.556935787201,1.0,-5.201983e+22,[ 0.05   0.977 -3.623 -3.826],50.0,4999.496,-237.94475,4899.285698643442,0.4189424,1.0,,1979876.1,-26531712.0,298,9.999999,1.0,7127939000000.0,285323.2,50.0,-237.94475
,6086881,729879200.0,10.0,2299.9648,1,1.0,-1.0,0.32515815,14950,4782.9365,536.2535,,23164048.0,2083.418,True,538.61523,50,2699.5186,478.56,13942.881539583206,1.0,-55623078000.0,[-0.051  0.929 -3.641 -3.88 ],50.0,4999.4834,-246.22769,4782.936517874277,0.4189424,1.0,,84.13941,-25204886.0,299,10.0,1.0,487733020.0,25.527277,50.0,-246.22769
,6111881,4.7832275e+27,10.0,0.8779297,1,1.0,-1.0,0.18782565,15000,4999.0806,0.23835269,,24990808.0,0.47128907,True,3297171.2,50,4998.6094,500.0,13982.897371292114,1.0,-1.4114512e+20,[-0.021  0.935 -3.642 -3.886],50.0,4999.4873,-236.99512,4999.080700336604,0.4189424,1.0,,461477.12,-27031652.0,300,10.0,1.0,1731446300000.0,69279.83,50.0,-236.99512
,6136382,4481080000.0,9.999999,4999.4834,1,1.0,-1.0,0.11067001,15050,4899.039,699.86273,,24490390.0,4899.039,True,424.92404,50,,490.02,14015.760035991669,1.0,-137017250000.0,[ 0.033  0.921 -3.645 -3.857],50.0,4999.4834,-236.52528,4899.038859178774,0.4189424,1.0,,60.28443,-26531230.0,301,9.999999,1.0,403007840.0,16.14613,50.0,-236.52528
,6161382,5.32843e+19,10.0,1.4536133,1,1.0,-1.0,0.09222589,15100,4998.7437,0.41241574,,24987440.0,0.8264844,True,1178336.5,50,4997.9175,500.0,14061.10380768776,1.0,-1.4897309e+16,[ 0.087  0.952 -3.645 -3.864],50.0,4999.371,-255.3915,4998.743983724223,0.4189424,1.0,,167302.92,-27028190.0,302,10.0,1.0,789442000000.0,31597.463,50.0,-255.3915
,6184419,3.4205022e+32,10.0,4639.525,1,1.0,-1.0,0.09241183,15150,4604.1846,1081.3584,,22367850.0,4244.5063,True,1421721500.0,50,359.67834,460.74,14098.670235872269,1.0,-3.7739913e+22,[ 0.145  0.899 -3.642 -3.961],50.0,4999.203,-253.3994,4604.184483392055,0.4189424,1.0,,229904830.0,-24408458.0,303,10.0,1.0,1351998400000000.0,54202844.0,50.0,-253.3994
,6208533,5.2416455e+19,10.0,4999.472,1,1.0,-1.0,0.030320197,15200,4821.2886,877.0903,,24014116.0,4821.2886,True,539613.5,50,,482.28,14138.92793416977,1.0,-1.477559e+16,[ 0.121  0.895 -3.61  -3.714],50.0,4999.472,-246.84364,4821.289065245831,0.4189424,1.0,,75482.43,-26054952.0,304,10.0,1.0,283086450000.0,11336.608,50.0,-246.84364
,6233533,1.7478503e+33,10.0,0.9135742,1,1.0,-1.0,0.05036933,15250,4999.059,0.21851312,,24990592.0,0.56788087,True,471128830.0,50,4998.491,500.0,14176.31705379486,1.0,-8.531848e+22,[ 0.032  0.811 -3.62  -3.687],50.0,4999.405,-235.1465,4999.059115239541,0.4189424,1.0,,67747570.0,-27031372.0,305,10.0,1.0,315906520000000.0,12640571.0,50.0,-235.1465
,6258533,2874707000.0,10.0,1.9575195,1,1.0,-1.0,0.116538204,15300,4998.697,0.45550004,,24986968.0,1.2641797,True,985.99005,50,4997.4326,500.0,14222.65516257286,1.0,-111248390000.0,[ 0.132  0.737 -3.631 -3.685],50.0,4999.39,-242.8672,4998.696840648904,0.4189424,1.0,,192.11827,-27027738.0,306,10.0,1.0,1831290600.0,73.299835,50.0,-242.8672
,6282612,7.162615e+26,10.0,4999.4033,1,1.0,-1.0,0.32582366,15350,4814.1714,907.4396,,23999694.0,4814.1714,True,14232068.0,50,,481.58,14264.582610607147,1.0,-5.4616846e+19,[ 0.148  0.792 -3.628 -3.659],50.0,4999.4033,-251.69104,4814.171602435867,0.4189424,1.0,,1991261.4,-26040470.0,307,10.0,1.0,7341963000000.0,294660.03,50.0,-251.69104
,6306616,24021404000.0,10.0,4989.631,1,1.0,-1.0,0.024674231,15400,4799.571,977.67096,,23991720.0,4789.5913,True,14714.042,50,9.979588,480.08,14302.544615268707,1.0,-325575540000.0,[ 0.071  0.884 -3.643 -3.629],50.0,4999.6104,-236.78752,4799.570848316067,0.4189424,1.0,,2059.0024,-26032672.0,308,10.0,1.0,9256123000.0,370.4393,50.0,-236.78752
,6331616,2.0598138e+35,10.0,0.70751953,1,1.0,-1.0,0.07835235,15450,4999.202,0.17613299,,24992024.0,0.40887696,True,257122.0,50,4998.7935,500.0,14345.93645310402,1.0,-9.262361e+23,[ 0.012  0.979 -3.687 -3.663],50.0,4999.501,-248.08069,4999.202353811164,0.4189424,1.0,,37601.258,-27032884.0,309,10.0,1.0,236947320000.0,9480.784,50.0,-248.08069
,6351329,8.9440586e+35,10.0,4989.5596,1,1.0,-1.0,0.023141835,15500,3936.01,1130.7913,,16770862.0,3926.0303,True,5432414000.0,50,9.979391,394.26,14383.59769487381,1.0,-1.9301079e+24,[-0.087  0.926 -3.681 -3.717],50.0,4999.539,-232.1039,3936.0098556262865,0.4189424,1.0,,907285600.0,-18811744.0,310,10.0,1.0,2579092700000000.0,204026510.0,50.0,-232.1039
,6376311,3.444367e+22,10.0,190.29883,1,1.0,-1.0,0.06627595,15550,4995.483,26.608173,,24955562.0,186.25378,True,9116014.0,50,4809.2295,499.64,14426.003956794739,1.0,-3.78767e+17,[-0.031  1.014 -3.688 -3.648],50.0,4999.5283,-238.26515,4995.4832747842165,0.4189424,1.0,,1275830.9,-26996444.0,311,10.0,1.0,4378395400000.0,188785.08,50.0,-238.26515
,6401311,3.9507913e+18,10.0,0.765625,1,1.0,-1.0,0.0026750222,15600,4999.228,0.18106848,,24992280.0,0.4869238,True,320443.0,50,4998.741,500.0,14468.299197435379,1.0,-4056721400000000.0,[ 0.025  0.989 -3.686 -3.659],50.0,4999.507,-251.2324,4999.228136569637,0.4189424,1.0,,47256.723,-27033148.0,312,10.0,1.0,228610970000.0,9147.194,50.0,-251.2324
,6425850,246100990000000.0,10.0,4619.823,1,1.0,-1.0,0.039996486,15650,4906.644,646.7079,,24493388.0,4526.9546,True,192.55974,50,379.68927,490.78,14523.559322834015,1.0,-32016366000000.0,[ 0.053  0.879 -3.687 -3.711],50.0,4999.5127,-245.88295,4906.644265331471,0.4189424,1.0,,32.29887,-26534260.0,313,10.0,1.0,412526720.0,16.52091,50.0,-245.88295
,6450850,1.4607069e+24,10.0,1.012207,1,1.0,-1.0,0.084126525,15700,4999.1396,0.23562111,,24991398.0,0.65299803,True,2058348.5,50,4998.487,500.0,14563.270402431488,1.0,-2.4665454e+18,[ 0.011  0.842 -3.688 -3.739],50.0,4999.499,-242.36407,4999.139805531841,0.4189424,1.0,,293525.4,-27032250.0,314,10.0,1.0,1436520500000.0,57490.03,50.0,-242.36407
,6475850,228938400.0,10.0,0.68066406,1,1.0,-1.0,0.067014225,15750,4999.1797,0.17334394,,24991798.0,0.34423828,True,74.372185,50,4998.8354,500.0,14613.575081825256,1.0,-31086258000.0,[ 0.023  0.939 -3.696 -3.662],50.0,4999.516,-255.34604,4999.179688455153,0.4189424,1.0,,13.270023,-27032670.0,315,10.0,1.0,206805250.0,8.27498,50.0,-255.34604
,6498778,1.2259174e+24,10.0,4999.516,1,1.0,-1.0,0.17675845,15800,4583.896,1354.1492,,22845820.0,4583.896,True,251434.19,50,,458.56,14674.5162961483,1.0,-2.2596487e+18,[-0.029  0.927 -3.703 -3.694],50.0,4999.516,-246.584,4583.8958879729435,0.4189424,1.0,,36110.8,-24886688.0,316,10.0,1.0,152204400000.0,7571.2056,50.0,-246.584
,6523280,109156720.0,10.0,4989.5405,1,1.0,-1.0,0.050364718,15850,4899.3027,698.4748,,24491036.0,4889.323,True,2265.718,50,9.979822,490.04,14726.69740486145,1.0,-22819252000.0,[ 0.006  0.827 -3.708 -3.761],50.0,4999.5205,-257.7794,4899.302966573439,0.4189424,1.0,,316.2627,-26531910.0,317,10.0,1.0,1496840000.0,59.920986,50.0,-257.7794
,6547589,1.6952907e+31,10.0,4979.468,1,1.0,-1.0,0.10341426,15900,4860.147,733.24664,,24158676.0,4840.1826,True,14919632.0,50,19.964077,486.18,14781.220171928406,1.0,-8.4026777e+21,[-0.016  0.774 -3.712 -3.784],50.0,4999.4316,-259.71283,4860.146789445142,0.4189424,1.0,,2100057.2,-26199472.0,318,10.0,1.0,8638738000000.0,372226.25,50.0,-259.71283
,6572589,369664100.0,10.0,1.1245117,1,1.0,-1.0,0.07794454,15950,4999.0093,0.24513319,,24990090.0,0.6561328,True,854.0327,50,4998.3525,500.0,14840.415695428848,1.0,-40269970000.0,[ 0.035  0.797 -3.716 -3.757],50.0,4999.477,-254.90364,4999.008728572405,0.4189424,1.0,,149.95616,-27030926.0,319,10.0,1.0,1031948100.0,41.29818,50.0,-254.90364
,6597091,4.705059e+25,10.0,4989.4697,1,1.0,-1.0,0.71884567,16000,4899.1455,698.4522,,24489460.0,4889.165,True,2137341.2,50,9.980242,490.04,14892.235504865646,1.0,-1.3998499e+19,[ 0.069  0.848 -3.716 -3.741],50.0,4999.45,-251.72826,4899.145299449588,0.4189424,1.0,,316955.72,-26530276.0,320,10.0,1.0,2017818800000.0,80750.03,50.0,-251.72826
,6621593,7.663422e+20,9.999999,4989.5317,1,1.0,-1.0,0.02735359,16050,4899.314,698.4763,,24491146.0,4889.334,True,259186.06,50,9.979779,490.04,14942.622021436691,1.0,-5.6496666e+16,[ 0.065  0.937 -3.688 -3.658],50.0,4999.5117,-258.42258,4899.313995274698,0.4189424,1.0,,37435.016,-26532016.0,321,9.999999,1.0,244375830000.0,9779.044,50.0,-258.42258
,6646593,2579737000.0,10.0,0.8022461,1,1.0,-1.0,0.11719444,16100,4999.058,0.20439011,,24990580.0,0.4115918,True,5126.3276,50,4998.6465,500.0,14993.490949392319,1.0,-108057680000.0,[ 0.025  0.837 -3.685 -3.722],50.0,4999.4487,-247.7266,4999.058086821254,0.4189424,1.0,,848.1554,-27031392.0,322,10.0,1.0,4403606500.0,176.2198,50.0,-247.7266
,6671094,659358460.0,10.0,4999.4062,1,1.0,-1.0,0.09805119,16150,4899.0303,699.8615,,24490304.0,4899.0303,True,2135.2112,50,,490.02,15049.325416088104,1.0,-54820890000.0,[ 0.07   0.87  -3.685 -3.75 ],50.0,4999.4062,-246.77316,4899.030339010389,0.4189424,1.0,,318.62515,-26531086.0,323,10.0,1.0,2418387000.0,96.793884,50.0,-246.77316
,6695326,4.0573668e+22,10.0,4969.3896,1,1.0,-1.0,0.78044766,16200,4844.674,786.8025,,24089924.0,4814.73,True,616747.1,50,29.94418,484.64,15104.773219585419,1.0,-4.110564e+17,[ 0.133  0.888 -3.666 -3.855],50.0,4999.334,-241.24585,4844.674017795614,0.4189424,1.0,,89274.23,-26130652.0,324,10.0,1.0,578130300000.0,23155.5,50.0,-241.24585
,6719827,10232040000.0,10.0,4999.3906,1,1.0,-1.0,0.060929693,16250,4898.892,699.84174,,24488920.0,4898.892,True,25586.26,50,,490.02,15159.346237182617,1.0,-219941200000.0,[ 0.031  0.817 -3.681 -3.861],50.0,4999.3906,-248.64735,4898.891770986204,0.4189424,1.0,,3578.9583,-26529678.0,325,10.0,1.0,13512733000.0,540.92456,50.0,-248.64735
,6744328,1250071000.0,9.999999,4999.391,1,1.0,-1.0,0.10253748,16300,4898.826,699.83246,,24488264.0,4898.826,True,342.5319,50,,490.02,15223.188068389893,1.0,-72593680000.0,[ 0.077  0.859 -3.688 -3.86 ],50.0,4999.391,-244.77724,4898.826226082707,0.4189424,1.0,,51.209763,-26529030.0,326,9.999999,1.0,440415520.0,17.64641,50.0,-244.77724
