Weights,WReturnMean,TimeElapsed,OptimizationReturnMean,Epsilon,EpLenMean,InitialBound,EmpiricalD2Arithmetic,InitialReturnStd,MeanD2-0,ESSRenyiArithmetic,MinTargetPdf,OptimizationReturnMax,EmpiricalD2Harmonic,Penalization,StdIW,ESSRenyiHarmonic,InitialReturnMax,EpisodesSoFar,ReturnStepMaxmin,Inner Iteration,MeanIW,InitialReturnMean,MinBehavPdf,EpRewMean,Iteration,OptimizationReturnMin,Bound,MinIW,VarianceInitializer,DivergenceHarmonic,ReturnStepMax,ReturnMeanIW,MeanEntropy,EpThisIter,LearnableVariance,TimestepsSoFar,MaxIW,InitialReturnMin,StdWReturnMean
[ 0.921  1.491 -4.982 -3.316],24992720.0,30048.345238685608,0.47999024,1.0,500.0,-27033690.0,1.0,0.21654709,1.0,50.0,-241.77907,0.82421875,1.0,True,1721806500.0,50.0,4999.616,26800,10.0,1,246411540.0,4999.272,-241.77907,4999.271966924615,536,,-1.523282e+22,0.004364175,-1.0,5.570638e+31,10.0,6157496000000000.0,0.4189424,50,,11656900,12299053000.0,4998.792,
[ 0.611  1.332 -5.096 -2.975],24495170.0,30101.408400297165,4889.737,1.0,490.04,-26536196.0,1.0,698.5338,1.0,50.0,-246.17155,4989.6997,1.0,True,916.9817,50.0,4999.6797,26850,10.0,1,344.01254,4899.717,-246.17155,4899.716551922232,537,,-2563076000000.0,0.4698362,-1.0,1566487500000.0,10.0,8598187000.0,0.4189424,50,,11681402,5854.271,9.979739,
[ 0.63   1.238 -5.09  -3.054],24494632.0,30150.659457206726,4889.6816,1.0,490.04,-26535628.0,1.0,698.5259,1.0,50.0,-236.74718,4989.6685,1.0,True,23210.389,50.0,4999.6494,26900,10.0,1,3578.5916,4899.6626,-236.74718,4899.662529242803,538,,-2627357600000.0,0.2109011,-1.0,1546278000000.0,10.0,89441360000.0,0.4189424,50,,11705904,166010.42,9.980939,
[ 0.639  1.151 -5.087 -3.144],24993964.0,30192.277767658234,0.37898436,1.0,500.0,-27034928.0,1.0,0.13827693,1.0,50.0,-243.26839,0.5917969,1.0,True,20205096.0,50.0,4999.6094,26950,10.0,1,4463765.0,4999.3965,-243.26839,4999.396594259033,539,,-7.780746e+21,1.1600556,-1.0,1.4534141e+31,10.0,111556415000000.0,0.4189424,50,,11730904,106122270.0,4999.0176,
[ 0.454  1.012 -5.14  -3.222],24994530.0,30243.978400230408,0.2508789,1.0,500.0,-27035486.0,1.0,0.10117838,1.0,50.0,-245.55878,0.39648438,1.0,True,211819620.0,50.0,4999.5986,27000,10.0,1,32239298.0,4999.453,-245.55878,4999.453002365087,540,,-9.57164e+23,2.1838675,-1.0,2.199497e+35,10.0,805730000000000.0,0.4189424,50,,11755904,1514107600.0,4999.202,
[ 0.183  1.22  -5.298 -3.551],23495424.0,30288.27982902527,4699.9414,1.0,470.1,-25536380.0,1.0,1185.7389,1.0,50.0,-243.32057,4999.615,1.0,True,26315.762,50.0,4999.615,27050,10.0,1,5383.427,4699.9414,-243.32057,4699.941119818812,541,,-1899800400000.0,0.016539734,-1.0,748087700000.0,10.0,134560250000.0,0.4189424,50,,11779409,185463.84,,
[ 0.154  1.132 -5.334 -3.322],24995366.0,30337.109022140503,0.21801758,1.0,500.0,-27036386.0,1.0,0.07243813,1.0,50.0,-241.78908,0.35888672,1.0,True,311377100.0,50.0,4999.6777,27100,10.0,1,53187170.0,4999.5366,-241.78908,4999.536890083435,542,,-2.2363404e+18,0.3385653,-1.0,1.19917484e+24,10.0,1329414900000000.0,0.4189424,50,,11804409,2199587300.0,4999.319,
[ 0.19   1.125 -5.277 -3.081],24995730.0,30390.383849859238,0.14929688,1.0,500.0,-27036754.0,1.0,0.05946977,1.0,50.0,-245.63101,0.25683594,1.0,True,367879230.0,50.0,4999.6807,27150,10.0,1,56569470.0,4999.573,-245.63101,4999.573087416442,543,,-1.1217981e+24,10.983821,-1.0,3.021006e+35,10.0,1413979300000000.0,0.4189424,50,,11829409,2630553600.0,4999.424,
[ 0.322  0.966 -5.27  -3.223],24495286.0,30441.345305919647,4899.5283,1.0,490.02,-26536282.0,1.0,699.9327,1.0,50.0,-249.00253,4999.6543,1.0,True,1807.1698,50.0,4999.6543,27200,10.0,1,442.4051,4899.5283,-249.00253,4899.528754682078,544,,-301607030000.0,0.013301816,-1.0,20266267000.0,10.0,11056810000.0,0.4189424,50,,11853910,12459.097,,
[ 0.267  1.041 -5.275 -3.139],24495406.0,30488.768364667892,4899.5405,1.0,490.02,-26536406.0,1.0,699.9344,1.0,50.0,-254.53976,4999.658,1.0,True,2144.2952,50.0,4999.658,27250,10.0,1,665.1118,4899.5405,-254.53976,4899.540594870798,545,,-380476200000000.0,0.12537494,-1.0,3.474938e+16,10.0,16624067000.0,0.4189424,50,,11878411,10640.257,,
[ 0.51   1.092 -5.253 -3.12 ],24994920.0,30540.401203155518,0.25657228,1.0,500.0,-27035926.0,1.0,0.11032976,1.0,50.0,-247.18484,0.42773438,1.0,True,28944.758,50.0,4999.663,27300,10.0,1,9338.124,4999.492,-247.18484,4999.491963258673,546,,-4853529400000000.0,0.0050066058,-1.0,5.654599e+18,10.0,233394720000.0,0.4189424,50,,11903411,139334.81,4999.2354,
[ 0.317  1.065 -5.289 -3.272],23995360.0,30599.01837539673,4799.736,1.0,480.06,-26036368.0,1.0,978.7239,1.0,50.0,-248.93338,4999.67,1.0,True,3689.8396,50.0,4999.67,27350,10.0,1,614.4801,4799.736,-248.93338,4799.735703806542,547,,-192332650000000.0,0.19908695,-1.0,8878969000000000.0,10.0,15356406000.0,0.4189424,50,,11927414,26334.084,,
[ 0.072  1.08  -5.307 -3.226],24495796.0,30651.48943376541,4899.5796,1.0,490.02,-26536814.0,1.0,699.94,1.0,50.0,-243.95235,4999.682,1.0,True,137090.08,50.0,4999.682,27400,10.0,1,19734.607,4899.5796,-243.95235,4899.5797708050095,548,,-1917271900000.0,0.045850605,-1.0,486786470000.0,10.0,493277150000.0,0.4189424,50,,11951915,979352.75,,
[ 0.168  1.1   -5.288 -3.151],24995406.0,30698.34804201126,0.25323242,1.0,500.0,-27036416.0,1.0,0.08686668,1.0,50.0,-242.93033,0.38134766,1.0,True,397584060.0,50.0,4999.669,27450,10.0,1,94503560.0,4999.541,-242.93033,4999.540859859344,549,,-1.0129595e+24,34.850098,-1.0,2.4632614e+35,10.0,2362170800000000.0,0.4189424,50,,11976915,2576370000.0,4999.2876,
[ 0.104  1.039 -5.292 -3.385],23995420.0,30746.431233644485,4790.1577,1.0,480.1,-26036392.0,1.0,976.7688,1.0,50.0,-240.5896,4989.65,1.0,True,1117.5787,50.0,4999.632,27500,10.0,1,377.50653,4800.14,-240.5896,4800.140042531481,550,,-1714960000000.0,0.017205426,-1.0,698321600000.0,10.0,9434504000.0,0.4189424,50,,12000920,6774.9272,9.981734,
[ 0.102  0.96  -5.296 -3.481],24495082.0,30794.098940610886,4899.5083,1.0,490.02,-26536054.0,1.0,699.9297,1.0,50.0,-281.78,4999.632,1.0,True,50.653015,50.0,4999.632,27550,10.0,1,30.946613,4899.5083,-281.78,4899.508138338369,551,,-3966826400000.0,0.07359624,-1.0,3776211000000.0,10.0,773004160.0,0.4189424,50,,12025421,272.574,,
[ 4.740e-03  9.365e-01 -5.298e+00 -3.556e+00],24994818.0,30845.25412631035,0.18776368,1.0,500.0,-27035766.0,1.0,0.07148608,1.0,50.0,-261.7107,0.30908203,1.0,True,5614.2783,50.0,4999.603,27600,10.0,1,864.1657,4999.4814,-261.7107,4999.481701620022,552,,-467728860000.0,0.13174915,-1.0,47782535000.0,10.0,21600311000.0,0.4189424,50,,12050421,40133.855,4999.294,
[ 0.062  0.943 -5.293 -3.532],24994764.0,30886.66370654106,0.33186522,1.0,500.0,-27035724.0,1.0,0.080694295,1.0,50.0,-246.88388,0.47314453,1.0,True,26269.17,50.0,4999.6177,27650,10.0,1,4401.0425,4999.4766,-246.88388,4999.476384601596,553,,-265056170000000.0,0.13503411,-1.0,1.6852308e+16,10.0,110005500000.0,0.4189424,50,,12075421,187821.9,4999.1445,
[ 0.135  1.002 -5.288 -3.45 ],24994988.0,30936.497282505035,0.1871875,1.0,500.0,-27035938.0,1.0,0.07848173,1.0,50.0,-264.00055,0.29003906,1.0,True,935444100.0,50.0,4999.6016,27700,10.0,1,135237300.0,4999.499,-264.00055,4999.498707644908,554,,-2.2451799e+24,11.682942,-1.0,1.21018554e+36,10.0,3380203400000000.0,0.4189424,50,,12100421,6683206700.0,4999.3115,
[ 0.017  0.973 -5.331 -3.664],24494684.0,30974.636162281036,4889.688,1.0,490.04,-26535604.0,1.0,698.5268,1.0,50.0,-239.98682,4989.595,1.0,True,410298.66,50.0,4999.575,27750,10.0,1,71622.7,4899.668,-239.98682,4899.667851291637,555,,-3.6327143e+17,0.074869365,-1.0,3.1682328e+22,10.0,1790182400000.0,0.4189424,50,,12124923,2913831.0,9.980056,
[ 0.087  1.048 -5.325 -3.592],24994808.0,31016.12677168846,0.12677735,1.0,500.0,-27035782.0,1.0,0.06740701,1.0,50.0,-241.51625,0.2783203,1.0,True,13.870526,50.0,4999.6323,27800,10.0,1,11.491133,4999.4805,-241.51625,4999.480833685602,556,,-16655619000000.0,0.12933108,-1.0,66595600000000.0,10.0,287214850.0,0.4189424,50,,12149923,59.530384,4999.354,
[-0.01   0.971 -5.329 -3.572],24994980.0,31057.85400247574,0.20490235,1.0,500.0,-27035918.0,1.0,0.07656132,1.0,50.0,-248.03099,0.30078125,1.0,True,11134929.0,50.0,4999.5938,27850,10.0,1,1590795.9,4999.498,-248.03099,4999.497859654761,557,,-4.2037637e+20,0.12308511,-1.0,4.242569e+28,10.0,39760450000000.0,0.4189424,50,,12174923,79535300.0,4999.293,
[ 0.052  0.98  -5.329 -3.567],24494848.0,31095.747112751007,4899.485,1.0,490.02,-26535816.0,1.0,699.92645,1.0,50.0,-247.9849,4999.626,1.0,True,1230.5885,50.0,4999.626,27900,10.0,1,536.9468,4899.485,-247.9849,4899.485018732972,558,,-77707600000000.0,0.08341073,-1.0,1449166000000000.0,10.0,13419946000.0,0.4189424,50,,12199424,5833.227,,
[ 0.112  1.052 -5.33  -3.484],24995090.0,31135.738397359848,0.24334961,1.0,500.0,-27036058.0,1.0,0.07052049,1.0,50.0,-246.29454,0.3564453,1.0,True,3915.1719,50.0,4999.622,27950,10.0,1,749.78986,4999.5093,-246.29454,4999.508978802659,559,,-455112750000.0,0.024341412,-1.0,45714784000.0,10.0,18740621000.0,0.4189424,50,,12224424,27789.732,4999.2656,
[ 0.059  1.125 -5.32  -3.398],24495634.0,31171.98796772957,4889.782,1.0,490.04,-26536632.0,1.0,698.54034,1.0,50.0,-248.06537,4989.676,1.0,True,1910.2225,50.0,4999.6562,28000,10.0,1,405.37216,4899.7627,-248.06537,4899.762788824663,560,,-147532660000000.0,0.09479984,-1.0,5224532400000000.0,10.0,10131799000.0,0.4189424,50,,12248926,13186.765,9.980619,
[ 0.174  1.148 -5.308 -3.358],24995424.0,31211.775064468384,0.17737305,1.0,500.0,-27036414.0,1.0,0.057633035,1.0,50.0,-244.25197,0.28027344,1.0,True,8105.691,50.0,4999.6455,28050,10.0,1,2643.2634,4999.543,-244.25197,4999.542587227098,561,,-3.8315117e+21,0.07412368,-1.0,3.5243146e+30,10.0,66067510000.0,0.4189424,50,,12273926,49388.09,4999.365,
[-0.043  1.246 -5.247 -3.317],24996004.0,31249.583718776703,0.14427735,1.0,500.0,-27037038.0,1.0,0.04757704,1.0,50.0,-229.7467,0.24169922,1.0,True,259.737,50.0,4999.6978,28100,10.0,1,143.30942,4999.6006,-229.7467,4999.60030390002,562,,-28942797000000.0,0.2315094,-1.0,201043340000000.0,10.0,3582137600.0,0.4189424,50,,12298926,1418.326,4999.456,
[-0.082  1.275 -5.244 -3.202],24230626.0,31287.613844394684,4871.426,1.0,487.26,-26271658.0,1.0,706.99426,1.0,50.0,-255.95114,4999.6934,1.0,True,147.5786,50.0,4999.6934,28150,10.0,1,89.393524,4871.426,-255.95114,4871.425388172166,563,,-166060160000.0,0.307769,-1.0,6443440600.0,10.0,2227672300.0,0.4189424,50,,12323289,723.6368,,
[-0.094  1.369 -5.249 -3.121],24434450.0,31325.717262029648,4873.6777,1.0,489.44,-26475494.0,1.0,697.67914,1.0,50.0,-265.49982,4979.746,1.0,True,3782.411,50.0,4999.706,28200,10.0,1,581.2354,4893.638,-265.49982,4893.6381114433025,564,,-184366340000000.0,0.11569836,-1.0,8158461000000000.0,10.0,14514796000.0,0.4189424,50,,12347761,27031.076,19.960018,
[-0.044  1.345 -5.251 -3.149],24996152.0,31363.710047721863,0.114853516,1.0,500.0,-27037190.0,1.0,0.04756857,1.0,50.0,-238.42224,0.19873047,1.0,True,1023.9138,50.0,4999.699,28250,10.0,1,400.29965,4999.6157,-238.42224,4999.615367994174,565,,-235111330000.0,0.030554274,-1.0,12164313000.0,10.0,10005929000.0,0.4189424,50,,12372761,4839.754,4999.5005,
[-0.055  1.271 -5.257 -3.249],24496160.0,31401.85302567482,4889.837,1.0,490.04,-26537198.0,1.0,698.5481,1.0,50.0,-247.12077,4989.7227,1.0,True,5977.5703,50.0,4999.7017,28300,10.0,1,1446.6517,4899.8154,-247.12077,4899.815499452791,566,,-79988170000000.0,0.060723644,-1.0,1534523900000000.0,10.0,36159865000.0,0.4189424,50,,12397263,41079.336,9.979183,
[-0.017  1.339 -5.254 -3.151],24996220.0,31439.64647912979,0.14290039,1.0,500.0,-27037256.0,1.0,0.046194244,1.0,50.0,-246.34943,0.21582031,1.0,True,2875.8718,50.0,4999.695,28350,10.0,1,779.0265,4999.622,-246.34943,4999.621946711264,567,,-1.0958957e+16,0.16655163,-1.0,2.8830637e+19,10.0,19472404000.0,0.4189424,50,,12422263,15409.836,4999.479,
[-0.073  1.396 -5.254 -3.055],24955222.0,31479.768846988678,205.78786,1.0,499.6,-26996272.0,1.0,29.398294,1.0,50.0,-243.17049,210.06201,1.0,True,280.6629,50.0,4999.708,28400,10.0,1,87.27237,4995.4336,-243.17049,4995.433841504843,568,,-9.32805e+17,0.06471894,-1.0,2.0887884e+23,10.0,2181462800.0,0.4189424,50,,12447243,1689.2456,4789.646,
[-0.135  1.394 -5.253 -3.055],22793724.0,31519.93909096718,1522.8643,1.0,475.6,-24834792.0,1.0,455.92056,1.0,50.0,-256.1988,1770.1401,1.0,True,2931.0383,50.0,4999.7344,28450,10.0,1,702.8268,4752.459,-256.1988,4752.458454030065,569,,-930715000000000.0,0.07944305,-1.0,2.0793282e+17,10.0,14903485000.0,0.4189424,50,,12471023,16948.168,3229.5942,
[-0.192  1.41  -5.255 -3.033],17738816.0,31554.69913315773,1427.6289,1.0,415.44,-19779874.0,1.0,734.023,1.0,50.0,-245.17352,2280.0657,1.0,True,1514.4933,50.0,4999.728,28500,10.0,1,545.6401,4147.291,-245.17352,4147.29129451808,570,,-9118869000000.0,0.049175505,-1.0,19925473000000.0,10.0,8175620000.0,0.4189424,50,,12491795,9937.806,2719.6624,
[-0.14   1.428 -5.255 -3.002],23898680.0,31595.073853969574,1546.6997,1.0,487.88,-25939736.0,1.0,344.84866,1.0,50.0,-249.6632,1669.9673,1.0,True,203.40761,50.0,4999.7173,28550,10.0,1,52.48429,4876.4497,-249.6632,4876.449616548596,571,,-1412035000000.0,0.045985125,-1.0,477782570000.0,10.0,1251420300.0,0.4189424,50,,12516189,1444.4475,3329.75,
[-0.181  1.404 -5.251 -3.043],19721928.0,31629.928952932358,4308.479,1.0,431.44,-21762964.0,1.0,1076.5392,1.0,50.0,-246.62193,4999.6973,1.0,True,28463.691,50.0,4999.6973,28600,10.0,1,5417.611,4308.479,-246.62193,4308.479057541008,572,,-7367962000000000.0,0.11088976,-1.0,1.3031587e+19,10.0,118789710000.0,0.4189424,50,,12537761,203152.1,,
[-0.119  1.413 -5.249 -3.042],24006192.0,31667.705270767212,1240.1918,1.0,489.18,-26047240.0,1.0,309.25223,1.0,50.0,-237.84833,1350.0566,1.0,True,292601.25,50.0,4999.707,28650,10.0,1,55289.844,4889.8423,-237.84833,4889.842184200333,573,,-2.2290124e+17,0.15783715,-1.0,1.1927097e+22,10.0,853689960000.0,0.4189424,50,,12562220,2069686.5,3649.6504,
[-0.063  1.422 -5.249 -3.067],24996454.0,31712.514443397522,0.11849609,1.0,500.0,-27037516.0,1.0,0.038116723,1.0,50.0,-241.92342,0.19824219,1.0,True,115.72273,50.0,4999.725,28700,10.0,1,20.973587,4999.6455,-241.92342,4999.645317049673,574,,-622447950000.0,0.04180737,-1.0,92849790000.0,10.0,524264700.0,0.4189424,50,,12587220,828.4139,4999.527,
[-0.116  1.443 -5.249 -3.042],24661606.0,31757.632736444473,843.9436,1.0,496.48,-26702660.0,1.0,154.63803,1.0,50.0,-255.17462,880.02,1.0,True,3642.8718,50.0,4999.7134,28750,10.0,1,841.6143,4963.6367,-255.17462,4963.637031066193,575,,-1.7710418e+17,0.23179218,-1.0,7.5295384e+21,10.0,21014220000.0,0.4189424,50,,12612044,25391.021,4119.6934,
[-0.177  1.436 -5.247 -3.054],20641146.0,31798.12130832672,4428.4824,1.0,443.4,-22682200.0,1.0,1014.7386,1.0,50.0,-235.6834,4999.7183,1.0,True,41144.94,50.0,4999.7183,28800,10.0,1,9106.631,4428.4824,-235.6834,4428.481997706932,576,,-2.6863275e+16,0.01857797,-1.0,1.7322885e+20,10.0,209870960000.0,0.4189424,50,,12634214,226135.11,,
[-0.118  1.451 -5.246 -3.04 ],23880928.0,31846.02255797386,4821.6636,1.0,483.3,-25921996.0,1.0,732.2073,1.0,50.0,-239.90862,4989.7515,1.0,True,419.74698,50.0,4999.7334,28850,10.0,1,125.16159,4831.6465,-239.90862,4831.645983100901,577,,-3431541500000.0,0.13711874,-1.0,2822586800000.0,10.0,2507815200.0,0.4189424,50,,12658379,2596.1526,9.982031,
[-0.078  1.488 -5.245 -3.009],24996280.0,31894.98877978325,0.149375,1.0,500.0,-27037342.0,1.0,0.05206516,1.0,50.0,-230.96283,0.24609375,1.0,True,97.159904,50.0,4999.7246,28900,10.0,1,24.891563,4999.628,-230.96283,4999.627879128081,578,,-1.1021738e+18,0.5112022,-1.0,2.9161314e+23,10.0,622190140.0,0.4189424,50,,12683379,667.19495,4999.4785,
[-0.14   1.494 -5.242 -2.999],23778864.0,31943.313225507736,4821.0605,1.0,482.3,-25819926.0,1.0,732.2843,1.0,50.0,-237.72685,4999.7227,1.0,True,403226.7,50.0,4999.7227,28950,10.0,1,71862.78,4821.0605,-237.72685,4821.060327206844,579,,-1.0307338e+17,0.046249717,-1.0,2.5503032e+21,10.0,1048573250000.0,0.4189424,50,,12707494,2838352.0,,
[-0.079  1.498 -5.243 -3.014],23996506.0,31994.133880376816,4790.07,1.0,480.08,-26037552.0,1.0,977.76886,1.0,50.0,-241.68874,4989.726,1.0,True,979.9102,50.0,4999.7056,29000,10.0,1,320.3466,4800.049,-241.68874,4800.049477573521,580,,-101797120000.0,0.026834348,-1.0,2111679400.0,10.0,8006979600.0,0.4189424,50,,12731498,5076.3545,9.979364,
[-0.089  1.589 -5.239 -2.929],24996570.0,32048.57212662697,0.10529297,1.0,500.0,-27037670.0,1.0,0.04260768,1.0,50.0,-259.76053,0.21582031,1.0,True,91.44955,50.0,4999.7676,29050,10.0,1,16.082552,4999.6567,-259.76053,4999.657051599751,581,,-6.307124e+16,0.031426195,-1.0,9.548929e+20,10.0,401994500.0,0.4189424,50,,12756498,655.84955,4999.552,
[-0.147  1.598 -5.243 -2.907],24229724.0,32102.201127767563,4861.6826,1.0,487.28,-26270808.0,1.0,704.7132,1.0,50.0,-243.03297,4989.769,1.0,True,4003.2031,50.0,4999.75,29100,10.0,1,889.6053,4871.663,-243.03297,4871.66348731591,582,,-2.919422e+17,0.06822969,-1.0,2.0459344e+22,10.0,20833305000.0,0.4189424,50,,12780862,25778.281,9.981093,
[-0.208  1.588 -5.242 -2.895],20051956.0,32149.15021419525,1762.5255,1.0,443.8,-22093016.0,1.0,637.7856,1.0,50.0,-226.46225,2329.961,1.0,True,3528.573,50.0,4999.7246,29150,10.0,1,1141.2306,4432.289,-226.46225,4432.28909003638,583,,-263061130000000.0,0.08511299,-1.0,1.660921e+16,10.0,21616198000.0,0.4189424,50,,12803052,18475.268,2669.7637,
[-0.268  1.582 -5.236 -2.88 ],15238677.0,32185.52060008049,3730.5647,1.0,374.88,-17279744.0,1.0,1116.6877,1.0,50.0,-230.57243,4989.7607,1.0,True,29716.525,50.0,4999.742,29200,10.0,1,5491.741,3740.5461,-230.57243,3740.546066647566,584,,-21800036000000.0,0.21353045,-1.0,113573060000000.0,10.0,48631960000.0,0.4189424,50,,12821796,211955.06,9.981205,
[-0.208  1.597 -5.239 -2.869],19777902.0,32233.504655122757,4317.5073,1.0,432.36,-21818946.0,1.0,1066.3171,1.0,50.0,-239.33311,4999.709,1.0,True,32782.85,50.0,4999.709,29250,10.0,1,5946.078,4317.5073,-239.33311,4317.507381831126,585,,-2499334600000000.0,0.351773,-1.0,1.4993903e+18,10.0,133647960000.0,0.4189424,50,,12843414,233619.78,,
[-0.147  1.595 -5.244 -2.882],24161742.0,32284.65918159485,4853.6963,1.0,486.5,-26202826.0,1.0,711.61926,1.0,50.0,-238.78775,4989.7725,1.0,True,62.241985,50.0,4999.752,29300,10.0,1,20.517683,4863.676,-238.78775,4863.675735796064,586,,-67178566000.0,0.28781933,-1.0,1066918500.0,10.0,510644540.0,0.4189424,50,,12867739,359.738,9.9796295,
[-0.181  1.56  -5.249 -2.921],22231460.0,32334.38812971115,1646.5532,1.0,469.02,-24272516.0,1.0,519.92065,1.0,50.0,-232.41647,1960.0,1.0,True,26393596.0,50.0,4999.7183,29350,10.0,1,6120706.0,4686.2715,-232.41647,4686.2715059304055,587,,-1.2918462e+23,0.019855972,-1.0,4.0061823e+33,10.0,92332500000000.0,0.4189424,50,,12891190,175072880.0,3039.7183,
[-0.119  1.633 -5.242 -2.842],24996576.0,32388.272359609604,0.18335937,1.0,500.0,-27037648.0,1.0,0.058144435,1.0,50.0,-252.849,0.2578125,1.0,True,14196.178,50.0,4999.732,29400,10.0,1,2088.2402,4999.6577,-252.849,4999.657437062348,588,,-3212410600000.0,0.08418046,-1.0,2397381000000.0,10.0,52197680000.0,0.4189424,50,,12916190,101452.27,4999.474,
[-0.071  1.66  -5.256 -2.813],23496702.0,32433.072057247162,4699.87,1.0,470.08,-25537778.0,1.0,1186.5614,1.0,50.0,-248.94708,4999.744,1.0,True,2525.5923,50.0,4999.744,29450,10.0,1,761.9654,4699.87,-248.94708,4699.869800537839,589,,-8.530698e+16,0.011067713,-1.0,1.746904e+21,10.0,19044164000.0,0.4189424,50,,12939694,13866.504,,
[-0.134  1.581 -5.264 -2.887],24885362.0,32478.93313908577,578.24414,1.0,498.84,-26926444.0,1.0,82.606316,1.0,50.0,-245.04683,590.1499,1.0,True,154.6244,50.0,4999.745,29500,10.0,1,47.707333,4987.8394,-245.04683,4987.839301721541,590,,-3954016000000.0,0.0760716,-1.0,3750727500000.0,10.0,1188542700.0,0.4189424,50,,12964636,935.827,4409.595,
[-0.089  1.556 -5.26  -2.921],24496514.0,32524.05671620369,4899.6514,1.0,490.02,-26537568.0,1.0,699.95026,1.0,50.0,-244.47801,4999.715,1.0,True,253865.8,50.0,4999.715,29550,10.0,1,36381.258,4899.6514,-244.47801,4899.651570104963,591,,-1.040691e+18,0.15245438,-1.0,2.5998794e+23,10.0,909373000000.0,0.4189424,50,,12989137,1813439.9,,
[-0.027  1.559 -5.256 -2.917],24996470.0,32568.734640836716,0.10125,1.0,500.0,-27037536.0,1.0,0.043686956,1.0,50.0,-245.98413,0.1796875,1.0,True,836.44727,50.0,4999.7256,29600,10.0,1,413.04977,4999.647,-245.98413,4999.6471788770705,592,,-6589090000000.0,0.019852336,-1.0,10389518000000.0,10.0,10324737000.0,0.4189424,50,,13014137,4355.44,4999.546,
[-0.028  1.804 -5.295 -2.945],24996400.0,32616.088737487793,0.18982422,1.0,500.0,-27037460.0,1.0,0.058703836,1.0,50.0,-234.1366,0.265625,1.0,True,727.09985,50.0,4999.716,29650,10.0,1,271.4889,4999.64,-234.1366,4999.639990549116,593,,-221082580000.0,0.050084233,-1.0,11024017000.0,10.0,6786141000.0,0.4189424,50,,13039137,3431.4807,4999.45,
[-0.024  1.716 -5.309 -3.033],24496460.0,32663.12430214882,4899.6465,1.0,490.02,-26537526.0,1.0,699.94946,1.0,50.0,-241.13185,4999.728,1.0,True,1267.6342,50.0,4999.728,29700,10.0,1,206.31168,4899.6465,-241.13185,4899.646099314074,594,,-2747988400000.0,0.033459134,-1.0,1805943300000.0,10.0,5156604000.0,0.4189424,50,,13063638,9074.47,,
[ 0.074  1.777 -5.312 -2.984],24996272.0,32711.993955612183,0.08233398,1.0,500.0,-27037340.0,1.0,0.045472644,1.0,50.0,-246.43097,0.1821289,1.0,True,6584949000.0,50.0,4999.727,29750,10.0,1,1000048260.0,4999.627,-246.43097,4999.627291118433,595,,-2.4725416e+24,5.285396,-1.0,1.4675512e+36,10.0,2.4997216e+16,0.4189424,50,,13088638,47069454000.0,4999.545,
[ 0.159  1.658 -5.329 -3.186],23996308.0,32755.109019994736,4799.631,1.0,480.04,-26037354.0,1.0,979.7205,1.0,50.0,-247.0727,4999.707,1.0,True,53261276.0,50.0,4999.707,29800,10.0,1,10340730.0,4799.631,-247.0727,4799.63100535442,596,,-5.6992936e+22,1.0144483,-1.0,7.7974965e+32,10.0,258473900000000.0,0.4189424,50,,13112640,371353900.0,,
[ 0.032  1.816 -5.345 -3.041],24996296.0,32808.15846705437,0.1203418,1.0,500.0,-27037350.0,1.0,0.050734043,1.0,50.0,-251.01576,0.20263672,1.0,True,238.18039,50.0,4999.712,29850,10.0,1,81.52503,4999.63,-251.01576,4999.629600036247,597,,-40136147000.0,0.027573176,-1.0,348435740.0,10.0,2037838200.0,0.4189424,50,,13137640,1134.2444,4999.5093,
[ 0.084  1.741 -5.341 -3.126],23996492.0,32855.08545541763,4799.8486,1.0,480.06,-26037542.0,1.0,978.7469,1.0,50.0,-247.70705,4999.7124,1.0,True,8958.426,50.0,4999.7124,29900,10.0,1,1682.4436,4799.8486,-247.70705,4799.848659909009,598,,-136670120000.0,0.0049075224,-1.0,2149065000.0,10.0,42053110000.0,0.4189424,50,,13161643,62005.176,,
[ 0.076  1.645 -5.348 -3.205],24996206.0,32909.043718099594,0.13426758,1.0,500.0,-27037244.0,1.0,0.04838377,1.0,50.0,-252.50017,0.20898438,1.0,True,449.95294,50.0,4999.6953,29950,10.0,1,177.75484,4999.6206,-252.50017,4999.620592987921,599,,-132404560000.0,0.016633883,-1.0,3930743000.0,10.0,4443206000.0,0.4189424,50,,13186643,2861.4277,4999.4863,
[ 0.042  1.571 -5.353 -3.3  ],24996098.0,32962.31958055496,0.16007812,1.0,500.0,-27037134.0,1.0,0.05330448,1.0,50.0,-257.0001,0.24609375,1.0,True,647.3103,50.0,4999.696,30000,10.0,1,157.81786,4999.61,-257.0001,4999.609762490947,600,,-111639680000.0,0.06511913,-1.0,2784240400.0,10.0,3944839700.0,0.4189424,50,,13211643,4308.9033,4999.4497,
[-0.025  1.637 -5.356 -3.218],24996324.0,33006.27929973602,0.08701172,1.0,500.0,-27037384.0,1.0,0.04220931,1.0,50.0,-247.73271,0.1772461,1.0,True,133.7819,50.0,4999.7227,30050,10.0,1,49.056087,4999.6323,-247.73271,4999.6324470957425,601,,-1.0153816e+23,0.08253967,-1.0,2.4749487e+33,10.0,1226217500.0,0.4189424,50,,13236643,788.7431,4999.5454,
