IterType,J,AvgVanillaIw,AvgEpLen,ESSRenyi,AvgNormIw,VarJ,AvgDiscRet,VarRet,MaxVanillaIw,BatchSize,Bound,ESSClassic,VarVanillaIw,VarDiscRet,Delta,MinNormIw,AvgRet,eRenyi2,VarNormIw,MinVanillaIw,EpsThisIter,VanillaAvgRet,MaxNormIw
2,1432.72,1.0,154.02,500.0,0.005,446.356,1413.24582155,149520.846968,1.0,500,1034.96,200.000000102,,149520.846968,0.3,0.005,1413.24582155,1.0,2.1793e-19,1.0,100,1413.24582155,0.005
2,1410.22,1.0,148.99,500.0,0.00333333,446.774,1365.21380132,199309.944357,1.0,500,1085.45,299.999969474,,199309.944357,0.3,0.00333333,1365.21380132,1.0,5.43914e-20,1.0,100,1365.21380132,0.00333333
2,1419.09,1.0,157.87,500.0,0.0025,460.597,1445.70226678,251346.185395,1.0,500,1066.75,400.0,,251346.185395,0.3,0.0025,1445.70226678,1.0,5.4346e-20,1.0,100,1445.70226678,0.0025
1,1422.81,1.0,157.06,500.0,0.002,473.36,1437.72382553,274215.328921,1.0,500,1107.67,500.000006643,,274215.328921,0.3,0.002,1437.72382553,1.0,5.43187e-20,1.0,100,1437.72382553,0.002
2,1557.75,1.0,169.57,500.0,0.01,563.28,1557.74750875,320489.362906,1.0,500,848.048,100.0,,320489.362906,0.3,0.01,1557.74750875,1.0,3.50449e-18,1.0,100,1557.74750875,0.01
2,1449.95,1.0,146.94,500.0,0.005,477.915,1342.15766026,117455.304205,1.0,500,948.119,200.000000102,,117455.304205,0.3,0.005,1342.15766026,1.0,2.1793e-19,1.0,100,1342.15766026,0.005
2,1460.06,1.0,161.33,500.0,0.00333333,472.195,1480.28573053,213622.856136,1.0,500,1050.32,299.999969474,,213622.856136,0.3,0.00333333,1480.28573053,1.0,5.43914e-20,1.0,100,1480.28573053,0.00333333
2,1461.26,1.0,159.88,500.0,0.0025,488.053,1464.84333745,286727.089706,1.0,500,1106.41,400.0,,286727.089706,0.3,0.0025,1464.84333745,1.0,5.4346e-20,1.0,100,1464.84333745,0.0025
1,1459.9,1.0,158.52,500.0,0.002,506.967,1454.48141463,335614.346861,1.0,500,1140.89,500.000006643,,335614.346861,0.3,0.002,1454.48141463,1.0,5.43187e-20,1.0,100,1454.48141463,0.002
2,1436.07,1.0,156.8,500.0,0.01,358.916,1436.06513585,130121.849931,1.0,500,980.342,100.0,,130121.849931,0.3,0.01,1436.06513585,1.0,3.50449e-18,1.0,100,1436.06513585,0.01
2,1417.38,1.0,152.68,500.0,0.005,349.472,1398.69276927,115901.428937,1.0,500,1095.13,200.000000102,,115901.428937,0.3,0.005,1398.69276927,1.0,2.1793e-19,1.0,100,1398.69276927,0.005
2,1397.14,1.0,148.27,500.0,0.00333333,364.088,1356.65483772,152485.123535,1.0,500,1120.95,299.999969474,,152485.123535,0.3,0.00333333,1356.65483772,1.0,5.43914e-20,1.0,100,1356.65483772,0.00333333
2,1421.07,1.0,162.37,500.0,0.0025,392.366,1492.86709012,213385.218365,1.0,500,1169.38,400.0,,213385.218365,0.3,0.0025,1492.86709012,1.0,5.4346e-20,1.0,100,1492.86709012,0.0025
1,1427.01,1.0,158.35,500.0,0.002,384.663,1450.77714987,124563.451334,1.0,500,1201.9,500.000006643,,124563.451334,0.3,0.002,1450.77714987,1.0,5.43187e-20,1.0,100,1450.77714987,0.002
2,1447.31,1.0,157.82,500.0,0.01,483.731,1447.30921025,236359.732917,1.0,500,899.201,100.0,,236359.732917,0.3,0.01,1447.30921025,1.0,3.50449e-18,1.0,100,1447.30921025,0.01
2,1391.79,1.0,146.06,500.0,0.005,437.369,1336.26834985,143860.601141,1.0,500,1004.22,200.000000102,,143860.601141,0.3,0.005,1336.26834985,1.0,2.1793e-19,1.0,100,1336.26834985,0.005
2,1362.96,1.0,143.05,500.0,0.00333333,432.207,1305.31046691,174586.271905,1.0,500,1012.12,299.999969474,,174586.271905,0.3,0.00333333,1305.31046691,1.0,5.43914e-20,1.0,100,1305.31046691,0.00333333
2,1378.97,1.0,155.71,500.0,0.0025,457.174,1426.99758304,275301.060768,1.0,500,1075.13,400.0,,275301.060768,0.3,0.0025,1426.99758304,1.0,5.4346e-20,1.0,100,1426.99758304,0.0025
1,1379.87,1.0,151.23,500.0,0.002,448.054,1383.48223572,169406.872819,1.0,500,1108.11,500.000006643,,169406.872819,0.3,0.002,1383.48223572,1.0,5.43187e-20,1.0,100,1383.48223572,0.002
2,1376.54,1.0,150.41,500.0,0.01,383.038,1376.54344434,148199.759605,1.0,500,933.818,100.0,,148199.759605,0.3,0.01,1376.54344434,1.0,3.50449e-18,1.0,100,1376.54344434,0.01
2,1424.47,1.0,160.49,500.0,0.005,425.975,1472.39592902,213735.872411,1.0,500,999.988,200.000000102,,213735.872411,0.3,0.005,1472.39592902,1.0,2.1793e-19,1.0,100,1472.39592902,0.005
2,1427.67,1.0,156.39,500.0,0.00333333,442.471,1434.07430249,226636.525921,1.0,500,1063.13,299.999969474,,226636.525921,0.3,0.00333333,1434.07430249,1.0,5.43914e-20,1.0,100,1434.07430249,0.00333333
2,1410.53,1.0,148.51,500.0,0.0025,432.388,1359.12572461,158557.795243,1.0,500,1094.83,400.0,,158557.795243,0.3,0.0025,1359.12572461,1.0,5.4346e-20,1.0,100,1359.12572461,0.0025
1,1395.89,1.0,146.19,500.0,0.002,418.807,1337.29588497,126128.288951,1.0,500,1113.52,500.000006643,,126128.288951,0.3,0.002,1337.29588497,1.0,5.43187e-20,1.0,100,1337.29588497,0.002
2,1430.81,1.0,156.2,500.0,0.01,370.465,1430.81204419,138630.581956,1.0,500,896.075,100.0,,138630.581956,0.3,0.01,1430.81204419,1.0,3.50449e-18,1.0,100,1430.81204419,0.01
2,1468.54,1.0,163.85,500.0,0.005,473.119,1506.26007649,310699.759832,1.0,500,1090.42,200.000000102,,310699.759832,0.3,0.005,1506.26007649,1.0,2.1793e-19,1.0,100,1506.26007649,0.005
2,1463.74,1.0,158.53,500.0,0.00333333,491.952,1454.14466791,281040.280594,1.0,500,1114.53,299.999969474,,281040.280594,0.3,0.00333333,1454.14466791,1.0,5.43914e-20,1.0,100,1454.14466791,0.00333333
2,1460.04,1.0,158.08,500.0,0.0025,475.307,1448.92911002,179243.796913,1.0,500,1157.61,400.0,,179243.796913,0.3,0.0025,1448.92911002,1.0,5.4346e-20,1.0,100,1448.92911002,0.0025
1,1464.46,1.0,161.51,500.0,0.002,468.261,1482.16281664,194224.343147,1.0,500,1193.96,500.000006643,,194224.343147,0.3,0.002,1482.16281664,1.0,5.43187e-20,1.0,100,1482.16281664,0.002
2,1555.11,1.0,169.14,500.0,0.01,467.337,1555.10634724,220610.373825,1.0,500,1053.25,100.0,,220610.373825,0.3,0.01,1555.10634724,1.0,3.50449e-18,1.0,100,1555.10634724,0.01
2,1521.59,1.0,162.19,500.0,0.005,484.629,1488.06683253,251594.652727,1.0,500,1116.98,200.000000102,,251594.652727,0.3,0.005,1488.06683253,1.0,2.1793e-19,1.0,100,1488.06683253,0.005
2,1496.27,1.0,157.74,500.0,0.00333333,462.594,1445.65106197,170105.028776,1.0,500,1165.92,299.999969474,,170105.028776,0.3,0.00333333,1445.65106197,1.0,5.43914e-20,1.0,100,1445.65106197,0.00333333
2,1469.65,1.0,151.87,500.0,0.0025,464.73,1389.77200786,215567.50523,1.0,500,1165.88,400.0,,215567.50523,0.3,0.0025,1389.77200786,1.0,5.4346e-20,1.0,100,1389.77200786,0.0025
1,1480.64,1.0,165.9,500.0,0.002,486.751,1524.60343685,321533.717581,1.0,500,1208.94,500.000006643,,321533.717581,0.3,0.002,1524.60343685,1.0,5.43187e-20,1.0,100,1524.60343685,0.002
2,1404.51,1.0,153.36,500.0,0.01,322.866,1404.50715491,105295.126245,1.0,500,1021.71,100.0,,105295.126245,0.3,0.01,1404.50715491,1.0,3.50449e-18,1.0,100,1404.50715491,0.01
2,1382.29,1.0,148.7,500.0,0.005,350.432,1360.07884151,141794.668947,1.0,500,1035.34,200.000000102,,141794.668947,0.3,0.005,1360.07884151,1.0,2.1793e-19,1.0,100,1360.07884151,0.005
2,1385.6,1.0,151.94,500.0,0.00333333,359.871,1392.21712273,144292.126371,1.0,500,1097.77,299.999969474,,144292.126371,0.3,0.00333333,1392.21712273,1.0,5.43914e-20,1.0,100,1392.21712273,0.00333333
2,1399.58,1.0,157.37,500.0,0.0025,391.167,1441.52207365,223415.508549,1.0,500,1150.31,400.0,,223415.508549,0.3,0.0025,1441.52207365,1.0,5.4346e-20,1.0,100,1441.52207365,0.0025
1,1404.41,1.0,155.46,500.0,0.002,394.385,1423.70366533,166851.428107,1.0,500,1181.45,500.000006643,,166851.428107,0.3,0.002,1423.70366533,1.0,5.43187e-20,1.0,100,1423.70366533,0.002
2,1442.56,1.0,157.23,500.0,0.01,454.731,1442.55811769,208869.358278,1.0,500,879.996,100.0,,208869.358278,0.3,0.01,1442.55811769,1.0,3.50449e-18,1.0,100,1442.55811769,0.01
2,1448.7,1.0,158.64,500.0,0.005,504.165,1454.83914894,304554.957274,1.0,500,971.595,200.000000102,,304554.957274,0.3,0.005,1454.83914894,1.0,2.1793e-19,1.0,100,1454.83914894,0.005
2,1431.93,1.0,152.59,500.0,0.00333333,476.873,1398.3867331,173910.822993,1.0,500,1042.37,299.999969474,,173910.822993,0.3,0.00333333,1398.3867331,1.0,5.43914e-20,1.0,100,1398.3867331,0.00333333
2,1423.53,1.0,152.73,500.0,0.0025,470.872,1398.34554152,205871.818123,1.0,500,1086.17,400.0,,205871.818123,0.3,0.0025,1398.34554152,1.0,5.4346e-20,1.0,100,1398.34554152,0.0025
1,1432.74,1.0,159.95,500.0,0.002,471.106,1469.5898006,223357.73543,1.0,500,1131.0,500.000006643,,223357.73543,0.3,0.002,1469.5898006,1.0,5.43187e-20,1.0,100,1469.5898006,0.002
2,1488.73,1.0,162.14,500.0,0.01,581.058,1488.72676471,341038.525494,1.0,500,810.705,100.0,,341038.525494,0.3,0.01,1488.72676471,1.0,3.50449e-18,1.0,100,1488.72676471,0.01
2,1453.18,1.0,154.83,500.0,0.005,508.205,1417.6243272,178170.955191,1.0,500,973.742,200.000000102,,178170.955191,0.3,0.005,1417.6243272,1.0,2.1793e-19,1.0,100,1417.6243272,0.005
2,1433.76,1.0,152.37,500.0,0.00333333,483.888,1394.92785235,185491.862769,1.0,500,1042.3,299.999969474,,185491.862769,0.3,0.00333333,1394.92785235,1.0,5.43914e-20,1.0,100,1394.92785235,0.00333333
2,1437.28,1.0,157.73,500.0,0.0025,470.426,1447.83224346,184454.729984,1.0,500,1098.27,400.0,,184454.729984,0.3,0.0025,1447.83224346,1.0,5.4346e-20,1.0,100,1447.83224346,0.0025
1,1440.93,1.0,158.42,500.0,0.002,475.876,1455.5427977,249314.829475,1.0,500,1137.71,500.000006643,,249314.829475,0.3,0.002,1455.5427977,1.0,5.43187e-20,1.0,100,1455.5427977,0.002
2,1436.71,1.0,156.67,500.0,0.01,362.508,1436.70512429,132739.173188,1.0,500,983.444,100.0,,132739.173188,0.3,0.01,1436.70512429,1.0,3.50449e-18,1.0,100,1436.70512429,0.01
2,1434.58,1.0,156.04,500.0,0.005,431.644,1432.45479448,243649.120419,1.0,500,1053.22,200.000000102,,243649.120419,0.3,0.005,1432.45479448,1.0,2.1793e-19,1.0,100,1432.45479448,0.005
2,1439.58,1.0,158.24,500.0,0.00333333,457.294,1449.56693268,257140.702467,1.0,500,1128.19,299.999969474,,257140.702467,0.3,0.00333333,1449.56693268,1.0,5.43914e-20,1.0,100,1449.56693268,0.00333333
2,1433.51,1.0,154.84,500.0,0.0025,436.298,1415.33231152,134978.606809,1.0,500,1163.85,400.0,,134978.606809,0.3,0.0025,1415.33231152,1.0,5.4346e-20,1.0,100,1415.33231152,0.0025
1,1416.88,1.0,147.84,500.0,0.002,425.31,1350.32436065,138870.909054,1.0,500,1175.68,500.000006643,,138870.909054,0.3,0.002,1350.32436065,1.0,5.43187e-20,1.0,100,1350.32436065,0.002
2,1441.39,1.0,157.37,500.0,0.01,459.145,1441.39267112,212943.647708,1.0,500,902.631,100.0,,212943.647708,0.3,0.01,1441.39267112,1.0,3.50449e-18,1.0,100,1441.39267112,0.01
2,1427.44,1.0,154.51,500.0,0.005,462.265,1413.48850525,218357.555907,1.0,500,922.872,200.000000102,,218357.555907,0.3,0.005,1413.48850525,1.0,2.1793e-19,1.0,100,1413.48850525,0.005
2,1423.13,1.0,154.48,500.0,0.00333333,457.349,1414.50589961,202036.343552,1.0,500,1011.15,299.999969474,,202036.343552,0.3,0.00333333,1414.50589961,1.0,5.43914e-20,1.0,100,1414.50589961,0.00333333
2,1438.7,1.0,161.85,500.0,0.0025,432.566,1485.41509655,119229.667915,1.0,500,1081.92,400.0,,119229.667915,0.3,0.0025,1485.41509655,1.0,5.4346e-20,1.0,100,1485.41509655,0.0025
1,1443.43,1.0,159.28,500.0,0.002,442.966,1462.33424731,234540.404561,1.0,500,1124.31,500.000006643,,234540.404561,0.3,0.002,1462.33424731,1.0,5.43187e-20,1.0,100,1462.33424731,0.002
2,1477.26,1.0,160.9,500.0,0.01,472.724,1477.26325299,225725.510752,1.0,500,974.301,100.0,,225725.510752,0.3,0.01,1477.26325299,1.0,3.50449e-18,1.0,100,1477.26325299,0.01
2,1434.18,1.0,152.11,500.0,0.005,486.542,1391.09285443,248752.674615,1.0,500,1075.12,200.000000102,,248752.674615,0.3,0.005,1391.09285443,1.0,2.1793e-19,1.0,100,1391.09285443,0.005
2,1438.2,1.0,157.71,500.0,0.00333333,464.532,1446.2451241,175583.082158,1.0,500,1145.03,299.999969474,,175583.082158,0.3,0.00333333,1446.2451241,1.0,5.43914e-20,1.0,100,1446.2451241,0.00333333
2,1451.67,1.0,162.34,500.0,0.0025,476.597,1492.09294342,261645.430334,1.0,500,1177.07,400.0,,261645.430334,0.3,0.0025,1492.09294342,1.0,5.4346e-20,1.0,100,1492.09294342,0.0025
1,1436.71,1.0,150.25,500.0,0.002,466.778,1376.85785197,178134.894299,1.0,500,1191.1,500.000006643,,178134.894299,0.3,0.002,1376.85785197,1.0,5.43187e-20,1.0,100,1376.85785197,0.002
2,1438.63,1.0,157.12,500.0,0.01,502.048,1438.63091258,254598.513727,1.0,500,801.33,100.0,,254598.513727,0.3,0.01,1438.63091258,1.0,3.50449e-18,1.0,100,1438.63091258,0.01
2,1420.27,1.0,152.77,500.0,0.005,486.383,1401.89981596,222635.68475,1.0,500,969.625,200.000000102,,222635.68475,0.3,0.005,1401.89981596,1.0,2.1793e-19,1.0,100,1401.89981596,0.005
2,1419.26,1.0,154.83,500.0,0.00333333,459.891,1417.25634989,162985.73489,1.0,500,1051.32,299.999969474,,162985.73489,0.3,0.00333333,1417.25634989,1.0,5.43914e-20,1.0,100,1417.25634989,0.00333333
2,1428.57,1.0,158.77,500.0,0.0025,458.143,1456.48829121,206102.840823,1.0,500,1109.92,400.0,,206102.840823,0.3,0.0025,1456.48829121,1.0,5.4346e-20,1.0,100,1456.48829121,0.0025
1,1423.97,1.0,153.31,500.0,0.002,464.09,1405.5575322,239286.380719,1.0,500,1138.96,500.000006643,,239286.380719,0.3,0.002,1405.5575322,1.0,5.43187e-20,1.0,100,1405.5575322,0.002
2,1384.25,1.0,151.2,500.0,0.01,365.499,1384.25438108,134939.038269,1.0,500,938.894,100.0,,134939.038269,0.3,0.01,1384.25438108,1.0,3.50449e-18,1.0,100,1384.25438108,0.01
2,1398.9,1.0,154.42,500.0,0.005,395.151,1413.53777782,180070.174972,1.0,500,1083.98,200.000000102,,180070.174972,0.3,0.005,1413.53777782,1.0,2.1793e-19,1.0,100,1413.53777782,0.005
2,1432.7,1.0,163.57,500.0,0.00333333,448.256,1500.29819024,286523.454205,1.0,500,1092.48,299.999969474,,286523.454205,0.3,0.00333333,1500.29819024,1.0,5.43914e-20,1.0,100,1500.29819024,0.00333333
2,1434.93,1.0,157.2,500.0,0.0025,433.509,1441.64084969,150364.200995,1.0,500,1140.3,400.0,,150364.200995,0.3,0.0025,1441.64084969,1.0,5.4346e-20,1.0,100,1441.64084969,0.0025
1,1440.44,1.0,159.48,500.0,0.002,445.615,1462.49219427,242965.790886,1.0,500,1139.79,500.000006643,,242965.790886,0.3,0.002,1462.49219427,1.0,5.43187e-20,1.0,100,1462.49219427,0.002
2,1404.87,1.0,153.39,500.0,0.01,387.608,1404.87152388,151757.435427,1.0,500,1030.54,100.0,,151757.435427,0.3,0.01,1404.87152388,1.0,3.50449e-18,1.0,100,1404.87152388,0.01
2,1453.95,1.0,163.48,500.0,0.005,447.191,1503.02912284,247375.659457,1.0,500,1085.95,200.000000102,,247375.659457,0.3,0.005,1503.02912284,1.0,2.1793e-19,1.0,100,1503.02912284,0.005
2,1433.23,1.0,152.01,500.0,0.00333333,417.603,1391.78467282,121859.6271,1.0,500,1132.76,299.999969474,,121859.6271,0.3,0.00333333,1391.78467282,1.0,5.43914e-20,1.0,100,1391.78467282,0.00333333
2,1425.92,1.0,153.25,500.0,0.0025,419.662,1403.9785685,182471.354387,1.0,500,1158.97,400.0,,182471.354387,0.3,0.0025,1403.9785685,1.0,5.4346e-20,1.0,100,1403.9785685,0.0025
1,1447.08,1.0,166.77,500.0,0.002,445.309,1531.75293227,280884.992769,1.0,500,1205.42,500.000006643,,280884.992769,0.3,0.002,1531.75293227,1.0,5.43187e-20,1.0,100,1531.75293227,0.002
2,1445.74,1.0,157.62,500.0,0.01,523.791,1445.73985642,277127.800779,1.0,500,858.049,100.0,,277127.800779,0.3,0.01,1445.73985642,1.0,3.50449e-18,1.0,100,1445.73985642,0.01
2,1426.8,1.0,153.69,500.0,0.005,461.676,1407.86338473,152742.942417,1.0,500,1011.24,200.000000102,,152742.942417,0.3,0.005,1407.86338473,1.0,2.1793e-19,1.0,100,1407.86338473,0.005
2,1412.25,1.0,151.09,500.0,0.00333333,461.882,1383.13509748,214589.085767,1.0,500,1072.94,299.999969474,,214589.085767,0.3,0.00333333,1383.13509748,1.0,5.43914e-20,1.0,100,1383.13509748,0.00333333
2,1441.06,1.0,166.09,500.0,0.0025,479.397,1527.4870375,272043.917122,1.0,500,1147.21,400.0,,272043.917122,0.3,0.0025,1527.4870375,1.0,5.4346e-20,1.0,100,1527.4870375,0.0025
1,1431.85,1.0,152.34,500.0,0.002,475.09,1395.0124786,209663.603997,1.0,500,1169.02,500.000006643,,209663.603997,0.3,0.002,1395.0124786,1.0,5.43187e-20,1.0,100,1395.0124786,0.002
2,1405.79,1.0,153.55,500.0,0.01,403.691,1405.79219135,164612.697898,1.0,500,923.756,100.0,,164612.697898,0.3,0.01,1405.79219135,1.0,3.50449e-18,1.0,100,1405.79219135,0.01
2,1412.5,1.0,155.09,500.0,0.005,410.284,1419.20407422,175362.676928,1.0,500,1026.91,200.000000102,,175362.676928,0.3,0.005,1419.20407422,1.0,2.1793e-19,1.0,100,1419.20407422,0.005
2,1434.12,1.0,160.9,500.0,0.00333333,450.744,1477.35253594,272769.489768,1.0,500,1070.52,299.999969474,,272769.489768,0.3,0.00333333,1477.35253594,1.0,5.43914e-20,1.0,100,1477.35253594,0.00333333
2,1419.12,1.0,150.12,500.0,0.0025,466.086,1374.14945807,259330.421442,1.0,500,1063.91,400.0,,259330.421442,0.3,0.0025,1374.14945807,1.0,5.4346e-20,1.0,100,1374.14945807,0.0025
1,1411.3,1.0,150.75,500.0,0.002,451.273,1380.02398545,149564.973692,1.0,500,1093.59,500.000006643,,149564.973692,0.3,0.002,1380.02398545,1.0,5.43187e-20,1.0,100,1380.02398545,0.002
2,1368.45,1.0,149.47,500.0,0.01,336.926,1368.44831614,114665.75684,1.0,500,990.084,100.0,,114665.75684,0.3,0.01,1368.44831614,1.0,3.50449e-18,1.0,100,1368.44831614,0.01
2,1413.72,1.0,159.1,500.0,0.005,358.386,1458.98358458,140670.602999,1.0,500,1106.53,200.000000102,,140670.602999,0.3,0.005,1458.98358458,1.0,2.1793e-19,1.0,100,1458.98358458,0.005
2,1417.73,1.0,155.59,500.0,0.00333333,401.987,1425.75515119,230104.531538,1.0,500,1109.01,299.999969474,,230104.531538,0.3,0.00333333,1425.75515119,1.0,5.43914e-20,1.0,100,1425.75515119,0.00333333
2,1429.5,1.0,159.78,500.0,0.0025,434.969,1464.79379031,273078.960401,1.0,500,1155.11,400.0,,273078.960401,0.3,0.0025,1464.79379031,1.0,5.4346e-20,1.0,100,1464.79379031,0.0025
1,1426.24,1.0,154.05,500.0,0.002,431.283,1413.22424759,174768.41298,1.0,500,1180.82,500.000006643,,174768.41298,0.3,0.002,1413.22424759,1.0,5.43187e-20,1.0,100,1413.22424759,0.002
2,1437.61,1.0,156.76,500.0,0.01,510.367,1437.6063863,263105.131824,1.0,500,898.55,100.0,,263105.131824,0.3,0.01,1437.6063863,1.0,3.50449e-18,1.0,100,1437.6063863,0.01
2,1456.2,1.0,160.68,500.0,0.005,482.292,1474.78886171,206106.309023,1.0,500,1075.03,200.000000102,,206106.309023,0.3,0.005,1474.78886171,1.0,2.1793e-19,1.0,100,1474.78886171,0.005
2,1458.41,1.0,159.34,500.0,0.00333333,447.777,1462.82018528,137650.24024,1.0,500,1147.18,299.999969474,,137650.24024,0.3,0.00333333,1462.82018528,1.0,5.43914e-20,1.0,100,1462.82018528,0.00333333
2,1459.78,1.0,159.58,500.0,0.0025,469.973,1463.91136492,284809.673216,1.0,500,1105.82,400.0,,284809.673216,0.3,0.0025,1463.91136492,1.0,5.4346e-20,1.0,100,1463.91136492,0.0025
1,1450.16,1.0,154.11,500.0,0.002,471.01,1411.69373064,226167.012868,1.0,500,1133.57,500.000006643,,226167.012868,0.3,0.002,1411.69373064,1.0,5.43187e-20,1.0,100,1411.69373064,0.002
2,1423.93,1.0,155.3,500.0,0.01,455.305,1423.93026846,209396.439852,1.0,500,931.966,100.0,,209396.439852,0.3,0.01,1423.93026846,1.0,3.50449e-18,1.0,100,1423.93026846,0.01
2,1420.77,1.0,154.85,500.0,0.005,495.601,1417.61366208,286786.929523,1.0,500,987.333,200.000000102,,286786.929523,0.3,0.005,1417.61366208,1.0,2.1793e-19,1.0,100,1417.61366208,0.005
2,1443.05,1.0,161.97,500.0,0.00333333,513.23,1487.61003696,298986.69398,1.0,500,1089.15,299.999969474,,298986.69398,0.3,0.00333333,1487.61003696,1.0,5.43914e-20,1.0,100,1487.61003696,0.00333333
2,1433.25,1.0,153.34,500.0,0.0025,485.94,1403.8347316,154729.010508,1.0,500,1126.76,400.0,,154729.010508,0.3,0.0025,1403.8347316,1.0,5.4346e-20,1.0,100,1403.8347316,0.0025
1,1433.64,1.0,156.45,500.0,0.002,483.416,1435.22384774,226161.975554,1.0,500,1159.51,500.000006643,,226161.975554,0.3,0.002,1435.22384774,1.0,5.43187e-20,1.0,100,1435.22384774,0.002
2,1423.9,1.0,155.46,500.0,0.01,429.631,1423.89983066,186447.487145,1.0,500,942.104,100.0,,186447.487145,0.3,0.01,1423.89983066,1.0,3.50449e-18,1.0,100,1423.89983066,0.01
2,1452.87,1.0,161.4,500.0,0.005,461.106,1481.83752226,241390.423615,1.0,500,1070.76,200.000000102,,241390.423615,0.3,0.005,1481.83752226,1.0,2.1793e-19,1.0,100,1481.83752226,0.005
2,1447.3,1.0,156.35,500.0,0.00333333,468.157,1436.15543498,234433.088576,1.0,500,1135.31,299.999969474,,234433.088576,0.3,0.00333333,1436.15543498,1.0,5.43914e-20,1.0,100,1436.15543498,0.00333333
2,1455.3,1.0,161.42,500.0,0.0025,458.225,1479.31768704,183432.248412,1.0,500,1185.11,400.0,,183432.248412,0.3,0.0025,1479.31768704,1.0,5.4346e-20,1.0,100,1479.31768704,0.0025
1,1445.58,1.0,153.49,500.0,0.002,439.062,1406.67611851,123340.480343,1.0,500,1203.91,500.000006643,,123340.480343,0.3,0.002,1406.67611851,1.0,5.43187e-20,1.0,100,1406.67611851,0.002
2,1440.61,1.0,156.86,500.0,0.01,376.227,1440.6065686,142976.190063,1.0,500,1049.12,100.0,,142976.190063,0.3,0.01,1440.6065686,1.0,3.50449e-18,1.0,100,1440.6065686,0.01
2,1463.66,1.0,162.0,500.0,0.005,416.598,1486.70477353,206565.194141,1.0,500,1042.01,200.000000102,,206565.194141,0.3,0.005,1486.70477353,1.0,2.1793e-19,1.0,100,1486.70477353,0.005
2,1426.78,1.0,147.99,500.0,0.00333333,423.611,1353.02885571,184921.222022,1.0,500,1082.51,299.999969474,,184921.222022,0.3,0.00333333,1353.02885571,1.0,5.43914e-20,1.0,100,1353.02885571,0.00333333
2,1433.86,1.0,158.85,500.0,0.0025,455.615,1455.10563612,294343.992755,1.0,500,1135.71,400.0,,294343.992755,0.3,0.0025,1455.10563612,1.0,5.4346e-20,1.0,100,1455.10563612,0.0025
1,1426.32,1.0,152.45,500.0,0.002,443.24,1396.17699035,152353.070353,1.0,500,1159.65,500.000006643,,152353.070353,0.3,0.002,1396.17699035,1.0,5.43187e-20,1.0,100,1396.17699035,0.002
2,1449.28,1.0,158.1,500.0,0.01,435.614,1449.27927532,191675.90294,1.0,500,942.25,100.0,,191675.90294,0.3,0.01,1449.27927532,1.0,3.50449e-18,1.0,100,1449.27927532,0.01
2,1489.82,1.0,166.58,500.0,0.005,516.703,1530.35764455,344361.70965,1.0,500,1080.92,200.000000102,,344361.70965,0.3,0.005,1530.35764455,1.0,2.1793e-19,1.0,100,1530.35764455,0.005
2,1494.22,1.0,163.59,500.0,0.00333333,496.201,1503.03452575,206632.091761,1.0,500,1160.36,299.999969474,,206632.091761,0.3,0.00333333,1503.03452575,1.0,5.43914e-20,1.0,100,1503.03452575,0.00333333
2,1484.78,1.0,158.76,500.0,0.0025,485.502,1456.44118529,205183.969818,1.0,500,1195.64,400.0,,205183.969818,0.3,0.0025,1456.44118529,1.0,5.4346e-20,1.0,100,1456.44118529,0.0025
1,1469.54,1.0,153.57,500.0,0.002,483.025,1408.56919859,221283.76348,1.0,500,1189.37,500.000006643,,221283.76348,0.3,0.002,1408.56919859,1.0,5.43187e-20,1.0,100,1408.56919859,0.002
2,1336.06,1.0,146.21,500.0,0.01,399.643,1336.05634702,161327.882586,1.0,500,870.403,100.0,,161327.882586,0.3,0.01,1336.05634702,1.0,3.50449e-18,1.0,100,1336.05634702,0.01
2,1405.92,1.0,160.68,500.0,0.005,482.295,1475.77847771,298729.36122,1.0,500,1023.17,200.000000102,,298729.36122,0.3,0.005,1475.77847771,1.0,2.1793e-19,1.0,100,1475.77847771,0.005
2,1422.48,1.0,158.93,500.0,0.00333333,438.666,1455.60864177,111535.826091,1.0,500,1109.97,299.999969474,,111535.826091,0.3,0.00333333,1455.60864177,1.0,5.43914e-20,1.0,100,1455.60864177,0.00333333
2,1407.12,1.0,148.53,500.0,0.0025,417.545,1361.05185882,118444.460378,1.0,500,1136.48,400.0,,118444.460378,0.3,0.0025,1361.05185882,1.0,5.4346e-20,1.0,100,1361.05185882,0.0025
1,1409.29,1.0,154.41,500.0,0.002,417.952,1417.97193047,177727.92133,1.0,500,1167.23,500.000006643,,177727.92133,0.3,0.002,1417.97193047,1.0,5.43187e-20,1.0,100,1417.97193047,0.002
2,1467.34,1.0,160.02,500.0,0.01,529.376,1467.34066111,283069.90319,1.0,500,753.358,100.0,,283069.90319,0.3,0.01,1467.34066111,1.0,3.50449e-18,1.0,100,1467.34066111,0.01
2,1481.16,1.0,162.77,500.0,0.005,464.577,1494.98831178,152567.341061,1.0,500,976.302,200.000000102,,152567.341061,0.3,0.005,1494.98831178,1.0,2.1793e-19,1.0,100,1494.98831178,0.005
2,1462.71,1.0,155.82,500.0,0.00333333,469.337,1425.80640338,229420.645565,1.0,500,1050.49,299.999969474,,229420.645565,0.3,0.00333333,1425.80640338,1.0,5.43914e-20,1.0,100,1425.80640338,0.00333333
