IterType,VarRet,AvgEpLen,MaxNormIw,MinNormIw,AvgDiscRet,ESSClassic,Bound,BatchSize,VanillaAvgRet,MinVanillaIw,VarNormIw,VarJ,VarVanillaIw,AvgNormIw,Delta,ESSRenyi,AvgVanillaIw,J,AvgRet,EpsThisIter,eRenyi2,VarDiscRet,MaxVanillaIw
,693028.0852141103,101.58,nan,nan,2378.2853786535084,nan,nan,500,1005.6431849847859,1.4853077e+37,nan,nan,nan,nan,1.0,5.35104843224478e+37,inf,nan,1005.6431849847859,100,9.343963e-36,3262569.4417479453,inf
1,847500.1501254686,107.04,0.83573407,2.06783e-07,1060.342471921453,1.4243586523930931,4761.411,500,1060.342471921453,0.0005484974,0.0014029469,4827.091,9870.991,0.0020000003,1.0,,5.305053,4761.411,1060.342471921453,100,inf,847500.1501254686,2216.807
2,4059688.9891545256,293.7,0.01,0.01,2930.4958964392026,100.0,2930.4958,500,2930.4958964392026,1.0,3.5044917e-18,2004.7673,,0.009999998,1.0,500.0,1.0,2930.4958,2930.4958964392026,100,1.0,4059688.9891545256,1.0
2,4176402.4480496445,284.98,0.005,0.005,2843.230612201215,200.00000010221265,2886.8633,500,2843.230612201215,1.0,2.179301e-19,2019.5962,,0.0049999994,1.0,500.0,1.0,2886.8633,2843.230612201215,100,1.0,4176402.4480496445,1.0
2,3652555.3046713304,286.19,0.0033333334,0.0033333334,2854.931996159457,299.999969473632,2876.2195,500,2854.931996159457,1.0,5.4391416e-20,1981.098,,0.0033333336,1.0,500.0,1.0,2876.2195,2854.931996159457,100,1.0,3652555.3046713304,1.0
2,3679450.3722201847,284.92,0.0025,0.0025,2842.164596991135,400.0,2867.7058,500,2842.164596991135,1.0,5.434597e-20,1963.2736,,0.0024999997,1.0,500.0,1.0,2867.7058,2842.164596991135,100,1.0,3679450.3722201847,1.0
1,4094742.162231558,276.56,0.99811864,,2758.8398830382525,1.0037698085221511,4999.0093,500,2758.8398830382525,,0.0019924736,0.011328338,2.4952088e-33,0.0020000003,1.0,1.892383281432577e-08,2.23814e-18,4999.0093,2758.8398830382525,100,26421709000.0,4094742.162231558,1.1169646e-15
2,847996.3861000281,481.51,0.01,0.01,4814.169192947024,100.0,4814.1694,500,4814.169192947024,1.0,3.5044917e-18,916.2512,,0.009999998,1.0,500.0,1.0,4814.1694,4814.169192947024,100,1.0,847996.3861000281,1.0
2,249946.05192789476,495.01,0.005,0.005,4949.465731551136,200.00000010221265,4881.8174,500,4949.465731551136,1.0,2.179301e-19,740.30927,,0.0049999994,1.0,500.0,1.0,4881.8174,4949.465731551136,100,1.0,249946.05192789476,1.0
2,0.004110385319879779,500.0,0.0033333334,0.0033333334,4999.441764801307,299.999969473632,4921.026,500,4999.441764801307,1.0,5.4391416e-20,606.99786,,0.0033333336,1.0,500.0,1.0,4921.026,4999.441764801307,100,1.0,0.004110385319879779,1.0
2,249945.81670525795,495.01,0.0025,0.0025,4949.463390893792,400.0,4928.135,500,4949.463390893792,1.0,5.434597e-20,581.6769,,0.0024999997,1.0,500.0,1.0,4928.135,4949.463390893792,100,1.0,249945.81670525795,1.0
1,494839.8056783866,490.02,0.9708693,,4899.456956412071,1.060290315755822,4999.4604,500,4899.456956412071,,0.001886048,0.011235917,0.4261322,0.0019999999,1.0,0.01950647252951478,0.03006255,4999.4604,4899.456956412071,100,25632.518,494839.8056783866,14.593404
2,0.051844299215429046,500.0,0.01,0.01,4999.6180702897145,100.0,4999.618,500,4999.6180702897145,1.0,3.5044917e-18,0.22655739,,0.009999998,1.0,500.0,1.0,4999.618,4999.6180702897145,100,1.0,0.051844299215429046,1.0
2,248966.738647188,495.02,0.005,0.005,4949.740366368857,200.00000010221265,4974.679,500,4949.740366368857,1.0,2.179301e-19,351.9382,,0.0049999994,1.0,500.0,1.0,4974.679,4949.740366368857,100,1.0,248966.738647188,1.0
2,249965.46107697254,495.01,0.0033333334,0.0033333334,4949.657483160208,299.999969473632,4966.3384,500,4949.657483160208,1.0,5.4391416e-20,406.4497,,0.0033333336,1.0,500.0,1.0,4966.3384,4949.657483160208,100,1.0,249965.46107697254,1.0
2,248968.4420554363,495.02,0.0025,0.0025,4949.756107382203,400.0,4962.1924,500,4949.756107382203,1.0,5.434597e-20,430.781,,0.0024999997,1.0,500.0,1.0,4962.1924,4949.756107382203,100,1.0,248968.4420554363,1.0
1,0.05775582884618984,500.0,0.9798773,,4999.653906161371,1.0410988169896318,4999.9995,500,4999.653906161371,,0.0019208889,0.010716993,7.174008e-23,0.002,1.0,0.0009556212478800887,3.865092e-13,4999.9995,4999.653906161371,100,523219.84,0.05775582884618984,1.893658e-10
2,249001.1583431495,495.02,0.01,0.01,4950.0823555048055,100.0,4950.0825,500,4950.0823555048055,1.0,3.5044917e-18,496.49887,,0.009999998,1.0,500.0,1.0,4950.0825,4950.0823555048055,100,1.0,249001.1583431495,1.0
2,0.00025395335817319657,500.0,0.005,0.005,4999.985743272366,200.00000010221265,4975.0337,500,4999.985743272366,1.0,2.179301e-19,351.96323,,0.0049999994,1.0,500.0,1.0,4975.0337,4999.985743272366,100,1.0,0.00025395335817319657,1.0
2,0.0003099651142568607,500.0,0.0033333334,0.0033333334,4999.983252592816,299.999969473632,4983.3506,500,4999.983252592816,1.0,5.4391416e-20,287.61743,,0.0033333336,1.0,500.0,1.0,4983.3506,4999.983252592816,100,1.0,0.0003099651142568607,1.0
2,493958.88778701046,490.03,0.0025,0.0025,4900.08135415315,400.0,4962.533,500,4900.08135415315,1.0,5.434597e-20,430.81058,,0.0024999997,1.0,500.0,1.0,4962.533,4900.08135415315,100,1.0,493958.88778701046,1.0
1,494945.68703806266,490.02,0.025690027,7.735207e-06,4899.981149442807,172.65982845155554,4980.4863,500,4899.981149442807,0.0035298408,7.5986673e-06,225.43686,1.5823544,0.002,1.0,,0.9126687,4980.4863,4899.981149442807,100,inf,494945.68703806266,11.723242
2,249001.39887549402,495.02,0.01,0.01,4950.085356508331,100.0,4950.085,500,4950.085356508331,1.0,3.5044917e-18,496.4991,,0.009999998,1.0,500.0,1.0,4950.085,4950.085356508331,100,1.0,249001.39887549402,1.0
2,0.0002467177029055633,500.0,0.005,0.005,4999.9857909017355,200.00000010221265,4975.0356,500,4999.9857909017355,1.0,2.179301e-19,351.9633,,0.0049999994,1.0,500.0,1.0,4975.0356,4999.9857909017355,100,1.0,0.0002467177029055633,1.0
2,494946.57114209846,490.02,0.0033333334,0.0033333334,4899.985525754614,299.999969473632,4950.0186,500,4899.985525754614,1.0,5.4391416e-20,497.16138,,0.0033333336,1.0,500.0,1.0,4950.0186,4899.985525754614,100,1.0,494946.57114209846,1.0
2,0.00024364932620362948,500.0,0.0025,0.0025,4999.982579674231,400.0,4962.5103,500,4999.982579674231,1.0,5.434597e-20,431.0977,,0.0024999997,1.0,500.0,1.0,4962.5103,4999.982579674231,100,1.0,0.00024364932620362948,1.0
1,0.0002400656545069219,500.0,0.11096309,8.676198e-10,4999.983936908438,36.05198493858652,4998.7583,500,4999.983936908438,3.780204e-07,5.1578598e-05,26.565338,9.791317,0.0019999999,1.0,,0.8713964,4998.7583,4999.983936908438,100,inf,0.0002400656545069219,48.34642
2,249001.21233968734,495.02,0.01,0.01,4950.081736929656,100.0,4950.0815,500,4950.081736929656,1.0,3.5044917e-18,496.49893,,0.009999998,1.0,500.0,1.0,4950.0815,4950.081736929656,100,1.0,249001.21233968734,1.0
2,0.0003305550858314697,500.0,0.005,0.005,4999.983979319729,200.00000010221265,4975.0327,500,4999.983979319729,1.0,2.179301e-19,351.9633,,0.0049999994,1.0,500.0,1.0,4975.0327,4999.983979319729,100,1.0,0.0003305550858314697,1.0
2,249998.17318479804,495.01,0.0033333334,0.0033333334,4949.981911838348,299.999969473632,4966.683,500,4949.981911838348,1.0,5.4391416e-20,406.47797,,0.0033333336,1.0,500.0,1.0,4966.683,4949.981911838348,100,1.0,249998.17318479804,1.0
2,249998.253241884,495.01,0.0025,0.0025,4949.982703749354,400.0,4962.508,500,4949.982703749354,1.0,5.434597e-20,431.09753,,0.0024999997,1.0,500.0,1.0,4962.508,4949.982703749354,100,1.0,249998.253241884,1.0
1,732889.4687929195,485.05,0.03918595,5.5835855e-05,4850.182096214647,106.17372094255049,4991.8887,500,4850.182096214647,0.028082853,1.4866787e-05,78.09641,3.76074,0.002,1.0,,1.0059075,4991.8887,4850.182096214647,100,inf,732889.4687929195,19.708721
2,0.0002607177109246204,500.0,0.01,0.01,4999.984180486708,100.0,4999.984,500,4999.984180486708,1.0,3.5044917e-18,0.016051313,,0.009999998,1.0,500.0,1.0,4999.984,4999.984180486708,100,1.0,0.0002607177109246204,1.0
2,249001.49337008016,495.02,0.005,0.005,4950.08539047766,200.00000010221265,4975.0347,500,4950.08539047766,1.0,2.179301e-19,351.96338,,0.0049999994,1.0,500.0,1.0,4975.0347,4950.08539047766,100,1.0,249001.49337008016,1.0
2,0.00021136951683414776,500.0,0.0033333334,0.0033333334,4999.984202757228,299.999969473632,4983.3516,500,4999.984202757228,1.0,5.4391416e-20,287.6175,,0.0033333336,1.0,500.0,1.0,4983.3516,4999.984202757228,100,1.0,0.00021136951683414776,1.0
2,0.00028560595435381573,500.0,0.0025,0.0025,4999.9832734906895,400.0,4987.51,500,4999.9832734906895,1.0,5.434597e-20,249.1882,,0.0024999997,1.0,500.0,1.0,4987.51,4999.9832734906895,100,1.0,0.00028560595435381573,1.0
1,249001.20833131988,495.02,0.4917616,,4950.082099423834,3.149903316921102,4999.991,500,4950.082099423834,,0.0006322044,0.12411849,1.2201415,0.002,1.0,1.3017308732108204e-09,0.08786305,4999.991,4950.082099423834,100,384103970000.0,249001.20833131988,21.603838
2,250594.8284870744,494.72,0.01,0.01,4946.9793323969,100.0,4946.9795,500,4946.9793323969,1.0,3.5044917e-18,498.0852,,0.009999998,1.0,500.0,1.0,4946.9795,4946.9793323969,100,1.0,250594.8284870744,1.0
2,249996.00109966027,495.01,0.005,0.005,4949.960288414032,200.00000010221265,4948.4697,500,4949.960288414032,1.0,2.179301e-19,497.78976,,0.0049999994,1.0,500.0,1.0,4948.4697,4949.960288414032,100,1.0,249996.00109966027,1.0
2,4489.185762821618,499.34,0.0033333334,0.0033333334,4993.270019327181,299.999969473632,4963.4033,500,4993.270019327181,1.0,5.4391416e-20,408.80792,,0.0033333336,1.0,500.0,1.0,4963.4033,4993.270019327181,100,1.0,4489.185762821618,1.0
2,35970.057997179436,497.77,0.0025,0.0025,4977.471334218836,400.0,4966.921,500,4977.471334218836,1.0,5.434597e-20,366.44592,,0.0024999997,1.0,500.0,1.0,4966.921,4977.471334218836,100,1.0,35970.057997179436,1.0
1,36100.13085137432,498.11,0.9999278,,4980.964149208342,inf,4999.989,500,4980.964149208342,,0.0019997107,0.010917526,,0.0020000003,1.0,3.368939202573438e-05,1.9288207e-30,4999.989,4980.964149208342,100,14841467.0,36100.13085137432,9.643408e-28
2,0.015540774217247972,500.0,0.01,0.01,4999.526823986951,100.0,4999.527,500,4999.526823986951,1.0,3.5044917e-18,0.124041535,,0.009999998,1.0,500.0,1.0,4999.527,4999.526823986951,100,1.0,0.015540774217247972,1.0
2,0.02326539952299431,500.0,0.005,0.005,4999.540413494394,200.00000010221265,4999.533,500,4999.540413494394,1.0,2.179301e-19,0.13877313,,0.0049999994,1.0,500.0,1.0,4999.533,4999.540413494394,100,1.0,0.02326539952299431,1.0
2,0.008920371376759204,500.0,0.0033333334,0.0033333334,4999.512268591561,299.999969473632,4999.527,500,4999.512268591561,1.0,5.4391416e-20,0.12603681,,0.0033333336,1.0,500.0,1.0,4999.527,4999.512268591561,100,1.0,0.008920371376759204,1.0
2,0.025858362559126057,500.0,0.0025,0.0025,4999.541804569895,400.0,4999.531,500,4999.541804569895,1.0,5.434597e-20,0.13548571,,0.0024999997,1.0,500.0,1.0,4999.531,4999.541804569895,100,1.0,0.025858362559126057,1.0
1,248955.6572899757,495.02,1.0,,4949.630395380183,1.0,4999.979,500,4949.630395380183,,0.0019999999,2.5706997e-16,39.950542,0.002,1.0,0.02884632503453108,0.2826678,4999.979,4949.630395380183,100,17333.23,248955.6572899757,141.3339
2,249998.56359970325,495.01,0.01,0.01,4949.985778347823,100.0,4949.986,500,4949.985778347823,1.0,3.5044917e-18,497.4922,,0.009999998,1.0,500.0,1.0,4949.986,4949.985778347823,100,1.0,249998.56359970325,1.0
2,492972.9682677707,490.04,0.005,0.005,4900.186346685041,200.00000010221265,4925.086,500,4900.186346685041,1.0,2.179301e-19,606.95215,,0.0049999994,1.0,500.0,1.0,4925.086,4900.186346685041,100,1.0,492972.9682677707,1.0
2,0.00018740139482516916,500.0,0.0033333334,0.0033333334,4999.984778479996,299.999969473632,4950.0522,500,4999.984778479996,1.0,5.4391416e-20,496.83047,,0.0033333336,1.0,500.0,1.0,4950.0522,4999.984778479996,100,1.0,0.00018740139482516916,1.0
2,0.0002071512130589251,500.0,0.0025,0.0025,4999.98273215307,400.0,4962.535,500,4999.98273215307,1.0,5.434597e-20,430.81082,,0.0024999997,1.0,500.0,1.0,4962.535,4999.98273215307,100,1.0,0.0002071512130589251,1.0
1,493959.38823170087,490.03,0.0631422,2.1356542e-05,4900.084947470847,101.36594038441194,4990.203,500,4900.084947470847,0.010523455,1.576202e-05,135.87254,3.8270721,0.0019999999,1.0,,0.98550177,4990.203,4900.084947470847,100,inf,493959.38823170087,31.113375
2,493959.5132555905,490.03,0.01,0.01,4900.084568026858,100.0,4900.085,500,4900.084568026858,1.0,3.5044917e-18,699.29956,,0.009999998,1.0,500.0,1.0,4900.085,4900.084568026858,100,1.0,493959.5132555905,1.0
2,969691.0344150127,480.04,0.005,0.005,4799.985309666966,200.00000010221265,4850.0347,500,4799.985309666966,1.0,2.179301e-19,852.64996,,0.0049999994,1.0,500.0,1.0,4850.0347,4799.985309666966,100,1.0,969691.0344150127,1.0
2,0.00023130379205997637,500.0,0.0033333334,0.0033333334,4999.982666643494,299.999969473632,4900.0176,500,4999.982666643494,1.0,5.4391416e-20,699.76514,,0.0033333336,1.0,500.0,1.0,4900.0176,4999.982666643494,100,1.0,0.00023130379205997637,1.0
2,493959.51523669483,490.03,0.0025,0.0025,4900.084474677163,400.0,4900.0347,500,4900.084474677163,1.0,5.434597e-20,699.6487,,0.0024999997,1.0,500.0,1.0,4900.0347,4900.084474677163,100,1.0,493959.51523669483,1.0
1,0.0001222775467070127,500.0,0.11550131,1.1521997e-31,4999.986787032624,38.18670929286258,4979.124,500,4999.986787032624,4.6390615e-29,4.8471196e-05,255.86923,7.8575745,0.002,1.0,499.99427801958444,0.805253,4979.124,4999.986787032624,100,1.0000114,0.0001222775467070127,46.50389
2,249998.5702346955,495.01,0.01,0.01,4949.985843134524,100.0,4949.986,500,4949.985843134524,1.0,3.5044917e-18,497.49228,,0.009999998,1.0,500.0,1.0,4949.986,4949.985843134524,100,1.0,249998.5702346955,1.0
2,0.00011382379159831226,500.0,0.005,0.005,4999.987579258313,200.00000010221265,4974.9863,500,4999.987579258313,1.0,2.179301e-19,352.66742,,0.0049999994,1.0,500.0,1.0,4974.9863,4999.987579258313,100,1.0,0.00011382379159831226,1.0
2,249001.5560997866,495.02,0.0033333334,0.0033333334,4950.084651206041,299.999969473632,4966.686,500,4950.084651206041,1.0,5.4391416e-20,406.47827,,0.0033333336,1.0,500.0,1.0,4966.686,4950.084651206041,100,1.0,249001.5560997866,1.0
2,0.00015062881509024734,500.0,0.0025,0.0025,4999.987056889713,400.0,4975.0117,500,4999.987056889713,1.0,5.434597e-20,352.31573,,0.0024999997,1.0,500.0,1.0,4975.0117,4999.987056889713,100,1.0,0.00015062881509024734,1.0
1,0.00021197469406832744,500.0,1.0,,4999.983784571104,1.0,4999.985,500,4999.983784571104,,0.002,,1585.2314,0.002,1.0,0.08610911909025716,1.7805792,4999.985,4999.983784571104,100,5806.586,0.00021197469406832744,890.2896
2,0.00022065820287095329,500.0,0.01,0.01,4999.98252192091,100.0,4999.982,500,4999.98252192091,1.0,3.5044917e-18,0.0148004,,0.009999998,1.0,500.0,1.0,4999.982,4999.98252192091,100,1.0,0.00022065820287095329,1.0
2,0.00014764960552063648,500.0,0.005,0.005,4999.986613087316,200.00000010221265,4999.9844,500,4999.986613087316,1.0,2.179301e-19,0.013666468,,0.0049999994,1.0,500.0,1.0,4999.9844,4999.986613087316,100,1.0,0.00014764960552063648,1.0
2,0.0002649632719527645,500.0,0.0033333334,0.0033333334,4999.982997645673,299.999969473632,4999.9844,500,4999.982997645673,1.0,5.4391416e-20,0.014580926,,0.0033333336,1.0,500.0,1.0,4999.9844,4999.982997645673,100,1.0,0.0002649632719527645,1.0
2,493959.7508550766,490.03,0.0025,0.0025,4900.085974070729,400.0,4975.01,500,4900.085974070729,1.0,5.434597e-20,352.31552,,0.0024999997,1.0,500.0,1.0,4975.01,4900.085974070729,100,1.0,493959.7508550766,1.0
1,494946.4916022864,490.02,1.0,,4899.985132505805,inf,4999.996,500,4899.985132505805,,0.002,,,0.002,1.0,0.002710552774886051,2.3749082e-30,4999.996,4899.985132505805,100,184464.22,494946.4916022864,1.1874542e-27
2,494944.2244835828,490.02,0.01,0.01,4899.9738851114325,100.0,4899.9736,500,4899.9738851114325,1.0,3.5044917e-18,699.9963,,0.009999998,1.0,500.0,1.0,4899.9736,4899.9738851114325,100,1.0,494944.2244835828,1.0
2,0.013920566576208835,500.0,0.005,0.005,4999.9550717581415,200.00000010221265,4949.9644,500,4999.9550717581415,1.0,2.179301e-19,497.49008,,0.0049999994,1.0,500.0,1.0,4949.9644,4999.9550717581415,100,1.0,0.013920566576208835,1.0
2,0.008992023901585326,500.0,0.0033333334,0.0033333334,4999.966889325574,299.999969473632,4966.632,500,4999.966889325574,1.0,5.4391416e-20,406.88223,,0.0033333336,1.0,500.0,1.0,4966.632,4999.966889325574,100,1.0,0.008992023901585326,1.0
2,249996.17508853317,495.01,0.0025,0.0025,4949.962035614256,400.0,4962.4644,500,4949.962035614256,1.0,5.434597e-20,431.38278,,0.0024999997,1.0,500.0,1.0,4962.4644,4949.962035614256,100,1.0,249996.17508853317,1.0
1,494944.0659650553,490.02,1.0,,4899.973098555038,inf,4999.997,500,4899.973098555038,,0.002,,,0.002,1.0,,3.3781e-41,4999.997,4899.973098555038,100,inf,494944.0659650553,1.6890236e-38
2,0.05964697173053095,500.0,0.01,0.01,4999.815815002384,100.0,4999.816,500,4999.815815002384,1.0,3.5044917e-18,0.24298099,,0.009999998,1.0,500.0,1.0,4999.816,4999.815815002384,100,1.0,0.05964697173053095,1.0
2,249985.6956973597,495.01,0.005,0.005,4949.8578943562125,200.00000010221265,4974.837,500,4949.8578943562125,1.0,2.179301e-19,352.6569,,0.0049999994,1.0,500.0,1.0,4974.837,4949.8578943562125,100,1.0,249985.6956973597,1.0
2,0.05415043537528373,500.0,0.0033333334,0.0033333334,4999.836368397306,299.999969473632,4983.1694,500,4999.836368397306,1.0,5.4391416e-20,288.18427,,0.0033333336,1.0,500.0,1.0,4983.1694,4999.836368397306,100,1.0,0.05415043537528373,1.0
2,249980.80658513118,495.01,0.0025,0.0025,4949.8093837178185,400.0,4974.83,500,4949.8093837178185,1.0,5.434597e-20,352.65637,,0.0024999997,1.0,500.0,1.0,4974.83,4949.8093837178185,100,1.0,249980.80658513118,1.0
1,733819.4593553994,485.04,0.027295258,4.1296982e-05,4849.927302817763,198.09089391227494,4973.527,500,4849.927302817763,0.02096959,6.1085907e-06,336.48776,1.5750135,0.002,1.0,,1.0155507,4973.527,4849.927302817763,100,inf,733819.4593553994,13.859859
2,492966.4993959827,490.04,0.01,0.01,4900.154620190674,100.0,4900.155,500,4900.154620190674,1.0,3.5044917e-18,698.5963,,0.009999998,1.0,500.0,1.0,4900.155,4900.154620190674,100,1.0,492966.4993959827,1.0
2,248992.46198097535,495.02,0.005,0.005,4949.995760267766,200.00000010221265,4925.075,500,4949.995760267766,1.0,2.179301e-19,606.5399,,0.0049999994,1.0,500.0,1.0,4925.075,4949.995760267766,100,1.0,248992.46198097535,1.0
2,0.038389395518268116,500.0,0.0033333334,0.0033333334,4999.893999413328,299.999969473632,4950.015,500,4999.893999413328,1.0,5.4391416e-20,496.49222,,0.0033333336,1.0,500.0,1.0,4950.015,4999.893999413328,100,1.0,0.038389395518268116,1.0
2,0.029796530786449664,500.0,0.0025,0.0025,4999.916962325846,400.0,4962.4907,500,4999.916962325846,1.0,5.434597e-20,430.51733,,0.0024999997,1.0,500.0,1.0,4962.4907,4999.916962325846,100,1.0,0.029796530786449664,1.0
1,248996.06226168937,495.02,0.02148578,4.349992e-06,4950.030775938382,225.8369423210961,4980.615,500,4950.030775938382,0.0022521177,4.865678e-06,272.93954,1.3042132,0.002,1.0,,1.0354582,4980.615,4950.030775938382,100,inf,248996.06226168937,11.123814
2,249991.93379600716,495.01,0.01,0.01,4949.919857178623,100.0,4949.92,500,4949.919857178623,1.0,3.5044917e-18,497.4857,,0.009999998,1.0,500.0,1.0,4949.92,4949.919857178623,100,1.0,249991.93379600716,1.0
2,0.040206789819057565,500.0,0.005,0.005,4999.88972106537,200.00000010221265,4974.9043,500,4999.88972106537,1.0,2.179301e-19,352.66168,,0.0049999994,1.0,500.0,1.0,4974.9043,4999.88972106537,100,1.0,0.040206789819057565,1.0
2,249991.8839140922,495.01,0.0033333334,0.0033333334,4949.919353909628,299.999969473632,4966.576,500,4949.919353909628,1.0,5.4391416e-20,406.87787,,0.0033333336,1.0,500.0,1.0,4966.576,4949.919353909628,100,1.0,249991.8839140922,1.0
2,494933.6915328541,490.02,0.0025,0.0025,4899.9216250151985,400.0,4949.9126,500,4899.9216250151985,1.0,5.434597e-20,497.48495,,0.0024999997,1.0,500.0,1.0,4949.9126,4899.9216250151985,100,1.0,494933.6915328541,1.0
1,0.026540555534806828,500.0,0.085093185,1.06688804e-10,4999.928782080974,62.306657059523246,4998.514,500,4999.928782080974,4.747603e-08,2.815561e-05,32.96013,5.5754,0.002,1.0,1.6418651943450445e-27,0.88999087,4998.514,4999.928782080974,100,3.045317e+29,0.026540555534806828,37.866077
2,0.00021582667254154694,500.0,0.01,0.01,4999.98719186796,100.0,4999.987,500,4999.98719186796,1.0,3.5044917e-18,0.0146165015,,0.009999998,1.0,500.0,1.0,4999.987,4999.98719186796,100,1.0,0.00021582667254154694,1.0
2,0.00023108948778225515,500.0,0.005,0.005,4999.986583461966,200.00000010221265,4999.987,500,4999.986583461966,1.0,2.179301e-19,0.014867221,,0.0049999994,1.0,500.0,1.0,4999.987,4999.986583461966,100,1.0,0.00023108948778225515,1.0
2,0.00024174985218160906,500.0,0.0033333334,0.0033333334,4999.9873624205375,299.999969473632,4999.987,500,4999.9873624205375,1.0,5.4391416e-20,0.01508481,,0.0033333336,1.0,500.0,1.0,4999.987,4999.9873624205375,100,1.0,0.00024174985218160906,1.0
2,0.0002963478369675114,500.0,0.0025,0.0025,4999.984925061392,400.0,4999.9873,500,4999.984925061392,1.0,5.434597e-20,0.015661025,,0.0024999997,1.0,500.0,1.0,4999.9873,4999.984925061392,100,1.0,0.0002963478369675114,1.0
1,249998.9140318444,495.01,0.9967454,,4949.989247441148,1.006531254611729,5000.0,500,4949.989247441148,,0.0019869963,0.010904565,4.1752783e-06,0.0019999999,1.0,8.194057732748137,9.167992e-05,5000.0,4949.989247441148,100,61.01983,249998.9140318444,0.045690767
2,2159439.2231326867,451.38,0.01,0.01,4512.721263735795,100.0,4512.721,500,4512.721263735795,1.0,3.5044917e-18,1462.1371,,0.009999998,1.0,500.0,1.0,4512.721,4512.721263735795,100,1.0,2159439.2231326867,1.0
2,2219886.0363696506,447.95,0.005,0.005,4478.184488726851,200.00000010221265,4495.453,500,4478.184488726851,1.0,2.179301e-19,1472.4347,,0.0049999994,1.0,500.0,1.0,4495.453,4478.184488726851,100,1.0,2219886.0363696506,1.0
