AvgNormIw,MinVanillaIw,ESSRenyi,AvgVanillaIw,Bound,AvgRet,AvgDiscRet,BatchSize,VanillaAvgRet,ESSClassic,VarNormIw,MaxVanillaIw,J,VarDiscRet,AvgEpLen,MinNormIw,VarVanillaIw,VarJ,VarRet,MaxNormIw,eRenyi2
0.009999998,1.0,100.0,1.0,4579.0967,4999.907035954508,4999.907035954508,100,4999.907035954508,100.0,3.5044917e-18,1.0,4999.907,0.008756647827428445,500.0,0.01,,0.09313195,0.008756647827428445,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.112,4999.922089829259,4999.922089829259,100,4999.922089829259,100.0,3.5044917e-18,1.0,4999.9224,0.008731613330235727,500.0,0.01,,0.09297593,0.008731613330235727,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.114,4999.924314641567,4999.924314641567,100,4999.924314641567,100.0,3.5044917e-18,1.0,4999.9243,0.005449044570485055,500.0,0.01,,0.073424205,0.005449044570485055,0.01,1.0
0.01,0.99847174,99.99997615814777,0.99994665,4579.1123,4999.9223289152,4999.9223289152,100,4999.9223289152,99.99995803610537,3.0925675e-11,1.0020379,4999.923,0.0062417628661566756,500.0,0.0099852495,3.092222e-07,0.07857419,0.0062417628661566756,0.010020914,1.0000002
0.009999998,1.0,100.0,1.0,4579.1084,4999.919118327343,4999.919118327343,100,4999.919118327343,100.0,3.5044917e-18,1.0,4999.919,0.006155422029501635,500.0,0.01,,0.078034215,0.006155422029501635,0.01,1.0
0.01,0.9977483,99.99996423722592,0.99993426,4579.1064,4999.916494026023,4999.916494026023,100,4999.916494026023,99.99996948042173,4.4147415e-11,1.0015002,4999.917,0.00896225109540528,500.0,0.00997814,4.4142064e-07,0.09414126,0.00896225109540528,0.010015661,1.0000004
0.010000002,0.99981904,100.0,1.0000024,4579.109,4999.918893066247,4999.918893066247,100,4999.918893066247,99.99999237062453,4.4660667e-13,1.000114,4999.9194,0.00719842986792573,500.0,0.009998166,4.4657704e-09,0.08440245,0.00719842986792573,0.0100011155,1.0
0.01,0.9994444,100.0,1.0000062,4579.1035,4999.91358923639,4999.91358923639,100,4999.91358923639,100.00001525869651,1.6019035e-12,1.0001638,4999.914,0.016779545382798522,500.0,0.009994382,1.6018642e-08,0.12885503,0.016779545382798522,0.0100015765,1.0
0.01,0.9934809,99.99992847447743,1.0000634,4579.1187,4999.928526791979,4999.928526791979,100,4999.928526791979,99.999805463057,1.9094466e-10,1.0032156,4999.929,0.005975780510563331,500.0,0.0099341795,1.9096974e-06,0.07678624,0.005975780510563331,0.010031519,1.0000007
0.009999998,0.99751055,99.99995231630692,1.0000435,4579.112,4999.921907726265,4999.921907726265,100,4999.921907726265,99.9999389675305,7.3127296e-11,1.0028229,4999.9224,0.0049603568599962235,500.0,0.009974671,7.3133316e-07,0.07006953,0.0049603568599962235,0.010027792,1.0000005
0.01,0.5860149,99.49573740058116,0.99665743,4574.5273,4993.930294637352,4993.930294637352,100,4993.930294637352,99.38950012051214,6.2044165e-07,1.0764308,4996.403,3599.682159785877,499.41,0.005879803,0.0061630085,35.24738,3599.682159785877,0.010800409,1.0050682
0.009999998,1.0,100.0,1.0,4579.1157,4999.926595129198,4999.926595129198,100,4999.926595129198,100.0,3.5044917e-18,1.0,4999.9263,0.005681525798773531,500.0,0.01,,0.07501821,0.005681525798773531,0.01,1.0
0.010000002,0.999589,100.0,1.0000162,4579.0977,4999.907587443639,4999.907587443639,100,4999.907587443639,99.99997329755638,3.5099413e-12,1.0006939,4999.908,0.0086961385714712,500.0,0.009995729,3.510106e-08,0.09280512,0.0086961385714712,0.010006777,1.0
0.01,0.9995526,99.99980926550052,1.0000272,4579.113,4999.923345450766,4999.923345450766,100,4999.923345450766,100.00001525837638,1.0244768e-12,1.0002246,4999.924,0.005878145080784096,500.0,0.009995255,1.0246155e-08,0.07629901,0.005878145080784096,0.010001974,1.0000019
0.009999998,1.0,100.0,1.0,4579.104,4999.914234389321,4999.914234389321,100,4999.914234389321,100.0,3.5044917e-18,1.0,4999.9146,0.009122990919034854,500.0,0.01,,0.09505331,0.009122990919034854,0.01,1.0
0.01,0.99815255,100.0,0.99997365,4579.11,4999.919980061859,4999.919980061859,100,4999.919980061859,100.00001907399111,1.4307497e-11,1.0007026,4999.9204,0.009132552299758257,500.0,0.009981789,1.4307025e-07,0.09500491,0.009132552299758257,0.010007289,1.0
0.01,0.9908184,99.99972581938579,1.000067,4579.117,4999.92751437362,4999.92751437362,100,4999.92751437362,99.99966432997097,3.4835876e-10,1.0030078,4999.928,0.013244797140437097,500.0,0.00990752,3.4840587e-06,0.11387163,0.013244797140437097,0.010029406,1.0000027
0.01,0.4013601,99.26893280377962,0.9732541,4574.4155,4992.305712970522,4992.305712970522,100,4992.305712970522,98.85807730892404,1.1667977e-06,1.085764,4996.773,5775.828366006796,499.25,0.004123898,0.011052182,31.370743,5775.828366006796,0.011156019,1.0073645
0.01,0.99270374,99.99996423722592,0.99982107,4579.0923,4999.901738041487,4999.901738041487,100,4999.901738041487,99.99977107760068,2.1666667e-10,1.0013467,4999.903,0.12779818468511234,500.0,0.009928814,2.1659077e-06,0.35323626,0.12779818468511234,0.010015259,1.0000004
0.009999998,0.9983221,99.99996423722592,1.000088,4579.114,4999.923733969095,4999.923733969095,100,4999.923733969095,99.99995041331597,6.439775e-11,1.0022926,4999.9243,0.0065961718501365875,500.0,0.009982343,6.440901e-07,0.08075832,0.0065961718501365875,0.010022045,1.0000004
0.009999998,1.0,100.0,1.0,4579.107,4999.917611067099,4999.917611067099,100,4999.917611067099,100.0,3.5044917e-18,1.0,4999.9175,0.00706547131294864,500.0,0.01,,0.08362677,0.00706547131294864,0.01,1.0
0.010000002,0.27501774,93.05753263211703,1.0071732,4497.952,4899.87115889,4899.87115889,100,4899.87115889,91.29929095586516,9.626126e-06,2.553968,4934.1772,494923.61196042923,490.02,0.0027305903,0.097647235,463.81604,494923.61196042923,0.025357783,1.074604
0.010000002,0.99936503,100.0,0.9999893,4579.082,4999.891796615986,4999.891796615986,100,4999.891796615986,100.0000038147384,1.136158e-12,1.000146,4999.8926,0.02565089640590433,500.0,0.009993758,1.1361729e-08,0.1592758,0.02565089640590433,0.010001568,1.0
0.01,0.61211044,99.46448635319997,1.0052335,4573.845,4993.127296239745,4993.127296239745,100,4993.127296239745,99.55928014622913,4.4714048e-07,1.1072632,4995.787,4624.1908453188835,499.33,0.006089236,0.004518329,41.36341,4624.1908453188835,0.011014985,1.005384
0.009999998,1.0,100.0,1.0,4579.1133,4999.923817778671,4999.923817778671,100,4999.923817778671,100.0,3.5044917e-18,1.0,4999.924,0.010324194685633527,500.0,0.01,,0.10111713,0.010324194685633527,0.01,1.0
0.01,0.9974472,100.0,0.99991304,4579.052,4999.862193591234,4999.862193591234,100,4999.862193591234,100.0,2.6459985e-11,1.0003765,4999.8623,0.11544931132748673,500.0,0.009975339,2.6455515e-07,0.3373333,0.11544931132748673,0.010004635,1.0
0.01,0.9984768,99.99992847447743,1.0001616,4579.1167,4999.926932343487,4999.926932343487,100,4999.926932343487,99.99988939175276,1.14429854e-10,1.0033141,4999.9272,0.006154056790048294,500.0,0.009983154,1.1446756e-06,0.07799246,0.006154056790048294,0.010031519,1.0000007
0.01,0.9987004,100.0,0.9999969,4579.085,4999.894967080325,4999.894967080325,100,4999.894967080325,100.0000038147093,6.4868666e-12,1.0003005,4999.8955,0.06259305452735896,500.0,0.009987035,6.4867585e-08,0.24864419,0.06259305452735896,0.010003037,1.0
0.010000002,0.9971647,99.99998807907247,0.9999726,4579.108,4999.91777837607,4999.91777837607,100,4999.91777837607,99.99997711119342,2.4827926e-11,1.0005519,4999.9185,0.022578327730499163,500.0,0.00997192,2.4826508e-07,0.14918183,0.022578327730499163,0.0100057935,1.0000001
0.01,0.98803407,99.99966621510339,1.0001947,4579.0996,4999.909729747313,4999.909729747313,100,4999.909729747313,99.99963386132818,3.621563e-10,1.0026671,4999.9106,0.043232285379386066,500.0,0.009878418,3.6229826e-06,0.2046855,0.043232285379386066,0.01002472,1.0000033
0.010000002,0.9995403,100.0,0.9999983,4579.1143,4999.924119305715,4999.924119305715,100,4999.924119305715,99.99999237059252,1.7358831e-12,1.0003041,4999.925,0.006372473587418294,500.0,0.00999542,1.735915e-08,0.079430595,0.006372473587418294,0.010003058,1.0
0.009999998,1.0,100.0,1.0,4579.113,4999.923420827198,4999.923420827198,100,4999.923420827198,100.0,3.5044917e-18,1.0,4999.9233,0.009077951445380398,500.0,0.01,,0.094803475,0.009077951445380398,0.01,1.0
0.01,0.9994193,100.0,1.0000213,4579.111,4999.920942347134,4999.920942347134,100,4999.920942347134,100.0,2.6381447e-12,1.000397,4999.9214,0.0073500408110094935,500.0,0.009993979,2.6382386e-08,0.085282035,0.0073500408110094935,0.010003756,1.0
0.009999999,0.99510694,99.99992847447743,0.99986506,4579.103,4999.912816544788,4999.912816544788,100,4999.912816544788,99.99986265250294,1.5629496e-10,1.0017987,4999.9136,0.008487282379870498,500.0,0.009952413,1.5625313e-06,0.09155764,0.008487282379870498,0.01001934,1.0000007
0.01,0.40596604,95.91826910488145,0.9785587,4539.307,4949.9185514119,4949.9185514119,100,4949.9185514119,95.70951937514066,4.528099e-06,1.3132842,4968.978,249991.78178589782,495.01,0.004148612,0.043360047,309.13867,249991.78178589782,0.013420596,1.0425543
0.01,0.99694455,99.99997615814777,0.9998757,4579.1,4999.910233341139,4999.910233341139,100,4999.910233341139,99.99991988144819,6.2747335e-11,1.001342,4999.9106,0.007586964693037856,500.0,0.009970685,6.27311e-07,0.086598545,0.007586964693037856,0.010014665,1.0000002
0.010000002,0.9922359,99.99992847447743,1.00007,4579.092,4999.901629602961,4999.901629602961,100,4999.901629602961,99.99976350573453,2.3179589e-10,1.0014849,4999.9023,0.035999234156291866,500.0,0.009921665,2.3182836e-06,0.18761842,0.035999234156291866,0.010014148,1.0000007
0.009999998,1.0,100.0,1.0,4579.1147,4999.9250439926145,4999.9250439926145,100,4999.9250439926145,100.0,3.5044917e-18,1.0,4999.9253,0.004520180692334371,500.0,0.01,,0.06688105,0.004520180692334371,0.01,1.0
0.010000002,0.9981974,99.99997615814777,0.9999667,4579.1104,4999.920077728842,4999.920077728842,100,4999.920077728842,99.99996948141136,3.270542e-11,1.0010371,4999.921,0.006164316388235051,500.0,0.0099823065,3.2703483e-07,0.0780979,0.006164316388235051,0.010010705,1.0000002
0.010000002,0.9992782,100.0,0.99998957,4579.118,4999.928076074823,4999.928076074823,100,4999.928076074823,99.99998855578957,4.4237483e-12,1.0003763,4999.9287,0.005948870271659599,500.0,0.009992886,4.4235623e-08,0.07670815,0.005948870271659599,0.010003868,1.0
0.01,0.99934065,99.99998807907247,1.0000204,4579.1064,4999.916254439589,4999.916254439589,100,4999.916254439589,99.99999237076132,1.5294307e-11,1.001383,4999.917,0.006518597155868648,500.0,0.009993203,1.5295056e-07,0.08036427,0.006518597155868648,0.010013625,1.0000001
0.010000002,0.9925596,99.99985694905718,0.9996048,4579.0967,4999.906616923371,4999.906616923371,100,4999.906616923371,99.99965654239512,3.417222e-10,1.0031396,4999.9077,0.008654009019585142,500.0,0.00992952,3.4145214e-06,0.09248969,0.008654009019585142,0.010035362,1.0000014
0.010000002,0.9997959,100.0,1.0000024,4579.1025,4999.912226866788,4999.912226866788,100,4999.912226866788,99.99999618531187,3.9438472e-13,1.0000985,4999.913,0.005859815988587975,500.0,0.009997935,3.943781e-09,0.07616132,0.005859815988587975,0.010000961,1.0
0.01,0.99956965,100.0,0.99998784,4579.1304,4999.9402682772625,4999.9402682772625,100,4999.9402682772625,99.99999618525656,2.0545057e-12,1.0002298,4999.941,0.003954973470850178,500.0,0.009995818,2.0545556e-08,0.062549144,0.003954973470850178,0.010002419,1.0
0.01,0.10418798,98.30972961392906,0.9873281,4572.781,4974.113793063636,4974.113793063636,100,4974.113793063636,97.2817950516153,2.8223749e-06,1.1396457,4997.1934,66576.5737345365,497.43,0.0010552518,0.02751298,27.339287,66576.5737345365,0.011542725,1.0171933
0.01,0.996992,99.99991655356695,1.0000511,4579.1304,4999.9407081771815,4999.9407081771815,100,4999.9407081771815,99.99984742008341,1.6634075e-10,1.0046716,4999.941,0.0043314308541907145,500.0,0.0099694105,1.663585e-06,0.065435775,0.0043314308541907145,0.010046202,1.0000008
0.01,0.9956843,99.99997615814777,1.0001023,4579.1084,4999.918616210628,4999.918616210628,100,4999.918616210628,99.99994278541485,6.2915104e-11,1.0019183,4999.919,0.0063300506058393,500.0,0.009955825,6.2927734e-07,0.07909134,0.0063300506058393,0.010018159,1.0000002
0.01,0.99630934,99.99971389852362,0.9998886,4579.1045,4999.914664760569,4999.914664760569,100,4999.914664760569,99.9998473952855,1.3498351e-10,1.0021491,4999.9155,0.007081854610371741,500.0,0.009964203,1.349542e-06,0.08364914,0.007081854610371741,0.010022608,1.0000029
0.01,0.9988496,100.0,0.9999997,4579.1235,4999.933530458616,4999.933530458616,100,4999.933530458616,99.99999618530168,9.382448e-12,1.0005419,4999.934,0.005997821699472909,500.0,0.009988499,9.3827936e-08,0.0770421,0.005997821699472909,0.010005422,1.0
0.01,0.99809295,99.99998807907247,0.999997,4579.1123,4999.922122386219,4999.922122386219,100,4999.922122386219,99.99997711175223,2.1937832e-11,1.0005615,4999.923,0.0057754867793088785,500.0,0.009980959,2.1937772e-07,0.07555564,0.0057754867793088785,0.0100056445,1.0000001
0.009999998,1.0,100.0,1.0,4579.11,4999.92032434708,4999.92032434708,100,4999.92032434708,100.0,3.5044917e-18,1.0,4999.9204,0.006665549516814673,500.0,0.01,,0.08121974,0.006665549516814673,0.01,1.0
0.010000002,0.9982445,99.99997615814777,1.0000005,4579.121,4999.931645348686,4999.931645348686,100,4999.931645348686,99.9999580383625,3.0344532e-11,1.0010465,4999.9316,0.005045303127343095,500.0,0.009982441,3.0344634e-07,0.070659176,0.005045303127343095,0.01001046,1.0000002
0.01,0.9991973,100.0,0.99994516,4579.1143,4999.924452235189,4999.924452235189,100,4999.924452235189,99.99999618509358,7.816894e-12,1.0003798,4999.925,0.005322851023068749,500.0,0.009992521,7.8158834e-08,0.072580785,0.005322851023068749,0.010004347,1.0
0.010000002,0.9978087,99.99988079085256,1.0000849,4579.1104,4999.92048799662,4999.92048799662,100,4999.92048799662,99.99981691032977,1.6098135e-10,1.0033892,4999.921,0.004735036026203949,500.0,0.00997724,1.6100953e-06,0.06851231,0.004735036026203949,0.01003304,1.0000012
0.009999998,1.0,100.0,1.0,4579.112,4999.922196117736,4999.922196117736,100,4999.922196117736,100.0,3.5044917e-18,1.0,4999.9224,0.0072133039212047565,500.0,0.01,,0.08449801,0.0072133039212047565,0.01,1.0
0.009999999,0.9978807,99.99989271175451,1.0000267,4579.1123,4999.922249041992,4999.922249041992,100,4999.922249041992,99.99980927050258,2.0855506e-10,1.0068986,4999.923,0.008585644639752176,500.0,0.00997854,2.085655e-06,0.09238516,0.008585644639752176,0.010068717,1.0000011
0.009999998,1.0,100.0,1.0,4579.097,4999.907303307848,4999.907303307848,100,4999.907303307848,100.0,3.5044917e-18,1.0,4999.9077,0.007944553767998165,500.0,0.01,,0.08869764,0.007944553767998165,0.01,1.0
0.01,0.9948137,99.99992847447743,0.9999881,4579.1094,4999.919368255504,4999.919368255504,100,4999.919368255504,99.99987029887545,1.3358106e-10,1.003246,4999.92,0.009626842736732812,500.0,0.0099482555,1.3357813e-06,0.09744256,0.009626842736732812,0.010032579,1.0000007
0.009999998,1.0,100.0,1.0,4579.1084,4999.919224122348,4999.919224122348,100,4999.919224122348,100.0,3.5044917e-18,1.0,4999.919,0.010077740547025647,500.0,0.01,,0.0998852,0.010077740547025647,0.01,1.0
0.010000002,0.999756,99.99980926550052,0.9999926,4579.102,4999.912632972743,4999.912632972743,100,4999.912632972743,99.99998855582449,8.2052545e-13,1.0001576,4999.913,0.007604859419554584,500.0,0.009997634,8.205995e-09,0.08678601,0.007604859419554584,0.01000165,1.0000019
0.01,0.9924603,99.99983310727316,0.9998619,4579.1147,4999.925111848667,4999.925111848667,100,4999.925111848667,99.99961847867992,3.7455e-10,1.0023911,4999.926,0.006118572711617299,500.0,0.009925974,3.7444638e-06,0.07770823,0.006118572711617299,0.010025295,1.0000017
0.01,0.9990619,100.0,1.0000108,4579.119,4999.929191457629,4999.929191457629,100,4999.929191457629,99.99999237068856,2.8011914e-12,1.0004183,4999.9297,0.004771687126190034,500.0,0.0099905105,2.8012925e-08,0.06870867,0.004771687126190034,0.010004074,1.0
0.01,0.99731404,99.99995231630692,0.9999107,4579.122,4999.93234962079,4999.93234962079,100,4999.93234962079,99.99988554896392,9.893254e-11,1.002456,4999.9326,0.006125368167781792,500.0,0.009974031,9.891534e-07,0.07782174,0.006125368167781792,0.010025455,1.0000005
0.009999998,1.0,100.0,1.0,4579.0986,4999.909275865779,4999.909275865779,100,4999.909275865779,100.0,3.5044917e-18,1.0,4999.909,0.008794263147877242,500.0,0.01,,0.093303286,0.008794263147877242,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1094,4999.920151244845,4999.920151244845,100,4999.920151244845,100.0,3.5044917e-18,1.0,4999.92,0.01001079905916117,500.0,0.01,,0.099561,0.01001079905916117,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.1245,4999.9349617086855,4999.9349617086855,100,4999.9349617086855,100.0,3.5044917e-18,1.0,4999.935,0.0055293021042352505,500.0,0.01,,0.07400876,0.0055293021042352505,0.01,1.0
0.01,0.99984896,100.0,0.99999976,4579.115,4999.925226828217,4999.925226828217,100,4999.925226828217,99.99999237060416,2.3821998e-13,1.0000833,4999.926,0.006216081559152782,500.0,0.009998492,2.3822735e-09,0.07842207,0.006216081559152782,0.010000835,1.0
0.01,0.99822867,99.99998807907247,1.0000255,4579.123,4999.932799308009,4999.932799308009,100,4999.932799308009,99.9999847416015,1.5524554e-11,1.0008705,4999.9336,0.006082314049387909,500.0,0.009982033,1.5525622e-07,0.07756177,0.006082314049387909,0.01000845,1.0000001
0.009999998,1.0,100.0,1.0,4579.1123,4999.922926660347,4999.922926660347,100,4999.922926660347,100.0,3.5044917e-18,1.0,4999.923,0.005885001175656183,500.0,0.01,,0.076327994,0.005885001175656183,0.01,1.0
0.01,0.99935573,100.0,0.99999917,4579.1274,4999.937385780046,4999.937385780046,100,4999.937385780046,99.99998474119988,3.1413869e-12,1.0003816,4999.938,0.005049027132498879,500.0,0.009993565,3.141207e-08,0.07069517,0.005049027132498879,0.010003825,1.0
0.01,0.996991,99.99991655356695,1.0002542,4579.128,4999.93807139402,4999.93807139402,100,4999.93807139402,99.99983982362598,1.6814505e-10,1.0045451,4999.9385,0.004711629911780367,500.0,0.009967376,1.6822994e-06,0.06821669,0.004711629911780367,0.010042898,1.0000008
0.009999998,1.0,100.0,1.0,4579.1294,4999.939997085386,4999.939997085386,100,4999.939997085386,100.0,3.5044917e-18,1.0,4999.94,0.004523985248990802,500.0,0.01,,0.06691397,0.004523985248990802,0.01,1.0
0.009999998,1.0,100.0,1.0,4579.0938,4999.90418272621,4999.90418272621,100,4999.90418272621,100.0,3.5044917e-18,1.0,4999.9043,0.07190475992434811,500.0,0.01,,0.26681018,0.07190475992434811,0.01,1.0
0.01,0.9955382,99.9997377402508,0.99989176,4579.101,4999.911551671029,4999.911551671029,100,4999.911551671029,99.9998626561709,1.4027533e-10,1.0021348,4999.912,0.01087657757756056,500.0,0.0099564595,1.4024469e-06,0.10357052,0.01087657757756056,0.0100224335,1.0000026
0.01,0.9975523,99.99992847447743,1.0001953,4579.1245,4999.934848944073,4999.934848944073,100,4999.934848944073,99.99983218629488,1.8996352e-10,1.0070456,4999.935,0.004857019894932435,500.0,0.009973575,1.9003782e-06,0.06933619,0.004857019894932435,0.01006849,1.0000007
0.009999998,1.0,100.0,1.0,4579.1157,4999.925898115848,4999.925898115848,100,4999.925898115848,100.0,3.5044917e-18,1.0,4999.9263,0.004952194225798727,500.0,0.01,,0.07000417,0.004952194225798727,0.01,1.0
0.010000002,0.99582124,99.99998807907247,0.99996793,4579.1147,4999.924372456644,4999.924372456644,100,4999.924372456644,99.99994277773197,4.4522986e-11,1.000764,4999.9253,0.004581250220186347,500.0,0.009958532,4.4520533e-07,0.06730249,0.004581250220186347,0.010007961,1.0000001
0.01,0.9974165,99.99996423722592,0.9999812,4579.109,4999.918913170615,4999.918913170615,100,4999.918913170615,99.99996566708909,4.05518e-11,1.0011388,4999.9194,0.005559737897636025,500.0,0.009974352,4.055035e-07,0.0741659,0.005559737897636025,0.010011576,1.0000004
0.009999998,1.0,100.0,1.0,4579.1167,4999.9271784281955,4999.9271784281955,100,4999.9271784281955,100.0,3.5044917e-18,1.0,4999.9272,0.005184607129581453,500.0,0.01,,0.07163809,0.005184607129581453,0.01,1.0
0.01,0.99932134,100.0,0.9999903,4579.1113,4999.921460936799,4999.921460936799,100,4999.921460936799,99.9999885557983,1.560543e-12,1.0001247,4999.922,0.007389223038750045,500.0,0.00999331,1.5604968e-08,0.08553203,0.007389223038750045,0.010001344,1.0
0.010000002,0.99428624,99.99995231630692,1.0000547,4579.097,4999.906795242657,4999.906795242657,100,4999.906795242657,99.9997444297535,2.497952e-10,1.0028509,4999.9077,0.00608412505268309,500.0,0.009942318,2.4982153e-06,0.07752138,0.00608412505268309,0.01002796,1.0000005
0.01,0.99707127,99.99977350286287,0.99999696,4579.1235,4999.93404202092,4999.93404202092,100,4999.93404202092,99.99994277939095,6.2042836e-11,1.0013021,4999.9346,0.004772798313429326,500.0,0.009970743,6.204244e-07,0.06870555,0.004772798313429326,0.010013051,1.0000023
0.01,0.9986815,99.99998807907247,1.0000203,4579.121,4999.930826835571,4999.930826835571,100,4999.930826835571,99.99999618538025,1.1209848e-11,1.0005714,4999.9316,0.00455374507683319,500.0,0.009986612,1.12101944e-07,0.06714259,0.00455374507683319,0.01000551,1.0000001
0.01,0.998751,99.99998807907247,0.9999566,4579.097,4999.906964671735,4999.906964671735,100,4999.906964671735,99.99997711082669,1.3047673e-11,1.0004815,4999.9077,0.009652483892726696,500.0,0.009987944,1.304655e-07,0.09770908,0.009652483892726696,0.01000525,1.0000001
0.009999998,1.0,100.0,1.0,4579.1074,4999.918004776421,4999.918004776421,100,4999.918004776421,100.0,3.5044917e-18,1.0,4999.918,0.005423613243044103,500.0,0.01,,0.07330206,0.005423613243044103,0.01,1.0
0.01,0.99437606,99.99994039539075,0.999915,4579.095,4999.90528045056,4999.90528045056,100,4999.90528045056,99.99986265936711,1.3801048e-10,1.0013629,4999.906,0.00840673788248236,500.0,0.009944606,1.3798734e-06,0.0910842,0.00840673788248236,0.01001448,1.0000006
0.010000002,0.9916406,99.99971389852362,0.9997566,4579.0894,4999.899859481335,4999.899859481335,100,4999.899859481335,99.99967948817007,3.0860725e-10,1.0022696,4999.9004,0.011690333676703104,500.0,0.009918821,3.0845779e-06,0.10727019,0.011690333676703104,0.010025137,1.0000029
0.009999998,1.0,100.0,1.0,4579.105,4999.915544074703,4999.915544074703,100,4999.915544074703,100.0,3.5044917e-18,1.0,4999.9155,0.007265167155718596,500.0,0.01,,0.08480925,0.007265167155718596,0.01,1.0
