VarJ,J,AvgEpLen,AvgDiscRet,ESSRenyi,MinVanillaIw,IterType,BatchSize,VarRet,VarNormIw,VarDiscRet,AvgRet,VanillaAvgRet,AvgVanillaIw,eRenyi2,VarVanillaIw,Bound,AvgNormIw,MinNormIw,MaxVanillaIw,ESSClassic,MaxNormIw,EpsThisIter,Delta
8.39718,-98.1562,43.09,-98.1562069322,500.0,1.0,2,500,71.2249144255,3.50449e-18,71.2249144255,-98.1562069322,-98.1562069322,1.0,1.0,,-103.707,0.01,0.01,1.0,100.0,0.01,100,0.8
8.20615,-97.7052,41.74,-97.2541744285,500.0,1.0,2,500,64.4062575794,2.1793e-19,64.4062575794,-97.2541744285,-97.2541744285,1.0,1.0,,-101.63,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.2724,-97.5612,44.56,-97.2730870592,500.0,1.0,2,500,71.2037822292,5.43914e-20,71.2037822292,-97.2730870592,-97.2730870592,1.0,1.0,,-100.766,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.97908,-97.5286,42.87,-97.4309827952,500.0,1.0,2,500,49.8506867614,5.4346e-20,49.8506867614,-97.4309827952,-97.4309827952,1.0,1.0,,-100.329,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
19.04,-95.7331,43.67,-98.1208344983,218.522258896,3.02828e-06,1,500,63.1142444839,4.89311e-06,63.1142444839,-98.1208344983,-98.1208344983,1.0387,2.2881,1.31978,-99.5332,0.002,5.83092e-09,10.5858,225.140813324,0.0203829,100,0.8
6.40342,-97.9432,42.4,-97.9431817397,500.0,1.0,2,500,41.4179150436,3.50449e-18,41.4179150436,-97.9431817397,-97.9431817397,1.0,1.0,,-103.43,0.01,0.01,1.0,100.0,0.01,100,0.8
6.65327,-98.1734,43.26,-98.4035344604,500.0,1.0,2,500,47.9013626738,2.1793e-19,47.9013626738,-98.4035344604,-98.4035344604,1.0,1.0,,-102.156,0.005,0.005,1.0,200.000000102,0.005,100,0.8
6.80831,-97.8977,43.58,-97.346257333,500.0,1.0,2,500,50.5768361753,5.43914e-20,50.5768361753,-97.346257333,-97.346257333,1.0,1.0,,-101.172,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.31654,-97.714,43.19,-97.1628310493,500.0,1.0,2,500,75.4171291655,5.4346e-20,75.4171291655,-97.1628310493,-97.1628310493,1.0,1.0,,-100.55,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.13711,-97.8392,41.82,-98.3405147925,500.0,0.999969,1,500,40.6574199632,1.72414e-16,40.6574199632,-98.3405147925,-98.3405147925,1.0,1.0,4.30452e-11,-100.376,0.002,0.00199994,1.00002,500.000433139,0.00200004,100,0.8
7.86035,-97.5316,41.78,-97.5315771747,500.0,1.0,2,500,62.4091995107,3.50449e-18,62.4091995107,-97.5315771747,-97.5315771747,1.0,1.0,,-103.208,0.01,0.01,1.0,100.0,0.01,100,0.8
7.72874,-97.8293,40.08,-98.1270914136,500.0,1.0,2,500,58.0852096786,2.1793e-19,58.0852096786,-98.1270914136,-98.1270914136,1.0,1.0,,-101.843,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.00121,-97.6712,45.25,-97.3548273775,500.0,1.0,2,500,73.172883325,5.43914e-20,73.172883325,-97.3548273775,-97.3548273775,1.0,1.0,,-100.949,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.8253,-97.8877,40.29,-98.537446371,500.0,1.0,2,500,52.8487699557,5.4346e-20,52.8487699557,-98.537446371,-98.537446371,1.0,1.0,,-100.726,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.89301,-97.9504,41.16,-98.2010491892,500.0,0.999942,1,500,67.1497505548,6.06298e-16,67.1497505548,-98.2010491892,-98.2010491892,1.0,1.0,1.51697e-10,-100.516,0.002,0.00199988,1.00004,499.999971371,0.00200008,100,0.8
7.05072,-98.3871,39.64,-98.3871083003,500.0,1.0,2,500,50.2148610645,3.50449e-18,50.2148610645,-98.3871083003,-98.3871083003,1.0,1.0,,-103.932,0.01,0.01,1.0,100.0,0.01,100,0.8
7.03971,-98.6583,39.97,-98.9294443014,500.0,1.0,2,500,49.7528869241,2.1793e-19,49.7528869241,-98.9294443014,-98.9294443014,1.0,1.0,,-102.623,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.79537,-98.3471,43.78,-97.7247061528,500.0,1.0,2,500,83.4418518826,5.43914e-20,83.4418518826,-97.7247061528,-97.7247061528,1.0,1.0,,-101.614,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.90028,-98.344,41.97,-98.3347772821,500.0,1.0,2,500,68.0340206493,5.4346e-20,68.0340206493,-98.3347772821,-98.3347772821,1.0,1.0,,-101.173,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.47587,-98.2921,42.27,-98.0845802477,500.0,0.999998,1,500,110.596455184,7.02092e-18,110.596455184,-98.0845802477,-98.0845802477,1.0,1.0,1.69562e-12,-100.823,0.002,0.002,1.00001,499.999713974,0.00200002,100,0.8
7.5679,-98.9679,40.13,-98.9679337471,500.0,1.0,2,500,57.8515557093,3.50449e-18,57.8515557093,-98.9679337471,-98.9679337471,1.0,1.0,,-104.647,0.01,0.01,1.0,100.0,0.01,100,0.8
7.11689,-98.7825,44.75,-98.5971108451,500.0,1.0,2,500,44.4025788224,2.1793e-19,44.4025788224,-98.5971108451,-98.5971108451,1.0,1.0,,-102.798,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.14482,-98.8952,41.02,-99.1206266014,500.0,1.0,2,500,52.2917837109,5.43914e-20,52.2917837109,-99.1206266014,-99.1206266014,1.0,1.0,,-102.174,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.25924,-98.6899,42.1,-98.0740257213,500.0,1.0,2,500,57.712434421,5.4346e-20,57.712434421,-98.0740257213,-98.0740257213,1.0,1.0,,-101.529,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.48481,-98.3008,41.56,-96.7440936721,500.0,1.0,1,500,147.620422161,5.43187e-20,147.620422161,-96.7440936721,-96.7440936721,1.0,1.0,,-100.84,0.002,0.002,1.0,500.000006643,0.002,100,0.8
8.0237,-99.4246,40.5,-99.4246384743,500.0,1.0,2,500,65.0301457316,3.50449e-18,65.0301457316,-99.4246384743,-99.4246384743,1.0,1.0,,-105.034,0.01,0.01,1.0,100.0,0.01,100,0.8
7.60613,-98.506,41.07,-97.587275085,500.0,1.0,2,500,50.1401687274,2.1793e-19,50.1401687274,-97.587275085,-97.587275085,1.0,1.0,,-102.472,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.38814,-98.2596,43.74,-97.7669566186,500.0,1.0,2,500,48.1647100141,5.43914e-20,48.1647100141,-97.7669566186,-97.7669566186,1.0,1.0,,-101.515,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.71363,-97.9459,43.49,-97.0049435031,500.0,1.0,2,500,73.804114315,5.4346e-20,73.804114315,-97.0049435031,-97.0049435031,1.0,1.0,,-100.765,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.62362,-97.9363,42.54,-97.8978142001,500.0,0.999998,1,500,53.1269146703,8.00159e-18,53.1269146703,-97.8978142001,-97.8978142001,1.0,1.0,1.92698e-12,-100.458,0.002,0.002,1.00001,499.999921343,0.00200001,100,0.8
6.29188,-98.5396,41.09,-98.5395600951,500.0,1.0,2,500,39.9875895494,3.50449e-18,39.9875895494,-98.5395600951,-98.5395600951,1.0,1.0,,-103.983,0.01,0.01,1.0,100.0,0.01,100,0.8
9.54618,-97.9047,44.53,-97.2698768623,500.0,1.0,2,500,143.298281415,2.1793e-19,143.298281415,-97.2698768623,-97.2698768623,1.0,1.0,,-101.869,0.005,0.005,1.0,200.000000102,0.005,100,0.8
9.32293,-98.0933,39.85,-98.4705809365,500.0,1.0,2,500,79.0689865865,5.43914e-20,79.0689865865,-98.4705809365,-98.4705809365,1.0,1.0,,-101.335,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
9.03582,-98.1468,42.64,-98.3073636454,500.0,1.0,2,500,66.4634922411,5.4346e-20,66.4634922411,-98.3073636454,-98.3073636454,1.0,1.0,,-100.991,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.51453,-98.1845,39.59,-98.3352722014,500.0,1.0,1,500,36.2360139699,5.43187e-20,36.2360139699,-98.3352722014,-98.3352722014,1.0,1.0,,-100.728,0.002,0.002,1.0,500.000006643,0.002,100,0.8
8.39919,-97.8069,41.87,-97.8068786059,500.0,1.0,2,500,71.2590583194,3.50449e-18,71.2590583194,-97.8068786059,-97.8068786059,1.0,1.0,,-103.281,0.01,0.01,1.0,100.0,0.01,100,0.8
7.86959,-98.5903,42.38,-99.3738310284,500.0,1.0,2,500,52.6130212113,2.1793e-19,52.6130212113,-99.3738310284,-99.3738310284,1.0,1.0,,-102.604,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.73209,-98.5866,41.97,-98.5790052894,500.0,1.0,2,500,56.0552166797,5.43914e-20,56.0552166797,-98.5790052894,-98.5790052894,1.0,1.0,,-101.863,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.19763,-98.3879,44.06,-97.7918678662,500.0,1.0,2,500,89.8739419938,5.4346e-20,89.8739419938,-97.7918678662,-97.7918678662,1.0,1.0,,-101.226,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.49843,-98.3954,42.25,-98.4253955631,500.0,1.0,1,500,93.2431972899,5.43187e-20,93.2431972899,-98.4253955631,-98.4253955631,1.0,1.0,,-100.934,0.002,0.002,1.0,500.000006643,0.002,100,0.8
8.21682,-98.1046,43.83,-98.1046386407,500.0,1.0,2,500,68.1980754129,3.50449e-18,68.1980754129,-98.1046386407,-98.1046386407,1.0,1.0,,-103.563,0.01,0.01,1.0,100.0,0.01,100,0.8
7.5896,-98.3386,41.39,-98.5725318875,500.0,1.0,2,500,48.0589531719,2.1793e-19,48.0589531719,-98.5725318875,-98.5725318875,1.0,1.0,,-102.275,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.47644,-98.2675,39.56,-98.1252722295,500.0,1.0,2,500,52.9871953328,5.43914e-20,52.9871953328,-98.1252722295,-98.1252722295,1.0,1.0,,-101.481,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.75441,-98.5892,38.58,-99.5544637396,500.0,1.0,2,500,72.3129949143,5.4346e-20,72.3129949143,-99.5544637396,-99.5544637396,1.0,1.0,,-101.372,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.77088,-98.4928,42.72,-98.1069427883,500.0,1.0,1,500,61.8412140152,5.43187e-20,61.8412140152,-98.1069427883,-98.1069427883,1.0,1.0,,-100.982,0.002,0.002,1.0,500.000006643,0.002,100,0.8
9.68301,-96.7629,45.48,-96.7628585185,500.0,1.0,2,500,94.7077781323,3.50449e-18,94.7077781323,-96.7628585185,-96.7628585185,1.0,1.0,,-102.503,0.01,0.01,1.0,100.0,0.01,100,0.8
8.79552,-97.3099,43.0,-97.8569913035,500.0,1.0,2,500,60.9726400727,2.1793e-19,60.9726400727,-97.8569913035,-97.8569913035,1.0,1.0,,-101.369,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.41194,-97.3143,44.62,-97.3229309336,500.0,1.0,2,500,58.1411592879,5.43914e-20,58.1411592879,-97.3229309336,-97.3229309336,1.0,1.0,,-100.628,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.03378,-97.8849,42.44,-99.5967854137,500.0,1.0,2,500,42.4008567597,5.4346e-20,42.4008567597,-99.5967854137,-99.5967854137,1.0,1.0,,-100.755,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.04339,-97.9072,41.71,-97.9966477033,500.0,1.0,1,500,65.9637427154,5.43187e-20,65.9637427154,-97.9966477033,-97.9966477033,1.0,1.0,,-100.474,0.002,0.002,1.0,500.000006643,0.002,100,0.8
9.79397,-97.9494,43.98,-97.9494378418,500.0,1.0,2,500,96.8908034612,3.50449e-18,96.8908034612,-97.9494378418,-97.9494378418,1.0,1.0,,-103.693,0.01,0.01,1.0,100.0,0.01,100,0.8
9.01251,-98.2536,42.39,-98.5578147764,500.0,1.0,2,500,67.013892816,2.1793e-19,67.013892816,-98.5578147764,-98.5578147764,1.0,1.0,,-102.315,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.56997,-98.3253,43.93,-98.4687447932,500.0,1.0,2,500,58.4361908835,5.43914e-20,58.4361908835,-98.4687447932,-98.4687447932,1.0,1.0,,-101.642,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.11213,-98.5324,40.76,-99.1537922985,500.0,1.0,2,500,42.8062495931,5.4346e-20,42.8062495931,-99.1537922985,-99.1537922985,1.0,1.0,,-101.404,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.88694,-98.5219,40.74,-98.4799399165,500.0,1.0,1,500,48.2729279024,5.43187e-20,48.2729279024,-98.4799399165,-98.4799399165,1.0,1.0,,-101.091,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.13797,-98.4114,41.83,-98.4113966676,500.0,1.0,2,500,51.4652915567,3.50449e-18,51.4652915567,-98.4113966676,-98.4113966676,1.0,1.0,,-104.039,0.01,0.01,1.0,100.0,0.01,100,0.8
8.19905,-97.9558,42.77,-97.5003065745,500.0,1.0,2,500,83.9225256162,2.1793e-19,83.9225256162,-97.5003065745,-97.5003065745,1.0,1.0,,-102.009,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.71714,-97.6445,44.59,-97.0218394661,500.0,1.0,2,500,93.8737064954,5.43914e-20,93.8737064954,-97.0218394661,-97.0218394661,1.0,1.0,,-100.954,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.80553,-97.6306,42.31,-97.5889676288,500.0,1.0,2,500,83.0113915217,5.4346e-20,83.0113915217,-97.5889676288,-97.5889676288,1.0,1.0,,-100.497,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.41995,-97.9787,38.44,-99.3711912176,500.0,1.0,1,500,42.3284709421,5.43187e-20,42.3284709421,-99.3711912176,-99.3711912176,1.0,1.0,,-100.542,0.002,0.002,1.0,500.000006643,0.002,100,0.8
8.37021,-98.4037,42.34,-98.4037525162,500.0,1.0,2,500,70.7680545331,3.50449e-18,70.7680545331,-98.4037525162,-98.4037525162,1.0,1.0,,-104.052,0.01,0.01,1.0,100.0,0.01,100,0.8
8.08354,-98.4537,43.21,-98.5036371603,500.0,1.0,2,500,61.2343070869,2.1793e-19,61.2343070869,-98.5036371603,-98.5036371603,1.0,1.0,,-102.447,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.81606,-98.5355,40.78,-98.69914972,500.0,1.0,2,500,53.0753958805,5.43914e-20,53.0753958805,-98.69914972,-98.69914972,1.0,1.0,,-101.796,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.9971,-98.1812,42.83,-97.1183372396,500.0,1.0,2,500,71.7533736101,5.4346e-20,71.7533736101,-97.1183372396,-97.1183372396,1.0,1.0,,-101.005,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.79442,-98.307,41.15,-98.8098796238,500.0,1.0,1,500,48.1154626137,5.43187e-20,48.1154626137,-98.8098796238,-98.8098796238,1.0,1.0,,-100.833,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.84285,-98.2809,41.77,-98.2808624824,500.0,1.0,2,500,62.1315635432,3.50449e-18,62.1315635432,-98.2808624824,-98.2808624824,1.0,1.0,,-103.892,0.01,0.01,1.0,100.0,0.01,100,0.8
8.2697,-98.2435,43.6,-98.2061862649,500.0,1.0,2,500,76.0231819314,2.1793e-19,76.0231819314,-98.2061862649,-98.2061862649,1.0,1.0,,-102.211,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.03065,-98.2168,42.54,-98.1632902783,500.0,1.0,2,500,57.2665281841,5.43914e-20,57.2665281841,-98.1632902783,-98.1632902783,1.0,1.0,,-101.456,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.71202,-98.3582,44.78,-98.7823080923,500.0,1.0,2,500,44.6336082959,5.4346e-20,44.6336082959,-98.7823080923,-98.7823080923,1.0,1.0,,-101.168,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.65654,-98.3173,43.88,-98.1538878658,500.0,1.0,1,500,55.7356934848,5.43187e-20,55.7356934848,-98.1538878658,-98.1538878658,1.0,1.0,,-100.857,0.002,0.002,1.0,500.000006643,0.002,100,0.8
6.11206,-98.758,41.8,-98.7580079866,500.0,1.0,2,500,37.7345885178,3.50449e-18,37.7345885178,-98.7580079866,-98.7580079866,1.0,1.0,,-104.182,0.01,0.01,1.0,100.0,0.01,100,0.8
7.0033,-98.5599,43.16,-98.3618814995,500.0,1.0,2,500,61.2693353228,2.1793e-19,61.2693353228,-98.3618814995,-98.3618814995,1.0,1.0,,-102.488,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.58507,-98.623,44.12,-98.7490780738,500.0,1.0,2,500,75.2359315876,5.43914e-20,75.2359315876,-98.7490780738,-98.7490780738,1.0,1.0,,-101.981,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.6956,-98.4389,42.4,-97.8868194266,500.0,1.0,2,500,64.5277594389,5.4346e-20,64.5277594389,-97.8868194266,-97.8868194266,1.0,1.0,,-101.347,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.38687,-98.592,38.93,-99.2041800025,500.0,1.0,1,500,35.8300996722,5.43187e-20,35.8300996722,-99.2041800025,-99.2041800025,1.0,1.0,,-101.193,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.63491,-98.6626,42.93,-98.6626137844,500.0,1.0,2,500,58.8807017289,3.50449e-18,58.8807017289,-98.6626137844,-98.6626137844,1.0,1.0,,-104.318,0.01,0.01,1.0,100.0,0.01,100,0.8
7.19324,-98.3415,42.1,-98.0204307966,500.0,1.0,2,500,45.4416485951,2.1793e-19,45.4416485951,-98.0204307966,-98.0204307966,1.0,1.0,,-102.342,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.33247,-97.9811,43.35,-97.2601843565,500.0,1.0,2,500,57.6066046827,5.43914e-20,57.6066046827,-97.2601843565,-97.2601843565,1.0,1.0,,-101.247,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.35235,-98.2717,40.85,-99.1433632964,500.0,1.0,2,500,54.4640735876,5.4346e-20,54.4640735876,-99.1433632964,-99.1433632964,1.0,1.0,,-101.1,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.45179,-98.4372,41.81,-99.0992437636,500.0,1.0,1,500,61.4850478015,5.43187e-20,61.4850478015,-99.0992437636,-99.0992437636,1.0,1.0,,-101.037,0.002,0.002,1.0,500.000006643,0.002,100,0.8
6.75986,-98.9654,40.29,-98.9654162464,500.0,1.0,2,500,46.1573049305,3.50449e-18,46.1573049305,-98.9654162464,-98.9654162464,1.0,1.0,,-104.612,0.01,0.01,1.0,100.0,0.01,100,0.8
7.11084,-99.2182,40.86,-99.4710535015,500.0,1.0,2,500,55.8631165719,2.1793e-19,55.8631165719,-99.4710535015,-99.4710535015,1.0,1.0,,-103.211,0.005,0.005,1.0,200.000000102,0.005,100,0.8
6.73597,-99.3494,39.25,-99.6118354787,500.0,1.0,2,500,35.2409071556,5.43914e-20,35.2409071556,-99.6118354787,-99.6118354787,1.0,1.0,,-102.633,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
6.74579,-98.9254,39.86,-97.653135978,500.0,1.0,2,500,44.1868438994,5.4346e-20,44.1868438994,-97.653135978,-97.653135978,1.0,1.0,,-101.769,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
6.62902,-98.8944,43.94,-98.7703119869,500.0,1.0,1,500,38.0577110039,5.43187e-20,38.0577110039,-98.7703119869,-98.7703119869,1.0,1.0,,-101.438,0.002,0.002,1.0,500.000006643,0.002,100,0.8
6.14309,-99.9889,39.95,-99.9889411835,500.0,1.0,2,500,38.1187037989,3.50449e-18,38.1187037989,-99.9889411835,-99.9889411835,1.0,1.0,,-105.577,0.01,0.01,1.0,100.0,0.01,100,0.8
7.17272,-98.5387,42.21,-97.0883930599,500.0,1.0,2,500,61.5673654589,2.1793e-19,61.5673654589,-97.0883930599,-97.0883930599,1.0,1.0,,-102.49,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.15813,-98.3354,44.2,-97.9289786361,500.0,1.0,2,500,51.0836677224,5.43914e-20,51.0836677224,-97.9289786361,-97.9289786361,1.0,1.0,,-101.562,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.00798,-98.3281,40.72,-98.3061107315,500.0,1.0,2,500,43.1617459505,5.4346e-20,43.1617459505,-98.3061107315,-98.3061107315,1.0,1.0,,-101.122,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
6.98038,-98.245,40.85,-97.9126759387,500.0,1.0,1,500,47.5186226271,5.43187e-20,47.5186226271,-97.9126759387,-97.9126759387,1.0,1.0,,-100.744,0.002,0.002,1.0,500.000006643,0.002,100,0.8
6.48075,-98.4071,43.23,-98.4070808814,500.0,1.0,2,500,42.4243639122,3.50449e-18,42.4243639122,-98.4070808814,-98.4070808814,1.0,1.0,,-103.87,0.01,0.01,1.0,100.0,0.01,100,0.8
7.89063,-98.5405,40.89,-98.6739305129,500.0,1.0,2,500,83.3214254695,2.1793e-19,83.3214254695,-98.6739305129,-98.6739305129,1.0,1.0,,-102.438,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.71136,-98.3826,45.65,-98.0668066504,500.0,1.0,2,500,54.2644268896,5.43914e-20,54.2644268896,-98.0668066504,-98.0668066504,1.0,1.0,,-101.641,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.60097,-98.3354,39.23,-98.1936949601,500.0,1.0,2,500,53.2087065576,5.4346e-20,53.2087065576,-98.1936949601,-98.1936949601,1.0,1.0,,-101.157,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.88945,-98.192,45.89,-97.6182940813,500.0,1.0,1,500,80.5118149817,5.43187e-20,80.5118149817,-97.6182940813,-97.6182940813,1.0,1.0,,-100.754,0.002,0.002,1.0,500.000006643,0.002,100,0.8
9.19158,-97.4751,41.51,-97.4751015529,500.0,1.0,2,500,85.3385115794,3.50449e-18,85.3385115794,-97.4751015529,-97.4751015529,1.0,1.0,,-103.248,0.01,0.01,1.0,100.0,0.01,100,0.8
8.16269,-98.2262,40.39,-98.9773653566,500.0,1.0,2,500,48.1267226515,2.1793e-19,48.1267226515,-98.9773653566,-98.9773653566,1.0,1.0,,-102.309,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.99211,-98.4762,40.95,-98.976195394,500.0,1.0,2,500,58.5730438702,5.43914e-20,58.5730438702,-98.976195394,-98.976195394,1.0,1.0,,-101.809,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.70577,-98.6753,41.88,-99.2726902124,500.0,1.0,2,500,45.8771983452,5.4346e-20,45.8771983452,-99.2726902124,-99.2726902124,1.0,1.0,,-101.562,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.96248,-98.4454,41.9,-97.5254208113,500.0,1.0,1,500,79.2240266272,5.43187e-20,79.2240266272,-97.5254208113,-97.5254208113,1.0,1.0,,-101.027,0.002,0.002,1.0,500.000006643,0.002,100,0.8
9.60867,-96.7899,43.17,-96.7898564819,500.0,1.0,2,500,93.2591380211,3.50449e-18,93.2591380211,-96.7898564819,-96.7898564819,1.0,1.0,,-102.332,0.01,0.01,1.0,100.0,0.01,100,0.8
8.48443,-97.2946,44.51,-97.7994223623,500.0,1.0,2,500,51.6514111959,2.1793e-19,51.6514111959,-97.7994223623,-97.7994223623,1.0,1.0,,-101.213,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.30305,-97.8385,40.69,-98.926242223,500.0,1.0,2,500,61.6932302435,5.43914e-20,61.6932302435,-98.926242223,-98.926242223,1.0,1.0,,-101.038,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.17813,-98.0314,41.48,-98.610155348,500.0,1.0,2,500,60.8671788469,5.4346e-20,60.8671788469,-98.610155348,-98.610155348,1.0,1.0,,-100.83,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
8.01536,-98.2433,41.26,-99.0906342493,500.0,1.0,1,500,53.3387230945,5.43187e-20,53.3387230945,-99.0906342493,-99.0906342493,1.0,1.0,,-100.769,0.002,0.002,1.0,500.000006643,0.002,100,0.8
7.29551,-98.2558,41.13,-98.2557691145,500.0,1.0,2,500,53.762039614,3.50449e-18,53.762039614,-98.2557691145,-98.2557691145,1.0,1.0,,-103.862,0.01,0.01,1.0,100.0,0.01,100,0.8
8.69983,-98.1497,41.11,-98.0437366043,500.0,1.0,2,500,99.1182280788,2.1793e-19,99.1182280788,-98.0437366043,-98.0437366043,1.0,1.0,,-102.114,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.06583,-98.3108,39.91,-98.6329310664,500.0,1.0,2,500,44.0839896546,5.43914e-20,44.0839896546,-98.6329310664,-98.6329310664,1.0,1.0,,-101.548,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
8.07324,-98.1522,41.96,-97.6762535995,500.0,1.0,2,500,65.8931269707,5.4346e-20,65.8931269707,-97.6762535995,-97.6762535995,1.0,1.0,,-100.955,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.60896,-98.4536,38.71,-99.6590760247,500.0,1.0,1,500,27.2279642873,5.43187e-20,27.2279642873,-99.6590760247,-99.6590760247,1.0,1.0,,-100.961,0.002,0.002,1.0,500.000006643,0.002,100,0.8
8.32141,-98.8667,41.01,-98.8666843484,500.0,1.0,2,500,69.9453609707,3.50449e-18,69.9453609707,-98.8666843484,-98.8666843484,1.0,1.0,,-104.422,0.01,0.01,1.0,100.0,0.01,100,0.8
8.36227,-98.1682,43.87,-97.4696500846,500.0,1.0,2,500,70.3367419178,2.1793e-19,70.3367419178,-97.4696500846,-97.4696500846,1.0,1.0,,-102.096,0.005,0.005,1.0,200.000000102,0.005,100,0.8
8.15587,-98.1816,40.74,-98.2084775797,500.0,1.0,2,500,60.3012057746,5.43914e-20,60.3012057746,-98.2084775797,-98.2084775797,1.0,1.0,,-101.454,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.77776,-98.3146,40.48,-98.7136435649,500.0,1.0,2,500,42.6335513387,5.4346e-20,42.6335513387,-98.7136435649,-98.7136435649,1.0,1.0,,-101.148,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
7.95052,-98.1573,43.06,-97.5280758683,500.0,1.0,1,500,74.3282767916,5.43187e-20,74.3282767916,-97.5280758683,-97.5280758683,1.0,1.0,,-100.692,0.002,0.002,1.0,500.000006643,0.002,100,0.8
8.32192,-98.3958,45.38,-98.3957496919,500.0,1.0,2,500,69.9539405027,3.50449e-18,69.9539405027,-98.3957496919,-98.3957496919,1.0,1.0,,-104.149,0.01,0.01,1.0,100.0,0.01,100,0.8
7.20298,-98.6668,43.2,-98.9379183065,500.0,1.0,2,500,34.7115756737,2.1793e-19,34.7115756737,-98.9379183065,-98.9379183065,1.0,1.0,,-102.735,0.005,0.005,1.0,200.000000102,0.005,100,0.8
7.13021,-98.2919,43.21,-97.5420460825,500.0,1.0,2,500,48.3943243001,5.43914e-20,48.3943243001,-97.5420460825,-97.5420460825,1.0,1.0,,-101.638,0.00333333,0.00333333,1.0,299.999969474,0.00333333,100,0.8
7.17956,-98.5039,44.08,-99.140080996,500.0,1.0,2,500,53.6619921139,5.4346e-20,53.6619921139,-99.140080996,-99.140080996,1.0,1.0,,-101.402,0.0025,0.0025,1.0,400.0,0.0025,100,0.8
