AvgVanillaIw,ESSRenyi,AvgRet,AvgDiscRet,VarDiscRet,AvgEpLen,VarNormIw,AvgNormIw,MaxVanillaIw,BatchSize,MinVanillaIw,eRenyi2,MaxNormIw,ESSClassic,MinNormIw,VarVanillaIw,J,Bound,Delta,VanillaAvgRet,VarJ,VarRet,IterType,EpsThisIter
1.0,500.0,86.0237631215,86.0237631215,97.1401544612,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.8948,80.9806,0.5,86.0237631215,10.0653,97.1401544612,2,100
1.0,500.0,87.7985654765,87.7985654765,25.5113497295,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.2756,81.8801,0.5,87.7985654765,9.31017,25.5113497295,1,100
1.0,500.0,82.3188732926,82.3188732926,106.034321079,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,82.3189,72.8324,0.5,82.3188732926,10.2457,106.034321079,2,100
1.0,500.0,87.5856472119,87.5856472119,31.9452133003,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.9523,78.1786,0.5,87.5856472119,8.67379,31.9452133003,2,100
1.0,500.0,83.8469140422,83.8469140422,181.041602931,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.5838,79.0047,0.5,83.8469140422,10.4963,181.041602931,2,100
1.0,500.0,86.7179345515,86.7179345515,47.8977214794,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.1173,80.2856,0.5,86.7179345515,9.76409,47.8977214794,2,100
1.0,500.0,88.8917782423,88.8917782423,33.9449653603,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.8722,81.5506,0.5,88.8917782423,9.2342,33.9449653603,1,100
1.0,500.0,83.2160150794,83.2160150794,51.9628293548,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,83.216,73.4701,0.5,83.2160150794,7.17239,51.9628293548,2,100
1.0,500.0,83.852813797,83.852813797,33.3054354843,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,83.5344,76.643,0.5,83.852813797,6.50455,33.3054354843,2,100
1.0,500.0,88.1598191564,88.1598191564,103.077105862,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.0762,79.4459,0.5,88.1598191564,8.18388,103.077105862,2,100
1.0,500.0,89.8522638694,89.8522638694,7.58095736897,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.2702,81.3942,0.5,89.8522638694,7.50901,7.58095736897,2,100
1.0,500.0,85.7395092593,85.7395092593,33.65676476,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.1641,81.8029,0.5,85.7395092593,7.19842,33.65676476,1,100
1.0,500.0,86.8272578747,86.8272578747,68.1898571094,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,86.8272,77.1825,0.5,86.8272578747,8.21632,68.1898571094,2,100
1.0,500.0,87.4660606617,87.4660606617,21.7559534424,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,87.1467,80.3268,0.5,87.4660606617,6.68021,21.7559534424,2,100
1.0,500.0,84.6153585184,84.6153585184,145.178230231,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.3029,80.7345,0.5,84.6153585184,8.89285,145.178230231,2,100
1.0,500.0,88.1550005015,88.1550005015,34.46782056,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.7659,81.9435,0.5,88.1550005015,8.27563,34.46782056,2,100
1.0,500.0,90.1747402068,90.1747402068,40.0198032222,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,87.4477,83.0715,0.5,90.1747402068,8.03567,40.0198032222,1,100
1.0,500.0,88.2108661533,88.2108661533,36.9875814345,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,88.2109,78.6546,0.5,88.2108661533,6.05126,36.9875814345,2,100
1.0,500.0,82.9315832299,82.9315832299,33.0415363676,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.5712,78.8139,0.5,82.9315832299,6.4523,33.0415363676,2,100
1.0,500.0,83.7454000842,83.7454000842,70.5872381613,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.9626,79.4453,0.5,83.7454000842,7.19648,70.5872381613,2,100
1.0,500.0,80.7648209322,80.7648209322,130.503302628,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,83.9132,79.135,0.5,80.7648209322,8.62819,130.503302628,2,100
1.0,500.0,83.637851222,83.637851222,132.716804069,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,83.8581,79.5844,0.5,83.637851222,9.26534,132.716804069,1,100
1.0,500.0,85.0266404314,85.0266404314,86.2878144244,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.0266,75.2993,0.5,85.0266404314,9.24256,86.2878144244,2,100
1.0,500.0,89.1131269274,89.1131269274,33.9119537335,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,87.0699,80.083,0.5,89.1131269274,7.97958,33.9119537335,2,100
1.0,500.0,86.2827147943,86.2827147943,33.3881832526,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.8075,81.1027,0.5,86.2827147943,7.32154,33.3881832526,2,100
1.0,500.0,87.9156838732,87.9156838732,58.5596353286,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,87.0845,82.144,0.5,87.9156838732,7.41131,58.5596353286,2,100
1.0,500.0,84.1280803608,84.1280803608,51.2201109885,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.4932,82.0743,0.5,84.1280803608,7.44863,51.2201109885,1,100
1.0,500.0,85.1064431498,85.1064431498,52.6409755353,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.1064,75.8348,0.5,85.1064431498,7.21904,52.6409755353,2,100
1.0,500.0,81.2184296353,81.2184296353,170.402223718,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,83.1624,76.4026,0.5,81.2184296353,10.6858,170.402223718,2,100
1.0,500.0,82.8229285159,82.8229285159,81.1400493174,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,83.0493,77.5298,0.5,82.8229285159,10.1452,81.1400493174,2,100
1.0,500.0,88.4775274585,88.4775274585,49.2664445709,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.4063,79.4765,0.5,88.4775274585,9.7423,49.2664445709,2,100
1.0,500.0,89.2424254744,89.2424254744,40.551621852,500.0,3.20698e-19,0.002,1.0,500,0.999999,1.0,0.002,500.000006643,0.002,5.53625e-14,85.3736,80.9642,0.5,89.2424254744,9.36489,40.551621852,1,100
1.0,500.0,89.2154689756,89.2154689756,21.9485962631,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,89.2155,79.7085,0.5,89.2154689756,4.66145,21.9485962631,2,100
1.0,500.0,84.5580940922,84.5580940922,163.143517665,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.8868,80.0445,0.5,84.5580940922,9.85106,163.143517665,2,100
1.0,500.0,88.3910549769,88.3910549769,57.4106289277,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,87.3882,81.8015,0.5,88.3910549769,9.173,57.4106289277,2,100
1.0,500.0,92.0486297436,92.0486297436,27.4644302923,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,88.5533,83.485,0.5,92.0486297436,8.60104,27.4644302923,2,100
1.0,500.0,86.6805070874,86.6805070874,50.2101340801,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,88.1787,83.6454,0.5,86.6805070874,8.34776,50.2101340801,1,100
1.0,500.0,85.7154143501,85.7154143501,132.304626988,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.7154,76.1783,0.5,85.7154143501,11.4447,132.304626988,2,100
1.0,500.0,85.8024902053,85.8024902053,28.5184813609,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.7589,79.0152,0.5,85.8024902053,8.92241,28.5184813609,2,100
1.0,500.0,86.6765711326,86.6765711326,99.3112586136,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.0648,80.4479,0.5,86.6765711326,9.27538,99.3112586136,2,100
1.0,500.0,85.1540140729,85.1540140729,109.900649853,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.8371,80.9727,0.5,85.1540140729,9.58543,109.900649853,2,100
1.0,500.0,85.3560871483,85.3560871483,125.748653856,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.7409,81.3901,0.5,85.3560871483,9.92168,125.748653856,1,100
1.0,500.0,88.4785758103,88.4785758103,21.3835240245,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,88.4786,79.0661,0.5,88.4785758103,4.60105,21.3835240245,2,100
1.0,500.0,87.9344298757,87.9344298757,31.6706247012,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,88.2065,81.4993,0.5,87.9344298757,5.13184,31.6706247012,2,100
1.0,500.0,84.1538773835,84.1538773835,68.6024334837,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.8556,81.2407,0.5,84.1538773835,6.62161,68.6024334837,2,100
1.0,500.0,88.5663897872,88.5663897872,30.5286482498,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,87.2833,82.4207,0.5,88.5663897872,6.40226,30.5286482498,2,100
1.0,500.0,84.759887436,84.759887436,41.2419249755,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.7786,82.4294,0.5,84.759887436,6.47888,41.2419249755,1,100
1.0,500.0,82.3331925611,82.3331925611,89.2243413683,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,82.3332,73.0857,0.5,82.3331925611,9.39851,89.2243413683,2,100
1.0,500.0,85.7138598031,85.7138598031,80.0657656994,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.0235,77.4032,0.5,85.7138598031,9.30891,80.0657656994,2,100
1.0,500.0,83.0647796986,83.0647796986,61.4618308635,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,83.704,78.2985,0.5,83.0647796986,8.84631,61.4618308635,2,100
1.0,500.0,87.7937302923,87.7937302923,23.8023054884,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.7264,80.0092,0.5,87.7937302923,8.22923,23.8023054884,2,100
1.0,500.0,89.1115147884,89.1115147884,16.6913224251,500.0,1.62413e-19,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,2.38936e-14,85.6034,81.3747,0.5,89.1115147884,7.78188,16.6913224251,1,100
1.0,500.0,83.6548700757,83.6548700757,93.4969349079,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,83.6549,74.1525,0.5,83.6548700757,9.62091,93.4969349079,2,100
1.0,500.0,88.6785232613,88.6785232613,16.3077704259,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.1667,79.2915,0.5,88.6785232613,7.78862,16.3077704259,2,100
1.0,500.0,85.7115458676,85.7115458676,48.8452384203,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.015,80.4014,0.5,85.7115458676,7.52374,48.8452384203,2,100
1.0,500.0,85.347048795,85.347048795,64.7713129349,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.848,80.9865,0.5,85.347048795,7.65308,64.7713129349,2,100
1.0,500.0,87.6269894692,87.6269894692,35.7601026156,500.0,1.79252e-19,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,3.85316e-14,86.2038,81.8556,0.5,87.6269894692,7.37852,35.7601026156,1,100
1.0,500.0,87.7192490618,87.7192490618,49.2655071974,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,87.7192,77.9342,0.5,87.7192490618,6.98376,49.2655071974,2,100
1.0,500.0,85.1651464004,85.1651464004,68.4533006853,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.4422,79.5232,0.5,85.1651464004,7.73962,68.4533006853,2,100
1.0,500.0,85.0764731349,85.0764731349,57.9083243763,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.987,80.3376,0.5,85.0764731349,7.71095,57.9083243763,2,100
1.0,500.0,87.2261424073,87.2261424073,25.8040561261,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.2967,81.4042,0.5,87.2261424073,7.1602,25.8040561261,2,100
1.0,500.0,88.7991404973,88.7991404973,68.1280368679,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.7972,82.4212,0.5,88.7991404973,7.45024,68.1280368679,1,100
1.0,500.0,84.466444889,84.466444889,70.4587114384,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,84.4664,74.8493,0.5,84.466444889,8.35189,70.4587114384,2,100
1.0,500.0,84.4795276013,84.4795276013,53.9297453706,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.473,77.6726,0.5,84.4795276013,7.8468,53.9297453706,2,100
1.0,500.0,87.496256553,87.496256553,33.7879672776,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.4808,79.9283,0.5,87.496256553,7.36406,33.7879672776,2,100
1.0,500.0,88.2938634686,88.2938634686,7.26549027692,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.184,81.3755,0.5,88.2938634686,6.62979,7.26549027692,2,100
1.0,500.0,88.011009283,88.011009283,54.9568589679,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.5494,82.1928,0.5,88.011009283,6.82486,54.9568589679,1,100
1.0,500.0,85.057044153,85.057044153,47.316049952,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.057,75.6588,0.5,85.057044153,6.84419,47.316049952,2,100
1.0,500.0,88.9388016951,88.9388016951,28.2007478951,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.9979,80.2431,0.5,88.9388016951,6.41466,28.2007478951,2,100
1.0,500.0,83.9326350947,83.9326350947,47.3402083298,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.9762,80.4609,0.5,83.9326350947,6.71879,47.3402083298,2,100
1.0,500.0,80.6305171069,80.6305171069,103.384684127,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.6397,79.8634,0.5,80.6305171069,8.04999,103.384684127,2,100
1.0,500.0,84.2688688319,84.2688688319,76.0017385143,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,84.5656,80.1665,0.5,84.2688688319,8.17999,76.0017385143,1,100
1.0,500.0,83.6181094387,83.6181094387,137.641024387,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,83.6181,73.8381,0.5,83.6181094387,11.6732,137.641024387,2,100
1.0,500.0,82.6945428534,82.6945428534,59.7492440108,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,83.1563,76.2408,0.5,82.6945428534,9.89552,59.7492440108,2,100
1.0,500.0,87.9471197129,87.9471197129,138.023431892,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.7533,79.067,0.5,87.9471197129,10.767,138.023431892,2,100
1.0,500.0,84.5079800134,84.5079800134,80.090872596,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.6919,79.7675,0.5,84.5079800134,10.3335,80.090872596,2,100
1.0,500.0,80.404861067,80.404861067,271.39156963,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,83.8345,79.43,0.5,80.404861067,11.9206,271.39156963,1,100
1.0,500.0,85.2960944238,85.2960944238,56.8004037597,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,85.2961,75.932,0.5,85.2960944238,7.49883,56.8004037597,2,100
1.0,500.0,85.2421133575,85.2421133575,50.7430387295,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.2691,78.6477,0.5,85.2421133575,7.29621,50.7430387295,2,100
1.0,500.0,90.7350032009,90.7350032009,62.3017850825,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,87.0911,81.4443,0.5,90.7350032009,7.91761,62.3017850825,2,100
1.0,500.0,77.5414171359,77.5414171359,199.978962492,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,84.7037,79.8134,0.5,77.5414171359,10.6588,199.978962492,2,100
1.0,500.0,82.2052004732,82.2052004732,77.1036475864,500.0,4.28466e-19,0.002,1.0,500,0.999999,1.0,0.002,500.000006643,0.002,1.02324e-13,84.204,79.83,0.5,82.2052004732,10.3515,77.1036475864,1,100
1.0,500.0,79.9607069878,79.9607069878,90.8820620427,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,79.9607,70.7403,0.5,79.9607069878,9.48542,90.8820620427,2,100
1.0,500.0,86.2324568287,86.2324568287,53.5673035538,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,83.0966,76.5173,0.5,86.2324568287,9.01865,53.5673035538,2,100
1.0,500.0,88.3414800462,88.3414800462,30.8406387655,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.8449,79.2411,0.5,88.3414800462,8.3973,30.8406387655,2,100
1.0,500.0,88.7716323731,88.7716323731,4.96863701501,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.8266,80.9735,0.5,88.7716323731,7.55029,4.96863701501,2,100
1.0,500.0,86.4938120547,86.4938120547,67.4550305138,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.96,81.6193,0.5,86.4938120547,7.68328,67.4550305138,1,100
1.0,500.0,90.0979308293,90.0979308293,29.5326136125,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,90.0979,80.6214,0.5,90.0979308293,5.40715,29.5326136125,2,100
1.0,500.0,82.9962529764,82.9962529764,127.539557445,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.5471,79.8461,0.5,82.9962529764,9.50574,127.539557445,2,100
1.0,500.0,86.4130842897,86.4130842897,82.7380300957,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,86.5024,80.8376,0.5,86.4130842897,9.35666,82.7380300957,2,100
1.0,500.0,84.4692824429,84.4692824429,78.9107215825,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.9941,81.0882,0.5,84.4692824429,9.27177,78.9107215825,2,100
1.0,500.0,88.3219864167,88.3219864167,13.0019194664,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.4597,82.0717,0.5,88.3219864167,8.49788,13.0019194664,1,100
1.0,500.0,86.9069119078,86.9069119078,51.671746314,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,86.9069,77.1608,0.5,86.9069119078,7.15227,51.671746314,2,100
1.0,500.0,84.277524218,84.277524218,159.326967478,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.5922,78.7007,0.5,84.277524218,10.304,159.326967478,2,100
1.0,500.0,86.2894664207,86.2894664207,63.7682103358,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.8246,80.1977,0.5,86.2894664207,9.58819,63.7682103358,2,100
1.0,500.0,88.0055275135,88.0055275135,29.5453451119,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.3699,81.4968,0.5,88.0055275135,8.78375,29.5453451119,2,100
1.0,500.0,89.2070482953,89.2070482953,35.2256342482,500.0,1.10267e-19,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,2.04192e-14,86.9373,82.5787,0.5,89.2070482953,8.36577,35.2256342482,1,100
1.0,500.0,83.1837692044,83.1837692044,160.032886268,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,83.1838,73.4963,0.5,83.1837692044,12.587,160.032886268,2,100
1.0,500.0,84.3335070426,84.3335070426,83.9811922855,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,83.7586,76.9085,0.5,84.3335070426,11.0053,83.9811922855,2,100
1.0,500.0,86.7098220784,86.7098220784,30.1007246939,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,84.7424,79.1493,0.5,86.7098220784,9.6236,30.1007246939,2,100
1.0,500.0,88.8691497759,88.8691497759,9.33188998309,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,85.7741,80.9303,0.5,88.8691497759,8.65812,9.33188998309,2,100
1.0,500.0,83.4042344929,83.4042344929,113.494782347,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,85.3001,80.9677,0.5,83.4042344929,9.12913,113.494782347,1,100
1.0,500.0,84.6977248417,84.6977248417,32.8212604349,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,84.6977,75.1976,0.5,84.6977248417,5.70027,32.8212604349,2,100
1.0,500.0,86.3603866234,86.3603866234,27.3963618567,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,85.5291,78.8115,0.5,86.3603866234,5.52258,27.3963618567,2,100
1.0,500.0,85.964374507,85.964374507,21.1510400065,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,85.6742,80.1893,0.5,85.964374507,5.23015,21.1510400065,2,100
1.0,500.0,88.6605000835,88.6605000835,13.9343045631,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,86.4207,81.5668,0.5,88.6605000835,5.06328,13.9343045631,2,100
1.0,500.0,87.1615710841,87.1615710841,42.6892583037,500.0,8.27166e-19,0.002,1.0,500,0.999999,1.0,0.002,500.000006643,0.002,1.7399e-13,86.5689,82.2274,0.5,87.1615710841,5.38978,42.6892583037,1,100
1.0,500.0,88.3034731716,88.3034731716,66.2292174124,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,88.3035,78.726,0.5,88.3034731716,8.09734,66.2292174124,2,100
1.0,500.0,84.2031339299,84.2031339299,92.8756616611,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,86.2533,79.481,0.5,84.2031339299,9.10824,92.8756616611,2,100
1.0,500.0,89.0392362164,89.0392362164,18.1015327468,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,87.1819,81.6469,0.5,89.0392362164,7.93757,18.1015327468,2,100
1.0,500.0,86.7553080079,86.7553080079,58.1200150434,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,87.0753,82.2818,0.5,86.7553080079,7.85319,58.1200150434,2,100
1.0,500.0,82.6127424164,82.6127424164,127.344633085,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,86.1828,81.7222,0.5,82.6127424164,8.81695,127.344633085,1,100
1.0,500.0,88.8751424465,88.8751424465,28.9104549905,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,88.8751,79.4015,0.5,88.8751424465,5.34989,28.9104549905,2,100
1.0,500.0,89.2316157867,89.2316157867,35.4444860623,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,89.0534,82.2586,0.5,89.2316157867,5.6469,35.4444860623,2,100
1.0,500.0,87.8927577571,87.8927577571,44.6957865795,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,88.6665,82.9112,0.5,87.8927577571,6.02555,44.6957865795,2,100
1.0,500.0,90.8904059421,90.8904059421,12.2111189873,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,89.2225,84.2382,0.5,90.8904059421,5.58391,12.2111189873,2,100
1.0,500.0,86.3811369603,86.3811369603,42.5228859652,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,88.6542,84.1962,0.5,86.3811369603,5.88687,42.5228859652,1,100
1.0,500.0,88.7181400744,88.7181400744,52.9561231845,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,88.7181,78.9133,0.5,88.7181400744,7.24062,52.9561231845,2,100
1.0,500.0,89.7155986584,89.7155986584,27.3013360242,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,89.2169,82.2838,0.5,89.7155986584,6.32267,27.3013360242,2,100
1.0,500.0,89.829345699,89.829345699,43.928534002,500.0,5.43914e-20,0.00333333,1.0,500,1.0,1.0,0.00333333,299.999969474,0.00333333,,89.421,83.7602,0.5,89.829345699,6.4211,43.928534002,2,100
1.0,500.0,81.805863529,81.805863529,103.490889166,500.0,5.4346e-20,0.0025,1.0,500,1.0,1.0,0.0025,400.0,0.0025,,87.5172,82.6148,0.5,81.805863529,8.21037,103.490889166,2,100
1.0,500.0,88.9193161523,88.9193161523,41.5874498041,500.0,5.43187e-20,0.002,1.0,500,1.0,1.0,0.002,500.000006643,0.002,,87.7977,83.4128,0.5,88.9193161523,7.90424,41.5874498041,1,100
1.0,500.0,83.4588658641,83.4588658641,141.762261959,500.0,3.50449e-18,0.01,1.0,500,1.0,1.0,0.01,100.0,0.01,,83.4589,74.0428,0.5,83.4588658641,11.8467,141.762261959,2,100
1.0,500.0,86.3217465552,86.3217465552,51.8858812862,500.0,2.1793e-19,0.005,1.0,500,1.0,1.0,0.005,200.000000102,0.005,,84.8903,78.009,0.5,86.3217465552,9.89469,51.8858812862,2,100
