Bound,Delta,VarRet,MinVanillaIw,MaxNormIw,J,eRenyi2,MinNormIw,VarNormIw,AvgNormIw,VarJ,AvgDiscRet,IterType,BatchSize,EpsThisIter,VarVanillaIw,MaxVanillaIw,AvgEpLen,VanillaAvgRet,ESSRenyi,ESSClassic,AvgVanillaIw,VarDiscRet,AvgRet
-112.142,0.6,6093.54784896,0.0614925,0.0298242,-74.9119,1.19486,0.00062649,2.10734e-05,0.01,57.9758,-81.1702320448,1,100,100,0.203026,2.92737,113.44,-81.1702320448,83.6919231076,82.7385221382,0.981541,6093.54784896,-81.1702320448
-112.015,0.6,6103.60875529,0.306184,0.0423116,-74.5524,1.20981,0.00290274,3.08686e-05,0.01,61.52,-81.2163561726,1,100,100,0.343454,4.46308,112.89,-81.2163561726,82.657671284,76.5931798637,1.05481,6103.60875529,-81.2163561726
-126.982,0.6,10439.2562777,0.0339972,0.0223049,-88.1171,1.30208,0.000328984,3.0629e-05,0.01,92.4626,-95.6827306327,1,100,100,0.327093,2.30499,129.94,-95.6827306327,76.8000609375,76.7325674039,1.0334,10439.2562777,-95.6827306327
-109.846,0.6,4952.8165733,0.211955,0.0238029,-73.9383,1.11164,0.00204192,1.45568e-05,0.01,57.704,-78.2748002137,1,100,100,0.156846,2.47077,109.2,-78.2748002137,89.9572498111,87.4040454928,1.03802,4952.8165733,-78.2748002137
-121.787,0.6,8240.64979249,0.740823,0.0218092,-86.4784,1.07472,0.00755097,5.12727e-06,0.01,81.4065,-89.4846602248,1,100,100,0.0493525,2.13969,122.96,-89.4846602248,93.0478814673,95.169218267,0.981097,8240.64979249,-89.4846602248
-107.251,0.6,3831.72532069,0.11732,0.0182846,-71.1345,1.12442,0.00114097,1.33133e-05,0.01,44.6621,-74.9133250166,1,100,100,0.14076,1.8801,106.04,-74.9133250166,88.9347642721,88.3547248348,1.02825,3831.72532069,-74.9133250166
-125.283,0.6,9303.36021951,0.249165,0.0280623,-89.2038,1.12214,0.0024444,1.47418e-05,0.01,85.3026,-93.8630761583,1,100,100,0.153173,2.86048,128.53,-93.8630761583,89.115483511,87.2642937617,1.01933,9303.36021951,-93.8630761583
-110.185,0.6,3743.15979153,0.510898,0.0155858,-75.1957,1.05536,0.00513103,5.67241e-06,0.01,50.8262,-77.1617373532,1,100,100,0.0562376,1.55188,108.6,-77.1617373532,94.7542824973,94.6828866809,0.995703,3743.15979153,-77.1617373532
-110.741,0.6,6112.09522017,0.022983,0.0181042,-73.1702,1.21682,0.000242118,2.71942e-05,0.01,59.6829,-80.6356763919,1,100,100,0.245038,1.71854,111.77,-80.6356763919,82.1815604724,78.7884083879,0.949246,6112.09522017,-80.6356763919
-111.187,0.6,4915.69403982,0.825288,0.021152,-76.3053,1.0489,0.00810325,4.77137e-06,0.01,60.0608,-78.3863920954,1,100,100,0.0494921,2.15426,109.85,-78.3863920954,95.3378856867,95.4894463366,1.01847,4915.69403982,-78.3863920954
-106.161,0.6,2574.35821804,0.770438,0.0181301,-71.7224,1.02291,0.00767635,1.73049e-06,0.01,46.6611,-72.5428535238,1,100,100,0.0174316,1.81963,103.46,-72.5428535238,97.7598670525,98.3156610282,1.00365,2574.35821804,-72.5428535238
-102.008,0.6,1372.01207286,0.643243,0.012542,-67.7444,1.01451,0.00662222,1.78095e-06,0.01,33.0399,-68.2244655658,1,100,100,0.0168033,1.21826,98.31,-68.2244655658,98.5696915232,98.2674138463,0.97134,1372.01207286,-68.2244655658
-117.324,0.6,6044.38458089,0.414855,0.0156022,-82.0107,1.07512,0.00408837,5.29879e-06,0.01,69.6692,-84.4689907457,1,100,100,0.0545594,1.58319,116.88,-84.4689907457,93.0127413119,95.0156575597,1.01472,6044.38458089,-84.4689907457
-109.986,0.6,7144.26536028,5.49557e-05,0.0227137,-70.9017,1.31688,5.53371e-07,3.36681e-05,0.01,43.85,-87.8832206301,1,100,100,0.332056,2.25571,121.24,-87.8832206301,75.9371740564,75.0010696128,0.993108,7144.26536028,-87.8832206301
-117.737,0.6,7168.3347349,0.19692,0.055977,-80.42,1.20045,0.00180372,3.53748e-05,0.01,68.9308,-86.7806867088,1,100,100,0.421636,6.11127,119.35,-86.7806867088,83.3023057714,74.0625609799,1.09175,7168.3347349,-86.7806867088
-112.633,0.6,4890.73753826,0.790375,0.0403392,-77.3421,1.07359,0.00794784,1.7825e-05,0.01,59.5485,-79.9394282283,1,100,100,0.176279,4.01154,111.92,-79.9394282283,93.1451245315,85.0002155686,0.994453,4890.73753826,-79.9394282283
-117.943,0.6,7171.39188871,0.0678966,0.0159897,-82.1362,1.10527,0.000718925,1.46179e-05,0.01,77.4236,-86.7852488227,1,100,100,0.130381,1.5101,119.97,-86.7852488227,90.4756183293,87.3578156755,0.944419,7171.39188871,-86.7852488227
-120.229,0.6,8251.04039027,0.40842,0.0754217,-82.7426,1.21146,0.00385441,5.71702e-05,0.01,71.1343,-89.9855930071,1,100,100,0.641901,7.99182,123.36,-89.9855930071,82.5450368228,63.857580889,1.05962,8251.04039027,-89.9855930071
-119.194,0.6,8240.59885057,0.0489268,0.0259201,-81.2185,1.24316,0.000513601,2.55994e-05,0.01,72.3593,-90.3079630095,1,100,100,0.232312,2.46921,123.71,-90.3079630095,80.4403762626,79.7808543542,0.952624,8240.59885057,-90.3079630095
-113.902,0.6,6036.42380282,0.00177038,0.018303,-74.41,1.34447,1.69903e-05,3.42215e-05,0.01,45.774,-83.6484839687,1,100,100,0.371561,1.90716,115.92,-83.6484839687,74.3788160935,74.6941782826,1.042,6036.42380282,-83.6484839687
-118.994,0.6,7221.97682789,0.904638,0.013447,-84.7456,1.01111,0.00917611,8.06759e-07,0.01,83.658,-85.0936763653,1,100,100,0.0078411,1.32569,117.42,-85.0936763653,98.9015041654,99.2076285709,0.985863,7221.97682789,-85.0936763653
-121.879,0.6,10318.1830561,0.0983505,0.0243106,-83.0964,1.29667,0.000848986,2.36585e-05,0.01,72.2113,-97.6598071103,1,100,100,0.317498,2.81625,131.94,-97.6598071103,77.1206976472,81.0228714484,1.15845,10318.1830561,-97.6598071103
-115.47,0.6,8296.51705712,0.000632636,0.0312865,-72.9284,1.55984,6.3986e-06,6.35063e-05,0.01,46.3079,-88.6359055896,1,100,100,0.620804,3.09333,121.96,-88.6359055896,64.1092927663,61.3982094047,0.98871,8296.51705712,-88.6359055896
-117.117,0.6,6045.66699709,0.289426,0.0172141,-81.6676,1.08329,0.00284078,6.27613e-06,0.01,67.4755,-84.5608373399,1,100,100,0.0651464,1.75381,117.73,-84.5608373399,92.31139655,94.1501469675,1.01882,6045.66699709,-84.5608373399
-108.731,0.6,4880.60837131,0.0411739,0.0175878,-70.8461,1.23761,0.000431516,2.202e-05,0.01,29.0711,-80.8562393902,1,100,100,0.200479,1.67817,113.31,-80.8562393902,80.8008996491,82.1020051039,0.95417,4880.60837131,-80.8562393902
-117.59,0.6,7174.29650495,0.0326397,0.0217916,-79.4515,1.25389,0.000348624,2.74948e-05,0.01,67.3227,-86.7266354246,1,100,100,0.241007,2.04023,119.88,-86.7266354246,79.751991944,78.6040923817,0.936245,7174.29650495,-86.7266354246
-112.158,0.6,4922.5183468,0.431197,0.0197436,-77.0901,1.06009,0.0043252,5.35447e-06,0.01,62.6915,-79.1891020636,1,100,100,0.0532178,1.96833,110.77,-79.1891020636,94.3318727647,94.9659284171,0.996943,4922.5183468,-79.1891020636
-104.362,0.6,2611.55592793,0.860911,0.0198593,-69.9217,1.0225,0.00857933,2.56694e-06,0.01,45.1515,-70.7747634424,1,100,100,0.0258479,1.99283,100.71,-70.7747634424,97.7999292319,97.5216749664,1.00347,2611.55592793,-70.7747634424
-103.344,0.6,1393.03787945,0.846713,0.019289,-69.0158,1.01597,0.00842013,2.40604e-06,0.01,32.9523,-69.5950296536,1,100,100,0.0243297,1.93966,99.7,-69.5950296536,98.4276997807,97.6734509513,1.00558,1393.03787945,-69.5950296536
-72.4703,0.6,124.674634097,0.598155,0.0607832,-63.5445,1.28366,0.00547744,6.5217e-05,0.01,13.0264,-65.7527662945,1,100,100,0.77774,6.63774,95.46,-65.7527662945,77.902454771,60.7663275831,1.09204,124.674634097,-65.7527662945
-129.897,0.6,124.674634097,0.150654,0.0148623,-93.6942,1.12981,0.00133931,8.70584e-06,0.01,101.8,-93.5720072694,,200,100,0.110156,1.67181,95.46,-65.7527662945,177.020470571,92.0651017838,1.12486,9328.77527444,-65.7527662945
-92.7241,0.6,2624.2840677,0.540364,0.0110921,-68.014,1.05273,0.00266418,1.60431e-06,0.005,29.1015,-72.8601725554,1,200,100,0.0659982,2.24975,103.82,-72.8601725554,189.981855874,187.996101214,1.01413,2624.2840677,-72.8601725554
-121.992,0.6,7134.62818058,1.0,0.01,-87.9334,1.0,0.01,3.50449e-18,0.01,84.0433,-87.9333660355,2,200,100,,1.0,121.61,-87.9333660355,200.0,100.0,1.0,7134.62818058,-87.9333660355
-105.193,0.6,4942.82078529,0.0038316,0.0122609,-76.4202,1.42729,2.11812e-05,1.26696e-05,0.005,49.6675,-80.1962177829,1,200,100,0.414594,2.21794,112.41,-80.1962177829,140.125275077,132.956499693,0.904481,4942.82078529,-80.1962177829
-115.287,0.6,4853.74814358,1.0,0.01,-81.2278,1.0,0.01,3.50449e-18,0.01,69.3196,-81.2277895254,2,200,100,,1.0,113.62,-81.2277895254,200.0,100.0,1.0,4853.74814358,-81.2277895254
-108.096,0.6,8276.71678846,0.40171,0.0127043,-83.1309,1.07451,0.00199957,2.45229e-06,0.005,74.3553,-89.1154793049,1,200,100,0.0989744,2.55227,121.95,-89.1154793049,186.130489361,182.21560302,1.00449,8276.71678846,-89.1154793049
-111.214,0.6,3763.26042451,1.0,0.01,-77.1548,1.0,0.01,3.50449e-18,0.01,61.0379,-77.1548403436,2,200,100,,1.0,109.01,-77.1548403436,200.0,100.0,1.0,3763.26042451,-77.1548403436
-98.2706,0.6,4976.33726071,0.043861,0.010222,-71.089,1.27381,0.000226254,6.3498e-06,0.005,37.3847,-79.3445261951,1,200,100,0.238629,1.98162,111.26,-79.3445261951,157.009841883,159.652300095,0.969286,4976.33726071,-79.3445261951
-116.542,0.6,6064.10230593,1.0,0.01,-82.4828,1.0,0.01,3.50449e-18,0.01,77.482,-82.4828244871,2,200,100,,1.0,114.92,-82.4828244871,200.0,100.0,1.0,6064.10230593,-82.4828244871
-102.845,0.6,4939.04118453,0.762251,0.0120795,-77.7001,1.09008,0.00383429,1.90378e-06,0.005,62.4557,-78.2239102954,1,200,100,0.0752392,2.40139,109.43,-78.2239102954,183.473170087,185.913236683,0.993994,4939.04118453,-78.2239102954
-126.751,0.6,9327.10211968,1.0,0.01,-92.6916,1.0,0.01,3.50449e-18,0.01,96.0928,-92.6915977541,2,200,100,,1.0,126.31,-92.6915977541,200.0,100.0,1.0,9327.10211968,-92.6915977541
-100.582,0.6,2550.8847163,1.63323e-05,0.0111256,-70.142,1.59755,8.43865e-08,1.58826e-05,0.005,27.7785,-73.778066974,1,200,100,0.594937,2.15328,105.44,-73.778066974,125.191398148,122.539566984,0.96771,2550.8847163,-73.778066974
-132.051,0.6,10273.3717533,1.0,0.01,-97.9916,1.0,0.01,3.50449e-18,0.01,100.85,-97.9916130063,2,200,100,,1.0,132.85,-97.9916130063,200.0,100.0,1.0,10273.3717533,-97.9916130063
-114.46,0.6,10325.8644445,0.000128682,0.0161338,-86.6448,1.3339,6.66631e-07,8.97976e-06,0.005,91.8823,-97.0964869343,1,200,100,0.3346,3.11435,131.81,-97.0964869343,149.936494307,147.34106635,0.965163,10325.8644445,-97.0964869343
-117.094,0.6,6042.4520443,1.0,0.01,-83.0345,1.0,0.01,3.50449e-18,0.01,77.3436,-83.0344862072,2,200,100,,1.0,115.07,-83.0344862072,200.0,100.0,1.0,6042.4520443,-83.0344862072
-99.2985,0.6,1346.4507398,0.835051,0.0125049,-74.7277,1.04086,0.00418218,1.35572e-06,0.005,55.5782,-68.5302956764,1,200,100,0.0540495,2.49683,98.52,-68.5302956764,192.148547457,189.760909684,0.998344,1346.4507398,-68.5302956764
-115.288,0.6,4873.15976457,1.0,0.01,-81.2281,1.0,0.01,3.50449e-18,0.01,69.4581,-81.2281382808,2,200,100,,1.0,113.69,-81.2281382808,200.0,100.0,1.0,4873.15976457,-81.2281382808
-106.315,0.6,7167.00824283,0.28228,0.0102351,-80.5085,1.14818,0.00139568,3.22877e-06,0.005,64.6879,-86.6633880459,1,200,100,0.132078,2.07009,118.8,-86.6633880459,174.188570171,177.225678198,1.01127,7167.00824283,-86.6633880459
-129.882,0.6,10407.9517937,1.0,0.01,-95.8222,1.0,0.01,3.50449e-18,0.01,101.508,-95.8221950707,2,200,100,,1.0,129.82,-95.8221950707,200.0,100.0,1.0,10407.9517937,-95.8221950707
-106.288,0.6,3775.66695109,0.0960297,0.017339,-78.5862,1.32309,0.000472665,9.24652e-06,0.005,67.229,-74.9597929849,1,200,100,0.381665,3.5227,105.48,-74.9597929849,151.161778231,146.197591976,1.01583,3775.66695109,-74.9597929849
-116.61,0.6,6063.74940391,1.0,0.01,-82.5503,1.0,0.01,3.50449e-18,0.01,77.4798,-82.5502702141,2,200,100,,1.0,114.81,-82.5502702141,200.0,100.0,1.0,6063.74940391,-82.5502702141
-104.368,0.6,4868.85292164,0.0407745,0.0108119,-78.3973,1.16287,0.000212874,4.94644e-06,0.005,65.3975,-80.9686630671,1,200,100,0.181478,2.07094,113.2,-80.9686630671,171.988985958,167.102796911,0.957714,4868.85292164,-80.9686630671
-123.508,0.6,8267.79869929,1.0,0.01,-89.4484,1.0,0.01,3.50449e-18,0.01,90.4717,-89.4484310462,2,200,100,,1.0,122.68,-89.4484310462,200.0,100.0,1.0,8267.79869929,-89.4484310462
-104.17,0.6,2581.5406028,0.779786,0.0134735,-79.3715,1.06026,0.00393971,1.77789e-06,0.005,66.7188,-72.4984847537,1,200,100,0.0696511,2.66682,103.51,-72.4984847537,188.633305937,186.783193139,0.98965,2581.5406028,-72.4984847537
-118.27,0.6,6041.0834244,1.0,0.01,-84.2108,1.0,0.01,3.50449e-18,0.01,77.3348,-84.2107761689,2,200,100,,1.0,116.67,-84.2107761689,200.0,100.0,1.0,6041.0834244,-84.2107761689
-106.077,0.6,6089.09397875,0.418564,0.00808055,-81.3561,1.05362,0.00211941,1.60427e-06,0.005,75.8823,-80.9089436643,1,200,100,0.0625704,1.59583,112.61,-80.9089436643,189.822104458,187.996438588,0.987452,6089.09397875,-80.9089436643
-120.397,0.6,7193.32084984,1.0,0.01,-86.3349,1.0,0.01,3.50449e-18,0.01,84.3883,-86.3348540646,2,200,100,,1.0,118.77,-86.3348540646,200.0,100.0,1.0,7193.32084984,-86.3348540646
-100.464,0.6,3753.5914205,0.000473483,0.0126298,-71.8793,1.40847,2.38263e-06,1.0232e-05,0.005,47.3841,-76.0368448877,1,200,100,0.40407,2.50983,107.03,-76.0368448877,141.997762699,142.122901122,0.993616,3753.5914205,-76.0368448877
-116.113,0.6,6065.55965007,1.0,0.01,-82.0538,1.0,0.01,3.50449e-18,0.01,77.4913,-82.0537849586,2,200,100,,1.0,114.43,-82.0537849586,200.0,100.0,1.0,6065.55965007,-82.0537849586
-105.097,0.6,6002.87070803,0.121026,0.0119918,-78.0832,1.25817,0.000591874,6.33374e-06,0.005,60.2461,-84.7606051263,1,200,100,0.264824,2.45207,117.7,-84.7606051263,158.961451326,159.733864386,1.02239,6002.87070803,-84.7606051263
-110.757,0.6,3738.16966112,1.0,0.01,-76.6993,1.0,0.01,3.50449e-18,0.01,60.8341,-76.699343362,2,200,100,,1.0,108.7,-76.699343362,200.0,100.0,1.0,3738.16966112,-76.699343362
-107.236,0.6,8255.55353214,0.695383,0.00862178,-82.7649,1.03243,0.003479,7.66185e-07,0.005,73.8709,-90.4712143584,1,200,100,0.0306107,1.72332,123.73,-90.4712143584,193.717276641,194.08159619,0.999402,8255.55353214,-90.4712143584
-114.601,0.6,4917.86882865,1.0,0.01,-80.5413,1.0,0.01,3.50449e-18,0.01,69.776,-80.5412588325,2,200,100,,1.0,112.52,-80.5412588325,200.0,100.0,1.0,4917.86882865,-80.5412588325
-98.7699,0.6,2573.92145316,0.302855,0.00848345,-74.1063,1.04875,0.0015259,1.26806e-06,0.005,54.7497,-70.4918602213,1,200,100,0.0499524,1.68376,100.48,-70.4918602213,190.702885161,190.391167047,0.992379,2573.92145316,-70.4918602213
-128.01,0.6,9296.68546413,1.0,0.01,-93.9505,1.0,0.01,3.50449e-18,0.01,95.936,-93.9504913256,2,200,100,,1.0,127.84,-93.9504913256,200.0,100.0,1.0,9296.68546413,-93.9504913256
-109.768,0.6,4921.18811013,0.434064,0.0104749,-84.4551,1.10472,0.002142,2.5266e-06,0.005,77.2938,-80.0255971362,1,200,100,0.103754,2.12269,112.08,-80.0255971362,181.041799755,181.725863795,1.01322,4921.18811013,-80.0255971362
-114.162,0.6,4934.83580449,1.0,0.01,-80.1031,1.0,0.01,3.50449e-18,0.01,69.8963,-80.1030721749,2,200,100,,1.0,112.34,-80.1030721749,200.0,100.0,1.0,4934.83580449,-80.1030721749
-100.25,0.6,3764.83997009,0.115904,0.0124454,-75.2538,1.07723,0.000600568,2.09465e-06,0.005,57.5568,-74.9644991988,1,200,100,0.0780154,2.40185,105.86,-74.9644991988,185.661478976,184.609672633,0.96495,3764.83997009,-74.9644991988
-113.94,0.6,4925.01415205,1.0,0.01,-79.8806,1.0,0.01,3.50449e-18,0.01,69.8267,-79.8806325029,2,200,100,,1.0,111.17,-79.8806325029,200.0,100.0,1.0,4925.01415205,-79.8806325029
-104.155,0.6,7176.1521134,0.104634,0.00947918,-77.7183,1.20498,0.000521147,5.39551e-06,0.005,64.0136,-86.7405104971,1,200,100,0.217498,1.90319,119.38,-86.7405104971,165.97759366,164.644180277,1.00388,7176.1521134,-86.7405104971
-116.521,0.6,6110.64163379,1.0,0.01,-82.4624,1.0,0.01,3.50449e-18,0.01,77.7788,-82.4623804331,2,200,100,,1.0,114.57,-82.4623804331,200.0,100.0,1.0,6110.64163379,-82.4623804331
-105.362,0.6,6036.36044356,0.79333,0.0133115,-80.3907,1.07505,0.00400898,1.32784e-06,0.005,70.1297,-82.6036637107,1,200,100,0.051998,2.63419,114.93,-82.6036637107,186.038065624,189.960903721,0.989442,6036.36044356,-82.6036637107
-121.508,0.6,7130.51668332,1.0,0.01,-87.4485,1.0,0.01,3.50449e-18,0.01,84.0191,-87.4484763722,2,200,100,,1.0,120.61,-87.4484763722,200.0,100.0,1.0,7130.51668332,-87.4484763722
-104.564,0.6,3762.84327309,0.67748,0.0202532,-79.5832,1.07592,0.00336301,2.33109e-06,0.005,65.8313,-75.8721181861,1,200,100,0.0946007,4.08001,107.02,-75.8721181861,185.886893542,183.019883661,1.00725,3762.84327309,-75.8721181861
-128.393,0.6,9274.10079652,1.0,0.01,-94.3335,1.0,0.01,3.50449e-18,0.01,95.8194,-94.3334734972,2,200,100,,1.0,128.64,-94.3334734972,200.0,100.0,1.0,9274.10079652,-94.3334734972
-112.259,0.6,8294.32488414,0.0171043,0.00948339,-85.6959,1.2165,8.51524e-05,5.31188e-06,0.005,85.646,-89.2153504191,1,200,100,0.21432,1.90489,122.16,-89.2153504191,164.405851546,165.096508544,1.00433,8294.32488414,-89.2153504191
-109.768,0.6,3771.2256999,1.0,0.01,-75.7089,1.0,0.01,3.50449e-18,0.01,61.1025,-75.7088782535,2,200,100,,1.0,106.65,-75.7088782535,200.0,100.0,1.0,3771.2256999,-75.7088782535
-109.49,0.6,10317.4317276,0.0675876,0.0121868,-83.494,1.16514,0.000328186,4.34128e-06,0.005,79.8303,-97.1684608473,1,200,100,0.184125,2.50979,132.51,-97.1684608473,171.653766625,170.534457884,1.02971,10317.4317276,-97.1684608473
-124.752,0.6,8228.78796421,1.0,0.01,-90.6931,1.0,0.01,3.50449e-18,0.01,90.258,-90.6930621566,2,200,100,,1.0,124.66,-90.6930621566,200.0,100.0,1.0,8228.78796421,-90.6930621566
-110.071,0.6,6019.13313632,0.456923,0.0108495,-85.1867,1.06759,0.00225597,1.5453e-06,0.005,78.5696,-83.3387135333,1,200,100,0.0633916,2.19744,116.22,-83.3387135333,187.337333951,188.412032478,1.0127,6019.13313632,-83.3387135333
-119.284,0.6,7201.72093626,1.0,0.01,-85.2251,1.0,0.01,3.50449e-18,0.01,84.4376,-85.225086807,2,200,100,,1.0,117.25,-85.225086807,200.0,100.0,1.0,7201.72093626,-85.225086807
