AvgRet,VarDiscRet,MinVanillaIw,IterType,VarJ,MaxNormIw,MinNormIw,MaxVanillaIw,ESSClassic,Bound,AvgVanillaIw,delta,AvgNormIw,AvgEpLen,VanillaAvgRet,J,VarVanillaIw,EpsThisIter,ESSRenyi,AvgDiscRet,renyi2,SamplesThisIter,VarNormIw,BatchSize,VarRet
591.482148189,63440.5021214,,1,24223.2,0.00182361,,315.435,1.91029591255,840.227,1.22885,0.4,7.10429e-06,63.9386189258,591.482148189,165376.0,44.8403,782,nan,591.482148189,nan,50000,1.4987e-09,100,63440.5021214
595.066068542,71286.0477023,,1,16786.1,0.00139057,,271.329,2.09986960553,902.408,1.39511,0.4,7.15001e-06,64.3500643501,595.066068542,175771.0,78.1172,777,nan,595.066068542,nan,50000,2.05184e-09,100,71286.0477023
609.202012935,72888.4338942,,1,18930.0,0.00203415,,479.508,2.64933182144,914.649,1.72543,0.4,7.31957e-06,65.8761528327,609.202012935,191046.0,152.06,759,nan,609.202012935,nan,50000,2.73646e-09,100,72888.4338942
586.825984241,62767.0307394,,1,19100.9,0.00123298,,196.931,2.48052809387,815.433,1.12605,0.4,7.0502e-06,63.4517766497,586.825984241,155566.0,26.568,788,nan,586.825984241,nan,50000,1.04146e-09,100,62767.0307394
591.353535082,65166.0677747,1.99659e-27,1,35120.6,0.00192804,1.15496e-32,333.3,1.84833883903,783.614,1.22812,0.4,7.10429e-06,63.9386189258,591.353535082,169251.0,36.214,782,nan,591.353535082,nan,50000,1.21181e-09,100,65166.0677747
601.014326548,66906.3904009,,1,24944.5,0.00172713,,302.464,1.63778133624,827.521,1.26517,0.4,7.22439e-06,65.0195058518,601.014326548,170212.0,38.7968,769,nan,601.014326548,nan,50000,1.26502e-09,100,66906.3904009
587.342282376,60393.1753675,,1,14171.0,0.00129906,,240.315,2.60819812179,828.432,1.30588,0.4,7.05916e-06,63.5324015248,587.342282376,160484.0,46.4597,787,nan,587.342282376,nan,50000,1.3576e-09,100,60393.1753675
621.582998398,76943.9182651,2.15782e-26,1,14436.2,0.00109462,1.37956e-31,171.213,2.96233497823,874.101,1.16796,0.4,7.46714e-06,67.2043010753,621.582998398,169188.0,24.2607,744,nan,621.582998398,nan,50000,9.91647e-10,100,76943.9182651
622.018660978,65659.7354569,6.42552e-33,1,13511.1,0.00128366,3.76979e-38,218.797,4.03998331284,851.707,1.27447,0.4,7.4772e-06,67.2947510094,622.018660978,168877.0,37.0128,743,nan,622.018660978,nan,50000,1.274e-09,100,65659.7354569
648.440588445,74221.2448707,,1,17266.0,0.00124429,,218.339,2.36609969108,920.882,1.36725,0.4,7.7918e-06,70.126227209,648.440588445,186786.0,54.0891,713,nan,648.440588445,nan,50000,1.75668e-09,100,74221.2448707
648.094789761,78781.0834891,9.14854e-33,1,22612.9,0.00150176,5.39265e-38,254.772,1.58970659514,940.981,1.32187,0.4,7.7918e-06,70.126227209,648.094789761,191251.0,56.1906,713,nan,648.094789761,nan,50000,1.95238e-09,100,78781.0834891
675.93386577,74979.1954437,1.50865e-38,1,13351.6,0.00112622,9.80909e-44,173.097,3.59268907695,912.355,1.24836,0.4,8.12216e-06,73.0994152047,675.93386577,184631.0,34.1186,684,nan,675.93386577,nan,50000,1.4443e-09,100,74979.1954437
656.422672486,77658.7757867,,1,16353.8,0.00328971,,657.382,6.53193130037,956.548,1.57694,0.4,7.89141e-06,71.0227272727,656.422672486,188047.0,109.317,704,nan,656.422672486,nan,50000,2.73758e-09,100,77658.7757867
697.417407048,79283.3945848,2.74374e-37,1,12472.3,0.000989607,1.9408e-42,139.933,2.79113212472,955.547,1.18487,0.4,8.37942e-06,75.4147812971,697.417407048,187756.0,25.8971,663,nan,697.417407048,nan,50000,1.2952e-09,100,79283.3945848
692.734037774,93920.6080504,5.36156e-33,1,23186.7,0.00163313,3.38412e-38,258.742,1.70027653357,973.382,1.31962,0.4,8.32917e-06,74.9625187406,692.734037774,201831.0,48.6436,667,nan,692.734037774,nan,50000,1.93791e-09,100,93920.6080504
726.793937343,89880.717573,,1,19338.6,0.00176929,,269.363,2.6312824653,1004.6,1.32987,0.4,8.73515e-06,78.6163522013,726.793937343,204441.0,46.849,636,nan,726.793937343,nan,50000,2.02125e-09,100,89880.717573
738.496699087,102053.960546,2.70804e-18,1,33076.9,0.000929139,2.22373e-23,113.15,2.52680147475,873.977,1.08248,0.4,8.88889e-06,80.0,738.496699087,187987.0,8.30842,625,nan,738.496699087,nan,50000,5.60236e-10,100,102053.960546
725.22452783,87012.8881459,3.37499e-35,1,15204.7,0.00114439,2.33466e-40,165.433,2.44173126271,980.825,1.26077,0.4,8.72144e-06,78.4929356358,725.22452783,197025.0,31.8045,637,nan,725.22452783,nan,50000,1.52192e-09,100,87012.8881459
730.010653043,92810.9698073,8.26865e-32,1,27002.5,0.00217663,5.95622e-37,302.168,3.76619821912,968.486,1.21839,0.4,8.77655e-06,78.9889415482,730.010653043,202082.0,27.3831,633,nan,730.010653043,nan,50000,1.42087e-09,100,92810.9698073
723.134169735,91295.4268952,2.94112e-37,1,16639.5,0.00133058,1.9422e-42,201.501,2.01021991388,1002.62,1.31663,0.4,8.69414e-06,78.2472613459,723.134169735,201353.0,44.3176,639,nan,723.134169735,nan,50000,1.93243e-09,100,91295.4268952
776.436357332,99928.6720966,5.22131e-37,1,20984.3,0.000893861,4.16186e-42,112.146,2.45859194777,977.743,1.17145,0.4,9.33707e-06,84.0336134454,776.436357332,197192.0,12.8564,595,nan,776.436357332,nan,50000,8.16756e-10,100,99928.6720966
773.562906246,116699.428619,,1,36364.3,0.00658984,,1144.23,2.45871663892,1097.86,1.61582,0.4,9.30579e-06,83.7520938023,773.562906246,248107.0,143.162,597,nan,773.562906246,nan,50000,4.74844e-09,100,116699.428619
736.999567553,88177.3877791,1.7845e-38,1,23270.7,0.00116746,1.52742e-43,135.897,2.81301438952,906.739,1.0314,0.4,8.86054e-06,79.7448165869,736.999567553,183945.0,8.4511,627,nan,736.999567553,nan,50000,6.23707e-10,100,88177.3877791
773.893550881,109881.877131,,1,21640.5,0.0011909,,166.313,1.98127139094,1058.47,1.29958,0.4,9.30579e-06,83.7520938023,773.893550881,217857.0,36.3906,597,nan,773.893550881,nan,50000,1.86592e-09,100,109881.877131
761.23924622,102935.672095,1.38652e-33,1,15777.2,0.00115342,1.12645e-38,141.973,2.71973751469,1041.8,1.12656,0.4,9.15248e-06,82.3723228995,761.23924622,206484.0,21.2479,607,nan,761.23924622,nan,50000,1.40243e-09,100,102935.672095
775.64963736,124135.765472,,1,23448.2,0.00166392,,246.476,1.69345642873,1089.99,1.3831,0.4,9.33707e-06,84.0336134454,775.64963736,224683.0,45.2296,595,nan,775.64963736,nan,50000,2.06129e-09,100,124135.765472
771.001851632,114112.373595,1.57815e-33,1,20920.3,0.00113616,1.10379e-38,162.444,2.23568663116,1068.63,1.32606,0.4,9.27472e-06,83.4724540902,771.001851632,219969.0,35.3321,599,nan,771.001851632,nan,50000,1.7284e-09,100,114112.373595
785.501739785,95397.0205238,,1,13093.3,0.000867778,,127.798,1.6967926259,1064.47,1.39144,0.4,9.44822e-06,85.0340136054,785.501739785,212798.0,40.5464,588,nan,785.501739785,nan,50000,1.86949e-09,100,95397.0205238
762.10736849,89639.7194202,2.77714e-30,1,18204.8,0.00121884,2.03163e-35,166.61,1.3348023208,1022.71,1.25317,0.4,9.16758e-06,82.5082508251,762.10736849,208629.0,34.2675,606,nan,762.10736849,nan,50000,1.83389e-09,100,89639.7194202
814.075988924,98619.5338648,,1,15842.7,0.000975417,,133.589,2.0455217909,1129.33,1.34191,0.4,9.79816e-06,88.1834215168,814.075988924,222480.0,38.3051,567,nan,814.075988924,nan,50000,2.04219e-09,100,98619.5338648
836.747039851,133289.282521,4.85194e-24,1,37495.2,0.00406649,3.73143e-29,528.762,3.31414411106,1114.17,1.30867,0.4,1.00644e-05,90.5797101449,836.747039851,239325.0,48.1933,552,nan,836.747039851,nan,50000,2.8504e-09,100,133289.282521
869.882372298,124985.762485,,1,21313.4,0.00131116,,195.963,1.22371343975,1216.1,1.56369,0.4,1.04624e-05,94.1619585687,869.882372298,254501.0,68.1702,531,nan,869.882372298,nan,50000,3.05182e-09,100,124985.762485
860.984038973,122203.819803,8.03413e-36,1,17375.8,0.00122187,6.41052e-41,153.132,2.4441947015,1175.4,1.29899,0.4,1.03648e-05,93.2835820896,860.984038973,240391.0,31.5575,536,nan,860.984038973,nan,50000,2.00917e-09,100,122203.819803
870.954062087,118580.723013,2.02532e-31,1,26669.9,0.00173818,1.65334e-36,212.926,2.27776776143,1124.33,1.28406,0.4,1.04822e-05,94.3396226415,870.954062087,236752.0,31.4517,530,nan,870.954062087,nan,50000,2.09593e-09,100,118580.723013
851.977382915,135092.431775,2.24929e-37,1,25900.1,0.00194702,1.47136e-42,297.598,1.27393566985,1213.02,1.5667,0.4,1.02501e-05,92.2509225092,851.977382915,258173.0,81.9472,542,nan,851.977382915,nan,50000,3.50765e-09,100,135092.431775
865.321329102,132012.722985,,1,26530.3,0.00152501,,208.797,1.30667112669,1259.22,1.42442,0.4,1.04037e-05,93.6329588015,865.321329102,253586.0,55.3385,534,nan,865.321329102,nan,50000,2.95207e-09,100,132012.722985
840.513160884,128400.769136,6.59406e-37,1,40006.1,0.00184573,5.49169e-42,221.642,1.85679235557,1083.43,1.21517,0.4,1.01194e-05,91.0746812386,840.513160884,241704.0,28.7277,549,nan,840.513160884,nan,50000,1.99221e-09,100,128400.769136
864.746389504,119853.873064,8.43573e-23,1,22879.7,0.0013912,7.69612e-28,152.49,2.22667238792,1137.95,1.14035,0.4,1.04037e-05,93.6329588015,864.746389504,231672.0,17.4167,534,nan,864.746389504,nan,50000,1.44965e-09,100,119853.873064
901.990188627,135452.700547,4.23747e-38,1,27657.6,0.00140175,3.33509e-43,178.129,1.05779955786,1208.42,1.37887,0.4,1.08507e-05,97.65625,901.990188627,256661.0,45.3073,512,nan,901.990188627,nan,50000,2.80569e-09,100,135452.700547
884.899878641,117580.260732,7.55173e-33,1,28725.5,0.00155394,6.25208e-38,187.696,1.48977058036,1141.65,1.28552,0.4,1.06428e-05,95.785440613,884.899878641,242436.0,33.3863,522,nan,884.899878641,nan,50000,2.28836e-09,100,117580.260732
940.550709107,173322.498829,,1,27219.4,0.0017118,,243.381,1.61600541255,1389.09,1.60872,0.4,1.13148e-05,101.83299389,940.550709107,291490.0,81.9209,491,nan,940.550709107,nan,50000,4.05254e-09,100,173322.498829
882.555510257,129735.416757,,1,23464.3,0.00313134,,391.688,1.52012876281,1202.21,1.32873,0.4,1.06225e-05,95.6022944551,882.555510257,247496.0,40.9349,523,nan,882.555510257,nan,50000,2.61622e-09,100,129735.416757
957.92036762,149766.694093,1.16349e-18,1,23244.5,0.00208133,1.1399e-23,212.441,4.06169495205,1253.41,1.17646,0.4,1.1526e-05,103.734439834,957.92036762,263053.0,20.6121,482,nan,957.92036762,nan,50000,1.97845e-09,100,149766.694093
877.557324202,155043.858638,2.15091e-30,1,25914.1,0.00314285,1.37772e-35,490.665,2.49870208849,1333.96,1.64894,0.4,1.05619e-05,95.0570342205,877.557324202,272390.0,104.955,526,nan,877.557324202,nan,50000,4.30602e-09,100,155043.858638
890.328327625,139243.749396,3.50703e-19,1,21191.3,0.00137401,3.05011e-24,157.984,2.89941607324,1179.51,1.23079,0.4,1.07043e-05,96.3391136802,890.328327625,238987.0,20.1951,519,nan,890.328327625,nan,50000,1.52756e-09,100,139243.749396
936.914993421,166226.955256,9.58754e-36,1,36522.4,0.00142699,8.52312e-41,160.521,1.81190046007,1237.49,1.26762,0.4,1.12689e-05,101.419878296,936.914993421,275013.0,26.1152,493,nan,936.914993421,nan,50000,2.06384e-09,100,166226.955256
935.344846878,174564.258312,2.75659e-31,1,25545.0,0.00163044,2.29363e-36,195.954,2.07657952954,1315.36,1.3516,0.4,1.12461e-05,101.214574899,935.344846878,273521.0,34.0762,494,nan,935.344846878,nan,50000,2.35914e-09,100,174564.258312
1017.55514887,236647.112731,2.62452e-37,1,44526.2,0.00243756,2.18743e-42,292.447,1.46765793927,1450.29,1.46813,0.4,1.22369e-05,110.13215859,1017.55514887,326346.0,66.0081,454,nan,1017.55514887,nan,50000,4.58577e-09,100,236647.112731
953.701197783,153276.724915,,1,24090.0,0.00246113,,368.603,1.81672472825,1355.04,1.71912,0.4,1.14784e-05,103.305785124,953.701197783,282651.0,112.967,484,nan,953.701197783,nan,50000,5.03622e-09,100,153276.724915
1005.29485427,158059.380547,2.39004e-21,1,20711.7,0.00120042,2.48405e-26,115.499,2.18515046227,1304.64,1.16455,0.4,1.21036e-05,108.932461874,1005.29485427,266486.0,17.2336,459,nan,1005.29485427,nan,50000,1.8616e-09,100,158059.380547
1012.45518763,201397.574496,,1,29686.1,0.00162528,,175.998,1.41135372737,1431.87,1.3193,0.4,1.21832e-05,109.649122807,1012.45518763,297955.0,36.651,456,nan,1012.45518763,nan,50000,3.12555e-09,100,201397.574496
1015.40227831,180914.944596,3.13552e-26,1,19376.8,0.00115576,3.21885e-31,112.583,1.8379557835,1350.65,1.18939,0.4,1.221e-05,109.89010989,1015.40227831,277680.0,19.0927,455,nan,1015.40227831,nan,50000,2.01211e-09,100,180914.944596
1061.61269332,201294.130832,2.73978e-27,1,30301.8,0.0025658,2.45604e-32,286.222,2.41191326849,1446.04,1.42468,0.4,1.27714e-05,114.942528736,1061.61269332,307542.0,50.6506,435,nan,1061.61269332,nan,50000,4.07027e-09,100,201294.130832
1073.84151431,288265.442796,,1,40559.3,0.0122062,,3356.03,2.65751252143,1707.18,3.55225,0.4,1.29199e-05,116.279069767,1073.84151431,398863.0,2181.7,430,nan,1073.84151431,nan,50000,2.88607e-08,100,288265.442796
1044.30758416,279945.724292,,1,54307.3,0.0504311,,45986.0,2.13580294249,1742.45,11.4613,0.4,1.25691e-05,113.122171946,1044.30758416,439961.0,203635.0,442,nan,1044.30758416,nan,50000,2.44906e-07,100,279945.724292
1089.89046287,298947.438018,,1,94174.0,0.0480738,,10690.2,1.30248126436,1540.69,2.91367,0.4,1.31027e-05,117.924528302,1089.89046287,418914.0,7113.98,424,nan,1089.89046287,nan,50000,1.43865e-07,100,298947.438018
1118.93334624,277946.11975,,1,38123.0,0.00619236,,922.725,5.29085199259,1672.53,2.00444,0.4,1.34517e-05,121.065375303,1118.93334624,361238.0,186.256,413,nan,1118.93334624,nan,50000,8.38836e-09,100,277946.11975
1138.25767739,302363.984347,,1,60647.8,0.117181,,87708.6,3.87984022652,1715.7,10.2421,0.4,1.36836e-05,123.15270936,1138.25767739,430302.0,413127.0,406,nan,1138.25767739,nan,50000,7.37415e-07,100,302363.984347
1175.42241109,406327.567143,,1,70459.8,0.0946152,,57368.2,3.67718424602,1886.3,8.57126,0.4,1.41363e-05,127.226463104,1175.42241109,480850.0,168813.0,393,nan,1175.42241109,nan,50000,4.59183e-07,100,406327.567143
1149.15769148,306884.464767,4.80568e-22,1,63001.7,0.0163905,2.99167e-27,2632.9,1.49587163352,1570.41,2.21995,0.4,1.38198e-05,124.378109453,1149.15769148,390804.0,917.444,402,nan,1149.15769148,nan,50000,3.55547e-08,100,306884.464767
1132.98583391,427103.843194,,1,76720.9,0.0237068,,8898.41,2.0456258357,1849.13,5.11101,0.4,1.36166e-05,122.549019608,1132.98583391,466042.0,12106.3,408,nan,1132.98583391,nan,50000,8.59277e-08,100,427103.843194
1167.14902471,319283.910173,,1,33971.3,0.00315978,,427.18,1.82123114413,1753.05,1.89664,0.4,1.40292e-05,126.262626263,1167.14902471,369223.0,124.926,396,nan,1167.14902471,nan,50000,6.83511e-09,100,319283.910173
1210.34904391,473491.230504,2.12085e-37,1,74913.6,0.0165157,1.01594e-42,3447.7,1.88734146694,1989.84,3.03596,0.4,1.45433e-05,130.890052356,1210.34904391,481990.0,2785.5,382,nan,1210.34904391,nan,50000,6.39206e-08,100,473491.230504
1221.98850808,404975.5223,1.17833e-29,1,44452.9,0.00190626,1.29519e-34,173.427,1.35937045696,1721.9,1.33711,0.4,1.46972e-05,132.275132275,1221.98850808,364121.0,27.196,378,nan,1221.98850808,nan,50000,3.28579e-09,100,404975.5223
1191.79924406,467076.464633,,1,65303.5,0.152459,,161215.0,3.84018386418,2064.0,15.1407,0.4,1.43184e-05,128.865979381,1191.79924406,476059.0,1.34881e+06,388,nan,1191.79924406,nan,50000,1.20628e-06,100,467076.464633
1254.74463981,566136.043709,,1,56224.8,0.0763863,,73899.7,3.20689842856,2385.53,14.6052,0.4,1.50966e-05,135.869565217,1254.74463981,517318.0,383550.0,368,nan,1254.74463981,nan,50000,4.09796e-07,100,566136.043709
1279.663629,388164.010403,3.71796e-24,1,66958.9,0.00636197,3.53447e-29,669.224,1.03129319431,1923.92,1.61883,0.4,1.53893e-05,138.504155125,1279.663629,417691.0,151.619,361,nan,1279.663629,nan,50000,1.37023e-08,100,388164.010403
1248.82010027,389036.971479,7.99403e-20,1,59050.0,0.0544244,6.14034e-25,7085.45,3.11869780926,1800.35,1.95479,0.4,1.5015e-05,135.135135135,1248.82010027,392362.0,2039.59,370,nan,1248.82010027,nan,50000,1.20336e-07,100,389036.971479
1266.03329516,357938.840405,1.75044e-21,1,23235.6,0.00129058,2.09447e-26,107.86,2.02708228072,1747.02,1.27206,0.4,1.52207e-05,136.98630137,1266.03329516,359088.0,18.5834,365,nan,1266.03329516,nan,50000,2.6606e-09,100,357938.840405
1366.85085753,697301.658108,6.05958e-36,1,54252.1,0.0187394,1.25893e-41,9019.39,4.09858952395,2639.72,7.91102,0.4,1.64366e-05,147.928994083,1366.85085753,564491.0,15756.6,338,nan,1366.85085753,nan,50000,6.80173e-08,100,697301.658108
1316.452702,415188.736748,3.42233e-20,1,44554.2,0.00233862,3.49931e-25,228.717,1.07490430104,1869.33,1.54796,0.4,1.58278e-05,142.45014245,1316.452702,389967.0,55.7676,351,nan,1316.452702,nan,50000,5.83045e-09,100,415188.736748
1332.22185912,491188.051148,1.03977e-30,1,41714.1,0.00386317,9.49313e-36,423.129,3.27871422907,2003.56,1.75358,0.4,1.60102e-05,144.09221902,1332.22185912,409327.0,91.016,347,nan,1332.22185912,nan,50000,7.58683e-09,100,491188.051148
1300.60309331,563032.670384,2.56613e-28,1,60740.2,0.0133869,1.91251e-33,1796.2,5.46797671767,2208.75,2.09979,0.4,1.56494e-05,140.845070423,1300.60309331,457446.0,568.508,355,nan,1300.60309331,nan,50000,3.1578e-08,100,563032.670384
1367.20500977,494024.023068,1.45998e-24,1,57911.2,0.00957567,1.3403e-29,1043.07,5.45870856117,2031.26,1.79042,0.4,1.64366e-05,147.928994083,1367.20500977,440396.0,181.586,338,nan,1367.20500977,nan,50000,1.53037e-08,100,494024.023068
