Delta,MaxNormIw,AvgNormIw,AvgEpLen,AvgVanillaIw,AvgDiscRet,VarRet,VarNormIw,VarVanillaIw,ESSRenyi,VarDiscRet,IterType,J,VarJ,MinNormIw,ESSClassic,eRenyi2,EpsThisIter,AvgRet,VanillaAvgRet,MaxVanillaIw,BatchSize,Bound,MinVanillaIw
0.2,0.01294574,0.01,490.41,0.9926271,4903.727307145161,345980.5609623587,4.852724e-06,0.047814302,95.9788925813396,345980.5609623587,1,4969.329,189.63995,0.0020978332,95.41602560415184,1.0418957,100,4903.727307145161,4903.727307145161,1.2850292,100,3948.5962,0.20823662
0.2,0.013553243,0.01,480.61,0.9700143,4805.491280551375,781743.4037900306,7.2879025e-06,0.06857389,95.40780296918771,781743.4037900306,1,4899.3213,647.3154,0.0014302323,93.27050938666284,1.0481323,100,4805.491280551375,4805.491280551375,1.3146839,100,3875.538,0.13873458
0.2,0.0111013865,0.010000002,498.33,0.99223566,4983.149480317463,28225.19873602199,6.365735e-07,0.006267266,99.46804814625534,28225.19873602199,1,4989.1953,107.4031,0.006401685,99.3737162044276,1.005348,100,4983.149480317463,4983.149480317463,1.1015191,100,3986.525,0.635198
0.2,0.010018508,0.01,500.0,1.0001311,4999.949641302057,0.006392820804785438,1.6970304e-10,1.6974773e-06,99.99989271175451,0.006392820804785438,1,4999.95,0.07931005,0.00994617,99.99981691877967,1.0000011,100,4999.949641302057,4999.949641302057,1.0019821,100,3999.9497,0.9947474
0.2,0.010006399,0.01,500.0,0.9999524,4999.9501001322105,0.004698446652113579,1.2006794e-11,1.2005354e-07,99.99998807907247,0.004698446652113579,1,4999.95,0.06818032,0.009987324,99.99997711073064,1.0000001,100,4999.9501001322105,4999.9501001322105,1.0005922,100,3999.9502,0.9986848
0.2,0.01087333,0.01,497.96,0.99486727,4979.444976110995,42023.63027038156,1.1299221e-06,0.011183525,99.1562987404824,42023.63027038156,1,4991.653,82.99567,0.004044556,98.89375120212947,1.0085088,100,4979.444976110995,4979.444976110995,1.081752,100,3987.4075,0.40237963
0.2,0.01195316,0.01,496.31,1.0058016,4962.931947466814,136933.43906072204,1.5868937e-06,0.016053602,98.52330286590656,136933.43906072204,1,4982.7993,171.44965,0.00463114,98.45326636708424,1.0149883,100,4962.931947466814,4962.931947466814,1.2022507,100,3975.333,0.46580076
0.2,0.011652549,0.01,495.45,0.99983454,4954.228130917875,162146.10948153734,1.386258e-06,0.013857992,98.46916664123339,162146.10948153734,1,4972.58,233.84155,0.0057654474,98.64616163600384,1.0155463,100,4954.228130917875,4954.228130917875,1.1650621,100,3964.837,0.57644933
0.2,0.011343012,0.010000002,496.62,1.0084834,4966.030223822445,114976.7662769332,1.4821401e-06,0.0150739355,98.56198985853244,114976.7662769332,1,4986.1523,138.01677,0.004066208,98.55390490669235,1.0145899,100,4966.030223822445,4966.030223822445,1.1439239,100,3978.8838,0.4100703
0.2,0.0100214025,0.01,500.0,1.0001552,4999.945312870341,0.0023379440032978574,6.07664e-11,6.078549e-07,99.99996423722592,0.0023379440032978574,1,4999.946,0.048083372,0.009976118,99.99994278844812,1.0000004,100,4999.945312870341,4999.945312870341,1.0022959,100,3999.9458,0.9977667
0.2,0.01,0.009999998,500.0,1.0,4999.954014381925,0.0030800176203078533,3.5044917e-18,,100.0,0.0030800176203078533,1,4999.954,0.05521347,0.01,100.0,1.0,100,4999.954014381925,4999.954014381925,1.0,100,3999.954,1.0
0.2,0.010858216,0.010000002,498.49,1.0047469,4984.73392730591,23153.283414369325,2.7153445e-07,0.0027411848,99.64137406756308,23153.283414369325,1,4988.7563,111.684525,0.0073570996,99.73189141846558,1.0035992,100,4984.73392730591,4984.73392730591,1.090976,100,3986.9585,0.7392023
0.2,0.010014871,0.010000002,500.0,1.00005,4999.950220672676,0.002428294808580537,1.6606556e-11,1.6607636e-07,99.99998807907247,0.002428294808580537,1,4999.9507,0.049023073,0.009990187,99.99998092746951,1.0000001,100,4999.950220672676,4999.950220672676,1.0015372,100,3999.9507,0.9990687
0.2,0.010004592,0.01,500.0,1.0000366,4999.952820569002,0.0027307359266132403,8.815016e-12,8.815823e-08,99.99998807907247,0.0027307359266132403,1,4999.953,0.051986787,0.009988917,100.00000381455797,1.0000001,100,4999.952820569002,4999.952820569002,1.0004958,100,3999.9531,0.9989282
0.2,0.010001096,0.01,500.0,1.0000054,4999.946216127829,0.004186020794710288,3.4937737e-13,3.4935506e-09,100.0,0.004186020794710288,1,4999.947,0.064360335,0.0099979425,99.99999618532351,1.0,100,4999.946216127829,4999.946216127829,1.000115,100,3999.9468,0.99979967
0.2,0.01,0.009999998,500.0,1.0,4999.962120971812,0.0018549185114347722,3.5044917e-18,,100.0,0.0018549185114347722,1,4999.9624,0.042835012,0.01,100.0,1.0,100,4999.962120971812,4999.962120971812,1.0,100,3999.9624,1.0
0.2,0.011477063,0.009999999,497.27,1.0029391,4972.548619850016,75095.28221937236,1.2865969e-06,0.012941711,98.93565779895674,75095.28221937236,1,4987.6973,122.637375,0.004472592,98.74228395408348,1.0107579,100,4972.548619850016,4972.548619850016,1.1510797,100,3982.3328,0.44857377
0.2,0.010008505,0.010000002,500.0,0.99996984,4999.926122010323,0.035722241201099736,4.1261397e-11,4.1258264e-07,99.99998807907247,0.035722241201099736,1,4999.927,0.18751998,0.009965869,99.99992370379907,1.0000001,100,4999.926122010323,4999.926122010323,1.0008203,100,3999.9268,0.9965569
0.2,0.01000169,0.009999999,500.0,0.9999962,4999.943252682128,0.004067159393122239,4.274972e-13,4.274766e-09,100.0,0.004067159393122239,1,4999.944,0.06344641,0.00999843,100.00001907356182,1.0,100,4999.943252682128,4999.943252682128,1.0001652,100,3999.9438,0.9998392
0.2,0.01,0.009999998,500.0,1.0,4999.939645506774,0.004224400774931183,3.5044917e-18,,100.0,0.004224400774931183,1,4999.9395,0.06469459,0.01,100.0,1.0,100,4999.939645506774,4999.939645506774,1.0,100,3999.9395,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.944061421349,0.005155074583543384,3.5044917e-18,,100.0,0.005155074583543384,1,4999.9443,0.07146176,0.01,100.0,1.0,100,4999.944061421349,4999.944061421349,1.0,100,3999.9443,1.0
0.2,0.011488233,0.010000002,495.9,1.0028565,4958.81702610723,168971.75204456667,2.422111e-06,0.024359684,98.27357741792824,168971.75204456667,1,4989.087,108.6225,0.0026359407,97.65823899709012,1.0175675,100,4958.81702610723,4958.81702610723,1.1521049,100,3980.3413,0.26434702
0.2,0.011447784,0.01,496.1,1.0101441,4960.849453188863,152908.812811033,1.89806e-06,0.019367635,98.43661642436953,152908.812811033,1,4989.803,101.765366,0.0025959802,98.15559516550778,1.0158821,100,4960.849453188863,4960.849453188863,1.1563911,100,3981.8936,0.2622314
0.2,0.010018209,0.01,500.0,0.99999076,4999.95432550175,0.0021077134508229248,5.7949676e-11,5.7948944e-07,99.99995231630692,0.0021077134508229248,1,4999.955,0.045694508,0.009982419,99.99994659376665,1.0000005,100,4999.95432550175,4999.95432550175,1.0018116,100,3999.9548,0.9982327
0.2,0.010010361,0.01,500.0,1.0000068,4999.9578571394495,0.0024547087886975863,3.0571393e-11,3.057162e-07,99.99997615814777,0.0024547087886975863,1,4999.9585,0.049280398,0.009976991,99.99996566796656,1.0000002,100,4999.9578571394495,4999.9578571394495,1.0010428,100,3999.9585,0.99770594
0.2,0.01,0.009999998,500.0,1.0,4999.952991312592,0.001849456273627345,3.5044917e-18,,100.0,0.001849456273627345,1,4999.953,0.042810183,0.01,100.0,1.0,100,4999.952991312592,4999.952991312592,1.0,100,3999.9531,1.0
0.2,0.010008165,0.009999999,500.0,1.000038,4999.954443213821,0.0018628389312789577,2.3583987e-11,2.3585874e-07,99.99997615814777,0.0018628389312789577,1,4999.9546,0.042930536,0.009983152,99.99998474179357,1.0000002,100,4999.954443213821,4999.954443213821,1.0008546,100,3999.9546,0.9983532
0.2,0.010001074,0.010000002,500.0,1.0000026,4999.951819818463,0.0025354631890678442,6.5735476e-13,6.573294e-09,100.0,0.0025354631890678442,1,4999.9526,0.050095566,0.009996555,99.99998092656733,1.0,100,4999.951819818463,4999.951819818463,1.00011,100,3999.9526,0.99965817
0.2,0.010009906,0.010000002,500.0,0.9998854,4999.955793443769,0.0018392596501197577,3.069655e-11,3.0689128e-07,99.99998807907247,0.0018392596501197577,1,4999.9565,0.04269214,0.009981898,99.99995040327053,1.0000001,100,4999.955793443769,4999.955793443769,1.000876,100,3999.9565,0.9980754
0.2,0.012380845,0.01,495.01,0.9686476,4949.950283149603,249994.9807182895,2.4222734e-06,0.022727663,98.14995824131954,249994.9807182895,1,4972.848,270.9222,0.0054201297,97.6581088385385,1.0188491,100,4949.950283149603,4949.950283149603,1.1992676,100,3963.4675,0.5250196
0.2,0.011183061,0.009999999,497.84,0.9767849,4978.151806135387,28573.991043979364,1.939358e-06,0.018503582,99.10974285201523,28573.991043979364,1,4990.3164,77.16778,0.0038419901,98.11620555995417,1.0089825,100,4978.151806135387,4978.151806135387,1.0923445,100,3985.8352,0.37527978
0.2,0.01,0.009999998,500.0,1.0,4999.954138787516,0.0019326748363545864,3.5044917e-18,,100.0,0.0019326748363545864,1,4999.954,0.043736156,0.01,100.0,1.0,100,4999.954138787516,4999.954138787516,1.0,100,3999.954,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.955414125704,0.0024040220564029084,3.5044917e-18,,100.0,0.0024040220564029084,1,4999.9556,0.04879432,0.01,100.0,1.0,100,4999.955414125704,4999.955414125704,1.0,100,3999.9556,1.0
0.2,0.010035363,0.010000003,500.0,0.9999832,4999.955162625031,0.002520587726163595,1.1603432e-10,1.1603033e-06,99.99994039539075,0.002520587726163595,1,4999.9556,0.049960636,0.009986917,99.99984740972282,1.0000006,100,4999.955162625031,4999.955162625031,1.0035194,100,3999.9553,0.99867487
0.2,0.01,0.009999998,500.0,1.0,4999.953171443043,0.0028718941606365555,3.5044917e-18,,100.0,0.0028718941606365555,1,4999.9536,0.053325742,0.01,100.0,1.0,100,4999.953171443043,4999.953171443043,1.0,100,3999.9536,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.961398430129,0.0015622304605026254,3.5044917e-18,,100.0,0.0015622304605026254,1,4999.9614,0.039328955,0.01,100.0,1.0,100,4999.961398430129,4999.961398430129,1.0,100,3999.9614,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.943806795106,0.002899944750403866,3.5044917e-18,,100.0,0.002899944750403866,1,4999.944,0.053577315,0.01,100.0,1.0,100,4999.943806795106,4999.943806795106,1.0,100,3999.9438,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.951732899517,0.0021141286836784496,3.5044917e-18,,100.0,0.0021141286836784496,1,4999.9517,0.045762636,0.01,100.0,1.0,100,4999.951732899517,4999.951732899517,1.0,100,3999.9517,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.945528477273,0.003326905710421804,3.5044917e-18,,100.0,0.003326905710421804,1,4999.946,0.057390664,0.01,100.0,1.0,100,4999.945528477273,4999.945528477273,1.0,100,3999.9458,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.956180754138,0.0021958958765949926,3.5044917e-18,,100.0,0.0021958958765949926,1,4999.9565,0.046638273,0.01,100.0,1.0,100,4999.956180754138,4999.956180754138,1.0,100,3999.9565,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.937130867484,0.00501825334419837,3.5044917e-18,,100.0,0.00501825334419837,1,4999.9375,0.07048953,0.01,100.0,1.0,100,4999.937130867484,4999.937130867484,1.0,100,3999.9375,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.94334609603,0.0035394765727023887,3.5044917e-18,,100.0,0.0035394765727023887,1,4999.9434,0.05918905,0.01,100.0,1.0,100,4999.94334609603,4999.94334609603,1.0,100,3999.9434,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.950334570351,0.0027767566665469626,3.5044917e-18,,100.0,0.0027767566665469626,1,4999.95,0.052433267,0.01,100.0,1.0,100,4999.950334570351,4999.950334570351,1.0,100,3999.9502,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.956454496079,0.0027508873847801726,3.5044917e-18,,100.0,0.0027508873847801726,1,4999.9565,0.052217588,0.01,100.0,1.0,100,4999.956454496079,4999.956454496079,1.0,100,3999.9565,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.95281241474,0.002673660222855863,3.5044917e-18,,100.0,0.002673660222855863,1,4999.9526,0.05144142,0.01,100.0,1.0,100,4999.95281241474,4999.95281241474,1.0,100,3999.9526,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.94176647946,0.015041025304352213,3.5044917e-18,,100.0,0.015041025304352213,1,4999.942,0.12205727,0.01,100.0,1.0,100,4999.94176647946,4999.94176647946,1.0,100,3999.942,1.0
0.2,0.010008496,0.009999999,500.0,0.9999796,4999.961172046741,0.001978539165728168,5.0748246e-11,5.074613e-07,99.99998807907247,0.001978539165728168,1,4999.9614,0.044239864,0.009953885,99.99996948180718,1.0000001,100,4999.961172046741,4999.961172046741,1.0008292,100,3999.9614,0.9953683
0.2,0.01,0.009999998,500.0,1.0,4999.946958434593,0.0020535031718889067,3.5044917e-18,,100.0,0.0020535031718889067,1,4999.947,0.045105346,0.01,100.0,1.0,100,4999.946958434593,4999.946958434593,1.0,100,3999.9468,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.960069340959,0.0023080400147530455,3.5044917e-18,,100.0,0.0023080400147530455,1,4999.96,0.047790438,0.01,100.0,1.0,100,4999.960069340959,4999.960069340959,1.0,100,3999.96,1.0
0.2,0.010008152,0.01,500.0,0.99999136,4999.951137106442,0.0025435509708361436,1.3808453e-11,1.3808243e-07,99.99998807907247,0.0025435509708361436,1,4999.9517,0.050180897,0.009985321,99.99999237054013,1.0000001,100,4999.951137106442,4999.951137106442,1.0008066,100,3999.9517,0.9985235
0.2,0.01,0.009999998,500.0,1.0,4999.953897140901,0.0032128668192743554,3.5044917e-18,,100.0,0.0032128668192743554,1,4999.954,0.056414343,0.01,100.0,1.0,100,4999.953897140901,4999.953897140901,1.0,100,3999.954,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.941796164079,0.004072444737336529,3.5044917e-18,,100.0,0.004072444737336529,1,4999.942,0.06349917,0.01,100.0,1.0,100,4999.941796164079,4999.941796164079,1.0,100,3999.942,1.0
0.2,0.010013058,0.010000002,500.0,0.9999562,4999.946603440557,0.003202356654305394,3.2806275e-11,3.2803456e-07,99.99997615814777,0.003202356654305394,1,4999.9473,0.05628518,0.009980191,99.99995803650559,1.0000002,100,4999.946603440557,4999.946603440557,1.001262,100,3999.9473,0.99797535
0.2,0.01,0.009999998,500.0,1.0,4999.938534810252,0.0036193580419706436,3.5044917e-18,,100.0,0.0036193580419706436,1,4999.9385,0.059857864,0.01,100.0,1.0,100,4999.938534810252,4999.938534810252,1.0,100,3999.9385,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.95963559928,0.0020203396408946554,3.5044917e-18,,100.0,0.0020203396408946554,1,4999.9595,0.04472558,0.01,100.0,1.0,100,4999.95963559928,4999.95963559928,1.0,100,3999.9595,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.946910456317,0.0035415273199474366,3.5044917e-18,,100.0,0.0035415273199474366,1,4999.9473,0.059233665,0.01,100.0,1.0,100,4999.946910456317,4999.946910456317,1.0,100,3999.9473,1.0
0.2,0.010010634,0.01,500.0,1.0000437,4999.951912085207,0.002631161317998732,3.998128e-11,3.9985085e-07,99.99996423722592,0.002631161317998732,1,4999.952,0.05100236,0.0099825775,99.99996948376292,1.0000004,100,4999.951912085207,4999.951912085207,1.0011071,100,3999.9521,0.9983014
0.2,0.010002485,0.01,500.0,0.99999857,4999.9579673062135,0.002203090276763807,8.0201357e-13,8.020443e-09,100.0,0.002203090276763807,1,4999.9585,0.04667075,0.0099974675,99.99999618529732,1.0,100,4999.9579673062135,4999.9579673062135,1.000247,100,3999.9585,0.9997453
0.2,0.010011182,0.01,500.0,0.99998885,4999.9501171561915,0.00342782524291375,1.612832e-11,1.6127838e-07,99.99998807907247,0.00342782524291375,1,4999.9507,0.05820998,0.009987162,99.99996566735102,1.0000001,100,4999.9501171561915,4999.9501171561915,1.0011071,100,3999.9507,0.99870515
0.2,0.010017914,0.01,500.0,1.0000995,4999.951150580732,0.0027174845474493346,5.7725012e-11,5.7736713e-07,99.99996423722592,0.0027174845474493346,1,4999.9517,0.051852446,0.009982152,99.99992371369368,1.0000004,100,4999.951150580732,4999.951150580732,1.0018911,100,3999.9517,0.9983146
0.2,0.01,0.009999998,500.0,1.0,4999.944578521402,0.0024839180975339543,3.5044917e-18,,100.0,0.0024839180975339543,1,4999.945,0.04958366,0.01,100.0,1.0,100,4999.944578521402,4999.944578521402,1.0,100,3999.9448,1.0
0.2,0.01000688,0.01,500.0,0.99997175,4999.951290202341,0.00290879558701616,1.3702423e-11,1.3701802e-07,99.99998807907247,0.00290879558701616,1,4999.9517,0.053674184,0.009990056,99.99998092597797,1.0000001,100,4999.951290202341,4999.951290202341,1.0006598,100,3999.9517,0.99897736
0.2,0.010008115,0.010000002,500.0,0.9999929,4999.945948651751,0.004632470949508569,1.7264865e-11,1.7264412e-07,99.99998807907247,0.004632470949508569,1,4999.9463,0.06769456,0.00998527,99.99995422332373,1.0000001,100,4999.945948651751,4999.945948651751,1.0008044,100,3999.9463,0.99851996
0.2,0.010002764,0.010000002,500.0,0.9999969,4999.9428856766435,0.0024191469875192036,5.63597e-13,5.6358256e-09,100.0,0.0024191469875192036,1,4999.9434,0.048936546,0.009997954,99.99998474116495,1.0,100,4999.9428856766435,4999.9428856766435,1.0002732,100,3999.9434,0.9997922
0.2,0.01,0.009999998,500.0,1.0,4999.95120402025,0.0026162210747932377,3.5044917e-18,,100.0,0.0026162210747932377,1,4999.9517,0.050881412,0.01,100.0,1.0,100,4999.95120402025,4999.95120402025,1.0,100,3999.9517,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.951848996816,0.0019937769994381317,3.5044917e-18,,100.0,0.0019937769994381317,1,4999.952,0.04445532,0.01,100.0,1.0,100,4999.951848996816,4999.951848996816,1.0,100,3999.9521,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.953995673294,0.0017427041489031683,3.5044917e-18,,100.0,0.0017427041489031683,1,4999.954,0.041531842,0.01,100.0,1.0,100,4999.953995673294,4999.953995673294,1.0,100,3999.954,1.0
0.2,0.0100081945,0.010000002,500.0,1.0000036,4999.9422127525295,0.0024168579548225393,2.222665e-11,2.2226651e-07,99.99997615814777,0.0024168579548225393,1,4999.943,0.048916303,0.009987275,99.99995422381268,1.0000002,100,4999.9422127525295,4999.9422127525295,1.000823,100,3999.9429,0.99873114
0.2,0.010801391,0.01,498.96,0.9878611,4989.446764910504,11024.239520675961,6.598228e-07,0.0064390097,99.61117882259286,11024.239520675961,1,4994.6504,52.967125,0.005044722,99.35100290330713,1.0039034,100,4989.446764910504,4989.446764910504,1.0670273,100,3992.7007,0.49834847
0.2,0.010001604,0.01,500.0,0.9999908,4999.950842422432,0.0029359903517449455,6.001863e-13,6.0019025e-09,100.0,0.0029359903517449455,1,4999.951,0.053880874,0.009997551,100.0,1.0,100,4999.950842422432,4999.950842422432,1.0001513,100,3999.9512,0.999746
0.2,0.0100023765,0.01,500.0,1.0000067,4999.949882692016,0.002257410425078724,7.3378077e-13,7.3380795e-09,100.0,0.002257410425078724,1,4999.95,0.047257375,0.009998023,99.99999237065654,1.0,100,4999.949882692016,4999.949882692016,1.0002443,100,3999.9502,0.99980885
0.2,0.01,0.009999998,500.0,1.0,4999.954428283301,0.002001300344140416,3.5044917e-18,,100.0,0.002001300344140416,1,4999.9546,0.04454038,0.01,100.0,1.0,100,4999.954428283301,4999.954428283301,1.0,100,3999.9546,1.0
0.2,0.0100033935,0.01,500.0,0.9999494,4999.954796947643,0.002138916743916824,3.80216e-12,3.801874e-08,100.0,0.002138916743916824,1,4999.955,0.045992453,0.009990845,100.00001144467169,1.0,100,4999.954796947643,4999.954796947643,1.0002887,100,3999.955,0.9990339
0.2,0.011049437,0.010000002,497.71,0.99370104,4976.947201368484,52901.095613894715,1.7948053e-06,0.017722657,99.06745404703969,52901.095613894715,1,4993.6963,62.65451,0.0027176482,98.25413547314648,1.0094132,100,4976.947201368484,4976.947201368484,1.0979837,100,3989.0007,0.27005297
0.2,0.01,0.009999998,500.0,1.0,4999.958896161684,0.0019386377923899627,3.5044917e-18,,100.0,0.0019386377923899627,1,4999.959,0.043785136,0.01,100.0,1.0,100,4999.958896161684,4999.958896161684,1.0,100,3999.959,1.0
0.2,0.010009734,0.01,500.0,0.99999285,4999.949706551855,0.0022643035606267417,1.2253729e-11,1.2253601e-07,99.99998807907247,0.0022643035606267417,1,4999.95,0.047341462,0.009989899,99.9999771116562,1.0000001,100,4999.949706551855,4999.949706551855,1.0009662,100,3999.9502,0.9989827
0.2,0.010000593,0.01,500.0,1.0000029,4999.944646601939,0.014935462388150881,2.5834253e-13,2.5834994e-09,100.0,0.014935462388150881,1,4999.9453,0.12156079,0.009997126,100.00000762937285,1.0,100,4999.944646601939,4999.944646601939,1.0000622,100,3999.9453,0.9997155
0.2,0.010016515,0.01,500.0,0.9999915,4999.9501249677305,0.0026806173138861286,9.782801e-11,9.782625e-07,99.99997615814777,0.0026806173138861286,1,4999.9507,0.05149037,0.009948352,99.99989318764942,1.0000002,100,4999.9501249677305,4999.9501249677305,1.001643,100,3999.9507,0.99482673
0.2,0.010000218,0.010000002,500.0,0.9999981,4999.937432109787,0.04681621556940911,6.063599e-14,6.061413e-10,100.0,0.04681621556940911,1,4999.9385,0.2152461,0.009998201,99.99998092648002,1.0,100,4999.937432109787,4999.937432109787,1.0000199,100,3999.9385,0.99981827
0.2,0.01000956,0.010000002,500.0,0.9999848,4999.953880120091,0.002348929577249932,1.9841169e-11,1.9840839e-07,99.99997615814777,0.002348929577249932,1,4999.9546,0.04820553,0.009985426,99.99997711147283,1.0000002,100,4999.953880120091,4999.953880120091,1.0009408,100,3999.9546,0.9985275
0.2,0.010010862,0.010000002,500.0,1.000055,4999.954117607317,0.002150335367470831,2.4931543e-11,2.4934056e-07,99.99997615814777,0.002150335367470831,1,4999.9546,0.046101287,0.009990069,99.99994278270862,1.0000002,100,4999.954117607317,4999.954117607317,1.0011412,100,3999.9546,0.99906176
0.2,0.010019547,0.010000002,500.0,1.0000652,4999.954647110032,0.00240581388973974,3.6459592e-11,3.6464255e-07,99.99997615814777,0.00240581388973974,1,4999.955,0.048788592,0.009987323,99.9999465977391,1.0000002,100,4999.954647110032,4999.954647110032,1.00202,100,3999.955,0.99879736
0.2,0.010002256,0.010000002,500.0,1.0000057,4999.948145471824,0.0032948588333221738,8.945242e-13,8.9447365e-09,100.0,0.0032948588333221738,1,4999.9487,0.05715279,0.00999748,99.99998092662554,1.0,100,4999.948145471824,4999.948145471824,1.0002314,100,3999.9487,0.99975365
0.2,0.01,0.009999998,500.0,1.0,4999.953645671313,0.0026473772258469373,3.5044917e-18,,100.0,0.0026473772258469373,1,4999.9536,0.051198587,0.01,100.0,1.0,100,4999.953645671313,4999.953645671313,1.0,100,3999.9536,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.952165550576,0.0039029228830748976,3.5044917e-18,,100.0,0.0039029228830748976,1,4999.952,0.062153485,0.01,100.0,1.0,100,4999.952165550576,4999.952165550576,1.0,100,3999.9521,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.956591633673,0.0027966540114554876,3.5044917e-18,,100.0,0.0027966540114554876,1,4999.9565,0.0526381,0.01,100.0,1.0,100,4999.956591633673,4999.956591633673,1.0,100,3999.9565,1.0
0.2,0.010016527,0.01,500.0,0.9999174,4999.945248889028,0.0029373855522611464,6.810873e-11,6.809752e-07,99.99996423722592,0.0029373855522611464,1,4999.946,0.05389824,0.009976641,99.99991606977814,1.0000004,100,4999.945248889028,4999.945248889028,1.00157,100,3999.9458,0.99758166
0.2,0.01,0.009999998,500.0,1.0,4999.9504383640115,0.0017342153673076401,3.5044917e-18,,100.0,0.0017342153673076401,1,4999.9507,0.041425247,0.01,100.0,1.0,100,4999.9504383640115,4999.9504383640115,1.0,100,3999.9507,1.0
0.2,0.01,0.009999998,500.0,1.0,4999.9518534743665,0.004524537597723196,3.5044917e-18,,100.0,0.004524537597723196,1,4999.9517,0.06694859,0.01,100.0,1.0,100,4999.9518534743665,4999.9518534743665,1.0,100,3999.9517,1.0
