Delta,AvgDiscRet,VarNormIw,VarRet,AvgRet,ESSRenyi,VarDiscRet,AvgNormIw,IterType,MaxVanillaIw,VanillaAvgRet,MinVanillaIw,ESSClassic,VarJ,Bound,MaxNormIw,eRenyi2,VarVanillaIw,AvgEpLen,J,MinNormIw,BatchSize,EpsThisIter,AvgVanillaIw
0.7,-86.6613467726,3.50449e-18,7148.02737279,-86.6613467726,300.0,7148.02737279,0.01,2,1.0,-86.6613467726,1.0,100.0,84.1222,-113.97,0.01,1.0,,119.71,-86.6613,0.01,300,100,1.0
0.7,-88.7409955342,2.1793e-19,8320.2279156,-88.7409955342,300.0,8320.2279156,0.005,2,1.0,-88.7409955342,1.0,200.000000102,87.5092,-107.011,0.005,1.0,,120.97,-87.7012,0.005,300,100,1.0
0.7,-84.9505800779,0.000333318,7215.91978926,-84.9505800779,186.103971957,7215.91978926,0.00333333,1,121.574,-84.9505800779,0.113014,9.70918208089,55.6331,-86.3606,0.159945,1.612,192.575,116.86,-66.3427,0.000148683,300,100,2.53367
0.7,-93.6740387429,3.50449e-18,10527.448473,-93.6740387429,300.0,10527.448473,0.01,2,1.0,-93.6740387429,1.0,100.0,102.089,-120.982,0.01,1.0,,126.5,-93.674,0.01,300,100,1.0
0.7,-76.9640233424,2.1793e-19,3749.37556646,-76.9640233424,300.0,3749.37556646,0.005,2,1.0,-76.9640233424,1.0,200.000000102,84.4798,-104.629,0.005,1.0,,108.09,-85.319,0.005,300,100,1.0
0.7,-97.8465073359,2.65814e-06,7215.91978926,-84.9505800779,331.589681976,11544.3924728,0.00333333,,8.84844,-84.9505800779,0.00822542,242.24131538,85.8239,-103.754,0.0204736,1.20631,0.496502,116.86,-86.4371,1.90321e-05,400,100,1.44062
0.7,-86.3918122615,0.000194491,7176.62382612,-86.3918122615,243.296433535,7176.62382612,0.0025,1,128.77,-86.3918122615,0.00567236,12.4841070336,73.2455,-89.0067,0.147556,1.64408,148.119,118.81,-71.499,6.49992e-06,400,100,2.18171
0.7,-77.9833946744,3.50449e-18,4934.43033694,-77.9833946744,400.0,4934.43033694,0.01,2,1.0,-77.9833946744,1.0,100.0,69.8934,-105.292,0.01,1.0,,108.92,-77.9834,0.01,400,100,1.0
0.7,-92.4510200843,2.1793e-19,9348.52288097,-92.4510200843,400.0,9348.52288097,0.005,2,1.0,-92.4510200843,1.0,200.000000102,84.3943,-104.527,0.005,1.0,,125.7,-85.2172,0.005,400,100,1.0
0.7,-78.0335330001,5.43914e-20,4951.54101647,-78.0335330001,400.0,4951.54101647,0.00333333,2,1.0,-78.0335330001,1.0,299.999969474,79.9608,-98.5892,0.00333333,1.0,,108.75,-82.8227,0.00333333,400,100,1.0
0.7,-73.91913985,1.97694e-06,3799.57182942,-73.91913985,314.374527915,3799.57182942,0.0025,1,1.82759,-73.91913985,0.00315026,304.062605281,67.0211,-89.6866,0.00419081,1.27237,0.375972,103.64,-74.2847,7.22379e-06,400,100,1.09024
0.7,-74.7345756334,3.50449e-18,3807.95922634,-74.7345756334,400.0,3807.95922634,0.01,2,1.0,-74.7345756334,1.0,100.0,61.3993,-102.042,0.01,1.0,,104.98,-74.7346,0.01,400,100,1.0
0.7,-80.8359668314,2.1793e-19,6147.34195517,-80.8359668314,400.0,6147.34195517,0.005,2,1.0,-80.8359668314,1.0,200.000000102,70.2651,-97.0952,0.005,1.0,,111.64,-77.7853,0.005,400,100,1.0
0.7,-80.9650316286,5.43914e-20,6156.3310585,-80.9650316286,400.0,6156.3310585,0.00333333,2,1.0,-80.9650316286,1.0,299.999969474,72.9746,-94.6117,0.00333333,1.0,,111.81,-78.8452,0.00333333,400,100,1.0
0.7,-71.5541487634,9.3382e-05,2577.71250983,-71.5541487634,239.719838458,2577.71250983,0.0025,1,61.9277,-71.5541487634,0.00151178,25.1512753123,38.2874,-84.5988,0.077762,1.66861,59.2242,101.39,-66.9611,1.89833e-06,400,100,1.99094
0.7,-74.6410042585,3.50449e-18,3804.96449789,-74.6410042585,400.0,3804.96449789,0.01,2,1.0,-74.6410042585,1.0,100.0,61.3752,-101.949,0.01,1.0,,105.43,-74.641,0.01,400,100,1.0
0.7,-74.1390716204,2.1793e-19,3794.01001612,-74.1390716204,400.0,3794.01001612,0.005,2,1.0,-74.1390716204,1.0,200.000000102,61.3315,-93.6999,0.005,1.0,,104.12,-74.39,0.005,400,100,1.0
0.7,-72.359699299,5.43914e-20,2615.99147083,-72.359699299,400.0,2615.99147083,0.00333333,2,1.0,-72.359699299,1.0,299.999969474,58.068,-89.4797,0.00333333,1.0,,102.19,-73.7133,0.00333333,400,100,1.0
0.7,-86.3196130185,9.81788e-06,7157.8858098,-86.3196130185,317.272111465,7157.8858098,0.0025,1,6.88748,-86.3196130185,0.335644,155.827840279,47.0953,-87.2744,0.0138641,1.26075,2.42302,118.79,-71.9431,0.000675629,400,100,1.24197
0.7,-70.8091408236,3.50449e-18,2573.62698122,-70.8091408236,400.0,2573.62698122,0.01,2,1.0,-70.8091408236,1.0,100.0,50.4766,-98.1173,0.01,1.0,,100.76,-70.8091,0.01,400,100,1.0
0.7,-77.436145623,2.1793e-19,4969.76628749,-77.436145623,400.0,4969.76628749,0.005,2,1.0,-77.436145623,1.0,200.000000102,61.1961,-93.4324,0.005,1.0,,107.91,-74.1226,0.005,400,100,1.0
0.7,-66.4519830064,5.43914e-20,1343.21857059,-66.4519830064,400.0,1343.21857059,0.00333333,2,1.0,-66.4519830064,1.0,299.999969474,54.3413,-87.3321,0.00333333,1.0,,95.41,-71.5658,0.00333333,400,100,1.0
0.7,-75.0017122124,2.55632e-06,3745.30208033,-75.0017122124,352.522397975,3745.30208033,0.0025,1,12.3585,-75.0017122124,0.774437,284.093522449,49.0776,-84.9916,0.0291946,1.13468,0.458083,105.94,-70.447,0.00182945,400,100,1.05829
0.7,-70.6512051435,3.50449e-18,2589.28065749,-70.6512051435,400.0,2589.28065749,0.01,2,1.0,-70.6512051435,1.0,100.0,50.6299,-97.956,0.01,1.0,,100.07,-70.6512,0.01,400,100,1.0
0.7,-73.5380905245,2.1793e-19,3806.46845848,-73.5380905245,400.0,3806.46845848,0.005,2,1.0,-73.5380905245,1.0,200.000000102,56.2848,-91.4044,0.005,1.0,,103.03,-72.0946,0.005,400,100,1.0
0.7,-80.4141044976,5.43914e-20,6118.39697431,-80.4141044976,400.0,6118.39697431,0.00333333,2,1.0,-80.4141044976,1.0,299.999969474,64.3928,-90.6341,0.00333333,1.0,,111.7,-74.8678,0.00333333,400,100,1.0
0.7,-76.0002040927,3.19086e-07,3796.25409678,-76.0002040927,382.951537521,3796.25409678,0.0025,1,2.11765,-76.0002040927,0.659684,380.616819773,61.3365,-88.4297,0.00528329,1.04452,0.0512635,106.82,-74.475,0.00164583,400,100,1.00205
0.7,-83.4791961072,3.50449e-18,7286.59329041,-83.4791961072,400.0,7286.59329041,0.01,2,1.0,-83.4791961072,1.0,100.0,84.9337,-110.787,0.01,1.0,,114.46,-83.4792,0.01,400,100,1.0
0.7,-74.2491053085,2.1793e-19,3778.00037521,-74.2491053085,400.0,3778.00037521,0.005,2,1.0,-74.2491053085,1.0,200.000000102,74.1503,-98.1739,0.005,1.0,,104.24,-78.8642,0.005,400,100,1.0
0.7,-71.3790284885,5.43914e-20,2604.1235874,-71.3790284885,400.0,2604.1235874,0.00333333,2,1.0,-71.3790284885,1.0,299.999969474,67.3597,-92.1354,0.00333333,1.0,,101.54,-76.3691,0.00333333,400,100,1.0
0.7,-75.7798560789,1.04097e-06,3752.44867802,-75.7798560789,370.183868271,3752.44867802,0.0025,1,1.38992,-75.7798560789,0.152257,343.011955451,65.7028,-88.8659,0.00338019,1.08054,0.176009,106.76,-74.6726,0.000370278,400,100,1.02799
0.7,-77.9061982453,3.50449e-18,4934.43777936,-77.9061982453,400.0,4934.43777936,0.01,2,1.0,-77.9061982453,1.0,100.0,69.8934,-105.215,0.01,1.0,,108.96,-77.9062,0.01,400,100,1.0
0.7,-67.2094820043,2.1793e-19,1364.55787019,-67.2094820043,400.0,1364.55787019,0.005,2,1.0,-67.2094820043,1.0,200.000000102,56.0946,-91.8678,0.005,1.0,,96.54,-72.5578,0.005,400,100,1.0
0.7,-89.1859688801,5.43914e-20,8284.01617089,-89.1859688801,400.0,8284.01617089,0.00333333,2,1.0,-89.1859688801,1.0,299.999969474,69.9493,-93.867,0.00333333,1.0,,122.05,-78.1005,0.00333333,400,100,1.0
0.7,-78.0881812914,5.79239e-06,4951.69867994,-78.0881812914,307.071204021,4951.69867994,0.0025,1,5.8594,-78.0881812914,0.0201553,207.84997192,46.174,-87.7321,0.0129513,1.30263,1.18559,108.77,-72.1482,4.45503e-05,400,100,1.13104
0.7,-97.4329272284,3.50449e-18,10342.4567698,-97.4329272284,400.0,10342.4567698,0.01,2,1.0,-97.4329272284,1.0,100.0,101.188,-124.744,0.01,1.0,,131.04,-97.4329,0.01,400,100,1.0
0.7,-77.2145767213,2.1793e-19,4954.25810287,-77.2145767213,400.0,4954.25810287,0.005,2,1.0,-77.2145767213,1.0,200.000000102,87.6018,-106.635,0.005,1.0,,108.0,-87.3237,0.005,400,100,1.0
0.7,-74.873554091,5.43914e-20,3771.59321113,-74.873554091,400.0,3771.59321113,0.00333333,2,1.0,-74.873554091,1.0,299.999969474,79.9695,-98.9416,0.00333333,1.0,,105.69,-83.1737,0.00333333,400,100,1.0
0.7,-73.0794294691,8.73477e-07,2557.10331499,-73.0794294691,369.64564643,2557.10331499,0.0025,1,1.81968,-73.0794294691,0.19182,351.059916049,73.2182,-93.3275,0.00431268,1.08212,0.155505,103.39,-79.1225,0.000454618,400,100,1.05484
0.7,-86.034575517,3.50449e-18,7195.59781356,-86.034575517,400.0,7195.59781356,0.01,2,1.0,-86.034575517,1.0,100.0,84.4017,-113.343,0.01,1.0,,118.51,-86.0346,0.01,400,100,1.0
0.7,-67.3469629988,2.1793e-19,1357.10833427,-67.3469629988,400.0,1357.10833427,0.005,2,1.0,-67.3469629988,1.0,200.000000102,65.7335,-96.0007,0.005,1.0,,96.71,-76.6908,0.005,400,100,1.0
0.7,-78.7880831119,5.43914e-20,4936.76927965,-78.7880831119,400.0,4936.76927965,0.00333333,2,1.0,-78.7880831119,1.0,299.999969474,67.1618,-93.1564,0.00333333,1.0,,109.69,-77.3899,0.00333333,400,100,1.0
0.7,-88.5141546036,8.55565e-06,8319.59707105,-88.5141546036,291.79076209,8319.59707105,0.0025,1,6.44081,-88.5141546036,0.100384,169.09857969,51.233,-88.4677,0.0128797,1.37085,2.13956,121.14,-72.4809,0.000200739,400,100,1.25019
0.7,-70.7696687998,3.50449e-18,2589.82882875,-70.7696687998,400.0,2589.82882875,0.01,2,1.0,-70.7696687998,1.0,100.0,50.6353,-98.0774,0.01,1.0,,100.51,-70.7697,0.01,400,100,1.0
0.7,-89.6659937969,2.1793e-19,8281.7246873,-89.6659937969,400.0,8281.7246873,0.005,2,1.0,-89.6659937969,1.0,200.000000102,73.9641,-99.5287,0.005,1.0,,122.27,-80.2178,0.005,400,100,1.0
0.7,-85.6504695089,5.43914e-20,7211.09006831,-85.6504695089,400.0,7211.09006831,0.00333333,2,1.0,-85.6504695089,1.0,299.999969474,77.6746,-97.796,0.00333333,1.0,,117.8,-82.0287,0.00333333,400,100,1.0
0.7,-83.1354921073,1.93782e-06,6044.72003862,-83.1354921073,330.18294147,6044.72003862,0.0025,1,2.60979,-83.1354921073,0.00935387,305.512118416,72.7863,-95.0891,0.00571353,1.21145,0.40431,114.95,-80.0598,2.04781e-05,400,100,1.14193
0.7,-66.3117464013,3.50449e-18,1356.27800488,-66.3117464013,400.0,1356.27800488,0.01,2,1.0,-66.3117464013,1.0,100.0,36.6431,-93.6201,0.01,1.0,,95.08,-66.3118,0.01,400,100,1.0
0.7,-91.6239511169,2.1793e-19,9409.72259004,-91.6239511169,400.0,9409.72259004,0.005,2,1.0,-91.6239511169,1.0,200.000000102,74.0901,-98.2778,0.005,1.0,,124.28,-78.9678,0.005,400,100,1.0
0.7,-90.7730073261,5.43914e-20,9478.4594324,-90.7730073261,400.0,9478.4594324,0.00333333,2,1.0,-90.7730073261,1.0,299.999969474,82.5738,-98.6707,0.00333333,1.0,,122.84,-82.9029,0.00333333,400,100,1.0
0.7,-78.9584534571,2.38793e-06,4937.5811443,-78.9584534571,298.879488022,4937.5811443,0.0025,1,2.9209,-78.9584534571,0.0500139,289.62091405,76.1154,-93.1359,0.00747477,1.33833,0.364636,110.28,-77.3386,0.000127989,400,100,0.97692
0.7,-91.6900144438,3.50449e-18,9389.84870223,-91.6900144438,400.0,9389.84870223,0.01,2,1.0,-91.6900144438,1.0,100.0,96.4155,-118.998,0.01,1.0,,124.87,-91.69,0.01,400,100,1.0
0.7,-80.420209799,2.1793e-19,6147.54925037,-80.420209799,400.0,6147.54925037,0.005,2,1.0,-80.420209799,1.0,200.000000102,87.8793,-105.365,0.005,1.0,,111.26,-86.0551,0.005,400,100,1.0
0.7,-67.1778348286,5.43914e-20,1399.6483776,-67.1778348286,400.0,1399.6483776,0.00333333,2,1.0,-67.1778348286,1.0,299.999969474,75.4293,-95.5292,0.00333333,1.0,,95.49,-79.7627,0.00333333,400,100,1.0
0.7,-88.4033552755,2.02704e-06,8308.33106604,-88.4033552755,328.359903813,8308.33106604,0.0025,1,1.8228,-88.4033552755,0.0210195,302.225486178,75.462,-92.3323,0.00422609,1.21818,0.377103,120.9,-77.262,4.87331e-05,400,100,1.0783
0.7,-82.1069026491,3.50449e-18,6101.33098006,-82.1069026491,400.0,6101.33098006,0.01,2,1.0,-82.1069026491,1.0,100.0,77.7195,-109.415,0.01,1.0,,113.33,-82.1069,0.01,400,100,1.0
0.7,-85.8729163019,2.1793e-19,7205.27035451,-85.8729163019,400.0,7205.27035451,0.005,2,1.0,-85.8729163019,1.0,200.000000102,81.1807,-103.3,0.005,1.0,,117.7,-83.9899,0.005,400,100,1.0
0.7,-76.2741920851,5.43914e-20,3749.754965,-76.2741920851,400.0,3749.754965,0.00333333,2,1.0,-76.2741920851,1.0,299.999969474,75.1278,-97.1845,0.00333333,1.0,,107.35,-81.418,0.00333333,400,100,1.0
0.7,-83.4613276118,1.26333e-05,6031.25173704,-83.4613276118,283.807755496,6031.25173704,0.0025,1,9.55717,-83.4613276118,0.0162894,132.614120549,54.8432,-92.005,0.0183221,1.4094,3.43734,115.9,-75.795,3.12286e-05,400,100,1.30405
0.7,-89.9439279836,3.50449e-18,8251.79768773,-89.9439279836,400.0,8251.79768773,0.01,2,1.0,-89.9439279836,1.0,100.0,90.3841,-117.252,0.01,1.0,,122.89,-89.9439,0.01,400,100,1.0
0.7,-75.7934543155,2.1793e-19,3798.06436392,-75.7934543155,400.0,3798.06436392,0.005,2,1.0,-75.7934543155,1.0,200.000000102,77.5548,-102.179,0.005,1.0,,106.67,-82.8687,0.005,400,100,1.0
0.7,-84.1976878148,5.43914e-20,7259.16235433,-84.1976878148,400.0,7259.16235433,0.00333333,2,1.0,-84.1976878148,1.0,299.999969474,80.0359,-99.0782,0.00333333,1.0,,115.48,-83.3117,0.00333333,400,100,1.0
0.7,-77.8892817311,4.21466e-06,4949.46101241,-77.8892817311,298.69721124,4949.46101241,0.0025,1,8.91104,-77.8892817311,0.118654,239.140195027,69.4216,-92.8277,0.0206702,1.33915,0.783306,109.1,-77.0269,0.000275231,400,100,1.07777
0.7,-82.2155784549,3.50449e-18,6080.43975445,-82.2155784549,400.0,6080.43975445,0.01,2,1.0,-82.2155784549,1.0,100.0,77.5863,-109.524,0.01,1.0,,113.96,-82.2156,0.01,400,100,1.0
0.7,-87.3374606805,2.1793e-19,8366.14869146,-87.3374606805,400.0,8366.14869146,0.005,2,1.0,-87.3374606805,1.0,200.000000102,84.6027,-104.086,0.005,1.0,,119.13,-84.7765,0.005,400,100,1.0
0.7,-76.1515866742,5.43914e-20,3790.65341758,-76.1515866742,400.0,3790.65341758,0.00333333,2,1.0,-76.1515866742,1.0,299.999969474,77.7122,-97.668,0.00333333,1.0,,107.43,-81.9016,0.00333333,400,100,1.0
0.7,-74.8892871274,2.98005e-07,3789.70675237,-74.8892871274,392.546233323,3789.70675237,0.0025,1,1.12774,-74.8892871274,0.287365,381.838640151,74.8846,-93.5186,0.00270794,1.01899,0.0516851,105.36,-79.7355,0.000690021,400,100,1.04114
0.7,-77.14872143,3.50449e-18,3746.37075432,-77.14872143,400.0,3746.37075432,0.01,2,1.0,-77.14872143,1.0,100.0,60.9008,-104.457,0.01,1.0,,109.2,-77.1487,0.01,400,100,1.0
0.7,-72.5487768224,2.1793e-19,3803.93516284,-72.5487768224,400.0,3803.93516284,0.005,2,1.0,-72.5487768224,1.0,200.000000102,61.1775,-94.1585,0.005,1.0,,102.2,-74.8487,0.005,400,100,1.0
0.7,-82.4820276323,5.43914e-20,6089.92828478,-82.4820276323,400.0,6089.92828478,0.00333333,2,1.0,-82.4820276323,1.0,299.999969474,67.2142,-93.1595,0.00333333,1.0,,114.16,-77.3932,0.00333333,400,100,1.0
0.7,-71.966290707,1.94393e-05,3831.8874396,-71.966290707,310.585282905,3831.8874396,0.0025,1,11.2485,-71.966290707,0.773901,97.5012218732,45.0037,-86.1727,0.0195758,1.28789,6.41844,100.96,-70.6773,0.00134683,400,100,1.43653
0.7,-88.1964167595,3.50449e-18,8338.21576275,-88.1964167595,400.0,8338.21576275,0.01,2,1.0,-88.1964167595,1.0,100.0,90.8561,-115.505,0.01,1.0,,120.49,-88.1964,0.01,400,100,1.0
0.7,-91.3801725972,2.1793e-19,9432.50496183,-91.3801725972,400.0,9432.50496183,0.005,2,1.0,-91.3801725972,1.0,200.000000102,93.8032,-109.098,0.005,1.0,,123.76,-89.7883,0.005,400,100,1.0
0.7,-89.4654806812,5.43914e-20,8260.72342049,-89.4654806812,400.0,8260.72342049,0.00333333,2,1.0,-89.4654806812,1.0,299.999969474,92.6935,-105.447,0.00333333,1.0,,122.64,-89.6807,0.00333333,400,100,1.0
0.7,-78.4830268358,3.58203e-07,3831.8874396,-71.966290707,461.131438221,4959.94076955,0.0025,,1.29216,-71.966290707,0.0889009,378.368999042,91.2113,-101.812,0.00268625,1.08429,0.0828833,100.96,-87.5938,0.000184815,500,100,1.20257
0.7,-94.3405781356,1.49411e-05,9285.06630612,-94.3405781356,359.790454835,9285.06630612,0.002,1,13.1252,-94.3405781356,0.676927,105.757353288,49.4744,-86.5164,0.0178088,1.3897,8.11566,127.92,-72.1195,0.000918483,500,100,1.47401
0.7,-90.9957305542,3.50449e-18,9433.31793638,-90.9957305542,500.0,9433.31793638,0.01,2,1.0,-90.9957305542,1.0,100.0,96.6384,-118.304,0.01,1.0,,123.31,-90.9957,0.01,500,100,1.0
0.7,-77.9379997095,2.1793e-19,4951.21684819,-77.9379997095,500.0,4951.21684819,0.005,2,1.0,-77.9379997095,1.0,200.000000102,84.6343,-103.777,0.005,1.0,,108.66,-84.4669,0.005,500,100,1.0
0.7,-80.3494569734,5.43914e-20,6152.80797602,-80.3494569734,500.0,6152.80797602,0.00333333,2,1.0,-80.3494569734,1.0,299.999969474,82.5197,-98.8609,0.00333333,1.0,,110.79,-83.0944,0.00333333,500,100,1.0
0.7,-80.4169994789,5.4346e-20,4918.67001207,-80.4169994789,500.0,4918.67001207,0.0025,2,1.0,-80.4169994789,1.0,400.0,79.5352,-96.0792,0.0025,1.0,,111.81,-82.425,0.0025,500,100,1.0
0.7,-91.3681089661,3.72699e-06,9437.89020109,-91.3681089661,279.549559265,9437.89020109,0.002,1,4.3738,-91.3681089661,1.07795e-11,259.082916851,88.2316,-94.7995,0.00849604,1.78859,0.987739,123.69,-78.4665,2.09391e-14,500,100,1.02961
0.7,-80.8982903787,3.50449e-18,6140.71652039,-80.8982903787,500.0,6140.71652039,0.01,2,1.0,-80.8982903787,1.0,100.0,77.9699,-108.206,0.01,1.0,,112.16,-80.8983,0.01,500,100,1.0
0.7,-87.7388816823,2.1793e-19,8366.7183809,-87.7388816823,500.0,8366.7183809,0.005,2,1.0,-87.7388816823,1.0,200.000000102,84.8108,-103.629,0.005,1.0,,119.53,-84.3186,0.005,500,100,1.0
0.7,-75.9070975673,5.43914e-20,3765.17093268,-75.9070975673,500.0,3765.17093268,0.00333333,2,1.0,-75.9070975673,1.0,299.999969474,77.8041,-97.2813,0.00333333,1.0,,106.27,-81.5147,0.00333333,500,100,1.0
0.7,-71.2221507299,5.4346e-20,2583.90887261,-71.2221507299,500.0,2583.90887261,0.0025,2,1.0,-71.2221507299,1.0,400.0,72.1075,-92.5958,0.0025,1.0,,101.26,-78.9416,0.0025,500,100,1.0
0.7,-74.4713545614,9.01104e-07,3793.41016764,-74.4713545614,457.326484764,3793.41016764,0.002,1,2.27368,-74.4713545614,0.627348,408.222194624,70.4306,-89.3569,0.00424378,1.09331,0.258659,104.87,-76.5871,0.00117093,500,100,1.07154
0.7,-86.0226603392,3.50449e-18,7176.95927208,-86.0226603392,500.0,7176.95927208,0.01,2,1.0,-86.0226603392,1.0,100.0,84.2923,-113.331,0.01,1.0,,118.1,-86.0227,0.01,500,100,1.0
0.7,-70.2307996558,2.1793e-19,2588.31222124,-70.2307996558,500.0,2588.31222124,0.005,2,1.0,-70.2307996558,1.0,200.000000102,69.9725,-97.4366,0.005,1.0,,99.61,-78.1267,0.005,500,100,1.0
0.7,-82.888458405,5.43914e-20,6050.51985998,-82.888458405,500.0,6050.51985998,0.00333333,2,1.0,-82.888458405,1.0,299.999969474,72.5659,-95.4804,0.00333333,1.0,,114.73,-79.714,0.00333333,500,100,1.0
0.7,-82.3845504597,5.4346e-20,6097.3394837,-82.3845504597,500.0,6097.3394837,0.0025,2,1.0,-82.3845504597,1.0,400.0,73.8904,-94.0357,0.0025,1.0,,114.05,-80.3816,0.0025,500,100,1.0
0.7,-74.0897719787,7.16453e-08,3792.0622308,-74.0897719787,491.613925145,3792.0622308,0.002,1,2.12776,-74.0897719787,0.760581,491.217769907,71.4449,-91.2521,0.00425454,1.01706,0.0179196,104.18,-78.9358,0.00152081,500,100,1.00023
0.7,-62.9347623073,3.50449e-18,98.0187339306,-62.9347623073,500.0,98.0187339306,0.01,2,1.0,-62.9347623073,1.0,100.0,9.85081,-69.9838,0.01,1.0,,92.0,-62.9348,0.01,500,100,1.0
0.7,-74.6739614514,2.1793e-19,3817.92415777,-74.6739614514,500.0,3817.92415777,0.005,2,1.0,-74.6739614514,1.0,200.000000102,44.4167,-88.114,0.005,1.0,,104.71,-68.8044,0.005,500,100,1.0
0.7,-81.1205194913,5.43914e-20,6075.34378664,-81.1205194913,500.0,6075.34378664,0.00333333,2,1.0,-81.1205194913,1.0,299.999969474,57.912,-88.6762,0.00333333,1.0,,112.58,-72.9098,0.00333333,500,100,1.0
0.7,-86.3537135188,5.4346e-20,7200.17306505,-86.3537135188,500.0,7200.17306505,0.0025,2,1.0,-86.3537135188,1.0,400.0,65.8125,-89.9248,0.0025,1.0,,119.16,-76.2707,0.0025,500,100,1.0
0.7,-76.8674143913,3.48081e-07,4969.52057528,-76.8674143913,479.874093093,4969.52057528,0.002,1,3.08562,-76.8674143913,0.514419,460.046687356,67.8384,-88.3197,0.00617359,1.04194,0.0869539,107.58,-75.8537,0.00102923,500,100,0.999619
0.7,-72.5013500053,3.50449e-18,2573.11822426,-72.5013500053,500.0,2573.11822426,0.01,2,1.0,-72.5013500053,1.0,100.0,50.4716,-99.8094,0.01,1.0,,102.94,-72.5014,0.01,500,100,1.0
0.7,-70.4993566291,2.1793e-19,2611.29170537,-70.4993566291,500.0,2611.29170537,0.005,2,1.0,-70.4993566291,1.0,200.000000102,50.6684,-90.8101,0.005,1.0,,99.7,-71.5004,0.005,500,100,1.0
0.7,-78.0618433319,5.43914e-20,4948.65825201,-78.0618433319,500.0,4948.65825201,0.00333333,2,1.0,-78.0618433319,1.0,299.999969474,57.915,-89.4538,0.00333333,1.0,,109.01,-73.6875,0.00333333,500,100,1.0
0.7,-70.2909903736,5.4346e-20,2594.16307367,-70.2909903736,500.0,2594.16307367,0.0025,2,1.0,-70.2909903736,1.0,400.0,56.2124,-86.4925,0.0025,1.0,,99.62,-72.8384,0.0025,500,100,1.0
0.7,-67.6998092918,9.20483e-07,1388.05627061,-67.6998092918,444.336152273,1388.05627061,0.002,1,1.45589,-67.6998092918,0.0573893,406.616617134,44.3933,-81.846,0.00273533,1.12527,0.260767,96.85,-68.891,0.000107823,500,100,1.06451
0.7,-81.5929784887,3.50449e-18,6086.24944424,-81.5929784887,500.0,6086.24944424,0.01,2,1.0,-81.5929784887,1.0,100.0,77.6234,-108.901,0.01,1.0,,113.41,-81.593,0.01,500,100,1.0
0.7,-74.8595459318,2.1793e-19,3783.29316432,-74.8595459318,500.0,3783.29316432,0.005,2,1.0,-74.8595459318,1.0,200.000000102,69.9768,-97.5362,0.005,1.0,,105.33,-78.2263,0.005,500,100,1.0
0.7,-67.2738486922,5.43914e-20,1383.80745581,-67.2738486922,500.0,1383.80745581,0.00333333,2,1.0,-67.2738486922,1.0,299.999969474,61.2194,-90.342,0.00333333,1.0,,95.9,-74.5755,0.00333333,500,100,1.0
0.7,-78.446105594,5.4346e-20,4967.54408294,-78.446105594,500.0,4967.54408294,0.0025,2,1.0,-78.446105594,1.0,400.0,63.5857,-89.1973,0.0025,1.0,,109.29,-75.5431,0.0025,500,100,1.0
0.7,-86.7902586605,3.58365e-07,7141.54758436,-86.7902586605,476.42676293,7141.54758436,0.002,1,1.90562,-86.7902586605,0.108021,458.963042147,66.9851,-88.5999,0.00349356,1.04948,0.106625,119.35,-76.0887,0.000198035,500,100,1.09093
0.7,-81.3554682411,3.50449e-18,6099.58269771,-81.3554682411,500.0,6099.58269771,0.01,2,1.0,-81.3554682411,1.0,100.0,77.7083,-108.664,0.01,1.0,,112.57,-81.3555,0.01,500,100,1.0
0.7,-87.4991427232,2.1793e-19,7110.39985188,-87.4991427232,500.0,7110.39985188,0.005,2,1.0,-87.4991427232,1.0,200.000000102,80.922,-103.737,0.005,1.0,,120.8,-84.4273,0.005,500,100,1.0
0.7,-86.1260260418,5.43914e-20,7169.59209279,-86.1260260418,500.0,7169.59209279,0.00333333,2,1.0,-86.1260260418,1.0,299.999969474,82.0499,-100.76,0.00333333,1.0,,118.35,-84.9936,0.00333333,500,100,1.0
0.7,-85.0540961419,5.4346e-20,7212.39911188,-85.0540961419,500.0,7212.39911188,0.0025,2,1.0,-85.0540961419,1.0,400.0,82.6693,-98.6629,0.0025,1.0,,116.61,-85.0087,0.0025,500,100,1.0
0.7,-75.2000958757,3.35246e-06,3765.86091835,-75.2000958757,297.799263906,3765.86091835,0.002,1,5.64641,-75.2000958757,0.0177554,272.26588132,84.2903,-93.9082,0.0102214,1.67898,1.02303,105.45,-78.0835,3.21417e-05,500,100,1.10482
0.7,-82.4216543455,3.50449e-18,6084.65000944,-82.4216543455,500.0,6084.65000944,0.01,2,1.0,-82.4216543455,1.0,100.0,77.6132,-109.73,0.01,1.0,,113.76,-82.4217,0.01,500,100,1.0
0.7,-81.5754278193,2.1793e-19,6120.93639792,-81.5754278193,500.0,6120.93639792,0.005,2,1.0,-81.5754278193,1.0,200.000000102,77.7299,-101.308,0.005,1.0,,112.42,-81.9985,0.005,500,100,1.0
0.7,-77.067646924,5.43914e-20,4984.92250029,-77.067646924,500.0,4984.92250029,0.00333333,2,1.0,-77.067646924,1.0,299.999969474,75.3551,-96.1214,0.00333333,1.0,,107.41,-80.3549,0.00333333,500,100,1.0
0.7,-77.6339020064,5.4346e-20,4945.26613218,-77.6339020064,500.0,4945.26613218,0.0025,2,1.0,-77.6339020064,1.0,400.0,74.0549,-93.3288,0.0025,1.0,,108.44,-79.6747,0.0025,500,100,1.0
