AvgRet,J,MinVanillaIw,EpsThisIter,ESSRenyi,VarVanillaIw,MaxNormIw,Delta,IterType,MinNormIw,MaxVanillaIw,VarNormIw,AvgNormIw,eRenyi2,AvgEpLen,VarRet,AvgDiscRet,BatchSize,VarDiscRet,VarJ,ESSClassic,AvgVanillaIw,VanillaAvgRet,Bound
-1133.47564524,-1133.33,,100,,204.665,0.578938,1.0,1,,307.021,0.000727731,0.002,inf,500.0,0.167812425685,-1133.47564524,500,0.167812425685,0.754154,2.73869315007,1.06064,-1133.47564524,-1133.33
-1133.39602649,-1133.4,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,0.0758462819959,-1133.39602649,500,0.0758462819959,0.274018,100.0,1.0,-1133.39602649,-1133.4
-1133.40650573,-1133.4,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,0.0799772217197,-1133.40650573,500,0.0799772217197,0.27777,200.000000102,1.0,-1133.40650573,-1133.4
-1133.38097569,-1133.39,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,0.0632779082592,-1133.38097569,500,0.0632779082592,0.269092,299.999969474,1.0,-1133.38097569,-1133.39
-1133.43377366,-1133.4,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,0.105373737554,-1133.43377366,500,0.105373737554,0.284039,400.0,1.0,-1133.43377366,-1133.4
-1133.39566436,-1133.36,2.4835e-05,100,,4.10249,0.0511236,1.0,1,4.94166e-08,25.693,1.62429e-05,0.002,inf,500.0,0.0731333490747,-1133.39566436,500,0.0731333490747,0.490471,98.9590482191,1.00513,-1133.39566436,-1133.36
-1133.39319272,-1133.39,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,0.0935248363248,-1133.39319272,500,0.0935248363248,0.304289,100.0,1.0,-1133.39319272,-1133.39
-1133.43000611,-1133.41,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,0.0980461131812,-1133.43000611,500,0.0980461131812,0.308492,200.000000102,1.0,-1133.43000611,-1133.41
-1133.37657333,-1133.4,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,0.0707024294233,-1133.37657333,500,0.0707024294233,0.295042,299.999969474,1.0,-1133.37657333,-1133.4
-1133.44444681,-1133.41,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,0.125728731393,-1133.44444681,500,0.125728731393,0.311091,400.0,1.0,-1133.44444681,-1133.41
-1133.39268052,-1133.25,,100,470.398870227,243.977,0.981977,1.0,1,,349.27,0.00192855,0.002,1.06293,500.0,0.121827170107,-1133.39268052,500,0.121827170107,0.0182528,1.03697255198,0.71136,-1133.39268052,-1133.25
-1137.61282199,-1137.61,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,458.898391093,-1137.61282199,500,458.898391093,21.3145,100.0,1.0,-1137.61282199,-1137.61
-1138.79767386,-1138.21,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,397.227859823,-1138.79767386,500,397.227859823,20.5945,200.000000102,1.0,-1138.79767386,-1138.21
-1136.25292224,-1137.55,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,125.373564457,-1136.25292224,500,125.373564457,18.0271,299.999969474,1.0,-1136.25292224,-1137.55
-1140.91819127,-1138.4,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,1247.18606729,-1140.91819127,500,1247.18606729,23.5485,400.0,1.0,-1140.91819127,-1138.4
-1136.59823038,-1133.24,,100,,7.35554e-08,0.573898,1.0,1,,0.00488559,0.00101496,0.002,inf,500.0,193.455857819,-1136.59823038,500,193.455857819,0.87012,1.96670486626,1.7026e-05,-1136.59823038,-1133.24
-1133.38106275,-1133.38,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,0.0666073419806,-1133.38106275,500,0.0666073419806,0.256799,100.0,1.0,-1133.38106275,-1133.38
-1133.41157162,-1133.4,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,0.19544044087,-1133.41157162,500,0.19544044087,0.360486,200.000000102,1.0,-1133.41157162,-1133.4
-1133.43557721,-1133.41,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,0.299784795514,-1133.43557721,500,0.299784795514,0.431168,299.999969474,1.0,-1133.43557721,-1133.41
-1133.40852005,-1133.41,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,0.107871827043,-1133.40852005,500,0.107871827043,0.407588,400.0,1.0,-1133.40852005,-1133.41
-1133.39865338,-1132.98,,100,2.92902919543e-35,1.49143e-38,1.0,1.0,1,,2.73078e-18,0.002,0.002,1.70705e+37,500.0,0.0853469356173,-1133.39865338,500,0.0853469356173,1.8656e-09,1.0,5.46156e-21,-1133.39865338,-1132.98
-1133.46540627,-1133.47,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,0.11600679047,-1133.46540627,500,0.11600679047,0.338889,100.0,1.0,-1133.46540627,-1133.47
-1133.3704098,-1133.42,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,0.0720420506826,-1133.3704098,500,0.0720420506826,0.308773,200.000000102,1.0,-1133.3704098,-1133.42
-1133.41651196,-1133.42,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,0.125957633602,-1133.41651196,500,0.125957633602,0.324232,299.999969474,1.0,-1133.41651196,-1133.42
-1133.40354437,-1133.41,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,0.110852977132,-1133.40354437,500,0.110852977132,0.326063,400.0,1.0,-1133.40354437,-1133.41
-1133.40374505,-1133.22,,100,0.0132753917796,1.54143e-44,1.0,1.0,1,,2.74046e-21,0.002,0.002,37663.7,500.0,0.111953053196,-1133.40374505,500,0.111953053196,,1.00007546427,5.48092e-24,-1133.40374505,-1133.22
-1133.26695762,-1133.27,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,12.7590177614,-1133.26695762,500,12.7590177614,3.55407,100.0,1.0,-1133.26695762,-1133.27
-1133.83745808,-1133.55,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,6.58329650316,-1133.83745808,500,6.58329650316,3.10738,200.000000102,1.0,-1133.83745808,-1133.55
-1133.66275175,-1133.59,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,4.43693600361,-1133.66275175,500,4.43693600361,2.81142,299.999969474,1.0,-1133.66275175,-1133.59
-1133.90843291,-1133.67,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,7.21683439257,-1133.90843291,500,7.21683439257,2.78089,400.0,1.0,-1133.90843291,-1133.67
-1133.71222374,-1133.21,,100,412.865264286,3669.49,0.995216,1.0,1,,1354.54,0.00198088,0.002,1.21105,500.0,3.35168848163,-1133.71222374,500,3.35168848163,0.00498426,1.0096328773,2.7221,-1133.71222374,-1133.21
-1133.43480463,-1133.43,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,0.116665082679,-1133.43480463,500,0.116665082679,0.339853,100.0,1.0,-1133.43480463,-1133.43
-1133.4519657,-1133.44,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,0.127466393607,-1133.4519657,500,0.127466393607,0.347734,200.000000102,1.0,-1133.4519657,-1133.44
-1133.36679351,-1133.42,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,0.0987892440211,-1133.36679351,500,0.0987892440211,0.338404,299.999969474,1.0,-1133.36679351,-1133.42
-1133.4216326,-1133.42,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,0.132403277753,-1133.4216326,500,0.132403277753,0.344472,400.0,1.0,-1133.4216326,-1133.42
-1133.40958957,-1133.02,,100,3.45836953093e-05,2.52233e-21,1.0,1.0,1,,1.12302e-09,0.002,0.002,1.44577e+07,500.0,0.129457948192,-1133.40958957,500,0.129457948192,3.74383e-10,1.0,2.24603e-12,-1133.40958957,-1133.02
-1133.41183339,-1133.41,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,0.0803810557059,-1133.41183339,500,0.0803810557059,0.282095,100.0,1.0,-1133.41183339,-1133.41
-1133.44698202,-1133.43,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,0.160720193913,-1133.44698202,500,0.160720193913,0.345911,200.000000102,1.0,-1133.44698202,-1133.43
-1133.38410369,-1133.41,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,0.119900285313,-1133.38410369,500,0.119900285313,0.346111,299.999969474,1.0,-1133.38410369,-1133.41
-1133.37284114,-1133.4,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,0.094443377942,-1133.37284114,500,0.094443377942,0.33696,400.0,1.0,-1133.37284114,-1133.4
-1133.36840932,-1133.3,9.62278e-07,100,3.92304905403e-35,74.6307,0.221891,1.0,1,1.31661e-09,162.175,0.000139711,0.002,1.27452e+37,500.0,0.103368716533,-1133.36840932,500,0.103368716533,0.657068,13.9439797512,1.46175,-1133.36840932,-1133.3
-1133.4674696,-1133.47,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,0.129276098367,-1133.4674696,500,0.129276098367,0.35775,100.0,1.0,-1133.4674696,-1133.47
-1133.39798549,-1133.43,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,0.0771193598683,-1133.39798549,500,0.0771193598683,0.321519,200.000000102,1.0,-1133.39798549,-1133.43
-1133.39748794,-1133.42,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,0.116811828718,-1133.39748794,500,0.116811828718,0.32824,299.999969474,1.0,-1133.39748794,-1133.42
-1133.39117301,-1133.41,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,0.0755530887093,-1133.39117301,500,0.0755530887093,0.315708,400.0,1.0,-1133.39117301,-1133.41
-1133.39418463,-1133.17,,100,,5.00649e-21,0.991138,1.0,1,,1.58215e-09,0.00196475,0.002,inf,500.0,0.142080336276,-1133.39418463,500,0.142080336276,0.00597646,1.01790526326,3.19259e-12,-1133.39418463,-1133.17
-1133.8914919,-1133.89,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,47.5675997212,-1133.8914919,500,47.5675997212,6.86235,100.0,1.0,-1133.8914919,-1133.89
-1136.12603207,-1135.01,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,753.413902106,-1136.12603207,500,753.413902106,19.9433,200.000000102,1.0,-1136.12603207,-1135.01
-1138.1285178,-1136.05,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,1164.55863537,-1138.1285178,500,1164.55863537,25.5269,299.999969474,1.0,-1138.1285178,-1136.05
-1134.59083198,-1135.68,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,88.7902129964,-1134.59083198,500,88.7902129964,22.6073,400.0,1.0,-1134.59083198,-1135.68
-1140.36599972,-1122.32,,100,5.12884353467e-09,542.291,0.262966,1.0,1,,305.771,0.000401086,0.002,9.74879e+10,500.0,2213.11854158,-1140.36599972,500,2213.11854158,130.287,4.94701985422,2.32556,-1140.36599972,-1122.32
-1131.74050562,-1131.74,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,261.277619905,-1131.74050562,500,261.277619905,16.0831,100.0,1.0,-1131.74050562,-1131.74
-1128.57547076,-1130.16,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,230.02832092,-1128.57547076,500,230.02832092,15.6748,200.000000102,1.0,-1128.57547076,-1130.16
-1130.42653705,-1130.25,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,236.283268726,-1130.42653705,500,236.283268726,15.5496,299.999969474,1.0,-1130.42653705,-1130.25
-1128.72828339,-1129.87,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,171.209264889,-1128.72828339,500,171.209264889,14.9716,400.0,1.0,-1128.72828339,-1129.87
-1127.73019155,-1122.18,,100,1.50347989859e-19,,1.0,1.0,1,,2.56402e-35,0.002,0.002,3.32562e+21,500.0,223.845015487,-1127.73019155,500,223.845015487,,inf,5.12803e-38,-1127.73019155,-1122.18
-1131.16380432,-1131.16,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,180.912799452,-1131.16380432,500,180.912799452,13.383,100.0,1.0,-1131.16380432,-1131.16
-1129.73975427,-1130.45,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,211.586641027,-1129.73975427,500,211.586641027,13.9569,200.000000102,1.0,-1129.73975427,-1130.45
-1130.4955722,-1130.47,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,199.958057482,-1130.4955722,500,199.958057482,13.9946,299.999969474,1.0,-1130.4955722,-1130.47
-1129.1349927,-1130.13,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,291.816499044,-1129.1349927,500,291.816499044,14.8136,400.0,1.0,-1129.1349927,-1130.13
-1129.68008391,-1127.61,0.00544317,100,,1.62622,0.0460575,1.0,1,1.11862e-05,22.4115,6.86813e-06,0.002,inf,500.0,230.115593064,-1129.68008391,500,230.115593064,28.5098,184.257205852,0.973197,-1129.68008391,-1127.61
-1128.1391568,-1128.14,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,251.395135171,-1128.1391568,500,251.395135171,15.776,100.0,1.0,-1128.1391568,-1128.14
-1128.36334859,-1128.25,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,178.852603028,-1128.36334859,500,178.852603028,14.594,200.000000102,1.0,-1128.36334859,-1128.25
-1129.6326701,-1128.71,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,244.068376759,-1129.6326701,500,244.068376759,14.9317,299.999969474,1.0,-1129.6326701,-1128.71
-1129.22711407,-1128.84,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,219.208485352,-1129.22711407,500,219.208485352,14.8836,400.0,1.0,-1129.22711407,-1128.84
-1128.9792321,-1127.11,2.39327e-06,100,,1.6648,0.0251665,1.0,1,4.67836e-09,12.8742,6.36161e-06,0.002,inf,500.0,193.713106155,-1128.9792321,500,193.713106155,19.7654,193.257455855,1.02312,-1128.9792321,-1127.11
-1130.22573998,-1130.23,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,205.793958461,-1130.22573998,500,205.793958461,14.2736,100.0,1.0,-1130.22573998,-1130.23
-1125.7173149,-1127.97,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,239.003013343,-1125.7173149,500,239.003013343,15.0085,200.000000102,1.0,-1125.7173149,-1127.97
-1129.80720703,-1128.58,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,167.420906711,-1129.80720703,500,167.420906711,14.3586,299.999969474,1.0,-1129.80720703,-1128.58
-1125.66197035,-1127.85,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,190.577016383,-1125.66197035,500,190.577016383,14.2616,400.0,1.0,-1125.66197035,-1127.85
-1125.59855567,-1098.11,0.00681115,100,,4751.16,0.828873,1.0,1,3.66498e-06,1540.41,0.00137563,0.002,inf,500.0,166.765354861,-1125.59855567,500,166.765354861,103.13,1.45256353932,3.71689,-1125.59855567,-1098.11
-1127.36697596,-1127.37,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,203.410340041,-1127.36697596,500,203.410340041,14.1907,100.0,1.0,-1127.36697596,-1127.37
-1126.50724305,-1126.94,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,230.957273399,-1126.50724305,500,230.957273399,14.6696,200.000000102,1.0,-1126.50724305,-1126.94
-1127.40904647,-1127.09,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,195.640411327,-1127.40904647,500,195.640411327,14.4248,299.999969474,1.0,-1127.40904647,-1127.09
-1126.75557921,-1127.01,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,211.832661658,-1126.75557921,500,211.832661658,14.4398,400.0,1.0,-1126.75557921,-1127.01
-1127.11031123,-1107.5,,100,0.000161245706934,3375.88,0.999957,1.0,1,,1299.21,0.00199983,0.002,3.10086e+06,500.0,188.474549371,-1127.11031123,500,188.474549371,0.00273515,1.00008625485,2.59853,-1127.11031123,-1107.5
-1131.31495594,-1131.31,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,155.073988731,-1131.31495594,500,155.073988731,12.3904,100.0,1.0,-1131.31495594,-1131.31
-1129.59130314,-1130.45,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,124.28384356,-1129.59130314,500,124.28384356,11.7909,200.000000102,1.0,-1129.59130314,-1130.45
-1131.4133854,-1130.77,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,94.1342011628,-1131.4133854,500,94.1342011628,11.1334,299.999969474,1.0,-1131.4133854,-1130.77
-1129.00740865,-1130.33,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,136.843708916,-1129.00740865,500,136.843708916,11.2879,400.0,1.0,-1129.00740865,-1130.33
-1130.71117527,-1125.86,0.0976311,100,,2.659,0.044694,1.0,1,0.00025273,17.2656,1.78179e-05,0.002,inf,500.0,108.018885648,-1130.71117527,500,108.018885648,26.0312,91.8179906944,0.772611,-1130.71117527,-1125.86
-1129.10564538,-1129.11,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,147.938443616,-1129.10564538,500,147.938443616,12.102,100.0,1.0,-1129.10564538,-1129.11
-1128.70722695,-1128.91,1.0,100,500.0,,0.005,1.0,2,0.005,1.0,2.1793e-19,0.005,1.0,500.0,129.857346354,-1128.70722695,500,129.857346354,11.7281,200.000000102,1.0,-1128.70722695,-1128.91
-1129.2923184,-1129.04,1.0,100,500.0,,0.00333333,1.0,2,0.00333333,1.0,5.43914e-20,0.00333333,1.0,500.0,122.716545558,-1129.2923184,500,122.716545558,11.4991,299.999969474,1.0,-1129.2923184,-1129.04
-1129.04983661,-1129.04,1.0,100,500.0,,0.0025,1.0,2,0.0025,1.0,5.4346e-20,0.0025,1.0,500.0,138.748146914,-1129.04983661,500,138.748146914,11.5547,400.0,1.0,-1129.04983661,-1129.04
-1129.24560238,-1126.99,0.0294178,100,,1.89941,0.030621,1.0,1,5.6853e-05,15.8444,7.09426e-06,0.002,inf,500.0,131.74091461,-1129.24560238,500,131.74091461,17.5861,180.504358085,1.03487,-1129.24560238,-1126.99
-1128.0024694,-1128.0,1.0,100,500.0,,0.01,1.0,2,0.01,1.0,3.50449e-18,0.01,1.0,500.0,131.92797341,-1128.0024694,500,131.92797341,11.4284,100.0,1.0,-1128.0024694,-1128.0
