EpThisIter,Max_iw,Our_bound,EpRewMean,EpisodesSoFar,TimestepsSoFar,DiscEpRewMean,entloss,surrgain,optimgain,Step_size,Reny_4,EpLenMean,meankl,ev_tdlam_before,TimeElapsed,Var_J,J_hat,entropy
100,80.87515258789062,6.0596963834,29.6658287867,1800,900000,25.3625116352,,0.00257384,0.00257384,1.0,2.44151,500.0,0.00872494,0.179837882519,1231.9860236644745,7732.193359375,32.4395637512207,2.30101
100,159.2676544189453,6.82048815887,29.6399973488,1900,950000,25.2599994262,,0.00312311,0.00312311,1.0,1.88786,500.0,0.00877681,0.186736702919,1298.8230483531952,3278.759033203125,23.99862289428711,2.34466
100,53.55485534667969,13.0551663322,29.8911976301,2000,1000000,25.2397475338,,0.00232441,0.00232441,1.0,2.63921,500.0,0.00767676,0.180065393448,1361.1123232841492,3031.020263671875,29.571577072143555,2.32499
100,35.551918029785156,7.78455834733,29.7697911559,2100,1050000,24.6083897848,,0.00355721,0.00355721,1.0,3.19394,500.0,0.00880779,0.179365038872,1415.5881640911102,1019.2138061523438,17.362096786499023,2.30008
100,1646.7744140625,-448.827660745,30.7078830742,2200,1100000,25.6779394373,,0.00706448,0.00706448,1.0,4.73657,500.0,0.0099875,0.177684009075,1473.9121599197388,6061166.0,289.7554016113281,2.26264
100,320.3992919921875,12.8423599204,31.2702699543,2300,1150000,26.068498501,,0.00421849,0.00421849,1.0,4.56473,500.0,0.00930071,0.190072655678,1534.951419353485,4469.15283203125,32.89787673950195,2.24895
100,61.618324279785156,3.0197933882,31.7355858637,2400,1200000,26.246616178,,0.00438473,0.00438473,1.0,6.28028,500.0,0.00926941,0.186624109745,1588.2729802131653,4301.52734375,22.695602416992188,2.21099
100,194.99037170410156,19.3629300194,31.3233907162,2500,1250000,25.9504429166,,0.00283285,0.00283285,1.0,1.83763,500.0,0.00930049,0.195582151413,1636.5998480319977,2693.45556640625,34.9324836730957,2.169
100,166.5867462158203,-23.9761650283,31.991305287,2600,1300000,25.9478975496,,0.00838656,0.00838656,1.0,5.83678,500.0,0.00956636,0.205481290817,1697.1893603801727,56452.43359375,47.30299758911133,2.13678
100,22.317134857177734,22.6867312219,32.516803844,2700,1350000,26.760757682,,0.00284171,0.00284171,1.0,1.98811,500.0,0.0092864,0.221439063549,1754.901715517044,567.2097778320312,29.831581115722656,2.09074
100,101.37382507324219,-14.5495346078,32.5597324652,2800,1400000,26.8472508013,,0.00704727,0.00704727,1.0,3.85938,500.0,0.00968321,0.214298129082,1807.289973974228,24629.470703125,32.531803131103516,2.08406
100,34.10829162597656,6.19760509376,31.7293351919,2900,1450000,26.0647322724,,0.00618806,0.00618806,1.0,5.51565,500.0,0.00969631,0.221013009548,1861.7370228767395,414.03692626953125,12.301974296569824,2.08623
100,23.744094848632812,5.92603171906,29.9775894667,3000,1500000,24.6816455923,,0.00338612,0.00338612,1.0,2.8479,500.0,0.00952534,0.210603296757,1920.6417157649994,739.7686157226562,14.085638046264648,2.06158
100,90.42764282226562,7.19842221238,31.6898596296,3100,1550000,25.9699403398,,0.00262695,0.00262695,1.0,3.62102,500.0,0.00963509,0.232467234135,1977.3592851161957,2821.694580078125,23.134309768676758,2.03735
100,350.15753173828125,-8.52247593756,31.599033525,3200,1600000,25.7062109262,,0.00474812,0.00474812,1.0,2.5621,500.0,0.00967039,0.235957920551,2031.938146352768,22016.04296875,35.990936279296875,2.03156
100,178.48191833496094,-21.9599466777,32.0676140068,3300,1650000,26.0093648132,,0.0028038,0.0028038,1.0,2.1776,500.0,0.00866063,0.239076077938,2086.8081316947937,47429.5859375,43.375057220458984,2.03615
100,172.5632781982422,14.4896873876,32.1160646832,3400,1700000,26.3428586812,,0.00415565,0.00415565,1.0,2.13008,500.0,0.00932914,0.214164733887,2144.949946641922,713.895263671875,22.505332946777344,2.01857
100,79.36449432373047,-4.14967417638,31.6559467472,3500,1750000,25.7125604138,,0.00632147,0.00632147,1.0,2.15078,500.0,0.00971012,0.226521253586,2203.5315046310425,15572.5576171875,33.2873420715332,2.03117
100,125.32395935058594,-16.5374396639,30.5529900365,3600,1800000,25.1150648723,,0.00695868,0.00695868,1.0,2.68584,500.0,0.00962295,0.223326265812,2256.158983230591,43534.51953125,46.057342529296875,2.03247
100,206.51889038085938,-16.1310051721,31.2709447509,3700,1850000,25.6641964213,,0.00301336,0.00301336,1.0,2.171,500.0,0.00939208,0.229098021984,2315.227024078369,47718.17578125,49.4024658203125,2.01106
100,58.71284484863281,4.56705395758,32.6171483334,3800,1900000,26.6227431795,,0.00685568,0.00685568,1.0,8.965,500.0,0.00996314,0.230316281319,2374.599287748337,2398.810302734375,19.26034927368164,1.99217
100,436.25006103515625,-88.2001719154,31.9898156914,3900,1950000,26.2322048764,,0.00776553,0.00776553,1.0,2.93864,500.0,0.00973599,0.235161304474,2431.6773517131805,312668.78125,79.55020904541016,1.98625
100,391.2021484375,-53.1130992303,32.2927722986,4000,2000000,26.5011226385,,0.00251597,0.00251597,1.0,2.29614,500.0,0.00945087,0.233076870441,2483.7020468711853,129606.4296875,54.88957977294922,1.98631
100,1225.665771484375,-21.8063655802,32.6856630708,4100,2050000,26.8014044333,,0.00514418,0.00514418,1.0,2.87623,500.0,0.00997309,0.23935508728,2543.439187526703,30940.07421875,30.9630069732666,1.97292
100,8579.26171875,-68.3196555487,31.8475741425,4200,2100000,26.1970598639,,0.00463022,0.00463022,1.0,5.31249,500.0,0.00995832,0.242663323879,2600.7625296115875,215666.71875,71.00013732910156,1.96185
100,1390.6318359375,-173.071126284,32.0807570128,4300,2150000,26.4395446353,,0.00589844,0.00589844,1.0,3.79499,500.0,0.00972761,0.247562527657,2655.2632908821106,1148797.75,148.47482299804688,1.9743
100,78.79022216796875,-3.08038387448,32.5402865206,4400,2200000,26.7678011242,,0.00266928,0.00266928,1.0,3.15508,500.0,0.00964516,0.243473529816,2707.351284980774,5544.1845703125,19.257400512695312,1.95995
100,50.584632873535156,11.3129752391,32.6188122953,4500,2250000,26.8272871281,,0.00285026,0.00285026,1.0,1.95592,500.0,0.00937613,0.243491947651,2766.430366754532,1557.8275146484375,23.153772354125977,1.93287
100,130.78155517578125,6.94629427337,32.2162166924,4600,2300000,26.4241996754,,0.00400472,0.00400472,1.0,2.55454,500.0,0.00887634,0.24693697691,2825.320727586746,4378.9755859375,26.798442840576172,1.95728
100,72.95066833496094,4.16686016501,31.0545686221,4700,2350000,25.6542110882,,0.0047619,0.0047619,1.0,2.66021,500.0,0.00914874,0.250202357769,2880.1906847953796,4993.384765625,25.366025924682617,1.93913
100,91.67515563964844,8.72005599196,31.7618018452,4800,2400000,26.2132454309,,0.00212448,0.00212448,1.0,1.85575,500.0,0.00915542,0.254778444767,2929.1299636363983,3112.974609375,25.458267211914062,1.87668
100,68.79693603515625,13.4162445953,30.9462440597,4900,2450000,25.4320667744,,0.00467819,0.00467819,1.0,6.82222,500.0,0.00939473,0.260749697685,2987.4087483882904,1537.535888671875,25.179672241210938,1.88963
100,1669.8193359375,-248.211831647,29.787747347,5000,2500000,24.4688236313,,0.0048433,0.0048433,1.0,3.81475,500.0,0.0100745,0.239548623562,3044.4414505958557,1982110.125,174.1504669189453,1.8799
100,135.61863708496094,1.50207341872,31.5699454243,5100,2550000,25.9988771679,,0.00219379,0.00219379,1.0,3.53708,500.0,0.00933167,0.252541542053,3098.296732902527,4158.8994140625,20.84893226623535,1.86816
100,417.8074951171875,12.8628293923,31.0008402551,5200,2600000,25.26311751,,0.00324033,0.00324033,1.0,2.21379,500.0,0.00911448,0.257699251175,3152.3132650852203,1469.8465576171875,24.364402770996094,1.88111
100,82.62464904785156,6.16364823502,31.1300429624,5300,2650000,25.4612413991,,0.00315263,0.00315263,1.0,4.43994,500.0,0.00946752,0.267546892166,3212.4201114177704,5937.02197265625,29.27927017211914,1.87687
100,611.5490112304688,14.11430271,30.8473798128,5400,2700000,25.3696854428,,0.00347997,0.00347997,1.0,4.09207,500.0,0.00881174,0.265591740608,3268.771096467972,1802.92822265625,26.85257339477539,1.90046
100,277.3417053222656,-4.71714017233,30.0348564092,5500,2750000,24.7175654457,,0.0141537,0.0141537,1.0,2.89908,500.0,0.00985146,0.249359548092,3323.290293455124,9522.0947265625,24.557226181030273,1.90651
100,30.040496826171875,4.38088783963,32.0981171848,5600,2800000,26.4508628003,,0.00127219,0.00127219,1.0,4.63423,500.0,0.0100817,0.258535325527,3380.203055858612,3219.213134765625,21.402320861816406,1.88763
100,198.90524291992188,-7.56321942831,31.9317154617,5700,2850000,26.200137776,,0.00330829,0.00330829,1.0,2.64127,500.0,0.00959488,0.26386153698,3438.1681685447693,23572.23046875,38.49653244018555,1.85254
100,179.81146240234375,0.903946002844,31.3712608682,5800,2900000,25.7269955387,,0.00403441,0.00403441,1.0,2.40754,500.0,0.00951485,0.265461087227,3495.885810136795,14859.017578125,37.47321701049805,1.85872
100,48.12777328491211,6.02302207291,32.8764912853,5900,2950000,26.9528126959,,0.00165755,0.00165755,1.0,4.23579,500.0,0.0100903,0.261272966862,3549.687656879425,403.8159484863281,12.051573753356934,1.81931
100,166.14013671875,13.4787598145,33.5656084399,6000,3000000,27.5929457866,,0.00402503,0.00402503,1.0,2.88216,500.0,0.0082677,0.275792479515,3604.038386821747,3655.3671875,31.616649627685547,1.8339
100,74.59444427490234,-12.9405081685,33.7161936103,6100,3050000,27.7271146606,,0.00559628,0.00559628,1.0,3.7134,500.0,0.00878827,0.270615458488,3662.1268014907837,22891.318359375,32.44912338256836,1.84377
100,99.00991821289062,0.98924082934,33.4763356379,6200,3100000,27.4329900829,,0.00347612,0.00347612,1.0,2.35143,500.0,0.00942305,0.289144933224,3716.704657793045,6115.52978515625,24.449796676635742,1.82129
100,686.459716796875,-90.7766358218,33.6746650548,6300,3150000,27.6075137454,,0.00566039,0.00566039,1.0,3.81724,500.0,0.0102686,0.270887434483,3770.862802505493,324425.875,80.09854888916016,1.80832
100,996.2396850585938,-88.0212090725,33.3080344859,6400,3200000,27.3566354643,,0.0020728,0.0020728,1.0,2.30748,500.0,0.00878859,0.277025640011,3820.03613781929,269844.96875,67.818603515625,1.81151
100,25.823760986328125,7.17334788637,32.7315700793,6500,3250000,26.6860596055,,0.00484941,0.00484941,1.0,2.56907,500.0,0.00933046,0.282322645187,3878.0134246349335,685.8096923828125,15.029738426208496,1.84244
100,77.4937515258789,5.26836891742,33.9112268448,6600,3300000,27.7035898324,,0.00469806,0.00469806,1.0,2.92396,500.0,0.00985356,0.276200413704,3931.694670677185,2417.02001953125,20.0173282623291,1.79556
100,60.20293426513672,10.323347042,32.736093099,6700,3350000,26.6794838304,,0.00267474,0.00267474,1.0,1.69003,500.0,0.00922811,0.274835765362,3985.957987308502,5500.86328125,32.57368850708008,1.78908
100,651.6937255859375,-36.319663963,33.1980959791,6800,3400000,27.033263674,,0.00417976,0.00417976,1.0,2.3406,500.0,0.00951845,0.280747354031,4038.5290174484253,94411.3828125,55.859642028808594,1.78702
100,28.166540145874023,13.6432482125,33.6583198059,6900,3450000,27.4617541787,,0.00237755,0.00237755,1.0,2.31049,500.0,0.00747028,0.278941512108,4096.35416841507,2839.83251953125,29.630271911621094,1.78809
100,244.60467529296875,19.7313033827,33.6937602449,7000,3500000,27.4418349982,,0.00251115,0.00251115,1.0,1.67959,500.0,0.00783884,0.263798356056,4154.759722471237,1658.8631591796875,31.95004653930664,1.77637
100,99.20893096923828,3.44314146184,33.7996543467,7100,3550000,27.5700976639,,0.00297336,0.00297336,1.0,2.2216,500.0,0.00973411,0.27151042223,4211.439080476761,6272.1650390625,27.202241897583008,1.72133
100,61.14142990112305,3.80592745346,33.8643773969,7200,3600000,27.7354375823,,0.00221814,0.00221814,1.0,2.65683,500.0,0.0093609,0.264836370945,4266.173975467682,3433.447265625,21.384614944458008,1.72061
100,106.61637878417969,-15.9477141704,33.1874071974,7300,3650000,27.1080167839,,0.00733211,0.00733211,1.0,3.74202,500.0,0.0102772,0.282338023186,4322.016524553299,28742.9296875,34.91350555419922,1.72106
100,172.24241638183594,-8.42447390455,34.2227372337,7400,3700000,27.981549595,,0.00245935,0.00245935,1.0,3.03198,500.0,0.00978331,0.286327600479,4379.316848754883,18873.021484375,32.78926086425781,1.69522
100,41.91340637207031,6.43648050806,34.0822965154,7500,3750000,27.8938120797,,0.00491966,0.00491966,1.0,2.28879,500.0,0.0094381,0.269157469273,4436.121237754822,4936.728515625,27.515037536621094,1.6992
100,985.9819946289062,-100.051465297,34.0783358277,7600,3800000,27.8640437537,,0.00534296,0.00534296,1.0,1.98997,500.0,0.0092322,0.276865839958,4483.738347768784,628007.625,137.6893310546875,1.72754
100,41.572757720947266,6.23978071654,33.9563719212,7700,3850000,27.8393478277,,0.00285785,0.00285785,1.0,2.65762,500.0,0.00921521,0.286575973034,4540.744827747345,1664.490966796875,18.479232788085938,1.70177
100,278.4601135253906,18.9843887013,33.5264694311,7800,3900000,27.4570111435,,0.00229931,0.00229931,1.0,4.82395,500.0,0.00818461,0.292156159878,4598.322119474411,1058.3887939453125,28.74425506591797,1.6739
100,35.9991340637207,5.24781943013,32.9423579034,7900,3950000,26.9377629717,,0.00462305,0.00462305,1.0,4.07654,500.0,0.00967591,0.291759371758,4650.970806837082,1927.4803466796875,18.418743133544922,1.66795
100,72.00566864013672,7.28152260802,31.4198693779,8000,4000000,25.7445984059,,0.00343851,0.00343851,1.0,2.52553,500.0,0.00928852,0.288372218609,4706.0991814136505,2621.76123046875,22.64246368408203,1.71129
100,80.2601318359375,14.5193130605,32.6623718924,8100,4050000,26.74634441,,0.00190701,0.00190701,1.0,2.97507,500.0,0.00864054,0.280707836151,4758.612143278122,1152.0323486328125,24.701793670654297,1.72463
100,86.21521759033203,-10.3346403228,32.0111761677,8200,4100000,26.328626576,,0.0048536,0.0048536,1.0,3.08044,500.0,0.0101739,0.285203814507,4819.4615886211395,17717.314453125,29.597280502319336,1.68721
100,59.94415283203125,5.57827779848,32.197380269,8300,4150000,26.4336233034,,0.00471215,0.00471215,1.0,3.92072,500.0,0.00965049,0.289002716541,4878.534316301346,3535.8095703125,23.41707992553711,1.68779
100,137.85018920898438,-6.50974073734,31.4380543228,8400,4200000,25.8285251245,,0.00413558,0.00413558,1.0,4.38628,500.0,0.00923691,0.298793435097,4933.100242137909,28170.828125,43.8427619934082,1.65759
100,32.350059509277344,7.14574385082,32.1814115564,8500,4250000,26.4409305495,,0.00508403,0.00508403,1.0,2.18262,500.0,0.00975121,0.287030518055,4988.91988825798,638.1984252929688,14.724520683288574,1.66759
100,71.44879150390625,11.4819521345,33.1394640569,8600,4300000,27.1469890223,,0.0031734,0.0031734,1.0,2.53614,500.0,0.00919091,0.293018341064,5047.862836122513,2651.105224609375,26.928617477416992,1.6592
100,34.0858154296875,8.96389816859,32.8283850812,8700,4350000,26.9987935209,,0.00261323,0.00261323,1.0,2.7929,500.0,0.00922927,0.293003737926,5107.202021360397,2166.896484375,22.928878784179688,1.65342
100,295.4483947753906,-29.3895798556,32.0080888739,8800,4400000,26.2095475134,,0.00361691,0.00361691,1.0,1.84282,500.0,0.00974667,0.293062031269,5162.972823858261,70107.859375,50.04408645629883,1.61719
100,28.128557205200195,14.0410903173,32.4628612001,8900,4450000,26.6627158417,,0.00322185,0.00322185,1.0,2.28219,500.0,0.00858863,0.295125126839,5215.763401269913,1834.917236328125,26.891870498657227,1.60802
100,72.51524353027344,5.26086089707,31.8801519466,9000,4500000,26.3434643872,,0.00175832,0.00175832,1.0,1.90825,500.0,0.00915121,0.298449754715,5274.268558740616,3887.3740234375,23.965503692626953,1.63474
100,68.68915557861328,3.27664932165,31.9607960913,9100,4550000,26.2685799254,,0.0034407,0.0034407,1.0,1.97925,500.0,0.00986249,0.301173329353,5330.919768571854,2550.650634765625,18.427839279174805,1.65596
100,57.39670181274414,5.08274558135,32.2913202576,9200,4600000,26.5660284184,,0.00476699,0.00476699,1.0,4.4544,500.0,0.00975601,0.288489580154,5384.695326328278,4155.51220703125,24.421724319458008,1.6572
100,98.44918060302734,8.74531957735,32.6725024897,9300,4650000,26.901499211,,0.00246222,0.00246222,1.0,2.60081,500.0,0.0102936,0.295837759972,5441.063283205032,6122.34521484375,32.21894454956055,1.61125
100,289.32745361328125,11.367093931,33.2798248662,9400,4700000,27.410914497,,0.0031655,0.0031655,1.0,1.61343,500.0,0.00853609,0.295740067959,5500.255153417587,5640.556640625,33.89818572998047,1.6419
100,249.9755859375,-36.3525010101,32.8873138474,9500,4750000,27.0635296812,,0.00289525,0.00289525,1.0,6.14859,500.0,0.0101866,0.296923339367,5555.411289691925,67555.078125,41.621578216552734,1.60154
100,35.13865661621094,9.59969838075,33.7061868613,9600,4800000,27.7612388029,,0.00395788,0.00395788,1.0,2.4214,500.0,0.00927378,0.300013005733,5613.353405237198,693.4089965820312,17.499496459960938,1.60774
100,117.65655517578125,2.73993140361,33.6390008356,9700,4850000,27.7285229965,,0.00458491,0.00458491,1.0,4.3147,500.0,0.00958811,0.298144459724,5663.999448299408,2822.162841796875,18.677141189575195,1.61163
100,394.4527893066406,-8.32957527863,33.6196241614,9800,4900000,27.6717282748,,0.00403474,0.00403474,1.0,2.45868,500.0,0.00799335,0.299289166927,5722.4691915512085,41342.11328125,52.668704986572266,1.61687
100,318.76568603515625,19.0746821445,33.2678489624,9900,4950000,27.3504567386,,0.00178059,0.00178059,1.0,1.45743,500.0,0.00985464,0.294155538082,5781.542931556702,1365.434326171875,30.16021728515625,1.54208
100,507.6576843261719,-37.8636879762,33.4853157483,10000,5000000,27.6187872527,,0.00336735,0.00336735,1.0,2.63397,500.0,0.00950356,0.297702252865,5839.107203006744,75793.40625,44.728118896484375,1.57453
100,78.3814697265625,2.1155455046,33.1753156266,10100,5050000,27.3465854627,,0.00191628,0.00191628,1.0,3.65937,500.0,0.00975651,0.304142415524,5892.3658854961395,2678.410400390625,17.64155387878418,1.55369
100,98.40975189208984,20.3710937082,33.4296709338,10200,5100000,27.653303439,,0.00339229,0.00339229,1.0,1.34086,500.0,0.00856257,0.304234802723,5951.20854973793,754.7597045898438,28.612960815429688,1.56844
100,17.29680061340332,17.8584546824,33.5090038082,10300,5150000,27.6803669149,,0.0019947,0.0019947,1.0,1.77259,500.0,0.00825349,0.303259372711,6009.774832725525,1446.5457763671875,29.26849937438965,1.58039
100,59.3393669128418,10.7958577669,33.4741213754,10400,5200000,27.6738328977,,0.00342642,0.00342642,1.0,3.01036,500.0,0.00815474,0.302254676819,6068.583362817764,4213.91650390625,30.270263671875,1.60164
100,85.20797729492188,10.228744463,33.2818467771,10500,5250000,27.53057512,,0.00304278,0.00304278,1.0,2.15467,500.0,0.00796644,0.300104856491,6125.921622037888,3202.133544921875,27.20496368408203,1.61328
100,201.12400817871094,0.743658762417,33.2109286904,10600,5300000,27.5267442366,,0.00249282,0.00249282,1.0,2.49631,500.0,0.0100225,0.29863089323,6179.510182619095,4447.71435546875,20.751014709472656,1.58534
100,1496.6500244140625,-518.537192101,33.6903632967,10700,5350000,27.9387243794,,0.00333644,0.00333644,1.0,2.75171,500.0,0.00941158,0.299342095852,6237.763996124268,7172992.5,284.93609619140625,1.60148
100,165.35255432128906,-9.05538671428,33.7051124859,10800,5400000,27.8561455276,,0.00331432,0.00331432,1.0,2.32462,500.0,0.00889804,0.298703074455,6296.293030023575,24674.8671875,38.06932067871094,1.5956
100,196.44866943359375,18.1136039585,33.9890525007,10900,5450000,28.2418597197,,0.00320787,0.00320787,1.0,3.70498,500.0,0.0088623,0.300809800625,6351.687453508377,1321.2869873046875,29.018457412719727,1.54881
100,244.1708221435547,-0.600938562109,34.1883142256,11000,5500000,28.2664029958,,0.00289157,0.00289157,1.0,2.77033,500.0,0.00904541,0.303638160229,6403.704171895981,28393.056640625,49.94977951049805,1.52376
100,44.57958221435547,12.2397660601,34.0334947669,11100,5550000,28.0946359521,,0.00291808,0.00291808,1.0,2.43852,500.0,0.00864616,0.308664023876,6461.055603027344,929.613037109375,21.386632919311523,1.54695
100,134.0775604248047,-2.58366042508,34.1646406243,11200,5600000,28.3333911762,,0.00425578,0.00425578,1.0,3.1532,500.0,0.0104083,0.301259160042,6519.0335512161255,11707.7197265625,29.877004623413086,1.5411
100,284.17047119140625,0.930474011271,33.7971734757,11300,5650000,27.9651665085,,0.00455524,0.00455524,1.0,2.26071,500.0,0.00935409,0.305017888546,6576.581722974777,6642.740234375,25.381376266479492,1.55076
100,608.6729736328125,16.099441928,33.6320883378,11400,5700000,27.8363362483,,0.00326708,0.00326708,1.0,1.60179,500.0,0.00874145,0.311940729618,6629.21568441391,4048.86279296875,35.18864440917969,1.583
100,41.8701286315918,10.8651292444,33.204500279,11500,5750000,27.4929729266,,0.00294956,0.00294956,1.0,1.97527,500.0,0.00914097,0.308600246906,6684.757959604263,1509.6285400390625,22.521310806274414,1.57822
100,159.7274169921875,-15.1485602657,33.4553366783,11600,5800000,27.6402140131,,0.00384401,0.00384401,1.0,2.88598,500.0,0.00924821,0.314240038395,6741.062524795532,34769.703125,40.79134750366211,1.55533
100,75.49051666259766,9.20860349298,31.9582148975,11700,5850000,26.3058255556,,0.0023564,0.0023564,1.0,2.90393,500.0,0.00993589,0.3141066432,6797.864443540573,2730.928466796875,24.886089324951172,1.56435
100,112.12277221679688,-7.78709183711,30.8838943793,11800,5900000,25.4945941582,,0.00721609,0.00721609,1.0,2.97425,500.0,0.00997688,0.306668400764,6852.99192905426,14162.13671875,27.91434097290039,1.55662
100,30.75063705444336,1.20285023316,31.8041592864,11900,5950000,26.2455716458,,0.00589308,0.00589308,1.0,2.91183,500.0,0.00991485,0.307737112045,6909.192514896393,2265.369873046875,15.481620788574219,1.54451
100,68.0671157836914,1.3152952701,32.4189494955,12000,6000000,26.6754582719,,0.0030683,0.0030683,1.0,2.91876,500.0,0.00970725,0.314375579357,6965.577900886536,5486.21875,23.535999298095703,1.53908
100,112.85994720458984,-1.51098286563,31.453865777,12100,6050000,25.9273458143,,0.00422527,0.00422527,1.0,2.20428,500.0,0.0097787,0.303100764751,7021.6526346206665,9040.7314453125,27.013845443725586,1.53125
100,126.29605102539062,4.33509343349,32.8178070043,12200,6100000,27.0789385988,,0.00394327,0.00394327,1.0,1.89524,500.0,0.00934318,0.314969420433,7078.408974170685,11914.388671875,37.08100891113281,1.53061
100,28.08900260925293,7.82957465572,33.9548243097,12300,6150000,27.9464204418,,0.00479287,0.00479287,1.0,2.19108,500.0,0.00964426,0.315124452114,7131.819127559662,1985.7987060546875,21.198265075683594,1.53906
100,151.80160522460938,8.66036491371,33.7210501978,12400,6200000,27.8340930083,,0.00499284,0.00499284,1.0,3.86972,500.0,0.00851235,0.31891900301,7188.705502033234,4236.9248046875,28.187864303588867,1.53898
100,91.89793395996094,-1.81930870182,33.1659992472,12500,6250000,27.375432541,,0.00339771,0.00339771,1.0,2.22319,500.0,0.00978695,0.315313279629,7244.431934833527,8920.7763671875,26.515649795532227,1.52701
100,51.957115173339844,8.77803804079,31.5494051457,12600,6300000,26.0746948621,,0.00469381,0.00469381,1.0,3.97805,500.0,0.0101336,0.310032844543,7298.59219455719,3225.970947265625,25.81732749938965,1.48967
100,39.881797790527344,12.8858472279,30.601985801,12700,6350000,25.2845641542,,0.00355234,0.00355234,1.0,5.04867,500.0,0.00901016,0.311454534531,7354.738271474838,3223.7822265625,29.919355392456055,1.47569
100,33.058528900146484,9.95083912591,30.2548586381,12800,6400000,24.8865049496,,0.00361772,0.00361772,1.0,6.18746,500.0,0.00967377,0.317214787006,7412.149272203445,2344.64599609375,24.47730255126953,1.47958
100,370.50799560546875,-60.3395837044,31.8967633335,12900,6450000,26.2973658844,,0.00505968,0.00505968,1.0,8.97931,500.0,0.00926033,0.315188646317,7469.101202487946,196832.5,72.75784301757812,1.49013
100,82.52691650390625,-3.99979758368,33.0325640581,13000,6500000,27.3115805159,,0.00476394,0.00476394,1.0,5.35911,500.0,0.0102219,0.315683841705,7521.976913690567,7756.0400390625,22.420717239379883,1.47908
