Weights,MeanIW,MeanD2-0,VarianceInitializer,InitialReturnStd,InitialBound,TimestepsSoFar,Epsilon,WReturnMean,MinIW,EpLenMean,ReturnMeanIW,EpThisIter,OptimizationReturnMean,Penalization,OptimizationReturnMin,LearnableVariance,OptimizationReturnMax,Bound,EmpiricalD2Arithmetic,EpisodesSoFar,Inner Iteration,MinTargetPdf,InitialReturnMin,MeanEntropy,Iteration,ReturnStepMax,StdWReturnMean,StdIW,DivergenceHarmonic,ESSRenyiArithmetic,ReturnStepMaxmin,EmpiricalD2Harmonic,MinBehavPdf,EpRewMean,InitialReturnMean,InitialReturnMax,MaxIW,TimeElapsed,ESSRenyiHarmonic
[-0.043  0.331 -1.029 -1.767],178.05453,1.0,-1.0,960.2821,-5013102.5,235123,1.0,3613913.0,0.1204896,165.12,897352000.0,50,1640.6619,True,,,4139.609,-24437814000000.0,1.0,3250,1,-173.8289,,0.4189424,33,9.999999,,761.14746,305032970000000.0,50.0,9.999999,1.0,-173.8289,1640.6617365222055,1640.6619,4139.609,5382.848,1278.34552693367,50.0
[-0.007  0.376 -1.041 -1.743],148.10536,107.896,-1.0,849.6162,-5628782300000000.0,241406,1.0,929198850.0,0.0015334429,125.66,929198850.0,50,1246.0482,True,,,3588.7095,-5628782300000000.0,107.896,3300,2,-132.2378,,0.4189424,33,10.0,,983.0986,2.8652778e+19,0.4634092,10.0,107.895996,-130.6178,1246.0482141365583,1246.0482,3588.7095,7020.343,1309.1734910011292,0.46340922
[-0.007  0.376 -1.041 -1.743],3.291601,1.0,-1.0,932.19617,-5067928.5,248804,1.0,3027656.0,0.28023115,147.96,17102070.0,50,1109.5662,True,,,4639.121,-339764400000.0,1.0,3350,1,-204.66158,359.67386,0.4189424,34,10.0,,3.8518448,27729502000.0,50.0,10.0,1.0,-204.66158,1469.240003839709,1469.2401,4998.795,22.691582,1346.9621090888977,50.0
[-0.065  0.366 -1.057 -1.729],2.06805,472145.72,-1.0,902.46515,-inf,256757,1.0,5154624.0,1.614114e-08,159.06,5154624.0,50,1480.1542,True,,,3898.2659,-inf,472145.72,3400,2,-176.12766,99.87567,0.4189424,34,9.999999,,5.45375,inf,0.00010589951,9.999999,472145.75,-174.30759,1580.0298453413393,1580.0298,3998.1416,23.641235,1386.0067262649536,0.000105899504
[-0.065  0.366 -1.057 -1.729],230.48653,1.0,-1.0,978.4125,-4292645.5,264404,1.0,3264254.5,0.1945671,152.94,1012423040.0,50,1508.8885,True,,,3538.972,-847345550000.0,1.0,3450,1,-155.2911,9.980674,0.4189424,35,10.0,,753.3839,677287560000.0,50.0,10.0,1.0,-155.2911,1518.869204141213,1518.8693,3548.9526,4491.777,1417.0766716003418,50.0
[-0.004  0.372 -1.064 -1.719],0.79369044,151.78694,-1.0,827.265,-2068822800000000.0,270268,1.0,1979314.0,0.004142713,117.28,1809778.0,50,1152.2612,True,,,3358.5146,-1441608000000000.0,151.78694,3500,2,-146.27402,9.9809265,0.4189424,35,9.999999,,2.2280385,2.4212612e+18,0.3294091,9.999999,151.78694,-145.41173,1162.242155092078,1162.2421,3368.4956,12.672043,1447.1233837604523,0.3294091
[-0.011  0.39  -1.063 -1.716],4.40501,1.0,-1.0,1068.2639,-4768500.5,276617,1.0,2727953.0,0.6825446,126.98,18520764.0,50,1239.7062,True,,,4979.1714,-203187140000.0,1.0,3550,1,-198.87233,19.96258,0.4189424,36,9.999999,,5.0540247,9913467000.0,50.0,9.999999,1.0,-198.87233,1259.6687235213553,1259.6687,4999.134,33.278053,1475.4986400604248,50.0
[-0.061  0.361 -1.087 -1.72 ],1.7910326,5681.287,-1.0,1006.73413,-2.158386e+20,285052,1.0,2183508.2,2.8884574e-07,168.7,2183508.2,50,1356.6624,True,,,4068.7798,-2.158386e+20,5681.287,3600,2,-188.60715,319.70264,0.4189424,36,10.0,,4.0697,1.8840481e+28,0.008800822,10.0,5681.287,-185.64655,1676.364918435504,1676.3649,4388.4824,23.578146,1511.776955127716,0.008800822
[-0.061  0.361 -1.087 -1.72 ],327.2178,1.0,-1.0,912.0549,-4443125.5,292294,1.0,2899395.8,0.22374727,144.84,808520960.0,50,1427.9159,True,,,4338.1914,-16965572000000.0,1.0,3650,1,-171.05743,9.98248,0.4189424,37,10.0,,1067.5227,120770040000000.0,50.0,10.0,1.0,-171.05743,1437.898478022645,1437.8984,4348.174,6062.9595,1531.1753821372986,50.0
[ 1.102e-03  3.531e-01 -1.092e+00 -1.717e+00],0.5679269,105.97938,-1.0,1186.31,-5135691000000000.0,299007,1.0,968117.56,0.0015632816,134.26,939495.75,50,1322.6697,True,,,4988.8877,-5151212500000000.0,105.97938,3700,2,-217.85844,9.980686,0.4189424,37,10.0,,1.4019623,6.374167e+18,0.4717899,10.0,105.97938,-215.3734,1332.6502933200632,1332.6503,4998.868,8.359493,1557.3182158470154,0.4717899
[ 1.399e-03  3.616e-01 -1.095e+00 -1.716e+00],1214.9429,1.0,-1.0,886.87317,-3558128.2,304709,1.0,2063288.5,0.027187249,114.04,3643342000.0,50,1109.9625,True,,,4258.801,-4265771000000000.0,1.0,3750,1,-172.95395,19.968735,0.4189424,38,10.0,,3321.435,8.1434806e+18,50.0,10.0,1.0,-172.95395,1129.931216781862,1129.9313,4278.7695,14451.481,1586.0576922893524,50.0
[ 0.009  0.473 -1.142 -1.686],3.1436474,24421.06,-1.0,823.35846,-6.8290027e+22,310808,1.0,3679043.2,2.0434223e-08,121.98,3679043.2,50,1189.3491,True,,,3528.9878,-6.8290027e+22,24421.06,3800,2,-163.37595,19.962448,0.4189424,38,10.0,,18.998579,4.4096715e+33,0.002047413,10.0,24421.06,-160.7239,1209.3114593710966,1209.3115,3548.9502,135.76518,1614.5284745693207,0.002047413
[ 0.009  0.473 -1.142 -1.686],2.1413317,1.0,-1.0,852.2158,-3921649.5,316235,1.0,1882063.9,0.34850463,108.54,3511857.8,50,1055.107,True,,,4977.987,-261532660000.0,1.0,3850,1,-225.59602,19.97081,0.4189424,39,10.0,,1.6407559,16442250000.0,50.0,10.0,1.0,-225.59602,1075.0777294993466,1075.0778,4997.9575,10.255558,1639.4183309078217,50.0
[-0.048  0.452 -1.157 -1.687],1.9493717,445475.9,-1.0,1078.964,-inf,324817,1.0,2610096.2,3.598993e-09,171.64,2610096.2,50,1685.9619,True,,,4978.7124,-inf,445475.9,3900,2,-217.51947,19.968456,0.4189424,39,10.0,,2.9057555,inf,0.00011223952,10.0,445475.9,-214.783,1705.9302893433994,1705.9303,4998.6807,12.858054,1679.4302020072937,0.00011223952
[-0.048  0.452 -1.157 -1.687],5.9745164,1.0,-1.0,1046.7338,-5383985.5,332366,1.0,3343862.5,0.12243886,150.98,36939544.0,50,1499.4038,True,,,4998.6104,-195638600000.0,1.0,3950,1,-199.47557,,0.4189424,40,10.0,,17.256964,9192619000.0,50.0,10.0,1.0,-199.47557,1499.4034962007654,1499.4038,4998.6104,112.40484,1715.0875663757324,50.0
[-0.103  0.465 -1.179 -1.698],6.7139244,422.87915,-1.0,799.67456,-1.774539e+17,339982,1.0,28257190.0,1.0487602e-05,152.32,28257190.0,50,1492.6954,True,,,3148.4365,-1.774539e+17,422.87915,4000,2,-132.13126,19.963451,0.4189424,40,10.0,,28.98337,4.6870803e+22,0.11823709,10.0,422.87915,-129.46413,1512.6590576354276,1512.659,3168.4,199.63861,1755.7394309043884,0.11823709
[-0.103  0.465 -1.179 -1.698],258.87286,1.0,-1.0,888.29956,-5352730.0,348307,1.0,3526334.5,0.031264532,166.5,1226316400.0,50,1654.4661,True,,,4729.534,-32476878000000.0,1.0,4050,1,-161.75653,,0.4189424,41,10.0,,733.984,316179350000000.0,50.0,10.0,1.0,-161.75653,1654.466196562785,1654.4661,4729.534,4479.252,1797.9981591701508,50.0
[-0.049  0.375 -1.227 -1.745],3.2155087,480897200.0,-1.0,1144.1758,-inf,357385,1.0,9451571.0,5.4889886e-14,181.56,9451571.0,50,1495.3575,True,,,4688.4775,-inf,480897200.0,4100,2,-226.46056,309.72443,0.4189424,41,10.0,,16.752377,inf,1.0397232e-07,10.0,480897200.0,-214.3064,1805.081938103759,1805.082,4998.202,117.64477,1845.442642211914,1.0397232e-07
[-0.049  0.375 -1.227 -1.745],651.40796,1.0,-1.0,1099.328,-6313045.0,366190,1.0,4272970.5,0.20813257,176.1,3573843500.0,50,1700.6323,True,,,4948.6245,-2.913034e+17,1.0,4150,1,-232.84796,49.92431,0.4189424,42,10.0,,2451.9238,2.0389502e+22,50.0,10.0,1.0,-232.84796,1750.556623992051,1750.5565,4998.549,16978.97,1883.878442287445,50.0
[ 0.01   0.394 -1.232 -1.748],9.465467,397.32776,-1.0,949.20374,-5.213772e+17,373358,1.0,74636390.0,0.004543844,143.36,74636390.0,50,1373.1097,True,,,4018.6199,-5.213772e+17,397.32776,4200,2,-186.53772,49.90885,0.4189424,42,10.0,,62.46709,1.4881469e+23,0.1258407,10.0,397.32776,-183.84073,1423.018550547955,1423.0186,4068.5288,446.54135,1914.891628742218,0.1258407
[ 0.01   0.394 -1.232 -1.748],3.7300196,1.0,-1.0,1062.7635,-5046220.0,380363,1.0,3062815.0,0.122097455,140.1,9856182.0,50,1360.5034,True,,,4898.6934,-47465226000.0,1.0,4250,1,-208.69931,29.945492,0.4189424,43,10.0,,3.6166775,572471800.0,50.0,10.0,1.0,-208.69931,1390.4490134949228,1390.4491,4928.6387,18.80079,1946.5633919239044,50.0
[-0.031  0.354 -1.241 -1.771],5.872,44738.26,-1.0,1211.4299,-1.6233881e+24,391720,1.0,9894675.0,1.1094648e-08,227.14,9894675.0,50,2220.653,True,,,4599.274,-1.6233881e+24,44738.26,4300,2,-223.64502,39.935894,0.4189424,43,10.0,,24.360449,8.5341415e+35,0.0011176115,10.0,44738.26,-215.69823,2260.589124252726,2260.589,4639.21,170.20715,1996.6175620555878,0.0011176115
[-0.031  0.354 -1.241 -1.771],106.88008,1.0,-1.0,1068.5513,-5419152.0,400345,1.0,4080893.0,0.113424204,172.5,1412801700.0,50,1694.412,True,,,4028.5054,-244632230000000.0,1.0,4350,1,-164.82056,19.96579,0.4189424,44,9.999999,,598.25867,3.341561e+16,50.0,9.999999,1.0,-164.82056,1714.3778902446263,1714.3778,4048.4712,4283.991,2027.172369003296,50.0
[-0.085  0.327 -1.253 -1.76 ],6.6648164,676.7332,-1.0,686.2445,-2.7109245e+16,406967,1.0,37191692.0,2.0718926e-07,132.44,37191692.0,50,1264.1058,True,,,3039.3494,-2.7109245e+16,676.7332,4400,2,-139.64532,49.909595,0.4189424,44,10.0,,27.823238,1.2103442e+21,0.07388436,10.0,676.7332,-133.98206,1314.0153893034535,1314.0155,3089.259,188.15652,2051.5096027851105,0.07388436
[-0.085  0.327 -1.253 -1.76 ],31.616074,1.0,-1.0,777.35425,-3987841.0,414664,1.0,2942076.8,0.25603867,153.94,55244708.0,50,1528.9856,True,,,3578.8042,-29873023000.0,1.0,4450,1,-183.08499,,0.4189424,45,10.0,,70.61767,812999040.0,50.0,10.0,1.0,-183.08499,1528.9856464097152,1528.9856,3578.8042,424.55786,2082.4059948921204,50.0
[-0.049  0.37  -1.257 -1.733],105.703476,531.7773,-1.0,1129.4519,-9.9543675e+16,423791,1.0,156496850.0,3.5225148e-06,182.54,156496850.0,50,1815.0001,True,,,4998.8994,-9.9543675e+16,531.7773,4500,2,-212.89153,,0.4189424,45,10.0,,583.6774,2.3802413e+21,0.09402432,10.0,531.7773,-209.82652,1815.0001292533727,1815.0001,4998.8994,4014.869,2122.2143993377686,0.09402432
[-0.049  0.37  -1.257 -1.733],344004.1,1.0,-1.0,1224.6077,-7445268.5,433724,1.0,5404823.5,0.06341828,198.66,3100610100000.0,50,1966.1675,True,,,4989.02,-7.862238e+22,1.0,4550,1,-193.86493,9.979975,0.4189424,46,10.0,,1663912.5,1.4847424e+33,50.0,10.0,1.0,-193.86493,1976.1476416667203,1976.1477,4999.0,11766796.0,2164.61496758461,50.0
[ 0.027  0.431 -1.282 -1.807],1.4903228,395.46942,-1.0,1018.5326,-1.3693134e+17,441142,1.0,1139751.6,5.1277933e-05,148.36,1139751.6,50,1462.9747,True,,,4848.561,-1.3693134e+17,395.46942,4600,2,-177.6806,9.981142,0.4189424,46,10.0,,8.511991,5.047463e+21,0.12643203,10.0,395.46942,-174.22223,1472.9558468608652,1472.9558,4858.542,60.988617,2196.4961371421814,0.12643203
[ 0.027  0.431 -1.282 -1.807],59.261303,1.0,-1.0,1125.7666,-5306129.5,448473,1.0,3386293.0,0.24136434,146.62,573300540.0,50,1445.6748,True,,,4839.029,-273561380000000.0,1.0,4650,1,-201.82317,9.9840555,0.4189424,47,9.999999,,203.21883,2.0304194e+16,50.0,9.999999,1.0,-201.82317,1455.6588793680924,1455.6589,4849.0127,1233.7494,2227.225287437439,50.0
[-0.064  0.506 -1.324 -1.81 ],2.010361,2.7649686e+18,-1.0,1211.4679,-inf,458878,1.0,2210548.2,1.3679445e-14,208.1,2210548.2,50,1760.7798,True,,,4688.7017,-inf,2.7649686e+18,4700,2,-229.14575,309.71713,0.4189424,47,10.0,,5.553407,inf,1.8083389e-17,10.0,2.7649686e+18,-220.17029,2070.49693423724,2070.4968,4998.419,25.676468,2273.3060405254364,1.8083389e-17
[-0.064  0.506 -1.324 -1.81 ],8898602.0,1.0,-1.0,1263.9873,-8375913.5,469814,1.0,6335661.0,0.09316861,218.72,60511245000000.0,50,2166.714,True,,,4988.7817,-4.6859732e+20,1.0,4750,1,-222.95316,9.980189,0.4189424,48,10.0,,60455256.0,5.2752257e+28,50.0,10.0,1.0,-222.95316,2176.694125638837,2176.694,4998.7617,432002370.0,2321.509659767151,50.0
[-0.008  0.57  -1.358 -1.725],0.40257776,40419.71,-1.0,1317.3102,-8.5186444e+23,477141,1.0,613455.0,8.209414e-08,146.54,613455.0,50,1445.4476,True,,,4988.959,-8.5186444e+23,40419.71,4800,2,-214.1961,9.985248,0.4189424,48,10.0,,1.8518075,1.743087e+35,0.0012370202,10.0,40419.71,-209.26117,1455.4329799955399,1455.4331,4998.9443,13.059243,2353.5453913211823,0.0012370202
[-0.008  0.57  -1.358 -1.725],672.3968,1.0,-1.0,1072.1534,-4545632.0,484355,1.0,3200782.0,0.20933011,144.28,4031343400.0,50,1412.2579,True,,,4038.4639,-3.503345e+17,1.0,4850,1,-174.82361,19.967306,0.4189424,49,9.999999,,2215.049,6.7861635e+22,50.0,9.999999,1.0,-174.82361,1432.225253843876,1432.2253,4058.4312,14301.873,2377.32811999321,50.0
[-0.037  0.453 -1.385 -1.746],3.766547,608568960.0,-1.0,1405.8195,-inf,494790,1.0,1423664.9,4.0498076e-24,208.7,1423664.9,50,2066.7192,True,,,4988.75,-inf,608568960.0,4900,2,-238.89862,9.983206,0.4189424,49,10.0,,24.500807,inf,8.215996e-08,10.0,608568960.0,-222.58232,2076.702325382147,2076.7024,4998.7334,175.1926,2412.5284938812256,8.215996e-08
[-0.037  0.453 -1.385 -1.746],7.42606,1.0,-1.0,1487.949,-9167372.0,505922,1.0,7126772.0,0.29228938,222.64,62814684.0,50,2216.4792,True,,,4999.1865,-27288334000.0,1.0,4950,1,-231.04141,,0.4189424,50,10.0,,13.831617,178010780.0,50.0,10.0,1.0,-231.04141,2216.4792811059383,2216.4792,4999.1865,88.46616,2455.8843421936035,50.0
[-0.051  0.402 -1.401 -1.774],1.1169634,96.40996,-1.0,1472.0203,-631844400000000.0,518854,1.0,11295660.0,7.906946e-07,258.64,9156652.0,50,2267.2554,True,,,4689.0874,-570098600000000.0,96.40996,5000,2,-230.30573,309.71457,0.4189424,50,9.999999,,2.9030585,7.807779e+16,0.51861864,9.999999,96.40996,-229.54947,2576.969881117531,2576.97,4998.802,17.35105,2517.6229610443115,0.51861864
[-0.029  0.4   -1.399 -1.773],699.3833,1.0,-1.0,1525.9911,-9549451.0,530285,1.0,7509154.0,0.095319115,228.62,5324965400.0,50,2276.0723,True,,,4998.815,-44226130000000.0,1.0,5050,1,-220.95956,,0.4189424,51,10.0,,3050.9675,469760300000000.0,50.0,10.0,1.0,-220.95956,2276.0724136632343,2276.0723,4998.815,20646.533,2567.2966644763947,50.0
[ 0.011  0.447 -1.409 -1.773],0.41922188,1453.657,-1.0,1658.6948,-6.244356e+19,542233,1.0,7070757.0,3.5411496e-05,238.96,7070757.0,50,2070.2466,True,,,4689.2515,-6.244356e+19,1453.657,5100,2,-233.61653,309.8636,0.4189424,51,9.999999,,1.5073944,9.364703e+26,0.03439601,9.999999,1453.657,-229.76418,2380.1102060988305,2380.11,4999.115,10.621869,2615.622651576996,0.03439601
[ 0.011  0.447 -1.409 -1.773],4.6161704,1.0,-1.0,1450.6644,-7946489.0,552032,1.0,5906187.0,0.18412532,195.98,38083416.0,50,1899.8744,True,,,4948.8877,-413531080000.0,1.0,5150,1,-236.2581,49.93574,0.4189424,52,10.0,,7.2207484,41072996000.0,50.0,10.0,1.0,-236.2581,1949.8101239778098,1949.81,4998.823,48.53393,2656.5263216495514,50.0
[-0.04   0.42  -1.421 -1.792],2.71724,4575326.0,-1.0,1485.9274,-inf,564114,1.0,11951863.0,9.462603e-10,241.64,11951863.0,50,2396.5945,True,,,4989.0776,-inf,4575326.0,5200,2,-217.8457,9.980616,0.4189424,52,10.0,,6.8098483,inf,1.0928183e-05,10.0,4575326.0,-213.92899,2406.5752266828104,2406.575,4999.058,29.724613,2713.3166155815125,1.0928183e-05
[-0.04   0.42  -1.421 -1.792],5888.9277,1.0,-1.0,1633.7211,-11467429.0,577162,1.0,9427001.0,0.19962841,260.96,74264600000.0,50,2599.607,True,,,4998.97,-1.6217635e+21,1.0,5250,1,-224.64539,,0.4189424,53,10.0,,15296.483,6.3174833e+29,50.0,10.0,1.0,-224.64539,2599.6069827330343,2599.607,4998.97,71169.6,2765.8720703125,50.0
[ 0.02   0.421 -1.435 -1.796],0.5646885,945.1411,-1.0,1316.7246,-1.9378666e+19,586717,1.0,2990664.0,0.011430895,191.1,2990664.0,50,1880.8705,True,,,4979.1772,-1.9378666e+19,945.1411,5300,2,-216.45493,19.964088,0.4189424,53,9.999999,,2.1400168,9.018982e+25,0.052902155,9.999999,945.1411,-216.23613,1900.8344738258313,1900.8345,4999.141,15.216983,2802.8536586761475,0.052902155
[ 0.02   0.421 -1.435 -1.796],3.7193487,1.0,-1.0,1374.0522,-7437954.5,596135,1.0,5397766.5,0.35166562,188.36,23618250.0,50,1803.5472,True,,,4928.802,-1145857200000.0,1.0,5350,1,-205.33165,69.884476,0.4189424,54,10.0,,4.3510094,315435780000.0,50.0,10.0,1.0,-205.33165,1873.431907186603,1873.4319,4998.686,29.283205,2840.715348005295,50.0
[-0.04   0.43  -1.448 -1.799],1.6881698,701672.9,-1.0,1472.22,-inf,609876,1.0,5670156.0,4.4314092e-12,274.82,5670156.0,50,2418.416,True,,,4679.2256,-inf,701672.9,5400,2,-237.43077,319.719,0.4189424,54,10.0,,3.432678,inf,7.125828e-05,10.0,701672.9,-228.1611,2738.135111240011,2738.135,4998.9443,13.76062,2916.7267451286316,7.125828e-05
[-0.04   0.43  -1.448 -1.799],66479.99,1.0,-1.0,1263.2219,-9022771.0,621532,1.0,6982562.0,0.026100978,233.12,909305900000.0,50,2291.0054,True,,,4968.7554,-5.1761802e+20,1.0,5450,1,-218.77136,29.949814,0.4189424,55,10.0,,464064.34,6.4369477e+28,50.0,10.0,1.0,-218.77136,2320.9552580351647,2320.9553,4998.705,3314928.2,2983.3757858276367,50.0
[-0.101  0.439 -1.453 -1.79 ],1.3955545,2152.3496,-1.0,946.01074,-2.6568058e+19,630422,1.0,6663522.0,1.2171071e-06,177.8,6663522.0,50,1478.016,True,,,4709.396,-2.6568058e+19,2152.3496,5500,2,-212.7682,289.74945,0.4189424,55,10.0,,4.4534016,1.6952265e+26,0.023230426,10.0,2152.3496,-211.25313,1767.7654462984563,1767.7653,4999.1455,26.561146,3026.09849524498,0.023230426
[-0.101  0.439 -1.453 -1.79 ],3004469.5,1.0,-1.0,776.5316,-5221726.0,639380,1.0,3775453.5,0.010450598,179.16,14141393000000.0,50,1361.5238,True,,,3789.0664,-1.4953607e+24,1.0,5550,1,-169.38945,419.61423,0.4189424,56,10.0,,15701244.0,1.0690533e+36,50.0,10.0,1.0,-169.38945,1781.137930207998,1781.138,4208.6807,106140090.0,3072.842997312546,50.0
[-0.202  0.45  -1.458 -1.717],0.09067076,410435.2,-1.0,653.50586,-inf,646152,1.0,77447.46,3.9654807e-10,135.44,77447.46,50,1334.1194,True,,,4159.4497,-inf,410435.2,5600,2,-211.0379,9.987376,0.4189424,56,10.0,,0.35701454,inf,0.00012182191,10.0,410435.2,-206.61824,1344.1067069804692,1344.1067,4169.437,2.2719548,3107.956179857254,0.00012182191
[-0.202  0.45  -1.458 -1.717],33715.156,1.0,-1.0,531.27545,-2531408.5,652265,1.0,1752059.6,0.0685804,122.26,24033198000.0,50,1182.4088,True,,,3059.5479,-1118413600000000.0,1.0,5650,1,-141.36731,29.946812,0.4189424,57,10.0,,173105.34,2.0593383e+18,50.0,10.0,1.0,-141.36731,1212.3556336263894,1212.3556,3089.4946,1195870.2,3139.527961730957,50.0
[-0.149  0.553 -1.468 -1.673],4.2250295,6607948300.0,-1.0,768.58325,-inf,661197,1.0,10245927.0,3.8176126e-17,178.64,10245927.0,50,1735.9575,True,,,3999.4243,-inf,6607948300.0,5700,2,-187.40875,39.950016,0.4189424,57,10.0,,28.924925,inf,7.566645e-09,10.0,6607948300.0,-175.63504,1775.9074524998764,1775.9073,4039.3743,206.66844,3175.7434968948364,7.566645e-09
[-0.149  0.553 -1.468 -1.673],131.4718,1.0,-1.0,553.1935,-4085170.0,670016,1.0,3379970.0,0.06078576,176.38,560229100.0,50,1263.4645,True,,,2449.0444,-51456713000.0,1.0,5750,1,-131.62311,489.80307,0.4189424,58,9.999999,,311.34128,5209052000.0,50.0,9.999999,1.0,-131.62311,1753.2675522423515,1753.2677,2938.8474,1890.4226,3214.832548379898,50.0
[-0.088  0.559 -1.459 -1.663],0.20053968,110189.5,-1.0,1230.1132,-inf,680765,1.0,708822.9,3.3413192e-11,214.98,708822.9,50,2119.127,True,,,4349.109,-inf,110189.5,5800,2,-187.89294,19.963085,0.4189424,58,10.0,,0.39975002,inf,0.00045376376,10.0,110189.5,-186.6199,2139.090235734352,2139.0903,4369.072,1.9185714,3263.0489540100098,0.00045376376
[-0.088  0.559 -1.459 -1.663],212.38066,1.0,-1.0,1194.82,-7958959.0,691413,1.0,5918848.0,0.030578528,212.96,1873412000.0,50,2119.2578,True,,,4998.587,-1155707600000.0,1.0,5850,1,-218.71448,,0.4189424,59,10.0,,864.97943,319881450000.0,50.0,10.0,1.0,-218.71448,2119.2577524386243,2119.2578,4998.587,5444.97,3336.5242438316345,50.0
[-0.032  0.573 -1.476 -1.679],0.8508633,225851.66,-1.0,1244.4224,-inf,701126,1.0,6368359.0,1.9797606e-07,194.26,6368359.0,50,1692.4636,True,,,4759.0513,-inf,225851.66,5900,2,-230.70294,239.82443,0.4189424,59,10.0,,3.2901697,inf,0.00022138425,10.0,225851.67,-229.78995,1932.2880949461103,1932.288,4998.8755,22.647652,3408.5569896698,0.00022138424
[-0.032  0.573 -1.476 -1.679],143.24545,1.0,-1.0,1679.9486,-10919242.0,713475,1.0,8878598.0,0.12233988,246.98,3537949200.0,50,2450.9885,True,,,4989.255,-3.614138e+16,1.0,5950,1,-227.38055,9.980988,0.4189424,60,10.0,,977.3822,3.1367955e+20,50.0,10.0,1.0,-227.38055,2460.9695339848317,2460.9695,4999.236,6984.8687,3477.520719766617,50.0
[-0.087  0.585 -1.501 -1.669],35.850723,7625.7285,-1.0,1352.4675,-1.1030101e+22,724903,1.0,819709200.0,5.4780028e-08,228.56,819709200.0,50,2265.6382,True,,,4989.055,-1.1030101e+22,7625.7285,6000,2,-229.70857,9.980944,0.4189424,60,10.0,,197.67706,2.922168e+31,0.0065567507,10.0,7625.729,-224.21204,2275.6193462408946,2275.6194,4999.036,1402.8292,3543.415832042694,0.0065567503
[-0.087  0.585 -1.501 -1.669],111.170105,1.0,-1.0,1300.5547,-9187374.0,736633,1.0,7146813.0,0.07273327,234.6,752008640.0,50,2335.6733,True,,,4999.1367,-363080600000.0,1.0,6050,1,-223.65822,,0.4189424,61,10.0,,355.32663,31529458000.0,50.0,10.0,1.0,-223.65822,2335.673459854835,2335.6733,4999.1367,2387.5676,3607.2321600914,50.0
[-0.045  0.626 -1.523 -1.665],3.1041205,7083.16,-1.0,1630.5981,-6.5311624e+21,747166,1.0,3859089.5,0.0001037092,210.66,3859089.5,50,2077.294,True,,,4979.1836,-6.5311624e+21,7083.16,6100,2,-226.28215,19.965748,0.4189424,61,10.0,,18.60578,1.0244429e+31,0.0070589962,10.0,7083.1606,-224.2017,2097.2597717099266,2097.2598,4999.1494,133.21342,3666.030874967575,0.007058996
[-0.045  0.626 -1.523 -1.665],69.36488,1.0,-1.0,1327.2866,-7749801.5,757149,1.0,5709374.0,0.06474511,199.66,975239700.0,50,1976.8964,True,,,4988.9956,-102158530000000.0,1.0,6150,1,-250.39455,9.981698,0.4189424,62,10.0,,193.96672,2506730000000000.0,50.0,10.0,1.0,-250.39455,1986.8781732912178,1986.8782,4998.9775,1291.3218,3721.8333497047424,50.0
[ 0.018  0.574 -1.584 -1.737],1.3470664,7317.365,-1.0,1602.3552,-1.4195335e+21,767488,1.0,16114712.0,1.6566385e-09,206.78,16114712.0,50,2048.0496,True,,,4988.7466,-1.4195335e+21,7317.365,6200,2,-224.8602,9.97988,0.4189424,62,10.0,,3.792922,4.8411106e+29,0.0068330606,10.0,7317.365,-221.26212,2058.029480659247,2058.0298,4998.7266,19.890343,3788.2693445682526,0.0068330606
[ 0.018  0.574 -1.584 -1.737],3.5871499,1.0,-1.0,1490.9336,-9685625.0,779178,1.0,7645339.0,0.22030193,233.8,28854440.0,50,2048.8352,True,,,4719.018,-1013472100000.0,1.0,6250,1,-211.79471,279.78143,0.4189424,63,9.999999,,4.5626516,246733030000.0,50.0,9.999999,1.0,-211.79471,2328.6167814022274,2328.6167,4998.7993,28.497688,3857.1814839839935,50.0
[-0.032  0.542 -1.598 -1.753],3.2118063,1298964.8,-1.0,1532.5916,-inf,793225,1.0,26210744.0,3.0465994e-13,280.94,26210744.0,50,2800.2266,True,,,4998.9307,-inf,1298964.8,6300,2,-252.08813,,0.4189424,63,9.999999,,11.341852,inf,3.849219e-05,9.999999,1298964.8,-249.17802,2800.226288586067,2800.2266,4998.9307,71.98946,3945.3739790916443,3.849219e-05
[-0.032  0.542 -1.598 -1.753],49.688793,1.0,-1.0,1723.5297,-12674155.0,807108,1.0,10633313.0,0.15370637,277.66,1072272450.0,50,2488.4373,True,,,4719.744,-9.107316e+16,1.0,6350,1,-218.63556,279.7313,0.4189424,64,10.0,,149.80547,1.9914723e+21,50.0,10.0,1.0,-218.63556,2768.168728092014,2768.1687,4999.4756,790.18866,4026.3217918872833,50.0
[-0.092  0.548 -1.614 -1.751],0.8852778,33973.605,-1.0,1207.4026,-9.9262885e+22,819741,1.0,4085068.0,1.2632897e-07,252.66,4085068.0,50,2506.4033,True,,,4988.9404,-9.9262885e+22,33973.605,6400,2,-219.69272,9.981333,0.4189424,64,10.0,,2.468527,2.3667894e+33,0.0014717308,10.0,33973.605,-218.88364,2516.3850418440775,2516.385,4998.922,14.10781,4099.798060655594,0.0014717308
