Weights,OptimizationReturnMax,InitialReturnMin,ESSRenyiHarmonic,Iteration,MinIW,DivergenceHarmonic,Epsilon,MeanD2-0,EpisodesSoFar,InitialReturnMean,StdIW,Bound,Penalization,InitialReturnStd,MinTargetPdf,ReturnMeanIW,StdWReturnMean,ReturnStepMax,OptimizationReturnMin,VarianceInitializer,EmpiricalD2Arithmetic,InitialReturnMax,Inner Iteration,MinBehavPdf,EpLenMean,TimestepsSoFar,EpThisIter,EpRewMean,OptimizationReturnMean,InitialBound,EmpiricalD2Harmonic,ESSRenyiArithmetic,MaxIW,ReturnStepMaxmin,TimeElapsed,MeanIW,LearnableVariance,WReturnMean,MeanEntropy
[ 0.031  0.767 -3.886 -4.08 ],2840.6624,2158.7654,7.670844e-15,379,7.8480365e-25,inf,1.0,6518188000000000.0,37900,4941.8623,303.568,-inf,True,397.5855,-268.6954,1271944200.0,,10.0,,-1.0,6518188000000000.0,4999.4277,2,-244.59073,494.34,15858823,50,4941.862442830514,2783.0972,-inf,6518188000000000.0,7.670844e-15,2138.4065,10.0,67430.79057240486,50.89373,,1271944200.0,0.4189424
[ 0.031  0.767 -3.886 -4.08 ],1.4794922,4997.704,50.0,380,0.013430304,3310352000000000.0,1.0,1.0,37950,4998.5703,759.509,-117409880000000.0,True,0.39810094,-249.22235,4053725200.0,,10.0,,-1.0,1.0,4999.1836,1,-249.22235,500.0,15883823,50,4998.570314529161,0.8661621,-27026286.0,1.0,50.0,5304.087,10.0,67525.4518020153,162.24245,,24985704.0,0.4189424
[ 0.089  0.749 -3.883 -4.094],4999.0527,,0.0036087167,380,6.349748e-08,1.6644441e+33,1.0,13855.341,38000,4632.531,10.676908,-8.32462e+22,True,1172.8304,-251.67572,81806200.0,,9.999999,,-1.0,13855.341,4999.0527,2,-249.8072,463.52,15906999,50,4632.531177501226,4632.531,-8.32462e+22,13855.341,0.0036087167,65.439224,9.999999,67615.08324980736,3.3131666,,81806200.0,0.4189424
[ 0.089  0.749 -3.883 -4.094],4139.682,859.3907,50.0,381,0.27419525,29342736000.0,1.0,1.0,38050,4843.0435,720.7757,-352584860000.0,True,673.8745,-239.58997,3055560400.0,,10.0,,-1.0,1.0,4999.0728,1,-239.58997,484.54,15931226,50,4843.043498179122,3983.6528,-25949672.0,1.0,50.0,5163.2236,10.0,67703.39952301979,122.383224,,23909176.0,0.4189424
[ 0.149  0.749 -3.874 -4.108],4988.941,9.979558,0.532811,381,1.3630698e-05,2.1692555e+17,1.0,93.8419,38100,3600.108,105.486244,-950303600000000.0,True,1563.3091,-250.78778,425220830.0,,10.0,,-1.0,93.8419,4998.9204,2,-250.74599,360.76,15949264,50,3600.1080363405804,3590.1287,-1047206700000000.0,93.8419,0.532811,753.58923,10.0,67761.58974099159,17.105402,,452287520.0,0.4189424
[ 0.149  0.75  -3.872 -4.099],4229.367,769.43005,50.0,382,0.079186484,1.0357119e+33,1.0,1.0,38150,3952.7932,7465363.0,-6.5660614e+22,True,1540.1973,-238.3649,32001487000000.0,,10.0,,-1.0,1.0,4998.7974,1,-238.3649,395.86,15969057,50,3952.793131260827,3183.363,-20037054.0,1.0,50.0,52949596.0,10.0,67820.20355820656,1292105.2,,17996782.0,0.4189424
[ 0.071  0.8   -3.887 -4.016],1.6445312,4997.5195,1.116783e-06,382,2.113462e-11,inf,1.0,44771456.0,38200,4998.6157,0.019964563,-inf,True,0.3825308,-250.07173,141557.48,,10.0,,-1.0,44771456.0,4999.164,2,-248.84975,500.0,15994057,50,4998.615616157629,1.0961133,-inf,44771456.0,1.116783e-06,0.11232365,10.0,67903.04540038109,0.005666433,,141557.48,0.4189424
[ 0.071  0.8   -3.887 -4.016],4999.4062,,50.0,383,0.6837537,8.8269976e+32,1.0,1.0,38250,4898.5938,5115809.5,-6.0631412e+22,True,699.79926,-251.71188,20808838000000.0,,10.0,,-1.0,1.0,4999.4062,1,-251.71188,490.02,16018558,50,4898.593875846794,4898.5938,-26526708.0,1.0,50.0,36575400.0,10.0,67984.90941357613,833042.0,,24485940.0,0.4189424
[ 0.112  0.72  -3.892 -4.103],3739.5664,1259.4912,6.378848e-10,383,3.416347e-17,inf,1.0,78384060000.0,38300,4680.123,0.0056010336,-inf,True,864.9704,-244.48946,27565.633,,10.0,,-1.0,78384060000.0,4999.0576,2,-232.25032,468.34,16041975,50,4680.123103725612,3420.6318,-inf,78384060000.0,6.378848e-10,0.037425596,10.0,68060.89537477493,0.0011184177,,27565.633,0.4189424
[ 0.112  0.72  -3.892 -4.103],4988.6733,9.980014,50.0,384,0.043500654,2690028800.0,1.0,1.0,38350,4234.1875,734.3381,-109616490000.0,True,1529.0747,-249.90868,3803517400.0,,9.999999,,-1.0,1.0,4998.6533,1,-249.90868,423.86,16063168,50,4234.187141652489,4224.207,-22306558.0,1.0,50.0,5226.6377,9.999999,68133.249304533,157.35675,,20266408.0,0.4189424
[ 0.052  0.71  -3.896 -4.114],4999.2856,,0.00015387972,384,2.3855294e-11,inf,1.0,324929.1,38400,4850.602,102.377,-inf,True,769.4183,-256.10175,407822140.0,,10.0,,-1.0,324929.1,4999.2856,2,-247.07645,485.26,16087431,50,4850.602090898604,4850.602,-inf,324929.1,0.00015387972,731.63074,10.0,68209.60802912712,16.491714,,407822140.0,0.4189424
[ 0.052  0.71  -3.896 -4.114],4999.311,,50.0,385,0.15895377,183738660000.0,1.0,1.0,38450,4850.9414,164.96497,-875988000000.0,True,768.2603,-246.5602,1256062200.0,,10.0,,-1.0,1.0,4999.311,1,-246.5602,485.3,16111696,50,4850.94124335238,4850.9414,-26162536.0,1.0,50.0,1158.4875,10.0,68285.68213009834,50.495224,,24121854.0,0.4189424
[ 0.078  0.66  -3.894 -4.14 ],2630.1821,2368.643,0.008809416,385,1.2103014e-13,4.035615e+26,1.0,5675.7456,38500,4835.428,17.987062,-4.098691e+19,True,577.70166,-248.80438,69039860.0,,10.0,,-1.0,5675.7456,4998.825,2,-243.96913,483.82,16135887,50,4835.4287588388615,2466.7854,-4.098691e+19,5675.7456,0.008809416,128.4644,10.0,68366.73890399933,2.7636416,,69039860.0,0.4189424
[ 0.078  0.66  -3.894 -4.14 ],4999.2354,,50.0,386,0.083698876,253137100000.0,1.0,1.0,38550,4816.0806,192.02182,-1028602300000.0,True,763.2079,-247.3184,1912126200.0,,10.0,,-1.0,1.0,4999.2354,1,-247.3184,481.9,16159982,50,4816.0805331307065,4816.0806,-25817742.0,1.0,50.0,1038.9053,10.0,68432.37755918503,78.4224,,23777118.0,0.4189424
[ 0.112  0.688 -3.89  -4.096],4989.17,9.981435,0.06410458,386,1.0894346e-08,1.1834456e+22,1.0,779.97546,38600,4513.008,597.9763,-2.219837e+17,True,1248.6598,-253.83286,2222843400.0,,9.999999,,-1.0,779.97546,4999.1514,2,-251.7782,451.66,16182565,50,4513.008213445917,4503.027,-2.219837e+17,779.97546,0.06410458,4273.8057,9.999999,68478.07589387894,89.02449,,2222843400.0,0.4189424
[ 0.112  0.688 -3.89  -4.096],4659.2036,339.7639,50.0,387,0.4427328,3400851200.0,1.0,1.0,38650,4306.763,246.07362,-121273460000.0,True,1367.4392,-235.80936,2283921200.0,,10.0,,-1.0,1.0,4998.9673,1,-235.80936,431.16,16204123,50,4306.763040685881,3966.9993,-22458502.0,1.0,50.0,1179.3196,10.0,68521.41793441772,103.2122,,20418098.0,0.4189424
[ 0.058  0.668 -3.913 -4.088],2.4101562,4996.882,0.0009979339,387,7.362812e-13,6.3567813e+35,1.0,50103.516,38700,4998.418,1.5859241,-1.6270092e+24,True,0.43073988,-252.01906,13090902.0,,9.999999,,-1.0,50103.516,4999.292,2,-248.92442,500.0,16229123,50,4998.418397301054,1.5365528,-1.6270092e+24,50103.516,0.0009979339,10.2417965,9.999999,68580.54339647293,0.52401185,,13090902.0,0.4189424
[ 0.058  0.668 -3.913 -4.088],4989.296,9.981682,50.0,388,0.065477826,1.7858059e+18,1.0,1.0,38750,4687.2505,1666.7749,-2727012200000000.0,True,1085.2991,-242.08185,7086780400.0,,10.0,,-1.0,1.0,4999.2773,1,-242.08185,468.96,16252571,50,4687.250648519554,4677.2695,-25188856.0,1.0,50.0,11893.996,10.0,68642.24562430382,302.4977,,23148194.0,0.4189424
[-3.130e-03  6.813e-01 -3.915e+00 -4.087e+00],2170.3862,2828.9849,9.953923e-10,388,3.1286333e-19,inf,1.0,50231450000.0,38800,4794.3374,5.4845886,-inf,True,538.80743,-256.34665,35608440.0,,10.0,,-1.0,50231450000.0,4999.371,2,-251.91513,479.7,16276556,50,4794.337283412399,1965.3525,-inf,50231450000.0,9.953923e-10,38.22748,10.0,68710.28071260452,1.4252002,,35608440.0,0.4189424
[-3.130e-03  6.813e-01 -3.915e+00 -4.087e+00],4999.3613,,50.0,389,0.15738502,7.4940355e+19,1.0,1.0,38850,4734.9956,198670.38,-1.766671e+16,True,991.69366,-247.35248,584717700000.0,,10.0,,-1.0,1.0,4999.3613,1,-247.35248,473.74,16300243,50,4734.995378787226,4734.9956,-25444360.0,1.0,50.0,1419914.4,10.0,68766.63169789314,29461.48,,23403636.0,0.4189424
[ 0.038  0.65  -3.9   -4.118],4999.122,,0.04308786,389,1.3403999e-09,1.215402e+25,1.0,1160.4197,38900,4686.6494,3.5871067,-7.1138034e+18,True,1150.0724,-250.71416,29156066.0,,10.0,,-1.0,1160.4197,4999.122,2,-247.18625,468.9,16323688,50,4686.649445131027,4686.6494,-7.1138034e+18,1160.4197,0.04308786,18.51044,10.0,68823.66027712822,1.2200825,,29156066.0,0.4189424
[ 0.038  0.65  -3.9   -4.118],4999.212,,50.0,390,0.11841316,8.905138e+18,1.0,1.0,38950,4816.111,4635.029,-6089474400000000.0,True,897.6491,-244.01802,27861422000.0,,9.999999,,-1.0,1.0,4999.212,1,-244.01802,481.8,16347778,50,4816.111027702998,4816.111,-26041298.0,1.0,50.0,26283.504,9.999999,68890.04044938087,1115.6217,,24000698.0,0.4189424
[-0.012  0.619 -3.911 -4.135],4989.282,9.979936,4.3127457e-06,390,6.3368825e-13,inf,1.0,11593542.0,39000,4347.197,32.70005,-inf,True,1291.5704,-273.72287,171180240.0,,10.0,,-1.0,11593542.0,4999.262,2,-271.3746,435.16,16369536,50,4347.196852016725,4337.2173,-inf,11593542.0,4.3127457e-06,195.77725,10.0,68954.91353774071,6.870082,,171180240.0,0.4189424
[-0.012  0.619 -3.911 -4.135],3799.7659,1199.4802,50.0,391,0.06661865,5.3134337e+26,1.0,1.0,39050,4451.603,41396.53,-4.7038238e+19,True,1166.5549,-238.83412,198560270000.0,,10.0,,-1.0,1.0,4999.246,1,-238.83412,445.5,16391811,50,4451.603013335144,3252.1228,-23218240.0,1.0,50.0,275986.34,10.0,69021.93777489662,9522.482,,21177618.0,0.4189424
[ 0.05   0.614 -3.911 -4.139],3600.005,1398.9296,1.9124018e-06,391,6.545316e-08,inf,1.0,26145134.0,39100,4691.553,10.7673435,-inf,True,935.26495,-252.31725,42378890.0,,10.0,,-1.0,26145134.0,4998.9346,2,-251.806,469.44,16415283,50,4691.553373358332,3292.6238,-inf,26145134.0,1.9124018e-06,77.00513,10.0,69098.75545406342,1.6959671,,42378890.0,0.4189424
[ 0.05   0.614 -3.911 -4.139],4529.5845,469.70978,50.0,392,0.013586957,10989000000000.0,1.0,1.0,39150,4733.7393,8271.842,-6816670400000.0,True,925.6915,-251.239,51934577000.0,,9.999999,,-1.0,1.0,4999.2944,1,-251.239,473.64,16438965,50,4733.738998146457,4264.0293,-25305850.0,1.0,50.0,55421.867,9.999999,69181.58688402176,2090.476,,23265186.0,0.4189424
[ 0.016  0.664 -3.919 -4.126],4119.7744,879.39435,0.02471194,392,1.385089e-06,2.1098316e+25,1.0,2023.3135,39200,4900.1504,160939.03,-9.372899e+18,True,585.218,-237.30328,574251800000.0,,9.999999,,-1.0,2023.3135,4999.169,2,-235.9182,490.2,16463475,50,4900.150562207185,4020.7559,-9.372899e+18,2023.3134,0.024711939,1149566.0,9.999999,69268.30135679245,22992.707,,574251800000.0,0.4189424
[ 0.016  0.664 -3.919 -4.126],60.651855,4938.5986,50.0,393,0.026989574,319695300.0,1.0,1.0,39250,4997.4165,279.71252,-38483644000.0,True,8.41041,-236.81323,1997137300.0,,9.999998,,-1.0,1.0,4999.2505,1,-236.81323,499.9,16488470,50,4997.416641417383,58.817978,-27014876.0,1.0,50.0,1681.5306,9.999998,69352.47923254967,80.74141,,24974244.0,0.4189424
[ 0.037  0.7   -3.915 -4.079],4999.1553,,0.27491474,393,1.4378932e-06,4.4942572e+21,1.0,181.87457,39300,4798.625,6.690703,-1.3679701e+17,True,979.5153,-250.49411,46070180.0,,10.0,,-1.0,181.87457,4999.1553,2,-246.13399,480.04,16512472,50,4798.625204903741,4798.625,-2728429500000000.0,181.87457,0.27491474,44.88107,10.0,69431.40068602562,1.8832053,,28483526.0,0.4189424
[ 0.069  0.676 -3.914 -4.101],4589.606,409.67538,50.0,394,0.07874548,2495693000000000.0,1.0,1.0,39350,4733.3423,932.85065,-101951380000000.0,True,857.63916,-247.80437,6580726000.0,,9.999999,,-1.0,1.0,4999.2812,1,-247.80437,473.6,16536152,50,4733.342600647648,4323.667,-25180740.0,1.0,50.0,4051.486,9.999999,69517.93052124977,328.99716,,23140078.0,0.4189424
[ 0.007  0.683 -3.909 -4.108],4999.197,,9.941432e-11,394,2.9938476e-19,inf,1.0,502945680000.0,39400,4675.8076,112.25652,-inf,True,1107.7223,-236.27943,416210780.0,,10.0,,-1.0,502945680000.0,4999.197,2,-234.16336,467.8,16559542,50,4675.807773201769,4675.8076,-inf,502945680000.0,9.941432e-11,802.09357,10.0,69614.34306383133,16.69858,,416210780.0,0.4189424
[ 0.007  0.683 -3.909 -4.108],4049.959,949.2279,50.0,395,0.0824742,1.901212e+35,1.0,1.0,39450,4817.6895,786003.06,-8.897509e+23,True,671.4674,-249.77742,6650487400000.0,,10.0,,-1.0,1.0,4999.187,1,-249.77742,482.0,16583642,50,4817.6895021775745,3868.4617,-25701582.0,1.0,50.0,3876963.2,10.0,69718.56790018082,266463.47,,23660998.0,0.4189424
[ 0.035  0.599 -3.922 -4.195],4999.192,,9.520456e-14,395,5.313235e-29,inf,1.0,525184940000000.0,39500,4697.254,0.13736176,-inf,True,1038.1272,-254.95425,50737.79,,9.999999,,-1.0,525184940000000.0,4999.192,2,-241.22458,470.0,16607142,50,4697.254083103328,4697.254,-inf,525184940000000.0,9.520456e-14,0.9800646,9.999999,69813.13202619553,0.021640074,,50737.79,0.4189424
[ 0.035  0.599 -3.922 -4.195],4579.25,419.63135,50.0,396,0.029112415,1.3296542e+16,1.0,1.0,39550,4493.292,10123.866,-235329080000000.0,True,1196.6482,-240.89977,57551553000.0,,10.0,,-1.0,1.0,4998.8813,1,-240.89977,449.68,16629626,50,4493.292222797082,4073.6606,-23661964.0,1.0,50.0,55691.445,10.0,69910.71529459953,2371.472,,21621640.0,0.4189424
[ 0.054  0.654 -3.918 -4.172],4998.8813,,0.0030193867,396,2.4193936e-10,5.0471715e+31,1.0,16559.654,39600,4739.77,51.414043,-1.4495195e+22,True,1005.2938,-267.4509,185462720.0,,9.999999,,-1.0,16559.654,4998.8813,2,-260.1506,474.26,16653339,50,4739.769571597354,4739.77,-1.4495195e+22,16559.654,0.0030193867,367.3485,9.999999,70015.33257627487,7.4603844,,185462720.0,0.4189424
[ 0.054  0.654 -3.918 -4.172],4999.157,,50.0,397,0.06299824,2838041000.0,1.0,1.0,39650,4676.1416,171.30704,-110317080000.0,True,1190.9231,-248.64392,1610128100.0,,9.999999,,-1.0,1.0,4999.157,1,-248.64392,467.86,16676732,50,4676.1414750579315,4676.1416,-25325156.0,1.0,50.0,967.303,9.999999,70116.71076393127,64.53125,,23284596.0,0.4189424
[ 0.052  0.697 -3.923 -4.127],4999.106,,0.1186641,397,0.06998213,6.0804036e+31,1.0,421.3574,39700,4727.122,16086.939,-1.5911284e+22,True,970.3261,-250.97916,100299480000.0,,10.0,,-1.0,421.3574,4999.106,2,-248.52898,472.96,16700380,50,4727.1218598942505,4727.122,-8039843000000000.0,421.35742,0.11866411,105925.95,10.0,70220.32114100456,4029.4634,,149794940.0,0.4189424
[-0.017  0.64  -3.929 -4.179],4999.2676,,50.0,398,0.0046945238,2.7811255e+29,1.0,1.0,39750,4548.5376,1001271.06,-1.07616145e+21,True,1013.0966,-235.56822,4410705400000.0,,10.0,,-1.0,1.0,4999.2676,1,-235.56822,455.24,16723142,50,4548.537674746988,4548.5376,-23756204.0,1.0,50.0,5574719.0,10.0,70322.39810657501,248455.05,,21715560.0,0.4189424
[ 0.038  0.664 -3.927 -4.162],4999.247,,1.2053093e-06,398,9.813461e-10,inf,1.0,41483130.0,39800,4770.18,3.5103724,-inf,True,993.4789,-265.94574,25115266.0,,10.0,,-1.0,41483130.0,4999.247,2,-260.57584,477.24,16747004,50,4770.180087404223,4770.18,-inf,41483130.0,1.2053093e-06,20.937346,10.0,70419.60764050484,1.0426987,,25115266.0,0.4189424
[ 0.038  0.664 -3.927 -4.162],4999.1387,,50.0,399,0.0064447164,20101728000000.0,1.0,1.0,39850,4798.416,1232.9955,-9156819000000.0,True,979.4727,-240.28276,8075008000.0,,10.0,,-1.0,1.0,4999.1387,1,-240.28276,480.04,16771006,50,4798.415956960672,4798.416,-26024708.0,1.0,50.0,7786.479,10.0,70509.03198313713,323.3322,,23984162.0,0.4189424
[ 0.046  0.605 -3.93  -4.178],4999.222,,0.001935139,399,3.268104e-11,1.5730164e+32,1.0,25837.938,39900,4533.1074,58.65454,-2.5593272e+22,True,1288.2736,-256.14774,335462880.0,,10.0,,-1.0,25837.938,4999.222,2,-254.12665,453.62,16793687,50,4533.107256226818,4533.1074,-2.5593272e+22,25837.938,0.001935139,306.38837,10.0,70596.84058094025,13.640463,,335462880.0,0.4189424
[ 0.046  0.605 -3.93  -4.178],901.23193,4097.7876,50.0,400,0.054598693,8.5698154e+24,1.0,1.0,39950,4976.8857,9377.173,-5.973237e+18,True,127.56127,-246.6354,54105750000.0,,9.999998,,-1.0,1.0,4999.0195,1,-246.6354,497.92,16818583,50,4976.885532676718,879.09796,-26826096.0,1.0,50.0,52159.445,9.999998,70699.50023293495,2220.1062,,24785660.0,0.4189424
[ 0.108  0.614 -3.924 -4.183],4539.5713,459.58014,0.0018402562,400,1.9109734e-09,2.820818e+33,1.0,27170.13,40000,3856.6091,7.9635,-1.0837634e+23,True,1407.2408,-254.60783,33483652.0,,10.0,,-1.0,27170.13,4999.1514,2,-252.602,386.36,16837901,50,3856.6090217272977,3397.029,-1.0837634e+23,27170.13,0.0018402562,56.901447,10.0,70781.40477228165,1.3616614,,33483652.0,0.4189424
[ 0.108  0.614 -3.924 -4.183],4609.1714,389.68988,50.0,401,0.09922817,78402145000000.0,1.0,1.0,40050,4060.7454,2320.5203,-18077022000000.0,True,1445.9917,-232.02109,11083425000.0,,9.999996,,-1.0,1.0,4998.8613,1,-232.02109,406.64,16858233,50,4060.7454866100743,3671.056,-20620854.0,1.0,50.0,15090.584,9.999996,70854.13949489594,545.8153,,18580544.0,0.4189424
[ 0.051  0.593 -3.933 -4.171],4569.349,429.64798,0.00038178897,401,3.8779968e-10,inf,1.0,130962.41,40100,4655.6914,5.4637895,-inf,True,1142.91,-246.1615,38366650.0,,10.0,,-1.0,130962.41,4998.997,2,-242.34259,465.86,16881526,50,4655.691499284068,4226.044,-inf,130962.41,0.00038178897,34.361137,10.0,70934.71654605865,1.7022504,,38366650.0,0.4189424
[ 0.051  0.593 -3.933 -4.171],4929.061,69.878654,50.0,402,0.13699327,418987580000000.0,1.0,1.0,40150,4596.819,21097.945,-41865244000000.0,True,1267.6019,-233.60579,100414150000.0,,9.999999,,-1.0,1.0,4998.9395,1,-233.60579,459.96,16904524,50,4596.818674074207,4526.9395,-24777936.0,1.0,50.0,148361.88,9.999999,71004.13359427452,4026.1008,,22737556.0,0.4189424
[ 0.038  0.652 -3.938 -4.153],89.93262,4909.05,0.015660973,402,3.1245329e-10,3.7476348e+25,1.0,3192.6497,40200,4996.533,52.385178,-1.2490972e+19,True,12.503731,-249.91766,182227230.0,,9.999999,,-1.0,3192.6497,4998.9824,2,-245.25922,499.84,16929516,50,4996.533347491329,87.48355,-1.2490972e+19,3192.6497,0.015660973,374.25104,9.999999,71084.29237151146,7.558963,,182227230.0,0.4189424
[ 0.038  0.652 -3.938 -4.153],2940.103,2059.1406,50.0,403,0.058217637,5.7148477e+20,1.0,1.0,40250,4914.922,266323.44,-4.878389e+16,True,442.8363,-257.50217,1246647700000.0,,9.999999,,-1.0,1.0,4999.2437,1,-257.50217,491.7,16954101,50,4914.921642435356,2855.7812,-26393188.0,1.0,50.0,1780102.4,9.999999,71169.80640769005,50113.9,,24352560.0,0.4189424
[ 0.09   0.667 -3.935 -4.184],4619.623,379.6272,0.0708142,403,2.718336e-06,1.7775758e+23,1.0,706.07306,40300,4487.899,3.3041492,-8.6035596e+17,True,1306.6588,-235.83842,23095006.0,,10.0,,-1.0,706.07306,4999.25,2,-233.96252,449.14,16976558,50,4487.898715204315,4108.2715,-8.6035596e+17,706.07306,0.0708142,19.985872,10.0,71255.09497332573,0.92623377,,23095006.0,0.4189424
[ 0.09   0.667 -3.935 -4.184],4139.598,859.3623,50.0,404,0.109679826,105135735000.0,1.0,1.0,40350,4583.3457,328.3862,-664362940000.0,True,988.0979,-242.7615,2772913700.0,,9.999999,,-1.0,1.0,4998.9604,1,-242.7615,458.72,16999494,50,4583.345629183703,3723.9832,-24023796.0,1.0,50.0,1831.4219,9.999999,71330.22126030922,111.18372,,21983396.0,0.4189424
[ 0.15   0.651 -3.935 -4.194],4609.1045,389.67694,0.02173622,404,2.1036533e-07,2.3213629e+27,1.0,2300.308,40400,3136.8835,5.756096,-9.830015e+19,True,1611.0812,-241.43567,33769344.0,,9.999999,,-1.0,2300.308,4998.7812,2,-239.99411,314.56,17015222,50,3136.8835721839923,2747.2063,-9.830015e+19,2300.308,0.02173622,32.341423,9.999999,71381.48656916618,1.3737934,,33769344.0,0.4189424
[ 0.15   0.651 -3.935 -4.194],4598.3247,399.6656,50.0,405,0.0843579,3.3495557e+17,1.0,1.0,40450,2945.4148,1201.4011,-1180432200000000.0,True,1483.8574,-248.56197,6167569000.0,,9.999999,,-1.0,1.0,4997.99,1,-248.56197,295.52,17029998,50,2945.4144792694556,2545.7488,-12916902.0,1.0,50.0,6530.911,9.999999,71429.88168144226,308.42783,,10877299.0,0.4189424
[ 0.134  0.706 -3.939 -4.169],3799.3838,1199.4565,0.0037165396,405,2.0137143e-09,1.4598003e+29,1.0,13453.375,40500,4025.061,37.717987,-7.795422e+20,True,1349.0782,-253.8416,93075440.0,,9.999999,,-1.0,13453.375,4998.8403,2,-245.00475,403.14,17050155,50,4025.0608148521915,2825.6045,-7.795422e+20,13453.375,0.0037165396,256.88925,9.999999,71474.36718463898,7.8278813,,93075440.0,0.4189424
[ 0.134  0.706 -3.939 -4.169],4628.988,369.71234,50.0,406,0.104687564,2.8234097e+31,1.0,1.0,40550,4092.2312,5255346.5,-1.0840655e+22,True,1310.7369,-247.11258,13861977000000.0,,10.0,,-1.0,1.0,4998.7,1,-247.11258,409.84,17070647,50,4092.2312590422125,3722.519,-20504576.0,1.0,50.0,35725950.0,10.0,71518.0627014637,1126929.6,,18464388.0,0.4189424
[ 0.031  0.684 -3.961 -4.106],4999.1904,,3.6809413e-25,406,1.272009e-36,inf,1.0,1.3583482e+26,40600,4894.821,0.24534702,-inf,True,699.7675,-250.12103,1482765.0,,10.0,,-1.0,1.3583482e+26,4999.1904,2,-241.70303,489.66,17095130,50,4894.820972457303,4894.821,-inf,1.3583482e+26,3.6809413e-25,1.0722657,10.0,71573.54270339012,0.08078742,,1482765.0,0.4189424
[ 0.031  0.684 -3.961 -4.106],1.4838867,4997.711,50.0,407,0.047018204,1.03700434e+33,1.0,1.0,40650,4998.607,2494633.5,-6.571201e+22,True,0.3730538,-246.77844,10122957000000.0,,10.0,,-1.0,1.0,4999.195,1,-246.77844,500.0,17120130,50,4998.606819614866,0.8958887,-27026666.0,1.0,50.0,17766772.0,10.0,71631.38218212128,405209.56,,24986070.0,0.4189424
[ 0.006  0.57  -3.98  -4.066],4969.299,29.953857,6.498966e-08,407,2.5620602e-14,inf,1.0,769353150.0,40700,4544.2637,2.1173127,-inf,True,1108.8721,-250.19022,8012364.5,,9.999999,,-1.0,769353150.0,4999.253,2,-241.485,454.72,17142866,50,4544.263590580073,4514.3096,-inf,769353150.0,6.498966e-08,15.132698,9.999999,71693.82916045189,0.3330991,,8012364.5,0.4189424
[ 0.006  0.57  -3.98  -4.066],4989.336,9.979126,50.0,408,0.008082499,1.6350447e+34,1.0,1.0,40750,4207.827,5771720.5,-2.6093972e+23,True,1527.2212,-257.59326,21908932000000.0,,9.999999,,-1.0,1.0,4999.315,1,-257.59326,421.16,17163924,50,4207.8271716309055,4197.848,-22078896.0,1.0,50.0,41164264.0,9.999999,71756.33419370651,919890.8,,20038214.0,0.4189424
[ 0.065  0.592 -3.981 -4.063],4509.5674,489.6144,0.0008455174,408,2.4417945e-10,inf,1.0,59135.39,40800,4800.638,34.579994,-inf,True,761.9476,-249.76028,141477940.0,,10.0,,-1.0,59135.39,4999.1816,2,-248.79132,480.3,17187939,50,4800.638209525162,4311.024,-inf,59135.39,0.0008455174,245.42482,10.0,71825.44011092186,5.9604325,,141477940.0,0.4189424
[ 0.065  0.592 -3.981 -4.063],2790.4683,2208.817,50.0,409,0.022817845,7581225500000.0,1.0,1.0,40850,4898.6245,5286.201,-5647872000000.0,True,492.37112,-239.46289,29119576000.0,,9.999999,,-1.0,1.0,4999.285,1,-239.46289,490.06,17212442,50,4898.624404146701,2689.8076,-26279610.0,1.0,50.0,29902.416,9.999999,71889.61227726936,1346.2596,,24238950.0,0.4189424
[ 0.032  0.643 -3.995 -4.055],900.79785,4098.4814,0.010149588,409,6.376609e-11,5.1243664e+28,1.0,4926.3086,40900,4980.6357,6.830084,-4.619439e+20,True,126.02271,-252.44824,45344820.0,,10.0,,-1.0,4926.3086,4999.2793,2,-247.36603,498.22,17237353,50,4980.6354832559555,882.15393,-4.619439e+20,4926.3086,0.010149588,40.96957,10.0,71963.4757976532,1.9239262,,45344820.0,0.4189424
[ 0.032  0.643 -3.995 -4.055],4999.343,,50.0,410,0.005987553,6.47067e+20,1.0,1.0,40950,4700.4717,123467.68,-5.191091e+16,True,1039.7203,-252.16077,454741980000.0,,10.0,,-1.0,1.0,4999.343,1,-252.16077,470.26,17260866,50,4700.471778411387,4700.4717,-25216164.0,1.0,50.0,882290.94,10.0,72028.53295135498,18250.838,,23175452.0,0.4189424
[ 0.092  0.629 -3.99  -4.063],4139.7803,859.2761,0.034101963,410,5.4037827e-08,3.876119e+25,1.0,1466.1913,41000,4804.5264,3.0494096,-1.2703663e+19,True,805.8537,-242.63115,23851026.0,,10.0,,-1.0,1466.1913,4999.056,2,-240.05887,480.7,17284901,50,4804.526660774954,3945.2507,-1.2703663e+19,1466.1913,0.034101963,18.817436,10.0,72091.96927690506,0.95932215,,23851026.0,0.4189424
[ 0.092  0.629 -3.99  -4.063],4080.0117,919.26465,50.0,411,0.09058571,155032800.0,1.0,1.0,41050,4788.12,34.54591,-25774991000.0,True,779.45624,-242.72032,366408350.0,,9.999999,,-1.0,1.0,4999.2764,1,-242.72032,479.06,17308854,50,4788.120104022744,3868.8557,-25574304.0,1.0,50.0,192.28963,9.999999,72168.36070418358,16.118595,,23533644.0,0.4189424
