InitialBound,Bound,ReturnMeanIW,VarianceInitializer,InitialReturnMax,ReturnStepMax,EpRewMean,Weights,Epsilon,StdWReturnMean,Iteration,MeanIW,InitialReturnMean,TimestepsSoFar,EmpiricalD2Arithmetic,ReturnStepMaxmin,OptimizationReturnMean,ESSRenyiArithmetic,MaxIW,Penalization,EmpiricalD2Harmonic,TimeElapsed,ESSRenyiHarmonic,InitialReturnStd,DivergenceHarmonic,MinBehavPdf,MeanD2-0,StdIW,WReturnMean,MeanEntropy,MinIW,OptimizationReturnMin,EpLenMean,OptimizationReturnMax,MinTargetPdf,EpisodesSoFar,Inner Iteration,EpThisIter,InitialReturnMin,LearnableVariance
-inf,-inf,194770010000.0,-1.0,4999.663,10.0,4906.347708950604,[ 0.124  0.586 -3.158 -2.409],1.0,,285,7792.622,4906.3477,11872985,4715294.5,10.0,4556.6113,1.0603791e-05,389630.94,True,4715294.5,53638.253658771515,1.0603791e-05,650.94446,inf,-272.9104,4715294.5,54548.324,194770010000.0,0.4189424,8.616701e-14,,490.72,4649.927,-280.76147,28500,2,50,349.73608,
-25534854.0,-2.4712012e+17,88052400000.0,-1.0,4999.627,10.0,4699.786202600164,[ 0.124  0.586 -3.158 -2.409],1.0,,286,3523.3516,4699.786,11896490,1.0,10.0,4699.786,50.0,129644.65,True,1.0,53713.32486820221,50.0,1185.6996,1.466077e+22,-238.9672,1.0,18246.549,23493872.0,0.4189424,0.006105274,,470.1,4999.627,-238.9672,28550,1,50,,
-inf,-inf,150001890.0,-1.0,4999.6377,10.0,4999.349362955555,[ 0.081  0.494 -3.162 -2.482],1.0,,286,6.001741,4999.3496,11921490,655703.5,10.0,0.5417285,7.625398e-05,299.24524,True,655703.5,53788.99281477928,7.625398e-05,0.17751321,inf,-254.98878,655703.5,41.891987,150001890.0,0.4189424,2.6119374e-12,,500.0,0.8300781,-268.32425,28600,2,50,4998.8076,
-26534486.0,-1802474700000000.0,81528020000.0,-1.0,4999.625,10.0,4899.550513043755,[ 0.081  0.494 -3.162 -2.482],1.0,,287,3262.1921,4899.5503,11945992,1.0,10.0,4889.568,50.0,50545.414,True,1.0,53872.581443071365,50.0,698.50977,7.7990305e+17,-242.1062,1.0,9354.611,24493508.0,0.4189424,0.035968784,,490.04,4989.6426,-242.1062,28650,1,50,9.982392,
-1.0686555e+23,-1.0686555e+23,24955300.0,-1.0,4999.6406,10.0,4899.324049769968,[ 0.136  0.583 -3.147 -2.415],1.0,,287,1.0155677,4899.3237,11970493,50648.297,10.0,4899.3237,0.0009872001,31.1642,True,50648.297,53953.60317111015,0.0009872001,699.90344,2.741647e+33,-249.29628,50648.297,4.9868846,24955300.0,0.4189424,1.7704985e-10,,490.02,4999.6406,-257.9549,28700,2,50,,
-26034166.0,-83142430000000.0,28690490000.0,-1.0,4999.5874,10.0,4799.321740176147,[ 0.136  0.583 -3.147 -2.415],1.0,,288,1148.2052,4799.322,11994495,1.0,10.0,4799.322,50.0,49988.562,True,1.0,54029.03846740723,50.0,979.6575,1658441600000000.0,-259.43488,1.0,6991.3125,23993218.0,0.4189424,0.031707488,,480.04,4999.5874,-259.43488,28750,1,50,,
-inf,-inf,628715100.0,-1.0,4999.6626,10.0,4999.434084984342,[ 0.038  0.627 -3.139 -2.352],1.0,,288,25.156693,4999.4346,12019495,2757921300.0,10.0,0.4370215,1.8129597e-08,646.92413,True,2757921300.0,54116.241666555405,1.8129597e-08,0.13588057,inf,-252.2631,2757921300.0,115.2759,628715100.0,0.4189424,2.6923166e-23,,500.0,0.66552734,-259.50864,28800,2,50,4998.997,
-27035538.0,-367437020000.0,98550860.0,-1.0,4999.688,10.0,4999.4505082173755,[ 0.038  0.627 -3.139 -2.352],1.0,,289,3.943057,4999.4507,12044495,1.0,10.0,0.42902344,50.0,25.90788,True,1.0,54196.41236829758,50.0,0.13889767,32393093000.0,-240.68129,1.0,4.5432158,24994504.0,0.4189424,0.038574744,,500.0,0.6665039,-240.68129,28850,1,50,4999.0215,
-inf,-inf,141845550.0,-1.0,4999.6543,10.0,4760.522234789986,[-0.024  0.618 -3.141 -2.355],1.0,,289,5.717016,4760.5225,12068304,4.315988e+16,10.0,4760.5225,1.1584833e-15,90.154594,True,4.315988e+16,54289.13730978966,1.1584833e-15,994.66925,inf,-262.14944,4.315988e+16,15.4199095,141845550.0,0.4189424,3.600705e-19,,476.18,4999.6543,-260.22266,28900,2,50,,
-25139058.0,-25838238000.0,1492140500.0,-1.0,4999.649,10.0,4694.695886079656,[-0.024  0.618 -3.141 -2.355],1.0,,290,73.70657,4694.696,12091787,1.0,10.0,4684.7153,50.0,2228.21,True,1.0,54379.72192811966,50.0,1028.5371,142295740.0,-248.94394,1.0,335.6474,23098058.0,0.4189424,0.3028496,,469.66,4989.6685,-248.94394,28950,1,50,9.980592,
-104912210000.0,-103562190000.0,87055490.0,-1.0,4999.677,10.0,4899.476772329119,[ 0.006  0.627 -3.142 -2.356],1.0,,290,3.502669,4899.477,12116288,5.90416,10.0,4899.477,8.468605,118.76302,True,5.90416,54481.43478298187,8.468605,699.9253,2570369000.0,-238.54955,5.90416,16.666792,86771510.0,0.4189424,0.02635551,,490.02,4999.677,-239.43266,29000,2,50,,
-27035452.0,-23716516000000.0,47886475000.0,-1.0,4999.6357,10.0,4999.445806366384,[ 0.006  0.625 -3.142 -2.356],1.0,,291,1915.8202,4999.446,12141288,1.0,10.0,0.2290332,50.0,88636.9,True,1.0,54583.84976649284,50.0,0.107385136,134488150000000.0,-238.6632,1.0,12409.041,24994458.0,0.4189424,0.060094997,,500.0,0.4189453,-238.6632,29050,1,50,4999.217,
-358615550000.0,-218601200000.0,1934044700.0,-1.0,4999.67,10.0,4999.434774694854,[ 0.05   0.586 -3.14  -2.379],1.0,,291,77.37738,4999.4346,12166288,12.003651,10.0,0.34439453,4.1653996,2264.4045,True,12.003651,54682.757018089294,4.1653996,0.12502693,11269691000.0,-233.77585,12.003651,324.30646,44292452.0,0.4189424,0.82350695,,500.0,0.57958984,-233.20276,29100,2,50,4999.0903,
-17156928.0,-7.700715e+18,163198160000.0,-1.0,4999.6797,10.0,3713.041817149746,[-0.072  0.628 -3.14  -2.347],1.0,,292,28141.828,3713.0415,12184893,1.0,10.0,3713.0415,50.0,1195104.1,True,1.0,54754.113649606705,50.0,1152.9243,1.4235892e+25,-238.9931,1.0,167059.03,15115913.0,0.4189424,0.108420216,,372.1,4999.6797,-238.9931,29150,1,50,,
-inf,-inf,421753600.0,-1.0,4999.658,10.0,4955.103971260419,[-0.012  0.634 -3.142 -2.364],1.0,,292,46.901554,4955.104,12209672,5729192000000.0,10.0,2175.3057,8.727233e-12,2173.275,True,5729192000000.0,54851.50821185112,8.727233e-12,310.75797,inf,-242.33958,5729192000000.0,304.6727,421753600.0,0.4189424,3.596351e-13,,495.58,2219.8599,-245.25513,29200,2,50,2779.7983,
-26514168.0,-5.046863e+16,1821755700000.0,-1.0,4999.675,10.0,4897.489368422735,[-0.012  0.634 -3.142 -2.364],1.0,,293,76206.06,4897.4893,12234164,1.0,10.0,4887.5103,50.0,3807781.8,True,1.0,54949.059129953384,50.0,698.3861,6.1141474e+20,-239.65244,1.0,533082.25,24473146.0,0.4189424,0.15173495,,489.84,4989.696,-239.65244,29250,1,50,9.979168,
-3258793300000.0,-850509560000.0,17348838.0,-1.0,4999.6753,10.0,4899.467578221151,[ 0.033  0.674 -3.14  -2.349],1.0,,293,0.71266985,4899.4673,12258665,18.956131,10.0,4899.4673,2.637669,9.481657,True,18.956131,55050.88473033905,2.637669,699.92395,173645970000.0,-246.18001,18.956131,1.4837843,49262372.0,0.4189424,0.014439865,,490.02,4999.6753,-247.23767,29300,2,50,,
-27035382.0,-4.4014476e+22,6853847700000.0,-1.0,4999.6855,10.0,4999.434960418966,[ 0.036  0.639 -3.141 -2.375],1.0,,294,274231.9,4999.435,12283665,1.0,10.0,0.31191406,50.0,10321289.0,True,1.0,55153.22951245308,50.0,0.14785208,4.6506278e+32,-238.43015,1.0,1505304.9,24994350.0,0.4189424,0.06916259,,500.0,0.5625,-238.43015,29350,1,50,4999.123,
-2.7870949e+18,-2.7870949e+18,22533238.0,-1.0,4999.6084,10.0,4899.6673348996,[ 0.16   0.638 -3.135 -2.389],1.0,,294,0.91733605,4899.6675,12308168,760.61884,10.0,4879.7056,0.06573595,29.195757,True,760.61884,55243.733760118484,0.06573595,697.10077,1.8648795e+24,-261.41772,760.61884,4.2308483,22533238.0,0.4189424,1.02024494e-07,,490.06,4979.6465,-261.2921,29400,2,50,19.962095,
-26033832.0,-352903900000000.0,60937593000.0,-1.0,4999.5244,10.0,4799.8910493783405,[ 0.16   0.638 -3.135 -2.389],1.0,,295,2438.153,4799.891,12332173,1.0,10.0,4789.911,50.0,34059.082,True,1.0,55325.36250901222,50.0,976.7182,2.9890928e+16,-242.88728,1.0,6589.6626,23992932.0,0.4189424,0.0010201691,,480.1,4989.5444,-242.88728,29450,1,50,9.979866,
-inf,-inf,6313635.5,-1.0,4999.5747,10.0,4999.151281827554,[ 0.175  0.55  -3.141 -2.477],1.0,,295,0.2526162,4999.1514,12357173,151066100.0,10.0,1.1781152,3.3098095e-07,6.331198,True,151066100.0,55379.846888780594,3.3098095e-07,0.33384505,inf,-249.97424,151066100.0,1.024434,6313635.5,0.4189424,1.4811332e-14,,500.0,1.6015625,-262.85162,29500,2,50,4997.973,
-26544794.0,-901792860000.0,24901808000.0,-1.0,4999.552,10.0,4914.424135819505,[ 0.175  0.55  -3.141 -2.477],1.0,,296,998.5214,4914.4243,12381750,1.0,10.0,4154.8955,50.0,39642.082,True,1.0,55447.43924832344,50.0,593.5566,184611300000.0,-236.24316,1.0,5635.9946,24503874.0,0.4189424,0.24558459,,491.54,4240.023,-236.24316,29550,1,50,759.5287,
-inf,-inf,573362900.0,-1.0,4999.6284,10.0,4999.399080636157,[ 0.068  0.589 -3.164 -2.524],1.0,,296,22.942358,4999.399,12406750,64408.39,10.0,0.45961913,0.00077629637,997.4603,True,64408.39,55537.89793300629,0.00077629637,0.15850161,inf,-238.21011,64408.39,139.69653,573362900.0,0.4189424,7.3803593e-13,,500.0,0.68896484,-245.88554,29600,2,50,4998.9395,
-27034642.0,-100037310000.0,108742560.0,-1.0,4999.551,10.0,4999.372168620979,[ 0.068  0.589 -3.164 -2.524],1.0,,297,4.3509645,4999.372,12431750,1.0,10.0,0.3267871,50.0,35.30397,True,1.0,55638.58464384079,50.0,0.13078183,2397434000.0,-252.36162,1.0,6.408837,24993722.0,0.4189424,0.13141586,,500.0,0.5053711,-252.36162,29650,1,50,4999.0454,
-inf,-inf,54465700.0,-1.0,4999.634,10.0,4999.430235262796,[ 0.012  0.616 -3.156 -2.529],1.0,,297,2.179181,4999.43,12456750,105731.1,10.0,0.4127344,0.00047289775,42.02185,True,105731.11,55728.555151462555,0.00047289772,0.12838736,inf,-249.35724,105731.1,6.5000486,54465700.0,0.4189424,1.4140698e-11,,500.0,0.61621094,-250.67255,29700,2,50,4999.0176,
-27035658.0,-4120594800000000.0,363387700.0,-1.0,4999.6704,10.0,4999.464120782305,[ 0.012  0.616 -3.156 -2.529],1.0,,298,14.539343,4999.4644,12481750,1.0,10.0,0.31272462,50.0,250.05928,True,1.0,55811.906713724136,50.0,0.11676104,4.0761065e+18,-246.51312,1.0,35.962067,24994640.0,0.4189424,0.057829846,,500.0,0.51904297,-246.51312,29750,1,50,4999.1514,
-inf,-inf,40152256.0,-1.0,4999.66,10.0,4569.34819624408,[-0.047  0.621 -3.157 -2.509],1.0,,298,1.6064206,4569.3486,12504618,2257577500.0,10.0,2219.5566,2.2147635e-08,50.83364,True,2257577500.0,55881.57644724846,2.2147635e-08,730.5975,inf,-236.77335,2257577500.0,7.181183,40152256.0,0.4189424,1.2537526e-11,,457.36,2649.8687,-240.6472,29800,2,50,2349.7915,
-21238494.0,-8.044876e+22,801285540000.0,-1.0,4999.6396,10.0,4285.946850574594,[-0.047  0.621 -3.157 -2.509],1.0,,299,72219.94,4285.947,12526078,1.0,10.0,2116.302,50.0,1457984.9,True,1.0,55948.57666516304,50.0,910.03577,1.5537291e+33,-238.88892,1.0,218027.52,19197506.0,0.4189424,0.08829308,,429.2,2829.9949,-238.88892,29850,1,50,2169.6448,
-2.6367968e+22,-2.6367968e+22,4156454.8,-1.0,4999.6567,10.0,4999.463585353485,[ 0.011  0.643 -3.157 -2.5  ],1.0,,299,0.16628948,4999.4634,12551078,12709.718,10.0,0.38356444,0.003933998,3.942905,True,12709.719,56018.54165649414,0.0039339974,0.119597554,1.6691055e+32,-250.80171,12709.718,0.5523815,4156454.8,0.4189424,8.282083e-06,,500.0,0.57666016,-251.48541,29900,2,50,4999.08,
-27035440.0,-981719500000.0,5841576400.0,-1.0,4999.6494,10.0,4999.444083855786,[ 0.011  0.643 -3.157 -2.5  ],1.0,,300,233.7196,4999.444,12576078,1.0,10.0,0.45091796,50.0,9271.538,True,1.0,56106.38172745705,50.0,0.14435156,228625170000.0,-255.67787,1.0,1305.3518,24994440.0,0.4189424,0.08528719,,500.0,0.65625,-255.67787,29950,1,50,4998.993,
-21098031000.0,-3.148768e+24,1.066622e+16,-1.0,4999.6143,10.0,4999.381619252245,[ 0.07   0.66  -3.153 -2.51 ],1.0,,300,426768540.0,4999.382,12601078,7.9698005,10.0,0.40995118,6.2736826,5938546000.0,True,7.969801,56187.39362215996,6.2736826,0.1502397,2.3802723e+36,-253.91734,7.9698005,1174625000.0,37547700.0,0.4189424,45.65885,,500.0,0.6425781,-253.51562,30000,2,50,4998.9717,
-6106840.0,-63900504000.0,588700740.0,-1.0,4489.494,10.0,1978.5952547400918,[-0.177  0.629 -3.16  -2.519],1.0,,301,156.15436,1978.5952,12611022,1.0,10.0,1048.7983,50.0,4235.761,True,1.0,56216.870829582214,50.0,739.11523,1480031600.0,-210.97601,1.0,592.0423,4461130.5,0.4189424,0.5005351,,198.88,3559.6973,-210.97601,30050,1,50,929.7969,
-inf,-inf,121914640.0,-1.0,4999.537,10.0,2688.742181323744,[-0.121  0.656 -3.16  -2.513],1.0,,301,20.956427,2688.7422,12624515,236736.88,10.0,2678.7622,0.00021120496,620.92694,True,236736.88,56262.79867482185,0.00021120496,1058.3905,inf,-205.60565,236736.88,102.709145,121914640.0,0.4189424,3.8967246e-18,,269.86,4989.557,-212.36272,30100,2,50,9.980058,
-10177438.0,-1153284200000.0,1762748500.0,-1.0,4999.575,10.0,2703.537845820919,[-0.121  0.656 -3.16  -2.513],1.0,,302,250.90863,2703.5378,12638083,1.0,10.0,1123.908,50.0,4430.3784,True,1.0,56306.36368083954,50.0,909.6154,318348560000.0,-217.04988,1.0,721.70264,8136516.5,0.4189424,0.13055246,,271.36,3419.9453,-217.04988,30150,1,50,1579.6299,
-1.2479942e+18,-1.2479942e+18,240415410.0,-1.0,4999.66,10.0,3762.6413877902996,[-0.105  0.775 -3.167 -2.48 ],1.0,,302,33.467525,3762.6416,12656937,3016.175,10.0,2262.9277,0.016577287,1649.8625,True,3016.175,56363.19658136368,0.016577287,1098.6299,3.7389907e+23,-234.09778,3016.175,230.92532,240415410.0,0.4189424,1.5946815e-09,,377.08,3499.9465,-238.46442,30200,2,50,1499.7136,
-15559456.0,-5218952000000000.0,15382482000.0,-1.0,4999.663,10.0,3515.639555201007,[-0.105  0.775 -3.167 -2.48 ],1.0,,303,1917.8813,3515.6394,12674557,1.0,10.0,3515.6394,50.0,22154.217,True,1.0,56418.243419885635,50.0,1076.446,6.5387143e+18,-222.57213,1.0,4033.3389,13518457.0,0.4189424,0.106407575,,352.4,4999.663,-222.57213,30250,1,50,,
-inf,-inf,154570000.0,-1.0,4999.665,10.0,4689.336418326434,[-0.051  0.805 -3.168 -2.471],1.0,,303,12.369347,4689.3364,12698017,29852590.0,10.0,4679.3555,1.6748966e-06,613.73035,True,29852592.0,56486.085476875305,1.6748965e-06,826.2545,inf,-264.7095,29852590.0,85.909004,154570000.0,0.4189424,4.3948064e-14,,469.2,4989.684,-267.12228,30300,2,50,9.980809,
-26054692.0,-2.0581786e+22,12385213000000.0,-1.0,4999.6216,10.0,4891.695573309933,[-0.051  0.805 -3.168 -2.471],1.0,,304,542182.56,4891.696,12722486,1.0,10.0,1342.0559,50.0,17440156.0,True,1.0,56564.97265338898,50.0,291.59805,1.0169717e+32,-251.01518,1.0,2599160.2,24013714.0,0.4189424,0.12914176,,489.38,1449.9819,-251.01518,30350,1,50,3549.6396,
-2.2956567e+19,-2.2956567e+19,56683144.0,-1.0,4999.6475,10.0,4999.474402733352,[ 0.011  0.808 -3.168 -2.47 ],1.0,,304,2.2677126,4999.4746,12747486,1420.3,10.0,0.36549804,0.03520383,58.60566,True,1420.3,56656.335129499435,0.03520383,0.1254194,1.2651664e+26,-248.6534,1420.3,9.023788,56683144.0,0.4189424,0.000638425,,500.0,0.5385742,-248.13815,30400,2,50,4999.109,
-27035568.0,-123030940000000.0,36981600000.0,-1.0,4999.655,10.0,4999.455858245575,[ 0.011  0.808 -3.168 -2.47 ],1.0,,305,1479.6294,4999.456,12772486,1.0,10.0,0.31770507,50.0,26143.508,True,1.0,56744.08199548721,50.0,0.11483817,3631606400000000.0,-240.07115,1.0,5204.419,24994558.0,0.4189424,0.14143683,,500.0,0.51660156,-240.07115,30450,1,50,4999.138,
-1.2610988e+20,-1.2610988e+20,118534110.0,-1.0,4999.71,10.0,4906.026925812395,[ 0.051  0.732 -3.17  -2.561],1.0,,305,4.7463436,4906.027,12797020,8115.833,10.0,4576.2236,0.006160797,217.46089,True,8115.833,56832.37949824333,0.006160797,653.7463,3.817774e+27,-249.47281,8115.833,30.44967,118534110.0,0.4189424,7.257564e-15,,490.68,4669.9067,-258.32437,30500,2,50,329.80313,
-27034960.0,-53098098000000.0,12536861000.0,-1.0,4999.704,10.0,4999.391419254724,[ 0.051  0.732 -3.17  -2.561],1.0,,306,501.61777,4999.391,12822020,1.0,10.0,0.36791015,50.0,13249.693,True,1.0,56918.59423613548,50.0,0.14545043,676498500000000.0,-246.5558,1.0,1881.1754,24993914.0,0.4189424,0.13629687,,500.0,0.68066406,-246.5558,30550,1,50,4999.0234,
-4.4361966e+20,-4.4361966e+20,293786240.0,-1.0,4999.6387,10.0,4899.384718293799,[ 0.089  0.844 -3.158 -2.52 ],1.0,,306,11.77283,4899.385,12846521,7578.226,10.0,4899.385,0.00659785,524.7912,True,7578.226,57016.122940540314,0.00659785,699.9121,4.724527e+28,-253.73122,7578.226,73.64246,293786240.0,0.4189424,6.4815736e-11,,490.02,4999.6387,-256.99725,30600,2,50,,
-26036152.0,-27295773000000.0,16271186000.0,-1.0,4999.6016,10.0,4804.3909117918,[ 0.089  0.844 -3.158 -2.52 ],1.0,,307,651.09296,4804.391,12870548,1.0,10.0,4804.391,50.0,10110.336,True,1.0,57108.54204058647,50.0,955.52124,178658040000000.0,-250.96371,1.0,1904.7512,23995192.0,0.4189424,0.0038884538,,480.54,4999.6016,-250.96371,30650,1,50,,
-inf,-inf,68404630.0,-1.0,4999.636,10.0,4999.294979839529,[ 0.121  0.741 -3.154 -2.583],1.0,,307,2.7366936,4999.2954,12895548,312531.06,10.0,0.6275098,0.00015998409,73.79342,True,312531.06,57213.67811155319,0.00015998409,0.20916851,inf,-239.30647,312531.06,13.384328,68404630.0,0.4189424,3.2036641e-15,,500.0,0.96875,-250.45549,30700,2,50,4998.6675,
-26534398.0,-112945950000000.0,167257690000.0,-1.0,4999.6436,10.0,4899.539759352893,[ 0.121  0.741 -3.154 -2.583],1.0,,308,6694.0107,4899.54,12920050,1.0,10.0,4889.5576,50.0,310953.88,True,1.0,57319.94457745552,50.0,698.5083,3053438300000000.0,-256.68546,1.0,43522.273,24493404.0,0.4189424,0.20898545,,490.04,4989.6616,-256.68546,30750,1,50,9.981695,
-2.5826955e+20,-2.5826955e+20,87391620.0,-1.0,4999.6064,10.0,4999.406385851674,[ 0.052  0.821 -3.155 -2.517],1.0,,308,3.4965286,4999.4062,12945050,7251.7173,10.0,0.26722658,0.0068949186,123.10643,True,7251.7173,57434.83685564995,0.0068949186,0.11180233,1.6013802e+28,-247.37001,7251.7173,18.238714,87391620.0,0.4189424,6.938663e-11,,500.0,0.46728516,-251.52245,30800,2,50,4999.139,
-27035208.0,-22631145000000.0,40744800000.0,-1.0,4999.6265,10.0,4999.422623367802,[ 0.052  0.821 -3.155 -2.517],1.0,,309,1630.0769,4999.4233,12970050,1.0,10.0,0.29810548,50.0,70846.72,True,1.0,57542.01485157013,50.0,0.1363783,122514890000000.0,-242.87064,1.0,9911.574,24994224.0,0.4189424,0.0188665,,500.0,0.5019531,-242.87064,30850,1,50,4999.1245,
-226208700000000.0,-1.0921538e+23,1913428600000.0,-1.0,4999.592,10.0,4899.302432449068,[ 0.163  0.877 -3.165 -2.505],1.0,,309,76554.11,4899.3022,12994551,112.214325,10.0,4899.3022,0.44557592,3643960.0,True,112.214325,57649.34303045273,0.44557592,699.9004,2.863655e+33,-245.54031,112.214325,509937.03,14982237000.0,0.4189424,0.00012669932,,490.02,4999.592,-250.1093,30900,2,50,,
-27035372.0,-470655230000000.0,10066333000.0,-1.0,4999.6074,10.0,4999.440340726276,[ 0.033  0.95  -3.162 -2.459],1.0,,310,402.75894,4999.4404,13019551,1.0,10.0,0.27623045,50.0,13198.844,True,1.0,57750.715559244156,50.0,0.103892066,5.317835e+16,-249.90488,1.0,1871.9528,24994402.0,0.4189424,0.07147574,,500.0,0.44335938,-249.90488,30950,1,50,4999.164,
-inf,-inf,32393105000.0,-1.0,4999.663,10.0,4999.480920801423,[-0.028  0.923 -3.162 -2.565],1.0,,310,1296.088,4999.481,13044551,119301830000.0,10.0,0.2641211,4.1910506e-10,64583.492,True,119301840000.0,57842.685225486755,4.1910503e-10,0.09950784,inf,-246.05637,119301830000.0,9041.096,32393105000.0,0.4189424,3.2482606e-15,,500.0,0.44628906,-250.25014,31000,2,50,4999.217,
-26535768.0,-3.970935e+22,1713039000000.0,-1.0,4999.6455,10.0,4899.476984381017,[-0.028  0.923 -3.162 -2.565],1.0,,311,68538.63,4899.477,13069052,1.0,10.0,4899.477,50.0,1967209.2,True,1.0,57945.67709994316,50.0,699.9253,3.7854717e+32,-250.1153,1.0,316780.97,24494770.0,0.4189424,0.14497662,,490.02,4999.6455,-250.1153,31050,1,50,,
-2.0718922e+17,-2.0718922e+17,12590865.0,-1.0,4999.623,10.0,4899.639447476866,[ 0.028  0.89  -3.184 -2.669],1.0,,311,0.5513076,4899.639,13093554,1162.7739,10.0,4889.659,0.04300062,16.000397,True,1162.7739,58044.17495369911,0.04300062,698.52277,1.0305678e+22,-245.61787,1162.7739,2.2949183,12590865.0,0.4189424,4.5653096e-07,,490.04,4989.643,-244.23157,31100,2,50,9.979741,
-27035526.0,-3.8112392e+17,1563100300000.0,-1.0,4999.661,10.0,4999.451345822458,[ 0.028  0.89  -3.184 -2.669],1.0,,312,62543.387,4999.451,13118554,1.0,10.0,0.40001953,50.0,2964779.5,True,1.0,58136.69697713852,50.0,0.13476318,3.4870476e+22,-237.10217,1.0,414656.94,24994514.0,0.4189424,0.113246076,,500.0,0.6098633,-237.10217,31150,1,50,4999.0513,
-inf,-inf,521198.56,-1.0,4999.6445,10.0,4842.4733319519955,[-0.05   0.94  -3.208 -2.901],1.0,,312,0.03919849,4842.473,13142774,1.1083871e+22,10.0,4842.473,4.5110594e-21,0.9172983,True,1.1083871e+22,58219.737119436264,4.5110594e-21,724.9478,inf,-251.4379,1.1083871e+22,0.15113556,521198.56,0.4189424,2.6640268e-31,,484.4,4999.6445,-263.27368,31200,2,50,,
-25588274.0,-2.7381534e+19,25780290000.0,-1.0,4999.654,10.0,4792.100591449738,[-0.05   0.94  -3.208 -2.901],1.0,,313,1033.4326,4792.1006,13166745,1.0,10.0,4782.1196,50.0,18487.676,True,1.0,58302.321634054184,50.0,763.57306,1.7998948e+26,-246.68314,1.0,3904.336,23547272.0,0.4189424,0.09409943,,479.42,4989.673,-246.68314,31250,1,50,9.980911,
-inf,-inf,54677336.0,-1.0,4999.644,10.0,4133.978942797196,[-0.107  0.916 -3.211 -2.892],1.0,,313,2.190691,4133.9785,13187447,1430836.4,10.0,2064.4182,3.4944598e-05,43.140633,True,1430836.4,58369.725660800934,3.4944598e-05,904.455,inf,-243.10187,1430836.4,7.306042,54677336.0,0.4189424,2.5380273e-11,,414.04,2930.0835,-243.62048,31300,2,50,2069.5605,
-20531668.0,-1.1444717e+18,58652020000.0,-1.0,4999.67,10.0,4214.18571866546,[-0.107  0.916 -3.211 -2.892],1.0,,314,4316.327,4214.1855,13208551,1.0,10.0,1994.5406,50.0,30010.291,True,1.0,58438.391058683395,50.0,855.1596,3.1443866e+23,-238.05951,1.0,7709.618,18490660.0,0.4189424,0.036302924,,422.08,2780.025,-238.05951,31350,1,50,2219.645,
-inf,-inf,13140415.0,-1.0,4999.6343,10.0,4965.827186731021,[-0.045  0.914 -3.212 -2.901],1.0,,314,0.5396607,4965.827,13233384,24715389000.0,10.0,1646.4181,2.023031e-09,23.32097,True,24715389000.0,58521.60709118843,2.023031e-09,235.20265,inf,-249.26495,24715389000.0,3.2613363,13140415.0,0.4189424,1.4676447e-16,,496.66,1680.2253,-262.1954,31400,2,50,3319.409,
-26942298.0,-1.4487764e+18,14608599000000.0,-1.0,4999.663,10.0,4989.66672353849,[-0.045  0.914 -3.212 -2.901],1.0,,315,705450.56,4989.6665,13258337,1.0,10.0,470.20966,50.0,33049172.0,True,1.0,58602.155900239944,50.0,67.18774,5.0387444e+23,-244.53986,1.0,4627966.5,24901288.0,0.4189424,0.2557185,,499.06,480.20605,-244.53986,31450,1,50,4519.457,
-39081130000000.0,-30614518000000.0,101845890.0,-1.0,4999.678,10.0,4905.622662423811,[ 0.01   0.923 -3.225 -2.927],1.0,,315,4.0763435,4905.6226,13282869,19.24549,10.0,4595.844,2.5980115,179.18988,True,19.24549,58683.11114573479,2.5980115,656.54926,224996100000000.0,-243.17908,19.24549,25.032913,98515990.0,0.4189424,0.0057163276,,490.64,4689.9,-244.57304,31500,2,50,309.77814,
-27035238.0,-114301470000.0,709761150.0,-1.0,4999.601,10.0,4999.4279843776185,[ 0.009  0.932 -3.224 -2.914],1.0,,316,28.396187,4999.428,13307869,1.0,10.0,0.25801757,50.0,1198.3298,True,1.0,58771.84712290764,50.0,0.10659615,3097727200.0,-254.37657,1.0,167.89598,24994278.0,0.4189424,0.20148289,,500.0,0.43115234,-254.37657,31550,1,50,4999.17,
-4581073000.0,-1.7428974e+23,31678332000000.0,-1.0,4999.5947,10.0,4899.343623352984,[ 0.066  0.926 -3.231 -2.94 ],1.0,,316,1267379.8,4899.3438,13332370,3.3495123,10.0,4899.3438,14.9275465,45888436.0,True,3.349512,58857.58303976059,14.927547,699.90625,7.2928224e+33,-240.44463,3.3495123,6773165.0,73295100.0,0.4189424,1.006187,,490.02,4999.5947,-240.864,31600,2,50,,
-11269917.0,-3445497800000.0,2741181200.0,-1.0,4999.6753,10.0,2873.5100329269776,[-0.179  0.956 -3.233 -2.899],1.0,,317,465.5681,2873.51,13346785,1.0,10.0,2863.5298,50.0,5555.328,True,1.0,58903.50170493126,50.0,985.82745,2845356300000.0,-222.28131,1.0,1104.7542,9228916.0,0.4189424,0.27843672,,288.3,4989.695,-222.28131,31650,1,50,9.9802685,
-inf,-inf,315788700.0,-1.0,4999.6104,10.0,3940.5962745607585,[-0.122  0.949 -3.237 -2.923],1.0,,317,23.849909,3940.5962,13366527,145773.62,10.0,1660.8525,0.00034299758,1187.4814,True,145773.62,58958.31126022339,0.00034299758,829.7929,inf,-248.14958,145773.62,166.23361,315788700.0,0.4189424,2.5271078e-13,,394.84,2719.8667,-250.47388,31700,2,50,2279.7437,
