InitialBound,Bound,ReturnMeanIW,VarianceInitializer,InitialReturnMax,ReturnStepMax,EpRewMean,Weights,Epsilon,StdWReturnMean,Iteration,MeanIW,InitialReturnMean,TimestepsSoFar,EmpiricalD2Arithmetic,ReturnStepMaxmin,OptimizationReturnMean,ESSRenyiArithmetic,MaxIW,Penalization,EmpiricalD2Harmonic,TimeElapsed,ESSRenyiHarmonic,InitialReturnStd,DivergenceHarmonic,MinBehavPdf,MeanD2-0,StdIW,WReturnMean,MeanEntropy,MinIW,OptimizationReturnMin,EpLenMean,OptimizationReturnMax,MinTargetPdf,EpisodesSoFar,Inner Iteration,EpThisIter,InitialReturnMin,LearnableVariance
-3708.856,-39141.76,6266.3647,-1.0,99.97602,9.999978,49.170219999035,[-0.708  0.556 -0.566  0.104],1.0,,6,2.1966975,49.170223,5247,1.0,9.999978,39.18937,50.0,11.867873,True,1.0,18.274221181869507,50.0,21.795414,1622.7437,-6.978325,1.0,2.4589953,2892.7507,0.4189424,0.25827762,,5.92,89.99517,-6.978325,550,1,50,9.980848,
-2110260400.0,-14492863000.0,115701.52,-1.0,129.95715,9.999999,59.16600669483598,[-1.06   0.99  -1.356 -0.147],1.0,,6,27.485289,59.166004,5593,8.293285,9.999999,59.166004,6.0289736,518.2589,True,8.293285,19.448195457458496,6.0289736,24.71396,110456670000000.0,-8.431582,8.293285,86.01826,2932.413,0.4189424,0.019403297,,6.92,129.95715,-8.431157,600,2,50,,
-17639.805,-2914861400000.0,1047246900.0,-1.0,299.91583,9.999989,86.55059374984108,[-1.056  0.793 -1.327 -0.299],1.0,,7,62068.57,86.5506,6076,1.0,9.999989,76.57008,50.0,3082556.5,True,1.0,20.832900047302246,50.0,52.957047,1.5740457e+17,-15.8914,1.0,431503.12,10295.454,0.4189424,0.18196596,,9.66,289.93533,-15.8914,650,1,50,9.980512,
-1.165442e+19,-1.165442e+19,18018.848,-1.0,359.94775,10.0,130.7321744458639,[-1.032  0.63  -1.325 -0.487],1.0,,7,3.4449482,130.73216,6780,8026.7183,10.0,110.76645,0.0062291957,75.41241,True,8026.718,22.73055124282837,0.006229196,77.61537,1.2137094e+30,-23.291862,8026.7183,12.821441,18018.848,0.4189424,4.0131162e-08,,14.08,339.98203,-31.807419,700,2,50,19.96572,
-49805.07,-2590977300000.0,5371431.0,-1.0,449.9082,10.0,155.72361803643182,[-1.032  0.63  -1.325 -0.487],1.0,,8,89.06026,155.72362,7609,1.0,10.0,135.75826,50.0,1655.6755,True,1.0,24.434195041656494,50.0,95.015274,2.4576559e+16,-17.399004,1.0,247.8127,33277.746,0.4189424,0.1506972,,16.58,429.94284,-17.399004,750,1,50,19.965359,
-inf,-inf,639129.3,-1.0,719.6935,10.0,351.65441283983876,[-1.042  0.472 -1.352 -0.678],1.0,,8,18.36212,351.65442,9418,516043.7,10.0,341.67313,9.6891024e-05,807.59,True,516043.72,27.647300481796265,9.689102e-05,143.53574,inf,-33.89274,516043.7,113.20757,639129.3,0.4189424,1.7674232e-08,,36.18,709.7122,-42.818317,800,2,50,9.981256,
-205840.4,-7.55784e+16,181035410.0,-1.0,849.6338,9.999999,346.25854328741303,[-1.042  0.472 -1.352 -0.678],1.0,,9,2611.022,346.25854,11200,1.0,9.999999,326.2873,50.0,117063.44,True,1.0,29.40986728668213,50.0,164.32976,1.644219e+24,-32.949043,1.0,16379.834,146899.23,0.4189424,0.11489996,,35.64,829.66254,-32.949043,850,1,50,19.971241,
-5.2831105e+18,-5.2831105e+18,786248.1,-1.0,539.7371,9.999997,171.3053229387202,[-0.989  0.701 -1.427 -0.638],1.0,,9,4.09064,171.30533,12107,3255.1514,9.999997,161.32518,0.015360269,94.43184,True,3255.1514,32.64314866065979,0.015360269,106.151344,4.933345e+28,-24.664282,3255.1514,18.387098,786248.1,0.4189424,9.848075e-10,,18.14,529.75696,-22.390343,900,2,50,9.9801445,
-66071.97,-197394250000000.0,26025434.0,-1.0,449.80933,9.999999,198.4947602357492,[-0.989  0.701 -1.427 -0.638],1.0,,10,1074.8112,198.49477,13150,1.0,9.999999,178.5154,50.0,40924.414,True,1.0,35.4202835559845,50.0,100.7558,1.4277305e+20,-22.80414,1.0,5725.378,49551.9,0.4189424,0.08162318,,20.86,429.82996,-22.80414,950,1,50,19.979368,
-5.881021e+22,-5.881021e+22,33591.355,-1.0,719.69086,9.999999,368.65071721749354,[-1.009  0.536 -1.444 -0.824],1.0,,10,3.5278368,368.65076,15044,77439.49,9.999999,368.65076,0.0006456654,143.03004,True,77439.49,39.415010929107666,0.0006456654,179.63219,1.9338054e+36,-35.433975,77439.49,20.06582,33591.355,0.4189424,8.0663956e-09,,37.88,719.69086,-42.928513,1000,2,50,,
-325639.44,-47950785000000.0,288663600.0,-1.0,909.74817,9.999999,464.6222824193666,[-1.009  0.536 -1.444 -0.824],1.0,,11,963.0199,464.6223,17418,1.0,9.999999,424.68542,50.0,21866.479,True,1.0,44.51477527618408,50.0,205.39896,5.0349214e+17,-45.66013,1.0,3935.32,258062.6,0.4189424,0.0398699,,47.48,869.81134,-45.66013,1050,1,50,39.93685,
-411937630000000.0,-411937630000000.0,102606.37,-1.0,959.85486,9.999999,439.8318150410507,[-0.939  0.434 -1.488 -1.036],1.0,,11,1.583517,439.8318,19668,128.2186,9.999999,409.8795,0.38995904,63.659416,True,128.2186,48.05049777030945,0.38995904,181.05962,2.9986921e+19,-43.54071,128.2186,8.926291,102606.37,0.4189424,0.000118131895,,45.0,929.9025,-45.33007,1100,2,50,29.952354,
-270179.47,-5.703579e+16,1434413300.0,-1.0,919.82605,10.0,422.02620285570885,[-0.939  0.434 -1.488 -1.036],1.0,,12,16083.006,422.0262,21829,1.0,10.0,402.06155,50.0,596869.5,True,1.0,53.4924681186676,50.0,151.62804,6.816531e+23,-32.22782,1.0,84015.45,201097.17,0.4189424,0.05161871,,43.22,899.8614,-32.22782,1150,1,50,19.964634,
-inf,-inf,38125.316,-1.0,1379.5402,10.0,621.1635923210602,[-0.78   0.606 -1.522 -1.115],1.0,,12,0.2871867,621.1636,24986,5.9815007e+19,10.0,621.1636,8.359106e-19,8.666936,True,5.9815007e+19,61.76309156417847,8.359106e-19,233.19382,inf,-53.30843,5.9815007e+19,1.3119235,38125.316,0.4189424,2.0628407e-28,,63.14,1379.5402,-68.9498,1200,2,50,,
-505035.5,-13537827000000.0,46916880.0,-1.0,1089.5784,10.0,608.9720715653559,[-0.78   0.606 -1.522 -1.115],1.0,,13,92.26882,608.97205,28082,1.0,10.0,579.02405,50.0,2434.7324,True,1.0,69.43286538124084,50.0,193.01631,1.9505285e+16,-54.15,1.0,353.95602,408102.25,0.4189424,0.072528236,,61.92,1059.6304,-54.15,1250,1,50,29.947971,
-3.1181198e+23,-3.1181198e+23,2583078.2,-1.0,1739.3694,10.0,758.5071648237042,[-0.695  0.696 -1.536 -1.126],1.0,,13,7.495763,758.5072,31926,238940.9,10.0,438.71536,0.00020925676,343.84238,True,238940.89,79.1856038570404,0.00020925677,326.44534,1.5933441e+36,-78.234985,238940.9,48.07071,2583078.2,0.4189424,4.8427012e-15,,76.88,1419.5776,-82.593765,1300,2,50,319.7918,
-667510.25,-9.9210446e+17,274001170000.0,-1.0,1239.4985,9.999999,700.9274862734543,[-0.695  0.696 -1.536 -1.126],1.0,,14,629349.94,700.9275,35482,1.0,9.999999,491.07935,50.0,31052866.0,True,1.0,88.9063286781311,50.0,225.31631,6.254919e+25,-60.23231,1.0,4346412.5,542066.75,0.4189424,0.07184505,,71.12,1029.6504,-60.23231,1350,1,50,209.84816,
-1.4721977e+20,-1.4721977e+20,1622050.1,-1.0,1399.7253,9.999998,731.9476276842588,[-0.647  0.549 -1.557 -1.321],1.0,,14,3.6480715,731.9476,39193,13379.012,9.999998,332.21558,0.0037371968,173.37097,True,13379.013,100.76689004898071,0.0037371966,247.20174,8.469393e+29,-58.104626,13379.012,24.255985,1622050.1,0.4189424,5.9023573e-09,,74.22,999.9933,-64.88444,1400,2,50,399.73206,
-668025.56,-43789710000000.0,2448840400.0,-1.0,1369.6777,9.999999,680.3575247776009,[-0.647  0.549 -1.557 -1.321],1.0,,15,6274.236,680.3575,42646,1.0,9.999999,650.40625,50.0,230567.06,True,1.0,111.86267471313477,50.0,227.95291,8.171716e+16,-65.89409,1.0,32705.291,514848.88,0.4189424,0.33260506,,69.06,1339.7264,-65.89409,1450,1,50,29.951296,
-inf,-inf,119771.625,-1.0,1849.4302,10.0,871.3224538663671,[-0.566  0.643 -1.573 -1.317],1.0,,15,0.38379493,871.3223,47054,771578.9,10.0,861.33716,6.480219e-05,11.465456,True,771578.9,125.41892528533936,6.480219e-05,290.8232,inf,-86.49776,771578.9,1.6445366,119771.625,0.4189424,1.1589567e-11,,88.16,1839.445,-97.74396,1500,2,50,9.985239,
-1585914.8,-29858185000000.0,4949904000.0,-1.0,2269.5195,10.0,998.5143231503722,[-0.566  0.643 -1.573 -1.317],1.0,,16,3850.6719,998.5142,52098,1.0,10.0,788.71075,50.0,142089.44,True,1.0,141.7381694316864,50.0,410.27682,5038931000000000.0,-99.66998,1.0,20050.947,1165358.0,0.4189424,0.1446093,,100.88,2059.716,-99.66998,1550,1,50,209.80354,
-6.703413e+20,-6.703413e+20,347072.38,-1.0,2089.0742,9.999999,978.2695203681973,[-0.525  0.747 -1.598 -1.268],1.0,,16,0.28273144,978.26953,57041,24861.836,9.999999,848.37,0.0020111145,5.4220576,True,24861.836,160.0299801826477,0.0020111145,406.3933,3.5388958e+30,-85.70326,24861.836,0.943071,347072.38,0.4189424,1.0576128e-09,,98.86,1959.1747,-88.40634,1600,2,50,129.89958,
-1430284.4,-1.4168241e+20,145097950000.0,-1.0,1839.406,10.0,999.4671011081185,[-0.525  0.747 -1.598 -1.268],1.0,,17,108018.73,999.46704,62090,1.0,10.0,829.6326,50.0,4072208.8,True,1.0,174.6112413406372,50.0,393.81943,2.630345e+29,-83.4583,1.0,569445.8,1154028.2,0.4189424,0.07344395,,100.98,1669.5715,-83.4583,1650,1,50,169.83444,
-inf,-inf,34045.074,-1.0,2319.4697,9.999999,770.9267198603877,[-0.715  0.827 -1.679 -1.152],1.0,,17,0.10074133,770.9268,65996,10920348.0,9.999999,750.9609,4.5786087e-06,1.7734207,True,10920348.0,188.45819664001465,4.5786087e-06,423.45688,inf,-107.59409,10920348.0,0.29798833,34045.074,0.4189424,1.2158927e-11,,78.12,2299.504,-108.927765,1700,2,50,19.965858,
-1212882.9,-1.5855454e+23,13068559000000.0,-1.0,2369.2344,10.0,771.3061996080925,[-0.715  0.827 -1.679 -1.152],1.0,,18,14588305.0,771.30615,69904,1.0,10.0,771.30615,50.0,438290140.0,True,1.0,202.9331624507904,50.0,399.55725,1.1967861e+35,-85.935936,1.0,64415930.0,754559.25,0.4189424,0.17666407,,78.16,2369.2344,-85.935936,1750,1,50,,
-inf,-inf,171207.67,-1.0,2489.2727,10.0,969.8678574470654,[-0.561  0.892 -1.765 -1.318],1.0,,18,0.60612416,969.8678,74805,148164760000000.0,10.0,969.8678,3.3746215e-13,15.063759,True,148164760000000.0,221.88593292236328,3.3746215e-13,495.3322,inf,-98.535904,148164760000000.0,2.2826974,171207.67,0.4189424,1.2165111e-24,,98.02,2489.2727,-110.09897,1800,2,50,,
-1199034.2,-62174500000000.0,5876536300.0,-1.0,1929.655,10.0,833.3143206078764,[-0.561  0.892 -1.765 -1.318],1.0,,19,5237.0767,833.3144,79023,1.0,10.0,763.3915,50.0,195469.36,True,1.0,245.30339074134827,50.0,447.87497,4.1813358e+16,-78.36043,1.0,27640.982,895004.75,0.4189424,0.18598898,,84.36,1859.7322,-78.36043,1850,1,50,69.92287,
-inf,-inf,1786417.5,-1.0,2369.253,10.0,1110.0474972215438,[-0.454  0.926 -1.792 -1.367],1.0,,19,1.8065517,1110.0476,84625,1075575.2,10.0,930.1694,4.648675e-05,74.24123,True,1075575.2,281.3911952972412,4.648675e-05,496.98776,inf,-100.102844,1075575.2,10.387358,1786417.5,0.4189424,1.5746657e-10,,112.04,2189.3748,-107.33615,1900,2,50,179.87811,
-2333017.0,-1608652600000.0,93990420.0,-1.0,2978.8079,10.0,1123.433019391068,[-0.454  0.926 -1.792 -1.367],1.0,,20,41.30537,1123.433,90294,1.0,10.0,1113.4502,50.0,478.2071,True,1.0,319.05697894096375,50.0,588.56555,4929411400000.0,-109.97684,1.0,102.6237,1608511.1,0.4189424,0.106965944,,113.38,2968.8252,-109.97684,1950,1,50,9.982763,
-15839333000000.0,-34593722000.0,175943280.0,-1.0,2519.533,10.0,1365.8375395043483,[-0.417  0.853 -1.822 -1.456],1.0,,20,95.76266,1365.8375,97175,68.85409,10.0,1105.9586,0.7261733,1742.4027,True,68.85409,365.00272846221924,0.7261733,519.11316,4409371600.0,-101.9273,68.85409,270.13678,946471.9,0.4189424,0.0015560231,,137.62,2259.654,-102.647934,2000,2,50,259.87888,
-1486348.9,-9566812000000.0,50179810.0,-1.0,2189.3582,10.0,878.2950463848578,[-0.406  0.99  -1.819 -1.347],1.0,,21,41.021572,878.2951,101618,1.0,10.0,838.3538,50.0,379.22925,True,1.0,395.6034553050995,50.0,568.83606,597522100000000.0,-89.54425,1.0,79.012276,1094976.6,0.4189424,0.14392523,,88.86,2149.417,-89.54425,2050,1,50,39.941216,
-inf,-inf,1869353.5,-1.0,3359.2004,10.0,1412.3993742897353,[-0.432  0.912 -1.854 -1.434],1.0,,21,2.0261602,1412.3994,108732,110961.88,10.0,1402.4185,0.00045060518,40.19355,True,110961.88,438.73010635375977,0.00045060518,625.973,inf,-147.47797,110961.88,7.7093472,1869353.5,0.4189424,7.2321762e-12,,142.28,3349.2195,-149.77972,2100,2,50,9.98098,
-2324642.2,-6047214600.0,125753864.0,-1.0,2479.3823,9.999998,1234.7904244568206,[-0.432  0.912 -1.854 -1.434],1.0,,22,33.47984,1234.7905,114958,1.0,9.999998,1224.8064,50.0,713.7344,True,1.0,472.99430298805237,50.0,545.8973,139179410.0,-109.382805,1.0,101.84816,1822711.1,0.4189424,0.08231767,,124.52,2469.3984,-109.382805,2150,1,50,9.983992,
-903865500000000.0,-2145931200000.0,16701758000.0,-1.0,3139.417,10.0,1600.0258397664459,[-0.391  0.896 -2.072 -1.55 ],1.0,,22,3665.975,1600.0258,123010,134.02435,10.0,1450.1547,0.3730665,43718.72,True,134.02435,516.8710176944733,0.3730665,616.9629,7000678700000.0,-137.54286,134.02435,9683.688,35075464.0,0.4189424,0.36397097,,161.04,2989.5457,-141.73502,2200,2,50,149.87128,
-2326073.5,-4149592000000.0,4674801700.0,-1.0,2539.0715,10.0,1227.2662614744477,[-0.53   0.922 -2.049 -1.447],1.0,,23,4487.6377,1227.2662,129198,1.0,10.0,1217.2855,50.0,206068.1,True,1.0,549.6932168006897,50.0,541.7577,62004497000000.0,-107.67742,1.0,28812.408,1799683.9,0.4189424,0.053619508,,123.76,2529.0908,-107.67742,2250,1,50,9.980786,
-9.165508e+22,-9.165508e+22,1814400.2,-1.0,4018.6704,10.0,1490.0017697349465,[-0.434  0.929 -2.051 -1.527],1.0,,23,1.5471756,1490.0018,136700,64330.863,10.0,1480.022,0.00077723194,22.465492,True,64330.867,594.5504133701324,0.0007772319,665.3593,4.8314197e+33,-185.13736,64330.863,4.5113077,1814400.2,0.4189424,9.313433e-13,,150.04,4008.6907,-189.24844,2300,2,50,9.979708,
-2953561.0,-7066441500000000.0,59079320000.0,-1.0,2839.2915,10.0,1410.6649922146792,[-0.434  0.929 -2.051 -1.527],1.0,,24,24635.703,1410.665,143805,1.0,10.0,1400.6832,50.0,306862.56,True,1.0,633.8095729351044,50.0,552.58966,1.1525125e+20,-117.95909,1.0,61211.13,2295331.0,0.4189424,0.35314438,,142.1,2829.3098,-117.95909,2350,1,50,9.981738,
-inf,-inf,860648.94,-1.0,4108.85,10.0,2068.2381708538433,[-0.319  0.94  -2.061 -1.574],1.0,,24,0.28087142,2068.238,154199,983826750.0,10.0,2058.2542,5.0821956e-08,11.062876,True,983826700.0,704.0354361534119,5.082196e-08,780.3531,inf,-181.97125,983826750.0,1.5502151,860648.94,0.4189424,3.1251774e-17,,207.88,4098.866,-198.37209,2400,2,50,9.983827,
-6898086.0,-1.7622022e+19,304900960000.0,-1.0,4998.63,10.0,1997.1068700776827,[-0.319  0.94  -2.061 -1.574],1.0,,25,53042.195,1997.1069,164236,1.0,10.0,1827.2543,50.0,1042865.6,True,1.0,771.7893002033234,50.0,932.4728,7.461031e+25,-208.70132,1.0,174712.12,4857941.0,0.4189424,0.39905983,,200.74,4828.777,-208.70132,2450,1,50,169.85283,
-inf,-inf,9369141.0,-1.0,4128.974,10.0,1547.8901254658551,[-0.254  1.02  -2.083 -1.506],1.0,,25,1.32161,1547.8901,172028,224306420.0,10.0,1427.9872,2.2290936e-07,55.43341,True,224306420.0,818.9171025753021,2.2290936e-07,1013.46454,inf,-157.56528,224306420.0,7.7953076,9369141.0,0.4189424,2.0735851e-14,,155.84,4009.0713,-168.97577,2500,2,50,119.90285,
-6181681.0,-3.8273125e+19,41338630000.0,-1.0,4998.1016,10.0,1743.0354760689615,[-0.254  1.02  -2.083 -1.506],1.0,,26,7531.7227,1743.0355,180795,1.0,10.0,1613.1066,50.0,158118.48,True,1.0,866.0927624702454,50.0,1050.6178,3.520941e+26,-206.33136,1.0,24024.404,4141970.5,0.4189424,0.5259107,,175.34,4868.173,-206.33136,2550,1,50,129.92896,
-inf,-inf,760184.6,-1.0,4519.1553,10.0,2073.5366690579453,[-0.297  0.93  -2.101 -1.58 ],1.0,,26,0.7503812,2073.5366,191215,794280.6,10.0,2053.574,6.295004e-05,20.945894,True,794280.6,926.4793963432312,6.295004e-05,864.3822,inf,-163.0284,794280.6,3.0426767,760184.6,0.4189424,1.7201908e-14,,208.4,4499.1924,-178.41139,2600,2,50,19.962685,
-5692986.0,-26763606000.0,122344170.0,-1.0,4269.308,10.0,1924.1484543757945,[-0.297  0.93  -2.101 -1.58 ],1.0,,27,38.33046,1924.1484,200888,1.0,10.0,1914.165,50.0,457.738,True,1.0,984.2272996902466,50.0,708.79913,320457820.0,-164.85675,1.0,91.74976,4204743.0,0.4189424,0.21051529,,193.46,4259.3247,-164.85675,2650,1,50,9.983442,
-2.2566258e+17,-2.2566258e+17,14549233.0,-1.0,4878.85,10.0,2402.0131068637206,[-0.322  1.104 -2.263 -1.655],1.0,,27,2.504594,2402.0132,212951,366.32898,10.0,2072.262,0.13648933,58.897015,True,366.32898,1057.508936882019,0.13648933,900.75616,1.348157e+22,-194.25978,366.32898,8.71566,14549233.0,0.4189424,1.8774688e-08,,241.26,4549.099,-201.71008,2700,2,50,329.751,
-7639177.0,-57655270000.0,1469076200.0,-1.0,4549.118,10.0,2241.956842835209,[-0.322  1.104 -2.263 -1.655],1.0,,28,406.11118,2241.9568,224214,1.0,10.0,2231.9758,50.0,16506.629,True,1.0,1132.7024564743042,50.0,960.77576,1105711000.0,-189.67673,1.0,2307.974,5949460.0,0.4189424,0.26721895,,225.26,4539.137,-189.67673,2750,1,50,9.980999,
-1.4724405e+17,-1.4724405e+17,5866234.0,-1.0,4749.1895,10.0,2134.4012179102488,[-0.264  1.126 -2.265 -1.65 ],1.0,,28,0.7669914,2134.4014,234939,1434.1603,10.0,1954.562,0.034863606,18.572683,True,1434.1603,1198.2394666671753,0.034863606,1168.1289,6.3927673e+21,-194.24634,1434.1603,2.665876,5866234.0,0.4189424,1.7365397e-09,,214.5,4569.35,-198.05423,2800,2,50,179.83917,
-7261688.0,-2.7085852e+23,5400621500000.0,-1.0,4999.046,10.0,1941.6238087073423,[-0.264  1.126 -2.265 -1.65 ],1.0,,29,1175870.9,1941.6239,244699,1.0,10.0,1941.6239,50.0,41992172.0,True,1.0,1252.9181156158447,50.0,1204.7001,1.7620886e+34,-227.68927,1.0,5950314.0,5221205.0,0.4189424,0.3726563,,195.2,4999.046,-227.68927,2850,1,50,,
-inf,-inf,373035.75,-1.0,4998.788,10.0,2998.9256377565052,[-0.156  1.117 -2.286 -1.708],1.0,,29,0.33259872,2998.9255,259745,1.533835e+18,10.0,2869.0435,3.2598033e-17,6.6488724,True,1.533835e+18,1326.8207745552063,3.2598033e-17,1452.3923,inf,-240.5475,1.533835e+18,1.1938618,373035.75,0.4189424,9.2926324e-29,,300.92,4868.906,-251.84984,2900,2,50,129.88235,
-13540224.0,-409720720000.0,2055349800.0,-1.0,4999.184,10.0,2976.345186171162,[-0.156  1.117 -2.286 -1.708],1.0,,30,118.54894,2976.345,274672,1.0,10.0,2796.4485,50.0,2048.843,True,1.0,1389.8095293045044,50.0,1625.1112,39911900000.0,-224.05334,1.0,402.10733,11499617.0,0.4189424,0.049805306,,298.54,4819.287,-224.05334,2950,1,50,179.89682,
-6.5194267e+18,-6.5194267e+18,10636709.0,-1.0,4999.046,10.0,2648.5777888559637,[-0.113  1.146 -2.314 -1.686],1.0,,30,1.1891007,2648.5774,287962,1140.9725,10.0,2478.6755,0.043822266,17.437973,True,1140.9725,1454.706110239029,0.043822266,1555.1976,1.020849e+25,-226.85796,1140.9725,3.3675585,10636709.0,0.4189424,7.479474e-05,,265.8,4829.1436,-229.97865,3000,2,50,169.90244,
-10225732.0,-90502900000000.0,128434630.0,-1.0,4999.097,10.0,2331.4913630122087,[-0.113  1.146 -2.314 -1.686],1.0,,31,7.857045,2331.4915,299667,1.0,10.0,2181.6187,50.0,165.92091,True,1.0,1511.9299058914185,50.0,1658.1168,1967200900000000.0,-219.3742,1.0,26.857481,8185203.0,0.4189424,0.012383152,,234.1,4849.2246,-219.3742,3050,1,50,149.87263,
-3.889735e+21,-3.889735e+21,4950005.5,-1.0,4998.9937,10.0,3147.5014803729136,[-0.17   1.128 -2.329 -1.696],1.0,,31,0.90706605,3147.5012,315450,22165.2,10.0,3127.5378,0.0022557885,5.8769283,True,22165.2,1578.5775563716888,0.0022557885,1577.0399,3.6341335e+30,-218.3375,22165.2,1.372871,4950005.5,0.4189424,1.1334626e-10,,315.66,4979.0303,-221.57533,3100,2,50,19.963535,
-11447819.0,-39671060000000.0,11265100000.0,-1.0,4999.1035,10.0,2686.2224916576547,[-0.17   1.128 -2.329 -1.696],1.0,,32,562.4212,2686.2224,328930,1.0,10.0,2396.3474,50.0,25600.32,True,1.0,1629.0013449192047,50.0,1480.3682,377766630000000.0,-215.358,1.0,3584.4597,9407281.0,0.4189424,0.015800636,,269.6,4709.2285,-215.358,3150,1,50,289.875,
-6.1435427e+18,-6.1435427e+18,5237413.0,-1.0,4999.241,10.0,2634.967342821384,[-0.231  1.122 -2.335 -1.703],1.0,,32,1.0075927,2634.9673,342156,3628.307,10.0,2495.1057,0.013780532,12.609933,True,3628.3066,1690.2147917747498,0.013780533,1260.0797,9.06385e+24,-242.59721,3628.307,2.181776,5237413.0,0.4189424,6.8483913e-10,,264.52,4859.38,-244.4592,3200,2,50,139.86154,
