InitialBound,InitialReturnMax,MinTargetPdf,ESSRenyiArithmetic,StdIW,Inner Iteration,Weights,LearnableVariance,ReturnStepMaxmin,WReturnMean,InitialReturnMean,MaxIW,VarianceInitializer,EpThisIter,OptimizationReturnMax,Iteration,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiHarmonic,TimeElapsed,ReturnStepMax,StdWReturnMean,DivergenceHarmonic,ReturnMeanIW,MinBehavPdf,OptimizationReturnMin,MeanD2-0,EpRewMean,TimestepsSoFar,Bound,EpisodesSoFar,Epsilon,MinIW,EmpiricalD2Arithmetic,EpLenMean,Penalization,MeanIW,OptimizationReturnMean,InitialReturnMin,MeanEntropy
-22630320.0,4999.3574,-231.78833,50.0,34893.082,1,[ 0.023  0.638 -2.087 -2.026],,10.0,20589560.0,4301.402,203487.16,-1.0,50,4959.4326,97,1444.8195,1.0,50.0,1643.6498737335205,10.0,,1.1365881e+28,284852500000.0,-231.78833,,1.0,4301.401718019824,2272656,-2.1756262e+20,9650,1e-07,0.19586883,1.0,430.48,True,11556.295,4261.477,39.924675,0.4189424
-inf,4999.442,-269.43842,2.0826906e-08,0.34421504,2,[ 0.027  0.532 -2.116 -2.084],,10.0,1499470.9,4823.714,2.4321203,-1.0,50,4659.7456,97,743.23834,2400740600.0,2.0826906e-08,1664.0983791351318,10.0,,inf,1499470.9,-264.5422,,2400740600.0,4823.714105440393,2296785,-inf,9700,1e-07,5.7368035e-23,2400740600.0,482.58,True,0.06320815,4484.0176,339.69623,0.4189424
-25900344.0,4999.495,-243.69318,50.0,25.003832,1,[ 0.027  0.532 -2.116 -2.084],,10.0,23859468.0,4830.5854,147.1953,-1.0,50,4619.7583,98,724.508,1.0,50.0,1683.9944882392883,10.0,,471936420.0,320876960.0,-243.69318,,1.0,4830.585653983416,2320948,-44656050000.0,9750,1e-07,0.22348453,1.0,483.26,True,13.11117,4450.8486,379.73688,0.4189424
-1.0339112e+23,4999.667,-258.4657,0.0008285497,2.9274426,2,[-0.016  0.486 -2.121 -2.08 ],,10.0,30771732.0,4874.1167,14.205447,-1.0,50,1980.1943,98,412.23727,60346.41,0.0008285497,1702.9965896606445,10.0,,2.5662172e+33,30771732.0,-258.90808,,60346.414,4874.116822357744,2345329,-1.0339112e+23,9800,1e-07,3.3136983e-11,60346.414,487.62,True,1.2313559,1854.6442,3019.4727,0.4189424
-25245640.0,4999.595,-252.16745,50.0,4033824.8,1,[-0.016  0.486 -2.121 -2.08 ],,10.0,23204680.0,4777.9717,23504848.0,-1.0,50,3400.2148,99,612.91595,1.0,50.0,1719.4038698673248,10.0,,2.0523687e+31,15966692000000.0,-252.16745,,1.0,4777.971763517411,2369232,-9.245954e+21,9850,1e-07,0.045577165,1.0,478.06,True,1075683.6,3178.5916,1599.3804,0.4189424
-1094686160000000.0,4999.53,-247.76852,0.49826303,13.501912,2,[ 0.042  0.463 -2.123 -2.08 ],,10.0,36280044.0,4554.576,95.720436,-1.0,50,4999.53,99,1232.8136,100.3486,0.49826303,1734.9619026184082,10.0,,3.1476228e+17,62898830.0,-244.59012,,100.3486,4554.575992606896,2392017,-1144996100000000.0,9900,1e-07,7.766275e-05,100.3486,455.7,True,2.698072,4554.576,,0.4189424
-23890376.0,4999.505,-234.75233,50.0,133.05304,1,[ 0.045  0.483 -2.122 -2.072],,10.0,21849492.0,4469.48,949.23065,-1.0,50,4959.5684,100,1368.6647,1.0,50.0,1753.4745559692383,10.0,,405891000.0,727925760.0,-234.75233,,1.0,4469.47996238192,2414379,-41844134000.0,9950,1e-07,0.12204157,1.0,447.24,True,29.47198,4429.543,39.936584,0.4189424
-95043870000000.0,4999.5723,-237.6528,0.66233367,12.173437,2,[ 0.066  0.539 -2.122 -2.056],,10.0,37068780.0,4477.469,81.710846,-1.0,50,4529.8926,100,1283.013,75.490654,0.66233367,1770.1954770088196,10.0,,1929067000000000.0,38428836.0,-236.93651,,75.490654,4477.469217900063,2436782,-89638370000000.0,10000,1e-07,3.3337271e-06,75.490654,448.06,True,3.6029437,4007.7893,469.67975,0.4189424
-22296808.0,4999.572,-243.55421,50.0,29740.041,1,[ 0.057  0.539 -2.122 -2.05 ],,10.0,20255874.0,4277.518,158999.14,-1.0,50,4999.572,101,1399.5402,1.0,50.0,1785.355439901352,10.0,,7.475351e+31,164127030000.0,-243.55421,,1.0,4277.518059796021,2458188,-1.7645575e+22,10050,1e-07,0.25101748,1.0,428.12,True,10549.063,4277.518,,0.4189424
-inf,4999.5483,-260.76343,4.0362814e-26,0.04804526,2,[-0.032  0.451 -2.134 -2.052],,10.0,171910.64,4097.1255,0.34319448,-1.0,50,3559.878,101,1013.5463,1.238764e+27,4.0362814e-26,1800.3158972263336,10.0,,inf,171910.64,-248.21965,,1.238764e+27,4097.12542212968,2478710,-inf,10100,1e-07,5.5680152e-27,1.238764e+27,410.44,True,0.0068784147,2657.455,1439.6703,0.4189424
-19765270.0,4999.663,-229.47359,50.0,152612.97,1,[-0.032  0.451 -2.134 -2.052],,10.0,17724264.0,4080.2703,876922.25,-1.0,50,3150.087,102,1037.1387,1.0,50.0,1817.4359254837036,10.0,,6.2180055e+31,361201170000.0,-229.47359,,1.0,4080.270553523671,2499141,-1.6093903e+22,10150,1e-07,0.01549928,1.0,408.62,True,39897.4,2230.6943,1849.5763,0.4189424
-2.9254156e+21,4999.507,-244.18256,0.0093339095,0.9235773,2,[ 0.025  0.477 -2.132 -2.049],,10.0,8670874.0,4454.4604,4.7967186,-1.0,50,4999.507,102,1299.9633,5356.812,0.0093339095,1834.1351211071014,10.0,,2.0547441e+30,8670874.0,-241.68773,,5356.812,4454.460781304239,2521427,-2.9254156e+21,10200,1e-07,3.621808e-05,5356.812,445.72,True,0.3703453,4454.4604,,0.4189424
-24899664.0,4999.6904,-238.75012,50.0,16.445553,1,[ 0.025  0.477 -2.132 -2.049],,10.0,22858628.0,4668.2476,73.55509,-1.0,50,4669.925,103,1032.519,1.0,50.0,1850.2513575553894,10.0,,6276022000000000.0,235942480.0,-238.75012,,1.0,4668.247652032692,2544779,-161690100000000.0,10250,1e-07,0.2083677,1.0,467.04,True,11.024366,4338.482,329.7657,0.4189424
-inf,4999.5474,-238.29495,1.3205486e-08,205.06343,2,[-0.036  0.471 -2.14  -2.041],,10.0,874262850.0,3993.7256,1372.216,-1.0,50,4999.5474,103,1234.2543,3786305300.0,1.3205486e-08,1865.163869380951,10.0,,inf,874262850.0,-232.44116,,3786305300.0,3993.7256047641963,2564779,-inf,10300,1e-07,5.3588102e-14,3786305300.0,400.0,True,46.28861,3993.7256,,0.4189424
-21195504.0,4999.659,-244.42613,50.0,34637.645,1,[-0.036  0.471 -2.14  -2.041],,10.0,19154496.0,4238.484,192452.1,-1.0,50,4300.211,104,1090.7571,1.0,50.0,1881.6505751609802,10.0,,2.4692357e+25,129273090000.0,-244.42613,,1.0,4238.483936283048,2585997,-1.0141833e+19,10350,1e-07,0.07565948,1.0,424.36,True,12021.945,3539.0356,699.4484,0.4189424
-inf,4999.4883,-236.73103,4.8723086e-07,35.70585,2,[ 0.018  0.502 -2.141 -2.035],,10.0,143885170.0,4907.5815,255.1703,-1.0,50,4569.6997,104,639.6848,102620750.0,4.8723086e-07,1900.4360444545746,10.0,,inf,143885170.0,-233.35834,,102620750.0,4907.581540953741,2610541,-inf,10400,1e-07,1.1701372e-05,102620750.0,490.88,True,5.815406,4477.793,429.78857,0.4189424
-25188378.0,4999.536,-255.51613,50.0,190509.31,1,[ 0.018  0.502 -2.141 -2.035],,10.0,23147468.0,4678.8604,1157027.5,-1.0,50,4989.5547,105,1120.5968,1.0,50.0,1917.327963590622,10.0,,1.0258686e+32,1447864300000.0,-255.51613,,1.0,4678.860209177923,2633945,-2.0670914e+22,10450,1e-07,0.0438191,1.0,468.08,True,58747.1,4668.879,9.981254,0.4189424
-inf,4999.5093,-258.0932,4.5265664e-14,0.957333,2,[-0.054  0.564 -2.15  -1.954],,10.0,3563172.0,4267.1187,6.8427334,-1.0,50,3369.8875,105,976.30566,1104590000000000.0,4.5265664e-14,1932.8129749298096,10.0,,inf,3563172.0,-249.0883,,1104590000000000.0,4267.118670389408,2655309,-inf,10500,1e-07,5.813885e-17,1104590000000000.0,427.28,True,0.14258644,2637.4966,1629.6218,0.4189424
-18784100.0,4999.538,-241.44461,50.0,11944.358,1,[-0.054  0.564 -2.15  -1.954],,10.0,16743197.0,3941.5403,81184.04,-1.0,50,4999.538,106,1098.843,1.0,50.0,1947.147864818573,10.0,,2.0452078e+27,50275414000.0,-241.44461,,1.0,3941.540470718498,2675056,-9.2296e+19,10550,1e-07,0.11658801,1.0,394.94,True,3928.9294,3941.5403,,0.4189424
-inf,4999.4746,-249.32805,2.0025858e-05,0.39439714,2,[-1.079e-04  5.948e-01 -2.151e+00 -1.944e+00],,10.0,3577005.2,4710.2427,2.413709,-1.0,50,4330.0366,106,867.99634,2496772.0,2.0025858e-05,1965.7529332637787,10.0,,inf,3577005.2,-248.12212,,2496772.0,4710.2430184203085,2698619,-inf,10600,1e-07,2.5508361e-06,2496772.0,471.26,True,0.16051778,4040.805,669.4379,0.4189424
-24176524.0,4999.562,-244.24913,50.0,1120643.0,1,[-1.079e-04  5.948e-01 -2.151e+00 -1.944e+00],,10.0,22135592.0,4577.0234,7901782.0,-1.0,50,4399.951,107,1089.2427,1.0,50.0,1984.3596124649048,10.0,,7.4220047e+31,5100743000000.0,-244.24913,,1.0,4577.023377184666,2721517,-1.7582429e+22,10650,1e-07,0.68642986,1.0,457.96,True,204242.08,3977.4126,599.6107,0.4189424
-inf,4999.482,-247.48042,6.1794023e-09,1.1317978,2,[-0.04   0.48  -2.149 -1.97 ],,10.0,4889172.5,4013.6682,5.654504,-1.0,50,3930.1848,107,1113.9155,8091397600.0,6.1794023e-09,1999.7261307239532,10.0,,inf,4889172.5,-239.60663,,8091397600.0,4013.667956857193,2741618,-inf,10700,1e-07,1.5174609e-14,8091397600.0,402.02,True,0.3035672,2944.3708,1069.2971,0.4189424
-20180668.0,4999.5938,-257.26532,50.0,19212.959,1,[-0.04   0.48  -2.149 -1.97 ],,10.0,18139716.0,4095.345,87406.63,-1.0,50,4999.5938,108,1169.559,1.0,50.0,2014.7133421897888,10.0,,2.8396066e+26,93438575000.0,-257.26532,,1.0,4095.344832112105,2762124,-3.4391642e+19,10750,1e-07,0.048162594,1.0,410.12,True,9250.113,4095.345,,0.4189424
-inf,4999.664,-233.90858,3.8181828e-05,0.32632837,2,[ 0.019  0.495 -2.149 -1.96 ],,10.0,3626299.0,4635.4688,1.2894838,-1.0,50,4999.664,108,1070.2615,1309523.5,3.8181828e-05,2030.9874985218048,10.0,,inf,3626299.0,-233.38654,,1309523.5,4635.468552497675,2785312,-inf,10800,1e-07,4.8747166e-05,1309523.5,463.76,True,0.16302733,4635.4688,,0.4189424
-23981216.0,4999.4546,-255.66367,50.0,292090.22,1,[ 0.019  0.495 -2.149 -1.96 ],,10.0,21940374.0,4466.4746,2039652.0,-1.0,50,4999.4546,109,1411.0211,1.0,50.0,2046.0992403030396,10.0,,2.7444502e+30,897824400000.0,-255.66367,,1.0,4466.474441201508,2807656,-3.380861e+21,10850,1e-07,0.1349435,1.0,446.88,True,58313.703,4466.4746,,0.4189424
-inf,4999.5493,-253.75868,4.8063407e-07,0.17992817,2,[-0.007  0.387 -2.157 -2.016],,10.0,985603.9,4606.649,0.9564223,-1.0,50,4989.5645,109,1028.9602,104029250.0,4.8063407e-07,2062.73885345459,10.0,,inf,985603.9,-244.30702,,104029250.0,4606.648650007532,2830702,-inf,10900,1e-07,2.930343e-14,104029250.0,460.92,True,0.054890346,4596.6636,9.984843,0.4189424
-23516016.0,4999.6567,-246.25093,50.0,9562715.0,1,[-0.007  0.387 -2.157 -2.016],,10.0,21475010.0,4502.4316,68331850.0,-1.0,50,4989.672,110,1096.869,1.0,50.0,2078.8718752861023,10.0,,1.5233368e+34,37076750000000.0,-246.25093,,1.0,4502.431408781863,2853231,-2.5190263e+23,10950,1e-07,0.0016510034,1.0,450.58,True,1596814.1,4492.447,9.985092,0.4189424
-6.972851e+17,4999.465,-259.03006,0.123133495,5.4522433,2,[ 0.053  0.375 -2.158 -2.032],,10.0,23109932.0,4549.31,39.04217,-1.0,50,4989.4844,110,1216.7308,406.06335,0.123133495,2097.024581670761,10.0,,1.1673955e+23,23109932.0,-257.02084,,406.06335,4549.309907782747,2875991,-6.972851e+17,11000,1e-07,2.532677e-05,406.06335,455.2,True,0.948015,4539.3296,9.980301,0.4189424
-22535144.0,4999.4707,-243.32106,50.0,129463.5,1,[ 0.053  0.375 -2.158 -2.032],,10.0,20494290.0,4300.025,800789.4,-1.0,50,4969.5244,111,1415.6536,1.0,50.0,2114.623639345169,10.0,,1.7895336e+32,804552640000.0,-243.32106,,1.0,4300.025128491971,2897507,-2.730061e+22,11050,1e-07,0.20871773,1.0,430.32,True,32316.88,4270.0786,29.946362,0.4189424
-inf,4999.4976,-246.06714,3.7615145e-12,7.7994905,2,[-0.003  0.479 -2.166 -1.992],,10.0,34319390.0,4970.6714,55.080135,-1.0,50,1009.9448,111,147.92122,13292519000000.0,3.761514e-12,2135.300490140915,10.0,,inf,34319390.0,-241.44884,,13292518000000.0,4970.671477302799,2922368,-inf,11100,1e-07,6.504753e-20,13292518000000.0,497.22,True,1.3734331,981.1188,3989.5527,0.4189424
-24810700.0,4999.55,-245.2254,50.0,2948663.2,1,[-0.003  0.479 -2.166 -1.992],,10.0,22769780.0,4625.503,21045834.0,-1.0,50,4999.55,112,1172.3926,1.0,50.0,2152.244117498398,10.0,,1.0661436e+23,11213161000000.0,-245.2254,,1.0,4625.502875380924,2945506,-6.6639434e+17,11150,1e-07,0.06414967,1.0,462.76,True,455167.53,4625.503,,0.4189424
-90222990000000.0,4999.381,-246.2072,0.8614654,2.9274278,2,[ 0.055  0.458 -2.162 -2.003],,10.0,18306040.0,4552.2227,19.246052,-1.0,50,4689.5854,112,1203.958,58.040638,0.8614654,2168.955079317093,10.0,,2180294200000000.0,23568702.0,-245.34346,,58.040638,4552.222579894593,2968280,-95289370000000.0,11200,1e-07,8.609085e-05,58.040638,455.48,True,0.94928503,4242.427,309.79547,0.4189424
-23954480.0,4999.38,-233.17223,50.0,28.37156,1,[ 0.057  0.483 -2.16  -1.991],,10.0,21913698.0,4529.642,194.01672,-1.0,50,4629.642,113,1181.5428,1.0,50.0,2185.524559020996,10.0,,277907360.0,262979200.0,-233.17223,,1.0,4529.641972710811,2990943,-34283166000.0,11250,1e-07,0.15120797,1.0,453.26,True,11.286221,4159.9043,369.73758,0.4189424
-inf,4999.531,-250.54184,1.8968532e-10,2577.79,2,[-0.003  0.499 -2.161 -1.986],,10.0,9236257000.0,4695.3623,18414.477,-1.0,50,4979.5664,113,1036.3079,263594480000.0,1.8968531e-10,2203.454201221466,10.0,,inf,9236257000.0,-238.34305,,263594460000.0,4695.362297240857,3014430,-inf,11300,1e-07,3.3765203e-24,263594460000.0,469.74,True,370.0032,4675.398,19.964518,0.4189424
-26320948.0,4999.5195,-248.86781,50.0,163.486,1,[-0.003  0.499 -2.161 -1.986],,10.0,24280050.0,4875.93,1138.3362,-1.0,50,4989.538,114,710.88477,1.0,50.0,2222.114111661911,10.0,,7379755600000000.0,1268310800.0,-248.86781,,1.0,4875.929897631621,3038817,-175321450000000.0,11350,1e-07,0.083706535,1.0,487.74,True,50.786972,4865.948,9.981509,0.4189424
-1.621533e+24,4999.4336,-231.21733,0.0005821419,9.554053,2,[-0.044  0.452 -2.17  -1.988],,10.0,59071380.0,3685.184,64.29897,-1.0,50,3819.8345,114,1187.3988,85889.71,0.0005821419,2238.3985595703125,10.0,,6.313346e+35,59071380.0,-231.8782,,85889.71,3685.1838748514688,3057283,-1.621533e+24,11400,1e-07,8.3242563e-10,85889.71,369.32,True,2.445041,2505.5847,1179.5991,0.4189424
-16138795.0,4999.643,-249.1574,50.0,102311.414,1,[-0.044  0.452 -2.17  -1.988],,10.0,14097810.0,3541.8496,661632.7,-1.0,50,4009.8843,115,1246.2391,1.0,50.0,2251.8622345924377,10.0,,8.985911e+28,180619890000.0,-249.1574,,1.0,3541.8496723455396,3075030,-6.118055e+20,11450,1e-07,0.07900544,1.0,354.94,True,23106.346,2552.0908,989.75867,0.4189424
-inf,4999.617,-239.31227,3.5657732e-10,0.8957173,2,[ 0.018  0.444 -2.173 -1.995],,10.0,5220264.5,4586.912,6.160801,-1.0,50,4629.942,115,1187.8689,140222040000.0,3.5657732e-10,2269.446697950363,10.0,,inf,5220264.5,-235.35141,,140222040000.0,4586.911977499178,3097975,-inf,11500,1e-07,5.9425256e-09,140222040000.0,458.9,True,0.21166168,4217.237,369.6754,0.4189424
-26343126.0,4999.6133,-241.3153,50.0,9322.294,1,[ 0.018  0.444 -2.173 -1.995],,10.0,24302150.0,4883.963,66607.16,-1.0,50,4689.982,116,670.1168,1.0,50.0,2286.244989156723,10.0,,18702651000.0,34720694000.0,-241.3153,,1.0,4883.963095854236,3122402,-313832900000.0,11550,1e-07,0.109103955,1.0,488.54,True,1389.4938,4574.332,309.63153,0.4189424
-4608906000000.0,4999.5557,-246.29916,2.0054626,22.761583,2,[ 0.054  0.42  -2.169 -2.04 ],,10.0,76355570.0,4687.877,159.94974,-1.0,50,4160.0327,116,912.7438,24.931902,2.0054626,2304.6546523571014,10.0,,38518663000000.0,118221620.0,-246.32391,,24.931902,4687.876828119324,3145854,-12666507000000.0,11600,1e-07,0.00011344784,24.931902,469.04,True,4.74692,3848.3538,839.52295,0.4189424
-25280194.0,4999.4346,-240.81012,50.0,70687.52,1,[ 0.068  0.439 -2.167 -2.02 ],,10.0,23239366.0,4745.5356,478005.4,-1.0,50,4619.6777,117,848.0901,1.0,50.0,2323.13453745842,10.0,,3.2674656e+27,251974650000.0,-240.81012,,1.0,4745.535857449429,3169592,-1.1665455e+20,11650,1e-07,0.18098329,1.0,474.76,True,17780.883,4365.779,379.75705,0.4189424
-inf,4999.592,-271.32272,1.2416133e-26,460.302,2,[-0.025  0.516 -2.186 -1.995],,10.0,1700414600.0,4714.8843,3289.2642,-1.0,50,3430.1025,117,700.50104,4.0270187e+27,1.2416133e-26,2342.807137489319,10.0,,inf,1700414600.0,-252.10005,,4.0270187e+27,4714.883963939174,3193182,-inf,11700,1e-07,1.6372802e-26,4.0270187e+27,471.8,True,68.03756,3145.3943,1569.4893,0.4189424
-24197008.0,4999.55,-238.9809,50.0,106.12995,1,[-0.025  0.516 -2.186 -1.995],,10.0,22156088.0,4623.6387,595.8289,-1.0,50,4989.566,118,882.07324,1.0,50.0,2359.5938680171967,10.0,,12127223000.0,557691100.0,-238.9809,,1.0,4623.63854616253,3216317,-225306200000.0,11750,1e-07,0.15494974,1.0,462.7,True,36.99761,4613.655,9.983873,0.4189424
-92998120000000.0,4999.462,-263.79813,1.5822076,21.305897,2,[ 0.006  0.522 -2.187 -1.991],,10.0,95729760.0,4918.477,138.61942,-1.0,50,3189.9907,118,459.43875,31.601418,1.5822076,2380.129716157913,10.0,,1836827600000000.0,96066110.0,-263.50623,,31.601416,4918.476799999194,3240916,-87465256000000.0,11800,1e-07,0.029626874,31.601416,491.98,True,4.700557,3109.0056,1809.4713,0.4189424
-25431542.0,4999.6304,-262.09473,50.0,74.03434,1,[ 0.006  0.52  -2.187 -1.993],,10.0,23390554.0,4730.661,477.60916,-1.0,50,4999.6304,119,1005.68256,1.0,50.0,2397.89825630188,10.0,,8304703500.0,665765250.0,-262.09473,,1.0,4730.661323783003,3264578,-186656900000.0,11850,1e-07,0.12278498,1.0,473.24,True,27.442493,4730.661,,0.4189424
-7.9021385e+17,4999.503,-240.4102,0.0535911,13.643571,2,[-0.022  0.47  -2.183 -2.017],,10.0,69534870.0,4444.431,95.12057,-1.0,50,4989.523,119,1123.2513,932.99084,0.053591095,2415.229668855667,10.0,,1.49924705e+23,69534870.0,-237.24117,,932.9908,4444.431245583379,3286820,-7.9021385e+17,11900,1e-07,6.681135e-08,932.9908,444.84,True,2.814317,4434.4517,9.979813,0.4189424
-24387642.0,4999.558,-242.1431,50.0,79.629166,1,[-0.022  0.47  -2.183 -2.017],,10.0,22346714.0,4631.6533,408.14688,-1.0,50,4989.5757,120,945.7806,1.0,50.0,2433.4829552173615,10.0,,109819850.0,405536060.0,-242.1431,,1.0,4631.653197300418,3309992,-21792938000.0,11950,1e-07,0.108211964,1.0,463.44,True,27.681269,4621.671,9.982433,0.4189424
-601852540000.0,4999.52,-254.7104,6.6088743,19.457092,2,[ 0.009  0.464 -2.184 -2.017],,10.0,103278650.0,4792.063,112.72087,-1.0,50,4629.754,120,837.6303,7.565585,6.6088743,2452.1716346740723,10.0,,83569430000.0,108325430.0,-252.48552,,7.565585,4792.063048857453,3333961,-590084830000.0,12000,1e-07,0.0086548645,7.565585,479.38,True,4.340474,4422.297,369.76627,0.4189424
-26261990.0,4999.6416,-234.92819,50.0,1443.4377,1,[ 0.009  0.466 -2.183 -2.016],,10.0,24220990.0,4874.084,10315.408,-1.0,50,4620.0415,121,681.3914,1.0,50.0,2472.500478744507,10.0,,1044850900000.0,6646903300.0,-234.92819,,1.0,4874.084219048564,3358338,-2092863000000.0,12050,1e-07,0.0048473887,1.0,487.54,True,266.0464,4494.484,379.60007,0.4189424
-56734337000000.0,4999.532,-256.09283,0.82714564,7.1996255,2,[ 0.048  0.544 -2.181 -2.105],,10.0,129701520.0,4465.389,39.636425,-1.0,50,4669.717,121,1312.2389,60.448853,0.8271456,2489.843159675598,10.0,,3136566600000.0,48875308.0,-253.07817,,60.44885,4465.389402669394,3380679,-3614483200000.0,12100,1e-07,6.306427e-05,60.44885,446.82,True,1.9745147,4135.574,329.8154,0.4189424
-25378992.0,4999.6284,-251.15944,50.0,103412.45,1,[ 0.028  0.533 -2.183 -2.05 ],,10.0,23338006.0,4762.2705,740439.7,-1.0,50,3870.0078,122,811.6544,1.0,50.0,2506.6288826465607,10.0,,2.920129e+32,214193010000.0,-251.15944,,1.0,4762.270791267152,3404500,-3.4876335e+22,12150,1e-07,0.13186179,1.0,476.42,True,21050.186,3632.6504,1129.6205,0.4189424
-inf,4999.593,-253.68681,9.578258e-19,0.21830927,2,[-0.062  0.593 -2.287 -2.249],,10.0,975816.4,4001.4138,1.0582432,-1.0,50,4999.593,122,1158.6914,5.2201558e+19,9.578258e-19,2521.854527235031,10.0,,inf,975816.4,-240.26987,,5.2201558e+19,4001.4137750747263,3424538,-inf,12200,1e-07,2.8244338e-21,5.2201558e+19,400.76,True,0.05544324,4001.4138,,0.4189424
-20120228.0,4999.6724,-236.2262,50.0,12029.272,1,[-0.062  0.593 -2.287 -2.249],,10.0,18079214.0,4173.207,77416.72,-1.0,50,3140.1611,123,814.5902,1.0,50.0,2537.9307227134705,10.0,,5.650906e+22,54432723000.0,-236.2262,,1.0,4173.207237728816,3445442,-4.851729e+17,12250,1e-07,0.1598147,1.0,418.08,True,4214.3013,2313.696,1859.5112,0.4189424
-inf,4999.5986,-245.87692,3.1509404e-07,55.52986,2,[-0.008  0.609 -2.288 -2.275],,10.0,207144910.0,4675.0117,396.67758,-1.0,50,4999.5986,123,1161.8623,158682780.0,3.1509404e-07,2555.520419359207,10.0,,inf,207144910.0,-243.55865,,158682780.0,4675.011844198923,3468826,-inf,12300,1e-07,1.8753214e-08,158682780.0,467.68,True,8.454658,4675.0117,,0.4189424
-26857270.0,4999.5503,-241.03609,50.0,205947.19,1,[-0.008  0.609 -2.288 -2.275],,10.0,24816346.0,4980.759,1471170.0,-1.0,50,540.6035,124,91.58078,1.0,50.0,2574.6190571784973,10.0,,1.0381806e+19,630754400000.0,-241.03609,,1.0,4980.7588465924255,3493736,-6576493000000000.0,12350,1e-07,0.10071392,1.0,498.2,True,29542.443,521.81213,4458.947,0.4189424
-920016650000.0,4999.539,-243.90059,2.2244582,4.9616446,2,[ 0.04   0.577 -2.284 -2.299],,10.0,37656584.0,4899.036,34.30875,-1.0,50,4999.539,124,699.8624,22.477383,2.2244582,2594.38525557518,10.0,,67810750000.0,41342470.0,-240.75093,,22.477383,4899.0360422570075,3518237,-531492770000.0,12400,1e-07,8.566367e-05,22.477383,490.02,True,1.6733427,4899.036,,0.4189424
-26192576.0,4999.6016,-236.22342,50.0,390347.38,1,[ 0.046  0.62  -2.284 -2.272],,10.0,24151612.0,4878.5938,2788809.8,-1.0,50,3290.0027,125,592.3979,1.0,50.0,2613.044904947281,10.0,,1.7971811e+17,1450461400000.0,-236.22342,,1.0,4878.593870819499,3542637,-866659600000000.0,12450,1e-07,0.16862291,1.0,488.0,True,58034.965,3168.995,1709.5989,0.4189424
-673076200000000.0,4999.4126,-240.83514,0.3419226,6.7613373,2,[ 0.12   0.628 -2.321 -2.179],,10.0,20404760.0,4102.176,32.89587,-1.0,50,4999.4126,125,1593.9554,146.23192,0.3419226,2629.9515585899353,10.0,,2458816200000000.0,50563884.0,-239.4814,,146.23192,4102.175453956385,3563167,-101194190000000.0,12500,1e-07,2.6145082e-05,146.23192,410.6,True,2.0947654,4102.176,,0.4189424
-26866554.0,4999.5107,-244.30664,50.0,105.29115,1,[ 0.033  0.667 -2.332 -2.205],,10.0,24825662.0,4980.9043,579.38605,-1.0,50,911.0239,126,127.48865,1.0,50.0,2649.5173132419586,10.0,,2.4059685e+25,820883500.0,-244.30664,,1.0,4980.904555148168,3588077,-1.0010467e+19,12550,1e-07,0.5138142,1.0,498.2,True,36.690243,892.4177,4088.4868,0.4189424
-inf,4999.5674,-244.34277,2.5266059e-20,8.718214,2,[-0.05   0.624 -2.343 -2.123],,10.0,46794644.0,4245.172,47.377823,-1.0,50,4999.5674,126,1303.7708,1.9789394e+21,2.5266059e-20,2666.1131126880646,10.0,,inf,46794644.0,-240.51958,,1.9789394e+21,4245.172121826186,3609330,-inf,12600,1e-07,4.519098e-22,1.9789394e+21,425.06,True,1.9511986,4245.172,,0.4189424
-20334994.0,4999.587,-238.37566,50.0,13598.632,1,[-0.05   0.624 -2.343 -2.123],,10.0,18294046.0,4162.736,71533.234,-1.0,50,4349.985,127,982.6895,1.0,50.0,2683.33797955513,10.0,,1.0520299e+20,79788520000.0,-238.37566,,1.0,4162.735447312145,3630176,-2.0933331e+16,12650,1e-07,0.04554658,1.0,416.92,True,4473.995,3513.1338,649.60187,0.4189424
-inf,4999.554,-250.71295,1.3350941e-06,3.0635593,2,[-0.035  0.721 -2.354 -2.047],,10.0,5575635.0,4675.397,21.840937,-1.0,50,4999.554,127,1069.934,37450544.0,1.3350941e-06,2701.3506224155426,10.0,,inf,5575635.0,-246.65736,,37450544.0,4675.396700819241,3653563,-inf,12700,1e-07,2.8223006e-14,37450544.0,467.74,True,0.5328563,4675.397,,0.4189424
-24764892.0,4999.546,-234.3619,50.0,309.4389,1,[-0.035  0.721 -2.354 -2.047],,10.0,22723974.0,4662.141,2169.9614,-1.0,50,4989.5654,128,994.19135,1.0,50.0,2716.5599958896637,10.0,,2.0253758e+16,1878747300.0,-234.3619,,1.0,4662.141095843117,3676888,-290449800000000.0,12750,1e-07,0.0961459,1.0,466.5,True,75.55997,4652.1606,9.980307,0.4189424
-7.1328596e+16,4999.462,-244.05379,0.081786074,6.102562,2,[-0.074  0.741 -2.343 -2.004],,10.0,45620190.0,4305.711,36.504757,-1.0,50,2640.0015,128,806.75726,611.351,0.081786074,2734.3869535923004,10.0,,1.2215901e+21,45620190.0,-243.63327,,611.351,4305.710817461558,3698449,-7.1328596e+16,12800,1e-07,4.5696305e-07,611.351,431.22,True,1.8902184,1946.2504,2359.4604,0.4189424
