Penalization,Inner Iteration,Bound,EpLenMean,Iteration,InitialReturnMax,MinTargetPdf,OptimizationReturnMin,MeanEntropy,TimestepsSoFar,DivergenceHarmonic,Epsilon,MaxIW,ReturnStepMaxmin,TimeElapsed,WReturnMean,InitialBound,ESSRenyiHarmonic,Weights,EpThisIter,VarianceInitializer,InitialReturnMin,ESSRenyiArithmetic,ReturnMeanIW,ReturnStepMax,OptimizationReturnMean,InitialReturnStd,MeanD2-0,StdWReturnMean,EmpiricalD2Arithmetic,InitialReturnMean,EmpiricalD2Harmonic,MeanIW,LearnableVariance,MinBehavPdf,EpisodesSoFar,StdIW,OptimizationReturnMax,EpRewMean,MinIW
True,1,-38669080000.0,452.14,244,4999.6226,-248.09732,,0.4189424,8911629,354318430.0,1.0,107.2378,10.0,42131.08459806442,20999490.0,-23040468.0,50.0,[-0.04   0.518 -2.899 -2.083],50,-1.0,1949.6814,50.0,251878990.0,10.0,2566.248,778.3774,1.0,,1.0,4515.929,1.0,15.799561,,-248.09732,24350,25.634853,3049.9412,4515.929371222251,0.12522963
True,2,-36277844000000.0,495.92,244,4999.621,-250.16748,,0.4189424,8936425,315945800000000.0,1.0,1430.7595,10.0,42225.66399908066,537896000.0,-38732686000000.0,2.135145,[-0.009  0.523 -2.899 -2.083],50,-1.0,3599.3013,2.135145,549550100.0,10.0,1358.9274,214.98746,23.417614,,23.417614,4958.2285,23.417614,29.063467,,-249.31787,24400,200.24364,1400.3198,4958.228564786975,0.00018028499
True,1,-1.07476025e+17,487.5,245,4999.6777,-240.084,,0.4189424,8960800,2.7729552e+21,1.0,960850.1,10.0,42328.149435043335,24250124.0,-26291150.0,50.0,[-0.009  0.52  -2.899 -2.084],50,-1.0,,50.0,433082040000.0,10.0,4873.6377,705.537,1.0,,1.0,4873.6377,1.0,20298.348,,-240.084,24450,134412.56,4999.6777,4873.63748581769,0.07756487
True,2,-1.02127495e+24,500.0,245,4999.6416,-263.13223,,0.4189424,8985800,2.5039243e+35,1.0,66.06124,10.0,42433.697643995285,38242140.0,-1.02127495e+24,0.00073772273,[ 0.013  0.633 -2.899 -2.036],50,-1.0,4998.8057,0.00073772273,38242140.0,10.0,0.5312988,0.16823699,67776.14,,67776.14,4999.337,67776.14,1.5300869,,-254.48158,24500,9.259932,0.8359375,4999.3369989325365,6.930901e-14
True,1,-456809700000.0,500.0,246,4999.62,-264.6742,,0.4189424,9010800,49922437000.0,1.0,759.8706,10.0,42523.55716133118,24993702.0,-27034684.0,50.0,[ 0.013  0.633 -2.899 -2.036],50,-1.0,4998.9395,50.0,797717100.0,10.0,0.43078125,0.141035,1.0,,1.0,4999.37,1.0,31.915607,,-264.6742,24550,119.84659,0.68066406,4999.37021905948,0.09090419
True,2,-4.38764e+24,500.0,246,4999.5376,-242.6696,,0.4189424,9035800,4.6220417e+36,1.0,25573263000.0,10.0,42629.22954058647,44894076.0,-25747978000.0,7.985923,[ 0.072  0.624 -2.898 -2.055],50,-1.0,4998.7705,7.985923,1.2998196e+16,10.0,0.46838868,0.18971643,6.2610173,,6.2610173,4999.239,6.2610173,520126880.0,,-239.41742,24600,3579210800.0,0.76708984,4999.238927712896,79.255806
True,1,-489030900000.0,249.84,247,4999.501,-218.39618,,0.4189424,9048292,56874400000.0,1.0,4611.2246,10.0,42673.28651380539,7282006.0,-9322866.0,50.0,[-0.173  0.661 -2.906 -2.023],50,-1.0,,50.0,2325576200.0,10.0,2488.3313,1044.1328,1.0,,1.0,2488.3313,1.0,450.76776,,-218.39618,24650,1031.5355,4999.501,2488.331360089197,0.17347723
True,2,-4.238689e+23,330.34,247,4999.631,-241.52739,,0.4189424,9064809,4.31323e+34,1.0,9.712583,10.0,42738.68189907074,3674912.5,-4.238689e+23,0.00056317856,[-0.114  0.679 -2.904 -2.018],50,-1.0,1539.752,0.00056317856,3674912.5,10.0,1754.7003,1008.017,88781.79,,88781.79,3294.4521,88781.79,0.55234146,,-239.19536,24700,1.7693955,3459.879,3294.4520841252593,1.7531494e-13
True,1,-5060337400000000.0,336.42,248,4999.597,-238.76808,,0.4189424,9081630,6.1476416e+18,1.0,21236.043,10.0,42809.12979841232,12272044.0,-14312992.0,50.0,[-0.114  0.679 -2.904 -2.018],50,-1.0,1439.8357,50.0,9659928000.0,10.0,1915.9967,1005.2033,1.0,,1.0,3355.8318,1.0,1200.5448,,-238.76808,24750,3514.667,3559.7615,3355.8322906433104,0.083362386
True,2,-inf,462.4,248,4999.5806,-252.04521,,0.4189424,9104750,inf,1.0,69.01642,10.0,42905.56674671173,24346032.0,-inf,1.94081e-08,[-0.053  0.692 -2.9   -2.015],50,-1.0,2259.7197,1.94081e-08,24346032.0,10.0,2359.5554,625.34143,2576244000.0,,2576244000.0,4619.2754,2576244000.0,1.4685645,,-249.69377,24800,9.661541,2739.8608,4619.275059183771,2.5729685e-16
True,1,-3.2394392e+22,475.34,249,4999.6265,-239.25793,,0.4189424,9128517,2.5193047e+32,1.0,10510094.0,10.0,42999.18743062019,22763260.0,-24804244.0,50.0,[-0.053  0.692 -2.9   -2.015],50,-1.0,3229.637,50.0,10942811000000.0,10.0,1519.4261,457.88724,1.0,,1.0,4749.063,1.0,628932.94,,-239.25793,24850,1878031.6,1769.9895,4749.06312314435,0.43895242
True,2,-inf,500.0,249,4999.5537,-260.35046,,0.4189424,9153517,inf,1.0,4.740546,10.0,43104.21508932114,4044542.8,-inf,6.78814e-08,[-0.004  0.77  -2.899 -1.931],50,-1.0,4999.089,6.78814e-08,4044542.8,10.0,0.2619922,0.120206036,736578800.0,,736578800.0,4999.3506,736578800.0,0.1618248,,-256.5724,24900,0.7531249,0.46484375,4999.350909314897,1.5677132e-10
True,1,-1.5679589e+19,500.0,250,4999.6074,-247.8605,,0.4189424,9178517,5.902243e+25,1.0,76678.414,10.0,43204.843022584915,24993088.0,-27034060.0,50.0,[-0.004  0.77  -2.899 -1.931],50,-1.0,4998.6816,50.0,94041555000.0,10.0,0.6271777,0.16281354,1.0,,1.0,4999.3086,1.0,3763.1125,,-247.8605,24950,14157.726,0.92578125,4999.308765286435,0.051150043
True,2,-inf,438.44,250,4999.687,-233.13425,,0.4189424,9200439,inf,1.0,69.31404,10.0,43277.90585374832,46347260.0,-inf,4.9706628e-12,[-0.071  0.711 -2.883 -2.017],50,-1.0,1859.6802,4.9706628e-12,46347260.0,10.0,2518.6191,859.5103,10059021000000.0,,10059021000000.0,4378.2993,10059021000000.0,1.854355,,-230.66496,25000,10.173574,3140.0068,4378.299317813205,9.50827e-17
True,1,-1.4010462e+16,447.38,251,4999.6143,-245.07117,,0.4189424,9222808,4.712323e+19,1.0,607472.6,10.0,43353.848333120346,20560560.0,-22601532.0,50.0,[-0.071  0.711 -2.883 -2.017],50,-1.0,2339.303,50.0,245577660000.0,10.0,2129.5803,767.8834,1.0,,1.0,4468.8833,1.0,24145.664,,-245.07117,25050,97088.37,2660.3113,4468.883217607953,0.057534114
True,2,-inf,499.38,251,4999.571,-234.94434,,0.4189424,9247777,inf,1.0,1.836365,10.0,43453.745082616806,2969876.5,-inf,3.720389e-09,[-0.017  0.739 -2.884 -2.001],50,-1.0,4679.426,3.720389e-09,2969876.5,10.0,313.5425,44.791996,13439454000.0,,13439454000.0,4992.9683,13439454000.0,0.12337296,,-233.44498,25100,0.3194254,320.14502,4992.968296562878,4.3852072e-08
True,1,-3995325200000.0,500.0,252,4999.651,-245.9428,,0.4189424,9272777,3830396200000.0,1.0,884.8883,10.0,43564.25073313713,24993876.0,-27034884.0,50.0,[-0.017  0.739 -2.884 -2.001],50,-1.0,4999.1006,50.0,888109700.0,10.0,0.28713867,0.13396703,1.0,,1.0,4999.3877,1.0,35.533737,,-245.9428,25150,130.99365,0.55029297,4999.387710612148,0.21113294
True,2,-3466068000000.0,500.0,252,4999.577,-249.8553,,0.4189424,9297777,2884155500000.0,1.0,34.422012,10.0,43676.29511117935,59496284.0,-5449160600000.0,2.927731,[ 0.039  0.764 -2.885 -1.989],50,-1.0,4998.846,2.927731,54255590.0,10.0,0.4916504,0.16513278,17.078072,,17.078072,4999.338,17.078072,2.170815,,-249.72375,25200,5.9216967,0.73095703,4999.337852830565,0.010460808
True,1,-3.621438e+16,500.0,253,4999.6416,-236.09418,,0.4189424,9322777,3.1484574e+20,1.0,5670.173,10.0,43788.5108063221,24993392.0,-27034392.0,50.0,[ 0.042  0.737 -2.884 -2.007],50,-1.0,4998.6924,50.0,5473775600.0,10.0,0.6466211,0.19054498,1.0,,1.0,4999.3394,1.0,219.03862,,-236.09418,25250,835.60834,0.94921875,4999.339027804148,0.21106851
True,2,-inf,457.28,253,4999.631,-255.21959,,0.4189424,9345641,inf,1.0,70.485115,10.0,43886.48193049431,52439204.0,-inf,1.3083388e-27,[-0.073  0.777 -2.89  -1.979],50,-1.0,2269.7234,1.3083388e-27,52439204.0,10.0,2298.7393,689.4353,3.82164e+28,,3.82164e+28,4568.4624,3.82164e+28,2.0980701,,-242.50526,25300,9.963174,2729.9075,4568.462823114637,5.7445075e-32
True,1,-31240198000.0,448.36,254,4999.6475,-253.23355,,0.4189424,9368059,223281570.0,1.0,522.50604,10.0,43975.97768473625,20827818.0,-22868820.0,50.0,[-0.073  0.777 -2.89  -1.979],50,-1.0,9.9812155,50.0,743026050.0,10.0,4468.2827,879.1845,1.0,,1.0,4478.2646,1.0,33.13402,,-253.23355,25350,79.41642,4989.666,4478.264440494489,0.14562845
True,2,-42670404000.0,379.2,254,4999.627,-241.87596,,0.4189424,9387019,433649280.0,1.0,318.60324,10.0,44052.62723684311,194574750.0,-20489628000000.0,0.563892,[-0.081  0.656 -2.875 -1.954],50,-1.0,1639.6847,0.563892,169427020.0,10.0,2144.895,995.19586,88.66946,,88.66946,3784.5793,88.66946,6.898063,,-242.36665,25400,44.5635,3359.9424,3784.579590076452,3.286001e-06
True,1,-1.2219893e+16,396.42,255,4999.6426,-232.15405,,0.4189424,9406840,3.584811e+19,1.0,78812.43,10.0,44139.66962957382,16783294.0,-18824284.0,50.0,[-0.089  0.702 -2.875 -1.929],50,-1.0,1759.7805,50.0,55138406000.0,10.0,2197.7732,1058.8027,1.0,,1.0,3957.5535,1.0,5207.997,,-232.15405,25450,13986.827,3239.862,3957.5535759374184,0.14568624
True,2,-inf,499.36,255,4999.617,-254.38873,,0.4189424,9431808,inf,1.0,292.29538,10.0,44245.00781369209,153657600.0,-inf,2.2210615e-11,[-0.028  0.705 -2.874 -1.915],50,-1.0,4699.4756,2.2210615e-11,153657600.0,10.0,293.121,42.246223,2251175800000.0,,2251175800000.0,4992.5967,2251175800000.0,6.1475563,,-249.11069,25500,40.90023,300.1416,4992.596586198961,2.7017661e-12
True,1,-1.0353919e+22,499.76,256,4999.6445,-245.88762,,0.4189424,9456796,2.5736186e+31,1.0,390976.9,10.0,44344.63664460182,24967992.0,-27008996.0,50.0,[-0.028  0.705 -2.874 -1.915],50,-1.0,4869.3486,50.0,308654440000.0,10.0,127.41655,18.203028,1.0,,1.0,4996.765,1.0,12349.1,,-245.88762,25550,58956.184,130.2959,4996.76519833265,0.13033748
True,2,-inf,381.76,256,4999.5967,-225.18361,,0.4189424,9475884,inf,1.0,21.326853,10.0,44420.48436975479,14977336.0,-inf,2.3797606e-05,[-0.086  0.683 -2.874 -1.907],50,-1.0,9.984899,2.3797606e-05,14977336.0,10.0,3799.9744,1083.6428,2101051.8,,2101051.8,3809.959,2101051.8,0.62220514,,-225.18277,25600,3.0042772,4989.612,3809.9593306955053,2.1993827e-09
True,1,-4669092000000000.0,380.74,257,4999.576,-232.08707,,0.4189424,9494921,5.233799e+18,1.0,96217.375,10.0,44488.8454477787,15586440.0,-17627374.0,50.0,[-0.086  0.683 -2.874 -1.907],50,-1.0,2119.7583,50.0,34588885000.0,10.0,1680.3812,1070.2239,1.0,,1.0,3800.1394,1.0,4559.5347,,-232.08707,25650,14688.169,2879.8179,3800.1396556142877,0.071192734
True,2,-inf,488.82,257,4999.619,-271.52798,,0.4189424,9519362,inf,1.0,1.5081574,10.0,44581.82559680939,2491045.8,-inf,5.455715e-07,[-0.032  0.714 -2.872 -1.902],50,-1.0,239.81729,5.455715e-07,2491045.8,10.0,4647.164,670.2797,91647016.0,,91647016.0,4886.9814,91647016.0,0.10377197,,-259.13022,25700,0.24423787,4759.802,4886.981390640713,2.5659557e-12
True,1,-3.8662537e+20,496.9,258,4999.5996,-242.03207,,0.4189424,9544207,3.5886486e+28,1.0,107537176.0,10.0,44686.95858860016,24722714.0,-26763680.0,50.0,[-0.032  0.714 -2.872 -1.902],50,-1.0,3539.708,50.0,57781864000000.0,10.0,1428.2742,204.61824,1.0,,1.0,4967.9824,1.0,2435103.2,,-242.03207,25750,15112742.0,1459.8916,4967.982193380786,0.06560384
True,2,-inf,500.0,258,4999.608,-254.5408,,0.4189424,9569207,inf,1.0,11.812724,10.0,44786.3481194973,15240034.0,-inf,0.00024171273,[ 0.014  0.783 -2.865 -1.809],50,-1.0,4998.8794,0.00024171273,15240034.0,10.0,0.4016797,0.17017806,206857.12,,206857.12,4999.281,206857.12,0.6097778,,-255.6816,25800,2.1739225,0.7285156,4999.281091590851,1.6633871e-11
True,1,-59985350000000.0,500.0,259,4999.6035,-244.55035,,0.4189424,9594207,857638460000000.0,1.0,225370.39,10.0,44865.12389135361,24992724.0,-27033694.0,50.0,[ 0.014  0.783 -2.865 -1.809],50,-1.0,4998.923,50.0,216126200000.0,10.0,0.3494922,0.16591676,1.0,,1.0,4999.272,1.0,8648.233,,-244.55035,25850,35765.19,0.68066406,4999.272360074434,0.016938163
True,2,-2.8381866e+24,478.82,259,4999.5,-247.61429,,0.4189424,9618148,1.9340463e+36,1.0,198.95135,10.0,44961.85513329506,104599850.0,-2.8381866e+24,0.00039357418,[ 0.011  0.887 -2.895 -1.747],50,-1.0,9.9824,0.00039357418,104599850.0,10.0,4776.615,870.85114,127040.85,,127040.85,4786.5977,127040.85,4.2011333,,-235.6535,25900,27.834457,4989.5176,4786.597543548856,2.2247872e-12
True,1,-290281850000.0,496.64,260,4999.528,-249.80429,,0.4189424,9642980,20019630000.0,1.0,2794.716,10.0,45065.76160597801,24711220.0,-26752128.0,50.0,[ 0.011  0.887 -2.895 -1.747],50,-1.0,3309.5237,50.0,1519606400.0,10.0,1655.8829,236.55478,1.0,,1.0,4965.4067,1.0,60.814297,,-249.80429,25950,390.80118,1690.0042,4965.406660356099,0.3326964
True,2,-471117460000.0,473.4,260,4999.491,-230.89336,,0.4189424,9666650,25774256000.0,1.0,286989.16,10.0,45155.05832028389,169747800000.0,-554240050000.0,9.94618,[ 0.063  0.892 -2.884 -1.779],50,-1.0,,9.94618,143475880000.0,10.0,4732.378,1052.5583,5.0270553,,5.0270553,4732.378,5.0270553,5741.463,,-230.86203,26000,40178.24,4999.491,4732.37774214946,0.047200784
True,1,-1101289950000000.0,481.28,261,4999.4463,-250.27432,,0.4189424,9690714,2.9120576e+17,1.0,13025.183,10.0,45243.193940639496,23995946.0,-26036786.0,50.0,[ 0.063  0.912 -2.883 -1.755],50,-1.0,159.87958,50.0,8858844000.0,10.0,4651.6357,919.3877,1.0,,1.0,4811.5146,1.0,355.02362,,-250.27432,26050,1829.953,4839.567,4811.514679831238,0.007748469
True,2,-inf,499.78,261,4999.5806,-251.08,,0.4189424,9715703,inf,1.0,11.761643,10.0,45336.00200009346,11546760.0,-inf,4.4860045e-26,[-0.042  0.869 -2.875 -1.807],50,-1.0,4879.368,4.4860045e-26,11546760.0,10.0,117.52622,16.790165,1.1145776e+27,,1.1145776e+27,4996.894,1.1145776e+27,0.46201515,,-239.03725,26100,1.8375086,120.2124,4996.894335587945,2.168468e-38
True,1,-3.0911148e+18,496.74,262,4999.545,-236.93079,,0.4189424,9740540,2.2940326e+24,1.0,35298.23,10.0,45424.07890915871,24690562.0,-26731484.0,50.0,[-0.042  0.869 -2.875 -1.807],50,-1.0,4059.3303,50.0,22682653000.0,10.0,906.9465,163.2694,1.0,,1.0,4966.277,1.0,914.17346,,-236.93079,26150,4963.1196,940.2146,4966.276794458658,0.17000249
True,2,-3.3236064e+23,454.4,262,4999.5654,-237.75537,,0.4189424,9763260,2.6520484e+34,1.0,313.7212,10.0,45508.189618587494,264654460.0,-3.3236064e+23,0.0013585736,[-0.095  0.89  -2.874 -1.783],50,-1.0,,0.0013585736,264654460.0,10.0,4540.169,979.0894,36803.31,,36803.31,4540.169,36803.31,10.702085,,-238.97018,26200,46.13964,4999.5654,4540.168566080836,9.702947e-09
True,1,-7.47886e+16,441.66,263,4999.544,-247.50363,,0.4189424,9785343,1.3428659e+21,1.0,1344019.9,10.0,45570.00170779228,20020608.0,-22061524.0,50.0,[-0.095  0.89  -2.874 -1.783],50,-1.0,2359.7583,50.0,674614700000.0,10.0,2051.0032,752.19135,1.0,,1.0,4410.761,1.0,45935.766,,-247.50363,26250,201198.44,2639.7856,4410.761581179452,0.063312404
True,2,-inf,492.44,263,4999.5117,-258.53442,,0.4189424,9809965,inf,1.0,3.2263653,10.0,45650.06019067764,4902977.5,-inf,3.4878747e-05,[-0.038  0.907 -2.871 -1.765],50,-1.0,1619.6509,3.4878747e-05,4902977.5,10.0,3303.5823,475.5927,1433537.8,,1433537.8,4923.233,1433537.8,0.19794902,,-254.28046,26300,0.51355296,3379.8608,4923.2328107310495,5.4923626e-06
True,1,-2.3188393e+22,480.08,264,4999.5635,-239.16809,,0.4189424,9833969,1.2909346e+32,1.0,25282.0,10.0,45721.094977617264,23993122.0,-26034058.0,50.0,[-0.038  0.907 -2.871 -1.765],50,-1.0,,50.0,28851438000.0,10.0,4799.711,977.70154,1.0,,1.0,4799.711,1.0,1154.4371,,-239.16809,26350,4001.09,4999.5635,4799.710792448919,0.11808477
True,2,-inf,465.96,264,4999.57,-241.41237,,0.4189424,9857267,inf,1.0,20.076956,10.0,45789.13108801842,19492786.0,-inf,7.4074505e-06,[-0.114  1.049 -2.988 -1.917],50,-1.0,9.980032,7.4074505e-06,19492786.0,10.0,4644.179,766.8576,6749960.5,,6749960.5,4654.1587,6749960.5,0.7959591,,-242.07933,26400,2.9528186,4989.59,4654.158618734833,1.9298046e-12
True,1,-65550910000000.0,460.56,265,4999.5854,-252.48767,,0.4189424,9880295,1029174100000000.0,1.0,169398.39,10.0,45859.2877137661,21487944.0,-23528896.0,50.0,[-0.114  1.049 -2.988 -1.917],50,-1.0,3079.667,50.0,77224150000.0,10.0,1520.729,569.4738,1.0,,1.0,4600.396,1.0,3627.8818,,-252.48767,26450,23698.83,1919.9185,4600.396167110748,0.26794162
True,2,-6.252435e+16,377.64,265,4999.51,-227.27908,,0.4189424,9899177,9.385988e+20,1.0,27.986609,10.0,45915.70000219345,27789980.0,-6.252435e+16,0.04739073,[-0.166  1.062 -3.006 -1.943],50,-1.0,159.89243,0.04739073,27789980.0,10.0,3607.6023,1005.5469,1055.0587,,1055.0587,3767.495,1055.0587,1.2458835,,-228.40318,26500,4.2830315,4839.617,3767.4948281328047,2.0418017e-08
True,1,-30095603000000.0,423.04,266,4999.6133,-237.19713,,0.4189424,9920329,217213540000000.0,1.0,19823.488,10.0,45989.039823293686,18382166.0,-20423136.0,50.0,[-0.166  1.062 -3.006 -1.943],50,-1.0,2569.7983,50.0,16101679000.0,10.0,1653.2638,740.20966,1.0,,1.0,4223.062,1.0,1212.4929,,-237.19713,26550,3549.7852,2429.815,4223.062218859328,0.042014573
True,2,-inf,467.86,266,4999.5664,-249.16714,,0.4189424,9943722,inf,1.0,17.184265,10.0,46068.37442231178,8025211.5,-inf,3.6752168e-05,[-0.108  1.072 -3.009 -1.962],50,-1.0,19.96186,3.6752168e-05,8025211.5,10.0,4655.2407,805.295,1360464.0,,1360464.0,4675.2026,1360464.0,0.4352625,,-247.62668,26600,2.4002411,4979.6045,4675.202466193128,7.70978e-12
True,1,-9.354633e+17,467.34,267,4999.5474,-240.71413,,0.4189424,9967089,2.1009797e+23,1.0,272188.94,10.0,46144.21080160141,22817862.0,-24858784.0,50.0,[-0.108  1.072 -3.009 -1.962],50,-1.0,,50.0,213618330000.0,10.0,4670.162,1003.71985,1.0,,1.0,4670.162,1.0,11127.977,,-240.71413,26650,43929.62,4999.5474,4670.161641750584,0.041720703
True,2,-inf,479.66,267,4999.658,-239.66054,,0.4189424,9991072,inf,1.0,7.6801205,10.0,46212.846565485,12580214.0,-inf,1.3952501e-08,[-0.052  1.099 -3.009 -1.956],50,-1.0,,1.3952501e-08,12580214.0,10.0,4795.33,979.2442,3583586800.0,,3583586800.0,4795.33,3583586800.0,0.54059297,,-234.415,26700,1.2830468,4999.658,4795.33005512451,1.9010848e-09
True,1,-58866880000000.0,500.0,268,4999.5596,-269.3889,,0.4189424,10016072,831953600000000.0,1.0,359.71606,10.0,46276.077484846115,24992782.0,-27033716.0,50.0,[-0.052  1.099 -3.009 -1.956],50,-1.0,4998.9404,50.0,490298460.0,10.0,0.3379297,0.14736539,1.0,,1.0,4999.2783,1.0,19.617235,,-269.3889,26750,64.74173,0.6191406,4999.278347059755,0.24882095
True,2,-inf,468.58,268,4999.5913,-277.13324,,0.4189424,10039501,inf,1.0,19.193262,10.0,46338.74718594551,42837292.0,-inf,0.00016315776,[-0.108  1.085 -3.033 -1.953],50,-1.0,579.79614,0.00016315776,42837292.0,10.0,4102.386,751.5219,306451.88,,306451.88,4682.182,306451.88,1.8679221,,-272.4377,26800,3.961292,4419.795,4682.182196581353,1.5689576e-10
True,1,-3268346400000.0,463.64,269,4999.615,-242.97673,,0.4189424,10062683,2561466000000.0,1.0,1513.999,10.0,46399.83040904999,22183362.0,-24224338.0,50.0,[-0.108  1.085 -3.033 -1.953],50,-1.0,,50.0,1927927600.0,10.0,4632.5913,849.97577,1.0,,1.0,4632.5913,1.0,83.69605,,-242.97673,26850,257.92108,4999.615,4632.591331889173,0.042951893
True,2,-9.9890545e+16,408.54,269,4999.592,-243.16379,,0.4189424,10083110,2.3955314e+21,1.0,35.865395,10.0,46451.78532552719,34909536.0,-9.9890545e+16,0.039590266,[-0.152  1.073 -3.036 -1.995],50,-1.0,2399.8047,0.039590266,34909536.0,10.0,1677.4827,765.325,1262.9368,,1262.9368,4077.287,1262.9368,1.8708649,,-244.47614,26900,5.883068,2599.787,4077.2873835816695,1.0324952e-08
True,1,-1124843700000000.0,423.04,270,4999.541,-226.08705,,0.4189424,10104262,3.03733e+17,1.0,293329.06,10.0,46513.65713596344,18331022.0,-20371932.0,50.0,[-0.152  1.073 -3.036 -1.995],50,-1.0,2599.6294,50.0,81718740000.0,10.0,1622.6343,709.5862,1.0,,1.0,4222.2637,1.0,8172.365,,-226.08705,26950,41969.168,2399.9116,4222.263699104109,0.27223587
True,2,-inf,488.48,270,4999.563,-260.0613,,0.4189424,10128686,inf,1.0,12324.847,10.0,46578.64413332939,3746879000.0,-inf,5.065516e-07,[-0.093  1.091 -3.035 -1.994],50,-1.0,3499.582,5.0655154e-07,3746879000.0,10.0,1382.7844,335.84805,98706640.0,,98706640.0,4882.3667,98706630.0,259.27805,,-259.80804,27000,1725.9365,1499.981,4882.366589412927,8.5836884e-16
True,1,-2.1293171e+17,481.6,271,4999.586,-247.21982,,0.4189424,10152766,1.0885179e+22,1.0,60611.36,10.0,46652.47983455658,23645320.0,-25686274.0,50.0,[-0.093  1.091 -3.035 -1.994],50,-1.0,199.80432,50.0,57452397000.0,10.0,4612.9297,694.92084,1.0,,1.0,4812.734,1.0,2594.017,,-247.21982,27050,9325.52,4799.7817,4812.733663993149,0.25052005
True,2,-1.0255882e+17,490.02,271,4999.6133,-239.11789,,0.4189424,10177267,2.525176e+21,1.0,61.148895,10.0,46698.941427230835,40843176.0,-1.0255882e+17,0.15022698,[-0.037  1.076 -3.034 -2.018],50,-1.0,,0.15022698,40843176.0,10.0,4899.345,699.90643,332.82968,,332.82968,4899.345,332.82968,1.6533359,,-238.96355,27100,8.555486,4999.6133,4899.345033383809,0.00045185533
True,1,-2.0150927e+17,500.0,272,4999.534,-246.88063,,0.4189424,10202267,9.749061e+21,1.0,31112.576,10.0,46760.54020833969,24993410.0,-27034324.0,50.0,[-0.037  1.076 -3.034 -2.018],50,-1.0,4998.973,50.0,71505590000.0,10.0,0.36786133,0.14738268,1.0,,1.0,4999.341,1.0,2861.042,,-246.88063,27150,6357.648,0.56103516,4999.341004713965,0.09057467
True,2,-inf,478.98,272,4999.4707,-267.77884,,0.4189424,10226216,inf,1.0,114.237686,10.0,46826.78341078758,57446724.0,-inf,0.00015860258,[ 0.015  1.144 -3.048 -1.928],50,-1.0,529.7938,0.00015860258,57446724.0,10.0,4258.612,886.26294,315253.4,,315253.4,4788.406,315253.4,2.2986326,,-246.17761,27200,15.991353,4469.677,4788.405803799481,1.158183e-19
True,1,-2080368000000000.0,483.1,273,4999.569,-238.70747,,0.4189424,10250371,1.0390615e+18,1.0,60.65637,10.0,46911.809599876404,24030412.0,-26071352.0,50.0,[ 0.015  1.144 -3.048 -1.928],50,-1.0,159.85132,50.0,330678900.0,10.0,4669.9775,838.5523,1.0,,1.0,4829.8286,1.0,13.294568,,-238.70747,27250,14.701347,4839.718,4829.828616727812,0.3675428
True,2,-inf,490.1,273,4999.5293,-308.53802,,0.4189424,10274876,inf,1.0,553.7997,10.0,47000.582329273224,324924700.0,-inf,6.77843e-26,[-0.101  1.154 -3.066 -1.886],50,-1.0,3969.2827,6.77843e-26,324924700.0,10.0,928.37085,225.97107,7.3763394e+26,,7.3763394e+26,4897.654,7.3763394e+26,13.002097,,-261.84668,27300,77.902756,1030.2466,4897.653609921126,
True,1,-1947535400000.0,472.48,274,4999.5425,-245.08656,,0.4189424,10298500,899281060000.0,1.0,14960.813,10.0,47093.293551683426,23284728.0,-25325646.0,50.0,[-0.101  1.154 -3.066 -1.886],50,-1.0,,50.0,12171346000.0,10.0,4722.5293,991.18524,1.0,,1.0,4722.5293,1.0,555.5547,,-245.08656,27350,2298.2568,4999.5425,4722.529118973878,0.022613345
True,2,-7.2879277e+19,481.6,274,4999.511,-239.76924,,0.4189424,10322580,1.2752321e+27,1.0,3.5477972,10.0,47179.701410770416,7010759.5,-7.2879277e+19,0.02611652,[-0.061  1.184 -3.072 -1.849],50,-1.0,389.88104,0.02611652,7010759.5,10.0,4424.498,739.67004,1914.4971,,1914.4971,4814.379,1914.4971,0.29566875,,-238.1416,27400,0.6624823,4609.6304,4814.37876493619,1.3103316e-05
True,1,-5950955600000.0,496.54,275,4999.582,-245.81706,,0.4189424,10347407,8465681000000.0,1.0,31276.316,10.0,47247.63172411919,24677774.0,-26718728.0,50.0,[-0.061  1.184 -3.072 -1.849],50,-1.0,3769.4067,50.0,12784640000.0,10.0,1194.7996,185.55263,1.0,,1.0,4964.206,1.0,635.4465,,-245.81706,27450,4377.31,1230.1753,4964.2063633686375,0.107859194
True,2,-8147188000000.0,472.86,275,4999.4736,-246.97162,,0.4189424,10371050,15937024000000.0,1.0,10.393244,10.0,47327.02339029312,46453676.0,-4319812000000.0,2.6737201,[-0.021  1.217 -3.085 -1.817],50,-1.0,9.981669,2.6737201,22432882.0,10.0,4717.119,1084.8059,18.700537,,18.700537,4727.101,18.700537,0.92123324,,-244.98099,27500,1.9910179,4989.492,4727.100874071736,0.0035859304
True,1,-1.5995153e+24,484.16,276,4999.4326,-233.17708,,0.4189424,10395258,6.143067e+35,1.0,1009.89594,10.0,47414.09771370888,23876176.0,-25917006.0,50.0,[-1.841e-03  1.187e+00 -3.084e+00 -1.842e+00],50,-1.0,1139.7317,50.0,1415658100.0,10.0,3700.403,670.27826,1.0,,1.0,4840.135,1.0,57.060688,,-233.17708,27550,175.30066,3859.701,4840.134884830872,0.20334221
