Penalization,Inner Iteration,Bound,EpLenMean,Iteration,InitialReturnMax,MinTargetPdf,OptimizationReturnMin,MeanEntropy,TimestepsSoFar,DivergenceHarmonic,Epsilon,MaxIW,ReturnStepMaxmin,TimeElapsed,WReturnMean,InitialBound,ESSRenyiHarmonic,Weights,EpThisIter,VarianceInitializer,InitialReturnMin,ESSRenyiArithmetic,ReturnMeanIW,ReturnStepMax,OptimizationReturnMean,InitialReturnStd,MeanD2-0,StdWReturnMean,EmpiricalD2Arithmetic,InitialReturnMean,EmpiricalD2Harmonic,MeanIW,LearnableVariance,MinBehavPdf,EpisodesSoFar,StdIW,OptimizationReturnMax,EpRewMean,MinIW
True,1,-401051030000.0,42.22,6,919.45703,-41.26741,,0.4189424,12769,33752443000000.0,1.0,1571.7476,9.999999,38.70694708824158,214292.02,-283318.88,50.0,[-0.37   0.274 -0.555 -0.97 ],50,-1.0,9.983314,50.0,27516834.0,9.999999,401.99982,211.09697,1.0,,1.0,411.98315,1.0,86.92418,,-41.26741,550,244.16425,909.4737,411.9831063308006,0.009906663
True,2,-5.0438578e+20,44.34,6,1149.4652,-56.770103,,0.4189424,14986,2.1859166e+31,1.0,12.704374,10.0,44.07437062263489,104503.19,-5.0438578e+20,0.0036632048,[-0.287  0.346 -0.568 -1.029],50,-1.0,19.965229,0.0036632048,104503.19,10.0,413.23578,265.44754,13649.25,,13649.25,433.20102,13649.25,0.89905655,,-51.697853,600,1.9600966,1129.5,433.20099876737754,4.136368e-09
True,1,-592275050000000.0,55.2,7,1009.8147,-55.341545,,0.4189424,17746,5.060198e+19,1.0,300779.25,10.0,50.87764000892639,365149.25,-448409.75,50.0,[-0.287  0.346 -0.568 -1.029],50,-1.0,29.94746,50.0,2630813400.0,10.0,511.83276,267.6255,1.0,,1.0,541.7802,1.0,6763.705,,-55.341545,650,42071.086,979.86725,541.7802375345126,0.053183977
True,2,-inf,51.34,7,1169.5999,-49.961967,,0.4189424,20313,inf,1.0,1.6875669,10.0,57.70734524726868,35938.586,-inf,8.3470964e-05,[-0.191  0.419 -0.586 -1.055],50,-1.0,9.982335,8.3470964e-05,35938.586,10.0,493.16605,316.17435,599010.7,,599010.7,503.1484,599010.7,0.2827329,,-45.58143,700,0.411802,1159.6176,503.1483764295228,2.3314626e-09
True,1,-226184820000.0,48.78,8,1069.6467,-51.668823,,0.4189424,22752,5861338000000.0,1.0,422.97363,10.0,64.72132134437561,300118.12,-393537.34,50.0,[-0.191  0.419 -0.586 -1.055],50,-1.0,49.94011,50.0,15607200.0,10.0,427.64648,268.38245,1.0,,1.0,477.58667,1.0,37.09151,,-51.668823,750,76.35287,1019.7066,477.58662900359144,0.32439744
True,2,-1.2855698e+20,67.32,8,1299.5966,-52.8157,,0.4189424,26118,8.690573e+29,1.0,32.627426,10.0,75.52675938606262,207158.39,-1.2855698e+20,0.0026599586,[-0.247  0.332 -0.615 -1.119],50,-1.0,179.8168,0.0026599586,207158.39,10.0,483.12393,243.50627,18797.285,,18797.285,662.9407,18797.285,1.1793004,,-47.021683,800,4.7133746,1119.7798,662.9407377062286,5.623953e-09
True,1,-10497434000000.0,62.14,9,1669.7134,-59.2669,,0.4189424,29225,2126377800000000.0,1.0,69740.36,9.999999,86.02198815345764,456909.75,-684545.1,50.0,[-0.247  0.332 -0.615 -1.119],50,-1.0,19.97086,50.0,597271230.0,9.999999,591.1811,288.79578,1.0,,1.0,611.152,1.0,2952.971,,-59.2669,850,11546.684,1649.7426,611.151976514821,0.12116923
True,2,-6.992877e+18,53.58,9,1079.791,-47.33222,,0.4189424,31904,5.395656e+27,1.0,188.6913,9.999996,94.732421875,5421623.5,-6.992877e+18,0.015307756,[-0.213  0.444 -0.657 -1.104],50,-1.0,19.96748,0.015307757,5421623.5,9.999996,505.60895,263.71722,3266.3179,,3266.3179,525.5764,3266.318,7.940792,,-47.028854,900,36.19018,1059.8235,525.5764463505144,4.521618e-06
True,1,-7.675972e+16,55.2,10,1799.4922,-77.8689,,0.4189424,34664,8.428653e+22,1.0,3488.2585,9.999999,103.39878058433533,415729.56,-680126.0,50.0,[-0.213  0.444 -0.657 -1.104],50,-1.0,9.982813,50.0,119845030.0,9.999999,531.7524,349.64636,1.0,,1.0,541.73517,1.0,216.3358,,-77.8689,950,604.07654,1789.5094,541.7351729522329,0.10034367
True,2,-inf,86.4,10,3139.1165,-144.13297,,0.4189424,38984,inf,1.0,89.25701,10.0,116.69247961044312,764486.6,-inf,1.1681656e-12,[-0.118  0.35  -0.745 -1.296],50,-1.0,19.962917,1.1681656e-12,764486.6,10.0,833.6914,498.13873,42802150000000.0,,42802150000000.0,853.65436,42802150000000.0,2.7355466,,-117.31002,1000,13.192979,3119.1536,853.6543973151706,5.0336883e-24
True,1,-2.0742998e+17,76.06,11,2249.354,-96.89552,,0.4189424,42787,2.5211752e+23,1.0,104966.2,10.0,128.25360774993896,815851.56,-1228967.2,50.0,[-0.118  0.35  -0.745 -1.296],50,-1.0,19.96164,50.0,6558015500.0,10.0,730.3307,502.90442,1.0,,1.0,750.2924,1.0,2767.2424,,-96.89552,1050,14889.104,2229.3923,750.292402630156,0.20182136
True,2,-inf,67.04,11,1999.6104,-80.25499,,0.4189424,46139,inf,1.0,300.16214,10.0,139.083824634552,4212024.0,-inf,0.000105521314,[-0.19   0.254 -0.76  -1.329],50,-1.0,19.963634,0.000105521314,4212024.0,10.0,640.2109,401.41797,473837.9,,473837.9,660.17444,473837.9,10.4434595,,-74.78175,1100,50.534286,1979.6467,660.1744909282554,4.522827e-13
True,1,-7.35624e+16,64.56,12,1659.3535,-63.598373,,0.4189424,49367,1.0697885e+23,1.0,1996233300.0,10.0,148.06146597862244,514431.22,-739250.56,50.0,[-0.19   0.254 -0.76  -1.329],50,-1.0,19.962887,50.0,29593474000000.0,10.0,615.40924,332.7664,1.0,,1.0,635.37213,1.0,40084900.0,,-63.598373,1150,279451870.0,1639.3906,635.3721314753183,0.12949127
True,2,-5.32778e+16,52.18,12,1069.7571,-49.232788,,0.4189424,51976,3.2511958e+23,1.0,1.6886148,9.999998,155.97052764892578,18998.63,-5.32778e+16,0.028172744,[-0.297  0.219 -0.785 -1.378],50,-1.0,9.982102,0.028172744,18998.63,9.999998,501.56168,224.6043,1774.765,,1774.765,511.5438,1774.765,0.121176206,,-45.517143,1200,0.36757752,1059.775,511.54379613859817,2.1147941e-06
True,1,-129000190000000.0,51.0,13,1029.6833,-47.538643,,0.4189424,54526,2.2205105e+18,1.0,90736.09,9.999999,164.1485960483551,276058.4,-362627.5,50.0,[-0.297  0.219 -0.785 -1.378],50,-1.0,69.909294,50.0,664387400.0,9.999999,429.82852,162.23608,1.0,,1.0,499.73785,1.0,3966.64,,-47.538643,1250,13084.804,959.77405,499.7378283859755,0.17809178
True,2,-inf,75.54,13,1939.652,-86.40624,,0.4189424,58303,inf,1.0,24.504301,10.0,178.09554934501648,115197.42,-inf,0.000106369014,[-0.231  0.325 -0.8   -1.378],50,-1.0,,0.000106369014,115197.42,10.0,745.17,348.84003,470061.72,,470061.72,745.17,470061.72,0.915633,,-75.83431,1300,4.1913476,1939.652,745.1699620603412,9.302963e-12
True,1,-3.0343525e+17,77.32,14,1529.8159,-59.549706,,0.4189424,62169,2.5215445e+24,1.0,351192.12,10.0,194.11188507080078,677198.75,-868287.25,50.0,[-0.231  0.325 -0.8   -1.378],50,-1.0,39.94806,50.0,11274113000.0,10.0,723.0226,308.34177,1.0,,1.0,762.97064,1.0,26745.527,,-59.549706,1350,68648.23,1489.8679,762.970599495907,0.5744467
True,2,-inf,80.24,14,1929.6356,-91.05902,,0.4189424,66181,inf,1.0,14.44468,9.999999,211.4055094718933,243644.33,-inf,2.735818e-09,[-0.125  0.388 -0.816 -1.372],50,-1.0,19.962503,2.735818e-09,243644.33,9.999999,772.0696,447.35754,18276070000.0,,18276070000.0,792.03217,18276070000.0,0.540107,,-79.937164,1400,2.1612835,1909.6731,792.0321625555016,6.1264486e-21
True,1,-9.754715e+18,82.74,15,2119.151,-103.892815,,0.4189424,70318,7.077387e+26,1.0,4460.768,10.0,235.8794424533844,963957.9,-1330631.8,50.0,[-0.125  0.388 -0.816 -1.372],50,-1.0,9.980003,50.0,756235000.0,10.0,807.09357,544.3791,1.0,,1.0,817.0735,1.0,355.59042,,-103.892815,1450,990.097,2109.171,817.0736036229979,0.95553803
True,2,-inf,80.14,15,1929.3308,-92.77193,,0.4189424,74325,inf,1.0,1642.5529,9.999998,262.32793736457825,23283348.0,-inf,0.00018766226,[-0.23   0.357 -0.875 -1.369],50,-1.0,59.926926,0.00018766226,23283348.0,9.999998,731.1957,313.56647,266436.1,,266436.1,791.1228,266436.1,38.35636,,-93.428925,1500,231.77637,1869.4039,791.1227111688427,2.1648787e-10
True,1,-2.800553e+19,91.76,16,2009.716,-89.10694,,0.4189424,78913,7.211741e+27,1.0,2009095.2,9.999999,293.52700638771057,960142.5,-1289923.6,50.0,[-0.23   0.357 -0.875 -1.369],50,-1.0,389.68616,50.0,29494327000.0,9.999999,517.60596,370.08572,1.0,,1.0,907.2921,1.0,65563.91,,-89.10694,1550,285670.03,1620.0298,907.2921653848229,0.1908013
True,2,-inf,92.86,16,2309.4314,-101.2274,,0.4189424,83556,inf,1.0,6.253715,10.0,324.68937706947327,240703.75,-inf,2.3369986e-15,[-0.116  0.403 -0.897 -1.356],50,-1.0,9.981898,2.3369986e-15,240703.75,10.0,908.26874,535.7744,2.1394963e+16,,2.1394963e+16,918.25073,2.1394963e+16,0.3513779,,-90.28194,1600,1.0716171,2299.4495,918.250585795861,1.7940502e-24
True,1,-1.5002e+17,101.06,17,3378.686,-144.90105,,0.4189424,88609,2.5905871e+22,1.0,12518.936,10.0,357.6792063713074,1419187.2,-2351265.5,50.0,[-0.116  0.403 -0.897 -1.356],50,-1.0,19.965988,50.0,549496260.0,10.0,980.2575,647.1017,1.0,,1.0,1000.22345,1.0,325.50958,,-144.90105,1650,1753.146,3358.72,1000.2233965865962,0.026929922
True,2,-6.2294955e+21,84.06,17,2149.543,-89.67946,,0.4189424,92812,2.7265438e+32,1.0,199.69574,9.999998,386.6903352737427,1175351.4,-6.2294955e+21,0.0035706505,[-0.129  0.281 -0.912 -1.377],50,-1.0,,0.0035706505,1175351.4,9.999998,830.3049,454.45627,14003.051,,14003.051,830.3049,14003.051,5.691757,,-82.231155,1700,28.092037,2149.543,830.3048745935413,7.105272e-10
True,1,-7634233300.0,93.24,18,2259.342,-104.623566,,0.4189424,97474,334408960.0,1.0,68.13226,9.999999,411.17560505867004,1127807.9,-1544601.0,50.0,[-0.129  0.281 -0.912 -1.377],50,-1.0,29.950722,50.0,12437748.0,9.999999,892.0954,526.9145,1.0,,1.0,922.0461,1.0,9.616681,,-104.623566,1750,14.513692,2229.3914,922.0461036903021,0.05403758
True,2,-5.466948e+18,100.32,18,2868.4756,-114.230316,,0.4189424,102490,6.6218074e+25,1.0,78.606636,10.0,441.75847816467285,4622981.0,-5.466948e+18,0.04760113,[-0.07   0.301 -0.915 -1.379],50,-1.0,29.953836,0.04760113,4622981.0,10.0,962.8551,586.6435,1050.3953,,1050.3953,992.8089,1050.3953,2.219197,,-109.46446,1800,11.219703,2838.5217,992.8089277267612,6.670926e-07
True,1,-5.0946135e+23,101.32,19,2528.8792,-105.39906,,0.4189424,107556,9.51922e+35,1.0,2406159.5,10.0,471.71530055999756,1349837.9,-1872009.0,50.0,[-0.07   0.301 -0.915 -1.379],50,-1.0,,50.0,350152560000.0,10.0,1002.7977,586.7151,1.0,,1.0,1002.7977,1.0,100964.33,,-105.39906,1850,467730.84,2528.8792,1002.7977436015707,0.12650585
True,2,-inf,74.6,19,1609.6632,-92.77654,,0.4189424,111286,inf,1.0,1.8067589,10.0,492.82513642311096,25864.596,-inf,1.703563e-05,[-0.165  0.244 -1.106 -1.262],50,-1.0,9.986871,1.703563e-05,25864.596,10.0,725.7868,367.56433,2935024.8,,2935024.8,735.7737,2935024.8,0.13575065,,-84.22565,1900,0.38356027,1599.6764,735.7736625156076,1.264797e-10
True,1,-411715460000000.0,77.2,20,1859.708,-86.12771,,0.4189424,115146,2.1256722e+18,1.0,669623.3,10.0,513.920196056366,772681.4,-1055069.0,50.0,[-0.165  0.244 -1.106 -1.262],50,-1.0,9.9830675,50.0,4893506000.0,10.0,751.79095,438.61337,1.0,,1.0,761.774,1.0,16132.006,,-86.12771,1950,93851.13,1849.725,761.7739875564935,0.04899183
True,2,-inf,95.36,20,3588.7412,-155.59906,,0.4189424,119914,inf,1.0,78.57846,10.0,540.2271430492401,1181149.8,-inf,1.99048e-07,[-0.082  0.321 -1.115 -1.315],50,-1.0,9.983631,1.99048e-07,1181149.8,10.0,933.24744,617.41064,251195680.0,,251195680.0,943.231,251195700.0,2.3142736,,-149.71774,2000,11.515915,3578.7576,943.2310620368697,1.5042462e-13
True,1,-384211200000.0,115.5,21,2879.2056,-128.6119,,0.4189424,125689,322074180000.0,1.0,542.71954,9.999999,575.3236181735992,1764816.8,-2441682.2,50.0,[-0.082  0.321 -1.115 -1.315],50,-1.0,59.910027,50.0,81696670.0,9.999999,1084.7156,674.27655,1.0,,1.0,1144.6257,1.0,51.349743,,-128.6119,2050,98.54651,2819.2957,1144.6257043353362,0.22741473
True,2,-1210416500000000.0,112.74,21,2828.3354,-122.28737,,0.4189424,131326,3.434292e+18,1.0,17.605473,10.0,607.9110782146454,2543298.5,-1252436100000000.0,0.62151366,[-0.025  0.341 -1.13  -1.318],50,-1.0,,0.62151366,2582348.2,10.0,1116.9257,747.14764,80.44875,,80.44875,1116.9257,80.44875,1.1545272,,-119.32806,2100,3.2284572,2828.3354,1116.9256817415392,0.0006997085
True,1,-57199140000.0,119.74,22,3299.2178,-149.6228,,0.4189424,137313,4140236800.0,1.0,29.592241,10.0,647.1621530056,2038939.1,-2927688.0,50.0,[-0.025  0.338 -1.13  -1.315],50,-1.0,9.981052,50.0,13240930.0,10.0,1176.9711,793.77826,1.0,,1.0,1186.9521,1.0,4.072566,,-149.6228,2150,5.55857,3289.2368,1186.9520925470515,0.008278716
True,2,-1.4950616e+18,125.32,22,3029.092,-131.81535,,0.4189424,143579,3.9825336e+24,1.0,99.07892,9.999999,690.4459128379822,7220420.0,-1.4950616e+18,0.061070535,[-0.076  0.316 -1.14  -1.342],50,-1.0,299.67102,0.061070535,7220420.0,9.999999,943.08685,603.74744,818.7254,,818.7254,1242.7578,818.7254,4.7981396,,-127.13475,2200,16.966871,2729.421,1242.7578547424966,6.953304e-07
True,1,-9.402364e+22,108.56,23,2409.1992,-103.17128,,0.4189424,149007,3.936176e+34,1.0,2299181.2,9.999998,723.8954577445984,1505128.2,-1979045.2,50.0,[-0.076  0.316 -1.14  -1.342],50,-1.0,9.979226,50.0,237317280000.0,9.999998,1065.2297,590.80774,1.0,,1.0,1075.2091,1.0,82174.61,,-103.17128,2250,356179.72,2399.22,1075.2090553361545,0.34953645
True,2,-inf,91.32,23,1579.3801,-72.464584,,0.4189424,153573,inf,1.0,457.9371,10.0,754.0811982154846,6710737.0,-inf,4.19692e-05,[-0.192  0.353 -1.155 -1.322],50,-1.0,329.80682,4.19692e-05,6710737.0,10.0,573.1205,284.83005,1191349.9,,1191349.9,902.92725,1191349.9,9.914512,,-69.110435,2300,64.210045,1249.5732,902.9272978258429,3.2905888e-08
True,1,-7.192426e+17,96.92,24,2479.3528,-86.18322,,0.4189424,158419,2.053472e+24,1.0,182469.42,10.0,779.8905551433563,1109989.8,-1611908.1,50.0,[-0.192  0.353 -1.155 -1.322],50,-1.0,9.986133,50.0,3909451300.0,10.0,948.8823,436.53305,1.0,,1.0,958.8684,1.0,7633.384,,-86.18322,2350,26915.322,2469.3667,958.8684672010181,0.010760722
True,2,-inf,110.04,24,2779.1191,-133.54283,,0.4189424,163921,inf,1.0,3.527124,10.0,805.761711359024,268966.7,-inf,4.338099e-07,[-0.128  0.459 -1.159 -1.299],50,-1.0,19.962172,4.338099e-07,268966.7,10.0,1070.021,701.86255,115257860.0,,115257860.0,1089.9832,115257860.0,0.15452003,,-122.85044,2400,0.53538483,2759.157,1089.98312906306,1.2464278e-11
True,1,-1.9728637e+22,98.02,25,2219.238,-88.201126,,0.4189424,168822,2.4069657e+33,1.0,38937284.0,10.0,830.4529628753662,1273128.4,-1675256.4,50.0,[-0.128  0.459 -1.159 -1.299],50,-1.0,9.981024,50.0,2733431300000.0,10.0,959.87616,576.63275,1.0,,1.0,969.85724,1.0,1042769.75,,-88.201126,2450,5648758.0,2209.257,969.85721777402,0.16244541
True,2,-inf,100.82,25,2609.08,-136.99591,,0.4189424,173863,inf,1.0,1033.7128,9.999999,863.5446956157684,2862871.8,-inf,7.404651e-06,[-0.228  0.4   -1.192 -1.334],50,-1.0,9.981924,7.404651e-06,2862871.8,9.999999,987.9364,483.3474,6752512.5,,6752512.5,997.9183,6752512.5,22.701792,,-126.52881,2500,144.80048,2599.0981,997.9183391427545,9.137856e-14
True,1,-7.689361e+19,96.62,26,2279.6836,-97.44941,,0.4189424,178694,3.2837755e+28,1.0,4948356.5,9.999999,891.9310534000397,1078358.8,-1502690.6,50.0,[-0.228  0.4   -1.192 -1.334],50,-1.0,179.9029,50.0,91902075000.0,9.999999,775.9777,405.77234,1.0,,1.0,955.88055,1.0,188568.2,,-97.44941,2550,857196.25,2099.7808,955.8805498995728,0.06664102
True,2,-inf,113.12,26,3119.2986,-132.49625,,0.4189424,184350,inf,1.0,1.3477533,10.0,928.3952281475067,16039.942,-inf,3.5246018e-11,[-0.113  0.447 -1.195 -1.35 ],50,-1.0,19.968872,3.5246018e-11,16039.942,10.0,1100.7946,708.83466,1418600000000.0,,1418600000000.0,1120.7635,1418600000000.0,0.08341237,,-126.00337,2600,0.2602769,3099.3296,1120.7634916271966,2.442439e-16
True,1,-7.7711717e+21,126.84,27,3708.8477,-153.61014,,0.4189424,190692,4.787495e+31,1.0,66047332.0,10.0,965.6997289657593,2165734.2,-3288877.8,50.0,[-0.113  0.447 -1.195 -1.35 ],50,-1.0,299.7792,50.0,3543860000000.0,10.0,958.0798,763.8881,1.0,,1.0,1257.859,1.0,1863789.5,,-153.61014,2650,9499617.0,3409.0684,1257.8589856799329,0.08255226
True,2,-3.3373526e+22,64.44,27,2229.1873,-124.18926,,0.4189424,193914,6.765646e+33,1.0,133.91808,9.999999,984.4422364234924,338737.2,-3.3373526e+22,0.002960115,[-0.028  0.531 -1.216 -1.321],50,-1.0,9.980948,0.002960115,338737.2,9.999999,624.13385,505.55325,16891.236,,16891.236,634.11487,16891.236,2.824236,,-120.39674,2700,18.72964,2219.2063,634.1148351103133,9.174708e-06
True,1,-2214184600000000.0,84.1,28,3958.5452,-154.66812,,0.4189424,198119,2.9948594e+18,1.0,147.0247,10.0,1009.3129992485046,1091305.1,-2370767.5,50.0,[-0.028  0.531 -1.216 -1.321],50,-1.0,,50.0,20327604.0,10.0,830.652,633.50024,1.0,,1.0,830.652,1.0,18.328356,,-154.66812,2750,32.693314,3958.5452,830.6519351587444,0.24313861
True,2,-inf,126.2,28,4018.8796,-190.61133,,0.4189424,204429,inf,1.0,118.646645,10.0,1050.1345930099487,708391.4,-inf,1.0060447e-09,[-0.111  0.455 -1.252 -1.362],50,-1.0,,1.0060447e-09,708391.4,10.0,1251.5441,856.33417,49699580000.0,,49699580000.0,1251.5441,49699580000.0,5.6646423,,-177.19168,2800,22.022732,4018.8796,1251.5440139001141,1.0858229e-19
True,1,-83630880000.0,127.28,29,3388.799,-150.70874,,0.4189424,210793,7911155000.0,1.0,1326.9161,10.0,1090.7036471366882,2008118.1,-2945785.8,50.0,[-0.111  0.455 -1.252 -1.362],50,-1.0,259.82977,50.0,230896480.0,10.0,1002.46686,643.99176,1.0,,1.0,1262.2968,1.0,70.61741,,-150.70874,2850,214.75719,3128.9692,1262.2966906504787,0.10532527
True,2,-inf,130.52,29,4168.8286,-176.09392,,0.4189424,217319,inf,1.0,450.1947,10.0,1125.3204789161682,95941170.0,-inf,0.00032290092,[-0.05   0.456 -1.264 -1.368],50,-1.0,9.981029,0.00032290092,95941170.0,10.0,1284.7253,1064.2979,154846.27,,154846.27,1294.7063,154846.27,9.831489,,-171.06476,2900,62.93662,4158.8477,1294.7062924986435,2.621654e-09
True,1,-718869800000.0,123.26,30,4998.621,-182.65193,,0.4189424,223482,124117060000.0,1.0,817.77625,9.999999,1159.91850066185,2343862.0,-4383991.0,50.0,[-0.05   0.456 -1.264 -1.368],50,-1.0,29.947582,50.0,131935656.0,9.999999,1192.3604,921.8596,1.0,,1.0,1222.308,1.0,32.04261,,-182.65193,2950,119.83117,4968.6733,1222.3079686504766,0.041592307
True,2,-7.631794e+16,86.46,30,2729.3708,-115.66594,,0.4189424,227805,1.5742788e+22,1.0,4411042.5,10.0,1188.7066667079926,2187302.8,-13842457000000.0,1.135702,[-0.073  0.55  -1.339 -1.348],50,-1.0,199.91467,1.135702,1116609200000.0,10.0,654.2987,638.1482,44.025635,,44.025635,854.21344,44.025635,177271.22,,-111.46738,3000,764476.8,2529.456,854.2133916824631,1.8806878
True,1,-59382423000000.0,128.32,31,3848.3047,-147.38626,,0.4189424,234221,2411731200000000.0,1.0,81.764175,10.0,1225.0347566604614,2396639.0,-3605833.5,50.0,[ 0.042  0.359 -1.335 -1.461],50,-1.0,269.82443,50.0,27954100.0,10.0,1002.8482,881.4439,1.0,,1.0,1272.6727,1.0,7.8820543,,-147.38626,3050,12.767832,3578.4802,1272.6726667524943,0.86987627
True,2,-inf,168.88,31,4029.2212,-180.64903,,0.4189424,242665,inf,1.0,19.186382,10.0,1270.8396244049072,521178.62,-inf,4.882983e-16,[-0.07   0.397 -1.37  -1.481],50,-1.0,19.963898,4.882983e-16,521178.62,10.0,1658.2501,1016.0437,1.0239643e+17,,1.0239643e+17,1678.2141,1.0239643e+17,1.6094573,,-169.74232,3100,3.8007424,4009.2573,1678.2141596637143,1.9235223e-18
True,1,-3.567319e+24,186.02,32,4998.091,-207.76022,,0.4189424,251966,3.0588523e+36,1.0,143166.72,10.0,1317.2992589473724,5044261.5,-7083964.0,50.0,[-0.07   0.397 -1.37  -1.481],50,-1.0,19.965435,50.0,44099568000.0,10.0,1830.0018,1273.5319,1.0,,1.0,1849.9672,1.0,12582.728,,-207.76022,3150,28837.148,4978.1255,1849.9671460284349,0.12535676
True,2,-inf,154.88,32,4998.029,-210.97356,,0.4189424,259710,inf,1.0,35.27247,10.0,1355.3227169513702,1952904.5,-inf,2.248818e-07,[ 0.016  0.367 -1.399 -1.561],50,-1.0,59.905563,2.248818e-07,1952904.5,10.0,1478.4971,1098.6836,222339020.0,,222339020.0,1538.4027,222339020.0,1.7577342,,-201.40775,3200,6.66219,4938.123,1538.402648832264,3.0295926e-09
