VarianceInitializer,EpLenMean,MinTargetPdf,Bound,MeanIW,TimeElapsed,StdWReturnMean,EpisodesSoFar,ReturnStepMax,ReturnMeanIW,LearnableVariance,ESSRenyiArithmetic,Weights,DivergenceHarmonic,TimestepsSoFar,EpRewMean,Iteration,InitialReturnMin,MinBehavPdf,MaxIW,InitialReturnStd,StdIW,InitialReturnMax,EpThisIter,EmpiricalD2Arithmetic,InitialReturnMean,Inner Iteration,ReturnStepMaxmin,MeanEntropy,InitialBound,ESSRenyiHarmonic,WReturnMean,MeanD2-0,Penalization,MinIW,EmpiricalD2Harmonic
-1,111.65,-163.35278,-4.6698867e+19,61918.97,18.65099549293518,,1100,10.0,105915000000.0,,100.0,[-0.241  0.619 -0.964 -1.582],2.4582304e+27,67127,1106.1221869410638,11,,-163.35278,4149010.5,624.37665,422331.6,4039.037,100,1.0,1106.1221,1,10.0,0.4189424,-2555236.8,100.0,1613352.4,1.0,True,0.012256264,1.0
-1,105.47,-183.25964,-3.5923972e+20,246.90076,21.293559312820435,,1200,10.0,780297800.0,,100.0,[-0.137  0.651 -1.004 -1.628],8.296401e+28,77674,1044.272585332984,12,9.983366,-183.25964,11197.014,753.9924,1207.5018,4647.828,100,1.0,1044.2727,1,10.0,0.4189424,-2906226.2,100.0,1659009.8,1.0,True,0.009805749,1.0
-1,134.53,-141.83136,-364821120000.0,122.868225,23.9937584400177,,1300,10.0,246827200.0,,100.0,[-0.159  0.562 -1.04  -1.706],324471880000.0,91127,1334.810341652123,13,229.7877,-141.83136,2959.566,669.5256,421.25504,3329.5002,100,1.0,1334.8103,1,10.0,0.4189424,-2870013.5,100.0,2229983.2,1.0,True,0.0024182305,1.0
-1,124.95,-140.42918,-3367147300000000.0,447.99313,26.95929527282715,,1400,10.0,3626362000.0,,100.0,[-0.098  0.571 -1.047 -1.711],3.1676292e+19,103622,1239.006141807449,14,,-140.42918,18388.643,770.1877,2211.2559,3219.0488,100,1.0,1239.0062,1,10.0,0.4189424,-2726595.5,100.0,2128325.2,1.0,True,0.018523056,1.0
-1,147.34,-162.56186,-45145560000.0,51.41439,30.251476049423218,,1500,10.0,112603460.0,,100.0,[-0.156  0.512 -1.105 -1.785],2803017200.0,118356,1462.909175824976,15,9.97967,-162.56186,825.707,760.491,119.24081,3838.3018,100,1.0,1462.9092,1,10.0,0.4189424,-3569041.0,100.0,2718449.8,1.0,True,0.11929545,1.0
-1,152.49,-166.0297,-9576754000000.0,110.99303,33.494526386260986,,1600,10.0,636982100.0,,100.0,[-0.095  0.524 -1.11  -1.789],85295895000000.0,133605,1514.3128592430949,16,,-166.0297,6999.913,921.43286,729.32214,4237.8247,100,1.0,1514.313,1,10.0,0.4189424,-4179062.5,100.0,3142181.8,1.0,True,0.10494026,1.0
-1,141.2,-141.32634,-1.6702136e+16,20788.65,37.16304922103882,,1700,10.0,37806113000.0,,100.0,[-0.152  0.503 -1.121 -1.798],1.0622116e+21,147725,1401.5877748317541,17,,-141.32634,1246148.6,590.4711,127235.805,2979.292,100,1.0,1401.5876,1,10.0,0.4189424,-2825574.2,100.0,2313104.0,1.0,True,0.007978711,1.0
-1,152.71,-189.08437,-1.0833968e+18,418525.7,40.46861219406128,,1800,10.0,3413241200000.0,,100.0,[-0.11   0.618 -1.142 -1.781],8.011046e+23,162996,1516.5373750046385,18,229.80223,-189.08437,41496612.0,901.30286,4128549.0,4578.794,100,1.0,1516.5375,1,10.0,0.4189424,-4322677.5,100.0,3112232.5,1.0,True,0.121373005,1.0
-1,155.08,-163.6184,-281987250000.0,106.66043,44.00168585777283,,1900,10.0,238899490.0,,100.0,[-0.164  0.544 -1.172 -1.861],82027760000.0,178504,1540.3488275672162,19,,-163.6184,1397.456,770.5629,246.6738,4127.8203,100,1.0,1540.3488,1,10.0,0.4189424,-3950190.5,100.0,2966441.5,1.0,True,0.2278489,1.0
-1,195.14,-216.38348,-73404254000000.0,257.25186,48.55687141418457,,2000,10.0,1234181400.0,,100.0,[-0.104  0.563 -1.174 -1.862],2590007300000000.0,198018,1940.9093350031783,20,,-216.38348,13032.539,1174.3324,1437.1549,4998.1816,100,1.0,1940.9094,1,10.0,0.4189424,-6588526.0,100.0,5146185.5,1.0,True,0.12068234,1.0
-1,148.64,-202.17712,-2738041400000.0,5.218857,51.851057291030884,,2100,10.0,26248694.0,,100.0,[-0.045  0.569 -1.184 -1.879],4540374500000.0,212882,1475.788748147409,21,9.980397,-202.17712,51.923325,963.53,7.1228027,4717.6455,100,1.0,1475.7887,1,10.0,0.4189424,-4391313.5,100.0,3106342.5,1.0,True,0.27998322,1.0
-1,178.42,-239.58514,-8859379000000.0,39.233116,56.143446922302246,,2200,10.0,255002600.0,,100.0,[-0.088  0.526 -1.2   -1.885],37694530000000.0,230724,1773.8282631107195,22,9.979983,-239.58514,333.69977,1159.8702,71.58425,4999.2646,100,1.0,1773.8282,1,10.0,0.4189424,-5934730.0,100.0,4491766.0,1.0,True,0.116429776,1.0
-1,152.89,-214.86502,-1.183629e+24,4882699.5,59.635249376297,,2300,10.0,121974770000000.0,,100.0,[-0.038  0.55  -1.224 -1.869],6.7300965e+35,246013,1518.6038439534043,23,,-214.86502,487718530.0,1265.8287,48526840.0,4998.996,100,1.0,1518.6039,1,10.0,0.4189424,-5351287.5,100.0,3908480.2,1.0,True,0.12512362,1.0
-1,169.8,-205.48016,-198359980000000.0,1024.2574,63.08448839187622,,2400,10.0,1599210600.0,,100.0,[-0.089  0.448 -1.261 -1.906],1.8909657e+16,262993,1687.5734350157009,24,9.982918,-205.48016,67451.98,869.1221,6730.2173,4998.4424,100,1.0,1687.5735,1,10.0,0.4189424,-5045766.0,100.0,3603277.0,1.0,True,0.04312987,1.0
-1,185.06,-224.04639,-3.5114877e+16,1051.6598,67.30973243713379,,2500,10.0,10854581000.0,,100.0,[-0.027  0.458 -1.264 -1.911],5.92079e+20,281499,1840.561142228189,25,9.980022,-224.04639,20390.432,1368.5851,3484.8171,4999.55,100,1.0,1840.561,1,10.0,0.4189424,-6703819.0,100.0,5260690.0,1.0,True,0.0691283,1.0
-1,229.58,-227.37686,-1.4137949e+22,18621.1,71.96806120872498,,2600,10.0,195280390000.0,,100.0,[-0.033  0.384 -1.333 -1.985],9.601938e+31,304457,2285.598091099656,26,9.980792,-227.37686,975832.44,1369.5488,103394.766,4999.0073,100,1.0,2285.5981,1,10.0,0.4189424,-8542442.0,100.0,7099623.0,1.0,True,0.107225776,1.0
-1,165.13,-206.97166,-9.2174676e+23,1816.6039,75.74913024902344,,2700,10.0,27631057000.0,,100.0,[ 0.026  0.397 -1.339 -1.974],4.080806e+35,320970,1640.9318417787636,27,9.980652,-206.97166,149904.7,1307.1482,14925.209,4999.19,100,1.0,1640.9319,1,10.0,0.4189424,-5844214.0,100.0,4401294.0,1.0,True,0.4149075,1.0
-1,211.0,-226.23206,-1246909700000000.0,378.2655,80.30750274658203,,2800,10.0,2061759600.0,,100.0,[-0.083  0.452 -1.364 -1.966],7.4679654e+17,342070,2099.6903652535348,28,9.980144,-226.23206,8334.065,1089.357,1066.6907,4999.158,100,1.0,2099.6902,1,10.0,0.4189424,-7038303.5,100.0,5595398.5,1.0,True,0.09830435,1.0
-1,260.6,-218.46907,-1.040288e+22,133600.34,85.46105146408081,,2900,10.0,2801263400000.0,,100.0,[-0.022  0.467 -1.369 -1.965],5.1967833e+31,368130,2596.0716684527015,29,29.942307,-218.46907,8252741.0,1450.5529,881758.0,4999.4644,100,1.0,2596.0718,1,10.0,0.4189424,-10286777.0,100.0,8843692.0,1.0,True,0.03749419,1.0
-1,241.4,-245.12312,-808316000000000.0,325.7748,90.92054295539856,,3000,10.0,3770134300.0,,100.0,[-0.059  0.57  -1.402 -1.914],3.1383993e+17,392270,2403.956805121392,30,279.7793,-245.12312,9646.466,1338.4392,1394.8329,4999.112,100,1.0,2403.9568,1,10.0,0.4189424,-9013308.0,100.0,7570427.5,1.0,True,0.046629533,1.0
-1,225.49,-240.03452,-37576115000000.0,5.975239,96.36879420280457,,3100,10.0,59156284.0,,100.0,[-0.003  0.549 -1.421 -1.909],678132900000000.0,414819,2244.9700866195008,31,19.959846,-240.03452,63.302113,1502.9224,8.227801,4999.277,100,1.0,2244.9702,1,10.0,0.4189424,-8741641.0,100.0,7298666.5,1.0,True,0.17604785,1.0
-1,270.37,-242.71207,-2396374000000000.0,396.12573,101.75104475021362,,3200,10.0,2828041500.0,,100.0,[-0.048  0.512 -1.436 -1.927],2.758002e+18,441856,2694.60779423127,32,,-242.71207,14886.579,1520.385,1599.2174,4999.2944,100,1.0,2694.608,1,10.0,0.4189424,-11015470.0,100.0,9572482.0,1.0,True,0.10557628,1.0
-1,244.55,-238.92667,-11002208000.0,5.197811,106.85187768936157,,3300,10.0,48961860.0,,100.0,[-0.005  0.541 -1.471 -1.931],57633790.0,466311,2436.303987342938,33,,-238.92667,39.57388,1651.8363,8.1444435,4998.992,100,1.0,2436.3037,1,10.0,0.4189424,-10106950.0,100.0,8664139.0,1.0,True,0.046027247,1.0
-1,284.98,-233.30336,-3.847065e+19,3628.8938,112.79803109169006,,3400,10.0,32968622000.0,,100.0,[-0.046  0.569 -1.502 -1.91 ],7.106848e+26,494809,2840.67174428248,34,9.979685,-233.30336,94096.125,1632.6663,12850.442,4999.491,100,1.0,2840.6719,1,10.0,0.4189424,-12178119.0,100.0,10735016.0,1.0,True,0.16122551,1.0
-1,206.92,-245.54492,-1387169700000.0,3.2019765,117.41802859306335,,3500,10.0,22743210.0,,100.0,[ 0.012  0.555 -1.52  -1.916],924298800000.0,515501,2059.266362655583,35,29.950607,-245.54492,46.938885,1372.3523,4.70768,4999.061,100,1.0,2059.2664,1,10.0,0.4189424,-7566777.5,100.0,6123928.5,1.0,True,0.37439182,1.0
-1,284.22,-233.79797,-8.854241e+21,72175.43,123.71713757514954,,3600,10.0,1152114000000.0,,100.0,[-0.049  0.56  -1.533 -1.918],3.7652855e+31,543923,2832.619204157094,36,279.73267,-233.79797,3341284.2,1508.5779,441225.1,4999.269,100,1.0,2832.6194,1,10.0,0.4189424,-11742512.0,100.0,10299538.0,1.0,True,0.011499342,1.0
-1,323.66,-240.54584,-3.2019301e+18,73.86353,130.3433985710144,,3700,10.0,1427245600.0,,100.0,[-0.012  0.447 -1.559 -1.947],4.9233616e+24,576289,3228.917038505704,37,9.981027,-240.54584,798.9422,1704.6105,151.88539,4999.4336,100,1.0,3228.9172,1,10.0,0.4189424,-14774673.0,100.0,13331601.0,1.0,True,0.016851416,1.0
-1,253.58,-225.24547,-555871140000000.0,693.6783,136.14861154556274,,3800,10.0,4707179000.0,,100.0,[-0.062  0.419 -1.583 -1.951],1.4837078e+17,601647,2525.959596901552,38,329.77032,-225.24547,33292.96,1218.5212,3466.065,4999.5215,100,1.0,2525.9595,1,10.0,0.4189424,-9308384.0,100.0,7865266.0,1.0,True,0.14466281,1.0
-1,330.05,-229.85785,-2.9331788e+16,5280.775,142.63692665100098,,3900,10.0,70349180000.0,,100.0,[-0.014  0.457 -1.587 -1.936],4.1320537e+20,634652,3292.752024169805,39,9.979537,-229.85785,278728.75,1722.6069,32965.723,4999.2812,100,1.0,3292.752,1,10.0,0.4189424,-15252575.0,100.0,13809590.0,1.0,True,0.12910236,1.0
-1,245.04,-227.01083,-542044100000.0,4.4042673,147.96712398529053,,4000,10.0,28684276.0,,100.0,[ 0.039  0.427 -1.595 -1.945],141097800000.0,659156,2440.9904890290713,40,289.7533,-227.01083,21.920063,1532.7645,3.752268,4999.264,100,1.0,2440.9907,1,10.0,0.4189424,-9750770.0,100.0,8307801.5,1.0,True,0.11863198,1.0
-1,322.62,-233.62476,-24013234000.0,26.88999,154.68875932693481,,4100,10.0,256088100.0,,100.0,[-0.021  0.431 -1.609 -1.955],271002720.0,691418,3218.5783898935874,41,,-233.62476,889.4639,1623.676,107.32124,4999.586,100,1.0,3218.5784,1,10.0,0.4189424,-14438730.0,100.0,12995571.0,1.0,True,0.16458613,1.0
-1,332.3,-258.7579,-1631551600000.0,12.89318,161.86391592025757,,4200,10.0,201814220.0,,100.0,[ 0.01   0.428 -1.613 -1.954],1277968000000.0,724648,3315.6665872959647,42,9.979711,-258.7579,156.7364,1741.2848,23.985926,4999.4688,100,1.0,3315.667,1,10.0,0.4189424,-15468810.0,100.0,14025718.0,1.0,True,0.17443278,1.0
-1,338.67,-235.74121,-3.3634479e+22,21288.404,168.7740662097931,,4300,10.0,236376390000.0,,100.0,[-0.038  0.463 -1.633 -1.957],5.4333772e+32,758515,3377.7483155437394,43,279.76105,-235.74121,1322476.2,1370.7463,134803.75,4999.254,100,1.0,3377.7485,1,10.0,0.4189424,-14731098.0,100.0,13288129.0,1.0,True,0.15121257,1.0
-1,351.32,-239.22255,-6.587518e+21,29362.672,176.22307682037354,,4400,10.0,335505330000.0,,100.0,[-0.019  0.374 -1.647 -2.042],2.083866e+31,793647,3506.028479007246,44,9.981034,-239.22255,797777.0,1633.8727,120403.29,4999.468,100,1.0,3506.0283,1,10.0,0.4189424,-16404868.0,100.0,14961775.0,1.0,True,0.048395384,1.0
-1,290.65,-243.67474,-3380247300000.0,7.237285,182.7153661251068,,4500,10.0,90265496.0,,100.0,[ 0.044  0.375 -1.648 -2.043],5486539700000.0,822712,2897.800019977478,45,9.979875,-243.67474,70.22104,1634.5588,10.826202,4999.4717,100,1.0,2897.8,1,10.0,0.4189424,-12512119.0,100.0,11069028.0,1.0,True,0.03868202,1.0
-1,407.35,-246.96918,-32848830000.0,19.324007,190.52557826042175,,4600,10.0,336300060.0,,100.0,[-0.01   0.404 -1.66  -2.052],507600740.0,863447,4068.031273457866,46,359.75055,-246.96918,312.1264,1397.6166,52.685642,4999.4834,100,1.0,4068.0312,1,10.0,0.4189424,-19945318.0,100.0,18502212.0,1.0,True,0.20425646,1.0
-1,338.67,-234.33815,-4.3154287e+18,55.636307,198.65818786621094,,4700,10.0,1191496200.0,,100.0,[ 0.02   0.411 -1.664 -2.052],8.94395e+24,897314,3379.2631643262866,47,319.76984,-234.33815,3330.6787,1635.2292,331.26242,4999.3086,100,1.0,3379.2632,1,10.0,0.4189424,-15536395.0,100.0,14093394.0,1.0,True,0.5863825,1.0
-1,322.52,-233.19339,-5.072598e+22,2568.3762,206.17762804031372,,4800,10.0,21002355000.0,,100.0,[-0.041  0.41  -1.675 -2.052],1.23568544e+33,929566,3216.3307664171466,48,,-233.19339,34736.668,1396.9728,6305.6016,4999.4077,100,1.0,3216.3306,1,10.0,0.4189424,-13739373.0,100.0,12296316.0,1.0,True,0.10961123,1.0
-1,343.9,-244.78421,-9.286092e+23,20.269474,212.97625756263733,,4900,10.0,392146200.0,,100.0,[ 0.021  0.415 -1.676 -2.053],4.1408064e+35,963956,3432.186379157186,49,19.963837,-244.78421,654.05066,1707.5515,72.84728,4999.4883,100,1.0,3432.1863,1,10.0,0.4189424,-16138739.0,100.0,14695635.0,1.0,True,0.32091913,1.0
-1,338.86,-244.92795,-3.868217e+19,15275.617,219.576247215271,,5000,10.0,160100200000.0,,100.0,[-0.038  0.432 -1.684 -2.055],7.185579e+26,997842,3380.4321250134217,50,9.980149,-244.92795,509230.25,1422.1963,58281.508,4999.4277,100,1.0,3380.4321,1,10.0,0.4189424,-14893032.0,100.0,13449963.0,1.0,True,0.015073853,1.0
-1,341.96,-243.01184,-849797670000000.0,20.194256,226.81837153434753,,5100,10.0,379981000.0,,100.0,[ 0.024  0.435 -1.686 -2.064],3.4676872e+17,1032038,3413.2703839802994,51,9.980327,-243.01184,213.6913,1805.8252,35.194424,4999.5166,100,1.0,3413.2703,1,10.0,0.4189424,-16354540.0,100.0,14911419.0,1.0,True,0.25760618,1.0
-1,316.39,-260.99802,-9.084525e+20,34031.375,233.4605872631073,,5200,10.0,281442220000.0,,100.0,[-0.038  0.433 -1.697 -2.069],3.9632634e+29,1063677,3155.383100631474,52,,-260.99802,1245863.5,1502.5153,159447.11,4999.4033,100,1.0,3155.383,1,10.0,0.4189424,-13657048.0,100.0,12213994.0,1.0,True,0.0403108,1.0
-1,344.73,-235.02475,-2.0825533e+20,17.999384,240.95215559005737,,5300,10.0,329127100.0,,100.0,[ 0.023  0.443 -1.7   -2.078],2.0828597e+28,1098150,3440.1332505772666,53,309.75232,-235.02475,434.98755,1690.9443,48.344166,4999.348,100,1.0,3440.133,1,10.0,0.4189424,-16136832.0,100.0,14693808.0,1.0,True,0.5040299,1.0
-1,388.11,-243.1512,-3.740977e+23,24024.488,248.93106150627136,,5400,10.0,321069150000.0,,100.0,[-0.036  0.458 -1.71  -2.07 ],6.7196257e+34,1136961,3874.5775322008244,54,,-243.1512,901644.06,1384.5271,101137.37,4999.615,100,1.0,3874.5771,1,10.0,0.4189424,-18372446.0,100.0,16929266.0,1.0,True,0.03807534,1.0
-1,321.19,-233.70047,-386856130000000.0,8.660485,255.500141620636,,5500,10.0,123509144.0,,100.0,[ 0.026  0.46  -1.712 -2.079],7.1874564e+16,1169080,3204.8991723890276,55,,-233.70047,143.20311,1830.5996,16.216494,4999.3228,100,1.0,3204.8992,1,10.0,0.4189424,-15065481.0,100.0,13622473.0,1.0,True,0.15032458,1.0
-1,389.28,-241.71848,-5.896431e+22,119519.09,263.6986548900604,,5600,10.0,1885029400000.0,,100.0,[-0.028  0.478 -1.738 -2.084],1.6695645e+33,1208008,3886.7561876518143,56,,-241.71848,7886605.0,1551.0612,794421.4,4999.4717,100,1.0,3886.7566,1,10.0,0.4189424,-18955762.0,100.0,17512664.0,1.0,True,0.055245653,1.0
-1,333.75,-231.60484,-188721660000.0,6.504205,270.4912848472595,,5700,10.0,101720150.0,,100.0,[ 0.03   0.498 -1.741 -2.074],17086264000.0,1241383,3330.40093657994,57,9.979567,-231.60484,76.9417,1744.9712,10.76938,4999.336,100,1.0,3330.4006,1,10.0,0.4189424,-15579510.0,100.0,14136494.0,1.0,True,0.07223886,1.0
-1,414.06,-250.32295,-18983195000.0,22.977127,279.0092797279358,,5800,10.0,368288640.0,,100.0,[-0.025  0.524 -1.754 -2.077],166404660.0,1282789,4135.010750211254,58,9.979936,-250.32295,306.83752,1364.4701,55.568512,4999.417,100,1.0,4135.0107,1,10.0,0.4189424,-20403162.0,100.0,18960092.0,1.0,True,0.2750837,1.0
-1,395.96,-248.70802,-1.3909528e+21,145.56337,287.66601824760437,,5900,10.0,3436326100.0,,100.0,[ 0.006  0.521 -1.759 -2.08 ],9.290779e+29,1322385,3954.3057232853675,59,,-248.70802,3987.7607,1560.0006,551.8968,4999.4644,100,1.0,3954.306,1,10.0,0.4189424,-19513230.0,100.0,18070136.0,1.0,True,0.31792653,1.0
-1,335.99,-234.20908,-2.1210578e+19,2993.2017,294.0006995201111,,6000,10.0,40500590000.0,,100.0,[-0.054  0.505 -1.767 -2.08 ],2.160433e+26,1355984,3350.9360526110204,60,49.9193,-234.20908,49029.18,1363.5471,6756.329,4999.44,100,1.0,3350.9363,1,10.0,0.4189424,-14531108.0,100.0,13088032.0,1.0,True,0.07530417,1.0
-1,378.67,-234.46193,-8047768400000.0,10.230834,301.39921951293945,,6100,10.0,199291440.0,,100.0,[ 0.008  0.505 -1.768 -2.075],31098782000000.0,1393851,3781.2249497614075,61,289.80634,-234.46193,115.471466,1693.27,17.144848,4999.503,100,1.0,3781.2246,1,10.0,0.4189424,-18607940.0,100.0,17164824.0,1.0,True,0.003975203,1.0
-1,382.67,-258.04575,-3.811685e+23,101199.63,309.12503600120544,,6200,10.0,1118899400000.0,,100.0,[-0.04   0.52  -1.791 -2.046],6.9765027e+34,1432118,3819.9038068671093,62,,-258.04575,2795029.5,1376.9097,436759.1,4999.532,100,1.0,3819.9033,1,10.0,0.4189424,-17930676.0,100.0,16487544.0,1.0,True,0.04529292,1.0
-1,377.03,-245.38232,-335689740000.0,8.129679,317.5750615596771,,6300,10.0,140437440.0,,100.0,[ 0.023  0.524 -1.793 -2.052],54071894000.0,1469821,3764.414984943294,63,9.981371,-245.38232,90.31155,1593.1676,12.151304,4999.3735,100,1.0,3764.415,1,10.0,0.4189424,-18152044.0,100.0,16709003.0,1.0,True,0.13038522,1.0
-1,396.48,-250.51718,-3.5569025e+22,160852.58,326.0801291465759,,6400,10.0,2663281000000.0,,100.0,[-0.036  0.531 -1.809 -2.067],6.075452e+32,1509469,3958.2108340415034,64,9.979398,-250.51718,4087523.0,1287.492,590573.0,4999.4434,100,1.0,3958.211,1,10.0,0.4189424,-18768150.0,100.0,17325068.0,1.0,True,0.09999728,1.0
-1,369.33,-245.36627,-1446459600000000.0,9.813175,334.3182611465454,,6500,10.0,162759760.0,,100.0,[ 0.025  0.532 -1.814 -2.054],1.00484484e+18,1546402,3687.3418061214165,65,,-245.36627,174.19167,1733.6544,20.445435,4999.2944,100,1.0,3687.3418,1,10.0,0.4189424,-18045042.0,100.0,16602048.0,1.0,True,0.4133782,1.0
-1,411.18,-233.35374,-1.8208052e+22,51543.46,342.4886131286621,,6600,10.0,529229250000.0,,100.0,[-0.036  0.525 -1.824 -2.061],1.5920099e+32,1587520,4105.911403928309,66,309.80722,-233.35374,1736559.5,1200.2672,222589.53,4999.4893,100,1.0,4105.9116,1,10.0,0.4189424,-19742260.0,100.0,18299150.0,1.0,True,0.097454555,1.0
-1,369.27,-243.26982,-53736817000.0,10.108826,350.4459083080292,,6700,10.0,194560880.0,,100.0,[ 0.025  0.535 -1.828 -2.054],1376718200.0,1624447,3687.5146431914154,67,,-243.26982,197.602,1756.8512,22.733248,4999.394,100,1.0,3687.5146,1,10.0,0.4189424,-18127342.0,100.0,16684290.0,1.0,True,0.19596449,1.0
-1,400.74,-236.5405,-3439836800000.0,274.76938,359.03619933128357,,6800,10.0,3537601000.0,,100.0,[-0.017  0.566 -1.855 -2.031],5669785700000.0,1664521,4002.183754805382,68,9.9796095,-236.5405,10813.26,1501.934,1307.6368,4999.587,100,1.0,4002.1833,1,10.0,0.4189424,-19716448.0,100.0,18273282.0,1.0,True,0.014784553,1.0
-1,400.93,-255.9754,-227675930000000.0,34.97306,367.57699155807495,,6900,10.0,531358000.0,,100.0,[ 0.02   0.518 -1.864 -2.044],2.4889408e+16,1704614,4004.031110705561,69,299.79004,-255.9754,1868.7692,1485.9913,188.05861,4999.5938,100,1.0,4004.0312,1,10.0,0.4189424,-19683604.0,100.0,18240434.0,1.0,True,0.1285441,1.0
-1,416.73,-240.75366,-14350233000.0,16.51562,375.72967171669006,,7000,10.0,295623940.0,,100.0,[-0.021  0.546 -1.873 -2.008],94851420.0,1746287,4162.616829905888,70,9.9811325,-240.75366,304.71927,1441.1003,46.769802,4999.525,100,1.0,4162.6167,1,10.0,0.4189424,-20847280.0,100.0,19404150.0,1.0,True,0.1674537,1.0
-1,386.05,-237.94116,-1.9589556e+24,672569.4,383.3486170768738,,7100,10.0,16178225000000.0,,100.0,[ 0.009  0.552 -1.875 -2.001],1.8428024e+36,1784892,3855.39722774242,71,9.983367,-237.94116,48258268.0,1753.5983,4833233.0,4999.458,100,1.0,3855.3972,1,10.0,0.4189424,-19382284.0,100.0,17939194.0,1.0,True,0.2938097,1.0
-1,430.39,-242.11327,-637785200000.0,12.5246105,392.2938828468323,,7200,10.0,216132540.0,,100.0,[ 0.028  0.452 -1.889 -2.072],195205050000.0,1827931,4299.7908851265865,72,349.67242,-242.11327,288.9165,1248.6127,30.77138,4999.438,100,1.0,4299.791,1,10.0,0.4189424,-21490314.0,100.0,20047232.0,1.0,True,0.07927594,1.0
