VarianceInitializer,EpLenMean,MinTargetPdf,Bound,MeanIW,TimeElapsed,StdWReturnMean,EpisodesSoFar,ReturnStepMax,ReturnMeanIW,LearnableVariance,ESSRenyiArithmetic,Weights,DivergenceHarmonic,TimestepsSoFar,EpRewMean,Iteration,InitialReturnMin,MinBehavPdf,MaxIW,InitialReturnStd,StdIW,InitialReturnMax,EpThisIter,EmpiricalD2Arithmetic,InitialReturnMean,Inner Iteration,ReturnStepMaxmin,MeanEntropy,InitialBound,ESSRenyiHarmonic,WReturnMean,MeanD2-0,Penalization,MinIW,EmpiricalD2Harmonic
-1,485.65,-249.5672,-2.154643e+22,76855790.0,1062.8488302230835,,14600,10.0,1598513400000000.0,,100.0,[-0.03   0.714 -2.392 -2.106],2.2292786e+32,5097609,4854.801151290756,146,299.75763,-249.5672,7543310300.0,612.25275,750436600.0,4999.5034,100,1.0,4854.8013,1,10.0,0.4189424,-25387070.0,100.0,23943946.0,1.0,True,0.1406663,1.0
-1,484.38,-247.55128,-15856739000.0,36.044117,1072.9734723567963,,14700,10.0,840389250.0,,100.0,[ 0.032  0.713 -2.386 -2.113],108266020.0,5146047,4842.350181379629,147,,-247.55128,1625.5731,749.3388,167.20238,4999.6484,100,1.0,4842.35,1,10.0,0.4189424,-25453072.0,100.0,24009864.0,1.0,True,0.09360679,1.0
-1,492.98,-245.37251,-1581017000000.0,21.765127,1083.463428735733,,14800,10.0,541799040.0,,100.0,[-0.024  0.631 -2.425 -2.048],1199281300000.0,5195345,4928.179088645553,148,2949.5906,-245.37251,366.55344,289.3757,55.959187,4999.699,100,1.0,4928.179,1,10.0,0.4189424,-25813924.0,100.0,24370688.0,1.0,True,0.058659922,1.0
-1,427.22,-243.698,-9.2832265e+16,7680.315,1091.662405014038,,14900,10.0,76651856000.0,,100.0,[-0.062  0.679 -2.435 -2.05 ],4.1377826e+21,5238067,4266.305082271419,149,,-243.698,331448.4,1104.4182,35707.508,4999.628,100,1.0,4266.305,1,10.0,0.4189424,-20864290.0,100.0,19421098.0,1.0,True,0.04736095,1.0
-1,491.04,-259.04132,-2.5681746e+21,706.7032,1101.0698339939117,,15000,10.0,17654380000.0,,100.0,[-0.012  0.71  -2.436 -2.029],3.1669048e+30,5287171,4909.192969201784,150,239.76761,-259.04132,65074.137,612.50977,6472.221,4999.5835,100,1.0,4909.193,1,10.0,0.4189424,-25918514.0,100.0,24475342.0,1.0,True,0.0017270187,1.0
-1,433.16,-237.6688,-9.247414e+18,2123.6355,1109.2913687229156,,15100,10.0,26232287000.0,,100.0,[-0.07   0.688 -2.436 -2.038],4.1057684e+25,5330487,4325.603396812736,151,1859.5544,-237.6688,50411.39,844.65796,6122.446,4999.676,100,1.0,4325.603,1,10.0,0.4189424,-20867512.0,100.0,19424292.0,1.0,True,0.020583402,1.0
-1,489.45,-255.34564,-8481282000000000.0,1921771.9,1119.7730286121368,,15200,10.0,48023137000000.0,,100.0,[-0.013  0.67  -2.437 -2.058],3.4148905e+19,5379432,4893.326137133199,152,29.947884,-255.34564,190993330.0,683.2458,19002482.0,4999.5835,100,1.0,4893.326,1,10.0,0.4189424,-25854636.0,100.0,24411466.0,1.0,True,0.012565114,1.0
-1,473.59,-254.18509,-26039181000.0,5.1401863,1128.894680738449,,15300,10.0,121764340.0,,100.0,[-1.045e-03  7.675e-01 -2.439e+00 -1.980e+00],322540670.0,5426791,4734.358694981824,153,9.979264,-254.18509,58.471676,1026.2009,7.8173714,4999.54,100,1.0,4734.3584,1,10.0,0.4189424,-24910386.0,100.0,23467240.0,1.0,True,0.1789403,1.0
-1,472.45,-240.04735,-239576550000000.0,2011.0565,1138.6962890625,,15400,10.0,41194824000.0,,100.0,[-0.041  0.72  -2.434 -1.973],2.7549638e+16,5474036,4722.061719474536,154,9.979914,-240.04735,71988.75,860.006,9502.954,4999.6104,100,1.0,4722.0615,1,10.0,0.4189424,-24480662.0,100.0,23037476.0,1.0,True,0.030122831,1.0
-1,490.93,-263.04126,-19104526000.0,95.9279,1148.564604997635,,15500,10.0,2396961000.0,,100.0,[ 0.004  0.681 -2.433 -1.989],134034984.0,5523129,4908.274801304683,155,9.9802,-263.04126,6522.7446,639.31146,675.78705,4999.5664,100,1.0,4908.275,1,10.0,0.4189424,-25943038.0,100.0,24499878.0,1.0,True,0.06958389,1.0
-1,495.54,-246.5418,-17563746000.0,3.999027,1158.895468711853,,15600,10.0,98072160.0,,100.0,[ 0.049  0.687 -2.442 -2.031],146470450.0,5572683,4954.328435424117,156,599.52576,-246.5418,79.09151,437.74765,8.4028635,4999.6025,100,1.0,4954.3286,1,10.0,0.4189424,-26180176.0,100.0,24736994.0,1.0,True,0.063077115,1.0
-1,496.11,-264.69885,-29971722000.0,14.353119,1168.4366509914398,,15700,10.0,358249600.0,,100.0,[-0.009  0.664 -2.448 -2.037],421069980.0,5622294,4960.129087013122,157,1749.6918,-264.69885,526.3149,329.27118,54.79215,4999.6133,100,1.0,4960.129,1,10.0,0.4189424,-26154486.0,100.0,24711298.0,1.0,True,0.048751146,1.0
-1,486.96,-249.63562,-1.834431e+24,4156168.0,1177.3486292362213,,15800,10.0,66934810000000.0,,100.0,[-0.037  0.694 -2.447 -1.99 ],1.6158237e+36,5670990,4867.386407369162,158,2249.5916,-249.63562,318986050.0,420.0953,32097512.0,4999.5684,100,1.0,4867.386,1,10.0,0.4189424,-25311092.0,100.0,23867930.0,1.0,True,0.0758236,1.0
-1,499.99,-247.41676,-44755310000.0,3.9550517,1187.726548910141,,15900,10.0,98807624.0,,100.0,[ 0.025  0.691 -2.452 -1.993],957558460.0,5720989,4998.910155928864,159,4978.968,-247.41676,18.659607,2.017216,3.8663344,4999.5547,100,1.0,4998.91,1,10.0,0.4189424,-26432260.0,100.0,24989106.0,1.0,True,0.028212415,1.0
-1,481.48,-246.82639,-5.577596e+16,8405.59,1197.3899655342102,,16000,10.0,196716870000.0,,100.0,[-0.028  0.686 -2.453 -2.025],1.4937332e+21,5769137,4812.759997207219,160,19.960934,-246.82639,343900.6,740.1684,39427.902,4999.5947,100,1.0,4812.76,1,10.0,0.4189424,-25153682.0,100.0,23710506.0,1.0,True,0.02444638,1.0
-1,478.88,-237.87332,-5.666568e+23,752954.3,1206.5666003227234,,16100,10.0,14536216000000.0,,100.0,[-0.027  0.586 -2.452 -2.1  ],1.5417519e+35,5817025,4786.853211966138,161,,-237.87332,49103564.0,785.17255,4970254.5,4999.617,100,1.0,4786.8535,1,10.0,0.4189424,-24973650.0,100.0,23530460.0,1.0,True,0.10301737,1.0
-1,480.25,-239.63763,-2.290214e+17,23590.664,1216.4312815666199,,16200,10.0,544765840000.0,,100.0,[ 0.035  0.586 -2.454 -2.106],2.518423e+22,5865050,4801.082505120062,162,,-239.63763,809586.25,885.7273,102520.87,4999.6045,100,1.0,4801.0825,1,10.0,0.4189424,-25278086.0,100.0,23834904.0,1.0,True,0.03234668,1.0
-1,493.25,-242.78139,-16181794000000.0,63.603065,1225.9017021656036,,16300,10.0,1541142500.0,,100.0,[ 0.057  0.468 -2.45  -2.141],125708080000000.0,5914375,4931.334649225114,163,1949.1619,-242.78139,1724.6144,429.72806,198.26463,4999.5645,100,1.0,4931.3345,1,10.0,0.4189424,-25945888.0,100.0,24502728.0,1.0,True,0.26209447,1.0
-1,468.48,-241.54834,-49130110000.0,38.15941,1235.564143896103,,16400,10.0,617175940.0,,100.0,[-0.012  0.401 -2.451 -2.062],1129985200.0,5961223,4681.669608961751,164,,-241.54834,477.44882,782.72424,82.43435,4999.665,100,1.0,4681.6694,1,10.0,0.4189424,-23973902.0,100.0,22530688.0,1.0,True,0.17510481,1.0
-1,499.48,-249.85474,-1.18356955e+17,67.73639,1245.242938041687,,16500,10.0,1692655900.0,,100.0,[ 0.018  0.398 -2.451 -2.067],6.726093e+21,6011171,4993.932368388515,165,4469.5894,-249.85474,1802.6982,52.69897,211.36894,4999.6143,100,1.0,4993.9326,1,10.0,0.4189424,-26385326.0,100.0,24942138.0,1.0,True,0.04930173,1.0
-1,343.37,-237.41931,-9.549273e+17,1977.8884,1252.7856259346008,,16600,10.0,10005956000.0,,100.0,[-0.033  0.364 -2.449 -2.074],4.3784835e+23,6045508,3425.8504507339508,166,9.980186,-237.41931,116464.78,1309.9514,11579.468,4999.592,100,1.0,3425.8503,1,10.0,0.4189424,-14895587.0,100.0,13452424.0,1.0,True,0.028237395,1.0
-1,496.57,-250.60516,-5.1573857e+17,44265840.0,1263.4453041553497,,16700,10.0,757473450000000.0,,100.0,[ 0.016  0.403 -2.449 -2.071],1.2733945e+23,6095165,4964.740531280296,167,2409.6248,-250.60516,4417465000.0,270.67178,439523900.0,4999.5996,100,1.0,4964.7407,1,10.0,0.4189424,-26165092.0,100.0,24721912.0,1.0,True,0.044349156,1.0
-1,486.48,-250.93767,-1.5788777e+21,266254.56,1273.9021317958832,,16800,10.0,6321889000000.0,,100.0,[ 0.067  0.374 -2.447 -2.092],1.1969654e+30,6143813,4863.2521287673035,168,,-250.93767,7115827.5,703.93384,1084618.0,4999.5874,100,1.0,4863.2524,1,10.0,0.4189424,-25589916.0,100.0,24146744.0,1.0,True,0.21273044,1.0
-1,454.34,-246.74414,-1222589200000.0,204.87206,1283.4111063480377,,16900,10.0,4508127700.0,,100.0,[ 0.111  0.466 -2.442 -2.02 ],712473000000.0,6189247,4540.6473203844125,169,,-246.74414,7807.6562,1217.1879,907.3983,4999.497,100,1.0,4540.647,1,10.0,0.4189424,-23542142.0,100.0,22099024.0,1.0,True,0.018660361,1.0
-1,500.0,-249.88516,-7.643706e+17,21.036985,1293.7912526130676,,17000,10.0,525702050.0,,100.0,[ 0.019  0.504 -2.452 -2.094],2.8053353e+23,6239247,4999.199984583847,170,4998.4497,-249.88516,495.40878,0.2266135,55.31175,4999.61,100,1.0,4999.2,1,10.0,0.4189424,-26435186.0,100.0,24992000.0,1.0,True,0.18955314,1.0
-1,413.07,-253.8026,-1.4476223e+22,69275.38,1302.0121667385101,,17100,10.0,791039000000.0,,100.0,[-0.04   0.518 -2.453 -2.111],1.0061771e+32,6280554,4124.644368487728,171,19.95943,-253.8026,2198334.2,1034.632,261617.9,4999.647,100,1.0,4124.6445,1,10.0,0.4189424,-19526356.0,100.0,18083154.0,1.0,True,0.044972006,1.0
-1,487.82,-250.59068,-3.4667334e+21,23053.69,1312.1161761283875,,17200,10.0,576067700000.0,,100.0,[ 0.019  0.537 -2.454 -2.103],5.770524e+30,6329336,4877.154454553698,172,,-250.59068,573189.8,720.6223,83785.75,4999.6167,100,1.0,4877.1543,1,10.0,0.4189424,-25749120.0,100.0,24305932.0,1.0,True,0.03525049,1.0
-1,439.79,-252.89006,-19568430000.0,28.346146,1321.0549409389496,,17300,10.0,402461470.0,,100.0,[-0.024  0.442 -2.467 -2.17 ],176365950.0,6373315,4393.409324369837,173,29.951736,-252.89006,262.6924,996.1276,52.522926,4999.6777,100,1.0,4393.409,1,10.0,0.4189424,-21737536.0,100.0,20294316.0,1.0,True,0.11892741,1.0
-1,494.19,-243.30006,-2120980900000.0,976.7564,1331.470069885254,,17400,10.0,24314167000.0,,100.0,[ 0.007  0.444 -2.467 -2.168],2110689000000.0,6422734,4940.776594965653,174,19.966213,-243.30006,43025.82,497.23422,5653.3086,4999.6426,100,1.0,4940.7764,1,10.0,0.4189424,-26101718.0,100.0,24658514.0,1.0,True,0.055572007,1.0
-1,495.02,-257.48135,-6.425604e+18,231440140.0,1341.722826242447,,17500,10.0,5784416000000000.0,,100.0,[ 0.036  0.495 -2.462 -2.147],1.9788738e+25,6472236,4949.311635909999,175,9.979863,-257.48135,23143741000.0,496.42154,2302772700.0,4999.6226,100,1.0,4949.3115,1,10.0,0.4189424,-26185310.0,100.0,24742118.0,1.0,True,0.012479131,1.0
-1,484.13,-238.63054,-1.3037918e+22,39026.49,1351.500561952591,,17600,10.0,900163200000.0,,100.0,[ 0.104  0.55  -2.471 -2.236],8.162221e+31,6520649,4839.583972906756,176,309.76703,-238.63054,1368480.2,699.5154,158787.5,4999.5664,100,1.0,4839.584,1,10.0,0.4189424,-25354052.0,100.0,23910894.0,1.0,True,0.06808201,1.0
-1,441.47,-244.92741,-8.4992276e+17,69615.32,1360.4194700717926,,17700,10.0,1675664600000.0,,100.0,[ 0.113  0.455 -2.488 -2.316],3.4686854e+23,6564796,4411.857508202261,177,29.95662,-244.92741,6023295.0,1337.5004,599970.0,4999.521,100,1.0,4411.8574,1,10.0,0.4189424,-22696520.0,100.0,21253392.0,1.0,True,0.08252959,1.0
-1,495.33,-245.815,-5.030548e+20,42180.195,1370.8257365226746,,17800,10.0,906816650000.0,,100.0,[-1.785e-03  4.691e-01 -2.507e+00 -2.273e+00],1.2150731e+29,6614329,4952.09649275072,178,1769.6353,-245.815,1160563.8,338.90988,188102.12,4999.624,100,1.0,4952.0967,1,10.0,0.4189424,-26081312.0,100.0,24638120.0,1.0,True,0.13072787,1.0
-1,498.52,-241.77841,-1.5471016e+24,4021926000.0,1380.735592365265,,17900,10.0,1.005136e+17,,100.0,[ 0.044  0.507 -2.507 -2.253],1.1492691e+36,6664181,4984.250967479559,179,3509.0317,-241.77841,401488540000.0,148.26538,39946960000.0,4999.589,100,1.0,4984.2515,1,10.0,0.4189424,-26307914.0,100.0,24864740.0,1.0,True,0.12856373,1.0
-1,459.18,-255.26865,-8.13657e+16,24427.902,1390.1942887306213,,18000,10.0,584646500000.0,,100.0,[ 0.125  0.596 -2.497 -2.224],3.1787994e+21,6710099,4588.940943814933,180,9.980115,-255.26865,1008192.25,1063.6249,116104.42,4999.5815,100,1.0,4588.941,1,10.0,0.4189424,-23632842.0,100.0,22189676.0,1.0,True,0.020680998,1.0
-1,474.23,-245.53749,-4.6214505e+16,59291.156,1399.9186718463898,,18100,10.0,1481472300000.0,,100.0,[ 0.039  0.676 -2.489 -2.182],1.0254036e+21,6757522,4740.743284838687,181,,-245.53749,4155948.5,1017.94794,427298.9,4999.6406,100,1.0,4740.743,1,10.0,0.4189424,-24954068.0,100.0,23510866.0,1.0,True,0.11953507,1.0
-1,475.9,-242.9401,-848329100000000.0,528.99023,1409.9610183238983,,18200,10.0,12919032000.0,,100.0,[ 0.077  0.56  -2.482 -2.208],3.455434e+17,6805112,4757.432547011661,182,,-242.9401,14923.879,980.093,1751.7991,4999.58,100,1.0,4757.4326,1,10.0,0.4189424,-25036914.0,100.0,23593748.0,1.0,True,0.0021609508,1.0
-1,500.0,-254.98311,-1.1763881e+21,22880074.0,1420.0345695018768,,18300,10.0,571759070000000.0,,100.0,[ 0.01   0.526 -2.5   -2.306],6.644577e+29,6855112,4999.248014483171,183,4998.5186,-254.98311,2234157600.0,0.23300971,222296640.0,4999.6396,100,1.0,4999.248,1,10.0,0.4189424,-26435680.0,100.0,24992478.0,1.0,True,0.043946322,1.0
-1,481.28,-252.1261,-1.127523e+23,85175.2,1429.8115339279175,,18400,10.0,2128427100000.0,,100.0,[ 0.062  0.482 -2.51  -2.41 ],6.1044136e+33,6903240,4811.384642582926,184,9.984774,-252.1261,3150121.8,900.7007,391162.8,4999.5625,100,1.0,4811.385,1,10.0,0.4189424,-25403838.0,100.0,23960684.0,1.0,True,0.039072353,1.0
-1,441.69,-246.23137,-28496638000.0,100.12285,1438.867317199707,,18500,10.0,1559085700.0,,100.0,[ 0.132  0.367 -2.54  -2.202],348419500.0,6947409,4413.407847732095,185,369.72455,-246.23137,5094.046,1254.8124,528.07574,4999.583,100,1.0,4413.4077,1,10.0,0.4189424,-22495888.0,100.0,21052724.0,1.0,True,0.040836412,1.0
-1,478.75,-245.2886,-362370600000000.0,661.0628,1448.6803061962128,,18600,10.0,16279990000.0,,100.0,[ 0.091  0.413 -2.546 -2.194],6.3047405e+16,6995284,4785.898723520111,186,,-245.2886,26208.215,912.66693,3407.644,4999.542,100,1.0,4785.899,1,10.0,0.4189424,-25180932.0,100.0,23737788.0,1.0,True,0.017806385,1.0
-1,490.05,-249.71057,-21169385000.0,162.33232,1457.775498867035,,18700,10.0,4056913200.0,,100.0,[ 0.014  0.411 -2.549 -2.096],140606320.0,7044289,4899.596291851372,187,,-249.71057,15757.467,697.8063,1567.4281,4999.6025,100,1.0,4899.596,1,10.0,0.4189424,-25936158.0,100.0,24492978.0,1.0,True,0.12626575,1.0
-1,488.23,-250.4146,-1.6975849e+20,218055.72,1467.948353767395,,18800,10.0,5449782400000.0,,100.0,[ 0.045  0.412 -2.548 -2.094],1.3836948e+28,7093112,4881.199544160967,188,,-250.4146,6151098.0,685.3859,974531.2,4999.6084,100,1.0,4881.199,1,10.0,0.4189424,-25739046.0,100.0,24295862.0,1.0,True,0.08328864,1.0
-1,441.53,-256.0245,-48447340000.0,29.72612,1476.8395686149597,,18900,10.0,596866900.0,,100.0,[ 0.12   0.324 -2.545 -2.142],1099400400.0,7137265,4412.169972239944,189,,-256.0245,611.07654,1343.8029,87.883835,4999.591,100,1.0,4412.17,1,10.0,0.4189424,-22716222.0,100.0,21273052.0,1.0,True,0.009304603,1.0
-1,492.71,-244.02563,-255586900000000.0,114.88374,1486.2607638835907,,19000,10.0,2783028700.0,,100.0,[ 0.061  0.31  -2.554 -2.152],3.1365472e+16,7186536,4926.024423538792,190,949.36194,-244.02563,4641.2964,514.7303,490.31543,4999.589,100,1.0,4926.025,1,10.0,0.4189424,-25973836.0,100.0,24530664.0,1.0,True,0.31451038,1.0
-1,454.12,-259.18146,-20435466000.0,80.30735,1495.441190481186,,19100,10.0,1267645600.0,,100.0,[ 0.01   0.256 -2.551 -2.051],176409140.0,7231948,4538.476292610964,191,479.70276,-259.18146,2324.55,1087.9966,321.6793,4999.6133,100,1.0,4538.4766,1,10.0,0.4189424,-23224688.0,100.0,21781504.0,1.0,True,0.09682017,1.0
-1,497.81,-256.13657,-2402331200000000.0,780083.6,1505.539829492569,,19200,10.0,19496442000000.0,,100.0,[ 0.042  0.257 -2.55  -2.053],2.7262424e+18,7281729,4976.987439273087,192,3739.2224,-256.13657,57697684.0,156.2367,6063717.5,4999.6104,100,1.0,4976.9873,1,10.0,0.4189424,-26237998.0,100.0,24794812.0,1.0,True,0.047329158,1.0
-1,483.06,-248.35242,-779901200000.0,22840.83,1515.4777715206146,,19300,10.0,473137220000.0,,100.0,[ 0.086  0.294 -2.545 -2.031],45184594000.0,7330035,4828.885437748024,193,499.72913,-248.35242,1978226.2,753.7918,198582.88,4999.596,100,1.0,4828.8857,1,10.0,0.4189424,-25329514.0,100.0,23886338.0,1.0,True,0.024018213,1.0
-1,495.05,-249.54242,-492265300000.0,18.380707,1525.5370094776154,,19400,10.0,459018900.0,,100.0,[ 0.056  0.342 -2.551 -2.007],116132600000.0,7379540,4949.584044503351,194,39.92935,-249.54242,528.24585,493.43893,57.104042,4999.641,100,1.0,4949.584,1,10.0,0.4189424,-26185068.0,100.0,24741864.0,1.0,True,0.029559137,1.0
-1,494.66,-249.12958,-1.5362324e+21,6772.6094,1535.48424243927,,19500,10.0,169046380000.0,,100.0,[ 0.007  0.364 -2.554 -1.974],1.1331669e+30,7429006,4945.555662764142,195,2109.5464,-249.12958,342633.03,347.37674,36909.48,4999.6006,100,1.0,4945.556,1,10.0,0.4189424,-26022372.0,100.0,24579192.0,1.0,True,0.09922212,1.0
-1,475.71,-242.10297,-2.2190959e+17,6923233.5,1545.7858912944794,,19600,10.0,52465590000000.0,,100.0,[ 0.033  0.242 -2.564 -1.973],2.3633328e+22,7476577,4755.47653610185,196,459.79645,-242.10297,672414460.0,910.2618,66897660.0,4999.606,100,1.0,4755.477,1,10.0,0.4189424,-24886314.0,100.0,23443132.0,1.0,True,0.08515846,1.0
-1,468.29,-247.89043,-1490344000000.0,1723.8654,1555.1502902507782,,19700,10.0,25299442000.0,,100.0,[ 0.095  0.244 -2.568 -1.979],1030575550000.0,7523406,4680.713252414639,197,409.75842,-247.89043,146718.45,1009.37494,14682.98,4999.606,100,1.0,4680.713,1,10.0,0.4189424,-24371092.0,100.0,22927912.0,1.0,True,0.0198378,1.0
-1,491.17,-252.70767,-1052049000000000.0,48.70408,1565.2714364528656,,19800,10.0,1182313100.0,,100.0,[ 0.051  0.287 -2.577 -1.988],5.3143228e+17,7572523,4910.716184157283,198,,-252.70767,1277.2905,624.73456,166.29414,4999.6094,100,1.0,4910.7163,1,10.0,0.4189424,-25948610.0,100.0,24505426.0,1.0,True,0.119615346,1.0
-1,398.36,-252.96931,-54513020000.0,32.144726,1573.5794677734375,,19900,10.0,324237760.0,,100.0,[-0.003  0.274 -2.584 -2.015],1409859500.0,7612359,3978.979555510275,199,9.981347,-252.96931,374.5081,1414.6687,69.64595,4999.6665,100,1.0,3978.9795,1,10.0,0.4189424,-19276776.0,100.0,17833566.0,1.0,True,0.14897732,1.0
-1,496.54,-246.54678,-3.2957711e+22,47407384.0,1583.7992370128632,,20000,10.0,1184868600000000.0,,100.0,[ 0.027  0.279 -2.584 -2.018],5.2153872e+32,7662013,4964.577015118231,200,1529.6681,-246.54678,4732310500.0,345.2214,470850700.0,4999.622,100,1.0,4964.5767,1,10.0,0.4189424,-26209394.0,100.0,24766202.0,1.0,True,0.047397096,1.0
-1,474.05,-248.75146,-147137900000.0,777.13007,1593.4544517993927,,20100,10.0,19367354000.0,,100.0,[ 0.083  0.304 -2.581 -2.004],7838614000.0,7709418,4738.855209369054,201,19.966656,-248.75146,70749.49,1004.9699,7037.598,4999.607,100,1.0,4738.8555,1,10.0,0.4189424,-24909896.0,100.0,23466714.0,1.0,True,0.113671966,1.0
-1,487.09,-255.37926,-36471000000.0,45.436718,1602.6093986034393,,20200,10.0,1103479800.0,,100.0,[ 0.046  0.347 -2.588 -1.979],600590000.0,7758127,4869.89402631597,202,329.75632,-255.37926,3026.7927,740.0872,302.8622,4999.633,100,1.0,4869.8945,1,10.0,0.4189424,-25706796.0,100.0,24263598.0,1.0,True,0.200037,1.0
-1,471.86,-243.7794,-125849690000.0,30.004295,1611.7276735305786,,20300,10.0,578510000.0,,100.0,[-0.005  0.382 -2.595 -1.984],7534416000.0,7805313,4716.2971793514935,203,,-243.7794,436.63675,817.22345,65.5442,4999.695,100,1.0,4716.297,1,10.0,0.4189424,-24354546.0,100.0,22911314.0,1.0,True,0.18388386,1.0
-1,491.95,-241.34032,-350451760000.0,874.7749,1621.429191827774,,20400,10.0,21788960000.0,,100.0,[ 0.024  0.392 -2.594 -1.988],51865338000.0,7854508,4918.486598933994,204,349.74072,-241.34032,53738.027,518.54346,5457.079,4999.612,100,1.0,4918.4863,1,10.0,0.4189424,-25903584.0,100.0,24460398.0,1.0,True,0.15797208,1.0
-1,492.36,-244.87051,-2.6643623e+16,4881.723,1631.771895647049,,20500,10.0,121938970000.0,,100.0,[ 0.028  0.435 -2.586 -1.87 ],3.4085972e+20,7903744,4922.679506217978,205,839.54297,-244.87051,123289.44,538.21844,18649.113,4999.563,100,1.0,4922.679,1,10.0,0.4189424,-25965608.0,100.0,24522450.0,1.0,True,0.04361631,1.0
-1,500.0,-238.267,-1.261596e+19,4082.0142,1642.3331429958344,,20600,10.0,102021800000.0,,100.0,[ 0.04   0.557 -2.594 -1.845],7.6422006e+25,7953744,4999.259867581951,206,4998.4014,-238.267,356956.75,0.20259792,35514.11,4999.607,100,1.0,4999.26,1,10.0,0.4189424,-26435786.0,100.0,24992600.0,1.0,True,0.30226788,1.0
-1,468.6,-241.33205,-1.6322863e+21,5370.3105,1652.7153613567352,,20700,10.0,98332295000.0,,100.0,[-0.046  0.646 -2.606 -1.835],1.2793069e+30,8000604,4682.465277720223,207,19.963184,-241.33205,156687.03,746.39667,18247.293,4999.5947,100,1.0,4682.4653,1,10.0,0.4189424,-23925764.0,100.0,22482588.0,1.0,True,0.10322192,1.0
-1,496.59,-259.19858,-138820160000000.0,2074.2468,1663.4110434055328,,20800,10.0,51835515000.0,,100.0,[ 0.007  0.629 -2.609 -1.863],9245871000000000.0,8050263,4965.0312626378045,208,1579.3993,-259.19858,50429.855,340.26886,6948.092,4999.6377,100,1.0,4965.0312,1,10.0,0.4189424,-26210518.0,100.0,24767316.0,1.0,True,0.056340437,1.0
-1,494.05,-246.32014,-1.5443142e+17,108983.32,1673.1786465644836,,20900,10.0,2722971500000.0,,100.0,[ 0.024  0.69  -2.594 -1.756],1.1450906e+22,8099668,4939.475894403886,209,,-246.32014,7758886.0,505.72873,799355.5,4999.59,100,1.0,4939.4756,1,10.0,0.4189424,-26097356.0,100.0,24654182.0,1.0,True,0.15448701,1.0
-1,488.04,-258.08694,-7.796941e+23,9419.365,1683.37140417099,,21000,10.0,235320510000.0,,100.0,[ 0.021  0.58  -2.611 -1.813],2.9190503e+35,8148472,4879.350076488329,210,299.79794,-258.08694,322975.97,702.8383,44509.984,4999.563,100,1.0,4879.35,1,10.0,0.4189424,-25745196.0,100.0,24302036.0,1.0,True,0.10960788,1.0
-1,415.58,-244.88359,-1.28771e+16,2854.3438,1691.7861502170563,,21100,10.0,46571987000.0,,100.0,[-0.066  0.654 -2.639 -1.771],7.9622375e+19,8190030,4148.718852327782,211,9.981178,-244.88359,34012.344,929.7966,6516.3213,4999.537,100,1.0,4148.719,1,10.0,0.4189424,-19519530.0,100.0,18076390.0,1.0,True,0.03383495,1.0
-1,493.75,-244.03166,-50660680000.0,144.44562,1702.2132251262665,,21200,10.0,3182707200.0,,100.0,[-0.015  0.684 -2.637 -1.751],1082314900.0,8239405,4936.43239470932,212,559.5149,-244.03166,8250.557,461.84573,901.021,4999.6313,100,1.0,4936.4326,1,10.0,0.4189424,-26024864.0,100.0,24581664.0,1.0,True,0.09482878,1.0
-1,476.49,-243.02177,-2528962600000000.0,3292.7278,1712.3440911769867,,21300,10.0,82278630000.0,,100.0,[ 0.019  0.735 -2.634 -1.74 ],3.0708225e+18,8287054,4763.477607925317,213,,-243.02177,133458.28,995.78265,14684.213,4999.5483,100,1.0,4763.4775,1,10.0,0.4189424,-25125452.0,100.0,23682302.0,1.0,True,0.008926602,1.0
-1,473.64,-252.70842,-1.3005996e+17,170248.6,1721.45161652565,,21400,10.0,4252620800000.0,,100.0,[-0.003  0.844 -2.643 -1.683],8.122024e+21,8334418,4734.402258287816,214,9.983102,-252.70842,13463965.0,945.0791,1347922.1,4999.5273,100,1.0,4734.4023,1,10.0,0.4189424,-24750876.0,100.0,23307738.0,1.0,True,0.05605232,1.0
-1,491.51,-232.27124,-9488694000000000.0,6386.398,1731.7825841903687,,21500,10.0,159586630000.0,,100.0,[-0.019  0.75  -2.66  -1.762],4.323052e+19,8383569,4914.137873350486,215,439.77203,-232.27124,176630.92,597.19574,22208.125,4999.5654,100,1.0,4914.1377,1,10.0,0.4189424,-25948554.0,100.0,24505392.0,1.0,True,0.093890026,1.0
-1,478.1,-244.91711,-1.8710777e+18,67291.35,1741.1539463996887,,21600,10.0,1174534200000.0,,100.0,[-0.042  0.656 -2.67  -1.841],1.6809332e+24,8431379,4778.049538671615,216,2109.6655,-244.91711,2340971.8,522.9361,295471.56,4999.6367,100,1.0,4778.0493,1,10.0,0.4189424,-24546420.0,100.0,23103220.0,1.0,True,0.10470354,1.0
-1,495.02,-251.44405,-4495022800000000.0,16152.848,1751.665920972824,,21700,10.0,403721130000.0,,100.0,[ 0.007  0.59  -2.66  -1.934],9.69961e+18,8480881,4949.439478840762,217,9.979872,-251.44405,846318.6,496.4344,105952.7,4999.634,100,1.0,4949.4395,1,10.0,0.4189424,-26186598.0,100.0,24743398.0,1.0,True,0.02668409,1.0
