Penalization,InitialReturnStd,StdWReturnMean,Bound,LearnableVariance,MeanEntropy,ReturnMeanIW,ReturnStepMaxmin,EpisodesSoFar,MinBehavPdf,Inner Iteration,EmpiricalD2Arithmetic,EpRewMean,MinTargetPdf,MeanIW,VarianceInitializer,InitialReturnMax,MinIW,InitialReturnMean,EmpiricalD2Harmonic,EpLenMean,ReturnStepMax,Iteration,InitialBound,EpThisIter,TimeElapsed,InitialReturnMin,WReturnMean,MaxIW,ESSRenyiArithmetic,DivergenceHarmonic,StdIW,ESSRenyiHarmonic,MeanD2-0,Weights,TimestepsSoFar
True,406.91385,,-6.512609e+20,,0.4189424,57417388.0,10.0,1100,-74.4085,1,1.0,618.9357055863912,-74.4085,47.995884,-1,1939.3694,0.030364241,618.9357,1.0,62.92,10.0,11,-765811.25,100,10.959171533584595,9.984969,548660.25,1058.3457,100.0,8.99475e+30,123.077576,100.0,1.0,[-0.015  0.25  -0.579 -1.271],43099
True,437.46637,,-4527235600.0,,0.4189424,11296278.0,10.0,1200,-94.372665,1,1.0,647.0443679686152,-94.372665,17.201153,-1,2049.541,0.02553918,647.0444,1.0,65.73,10.0,12,-852566.9,100,12.230878591537476,19.965286,610043.25,200.02281,100.0,346729660.0,34.24182,100.0,1.0,[-0.127  0.22  -0.599 -1.314],49672
True,450.9036,,-1.5124272e+18,,0.4189424,7579386400.0,10.0,1300,-111.83353,1,1.0,714.1725732820181,-111.83353,24451.562,-1,2058.991,0.08042367,714.1726,1.0,72.45,10.0,13,-958121.9,100,13.445915699005127,,713356.5,1530317.6,100.0,3.8181447e+25,166859.14,100.0,1.0,[-0.071  0.248 -0.605 -1.319],56917
True,328.87524,,-190849370000000.0,,0.4189424,8992635.0,10.0,1400,-66.40689,1,1.0,596.7234962249379,-66.40689,25.431885,-1,1539.4143,0.16276547,596.72345,1.0,60.7,10.0,14,-601058.5,100,14.597838640213013,9.979519,464237.84,774.50903,100.0,1.9457209e+18,81.48866,100.0,1.0,[ 0.005  0.31  -0.646 -1.385],62987
True,373.47556,,-1.0760546e+18,,0.4189424,42567004000.0,9.999999,1500,-74.1629,1,1.0,678.3271641516825,-74.1629,105071.99,-1,1749.3513,0.03108911,678.3272,1.0,68.86,9.999999,15,-776294.75,100,15.97440218925476,19.96302,599611.7,7184123.0,100.0,3.709212e+25,721471.7,100.0,1.0,[-0.11   0.266 -0.665 -1.398],69873
True,549.2407,,-38038880000.0,,0.4189424,2458515.8,10.0,1600,-128.0224,1,1.0,654.8924520147156,-128.0224,1.8738856,-1,2749.1545,0.06632046,654.8925,1.0,66.52,10.0,16,-1166903.8,100,17.09852361679077,9.981032,730549.5,8.832079,100.0,7598431000.0,1.3366351,100.0,1.0,[-0.043  0.368 -0.687 -1.389],76525
True,423.36206,,-3344291600.0,,0.4189424,16772103.0,10.0,1700,-74.727455,1,1.0,667.00375877257,-74.727455,8.219351,-1,1699.3474,0.12004687,667.00385,1.0,67.73,10.0,17,-790856.2,100,18.304399490356445,19.966568,624129.44,442.82977,100.0,398321500.0,44.337044,100.0,1.0,[-0.103  0.371 -0.704 -1.4  ],83298
True,497.91263,,-2.2166093e+18,,0.4189424,148770130000.0,10.0,1800,-94.28264,1,1.0,792.7757186447736,-94.28264,35745.684,-1,2339.7217,0.012730116,792.77563,1.0,80.31,10.0,18,-1192470.5,100,19.598081827163696,,876410.4,2709738.5,100.0,4.9186136e+25,279155.56,100.0,1.0,[-0.162  0.362 -0.72  -1.396],91329
True,566.7052,,-1.46095745e+23,,0.4189424,5869364300000.0,10.0,1900,-123.09114,1,1.0,1238.269682398618,-123.09114,3710603.0,-1,3059.5444,0.07798974,1238.2697,1.0,124.87,10.0,19,-2394916.5,100,21.869725704193115,19.968975,1854466.5,139734770.0,100.0,7.3075086e+34,17718746.0,100.0,1.0,[-0.155  0.465 -0.968 -1.818],103816
True,737.93115,,-40788630000.0,,0.4189424,5243200.5,9.999999,2000,-151.08777,1,1.0,1030.2276087251066,-151.08777,2.6037228,-1,3639.451,0.09747017,1030.2277,1.0,104.07,9.999999,20,-2370650.5,100,24.192940711975098,229.82077,1605911.2,14.085333,100.0,2844097300.0,2.1307335,100.0,1.0,[-0.058  0.537 -0.984 -1.788],114223
True,814.83966,,-467502070000.0,,0.4189424,45770280.0,10.0,2100,-165.30875,1,1.0,1336.9695098690272,-165.30875,14.800404,-1,4368.329,0.089754686,1336.9695,1.0,134.75,10.0,21,-3553175.8,100,26.08888077735901,29.950397,2451451.0,266.88217,100.0,180028750000.0,41.378445,100.0,1.0,[-0.114  0.526 -0.998 -1.81 ],127698
True,690.0713,,-35977790000.0,,0.4189424,71522870.0,10.0,2200,-224.31256,1,1.0,1304.4591487335485,-224.31256,46.26163,-1,4828.714,0.04871545,1304.4592,1.0,131.49,10.0,22,-3523998.5,100,28.066370010375977,9.980338,2177812.0,964.05383,100.0,711436000.0,129.16713,100.0,1.0,[-0.17   0.503 -1.01  -1.815],140847
True,751.39954,,-2.5317334e+21,,0.4189424,3688100000000.0,10.0,2300,-141.63289,1,1.0,1316.4066028542045,-141.63289,659010.8,-1,3179.666,0.03940405,1316.4066,1.0,132.69,10.0,23,-2881248.5,100,29.819754600524902,,2297527.5,54741380.0,100.0,1.8811837e+31,5463918.5,100.0,1.0,[-0.126  0.546 -1.017 -1.809],154116
True,561.9056,,-2.1344495e+22,,0.4189424,2721453700000.0,10.0,2400,-139.24481,1,1.0,1119.5775787701905,-139.24481,5129702.5,-1,3338.9697,0.06473424,1119.5776,1.0,112.99,10.0,24,-2212867.0,100,31.558618307113647,39.93875,1569191.9,206032260.0,100.0,1.0996211e+33,26077012.0,100.0,1.0,[-0.202  0.46  -1.036 -1.856],165415
True,1068.1879,,-21873690000.0,,0.4189424,115212780.0,10.0,2500,-208.43465,1,1.0,1570.7137371464871,-208.43465,43.694984,-1,4999.011,0.26486045,1570.7136,1.0,158.12,10.0,25,-5050983.0,100,34.700878620147705,9.980426,3608167.0,2372.967,100.0,227426910.0,241.25235,100.0,1.0,[-0.094  0.517 -1.032 -1.83 ],181227
True,867.96875,,-35047854000000.0,,0.4189424,26332170.0,10.0,2600,-157.43158,1,1.0,1255.3829630160653,-157.43158,4.7794423,-1,3968.8179,0.023243045,1255.3829,1.0,126.59,10.0,26,-3238776.2,100,36.57585573196411,,2329356.2,95.24402,100.0,1485247100000000.0,12.200209,100.0,1.0,[-0.047  0.531 -1.069 -1.844],193886
True,1038.9908,,-11844314000000.0,,0.4189424,5682990000.0,10.0,2700,-219.54688,1,1.0,1634.8183177947512,-219.54688,931.88947,-1,4998.5625,0.006282183,1634.8182,1.0,164.53,10.0,27,-5194691.0,100,39.12572693824768,,3752133.0,26892.639,100.0,67350940000000.0,4005.0095,100.0,1.0,[-0.108  0.525 -1.082 -1.844],210339
True,1163.6858,,-6795739300000.0,,0.4189424,116010630.0,10.0,2800,-200.3287,1,1.0,1629.9140782723716,-200.3287,11.999555,-1,4848.627,0.0035020073,1629.9142,1.0,164.05,10.0,28,-5368099.5,100,42.68553113937378,,4010784.5,393.26642,100.0,25067136000000.0,43.34208,100.0,1.0,[-0.08   0.619 -1.146 -1.887],226744
True,1007.31976,,-7.864046e+22,,0.4189424,789865300000.0,10.0,2900,-205.86044,1,1.0,1747.7212000003335,-205.86044,123631.18,-1,4999.177,0.026472595,1747.7212,1.0,175.82,10.0,29,-5512136.0,100,44.93399500846863,19.962158,4069222.5,2568623.2,100.0,2.9704306e+33,412789.03,100.0,1.0,[-0.13   0.592 -1.158 -1.91 ],244326
True,1140.7908,,-12078498000000.0,,0.4189424,22777916.0,10.0,3000,-197.07335,1,1.0,1503.0224883272083,-197.07335,3.5652037,-1,4999.1855,0.27380225,1503.0225,1.0,151.35,10.0,30,-5003397.0,100,47.73764610290527,209.84042,3560480.0,92.87032,100.0,70072635000000.0,10.168634,100.0,1.0,[-0.064  0.694 -1.175 -1.889],259461
True,1006.56885,,-9.916689e+21,,0.4189424,1425092400000.0,10.0,3100,-207.90695,1,1.0,1517.6090324584102,-207.90695,248516.3,-1,4997.641,0.12028591,1517.609,1.0,152.81,10.0,31,-4758343.5,100,50.0778706073761,9.982098,3316318.0,17999532.0,100.0,4.7292733e+31,1826852.8,100.0,1.0,[-0.122  0.692 -1.196 -1.889],274742
True,697.6956,,-15993576000.0,,0.4189424,220880580.0,10.0,3200,-148.10593,1,1.0,1547.1761321889855,-148.10593,198.1538,-1,3758.5244,0.046733525,1547.1763,1.0,155.76,10.0,32,-3696133.8,100,52.45210838317871,269.82672,2880533.0,7250.1035,100.0,373993100.0,943.4343,100.0,1.0,[-0.193  0.595 -1.219 -1.919],290318
True,929.1859,,-140509070000.0,,0.4189424,198904320.0,10.0,3300,-222.22377,1,1.0,1800.0913354190945,-222.22377,71.61136,-1,4999.0776,0.17771716,1800.0914,1.0,181.06,10.0,33,-5546572.0,100,54.829904556274414,19.961685,4103715.2,2287.4988,100.0,9456707000.0,276.6193,100.0,1.0,[-0.143  0.631 -1.226 -1.91 ],308424
True,1292.0942,,-1.8391379e+16,,0.4189424,4846207500.0,10.0,3400,-211.6742,1,1.0,1880.6283517669349,-211.6742,359.46375,-1,4997.7495,0.09465097,1880.6283,1.0,189.12,10.0,34,-6648361.0,100,57.45757031440735,9.9828005,5206270.5,12327.1045,100.0,1.6264912e+20,1490.8829,100.0,1.0,[-0.085  0.62  -1.236 -1.93 ],327336
True,1245.7552,,-1015372640000.0,,0.4189424,1088381400.0,10.0,3500,-220.01721,1,1.0,2076.547386903645,-220.01721,143.82631,-1,4999.3247,0.13395058,2076.5474,1.0,208.7,10.0,35,-7306955.0,100,60.53173875808716,,5863954.5,5440.319,100.0,494077670000.0,583.3022,100.0,1.0,[-0.079  0.529 -1.309 -1.975],348206
True,1498.902,,-7.138069e+17,,0.4189424,22323102000.0,10.0,3600,-225.80028,1,1.0,2046.1421746453652,-225.80028,901.9596,-1,4998.6504,0.014622122,2046.1421,1.0,205.63,10.0,36,-7876016.0,100,63.93443417549133,39.925743,6433405.0,85718.65,100.0,2.448339e+23,8529.819,100.0,1.0,[-0.036  0.571 -1.32  -1.964],368769
True,1184.7628,,-8.3530503e+21,,0.4189424,15686387000000.0,10.0,3700,-218.03085,1,1.0,1989.932054987468,-218.03085,1250706.4,-1,4998.893,0.016470976,1989.932,1.0,200.01,10.0,37,-6806243.5,100,67.62735676765442,49.90625,5363492.0,122897544.0,100.0,3.352093e+31,12227363.0,100.0,1.0,[-0.092  0.558 -1.34  -1.975],388770
True,1327.8704,,-98225900000000.0,,0.4189424,658764350.0,10.0,3800,-221.352,1,1.0,2148.924951125035,-221.352,52.319424,-1,4998.942,0.061259698,2148.9248,1.0,215.9,10.0,38,-7823898.0,100,71.45383048057556,39.928757,6381118.0,3395.127,100.0,4635057000000000.0,340.74878,100.0,1.0,[-0.072  0.65  -1.369 -1.899],410360
True,1063.8926,,-182405300000000.0,,0.4189424,1903640600.0,10.0,3900,-225.53706,1,1.0,2173.109353581105,-225.53706,364.97113,-1,4998.617,0.12869719,2173.1094,1.0,218.36,10.0,39,-7296865.0,100,75.50042653083801,259.80173,5854272.0,6724.359,100.0,1.5987759e+16,955.31995,100.0,1.0,[-0.115  0.612 -1.385 -1.917],432196
True,1472.2526,,-224088080000.0,,0.4189424,449747520.0,10.0,4000,-244.99815,1,1.0,2441.9887924825052,-244.99815,30.75715,-1,4999.2617,0.02145567,2441.9888,1.0,245.21,10.0,40,-9573805.0,100,80.22082614898682,9.982121,8130837.0,753.6812,100.0,24020955000.0,96.45193,100.0,1.0,[-0.054  0.614 -1.39  -1.924],456717
True,1215.5437,,-7412371000000000.0,,0.4189424,8332076000.0,10.0,4100,-223.84662,1,1.0,2412.2329076167357,-223.84662,1223.2589,-1,4999.009,0.21378148,2412.233,1.0,242.27,10.0,41,-8739235.0,100,85.87175393104553,9.979391,7296413.5,24292.322,100.0,2.639362e+19,3841.3035,100.0,1.0,[-0.081  0.565 -1.412 -1.941],480944
True,1466.086,,-1.8450753e+18,,0.4189424,539886340.0,10.0,4200,-215.5268,1,1.0,2238.6554505027534,-215.5268,25.640024,-1,4999.074,0.24287164,2238.6553,1.0,224.89,10.0,42,-8603844.0,100,91.54740118980408,,7160986.5,2076.6033,100.0,1.635276e+24,206.27466,100.0,1.0,[-0.023  0.59  -1.419 -1.944],503433
True,1379.9076,,-11528604000000.0,,0.4189424,1164426100.0,10.0,4300,-233.91788,1,1.0,2645.433636141956,-233.91788,129.88573,-1,4999.1997,0.116383605,2645.4338,1.0,265.5,10.0,43,-10345396.0,100,98.38443875312805,,8902464.0,3459.08,100.0,63824154000000.0,412.35507,100.0,1.0,[-0.073  0.57  -1.45  -1.936],529983
True,1746.1681,,-3.918452e+17,,0.4189424,7696794600.0,10.0,4400,-228.23848,1,1.0,2668.046026013019,-228.23848,407.99997,-1,4999.4053,0.44014627,2668.046,1.0,267.68,10.0,44,-11610624.0,100,105.14700055122375,,10167572.0,36528.914,100.0,7.3735536e+22,3635.6685,100.0,1.0,[-0.024  0.555 -1.466 -1.966],556751
True,1293.4198,,-8.332132e+19,,0.4189424,324763600000.0,10.0,4500,-223.9367,1,1.0,2636.283608335168,-223.9367,38915.797,-1,4998.583,0.09691182,2636.2837,1.0,264.65,10.0,45,-10065502.0,100,112.09103894233704,19.964155,8622926.0,1072020.2,100.0,3.336152e+27,161055.48,100.0,1.0,[-0.076  0.573 -1.488 -1.949],583216
True,1110.3154,,-93274200000000.0,,0.4189424,826838660.0,10.0,4600,-230.1834,1,1.0,2215.346434275536,-230.1834,264.9161,-1,4999.448,0.060419567,2215.3464,1.0,222.55,10.0,46,-7583633.0,100,118.03574728965759,339.75986,6140560.0,2789.3696,100.0,4177805700000000.0,526.49976,100.0,1.0,[-0.093  0.452 -1.5   -1.969],605471
True,1592.8726,,-30242714000.0,,0.4189424,362086900.0,10.0,4700,-240.76477,1,1.0,2955.4019717214164,-240.76477,22.24142,-1,4999.423,0.012097404,2955.4019,1.0,296.44,10.0,47,-12714708.0,100,126.27986073493958,,11271644.0,437.17007,100.0,428766850.0,57.678276,100.0,1.0,[-0.032  0.466 -1.502 -1.971],635115
True,1780.4789,,-4.6768177e+17,,0.4189424,1093289600.0,10.0,4800,-245.45,1,1.0,3058.761012351615,-245.45,55.553993,-1,4999.414,0.03380708,3058.7612,1.0,306.63,10.0,48,-13969184.0,100,134.07462167739868,,12526124.0,1849.2815,100.0,1.0503782e+23,217.84906,100.0,1.0,[-0.003  0.419 -1.518 -1.995],665778
True,1345.914,,-5.867902e+16,,0.4189424,27219632000.0,10.0,4900,-239.01704,1,1.0,2839.7271823543797,-239.01704,3725.5068,-1,4999.3926,0.027795373,2839.7273,1.0,284.93,10.0,49,-11318580.0,100,141.99168968200684,49.91556,9875535.0,166086.45,100.0,1.653551e+21,17816.025,100.0,1.0,[-0.05   0.413 -1.634 -1.997],694271
True,1642.4412,,-1194731500000.0,,0.4189424,366088770.0,10.0,5000,-255.32181,1,1.0,3331.20961763036,-255.32181,24.7923,-1,4999.3833,0.020224746,3331.2097,1.0,333.85,10.0,50,-15237613.0,100,151.201642036438,,13794570.0,429.6771,100.0,685062000000.0,57.204353,100.0,1.0,[ 0.006  0.44  -1.639 -1.989],727656
True,1452.6046,,-4.2597148e+21,,0.4189424,361451750000.0,10.0,5100,-224.63852,1,1.0,3285.0447348020207,-224.63852,23864.283,-1,4999.4746,0.033396907,3285.0447,1.0,329.34,10.0,51,-14344675.0,100,159.9746904373169,19.969254,12901579.0,1327672.5,100.0,8.713343e+30,137005.52,100.0,1.0,[-0.031  0.392 -1.653 -1.989],760590
True,1672.707,,-2331263700000000.0,,0.4189424,244326720.0,10.0,5200,-239.67906,1,1.0,3359.017039903134,-239.67906,14.681119,-1,4999.499,0.013663257,3359.0168,1.0,336.65,10.0,52,-15524054.0,100,169.0195038318634,9.979822,14080944.0,165.70332,100.0,2.6097442e+18,29.379208,100.0,1.0,[ 0.025  0.415 -1.659 -1.977],794255
True,1403.5525,,-3.4762072e+19,,0.4189424,114949080000.0,10.0,5300,-255.33513,1,1.0,3436.097009124571,-255.33513,7337.7974,-1,4999.3467,0.08795691,3436.097,1.0,344.37,10.0,53,-15219745.0,100,178.95044994354248,389.68854,13776722.0,202786.64,100.0,5.8033604e+26,25954.945,100.0,1.0,[-0.034  0.431 -1.668 -1.97 ],828692
True,1732.9199,,-5115500000000000.0,,0.4189424,608009340.0,10.0,5400,-245.00461,1,1.0,3248.9596532704386,-245.00461,35.081627,-1,4999.44,0.011997402,3248.9597,1.0,325.64,10.0,54,-15001825.0,100,187.72236585617065,,13558750.0,1296.9695,100.0,1.2566428e+19,139.55724,100.0,1.0,[ 0.025  0.422 -1.671 -1.989],861256
True,1491.313,,-22848290000.0,,0.4189424,131135870.0,10.0,5500,-250.85156,1,1.0,3636.09745250971,-250.85156,16.359566,-1,4999.5894,0.08653647,3636.0974,1.0,364.32,10.0,55,-16888382.0,100,196.9331398010254,9.980418,15445218.0,325.22937,100.0,247794560.0,41.767315,100.0,1.0,[-0.028  0.392 -1.681 -2.001],897688
True,1560.2125,,-5.3705448e+19,,0.4189424,10198751000000.0,10.0,5600,-238.70374,1,1.0,3900.4001890987747,-238.70374,681109.1,-1,4999.376,0.11339825,3900.4,1.0,390.6,10.0,56,-19090430.0,100,207.54926943778992,9.980834,17647386.0,38713936.0,100.0,1.385143e+27,4750158.0,100.0,1.0,[ 0.003  0.393 -1.683 -2.004],936748
True,1585.19,,-14748576000.0,,0.4189424,53000964.0,10.0,5700,-230.53308,1,1.0,2504.361690188136,-230.53308,7.1730723,-1,4999.561,0.08312613,2504.3618,1.0,251.37,10.0,57,-10227794.0,100,214.3706760406494,309.78537,8784654.0,80.557976,100.0,103697160.0,10.331213,100.0,1.0,[ 0.06   0.378 -1.693 -2.024],961885
True,1682.8785,,-1.3564936e+24,,0.4189424,1.4744799e+16,10.0,5800,-237.783,1,1.0,3708.2224031029778,-237.783,932548030.0,-1,4999.4575,0.19164124,3708.2224,1.0,371.39,10.0,58,-18026082.0,100,224.4364471435547,,16582993.0,91801035000.0,100.0,8.836192e+35,9133295000.0,100.0,1.0,[ 1.332e-04  3.940e-01 -1.703e+00 -2.021e+00],999024
True,1738.9885,,-3.9052564e+17,,0.4189424,2354654500.0,10.0,5900,-232.95255,1,1.0,3248.553491396716,-232.95255,123.90022,-1,4999.3516,0.06291371,3248.5535,1.0,325.57,10.0,59,-15020204.0,100,233.54788398742676,39.93835,13577180.0,5156.7676,100.0,7.3242914e+22,559.57,100.0,1.0,[ 0.032  0.298 -1.721 -2.092],1031581
True,1445.606,,-58381590000.0,,0.4189424,70194190.0,10.0,6000,-251.31161,1,1.0,2934.838595669012,-251.31161,10.680284,-1,4999.434,0.15892467,2934.8384,1.0,294.38,10.0,60,-12146124.0,100,241.2329661846161,369.68747,10703055.0,100.53559,100.0,1632844000.0,15.898205,100.0,1.0,[-0.024  0.316 -1.741 -2.098],1061019
True,1702.8729,,-54372118000000.0,,0.4189424,15723164000.0,10.0,6100,-250.0583,1,1.0,3805.886590163836,-250.0583,1236.464,-1,4999.5107,0.09531621,3805.887,1.0,381.12,10.0,61,-18827668.0,100,251.28625965118408,19.963947,17384548.0,57827.816,100.0,1418771700000000.0,6152.212,100.0,1.0,[ 0.005  0.327 -1.742 -2.097],1099131
True,1772.0745,,-316018700000000.0,,0.4189424,951976640.0,10.0,6200,-227.97894,1,1.0,2802.3775162889865,-227.97894,60.837,-1,4999.3276,0.11679455,2802.3774,1.0,281.08,10.0,62,-12436575.0,100,258.88657903671265,49.920418,10993567.0,3468.9644,100.0,4.796206e+16,346.82513,100.0,1.0,[ 0.053  0.305 -1.755 -2.127],1127239
True,1390.4127,,-4.84662e+20,,0.4189424,1201836800000.0,10.0,6300,-251.14061,1,1.0,3994.483730283023,-251.14061,56084.477,-1,4999.539,0.074024215,3994.4834,1.0,400.07,10.0,63,-19332284.0,100,270.52339601516724,,17889146.0,3102892.8,100.0,1.1279227e+29,335015.4,100.0,1.0,[-0.006  0.322 -1.763 -2.125],1167246
True,1803.5345,,-2959725300000000.0,,0.4189424,820475400.0,10.0,6400,-245.92648,1,1.0,2924.2653859170327,-245.92648,63.712547,-1,4999.472,0.31831604,2924.2654,1.0,293.24,10.0,64,-13247155.0,100,278.94325399398804,,11804064.0,1791.4554,100.0,4.2065616e+18,196.26192,100.0,1.0,[ 0.045  0.288 -1.77  -2.134],1196570
True,1522.7571,,-68671853000.0,,0.4189424,186029700.0,10.0,6500,-247.93207,1,1.0,3254.095540945227,-247.93207,13.034398,-1,4999.506,0.07323999,3254.0957,1.0,326.2,10.0,65,-14351039.0,100,287.8505029678345,429.72626,12907926.0,177.77371,100.0,2252238600.0,29.167456,100.0,1.0,[-0.016  0.298 -1.781 -2.132],1229190
True,1499.7684,,-98426500000.0,,0.4189424,1173239300.0,10.0,6600,-251.03065,1,1.0,3930.540649446823,-251.03065,53.77562,-1,4999.421,0.068300515,3930.541,1.0,393.57,10.0,66,-19141522.0,100,298.7211682796478,9.980152,17698454.0,946.0495,100.0,4542038000.0,150.3505,100.0,1.0,[ 0.015  0.293 -1.782 -2.135],1268547
True,1364.0497,,-4073728700000000.0,,0.4189424,17863180000.0,10.0,6700,-253.11536,1,1.0,4151.803688354615,-253.11536,751.531,-1,4999.5303,0.009494057,4151.803,1.0,415.68,10.0,67,-20541238.0,100,309.9349548816681,349.73544,19098106.0,44942.3,100.0,7.968652e+18,4699.2114,100.0,1.0,[-4.696e-04  3.422e-01 -1.792e+00 -2.100e+00],1310115
True,1404.0273,,-6.879626e+23,,0.4189424,26873555000.0,10.0,6800,-239.78438,1,1.0,2970.8360953386355,-239.78438,3570.1895,-1,4999.5454,0.002856947,2970.8362,1.0,297.94,10.0,68,-12240294.0,100,318.5214743614197,459.67203,10797160.0,75935.56,100.0,2.2726303e+35,10637.429,100.0,1.0,[-0.042  0.371 -1.811 -2.07 ],1339909
True,1360.6016,,-9221595000000.0,,0.4189424,696926200.0,10.0,6900,-245.6278,1,1.0,4267.0563030119265,-245.6278,32.92405,-1,4999.4756,0.096201666,4267.0566,1.0,427.11,10.0,69,-21502106.0,100,330.22082781791687,359.7422,20059004.0,637.5168,100.0,40829104000000.0,87.463295,100.0,1.0,[ 0.017  0.391 -1.812 -2.067],1382620
True,1498.3749,,-462327300000000.0,,0.4189424,10006750000.0,10.0,7000,-257.16956,1,1.0,4055.0997545194577,-257.16956,669.0496,-1,4999.5386,0.017331375,4055.1,1.0,406.04,10.0,70,-20132098.0,100,340.3470649719238,,18688960.0,14211.377,100.0,1.026318e+17,2133.2007,100.0,1.0,[-0.017  0.439 -1.819 -2.047],1423224
True,1539.018,,-5697728300000000.0,,0.4189424,858013950.0,10.0,7100,-236.48784,1,1.0,3974.132842827644,-236.48784,37.909485,-1,4999.4897,0.32878023,3974.133,1.0,397.9,10.0,71,-19605418.0,100,351.7967219352722,19.961256,18162308.0,2580.119,100.0,1.558913e+19,255.97328,100.0,1.0,[ 0.017  0.486 -1.825 -2.027],1463014
True,1218.9788,,-3.3874113e+23,,0.4189424,271732400000.0,10.0,7200,-236.20624,1,1.0,3892.970939429153,-236.20624,16240.384,-1,4999.502,0.11295615,3892.971,1.0,390.05,10.0,72,-18084248.0,100,362.61421751976013,39.93267,16641131.0,659797.8,100.0,5.5099815e+34,68591.69,100.0,1.0,[-0.041  0.477 -1.845 -2.022],1502019
