StdIW,TimeElapsed,MaxIW,MinIW,VarianceInitializer,EpThisIter,ReturnMeanIW,EmpiricalD2Harmonic,ESSRenyiArithmetic,InitialReturnMin,EpRewMean,Iteration,InitialReturnStd,InitialBound,ReturnStepMax,Inner Iteration,MeanD2-0,EpisodesSoFar,MinBehavPdf,Bound,MeanIW,InitialReturnMean,Weights,StdWReturnMean,EpLenMean,TimestepsSoFar,WReturnMean,MeanEntropy,MinTargetPdf,InitialReturnMax,DivergenceHarmonic,LearnableVariance,EmpiricalD2Arithmetic,ESSRenyiHarmonic,Penalization,ReturnStepMaxmin
10772.588,2186.70694732666,107305.484,0.016605988,-1,100,43252363000.0,1.0,100.0,,4949.319006130704,219,497.4253,-26186346.0,10.0,1,1.0,21900,-242.34747,-17834145000000.0,1730.6832,4949.319,[ 0.112  1.053 -3.421 -1.894],,495.01,7903110,24743188.0,0.4189424,-242.34747,4999.5586,151981300000000.0,,1.0,100.0,True,10.0
17172.338,2200.604293346405,172097.53,0.08212259,-1,100,57036583000.0,1.0,100.0,,4899.571708643147,220,698.5144,-25936920.0,10.0,1,1.0,22000,-251.13597,-5405887400000.0,2282.1172,4899.572,[ 0.159  0.968 -3.419 -1.973],,490.04,7952114,24493724.0,0.4189424,-251.13597,4999.6255,13737012000000.0,,1.0,100.0,True,10.0
2310.4175,2214.2664835453033,16729.26,0.018369937,-1,100,15065187000.0,1.0,100.0,,4802.281275240938,221,965.7699,-25437804.0,10.0,1,1.0,22100,-247.68571,-694985750000.0,602.8002,4802.2817,[ 0.189  0.867 -3.429 -2.039],,480.33,8000147,23994616.0,0.4189424,-247.68571,4999.615,221968430000.0,,1.0,100.0,True,10.0
369.82986,2226.8811950683594,1970.7739,0.019178817,-1,100,4079699500.0,1.0,100.0,4998.7314,4999.279347380364,222,0.17082618,-26435996.0,10.0,1,1.0,22200,-256.19794,-333357120000.0,163.23564,4999.2793,[ 0.239  0.927 -3.423 -1.941],,500.0,8050147,24992794.0,0.4189424,-256.19794,4999.635,52058542000.0,,1.0,100.0,True,10.0
119157.53,2241.5479753017426,1190590.2,0.0014136872,-1,100,405194280000.0,1.0,100.0,,4910.267759547815,223,627.16095,-25947208.0,10.0,1,1.0,22300,-242.28825,-4670936000000000.0,16214.423,4910.2676,[ 0.32   1.005 -3.42  -1.887],,491.13,8099260,24504058.0,0.4189424,-242.28825,4999.547,1.0474447e+19,,1.0,100.0,True,10.0
561839.44,2254.283016204834,4299403.5,0.010330104,-1,100,2156605200000.0,1.0,100.0,199.83136,4857.008480060634,224,729.6344,-25566082.0,10.0,1,1.0,22400,-245.89139,-6038366500000000.0,86590.62,4857.0083,[ 0.32   0.891 -3.424 -1.939],,485.83,8147843,24122896.0,0.4189424,-245.89139,4999.6104,1.7494652e+19,,1.0,100.0,True,10.0
59.00739,2267.5894963741302,356.79694,0.07137329,-1,100,567348540.0,1.0,100.0,9.982982,4949.450430995544,225,496.4352,-26186696.0,10.0,1,1.0,22500,-248.79024,-15266576000.0,22.711477,4949.45,[ 0.109  0.906 -3.42  -1.806],,495.02,8197345,24743506.0,0.4189424,-248.79024,4999.6133,103744410.0,,1.0,100.0,True,10.0
18124.45,2282.0932528972626,152251.42,0.038788408,-1,100,89677040000.0,1.0,100.0,9.97952,4949.480727945371,226,496.4385,-26186988.0,10.0,1,1.0,22600,-249.56021,-3422400500000.0,3588.123,4949.4805,[ 0.132  0.705 -3.454 -1.664],,495.02,8246847,24743812.0,0.4189424,-249.56021,4999.588,5333139000000.0,,1.0,100.0,True,10.0
1083554800.0,2295.37074136734,9273052000.0,0.02878642,-1,100,3868987300000000.0,1.0,100.0,,4949.403749010569,227,497.43384,-26187236.0,10.0,1,1.0,22700,-249.13579,-3.5961696e+22,154791180.0,4949.4033,[ 0.138  0.639 -3.459 -1.77 ],,495.01,8296348,24744038.0,0.4189424,-249.13579,4999.6294,6.2094082e+32,,1.0,100.0,True,10.0
1095450.8,2309.8407044410706,9972037.0,0.045092944,-1,100,5247685000000.0,1.0,100.0,,4783.050101535651,228,953.2772,-25229452.0,10.0,1,1.0,22800,-256.09933,-3.1320116e+18,214133.58,4783.0503,[ 0.377  0.632 -3.458 -1.842],,478.44,8344192,23786304.0,0.4189424,-256.09933,4999.544,4.7102614e+24,,1.0,100.0,True,10.0
51068.605,2324.326723575592,513271.16,0.062074568,-1,100,128596470000.0,1.0,100.0,,4899.505478309394,229,699.21686,-25937264.0,10.0,1,1.0,22900,-258.32852,-163440850000.0,5145.108,4899.506,[ 0.162  0.727 -3.542 -1.847],,490.03,8393195,24494058.0,0.4189424,-258.32852,4999.6426,582949700.0,,1.0,100.0,True,10.0
202189.56,2337.619030714035,2005274.4,0.08630307,-1,100,747423330000.0,1.0,100.0,,4949.323324916534,230,497.42572,-26186426.0,10.0,1,1.0,23000,-260.11703,-790293500000000.0,29907.053,4949.323,[ 0.268  0.772 -3.503 -1.874],,495.01,8442696,24743234.0,0.4189424,-260.11703,4999.619,2.9931507e+17,,1.0,100.0,True,10.0
378515.8,2351.696846008301,3784149.5,0.031865604,-1,100,1136021100000.0,1.0,100.0,,4949.34852757552,231,497.42828,-26186678.0,10.0,1,1.0,23100,-253.4689,-1.9118609e+16,45461.78,4949.3486,[ 0.263  0.678 -3.508 -1.956],,495.01,8492197,24743486.0,0.4189424,-253.4689,4999.621,1.754825e+20,,1.0,100.0,True,10.0
3.3986847,2365.000547170639,19.988312,0.119743176,-1,100,101984936.0,1.0,100.0,,4899.544274536027,232,699.9349,-25938670.0,10.0,1,1.0,23200,-245.0877,-1428628700000.0,4.101149,4899.5444,[ 0.015  0.654 -3.535 -1.955],,490.02,8541199,24495442.0,0.4189424,-245.0877,4999.683,979778900000.0,,1.0,100.0,True,10.0
119.91726,2377.2657091617584,663.19586,0.20097318,-1,100,655803140.0,1.0,100.0,,4658.18057226672,233,857.10815,-23876508.0,10.0,1,1.0,23300,-254.91959,-21643559000.0,46.15901,4658.1807,[-0.036  0.62  -3.542 -1.962],,466.09,8587808,22433280.0,0.4189424,-254.91959,4999.6846,211486600.0,,1.0,100.0,True,10.0
22285.287,2390.046780347824,223078.06,0.13858272,-1,100,67369270000.0,1.0,100.0,4999.309,4999.52954551614,234,0.07710005,-26438524.0,10.0,1,1.0,23400,-247.47813,-4418985800000000.0,2695.2678,4999.5293,[-0.005  0.618 -3.541 -1.965],,500.0,8637808,24995296.0,0.4189424,-247.47813,4999.6826,9.375264e+18,,1.0,100.0,True,10.0
13703.749,2403.668731212616,96537.97,0.20355952,-1,100,65526950000.0,1.0,100.0,9.979729,4899.911705905141,235,697.13696,-25938358.0,10.0,1,1.0,23500,-244.34512,-62123100000000.0,2621.549,4899.912,[ 0.047  0.647 -3.538 -1.945],,490.06,8686814,24495132.0,0.4189424,-244.34512,4999.6797,1849022100000000.0,,1.0,100.0,True,10.0
1929.2748,2416.7043013572693,15328.692,0.011167802,-1,100,10823773000.0,1.0,100.0,,4949.461699562397,236,497.43964,-26187828.0,10.0,1,1.0,23600,-243.83904,-3415328000000.0,433.07074,4949.4614,[ 0.065  0.735 -3.533 -1.859],,495.01,8736315,24744616.0,0.4189424,-243.83904,4999.6533,5565054500000.0,,1.0,100.0,True,10.0
167427.1,2430.031301498413,1664309.0,0.11915265,-1,100,519106850000.0,1.0,100.0,,4949.5223918450865,237,497.4457,-26188450.0,10.0,1,1.0,23700,-243.35803,-1.6629143e+21,20769.793,4949.522,[ 3.216e-03  6.803e-01 -3.527e+00 -1.953e+00],,495.01,8785816,24745222.0,0.4189424,-243.35803,4999.6836,1.3276723e+30,,1.0,100.0,True,10.0
30.198627,2442.4535496234894,186.66948,0.17538825,-1,100,239067950.0,1.0,100.0,9.980468,4355.511058509967,238,976.72003,-21367686.0,10.0,1,1.0,23800,-246.30524,-44552650000.0,16.775108,4355.5107,[-0.049  0.58  -3.508 -2.004],,436.04,8829420,19924458.0,0.4189424,-246.30524,4999.6895,942807300.0,,1.0,100.0,True,10.0
45097.36,2454.066029071808,386327.56,0.12053879,-1,100,158102160000.0,1.0,100.0,,4798.167146195325,239,783.4639,-25079472.0,10.0,1,1.0,23900,-245.9516,-2.0535115e+17,9923.548,4798.167,[-0.018  0.585 -3.508 -2.   ],,479.96,8877416,23636222.0,0.4189424,-245.9516,4999.7246,2.0245597e+22,,1.0,100.0,True,10.0
6.7459,2466.9432287216187,50.166336,0.16421486,-1,100,108987250.0,1.0,100.0,9.980165,4949.63490689425,240,496.454,-26188576.0,10.0,1,1.0,24000,-248.2185,-17898256000.0,4.372286,4949.635,[ 0.028  0.592 -3.511 -2.042],,495.02,8926918,24745350.0,0.4189424,-248.2185,4999.681,151938660.0,,1.0,100.0,True,10.0
18285.357,2481.065710544586,170284.7,0.2760255,-1,100,63307590000.0,1.0,100.0,4549.59,4991.550519944791,241,56.435944,-26361988.0,10.0,1,1.0,24100,-245.98413,-4.10375e+22,2532.8206,4991.551,[-0.011  0.565 -3.516 -2.082],,499.22,8976840,24918762.0,0.4189424,-245.98413,4999.6797,8.085638e+32,,1.0,100.0,True,10.0
5333.344,2491.543297290802,26447.645,0.055488966,-1,100,34426986000.0,1.0,100.0,1569.7704,3840.954255253441,242,1061.2963,-17322510.0,10.0,1,1.0,24200,-246.33322,-1.7738203e+19,3076.0068,3840.9543,[-0.063  0.541 -3.516 -2.108],,384.8,9015320,15879279.0,0.4189424,-246.33322,4999.701,1.5106515e+26,,1.0,100.0,True,10.0
42.176765,2504.9441468715668,286.91318,0.082057446,-1,100,444912700.0,1.0,100.0,,4942.658301927745,243,499.7116,-26122820.0,10.0,1,1.0,24300,-266.0402,-1.3431412e+16,17.811514,4942.658,[-1.158e-03  5.382e-01 -3.516e+00 -2.118e+00],,494.34,9064754,24679582.0,0.4189424,-266.0402,4999.7,8.6614125e+19,,1.0,100.0,True,10.0
25.68324,2517.2864487171173,181.27998,0.029527584,-1,100,158447550.0,1.0,100.0,1749.7441,4279.816514070654,244,976.96533,-20714506.0,10.0,1,1.0,24400,-256.17325,-18161682000.0,12.568982,4279.8164,[-0.045  0.504 -3.52  -2.147],,428.51,9107605,19271290.0,0.4189424,-256.17325,4999.673,155616620.0,,1.0,100.0,True,10.0
245.73065,2530.1802096366882,2004.499,0.18586981,-1,100,901538800.0,1.0,100.0,1809.8295,4853.470923503482,245,530.65234,-25281006.0,10.0,1,1.0,24500,-252.8231,-48986470000.0,65.53079,4853.4707,[-0.014  0.508 -3.52  -2.147],,485.49,9156154,23837772.0,0.4189424,-252.8231,4999.6963,1110106900.0,,1.0,100.0,True,10.0
80.47535,2543.9079263210297,688.185,0.047472373,-1,100,630269760.0,1.0,100.0,,4899.537213059407,246,699.9339,-25938590.0,10.0,1,1.0,24600,-257.64352,-1.1167382e+19,25.237017,4899.5376,[ 0.016  0.502 -3.52  -2.153],,490.02,9205156,24495372.0,0.4189424,-257.64352,4999.667,5.9876955e+25,,1.0,100.0,True,10.0
101345.61,2556.3637478351593,545391.44,0.03508628,-1,100,467695760000.0,1.0,100.0,1599.8021,4068.939266278926,247,1002.36847,-19004228.0,10.0,1,1.0,24700,-245.9785,-8.616806e+21,37364.066,4068.9395,[-0.043  0.503 -3.518 -2.172],,407.57,9245913,17561008.0,0.4189424,-245.9785,4999.681,3.5648776e+31,,1.0,100.0,True,10.0
2620.8516,2570.840423107147,17380.82,0.0048087854,-1,100,19375830000.0,1.0,100.0,4999.3516,4999.545318193144,248,0.086143814,-26438688.0,10.0,1,1.0,24800,-254.06871,-393765500000.0,775.181,4999.5454,[ 0.017  0.514 -3.519 -2.185],,500.0,9295913,24995452.0,0.4189424,-254.06871,4999.6987,67296666000.0,,1.0,100.0,True,10.0
3186.3894,2584.2785634994507,23252.518,0.15762536,-1,100,24333593000.0,1.0,100.0,,4949.549498177384,249,497.44843,-26188718.0,10.0,1,1.0,24900,-245.0183,-5497314000000000.0,973.5374,4949.5493,[ 0.006  0.587 -3.524 -2.084],,495.01,9345414,24745496.0,0.4189424,-245.0183,4999.673,1.4509489e+19,,1.0,100.0,True,10.0
55.008068,2597.700630903244,334.54608,0.16341998,-1,100,346496830.0,1.0,100.0,3099.7173,4934.951829324473,250,254.17209,-25861594.0,10.0,1,1.0,25000,-252.50984,-70208980000.0,18.053194,4934.9517,[-0.037  0.692 -3.522 -2.033],,493.66,9394780,24418352.0,0.4189424,-252.50984,4999.707,2343317500.0,,1.0,100.0,True,10.0
3145.4307,2610.9998099803925,31603.494,0.08577792,-1,100,8568449500.0,1.0,100.0,,4899.539650464438,251,699.93427,-25938630.0,10.0,1,1.0,25100,-249.51268,-55631426000.0,342.8339,4899.5396,[-0.007  0.689 -3.523 -2.037],,490.02,9443782,24495394.0,0.4189424,-249.51268,4999.6973,1063421000.0,,1.0,100.0,True,10.0
2.0180469,2625.4707415103912,10.358413,0.05098329,-1,100,66221464.0,1.0,100.0,4999.282,4999.514476791665,252,0.085847855,-26438384.0,10.0,1,1.0,25200,-257.23798,-799042200000.0,2.6494138,4999.514,[ 0.034  0.71  -3.521 -1.995],,500.0,9493782,24995146.0,0.4189424,-257.23798,4999.7,306487560000.0,,1.0,100.0,True,10.0
18895810.0,2639.3068764209747,186455140.0,0.10294509,-1,100,34460265000000.0,1.0,100.0,3329.652,4971.0419927243065,253,186.42572,-26189240.0,10.0,1,1.0,25300,-248.2662,-9.274908e+23,2535736.2,4971.042,[-0.028  0.705 -3.529 -1.99 ],,497.18,9543500,24746012.0,0.4189424,-248.2662,4999.6807,4.1302037e+35,,1.0,100.0,True,10.0
567.3435,2652.838475704193,4694.2876,0.14296,-1,100,3963152400.0,1.0,100.0,,4949.490356969622,254,497.44254,-26188118.0,10.0,1,1.0,25400,-245.11859,-12322105000000.0,158.57275,4949.49,[ 0.032  0.711 -3.53  -1.975],,495.01,9593001,24744904.0,0.4189424,-245.11859,4999.658,72853480000000.0,,1.0,100.0,True,10.0
447.09268,2666.443215370178,4491.2285,0.32236204,-1,100,783839700.0,1.0,100.0,9.980829,4936.121294589736,255,512.9889,-26071672.0,10.0,1,1.0,25500,-259.1552,-15439569000.0,52.348526,4936.121,[-0.024  0.752 -3.501 -1.875],,493.68,9642369,24628450.0,0.4189424,-259.1552,4999.672,103126460.0,,1.0,100.0,True,10.0
1170387.0,2680.998419523239,11558943.0,0.06100598,-1,100,3993556200000.0,1.0,100.0,9.980117,4949.588418452921,256,496.44934,-26188106.0,10.0,1,1.0,25600,-267.39505,-4.930332e+21,159773.19,4949.5884,[ 0.005  0.746 -3.502 -1.885],,495.02,9691871,24744886.0,0.4189424,-267.39505,4999.668,1.1671024e+31,,1.0,100.0,True,10.0
28204.791,2695.116383075714,282686.4,0.011439269,-1,100,89051275000.0,1.0,100.0,4998.839,4999.425859119367,257,0.11153678,-26437478.0,10.0,1,1.0,25700,-246.66681,-29628322000000.0,3562.9912,4999.426,[ 0.091  0.786 -3.506 -1.803],,500.0,9741871,24994260.0,0.4189424,-246.66681,4999.6606,418946600000000.0,,1.0,100.0,True,10.0
13495.824,2707.5648040771484,123534.25,0.47466418,-1,100,84498380000.0,1.0,100.0,,4949.454641151427,258,497.43887,-26187742.0,10.0,1,1.0,25800,-249.71764,-1.2455296e+20,3380.8662,4949.4546,[ 0.118  0.68  -3.521 -1.861],,495.01,9791372,24744544.0,0.4189424,-249.71764,4999.631,7.4486506e+27,,1.0,100.0,True,10.0
441685.66,2720.8515188694,3011284.2,0.13809723,-1,100,2510318500000.0,1.0,100.0,2799.7354,4748.537923954805,259,460.84952,-24204202.0,10.0,1,1.0,25900,-243.64435,-4.717037e+22,147107.16,4748.5376,[-0.046  0.626 -3.542 -1.681],,475.25,9838897,22760996.0,0.4189424,-243.64435,4999.646,1.0683235e+33,,1.0,100.0,True,10.0
7.539592,2735.939210653305,62.21619,0.03474001,-1,100,137585700.0,1.0,100.0,4999.2036,4999.487100900927,260,0.09821418,-26438088.0,10.0,1,1.0,26000,-249.15417,-1.1901257e+19,5.504675,4999.4873,[ 0.015  0.636 -3.542 -1.678],,500.0,9888897,24994870.0,0.4189424,-249.15417,4999.663,6.8005495e+25,,1.0,100.0,True,10.0
266489.7,2749.043252468109,2161677.8,0.091232136,-1,100,1320577100000.0,1.0,100.0,9.981323,4730.647316687856,261,775.7635,-24424074.0,10.0,1,1.0,26100,-233.48714,-7.6465386e+23,74302.48,4730.6475,[-0.046  0.645 -3.544 -1.687],,473.36,9936233,22980834.0,0.4189424,-233.48714,4999.704,2.8072024e+35,,1.0,100.0,True,10.0
22864878.0,2763.354531764984,229827180.0,0.20570147,-1,100,58513376000000.0,1.0,100.0,,4949.484394297231,262,497.4419,-26188060.0,10.0,1,1.0,26200,-252.1466,-3.676592e+18,2341021.5,4949.484,[ 0.015  0.658 -3.545 -1.682],,495.01,9985734,24744844.0,0.4189424,-252.1466,4999.66,6.489875e+24,,1.0,100.0,True,10.0
16.169155,2776.939566373825,140.21063,0.019126793,-1,100,255160540.0,1.0,100.0,,4949.412317365148,263,497.4347,-26187338.0,10.0,1,1.0,26300,-241.84694,-4.782591e+17,10.219723,4949.412,[ 0.085  0.713 -3.543 -1.594],,495.01,10035235,24744124.0,0.4189424,-241.84694,4999.655,1.0982157e+23,,1.0,100.0,True,10.0
83997.54,2791.670875787735,844667.2,0.06285614,-1,100,238378830000.0,1.0,100.0,,4834.092766737538,264,740.07385,-25359376.0,10.0,1,1.0,26400,-254.29942,-9361033000000.0,9697.131,4834.093,[-0.036  0.7   -3.549 -1.621],,483.57,10083592,23916160.0,0.4189424,-254.29942,4999.662,39957750000000.0,,1.0,100.0,True,10.0
46238.492,2805.8730235099792,335022.97,0.05891108,-1,100,233814790000.0,1.0,100.0,9.980055,4949.513360601402,265,496.4418,-26187356.0,10.0,1,1.0,26500,-246.98993,-1.3436131e+22,9355.588,4949.5137,[-0.02   0.81  -3.567 -1.567],,495.02,10133094,24744134.0,0.4189424,-246.98993,4999.67,8.66771e+31,,1.0,100.0,True,10.0
16833.94,2819.139573574066,102630.93,0.041907005,-1,100,83686160000.0,1.0,100.0,2429.6934,4348.440141189207,266,785.9175,-20969788.0,10.0,1,1.0,26600,-239.8291,-5.3394505e+16,6744.698,4348.44,[-0.074  0.702 -3.585 -1.595],,435.44,10176638,19526598.0,0.4189424,-239.8291,4999.623,1.3688757e+21,,1.0,100.0,True,10.0
12.80347,2832.4361715316772,75.1456,0.10860235,-1,100,196103460.0,1.0,100.0,,4850.364303863813,267,820.32587,-25642148.0,10.0,1,1.0,26700,-250.31915,-7211907500000.0,7.8736587,4850.3647,[-0.018  0.729 -3.586 -1.586],,485.13,10225151,24198968.0,0.4189424,-250.31915,4999.599,24972223000000.0,,1.0,100.0,True,10.0
202509.61,2846.061502933502,1673578.8,0.10849303,-1,100,958799400000.0,1.0,100.0,,4702.250349139979,268,910.4854,-24383352.0,10.0,1,1.0,26800,-255.25285,-1.0742476e+20,52170.484,4702.2505,[-0.059  0.759 -3.585 -1.549],,470.51,10272202,22940140.0,0.4189424,-255.25285,4999.6553,5.5407656e+27,,1.0,100.0,True,10.0
15144.674,2859.3664972782135,136464.81,0.013694774,-1,100,87139800000.0,1.0,100.0,4998.9663,4999.394148118325,269,0.10803726,-26437140.0,10.0,1,1.0,26900,-260.36523,-68479823000000.0,3486.4998,4999.3936,[-1.626e-03  7.790e-01 -3.579e+00 -1.534e+00],,500.0,10322202,24993940.0,0.4189424,-260.36523,4999.632,2245890000000000.0,,1.0,100.0,True,10.0
7137337.5,2871.4010553359985,70086904.0,0.02880839,-1,100,21774123000000.0,1.0,100.0,,4847.18777272616,270,852.1911,-25664662.0,10.0,1,1.0,27000,-257.68594,-1.4578572e+23,936798.94,4847.188,[-0.029  0.714 -3.577 -1.638],,484.81,10370683,24221456.0,0.4189424,-257.68594,4999.645,1.0204567e+34,,1.0,100.0,True,10.0
4129.564,2884.948289871216,41443.242,0.353959,-1,100,12608579000.0,1.0,100.0,9.980457,4949.584327037691,271,496.44888,-26188066.0,10.0,1,1.0,27100,-246.62799,-1.7365006e+18,504.54355,4949.5845,[ 0.032  0.616 -3.578 -1.685],,495.02,10420185,24744848.0,0.4189424,-246.62799,4999.663,1.4477986e+24,,1.0,100.0,True,10.0
26880.691,2895.3643567562103,262129.25,0.0149787,-1,100,83559465000.0,1.0,100.0,1389.7957,3874.3374265866487,272,954.30225,-17364404.0,10.0,1,1.0,27200,-236.28938,-121930716000000.0,4147.0933,3874.3374,[-0.056  0.528 -3.576 -1.672],,388.2,10459005,15921183.0,0.4189424,-236.28938,4999.6807,7128251000000000.0,,1.0,100.0,True,10.0
1845.3556,2903.10121011734,15893.174,0.11833007,-1,100,2274423600.0,1.0,100.0,,2581.4629052844525,273,922.9048,-8958873.0,10.0,1,1.0,27300,-231.98128,-13876746000000.0,484.52237,2581.4631,[-0.103  0.512 -3.574 -1.71 ],,259.15,10484920,7515704.5,0.4189424,-231.98128,4999.609,92429380000000.0,,1.0,100.0,True,10.0
17609.357,2916.035139799118,129652.555,0.02875218,-1,100,87602170000.0,1.0,100.0,9.979418,4278.399418816892,274,965.8699,-20680836.0,10.0,1,1.0,27400,-241.20935,-1.2349113e+18,5966.774,4278.4,[-0.045  0.534 -3.576 -1.703],,428.39,10527759,19237606.0,0.4189424,-241.20935,4999.694,7.32182e+23,,1.0,100.0,True,10.0
3664.6724,2929.4470262527466,36841.266,0.19084169,-1,100,9529174000.0,1.0,100.0,9.979923,4949.314589456687,275,496.43076,-26185380.0,10.0,1,1.0,27500,-258.49472,-29584732000.0,385.64816,4949.3145,[ 0.008  0.523 -3.576 -1.733],,495.0,10577259,24742158.0,0.4189424,-258.49472,4999.668,193119470.0,,1.0,100.0,True,10.0
6.0159793,2942.409400701523,44.034485,0.16447566,-1,100,115860080.0,1.0,100.0,4999.2017,4999.488892624469,276,0.10682442,-26438116.0,10.0,1,1.0,27600,-259.0989,-58016450000.0,4.635479,4999.4893,[ 0.038  0.542 -3.525 -1.737],,500.0,10627259,24994888.0,0.4189424,-259.0989,4999.6816,1609599700.0,,1.0,100.0,True,10.0
1057528.0,2955.2110073566437,10238781.0,0.113315225,-1,100,2354475400000.0,1.0,100.0,3069.6116,4890.43719685313,277,402.86923,-25521906.0,10.0,1,1.0,27700,-252.65327,-7.4302434e+20,152918.73,4890.437,[-0.018  0.523 -3.524 -1.758],,489.17,10676176,24078680.0,0.4189424,-252.65327,4999.6787,2.65069e+29,,1.0,100.0,True,10.0
1448.9586,2969.395453929901,8746.028,0.007629737,-1,100,14480939000.0,1.0,100.0,9.979875,4949.617070414179,278,496.4522,-26188390.0,10.0,1,1.0,27800,-247.02951,-4.135772e+17,579.36975,4949.6177,[ 0.037  0.504 -3.522 -1.782],,495.02,10725678,24745176.0,0.4189424,-247.02951,4999.658,8.212459e+22,,1.0,100.0,True,10.0
126866.62,2982.811749458313,1270940.0,0.042087723,-1,100,366234000000.0,1.0,100.0,,4855.522433152081,279,585.9522,-25362660.0,10.0,1,1.0,27900,-240.1904,-3.6472056e+19,14659.338,4855.5225,[-0.025  0.597 -3.523 -1.725],,485.72,10774250,23919436.0,0.4189424,-240.1904,4999.674,6.386679e+26,,1.0,100.0,True,10.0
13398.881,2993.0465364456177,116232.21,0.026148813,-1,100,50081354000.0,1.0,100.0,9.98018,3952.6133194615304,280,1026.8997,-18120894.0,10.0,1,1.0,28000,-241.18939,-5.189575e+19,4270.323,3952.613,[-0.076  0.625 -3.523 -1.703],,396.01,10813851,16677675.0,0.4189424,-241.18939,4999.677,1.2930552e+27,,1.0,100.0,True,10.0
144.23456,3008.4707131385803,1129.0985,0.3723863,-1,100,588748860.0,1.0,100.0,,4935.40063714591,281,504.13733,-26055584.0,10.0,1,1.0,28100,-249.5855,-23512582000.0,28.425823,4935.4004,[-0.018  0.645 -3.523 -1.694],,493.63,10863214,24612334.0,0.4189424,-249.5855,4999.7188,252297740.0,,1.0,100.0,True,10.0
2664.201,3022.9462049007416,15601.478,0.01934576,-1,100,24655124000.0,1.0,100.0,9.979175,4949.585661065117,282,496.44916,-26188076.0,10.0,1,1.0,28200,-250.1527,-4293410400000.0,986.4274,4949.5854,[ 0.012  0.647 -3.522 -1.703],,495.02,10912716,24744860.0,0.4189424,-250.1527,4999.658,8749083300000.0,,1.0,100.0,True,10.0
81257.59,3037.496339559555,788711.2,0.03645391,-1,100,265008860000.0,1.0,100.0,,4849.549539266315,283,852.27203,-25687724.0,10.0,1,1.0,28300,-245.5833,-4935551000000000.0,10603.354,4849.55,[ 0.03   0.724 -3.528 -1.606],,485.04,10961220,24244498.0,0.4189424,-245.5833,4999.6777,1.1694394e+19,,1.0,100.0,True,10.0
1605.5516,3050.7862010002136,9948.123,0.3430479,-1,100,15511477000.0,1.0,100.0,,4899.450102654059,284,699.92145,-25937700.0,10.0,1,1.0,28400,-246.65015,-3703795600000.0,620.6128,4899.45,[ 0.09   0.631 -3.537 -1.663],,490.02,11010222,24494500.0,0.4189424,-246.65015,4999.6353,6531556300000.0,,1.0,100.0,True,10.0
4220043.5,3063.9841775894165,42417852.0,0.022635438,-1,100,10798812000000.0,1.0,100.0,399.79782,4953.36379498348,285,457.6506,-26188434.0,10.0,1,1.0,28500,-239.31859,-1.5452403e+16,432062.75,4953.364,[ 0.134  0.715 -3.543 -1.582],,495.41,11059763,24745256.0,0.4189424,-239.31859,4999.5938,1.144899e+20,,1.0,100.0,True,10.0
1091.1755,3077.1013894081116,6842.561,0.011326719,-1,100,6352613000.0,1.0,100.0,1099.5969,4898.052633607431,286,573.6227,-25763126.0,10.0,1,1.0,28600,-260.72403,-1541278300000.0,319.3225,4898.0527,[ 0.262  0.895 -3.529 -1.698],,489.92,11108755,24319962.0,0.4189424,-260.72403,4999.5684,1131268900000.0,,1.0,100.0,True,10.0
999.4781,3090.792241334915,9087.495,0.13628855,-1,100,5752433000.0,1.0,100.0,9.9802685,4899.564728244839,287,698.512,-25936826.0,10.0,1,1.0,28700,-248.41785,-1.8674138e+16,230.20131,4899.5645,[ 0.184  0.813 -3.543 -1.749],,490.04,11157759,24493652.0,0.4189424,-248.41785,4999.589,1.674422e+20,,1.0,100.0,True,10.0
22782690.0,3104.6296429634094,228980060.0,0.07536682,-1,100,57378297000000.0,1.0,100.0,4999.057,4999.4729711146265,288,0.11995228,-26437976.0,10.0,1,1.0,28800,-248.66492,-1.8797312e+19,2295621.8,4999.473,[-0.035  0.882 -3.556 -1.848],,500.0,11207759,24994730.0,0.4189424,-248.66492,4999.71,1.6964102e+26,,1.0,100.0,True,10.0
4530645.0,3118.7323639392853,32213716.0,0.7091711,-1,100,31982851000000.0,1.0,100.0,4999.0566,4999.428787573148,289,0.10207016,-26437508.0,10.0,1,1.0,28900,-244.9192,-4.9964336e+21,1279593.2,4999.4287,[ 0.022  0.907 -3.557 -1.849],,500.0,11257759,24994286.0,0.4189424,-244.9192,4999.6704,1.1986049e+31,,1.0,100.0,True,10.0
38412990.0,3132.3017740249634,386076260.0,0.10431763,-1,100,77442560000000.0,1.0,100.0,4469.339,4994.0330141439545,290,52.733875,-26386306.0,10.0,1,1.0,29000,-240.47539,-8.0162e+17,3873721.0,4994.0327,[-0.035  0.926 -3.474 -1.621],,499.48,11307707,24943144.0,0.4189424,-240.47539,4999.5664,3.084928e+23,,1.0,100.0,True,10.0
1031882.44,3146.6102681159973,10373708.0,0.001402001,-1,100,2764957800000.0,1.0,100.0,,4900.810877187067,291,689.493,-25936476.0,10.0,1,1.0,29100,-242.64934,-1162290600000000.0,110636.97,4900.811,[ 0.023  0.947 -3.469 -1.612],,490.17,11356724,24493348.0,0.4189424,-242.64934,4999.506,6.456151e+17,,1.0,100.0,True,10.0
