EmpiricalD2Harmonic,StdIW,Inner Iteration,InitialReturnMax,MaxIW,VarianceInitializer,MeanIW,InitialReturnMean,ReturnStepMaxmin,EmpiricalD2Arithmetic,Iteration,StdWReturnMean,WReturnMean,ReturnMeanIW,DivergenceHarmonic,MinTargetPdf,MeanD2-0,ReturnStepMax,InitialReturnMin,ESSRenyiHarmonic,EpisodesSoFar,TimestepsSoFar,LearnableVariance,MinBehavPdf,MinIW,InitialBound,EpThisIter,InitialReturnStd,TimeElapsed,Bound,EpLenMean,Penalization,ESSRenyiArithmetic,EpRewMean,MeanEntropy,Weights
1.0,24605.268,1,4999.609,200883.38,-1,4968.854,4899.4033,10.0,1.0,289,,24494032.0,124189930000.0,96410510000000.0,-249.1216,1.0,10.0,,100.0,28900,10875177,,-249.1216,0.06568998,-25937220.0,100,699.9148,6271.700306177139,-14294314000000.0,490.02,True,100.0,4899.403306017735,0.4189424,[ 0.121  0.528 -3.648 -1.407]
1.0,333.89026,1,4999.663,3123.3499,-1,111.126915,4999.469,10.0,1.0,290,,24994690.0,2777455900.0,6.116661e+28,-262.3593,1.0,10.0,4999.2217,100.0,29000,10925177,,-262.3593,0.01075473,-26437908.0,100,0.08812115,6301.616046190262,-3.5692586e+20,500.0,True,100.0,4999.46910159869,0.4189424,[ 0.077  0.433 -3.657 -1.474]
1.0,23191.63,1,4999.688,156892.78,-1,7070.346,3951.0354,10.0,1.0,291,,16738372.0,58190290000.0,2.4305516e+27,-257.17453,1.0,10.0,1619.8062,100.0,29100,10964756,,-257.17453,0.04780529,-18181598.0,100,1061.9292,6323.691935777664,-7.1150444e+19,395.79,True,100.0,3951.035319751807,0.4189424,[-0.047  0.425 -3.662 -1.486]
1.0,4751.6865,1,4999.6455,41747.895,-1,1224.5851,4999.5107,10.0,1.0,292,,24995108.0,30608574000.0,186167760000000.0,-251.86548,1.0,10.0,4999.235,100.0,29200,11014756,,-251.86548,0.00430728,-26438316.0,100,0.07914456,6352.9334008693695,-19721710000000.0,500.0,True,100.0,4999.510904343049,0.4189424,[ 0.013  0.439 -3.662 -1.485]
1.0,24320.816,1,4999.6206,244614.83,-1,2681.403,4999.4478,10.0,1.0,293,,24994480.0,67018610000.0,3.2872718e+27,-250.82623,1.0,10.0,4999.098,100.0,29300,11064756,,-250.82623,0.09963175,-26437674.0,100,0.09210825,6377.196964025497,-8.2743e+19,500.0,True,100.0,4999.4480133996885,0.4189424,[ 0.035  0.549 -3.666 -1.431]
1.0,29091.512,1,4999.617,255736.86,-1,7295.175,4143.6333,10.0,1.0,294,,18104332.0,81652620000.0,2.3044777e+20,-241.34325,1.0,10.0,9.981934,100.0,29400,11106260,,-241.34325,0.018787786,-19547518.0,100,966.76447,6398.665874958038,-2.19079e+16,415.04,True,100.0,4143.633639633667,0.4189424,[-0.069  0.616 -3.666 -1.41 ]
1.0,171.12105,1,4999.5674,1202.0292,-1,44.878284,4999.416,10.0,1.0,295,,24994162.0,1121701100.0,9.786092e+17,-242.01228,1.0,10.0,4999.136,100.0,29500,11156260,,-242.01228,0.029421443,-26437326.0,100,0.09551984,6429.793490409851,-1427608700000000.0,500.0,True,100.0,4999.416172632242,0.4189424,[-0.015  0.643 -3.665 -1.395]
1.0,105030.984,1,4999.6,881053.2,-1,25832.363,4445.1895,10.0,1.0,296,,20438064.0,308397600000.0,1.233614e+26,-260.72046,1.0,10.0,9.981735,100.0,29600,11200767,,-260.72046,0.064405665,-21881242.0,100,823.623,6454.305285692215,-1.6028748e+19,445.07,True,100.0,4445.189397179057,0.4189424,[-0.066  0.678 -3.669 -1.389]
1.0,40948.547,1,4999.621,398080.34,-1,7467.4717,4949.5195,10.0,1.0,297,,24744200.0,186643330000.0,300455440000000.0,-248.95406,1.0,10.0,9.980166,100.0,29700,11250269,,-248.95406,0.053911574,-26187394.0,100,496.4424,6483.4753177165985,-25201820000000.0,495.02,True,100.0,4949.519674940997,0.4189424,[-0.005  0.673 -3.669 -1.397]
1.0,12220.94,1,4999.647,97863.9,-1,2758.3513,4949.564,10.0,1.0,298,,24744640.0,68944000000.0,984581700000000.0,-260.34702,1.0,10.0,9.980215,100.0,29800,11299771,,-260.34702,0.016025966,-26187848.0,100,496.44687,6513.204340219498,-45352860000000.0,495.02,True,100.0,4949.563767930067,0.4189424,[ 0.014  0.59  -3.674 -1.488]
1.0,423687.12,1,4999.627,4019119.8,-1,66004.77,4989.905,10.0,1.0,299,,24908078.0,1304284100000.0,1.2641718e+23,-261.1138,1.0,10.0,4049.524,100.0,29900,11349677,,-261.1138,0.08451252,-26351276.0,100,94.51185,6544.956119298935,-5.1311974e+17,499.06,True,100.0,4989.904457759854,0.4189424,[-0.021  0.68  -3.672 -1.408]
1.0,12859.13,1,4999.566,86970.266,-1,3701.1987,4882.781,10.0,1.0,300,,24342806.0,92454000000.0,1035751360000000.0,-257.34412,1.0,10.0,9.982335,100.0,30000,11398514,,-257.34412,0.009973247,-25785968.0,100,707.99457,6577.952826976776,-46536680000000.0,488.37,True,100.0,4882.780957924897,0.4189424,[ 0.028  0.711 -3.674 -1.384]
1.0,9553.939,1,4999.648,77041.98,-1,2122.3604,4849.76,10.0,1.0,301,,24244612.0,53044945000.0,19085420000.0,-251.43752,1.0,10.0,,100.0,30100,11447020,,-251.43752,0.0310468,-25687822.0,100,851.13995,6607.450568199158,-252419210000.0,485.06,True,100.0,4849.76015216428,0.4189424,[ 0.019  0.647 -3.689 -1.49 ]
1.0,10.979605,1,4999.66,70.24461,-1,6.545201,4999.51,10.0,1.0,302,,24995100.0,163596720.0,3173265700.0,-253.51385,1.0,10.0,4999.2183,100.0,30200,11497020,,-253.51385,0.04566906,-26438316.0,100,0.08600795,6638.118611574173,-81460410000.0,500.0,True,100.0,4999.509739649812,0.4189424,[ 0.007  0.61  -3.678 -1.608]
1.0,338558.66,1,4999.6646,1700400.8,-1,124866.65,4698.433,10.0,1.0,303,,22903994.0,2273206300000.0,9.318534e+34,-251.71634,1.0,10.0,,100.0,30300,11544029,,-251.71634,0.112488315,-24347212.0,100,910.34314,6670.744807958603,-4.4054968e+23,470.09,True,100.0,4698.432920921771,0.4189424,[-0.04   0.639 -3.683 -1.58 ]
1.0,2.547757,1,4999.632,16.554718,-1,3.1137998,4949.5884,10.0,1.0,304,,24744890.0,77548216.0,3097480700.0,-260.1514,1.0,10.0,9.9809,100.0,30400,11593531,,-260.1514,0.021335527,-26188090.0,100,496.44928,6704.134167671204,-80396810000.0,495.02,True,100.0,4949.588656324027,0.4189424,[ 0.022  0.641 -3.683 -1.574]
1.0,4093.1333,1,4999.643,36424.277,-1,889.36115,4748.826,10.0,1.0,305,,23344216.0,15575502000.0,90777900000000.0,-243.77695,1.0,10.0,9.980933,100.0,30500,11641040,,-243.77695,0.055960022,-24787422.0,100,890.4304,6736.043813705444,-13765725000000.0,475.09,True,100.0,4748.826376369412,0.4189424,[-0.037  0.652 -3.689 -1.592]
1.0,28597.646,1,4999.6484,285408.28,-1,3696.0037,4949.571,10.0,1.0,306,,24744712.0,92379650000.0,2.775434e+19,-243.91438,1.0,10.0,9.98057,100.0,30600,11690542,,-243.91438,0.008167796,-26187922.0,100,496.4475,6765.754548072815,-7603071000000000.0,495.02,True,100.0,4949.570764341814,0.4189424,[ 1.420e-03  6.850e-01 -3.691e+00 -1.555e+00]
1.0,402997.2,1,4999.591,3375773.2,-1,62990.434,4930.4272,10.0,1.0,307,,24358780.0,1574250200000.0,1.866861e+26,-257.05234,1.0,10.0,3719.407,100.0,30700,11739865,,-257.05234,0.007714257,-25801958.0,100,222.86331,6789.790986061096,-1.9718068e+19,493.23,True,100.0,4930.427141911039,0.4189424,[-0.045  0.762 -3.695 -1.469]
1.0,7387.3643,1,4999.54,44972.484,-1,2974.4487,4126.662,10.0,1.0,308,,17896954.0,30912864000.0,2.475231e+21,-238.5184,1.0,10.0,,100.0,30800,11781200,,-238.5184,0.039628353,-19340096.0,100,931.459,6811.82065653801,-7.1797203e+16,413.35,True,100.0,4126.661869412077,0.4189424,[-0.098  0.736 -3.695 -1.489]
1.0,559329.4,1,4999.6196,4754796.0,-1,112061.78,4952.0327,10.0,1.0,309,,24557324.0,2169461000000.0,1.016702e+26,-244.0806,1.0,10.0,3949.658,100.0,30900,11830733,,-244.0806,0.19151263,-26000518.0,100,186.27193,6842.574948310852,-1.4551582e+19,495.33,True,100.0,4952.032670738849,0.4189424,[-0.036  0.738 -3.696 -1.498]
1.0,20628.732,1,4999.6104,155116.97,-1,5102.9624,4949.3945,10.0,1.0,310,,24743946.0,127543740000.0,537057940000000.0,-257.73334,1.0,10.0,,100.0,31000,11880234,,-257.73334,0.00077513326,-26187134.0,100,497.43286,6871.772218704224,-33571857000000.0,495.01,True,100.0,4949.394542585653,0.4189424,[ 0.018  0.741 -3.687 -1.469]
1.0,165675.94,1,4999.497,1104784.9,-1,36736.168,4997.286,10.0,1.0,311,,24973264.0,917934500000.0,3.9961135e+31,-250.07878,1.0,10.0,4799.045,100.0,31100,11930215,,-250.07878,0.26778632,-26416388.0,100,19.924341,6882.10918712616,-9.1224374e+21,499.81,True,100.0,4997.286001172917,0.4189424,[-0.017  0.814 -3.686 -1.373]
1.0,146207.73,1,4999.619,1060323.4,-1,38429.21,4735.8516,10.0,1.0,312,,22679078.0,612122100000.0,1.3030057e+33,-245.58623,1.0,10.0,2999.6267,100.0,31200,11977606,,-245.58623,0.09960135,-24122270.0,100,500.78488,6897.051207304001,-5.209384e+22,473.91,True,100.0,4735.851818684976,0.4189424,[-0.065  0.723 -3.672 -1.444]
1.0,805237.44,1,4999.606,7521548.0,-1,108123.71,4851.905,10.0,1.0,313,,24244564.0,2702510000000.0,2.341543e+22,-247.7502,1.0,10.0,,100.0,31300,12026134,,-247.7502,0.013914256,-25687748.0,100,838.7993,6910.264211893082,-2.2083468e+17,485.28,True,100.0,4851.904860242568,0.4189424,[-2.486e-03  7.270e-01 -3.672e+00 -1.443e+00]
1.0,5738203.5,1,4999.506,55000096.0,-1,926401.44,4860.6724,10.0,1.0,314,,24119374.0,23148506000000.0,4.5161337e+30,-246.09845,1.0,10.0,199.85602,100.0,31400,12074753,,-246.09845,0.059514623,-25562502.0,100,702.3058,6922.261169672012,-3.0667397e+21,486.19,True,100.0,4860.672931854586,0.4189424,[ 0.053  0.823 -3.68  -1.387]
1.0,6136895.0,1,4999.516,61585908.0,-1,709416.4,4940.7866,10.0,1.0,315,,24663454.0,17728897000000.0,2.2424887e+28,-250.66331,1.0,10.0,19.96763,100.0,31500,12124170,,-250.66331,0.030538425,-26106588.0,100,502.07846,6936.35499382019,-2.1610287e+20,494.17,True,100.0,4940.786670681482,0.4189424,[ 0.188  0.622 -3.692 -1.326]
1.0,75640.164,1,4999.459,663432.2,-1,12332.584,4882.3633,10.0,1.0,316,,24256408.0,308066940000.0,104962090000000.0,-249.29567,1.0,10.0,,100.0,31600,12173006,,-249.29567,0.0067063547,-25699508.0,100,647.25665,6949.636663675308,-15092396000000.0,488.36,True,100.0,4882.362841780989,0.4189424,[ 0.408  0.61  -3.7   -1.444]
1.0,70690.234,1,4999.578,687674.25,-1,9833.613,4976.9688,10.0,1.0,317,,24819882.0,245773420000.0,2157186900000.0,-243.32433,1.0,10.0,2759.5066,100.0,31700,12222783,,-243.32433,0.043197714,-26263050.0,100,222.86334,6960.709833145142,-2365354100000.0,497.77,True,100.0,4976.968584881064,0.4189424,[ 0.177  0.675 -3.758 -1.485]
1.0,25965.326,1,4999.6113,187558.44,-1,6317.982,4999.284,10.0,1.0,318,,24992842.0,157907370000.0,1.743871e+17,-253.15326,1.0,10.0,4998.921,100.0,31800,12272783,,-253.15326,0.0008322821,-26436032.0,100,0.12663946,6974.202590465546,-602813300000000.0,500.0,True,100.0,4999.2843968460975,0.4189424,[ 0.124  0.757 -3.771 -1.407]
1.0,2962.902,1,4999.489,29786.746,-1,356.4237,4734.4043,10.0,1.0,319,,23347242.0,8700390000.0,3145129700.0,-250.22493,1.0,10.0,9.979704,100.0,31900,12320144,,-250.22493,0.043527216,-24790358.0,100,965.74457,6985.331781864166,-89630450000.0,473.61,True,100.0,4734.403878879944,0.4189424,[ 0.127  0.84  -3.747 -1.317]
1.0,572749.94,1,4999.576,5659225.5,-1,81252.17,4999.313,10.0,1.0,320,,24993126.0,2030637200000.0,1.485105e+17,-248.70844,1.0,10.0,4999.0117,100.0,32000,12370144,,-248.70844,0.014699973,-26436296.0,100,0.112544626,6999.260813951492,-558170960000000.0,500.0,True,100.0,4999.312785049855,0.4189424,[ 0.028  0.767 -3.761 -1.337]
1.0,17641.355,1,4999.646,177322.22,-1,1794.7258,4999.419,10.0,1.0,321,,24994186.0,44858870000.0,127230030000000.0,-251.21422,1.0,10.0,4999.078,100.0,32100,12420144,,-251.21422,0.18968622,-26437394.0,100,0.11167445,7013.341507673264,-16323296000000.0,500.0,True,100.0,4999.418662617936,0.4189424,[ 0.025  0.664 -3.766 -1.407]
1.0,7261.1885,1,4999.621,62975.85,-1,1365.4293,4923.09,10.0,1.0,322,,24550100.0,34121316000.0,15976835000.0,-244.25491,1.0,10.0,,100.0,32200,12469383,,-244.25491,0.14104459,-25993294.0,100,559.71515,7029.127609968185,-216535650000.0,492.39,True,100.0,4923.090158724502,0.4189424,[ 0.086  0.674 -3.769 -1.399]
1.0,4063.859,1,4999.615,40049.438,-1,732.0776,4999.4443,10.0,1.0,323,,24994442.0,18297491000.0,951741700000.0,-247.34631,1.0,10.0,4999.173,100.0,32300,12519383,,-247.34631,0.042316966,-26437634.0,100,0.096190326,7041.4617483615875,-1426198400000.0,500.0,True,100.0,4999.444252218266,0.4189424,[ 0.08   0.647 -3.775 -1.521]
1.0,292355870.0,1,4999.632,2598399700.0,-1,45132484.0,4999.469,10.0,1.0,324,,24994690.0,1128076500000000.0,4.0446676e+31,-241.92087,1.0,10.0,4999.207,100.0,32400,12569383,,-241.92087,0.2412465,-26437890.0,100,0.091266714,7058.7634036540985,-9.178187e+21,500.0,True,100.0,4999.469150374582,0.4189424,[ 0.141  0.579 -3.776 -1.606]
1.0,14454.017,1,4999.579,139658.36,-1,2578.7178,4852.905,10.0,1.0,325,,24244230.0,64448844000.0,2.8405801e+16,-240.06494,1.0,10.0,,100.0,32500,12617922,,-240.06494,0.062378407,-25687398.0,100,832.7934,7071.6334319114685,-243290350000000.0,485.39,True,100.0,4852.904780567758,0.4189424,[ 0.313  0.405 -3.824 -1.62 ]
1.0,2920.6184,1,4999.552,21710.139,-1,736.57874,4453.867,10.0,1.0,326,,21264216.0,17328165000.0,4312530700000.0,-237.94275,1.0,10.0,349.68204,100.0,32600,12662493,,-237.94275,0.05993749,-22707366.0,100,1194.6897,7083.680234193802,-3014196500000.0,445.71,True,100.0,4453.867172802988,0.4189424,[ 0.375  0.317 -3.836 -1.682]
1.0,454.06708,1,4999.6533,3926.655,-1,107.07135,4254.9385,10.0,1.0,327,,19469662.0,2264030000.0,1137087700.0,-243.81702,1.0,10.0,849.4585,100.0,32700,12705094,,-243.81702,0.13904448,-20912868.0,100,1168.4004,7091.774754047394,-50928968000.0,426.01,True,100.0,4254.938501246224,0.4189424,[ 0.35   0.283 -3.849 -1.799]
1.0,4420.0264,1,4999.634,42223.25,-1,695.4803,4894.6045,10.0,1.0,328,,24336054.0,17361224000.0,1051779470000.0,-262.1643,1.0,10.0,819.64154,100.0,32800,12754052,,-262.1643,0.062582426,-25779252.0,100,615.5518,7102.829475879669,-1497417100000.0,489.58,True,100.0,4894.604013379461,0.4189424,[ 0.329  0.328 -3.853 -1.762]
1.0,430.18683,1,4999.635,3482.3289,-1,91.701965,4949.484,10.0,1.0,329,,24743840.0,2291341000.0,1879076700.0,-246.43445,1.0,10.0,9.980302,100.0,32900,12803554,,-246.43445,0.024157884,-26187040.0,100,496.43884,7115.27349448204,-64850110000.0,495.02,True,100.0,4949.4838605700925,0.4189424,[ 0.267  0.408 -3.859 -1.836]
1.0,875.1422,1,4999.701,5137.917,-1,297.86102,4999.5005,10.0,1.0,330,,24995008.0,7444788700.0,111888950000.0,-254.90115,1.0,10.0,4999.1475,100.0,33000,12853554,,-254.90115,0.029112415,-26438248.0,100,0.10205408,7131.640240192413,-490193420000.0,500.0,True,100.0,4999.500628789458,0.4189424,[ 0.148  0.408 -3.873 -1.873]
1.0,1065.9543,1,4999.6914,7880.6685,-1,264.9833,4899.6553,10.0,1.0,331,,24495558.0,6622775000.0,4846781000.0,-243.26877,1.0,10.0,,100.0,33100,12902557,,-243.26877,0.032345694,-25938790.0,100,699.2382,7146.64906167984,-107096480000.0,490.03,True,100.0,4899.655467447615,0.4189424,[ 0.082  0.368 -3.892 -1.969]
1.0,642.4081,1,4999.71,6207.1646,-1,115.224266,4799.5845,10.0,1.0,332,,23995842.0,2879033000.0,5373276000.0,-248.0634,1.0,10.0,,100.0,33200,12950561,,-248.0634,0.067399815,-25439084.0,100,979.711,7160.699406862259,-108669990000.0,480.04,True,100.0,4799.584118289387,0.4189424,[ 0.068  0.492 -3.9   -1.965]
1.0,28921.047,1,4999.699,220984.36,-1,4546.8936,4990.8867,10.0,1.0,333,,24915620.0,111229670000.0,2.3992454e+20,-242.59447,1.0,10.0,4179.692,100.0,33300,13000476,,-242.59447,0.18288767,-26358858.0,100,81.68026,7172.445722103119,-2.2354585e+16,499.15,True,100.0,4990.886507094565,0.4189424,[-0.012  0.586 -3.903 -1.982]
1.0,1634.9618,1,4999.6846,15579.59,-1,269.4074,4999.5576,10.0,1.0,334,,24995576.0,6733851600.0,202996080.0,-245.5517,1.0,10.0,4999.361,100.0,33400,13050476,,-245.5517,0.09160039,-26438806.0,100,0.07310219,7187.5312485694885,-27295994000.0,500.0,True,100.0,4999.557523902716,0.4189424,[ 0.03   0.612 -3.904 -1.944]
1.0,5402.093,1,4999.6904,41997.074,-1,1096.3945,4999.576,10.0,1.0,335,,24995762.0,27404986000.0,134637040000.0,-249.84448,1.0,10.0,4999.423,100.0,33500,13100476,,-249.84448,0.046996683,-26438996.0,100,0.055539176,7201.0610818862915,-556956060000.0,500.0,True,100.0,4999.576142268409,0.4189424,[ 0.019  0.734 -3.911 -1.923]
1.0,6283.143,1,4999.67,59084.56,-1,1048.1085,4999.558,10.0,1.0,336,,24995580.0,26197234000.0,40586355000.0,-270.9364,1.0,10.0,4999.339,100.0,33600,13150476,,-270.9364,0.022840835,-26438802.0,100,0.068117015,7213.229187965393,-316942120000.0,500.0,True,100.0,4999.557914109132,0.4189424,[ 0.061  0.67  -3.922 -2.021]
1.0,11176.891,1,4999.6855,110853.73,-1,1811.9187,4949.55,10.0,1.0,337,,24745498.0,45288866000.0,387878550000.0,-269.03937,1.0,10.0,,100.0,33700,13199977,,-269.03937,0.008052217,-26188728.0,100,497.44852,7226.41629576683,-944108700000.0,495.01,True,100.0,4949.549807116114,0.4189424,[ 0.043  0.754 -3.917 -1.93 ]
1.0,929.7174,1,4999.666,8985.461,-1,231.05336,4949.62,10.0,1.0,338,,24745202.0,5774968000.0,3637471200.0,-247.98137,1.0,10.0,9.979411,100.0,33800,13249479,,-247.98137,0.026153604,-26188422.0,100,496.4526,7242.615946531296,-92815420000.0,495.02,True,100.0,4949.620090168283,0.4189424,[ 0.058  0.847 -3.903 -1.85 ]
1.0,3709107.0,1,4999.6465,27663380.0,-1,850430.75,4999.497,10.0,1.0,339,,24994970.0,21256349000000.0,2.2113438e+24,-247.50883,1.0,10.0,4999.244,100.0,33900,13299479,,-247.50883,0.09995457,-26438178.0,100,0.08337831,7256.863882064819,-2.1461022e+18,500.0,True,100.0,4999.496983245168,0.4189424,[ 1.279e-03  9.053e-01 -3.930e+00 -1.759e+00]
1.0,5095128.5,1,4999.701,51210996.0,-1,515715.6,4949.535,10.0,1.0,340,,24745348.0,12889463000000.0,9.544195e+18,-240.3032,1.0,10.0,,100.0,34000,13348980,,-240.3032,0.038495954,-26188588.0,100,497.44702,7269.1121389865875,-4471475400000000.0,495.01,True,100.0,4949.53485414166,0.4189424,[ 0.039  0.924 -3.934 -2.005]
1.0,620171970.0,1,4999.696,4453198300.0,-1,102350810.0,4999.5127,10.0,1.0,341,,24995130.0,2558214300000000.0,7.8285836e+33,-246.82451,1.0,10.0,4999.14,100.0,34100,13398980,,-246.82451,0.07562255,-26438366.0,100,0.098144874,7280.854167461395,-1.276933e+23,500.0,True,100.0,4999.513031506068,0.4189424,[ 0.125  0.891 -3.922 -2.089]
1.0,5112.245,1,4999.6104,39839.77,-1,1265.0496,4949.3994,10.0,1.0,342,,24743994.0,31617655000.0,38741692000.0,-249.96161,1.0,10.0,,100.0,34200,13448481,,-249.96161,0.091018006,-26187182.0,100,497.43338,7294.344467639923,-315671670000.0,495.01,True,100.0,4949.399320289548,0.4189424,[ 0.248  0.952 -3.86  -1.889]
1.0,379.05533,1,4999.633,3136.8186,-1,105.18788,4899.647,10.0,1.0,343,,24494480.0,2628683300.0,158907120.0,-254.06915,1.0,10.0,,100.0,34300,13497485,,-254.06915,0.035202116,-25937680.0,100,698.5251,7307.029812097549,-20820970000.0,490.04,True,100.0,4899.647348669249,0.4189424,[ 0.184  0.874 -3.843 -1.96 ]
1.0,3839.6821,1,4999.6187,30326.074,-1,915.7874,4949.4116,10.0,1.0,344,,24744114.0,22888196000.0,448245730000.0,-264.17297,1.0,10.0,,100.0,34400,13546986,,-264.17297,0.01083445,-26187306.0,100,497.43463,7320.295902252197,-989097500000.0,495.01,True,100.0,4949.411669813095,0.4189424,[ 0.264  0.928 -3.824 -1.883]
1.0,1667.1288,1,4999.568,13614.496,-1,367.3001,4877.28,10.0,1.0,345,,24310848.0,9179261000.0,540401470000.0,-253.28018,1.0,10.0,,100.0,34500,13595768,,-253.28018,0.08544872,-25754010.0,100,723.17816,7332.173312425613,-1070050200000.0,487.82,True,100.0,4877.280237290744,0.4189424,[ 0.221  0.998 -3.837 -1.79 ]
1.0,13966502.0,1,4999.558,134630980.0,-1,1978451.6,4875.844,10.0,1.0,346,,24313162.0,49443387000000.0,1.0273165e+28,-248.46942,1.0,10.0,,100.0,34600,13644536,,-248.46942,0.109798715,-25756320.0,100,734.37177,7351.613606452942,-1.4626989e+20,487.68,True,100.0,4875.844560795649,0.4189424,[ 0.179  1.111 -3.838 -1.76 ]
1.0,191.3034,1,4999.663,1719.8317,-1,35.216496,4949.601,10.0,1.0,347,,24745012.0,879971500.0,30481916000.0,-250.0546,1.0,10.0,9.979199,100.0,34700,13694038,,-250.0546,0.08291331,-26188230.0,100,496.45068,7370.49977850914,-252845980000.0,495.02,True,100.0,4949.6008540472285,0.4189424,[-0.028  1.018 -3.902 -1.84 ]
1.0,54836.29,1,4999.673,548044.25,-1,6507.9175,4949.449,10.0,1.0,348,,24744490.0,162667680000.0,1777569900000000.0,-249.8768,1.0,10.0,,100.0,34800,13743539,,-249.8768,0.18490803,-26187714.0,100,497.43835,7393.370105743408,-61009210000000.0,495.01,True,100.0,4949.449109628405,0.4189424,[ 0.014  1.049 -3.901 -1.806]
1.0,1572.5485,1,4999.5815,8380.739,-1,668.3984,4999.355,10.0,1.0,349,,24993550.0,16705715000.0,34826386000000.0,-248.3269,1.0,10.0,4999.096,100.0,34900,13793539,,-248.3269,0.15831958,-26436722.0,100,0.11654428,7409.634208202362,-8533201000000.0,500.0,True,100.0,4999.355060921257,0.4189424,[ 0.083  1.125 -3.889 -1.736]
1.0,1996.95,1,4999.551,15217.762,-1,534.99963,4798.3696,10.0,1.0,350,,23863378.0,13362987000.0,136437770000.0,-240.38104,1.0,10.0,,100.0,35000,13841535,,-240.38104,0.05499837,-25306532.0,100,915.98364,7422.120228290558,-546413840000.0,479.96,True,100.0,4798.369672871495,0.4189424,[ 0.033  1.213 -3.884 -1.664]
1.0,171558850.0,1,4999.5327,1584835300.0,-1,26180688.0,4970.567,10.0,1.0,351,,24778378.0,654364400000000.0,7.212152e+33,-242.62917,1.0,10.0,2309.5635,100.0,35100,13891250,,-242.62917,1.3057194,-26221522.0,100,268.0398,7433.521426677704,-1.225549e+23,497.15,True,100.0,4970.566814861069,0.4189424,[ 0.127  1.137 -3.893 -1.692]
1.0,1287714.6,1,4999.2266,10859284.0,-1,224844.45,3929.3948,10.0,1.0,352,,18276784.0,5590314600000.0,5.014436e+26,-252.83603,1.0,10.0,,100.0,35200,13930592,,-252.83603,0.12731822,-19719744.0,100,1684.2334,7442.897562742233,-3.2311425e+19,393.42,True,100.0,3929.3946465217414,0.4189424,[ 0.328  1.229 -3.848 -1.584]
1.0,323.51932,1,4999.581,1954.4829,-1,121.84711,4917.819,10.0,1.0,353,,24527066.0,3044813000.0,459365170000000.0,-245.69185,1.0,10.0,9.981795,100.0,35300,13979779,,-245.69185,0.023877893,-25970238.0,100,584.9141,7455.09822010994,-30933451000000.0,491.87,True,100.0,4917.818872024087,0.4189424,[ 0.006  1.39  -4.109 -1.812]
1.0,63.7936,1,4999.4805,429.67056,-1,17.201607,4984.1187,10.0,1.0,354,,24864004.0,429470800.0,1339589500.0,-254.46307,1.0,10.0,3489.4111,100.0,35400,14029629,,-254.46307,0.065220565,-26307118.0,100,150.22379,7470.417208909988,-53246620000.0,498.5,True,100.0,4984.118556592438,0.4189424,[-0.079  1.435 -4.158 -1.749]
1.0,990288.8,1,4999.429,9831526.0,-1,144570.84,4699.2773,10.0,1.0,355,,23221182.0,3612897400000.0,2.6577052e+22,-241.68103,1.0,10.0,,100.0,35500,14076640,,-241.68103,0.024011433,-24664264.0,100,1066.7576,7480.73388171196,-2.3525577e+17,470.11,True,100.0,4699.277645528791,0.4189424,[-0.027  1.459 -4.159 -1.724]
1.0,1235.4694,1,4999.1064,12416.964,-1,153.79964,3117.9006,10.0,1.0,356,,13221544.0,3605887000.0,98581540.0,-236.3606,1.0,10.0,99.8922,100.0,35600,14107886,,-236.3606,0.0339011,-14664427.0,100,1870.8932,7487.6209897994995,-17931788000.0,312.46,True,100.0,3117.900577033315,0.4189424,[-0.051  1.522 -4.17  -1.619]
1.0,3235.7297,1,4999.469,31683.646,-1,537.0732,4539.1562,10.0,1.0,357,,22000692.0,13339239000.0,1.7412926e+30,-258.1458,1.0,10.0,119.89156,100.0,35700,14153306,,-258.1458,0.019444013,-23443796.0,100,1181.8436,7502.25085735321,-1.904246e+21,454.2,True,100.0,4539.15617672166,0.4189424,[-0.045  1.481 -4.181 -1.664]
1.0,9693.573,1,4999.5684,97072.69,-1,1366.5863,4710.015,10.0,1.0,358,,22692096.0,26293630000.0,2354756700000.0,-260.01038,1.0,10.0,119.92386,100.0,35800,14200439,,-260.01038,0.061099134,-24135258.0,100,712.63605,7512.551695823669,-2240802500000.0,471.33,True,100.0,4710.015476366501,0.4189424,[-0.162  1.461 -4.179 -1.703]
1.0,14764920.0,1,4999.381,130576456.0,-1,2154882.0,4564.886,10.0,1.0,359,,22007824.0,53660336000000.0,7.572187e+29,-239.29007,1.0,10.0,109.89181,100.0,35900,14246115,,-239.29007,0.16287014,-23450876.0,100,1081.5001,7521.7781138420105,-1.2556901e+21,456.76,True,100.0,4564.8859472539825,0.4189424,[-0.119  1.495 -4.184 -1.673]
1.0,199.90468,1,4998.9136,1969.3911,-1,29.672983,1956.1908,10.0,1.0,360,,6471966.0,593283300.0,1005450800.0,-232.25127,1.0,10.0,,100.0,36000,14265774,,-232.25127,0.02571044,-7914728.5,100,1626.4326,7527.808576107025,-46341170000.0,196.59,True,100.0,1956.1908500574082,0.4189424,[-0.114  1.575 -4.18  -1.577]
