Bound,Iteration,InitialReturnMin,InitialReturnMax,ESSRenyiHarmonic,MeanIW,Weights,Inner Iteration,EmpiricalD2Arithmetic,StdIW,MinTargetPdf,TimestepsSoFar,WReturnMean,VarianceInitializer,EpThisIter,Penalization,StdWReturnMean,TimeElapsed,MaxIW,EpRewMean,EpisodesSoFar,MeanEntropy,InitialReturnMean,EmpiricalD2Harmonic,ReturnStepMax,InitialReturnStd,LearnableVariance,MeanD2-0,DivergenceHarmonic,MinIW,ESSRenyiArithmetic,EpLenMean,InitialBound,ReturnMeanIW,MinBehavPdf,ReturnStepMaxmin
-21056324000.0,19,19.96754,3649.1096,100.0,430.10016,[-0.187  0.471 -0.916 -1.608],1,1.0,2646.5664,-157.70285,116047,1621760.2,-1,100,True,,69.22972130775452,25565.576,1131.5161120797086,1900,0.4189424,1131.5161,1.0,10.0,584.3215,,1.0,725460160.0,0.08060181,100.0,114.19,-2390564.5,349191100.0,-157.70285,10.0
-93474610000.0,20,,3879.5186,100.0,26.392109,[-0.145  0.542 -0.994 -1.66 ],1,1.0,83.14918,-143.73683,126965,1640117.5,-1,100,True,,75.81368470191956,756.7811,1081.3753529306534,2000,0.4189424,1081.3754,1.0,9.999999,686.1086,,1.0,11556439000.0,0.019308012,100.0,109.18,-2509072.8,61671830.0,-143.73683,9.999999
-1.2727513e+19,21,19.964672,4868.7573,100.0,8889.091,[-0.083  0.49  -1.06  -1.728],1,1.0,54132.125,-218.63242,140873,2652528.2,-1,100,True,,84.45026421546936,511020.53,1380.259791725202,2100,0.4189424,1380.2599,1.0,10.0,864.5293,,1.0,8.648402e+25,0.058416072,100.0,139.08,-4021135.2,30570942000.0,-218.63242,10.0
-723932300000000.0,22,9.979802,4778.7,100.0,288.3758,[-0.052  0.604 -1.082 -1.691],1,1.0,1775.0181,-185.78491,150330,1515599.0,-1,100,True,,92.78538680076599,14441.5625,935.289216087037,2200,0.4189424,935.2893,1.0,10.0,800.52045,,1.0,3.0149238e+17,0.07807071,100.0,94.57,-2834041.0,1432389800.0,-185.78491,10.0
-73168560000000.0,23,,3929.3643,100.0,792.80505,[-0.101  0.504 -1.116 -1.738],1,1.0,3812.1929,-158.68922,165610,2981877.5,-1,100,True,,104.49355721473694,28936.68,1517.4371955204008,2300,0.4189424,1517.4371,1.0,10.0,824.1737,,1.0,6736707000000000.0,0.019164188,100.0,152.8,-3873308.0,2815116300.0,-158.68922,10.0
-67982533000.0,24,29.952265,4048.891,100.0,60.131336,[-0.168  0.589 -1.177 -1.719],1,1.0,194.15053,-179.98325,180406,2643814.8,-1,100,True,,113.50560593605042,1610.9797,1469.0621440426328,2400,0.4189424,1469.062,1.0,10.0,696.9013,,1.0,5134106600.0,0.012355219,100.0,147.96,-3590302.2,164688450.0,-179.98325,10.0
-1.6018271e+16,25,9.981657,4998.652,100.0,621.3371,[-0.109  0.586 -1.188 -1.734],1,1.0,3032.0928,-219.27042,197445,3845039.0,-1,100,True,,126.01695728302002,22221.928,1693.4860235035374,2500,0.4189424,1693.4861,1.0,9.999999,988.5062,,1.0,1.2329367e+20,0.095332205,100.0,170.39,-5287649.0,3007376600.0,-219.27042,9.999999
-1.9586601e+16,26,,4999.2373,100.0,1582.3673,[-0.06   0.504 -1.212 -1.812],1,1.0,12477.712,-234.45433,214532,4449005.0,-1,100,True,,142.5550193786621,125070.555,1698.349059019326,2600,0.4189424,1698.3491,1.0,10.0,1250.846,,1.0,1.8425656e+20,0.23773476,100.0,170.87,-5891953.0,31991058000.0,-234.45433,10.0
-342427470000.0,27,,4668.537,100.0,104.13085,[-0.063  0.595 -1.282 -1.763],1,1.0,675.0253,-207.42494,232268,4274695.0,-1,100,True,,159.05652117729187,6611.426,1762.9273481156058,2700,0.4189424,1762.9274,1.0,10.0,1080.177,,1.0,73872020000.0,0.46384552,100.0,177.36,-5533055.0,415753400.0,-207.42494,10.0
-126199480000000.0,28,19.958935,4998.726,100.0,24.869923,[-0.014  0.598 -1.32  -1.757],1,1.0,89.277664,-221.95079,246091,2990206.5,-1,100,True,,172.3008542060852,751.7746,1371.8399893243968,2800,0.4189424,1371.8402,1.0,10.0,1052.7402,,1.0,7652388000000000.0,0.08605322,100.0,138.23,-4432857.0,303029300.0,-221.95079,10.0
-161358700000.0,29,,4998.6953,100.0,23.725603,[-0.086  0.654 -1.396 -1.718],1,1.0,82.3507,-209.72693,264276,4882278.0,-1,100,True,,189.34359788894653,603.18365,1807.9708775426295,2900,0.4189424,1807.971,1.0,10.0,1270.2438,,1.0,12476033000.0,0.0044517443,100.0,181.85,-6324914.0,223290500.0,-209.72693,10.0
-22224533000000.0,30,29.943157,4998.9517,100.0,313.56744,[-0.126  0.612 -1.418 -1.729],1,1.0,967.4744,-218.43977,286493,6050359.5,-1,100,True,,213.80862855911255,6156.9805,2211.2364720416435,3000,0.4189424,2211.2366,1.0,10.0,1077.401,,1.0,237257520000000.0,0.054245766,100.0,222.17,-7493146.5,1299773300.0,-218.43977,10.0
-1.0080764e+19,31,9.982158,4998.9365,100.0,411855.16,[-0.066  0.627 -1.427 -1.725],1,1.0,4082291.8,-213.68613,305343,5127680.0,-1,100,True,,232.9051775932312,41030068.0,1874.5585059164775,3100,0.4189424,1874.5586,1.0,10.0,1270.3191,,1.0,4.8819935e+25,0.2140328,100.0,188.5,-6570456.0,5937364500000.0,-213.68613,10.0
-2.0621627e+22,32,9.980114,4999.369,100.0,71848.26,[-0.049  0.526 -1.47  -1.784],1,1.0,461346.47,-226.3037,328179,7251401.0,-1,100,True,,257.31333208084106,4363312.5,2273.6423450316656,3200,0.4189424,2273.642,1.0,10.0,1442.897,,1.0,2.0422378e+32,0.013886683,100.0,228.36,-8694429.0,641116100000.0,-226.3037,10.0
-2.4013279e+17,33,39.937798,4999.1367,100.0,4.2373824,[ 0.017  0.431 -1.49  -1.825],1,1.0,3.7546391,-219.50285,351866,7983528.5,-1,100,True,,286.862247467041,20.074507,2358.921756910045,3300,0.4189424,2358.9216,1.0,10.0,1555.319,,1.0,2.7697725e+22,0.35421833,100.0,236.87,-9426423.0,43040200.0,-219.50285,10.0
-3.2322253e+18,34,,4999.2383,100.0,7092.2954,[-0.042  0.438 -1.508 -1.83 ],1,1.0,27798.285,-252.12727,380992,10605822.0,-1,100,True,,324.34400844573975,223118.92,2903.2305241657077,3400,0.4189424,2903.2307,1.0,10.0,1475.4916,,1.0,5.017751e+24,0.0738392,100.0,291.26,-12048779.0,92193460000.0,-252.12727,10.0
-96861500000000.0,35,,4999.0835,100.0,3.4020884,[ 0.017  0.452 -1.52  -1.832],1,1.0,3.0346541,-225.48132,404662,8307498.5,-1,100,True,,354.40827989578247,19.041285,2357.7805734410413,3500,0.4189424,2357.7805,1.0,10.0,1657.8207,,1.0,4506733300000000.0,0.035045616,100.0,236.7,-9750362.0,27824468.0,-225.48132,10.0
-1.3356066e+16,36,9.979597,4999.3584,100.0,2340.0913,[-0.042  0.458 -1.537 -1.844],1,1.0,7087.5527,-243.77083,432543,9913989.0,-1,100,True,,387.5690767765045,57681.527,2778.9065662194425,3600,0.4189424,2778.9065,1.0,10.0,1480.4283,,1.0,8.566829e+19,0.08935703,100.0,278.81,-11357014.0,19426638000.0,-243.77083,10.0
-2322804500000.0,37,29.95864,4999.233,100.0,6.3578796,[ 0.009  0.491 -1.547 -1.832],1,1.0,14.911479,-231.51581,460329,10581840.0,-1,100,True,,421.9907467365265,125.42727,2769.757174538546,3700,0.4189424,2769.757,1.0,10.0,1705.956,,1.0,2591190000000.0,0.3081167,100.0,277.86,-12024793.0,90629890.0,-231.51581,10.0
-30451984000.0,38,,4999.3496,100.0,24.146734,[-0.037  0.527 -1.562 -1.815],1,1.0,57.14681,-252.86713,490855,11925700.0,-1,100,True,,467.77142238616943,303.51276,3043.7979478205034,3800,0.4189424,3043.798,1.0,10.0,1631.2554,,1.0,435766080.0,0.21989219,100.0,305.26,-13368723.0,329339620.0,-252.86713,10.0
-1684563700000.0,39,,4999.2607,100.0,8.9612055,[ 6.409e-04  5.232e-01 -1.612e+00 -1.816e+00],1,1.0,18.103004,-235.31192,521597,12215248.0,-1,100,True,,513.0157446861267,112.11363,3065.845625307929,3900,0.4189424,3065.8457,1.0,10.0,1678.0461,,1.0,1362702200000.0,0.01797893,100.0,307.42,-13658219.0,139602290.0,-235.31192,10.0
-120678240000000.0,40,,4999.4185,100.0,1041.523,[-0.039  0.48  -1.621 -1.836],1,1.0,5384.459,-233.8118,553416,12539774.0,-1,100,True,,553.242912530899,48733.812,3173.9915187499405,4000,0.4189424,3173.992,1.0,10.0,1570.2075,,1.0,6991227500000000.0,0.027848864,100.0,318.19,-13982837.0,20535495000.0,-233.8118,10.0
-77139030000.0,41,,4999.3984,100.0,17.763233,[-0.026  0.431 -1.668 -1.941],1,1.0,42.203278,-239.40155,589800,15165531.0,-1,100,True,,609.2434184551239,338.79446,3630.8207913999545,4100,0.4189424,3630.821,1.0,10.0,1408.0737,,1.0,2843426800.0,0.16237105,100.0,363.84,-16608585.0,191287070.0,-239.40155,10.0
-4504343300000.0,42,39.93731,4999.49,100.0,65.4641,[ 0.005  0.429 -1.669 -1.943],1,1.0,224.89381,-235.8922,624799,15233749.0,-1,100,True,,655.0105404853821,2014.1261,3493.472627190717,4200,0.4189424,3493.4722,1.0,10.0,1740.5165,,1.0,9736459000000.0,0.39647576,100.0,349.99,-16676855.0,1453466400.0,-235.8922,10.0
-7.3418666e+20,43,,4999.468,100.0,5794.7744,[-0.031  0.383 -1.689 -1.951],1,1.0,16595.846,-247.03882,658916,13663392.0,-1,100,True,,695.240140914917,110401.32,3403.6678005574795,4300,0.4189424,3403.6677,1.0,10.0,1441.679,,1.0,2.5884464e+29,0.034069117,100.0,341.17,-15106486.0,68609995000.0,-247.03882,10.0
-114132600000.0,44,9.98104,4999.375,100.0,8.238812,[ 0.029  0.401 -1.692 -1.955],1,1.0,8.92743,-251.95126,691446,13425794.0,-1,100,True,,735.4593288898468,54.822716,3245.7525601630296,4400,0.4189424,3245.753,1.0,10.0,1700.26,,1.0,6244243500.0,0.19267924,100.0,325.3,-14868832.0,104801290.0,-251.95126,10.0
-4.5026696e+22,45,9.981107,4999.4004,100.0,31391.553,[-0.032  0.406 -1.707 -1.95 ],1,1.0,104130.125,-223.74423,722243,11383819.0,-1,100,True,,784.3701982498169,686898.25,3070.765102621615,4500,0.4189424,3070.7654,1.0,10.0,1397.9347,,1.0,9.736204e+32,0.076848604,100.0,307.97,-12826870.0,279218550000.0,-223.74423,10.0
-106798870000.0,46,,4999.313,100.0,11.766956,[ 0.03   0.411 -1.71  -1.945],1,1.0,22.274101,-242.30064,755892,14262541.0,-1,100,True,,839.7896795272827,158.28418,3357.7113903014006,4600,0.4189424,3357.7112,1.0,10.0,1728.6744,,1.0,5458764300.0,0.14514041,100.0,336.49,-15705544.0,186594450.0,-242.30064,10.0
-11402842000.0,47,309.68738,4999.424,100.0,20.623718,[-0.022  0.435 -1.725 -1.925],1,1.0,54.475204,-253.97401,794027,16973680.0,-1,100,True,,888.8665764331818,355.05356,3807.5066280696487,4700,0.4189424,3807.5066,1.0,10.0,1573.7129,,1.0,59661460.0,0.12706204,100.0,381.35,-18416750.0,256657380.0,-253.97401,10.0
-68445102000.0,48,9.981472,4999.449,100.0,35.81575,[ 0.009  0.44  -1.728 -1.926],1,1.0,104.3372,-231.0031,831217,16658229.0,-1,100,True,,940.0410730838776,840.0996,3713.134855054776,4800,0.4189424,3713.135,1.0,10.0,1694.361,,1.0,2202057200.0,0.055963438,100.0,371.9,-18101314.0,728058000.0,-231.0031,10.0
-11676118000.0,49,39.92572,4999.5337,100.0,23.17553,[-0.008  0.385 -1.734 -1.947],1,1.0,98.52455,-257.7458,870305,17840800.0,-1,100,True,,1000.2010984420776,803.44104,3903.5196496686904,4900,0.4189424,3903.5198,1.0,10.0,1613.4855,,1.0,60832536.0,0.25885922,100.0,390.88,-19283934.0,420578140.0,-257.7458,10.0
-4.8625605e+16,50,,4999.467,100.0,22.324568,[ 0.022  0.394 -1.737 -1.945],1,1.0,33.42554,-245.47699,906317,15587415.0,-1,100,True,,1043.796356678009,167.06412,3594.616559184701,5000,0.4189424,3594.6162,1.0,10.0,1632.8341,,1.0,1.1354201e+21,0.0066428035,100.0,360.12,-17030508.0,382611330.0,-245.47699,10.0
-1.157847e+23,51,9.9807825,4999.586,100.0,29532.805,[-0.039  0.402 -1.748 -1.938],1,1.0,194716.4,-234.24007,937924,11704599.0,-1,100,True,,1078.5817823410034,1923780.5,3151.9296638616092,5100,0.4189424,3151.9297,1.0,10.0,1330.3905,,1.0,6.4370586e+33,0.060109675,100.0,316.07,-13147758.0,312016440000.0,-234.24007,10.0
-4.3820718e+20,52,19.959717,4999.4717,100.0,15.244524,[ 0.022  0.411 -1.75  -1.944],1,1.0,22.198645,-239.54851,972592,14790757.0,-1,100,True,,1123.2231168746948,137.05464,3459.948055258657,5200,0.4189424,3459.9482,1.0,10.0,1679.1418,,1.0,9.221122e+28,0.32413027,100.0,346.68,-16233852.0,250808240.0,-239.54851,10.0
-5.6209e+23,53,739.5017,4999.449,100.0,9025.503,[-0.039  0.413 -1.757 -1.933],1,1.0,29698.28,-233.0139,1009819,15376865.0,-1,100,True,,1168.7530994415283,210546.44,3715.0695645365463,5300,0.4189424,3715.0693,1.0,10.0,1255.039,,1.0,1.51720515e+35,0.020289037,100.0,372.27,-16819950.0,97031380000.0,-233.0139,10.0
-6521340000000000.0,54,9.979502,4999.366,100.0,15.045954,[ 0.021  0.431 -1.758 -1.942],1,1.0,25.605883,-236.83116,1042963,14403225.0,-1,100,True,,1207.8449537754059,133.72868,3307.954771969624,5400,0.4189424,3307.955,1.0,10.0,1860.285,,1.0,2.0423734e+19,0.056566127,100.0,331.44,-15846258.0,254537980.0,-236.83116,10.0
-7.598087e+23,55,19.96612,4999.4556,100.0,83683.88,[-0.034  0.454 -1.769 -1.926],1,1.0,374941.97,-246.54007,1080581,15829911.0,-1,100,True,,1255.2109580039978,3134969.0,3754.489544716931,5500,0.4189424,3754.4897,1.0,10.0,1316.7075,,1.0,2.7722915e+35,0.06273828,100.0,376.18,-17273000.0,595901800000.0,-246.54007,10.0
-784476850000000.0,56,19.966827,4999.5376,100.0,6.142281,[ 0.026  0.471 -1.771 -1.929],1,1.0,6.133462,-244.7932,1117895,16725521.0,-1,100,True,,1302.1460859775543,31.035124,3725.416604388356,5600,0.4189424,3725.417,1.0,10.0,1687.2441,,1.0,2.9550313e+17,0.096201666,100.0,373.14,-18168656.0,98356500.0,-244.7932,10.0
-5.909698e+21,57,,4999.382,100.0,40824.266,[-0.032  0.482 -1.786 -1.943],1,1.0,192636.6,-250.87166,1156734,17023460.0,-1,100,True,,1369.1133069992065,1868807.8,3877.3675637428196,5700,0.4189424,3877.3674,1.0,10.0,1410.4896,,1.0,1.6772065e+31,0.13174513,100.0,388.39,-18466506.0,393122940000.0,-250.87166,10.0
-599033700000.0,58,19.959732,4999.448,100.0,5.129405,[ 0.03   0.491 -1.789 -1.944],1,1.0,7.21431,-254.00056,1194513,16952308.0,-1,100,True,,1429.5337028503418,57.225357,3772.1277912753344,5800,0.4189424,3772.128,1.0,10.0,1650.2606,,1.0,172269800000.0,0.17483781,100.0,377.79,-18395392.0,87100270.0,-254.00056,10.0
-1.2623901e+17,59,9.979568,4999.4644,100.0,793.00476,[-0.023  0.519 -1.807 -1.944],1,1.0,3616.6145,-252.61067,1235376,18729968.0,-1,100,True,,1486.66810297966,33938.727,4080.627108207041,5900,0.4189424,4080.6272,1.0,10.0,1441.6829,,1.0,7.6526944e+21,0.063019395,100.0,408.63,-20173064.0,15385044000.0,-252.61067,10.0
-1481609400000000.0,60,309.7582,4999.5117,100.0,11.1593075,[ 0.022  0.491 -1.81  -1.977],1,1.0,20.46872,-247.36288,1276133,18785702.0,-1,100,True,,1538.3688793182373,137.43997,4070.550347909333,6000,0.4189424,4070.5505,1.0,10.0,1488.7323,,1.0,1.05409115e+18,0.27167982,100.0,407.57,-20228826.0,215484430.0,-247.36288,10.0
-1.5162466e+22,61,,4999.5947,100.0,34811.285,[-0.039  0.496 -1.826 -1.972],1,1.0,113122.91,-243.47269,1315862,17299498.0,-1,100,True,,1607.9312858581543,931486.9,3966.4573967189845,6100,0.4189424,3966.4575,1.0,10.0,1251.6846,,1.0,1.1038795e+32,0.097511075,100.0,397.29,-18742668.0,475445920000.0,-243.47269,10.0
-8.976607e+20,62,319.78473,4999.384,100.0,5989.575,[ 0.02   0.515 -1.835 -1.968],1,1.0,48537.79,-245.53014,1353614,16917178.0,-1,100,True,,1665.4443726539612,481335.62,3769.5396998543793,6200,0.4189424,3769.5398,1.0,10.0,1645.5239,,1.0,3.869722e+29,0.5204106,100.0,377.52,-18360226.0,147847510000.0,-245.53014,10.0
-2.6101282e+19,63,9.9803095,4999.3896,100.0,14159.035,[-0.058  0.574 -1.869 -2.038],1,1.0,61719.168,-249.0624,1390999,15614083.0,-1,100,True,,1705.3296024799347,586523.0,3730.8153781034634,6300,0.4189424,3730.8157,1.0,10.0,1301.9598,,1.0,3.2717267e+26,0.0975855,100.0,373.85,-17057132.0,96976750000.0,-249.0624,10.0
-2514519000000.0,64,,4999.4233,100.0,12.3564415,[ 1.864e-03  5.894e-01 -1.869e+00 -2.031e+00],1,1.0,59.1036,-246.60565,1432634,19586778.0,-1,100,True,,1760.617959022522,538.8618,4159.436039498109,6400,0.4189424,4159.436,1.0,10.0,1511.9098,,1.0,3035740500000.0,0.12191501,100.0,416.35,-21029850.0,251486050.0,-246.60565,10.0
-598620800000000.0,65,249.73482,4999.4814,100.0,584.14923,[-0.036  0.627 -1.886 -2.058],1,1.0,2347.642,-243.40802,1476780,20618448.0,-1,100,True,,1817.2958498001099,21726.045,4409.6420184779745,6500,0.4189424,4409.642,1.0,10.0,1083.2845,,1.0,1.7207214e+17,0.053109773,100.0,441.46,-22061556.0,9944134000.0,-243.40802,10.0
-1.5103903e+20,66,299.74957,4999.457,100.0,263.4653,[-1.001e-03  6.226e-01 -1.916e+00 -2.174e+00],1,1.0,1878.205,-250.5591,1521749,21388316.0,-1,100,True,,1881.7439594268799,18343.805,4493.288207339219,6600,0.4189424,4493.288,1.0,10.0,1094.8417,,1.0,1.0954897e+28,0.010785955,100.0,449.69,-22831410.0,6528468000.0,-250.5591,10.0
-1.2308653e+23,67,9.980114,4999.573,100.0,28144.44,[-0.058  0.638 -1.921 -2.154],1,1.0,97431.016,-242.16461,1562309,17755224.0,-1,100,True,,1937.5473566055298,701494.3,4049.296910068382,6700,0.4189424,4049.2969,1.0,10.0,1165.5117,,1.0,7.274625e+33,0.12155093,100.0,405.6,-19198382.0,316247000000.0,-242.16461,10.0
-3.8433313e+16,68,,4999.4824,100.0,13.202683,[ 0.004  0.645 -1.925 -2.147],1,1.0,21.387474,-251.32445,1606409,21309542.0,-1,100,True,,1995.1813442707062,128.75877,4406.922641338758,6800,0.4189424,4406.9233,1.0,10.0,1374.2545,,1.0,7.0931096e+20,0.2856928,100.0,441.0,-22752650.0,304669000.0,-251.32445,10.0
-3.984752e+21,69,9.980053,4999.5386,100.0,22462.242,[-0.048  0.613 -1.933 -2.157],1,1.0,72553.67,-247.0328,1647159,18424616.0,-1,100,True,,2041.6971514225006,567576.2,4068.988714060692,6900,0.4189424,4068.9888,1.0,10.0,1366.7291,,1.0,7.624374e+30,0.07130363,100.0,407.5,-19867754.0,275509120000.0,-247.0328,10.0
-1375059500000000.0,70,19.970098,4999.452,100.0,22784.867,[ 0.011  0.603 -1.938 -2.174],1,1.0,153223.14,-254.415,1690084,20495364.0,-1,100,True,,2091.8895194530487,1475036.2,4289.077857723205,7000,0.4189424,4289.078,1.0,10.0,1448.8534,,1.0,9.072724e+17,0.07023245,100.0,429.25,-21938454.0,533289760000.0,-254.415,10.0
-8.769607e+16,71,19.962885,4999.578,100.0,8967.657,[-0.026  0.563 -1.964 -2.283],1,1.0,51972.76,-242.52997,1734097,20713072.0,-1,100,True,,2144.168705224991,467923.84,4396.870307614138,7100,0.4189424,4396.8706,1.0,10.0,1174.992,,1.0,3.692723e+21,0.016296731,100.0,440.13,-22156234.0,135027590000.0,-242.52997,10.0
-2.9711964e+21,72,319.8094,4999.591,100.0,50578.26,[ 0.016  0.594 -1.965 -2.25 ],1,1.0,298558.38,-245.23448,1777368,20400180.0,-1,100,True,,2185.3836381435394,2969941.2,4323.404687788681,7200,0.4189424,4323.405,1.0,10.0,1307.0396,,1.0,4.2388315e+30,0.048913583,100.0,432.71,-21843350.0,912514100000.0,-245.23448,10.0
