BatchSize,MinVanillaIw,MinNormIw,Bound,MaxVanillaIw,AvgRet,VarJ,ESSRenyi,VarVanillaIw,AvgVanillaIw,IterType,VarRet,J,AvgDiscRet,VarDiscRet,AvgNormIw,VarNormIw,EpsThisIter,ESSClassic,AvgEpLen,SamplesThisIter,renyi2,VanillaAvgRet,delta,MaxNormIw
100,,,-143.009,370.497,-304.99264848,1557.98,nan,1027.51,11.3718,1,20937.4554274,-23638.1,-304.99264848,20937.4554274,4.2735e-05,1.45109e-08,130,2.74890989767,384.615384615,50000,nan,-304.99264848,0.6,0.00139232
100,,,-234.785,8.5466e+06,-361.08053365,1751.23,nan,3.62179e+10,4365.99,1,9395.04650232,-39025.2,-361.08053365,9395.04650232,4.96032e-05,4.67494e-06,112,9.99922627003,446.428571429,50000,nan,-361.08053365,0.6,0.0971002
100,,,-382.147,28627.3,-394.756471719,6311.17,nan,129876.0,12.9379,1,1498.80390073,-43896.6,-394.756471719,1498.80390073,5.50055e-05,2.34755e-06,101,0.369708442844,495.04950495,50000,nan,-394.756471719,0.6,0.121709
100,,,-133.209,26196.2,-322.933017626,1999.85,nan,1.05728e+06,131.311,1,18033.0717054,-22645.8,-322.933017626,18033.0717054,4.51671e-05,1.25094e-07,123,11.3345675738,406.504065041,50000,nan,-322.933017626,0.6,0.00901075
100,,,-145.364,90374.8,-310.391493962,1686.61,nan,5.99531e+06,135.713,1,16791.548901,-22941.7,-310.391493962,16791.548901,4.51671e-05,6.64071e-07,123,18.9561029056,406.504065041,50000,nan,-310.391493962,0.6,0.030078
100,,,-113.747,426.753,-267.104569705,1514.76,nan,475.752,7.68114,1,23600.5737223,-18941.6,-267.104569705,23600.5737223,3.91236e-05,1.23426e-08,142,2.05961738818,352.112676056,50000,nan,-267.104569705,0.6,0.00217365
100,,,-140.128,873.119,-263.940380127,1449.89,nan,1004.34,8.21509,1,19816.7489494,-22150.3,-263.940380127,19816.7489494,3.85802e-05,2.21506e-08,144,10.8438361969,347.222222222,50000,nan,-263.940380127,0.6,0.0041004
100,,,-142.487,43891.5,-318.386966649,1986.7,nan,1.55395e+06,110.61,1,17721.1977091,-24353.8,-318.386966649,17721.1977091,4.48029e-05,2.54951e-07,124,15.1370187352,403.225806452,50000,nan,-318.386966649,0.6,0.0177783
100,,,-111.512,156.423,-274.066027067,1761.18,nan,437.707,7.46515,1,26134.5017209,-21078.6,-274.066027067,26134.5017209,3.85802e-05,1.16906e-08,144,1.54479418615,347.222222222,50000,nan,-274.066027067,0.6,0.000808404
100,,,-119.943,621.814,-267.234606136,1496.75,nan,890.781,8.84035,1,22215.8818776,-20815.4,-267.234606136,22215.8818776,3.83142e-05,1.67321e-08,145,3.70633565667,344.827586207,50000,nan,-267.234606136,0.6,0.00269495
100,,,-122.435,8658.49,-242.691006769,1662.2,nan,26594.5,5.76678,1,21229.389014,-22666.8,-242.691006769,21229.389014,3.53857e-05,1.00134e-06,157,10.0029140909,318.47133758,50000,nan,-242.691006769,0.6,0.0531296
100,,,-88.609,118.475,-193.202274948,1460.37,nan,85.4498,3.73969,1,22443.3705374,-13576.6,-193.202274948,22443.3705374,2.93945e-05,5.27925e-09,189,4.72319153797,264.55026455,50000,nan,-193.202274948,0.6,0.000931229
100,,,-103.789,318.515,-213.134054892,1389.6,nan,191.864,4.87086,1,21405.1794434,-16011.0,-213.134054892,21405.1794434,3.2113e-05,8.33957e-09,173,3.59504181978,289.01734104,50000,nan,-213.134054892,0.6,0.00209993
100,,,-93.0494,3095.24,-154.605568746,1044.96,nan,2485.63,2.90134,1,17119.5745783,-14637.9,-154.605568746,17119.5745783,2.36407e-05,1.65029e-07,235,11.0665177427,212.765957447,50000,nan,-154.605568746,0.6,0.0252206
100,,,-83.7392,14.1616,-113.310485478,821.892,nan,2.40464,1.34794,1,12532.9103202,-13597.1,-113.310485478,12532.9103202,1.72533e-05,3.93959e-10,322,5.99263821327,155.279503106,50000,nan,-113.310485478,0.6,0.000181265
100,,,-85.6489,13.5807,-113.341598564,700.653,nan,2.81983,1.40256,1,10861.0462124,-13376.9,-113.341598564,10861.0462124,1.75254e-05,4.40268e-10,317,4.46396204218,157.728706625,50000,nan,-113.341598564,0.6,0.000169695
100,,,-82.8527,18.8475,-109.865704737,749.839,nan,1.45052,1.11163,1,11196.8939709,-13235.7,-109.865704737,11196.8939709,1.66334e-05,3.24765e-10,334,4.73642839587,149.700598802,50000,nan,-109.865704737,0.6,0.000282018
100,,,-76.571,206.361,-101.94508081,915.281,nan,11.4588,1.48008,1,10141.8747081,-11729.2,-101.94508081,10141.8747081,1.56495e-05,1.28105e-09,355,7.57001247644,140.845070423,50000,nan,-101.94508081,0.6,0.00218193
100,,,-85.517,15.0806,-118.893104326,777.754,nan,1.42511,1.04737,1,12400.1560582,-13769.0,-118.893104326,12400.1560582,1.82749e-05,4.33866e-10,304,3.59184749734,164.473684211,50000,nan,-118.893104326,0.6,0.000263131
100,6.75629e-29,8.93467e-34,-75.476,9.65637,-98.2784532678,678.933,nan,1.2537,1.1447,1,11121.3375026,-11963.6,-98.2784532678,11121.3375026,1.51378e-05,2.19248e-10,367,5.14318499451,136.239782016,50000,nan,-98.2784532678,0.6,0.000127698
100,1.88728e-16,2.20324e-21,-74.1313,6.9037,-77.4504524366,434.794,nan,0.544549,1.0459,1,4875.49221425,-11290.5,-77.4504524366,4875.49221425,1.221e-05,7.42142e-11,455,5.60595889179,109.89010989,50000,nan,-77.4504524366,0.6,8.05948e-05
100,,,-74.1385,8.75984,-76.8936517635,416.165,nan,0.619723,1.05414,1,4341.42151794,-11155.0,-76.8936517635,4341.42151794,1.21832e-05,8.27801e-11,456,4.22867012077,109.649122807,50000,nan,-76.8936517635,0.6,0.000101242
100,7.13366e-22,8.55059e-27,-74.6744,9.97535,-82.8559531344,538.548,nan,0.921543,1.12499,1,5396.23223145,-11419.0,-82.8559531344,5396.23223145,1.34844e-05,1.32398e-10,412,4.68528515589,121.359223301,50000,nan,-82.8559531344,0.6,0.000119567
100,8.21936e-21,7.88903e-26,-67.8059,11.3588,-67.6216631773,450.719,nan,1.11037,1.1394,1,2232.34678093,-10191.8,-67.6216631773,2232.34678093,1.09361e-05,1.02291e-10,508,4.43707441284,98.4251968504,50000,nan,-67.6216631773,0.6,0.000109023
100,7.75033e-12,9.07903e-17,-74.8418,8.38655,-78.423154012,457.557,nan,0.558659,1.04461,1,5641.34535942,-11340.5,-78.423154012,5641.34535942,1.22369e-05,7.6663e-11,454,5.7594549199,110.13215859,50000,nan,-78.423154012,0.6,9.82433e-05
100,4.15914e-09,4.24478e-14,-71.895,5.96233,-67.8607516394,366.142,nan,0.460464,1.06318,1,2641.16575957,-10652.9,-67.8607516394,2641.16575957,1.08507e-05,4.79622e-11,512,4.67539306519,97.65625,50000,nan,-67.8607516394,0.6,6.0851e-05
100,1.34063e-06,1.29237e-11,-68.3317,6.6472,-63.1784388749,228.258,nan,0.44322,1.06526,1,534.473290078,-10464.8,-63.1784388749,534.473290078,1.0269e-05,4.11881e-11,541,4.61978480689,92.4214417745,50000,nan,-63.1784388749,0.6,6.40789e-05
100,2.14593e-07,2.30851e-12,-72.7878,4.99836,-68.8925064904,274.969,nan,0.327557,1.02263,1,2562.51888329,-10859.3,-68.8925064904,2562.51888329,1.10011e-05,3.79071e-11,505,4.44886907812,99.0099009901,50000,nan,-68.8925064904,0.6,5.37705e-05
100,0.00250089,2.44291e-08,-69.0622,9.20548,-62.1622394251,239.832,,0.349521,1.03596,1,409.824998484,-10466.5,-62.1622394251,409.824998484,1.01194e-05,3.33501e-11,549,4.19122769504,91.0746812386,50000,inf,-62.1622394251,0.6,8.99204e-05
100,0.00670167,6.21211e-08,-70.1434,5.16773,-59.7065057697,221.081,,0.258665,1.04596,1,302.055629468,-10219.1,-59.7065057697,302.055629468,9.69556e-06,2.22254e-11,573,4.49812286944,87.260034904,50000,inf,-59.7065057697,0.6,4.79022e-05
100,,,-71.6117,20.3325,-73.7540146656,449.953,nan,0.972362,1.05544,1,4745.72413124,-10732.4,-73.7540146656,4745.72413124,1.17206e-05,1.19912e-10,474,70.4661067987,105.485232068,50000,nan,-73.7540146656,0.6,0.000225792
100,,,-54.259,379.971,-58.4349532087,233.415,nan,79.8821,2.30792,1,75.885729067,-9131.29,-58.4349532087,75.885729067,9.48047e-06,1.34793e-09,586,7.68628533784,85.3242320819,50000,nan,-58.4349532087,0.6,0.00156084
100,1.77938e-09,1.90987e-14,-72.6424,4.52843,-67.8461994457,318.113,,0.331322,1.0209,1,2330.42782404,-10857.4,-67.8461994457,2330.42782404,1.09577e-05,3.81701e-11,507,4.47782504102,98.6193293886,50000,inf,-67.8461994457,0.6,4.86054e-05
100,,,-58.2457,65.4238,-61.6535881587,435.152,nan,6.71878,1.30651,1,228.690830916,-9689.84,-61.6535881587,228.690830916,1.01194e-05,4.03065e-10,549,2.83369316881,91.0746812386,50000,nan,-61.6535881587,0.6,0.000506732
100,9.76418e-07,1.04396e-11,-71.3043,5.20338,-65.6911692052,235.482,nan,0.26232,0.985979,1,2192.3212298,-10595.2,-65.6911692052,2192.3212298,1.05419e-05,2.99868e-11,527,4.7482882512,94.8766603416,50000,nan,-65.6911692052,0.6,5.56333e-05
100,,,-52.7036,142.719,-58.1992304528,238.83,nan,62.2436,2.17253,1,82.2078078422,-9097.94,-58.1992304528,82.2078078422,9.44822e-06,1.17723e-09,588,2.70558834075,85.0340136054,50000,nan,-58.1992304528,0.6,0.000620676
100,,,-49.3732,3.44071e+17,-60.2257193483,310.814,nan,1.41604e+31,4.95659e+13,1,94.0766085807,-7995.65,-60.2257193483,94.0766085807,9.79816e-06,5.53348e-07,567,8.19017523684,88.1834215168,50000,nan,-60.2257193483,0.6,0.0680157
100,,,-53.9613,1572.52,-59.966015486,463.24,nan,1532.57,3.91367,1,109.586971817,-8555.4,-59.966015486,109.586971817,9.78091e-06,9.57218e-09,568,1.79109151707,88.0281690141,50000,nan,-59.966015486,0.6,0.00392999
100,0.00463382,4.3395e-08,-68.2411,4.6041,-59.9857235988,171.775,,0.215149,1.03531,1,252.681135223,-10326.3,-59.9857235988,252.681135223,9.69556e-06,1.88686e-11,573,5.15588284003,87.260034904,50000,inf,-59.9857235988,0.6,4.31167e-05
100,2.26947e-09,2.20565e-14,-68.6733,7.13255,-64.6953368501,356.019,nan,0.49689,1.06449,1,2371.25177314,-10135.5,-64.6953368501,2371.25177314,1.03455e-05,4.69339e-11,537,5.1528070062,93.1098696462,50000,nan,-64.6953368501,0.6,6.93199e-05
100,,,-54.5541,60.5865,-58.3962771939,163.915,nan,18.3544,1.89824,1,60.3558326302,-9607.53,-58.3962771939,60.3558326302,9.48047e-06,4.57823e-10,586,3.43266316503,85.3242320819,50000,nan,-58.3962771939,0.6,0.00030259
100,0.002213,2.15196e-08,-67.9388,7.97486,-60.3495886162,205.158,,0.257262,1.01117,1,265.112429704,-10292.6,-60.3495886162,265.112429704,9.83284e-06,2.43267e-11,565,4.43019134849,88.4955752212,50000,inf,-60.3495886162,0.6,7.7549e-05
100,0.00689387,6.53095e-08,-68.7135,4.34757,-59.6641689601,165.556,,0.196819,1.02522,1,261.451930952,-10291.8,-59.6641689601,261.451930952,9.71251e-06,1.76642e-11,572,4.20808135405,87.4125874126,50000,inf,-59.6641689601,0.6,4.11869e-05
100,6.6998e-09,5.506e-14,-60.8713,15.3888,-60.5433077693,199.371,nan,1.46742,1.19437,1,388.197371032,-9990.68,-60.5433077693,388.197371032,9.81547e-06,9.91068e-11,566,6.66675788954,88.3392226148,50000,nan,-60.5433077693,0.6,0.000126467
100,2.24401e-10,2.3747e-15,-68.6584,6.77536,-66.6801410221,269.751,nan,0.414107,1.01347,1,1619.83504281,-10636.6,-66.6801410221,1619.83504281,1.0725e-05,4.63748e-11,518,4.50747887694,96.5250965251,50000,nan,-66.6801410221,0.6,7.16996e-05
100,8.84694e-10,8.53446e-15,-63.3389,9.17459,-60.5063190371,176.347,,0.409986,1.02839,1,788.177169605,-10018.3,-60.5063190371,788.177169605,9.92063e-06,3.81536e-11,560,5.25836664684,89.2857142857,50000,inf,-60.5063190371,0.6,8.85055e-05
100,3.85243e-15,3.14034e-20,-58.4292,12.423,-58.3972710533,153.945,nan,1.07357,1.1571,1,312.727129163,-9696.05,-58.3972710533,312.727129163,9.43218e-06,7.13368e-11,589,5.43230396366,84.8896434635,50000,nan,-58.3972710533,0.6,0.000101267
100,,,-52.3961,221.302,-58.0141854873,193.393,nan,89.0508,2.59913,1,68.8814117206,-9155.96,-58.0141854873,68.8814117206,9.48047e-06,1.18479e-09,586,3.51225418301,85.3242320819,50000,nan,-58.0141854873,0.6,0.00080721
100,6.93615e-05,5.37348e-10,-60.1183,23.3375,-58.9265198148,463.626,nan,2.36129,1.23428,1,174.89809797,-9540.45,-58.9265198148,174.89809797,9.56206e-06,1.41718e-10,581,4.28740313549,86.0585197935,50000,nan,-58.9265198148,0.6,0.000180797
100,,,-25.5413,1.10289e+13,-56.209813689,399.14,nan,1.67224e+22,2.30907e+09,1,90.379550715,-5668.39,-56.209813689,90.379550715,9.10747e-06,2.60148e-07,610,6.62260172486,81.9672131148,50000,nan,-56.209813689,0.6,0.0435004
100,1.47293e-11,1.6688e-16,-74.1937,4.60501,-69.9079859778,293.497,nan,0.28638,0.986615,1,2503.96349793,-11130.4,-69.9079859778,2503.96349793,1.11782e-05,3.67611e-11,497,6.37458289627,100.60362173,50000,nan,-69.9079859778,0.6,5.2174e-05
100,1.20524e-12,1.30395e-17,-70.9777,6.36554,-70.6738210551,324.216,nan,0.549516,1.06757,1,2138.01729716,-11054.9,-70.6738210551,2138.01729716,1.155e-05,6.43211e-11,481,4.9540896147,103.95010395,50000,nan,-70.6738210551,0.6,6.88687e-05
100,2.95935e-12,3.4098e-17,-73.3643,7.54031,-75.1306767587,471.873,nan,0.471175,1.03469,1,4566.08219874,-11251.4,-75.1306767587,4566.08219874,1.19218e-05,6.2553e-11,466,4.88531430441,107.296137339,50000,nan,-75.1306767587,0.6,8.68804e-05
100,,,-42.5037,4.68778e+22,-58.1285243032,299.918,nan,inf,6.33011e+18,1,179.680414671,-6146.06,-58.1285243032,179.680414671,9.44822e-06,5.01658e-07,588,9.21896572402,85.0340136054,50000,nan,-58.1285243032,0.6,0.0699691
100,2.81213e-06,2.8928e-11,-71.2715,4.52472,-66.499542466,322.677,nan,0.294481,1.03659,1,2292.04902378,-10768.1,-66.499542466,2292.04902378,1.06633e-05,3.11618e-11,521,4.79686522569,95.9692898273,50000,nan,-66.499542466,0.6,4.65451e-05
100,1.68396e-16,1.96337e-21,-71.332,7.82333,-73.6815450605,466.574,nan,0.413571,1.01382,1,4234.90994194,-10943.9,-73.6815450605,4234.90994194,1.18203e-05,5.62197e-11,470,4.74538024903,106.382978723,50000,nan,-73.6815450605,0.6,9.12139e-05
100,0.00175873,1.62953e-08,-68.3598,4.06382,-60.4505035268,212.538,,0.234182,1.0575,1,463.817390535,-10339.9,-60.4505035268,463.817390535,9.79816e-06,2.01039e-11,567,4.78083077392,88.1834215168,50000,inf,-60.4505035268,0.6,3.76529e-05
100,1.60904e-13,1.70083e-18,-67.7253,8.9887,-71.3336362323,526.838,nan,0.877665,1.077,1,3867.4603711,-10417.7,-71.3336362323,3867.4603711,1.13843e-05,9.80656e-11,488,5.39192850584,102.459016393,50000,nan,-71.3336362323,0.6,9.50148e-05
100,1.22072e-08,1.23277e-13,-70.5447,4.26669,-65.3157779319,345.667,,0.3055,1.0302,1,2438.68948127,-10522.0,-65.3157779319,2438.68948127,1.04037e-05,3.1156e-11,534,6.06686020879,93.6329588015,50000,inf,-65.3157779319,0.6,4.3088e-05
100,6.91394e-10,6.21839e-15,-60.7282,16.309,-60.1733853359,187.607,nan,0.739689,1.08368,1,385.75494751,-10015.2,-60.1733853359,385.75494751,9.74659e-06,5.98348e-11,570,5.27093121894,87.7192982456,50000,nan,-60.1733853359,0.6,0.000146683
100,1.21641e-16,1.17298e-21,-66.5704,12.7618,-64.4491879655,368.393,nan,0.605114,1.07888,1,1788.05648438,-10199.5,-64.4491879655,1788.05648438,1.04037e-05,5.62679e-11,534,15.5387252765,93.6329588015,50000,nan,-64.4491879655,0.6,0.000123062
100,,,-42.3693,9.01981e+12,-57.2068449347,250.082,nan,7.54592e+21,8.4653e+08,1,80.4613082784,-6918.39,-57.2068449347,80.4613082784,9.27472e-06,9.05792e-07,599,9.99875348637,83.4724540902,50000,nan,-57.2068449347,0.6,0.0988224
100,0.000267387,2.57654e-09,-70.6424,3.80275,-60.3376225444,212.576,,0.160828,1.01147,1,453.222700914,-10367.1,-60.3376225444,453.222700914,9.74659e-06,1.49333e-11,570,4.45612670961,87.7192982456,50000,inf,-60.3376225444,0.6,3.66433e-05
100,3.62665e-08,3.53779e-13,-67.4512,5.60383,-64.1144203518,292.054,nan,0.46619,1.06252,1,1624.77940674,-10319.4,-64.1144203518,1624.77940674,1.03648e-05,4.43627e-11,536,4.94476538537,93.2835820896,50000,nan,-64.1144203518,0.6,5.46653e-05
100,4.1156e-29,2.85739e-34,-55.7766,68.0253,-59.105209998,287.593,nan,5.65096,1.38201,1,182.70312984,-9488.22,-59.105209998,182.70312984,9.59509e-06,2.72392e-10,579,3.6791560661,86.3557858377,50000,nan,-59.105209998,0.6,0.000472288
100,0.00794509,6.784e-08,-63.5234,12.159,-58.3272191031,342.892,nan,0.828771,1.1122,1,242.979036089,-9711.91,-58.3272191031,242.979036089,9.49668e-06,6.0424e-11,585,4.31233602614,85.4700854701,50000,nan,-58.3272191031,0.6,0.000103821
100,0.0296009,2.62325e-07,-63.8707,10.8282,-57.4031757328,298.712,nan,0.415824,1.05537,1,248.68464835,-9861.72,-57.4031757328,248.68464835,9.35279e-06,3.26574e-11,594,5.23269615761,84.1750841751,50000,nan,-57.4031757328,0.6,9.59606e-05
100,0.00860323,8.21478e-08,-69.4754,6.93291,-59.7571007239,280.482,nan,0.213285,1.01363,1,323.065467884,-10298.8,-59.7571007239,323.065467884,9.67867e-06,1.94459e-11,574,5.01445972134,87.1080139373,50000,nan,-59.7571007239,0.6,6.61987e-05
100,,,-54.8056,69.6921,-57.1419026454,186.803,nan,6.83063,1.45792,1,53.0866644152,-9564.15,-57.1419026454,53.0866644152,9.25926e-06,2.75514e-10,600,3.93231939784,83.3333333333,50000,nan,-57.1419026454,0.6,0.000442614
100,2.90659e-24,1.80302e-29,-57.7264,18.1693,-60.0179956076,97.2154,nan,5.8369,1.57953,1,91.9104297766,-10046.6,-60.0179956076,91.9104297766,9.79816e-06,2.24603e-10,567,7.03992199001,88.1834215168,50000,nan,-60.0179956076,0.6,0.000112708
100,,,-70.159,7.63595,-62.8680761348,260.75,,0.328723,1.035,1,669.035941733,-10508.3,-62.8680761348,669.035941733,1.02501e-05,3.22409e-11,542,36.0417617667,92.2509225092,50000,inf,-62.8680761348,0.6,7.56225e-05
100,4.53031e-06,4.68263e-11,-67.2297,8.15262,-64.4096616007,309.582,nan,0.368106,1.01604,1,1475.76967752,-10450.5,-64.4096616007,1475.76967752,1.0502e-05,3.93275e-11,529,4.95212813739,94.5179584121,50000,nan,-64.4096616007,0.6,8.42673e-05
100,,,-40.7956,6.38733e+14,-57.1146110426,235.743,nan,4.18369e+25,7.95736e+10,1,71.7114398622,-7176.34,-57.1146110426,71.7114398622,9.27472e-06,5.68359e-07,599,9.04311016032,83.4724540902,50000,nan,-57.1146110426,0.6,0.0744476
100,,,-47.4755,8.79758e+23,-57.1770475448,169.332,nan,inf,8.37771e+19,1,69.6304895018,-7295.64,-57.1770475448,69.6304895018,9.29023e-06,8.84409e-07,598,9.99685432121,83.6120401338,50000,nan,-57.1770475448,0.6,0.0975583
100,,,-77.2385,13.2524,-98.2617412403,845.105,nan,0.606166,1.02007,1,9920.44844053,-13228.9,-98.2617412403,9920.44844053,1.50966e-05,1.32768e-10,368,4.53898020097,135.869565217,50000,nan,-98.2617412403,0.6,0.00019613
100,5.48089e-14,5.49036e-19,-66.1895,10.2931,-65.445761237,439.824,nan,0.63659,1.06859,1,1657.05125957,-10420.1,-65.445761237,1657.05125957,1.07043e-05,6.3879e-11,519,4.30017010952,96.3391136802,50000,nan,-65.445761237,0.6,0.000103109
100,,,-43.7253,2.59891e+21,-58.2705507943,274.102,nan,inf,2.45805e+17,1,68.6303981016,-7580.75,-58.2705507943,68.6303981016,9.44822e-06,9.42791e-07,588,9.9999887764,85.0340136054,50000,nan,-58.2705507943,0.6,0.0998966
100,1.02299e-20,1.14721e-25,-70.3369,6.11696,-70.9506929161,490.124,nan,0.354256,0.990797,1,4414.62398727,-10841.0,-70.9506929161,4414.62398727,1.11111e-05,4.45515e-11,500,6.45791991214,100.0,50000,nan,-70.9506929161,0.6,6.85976e-05
100,,,-42.5302,2.03226e+19,-58.2475331142,214.209,nan,inf,1.92013e+15,1,78.8543468344,-7162.85,-58.2475331142,78.8543468344,9.44822e-06,9.44742e-07,588,9.99999808344,85.0340136054,50000,nan,-58.2475331142,0.6,0.1
100,,,-52.7704,185.875,-58.8586569682,165.906,nan,149.658,2.96732,1,74.3941680836,-9261.91,-58.8586569682,74.3941680836,9.61169e-06,1.57025e-09,578,2.99970302585,86.5051903114,50000,nan,-58.8586569682,0.6,0.000602082
100,,,-36.9684,3.04446e+21,-58.2249351939,196.286,nan,inf,2.91497e+17,1,122.383664316,-6586.31,-58.2249351939,122.383664316,9.43218e-06,9.15465e-07,589,9.99790448507,84.8896434635,50000,nan,-58.2249351939,0.6,0.0985118
100,5.18169e-12,5.55164e-17,-71.083,8.29608,-72.9556794402,580.85,nan,0.597751,1.08028,1,4542.80150506,-10940.6,-72.9556794402,4542.80150506,1.15741e-05,6.86151e-11,480,6.10883266263,104.166666667,50000,nan,-72.9556794402,0.6,8.88839e-05
100,,,-51.6732,906.336,-58.9957410847,585.572,nan,144.554,2.45947,1,64.0347007587,-9329.04,-58.9957410847,64.0347007587,9.59509e-06,2.20011e-09,579,2.43494375216,86.3557858377,50000,nan,-58.9957410847,0.6,0.00353587
100,8.55059e-15,4.50141e-20,-55.162,161.341,-58.9226303505,199.695,nan,21.5453,1.82262,1,50.755872905,-9735.36,-58.9226303505,50.755872905,9.59509e-06,5.97116e-10,579,2.90217494851,86.3557858377,50000,nan,-58.9226303505,0.6,0.00084937
100,,,-32.8413,7.92389e+10,-59.1489015599,344.913,nan,1.59805e+18,3.49756e+07,1,107.042566433,-6221.8,-59.1489015599,107.042566433,9.61169e-06,1.20687e-07,578,3.77361914655,86.5051903114,50000,nan,-59.1489015599,0.6,0.0217758
100,0.00151822,1.43759e-08,-68.7474,6.59104,-59.8967610587,226.009,,0.193384,1.02037,1,444.423545858,-10188.1,-59.8967610587,444.423545858,9.66184e-06,1.73388e-11,575,4.45031212655,86.9565217391,50000,inf,-59.8967610587,0.6,6.241e-05
100,3.01053e-09,2.69456e-14,-68.9264,6.98824,-59.4557559974,241.325,,0.325011,1.07387,1,472.61295625,-10091.9,-59.4557559974,472.61295625,9.61169e-06,2.60369e-11,578,5.4658454703,86.5051903114,50000,inf,-59.4557559974,0.6,6.25481e-05
