Bound,EpThisIter,MinIW,MaxIW,EpRewMean,Iteration,EmpiricalD2,StdIW,InitialBound,MeanIW,InitialReturnMean,J_sample_variance,Weights,TimestepsSoFar,ReturnMeanIW,InitialReturnMax,InitialReturnMin,EpisodesSoFar,TimeElapsed,EpLenMean,InitialReturnStd
-30.619453,100,1.0,1.0,-122.05093691173383,23,1.0,,-30.619453,1.0,4.5776366e-07,2.3170242,[-0.576 -0.742 -0.361 -0.372 -0.178],296326,2.7139165,4.702193,-2.9076757,2300,579.6388080120087,128.25,1.5145476
-31.65291,100,1.0,1.0,-122.12394542597823,24,1.0,,-31.65291,1.0,-3.8146972e-08,3.191078,[-0.576 -0.742 -0.361 -0.372 -0.178],310418,1.6805174,4.868801,-2.7474303,2400,606.1694214344025,140.92,1.7774047
-32.482567,100,1.0,1.0,-120.86778789447311,25,1.0,,-32.482567,1.0,1.2159347e-07,2.0177734,[-0.576 -0.742 -0.361 -0.372 -0.178],325657,0.8508389,3.2891142,-2.671031,2500,636.2265591621399,152.39,1.4133633
-31.50748,100,1.0,1.0,-123.95193123761521,26,1.0,,-31.50748,1.0,5.197525e-07,3.0318975,[-0.576 -0.742 -0.361 -0.372 -0.178],340048,1.8259503,3.8503892,-3.5406857,2600,665.2824449539185,143.91,1.7325064
-31.614891,100,0.47198543,1.891776,-122.45359404724046,27,1.0393504,0.17734936,-31.645004,1.0107546,-2.7656554e-07,2.3735723,[-0.576 -0.742 -0.361 -0.372 -0.178],352627,2.814979,4.1784487,-2.7864084,2700,689.9174365997314,125.79,1.516947
-31.423098,100,1.0,1.0,-121.8557017101181,28,1.0,,-31.423098,1.0,-3.8862228e-07,2.6271818,[-0.578 -0.746 -0.36  -0.37  -0.182],366956,1.9102997,3.211432,-3.0374236,2800,716.4530627727509,143.29,1.6127338
-31.768503,100,1.0,1.0,-124.62460900500776,29,1.0,,-31.768503,1.0,-7.2717665e-07,3.438479,[-0.578 -0.746 -0.36  -0.37  -0.182],381772,1.564867,4.310583,-2.8319144,2900,743.0442881584167,148.16,1.8450187
-31.68238,100,1.0,1.0,-118.84965642652207,30,1.0,,-31.68238,1.0,2.2888183e-07,2.3691745,[-0.578 -0.746 -0.36  -0.37  -0.182],396404,1.6510549,3.3581176,-3.1852508,3000,769.95774102211,146.32,1.5314969
-31.387375,100,1.0,1.0,-123.0069919218285,31,1.0,,-31.387375,1.0,5.197525e-07,2.9048407,[-0.578 -0.746 -0.36  -0.37  -0.182],410198,1.9464265,3.3194215,-2.8120003,3100,795.5832295417786,137.94,1.6958162
-31.4373,100,1.0,1.0,-119.92358796047243,32,1.0,,-31.4373,1.0,1.4305115e-07,3.001956,[-0.578 -0.746 -0.36  -0.37  -0.182],424401,1.8963345,4.2545633,-3.2344475,3200,822.2453277111053,142.03,1.7239306
-31.200745,100,1.0,1.0,-119.8264715436019,33,1.0,,-31.200745,1.0,8.8214875e-08,2.6171906,[-0.578 -0.746 -0.36  -0.37  -0.182],438331,2.1326323,4.170474,-3.0137916,3300,848.8850793838501,139.3,1.6096642
-32.218643,100,1.0,1.0,-122.18015647275493,34,1.0,,-32.218643,1.0,1.6212464e-07,2.983453,[-0.578 -0.746 -0.36  -0.37  -0.182],453815,1.1147224,4.8843327,-2.863062,3400,879.2490770816803,154.84,1.7186096
-31.745323,100,1.0,1.0,-122.14000355377154,35,1.0,,-31.745323,1.0,4.7683716e-07,2.2319233,[-0.578 -0.746 -0.36  -0.37  -0.182],468256,1.5880554,3.5194895,-3.2819219,3500,906.0544109344482,144.41,1.4864738
-32.06749,100,1.0,1.0,-123.10674425811777,36,1.0,,-32.06749,1.0,7.1525574e-07,3.0522728,[-0.578 -0.746 -0.36  -0.37  -0.182],483832,1.2660118,4.2641125,-2.9584699,3600,936.3860919475555,155.76,1.7383183
-31.57213,100,1.0,1.0,-123.93995972420154,37,1.0,,-31.57213,1.0,-5.483627e-07,2.8428504,[-0.578 -0.746 -0.36  -0.37  -0.182],498541,1.7612356,4.080948,-2.9117851,3700,964.2203187942505,147.09,1.6776241
-31.462944,100,1.0,1.0,-119.8107456335926,38,1.0,,-31.462944,1.0,2.9563904e-07,2.7989194,[-0.578 -0.746 -0.36  -0.37  -0.182],512709,1.8704333,3.8132424,-2.9938784,3800,991.9438264369965,141.68,1.6646111
-31.150536,100,1.0,1.0,-122.76216436742396,39,1.0,,-31.150536,1.0,-1.5735627e-07,3.2244108,[-0.578 -0.746 -0.36  -0.37  -0.182],526378,2.1830323,3.7428315,-3.0821047,3900,1017.7560751438141,136.69,1.7866637
-31.369463,100,1.0,1.0,-119.55870993031472,40,1.0,,-31.369463,1.0,-2.2411346e-07,2.760098,[-0.578 -0.746 -0.36  -0.37  -0.182],540280,1.9641098,3.5862203,-3.100257,4000,1044.2411963939667,139.02,1.6530266
-30.899666,100,0.31749767,2.8385277,-118.46813960899169,41,1.1354743,0.32760945,-30.952562,1.0854137,4.005432e-07,3.2749064,[-0.578 -0.746 -0.36  -0.37  -0.182],553707,2.4847064,3.508769,-3.1787796,4100,1068.9969770908356,134.27,1.5932531
-31.97961,100,1.0,1.0,-120.91665525675567,42,1.0,,-31.97961,1.0,-2.5749208e-07,2.853281,[-0.579 -0.743 -0.362 -0.376 -0.183],569241,1.3538052,2.9783134,-3.203353,4200,1097.8193459510803,155.34,1.6806988
-30.137228,100,1.0,1.0,-119.80257872526101,43,1.0,,-30.137228,1.0,,2.39837,[-0.579 -0.743 -0.362 -0.376 -0.183],581014,3.1965764,3.8328977,-2.8545446,4300,1120.9491844177246,117.73,1.5409045
-31.820208,100,1.0,1.0,-119.48442567548123,44,1.0,,-31.820208,1.0,1.9073487e-07,1.8060359,[-0.579 -0.743 -0.362 -0.376 -0.183],595583,1.5134562,3.4339457,-3.171289,4400,1149.7938947677612,145.69,1.3371521
-31.685265,100,1.0,1.0,-117.5556108517602,45,1.0,,-31.685265,1.0,8.583069e-08,2.3573809,[-0.579 -0.743 -0.362 -0.376 -0.183],609873,1.648086,3.652954,-2.6988955,4500,1175.4372024536133,142.9,1.5276804
-30.759415,100,1.0,1.0,-118.76562516782172,46,1.0,,-30.759415,1.0,3.528595e-07,3.108269,[-0.579 -0.743 -0.362 -0.376 -0.183],622800,2.5740206,4.2401175,-3.380488,4600,1200.230919599533,129.27,1.7541912
-30.480244,100,1.0,1.0,-118.24375787909486,47,1.0,,-30.480244,1.0,-1.8596648e-07,2.6766887,[-0.579 -0.743 -0.362 -0.376 -0.183],635372,2.8531566,3.9664207,-2.5707831,4700,1224.204612493515,125.72,1.6278582
-30.646046,100,1.0,1.0,-120.31128088616666,48,1.0,,-30.646046,1.0,-4.4345856e-07,3.032859,[-0.579 -0.743 -0.362 -0.376 -0.183],648261,2.6874166,3.492455,-3.0078773,4800,1249.317492723465,128.89,1.7327813
-31.067677,100,1.0,1.0,-122.00613737732999,49,1.0,,-31.067677,1.0,4.816055e-07,2.647765,[-0.579 -0.743 -0.362 -0.376 -0.183],661306,2.5168457,4.323451,-2.8013635,4900,1273.7903237342834,130.45,1.619039
-30.414303,100,1.0,1.0,-119.07601475147534,50,1.0,,-30.414303,1.0,1.14440915e-07,2.781435,[-0.579 -0.743 -0.362 -0.376 -0.183],673809,2.9191933,4.553441,-3.1706853,5000,1298.3804123401642,125.03,1.6594037
-30.462006,100,0.4809285,1.8455795,-116.56507367282967,51,1.0394201,0.19404459,-30.480099,1.0094823,-2.69413e-07,2.698493,[-0.579 -0.743 -0.362 -0.376 -0.183],686108,2.8904998,3.3814647,-3.055941,5100,1322.6148324012756,122.99,1.5685332
-31.43286,100,1.0,1.0,-119.59273087597381,52,1.0,,-31.43286,1.0,-7.6293944e-08,2.326509,[-0.574 -0.735 -0.359 -0.376 -0.188],700131,1.9006741,3.8880434,-2.648479,5200,1349.6895949840546,140.23,1.5176443
-30.350317,100,1.0,1.0,-119.69033027358941,53,1.0,,-30.350317,1.0,-7.152557e-09,2.7703502,[-0.574 -0.735 -0.359 -0.376 -0.188],712455,2.9830997,4.848296,-2.9446764,5300,1372.375470161438,123.24,1.6560941
-31.294306,100,1.0,1.0,-120.9482621001975,54,1.0,,-31.294306,1.0,3.0994414e-07,2.6211598,[-0.574 -0.735 -0.359 -0.376 -0.188],726296,2.0390718,3.3677866,-2.807199,5400,1397.0114586353302,138.41,1.6108844
-30.509338,100,1.0,1.0,-120.6318207276402,55,1.0,,-30.509338,1.0,1.66893e-07,3.2222407,[-0.574 -0.735 -0.359 -0.376 -0.188],738700,2.826035,3.953435,-2.855876,5500,1421.5979750156403,124.04,1.7860624
-30.20683,100,1.0,1.0,-116.27036108511362,56,1.0,,-30.20683,1.0,3.0517577e-07,2.561865,[-0.574 -0.735 -0.359 -0.376 -0.188],750767,3.1269188,3.174192,-3.184668,5600,1444.5646076202393,120.67,1.5925598
-30.9705,100,1.0,1.0,-116.00739949955236,57,1.0,,-30.9705,1.0,5.00679e-07,2.5251,[-0.574 -0.735 -0.359 -0.376 -0.188],763834,2.362895,3.5649095,-3.2364411,5700,1470.6704540252686,130.67,1.5810912
-31.322653,100,1.0,1.0,-119.84739015788156,58,1.0,,-31.322653,1.0,3.4332277e-07,2.4054663,[-0.574 -0.735 -0.359 -0.376 -0.188],776990,2.0107753,3.9879463,-2.6572695,5800,1494.4680860042572,131.56,1.5431825
-31.129454,100,1.0,1.0,-120.71962445703912,59,1.0,,-31.129454,1.0,6.67572e-08,2.4446843,[-0.574 -0.735 -0.359 -0.376 -0.188],790119,2.2039435,3.4065309,-2.7184906,5900,1520.452842950821,131.29,1.5557114
-30.757973,100,1.0,1.0,-120.00899202904165,60,1.0,,-30.757973,1.0,1.5735627e-07,3.3044612,[-0.574 -0.735 -0.359 -0.376 -0.188],803174,2.5754278,4.0637436,-2.9658737,6000,1545.2670483589172,130.55,1.8087059
-30.772488,100,1.0,1.0,-119.0383437788233,61,1.0,,-30.772488,1.0,-2.479553e-07,2.9309723,[-0.574 -0.735 -0.359 -0.376 -0.188],816029,2.5609863,3.427937,-2.9176292,6100,1569.4682059288025,128.55,1.7034267
-30.06788,100,1.0,1.0,-120.50469000113928,62,1.0,,-30.06788,1.0,8.583069e-08,3.0516598,[-0.574 -0.735 -0.359 -0.376 -0.188],828262,3.265715,3.8391724,-3.0543447,6200,1593.5427241325378,122.33,1.7381438
-31.536943,100,1.0,1.0,-116.93726049549606,63,1.0,,-31.536943,1.0,-1.9550323e-07,2.996927,[-0.574 -0.735 -0.359 -0.376 -0.188],842376,1.7964456,3.7637532,-3.1474652,6300,1621.9176964759827,141.14,1.7224859
-31.347782,100,1.0,1.0,-118.64270563430924,64,1.0,,-31.347782,1.0,-6.67572e-07,2.9208577,[-0.574 -0.735 -0.359 -0.376 -0.188],856121,1.985718,4.0413632,-3.1987338,6400,1646.9279408454895,137.45,1.7004851
-31.170176,100,1.0,1.0,-120.39587976021201,65,1.0,,-31.170176,1.0,-1.2874604e-07,2.8435037,[-0.574 -0.735 -0.359 -0.376 -0.188],869947,2.1632135,3.1123369,-3.2250204,6500,1672.5767030715942,138.26,1.6778167
-31.31103,100,1.0,1.0,-120.90044281905665,66,1.0,,-31.31103,1.0,-3.4809113e-07,2.9575155,[-0.574 -0.735 -0.359 -0.376 -0.188],883436,2.0223334,3.9511538,-2.7367911,6600,1697.7697896957397,134.89,1.7111225
-31.214033,100,1.0,1.0,-124.01483604132778,67,1.0,,-31.214033,1.0,4.4345856e-07,2.303384,[-0.574 -0.735 -0.359 -0.376 -0.188],896797,2.1193645,4.763794,-2.552414,6700,1724.081536769867,133.61,1.5100827
-30.885303,100,0.6489565,1.357283,-115.7363399685577,68,1.0204848,0.11688394,-30.899,1.0188822,-1.66893e-07,2.696573,[-0.574 -0.735 -0.359 -0.376 -0.188],909838,2.460423,3.793221,-3.5284739,6800,1750.0301961898804,130.41,1.5925843
-30.937534,100,1.0,1.0,-118.59580233596267,69,1.0,,-30.937534,1.0,-3.3855437e-07,2.2325313,[-0.574 -0.734 -0.361 -0.376 -0.188],922501,2.3958426,4.669825,-2.8302236,6900,1774.205674648285,126.63,1.4866762
-30.340195,100,1.0,1.0,-118.97715457078807,70,1.0,,-30.340195,1.0,-1.9073486e-08,2.7367048,[-0.574 -0.734 -0.361 -0.376 -0.188],935085,2.9933517,3.8577032,-3.4065876,7000,1799.1633112430573,125.84,1.6460067
-30.723806,100,1.0,1.0,-119.25942905848909,71,1.0,,-30.723806,1.0,-2.2888183e-07,2.50387,[-0.574 -0.734 -0.361 -0.376 -0.188],947803,2.6097124,3.6605372,-2.9404736,7100,1821.681510925293,127.18,1.5744305
-30.092018,100,1.0,1.0,-119.34238775234714,72,1.0,,-30.092018,1.0,-2.002716e-07,2.7264018,[-0.574 -0.734 -0.361 -0.376 -0.188],959648,3.2413976,5.091874,-2.785122,7200,1845.3141570091248,118.45,1.6429054
-30.704641,100,1.0,1.0,-119.33866183131485,73,1.0,,-30.704641,1.0,-1.66893e-08,2.7597895,[-0.574 -0.734 -0.361 -0.376 -0.188],972269,2.6665332,4.0988884,-2.7080197,7300,1869.709638595581,126.21,1.6529343
-30.050846,100,0.28163385,2.226391,-117.98411868486873,74,1.1383187,0.31457913,-30.099308,1.0215622,2.813339e-07,3.3088548,[-0.574 -0.734 -0.361 -0.376 -0.188],984512,3.3354561,3.8064709,-3.1731558,7400,1892.5657367706299,122.43,1.6362215
-30.355148,100,1.0,1.0,-116.21810462697373,75,1.0,,-30.355148,1.0,-1.04904174e-07,2.4830678,[-0.575 -0.732 -0.363 -0.383 -0.188],996776,2.9783127,3.8132162,-2.8695307,7500,1915.125387430191,122.64,1.5678766
-29.915138,100,0.9988428,1.000553,-119.28806243643811,76,1.0,0.00022826612,-29.915182,1.000003,2.193451e-07,3.2725568,[-0.575 -0.732 -0.363 -0.383 -0.188],1008326,3.4184985,4.1859045,-3.2458892,7600,1935.870104789734,115.5,1.7999398
-30.891657,100,1.0,1.0,-118.37298572733751,77,1.0,,-30.891657,1.0,-3.33786e-07,2.2338712,[-0.575 -0.732 -0.363 -0.383 -0.188],1021294,2.4419124,4.2890925,-3.0171852,7700,1961.211049079895,129.68,1.4871223
-30.617966,100,1.0,1.0,-114.21047276403611,78,1.0,,-30.617966,1.0,1.1920929e-07,2.6553552,[-0.575 -0.732 -0.363 -0.383 -0.188],1033471,2.7154803,4.6753516,-3.2458377,7800,1983.4749879837036,121.77,1.6213582
-30.362337,100,0.296488,2.2925968,-113.58911560825292,79,1.09522,0.2654511,-30.398249,1.0198045,-4.4822693e-07,3.2558393,[-0.575 -0.732 -0.363 -0.383 -0.188],1045716,3.010184,3.6082115,-3.4349551,7900,2006.1765060424805,122.45,1.6649373
-29.687527,100,1.0,1.0,-117.42807230087107,80,1.0,,-29.687527,1.0,2.5749208e-07,3.195355,[-0.575 -0.729 -0.365 -0.387 -0.187],1057043,3.6469727,3.9245303,-3.0164557,8000,2028.7870001792908,113.27,1.7785954
-1658.5087,100,1.0,1.0,-117.73163897081535,81,1.0,,-1658.5087,1.0,-1.7642975e-07,2.8316617,[-0.575 -0.729 -0.365 -0.387 -0.187],1067416,4.390338,4.498903,-2.9593763,8100,2048.952117204666,103.73,1.6743194
-28.434923,100,1.0,1.0,-114.41330528750261,82,1.0,,-28.434923,1.0,-3.004074e-07,2.5430944,[-0.575 -0.729 -0.365 -0.387 -0.187],1077515,4.8991446,3.111014,-3.086492,8200,2067.770660638809,100.99,1.5867146
-29.742931,100,0.5736694,1.6009204,-116.56646626003169,83,1.0253097,0.14837618,-29.759367,1.0024127,-1.3828277e-07,2.7004933,[-0.575 -0.729 -0.365 -0.387 -0.187],1088336,4.076259,3.8896666,-2.701786,8300,2088.8710997104645,108.21,1.5869012
-57.203957,100,1.0,1.0,-115.9260624056277,84,1.0,,-57.203957,1.0,1.8596648e-07,2.6231709,[-0.576 -0.728 -0.366 -0.39  -0.187],1098891,4.041265,3.7466884,-6.84597,8400,2110.999489068985,105.55,1.6115022
-29.536774,100,0.7140034,1.7115095,-117.61315044133443,85,1.0303798,0.16517359,-29.556313,1.0260409,-2.3365021e-07,2.8187447,[-0.576 -0.728 -0.366 -0.39  -0.187],1110030,3.8158832,3.8692045,-3.3497539,8500,2132.6097433567047,111.39,1.6631448
-29.375729,100,0.99999416,1.0000095,-115.84326562102856,86,1.0,2.3325317e-06,-29.37573,1.0,6.8664554e-07,3.073835,[-0.576 -0.729 -0.363 -0.389 -0.186],1121048,3.9581943,3.8796659,-3.583757,8600,2154.4113113880157,110.18,1.744447
-28.73677,100,0.65601134,1.8696567,-116.93195460906442,87,1.0402443,0.18110892,-28.764355,1.0065814,1.2874604e-07,2.7109766,[-0.576 -0.729 -0.363 -0.389 -0.186],1131360,4.6203413,3.9082384,-5.129218,8700,2172.5988199710846,103.12,1.6776224
-30.943632,100,1.0,1.0,-116.03947288685758,88,1.0,,-30.943632,1.0,-5.38826e-07,2.6750853,[-0.577 -0.731 -0.361 -0.386 -0.187],1143835,2.3899477,4.5512567,-2.7507844,8800,2195.7880465984344,124.75,1.6273704
-29.430222,100,0.6139762,1.4143108,-118.523410009716,89,1.0295614,0.16595708,-29.452068,1.0050409,-9.536743e-09,2.6050153,[-0.577 -0.731 -0.361 -0.386 -0.187],1154887,3.9257019,3.7980351,-2.8995128,8900,2217.23903465271,110.52,1.5493557
-30.298832,100,1.0,1.0,-115.38393633825244,90,1.0,,-30.298832,1.0,3.8146973e-07,2.9192533,[-0.583 -0.734 -0.364 -0.39  -0.193],1167009,3.0348666,3.4006994,-2.9423556,9000,2238.287318944931,121.22,1.7000178
-29.849506,100,0.41783047,1.4832243,-114.93026328812785,91,1.0299681,0.16700622,-29.865997,1.0197792,1.4305114e-08,3.0642457,[-0.583 -0.734 -0.364 -0.39  -0.193],1178560,3.5008316,3.980665,-2.9912362,9100,2260.0951914787292,115.51,1.6831328
-30.438139,100,1.0,1.0,-116.46703732051316,92,1.0,,-30.438139,1.0,-4.053116e-07,3.2635052,[-0.583 -0.733 -0.365 -0.392 -0.194],1190922,2.8952844,4.240345,-3.3213348,9200,2283.668392419815,123.62,1.7974623
-28.82316,100,1.0,1.0,-117.97516241055408,93,1.0,,-28.82316,1.0,9.536743e-09,3.1010933,[-0.583 -0.733 -0.365 -0.392 -0.194],1201305,4.510302,4.146988,-3.0599422,9300,2302.3236343860626,103.83,1.7521653
-30.55876,100,1.0,1.0,-118.09084749647586,94,1.0,,-30.55876,1.0,-4.7683717e-08,3.3383515,[-0.583 -0.733 -0.365 -0.392 -0.194],1213381,2.7767816,3.548008,-9.87963,9400,2326.155453681946,120.76,1.817957
-29.398966,100,0.70138866,1.7593868,-115.43628712415806,95,1.0345297,0.18397763,-29.420343,1.008327,1.2397766e-07,2.959005,[-0.583 -0.733 -0.365 -0.392 -0.194],1224219,3.954077,4.277217,-4.4482336,9500,2347.3541960716248,108.38,1.7236396
-30.428455,100,1.0,1.0,-115.71938288293534,96,1.0,,-30.428455,1.0,1.5258789e-07,2.6666026,[-0.584 -0.734 -0.363 -0.391 -0.194],1236255,2.9049337,3.3956604,-3.0046792,9600,2370.587214231491,120.36,1.6247883
-29.666813,100,1.0,1.0,-117.90979008670993,97,1.0,,-29.666813,1.0,-3.862381e-07,2.756934,[-0.584 -0.734 -0.363 -0.391 -0.194],1247684,3.6666021,4.123209,-2.846787,9700,2393.052835702896,114.29,1.6520789
-88.496895,100,1.0,1.0,-115.73640489300739,98,1.0,,-88.496895,1.0,-5.1498415e-07,2.6330128,[-0.584 -0.734 -0.363 -0.391 -0.194],1257878,4.6795855,4.4060864,-2.742979,9800,2413.0391733646393,101.94,1.6145226
-30.538334,100,1.0,1.0,-117.09983396428868,99,1.0,,-30.538334,1.0,2.2411346e-07,2.7604496,[-0.584 -0.734 -0.363 -0.391 -0.194],1270283,2.7950704,3.9739099,-3.012187,9900,2437.5823287963867,124.05,1.6531321
-30.737717,100,1.0,1.0,-112.60572837076545,100,1.0,,-30.737717,1.0,-3.3855437e-07,3.2277188,[-0.584 -0.734 -0.363 -0.391 -0.194],1281132,3.929111,4.2621746,-3.3603344,10000,2458.1777386665344,108.49,1.7875799
-30.310612,100,1.0,1.0,-117.1078652064715,101,1.0,,-30.310612,1.0,-2.9563904e-07,3.546775,[-0.584 -0.734 -0.363 -0.391 -0.194],1293388,3.0231326,4.1309304,-3.1794496,10100,2482.3579819202423,122.56,1.8738484
-29.649187,100,1.0,1.0,-119.73255438369047,102,1.0,,-29.649187,1.0,2.3841858e-07,2.8057148,[-0.584 -0.734 -0.363 -0.391 -0.194],1304594,3.6851144,4.634825,-4.686177,10200,2503.6432313919067,112.06,1.6666306
-30.084198,100,0.99995714,1.0000199,-115.26724872363235,103,1.0,7.705187e-06,-30.084198,0.99999994,2.861023e-07,2.8448205,[-0.584 -0.734 -0.363 -0.391 -0.194],1316317,3.2506747,4.1201,-2.916109,10300,2526.3267443180084,117.23,1.6782039
-29.654366,100,1.0,1.0,-117.58025461430128,104,1.0,,-29.654366,1.0,-1.9550323e-07,2.857545,[-0.584 -0.734 -0.363 -0.391 -0.194],1327365,3.6792912,4.274836,-3.375574,10400,2547.413840532303,110.48,1.6819543
-30.815022,100,1.0,1.0,-116.34042828514417,105,1.0,,-30.815022,1.0,-4.053116e-07,3.3279588,[-0.584 -0.734 -0.363 -0.391 -0.194],1339723,2.5196886,3.8501153,-4.4018984,10500,2571.5650928020477,123.58,1.8151252
-29.30857,100,1.0,1.0,-116.06883329547793,106,1.0,,-29.30857,1.0,5.722046e-07,3.0013382,[-0.584 -0.734 -0.363 -0.391 -0.194],1350911,4.025582,3.3953977,-4.265913,10600,2591.794435739517,111.88,1.7237532
