InitialBound,MinIW,TimestepsSoFar,ReturnMeanIW,InitialReturnStd,EpLenMean,Iteration,InitialReturnMin,InitialReturnMax,Weights,MaxIW,StdIW,Bound,TimeElapsed,EmpiricalD2,EpRewMean,EpisodesSoFar,InitialReturnMean,MeanIW,J_sample_variance,EpThisIter
-632403500000000.0,0.8969008,1194347,230.31549,1.6695904,42.04,290,-2.0741806,5.0622025,[ 0.539 -0.576  0.26   0.401  0.003],1.122104,0.04296659,-632403500000000.0,2540.545381307602,1.0018939,-138.35705076167977,29000,2.2125244e-06,1.0066189,65.5621,100
-946393400000000.0,0.8859769,1198322,243.62537,1.5957414,39.75,291,-1.8954544,4.8775406,[ 0.538 -0.577  0.258  0.404  0.002],1.1451962,0.04461533,-946393400000000.0,2548.4208569526672,1.0019565,-136.16843915473845,29100,-7.476807e-06,1.0050037,85.19348,100
-645688500000000.0,0.9292291,1203152,200.19691,2.02461,48.3,292,-2.40831,7.415497,[ 0.538 -0.576  0.26   0.404  0.004],1.1106604,0.034523774,-645688500000000.0,2557.818030357361,1.001261,-144.11071345641838,29200,-6.1035155e-07,1.0069666,35.18732,100
-853807000000000.0,0.8769872,1207116,244.0873,1.6427339,39.64,293,-2.140274,6.027832,[ 0.536 -0.577  0.26   0.404  0.002],1.1193882,0.04571676,-853807000000000.0,2566.955180168152,1.0018958,-135.91726144417456,29300,-4.5776366e-07,1.0045061,78.11947,100
-810888550000000.0,0.924364,1211614,214.5895,2.0601952,44.98,294,-2.5555344,6.3058624,[ 5.348e-01 -5.782e-01  2.588e-01  4.035e-01  5.556e-04],1.0905342,0.030873254,-810888550000000.0,2576.096849679947,1.000866,-140.66014603845363,29400,3.2043456e-06,1.0057737,33.28927,100
-1126805700000000.0,0.8922793,1215757,233.64331,1.6361084,41.43,295,-2.0852127,6.262825,[ 0.535 -0.579  0.258  0.404  0.001],1.1034715,0.031103313,-1126805700000000.0,2585.0627403259277,1.0010142,-137.73542694330612,29500,7.171631e-06,1.005001,36.10738,100
-680093200000000.0,0.9244981,1220151,220.15364,1.8547331,43.94,296,-2.2205887,6.9205093,[ 0.535 -0.579  0.256  0.404  0.001],1.0807486,0.026704086,-680093200000000.0,2593.982541322708,1.0009726,-140.05425850309214,29600,-2.8991699e-06,1.005011,27.43473,100
-1038062050000000.0,0.8546027,1224521,221.36806,1.9533762,43.7,297,-2.200264,7.0484314,[ 0.534 -0.578  0.255  0.404 -0.001],1.1260705,0.04221206,-1038062050000000.0,2604.0279879570007,1.0021116,-139.81980642631106,29700,-8.087158e-06,1.0054474,67.039185,100
-1126805700000000.0,0.9359951,1228620,236.07321,1.6764703,40.99,298,-2.0263748,4.8043747,[ 0.534 -0.578  0.257  0.404 -0.003],1.0657026,0.024209607,-1126805700000000.0,2613.633092403412,1.0006696,-137.24606796307188,29800,5.1116945e-06,1.0055492,24.021158,100
-976033100000000.0,0.9430806,1232500,249.02173,1.7903907,38.8,299,-2.173294,7.0774612,[ 0.535 -0.577  0.257  0.404 -0.003],1.0655564,0.020365499,-976033100000000.0,2622.149667739868,1.0004244,-134.93318958334683,29900,5.340576e-06,1.0045862,24.76093,100
-666123460000000.0,0.93847275,1237062,211.79153,2.055016,45.62,300,-2.3917084,6.2048492,[ 0.535 -0.577  0.258  0.403 -0.002],1.0856757,0.03203978,-666123460000000.0,2630.8497083187103,1.0011371,-141.45831282781637,30000,9.155273e-07,1.0061529,33.461113,100
-1103946450000000.0,0.9050827,1241133,237.76741,1.8642197,40.71,301,-2.1135788,6.7041855,[ 0.535 -0.578  0.257  0.402 -0.001],1.090242,0.033429466,-1103946450000000.0,2638.7497279644012,1.0012313,-137.03319378498716,30100,-1.083374e-05,1.0048845,42.31577,100
-575817340000000.0,0.9251827,1245852,204.63501,1.9526856,47.19,302,-2.3679047,5.59568,[ 0.534 -0.579  0.256  0.403 -0.001],1.0822859,0.029397937,-575817340000000.0,2648.9990797042847,1.0010946,-142.87248794900546,30200,6.790161e-06,1.0073886,27.85507,100
-492171580000000.0,0.4460929,1250300,217.77429,1.727034,44.48,303,-2.0251846,9.314537,[ 0.535 -0.578  0.257  0.404 -0.002],1.3138324,0.12073711,-492171580000000.0,2658.373785972595,1.0162941,-140.74763218673237,30300,4.196167e-06,1.0027866,436.8175,100
-1150129200000000.0,0.9223567,1254422,234.60374,1.7921337,41.22,304,-2.1804886,4.9405594,[ 0.532 -0.58   0.263  0.403  0.006],1.1242574,0.033579152,-1150129200000000.0,2666.348585128784,1.0012898,-137.38144407080074,30400,3.0517577e-07,1.0052088,48.680626,100
-1006580000000000.0,0.9007629,1258584,232.00784,2.043225,41.62,305,-2.3126144,7.087555,[ 0.532 -0.58   0.264  0.404  0.006],1.1015985,0.026045065,-1006580000000000.0,2675.2609720230103,1.000864,-137.55274518539605,30500,-2.5939942e-06,1.0049564,41.354614,100
-276860450000000.0,0.8455431,1263175,210.6853,1.9320747,45.91,306,-2.2025223,7.2058563,[ 0.531 -0.582  0.266  0.401  0.005],1.2045193,0.060315218,-276860450000000.0,2684.7411646842957,1.0036614,-141.89864085353162,30600,-1.1062622e-05,1.0066814,97.98092,100
-701581360000000.0,0.91558003,1267355,231.72482,1.6073245,41.8,307,-1.8446732,4.7889175,[ 0.531 -0.583  0.263  0.402  0.006],1.0801696,0.02591874,-701581360000000.0,2693.860214948654,1.0008976,-138.1950704840928,30700,-9.9182125e-06,1.0042045,33.214638,100
-563922700000000.0,0.9345679,1271561,229.82948,1.9540794,42.06,308,-2.3114243,6.0743866,[ 0.531 -0.584  0.265  0.4    0.006],1.1344622,0.036277927,-563922700000000.0,2702.760486602783,1.0011196,-138.12323443025335,30800,3.0517579e-06,1.0051417,51.790646,100
-802560700000000.0,0.852723,1275955,220.30817,1.7722516,43.94,309,-2.017479,5.6395874,[ 0.53  -0.585  0.264  0.399  0.008],1.1956728,0.059490006,-802560700000000.0,2711.7941524982452,1.0041454,-140.1591946578258,30900,2.5177003e-06,1.0050584,106.307816,100
-738866600000000.0,0.9082303,1280286,223.4148,1.7868079,43.31,310,-2.0019379,5.9558334,[ 0.527 -0.588  0.263  0.399  0.009],1.1707839,0.03823258,-738866600000000.0,2721.0692267417908,1.0010551,-139.46278337001849,31000,-1.9073486e-06,1.0053008,50.666283,100
-898937260000000.0,0.91313636,1284587,224.67474,1.9844286,43.01,311,-2.2938766,7.529045,[ 0.528 -0.587  0.264  0.399  0.009],1.1074162,0.031867813,-898937260000000.0,2729.472456216812,1.0016906,-139.0030737732477,31100,-2.670288e-06,1.0052737,33.954044,100
-1038062050000000.0,0.9050623,1288748,232.4962,1.6968877,41.61,312,-2.194847,5.5830765,[ 0.526 -0.588  0.264  0.401  0.009],1.1342914,0.034629382,-1038062050000000.0,2737.957748889923,1.0010937,-137.79672560749785,31200,4.043579e-06,1.0048985,40.457607,100
-438367800000000.0,0.91996485,1293150,219.9152,1.8066919,44.02,313,-2.0286942,5.4489517,[ 0.526 -0.589  0.262  0.399  0.008],1.1310914,0.03212081,-438367800000000.0,2747.6062455177307,1.0011935,-140.2459216947838,31300,-4.272461e-06,1.0049691,36.26872,100
-956174200000000.0,0.94579536,1297226,237.34686,1.580707,40.76,314,-2.1082077,5.151001,[ 0.527 -0.588  0.261  0.4    0.007],1.08518,0.025603766,-956174200000000.0,2756.0500676631927,1.0006135,-136.99017928245286,31400,-6.027222e-06,1.0046535,29.214146,100
-754313300000000.0,0.9037789,1301827,210.4212,2.058903,46.01,315,-1.9461517,8.275833,[ 0.526 -0.589  0.26   0.4    0.009],1.0908937,0.02954102,-754313300000000.0,2765.7656099796295,1.0012372,-142.20626221516844,31500,1.1749267e-05,1.005076,36.109207,100
-917634000000000.0,0.81065,1306202,221.03476,1.8528302,43.75,316,-2.226471,6.6452637,[ 0.526 -0.589  0.262  0.399  0.01 ],1.172805,0.0651768,-917634000000000.0,2775.7170934677124,1.004006,-139.7548334064233,31600,1.0299683e-05,1.0055556,138.57457,100
-563922700000000.0,0.9005661,1310719,214.66037,1.6598874,45.17,317,-1.8078918,6.167671,[ 0.526 -0.587  0.264  0.402  0.008],1.1841667,0.051608145,-563922700000000.0,2785.558076620102,1.002389,-141.58820515644695,31700,7.6293944e-08,1.006524,84.65558,100
-731259000000000.0,0.84873044,1315196,215.98808,2.1539183,44.77,318,-2.4293137,8.662712,[ 0.526 -0.588  0.261  0.403  0.008],1.217227,0.050825123,-731259000000000.0,2795.136701822281,1.0023581,-140.75343580468714,31800,9.994506e-06,1.0070201,66.334854,100
-986113300000000.0,0.8748722,1319094,247.86449,1.9596188,38.98,319,-2.179161,8.380371,[ 0.525 -0.589  0.26   0.403  0.008],1.2164805,0.06174058,-986113300000000.0,2803.3444468975067,1.0037069,-135.07428678185977,31900,9.9182125e-06,1.0046839,167.35641,100
-701581360000000.0,0.8790817,1323211,234.59027,1.924486,41.17,320,-2.3452835,5.610672,[ 0.525 -0.591  0.258  0.402  0.007],1.212986,0.06544955,-701581360000000.0,2811.8863213062286,1.0050675,-137.14428573428887,32000,-9.155274e-06,1.0050366,149.11783,100
-966053700000000.0,0.9422484,1327724,214.96584,1.7367918,45.13,321,-1.7285004,5.710533,[ 0.524 -0.593  0.255  0.4    0.008],1.0660036,0.024694197,-966053700000000.0,2821.2000193595886,1.0005691,-141.6491689369308,32100,-8.392334e-06,1.0054281,20.722773,100
-746551150000000.0,0.92134833,1331647,246.27312,1.8772557,39.23,322,-2.3146973,5.7322083,[ 0.523 -0.593  0.255  0.4    0.008],1.112955,0.03211043,-746551150000000.0,2829.928956747055,1.0009556,-135.31570425480223,32200,-5.340576e-07,1.0056148,52.32961,100
-1248255500000000.0,0.9528239,1335641,242.16748,1.7072556,39.94,323,-2.044136,5.424614,[ 0.524 -0.593  0.254  0.396  0.007],1.066504,0.019831616,-1248255500000000.0,2838.087789773941,1.0002857,-136.170486184002,32300,7.93457e-06,1.0046635,21.40169,100
-652431800000000.0,0.8636568,1340020,221.02473,1.723022,43.79,324,-2.168991,5.419113,[ 0.524 -0.593  0.254  0.395  0.008],1.1376073,0.035343282,-652431800000000.0,2847.495354413986,1.0013202,-139.99373854239636,32400,-1.2435913e-05,1.004908,47.80198,100
-1115318700000000.0,0.94341904,1343982,244.08813,1.9394679,39.62,325,-2.233757,6.52404,[ 0.525 -0.594  0.253  0.397  0.007],1.114712,0.018248416,-1115318700000000.0,2855.8087062835693,1.0003543,-135.83450690962718,32500,-1.5258789e-07,1.004795,21.478289,100
-1016968660000000.0,0.91831535,1348306,224.0905,1.7960839,43.24,326,-1.8476868,7.765045,[ 0.524 -0.595  0.254  0.397  0.008],1.1473044,0.0365242,-1016968660000000.0,2864.8604571819305,1.0013165,-139.64109590062446,32600,-1.6021728e-06,1.0051316,45.47238,100
-394357800000000.0,0.8988925,1353097,201.77892,2.3204048,47.91,327,-2.5772934,8.162628,[ 0.524 -0.596  0.253  0.398  0.007],1.0853329,0.031219993,-394357800000000.0,2874.4285151958466,1.0012593,-143.73571363666267,32700,2.4414062e-06,1.0059935,31.918291,100
-680093200000000.0,0.88821065,1357700,210.27339,1.9127008,46.03,328,-2.2032852,6.5127106,[ 0.525 -0.595  0.253  0.397  0.006],1.139686,0.03268529,-680093200000000.0,2884.180238008499,1.0012561,-142.12567350816167,32800,2.8991699e-06,1.0050633,32.99835,100
-836380400000000.0,0.7234213,1362206,214.94226,1.787859,45.06,329,-2.0767288,9.317284,[ 0.522 -0.594  0.254  0.4    0.004],1.3639688,0.10072554,-836380400000000.0,2894.049914598465,1.0109712,-141.32666281755775,32900,8.392334e-07,1.0044355,265.0999,100
-1210530500000000.0,0.8782471,1366156,244.65822,1.9244301,39.5,330,-2.1285095,6.730934,[ 5.183e-01 -5.955e-01  2.505e-01  3.989e-01  1.086e-04],1.1182567,0.04176598,-1210530500000000.0,2902.2100834846497,1.0018283,-135.62328796199094,33000,-3.5858154e-06,1.0049196,76.46172,100
-716271000000000.0,0.75983554,1370807,208.22662,1.8590163,46.51,331,-2.0896606,7.1280975,[ 0.518 -0.596  0.253  0.398  0.001],1.2069502,0.07393236,-716271000000000.0,2912.5090053081512,1.005991,-142.70471321346062,33100,-4.272461e-06,1.0051796,122.90589,100
-1038062050000000.0,0.9596326,1374989,231.4141,1.8017263,41.82,332,-2.0388565,6.4030914,[ 0.522 -0.591  0.253  0.399  0.001],1.0576603,0.019411795,-1038062050000000.0,2920.6439893245697,1.0004607,-138.0747243083113,33200,1.7547608e-06,1.0046173,16.484213,100
-889728900000000.0,0.87807775,1379538,212.61923,2.0005796,45.49,333,-2.2856445,6.2073593,[ 0.521 -0.592  0.252  0.399  0.002],1.1606972,0.048695438,-889728900000000.0,2929.812265396118,1.0024859,-141.5028459008243,33300,-1.1444092e-06,1.0045367,66.24736,100
-1198206200000000.0,0.76290774,1383713,231.72855,1.7972416,41.75,334,-2.1190567,5.559944,[ 0.52  -0.595  0.253  0.397  0.002],1.2136626,0.06287781,-1198206200000000.0,2938.527732372284,1.0038346,-137.9474250044564,33400,-1.1444092e-06,1.0051343,146.57697,100
-862652600000000.0,0.873677,1388189,216.19212,1.86424,44.76,335,-2.1136627,7.564583,[ 0.52  -0.595  0.256  0.396  0.001],1.110874,0.037158974,-862652600000000.0,2947.5710141658783,1.0016923,-140.9038166567953,33500,4.196167e-06,1.005545,44.54953,100
-318559840000000.0,0.86001617,1392782,210.3493,2.1183996,45.93,336,-2.4584198,6.0724716,[ 0.521 -0.594  0.257  0.395  0.001],1.1533217,0.053886846,-318559840000000.0,2957.5849792957306,1.0032674,-141.75856357360001,33600,1.0223389e-05,1.0043311,78.46404,100
-639012600000000.0,0.8330513,1397310,213.85136,1.905358,45.28,337,-2.1129227,6.424835,[ 0.52  -0.596  0.255  0.394  0.001],1.2977232,0.06645279,-639012600000000.0,2967.3399748802185,1.0041244,-141.47103523732662,33700,-1.0681152e-06,1.0063055,122.606575,100
-652431800000000.0,0.8615476,1401483,232.39624,1.4426746,41.73,338,-1.8583755,3.9714203,[ 5.191e-01 -5.976e-01  2.534e-01  3.912e-01  5.199e-04],1.1259756,0.05264143,-652431800000000.0,2976.389961004257,1.0031701,-138.32630622335682,33800,-1.1062622e-05,1.0043793,101.52414,100
-680093200000000.0,0.8480662,1406113,208.83925,1.8661569,46.3,339,-2.3430557,6.9025955,[ 5.202e-01 -5.965e-01  2.553e-01  3.933e-01  3.260e-04],1.2113421,0.052271422,-680093200000000.0,2986.129983663559,1.0031778,-142.24187063275684,33900,6.408691e-06,1.0057096,74.74559,100
-52740227000000.0,0.7895622,1410510,220.55148,1.6948119,43.97,340,-1.9371948,5.8455505,[ 0.518 -0.6    0.256  0.393  0.003],1.2293916,0.07677794,-52740227000000.0,2995.5817217826843,1.005665,-140.4160718769306,34000,-9.918213e-07,1.0046921,207.45122,100
-976033100000000.0,0.9215488,1414924,219.01523,1.7779418,44.14,341,-2.316124,4.28096,[ 0.52  -0.599  0.259  0.391  0.001],1.1001843,0.029969467,-976033100000000.0,3004.8096208572388,1.0008355,-140.10680514904047,34100,2.7465821e-06,1.0054426,27.207264,100
-853807000000000.0,0.80250037,1419506,211.14272,1.6868501,45.82,342,-2.1950684,4.680435,[ 0.52  -0.599  0.26   0.392  0.001],1.2647063,0.068844624,-853807000000000.0,3014.7393567562103,1.0041469,-141.81173557816183,34200,-8.31604e-06,1.0070094,139.72609,100
-853807000000000.0,0.92044955,1423662,232.67903,1.7887529,41.56,343,-2.0822983,5.6870346,[ 5.196e-01 -5.978e-01  2.627e-01  3.915e-01 -2.083e-04],1.10318,0.031096566,-853807000000000.0,3023.710244655609,1.0009421,-137.69834940244374,34300,4.4250487e-06,1.0044519,39.82581,100
-794316000000000.0,0.8587858,1427827,232.48776,1.8118904,41.65,344,-2.1204453,6.0336533,[ 5.198e-01 -5.973e-01  2.639e-01  3.911e-01  7.657e-05],1.1185483,0.040742673,-794316000000000.0,3031.862821817398,1.0017059,-137.99961011186778,34400,-3.0517579e-06,1.0053271,58.84018,100
-535211540000000.0,0.8993619,1432357,213.32956,1.8363166,45.3,345,-2.4520721,5.757904,[ 0.52  -0.595  0.263  0.388  0.003],1.1943853,0.035934083,-535211540000000.0,3042.184474468231,1.0009273,-141.13567496019192,34500,-4.8828124e-06,1.0046138,44.165886,100
-946393400000000.0,0.92015135,1436576,229.42273,1.7140316,42.19,346,-2.0669937,6.587082,[ 0.52  -0.594  0.262  0.387  0.004],1.0982512,0.036881264,-946393400000000.0,3050.9434580802917,1.0015883,-138.47045827111452,34600,-7.858276e-06,1.0054096,49.05971,100
-871587500000000.0,0.80477023,1440788,229.22911,1.9229484,42.12,347,-2.409912,6.543915,[ 0.52  -0.594  0.26   0.386  0.003],1.2108288,0.07086405,-871587500000000.0,3059.9514157772064,1.0051217,-137.96525418394765,34700,-5.722046e-06,1.0054634,191.19426,100
-282926540000000.0,0.92532134,1445472,206.3984,1.8648547,46.84,348,-2.2872925,6.261139,[ 0.519 -0.595  0.257  0.383  0.004],1.1368165,0.032820445,-282926540000000.0,3068.900611639023,1.0010607,-142.70838711570573,34800,5.7983398e-06,1.0057995,33.461975,100
-738866600000000.0,0.70617,1449767,224.93153,2.1629288,42.95,349,-2.3381805,6.4114914,[ 0.518 -0.595  0.256  0.383  0.004],1.4658186,0.099094175,-738866600000000.0,3077.4407815933228,1.0102273,-138.93086678363318,34900,-1.2207031e-05,1.0057257,336.70007,100
-1186005200000000.0,0.9211449,1453515,257.65268,1.657733,37.48,350,-2.318184,6.429802,[ 0.522 -0.595  0.251  0.386  0.003],1.133923,0.040804267,-1186005200000000.0,3085.3733518123627,1.0015091,-133.55407827789236,35000,4.653931e-06,1.0045234,73.851135,100
-394357800000000.0,0.9144989,1458199,206.8852,1.8388073,46.84,351,-2.1652908,6.137123,[ 0.522 -0.596  0.25   0.386  0.004],1.1173552,0.032515917,-394357800000000.0,3094.720398426056,1.0009031,-143.09412042368393,35100,-3.4332274e-06,1.005944,35.279217,100
-1059583500000000.0,0.9090422,1462278,237.30714,1.7541682,40.79,352,-2.0351715,6.1952057,[ 0.522 -0.596  0.251  0.386  0.004],1.1051242,0.034511812,-1059583500000000.0,3104.013566970825,1.0011466,-137.11801954925608,35200,9.918213e-07,1.0052088,41.94319,100
-1210530500000000.0,0.8566417,1466280,241.85275,1.6419461,40.02,353,-2.0044174,6.0719376,[ 0.521 -0.597  0.25   0.385  0.004],1.2038941,0.050315294,-1210530500000000.0,3112.2326164245605,1.0035509,-136.40322899603805,35300,-7.6293946e-07,1.0059417,94.35635,100
-819300600000000.0,0.9268389,1470601,223.73895,1.7052844,43.21,354,-2.361847,4.69693,[ 0.523 -0.596  0.252  0.385  0.004],1.0976081,0.027732084,-819300600000000.0,3121.2257208824158,1.0008024,-139.23357331669328,35400,-9.918213e-07,1.0058442,26.481844,100
-336105750000000.0,0.9156004,1475229,209.13896,1.9113413,46.28,355,-2.090332,5.8584366,[ 0.523 -0.596  0.251  0.385  0.004],1.0689018,0.02405795,-336105750000000.0,3130.5529408454895,1.0007467,-142.38502790617216,35500,-9.155273e-07,1.0059787,20.16736,100
-889728900000000.0,0.9055219,1479530,225.32436,1.5423795,43.01,356,-1.8840866,5.230301,[ 0.522 -0.597  0.25   0.384  0.004],1.093651,0.032646935,-889728900000000.0,3139.395783185959,1.000947,-139.41987933981932,35600,2.7465821e-06,1.0049999,36.81196,100
-1150129200000000.0,0.9121278,1483642,235.48093,1.5541427,41.12,357,-2.0236435,4.646431,[ 0.522 -0.597  0.249  0.384  0.005],1.116469,0.03715309,-1150129200000000.0,3148.320638656616,1.001339,-137.4821205961839,35700,-1.0528564e-05,1.0055281,52.974945,100
-986113300000000.0,0.8850051,1487884,228.17926,1.7437886,42.42,358,-2.067299,5.495308,[ 0.522 -0.597  0.25   0.385  0.005],1.119782,0.034620423,-986113300000000.0,3157.821947813034,1.0012882,-138.67265863271433,35800,-8.621216e-06,1.0054581,47.398518,100
-65761970000000.0,0.886301,1492751,198.76582,1.8728896,48.67,359,-2.366333,5.6516037,[ 0.521 -0.599  0.251  0.388  0.004],1.250915,0.051794782,-65761970000000.0,3168.16975069046,1.0029682,-144.53265422733097,35900,-9.155274e-06,1.0062238,69.22194,100
-308447770000000.0,0.8310141,1497220,216.84274,1.6208385,44.69,360,-2.144432,4.8674393,[ 0.522 -0.599  0.249  0.388  0.005],1.1671565,0.061350204,-308447770000000.0,3177.8198549747467,1.0042797,-141.05554167864435,36000,-3.6621093e-06,1.0057521,113.28487,100
-946393400000000.0,0.92470574,1501417,230.6813,1.8232661,41.97,361,-1.9245453,6.1638794,[ 0.52  -0.601  0.247  0.388  0.006],1.0854661,0.031713456,-946393400000000.0,3187.9921367168427,1.0013642,-138.29559332460673,36100,8.392334e-06,1.0048498,40.791836,100
-927124400000000.0,0.9056946,1505600,231.3554,1.8956563,41.83,362,-2.0650024,7.6158066,[ 0.521 -0.601  0.245  0.388  0.005],1.0703516,0.029909747,-927124400000000.0,3196.46785736084,1.0009793,-138.08121719142383,36200,2.5939942e-06,1.0051445,36.527065,100
-471915100000000.0,0.90556234,1510299,205.99953,2.0204518,46.99,363,-2.1597595,6.646103,[ 0.521 -0.601  0.246  0.388  0.005],1.1945827,0.041325405,-471915100000000.0,3206.064300775528,1.001899,-143.06060213950346,36300,,1.0060625,44.289326,100
-898937260000000.0,0.9034487,1514950,208.05797,1.8985289,46.51,364,-2.4248352,5.803955,[ 0.52  -0.601  0.244  0.388  0.005],1.107429,0.03637473,-898937260000000.0,3215.6097548007965,1.0010675,-142.51351035869524,36400,-8.392334e-07,1.0055453,42.834854,100
-880612600000000.0,0.93167806,1519545,210.69003,1.8192136,45.95,365,-2.2070389,7.3776245,[ 0.521 -0.6    0.244  0.39   0.007],1.143258,0.039925843,-880612600000000.0,3225.8674280643463,1.0016743,-142.09502878657958,36500,1.487732e-05,1.0044477,49.7217,100
-558064460000000.0,0.9098079,1524288,203.97298,1.9922667,47.43,366,-2.2709274,6.5906143,[ 0.519 -0.602  0.245  0.391  0.009],1.1568583,0.03728668,-558064460000000.0,3236.1130197048187,1.0016487,-143.41201266253742,36600,-9.002685e-06,1.0062464,41.46576,100
-594113600000000.0,0.8762588,1529161,198.68526,1.9875269,48.73,367,-2.231964,8.101265,[ 0.519 -0.603  0.245  0.393  0.006],1.114577,0.041734233,-594113600000000.0,3246.452102661133,1.0018982,-144.76128495958295,36700,9.231568e-06,1.0054369,46.84272,100
-1027462300000000.0,0.9242857,1533399,228.71362,1.7880296,42.38,368,-1.8897781,6.904091,[ 0.518 -0.605  0.244  0.394  0.006],1.0738794,0.029595168,-1027462300000000.0,3254.9314506053925,1.0010464,-138.859134122786,36800,-1.3732911e-06,1.0056697,35.51902,100
-666123460000000.0,0.93932295,1537916,214.41309,1.7640116,45.17,369,-1.9597931,8.065689,[ 0.518 -0.604  0.245  0.394  0.006],1.2313312,0.039249506,-666123460000000.0,3263.604616165161,1.0011177,-141.4021723528014,36900,-5.41687e-06,1.0059214,52.25517,100
-802560700000000.0,0.8364481,1542502,211.3103,1.9200009,45.86,370,-2.096283,6.6307526,[ 0.519 -0.603  0.243  0.396  0.008],1.2120209,0.06644254,-802560700000000.0,3272.782317638397,1.0042881,-142.12766231885382,37000,3.5095215e-06,1.0059671,120.5044,100
-606621250000000.0,0.94114983,1546955,217.60686,1.667263,44.53,371,-1.9207306,4.5520706,[ 0.517 -0.604  0.241  0.396  0.007],1.1151826,0.0331484,-606621250000000.0,3281.6498684883118,1.0008775,-140.8587805890057,37100,2.670288e-06,1.0053604,38.239395,100
-612969950000000.0,0.9206026,1551236,226.02594,1.7917696,42.81,372,-2.1974792,5.1526947,[ 0.516 -0.603  0.24   0.394  0.008],1.091806,0.02602546,-612969950000000.0,3290.2960357666016,1.0008717,-138.9929804625246,37200,1.4495849e-06,1.0052233,31.375109,100
-738866600000000.0,0.90574116,1555856,209.32214,1.8515539,46.2,373,-2.2408142,6.606079,[ 0.516 -0.602  0.241  0.394  0.009],1.0994916,0.032945532,-738866600000000.0,3299.4596598148346,1.0014701,-142.16428507036474,37300,,1.0054507,35.05741,100
-639012600000000.0,0.862521,1560244,220.94269,1.9851797,43.88,374,-1.9483643,9.828125,[ 0.516 -0.605  0.242  0.397  0.01 ],1.2011875,0.04216607,-639012600000000.0,3308.196215391159,1.0016551,-140.3140095705925,37400,1.6784668e-06,1.0053514,85.43434,100
-481941540000000.0,0.79793096,1565100,199.4646,2.0377452,48.56,375,-2.239357,5.967079,[ 0.516 -0.607  0.244  0.394  0.011],1.2511139,0.08102208,-481941540000000.0,3317.4657549858093,1.0049326,-144.5513507178211,37500,1.2969971e-06,1.0084994,136.58293,100
-917634000000000.0,0.7972715,1569739,209.06567,1.7040538,46.39,376,-1.9128647,5.1325912,[ 0.514 -0.608  0.241  0.393  0.012],1.1775031,0.0519119,-917634000000000.0,3326.6644818782806,1.0032924,-142.8384629370724,37600,2.0599366e-06,1.0045515,80.35669,100
-802560700000000.0,0.8549206,1574387,208.43956,1.6076078,46.48,377,-2.097412,4.8088455,[ 0.513 -0.608  0.243  0.391  0.009],1.1827141,0.059284177,-802560700000000.0,3335.999855995178,1.0046276,-142.76098837652253,37700,4.8065185e-06,1.0045568,98.63271,100
-1038062050000000.0,0.77698696,1578751,222.04416,1.6655322,43.64,378,-2.1474533,5.5299835,[ 0.514 -0.608  0.241  0.394  0.008],1.3423096,0.06742963,-1038062050000000.0,3346.0354945659637,1.0040892,-139.99059807131897,37800,5.1116945e-06,1.0055928,142.7542,100
-836380400000000.0,0.93677866,1583935,186.98395,1.9756254,51.84,379,-2.1136932,6.561386,[ 0.514 -0.609  0.237  0.395  0.008],1.1210581,0.027964208,-836380400000000.0,3356.9141619205475,1.001101,-147.9428780185075,37900,1.1901855e-05,1.0066326,20.893772,100
-770073600000000.0,0.72656476,1588436,215.08806,1.9821361,45.01,380,-2.1766205,7.549385,[ 0.513 -0.61   0.238  0.398  0.008],1.2358297,0.08462565,-770073600000000.0,3366.3985571861267,1.0077126,-141.1509445076183,38000,-5.7983398e-06,1.0057338,239.25584,100
-471915100000000.0,0.9427549,1592683,228.033,1.7332548,42.47,381,-2.1235657,5.6725235,[ 0.512 -0.61   0.242  0.4    0.007],1.0752625,0.02567953,-471915100000000.0,3375.9339439868927,1.0007718,-138.8099080809576,38100,-2.4414062e-06,1.0047231,25.13271,100
-471915100000000.0,0.9128182,1597064,220.93527,1.8031377,43.81,382,-1.9920349,5.726097,[ 0.513 -0.608  0.242  0.4    0.007],1.1368072,0.042841118,-471915100000000.0,3384.9142694473267,1.0024167,-140.04608764904668,38200,4.5013426e-06,1.0046647,58.5174,100
-1198206200000000.0,0.9124267,1601591,213.59381,1.9696864,45.27,383,-2.292488,5.898018,[ 0.513 -0.61   0.241  0.4    0.008],1.1011246,0.034147467,-1198206200000000.0,3393.363610982895,1.0014822,-141.2415000202838,38300,-9.155273e-07,1.0064939,39.43375,100
-632403500000000.0,0.9127448,1605984,220.24121,1.7645577,43.93,384,-2.2138214,5.780014,[ 0.514 -0.609  0.242  0.4    0.008],1.1017822,0.02514612,-632403500000000.0,3401.257259130478,1.0006287,-140.04420376715507,38400,1.2207031e-06,1.0045576,30.294113,100
-946393400000000.0,0.91649365,1610111,234.8103,1.757504,41.27,385,-1.8579865,6.6648026,[ 0.514 -0.609  0.242  0.397  0.008],1.1149505,0.037178516,-946393400000000.0,3410.3253037929535,1.0015405,-137.74605048844268,38500,-1.4495849e-06,1.0050246,54.149223,100
-889728900000000.0,0.866221,1614472,221.72818,1.9406207,43.61,386,-2.32164,5.5999603,[ 0.513 -0.609  0.241  0.397  0.01 ],1.1900378,0.053837936,-889728900000000.0,3419.552850961685,1.0033418,-139.6624725374501,38600,-7.6293945e-06,1.0054262,94.57374,100
