Weights,EpisodesSoFar,InitialReturnStd,MaxIW,J_sample_variance,ReturnMeanIW,InitialReturnMean,EpThisIter,StdIW,InitialReturnMin,Iteration,Bound,InitialBound,MinIW,TimeElapsed,EpRewMean,TimestepsSoFar,EmpiricalD2,EpLenMean,InitialReturnMax,MeanIW
[-0.107 -1.013 -0.104  0.101 -0.728],42500,1.2320215,1.0,1.533209,1.9007113,-7.6293946e-07,100,,-1.418644,425,-8.149667,-8.149667,1.0,19862.745573043823,-489.6811256844254,12318038,1.0,468.01,3.1588526,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42600,1.2749598,1.0,1.6419417,1.6792169,2.9563904e-07,100,,-1.4875612,426,-8.3711605,-8.3711605,1.0,19927.591034173965,-482.25024160805,12365427,1.0,473.89,3.3505707,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42700,1.3976088,1.0,1.9730408,1.8099946,-1.14440915e-07,100,,-1.4520922,427,-8.240383,-8.240383,1.0,19991.28595519066,-484.4936554069089,12412277,1.0,468.5,4.1559443,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42800,1.2526176,1.0,1.5848999,1.881842,1.1157989e-06,100,,-1.3952618,428,-8.168536,-8.168536,1.0,20055.326711654663,-485.5272501992324,12458747,1.0,464.7,4.103792,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],42900,1.4338151,1.0,2.0765922,2.0130172,-3.0994414e-07,100,,-1.6749954,429,-8.037361,-8.037361,1.0,20119.070646047592,-476.4677647228328,12504921,1.0,461.74,3.714713,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43000,1.3738765,1.0,1.9066026,1.7879101,7.05719e-07,100,,-1.3566103,430,-8.262467,-8.262467,1.0,20182.602427005768,-479.42325301962507,12550938,1.0,460.17,3.5930266,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43100,1.2713412,1.0,1.632635,1.9208889,-3.6239624e-07,100,,-1.3387814,431,-8.129489,-8.129489,1.0,20245.459854841232,-483.0764269875012,12596617,1.0,456.79,3.865869,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43200,1.4541734,1.0,2.13598,1.892521,-5.340576e-07,100,,-1.5451765,432,-8.157857,-8.157857,1.0,20308.529151678085,-477.356633934446,12642788,1.0,461.71,3.5608025,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43300,1.2507207,1.0,1.5801033,1.7833236,5.483627e-07,100,,-1.3904648,433,-8.267055,-8.267055,1.0,20369.400668382645,-477.67168226948144,12688812,1.0,460.24,3.21417,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43400,1.2876467,1.0,1.6747817,1.7795019,2.5272368e-07,100,,-1.3666573,434,-8.270876,-8.270876,1.0,20429.634125232697,-487.58063767028574,12735735,1.0,469.23,3.2071614,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43500,1.2376907,1.0,1.5473517,1.7508619,-5.0544736e-07,100,,-1.3618517,435,-8.299516,-8.299516,1.0,20489.763392210007,-479.67616885390254,12781950,1.0,462.15,3.3825245,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43600,1.3822229,1.0,1.9298382,1.8743472,2.3841858e-08,100,,-1.5962248,436,-8.176031,-8.176031,1.0,20549.874482870102,-479.0479318578367,12828580,1.0,466.3,4.1509576,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43700,1.2438862,1.0,1.5628818,1.5283324,5.38826e-07,100,,-1.3266239,437,-8.522045,-8.522045,1.0,20612.246995687485,-485.37269538140043,12876197,1.0,476.17,4.057926,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43800,1.3240147,1.0,1.770722,1.9113721,-4.6730042e-07,100,,-1.3441839,438,-8.139006,-8.139006,1.0,20670.90657186508,-476.0580449949504,12921330,1.0,451.33,3.8282037,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],43900,1.2661091,1.0,1.6192244,1.7081027,-4.5776366e-07,100,,-1.3678169,439,-8.342276,-8.342276,1.0,20731.28094816208,-481.1103405003799,12967996,1.0,466.66,3.3635654,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44000,1.3375273,1.0,1.8070499,1.8765621,4.6730042e-07,100,,-1.3265142,440,-8.173816,-8.173816,1.0,20790.196797847748,-480.77323493793256,13013604,1.0,456.08,3.9890604,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44100,1.2959992,1.0,1.6965799,1.778225,8.6784365e-07,100,,-1.4239283,441,-8.272153,-8.272153,1.0,20850.177845716476,-475.8510166909289,13059588,1.0,459.84,3.8317633,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44200,1.3380897,1.0,1.8085694,1.8713826,3.0517577e-07,100,,-1.4466286,442,-8.178995,-8.178995,1.0,20910.753294706345,-478.1355023702761,13105493,1.0,459.05,3.8281684,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44300,1.3208508,1.0,1.7622695,1.7278565,-2.3841858e-07,100,,-1.4876747,443,-8.322521,-8.322521,1.0,20972.078155755997,-475.4122159587442,13151964,1.0,464.71,3.4578266,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44400,1.3252683,1.0,1.7740768,1.8206073,-5.0544736e-07,100,,-1.5312805,444,-8.229771,-8.229771,1.0,21032.242044448853,-476.3152254562007,13198399,1.0,464.35,3.3032875,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44500,1.2960662,1.0,1.6967548,1.8983451,1.3828277e-07,100,,-1.4217682,445,-8.152033,-8.152033,1.0,21092.67805624008,-487.465522884049,13245017,1.0,466.18,3.492669,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44600,1.4349179,1.0,2.079787,2.108509,-1.5258789e-07,100,,-1.5033569,446,-7.941869,-7.941869,1.0,21152.120025396347,-488.211579186977,13291131,1.0,461.14,3.289363,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44700,1.2944324,1.0,1.6924797,1.7852857,5.9604645e-07,100,,-1.3640652,447,-8.265092,-8.265092,1.0,21212.42313361168,-479.9060126486966,13337235,1.0,461.04,3.8659263,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44800,1.4425685,1.0,2.1020243,1.8378799,-3.7193297e-07,100,,-1.5329685,448,-8.212498,-8.212498,1.0,21273.033840179443,-484.5067770617432,13384310,1.0,470.75,3.694992,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],44900,1.3569964,1.0,1.8600394,1.6564981,-6.055832e-07,100,,-1.1663208,449,-8.39388,-8.39388,1.0,21333.232933044434,-489.12651329382993,13431110,1.0,468.0,3.988575,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45000,1.3061882,1.0,1.7233615,1.928226,4.959106e-07,100,,-1.4143047,450,-8.122152,-8.122152,1.0,21391.60675430298,-476.8302388627685,13476515,1.0,454.05,3.4927607,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45100,1.3156346,1.0,1.7483778,1.6596806,-3.671646e-07,100,,-1.2452679,451,-8.3906975,-8.3906975,1.0,21451.12588405609,-480.25960294492813,13522677,1.0,461.62,3.5830212,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45200,1.5176055,1.0,2.326391,1.7700509,4.053116e-07,100,,-1.4545689,452,-8.280327,-8.280327,1.0,21511.762727499008,-482.5151245149459,13569500,1.0,468.23,3.6464415,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45300,1.2205036,1.0,1.5046756,1.6363304,-2.193451e-07,100,,-1.2949219,453,-8.414047,-8.414047,1.0,21571.805413246155,-482.7581074590806,13616304,1.0,468.04,3.3280191,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45400,1.372101,1.0,1.9016775,1.6871814,2.670288e-07,100,,-1.4301357,454,-8.363196,-8.363196,1.0,21631.33062839508,-475.8099588810783,13662741,1.0,464.37,3.8351817,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45500,1.28602,1.0,1.6705528,1.8720775,2.0980835e-07,100,,-1.4523716,455,-8.178301,-8.178301,1.0,21691.468913793564,-480.76522658306703,13708934,1.0,461.93,3.340022,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45600,1.3896471,1.0,1.9506253,1.787268,1.2397766e-07,100,,-1.5461102,456,-8.26311,-8.26311,1.0,21752.04293513298,-479.90477315186365,13755917,1.0,469.83,3.4914923,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45700,1.3558701,1.0,1.8569531,1.6054213,-7.1525574e-07,100,,-1.3263121,457,-8.444957,-8.444957,1.0,21812.0330452919,-480.1495883184416,13802685,1.0,467.68,4.190869,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45800,1.2468251,1.0,1.5702755,1.6581336,2.0503998e-07,100,,-1.3534393,458,-8.392244,-8.392244,1.0,21872.806838989258,-482.09720349550037,13849514,1.0,468.29,3.7902517,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],45900,1.3090823,1.0,1.7310064,1.7623254,3.9577483e-07,100,,-1.5255013,459,-8.288053,-8.288053,1.0,21933.314311742783,-481.9386638166401,13896718,1.0,472.04,3.7663455,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46000,1.378086,1.0,1.9183041,2.0708437,-2.9087067e-07,100,,-1.6176443,460,-7.979534,-7.979534,1.0,21992.333958148956,-479.12797110588224,13942617,1.0,458.99,3.9772587,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46100,1.315205,1.0,1.7472365,1.8683605,-3.0517577e-07,100,,-1.3116722,461,-8.182017,-8.182017,1.0,22052.766196012497,-489.3381785245455,13988985,1.0,463.68,3.5471716,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46200,1.1757488,1.0,1.3963487,1.5650586,-3.2424927e-07,100,,-1.1673183,462,-8.485319,-8.485319,1.0,22112.683266162872,-483.0849811113546,14035509,1.0,465.24,4.7202287,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46300,1.2082835,1.0,1.4746958,1.6437969,-9.536743e-09,100,,-1.284648,463,-8.406581,-8.406581,1.0,22172.511736631393,-480.4176740728154,14081991,1.0,464.82,3.4621406,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46400,1.3336326,1.0,1.7965412,1.6928563,9.536743e-09,100,,-1.3578863,464,-8.357521,-8.357521,1.0,22232.636724472046,-480.70970095898616,14128565,1.0,465.74,3.8535957,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46500,1.3562363,1.0,1.8579565,1.9387208,5.2452087e-08,100,,-1.3361597,465,-8.111657,-8.111657,1.0,22291.365592956543,-481.7150380749541,14174037,1.0,454.72,3.2366548,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46600,1.171905,1.0,1.3872337,1.720232,-2.6226044e-07,100,,-1.291255,466,-8.330146,-8.330146,1.0,22351.436631917953,-484.81599823668114,14220567,1.0,465.3,3.0904846,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46700,1.4429722,1.0,2.1032004,2.247728,-5.00679e-07,100,,-1.7575302,467,-7.8026495,-7.8026495,1.0,22411.542767047882,-480.5625711584806,14266447,1.0,458.8,3.7353392,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46800,1.3788732,1.0,1.9204961,1.5720692,7.152558e-08,100,,-1.4169397,468,-8.478309,-8.478309,1.0,22471.546941757202,-473.15183766622147,14313104,1.0,466.57,3.6399717,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],46900,1.242158,1.0,1.558542,1.8777164,1.4781952e-07,100,,-1.3910742,469,-8.172662,-8.172662,1.0,22531.316853284836,-481.69074595385945,14359126,1.0,460.22,3.7603722,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47000,1.1853367,1.0,1.4192151,1.6849594,4.7683715e-09,100,,-1.3611393,470,-8.365418,-8.365418,1.0,22592.67178416252,-479.1237040151515,14405568,1.0,464.42,3.058137,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47100,1.1977643,1.0,1.4491304,1.587129,,100,,-1.1725597,471,-8.463249,-8.463249,1.0,22652.179995298386,-480.77664926636885,14451768,1.0,462.0,3.8220901,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47200,1.2678832,1.0,1.6237651,1.5905595,5.2452087e-08,100,,-1.3019686,472,-8.459818,-8.459818,1.0,22713.72685623169,-486.17010206166213,14499119,1.0,473.51,3.7332263,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47300,1.5208052,1.0,2.3362107,2.0843282,1.04904174e-07,100,,-1.5841007,473,-7.9660497,-7.9660497,1.0,22773.50636601448,-480.6790470851273,14544978,1.0,458.59,3.260066,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47400,1.3897022,1.0,1.9507799,2.0052457,-8.106232e-08,100,,-1.5017929,474,-8.045132,-8.045132,1.0,22833.110798835754,-485.1470743556181,14591279,1.0,463.01,3.7504296,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47500,1.2906183,1.0,1.6825203,1.9348876,-5.102158e-07,100,,-1.4503298,475,-8.11549,-8.11549,1.0,22893.246685743332,-482.3097920757537,14637395,1.0,461.16,4.327488,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47600,1.3262377,1.0,1.776673,1.7989902,-5.245209e-07,100,,-1.3060331,476,-8.251388,-8.251388,1.0,22953.811939239502,-483.5251152724984,14683623,1.0,462.28,4.5266447,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47700,1.3844908,1.0,1.9361765,1.7173078,2.002716e-07,100,,-1.4587545,477,-8.33307,-8.33307,1.0,23014.15328526497,-482.8417925303963,14730729,1.0,471.06,3.471921,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47800,1.3587693,1.0,1.8649025,1.9212898,-3.8146973e-07,100,,-1.4631977,478,-8.129088,-8.129088,1.0,23073.9652261734,-485.129872276433,14777154,1.0,464.25,3.9245338,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],47900,1.4068104,1.0,1.9991066,2.0515423,-5.531311e-07,100,,-1.5644741,479,-7.9988356,-7.9988356,1.0,23134.172918319702,-484.96641579290446,14823548,1.0,463.94,3.035884,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48000,1.244156,1.0,1.5635598,1.8060889,2.3365021e-07,100,,-1.5307112,480,-8.244289,-8.244289,1.0,23195.24290370941,-482.72437770699287,14870584,1.0,470.36,3.6512976,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48100,1.3645043,1.0,1.8806789,1.83847,6.6280364e-07,100,,-1.4563675,481,-8.211908,-8.211908,1.0,23255.28590106964,-476.61329460189705,14916585,1.0,460.01,3.5788307,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48200,1.4385394,1.0,2.0902982,1.7930532,-1.6212464e-07,100,,-1.3681612,482,-8.257324,-8.257324,1.0,23316.06473350525,-484.2477153989266,14963119,1.0,465.34,3.72118,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48300,1.3392663,1.0,1.8117517,1.7903568,2.002716e-07,100,,-1.4875135,483,-8.260021,-8.260021,1.0,23375.47887802124,-476.86872114383414,15009531,1.0,464.12,2.922515,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48400,1.3748603,1.0,1.9093338,1.8282,1.9073487e-07,100,,-1.4660501,484,-8.2221775,-8.2221775,1.0,23436.806641101837,-481.65591584527834,15056075,1.0,465.44,4.1888494,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48500,1.2711589,1.0,1.6321669,1.673142,1.0967254e-06,100,,-1.4842329,485,-8.377235,-8.377235,1.0,23498.84086894989,-484.5796041411069,15103690,1.0,476.15,2.9271455,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48600,1.2712233,1.0,1.6323321,1.7904522,8.2969666e-07,100,,-1.4132528,486,-8.259926,-8.259926,1.0,23559.140783786774,-482.1215330820235,15150226,1.0,465.36,3.3145819,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48700,1.3905239,1.0,1.9530877,1.9943651,-1.0061264e-06,100,,-1.4617348,487,-8.056013,-8.056013,1.0,23618.86543917656,-483.30140631399,15196264,1.0,460.38,3.496128,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48800,1.4385805,1.0,2.090418,2.0098987,-3.0994414e-07,100,,-1.5677757,488,-8.04048,-8.04048,1.0,23678.57413649559,-480.98365252986764,15242432,1.0,461.68,3.1992702,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],48900,1.339321,1.0,1.8118995,1.8634422,-6.055832e-07,100,,-1.5133915,489,-8.186935,-8.186935,1.0,23738.638635873795,-479.84082606808283,15288913,1.0,464.81,3.734149,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49000,1.397455,1.0,1.9726063,2.0077312,-1.0538101e-06,100,,-1.5881042,490,-8.042646,-8.042646,1.0,23800.281217575073,-485.38433929763033,15335585,1.0,466.72,3.0459938,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49100,1.3469402,1.0,1.8325735,1.6433849,-4.6730042e-07,100,,-1.342308,491,-8.406993,-8.406993,1.0,23861.060446739197,-487.5011124813475,15383037,1.0,474.52,3.7089128,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49200,1.2739255,1.0,1.6392789,1.6777362,-7.581711e-07,100,,-1.198657,492,-8.372642,-8.372642,1.0,23920.9705286026,-485.1772860644705,15429367,1.0,463.3,3.8924713,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49300,1.2643116,1.0,1.6146299,1.9938978,9.822845e-07,100,,-1.4476309,493,-8.05648,-8.05648,1.0,23980.87857580185,-484.03604987081735,15475385,1.0,460.18,3.0205708,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49400,1.4947876,1.0,2.2569594,1.85052,1.4305115e-07,100,,-1.4757738,494,-8.199858,-8.199858,1.0,24042.35046839714,-483.2145352499429,15521992,1.0,466.07,4.109886,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49500,1.3420923,1.0,1.8194058,1.6838953,-4.959106e-07,100,,-1.5197182,495,-8.366483,-8.366483,1.0,24104.38977789879,-482.39981843412266,15569514,1.0,475.22,3.328464,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49600,1.2487857,1.0,1.5752181,1.7024236,7.4386594e-07,100,,-1.3166018,496,-8.347954,-8.347954,1.0,24164.906077861786,-482.8890055062794,15616105,1.0,465.91,3.4935112,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49700,1.3191217,1.0,1.7576587,2.0360205,1.04904174e-07,100,,-1.5441666,497,-8.014358,-8.014358,1.0,24224.38199687004,-483.62195901007954,15662248,1.0,461.43,3.4188275,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49800,1.3928976,1.0,1.9597609,2.0409594,1.04904174e-07,100,,-1.5695934,498,-8.0094185,-8.0094185,1.0,24283.68891978264,-475.68652879638944,15707696,1.0,454.48,3.629033,1.0
[-0.107 -1.013 -0.104  0.101 -0.728],49900,1.409841,1.0,2.007728,1.8691763,2.8610229e-08,100,,-1.5413704,499,-8.181202,-8.181202,1.0,24343.26313471794,-474.90849109554307,15753700,1.0,460.04,4.0200276,1.0
