InitialReturnMean,StdIW,TimestepsSoFar,InitialReturnStd,J_sample_variance,MaxIW,EpRewMean,MeanIW,EpisodesSoFar,InitialBound,Bound,MinIW,Iteration,EmpiricalD2,ReturnMeanIW,EpLenMean,TimeElapsed,Weights,EpThisIter,InitialReturnMax,InitialReturnMin
6.1035155e-07,0.020871809,34166,3.0386276,115.0291,1.072237,-108.26302354878075,1.0020112,2000,-729389000000000.0,-729389000000000.0,0.95015013,20,1.0005014,546.4781,16.84,89.6773681640625,[-0.69   0.921 -0.678  0.282 -0.002],100,9.029945,-4.5343094
2.5177003e-06,0.012593741,35845,3.1870658,57.387875,1.0520352,-108.41765495638423,1.0019718,2100,-700388000000000.0,-700388000000000.0,0.95199835,21,1.0001508,549.13745,16.79,94.38883638381958,[-0.69   0.922 -0.678  0.281 -0.002],100,12.481163,-4.342903
-4.5013426e-06,0.031390127,37546,2.7384117,252.68106,1.1333869,-108.62800456613212,1.0021385,2200,-707529300000000.0,-707529300000000.0,0.9354069,22,1.0008056,542.107,17.01,99.3124930858612,[-0.69   0.922 -0.678  0.282 -0.003],100,7.7019577,-3.8060684
3.7384034e-06,0.015393691,39221,2.6435773,64.49442,1.0459068,-108.32347779418808,1.0019015,2300,-759579660000000.0,-759579660000000.0,0.9531836,23,1.0003349,550.13727,16.75,103.98755097389221,[-6.906e-01  9.221e-01 -6.762e-01  2.824e-01 -4.515e-04],100,9.988831,-4.2456665
-5.8746336e-06,0.009010871,40901,3.131523,27.874046,1.0263602,-108.2682483914144,1.0020547,2400,-736823250000000.0,-736823250000000.0,0.9757093,24,1.0000812,547.9774,16.8,108.42453908920288,[-6.904e-01  9.227e-01 -6.767e-01  2.821e-01 -6.534e-04],100,11.771324,-4.211113
6.2561035e-06,0.018708946,42590,2.8347948,106.98558,1.0651197,-108.37716742564369,1.0020808,2500,-645769100000000.0,-645769100000000.0,0.9462644,25,1.0002408,545.2611,16.89,113.23194766044617,[-6.906e-01  9.224e-01 -6.764e-01  2.820e-01 -6.119e-04],100,7.4563446,-4.0324326
-2.1362305e-06,0.011353037,44286,3.3058765,45.458828,1.0378859,-107.89109052396451,1.0019691,2600,-686318800000000.0,-686318800000000.0,0.97052306,26,1.0001312,540.2271,16.96,117.4181706905365,[-6.906e-01  9.228e-01 -6.766e-01  2.812e-01 -7.076e-04],100,11.269852,-4.3858643
,0.014173755,46005,3.163513,57.675426,1.050471,-108.48364002695637,1.0018992,2700,-700388000000000.0,-700388000000000.0,0.93639356,27,1.0002477,534.8394,17.19,121.45821785926819,[-6.906e-01  9.227e-01 -6.763e-01  2.818e-01 -8.269e-04],100,9.621582,-4.658226
-6.942749e-06,0.019336376,47713,3.3157618,92.12636,1.048521,-108.3393694053449,1.0019281,2800,-700388000000000.0,-700388000000000.0,0.95534766,28,1.000378,538.0979,17.08,125.2898154258728,[-6.906e-01  9.227e-01 -6.758e-01  2.826e-01 -9.151e-05],100,10.767761,-4.3409653
9.155273e-07,0.008941846,49388,3.2393498,27.228685,1.0281385,-107.82085921539681,1.0019872,2900,-744332600000000.0,-744332600000000.0,0.9763666,29,1.0000814,547.60474,16.75,129.2268135547638,[-6.912e-01  9.220e-01 -6.755e-01  2.828e-01  6.363e-04],100,12.25087,-4.682831
6.027222e-06,0.01997468,51120,3.078634,101.55402,1.0518265,-108.56968882102778,1.0019829,3000,-775136240000000.0,-775136240000000.0,0.9531626,30,1.0004411,530.66656,17.32,133.64206528663635,[-6.911e-01  9.222e-01 -6.758e-01  2.827e-01  6.413e-04],100,10.0794525,-4.521927
7.3242186e-06,0.02967642,52837,2.922073,218.7549,1.0774746,-109.0582544889443,1.0020686,3100,-714742750000000.0,-714742750000000.0,0.91772616,31,1.0008097,538.41876,17.17,138.11179971694946,[-6.913e-01  9.218e-01 -6.750e-01  2.831e-01  4.220e-04],100,7.478058,-5.115288
-2.4414062e-06,0.014210955,54531,3.0251677,56.89802,1.0424967,-108.47477685600013,1.001897,3200,-714742750000000.0,-714742750000000.0,0.9391766,32,1.0001861,543.8641,16.94,141.94840383529663,[-6.908e-01  9.222e-01 -6.765e-01  2.837e-01 -7.627e-05],100,10.300079,-4.015442
-5.645752e-06,0.020480035,56313,3.3169014,99.07553,1.0799935,-108.54221678474909,1.0021899,3300,-632786900000000.0,-632786900000000.0,0.94017816,33,1.0004382,513.4878,17.82,146.74563312530518,[-6.906e-01  9.220e-01 -6.762e-01  2.845e-01 -6.954e-05],100,8.583252,-4.8747787
-5.340576e-07,0.021135068,58024,2.9797778,128.46399,1.0636256,-108.25913407249372,1.0020401,3400,-700388000000000.0,-700388000000000.0,0.9470659,34,1.0004563,536.62115,17.11,150.73541259765625,[-6.905e-01  9.226e-01 -6.768e-01  2.842e-01  1.091e-04],100,9.522697,-4.4104385
4.348755e-06,0.031026337,59694,2.665558,241.32007,1.094207,-108.81575657311028,1.0020478,3500,-686318800000000.0,-686318800000000.0,0.91507226,35,1.0007974,554.5726,16.7,154.39448714256287,[-6.906e-01  9.223e-01 -6.764e-01  2.853e-01 -1.530e-04],100,10.532898,-3.914978
-5.722046e-06,0.043914158,61458,3.2789793,432.5982,1.1304164,-108.78163595957263,1.0023112,3600,-693318050000000.0,-693318050000000.0,0.8758612,36,1.0018454,520.69324,17.64,159.1022367477417,[-6.909e-01  9.220e-01 -6.748e-01  2.845e-01 -1.243e-04],100,11.318428,-4.482239
5.264282e-06,0.019599073,63174,2.7767322,103.393364,1.0504754,-108.82469273034509,1.0021273,3700,-665738300000000.0,-665738300000000.0,0.9639374,37,1.0003734,537.5992,17.16,163.55787253379822,[-6.920e-01  9.218e-01 -6.723e-01  2.840e-01 -6.262e-04],100,8.748329,-4.4473724
1.0070801e-05,0.016926752,64844,2.837761,75.4057,1.0445958,-108.21489968932983,1.0019027,3800,-751917800000000.0,-751917800000000.0,0.9527847,38,1.0002323,551.50977,16.7,167.88409042358398,[-6.922e-01  9.212e-01 -6.717e-01  2.841e-01 -2.692e-04],100,7.881447,-3.933937
1.1444092e-06,0.021280035,66551,3.3535314,127.76195,1.0741242,-108.33540293040959,1.0020832,3900,-729389000000000.0,-729389000000000.0,0.9506973,39,1.000429,538.4439,17.07,172.49611949920654,[-6.921e-01  9.216e-01 -6.723e-01  2.840e-01 -1.498e-04],100,12.852318,-4.456711
-2.3651123e-06,0.01375024,68271,3.1654315,48.730694,1.0399784,-109.18405619544392,1.0017766,4000,-693318050000000.0,-693318050000000.0,0.9310639,40,1.0002604,537.9115,17.2,176.68523693084717,[-6.920e-01  9.210e-01 -6.717e-01  2.843e-01  8.820e-04],100,12.949371,-4.169739
-3.1280517e-06,0.016334798,70012,3.501572,71.04196,1.051082,-108.24536464109647,1.0021929,4100,-679389600000000.0,-679389600000000.0,0.9612229,41,1.0002149,525.9984,17.41,181.33157801628113,[-6.921e-01  9.210e-01 -6.706e-01  2.830e-01  3.819e-04],100,9.172699,-5.1309204
8.31604e-06,0.01060286,71741,2.7854807,38.23621,1.0319182,-108.89110157971929,1.0020463,4200,-645769100000000.0,-645769100000000.0,0.97909075,42,1.0001136,533.3097,17.29,185.91870260238647,[-6.922e-01  9.205e-01 -6.703e-01  2.833e-01  4.801e-04],100,7.1636887,-4.5539474
-1.0681152e-06,0.016873963,73464,3.0480812,69.58321,1.0635284,-108.66510763708489,1.0021228,4300,-744332600000000.0,-744332600000000.0,0.9476587,43,1.0002881,534.3068,17.23,190.33320021629333,[-6.922e-01  9.203e-01 -6.700e-01  2.835e-01  5.908e-04],100,8.654129,-4.4329224
-9.918213e-07,0.018819897,75153,2.3916936,97.91706,1.072272,-109.29031902604818,1.0020852,4400,-672529700000000.0,-672529700000000.0,0.9414383,44,1.0003788,549.76697,16.89,195.33540534973145,[-0.692  0.921 -0.67   0.284  0.001],100,7.0220184,-3.467659
2.1362305e-06,0.0138037335,76832,3.2268991,61.70048,1.0405198,-108.11824765164623,1.001963,4500,-767318860000000.0,-767318860000000.0,0.97600883,45,1.0001954,547.62634,16.79,200.02817487716675,[-0.692  0.921 -0.67   0.284  0.001],100,10.829254,-4.110298
2.822876e-06,0.022886327,78562,3.048409,119.5135,1.079819,-108.78960673181159,1.0021502,4600,-659014950000000.0,-659014950000000.0,0.95993316,46,1.0005329,532.4525,17.3,204.76726579666138,[-0.692  0.92  -0.669  0.284  0.002],100,9.881256,-4.1111984
1.0070801e-05,0.015879543,80260,2.9241707,72.13549,1.0446393,-108.64723265266052,1.0020314,4700,-686318800000000.0,-686318800000000.0,0.97015125,47,1.0002446,543.2618,16.98,209.21186685562134,[-0.691  0.92  -0.67   0.285  0.002],100,9.705414,-4.152046
6.027222e-06,0.0228376,81965,2.9137983,150.03253,1.1027915,-108.86139536167722,1.0019312,4800,-626393000000000.0,-626393000000000.0,0.9373284,48,1.0004946,541.7924,17.05,213.71747732162476,[-0.691  0.92  -0.67   0.286  0.002],100,8.866013,-4.004341
-3.967285e-06,0.011729013,83678,3.0628042,41.256157,1.0366038,-108.2966921475475,1.0019288,4900,-722029000000000.0,-722029000000000.0,0.95159006,49,1.0001518,536.07635,17.13,218.36329555511475,[-0.691  0.919 -0.671  0.288  0.003],100,10.581749,-4.2050858
5.340576e-07,0.021564418,85371,2.8365967,111.15873,1.0664917,-108.69018546789007,1.0017481,5000,-707529300000000.0,-707529300000000.0,0.9559695,50,1.0005206,545.2985,16.93,222.29792380332947,[-0.691  0.919 -0.671  0.287  0.002],100,10.060028,-3.954422
-1.9073486e-06,0.028830282,87070,3.0077186,204.02423,1.0670596,-108.11872914742729,1.0020297,5100,-686318800000000.0,-686318800000000.0,0.9338061,51,1.0008607,540.26917,16.99,227.1398708820343,[-0.691  0.92  -0.672  0.288  0.003],100,8.908257,-4.174965
5.9509275e-06,0.0064872196,88768,2.6515799,17.40622,1.0175258,-108.78162807572957,1.0019624,5200,-693318050000000.0,-693318050000000.0,0.9823635,52,1.0000628,543.9156,16.98,231.25303554534912,[-0.691  0.919 -0.671  0.287  0.003],100,7.318802,-4.808655
-3.8146973e-07,0.025429009,90558,3.2520268,158.959,1.0693662,-108.76179397540318,1.0020838,5300,-639245350000000.0,-639245350000000.0,0.9021528,53,1.0006658,511.87927,17.9,235.76966190338135,[-0.691  0.92  -0.671  0.288  0.002],100,11.60733,-4.7167892
2.0599366e-06,0.03535266,92216,3.0069256,329.86594,1.1179514,-108.15818056509201,1.0019782,5400,-775136240000000.0,-775136240000000.0,0.9319567,54,1.0010848,555.80493,16.58,239.8656735420227,[-0.69   0.92  -0.669  0.288  0.001],100,8.65728,-3.9909134
-4.5013426e-06,0.027362507,93959,2.9568768,190.58876,1.0752392,-108.88438453165573,1.0020362,5500,-639245350000000.0,-639245350000000.0,0.8930485,55,1.0007936,528.3482,17.43,244.42887020111084,[-0.69   0.919 -0.667  0.287  0.003],100,9.923019,-4.423378
,0.021599649,95589,2.7178514,137.76295,1.0798538,-107.96578607350384,1.0019417,5600,-759579660000000.0,-759579660000000.0,0.9367277,56,1.0006733,565.59064,16.3,248.29096245765686,[-0.689  0.92  -0.668  0.286  0.002],100,8.847054,-4.5616455
1.6021728e-06,0.02002757,97294,2.9345605,106.562225,1.0491786,-108.31201812111166,1.0020733,5700,-767318860000000.0,-767318860000000.0,0.9377313,57,1.0004063,539.0566,17.05,253.05451917648315,[-0.689  0.92  -0.669  0.286  0.002],100,9.2282715,-5.1105347
-1.0910034e-05,0.016902586,98979,2.5009744,84.18746,1.0692455,-108.60216105358701,1.0018736,5800,-767318860000000.0,-767318860000000.0,0.9637431,58,1.0003085,547.8058,16.85,257.42403173446655,[-0.689  0.92  -0.668  0.286  0.002],100,6.6429443,-4.1251373
2.2888183e-07,0.019202372,100708,2.9147139,92.813446,1.051471,-108.23579388778833,1.0021888,5900,-767318860000000.0,-767318860000000.0,0.96138173,59,1.0003629,530.1226,17.29,261.38175797462463,[-0.688  0.92  -0.667  0.287  0.002],100,7.9751434,-4.6916885
1.9836425e-06,0.013988116,102421,2.8119142,57.61231,1.0452436,-108.67426742113807,1.0019903,6000,-693318050000000.0,-693318050000000.0,0.9617458,60,1.0002182,537.93384,17.13,265.9973475933075,[-0.688  0.921 -0.668  0.288  0.002],100,9.261871,-4.440422
-3.890991e-06,0.009282297,104109,3.0374732,34.904774,1.024292,-108.23888092534725,1.0019914,6100,-729389000000000.0,-729389000000000.0,0.97949076,61,1.0000949,544.888,16.88,270.65343499183655,[-0.688  0.921 -0.668  0.287  0.002],100,10.784576,-4.425377
-8.392334e-07,0.01637184,105778,3.0877585,83.70598,1.0412176,-108.57991381775064,1.0019636,6200,-767318860000000.0,-767318860000000.0,0.95614624,62,1.0003619,553.6933,16.69,275.28108644485474,[-0.688  0.921 -0.668  0.287  0.002],100,11.118118,-4.0876236
-1.121521e-05,0.017038342,107447,3.330185,77.815254,1.0484164,-108.24878818418969,1.0019093,6300,-714742750000000.0,-714742750000000.0,0.95516974,63,1.0002514,552.04724,16.69,279.12442111968994,[-0.688  0.921 -0.669  0.287  0.002],100,12.781662,-4.2403946
9.231568e-06,0.034860846,109143,2.8683813,316.71475,1.1404382,-108.4805484492514,1.0021152,6400,-736823250000000.0,-736823250000000.0,0.87776124,64,1.0009539,543.21796,16.96,282.93244218826294,[-0.688  0.922 -0.67   0.287  0.002],100,9.693481,-4.71402
-7.095337e-06,0.016245026,110875,2.7452044,63.741882,1.0567431,-109.02900751115422,1.001996,6500,-759579660000000.0,-759579660000000.0,0.95627487,65,1.0003031,532.867,17.32,287.23598551750183,[-0.688  0.922 -0.668  0.288  0.002],100,8.501297,-3.9427643
1.0299683e-05,0.008167283,112556,3.1182365,29.248484,1.0240904,-108.32896931726314,1.0019424,6600,-736823250000000.0,-736823250000000.0,0.9755979,66,1.0000658,547.9372,16.81,292.04407000541687,[-0.688  0.921 -0.667  0.288  0.001],100,10.467873,-4.866005
-2.2888185e-06,0.02662544,114190,2.689342,186.63057,1.0652633,-108.41604355616995,1.0019425,6700,-799065440000000.0,-799065440000000.0,0.9412974,67,1.0006878,566.4301,16.34,296.4993290901184,[-0.688  0.921 -0.667  0.289  0.001],100,8.271172,-3.9223022
-4.348755e-06,0.012984052,115876,2.7215312,50.699574,1.0337379,-108.73760900950299,1.0019429,6800,-707529300000000.0,-707529300000000.0,0.964908,68,1.00018,548.1288,16.86,301.02396273612976,[-0.688  0.92  -0.667  0.288  0.002],100,8.494583,-3.882164
-4.9591063e-06,0.039244723,117612,2.971521,360.61768,1.139057,-108.92602751552576,1.0019304,6900,-714742750000000.0,-714742750000000.0,0.9118328,69,1.0016108,530.99194,17.36,305.94307827949524,[-0.689  0.919 -0.666  0.289  0.002],100,10.060577,-4.403908
9.994506e-06,0.043146674,119280,2.8688416,466.16205,1.1445241,-107.74655861044704,1.0020065,7000,-775136240000000.0,-775136240000000.0,0.89244854,70,1.0017474,549.8973,16.68,310.52491450309753,[-0.689  0.921 -0.667  0.288  0.003],100,8.929283,-4.810623
-5.4931643e-06,0.014519535,120941,2.8423042,61.376904,1.0348278,-108.0241404400566,1.0019988,7100,-736823250000000.0,-736823250000000.0,0.9554428,71,1.0002577,553.91974,16.61,315.114075422287,[-0.689  0.923 -0.668  0.287  0.003],100,8.442314,-4.312866
6.1035155e-07,0.034852356,122648,2.9166424,297.07263,1.1381829,-108.62758965780496,1.0018929,7200,-736823250000000.0,-736823250000000.0,0.92222035,72,1.0012326,539.86707,17.07,319.4200656414032,[-0.689  0.922 -0.667  0.287  0.003],100,8.309998,-4.3666916
-1.0070801e-05,0.045723666,124326,3.07777,560.8966,1.153492,-108.3553902795155,1.0021166,7300,-775136240000000.0,-775136240000000.0,0.8763603,73,1.0023699,549.1325,16.78,324.1668288707733,[-0.69   0.92  -0.667  0.284  0.002],100,7.762642,-4.537956
-2.7465821e-06,0.013371061,126003,2.7635818,55.560585,1.038953,-108.76335502620377,1.0019714,7400,-613796300000000.0,-613796300000000.0,0.9651143,74,1.0001726,551.6117,16.77,328.68260192871094,[-6.900e-01  9.206e-01 -6.649e-01  2.854e-01  5.265e-04],100,8.356987,-3.8918686
5.9509275e-06,0.035859395,127661,2.6250138,344.22305,1.1252693,-108.47998100978721,1.0021855,7500,-722029000000000.0,-722029000000000.0,0.923572,75,1.0011474,557.4292,16.58,333.0031385421753,[-6.901e-01  9.202e-01 -6.646e-01  2.858e-01  5.878e-04],100,8.863831,-3.8505554
-2.8991699e-06,0.010440664,129336,2.9925842,36.40234,1.0258269,-108.60640932083288,1.0019453,7600,-767318860000000.0,-767318860000000.0,0.9681161,76,1.0000982,551.5824,16.75,337.0473327636719,[-0.69   0.919 -0.663  0.286  0.001],100,9.056282,-4.4885406
4.043579e-06,0.016153231,131039,3.3917181,76.10316,1.0528296,-108.24206644244485,1.0019331,7700,-751917800000000.0,-751917800000000.0,0.94824195,77,1.0002418,539.41754,17.03,341.0925679206848,[-0.69   0.919 -0.664  0.286  0.001],100,12.431366,-4.431328
9.002685e-06,0.02324296,132745,3.3397417,153.91577,1.0731162,-108.18862049145426,1.0019228,7800,-665738300000000.0,-665738300000000.0,0.91150093,78,1.0005331,538.07404,17.06,345.3282175064087,[-0.69   0.918 -0.665  0.287  0.002],100,11.559097,-5.0240173
5.0354006e-06,0.029168498,134377,2.4746118,232.94946,1.0789031,-108.11108871599922,1.0019261,7900,-700388000000000.0,-700388000000000.0,0.91057235,79,1.0005841,565.6889,16.32,350.0377914905548,[-0.69   0.918 -0.664  0.288  0.002],100,7.1266556,-4.0808563
2.4414062e-06,0.00964959,136024,2.8220215,26.049168,1.0272819,-108.2189468589432,1.001917,8000,-693318050000000.0,-693318050000000.0,0.9648222,80,1.0000972,560.2873,16.47,354.72421765327454,[-0.69   0.918 -0.665  0.287  0.002],100,9.7630005,-4.2885895
5.8746336e-06,0.015012222,137706,2.5209208,59.689835,1.042374,-107.71961694160065,1.0019758,8100,-722029000000000.0,-722029000000000.0,0.9625374,81,1.0002275,544.50665,16.82,358.8050150871277,[-0.69   0.919 -0.665  0.288  0.001],100,9.545723,-4.560829
9.155273e-07,0.020306619,139373,2.9719257,126.376205,1.069463,-108.38845731938778,1.0018655,8200,-686318800000000.0,-686318800000000.0,0.9446802,82,1.000442,553.50977,16.67,363.22081232070923,[-0.69   0.918 -0.664  0.288  0.001],100,11.324142,-4.440689
-1.15966795e-05,0.010882842,141073,3.139954,35.30652,1.0355209,-108.31120979825027,1.0019284,8300,-775136240000000.0,-775136240000000.0,0.970007,83,1.0001655,540.86316,17.0,367.6649856567383,[-0.689  0.918 -0.664  0.289  0.001],100,9.870026,-4.7060394
1.1444092e-06,0.011990573,142800,2.8756573,43.47577,1.0397962,-108.83235728717092,1.0019684,8400,-632786900000000.0,-632786900000000.0,0.96407276,84,1.0001732,533.71936,17.27,372.2888181209564,[-6.889e-01  9.184e-01 -6.641e-01  2.890e-01  8.883e-04],100,9.935356,-3.9373322
-6.8664554e-07,0.010283397,144513,2.8101754,32.394695,1.034343,-108.73176421976864,1.0020385,8500,-707529300000000.0,-707529300000000.0,0.9744461,85,1.0001009,538.2178,17.13,376.8623571395874,[-0.689  0.918 -0.665  0.289  0.002],100,9.524002,-4.1472015
7.019043e-06,0.013743815,146196,2.757886,58.366493,1.0434865,-108.976664512858,1.0019579,8600,-744332600000000.0,-744332600000000.0,0.96558666,86,1.0002731,550.42816,16.83,381.3569495677948,[-0.69   0.918 -0.664  0.289  0.002],100,9.966545,-3.6940765
-4.5776366e-07,0.02291705,147869,2.7229111,137.42198,1.0610445,-108.26596517783653,1.0020299,8700,-736823250000000.0,-736823250000000.0,0.9488765,87,1.0005453,550.61383,16.73,386.1555359363556,[-0.689  0.92  -0.664  0.29   0.001],100,8.710564,-4.306793
1.5106201e-05,0.023389935,149631,2.9797897,123.39631,1.1171268,-109.26013171937512,1.0023392,8800,-607592300000000.0,-607592300000000.0,0.9496483,88,1.0003868,523.6466,17.62,390.68559098243713,[-0.689  0.918 -0.663  0.289  0.002],100,8.966835,-4.214073
-9.765625e-06,0.027568037,151322,2.883506,195.85077,1.0774399,-108.59501077721238,1.0020208,8900,-775136240000000.0,-775136240000000.0,0.9115042,89,1.0008237,545.55585,16.91,394.8716924190521,[-0.689  0.917 -0.664  0.288  0.004],100,9.894119,-5.0911026
6.866455e-06,0.01177478,153100,3.235647,32.06237,1.036472,-108.72155530511435,1.0021415,9000,-620063000000000.0,-620063000000000.0,0.96694314,90,1.0001494,515.66266,17.78,398.67944526672363,[-0.689  0.918 -0.664  0.287  0.003],100,9.410942,-5.6395264
-3.8146973e-07,0.021465942,154807,3.0621808,123.336624,1.0719442,-108.44339277320911,1.0020566,9100,-707529300000000.0,-707529300000000.0,0.95652986,91,1.000377,538.9799,17.07,403.36721897125244,[-0.689  0.918 -0.664  0.287  0.003],100,8.535866,-4.392647
2.2888185e-06,0.0138397105,156493,2.977759,55.324997,1.0418223,-108.40466416081556,1.0019931,9200,-744332600000000.0,-744332600000000.0,0.9677853,92,1.0002679,546.4309,16.86,407.78041100502014,[-0.689  0.917 -0.663  0.288  0.003],100,9.776016,-4.5560303
-6.1035155e-07,0.018003786,158196,3.3505259,88.13698,1.0650073,-108.33527816080942,1.0021735,9300,-729389000000000.0,-729389000000000.0,0.9399348,93,1.0003301,539.8825,17.03,412.2326965332031,[-0.689  0.917 -0.663  0.288  0.003],100,10.892471,-4.2625732
-3.0517577e-07,0.024297459,159898,3.059011,146.0432,1.0611256,-108.44266712188231,1.0020434,9400,-693318050000000.0,-693318050000000.0,0.94807166,94,1.0006791,540.7446,17.02,416.7271418571472,[-0.688  0.918 -0.663  0.289  0.004],100,12.923698,-4.679184
